[00:00.000 --> 00:11.640]  Waging war on corruption.
[41:41.220 --> 41:45.220]  It's not only outrageous, but it's a total chilling effect on free speech.
[41:45.220 --> 41:50.220]  Just last week during South by Southwest, our InfoWars street team were ticketed for
[41:50.220 --> 41:55.220]  trying to hand out free magazines, again, a violation of the First Amendment.
[41:55.220 --> 42:00.220]  As InfoWars is handing out our monthly magazine for free, South by Southwest got some
[42:00.220 --> 42:04.220]  Austin police officers to issue warnings, then tickets, when we wouldn't stop.
[42:04.220 --> 42:08.220]  But there is no ordinance against handing out free information on public streets.
[42:08.220 --> 42:12.220]  And it wasn't until Alex Jones went down there to protest that police backed off, and
[42:12.220 --> 42:14.220]  many of them admitted they thought it was wrong.
[42:14.220 --> 42:15.220]  Did you hear that?
[42:15.220 --> 42:19.220]  Now South by Southwest people saying that the cops are harasses, because the cops are
[42:19.220 --> 42:25.220]  now behaving like they should in the Constitution, they're now having people come up and
[42:25.220 --> 42:30.220]  harass us saying you can't on city streets hand a magazine out because you're not South
[42:30.220 --> 42:31.220]  by Southwest.
[42:31.220 --> 42:35.220]  So while we put the spotlight on the case of Mark Stone from Sky News and what happened
[42:35.220 --> 42:40.220]  to him in China and how they interfered with the media there, we should keep in mind that
[42:40.220 --> 42:44.220]  our own country is under attack, and if we don't stand up for the First Amendment, we're
[42:44.220 --> 42:45.220]  going to lose it.
[42:45.220 --> 42:49.220]  In the name of terrorism, they've tried to chill speech and criminalize photographing
[42:49.220 --> 42:54.220]  public officials, police officers, and just public events in general.
[42:54.220 --> 42:55.220]  We can't let them do it.
[42:55.220 --> 42:58.220]  We have to stand up to it and say no and stand up for our rights.
[42:58.220 --> 42:59.220]  That's right.
[42:59.220 --> 43:00.220]  We'll be back.
[43:00.220 --> 43:05.220]  A little over a year ago, I began to do a lot of research into why, even if I had a
[43:05.220 --> 43:07.220]  pretty good sized meal, that I was still starving.
[43:07.220 --> 43:12.220]  And my research led me to a well-known fact that most of the soils that we grow our crops
[43:12.220 --> 43:16.220]  on here in the United States and across the industrialized world are almost completely
[43:16.220 --> 43:22.220]  depleted of almost all of the key minerals and trace elements that our bodies need to
[43:22.220 --> 43:25.220]  rebuild themselves, fight off cancer, and be healthy.
[43:25.220 --> 43:31.220]  I then searched out the best vitamin and mineral company out there and discovered Young Jevity.
[43:31.220 --> 43:35.220]  The Young Jevity products are designed to give you the real nutrition you need, and
[43:35.220 --> 43:39.220]  once you've got that, you don't have to eat as much to be satisfied.
[43:39.220 --> 43:45.220]  I've lost 37 pounds in two months, simply getting the vitamins and minerals I need.
[43:45.220 --> 43:47.220]  Check it out for yourself.
[43:47.220 --> 43:48.220]  It's incredible.
[43:48.220 --> 43:54.220]  Go to InfowarsTeam.com today and order your first canister of Beyond Tangy Tangerine Complete
[43:54.220 --> 43:57.220]  Multivitamin Mineral Complex Dietary Supplement.
[43:57.220 --> 44:00.220]  That's InfowarsTeam.com.
[44:00.220 --> 44:05.220]  Devastating events like earthquakes, tornadoes, floods, hurricanes, or the threat of martial
[44:05.220 --> 44:08.220]  law have highlighted the need for Americans to prepare for emergencies.
[44:08.220 --> 44:12.220]  As a result, millions are stockpiling food, gold, and weapons.
[44:12.220 --> 44:17.220]  But how will these items help if you or one of your loved ones becomes ill?
[44:17.220 --> 44:22.220]  Supernatural Silver is the ultimate tool to prepare you for a medical emergency.
[44:22.220 --> 44:28.220]  Supernatural Silver is a natural antibiotic that is uniquely effective against bacteria,
[44:28.220 --> 44:32.220]  viruses, moles, and fungus, and is remarkable for wound care.
[44:32.220 --> 44:37.220]  Taken internally or used topically, it can help keep you safe from deadly pathogens.
[44:37.220 --> 44:43.220]  Supernatural Silver has over 500 different uses and a long-term shelf life, making it
[44:43.220 --> 44:46.220]  the number one choice of preppers across the country.
[44:46.220 --> 44:53.220]  To find out how this amazing new technology can help you be prepared, go to SupernaturalSilver.com.
[44:53.220 --> 44:59.220]  Use the promo code PREPARED for 20% off your entire order and like us on Facebook.
[44:59.220 --> 45:04.220]  You may be arrested and or subject to other police action.
[45:04.220 --> 45:05.220]  Tyranny is here.
[45:05.220 --> 45:09.220]  The grim future foretold in 1984 has become reality.
[45:09.220 --> 45:11.220]  It really says that the state is God.
[45:11.220 --> 45:16.220]  The United States is now recognized globally as one of the most impressive police states
[45:16.220 --> 45:17.220]  on earth.
[45:17.220 --> 45:22.220]  This film conclusively proves the existence of a secret network of FEMA camps now being
[45:22.220 --> 45:23.220]  expanded nationwide.
[45:23.220 --> 45:28.220]  This documentary exposes how the continuity of government program has established an all
[45:28.220 --> 45:29.220]  powerful shadow state.
[45:29.220 --> 45:34.220]  Police state four chronicles the sickening depths to which our republic has fallen.
[45:34.220 --> 45:38.220]  Prepare to enter the secretive world of emergency dictatorship.
[45:38.220 --> 45:44.220]  Body scanners, sound cameras, citizen spies, stage terror and cameras on every street corner.
[45:44.220 --> 45:47.220]  It's only the beginning of the New World Order's hellish plan.
[45:47.220 --> 45:49.220]  The police state isn't coming.
[45:49.220 --> 45:50.220]  It's here.
[45:50.220 --> 45:59.220]  Secure your copy today at Infowars.com or see it online in the highest quality at PrisonPlanet.tv.
[45:59.220 --> 46:01.220]  Introducing Pro One.
[46:01.220 --> 46:05.220]  All of your filtration in one system, portable, on the go.
[46:05.220 --> 46:09.220]  No more do you have two or three filters to just reduce sodium fluoride.
[46:09.220 --> 46:15.220]  You have a system that cuts out the sodium fluoride and up to 95 percent of hydrofluorosolicic
[46:15.220 --> 46:16.220]  acid.
[46:16.220 --> 46:21.220]  Advanced manufacturing technology combines silver impregnated white ceramic with new
[46:21.220 --> 46:26.220]  aqua medics advanced media for removal of fluoride and other heavy metals all in one
[46:26.220 --> 46:27.220]  filter element.
[46:27.220 --> 46:29.220]  It is the only one that does it and out of the gates.
[46:29.220 --> 46:33.220]  We have it discounted at 10 percent off with promo code water.
[46:33.220 --> 46:41.220]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines,
[46:41.220 --> 46:46.220]  ammonia and chlorine, hydrofluorosolicic acid, the most common form of fluoride not covered
[46:46.220 --> 46:50.220]  by other fluoride filter brands and sodium hexafluorosilicate.
[46:50.220 --> 47:01.220]  Get your Pro Pure with the new Pro One filter today at Infowars.com or by calling 888-253-3139.
[47:01.220 --> 47:04.220]  Coast to coast, direct from Austin.
[47:04.220 --> 47:09.220]  You're listening to the Alex Jones Broadcasting Network.
[47:09.220 --> 47:17.220]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[47:17.220 --> 47:20.220]  You're listening to the Alex Jones Show.
[47:20.220 --> 47:28.220]  And I am your host, Alex Jones, and we are simulcasting video right now at InfowarsNews.com
[47:28.220 --> 47:29.220]  and PrisonPlanet.tv.
[47:29.220 --> 47:33.220]  And if you were watching, you could see the video that we just sent out.
[47:33.220 --> 47:42.220]  And if you're listening, the report is posted up for everyone at Infowars.com via YouTube.
[47:42.220 --> 47:49.020]  And understand, on our YouTube channels that have over 400 million views and on PrisonPlanet.tv,
[47:49.020 --> 47:52.220]  we have all these incidents unedited with our reporters.
[47:52.220 --> 47:57.100]  So you understand, it was in the Kansas City Star and it's been in the news.
[47:57.100 --> 48:01.880]  We want a lawsuit over this for an unspecified amount of money in the settlement for our
[48:01.880 --> 48:08.060]  reporter being arrested in Pittsburgh, Rob Do.
[48:08.060 --> 48:11.760]  Settle the lawsuit is the way to put it, over this.
[48:11.760 --> 48:17.340]  And imagine in America, you have to understand, folks, I've been in DC with national film
[48:17.340 --> 48:24.220]  crews from Discovery Channel, History Channel, Independent Film Channel, and one other.
[48:24.220 --> 48:29.580]  And they're there with official film crews who've gone and tried to get permits, which
[48:29.580 --> 48:32.580]  you're not even supposed to get a permit to film in public places unless it's for entertainment.
[48:32.580 --> 48:36.580]  You're gonna be blocking streets, but they've expanded that out to the First Amendment and
[48:36.580 --> 48:40.740]  freedom of the press and taught the police that it's arrestable to film anywhere basically
[48:40.740 --> 48:42.160]  in the country.
[48:42.160 --> 48:45.740]  And only where people push back to they back off, but I've been there where they refuse
[48:45.740 --> 48:48.620]  them permits in DC when they ask for them.
[48:48.620 --> 48:53.740]  And then you're on a sidewalk, you're in the middle of a field with just a camera guy and
[48:53.740 --> 48:58.060]  a sound guy, 500 yards from the Washington Monument.
[48:58.060 --> 49:02.180]  And the police come over and say, we're going to arrest you, you can't film here.
[49:02.180 --> 49:05.460]  And they say, but the city wouldn't give us a permit, and they go, we don't care, we're
[49:05.460 --> 49:06.460]  going to arrest you.
[49:06.460 --> 49:12.300]  And then they walk over to tourist and say, you can't film your children.
[49:12.300 --> 49:16.140]  I thought the first time this happened, they were just harassing us.
[49:16.140 --> 49:22.840]  Try to go to the White House and stand on the streets they've got barricaded around
[49:22.840 --> 49:24.660]  it like a third world country.
[49:24.660 --> 49:28.780]  They've suspended the jurors as well now, and try to film.
[49:28.780 --> 49:33.660]  They'll come out and say, Secret Service in police uniforms, Secret Service actually has
[49:33.660 --> 49:34.660]  uniformed police.
[49:34.660 --> 49:37.900]  They'll say, I'm going to arrest you if you don't stop filming.
[49:37.900 --> 49:40.740]  You go, but First Amendment, all right, get up against the deal.
[49:40.740 --> 49:44.540]  You heard me being polite with the New York police out there, where they had arrested
[49:44.540 --> 49:50.400]  over 1,000 peaceful people, including journalists, AP journalists, famous journalists, who would
[49:50.400 --> 49:53.540]  just be there showing a peaceful demonstration.
[49:53.540 --> 49:57.720]  Or people walking down the sidewalk, and they would throw you in the Pier 57 facility and
[49:57.720 --> 50:01.620]  run buses in there day and night to make you vomit and get sick.
[50:01.620 --> 50:04.280]  That came out in lawsuits, they did it on purpose.
[50:04.280 --> 50:10.500]  So I'm there during the day, 400 yards or so by the barricades at Pier 57, an old city
[50:10.500 --> 50:13.820]  bus terminal built out over the river.
[50:13.820 --> 50:18.420]  And the cops come over and say, I'm going to arrest you if you film this.
[50:18.420 --> 50:23.300]  He was singing to my reporters, so I said, nicely, sir, I'm the one that ordered them
[50:23.300 --> 50:24.300]  to.
[50:24.300 --> 50:25.680]  Shut up, did I tell you to talk?
[50:25.680 --> 50:30.220]  And folks, if you ask New York cops for directions, they talk to you like that.
[50:30.220 --> 50:34.560]  It's like North Korea, the government wants you to know you're low scum.
[50:34.560 --> 50:37.420]  We've been broken like a pimp breaks a prostitute.
[50:37.420 --> 50:43.180]  Now, not all departments are totally criminal, but still in Austin last weekend.
[50:43.180 --> 50:45.500]  And there's film and footage of this on infoawards.com.
[50:45.500 --> 50:48.800]  It got picked up by local news as well.
[50:48.800 --> 50:51.860]  At first when I called the local news, I said, we can't hand out magazines or literature
[50:51.860 --> 50:52.860]  anywhere downtown.
[50:52.860 --> 50:54.620]  We're not allowed to have bumper stickers.
[50:54.620 --> 50:56.620]  The News 8 guy goes, come on, are you serious?
[50:56.620 --> 50:58.280]  And I said, listen, come down.
[50:58.280 --> 50:59.780]  They came down.
[50:59.780 --> 51:00.780]  Sure enough, it was true.
[51:00.780 --> 51:03.800]  And the cops went, we won't enforce this ordinance.
[51:03.800 --> 51:05.500]  The ordinance doesn't say they can do that.
[51:05.500 --> 51:08.380]  And if they did have an ordinance, you can't have an ordinance saying we're all galley
[51:08.380 --> 51:10.840]  slaves or blacks or slaves again.
[51:10.840 --> 51:14.100]  You can't just do whatever you want.
[51:14.100 --> 51:17.460]  And I mean, first they said, well, get two blocks away from the convention center.
[51:17.460 --> 51:18.460]  And then, you know what?
[51:18.460 --> 51:19.740]  I'm gonna go ahead and write you a ticket.
[51:19.740 --> 51:21.060]  And that's North Korea.
[51:21.060 --> 51:24.980]  But see, when North Korea does it, it's can you believe North Korea or China?
[51:24.980 --> 51:29.820]  Well, a Fox News reporter was in Tiananmen Square with authorization, and they detained
[51:29.820 --> 51:30.820]  them.
[51:30.820 --> 51:31.820]  Detained them?
[51:31.820 --> 51:37.460]  They were torturing people, and Rob Dew was taken to the military base at the G20 Pittsburgh
[51:37.460 --> 51:38.460]  meeting.
[51:38.460 --> 51:42.800]  He was on a hilltop filming them daytime, nighttime curfew, selectively enforced.
[51:42.800 --> 51:49.420]  They weren't even letting reporters cover anything.
[51:49.420 --> 51:53.600]  And military trucks would pull up and just grab people off the streets.
[51:53.600 --> 51:56.380]  And so Dew, they wanted to find somebody to beat up.
[51:56.380 --> 51:57.980]  They had task forces from all over the country.
[51:57.980 --> 52:01.020]  It was all a psych warfare test to see what cops will do.
[52:01.020 --> 52:05.140]  And he was at the local university after the G20 had ended that morning.
[52:05.140 --> 52:08.660]  And they're staying near their hotel and hear, hey, there's cops showing up.
[52:08.660 --> 52:13.060]  So he went to the hilltop and showed police blocking off the university square, letting
[52:13.060 --> 52:14.060]  no one leave.
[52:14.060 --> 52:19.140]  And then coming up to women begging on their knees, and they would just split their heads
[52:19.140 --> 52:20.700]  with billy clubs.
[52:20.700 --> 52:23.980]  I mean, blood spraying, orgy of evil.
[52:23.980 --> 52:26.900]  And they march up the hill to where he is with the press.
[52:26.900 --> 52:29.500]  Local mainstream TV was there, they go, okay, you can go.
[52:29.500 --> 52:30.740]  Nope, you're all arrested.
[52:30.740 --> 52:34.220]  They arrest Dew, they take him freezing in the rain.
[52:34.220 --> 52:36.180]  People with hoods over their heads.
[52:36.180 --> 52:39.460]  They would take them in bathrooms and make fun of their genitalia size.
[52:39.460 --> 52:41.860]  I'm not gonna even get into the whole story.
[52:41.860 --> 52:43.980]  But this is America, okay?
[52:43.980 --> 52:48.020]  If they give the cops the order to take your property to put your wife in a FEMA cam, I'm
[52:48.020 --> 52:49.780]  telling you, they'll follow the orders.
[52:49.780 --> 52:50.780]  They're ready.
[52:50.780 --> 52:51.780]  They're ready.
[52:51.780 --> 52:54.300]  And America is gonna be judged.
[52:54.300 --> 52:59.340]  China's aborted 330 million babies, the numbers are out, we've aborted 53 million.
[52:59.340 --> 53:00.340]  And we love it.
[53:00.340 --> 53:01.600]  I mean, killing babies is good.
[53:01.600 --> 53:04.340]  So if they're gonna kill babies, they might as well take your bank account.
[53:04.340 --> 53:06.220]  If they're gonna kill babies, they might as well.
[53:06.220 --> 53:10.660]  I mean, the footage we got of him up on that hill zoomed in, where you'd have girls on
[53:10.660 --> 53:12.700]  bikes and they knock her off.
[53:12.700 --> 53:17.540]  She's like, please, and they come over and just full power, right in the head, blood,
[53:17.540 --> 53:18.540]  just blood.
[53:18.540 --> 53:23.300]  And the cops are just celebrating, devastating, devastating, devastating America.
[53:23.300 --> 53:25.940]  Devastating freedom, devastating people's daughters.
[53:25.940 --> 53:30.700]  Devastate, devastate, devastate, America is ours, yeah.
[53:30.700 --> 53:31.700]  And Europe's the same way.
[53:31.700 --> 53:33.860]  You go protest, they take your bank account.
[53:33.860 --> 53:37.460]  They're shooting people in Spain now, just mowing them down.
[53:37.460 --> 53:39.100]  And I'm an extremist for not liking it.
[53:39.100 --> 53:42.760]  The average coward will make excuses for this, because you're scared deep down.
[53:42.760 --> 53:45.780]  You think cowering will make it okay.
[53:45.780 --> 53:50.580]  Now by pushing back, I said, okay, I called the police, I called the code enforcers.
[53:50.580 --> 53:53.260]  I said, I'm gonna sue you, and I'm coming down there.
[53:53.260 --> 53:57.620]  And then they went to officials, authorities, not servants, and said, well, we're gonna
[53:57.620 --> 53:58.620]  get sued.
[53:58.620 --> 53:59.620]  We've lost suits before.
[53:59.620 --> 54:00.920]  So then they said, okay, don't do it.
[54:00.920 --> 54:05.260]  So then someone claiming they work for South by Southwest, big shaved head muscle guys
[54:05.260 --> 54:07.300]  started coming out to our street team.
[54:07.300 --> 54:11.800]  Women we hired, like Miller Lite girls, we hired a well-known team who's never had this
[54:11.800 --> 54:14.580]  happen to them in four or five years, some of their workers.
[54:14.580 --> 54:18.640]  And they said, yo, I'm scared I've never had police say they're gonna arrest me next.
[54:18.640 --> 54:20.540]  First it was, we'll give you tickets, then we'll arrest you.
[54:20.540 --> 54:25.540]  And I've never had guys come up and say, hey, baby cakes, you better watch it, these streets
[54:25.540 --> 54:26.900]  belong to me.
[54:26.900 --> 54:29.620]  You don't hand that out, hey, Austin.
[54:29.620 --> 54:35.100]  That's how they said that one guy even talked, like in the movie, little girl, these streets
[54:35.100 --> 54:38.700]  belong to us now, you better get off the street.
[54:38.700 --> 54:40.740]  And I haven't told this story till now.
[54:40.740 --> 54:44.980]  Of the five women we hired, only two would go back to work of the street team.
[54:44.980 --> 54:47.500]  And then we hired another street team and almost all of them quit.
[54:47.500 --> 54:52.540]  And I wasn't gonna do it two days, I paid to have it done all six days because they
[54:52.540 --> 54:53.540]  did that.
[54:53.540 --> 54:58.620]  In America, to try to hand out magazines about liberty and freedom, you gotta deal with cops,
[54:58.620 --> 55:05.140]  code enforcers, and then guys going, listen here, baby cake, there's gonna be a big problem.
[55:05.140 --> 55:09.900]  You either pay money to South by Southwest as a sponsor, or you don't hand nothing now
[55:09.900 --> 55:11.740]  on these streets.
[55:11.740 --> 55:14.860]  And that's what America has now become.
[55:14.860 --> 55:17.500]  And they're gonna take everything, when they take the Second Amendment, they're gonna take
[55:17.500 --> 55:20.740]  your free speech, your bank accounts, everything.
[55:20.740 --> 55:24.500]  Already in Europe, they're taking 10% out of people's bank accounts across the board.
[55:24.500 --> 55:27.940]  And the government's exempt from the taxes and exempt from the rule.
[55:27.940 --> 55:28.940]  Why not?
[55:28.940 --> 55:29.940]  You'll put up with it.
[55:29.940 --> 55:33.580]  Thomas Jefferson said the level of tyranny you live under is the exact level that you
[55:33.580 --> 55:34.580]  put up with.
[55:34.580 --> 55:36.500]  I'm gonna come back, take calls in the next hour.
[55:36.500 --> 55:38.960]  I'll give you the toll free number when we start the next hour.
[55:38.960 --> 55:41.980]  Here it is, it's 877-789-ALEX.
[55:41.980 --> 55:45.260]  I wanna first open the lines for police.
[55:45.260 --> 55:46.780]  Are you gonna follow these orders nationwide?
[55:46.780 --> 55:51.780]  Do you think it's right to say we're all terrorists filming while the government runs Al-Qaeda?
[55:51.780 --> 55:57.460]  877-789-ALEX, 877-789-ALEX.
[55:57.460 --> 56:01.860]  And that is coming up in the next hour, then we'll take general phone calls.
[56:01.860 --> 56:03.780]  But I wanna hear you defend this.
[56:03.780 --> 56:08.140]  Again, that's 877-789-2539.
[56:08.140 --> 56:12.340]  Second hour, a lot of other news after we take calls on the Second Amendment, the economy,
[56:12.340 --> 56:14.060]  you name it.
[56:14.060 --> 56:19.380]  But just briefly here, if we don't stand for the First Amendment, we'll lose everything.
[56:19.380 --> 56:20.860]  And don't forget to support the broadcast.
[56:20.860 --> 56:25.060]  You can buy that magazine that's so hated and so feared by tyrants at cost in groups
[56:25.060 --> 56:28.620]  of 10 up to 100 at infowarsstore.com, or get a yearly subscription.
[56:28.620 --> 56:31.900]  They get the next 12 issues mailed to you.
[56:31.900 --> 56:33.980]  Almost every issue is sold out in bulk sale.
[56:33.980 --> 56:38.860]  So if you wanna get bulk, sign up and get those copies to the big color glossy magazines.
[56:38.860 --> 56:42.020]  Great way to wake people up, absolutely powerful.
[56:42.020 --> 56:47.020]  And don't forget infowarshealth.com, the very best revolutionary vitamins, minerals, and
[56:47.020 --> 56:52.020]  other key cofactor things discounted at infowarshealth.com.
[56:52.020 --> 56:58.900]  You can also sign up there and get free shipping when you sign up for auto-ship at infowarshealth.com.
[56:58.900 --> 57:03.100]  And our team can answer your questions there on Beyond Tangy Tangerine, Polymer's Plus,
[57:03.100 --> 57:15.500]  The Ultimate FX, all of it, 888-789-9277, 888-789-9277, Infowars Health product line 888-789-9277.
[57:15.500 --> 57:20.060]  And the Come and Take It t-shirts, all the videos, the ball caps, all of it that gets
[57:20.060 --> 57:22.660]  the word out and supports this transmission.
[57:22.660 --> 57:28.700]  It's all available at infowarsstore.com, or you can link free when you're visiting prisonplanet.com
[57:28.700 --> 57:29.700]  or infowars.com.
[57:29.700 --> 57:35.340]  And don't forget, 11 people with one membership can log in and watch the video portion of
[57:35.340 --> 57:41.420]  this daily radio show six days a week and the nightly news at prisonplanet.tv, takes
[57:41.420 --> 57:42.940]  about a minute to sign up.
[57:42.940 --> 57:45.080]  We'll be right back with a second hour.
[57:45.080 --> 57:47.020]  Can we reverse the tide to save America?
[57:47.020 --> 57:52.260]  It's up to you.
[57:52.260 --> 57:58.540]  If you want an American company with American products made by Americans, here is the Cal
[57:58.540 --> 58:00.180]  Ben Soap Company.
[58:00.180 --> 58:04.500]  Alex and his staff have used these pure soap products for years.
[58:04.500 --> 58:09.260]  These all-natural soaps are made from the highest quality vegetable and coconut oils
[58:09.260 --> 58:11.780]  that are earth-friendly and safe.
[58:11.780 --> 58:19.600]  See them on the web at 5starsoap.com or call 800-340-7091 for a free catalog.
[58:19.600 --> 58:24.380]  Buy the one to two month sample package and enjoy soaps that are twice as good as what
[58:24.380 --> 58:25.540]  you're using now.
[58:25.540 --> 58:31.120]  Or save big with a one to two year supply of soaps for all your cleaning needs.
[58:31.120 --> 58:32.980]  This is an amazing deal.
[58:32.980 --> 58:38.180]  You can save thousands of dollars and you will love the way real soap makes you feel.
[58:38.180 --> 58:50.300]  See them on the web at 5starsoap.com or call 800-340-7091 for a free catalog.
[58:50.300 --> 58:53.700]  You prepare by purchasing gold, food, and firearms.
[58:53.700 --> 58:57.660]  But if you don't have a home security system, then you're missing a critical weapon in your
[58:57.660 --> 58:59.760]  arsenal for home protection.
[58:59.760 --> 59:03.500]  When you're sleeping or away from home, who's watching out for intruders?
[59:03.500 --> 59:05.180]  Check out Simply Safe.
[59:05.180 --> 59:09.620]  It's a new do-it-yourself home security system that is completely wireless.
[59:09.620 --> 59:12.540]  Go to GetSimplySafe.com.
[59:12.540 --> 59:15.060]  Simply Safe is independent and off the grid.
[59:15.060 --> 59:19.460]  It runs on battery power, so even if the grid goes down, you are protected.
[59:19.460 --> 59:24.260]  It's completely customizable, so you can use it in your home, business, boat, trailer,
[59:24.260 --> 59:26.180]  storage unit, or shed.
[59:26.180 --> 59:28.620]  GetSimplySafe.com.
[59:28.620 --> 59:33.420]  Simply Safe is also ridiculously easy to install yourself in under 20 minutes, so there's no
[59:33.420 --> 59:35.820]  need to let a stranger into your home.
[59:35.820 --> 59:39.900]  If you move or need to relocate, you can take the system with you wherever you go.
[59:39.900 --> 59:43.860]  You aren't always at home, but Simply Safe will stand guard, protecting your property
[59:43.860 --> 59:46.740]  24 hours a day, seven days a week.
[59:46.740 --> 59:51.380]  Again, that's GetSimplySafe.com.
[59:51.380 --> 59:54.860]  Coast to coast, direct from Austin.
[59:54.860 --> 01:00:01.900]  You're listening to the Alex Jones Broadcasting Network.
[01:00:01.900 --> 01:00:08.500]  From his Central Texas command center, deep behind enemy lines, the information war continues.
[01:00:08.500 --> 01:00:12.740]  It's Alex Jones and the GCN Radio Network.
[01:00:12.740 --> 01:00:21.820]  You know, I really want to hear from police officers out there, because some people can
[01:00:21.820 --> 01:00:25.420]  watch the video where I'm being polite to the New York cop who's screaming at me with
[01:00:25.420 --> 01:00:28.620]  adolescent hatred for filming in public.
[01:00:28.620 --> 01:00:33.220]  If I wouldn't have done that, they would have arrested us all, ended our reporting, and
[01:00:33.220 --> 01:00:37.780]  beaten us up with an inch of our lives, probably, is what happened inside Pier 57.
[01:00:37.780 --> 01:00:43.760]  And so I could get the video out to show you the evil, I mean, people ask why the Federal
[01:00:43.760 --> 01:00:49.120]  Reserve sent over private security guards to the city park, not their private property,
[01:00:49.120 --> 01:00:53.780]  the private Federal Reserve, and had their hands on their guns, and said, all right,
[01:00:53.780 --> 01:00:54.780]  now go.
[01:00:54.780 --> 01:00:55.780]  Go.
[01:00:55.780 --> 01:01:00.260]  Or you're being arrested, sort of put in their hands, and the guys were instructed not to
[01:01:00.260 --> 01:01:03.520]  get in confrontations, so we could show it.
[01:01:03.520 --> 01:01:06.060]  And then the Federal Reserve denied they'd even done that.
[01:01:06.060 --> 01:01:10.220]  They want to just quietly do this to us and then not have us talk about it, not have us
[01:01:10.220 --> 01:01:12.140]  discuss it.
[01:01:12.140 --> 01:01:16.900]  And it just shows how whacked out the system's gotten that in at least 15, 16 different states,
[01:01:16.900 --> 01:01:20.760]  like Illinois leading it, they will charge you with felonies and try to put you in jail
[01:01:20.760 --> 01:01:26.260]  for life in the case of areas in Illinois that we've covered.
[01:01:26.260 --> 01:01:33.360]  And it just shows that, it's like the guy facing, what is it, five to seven years in
[01:01:33.360 --> 01:01:39.060]  prison with a state felony in Florida, because he released a couple of heart balloons for
[01:01:39.060 --> 01:01:40.900]  his girlfriend when she came out of the house.
[01:01:40.900 --> 01:01:45.260]  And the state police saw it, came over, said, did you release those balloons, said, yeah.
[01:01:45.260 --> 01:01:50.140]  That's environmental damage, a felony, and he's gonna get convicted and go to prison.
[01:01:50.140 --> 01:01:55.500]  Cuz they'll tell the jury, you don't judge the facts as well as the law, you just do
[01:01:55.500 --> 01:01:56.900]  what the judge says.
[01:01:56.900 --> 01:02:01.020]  No, juries are voters, if you think a law is wrong, you let them go.
[01:02:01.020 --> 01:02:03.460]  I've always been a supporter of the death penalty, cuz I believe they're an eye for
[01:02:03.460 --> 01:02:07.120]  an eye, but you can't trust a criminal government to administer.
[01:02:07.120 --> 01:02:12.340]  Like the Michael Morton case where they knew he was innocent, put him in jail, fought to
[01:02:12.340 --> 01:02:15.380]  keep evidence from coming out.
[01:02:15.380 --> 01:02:19.300]  There's a case here, can attorney committed into psychiatric hospital still practice law,
[01:02:19.300 --> 01:02:22.700]  very fluent, well-spoken woman exposing Williamson County corruption?
[01:02:22.700 --> 01:02:28.260]  She finally got at it for what, two years, since 2011, in a maximum security mental ward,
[01:02:28.260 --> 01:02:33.820]  because she was going after and suing Williamson County.
[01:02:33.820 --> 01:02:39.060]  I mean, Williamson County is a mafia, but they have short hair and wear suits so no
[01:02:39.060 --> 01:02:40.060]  one can believe it.
[01:02:40.060 --> 01:02:43.900]  I mean, I live here, I know the nightmares of what go on.
[01:02:43.900 --> 01:02:48.820]  Quite frankly, I won't even enter Williamson County, I won't even enter Williamson County.
[01:02:48.820 --> 01:02:52.220]  Sometimes I drive on I-35 through there and I drive the exact speed limit and watch out
[01:02:52.220 --> 01:02:55.340]  because that is Goodfellas area.
[01:02:55.340 --> 01:02:59.300]  And it all comes out, the mayors of the towns running drugs and their kids running drugs
[01:02:59.300 --> 01:03:02.620]  and people dying in custody and all the corruption.
[01:03:02.620 --> 01:03:06.140]  And it's their thing, it's their La Cosa Nostra.
[01:03:06.140 --> 01:03:11.140]  Let's jam in a call here and then we'll come back in the next segment, see if we've got
[01:03:11.140 --> 01:03:12.660]  any police officer callers.
[01:03:12.660 --> 01:03:14.700]  Andrew in PA, you're on the air.
[01:03:14.700 --> 01:03:21.420]  Hello, Alex, I recently watched your interviews with your fellow Austinite, Eddie Craig.
[01:03:21.420 --> 01:03:24.820]  And I also read a couple of articles about Eddie Craig in the news.
[01:03:24.820 --> 01:03:28.660]  And after seeing that your fellow Austinite, Eddie Craig, can use perfect legal means to
[01:03:28.660 --> 01:03:31.540]  get out of paying traffic tickets and also get out of paying taxes.
[01:03:31.540 --> 01:03:34.700]  Yeah, that's because they break the law the way they give them, violate the state and
[01:03:34.700 --> 01:03:36.700]  federal constitutions.
[01:03:36.700 --> 01:03:38.940]  Almost everything the police do is illegal.
[01:03:38.940 --> 01:03:41.400]  But they've been doing it so long that they think it's normal.
[01:03:41.400 --> 01:03:44.460]  So now they go, hey, you can't hand out literature on the street.
[01:03:44.460 --> 01:03:45.940]  Great preachers can't preach.
[01:03:45.940 --> 01:03:47.780]  You have no First Amendment.
[01:03:47.780 --> 01:03:49.540]  And you're like, well, I'm gonna still do it.
[01:03:49.540 --> 01:03:52.100]  Okay, I'm gonna beat your brains out on the way to the police station.
[01:03:52.100 --> 01:03:54.660]  I'm God, I'm the state, I'm the government, I own you.
[01:03:54.660 --> 01:03:55.660]  I am God.
