[00:00.000 --> 00:19.000]  Info Wars. Tomorrow's news. Today.
[02:09:39.000 --> 02:09:59.000]  speaking the people, whether you're an old lady or a black man or a white man or a Hispanic person or an Asian person, gay straight, doesn't matter. When you speak that truth, fellow humans listen to you and put the highest level of credibility on you above government, above media, above the corporations who they see as garbage.
[02:09:59.000 --> 02:10:11.000]  And they're looking for your leadership. And they're looking for you to give them that cue so they can join you.
[02:10:11.000 --> 02:10:24.000]  So start a local news site that has an article a week, an article a day, whatever you want to do. Go speak out, tell people who you are, tell them about your movement to promote freedom.
[02:10:24.000 --> 02:10:36.000]  They will join you. They will get involved with you. You can help their movement. The answer is in the people. The answer is in what the globalist fear, what they call the proletariat or the population.
[02:10:36.000 --> 02:10:46.000]  And so they want to know how we excite people. They want to know why we're so successful mobilizing people. Well, we're promoting things that are ingrained on our souls, ingrained in our guts,
[02:10:46.000 --> 02:10:58.000]  ingrained in our very DNA of liberty and injustice and freedom and beauty and art and culture and loving God and having good people together that stand up for what's right.
[02:10:58.000 --> 02:11:07.000]  That's why they try to sell you on overt evil to where it just gets so extreme you roll over and give up. Giving up only makes it worse.
[02:11:07.000 --> 02:11:19.000]  So have hope. Know this life as a test. Know that I'm just some regular guy from Texas who saw what was going on and stood up and took action because I believed in you.
[02:11:19.000 --> 02:11:33.000]  I believed I could inspire you to fight the new world order. And I knew that when I read stuff the globalists had written in the 70s, in the 90s, when I first really got involved, had all basically been done.
[02:11:33.000 --> 02:11:44.000]  And I went, well, if what they wanted in the 50s was done by the 70s, and if what they wanted in the 70s was done by the 90s, what they want by the 2000s, total control,
[02:11:44.000 --> 02:11:54.000]  which you now see all the carbon taxes and shutdowns of energy and crime and deadly drugs and pedophilia and brainwashing and open borders,
[02:11:54.000 --> 02:12:05.000]  they said they were going to do all of that in the 90s. And I was like, wow, they just got all this other stuff done. They mean business. I'm going to be ridiculed at first.
[02:12:05.000 --> 02:12:14.000]  I'm going to be demonized. I'm going to be attacked. But this is an adventure. This is the right thing to do. My guts, my soul, my spirit wants to do this.
[02:12:14.000 --> 02:12:27.000]  And so no matter how far I get, I knew this 25 years ago. Plus, I'm going to do this because it's the right thing to do and God's watching.
[02:12:27.000 --> 02:12:37.000]  And I'm always in that moment of conscience. That's God watching. Your soul knows that. My audience is God. My audience is what is God doing?
[02:12:37.000 --> 02:12:44.000]  And God loves that and God starts opening doors and God starts giving you intel and God won't give you power.
[02:12:44.000 --> 02:12:55.000]  You can't handle until you've gone through more tribulations. And once you've been tested and once you've been proven, God then opens up the next weapon armoring.
[02:12:55.000 --> 02:13:06.000]  Is the best way to describe it of truth and justice and will and encourage and just energy and stamina and just just just and people see it and they know it.
[02:13:06.000 --> 02:13:13.000]  But by then you're so humble and the presence of God, you don't care that when you walk in a room, everybody knows God's with you.
[02:13:13.000 --> 02:13:19.000]  And does it mean you're God? Does it mean you're perfect? Does it mean you aren't fallen? Does it mean you aren't a sinner?
[02:13:19.000 --> 02:13:29.000]  But the world recognizes that you're different and then they want to come to what you're doing. They want to be shown what you're doing.
[02:13:29.000 --> 02:13:39.000]  And so that's where we are. So before I hit all this Piers Morgan highlights or lowlights and analyze each piece of the propaganda next segment,
[02:13:39.000 --> 02:13:52.000]  I want to just remind all of you that what we have here at Info Wars, what we're doing here at Info Wars, what we are carrying out here at Info Wars is special.
[02:13:52.000 --> 02:14:00.000]  And the enemy particularly knows it's dangerous to them. And so we've learned through trial and error and action so much about liberty,
[02:14:00.000 --> 02:14:06.000]  so much about freedom, so much about how to build a better world, defend our children and defend our own rights.
[02:14:06.000 --> 02:14:16.000]  And that sacrificing its tyranny and really having empathy and really caring is the opposite of being a psychopathic or sociopathic New World Order minion.
[02:14:16.000 --> 02:14:24.000]  And as you pull away from that sociopathic evil, though you were never there, you were close to it, I was close to it, life gets so much better,
[02:14:24.000 --> 02:14:39.000]  so much more fulfilling, so much more enriched that you feel sorry for people serving evil because they don't know how rich and beautiful and amazing a real relationship with God and reality is.
[02:14:39.000 --> 02:14:49.000]  So we're going to go to break, come back and cover all this news, but all I can do is thank you for all you've done. We've come so far together and just ask you again to spread the word about the broadcast
[02:14:49.000 --> 02:14:59.000]  and to buy an unsigned book or a fundraiser signed book. We have the last of the signed books available at InfoWarsHore.com to go try Red Pill Plus,
[02:14:59.000 --> 02:15:09.000]  go try things like 1776 testosterone boost, which is a private label, the best selling product, safest, best product in the country that's natural.
[02:15:09.000 --> 02:15:17.000]  All of that is at InfoWarsHore.com and I salute you and I thank you for your support with all the cardiovascular attacks happening.
[02:15:17.000 --> 02:15:27.000]  Whether you're young or old, you should be taking nitric boost that creates nitric oxide in the blood that cleans out everything and is in mainline studies documenting to really do amazing things.
[02:15:27.000 --> 02:15:35.000]  That is with InfoWarsMD, our great also CBD oil, an METHC, it's just really good with pain and inflammation.
[02:15:35.000 --> 02:15:39.000]  These are really high quality CBD oils from InfoWarsMD that are about to sell out.
[02:15:39.000 --> 02:15:47.000]  Two of the three products have sold out, but we'll have more in soon. InfoWarsHore.com, I want to thank you all for your support.
[02:15:47.000 --> 02:15:57.000]  Alright, Piers Morgan really went next level disinformation yesterday. We're going to document some of this on the other side.
[02:16:17.000 --> 02:16:24.000]  These are the best sellers put out by a pharmaceutical company that also makes high end supplements and the owner's a listener and a supporter.
[02:16:24.000 --> 02:16:34.000]  So they're giving them to us at 40% off what they're sold on stores, over 20% off what they're sold online under the InfoWars Platinum brand name.
[02:16:34.000 --> 02:16:42.000]  These are incredible. PainMD, HGH Max Boost and of course 1776 testosterone boost.
[02:16:42.000 --> 02:16:50.000]  Learn about them at InfoWarsHore.com, learn about them and then try them out for yourself and I know you will be a repeat customer, which is awesome.
[02:16:50.000 --> 02:16:59.000]  It will empower your life, make your life more amazing and it will keep us on the air a 360 win. InfoWars Platinum, now available at InfoWarsHore.com.
[02:16:59.000 --> 02:17:05.000]  It's a post COVID world now. Americans have lost trust in their doctors and the healthcare system.
[02:17:05.000 --> 02:17:18.000]  There's a solution, the wellness company. I'm Dr. Peter McCullough and I'm the Chief Scientific Officer and I can tell you firsthand that these verticals of uncensored content, virtual appointments, doctors on demand,
[02:17:18.000 --> 02:17:33.000]  prescriptions through a network of community pharmacies in home, in vitro diagnostics, laboratory testing, imaging, an online set of holistic products can help guide you for your usual general medical care,
[02:17:33.000 --> 02:17:47.000]  but also COVID-19, acute and post COVID syndromes, vaccine injury syndromes and the array of things that now America has to work through in this new world that we're living in.
[02:17:47.000 --> 02:18:05.000]  So go to onlinehealthnow.com and check out the wellness company for a low monthly fee. You can get started today and on a pathway to better health.
[02:18:17.000 --> 02:18:33.000]  I need all of you to stay indoors for the next 15 days to flatten the can. I also need you to wear masks and I also need you to only shop at mega corporations.
[02:18:33.000 --> 02:18:47.000]  That way we can consolidate control and bankrupt the world economy, leaving companies that only I own profitable. You will then be my slaves.
[02:18:47.000 --> 02:18:58.000]  And then you'll get that special shot of freedom from Cobra who will move your immune system so you'll be dependent on me for the rest of your miserable lives.
[02:18:58.000 --> 02:19:07.000]  Info wars secret weapon is finally here. It's a secret weapon for your immune system, for your stamina, for your energy, for your way of life, for your libido.
[02:19:07.000 --> 02:19:20.000]  And it also keeps info wars on the air and I almost forgot you save at least 50% on these products for what you pay for similar products or the exact same products in stores around the country.
[02:19:20.000 --> 02:19:30.000]  Suppose we go right to the highest quality manufacturer in the nation that supplies some of the top names. They then give us the best deal out there because the owner is a listener and we're able to bring it to you with massive discounts.
[02:19:30.000 --> 02:19:38.000]  You're not going to find 1000 milligram high quality CBD for anywhere near the price we sell it. You're not going to find it at the 10 milligram or the 20 milligram.
[02:19:38.000 --> 02:19:44.000]  You're not going to find tumor at 95% or humanoid at the price we're selling it. You're not going to find any of this anywhere near that.
[02:19:44.000 --> 02:19:50.000]  These similar formulas or the same formulas shall for up to 200% more than we're selling these.
[02:19:50.000 --> 02:20:17.000]  That's info wars MD now available exclusively at info wars store.com a true 360 win leading a frontal assault on the lies of the new world order. It's Alex Jones.
[02:20:20.000 --> 02:20:45.000]  We are back live ladies and gentlemen broadcasting worldwide on this Friday the 13th transmission on your host Alex Jones and I'm going to now play some clips.
[02:20:45.000 --> 02:20:57.000]  Here Carlson's program. It's on England. It's on the United States. And of course I destroyed him 10 years ago in a debate. And I went on there yesterday and his producers were deceptive.
[02:20:57.000 --> 02:21:09.000]  Of course that was part of the course. I knew it was going to happen. Let's do an overhead shot please. There's a few notes I wrote here but here is what they sent me and I said I don't want to spend much of the time on sending.
[02:21:09.000 --> 02:21:18.000]  I said oh no that's just one of the topics but he spent 95% of the time on that. He wanted to talk about the rise of the right leaning parties in the US and other parties in Europe.
[02:21:18.000 --> 02:21:43.000]  That's not what happened. It was all oh you're harassing families. Oh you're being mean to them. He plays a clip of one of these women. I never said her name. You know who she was till she sued me like that FBI agent.
[02:21:43.000 --> 02:21:54.000]  And they're up there saying things that I never did to them. But the judge found me guilty and then had show trials to decide how guilty I was. And I know you're sick of hearing about that and so am I.
[02:21:54.000 --> 02:22:07.000]  So I'm not going to start with those clips first. I'm going to get to clip 7. Alex Jones and peers talk about gay frogs. And this is one of the things that he says discredits me.
[02:22:07.000 --> 02:22:15.000]  We added a few clips backing it up when it is the act regime making the male frogs want to have sex with other male frogs meaning they become extinct.
[02:22:15.000 --> 02:22:19.000]  So even stuff that's documented he tries to say is made up. Here it is.
[02:22:19.000 --> 02:22:29.000]  You said that chemicals in the water which are put there by the government are turning frogs gay in a gay bomb. You said Michelle Obama is a man.
[02:22:29.000 --> 02:22:41.000]  In a 12 minute video you analyzed footage of photographs proving that Mrs. Obama has a penis. You said that Robert Muller the former FBI director who investigated Trump's Russia ties which turned out to be.
[02:22:41.000 --> 02:22:44.000]  Can we stop. Can we hold on. Was it one of these.
[02:22:44.000 --> 02:22:46.000]  Hang on. Was it the money.
[02:22:46.000 --> 02:22:49.000]  And said I would take down.
[02:22:49.000 --> 02:22:53.000]  He's obviously not a pedophile and so on. So here's my point Alex.
[02:22:53.000 --> 02:22:57.000]  You're there. You keep flashing up your info. You don't need to promote info wars. We all know about it.
[02:22:57.000 --> 02:23:02.000]  Listen what I'm trying to tell you is on the front page of info wars charges and I can't respond.
[02:23:02.000 --> 02:23:09.000]  Let me ask you the question I'm about to ask you. I read a piece on info wars all about the danger of falsehoods.
[02:23:09.000 --> 02:23:16.000]  Right. The cost to livelihoods and lives. The problem with lack of integrity and a false information pandemic.
[02:23:16.000 --> 02:23:22.000]  Your website is promoting that thinking that it's wrong to have false information put out there.
[02:23:22.000 --> 02:23:27.000]  And yet the guy behind the website making all the money is the guy saying all this stuff which is obviously.
[02:23:27.000 --> 02:23:35.000]  You know it's nonsense. Don't you. You're scared. Let me talk. Your chance to respond.
[02:23:35.000 --> 02:23:41.000]  No I don't know it's nonsense. And if you took your time through all those points you just raised I can back every one of them.
[02:23:41.000 --> 02:23:48.000]  There are more than a thousand university studies from England to Australia to South Africa to Mexico to Austin, Texas.
[02:23:48.000 --> 02:23:58.000]  That atrazine is literally making male frogs gay. They don't want to have sex with female frogs and their populations are plummeting and even becoming extinct. Boom.
[02:23:58.000 --> 02:24:06.000]  It might look like we're out in the bush somewhere but 15 feet on either side we're surrounded by agriculture and the runoff ends up in this river.
[02:24:06.000 --> 02:24:16.000]  All of the algae is the result of all the nutrients. A lot of fertilizers are used in agriculture and once those fertilizers get into the water you get these blooms of algae.
[02:24:16.000 --> 02:24:29.000]  Our data so far suggests that the mixture of pesticides causes an increase in stress hormones and those stress hormones cause immunosuppression which leads to the inability to respond to any kind of disease pathogen.
[02:24:29.000 --> 02:24:34.000]  Pays is testing the effects of chemicals like atrazine, a common herbicide.
[02:24:34.000 --> 02:24:39.000]  We have a whole family of animals where we've eliminated the female chromosome.
[02:24:39.000 --> 02:24:50.000]  These animals that we know are genetic males have been exposed to atrazine for their entire life and many of these genetic males now are turning into females.
[02:24:50.000 --> 02:25:01.000]  The one that's sort of remarkable is this parent. These are both males. The one on the bottom acting as the female we've affectionately referred to as Darnell.
[02:25:01.000 --> 02:25:14.000]  He's a genetic male that not only acts like a female, he lays eggs like a female. He, she has been exposed to atrazine all of his, her life and I don't even really know how to reference it.
[02:25:14.000 --> 02:25:19.000]  This is Darnell's third clutch. So Darnell has sons and daughters that we've grown up.
[02:25:19.000 --> 02:25:28.000]  You can see eggs in the bottom. This is actually her second clutch for today. He, she has been compulating for getting close to 24 hours now.
[02:25:28.000 --> 02:25:33.000]  This is probably one of those remarkable things I've seen in my work.
[02:25:33.000 --> 02:25:43.000]  Jones has argued that the government has the ability to control tornadoes and that tap water is a gay bomb and that they are putting chemicals in the water that turn the friggin' frogs gay.
[02:25:43.000 --> 02:25:55.000]  This is the most common contaminant in ground and surface water and drinking water and the level of atrazine that it took to make this male turn into a female is three times less than what's allowed in our drinking water.
[02:25:55.000 --> 02:26:05.000]  I don't like them putting chemicals in the water that turn the friggin' frogs gay. Do you understand that? Turn the friggin' frogs gay.
[02:26:05.000 --> 02:26:19.000]  So, Pierce Morgan says I'm the devil and just lying and he brought up when Joan Rivers said that Big Mike was a man and we talked about it and that's a big internet thing.
[02:26:19.000 --> 02:26:25.000]  We discovered it. We're now bad and we made that up to, quote, make money. What? All these media outlets have to make money.
[02:26:25.000 --> 02:26:29.000]  So here's clip eight, Big Mike, Joan Rivers clip. Here it is.
[02:26:29.000 --> 02:26:39.000]  Then, 9-11, I don't think radical Islam doesn't exist. There were criminal elements in our government that it came out even in the hearings that stood down and did nothing.
[02:26:39.000 --> 02:26:41.000]  So you rattle off.
[02:26:41.000 --> 02:26:47.000]  9-11 was not an inside job. Michelle Obama is not a man. Robert Mueller is not a demonic pedophile.
[02:26:47.000 --> 02:26:49.000]  Let me talk about Michelle Obama.
[02:26:49.000 --> 02:26:51.000]  Let me talk about Michelle Obama.
[02:26:51.000 --> 02:26:53.000]  Let me talk about Big Mike.
[02:26:53.000 --> 02:26:55.000]  These are all ridiculous lies.
[02:26:55.000 --> 02:26:57.000]  Let me respond.
[02:26:57.000 --> 02:26:59.000]  You're not a stupid man.
[02:26:59.000 --> 02:27:01.000]  You know these things are untrue.
[02:27:01.000 --> 02:27:03.000]  Let me talk. Let me talk.
[02:27:03.000 --> 02:27:07.000]  It was, that is a transcript you have.
[02:27:07.000 --> 02:27:16.000]  I was playing a clip of Joan Rivers two months before she died with fire exploding out of her mouth in a surgery.
[02:27:16.000 --> 02:27:22.000]  She said, Michelle Obama is a trainee. Everybody knows that we already have a gay president.
[02:27:22.000 --> 02:27:28.000]  And I was quoting what she said and I was questioning what people were saying.
[02:27:28.000 --> 02:27:34.000]  Mr. Rivers, how are you? You made a ton of news officiating the wedding in New York yesterday.
[02:27:34.000 --> 02:27:37.000]  Is this like a new cottage career move for you?
[02:27:37.000 --> 02:27:41.000]  I'm so excited. I should do very well because I don't chose.
[02:27:41.000 --> 02:27:45.000]  And do you think that the country will see the first, the United States will see the first gay president or the first woman president?
[02:27:45.000 --> 02:27:49.000]  Well, we already have it with Obama, so let's just calm down.
[02:27:49.000 --> 02:27:51.000]  Got it.
[02:27:51.000 --> 02:27:54.000]  You know Michelle is a transgender.
[02:27:54.000 --> 02:27:56.000]  I'm sorry, she's a what?
[02:27:56.000 --> 02:27:58.000]  A transgender. We all know.
[02:27:58.000 --> 02:28:00.000]  Oh my gosh.
[02:28:00.000 --> 02:28:02.000]  Oh gosh. It's okay.
[02:28:02.000 --> 02:28:12.000]  Okay, so he mixed that with me saying gay bum and with the frogs all together scrambling quotes together.
[02:28:12.000 --> 02:28:22.000]  The Pentagon BBC ABC News 1994 US military actually considered building a gay bomb and did and tested on US soldiers.
[02:28:22.000 --> 02:28:26.000]  Okay, so that's mainstream news. It's on screen for TV viewers. That's what I did.
[02:28:26.000 --> 02:28:29.000]  So we're going to continue here through everything he claims.
[02:28:29.000 --> 02:28:35.000]  And since he brings up Sandy Hook, I'm going to tell you what I really said about Sandy Hook.
[02:28:35.000 --> 02:28:43.000]  And Adam Lanza being in this working with the CIA and I have mainstream news showing that, including the Unabomber when we come back.
[02:28:43.000 --> 02:28:45.000]  We'll be right back. Stay with us.
[02:28:45.000 --> 02:28:47.000]  Adam Lanza is the guy that killed the kids, not me.
[02:28:47.000 --> 02:28:51.000]  And everybody thinks about me and Sandy Hook. I did not kill those children.
[02:28:51.000 --> 02:29:06.000]  We'll be right back. Stay with us.
[02:29:21.000 --> 02:29:24.000]  Because of the facts, what we've covered is coming true.
[02:29:24.000 --> 02:29:33.000]  But if they can convince you we've been shut down, if they can convince you that we're going away and you stop supporting, you stop spreading the word, then they do win.
[02:29:33.000 --> 02:29:39.000]  Ladies and gentlemen, there's only one group of people that can shut down InfoWars and that's you, the viewers and listeners.
[02:29:39.000 --> 02:29:41.000]  If you decide we're done, we're done.
[02:29:41.000 --> 02:29:48.000]  If you decide to go to infowarshore.com and get supplements and books and films and t-shirts and so much more, we will stay on the air indefinitely.
[02:29:48.000 --> 02:29:52.000]  It is all in your hands. So thanks for your support. Stand up against the globalists.
[02:29:52.000 --> 02:30:18.000]  Go to infowarshore.com right now and keep us on air. It's up to you.
[02:30:22.000 --> 02:30:30.000]  On the horse was named Death.
[02:30:30.000 --> 02:30:41.000]  Now the translation is, I looked and behold a pale horse and his name that sat on him was Death and Hell followed with him.
[02:30:41.000 --> 02:30:44.000]  A book of Revelation.
[02:30:44.000 --> 02:30:48.000]  Very serious times to be alive, folks. They're not just doing this as one off.
[02:30:48.000 --> 02:30:52.000]  This is the beginning of the rest of our lives. This is our fight and I'm proud of humanity.
[02:30:52.000 --> 02:30:58.000]  The globalists even admit it's leaked. They're very upset that they're losing and that this hasn't gone the way they thought it would.
[02:30:58.000 --> 02:31:01.000]  There's a war against our masculinity.
[02:31:01.000 --> 02:31:11.000]  There's a war in the environment, the food, the water, the air, the electromagnetics, the injections to really cut us off from what God designed us to be.
[02:31:11.000 --> 02:31:19.000]  But through Mother Nature, the creator gave us compounds that can counteract what the globalists have done.
[02:31:19.000 --> 02:31:24.000]  And I gotta tell you, all our supplements are great, but we've got a real game changer now.
[02:31:24.000 --> 02:31:32.000]  We've never put anything out that's powerful. It's InfoWars Platinum, now exclusively available at 40% off at infowarshore.com.
[02:31:32.000 --> 02:31:44.000]  This is private labeled, three of the top best sellers in the country right now, but it's exclusively available under the brand name and private label of InfoWars Platinum at infowarshore.com.
[02:31:44.000 --> 02:31:51.000]  It's HGH Boost Max, it's Pain MD, and it's 1776 Testosterone Boost.
[02:31:51.000 --> 02:31:57.000]  Yield it to yourself and your way of life and your well-being to try these out and fund the InfoWars.
[02:31:57.000 --> 02:32:02.000]  So when I first started taking Survival Shield, basically I was 275 pounds overweight.
[02:32:02.000 --> 02:32:09.000]  I had brain fog like you wouldn't believe. I was barely holding on to a job, and I heard Dr. Group on your show and I listened to it.
[02:32:09.000 --> 02:32:13.000]  So the first one I got was the original Survival Shield, the X1, and it worked pretty good.
[02:32:13.000 --> 02:32:20.000]  And then shortly thereafter you came out with that stew, you had, you know, with a deep burn source, you know, and I got really excited about that, so I took it.
[02:32:20.000 --> 02:32:27.000]  And man, in two weeks I went from brain fog to like literally like my brain was enlightened, you know.
[02:32:27.000 --> 02:32:30.000]  I could think again, I could connect with people again.
[02:32:30.000 --> 02:32:36.000]  And over the course of the next couple of years I got my health back and I religiously took basically all of your supplements.
[02:32:36.000 --> 02:32:40.000]  They're all absolutely amazing supplements. The one I like recently is Knockout.
[02:32:40.000 --> 02:32:44.000]  It literally, like if you want to sleep, just take it. It's amazing, it works.
[02:32:44.000 --> 02:32:52.000]  Anyway, so the point is we have to get ourselves clean. We have to break free of the globalist system, and the only way to do that is to take our own health into our own hands.
[02:32:52.000 --> 02:33:19.000]  Beautifully said, brother. I thank you so much for calling Godspeed.
[02:33:19.000 --> 02:33:31.000]  Waging war on corruption. It's Alex Jones coming to you live from the floodlines of the Info War.
[02:33:31.000 --> 02:33:34.000]  Welcome back, Broadcasting Worldwide on the Tri the 13 Transmission.
[02:33:34.000 --> 02:33:37.000]  We're going to the Pierce Morgan Disinformation Lies.
[02:33:37.000 --> 02:33:42.000]  Got other news coming up beforehand at the top of the next guest host in the fourth hour, J. Dyer.
[02:33:42.000 --> 02:33:45.000]  So let's get back into this.
[02:33:45.000 --> 02:33:50.000]  And again, it's not about Sandy Hook, it's not about Alex Jones, it's about the anatomy of a Psyop.
[02:33:50.000 --> 02:33:55.000]  I come out, say Adam Lanza was with the CIA in a mind control program like Theodore Kaczynski and the Unabomber.
[02:33:55.000 --> 02:34:00.000]  That's all declassified. Tim McVeigh was controlled by mind control individuals.
[02:34:00.000 --> 02:34:05.000]  There's Adam Lanza right there. You're watching on TV.
[02:34:05.000 --> 02:34:09.000]  And he was in a secret government program about to show you mainstream news articles that cover all this.
[02:34:09.000 --> 02:34:16.000]  So was the Aurora mass shooter. His dad ran the government brain interface program with DARPA.
[02:34:16.000 --> 02:34:18.000]  That was the Batman shooter.
[02:34:18.000 --> 02:34:23.000]  So we covered that aspect. And a bunch of professors came out and other individuals said it was staged.
[02:34:23.000 --> 02:34:25.000]  We looked at them saying it was staged.
[02:34:25.000 --> 02:34:29.000]  I didn't get any heat for that. We barely covered it, as you know.
[02:34:29.000 --> 02:34:38.000]  Then when Hillary runs against Trump, she runs $30 million of ads with edited clips of me saying Sandy Hook may not have happened.
[02:34:38.000 --> 02:34:46.000]  And then they have a PR firm we now know that runs the UNPR that said Jones is harassing families and attacking people with Trump.
[02:34:46.000 --> 02:34:49.000]  They built it up. The family sued me. The judges defaulted me.
[02:34:49.000 --> 02:34:52.000]  Had showed trials. Billion and a half dollars. All this ridiculousness.
[02:34:52.000 --> 02:35:03.000]  And so I only said the name on air ever of Robbie Parker because people were playing the video of him where he gets up there and starts laughing and then he starts crying.
[02:35:03.000 --> 02:35:05.000]  And I said, yeah, it looks weird.
[02:35:05.000 --> 02:35:10.000]  Okay, so now that's $90 million or $107 million to him for that.
[02:35:10.000 --> 02:35:12.000]  But the idea that I targeted these people is a total fraud.
[02:35:12.000 --> 02:35:21.000]  But now they've been used by the lawyers, by the Democratic Party, by Obama to come after not just guns, but also your first amendment.
[02:35:21.000 --> 02:35:24.000]  So I saw this lady at the Connecticut trial.
[02:35:24.000 --> 02:35:27.000]  How can your first response be total garbage, Pierre Morgan said?
[02:35:27.000 --> 02:35:31.000]  He played a clip of her and said a bunch of stuff that I was saying was total garbage.
[02:35:31.000 --> 02:35:35.000]  Then I went on to say, I don't even know her name until she sued me.
[02:35:35.000 --> 02:35:40.000]  And her saying that I sent people to harass her or them saying that is not the case.
[02:35:40.000 --> 02:35:50.000]  So Pears Morgan responds to Alex Jones bizarre reaction after showing a clip of him of a mother who lost her son in Sandy Hook shooting.
[02:35:50.000 --> 02:35:56.000]  So people know my name and association Sandy Hook, not Adam Lanzas, but we'll look at Adam Lanzas past here in a moment.
[02:35:56.000 --> 02:36:00.000]  Here's clip two where he plays the clip, but here's what's important.
[02:36:00.000 --> 02:36:11.000]  She says because of harassment and things that they never show evidence of, that they then say I'm sending people to them with no evidence of that,
[02:36:11.000 --> 02:36:14.000]  that she has to sleep with a gun.
[02:36:14.000 --> 02:36:16.000]  So here she is admitting we need the second amendment.
[02:36:16.000 --> 02:36:23.000]  So I have nothing against this woman, you know, but the idea that, oh, I never, she never did anything and I came after her.
[02:36:23.000 --> 02:36:25.000]  That's just not what happened.
[02:36:25.000 --> 02:36:30.000]  But again, they live off this, they cover this, they got 73 million from Remington.
[02:36:30.000 --> 02:36:37.000]  They've gotten over all these groups, hundreds of millions in money, major PR firms constantly raising money and they claiming I'm bringing it up.
[02:36:37.000 --> 02:36:39.000]  I'm harassing, I'm coming after them.
[02:36:39.000 --> 02:36:41.000]  This is how they demonize populism.
[02:36:41.000 --> 02:36:42.000]  Here's the clip.
[02:36:42.000 --> 02:36:44.000]  I want to play you a clip.
[02:36:44.000 --> 02:36:51.000]  This is a clip of one of the parents from Sandy Hook because you've talked about this at length now.
[02:36:51.000 --> 02:36:55.000]  Nicole Hockley and I want to talk after this clip.
[02:36:55.000 --> 02:36:59.000]  I want you to just listen to what she had to say to me recently on the show.
[02:36:59.000 --> 02:37:04.000]  He did his first broadcast saying that he thought this was a false flag.
[02:37:04.000 --> 02:37:12.000]  When I was still in the firehouse and I didn't even know if my child was alive or dead yet, he started off within two and a half hours.
[02:37:12.000 --> 02:37:14.000]  Nice conflation.
[02:37:14.000 --> 02:37:23.000]  Adam Lanza was in the news connected to the CIA and a mind control program at Yale that I'll show you CBS New York Times in a few minutes.
[02:37:23.000 --> 02:37:29.000]  Over a year until I covered the theories by Fetzer and a bunch of others that it didn't happen.
[02:37:29.000 --> 02:37:31.000]  So see how this works.
[02:37:31.000 --> 02:37:33.000]  Oh, he instantly attacked us.
[02:37:33.000 --> 02:37:35.000]  He instantly, no, not true.
[02:37:35.000 --> 02:37:36.000]  Continue.
[02:37:36.000 --> 02:37:43.000]  When I was still in the firehouse and I didn't even know if my child was alive or dead yet, he started off within two and a half hours of the shooting.
[02:37:43.000 --> 02:37:45.000]  And has kept putting out video after video.
[02:37:45.000 --> 02:37:46.000]  Let's stop again.
[02:37:46.000 --> 02:37:48.000]  Our lawyers deposed all these people.
[02:37:48.000 --> 02:37:53.000]  Most of them said they never heard of me until 2017 before they sued me.
[02:37:53.000 --> 02:37:55.000]  So she's in the firehouse.
[02:37:55.000 --> 02:37:56.000]  I'm attacking her.
[02:37:56.000 --> 02:37:57.000]  Never said her name.
[02:37:57.000 --> 02:37:58.000]  Continue.
[02:37:58.000 --> 02:38:08.000]  Year after year after year and calling us all crisis actors, calling our children, you know, either that they were never, they were never killed or they were never alive in the first place.
[02:38:08.000 --> 02:38:13.000]  That were traitors, that were treasonous, and that were government shills.
[02:38:13.000 --> 02:38:14.000]  It's been...
[02:38:14.000 --> 02:38:15.000]  Pause again.
[02:38:15.000 --> 02:38:17.000]  No video of me saying they're treasonous.
[02:38:17.000 --> 02:38:18.000]  No video of me talking about her.
[02:38:18.000 --> 02:38:20.000]  No video of her saying they're shills.
[02:38:20.000 --> 02:38:23.000]  But see, we couldn't put that on a court because we were barred from the defense.
[02:38:23.000 --> 02:38:24.000]  We were already guilty.
[02:38:24.000 --> 02:38:25.000]  Now we have a show trial.
[02:38:25.000 --> 02:38:26.000]  I mean, this is just ridiculous.
[02:38:26.000 --> 02:38:27.000]  Continue.
[02:38:27.000 --> 02:38:32.000]  Well, it's been easy to turn off some of it, but some of these people have been incredibly dangerous.
[02:38:32.000 --> 02:38:34.000]  And when he says, when he...
[02:38:34.000 --> 02:38:35.000]  By the way, pause again.
[02:38:35.000 --> 02:38:37.000]  Back in five seconds.
[02:38:37.000 --> 02:38:42.000]  Stop the videos of me saying all this, not in court, not on the show.
[02:38:42.000 --> 02:38:52.000]  Pierce tries to read some mixed up transcripts about gay frogs, gay bombs, Michelle Obama, three different shows, all conflated together, mixed together out of context.
[02:38:52.000 --> 02:38:53.000]  Continue.
[02:38:53.000 --> 02:38:54.000]  Now we're government shills.
[02:38:54.000 --> 02:38:56.000]  It's been very difficult.
[02:38:56.000 --> 02:39:01.000]  It's been easy to turn off some of it, but some of these people have been incredibly dangerous.
[02:39:01.000 --> 02:39:09.000]  And he says when he... when he stokes this anger in his base, this fear, and then incites them to action by saying, you know, we need to investigate this...
[02:39:09.000 --> 02:39:10.000]  Hey, pause again.
[02:39:10.000 --> 02:39:11.000]  Back in five seconds.
[02:39:11.000 --> 02:39:13.000]  Where did I tell him go to your house?
[02:39:13.000 --> 02:39:14.000]  Don't have that.
[02:39:14.000 --> 02:39:15.000]  You just say that.
[02:39:15.000 --> 02:39:17.000]  Where's the proof they went to your house?
[02:39:17.000 --> 02:39:18.000]  There's no proof.
[02:39:18.000 --> 02:39:22.000]  None of it put on a trial.
