[00:00.000 --> 00:04.740]  Gavin McInnis is back with his all-new online network, FreeSpeech.tv.
[2:08:28.740 --> 2:08:30.740]  Undoubtedly, he'll see this interview or excerpt.
[2:08:30.740 --> 2:08:32.740]  So we're going to have a lot of those up on Enforce later.
[2:08:32.740 --> 2:08:34.740]  It's live right now, obviously.
[2:08:34.740 --> 2:08:36.740]  But here's what Roger was talking about earlier.
[2:08:36.740 --> 2:08:39.740]  Well, I think the Democrats fight dirty.
[2:08:39.740 --> 2:08:42.740]  I think the Democrats are lousy politicians with lousy policy.
[2:08:42.740 --> 2:08:44.740]  They want open borders.
[2:08:44.740 --> 2:08:46.740]  They don't care about crime.
[2:08:46.740 --> 2:08:48.740]  They want sanctuary cities.
[2:08:48.740 --> 2:08:50.740]  They don't care about drugs.
[2:08:50.740 --> 2:08:52.740]  They don't care about almost anything.
[2:08:52.740 --> 2:08:54.740]  They don't care about USMCA.
[2:08:54.740 --> 2:08:55.740]  How about that?
[2:08:55.740 --> 2:08:57.740]  I think they're lousy politicians.
[2:08:57.740 --> 2:08:59.740]  But two things they have.
[2:08:59.740 --> 2:09:03.740]  They're vicious, and they stick together.
[2:09:03.740 --> 2:09:05.740]  That's right, ladies and gentlemen,
[2:09:05.740 --> 2:09:08.740]  and the folks that stick together is the Enforce family.
[2:09:08.740 --> 2:09:10.740]  We wouldn't be on air still, but it wasn't for you.
[2:09:10.740 --> 2:09:13.740]  And I know Roger's thankfully Enforce family as well.
[2:09:13.740 --> 2:09:16.740]  Roger, I want you to speak to that before you have to go here.
[2:09:16.740 --> 2:09:18.740]  And this is a really specialist interview.
[2:09:18.740 --> 2:09:20.740]  We can't even tell people really why it's so special.
[2:09:20.740 --> 2:09:23.740]  That's the state of this country right now.
[2:09:23.740 --> 2:09:27.740]  But you've never backed down from this fight.
[2:09:27.740 --> 2:09:29.740]  I can only admire that, even though I know you've had
[2:09:29.740 --> 2:09:31.740]  plenty of opportunities to turn on the president
[2:09:31.740 --> 2:09:33.740]  and all the nightmare you and your family have been through
[2:09:33.740 --> 2:09:34.740]  would be over.
[2:09:34.740 --> 2:09:36.740]  But you were definitely an example for all of us to live by.
[2:09:36.740 --> 2:09:39.740]  And Enforce has stood the test as well.
[2:09:39.740 --> 2:09:41.740]  But we haven't been through as deep of fire as you have.
[2:09:41.740 --> 2:09:42.740]  And I probably don't have to be.
[2:09:42.740 --> 2:09:44.740]  It's a Jobean trial, a Jobean test.
[2:09:44.740 --> 2:09:46.740]  Biblically, what we're all going through.
[2:09:46.740 --> 2:09:48.740]  But you particularly, my friend.
[2:09:48.740 --> 2:09:50.740]  And so I hope and pray that you'll be richly rewarded
[2:09:50.740 --> 2:09:52.740]  and everything returned to you at the end of this
[2:09:52.740 --> 2:09:53.740]  as it was a Jobe.
[2:09:53.740 --> 2:09:56.740]  But getting into Hillary, the fact of why she keeps acting
[2:09:56.740 --> 2:09:58.740]  like she's going to run, saying she wants to run,
[2:09:58.740 --> 2:10:00.740]  staying in, where you see that going,
[2:10:00.740 --> 2:10:02.740]  and what happens if she doesn't jump in
[2:10:02.740 --> 2:10:05.740]  and who you think the presumptive nominee will be currently.
[2:10:05.740 --> 2:10:07.740]  I guess you're saying Warren.
[2:10:07.740 --> 2:10:10.740]  Well, first of all, thank you for your kind comments, Alex.
[2:10:10.740 --> 2:10:12.740]  I don't want to talk about any of that.
[2:10:12.740 --> 2:10:18.740]  I do want to resume my analysis of the Democratic field.
[2:10:18.740 --> 2:10:22.740]  I really think Bernie Sanders, who began the race
[2:10:22.740 --> 2:10:25.740]  in very strong position, having had run before,
[2:10:25.740 --> 2:10:30.740]  having had a base of supporters, having a great finance list,
[2:10:30.740 --> 2:10:33.740]  a ready-made organization in all 50 states.
[2:10:33.740 --> 2:10:37.740]  His time, sadly, has come and gone.
[2:10:37.740 --> 2:10:39.740]  Clearly, he had a heart attack.
[2:10:39.740 --> 2:10:41.740]  If it were Donald Trump, the headlines
[2:10:41.740 --> 2:10:44.740]  would have been President Suffer's massive heart attack.
[2:10:44.740 --> 2:10:46.740]  But because it was Bernie Sanders,
[2:10:46.740 --> 2:10:50.740]  it was Senator Sanders' experiences minor chest pain
[2:10:50.740 --> 2:10:53.740]  until his campaign finally came clean.
[2:10:53.740 --> 2:10:56.740]  Now, we wish him well and a speedy recovery
[2:10:56.740 --> 2:10:58.740]  and good health and long life.
[2:10:58.740 --> 2:11:02.740]  But while his candidacy was interesting four years ago,
[2:11:02.740 --> 2:11:05.740]  there is no joy in his candidacy.
[2:11:05.740 --> 2:11:07.740]  He just seems angry all the time.
[2:11:07.740 --> 2:11:10.740]  He's just angry yelling at people.
[2:11:10.740 --> 2:11:12.740]  I mean, I can't tell where Larry David starts
[2:11:12.740 --> 2:11:16.740]  and Bernie Sanders leaves off.
[2:11:16.740 --> 2:11:20.740]  And I think that those votes, where they disperse,
[2:11:20.740 --> 2:11:22.740]  becomes very important.
[2:11:22.740 --> 2:11:26.740]  I think Elizabeth Warren gets a disproportionate number of them.
[2:11:26.740 --> 2:11:29.740]  I've said this for some time.
[2:11:29.740 --> 2:11:34.740]  I think those who think she's easy to beat need to look again.
[2:11:34.740 --> 2:11:39.740]  Clearly, Mayor Pete Buttigieg does represent
[2:11:39.740 --> 2:11:42.740]  an important constituency within that party.
[2:11:42.740 --> 2:11:46.740]  His fundraising has been extraordinarily impressive
[2:11:46.740 --> 2:11:49.740]  for a guy who is the mayor of South Bend.
[2:11:49.740 --> 2:11:54.740]  And new polls show him running third in Iowa,
[2:11:54.740 --> 2:11:56.740]  which is not insignificant.
[2:11:56.740 --> 2:12:01.740]  Joe Biden's candidacy was destined to fade no matter what.
[2:12:01.740 --> 2:12:07.740]  His largest single obstacle was his advocacy of the war on drugs.
[2:12:07.740 --> 2:12:10.740]  He used to call it the Biden bill.
[2:12:10.740 --> 2:12:13.740]  This is the 94 crime bill,
[2:12:13.740 --> 2:12:18.740]  which has incarcerated literally hundreds of thousands
[2:12:18.740 --> 2:12:20.740]  of poor people and black people.
[2:12:20.740 --> 2:12:22.740]  It's way more than that.
[2:12:22.740 --> 2:12:27.740]  Millions, I guess, for the first time nonviolent crime
[2:12:27.740 --> 2:12:30.740]  of possession of small amounts of drugs.
[2:12:30.740 --> 2:12:33.740]  This is a failed, ignominious...
[2:12:33.740 --> 2:12:37.740]  And notice Trump gets no credit when he federally decriminalized marijuana.
[2:12:37.740 --> 2:12:40.740]  Something Obama promised to do.
[2:12:40.740 --> 2:12:44.740]  Well, first of all, who is it that gave us sentencing reform,
[2:12:44.740 --> 2:12:48.740]  urged on him by Kim Kardashian, thankfully.
[2:12:48.740 --> 2:12:51.740]  And this is going to afford, in the end,
[2:12:51.740 --> 2:12:53.740]  hundreds of thousands, if not more,
[2:12:53.740 --> 2:12:57.740]  of people unfairly incarcerated a second chance.
[2:12:57.740 --> 2:13:00.740]  But the war on drugs has failed.
[2:13:00.740 --> 2:13:02.740]  It is ruining lives.
[2:13:02.740 --> 2:13:04.740]  So you don't give yourself credit.
[2:13:04.740 --> 2:13:07.740]  You heavily advise Trump to decriminalize the marijuana
[2:13:07.740 --> 2:13:09.740]  and nonviolent offenders left them out.
[2:13:09.740 --> 2:13:12.740]  I mean, you're giving Kardashian a credit, that's great.
[2:13:12.740 --> 2:13:15.740]  And, of course, you can give Jared and Ivanka that.
[2:13:15.740 --> 2:13:17.740]  But you, as a political advisor,
[2:13:17.740 --> 2:13:19.740]  are the ones that have been hammering that into Trump.
[2:13:19.740 --> 2:13:21.740]  Well, some have believed very deeply in,
[2:13:21.740 --> 2:13:24.740]  because the war on drugs has been an ignominious, racist,
[2:13:24.740 --> 2:13:26.740]  expensive failure.
[2:13:26.740 --> 2:13:28.740]  And this has always been my view.
[2:13:28.740 --> 2:13:31.740]  If the president were to completely decriminalize marijuana,
[2:13:31.740 --> 2:13:33.740]  cannabis, before the next election,
[2:13:33.740 --> 2:13:36.740]  it would allow him to make deep inroads
[2:13:36.740 --> 2:13:39.740]  into traditionally Democratic voter groups.
[2:13:39.740 --> 2:13:41.740]  Well, he did it partially,
[2:13:41.740 --> 2:13:43.740]  but then the last attorney general blocked him.
[2:13:43.740 --> 2:13:45.740]  That is correct.
[2:13:45.740 --> 2:13:47.740]  But he could, with the stroke of a pen,
[2:13:47.740 --> 2:13:49.740]  take it off of the Schedule 1 list,
[2:13:49.740 --> 2:13:52.740]  which is exactly what he should do.
[2:13:52.740 --> 2:13:54.740]  The public is there.
[2:13:54.740 --> 2:13:57.740]  When 67% of Florida Republicans, for example,
[2:13:57.740 --> 2:13:59.740]  are in favor of legalized cannabis,
[2:13:59.740 --> 2:14:01.740]  this is an issue that is time has come.
[2:14:01.740 --> 2:14:03.740]  I know Big Pharma is against it.
[2:14:03.740 --> 2:14:06.740]  I know they won't be able to sell their drugs.
[2:14:06.740 --> 2:14:09.740]  I know they won't be able to clean up on opioids
[2:14:09.740 --> 2:14:11.740]  if we legalize cannabis.
[2:14:11.740 --> 2:14:13.740]  I really hope the president will take it off.
[2:14:13.740 --> 2:14:15.740]  I agree, but can you speak to Hillary?
[2:14:15.740 --> 2:14:17.740]  I mean, will she jump in?
[2:14:17.740 --> 2:14:19.740]  The word is she's telling people she is going to run.
[2:14:19.740 --> 2:14:21.740]  I mean, just a few years ago, she said she was.
[2:14:21.740 --> 2:14:23.740]  Everybody said no, so she backed off.
[2:14:23.740 --> 2:14:25.740]  What's the word on that?
[2:14:25.740 --> 2:14:27.740]  Well, I get mixed signals.
[2:14:27.740 --> 2:14:30.740]  Again, both Mark Penn and Doug Shown,
[2:14:30.740 --> 2:14:32.740]  who have worked for her in the past,
[2:14:32.740 --> 2:14:34.740]  say that she's going to run.
[2:14:34.740 --> 2:14:36.740]  I put some stock in that.
[2:14:36.740 --> 2:14:38.740]  Those are very, very savvy guys.
[2:14:38.740 --> 2:14:40.740]  She would bring a lot of strengths to the race,
[2:14:40.740 --> 2:14:42.740]  as we said earlier.
[2:14:42.740 --> 2:14:45.740]  But I don't know whether she has the physical stamina.
[2:14:45.740 --> 2:14:47.740]  This is a marathon.
[2:14:47.740 --> 2:14:49.740]  This is a brutal experience.
[2:14:49.740 --> 2:14:51.740]  Trump has demonstrated that he has,
[2:14:51.740 --> 2:14:55.740]  even at his age, the stamina for another go.
[2:14:55.740 --> 2:14:57.740]  He outworked her last time.
[2:14:57.740 --> 2:14:59.740]  He would outwork her this time.
[2:14:59.740 --> 2:15:01.740]  I think in the end that she does not run,
[2:15:01.740 --> 2:15:05.740]  but I have obviously no inside information.
[2:15:05.740 --> 2:15:08.740]  We have one final segment with Roger Stone,
[2:15:08.740 --> 2:15:11.740]  and again, ladies and gentlemen,
[2:15:11.740 --> 2:15:13.740]  he has a lot of courage.
[2:15:13.740 --> 2:15:15.740]  He's gone through a lot,
[2:15:15.740 --> 2:15:19.740]  and he has not sold the president or America out.
[2:15:19.740 --> 2:15:21.740]  And in today's modern age,
[2:15:21.740 --> 2:15:23.740]  that is a scarce commodity,
[2:15:23.740 --> 2:15:26.740]  but it's what this country pins all its hopes on,
[2:15:26.740 --> 2:15:28.740]  is you out there, listeners and viewers,
[2:15:28.740 --> 2:15:30.740]  that still support this broadcast
[2:15:30.740 --> 2:15:32.740]  and spread the word about the live feeds,
[2:15:32.740 --> 2:15:34.740]  like DrudgeReport.com.
[2:15:34.740 --> 2:15:36.740]  It's a very newsworthy interview, obviously,
[2:15:36.740 --> 2:15:38.740]  but Drudge's toppling, we're very thankful for that,
[2:15:38.740 --> 2:15:40.740]  because just because something's newsworthy,
[2:15:40.740 --> 2:15:42.740]  that doesn't mean people promote it.
[2:15:42.740 --> 2:15:44.740]  But Drudge is doing that,
[2:15:44.740 --> 2:15:46.740]  and you're doing that, listeners and viewers.
[2:15:46.740 --> 2:15:48.740]  Tell people about local radio stations you're listening to,
[2:15:48.740 --> 2:15:50.740]  local TV stations you're watching,
[2:15:50.740 --> 2:15:52.740]  number one on Cloud TV.
[2:15:52.740 --> 2:15:54.740]  You look at CNN whistleblowers, you know, information.
[2:15:54.740 --> 2:15:57.740]  Most of the employees hate CNN and know it's all I.
[2:15:57.740 --> 2:15:59.740]  America in the world is ready for freedom.
[2:15:59.740 --> 2:16:28.740]  We'll have that final segment with Roger Schoen.
[2:16:29.740 --> 2:16:31.740]  With the flooding, we've had to move a lot of our inventory
[2:16:31.740 --> 2:16:33.740]  to a temporary location,
[2:16:33.740 --> 2:16:35.740]  and rather than move it back to the warehouse,
[2:16:35.740 --> 2:16:37.740]  we thought we'd offer the system at a price
[2:16:37.740 --> 2:16:39.740]  that might seem unbelievable
[2:16:39.740 --> 2:16:41.740]  if you didn't know the floodwater's backstory.
[2:16:41.740 --> 2:16:43.740]  So here's what you should do right now.
[2:16:43.740 --> 2:16:46.740]  Check out the PPX microgrid system at myownpowergrid.com.
[2:16:46.740 --> 2:16:48.740]  That's myownpowergrid.com.
[2:16:48.740 --> 2:16:51.740]  Over $1,000 in great off-the-grid gear,
[2:16:51.740 --> 2:16:53.740]  and a ton of bonuses too.
[2:16:53.740 --> 2:16:55.740]  And the best part, you're not going to pay $750 or $500,
[2:16:55.740 --> 2:16:57.740]  or even $200.
[2:16:57.740 --> 2:16:59.740]  Go to myownpowergrid.com to learn more.
[2:16:59.740 --> 2:17:02.740]  That's myownpowergrid.com.
[2:17:02.740 --> 2:17:04.740]  Hi, I'm Dan Pilla.
[2:17:04.740 --> 2:17:06.740]  I started fighting the IRS over 40 years ago
[2:17:06.740 --> 2:17:08.740]  when they tried to seize my mother's house.
[2:17:08.740 --> 2:17:09.740]  I sued the IRS in one.
[2:17:09.740 --> 2:17:12.740]  I beat the IRS then, and I've been beating them ever since.
[2:17:12.740 --> 2:17:14.740]  I wrote the book on tax debt settlement,
[2:17:14.740 --> 2:17:16.740]  and I've helped thousands of people deal with tax problems
[2:17:16.740 --> 2:17:18.740]  they thought might never be solved.
[2:17:18.740 --> 2:17:19.740]  I can help you too.
[2:17:19.740 --> 2:17:22.740]  If you owe taxes you can't pay, don't wait another day.
[2:17:22.740 --> 2:17:24.740]  There's no such thing as a hopeless tax case.
[2:17:24.740 --> 2:17:27.740]  Call 800-34-NO-TAX, or go to my website,
[2:17:27.740 --> 2:17:29.740]  danpilla.com.
[2:17:29.740 --> 2:17:32.740]  That's danpilla.com, danpilla.com.
[2:17:32.740 --> 2:17:35.740]  Hunters, anglers, campers, and survivalists,
[2:17:35.740 --> 2:17:37.740]  get back to nature and expand your horizons
[2:17:37.740 --> 2:17:39.740]  with the highest quality, most versatile,
[2:17:39.740 --> 2:17:42.740]  unique sling shots and sling bows on the market
[2:17:42.740 --> 2:17:43.740]  at slingbow.com.
[2:17:43.740 --> 2:17:45.740]  Sling bow products are compact
[2:17:45.740 --> 2:17:47.740]  and models start from just $17.98.
[2:17:47.740 --> 2:17:49.740]  They're perfect for your bug out bag
[2:17:49.740 --> 2:17:50.740]  or storing in your vehicle.
[2:17:50.740 --> 2:17:52.740]  Give yourself and your loved ones
[2:17:52.740 --> 2:17:54.740]  excitement and tradition of sling bow.
[2:17:54.740 --> 2:17:56.740]  A new frontier in archery
[2:17:56.740 --> 2:17:59.740]  and truly modern twist on this primitive survival tool.
[2:17:59.740 --> 2:18:23.740]  Feel the thrill only at slingbow.com.
[2:18:30.740 --> 2:18:32.740]  Well, if they put fluoride in the human body,
[2:18:32.740 --> 2:18:35.740]  it causes cancer, dumbs us down, and destroys fertility.
[2:18:35.740 --> 2:18:37.740]  If you put the good halogen in the body,
[2:18:37.740 --> 2:18:39.740]  high quality iodine, it's like putting
[2:18:39.740 --> 2:18:42.740]  good high quality motor oil in the car
[2:18:42.740 --> 2:18:43.740]  that's supposed to run on it.
[2:18:43.740 --> 2:18:44.740]  It's that simple.
[2:18:44.740 --> 2:18:45.740]  Find out about the iodine conspiracy
[2:18:45.740 --> 2:18:47.740]  at infowarstore.com.
[2:18:47.740 --> 2:18:48.740]  And find out what the globalists hope
[2:18:48.740 --> 2:18:50.740]  that you do not research this information.
[2:18:50.740 --> 2:18:52.740]  Ladies and gentlemen, whatever you do,
[2:18:52.740 --> 2:18:54.740]  research iodine deficiency.
[2:18:54.740 --> 2:18:56.740]  It's the key to everything.
[2:18:56.740 --> 2:18:58.740]  And then go and take advantage of the 60% off combo
[2:18:58.740 --> 2:19:00.740]  with our two different types of high quality iodine
[2:19:00.740 --> 2:19:03.740]  and biotrystallinium at infowarstore.com today.
[2:19:03.740 --> 2:19:06.740]  Infowars presents Alex Jones.
[2:19:06.740 --> 2:19:08.740]  In August of 2019,
[2:19:08.740 --> 2:19:11.740]  JAMA, or the Journal of the American Medical Association,
[2:19:11.740 --> 2:19:13.740]  the most prestigious came out and said,
[2:19:13.740 --> 2:19:16.740]  oh, my gosh, just a little bit of fluoride in the water
[2:19:16.740 --> 2:19:19.740]  causes lowered IQs, massive infertility,
[2:19:19.740 --> 2:19:21.740]  and a lot of babies dying of the womb,
[2:19:21.740 --> 2:19:22.740]  and it causes cancer.
[2:19:22.740 --> 2:19:25.740]  That was just one of thousands of studies at Beddingness.
[2:19:25.740 --> 2:19:27.740]  You know, it's illegal to have even one part per billion
[2:19:27.740 --> 2:19:29.740]  in the water in places like California,
[2:19:29.740 --> 2:19:31.740]  unless it's part of adding fluoride.
[2:19:31.740 --> 2:19:33.740]  And then they have a waiver
[2:19:33.740 --> 2:19:36.740]  and can add thousands of deadly chemicals to your water
[2:19:36.740 --> 2:19:38.740]  because the liberals love you
[2:19:38.740 --> 2:19:40.740]  and they want to sexualize your children.
[2:19:40.740 --> 2:19:43.740]  So whatever you do, drink lots of fluoride
[2:19:43.740 --> 2:19:45.740]  and don't get the thing that counters iodine
[2:19:45.740 --> 2:19:47.740]  at infowarstore.com.
[2:19:47.740 --> 2:19:49.740]  Drink fluoride and die.
[2:19:49.740 --> 2:19:51.740]  Drink fluoride, dirty Americans,
[2:19:51.740 --> 2:19:53.740]  and roll over.
[2:19:53.740 --> 2:19:55.740]  Do not visit infowarstore.com
[2:19:55.740 --> 2:19:57.740]  and get high poly iodine to counter it.
[2:19:57.740 --> 2:19:59.740]  No, roll over and die, dirty Americans.
[2:19:59.740 --> 2:20:01.740]  infowarstore.com
[2:20:01.740 --> 2:20:03.740]  forward slash show
[2:20:03.740 --> 2:20:28.740]  You're listening to the Alex Jones show.
[2:20:28.740 --> 2:20:30.740]  Waging war on corruption.
[2:20:30.740 --> 2:20:35.740]  It's Alex Jones.
[2:20:35.740 --> 2:20:38.740]  Now, as soon as Roger leaves us,
[2:20:38.740 --> 2:20:40.740]  we're going to take the full interview
[2:20:40.740 --> 2:20:42.740]  that he just did.
[2:20:42.740 --> 2:20:44.740]  We're going to post it in the article
[2:20:44.740 --> 2:20:46.740]  that's toplinked on dredgerport.com
[2:20:46.740 --> 2:20:51.740]  so folks can find the live feed
[2:20:51.740 --> 2:20:53.740]  toplinked on dredgerport.com.
[2:20:53.740 --> 2:20:55.740]  We have constitutional lawyer Robert Barnes,
[2:20:55.740 --> 2:20:56.740]  who I really respect,
[2:20:56.740 --> 2:20:58.740]  who's one of the smartest people I know.
[2:20:58.740 --> 2:21:00.740]  He's one of them, and then literally
[2:21:00.740 --> 2:21:02.740]  Barnes is, and then believe me,
[2:21:02.740 --> 2:21:04.740]  the Trump that's on TV,
[2:21:04.740 --> 2:21:06.740]  or behind the scenes, even smarter.
[2:21:06.740 --> 2:21:08.740]  Wouldn't say Trump dumps it down,
[2:21:08.740 --> 2:21:10.740]  but he doesn't always talk like Don Corleone.
[2:21:10.740 --> 2:21:12.740]  Trump, like, finishes your sentences,
[2:21:12.740 --> 2:21:14.740]  it's actually scary. These are smart people.
[2:21:14.740 --> 2:21:16.740]  That's why I love what I do,
[2:21:16.740 --> 2:21:18.740]  because I get to be around all these cool people.
[2:21:18.740 --> 2:21:20.740]  And you, the audience that are amazing folks
[2:21:20.740 --> 2:21:22.740]  that I run into on the street,
[2:21:22.740 --> 2:21:24.740]  black, white, Hispanic, old, young,
[2:21:24.740 --> 2:21:26.740]  the beauty in your eyes, the soul, the spirit,
[2:21:26.740 --> 2:21:29.740]  it's really amazing. So the journey is the destination.
[2:21:29.740 --> 2:21:31.740]  And yeah, we get persecuted for what we do,
[2:21:31.740 --> 2:21:32.740]  but you know what?
[2:21:32.740 --> 2:21:34.740]  At the end of the day, that's why evil's evil.
[2:21:34.740 --> 2:21:36.740]  And if you're good, they're going to come after you.
[2:21:36.740 --> 2:21:37.740]  That's what Jesus said.
[2:21:37.740 --> 2:21:39.740]  So we're only here because of you,
[2:21:39.740 --> 2:21:41.740]  and we appreciate you all spreading the word,
[2:21:41.740 --> 2:21:43.740]  because that is the king currency on this planet,
[2:21:43.740 --> 2:21:44.740]  is your word of mouth.
[2:21:44.740 --> 2:21:46.740]  So I salute the listeners and viewers,
[2:21:46.740 --> 2:21:49.740]  and I know Roger is very thankful to you all.
[2:21:49.740 --> 2:21:51.740]  He always expresses that to be privately and on air.
[2:21:51.740 --> 2:21:53.740]  Roger, just in closing,
[2:21:53.740 --> 2:21:55.740]  I could ask questions forever.
[2:21:55.740 --> 2:21:57.740]  You can join us again.
[2:21:57.740 --> 2:22:00.740]  And I don't want to ask any questions I'm not supposed to,
[2:22:00.740 --> 2:22:04.740]  but I mean, is there anything you want to say?
[2:22:04.740 --> 2:22:06.740]  Any closing comments?
[2:22:06.740 --> 2:22:08.740]  Yeah, I guess it's this, Alex.
[2:22:08.740 --> 2:22:10.740]  At the end of the day,
[2:22:10.740 --> 2:22:13.740]  the reason the president will get reelected
[2:22:13.740 --> 2:22:16.740]  is because he has delivered.
[2:22:16.740 --> 2:22:19.740]  It would be different if that were not the case,
[2:22:19.740 --> 2:22:21.740]  but there is no way the American people
[2:22:21.740 --> 2:22:25.740]  can ignore 6 million new jobs,
[2:22:25.740 --> 2:22:28.740]  650,000 new manufacturing jobs,
[2:22:28.740 --> 2:22:32.740]  wage growth at the fastest pace in American history,
[2:22:32.740 --> 2:22:35.740]  billions of dollars coming back into the country
[2:22:35.740 --> 2:22:38.740]  to be invested here, expand businesses here,
[2:22:38.740 --> 2:22:40.740]  create jobs here,
[2:22:40.740 --> 2:22:44.740]  unemployment at the lowest point in 50 years.
[2:22:44.740 --> 2:22:46.740]  Every time there is a quarter,
[2:22:46.740 --> 2:22:48.740]  job estimates are exceeded.
[2:22:48.740 --> 2:22:51.740]  This economy is red hot.
[2:22:51.740 --> 2:22:54.740]  If Donald Trump had predicted any of this
[2:22:54.740 --> 2:22:56.740]  in the 2016 campaign,
[2:22:56.740 --> 2:22:58.740]  he would have been shouted off the stage.
[2:22:58.740 --> 2:23:00.740]  He would have been mocked,
[2:23:00.740 --> 2:23:04.740]  but he has delivered bigly for the American people.
[2:23:04.740 --> 2:23:08.740]  Now, I particularly am happy about the criminal justice reform.
[2:23:08.740 --> 2:23:11.740]  This is an issue I've been writing about,
[2:23:11.740 --> 2:23:15.740]  marching about, talking about for 20 years.
[2:23:15.740 --> 2:23:18.740]  The war on drugs has been a failure.
[2:23:18.740 --> 2:23:21.740]  Drug abuse is a public health problem,
[2:23:21.740 --> 2:23:23.740]  not a criminal justice problem.
[2:23:23.740 --> 2:23:26.740]  Not talking about drug kingpins,
[2:23:26.740 --> 2:23:29.740]  I'm talking about average people,
[2:23:29.740 --> 2:23:32.740]  mothers and people incarcerated
[2:23:32.740 --> 2:23:36.740]  for the first time nonviolent crime of possession.
[2:23:36.740 --> 2:23:39.740]  It's Donald Trump who signed the legislation
[2:23:39.740 --> 2:23:41.740]  giving these people a second chance.
[2:23:41.740 --> 2:23:45.740]  Harris and I love to have with Joe Biden in all honesty.
[2:23:45.740 --> 2:23:47.740]  I'd like to see the president go further
[2:23:47.740 --> 2:23:49.740]  as we talked about today.
[2:23:49.740 --> 2:23:51.740]  Take cannabis off the schedule.
[2:23:51.740 --> 2:23:54.740]  One list would cause a sea change
[2:23:54.740 --> 2:23:58.740]  in terms of a political realignment in this country.
[2:23:58.740 --> 2:24:01.740]  The president is well positioned,
[2:24:01.740 --> 2:24:05.740]  but nothing can be taken for granted.
[2:24:05.740 --> 2:24:06.740]  Nothing.
[2:24:06.740 --> 2:24:08.740]  This will be a close, hard for an election,
[2:24:08.740 --> 2:24:11.740]  and it will be deeply affected by what happens
[2:24:11.740 --> 2:24:16.740]  in this impeachment saga, which is yet to roll out.
[2:24:16.740 --> 2:24:22.740]  Again, my strongest warning to the president is,
[2:24:22.740 --> 2:24:26.740]  do not view anything in Washington
[2:24:26.740 --> 2:24:29.740]  as Republicans versus Democrats.
[2:24:29.740 --> 2:24:31.740]  That is outdated thinking.
[2:24:31.740 --> 2:24:35.740]  This is the insiders versus an outsider.
[2:24:35.740 --> 2:24:39.740]  This is the status quo versus a disrupter.
[2:24:39.740 --> 2:24:44.740]  This is the peak that they have for Donald Trump
[2:24:44.740 --> 2:24:48.740]  because he stopped this country's headlong lurch
[2:24:48.740 --> 2:24:50.740]  for globalism.
[2:24:50.740 --> 2:24:55.740]  He has destroyed their plans to divide up the spoils.
[2:24:55.740 --> 2:24:58.740]  But average Americans, I think at record levels,
[2:24:58.740 --> 2:25:01.740]  no longer trust the mainstream media,
[2:25:01.740 --> 2:25:06.740]  believe that nothing they see on CNN or MSNBC is true.
[2:25:06.740 --> 2:25:08.740]  I can vouch for that personally.
[2:25:08.740 --> 2:25:11.740]  They are skeptical about big media
[2:25:11.740 --> 2:25:14.740]  just as they are about big government.
[2:25:14.740 --> 2:25:17.740]  I think that was true before 2016.
[2:25:17.740 --> 2:25:19.740]  It certainly wasn't true
[2:25:19.740 --> 2:25:24.740]  before the rise of a vibrant, robust alternative media
[2:25:24.740 --> 2:25:26.740]  based in the internet.
[2:25:26.740 --> 2:25:28.740]  And I think President Trump, Roger, really gets that
[2:25:28.740 --> 2:25:32.740]  when he says it's socialism, communism, and globalism
[2:25:32.740 --> 2:25:34.740]  against America and common sense and populism.
[2:25:34.740 --> 2:25:37.740]  Everybody coming together and all these things
[2:25:37.740 --> 2:25:40.740]  and getting us out of these endless corrupt wars
[2:25:40.740 --> 2:25:42.740]  and letting nonviolent people out of prison.
[2:25:42.740 --> 2:25:46.740]  That sounds like what a real liberal would actually do.
[2:25:46.740 --> 2:25:48.740]  And Trump's betting on America,
[2:25:48.740 --> 2:25:50.740]  he's betting on the grassroots across the board
[2:25:50.740 --> 2:25:53.740]  that they'll find out the truth and cut through the disinfo
[2:25:53.740 --> 2:25:54.740]  and re-elect him.
[2:25:54.740 --> 2:25:57.740]  And I have no doubt that if he gets re-elected,
[2:25:57.740 --> 2:25:59.740]  what do you, if Trump gets re-elected,
[2:25:59.740 --> 2:26:02.740]  what do you expect him, his stance to be even more aggressive
[2:26:02.740 --> 2:26:04.740]  towards restoring the public, draining the swamp?
[2:26:04.740 --> 2:26:06.740]  What do you think?
[2:26:06.740 --> 2:26:09.740]  Well, first of all, you point out one of the great anomalies here.
[2:26:09.740 --> 2:26:11.740]  Everything is in juxtaposition.
[2:26:11.740 --> 2:26:13.740]  The Republicans used to be the war party.
[2:26:13.740 --> 2:26:15.740]  Now we're the party of peace.
[2:26:15.740 --> 2:26:17.740]  The Democrats are going crazy
[2:26:17.740 --> 2:26:20.740]  because Donald Trump wants to withdraw our troops
[2:26:20.740 --> 2:26:22.740]  from these endless foreign wars.
[2:26:22.740 --> 2:26:27.740]  The Democrats used to be the party of civil liberties.
[2:26:27.740 --> 2:26:30.740]  Now they have no problem with government spying.
[2:26:30.740 --> 2:26:37.740]  The Democrats used to oppose, used to oppose corporate influence.
[2:26:37.740 --> 2:26:40.740]  Today they are heavily corporately influenced.
[2:26:40.740 --> 2:26:44.740]  The parties are changing because Trump is remaking
[2:26:44.740 --> 2:26:46.740]  the Republican Party in his own image.
