[00:00:00.000 --> 00:00:20.000]  InfoWars. Tomorrow's News. Today.
[01:54:35.309 --> 01:54:36.309]  are made out of.
[01:54:36.309 --> 01:54:39.429]  You've got to have the preglanone, and you can buy preglanone for other people if you
[01:54:39.429 --> 01:54:40.429]  want.
[01:54:40.429 --> 01:54:41.429]  It's great.
[01:54:41.429 --> 01:54:42.429]  All the formulas out there.
[01:54:42.429 --> 01:54:43.429]  Infowarestore.com.
[01:54:43.429 --> 01:54:44.429]  Okay.
[01:54:44.429 --> 01:54:45.429]  Let's take another caller.
[01:54:45.429 --> 01:54:46.429]  Who's been home the longest here?
[01:54:46.429 --> 01:54:47.429]  Let's go to Jason in the great state of Texas.
[01:54:47.429 --> 01:54:48.429]  Jason, you're on the air.
[01:54:48.429 --> 01:54:49.429]  Welcome.
[01:54:49.429 --> 01:54:50.429]  General Jones.
[01:54:50.429 --> 01:54:51.429]  How are we doing today?
[01:54:51.429 --> 01:54:52.429]  Man, I am blessed, and my father-in-law is doing a lot better.
[01:54:52.429 --> 01:54:53.429]  He was kind of out of it and was almost dead three or four days ago, and he's doing a lot
[01:54:53.429 --> 01:54:54.429]  better now.
[01:54:54.429 --> 01:54:55.429]  People bounce back.
[01:54:55.429 --> 01:54:56.429]  I told my wife, pray to God.
[01:54:56.429 --> 01:54:57.429]  We prayed a lot.
[01:54:57.429 --> 01:54:58.429]  He's bouncing back.
[01:54:58.429 --> 01:54:59.429]  We're not out of the woods yet, so thank you.
[01:54:59.429 --> 01:55:00.429]  All righty.
[01:55:00.429 --> 01:55:01.429]  Let me call you back.
[01:55:01.429 --> 01:55:02.429]  All right.
[01:55:02.429 --> 01:55:03.429]  All right.
[01:55:03.429 --> 01:55:04.429]  All right.
[01:55:04.429 --> 01:55:05.429]  All right.
[01:55:05.429 --> 01:55:06.429]  All right.
[01:55:06.429 --> 01:55:07.429]  All right.
[01:55:11.429 --> 01:55:15.990]  I'm going to start off by saying what a beautiful rendition of our national anthem that young
[01:55:15.990 --> 01:55:19.910]  woman sang the other day.
[01:55:19.910 --> 01:55:21.630]  Octavia Wilder.
[01:55:21.630 --> 01:55:25.630]  You should have seen it in person or heard it in person.
[01:55:25.630 --> 01:55:26.630]  It was beautiful.
[01:55:26.630 --> 01:55:33.509]  But like we've been talking about here and you today and yesterday, the whole goal was
[01:55:33.509 --> 01:55:38.990]  to eliminate Republicans and conservatives from this planet so Democrats can hold power
[01:55:38.990 --> 01:55:46.110]  forever, which they will, and Texas better get their crap together because illegals outnumber
[01:55:46.110 --> 01:55:49.830]  Americans now in Texas.
[01:55:49.830 --> 01:55:50.830]  Well that's important.
[01:55:50.830 --> 01:55:52.830]  I don't hate the illegal aliens that came here.
[01:55:52.830 --> 01:55:53.830]  They want a better life.
[01:55:53.830 --> 01:55:54.830]  But they're being controlled.
[01:55:54.830 --> 01:55:56.830]  They're being used by the globalists.
[01:55:56.830 --> 01:55:58.990]  And yeah, whites are now the minority in Texas.
[01:55:58.990 --> 01:56:01.230]  I'm so sick of hearing about my white privilege.
[01:56:01.230 --> 01:56:04.549]  I'm so sick of hearing about this power I have and all this crap.
[01:56:04.549 --> 01:56:05.549]  I don't want to hear about what color.
[01:56:05.549 --> 01:56:09.389]  I want to hear about what I produce and what I stand for, like Martin Luther King said.
[01:56:09.389 --> 01:56:11.429]  And people go, well, Martin Luther King was a communist.
[01:56:11.429 --> 01:56:12.910]  The point is, I do agree with him.
[01:56:12.910 --> 01:56:14.910]  I don't listen to Jimi Hendrix because he was black.
[01:56:14.910 --> 01:56:15.910]  The guitar playing's great.
[01:56:15.910 --> 01:56:18.309]  I don't go to a restaurant because Vietnamese on it.
[01:56:18.309 --> 01:56:19.950]  The food tastes good.
[01:56:19.950 --> 01:56:23.750]  What I care about is what you produce and what you stand for.
[01:56:23.750 --> 01:56:25.030]  I don't judge a book by its cover.
[01:56:25.030 --> 01:56:26.030]  I judge it by the content.
[01:56:26.030 --> 01:56:30.030]  You're absolutely right that they're bringing in giant third world populations to create
[01:56:30.030 --> 01:56:31.469]  a Tower of Babel situation.
[01:56:31.469 --> 01:56:32.469]  And it's wrong.
[01:56:32.469 --> 01:56:34.590]  We've got to get control of that border.
[01:56:34.630 --> 01:56:35.630]  Exactly.
[01:56:35.630 --> 01:56:37.509]  It's time to wake up, everybody.
[01:56:37.509 --> 01:56:40.990]  Stand up in the info war and say, I don't know what's going to go on at the end of all
[01:56:40.990 --> 01:56:41.990]  this.
[01:56:41.990 --> 01:56:42.990]  But you want to fight?
[01:56:42.990 --> 01:56:44.990]  You better believe you got one.
[01:56:44.990 --> 01:56:47.990]  Thank you, sir.
[01:56:47.990 --> 01:56:48.990]  We're going to go to break.
[01:56:48.990 --> 01:56:49.990]  Come back with more calls.
[01:56:49.990 --> 01:56:50.990]  The pastor's called to join us.
[01:56:50.990 --> 01:56:56.190]  But since you asked for it, let's get more Octavia Wilder.
[01:56:56.190 --> 01:56:59.190]  She did a God bless America.
[01:56:59.190 --> 01:57:00.190]  Let's come back.
[01:57:00.190 --> 01:57:02.429]  God bless America.
[01:57:02.429 --> 01:57:03.429]  And then I'll talk a few minutes.
[01:57:03.429 --> 01:57:07.670]  That little no man's land segment when we come back, take more calls and have a special
[01:57:07.670 --> 01:57:08.670]  guest joining us as well.
[01:57:08.670 --> 01:57:09.670]  The right shotgun.
[01:57:09.670 --> 01:57:11.670]  We're going to air Raymond Sillars.
[01:57:11.670 --> 01:57:14.670]  Am I pronouncing that right?
[01:57:14.670 --> 01:57:15.670]  Sillars.
[01:57:15.670 --> 01:57:20.670]  Raymond Sillars at the incredible, it really is incredible, River Church in Tampa, Florida.
[01:57:20.670 --> 01:57:21.670]  Revival.com.
[01:57:21.670 --> 01:57:25.309]  I mean, this was like a four hour and a half event.
[01:57:25.309 --> 01:57:29.230]  I've been up since six a.m. and a four hour Sunday service was amazing.
[01:57:29.230 --> 01:57:32.110]  Then I went into this four plus hour event.
[01:57:32.790 --> 01:57:33.790]  And it was just wild.
[01:57:33.790 --> 01:57:38.549]  And we still had, they had 600 people in the little studio they did and a couple thousand
[01:57:38.549 --> 01:57:39.549]  outside couldn't get in.
[01:57:39.549 --> 01:57:40.549]  They were an outside pavilion after watching some Jumbotron.
[01:57:40.549 --> 01:57:45.549]  And I wanted to go out and shake hands at the end of it, but man, I literally, when
[01:57:45.549 --> 01:57:51.549]  I got to my hotel, I stumbled and actually, InfoWars is a one of a kind operation.
[01:57:51.549 --> 01:57:55.070]  And so please go to InfoWars store and just make a donation.
[01:57:55.070 --> 01:58:00.150]  And you can make a one time or recurring, you have a little profile there, cancel anytime.
[01:58:00.190 --> 01:58:05.910]  Every 15 days, every month, every three months, every six months, up to nine months, you can
[01:58:05.910 --> 01:58:10.230]  go in and every month or every week, whenever you want, you program it, you just click it
[01:58:10.230 --> 01:58:12.190]  and then you decide when you want to make a donation.
[01:58:12.190 --> 01:58:13.309]  So please do that as well.
[01:58:13.309 --> 01:58:17.990]  That way we get 95% of it after credit card fees that are making 20, 30, 40% like we do
[01:58:17.990 --> 01:58:18.990]  on the products.
[01:58:18.990 --> 01:58:19.990]  But these really are amazing products.
[01:58:19.990 --> 01:58:22.230]  The big July 4 sell is going on right now.
[01:58:22.230 --> 01:58:24.790]  This is such a critical platform in the fight against the new world order.
[01:58:24.790 --> 01:58:26.910]  The enemies out in the open were vindicated.
[01:58:26.910 --> 01:58:28.269]  People are listening more than ever.
[01:58:28.269 --> 01:58:32.670]  In this major recession, going into depression and with supply chain breakdowns, I know it's
[01:58:32.670 --> 01:58:33.670]  hard.
[01:58:33.670 --> 01:58:34.670]  I know times are tough.
[01:58:34.670 --> 01:58:35.670]  So thank you for your support.
[01:58:35.670 --> 01:58:39.509]  But whatever you do, pray for the broadcast and share the articles and the videos that
[01:58:39.509 --> 01:58:40.509]  you can do for free.
[01:58:40.509 --> 01:58:42.950]  And that's just as important as keeping us on air.
[01:58:42.950 --> 01:58:46.030]  So however God leads you in your heart to support us, please support us now.
[01:58:46.030 --> 01:58:47.509]  And I thank you from the bottom of my heart.
[01:58:47.509 --> 01:58:48.509]  God bless you.
[01:58:48.509 --> 01:58:52.150]  In the short time we have, I can't get into all the incredible ingredients and superfluo
[01:58:52.150 --> 01:58:53.150]  vitality.
[01:58:53.150 --> 01:58:57.630]  Go to InfoWarsStore.com, read about the ingredients, look them up for yourself, and then understand
[01:58:57.990 --> 01:59:01.990]  this is cold pressed herbs, so it has a more powerful effect to the body.
[01:59:01.990 --> 01:59:07.030]  Get yours today at InfoWarsStore.com for 50% off.
[01:59:07.030 --> 01:59:08.950]  Super Mel vitality is selling out.
[01:59:08.950 --> 01:59:13.110]  It's an incredible formula for stamina, energy, libido, only a few hundred bottles left.
[01:59:13.110 --> 01:59:17.269]  But the good news is we have several thousand bottles left of superfluo vitality.
[01:59:17.269 --> 01:59:18.429]  That's the same formula.
[01:59:18.429 --> 01:59:19.429]  It boosts men.
[01:59:19.429 --> 01:59:20.429]  It boosts women.
[01:59:20.429 --> 01:59:21.429]  It works great.
[01:59:21.429 --> 01:59:24.870]  But women like pink labels, men like different color labels.
[01:59:24.870 --> 01:59:26.910]  So it works for men as well.
[01:59:26.910 --> 01:59:27.990]  It's the same formula.
[01:59:27.990 --> 01:59:31.549]  It's an incredible formula, and it funds our operation, and there's another important part
[01:59:31.549 --> 01:59:33.549]  of the overall information.
[01:59:33.549 --> 01:59:36.150]  It's 50% off for a limited time.
[01:59:36.150 --> 01:59:41.469]  So get your superfluo vitality for men and women at InfoWarsStore.com right now for 50%
[01:59:41.469 --> 01:59:43.549]  off, and it funds the InfoWars.
[01:59:43.549 --> 01:59:50.670]  Superfluo vitality, 50% off for a limited time at InfoWarsStore.com.
[01:59:50.670 --> 01:59:55.269]  Leading a frontal assault on the lies of the New World Order.
[01:59:55.269 --> 01:59:57.389]  This is Alex Jones.
[02:00:25.269 --> 02:00:41.269]  Across the sea, let us pledge allegiance to a land that's free.
[02:00:42.269 --> 02:01:09.269]  Let us all be grateful for a land so fair, as we raise our voices in this solemn prayer.
[02:01:09.269 --> 02:01:15.269]  God bless America.
[02:01:15.269 --> 02:01:21.269]  Land that I love.
[02:01:21.269 --> 02:01:36.269]  Stand beside her and guide her through the night with the light from above.
[02:01:37.269 --> 02:01:51.269]  From the mountains, to the prairies, to the oceans wide with love.
[02:01:51.269 --> 02:02:05.269]  God bless America, thy home sweet home.
[02:02:06.269 --> 02:02:26.269]  God bless America, land that I love.
[02:02:26.269 --> 02:02:38.269]  Stand beside her and guide her through the night with the light from above.
[02:02:38.269 --> 02:02:50.269]  From the mountains, to the prairies, to the oceans wide with love.
[02:02:50.269 --> 02:03:02.269]  God bless America, thy home sweet home.
[02:03:02.269 --> 02:03:19.269]  God bless America, thy home sweet home.
[02:03:20.269 --> 02:03:33.269]  God bless America, thy home sweet home.
[02:03:33.269 --> 02:03:38.269]  Wow, that's a mic dropper.
[02:03:38.269 --> 02:03:41.269]  Best part of the night right there, ladies and gentlemen.
[02:03:41.269 --> 02:03:45.269]  Amazing creature God made right there.
[02:03:45.269 --> 02:03:47.269]  Voice of an angel.
[02:03:51.269 --> 02:03:58.269]  And it's time for humanity to stand up in the information war and say,
[02:03:58.269 --> 02:04:01.269]  I don't know what's going to happen at the end of this, but you want to fight?
[02:04:01.269 --> 02:04:05.269]  You better believe you've got one.
[02:04:05.269 --> 02:04:11.269]  From the front lines of the information war, it's Alex Jones.
[02:04:12.269 --> 02:04:29.269]  We've got to have the will.
[02:04:29.269 --> 02:04:33.269]  We've set the truth and bucked the system and the group collective.
[02:04:33.269 --> 02:04:38.269]  Do that, and you'll earn your way to the next level.
[02:04:38.269 --> 02:04:58.269]  This is the info war.
[02:04:58.269 --> 02:05:03.269]  Infowarsstore.com is like a grocery store or like a vitamin shop.
[02:05:03.269 --> 02:05:05.269]  We want to have all the best brands for you.
[02:05:05.269 --> 02:05:07.269]  We want to have a bunch of different choices for you.
[02:05:07.269 --> 02:05:09.269]  So I get constant questions online and in person.
[02:05:09.269 --> 02:05:10.269]  Hey, what's better?
[02:05:10.269 --> 02:05:11.269]  Knockout.
[02:05:11.269 --> 02:05:12.269]  What's better?
[02:05:12.269 --> 02:05:13.269]  Down and out.
[02:05:13.269 --> 02:05:14.269]  What's better?
[02:05:14.269 --> 02:05:16.269]  Why do you sell two or three different sleep aids?
[02:05:16.269 --> 02:05:18.269]  And the answer is different herbal formulas.
[02:05:18.269 --> 02:05:21.269]  Different compounds are better for different people.
[02:05:21.269 --> 02:05:24.269]  So one person might like this coffee.
[02:05:24.269 --> 02:05:25.269]  Another person likes that coffee.
[02:05:25.269 --> 02:05:27.269]  That's how our bodies work.
[02:05:27.269 --> 02:05:28.269]  They're all very diverse.
[02:05:28.269 --> 02:05:32.269]  But we've been able to private label a national best seller that's been sold
[02:05:32.269 --> 02:05:36.269]  for many years that people love and sell for a lower price under the name
[02:05:36.269 --> 02:05:39.269]  Infowars MD Good Night Sleep.
[02:05:39.269 --> 02:05:42.269]  This is a great formula full of amazing safe compounds,
[02:05:42.269 --> 02:05:45.269]  giving you deeper, cleaner, restful sleep.
[02:05:45.269 --> 02:05:49.269]  And it's in stock available right now of 25% off out of the gates.
[02:05:49.269 --> 02:05:54.269]  So get your Infowars MD Good Night Sleep today at Infowarsstore.com.
[02:05:54.269 --> 02:06:08.269]  Crashing through the lies and disinformation,
[02:06:08.269 --> 02:06:14.269]  it's Alex Jones coming to you live from the front lines of the Infowar.
[02:06:14.269 --> 02:06:15.269]  Good night.
[02:06:45.269 --> 02:07:00.269]  After seven years of violent revolution,
[02:07:00.269 --> 02:07:05.269]  our American founders were well aware that political factions were most often
[02:07:05.269 --> 02:07:08.269]  used to divide and conquer the people.
[02:07:08.269 --> 02:07:12.269]  And they knew that the republic they created would only last as long as the
[02:07:12.269 --> 02:07:15.269]  people could remain educated.
[02:07:15.269 --> 02:07:17.269]  In 1816, Thomas Jefferson wrote,
[02:07:17.269 --> 02:07:22.269]  if a nation expects to be ignorant and free in a state of civilization,
[02:07:22.269 --> 02:07:27.269]  it expects what never was and never will be.
[02:07:27.269 --> 02:07:31.269]  By the end of the civil war, the two-party system became the norm.
[02:07:31.269 --> 02:07:35.269]  The globalist system we face today was born.
[02:07:35.269 --> 02:07:40.269]  And the deliberate dumbing down of the American citizen began with our great,
[02:07:40.269 --> 02:07:44.269]  great grandparents. In the late 1800s,
[02:07:44.269 --> 02:07:50.269]  the Skinner Pavlovian method was brought into American schools by Johns Hopkins.
[02:07:50.269 --> 02:07:55.269]  These psychological methods allowed teachers the ability to program students'
[02:07:55.269 --> 02:08:00.269]  behavior in the same way that Pavlov did with dogs.
[02:08:00.269 --> 02:08:01.269]  In 1934,
[02:08:01.269 --> 02:08:06.269]  the Carnegie International Endowment for Peace published the report on the
[02:08:06.269 --> 02:08:08.269]  Commission on Social Studies,
[02:08:08.269 --> 02:08:13.269]  which explicitly stated the goal of eventually taking away people's land and
[02:08:13.269 --> 02:08:17.269]  noted that most people would obviously oppose this.
[02:08:17.269 --> 02:08:22.269]  The solution was to begin using the school system to recondition the minds of
[02:08:22.269 --> 02:08:25.269]  children. In 1976,
[02:08:25.269 --> 02:08:29.269]  the bicentennial year of the Declaration of Independence,
[02:08:29.269 --> 02:08:34.269]  124 congressmen signed the Declaration of Interdependence,
[02:08:34.269 --> 02:08:37.269]  which stated that two centuries ago,
[02:08:37.269 --> 02:08:40.269]  our forefathers brought forth a new nation.
[02:08:40.269 --> 02:08:45.269]  Now we must join with others to bring forth a new world order.
[02:08:45.269 --> 02:08:50.269]  And it pledged to give children special attention in distributing a common
[02:08:50.269 --> 02:08:53.269]  education to suit their goals.
[02:08:53.269 --> 02:08:55.269]  By the 1990s,
[02:08:55.269 --> 02:09:01.269]  this globalist dumbing down system was perfected and America began exporting it
[02:09:01.269 --> 02:09:06.269]  worldwide in what is known as outcome-based education.
[02:09:06.269 --> 02:09:08.269]  Starting in 2010,
[02:09:08.269 --> 02:09:12.269]  Common Core began in the United States.
[02:09:12.269 --> 02:09:17.269]  It outlined what students were expected to know at each grade level and enforced
[02:09:17.269 --> 02:09:20.269]  ways to assess those standards.
[02:09:20.269 --> 02:09:22.269]  Charlotte Isserby,
[02:09:22.269 --> 02:09:25.269]  author of The Deliberate Dumbing Down of America,
[02:09:25.269 --> 02:09:30.269]  has traced most of this agenda stemming from the order of skull and bones at
[02:09:30.269 --> 02:09:34.269]  Yale through both Republicans and Democrats,
[02:09:34.269 --> 02:09:37.269]  two wings of the same globalist bird,
[02:09:37.269 --> 02:09:43.269]  which understood that dumbed down people have a base desire for a simple
[02:09:43.269 --> 02:09:45.269]  dualistic choice.
[02:09:45.269 --> 02:09:47.269]  In 1953,
[02:09:47.269 --> 02:09:51.269]  the Rockefeller Foundation funded the robber's cave experiment,
[02:09:51.269 --> 02:09:56.269]  wherein 11 year old boys who thought they were signing up for summer camp were
[02:09:56.269 --> 02:10:01.269]  organized into two separate tribes and were manipulated into fighting each
[02:10:01.269 --> 02:10:02.269]  other,
[02:10:02.269 --> 02:10:06.269]  which was easily accomplished by having a single resource that the two groups
[02:10:06.269 --> 02:10:08.269]  competed for.
[02:10:08.269 --> 02:10:13.269]  The Henry Toshville experiments of the 1970s showed that by simply dividing
[02:10:13.269 --> 02:10:15.269]  people into two groups,
[02:10:15.269 --> 02:10:19.269]  they would naturally identify with their own group and discriminate against the
[02:10:19.269 --> 02:10:20.269]  other.
[02:10:20.269 --> 02:10:24.269]  The basic ego mind is constantly making preferences.
[02:10:25.269 --> 02:10:29.269]  No matter how you have an opinion about everything.
[02:10:29.269 --> 02:10:33.269]  And if you can keep the population dumb enough and give them two parties to
[02:10:33.269 --> 02:10:34.269]  choose from,
[02:10:34.269 --> 02:10:38.269]  they will innately identify with one and despise the other.
[02:10:38.269 --> 02:10:40.269]  This allows the globalist system,
[02:10:40.269 --> 02:10:46.269]  the cover they need to implement unpopular policies such as a central bank
[02:10:46.269 --> 02:10:48.269]  digital currency.
[02:10:48.269 --> 02:10:49.269]  While we,
[02:10:49.269 --> 02:10:51.269]  the people ignorantly fight each other,
[02:10:51.269 --> 02:10:52.269]  united,
[02:10:52.269 --> 02:10:54.269]  we stand divided.
[02:10:54.269 --> 02:10:58.269]  We fall and we've been falling for it for generations.
[02:10:58.269 --> 02:11:03.269]  The American people have been so thoroughly dumbed down that we think freedom
[02:11:03.269 --> 02:11:07.269]  is the ability to choose between two parties working for the same control
[02:11:07.269 --> 02:11:08.269]  system.
[02:11:08.269 --> 02:11:13.269]  And we have been made so weak that we are afraid to even discuss the option of
[02:11:13.269 --> 02:11:14.269]  violence,
[02:11:14.269 --> 02:11:17.269]  which is most often the only remedy for tyranny.
[02:11:17.269 --> 02:11:20.269]  But if we were an enlightened people,
[02:11:20.269 --> 02:11:25.269]  we could simply unite together as one and just say no to the tyrants.
[02:11:26.269 --> 02:11:33.269]  The answer to 1984 is 1776 reporting for info wars.
[02:11:33.269 --> 02:11:34.269]  This is Greg Reese.
[02:11:38.269 --> 02:11:41.269]  We're now well into the third hour here today.
[02:11:41.269 --> 02:11:43.269]  And I wanted to just say the cruise had a great job.
[02:11:43.269 --> 02:11:46.269]  I've been gone for a week and a half on the road is very stressful.
[02:11:46.269 --> 02:11:48.269]  We have a few technical difficulties,
[02:11:48.269 --> 02:11:50.269]  but that's special reporting to be seen anyway.
[02:11:50.269 --> 02:11:51.269]  So,
[02:11:51.269 --> 02:11:52.269]  um,
[02:11:52.269 --> 02:11:53.269]  it all works out in the end.
[02:11:53.269 --> 02:11:55.269]  I appreciate the crew putting up with me,
[02:11:55.269 --> 02:11:57.269]  a lot of stressful stuff going up,
[02:11:57.269 --> 02:11:58.269]  going on.
[02:11:58.269 --> 02:11:59.269]  So great job of the crew.
[02:11:59.269 --> 02:12:00.269]  Well,
[02:12:00.269 --> 02:12:02.269]  I wanted to get pastor Dave Scarlett back on the show,
[02:12:02.269 --> 02:12:03.269]  his glory.me.
[02:12:03.269 --> 02:12:04.269]  Uh,
[02:12:04.269 --> 02:12:07.269]  he reaches millions of millions of people every day with his glory ministry.
[02:12:07.269 --> 02:12:11.269]  And they felt led by the Lord to move to Texas in the last year to really focus
[02:12:11.269 --> 02:12:12.269]  on the border.
[02:12:12.269 --> 02:12:13.269]  So he's been down there a lot.
[02:12:13.269 --> 02:12:14.269]  They've made documentaries.
[02:12:14.269 --> 02:12:15.269]  They've had a bunch of special reports.
[02:12:15.269 --> 02:12:17.269]  They've aired some of those here.
[02:12:17.269 --> 02:12:18.269]  It's incredible footage.
[02:12:18.269 --> 02:12:19.269]  They've caught his glory.me,
[02:12:19.269 --> 02:12:20.269]  uh,
[02:12:20.269 --> 02:12:21.269]  is the URL,
[02:12:21.269 --> 02:12:22.269]  but it's great that,
[02:12:22.269 --> 02:12:23.269]  um,
[02:12:23.269 --> 02:12:24.269]  we got him on this week.
[02:12:24.269 --> 02:12:25.269]  We had an issue a few weeks ago,
[02:12:25.269 --> 02:12:27.269]  get him on for some stuff that came up with,
[02:12:27.269 --> 02:12:28.269]  with,
[02:12:28.269 --> 02:12:29.269]  um,
[02:12:29.269 --> 02:12:30.269]  myself that,
[02:12:30.269 --> 02:12:35.269]  that now you can come on and talk about all the latest developments that are
[02:12:35.269 --> 02:12:36.269]  coming out.
[02:12:36.269 --> 02:12:37.269]  The,
[02:12:37.269 --> 02:12:38.269]  the,
[02:12:38.269 --> 02:12:40.269]  the congressional reports confirming massive human trafficking,
[02:12:40.269 --> 02:12:44.269]  giving children to sex slavers and Obama.
[02:12:44.269 --> 02:12:45.269]  And that's who the new,
[02:12:45.269 --> 02:12:47.269]  the third administration of Obama,
[02:12:47.269 --> 02:12:48.269]  that's who controls Biden.
[02:12:48.269 --> 02:12:49.269]  The,
[02:12:49.269 --> 02:12:53.269]  the old Biden administration has said that they're not going to test the DNA
[02:12:53.269 --> 02:12:54.269]  of children.
[02:12:54.269 --> 02:12:55.269]  They're not going to check IDs.
[02:12:55.269 --> 02:12:56.269]  Whoever has a child,
[02:12:56.269 --> 02:12:57.269]  they've got them.
[02:12:57.269 --> 02:12:58.269]  They can just disappear.
[02:12:58.269 --> 02:13:03.269]  That is next level criminal to make sure these are faceless,
[02:13:03.269 --> 02:13:06.269]  soulless people in the globalist view who can be exploited.
[02:13:06.269 --> 02:13:07.269]  However,
[02:13:07.269 --> 02:13:08.269]  the new world war wants.
[02:13:08.269 --> 02:13:09.269]  And that ties into this video.
[02:13:09.269 --> 02:13:11.269]  And I want to ask pastor Scarlett about this,
[02:13:11.269 --> 02:13:12.269]  uh,
[02:13:12.269 --> 02:13:13.269]  Dave Scarlett,
[02:13:13.269 --> 02:13:14.269]  who's going to be here in just a minute.
[02:13:14.269 --> 02:13:15.269]  This is an info wars.com article.
[02:13:15.269 --> 02:13:16.269]  It's obviously a big story.
[02:13:16.269 --> 02:13:21.269]  We know there's a lot of news coming out of Ukraine about organ
[02:13:21.269 --> 02:13:22.269]  trafficking,
[02:13:22.269 --> 02:13:23.269]  uh,
[02:13:23.269 --> 02:13:24.269]  with the soldiers,
[02:13:24.269 --> 02:13:25.269]  the wounded soldiers,
[02:13:25.269 --> 02:13:26.269]  the dead soldiers,
[02:13:26.269 --> 02:13:29.269]  but also women and children charity worker caught trying to sell baby to
[02:13:29.269 --> 02:13:31.269]  organ harvesters in Ukraine.
[02:13:31.269 --> 02:13:33.269]  After paying the mother a thousand dollars,
[02:13:33.269 --> 02:13:35.269]  the mother believed the child was going to freedom and safety and that he
[02:13:35.269 --> 02:13:38.269]  would bring her later to Germany or Poland.
[02:13:38.269 --> 02:13:42.269]  And so he was about to sell the baby for $25,000 to have its organs
[02:13:43.269 --> 02:13:44.269]  harvested.
[02:13:44.269 --> 02:13:45.269]  Now you can say,
[02:13:45.269 --> 02:13:46.269]  is this real?
[02:13:46.269 --> 02:13:47.269]  Is this true?
[02:13:47.269 --> 02:13:48.269]  They're saying it is.
[02:13:48.269 --> 02:13:51.269]  They've signed a law in California and Virginia to keep babies alive for 20
[02:13:51.269 --> 02:13:54.269]  plus days and take their organs after they've been born because they can keep
[02:13:54.269 --> 02:13:55.269]  them alive down,
[02:13:55.269 --> 02:13:57.269]  get more money for every Oregon.
[02:13:57.269 --> 02:13:58.269]  So yes,
[02:13:58.269 --> 02:13:59.269]  this goes on.
[02:13:59.269 --> 02:14:00.269]  Yes,
[02:14:00.269 --> 02:14:01.269]  this is real.
[02:14:01.269 --> 02:14:02.269]  Yes,
[02:14:02.269 --> 02:14:03.269]  it's happening.
[02:14:03.269 --> 02:14:04.269]  So here's a quick clip of that.
[02:14:04.269 --> 02:14:05.269]  Uh,
[02:14:05.269 --> 02:14:07.269]  and then we'll go to pastor Dave to get his take on it.
[02:14:07.269 --> 02:14:08.269]  Here it is.
[02:14:08.269 --> 02:14:12.269]  Okay.
[02:14:38.269 --> 02:14:46.469]  Authorities don't trust anybody, and people came here because the students bothered them.
[02:14:47.330 --> 02:14:49.690]  Now it's all clear and the authorities agreed to stop the armed robberies
[02:14:49.690 --> 02:14:51.670]  because it will make it difficult for the students to pay their tuition fees.
[02:14:51.670 --> 02:14:53.230]  The results, though, show that one 80% truth.
[02:14:53.889 --> 02:14:59.070]  Yesterday I had a conversation with one student.
[02:14:59.070 --> 02:15:00.670]  When did they have the last conversation?
[02:15:00.670 --> 02:15:01.769]  Yesterday.
[02:15:01.769 --> 02:15:05.230]  What did he say?
[02:15:05.230 --> 02:15:07.830]  Well, he said we need aGRP license but he doesn't have one.
[02:15:07.830 --> 02:15:15.030]  Kamchatka is still alive but migrants continue to demand more quiero a regresar a Kamchatka
[02:15:15.030 --> 02:15:44.389]  in the epicenter.
[02:15:44.389 --> 02:15:46.710]  say, oh, that's just more Ukrainian propaganda.
[02:15:46.710 --> 02:15:47.549]  Well, they're not even claiming
[02:15:47.549 --> 02:15:49.070]  that the Russians were trying to do this.
[02:15:49.070 --> 02:15:51.549]  They're saying an aid worker,
[02:15:51.549 --> 02:15:52.910]  who's an official aid worker was doing this.
[02:15:52.910 --> 02:15:56.549]  We know that human trafficking is bigger than gambling,
[02:15:56.549 --> 02:15:57.389]  bigger than drugs.
[02:15:57.389 --> 02:15:58.590]  It is the commodity.
[02:15:58.590 --> 02:16:02.070]  And naive people that work regular jobs
[02:16:03.549 --> 02:16:05.549]  don't believe this is happening, but it is going on.
[02:16:05.549 --> 02:16:09.590]  And Pastor Dave Scarlett has really been fighting this
[02:16:09.590 --> 02:16:12.549]  for a while, and he's been all over the Texas,
[02:16:12.549 --> 02:16:13.990]  Arizona, you name it, border.
[02:16:14.030 --> 02:16:14.870]  It's glory.me.
[02:16:14.870 --> 02:16:15.830]  Thank you so much for joining us, sir.
[02:16:15.830 --> 02:16:17.870]  We had a technical difficulty, got you on late.
[02:16:17.870 --> 02:16:21.190]  But just your view on this, what's developing,
[02:16:21.190 --> 02:16:24.269]  and what's gonna happen as the world awakens
[02:16:24.269 --> 02:16:26.429]  to what's really happening.
[02:16:26.429 --> 02:16:28.269]  Yeah, first of all, thank you for having me, Alex,
[02:16:28.269 --> 02:16:30.070]  and thank you for standing up for truth.
[02:16:30.070 --> 02:16:33.189]  You've been a pioneer of the truth movement.
[02:16:33.189 --> 02:16:35.750]  What we're seeing, what we saw in Texas,
[02:16:35.750 --> 02:16:37.710]  and what we saw in Arizona,
[02:16:37.710 --> 02:16:40.470]  now with more public information coming out,
[02:16:40.470 --> 02:16:43.430]  even from Congress, saying that the United States government
[02:16:43.910 --> 02:16:45.590]  is the largest human trafficker out there.
[02:16:45.590 --> 02:16:48.550]  That was a big statement to make about three weeks ago.
[02:16:48.550 --> 02:16:50.390]  We saw that firsthand in Arizona.
