[00:00:00.817 --> 00:00:02.922]  We are drugged out!
[01:43:18.203 --> 01:43:23.450]  A unique natural formula designed to support the body's natural cleansing of yeast and fungal organisms.
[01:43:23.450 --> 01:43:26.233]  There's no better product to help your body fight back.
[01:43:26.233 --> 01:43:35.205]  MycoZX Plus helps support a healthy microbial balance in the body, supports your digestive tract, and addresses the intestinal yeast that can cause you problems if it goes unchecked.
[01:43:35.385 --> 01:43:47.230]  Powered by an impressive list of ingredients, including Grapefruit Seed Extract, Pau Darko Bark, and Grape Seed Extract, our formula is fueled by ingredients that stood the test of time as powerful micro-balancing properties.
[01:43:47.230 --> 01:43:52.052]  Pick up a bottle of the new and improved Micro ZX Plus today at InfoWarsLife.com.
[01:43:52.052 --> 01:43:53.713]  That's InfoWarsLife.com.
[01:43:57.230 --> 01:43:59.551]  Fueling your body is hard work.
[01:43:59.551 --> 01:44:05.334]  That's why we've introduced the InfoWars Life Daily Digestive Pack to help you fuel it right.
[01:44:05.334 --> 01:44:13.759]  Combine FloraLife Everyday Maintenance and Carnivore to help you fuel your gut and body and take advantage of the powerful nutrients you receive.
[01:44:13.759 --> 01:44:15.980]  There's no better way to power your body.
[01:44:16.520 --> 01:44:23.404]  Floralife is a powerful probiotic supplement with 20 of the most potent clinically studied probiotic strains.
[01:44:23.404 --> 01:44:33.871]  When paired with Carnivore, our incredible enzyme formula that helps you break down nutrients, these formulas fuel your gut and your body to help you fight toxins and stay fueled all day.
[01:44:34.551 --> 01:44:42.020]  These incredible formulas can help keep your body in tip-top shape in the fight against stress, age, and outside toxins.
[01:44:42.020 --> 01:44:48.167]  There's no better time to try Floralife and Carnivore to see how well they can support your body.
[01:44:48.167 --> 01:44:52.011]  Don't miss out on the chance to fuel your body and support recovery.
[01:44:52.011 --> 01:44:55.155]  Try the InfoWars Life Daily Digestive Pack today!
[01:44:58.030 --> 01:45:02.152]  We all know that the outside toxins in the water is a serious health issue.
[01:45:02.152 --> 01:45:09.215]  InfoWars is proud to sell incredible filters, but it's almost impossible to keep up with every faucet, shower, and sink in your home.
[01:45:09.215 --> 01:45:14.037]  That's why we're bringing you something to provide clean water for your whole house with one system.
[01:45:14.037 --> 01:45:21.920]  The ProPure Whole House Water Filtration System is an advanced, four-stage, compact filtration system that will provide
[01:45:21.920 --> 01:45:22.500]  We're good to go!
[01:45:43.277 --> 01:45:44.398]  All over your home.
[01:45:44.398 --> 01:45:57.163]  Head to InfowarsStore.com and whether it's your first water filtration purchase or you're looking to replace your current rundown systems, it's time to go big and go home with the Pro-Pure Whole House Filtration System today!
[01:45:58.283 --> 01:46:03.124]  As the years go by, it gets harder and harder to keep up with your body's nutritional needs.
[01:46:03.124 --> 01:46:12.046]  With changes in diet, unnatural ingredients, and stress, you may not be able to get all the necessary nutrients, amino acids, vitamins, and minerals needed daily.
[01:46:12.046 --> 01:46:17.406]  That's why InfoWars Life created the powerful Vitamin Mineral Fusion Formula.
[01:46:17.406 --> 01:46:25.648]  A new platinum standard of advanced multivitamin formulation, Vitamin Mineral Fusion uses a unique delivery system to maximize the effects
[01:46:25.768 --> 01:46:26.088]  I think so.
[01:47:00.844 --> 01:47:03.470]  You're listening to the Alex Jones Show!
[01:47:26.506 --> 01:47:32.388]  I want to explain something.
[01:47:32.388 --> 01:47:37.849]  I am not a tribalist person when it comes to what color you are.
[01:47:37.849 --> 01:47:39.350]  Or even your sexual persuasion.
[01:47:39.350 --> 01:47:44.212]  I think a lot of that sexual stuff, if you're an adult, can be very destructive.
[01:47:44.212 --> 01:47:45.272]  But I don't judge those people.
[01:47:47.591 --> 01:47:48.391]  Whatever they're into.
[01:47:48.391 --> 01:47:50.473]  God knows I've been a wild man myself.
[01:47:50.473 --> 01:47:52.754]  So, I'm not throwing stones here.
[01:47:52.754 --> 01:47:54.995]  Let he without sin cast first stone.
[01:47:54.995 --> 01:47:58.477]  But it doesn't mean that I don't know how stuff works.
[01:47:58.477 --> 01:48:04.020]  And... Islam is satanic.
[01:48:04.020 --> 01:48:06.181]  By every stretch of the imagination.
[01:48:06.181 --> 01:48:07.302]  It came out of nowhere.
[01:48:07.302 --> 01:48:09.503]  It was based on the slave trade at Medina.
[01:48:09.503 --> 01:48:11.284]  It invaded the planet.
[01:48:11.284 --> 01:48:13.986]  And now the evil forces of globalism are allied with it.
[01:48:20.540 --> 01:48:35.109]  That's the Al-Qaeda flag, by the way, right there, being taught in Europe and in Danish households.
[01:48:35.109 --> 01:48:36.731]  And I can see the whole globalist plan.
[01:48:36.731 --> 01:48:39.072]  They admit their plan.
[01:48:39.072 --> 01:48:44.996]  And the fact that YouTube, Google, Facebook, Twitter are blocking me, and I've been told
[01:48:46.638 --> 01:48:53.444]  You leave transsexualism alone, and you leave Islam alone, and you'll be able to operate however you want.
[01:48:53.444 --> 01:48:58.568]  I was told in off-record meetings, what do you want?
[01:48:58.568 --> 01:48:59.028]  Off-record.
[01:48:59.028 --> 01:49:03.532]  And the reason people have off-record meetings with me is unless it's illegal, it's off-record.
[01:49:03.532 --> 01:49:08.876]  And I was told by the New York Times, who sent an emissary of their senior people.
[01:49:08.876 --> 01:49:10.717]  I was told by the London Guardian.
[01:49:10.717 --> 01:49:12.459]  I was told by a National Democrat lawyer.
[01:49:17.520 --> 01:49:29.627]  And then I was told by other Democrat lawyers, and I was given messages directly from Soros a year ago, and they said, this is your last chance.
[01:49:29.627 --> 01:49:31.909]  You stop what you're doing, or we're going to destroy you.
[01:49:31.909 --> 01:49:35.711]  And I said, what are you going to do?
[01:49:35.711 --> 01:49:38.913]  They said, it'll all be through the legal system, which you know we can do.
[01:49:38.913 --> 01:49:40.134]  I said, I know what you can do.
[01:49:40.134 --> 01:49:41.555]  What do you want?
[01:49:41.555 --> 01:49:43.336]  They said, off record?
[01:49:43.336 --> 01:49:44.576]  Off record, who said it?
[01:49:44.576 --> 01:49:45.537]  I said, yeah, it's off record.
[01:49:45.537 --> 01:49:47.018]  I've been given the message even more than that now.
[01:49:48.797 --> 01:50:02.150]  Islam's good, accept it being brought in, the integration of Islam with the West, and do not talk about transsexuals.
[01:50:02.150 --> 01:50:06.315]  And I meant, and I expanded on that, I go, you mean, you mean just period?
[01:50:06.315 --> 01:50:08.317]  And they go, well, the whole thing.
[01:50:08.317 --> 01:50:12.280]  Which is the sexualization of children.
[01:50:13.251 --> 01:50:15.993]  Because if you can't even say the word, only they can.
[01:50:15.993 --> 01:50:17.234]  It's like the N-word.
[01:50:17.234 --> 01:50:20.817]  The media takes it where only black people can say it, which I don't want to say it, fine.
[01:50:20.817 --> 01:50:22.878]  But then, it becomes this power word.
[01:50:22.878 --> 01:50:27.882]  Well, now you can't say Google, Twitter, Facebook all called us last year.
[01:50:27.882 --> 01:50:29.784]  We recorded some of the phone calls for lawsuits.
[01:50:29.784 --> 01:50:31.605]  We even, you know, told them they're on record.
[01:50:31.605 --> 01:50:32.306]  They couldn't believe it.
[01:50:32.306 --> 01:50:34.207]  We're like, yeah, we're recording you.
[01:50:34.207 --> 01:50:37.069]  And they're like, you cannot, but everybody else can say it.
[01:50:37.069 --> 01:50:41.793]  Barry Diller can say it, Newsweek can say it, CNN can say it, and everybody else can say it.
[01:50:43.339 --> 01:50:45.360]  Talk about a new class system.
[01:50:45.360 --> 01:50:46.941]  But I can't say it.
[01:50:46.941 --> 01:50:49.483]  So they said, don't use the T word, use transsexual.
[01:50:49.483 --> 01:50:51.924]  And I said, just as a test, I'll do that.
[01:50:51.924 --> 01:50:55.567]  They banned those videos too.
[01:50:55.567 --> 01:50:57.648]  Imagine that cult power.
[01:50:57.648 --> 01:51:01.150]  Has nothing to do with the transsexuals, they're just a group they're using.
[01:51:01.150 --> 01:51:03.232]  To say you can't talk about it.
[01:51:03.232 --> 01:51:04.793]  I got a whole stack of news articles right here.
[01:51:05.543 --> 01:51:08.845]  Dozens of them from just people protesting Trump.
[01:51:08.845 --> 01:51:12.428]  Drag queens, trans, and queer people protest Trump in London.
[01:51:12.428 --> 01:51:13.289]  True Media Group.
[01:51:13.289 --> 01:51:14.289]  Liberal Group.
[01:51:14.289 --> 01:51:16.030]  Document Cam Shot Place for TV viewers.
[01:51:16.030 --> 01:51:18.792]  Right over here.
[01:51:18.792 --> 01:51:20.594]  Yeah, just zoom in right over here for me.
[01:51:20.594 --> 01:51:22.815]  This is the Document Cam Quadrant right here.
[01:51:22.815 --> 01:51:32.902]  So, they can say that, but our very video with almost the exact same headline banned yesterday.
[01:51:32.902 --> 01:51:33.603]  For the name!
[01:51:36.274 --> 01:51:38.114]  Look, you've got this Austin group.
[01:51:38.114 --> 01:51:39.675]  They call themselves tranny.
[01:51:39.675 --> 01:51:41.415]  That's a group they came up with.
[01:51:41.415 --> 01:51:45.416]  Even if I say I don't hate these people, and I don't, it doesn't matter.
[01:51:45.416 --> 01:51:53.138]  It is chosen by the community, like out of Kafka S 1984, that we feel offended by you using it, like the n-word, so you can't.
[01:51:53.138 --> 01:51:56.518]  And then the next word is father, mother, or best, or winner.
[01:51:56.518 --> 01:51:58.179]  Those words are all being banned.
[01:51:58.179 --> 01:51:59.839]  This is a takeover of language.
[01:52:01.325 --> 01:52:06.989]  Preschoolers discourage children... Preschool discourages children from saying best friend.
[01:52:06.989 --> 01:52:07.790]  Now they're banning it.
[01:52:07.790 --> 01:52:10.112]  CBS News.
[01:52:10.112 --> 01:52:15.756]  What it's like to be a drag queen while raising kids.
[01:52:15.756 --> 01:52:19.659]  See, they can all say drag queen for those words.
[01:52:19.659 --> 01:52:26.844]  These drag kids are proving it's never too soon to be fabulous.
[01:52:26.844 --> 01:52:30.427]  Drag queen story hours to teach kids.
[01:52:30.427 --> 01:52:30.767]  All this
[01:52:32.489 --> 01:52:36.111]  Letting an 8-year-old be a drag queen isn't progressive, it's child abuse.
[01:52:36.111 --> 01:52:38.452]  Well, that's what the examiner said.
[01:52:38.452 --> 01:52:41.213]  Now you can't use the word drag queen.
[01:52:41.213 --> 01:52:43.094]  Transgender lessons for 2-year-olds.
[01:52:43.094 --> 01:52:48.276]  Drag queens drafted into nursery schools teach children about sexual diversity.
[01:52:48.276 --> 01:52:51.118]  Yeah, nothing wrong going on there, Daily Mail.
[01:52:51.118 --> 01:52:54.879]  Cross-dressers and transsexuals gather at Trump protests in London.
[01:52:54.879 --> 01:52:56.060]  These are all positive.
[01:53:00.009 --> 01:53:01.329]  They're all pro.
[01:53:01.329 --> 01:53:04.090]  Here's Barry Diller, owns Newsweek now.
[01:53:04.090 --> 01:53:07.731]  Donald Trump to be met with mass drag queen protests when he visits Britain.
[01:53:07.731 --> 01:53:10.791]  I won't even read the terms they use here.
[01:53:10.791 --> 01:53:13.152]  But they use the Q word in all this in their article.
[01:53:13.152 --> 01:53:14.732]  If I use it, I'm banned immediately.
[01:53:14.732 --> 01:53:19.093]  But see, Barry Diller and Newsweek is royalty.
[01:53:19.093 --> 01:53:23.574]  They are allowed to use the words.
[01:53:25.222 --> 01:53:26.722]  It's the new royalty.
[01:53:26.722 --> 01:53:29.823]  And once the precedent's set, all language can be destroyed.
[01:53:29.823 --> 01:53:37.646]  The city of Austin is officially trying to rename the name of the city, saying that Stephen S. Austin was a racist.
[01:53:37.646 --> 01:53:41.927]  Meanwhile, there are Islamic countries literally selling women and children to sex slavery.
[01:53:41.927 --> 01:53:46.869]  No one's reporting on it.
[01:53:46.869 --> 01:53:49.850]  So that's where I come from on this.
[01:53:49.850 --> 01:53:50.530]  Here's another one.
[01:53:50.530 --> 01:53:53.671]  Drag queen, trans, and queer people protest Trump in London.
[01:53:54.631 --> 01:53:57.292]  Gay star news.
[01:53:57.292 --> 01:54:01.355]  Now, why do I show you this?
[01:54:01.355 --> 01:54:06.877]  Drag queens and kings organized rally to oppose Donald Trump in UK.
[01:54:06.877 --> 01:54:08.738]  Meet the drag queens protesting Donald Trump.
[01:54:08.738 --> 01:54:10.939]  I'm going to visit.
[01:54:10.939 --> 01:54:12.120]  On and on and on.
[01:54:12.120 --> 01:54:13.621]  But what did they tell us?
[01:54:13.621 --> 01:54:15.582]  I'm going to show you right here.
[01:54:15.582 --> 01:54:22.926]  They said, you don't use any of those terms and you don't report on it because the community doesn't like it.
[01:54:23.823 --> 01:54:25.803]  That's Southern Poverty Law Center flaggers.
[01:54:25.803 --> 01:54:27.184]  Please review the community standards.
[01:54:27.184 --> 01:54:39.606]  And they took down our video that simply shows the demonstrations crossdressers and transsexuals gather at Trump protests in London.
[01:54:39.606 --> 01:54:48.607]  And then those are the names of the groups they use, but we aren't even allowed to report what's going on.
[01:54:48.607 --> 01:54:50.128]  You see how that works?
[01:54:50.128 --> 01:54:51.208]  And then here's our article on it.
[01:54:52.981 --> 01:55:11.720]  This goes on in public, city streets, and then we simply say, here it is, look at it, and politically people in the streets, in the West say, you don't have speech, we're gonna bar you because you dare even show what we're saying.
[01:55:12.825 --> 01:55:14.626]  And what we're doing.
[01:55:14.626 --> 01:55:19.289]  You talk about discrimination, you talk about all this, and that's where the N-word comes in.
[01:55:19.289 --> 01:55:26.032]  Because once they set the precedent that if you're not white, you can use the N-word, I find it offensive when anybody uses it, but you've got a right to use it.
[01:55:26.032 --> 01:55:34.817]  I remember growing up in Dallas, playing sports, about half my friends were black.
[01:55:34.817 --> 01:55:38.039]  And most of them were Christian, you know, upstanding folks.
[01:55:38.039 --> 01:55:40.260]  I found them to be more moral than most of the white people I knew.
[01:55:41.783 --> 01:55:46.567]  But then I'd be over at their house or something, their cousin would come over, and they'd be using n-word, this or that.
[01:55:46.567 --> 01:55:52.171]  I remember one of my friend's moms coming in and saying, you shut your mouth and don't use that word.
[01:55:52.171 --> 01:55:55.293]  And her throwing him out of the house.
[01:55:55.293 --> 01:55:58.055]  The cousin that visited because he was using it.
[01:55:58.055 --> 01:56:03.199]  But that was 35 years ago.
[01:56:03.199 --> 01:56:04.500]  Very offensive.
[01:56:04.500 --> 01:56:06.762]  But you know what?
[01:56:06.762 --> 01:56:08.043]  Somebody's got the right to use it.
[01:56:09.807 --> 01:56:19.249]  And people have a right to say it's wrong, but now it's... I'm not afraid of them banning me.
[01:56:19.249 --> 01:56:20.709]  I'm not going to play their game.
[01:56:20.709 --> 01:56:21.369]  The key word.
[01:56:21.369 --> 01:56:23.210]  They go, we have the recordings.
[01:56:23.210 --> 01:56:28.531]  They go, we want you to use transsexual or drag queen.
[01:56:28.531 --> 01:56:31.131]  And we're like, okay, we'll play that game.
[01:56:31.131 --> 01:56:34.812]  And sure enough, a year later, we got three recordings.
[01:56:34.812 --> 01:56:38.133]  Facebook, Twitter, and YouTube calling us
[01:56:39.995 --> 01:56:44.637]  Saying, you will not use this or you will be banned.
[01:56:44.637 --> 01:56:45.698]  And we got recordings.
[01:56:45.698 --> 01:56:48.779]  And now, a year later, they're saying, now don't use that word.
[01:56:48.779 --> 01:56:50.880]  God, what words can we use here?
[01:56:50.880 --> 01:56:54.962]  But again, that's the power of the control.
[01:56:54.962 --> 01:57:02.206]  And don't show ABC News and Yahoo News of some punk kid punching an adult in the face over and over again and getting pushed to the ground.
[01:57:02.206 --> 01:57:04.747]  Because we're going to say, you did it!
[01:57:04.747 --> 01:57:05.848]  We're going to defame you!
[01:57:07.796 --> 01:57:12.342]  And then we're not even going to show the video and thousands of articles about you.
[01:57:12.342 --> 01:57:17.228]  That shows the organized criminal activity in corporate media.
[01:57:18.683 --> 01:57:24.648]  And the fact that they've got armies of people for a paycheck that'll lie and take the press release and rewrite it for their newspaper.
[01:57:24.648 --> 01:57:27.511]  It's all the same plagiarized article everywhere.
[01:57:27.511 --> 01:57:30.853]  Just like they said Trump hates Mexicans and says they're all rapists and criminals.
[01:57:30.853 --> 01:57:32.395]  There's no video, there's no audio.
[01:57:32.395 --> 01:57:33.896]  He never said it!
[01:57:33.896 --> 01:57:39.261]  But they don't care because they're an organized pack of criminal liars.
[01:57:39.261 --> 01:57:44.945]  And they use the trans community and others and black folks, you name it, as just a set piece to make them look good.
[01:57:44.945 --> 01:57:45.326]  That's all.
[01:57:47.495 --> 01:57:49.836]  InfoWars Life is launching its newest product.
[01:57:49.836 --> 01:57:51.976]  We're really, really proud of it.
[01:57:51.976 --> 01:57:55.917]  It's a best source prebiotic fiber.
[01:57:55.917 --> 01:58:07.420]  And it's got the very best concentrated fibers from berries and fruits and other compounds that have been known to be the very best for your body and for regularity and so much more.
[01:58:07.420 --> 01:58:16.523]  And it synergistically works with our 50 billion live active culture floraLife as well as MycoZx that targets the yeast, the mold, and the funguses in the gut.
[01:58:17.003 --> 01:58:22.785]  So this is the time to take advantage of getting this new incredible fiber product and these other products.
[01:58:22.785 --> 01:58:28.226]  You get them separately or together and make really, really big savings and get high quality products at the same time.
[01:58:28.226 --> 01:58:30.487]  And I'm doing this to introduce these products to you.
[01:58:30.487 --> 01:58:31.628]  Buy these!
[01:58:31.628 --> 01:58:32.508]  Sold out in a month!
[01:58:33.519 --> 01:58:36.803]  Uh, strongest concentrated turmeric formula we could come up with.
[01:58:36.803 --> 01:58:38.826]  It sold out for another month and a half.
[01:58:38.826 --> 01:58:42.150]  We sold it at 50% off till it sold out.
[01:58:42.150 --> 01:58:44.673]  And I think it's gonna be the same way with this fiber.
[01:58:44.673 --> 01:58:46.916]  Get yours today at fullwarslife.com.
[01:58:49.201 --> 01:58:53.905]  You deserve a deep restful sleep with Knockout by InfoWars Life.
[01:58:53.905 --> 01:59:04.313]  Our organic formula is made from high quality natural ingredients such as valerian root extract, L-tryptophan, lemon balm leaf extract, and melatonin.
[01:59:05.214 --> 01:59:10.015]  Knockout packs a powerful punch to get you through the night and achieve proper sleep.
[01:59:10.015 --> 01:59:18.417]  Millions of people around the world experience daytime drowsiness, but with the rapid speed of life, we need to be able to keep up the pace.
[01:59:18.417 --> 01:59:26.119]  Our natural mixture harnesses the power of 10 known ingredients to let your body relax and get the sleep you need.
[01:59:26.119 --> 01:59:28.079]  Wake up refreshed and take on the day.
[01:59:28.579 --> 01:59:36.505]  InfoWarsLife wants to bring you a sleep support formula that goes above and beyond other leading brands at an affordable price.
[01:59:36.505 --> 01:59:40.188]  Get the sleep you deserve and experience the power of knockout.
[01:59:40.188 --> 01:59:44.572]  Head on over to InfoWarsLife.com and say goodbye to fatigue.
[01:59:44.572 --> 01:59:51.858]  That's InfoWarsLife.com.
[01:59:51.858 --> 01:59:54.500]  You're listening to the Alex Jones Show.
[02:00:00.106 --> 02:00:02.767]  Waging war on corruption.
[02:00:02.767 --> 02:00:08.430]  It's Alex Jones, coming to you live from the front lines of the Infowar.
[02:00:08.430 --> 02:00:19.515]  Alright, I got a former FBI agent, Marine, and Patriot, who's really been at the forefront of exposing John Brennan's conversion to Islam, communism, all of it.
[02:00:19.515 --> 02:00:23.257]  He's popping in, we'll continue with calls after that.
[02:00:23.257 --> 02:00:28.480]  But, I mean, when you realize that the globalists are a bunch of big megabanks, and then a bunch of losers,
[02:00:29.895 --> 02:00:32.095]  They just hate success.
[02:00:32.095 --> 02:00:34.156]  And they just hate normal people.
[02:00:34.156 --> 02:00:38.236]  Because a normal person, you know, isn't into all this weird crap.
[02:00:38.236 --> 02:00:40.137]  So, he's coming up right now.
[02:00:40.137 --> 02:00:46.098]  Let's go to Chase in California, and then Alex and Willie and Doug and Adrian and Brian and Rick and Ben and others.
[02:00:46.098 --> 02:00:47.798]  Chase, thanks for holding her on the air worldwide.
[02:00:47.798 --> 02:00:49.538]  Go ahead.
[02:00:49.538 --> 02:00:51.339]  Hey, thanks for taking my call, Alex.
[02:00:51.339 --> 02:00:53.539]  Chase Patriot from Frontlines, California.
[02:00:53.539 --> 02:00:58.620]  Now, this is the perfect nexus, I believe, for Congressman Nunes.
[02:00:59.241 --> 02:01:03.627]  InfoWars and my situation, this internet censorship.
[02:01:03.627 --> 02:01:05.911]  I've been getting hit on YouTube, I've been finding out.
[02:01:05.911 --> 02:01:11.018]  Now, I've just been doing the reporter challenge for you, so I set up an account on YouTube.
[02:01:11.559 --> 02:01:13.241]  It started out on fire.
[02:01:13.241 --> 02:01:16.024]  I was putting on reports like every day.
[02:01:16.024 --> 02:01:17.705]  I was getting new subscribers every day.
[02:01:17.705 --> 02:01:19.688]  Yeah, well let's be specific.
[02:01:19.688 --> 02:01:22.170]  YouTube, Facebook, and Twitter for five years.
[02:01:22.170 --> 02:01:23.812]  Anybody Christian or conservative.
[02:01:23.812 --> 02:01:25.774]  You even do milquetoast reports.
[02:01:25.774 --> 02:01:28.336]  Christian sites that just pray to Jesus are being banned.
[02:01:30.018 --> 02:01:34.701]  Google and Apple have banned Christian holidays off their calendars.
[02:01:34.701 --> 02:01:37.503]  They've banned them at their campuses.
[02:01:37.503 --> 02:01:38.824]  So yes, sir.
[02:01:38.824 --> 02:01:39.224]  Absolutely.
[02:01:39.224 --> 02:01:42.786]  That's what I'm saying is I'm the big enchilada, and I'm not bragging.
[02:01:42.786 --> 02:01:46.228]  When they're able to bring me down, next is the really big enchilada.
[02:01:46.228 --> 02:01:49.130]  Matt Drudge in Fox News.
[02:01:49.130 --> 02:01:53.453]  So normally what I'm doing is I'm talking about the Declaration of Independence.
[02:01:53.453 --> 02:01:54.914]  I'm talking about the Bill of Rights.
[02:01:55.598 --> 02:02:01.583]  And I'm trying to tell people to contact their congressman if they feel something's going on, so that's what I did.
[02:02:01.583 --> 02:02:08.949]  And so, you know, you gave me the courage to make these videos, and every one of them I put, ChaseThePatriotForInfoWars.com, right?
[02:02:08.949 --> 02:02:20.159]  And so, when they see that, I know I'm in their algorithm, and then all of a sudden I started to see my views significantly be dropped, and also I have cousins from all over, and we had a family reunion,
[02:02:20.563 --> 02:02:25.805]  And then I find out they're not getting my notifications just like anyone else that's been getting these shadow bans.
[02:02:25.805 --> 02:02:34.068]  So I contact, I call my representative is Congressman Nunes and I let him know that I want to be, you know, my, I want my rights defended.
[02:02:34.068 --> 02:02:35.308]  I want to know what we can do.
[02:02:35.308 --> 02:02:39.790]  So I made contact with his office and it just shows the power of InfoWars.
[02:02:39.790 --> 02:02:45.892]  Here I am an ordinary patriot from Tulare, California, but I can take action and I can make change.
[02:02:46.502 --> 02:02:50.726]  So, you know, again, thank you for letting me start Chase the Patriot.
[02:02:50.726 --> 02:02:52.227]  I really hope you look at my videos.
[02:02:52.227 --> 02:02:53.408]  Brother, I've been seeing them.
[02:02:53.408 --> 02:02:54.169]  We appreciate you.
[02:02:54.169 --> 02:02:55.190]  But that's the deal.
[02:02:55.190 --> 02:02:57.152]  Nunes and all them are busy.
[02:02:57.152 --> 02:02:58.553]  And that's why they're smart people.
[02:02:58.553 --> 02:02:59.374]  We get them reports.
[02:02:59.374 --> 02:03:00.155]  We call them.
[02:03:00.155 --> 02:03:02.136]  They hear from citizens what's happening.
[02:03:02.136 --> 02:03:03.818]  Everybody's got to call Congress.
[02:03:03.818 --> 02:03:06.040]  Why do you think they're trying to totally ban me now?
[02:03:06.040 --> 02:03:10.945]  Because I'm trying to rally people to get out there and explain how you've been the
[02:03:11.665 --> 02:03:13.167]  Censored by these monsters.
[02:03:13.167 --> 02:03:14.188]  That's what I'm saying.
[02:03:14.188 --> 02:03:18.952]  It's literal Chinese communist level censorship.
[02:03:18.952 --> 02:03:20.274]  Come to America.
[02:03:20.274 --> 02:03:22.776]  And as conservatives, we don't bitch and complain.
[02:03:22.776 --> 02:03:25.178]  We just are used to being discriminated against.
[02:03:25.178 --> 02:03:26.660]  But this is the big push.
[02:03:26.660 --> 02:03:27.841]  And now Trump is aware of it.
[02:03:27.841 --> 02:03:28.422]  Where's his tweet?
[02:03:29.189 --> 02:03:30.129]  Let me show you.
[02:03:30.129 --> 02:03:33.810]  He says, Twitter, shadow banning, prominent Republicans not good.
[02:03:33.810 --> 02:03:36.591]  We'll look into this discriminatory legal practice at once.
[02:03:36.591 --> 02:03:38.031]  Many complaints.
[02:03:38.031 --> 02:03:41.132]  So, and look, Ted Cruz, you know, he gave me a backhanded support.
[02:03:41.132 --> 02:03:45.233]  He said, you know, Jones says my dad killed JFK.
[02:03:45.233 --> 02:03:48.354]  But still, I don't think Facebook should be able to cut him off and say what's free speech.
[02:03:48.354 --> 02:03:51.034]  Well, sir, I didn't say that.
[02:03:51.034 --> 02:03:52.195]  I like your voting record.
[02:03:52.195 --> 02:03:54.535]  I really respected you until you lied about Trump.
[02:03:54.535 --> 02:03:56.556]  And then you pulled a bunch of side deals.
[02:03:57.637 --> 02:03:57.997]  We're good to go.
[02:04:18.177 --> 02:04:18.938]  So don't be ashamed of it.
[02:04:33.114 --> 02:04:40.263]  Absolutely folks, they fear you ahead of this ramp up of censorship in the midterms, getting in there and Trump making it a campaign issue.
[02:04:40.263 --> 02:04:45.570]  It's the truth, it's constitutional, it's a winning issue, and it's critical to do it to save free speech.
[02:04:45.570 --> 02:04:51.056]  So let's go crazy like chickens with their heads cut off about all the shadow banning and censorship you're under.
[02:04:51.056 --> 02:04:52.138]  Let's take it serious!
[02:04:56.462 --> 02:04:58.805]  Fueling your body is hard work.
[02:04:58.805 --> 02:05:04.572]  That's why we've introduced the InfoWars Life Daily Digestive Pack to help you fuel it right.
[02:05:04.572 --> 02:05:13.022]  Combine FloraLife Everyday Maintenance and Carnivore to help you fuel your gut and body and take advantage of the powerful nutrients you receive.
[02:05:13.022 --> 02:05:15.244]  There's no better way to power your body.
[02:05:15.745 --> 02:05:22.652]  Floralife is a powerful probiotic supplement with 20 of the most potent clinically studied probiotic strains.
[02:05:22.652 --> 02:05:33.802]  When paired with Carnivore, our incredible enzyme formula that helps you break down nutrients, these formulas fuel your gut and your body to help you fight toxins and stay fueled all day.
[02:05:33.802 --> 02:05:40.729]  These incredible formulas can help keep your body in tip-top shape in the fight against stress, age, and outside toxins.
[02:05:41.249 --> 02:05:47.399]  There's no better time to try Floralife and Carnivore to see how well they can support your body.
[02:05:47.399 --> 02:05:51.245]  Don't miss out on the chance to fuel your body and support recovery.
[02:05:51.245 --> 02:05:54.389]  Try the InfoWars Life Daily Digestive Pack today!
[02:06:25.572 --> 02:06:32.039]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[02:06:32.039 --> 02:06:34.382]  You're listening to Alex Jones.
[02:06:40.814 --> 02:06:42.295]  We're back live, ladies and gentlemen.
[02:06:42.295 --> 02:06:44.797]  At the bottom of the hour, we'll continue with your phone calls.
[02:06:44.797 --> 02:06:53.683]  Alex Jones here, covering what's happening with our republic, the battle to return our republic back to control of our own government and our own people, and that's what President Trump is leading.
[02:06:53.683 --> 02:07:05.592]  Joining us is John Gondolo, frequent guest on Fox News, you name it, very respected former FBI agent, also veteran, and he is the author of the book Raising a Jihadi Generation, the book
[02:07:06.272 --> 02:07:11.874]  Can be purchased at his website, understandingthethreat.com or at amazon.com.
[02:07:11.874 --> 02:07:17.215]  And he joins us, again, a counter-terrorism expert, former leading FBI agent, and all of this.
[02:07:17.215 --> 02:07:23.757]  But what he really has is courage, because I can tell you right now, I know a lot of FBI agents.
[02:07:23.757 --> 02:07:26.478]  Growing up, I knew a lot of FBI agents.
[02:07:26.478 --> 02:07:29.919]  And they're patriots, on average.
[02:07:29.919 --> 02:07:31.139]  Very patriotic.
[02:07:31.139 --> 02:07:33.480]  I'd say Christian, conservative, whatever you want to say.
[02:07:33.480 --> 02:07:34.040]  Very dedicated.
[02:07:35.052 --> 02:07:38.593]  And when I criticize Mueller or any of these people, they go, oh, you hate the FBI.
[02:07:38.593 --> 02:07:39.474]  That's not what Trump's doing.
[02:07:39.474 --> 02:07:44.936]  We hate the Democrat operatives that are in there that have been caught doing all this crazy stuff.
[02:07:44.936 --> 02:07:50.138]  And I'm just putting that up front because they misrepresent it every time and they misrepresent what Trump says, what I say.
[02:07:50.138 --> 02:07:55.700]  But I remember like five years ago, reading about Brennan when he was heading up the CIA for Obama.
