[00:00.000 --> 00:02.000]  You
[1:41:46.700 --> 1:41:50.860]  But Biden does it and there's crickets, ladies and gentlemen.
[1:41:50.860 --> 1:41:54.820]  This or as Elon Musk puts it.
[1:41:54.820 --> 1:41:59.300]  And by the way, there's a reason why the Biden administration is ignoring Elon Musk.
[1:41:59.300 --> 1:42:02.100]  He's still sleeping.
[1:42:02.100 --> 1:42:09.060]  Musk mocks Biden for ignoring SpaceX's historic all civilian orbital mission.
[1:42:09.060 --> 1:42:15.100]  In the wake of the inspiration for private orbital mission success, SpaceX CEO Elon
[1:42:15.100 --> 1:42:19.740]  Musk offered a snarky reply when asked why President Joe Biden was ignoring the feat
[1:42:19.740 --> 1:42:27.140]  when even his competitors had celebrated the achievement and Musk said he's still sleeping.
[1:42:27.140 --> 1:42:30.980]  But yeah, the Biden administration doesn't want to recognize Elon Musk because he's not
[1:42:30.980 --> 1:42:32.340]  for government tyranny.
[1:42:32.340 --> 1:42:34.820]  He's not for vaccine mandates.
[1:42:34.820 --> 1:42:36.340]  He's his own man.
[1:42:36.340 --> 1:42:40.060]  He doesn't want to be holding to any globalist forces.
[1:42:40.060 --> 1:42:41.700]  He's come out against the COVID tyranny.
[1:42:41.700 --> 1:42:43.980]  He's come out against the government tyranny.
[1:42:43.980 --> 1:42:50.840]  And you know, he is actually legitimately exploring space and innovating for the people.
[1:42:50.840 --> 1:42:54.860]  Not for the globalists, not for the elite, but for the people.
[1:42:54.860 --> 1:42:58.780]  So let's see if Elon Musk doesn't get more hardcore in the coming months or weeks or
[1:42:58.780 --> 1:42:59.780]  years.
[1:42:59.780 --> 1:43:03.500]  Finally, vitamin D3 and vitamin K that are both essential are getting the respect and
[1:43:03.500 --> 1:43:05.260]  the attention they deserve.
[1:43:05.260 --> 1:43:06.260]  We've got a great product.
[1:43:06.260 --> 1:43:08.580]  It's been out for six years, winter sun.
[1:43:08.580 --> 1:43:12.500]  Long before the big crisis came along, we were there saying, this is high quality.
[1:43:12.500 --> 1:43:13.500]  This will make you healthy.
[1:43:13.500 --> 1:43:15.020]  This will be better for you and your family.
[1:43:15.020 --> 1:43:19.820]  But what else doesn't get attention and needs to be looked at is vitamin B12.
[1:43:19.820 --> 1:43:20.820]  It is just as essential.
[1:43:20.820 --> 1:43:25.660]  It is just as important and it is amazing and it's not just about your immune system.
[1:43:25.660 --> 1:43:28.100]  It's about every part of your body.
[1:43:28.100 --> 1:43:33.020]  It's really a hormone and it's what your building blocks of your entire body operate
[1:43:33.020 --> 1:43:34.020]  off of.
[1:43:34.020 --> 1:43:36.380]  So these vitamins are essential.
[1:43:36.380 --> 1:43:40.980]  Vitamin D3 and of course vitamin B12 go together like a horse and carriage.
[1:43:40.980 --> 1:43:41.980]  Do your own research.
[1:43:41.980 --> 1:43:45.300]  We've got the highest grades you're going to find out there and they're taken under
[1:43:45.300 --> 1:43:46.300]  the tongue.
[1:43:46.300 --> 1:43:50.460]  It's key to put it under the tongue for about a minute and let it sit so your blood vessels
[1:43:50.460 --> 1:43:51.460]  absorb it.
[1:43:51.460 --> 1:43:57.820]  They're both available 50% off at mforestore.com together or by themselves at 50% off at 25%
[1:43:57.820 --> 1:43:58.820]  off.
[1:43:58.820 --> 1:44:03.540]  I've been fighting as hard as I can for almost 28 years against the globalist.
[1:44:03.540 --> 1:44:05.580]  I wanted to stop their agenda.
[1:44:05.580 --> 1:44:11.300]  I wanted to wake up the world and stop them dead in their tracks before they went operational.
[1:44:11.300 --> 1:44:12.300]  We failed.
[1:44:12.300 --> 1:44:13.300]  Yes.
[1:44:13.300 --> 1:44:14.300]  A lot of people are awake.
[1:44:14.300 --> 1:44:15.300]  Yes.
[1:44:15.300 --> 1:44:19.500]  We're not getting caught flat footed, but they are going ahead with their full operational
[1:44:19.500 --> 1:44:21.900]  deindustrialization great reset.
[1:44:21.900 --> 1:44:26.180]  And that's why it's more important than ever that all viewers and all listeners tell everybody
[1:44:26.180 --> 1:44:30.780]  they know about the show because people are ready to wake up and ready to hear the truth.
[1:44:30.780 --> 1:44:34.100]  So we've got an information warfare of the enemy and try to stop their agenda and we've
[1:44:34.100 --> 1:44:37.900]  also got to get personally prepared and one of the number one things to do is high quality
[1:44:37.900 --> 1:44:43.620]  storeable food, you got the best food ready to ship at very affordable prices at mforestore.com.
[1:44:43.620 --> 1:44:47.620]  So whether it's a month or a six month or a year supply or specialty diets, it's ready
[1:44:47.620 --> 1:44:49.020]  to ship right now.
[1:44:49.020 --> 1:44:53.980]  Lock your orders in before food prices go up and before there are long lines and waits
[1:44:53.980 --> 1:44:56.460]  because believe me, serious times are coming.
[1:44:56.460 --> 1:45:00.140]  Get ready at mforestore.com.
[1:45:00.140 --> 1:45:03.540]  I don't like coming to you and saying this could be our last broadcast.
[1:45:03.540 --> 1:45:07.740]  Hell, I've been on there 27 years and only the last year or so have I said that.
[1:45:07.740 --> 1:45:10.980]  But let me tell you, the new world order is breathing down our neck.
[1:45:10.980 --> 1:45:14.060]  The big globalist publications are coming after us and they're doing everything they
[1:45:14.060 --> 1:45:15.380]  can to shut us down.
[1:45:15.380 --> 1:45:19.700]  So please pray to keep info wars on the air and please support the local station you're
[1:45:19.700 --> 1:45:20.700]  listening to as well.
[1:45:20.700 --> 1:45:26.780]  At the same time, go to infowarstore.com while you still can and get a book, get a film,
[1:45:26.780 --> 1:45:31.700]  get a t-shirt, get some supplements because it's that money that helps us stay on air
[1:45:31.700 --> 1:45:33.180]  in the face of this thing.
[1:45:33.180 --> 1:45:35.300]  I need your help more than ever now.
[1:45:35.300 --> 1:45:39.660]  I want to keep fighting the globalist, but I can't do it if you don't support us.
[1:45:39.660 --> 1:45:45.020]  So pray for us, word of mouth, tell folks about the broadcast however you can, and buy great
[1:45:45.020 --> 1:45:50.300]  products that will enrich you and your family's lives every day at infowarstore.com, whether
[1:45:50.300 --> 1:45:55.700]  it's high quality coffee or supplements or books or films, all of it nurtures the soul,
[1:45:55.700 --> 1:45:59.860]  all of it empowers humanity, all of it is pro-human and pro-God.
[1:45:59.860 --> 1:46:00.860]  Thank you so much.
[1:46:00.860 --> 1:46:05.500]  We're already halfway through September 2021.
[1:46:05.500 --> 1:46:06.500]  It's just incredible.
[1:46:06.500 --> 1:46:11.460]  And now the world is waking up that info wars was the tip of the spear and was dead on.
[1:46:11.460 --> 1:46:14.660]  That's why it's more important than ever to keep us on air and I thank you all for your
[1:46:14.660 --> 1:46:19.100]  support, your prayers and your word of mouth that is key to circumvent and override the
[1:46:19.100 --> 1:46:25.140]  sensors and to get great products at infowarstore.com at the same time that are 50% off that make
[1:46:25.140 --> 1:46:29.420]  you healthier, wiser and overall a stronger immune system.
[1:46:29.420 --> 1:46:34.560]  We have winter sun, 50% off, vitamin D3, back in stock, we have ultra 12, high quality
[1:46:34.560 --> 1:46:38.140]  vitamin B12, take another tongue again, back in stock, 50% off, we have our incredibly
[1:46:38.140 --> 1:46:42.660]  strong turmeric extract concentrate, back in stock, 50% off, we have our great sleep
[1:46:42.660 --> 1:46:47.700]  aid, knockout, back in stock, infowarstore.com and the hair and beard formula for men, it's
[1:46:47.700 --> 1:46:54.260]  also great for women, it's really a multi-vitamin, back in stock, all 50% off at infowarstore.com.
[1:46:54.260 --> 1:46:57.420]  We can't stay on air without you, please continue to support us.
[1:46:57.420 --> 1:47:04.420]  I want to thank you from the bottom of my heart, plus these are great products, please
[1:47:27.420 --> 1:47:33.980]  your host, Owen Troyer.
[1:47:33.980 --> 1:47:41.660]  And the legend continues, ladies and gentlemen, the legend of info wars.
[1:47:41.660 --> 1:47:51.460]  Here we are still live, 20 plus years fighting the globalist, I'm going on 6 years here myself
[1:47:51.460 --> 1:47:57.580]  and what an honor and a privilege it is to have this audience and have this platform
[1:47:57.580 --> 1:48:02.620]  and still be live despite all the attacks against us, which are just far reaching, you
[1:48:02.620 --> 1:48:07.100]  know most of it and the censorship as well.
[1:48:07.100 --> 1:48:12.740]  Let's get into this stack of news over here, again we have a renowned doctor joining us
[1:48:12.740 --> 1:48:20.020]  coming up, Dr. Brian Artist in studio and we'll just get into the latest with COVID and the
[1:48:20.020 --> 1:48:24.460]  vaccines and everything, you know, it'll echo everything else you've heard from all the
[1:48:24.460 --> 1:48:28.940]  great doctors we've had on here live discussing this with the mainstream media won't tell
[1:48:28.940 --> 1:48:34.140]  you because they're owned by big pharma, kind of like our politicians.
[1:48:34.140 --> 1:48:39.220]  But let's look at some of these other stories developing.
[1:48:39.220 --> 1:48:44.540]  From the national file, George Soros funds the Bush Clinton Obama group pushing for Afghan
[1:48:44.540 --> 1:48:49.020]  migrants, former presidents Clinton, Bush and Obama and failed presidential candidate
[1:48:49.020 --> 1:48:53.620]  Hillary Clinton are serving as honorary co-chairs of an organization to support the welcoming
[1:48:53.620 --> 1:48:58.100]  of Afghan migrants into the United States of America following the U.S. defeat to the
[1:48:58.100 --> 1:49:00.780]  Taliban and failed evacuation.
[1:49:00.780 --> 1:49:07.580]  The organization welcomes welcome.us is funded by socialist billionaire George Soros's Open
[1:49:07.580 --> 1:49:16.460]  Society Foundations as the late great George Carlin said, it's a big club and you ain't
[1:49:16.460 --> 1:49:17.460]  in it.
[1:49:17.460 --> 1:49:25.100]  By the way, Jason Whitlock, who's also a TV show host, I believe it was, he was a guest
[1:49:25.100 --> 1:49:31.060]  on either Tucker, or maybe it was Cudlow, I'm just all the media I'm consuming is merging
[1:49:31.060 --> 1:49:32.660]  in my brain.
[1:49:32.660 --> 1:49:37.540]  He went on and called Joy Reid a satanic priestess of the New World Order.
[1:49:37.540 --> 1:49:43.660]  Folks, that's like mainstream media people now saying this stuff.
[1:49:43.660 --> 1:49:46.020]  Wow.
[1:49:46.020 --> 1:49:49.780]  And of course, you have Nicki Minaj going up against Joy Reid as well.
[1:49:49.780 --> 1:49:55.020]  But that's just more to the it's a big club and you ain't in it.
[1:49:55.020 --> 1:50:00.700]  New video at infowars.com invasion force of tens of thousands of Haitians heading towards
[1:50:00.700 --> 1:50:01.700]  southern border.
[1:50:01.700 --> 1:50:04.660]  So it's, it's, you know, it's like 30,000 plus now.
[1:50:04.660 --> 1:50:05.660]  Yeah, there it is.
[1:50:05.660 --> 1:50:10.500]  Jason Whitlock put it back on Jason Whitlock stated Joy Reid was a satanic priestess in
[1:50:10.500 --> 1:50:19.940]  the alphabet cult, here's the thing though, Joy Reid doesn't have near enough power.
[1:50:19.940 --> 1:50:24.460]  See, she's like, she's like in the back room during these things.
[1:50:24.460 --> 1:50:32.260]  The real the real ones are Marina Abramovich and such, but I'm digressing Biden regime
[1:50:32.260 --> 1:50:37.460]  processing Haitian family units in Del Rio and releasing them into the United States.
[1:50:37.460 --> 1:50:40.980]  No vaccine mandates, no testing, just come on in.
[1:50:40.980 --> 1:50:43.100]  We got a wide open country.
[1:50:43.100 --> 1:50:48.780]  Biden has surrendered the U.S. to the New World Order to the globalists.
[1:50:48.780 --> 1:50:51.900]  And this is what's really going on here.
[1:50:51.900 --> 1:50:56.100]  This is just wild stuff, wild images and videos coming out of the southern border.
[1:50:56.100 --> 1:50:59.300]  They're now lassoing up the illegal border crossers.
[1:50:59.300 --> 1:51:02.540]  I'm just just unbelievable.
[1:51:02.540 --> 1:51:06.900]  Just scenes from a third world hellholes, scenes from a dystopian science fiction movie
[1:51:06.900 --> 1:51:08.780]  all down at our southern border.
[1:51:08.780 --> 1:51:14.340]  And this is what it comes down to Senate parliamentarian kills Democrat bid to shoehorn
[1:51:14.340 --> 1:51:18.420]  eight million green cards into $3.5 trillion spending bill.
[1:51:18.420 --> 1:51:20.780]  This is from zero hedge.
[1:51:20.780 --> 1:51:25.580]  And so we've known that this is the plan by the Democrats by Biden.
[1:51:25.580 --> 1:51:28.020]  Bring in as many illegal immigrants as possible.
[1:51:28.020 --> 1:51:31.020]  We're looking at about Alex thinks it's about eight to 10 million.
[1:51:31.020 --> 1:51:33.300]  I'm maybe a little on the lower side of that.
[1:51:33.300 --> 1:51:35.540]  He's usually right when we have these debates.
[1:51:35.540 --> 1:51:41.900]  I believe it's going to be about five to seven million illegal immigrants entering this year.
[1:51:41.900 --> 1:51:47.660]  But either way, the goal is green cards and then amnesty and then voting blocks and then
[1:51:47.660 --> 1:51:52.780]  turn Texas blue and then forget about ever having a free country again.
[1:51:52.780 --> 1:51:56.900]  Newsome signs housing bills that limit single family zoning.
[1:51:56.900 --> 1:52:00.500]  Advocacy group says law will help narrow racial wealth gap in California.
[1:52:00.500 --> 1:52:01.660]  So this is the second part.
[1:52:01.660 --> 1:52:08.020]  So first it is bring them all in, then it is make them all citizens, then it is flood
[1:52:08.020 --> 1:52:13.420]  suburban America with these people to just completely destroy it because they've already
[1:52:13.420 --> 1:52:14.700]  destroyed the inner cities.
[1:52:14.700 --> 1:52:19.140]  See when America was booming, you wanted to live in the inner city.
[1:52:19.140 --> 1:52:20.820]  You wanted to live downtown.
[1:52:20.820 --> 1:52:27.980]  You had great public transport or you could walk or whatever was going on.
[1:52:27.980 --> 1:52:29.580]  It was safe.
[1:52:29.580 --> 1:52:30.580]  You had good schools.
[1:52:30.580 --> 1:52:33.740]  Well, then the Democrats got in charge and all that went to hell.
[1:52:33.740 --> 1:52:38.940]  Now inner cities are the most crime-ridden impoverished parts of the land of the United
[1:52:38.940 --> 1:52:41.420]  States of America.
[1:52:41.420 --> 1:52:52.140]  So now they want to import that poverty, import that degeneracy, import that destruction,
[1:52:52.140 --> 1:52:55.060]  import that criminality into the suburbs.
[1:52:55.060 --> 1:52:58.380]  So now it's, hey, most people, once you get a family, you want to get out of the cities
[1:52:58.380 --> 1:53:03.100]  because it's the most criminal impoverished areas of America to live in.
[1:53:03.100 --> 1:53:05.860]  Well, now the Democrats, they have a solution for that.
[1:53:05.860 --> 1:53:10.020]  They're going to bring in eight million illegal immigrants, make them citizens, and then build
[1:53:10.020 --> 1:53:14.820]  housing projects in the American suburbs.
[1:53:14.820 --> 1:53:15.980]  See how that works?
[1:53:15.980 --> 1:53:20.980]  It's all the Democrat plans, Coward and Pliven, Agenda 21.
[1:53:20.980 --> 1:53:21.980]  You name it.
[1:53:21.980 --> 1:53:22.980]  This is what they're doing.
[1:53:22.980 --> 1:53:28.700]  They globalist takeover to destroy America into a one-world government.
[1:53:28.700 --> 1:53:30.980]  And if you don't like it, you're a racist, don't you know?
[1:53:30.980 --> 1:53:35.180]  Paul finds that more white than black people want police to abolish in Minneapolis.
[1:53:35.180 --> 1:53:45.300]  Oh, by the way, the bill, the bill that was written by Ilhan Omar to defund and abolish
[1:53:45.300 --> 1:53:47.220]  the police in Minnesota, guess what?
[1:53:47.220 --> 1:53:48.700]  She scrapped it.
[1:53:48.700 --> 1:53:49.700]  Yeah.
[1:53:49.700 --> 1:53:50.700]  She scrapped it.
[1:53:50.700 --> 1:53:57.180]  She figured this one out before she did, that it's actually black people that deal with
[1:53:57.180 --> 1:54:01.460]  crime living in Minneapolis that want the police.
[1:54:01.460 --> 1:54:03.460]  Go figure.
[1:54:03.460 --> 1:54:04.800]  Go figure.
[1:54:04.800 --> 1:54:09.740]  People that live in these cities that happen to be black don't want to see their cities
[1:54:09.740 --> 1:54:13.940]  and areas overwhelmed with criminals and violence.
[1:54:13.940 --> 1:54:14.940]  Who would have thought?
[1:54:14.940 --> 1:54:18.900]  I guess Ilhan Omar just figured that one out.
[1:54:18.900 --> 1:54:22.780]  This is just news of the hilarious now.
[1:54:22.780 --> 1:54:27.380]  The videos at info wars.com, the stories by Steve Watson.
[1:54:27.380 --> 1:54:35.580]  Driver tells eco protesters blocking motorway, motorway, you are causing more pollution.
[1:54:35.580 --> 1:54:37.180]  It's the extinction rebellion.
[1:54:37.180 --> 1:54:41.340]  By the way, AOC came out today and said we have 12 years left to live.
[1:54:41.340 --> 1:54:45.380]  I will bet, I mean, what should I bet?
[1:54:45.380 --> 1:54:54.700]  My head, my legs, my male member, I will bet everything that the earth is not going to
[1:54:54.700 --> 1:54:59.980]  cease to exist, humanity is not going to cease to exist because of man-made climate change
[1:54:59.980 --> 1:55:01.500]  in 12 years.
[1:55:01.500 --> 1:55:06.660]  Do you understand that politicians and media, more recently the Democrats, but politicians
[1:55:06.660 --> 1:55:12.620]  and media have been telling you that climate or weather was going to end the planet for
[1:55:12.620 --> 1:55:13.620]  100 years?
[1:55:13.620 --> 1:55:14.620]  100 years.
[1:55:14.620 --> 1:55:16.660]  They have been doing this.
[1:55:16.660 --> 1:55:22.500]  And I say that, I did a report, I don't remember how long ago, on the war room where we documented
[1:55:22.500 --> 1:55:27.860]  how in the 20s they said an ice age was going to kill us all and then in the 30s it was
[1:55:27.860 --> 1:55:35.980]  a flood and then in the 70s it was acid rain and then in the 80s it was an ice age and
[1:55:35.980 --> 1:55:41.420]  then in the 90s it was a flood and then in the 2000s it was global warming and now here
[1:55:41.420 --> 1:55:44.980]  you are, it's just climate change, it's just, overall just climate change is going to kill
[1:55:44.980 --> 1:55:45.980]  all of us.
[1:55:45.980 --> 1:55:50.020]  It's always 10 years to live, it's always we're all doomed, we're all dead and then
[1:55:50.020 --> 1:55:54.260]  somehow we're all still here and it's kind of like the weatherman who always gets things
[1:55:54.260 --> 1:55:56.980]  wrong, I'm not saying the weatherman is bad, it's hard to predict the weather, but the
[1:55:56.980 --> 1:56:00.980]  point is most people know the weatherman usually not going to get the weather right
[1:56:00.980 --> 1:56:05.860]  and that's fine, but these people want to actually dictate policy off of their lies.
[1:56:05.860 --> 1:56:10.220]  Yeah, there's the 80s with Leonard Nimoy telling you that an ice age is inevitable and we're
[1:56:10.220 --> 1:56:12.740]  all going to be dead by the year 2000.
[1:56:12.740 --> 1:56:18.740]  They just had to remove at a glacier park, I believe it was in Alaska, a sign that said
[1:56:18.740 --> 1:56:23.460]  by the year 2020 all these glaciers will be melted, well you can still go to that glacier
[1:56:23.460 --> 1:56:30.460]  park and guess what, they're all still there and so they had to take the sign down.
[1:56:30.460 --> 1:56:35.860]  But hey, according to one of the dumbest people to ever serve in Congress, if not the dumbest,
[1:56:35.860 --> 1:56:40.420]  Alexander Ocasio-Cortez were all dead in 12 years due to weather, so planned accordingly
[1:56:40.420 --> 1:56:45.860]  I guess, but see that's just all nonsense and hilarious until they actually want to
[1:56:45.860 --> 1:56:51.260]  write policy and take away all of your individual liberties and civil liberties and freedoms
[1:56:51.260 --> 1:56:55.980]  and rights in the name of weather as if they can stop the weather.
[1:56:55.980 --> 1:57:00.700]  But then they actually have weather machines and weather modification programs that are
[1:57:00.700 --> 1:57:06.620]  run and made by men that they never even talk about, perhaps, I don't even know if you would
[1:57:06.620 --> 1:57:12.100]  call that hypocrisy, what would you even call that, irony, I mean it's maybe the greatest
[1:57:12.100 --> 1:57:18.620]  irony in our history that they talk about man-made climate change all day long, like
[1:57:18.620 --> 1:57:24.260]  it's going to kill us, but they don't actually talk about weather weapons and weather modification
[1:57:24.260 --> 1:57:29.140]  that's all public information now and China and Russia and Saudi Arabia and Qatar and
[1:57:29.140 --> 1:57:33.620]  all these other countries admit that they make weather, the U.S. government admits that
[1:57:33.620 --> 1:57:38.180]  they make water, I've been to their meetings, I've sat in their meetings where they talk
[1:57:38.180 --> 1:57:43.220]  about how they manipulate weather in Texas and then I'm told I'm a conspiracy theorist.
[1:57:43.220 --> 1:57:47.540]  Alright, more news coming up on the other side of this break, don't go anywhere.
[1:57:47.540 --> 1:57:59.380]  59 years old in good health, I'm not working in the front line, so my type is not recommended
[1:57:59.380 --> 1:58:01.380]  to get vaccinated.
[1:58:01.380 --> 1:58:07.580]  That was the current CEO of Pfizer just a few months ago on a national TV interview
[1:58:07.580 --> 1:58:16.060]  saying, oh he doesn't need to take the so-called MRNA, Maxine Australia gene therapy, he said
[1:58:16.060 --> 1:58:19.940]  you know he's 57 years old, he's healthy, he doesn't need it, it's at risk people,
[1:58:19.940 --> 1:58:25.100]  but that's not what it's PR firms that have bought off the politicians over 100 countries
[1:58:25.100 --> 1:58:30.260]  say, they say you've got to take it to have a job or leave your house or get on a plane
[1:58:30.260 --> 1:58:34.700]  or a train or even get outside your home for one hour a day if you live in Australia.
[1:58:34.700 --> 1:58:39.780]  So remember, the White House is exempt, Congress and their staff are exempt, the Postal Service
[1:58:39.780 --> 1:58:44.580]  is exempt, all these big corporate heads are exempt, they're not taking their poison vaccine,
[1:58:44.580 --> 1:58:49.740]  they're pushing it on you, wake up folks, wake up.
[1:58:49.740 --> 1:58:56.540]  In late August, Info War saw an explosion of orders because our audience understands
[1:58:56.540 --> 1:59:02.020]  that the globalists are destabilizing the planet by design and are attempting to cause
[1:59:02.020 --> 1:59:06.020]  an economic and financial collapse worldwide.
[1:59:06.020 --> 1:59:09.260]  Now ladies and gentlemen, storable food has always been something that's important to
[1:59:09.260 --> 1:59:12.920]  have, it's a check box that everybody needs to have, taking care of, right along with
[1:59:12.920 --> 1:59:17.060]  water filtration, self-defense and a relationship with God.
[1:59:17.060 --> 1:59:21.420]  But now more than ever, you need to get your storable food orders in now, we're ready to
[1:59:21.420 --> 1:59:26.020]  ship to you within 24 hours of your order, it's high quality, it's very, very low cost
[1:59:26.020 --> 1:59:31.420]  at infowarstore.com because in the future, you're going to see more food supply shortages
[1:59:31.420 --> 1:59:35.220]  and you're going to see food supply price increases that are already taking place.
[1:59:35.220 --> 1:59:41.500]  So lock in your storable food now at a lower price and fund the Info War at infowarstore.com.
[1:59:41.500 --> 1:59:45.380]  That's how you fight the great reset is by being self-sufficient and not under their
[1:59:45.380 --> 1:59:46.380]  control.
[1:59:46.380 --> 1:59:53.580]  So get prepared now at infowarstore.com.
[1:59:53.580 --> 2:00:23.500]  We're listening to the Alex Jones show.
[2:00:23.500 --> 2:00:28.700]  Currently at a Leander, Texas school district meeting, parents railed against the Marxist
[2:00:28.700 --> 2:00:32.020]  Filth passing his literature for high school students.
[2:00:32.020 --> 2:00:37.020]  Last week I asked my children if I could check the books that they picked up from the school.
[2:00:37.020 --> 2:00:42.020]  My son picked up this brand new book from the shelves and called us Long Boy.
[2:00:42.020 --> 2:00:46.180]  He was under the impression it was about a kid that ends up with a baby getting mowing
[2:00:46.180 --> 2:00:47.180]  the grass at Disneyland.
[2:00:47.180 --> 2:00:50.180]  I'd like to share a few quotes with you.
[2:00:50.180 --> 2:00:55.180]  On page 19, month that it really matters in 4th grade, at a church youth group meeting
[2:00:55.180 --> 2:01:00.180]  out in the bushes, I touched Doug Goble's s*** and he touched mine.
[2:01:00.180 --> 2:01:04.180]  In fact, there was even some mouths involved.
[2:01:04.180 --> 2:01:09.180]  What sort of diversity are you intending to teach my child with material like this?
[2:01:09.180 --> 2:01:14.180]  At this point, I need you to know that according to policy, FFH, local sexual harassment is
[2:01:14.180 --> 2:01:19.180]  defined as someone with sexual advances, sexually motivated and verbal, non-verbal
[2:01:19.180 --> 2:01:24.180]  conduct or other conduct or communication of a sexual nature when the conduct is so
[2:01:24.180 --> 2:01:28.180]  severe, persistent or pervasive that it affects the student's ability to participate.
[2:01:28.180 --> 2:01:34.180]  In Ohio, Hudson Mayor Craig Schubert told all five local school board members to resign
[2:01:34.180 --> 2:01:39.180]  during a board meeting or face charges over class material he described as child pornography.
[2:01:39.180 --> 2:01:44.180]  My name is Craig Schubert, I'm the mayor of this city.
[2:01:44.180 --> 2:01:51.180]  It has come to my attention that your educators are distributing essentially what is child
[2:01:51.180 --> 2:01:54.180]  pornography in the classroom.
[2:01:54.180 --> 2:01:57.180]  I've spoken to a judge this evening.
[2:01:57.180 --> 2:02:00.180]  She's already confirmed that.
[2:02:00.180 --> 2:02:03.180]  So I'm going to give you a simple choice.
[2:02:03.180 --> 2:02:08.180]  You either choose to resign from this board of education or you will be charged.
[2:02:08.180 --> 2:02:10.180]  Thank you.
[2:02:10.180 --> 2:02:14.180]  What a sex scene you wouldn't show your mom.
[2:02:14.180 --> 2:02:17.180]  Rewrite the sex scene from above into one that you'd let your mom read.
[2:02:17.180 --> 2:02:21.180]  Describe your favorite part of a man's body using only verbs.
[2:02:21.180 --> 2:02:27.180]  Those are some of the writing prompts found inside this book, 642 things to write about.
[2:02:27.180 --> 2:02:32.180]  And up until Monday, that book was being used by students in Hudson's high school senior
[2:02:32.180 --> 2:02:34.180]  college credit plus writing class.
[2:02:34.180 --> 2:02:39.180]  Do not sexualize our kids.
[2:02:39.180 --> 2:02:42.180]  The raw filth.
[2:02:42.180 --> 2:02:53.180]  The raw filth that snuck past the gatekeeping functions of this board of ed in 642 reasons
[2:02:53.180 --> 2:02:54.180]  was disgusting.
[2:02:54.180 --> 2:02:58.180]  The students were told not to take the book home.
[2:02:58.180 --> 2:02:59.180]  Why?
[2:02:59.180 --> 2:03:00.180]  So their parents couldn't see it.
[2:03:00.180 --> 2:03:03.180]  We don't know what is being said to our kids.
[2:03:03.180 --> 2:03:07.180]  I demand that there be cameras in the classrooms.
[2:03:07.180 --> 2:03:12.180]  When the Hudson school board arrogantly continued to promote Marxist pedophilia,
[2:03:12.180 --> 2:03:15.180]  indoctrination, they were served.
[2:03:15.180 --> 2:03:17.180]  Oh, yeah.
[2:03:17.180 --> 2:03:20.180]  Nicole Meacher was set in the left-hand field for Gulliver.
[2:03:20.180 --> 2:03:25.180]  For those watching, those were, you're the board president, correct?
[2:03:25.180 --> 2:03:28.180]  Had mentioned those were the court papers that are being served.
[2:03:28.180 --> 2:03:33.180]  The Marxist indoctrination of America's future can no longer be ignored.
[2:03:33.180 --> 2:03:38.180]  Public and private schools can both be sued for a variety of violations.
[2:03:38.180 --> 2:03:44.180]  Northern California, the entire Oakley Union school district board has resigned after bashing
[2:03:44.180 --> 2:03:46.180]  parents before a virtual school board meeting.
[2:03:46.180 --> 2:03:50.180]  The members were responding to complaints from parents over distance learning.
[2:03:50.180 --> 2:03:55.180]  If you're going to call me out, I'm going to fuck you up.
[2:03:55.180 --> 2:03:58.180]  Sorry, that's just me.
[2:03:58.180 --> 2:04:04.180]  Wow. Well, that was just one of the comments made by the school board members during the eight-minute conversation earlier this week.
[2:04:04.180 --> 2:04:07.180]  A new reaction today to this controversy.
[2:04:07.180 --> 2:04:13.180]  The district says that the social media posts, the personal posts from this teacher caused alarm and concern.
[2:04:13.180 --> 2:04:18.180]  Regarding saluting the American flag, it's prompted a district investigation,
[2:04:18.180 --> 2:04:24.180]  a visible showing of patriotism around the school, and the teacher has been removed from the classroom.
[2:04:24.180 --> 2:04:30.180]  My kid today goes, hey, it's kind of weird that we just stand and then, you know, we say it to nothing.
[2:04:30.180 --> 2:04:31.180]  And I'm like, oh, wow.
[2:04:31.180 --> 2:04:35.180]  Ladies and gentlemen, you can find the full John Bowne report at band.video.
[2:04:35.180 --> 2:04:38.180]  We must take our schools back from Marxism.
[2:04:38.180 --> 2:04:43.180]  Now, coming up, you need to tell everyone we're live right now with Dr. Brian Artis,
[2:04:43.180 --> 2:04:45.180]  because I was just discussing what we're going to get into.
[2:04:45.180 --> 2:04:46.180]  This is so key.
[2:04:46.180 --> 2:04:51.180]  It defeats the entire medical tyranny and COVID fear mongering if we can get this to go viral.
[2:04:51.180 --> 2:04:55.180]  So tell everybody to tune in, band.video, freeworldnews.tv.
[2:04:55.180 --> 2:05:24.180]  Dr. Brian Artis breaks it all down coming up.
[2:05:25.180 --> 2:05:29.180]  We're offering a bunch of our best selling products at 50% off for a limited time,
[2:05:29.180 --> 2:05:32.180]  only until the end of the month of September.
[2:05:32.180 --> 2:05:36.180]  That's only about 12, 13 days as of the time we're taping this.
[2:05:36.180 --> 2:05:38.180]  And that means all of these amazing products.
[2:05:38.180 --> 2:05:41.180]  We have ultra 12, highest quality B12 taken out of the tongue.
[2:05:41.180 --> 2:05:45.180]  We have winter sun, highest quality organic vitamin D3 taken out of the tongue.
[2:05:45.180 --> 2:05:46.180]  Amazing.
[2:05:46.180 --> 2:05:47.180]  We've got knock out the sleep babe.
