[00:00:05.111 --> 00:00:06.632]  Ladies and gentlemen,
[01:37:30.018 --> 01:37:37.063]  They came in, blew it up, took out the wreckage, and poured concrete in with it, and had Wackenhut guards guarding it last time I checked.
[01:37:38.183 --> 01:37:45.365]  A landfill with guards guarding it with the pieces mixed in with concrete in a 30-foot hole.
[01:37:45.365 --> 01:37:53.588]  Man, you didn't want that getting looked at, did you?
[01:37:53.588 --> 01:37:58.049]  Even if archaeologists wanted to get into there, they're going to have trouble.
[01:37:58.049 --> 01:38:00.810]  Don't want folks looking into that, do you?
[01:38:00.810 --> 01:38:03.270]  Okay, we have the total proof that it was an inside job.
[01:38:03.270 --> 01:38:04.731]  Infowarshop.com, get it.
[01:38:05.916 --> 01:38:09.198]  Guys, do we have the four-minute McMarine piece on ATF Boss Threatens Whistleblowers?
[01:38:09.198 --> 01:38:14.121]  Because he told me this morning at like 10 a.m.
[01:38:14.121 --> 01:38:15.262]  Yeah, yeah, we've got it.
[01:38:15.262 --> 01:38:17.183]  It's in the system.
[01:38:17.183 --> 01:38:21.006]  The thing is, he put it on the system for you, so it'll just have to be looked at.
[01:38:21.006 --> 01:38:22.887]  Like I said earlier, we're going to play that.
[01:38:22.887 --> 01:38:25.509]  Let's go ahead and go to Matt in Florida.
[01:38:25.509 --> 01:38:26.450]  Matt, you're on the air.
[01:38:26.450 --> 01:38:26.790]  Welcome.
[01:38:28.707 --> 01:38:30.827]  Hey, if you're a crackpot, I'm a crackpot.
[01:38:30.827 --> 01:38:40.129]  I've heard Karl Rove say that on Fox News that Obama needs an OKC bombing to make his popularity go up.
[01:38:40.129 --> 01:38:41.810]  Well, you know why Karl Rove can say that?
[01:38:41.810 --> 01:38:49.751]  Because we have all these memos and three different top advisors writing articles saying they want one and it would sure help them.
[01:38:49.751 --> 01:38:56.373]  And again, they sent them out two years ago to fundraisers, to their million-dollar-type donors.
[01:38:57.193 --> 01:39:04.555]  Glenn Beck even covered it saying, there's going to be a new Oklahoma City, don't worry, Obama's going to win and we're going to blame it on people.
[01:39:04.555 --> 01:39:06.175]  I mean, they don't even hide it.
[01:39:06.175 --> 01:39:08.876]  I mean, they don't say we're going to do it.
[01:39:08.876 --> 01:39:11.577]  They leave that one last piece out.
[01:39:11.577 --> 01:39:18.139]  But if I'm like, yeah, don't worry, I'm going to have a million dollars next week and the bank gets robbed down the street and you're like, where'd you get the million dollars?
[01:39:18.139 --> 01:39:18.559]  I don't know.
[01:39:18.559 --> 01:39:23.500]  I flew out of Denver International Airport on Friday afternoon.
[01:39:24.796 --> 01:39:31.120]  And I didn't see those Nazi pictures that you're talking about, but I opted out of the body scanner.
[01:39:31.120 --> 01:39:41.226]  And there's a 13-year-old girl next to me and a mom and the TSA guard goes, Oh, these ain't the same body scanners that give out x-rays.
[01:39:41.226 --> 01:39:50.051]  And she had the nerve to say that the cell phones give out more radiation than the... The mom wanted to opt out her child, but the TSA guard still made her go through.
[01:39:50.051 --> 01:39:51.031]  I opt out.
[01:39:51.031 --> 01:39:52.212]  I got the bat down.
[01:39:52.927 --> 01:40:01.889]  And then this creepy old guy, you're right, they are creepy, asked if there was any sensitive areas of me where I'd be patted down.
[01:40:01.889 --> 01:40:04.470]  I go, yeah, my groin, I don't want you to touch my groin.
[01:40:04.470 --> 01:40:09.271]  He goes, any more talk like that, I'm gonna have to get my supervisor and take you into the back room.
[01:40:09.271 --> 01:40:11.232]  And I said, I ain't going in no back room.
[01:40:11.232 --> 01:40:12.172]  I said that real loud.
[01:40:13.465 --> 01:40:13.926]  No, no, no.
[01:40:13.926 --> 01:40:14.586]  I've warned you.
[01:40:14.586 --> 01:40:19.110]  The new intimidation, especially with old women, is the rape room.
[01:40:19.110 --> 01:40:21.312]  And now they're getting mobile rape rooms.
[01:40:21.312 --> 01:40:24.555]  I mean, they're getting armored pillboxes.
[01:40:24.555 --> 01:40:29.400]  Because, again, for a dungeon keeper, a bunch of them are pedophiles that's come out.
[01:40:29.400 --> 01:40:33.503]  Dragging your child off and freaking them out is enjoyment alone.
[01:40:34.464 --> 01:40:37.006]  Uh, but yeah, oh yeah, any more talk like that.
[01:40:37.006 --> 01:40:40.968]  Again, they touch your groin, but they don't want you talking about what they're about to do.
[01:40:40.968 --> 01:40:42.669]  So, uh, how did it end?
[01:40:42.669 --> 01:40:44.930]  Did he get his pleasures?
[01:40:44.930 --> 01:40:46.972]  Well, he didn't really do nothing.
[01:40:46.972 --> 01:40:48.332]  I mean, in fact, I was alright.
[01:40:48.332 --> 01:40:53.355]  I mean, then he went over to this desk, he said, I'll be right back, and then he goes, alright, you can go through.
[01:40:53.355 --> 01:40:54.636]  So I got on my flight.
[01:40:54.636 --> 01:41:02.521]  And then another thing with this Colorado bombing, I mean, this ain't related, but last year, they had, uh, in Nebraska or Iowa, they had a
[01:41:04.969 --> 01:41:10.251]  I don't know why these guys are doing something stupid, but you can look it up too.
[01:41:10.251 --> 01:41:16.834]  In Iowa, he ran over five motorcyclists and he killed two people in cars.
[01:41:16.834 --> 01:41:19.695]  He was drunk or on drugs.
[01:41:19.695 --> 01:41:20.515]  He was a PhD.
[01:41:23.442 --> 01:41:24.523]  Well, you know the answer.
[01:41:24.523 --> 01:41:25.323]  Ban cars.
[01:41:25.323 --> 01:41:27.024]  Of course, I shouldn't joke.
[01:41:27.024 --> 01:41:30.146]  They are talking about making us all be robot-controlled in the future.
[01:41:30.146 --> 01:41:32.407]  They're going to roll out the Google cars they now have.
[01:41:32.407 --> 01:41:34.648]  They're going to have a better safety record.
[01:41:34.648 --> 01:41:36.730]  And they're just going to ban us driving our own cars.
[01:41:36.730 --> 01:41:38.110]  Folks, you heard it here first.
[01:41:38.110 --> 01:41:39.011]  Just watch.
[01:41:39.011 --> 01:41:41.172]  That's about five, six years away.
[01:41:41.172 --> 01:41:45.735]  They'll first give you insurance discounts if you let the robot take over part of the time.
[01:41:45.735 --> 01:41:50.698]  And then finally, they're just going to phase out humans driving altogether because there's going to be so much distracted driving.
[01:41:50.698 --> 01:41:51.258]  Thank you for the call.
[01:41:53.081 --> 01:42:00.967]  I'm going to go to Jeff and David and Elray and Ted here in just a moment.
[01:42:00.967 --> 01:42:04.229]  But first, I wanted to play this clip.
[01:42:04.229 --> 01:42:09.272]  And this is from the Nightly News Friday with Darren McBreen.
[01:42:09.272 --> 01:42:12.635]  It's titled, APF Bots Threatens Whistleblowers.
[01:42:13.925 --> 01:42:19.866]  In fact, I'm going to Twitter this out at Real Alex Jones right now, even though it went up this weekend because it's so powerful.
[01:42:19.866 --> 01:42:24.687]  And McBrain makes a little joke at the end about the ATF boss because it's like Big Brother.
[01:42:24.687 --> 01:42:27.688]  It's a video with him from the head down to his chest.
[01:42:27.688 --> 01:42:30.149]  And he's standing there with a blue background.
[01:42:30.149 --> 01:42:36.490]  And he's saying, you know, basically, well, the full video is out there because the ATF didn't follow orders and leaked it.
[01:42:37.210 --> 01:42:39.234]  That you'll be punished if you whistleblow.
[01:42:39.234 --> 01:42:48.413]  You've got to go to the chain of command up to Eric Holder, who's in contempt of Congress and ordered the entire operation for Obama to blame the Second Amendment.
[01:42:49.321 --> 01:42:57.907]  And the Chicago Tribune and El Paso Times report they also ship drugs back in en masse by the tons, but the media outside of that never picks it up.
[01:42:57.907 --> 01:43:08.255]  So you're supposed to just report to, I mean, if a gang member in your neighborhood, let's say, rapes your daughter, you should find the leader of the gang and go to them and tell them about it.
[01:43:08.255 --> 01:43:10.957]  I'm sure they'll really care about that a whole lot.
[01:43:12.202 --> 01:43:22.105]  Or if a wild dog bites you, you live out in the country, go find the leader of the pack and dress up, you know, like a sheep or something in the middle of the night and see if they don't attack you.
[01:43:22.105 --> 01:43:28.007]  So, here he is in everybody's face and the Senate, you know, sent letters and said, this sounds like a threat.
[01:43:29.093 --> 01:43:34.596]  Number one, folks, you're supposed to report on criminal activity to another agency or media.
[01:43:34.596 --> 01:43:36.638]  You have a duty to do it.
[01:43:36.638 --> 01:43:45.703]  And the fact is they have the NSA overtime spying on government employees to try to make sure you don't report on them.
[01:43:45.703 --> 01:43:50.226]  So the answer is everybody start leaking info.
[01:43:50.226 --> 01:43:53.068]  The answer is everybody start speaking out.
[01:43:53.068 --> 01:43:56.530]  The answer is take action so they can't stop everybody.
[01:43:57.247 --> 01:43:58.728]  You understand that?
[01:43:58.728 --> 01:44:07.756]  Okay, let's go ahead and go to this report by Darren McBrain and then back to your phone calls.
[01:44:07.756 --> 01:44:09.137]  Choices and consequences.
[01:44:10.307 --> 01:44:17.212]  And when I'm talking about choices and consequences, I'm talking about the disciplinary process.
[01:44:17.212 --> 01:44:35.705]  What my expectation is, as the acting director, when it comes to the disciplinary process, choices and consequences simply means that as an employee of ATF, should you decide not to abide by the standards of conduct or the rules of the road,
[01:44:36.525 --> 01:44:43.031]  Should you decide that you're not going to play by the rules, there will be consequences.
[01:44:43.031 --> 01:45:01.746]  Choices and consequences mean simply that if you make poor choices, that if you don't abide by the rules, that if you don't respect the chain of command, if you don't find the appropriate way to raise your concerns to your leadership, there will be consequences.
[01:45:03.146 --> 01:45:04.027]  Oh, there you go.
[01:45:04.027 --> 01:45:06.608]  That's the one without McBreen's commentary.
[01:45:06.608 --> 01:45:12.292]  The one that is, you know, hilarious that Darren did, about 50 times more powerful.
[01:45:12.292 --> 01:45:17.836]  It's up at the Alex Jones Channel at YouTube, and I will have that Twittered out to everybody.
[01:45:17.836 --> 01:45:20.037]  ATF boss threatens whistleblowers.
[01:45:20.037 --> 01:45:20.878]  Again, I would have played it.
[01:45:20.878 --> 01:45:23.440]  I'm not baiting you to, oh, go to my Twitter to see it.
[01:45:23.440 --> 01:45:24.780]  I just asked for that all day.
[01:45:24.780 --> 01:45:27.322]  That's not what we got, so too bad.
[01:45:27.322 --> 01:45:31.505]  Okay, let's go ahead and talk to Jeff in Oklahoma.
[01:45:31.505 --> 01:45:32.546]  Jeff, you're on the air.
[01:45:32.546 --> 01:45:32.866]  Welcome.
[01:45:33.827 --> 01:45:34.547]  How you doing, sir?
[01:45:34.547 --> 01:45:35.809]  Thanks for taking my call.
[01:45:35.809 --> 01:45:36.489]  I'm doing okay.
[01:45:36.489 --> 01:45:38.051]  Go ahead.
[01:45:38.051 --> 01:45:39.752]  I just want to run a couple things by.
[01:45:39.752 --> 01:45:42.315]  You already talked about one of them.
[01:45:42.315 --> 01:45:46.939]  I turned on the Lainstream Media to see what kind of lives they were selling us today.
[01:45:46.939 --> 01:45:51.003]  And they show the Colorado shooter for his first court appearance.
[01:45:51.836 --> 01:45:56.700]  And you can definitely tell that they've got him drugged up on something.
[01:45:56.700 --> 01:45:58.081]  I mean, he can barely move.
[01:45:58.081 --> 01:46:00.863]  He looks like he's about to go to sleep.
[01:46:00.863 --> 01:46:02.824]  All of a sudden, his eyes jolt.
[01:46:02.824 --> 01:46:06.968]  He looks all over the place, goes into a trance.
[01:46:06.968 --> 01:46:11.811]  They ask him if he has anything to say, and he doesn't even respond.
[01:46:11.811 --> 01:46:16.395]  No, I've interviewed people that were on death row with McVeigh.
[01:46:17.674 --> 01:46:21.315]  And from Death Row, who, without their knowledge, got in on the show.
[01:46:21.315 --> 01:46:23.916]  The lawyers, Jesse Trinidad, set it up.
[01:46:23.916 --> 01:46:25.097]  And I've talked to others.
[01:46:25.097 --> 01:46:26.777]  McVeigh would do this all the time.
[01:46:26.777 --> 01:46:30.619]  And Jolian West was in there every day.
[01:46:30.619 --> 01:46:31.499]  Or every other day.
[01:46:31.499 --> 01:46:34.000]  The famous mind control doctor.
[01:46:34.000 --> 01:46:37.441]  And then McVeigh could suddenly talk and stuff when they'd roll him out.
[01:46:37.441 --> 01:46:43.284]  And then when he wasn't on drugs, he would explain to the other cellmates, or people across the cells, that yeah, he was...
[01:46:44.847 --> 01:46:51.661]  A government mind control subject and was in special ops and that they set him up and they were going to kill his family if he told the truth.
[01:46:51.661 --> 01:46:53.244]  So, I mean, it just goes on and on.
[01:46:53.244 --> 01:46:55.549]  And now they wheel him out, as I predicted.
[01:46:56.775 --> 01:46:57.336]  And he doesn't?
[01:46:57.336 --> 01:47:03.324]  I mean, they said he was flopping around spitting and didn't know who he was.
[01:47:03.324 --> 01:47:04.585]  And then now here he is.
[01:47:04.585 --> 01:47:06.968]  And there's no discussion of he's insane.
[01:47:06.968 --> 01:47:09.752]  You know, now he just goes to a mental institution.
[01:47:09.752 --> 01:47:14.538]  No, they're going to they're going to go right ahead with the whole process because it's just I mean, look.
[01:47:15.299 --> 01:47:33.383]  Folks, they could grab me, drug me up, commit a crime, say I did it, put me on Devil's Breath or Halcyon, have me say I did it on the news, just like our troops when the North Vietnamese captured them, you know, saying that they've been, you know, doing all these things they hadn't done, and then send me to jail.
[01:47:33.383 --> 01:47:35.644]  Or they could do it to anybody.
[01:47:35.644 --> 01:47:41.125]  And then he's in a Department of Defense-funded, advanced,
[01:47:42.563 --> 01:47:45.624]  I think it's pretty strange.
[01:47:45.624 --> 01:47:54.546]  I think my eyes are pretty wide open nowadays, because once you find the truth and things, you can see through the lies.
[01:47:54.546 --> 01:47:54.986]  It's pretty easy.
[01:48:06.155 --> 01:48:07.716]  Well, I mean, even that.
[01:48:07.716 --> 01:48:12.697]  Maybe he was a lone crazy who looks totally drugged up in court, and they're not telling us they drugged him up.
[01:48:12.697 --> 01:48:15.278]  I mean, that's a whole issue right there.
[01:48:15.278 --> 01:48:29.303]  The issue here is, if the government's done this over and over again, and writes memos saying how great it would be, and have been caught doing stuff like this to demonize the Second Amendment, aka Fashion Furious, you've got to look at them as the number one suspect.
[01:48:29.303 --> 01:48:30.623]  That's all I'm saying here.
[01:48:34.239 --> 01:48:39.744]  Another subject I kind of wanted to touch base on, it's a little different, but it's about the general public.
[01:48:39.744 --> 01:48:49.132]  Me and my wife went to a movie theater last week and they were playing classics and we went to watch Clockwork Orange, which I'm sure you're probably aware of it.
[01:48:51.536 --> 01:48:55.839]  While we were sitting in there, they have a lot of scenes that are really pretty bad.
[01:48:55.839 --> 01:49:00.082]  I mean, trying to commit suicide, sexual assault.
[01:49:00.082 --> 01:49:07.466]  And while these things are happening, the people sitting in the theater are giggling and chuckling like it's something cute and funny.
[01:49:07.466 --> 01:49:08.727]  And I'm just, I'm losing it.
[01:49:08.727 --> 01:49:09.327]  Wait, wait, wait.
[01:49:09.327 --> 01:49:13.050]  You went and saw Clockwork Orange re-aired in a theater and people were liking it?
[01:49:14.161 --> 01:49:18.384]  Yeah, they were chuckling and like giggling when he's trying to commit suicide.
[01:49:18.384 --> 01:49:26.629]  Oh, that's an idea for us to do is sneak a camera in sometime when they have a showing at the Paramount or something of Clockwork Orange.
[01:49:26.629 --> 01:49:35.155]  Because I've been in movies like Natural Born Killers is designed to show you how horrible the media is and how sickening violence is.
[01:49:35.155 --> 01:49:36.496]  When I was younger, I didn't get that.
[01:49:37.136 --> 01:49:37.336]  Yeah, yeah.
[01:49:37.336 --> 01:49:38.957]  Me and my wife were both looking at each other like, you know,
[01:50:01.061 --> 01:50:04.123]  That's not the point you're supposed to get out of this movie.
[01:50:04.123 --> 01:50:07.064]  The point is... The movie is about mind control.
[01:50:07.064 --> 01:50:17.990]  And it's about the government releasing criminals out of the prison and making them the police to target the non-violent population in an authoritarian takeover.
[01:50:17.990 --> 01:50:22.133]  A Clockwork Orange is a powerful novel that Kubrick made the film out of.
[01:50:22.133 --> 01:50:28.276]  And you notice in the film it's writers who
[01:50:30.242 --> 01:50:35.305]  And it's that writer who's written A Clockwork Orange, hence that's the name of the novel.
[01:50:35.305 --> 01:50:36.846]  I appreciate your call.
[01:50:36.846 --> 01:50:37.567]  Great points.
[01:50:37.567 --> 01:50:45.712]  Okay, I'm gonna hit some more news on the other side, then some calls, then we're gonna go back to our guests, but I've got a bunch of news I've gotta hit on.
[01:50:45.712 --> 01:50:50.235]  Chertoff suggests pre-crime solution to mass shooting.
[01:50:50.235 --> 01:50:54.177]  Psychopaths, they want TSA in the theaters.
[01:50:54.177 --> 01:50:58.360]  Again, the new symbol of America is a pot-bellied pedophile groping your children.
[01:50:58.360 --> 01:50:59.481]  We'll be right back, stay with us.
[01:51:01.138 --> 01:51:05.702]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[01:51:05.702 --> 01:51:06.603]  Number one.
[01:51:06.603 --> 01:51:10.026]  New climate legislation could easily double or triple your electric bill.
[01:51:10.026 --> 01:51:10.886]  Number two.
[01:51:10.886 --> 01:51:15.770]  Our new energy czar wants to control how much power your electric company allows you to have.
[01:51:15.770 --> 01:51:16.511]  It's true.
[01:51:16.511 --> 01:51:21.375]  Total government control of electricity in the name of smart grid technology is coming.
[01:51:21.375 --> 01:51:22.176]  Number three.
[01:51:22.176 --> 01:51:25.779]  In some areas of the country, the power grid is dangerously overloaded.
[01:51:25.779 --> 01:51:29.462]  And now, new socialist legislation is only compounding the problem.
[01:51:29.662 --> 01:51:30.463]  Number 4.
[01:51:30.463 --> 01:51:33.204]  Dangerous weather is always a threat to local grids.
[01:51:33.204 --> 01:51:36.866]  Every year, thousands of families lose their power from weather-related outages.
[01:51:36.866 --> 01:51:37.667]  Number 5.
[01:51:37.667 --> 01:51:41.809]  A solar-powered generator provides powerful backup, insurance, and peace of mind.
[01:51:41.809 --> 01:51:46.552]  Folks, I really believe in the solar-powered generators offered by Solutions from Science, one of my oldest sponsors.
[01:51:46.832 --> 01:51:51.013]  You can get more information at www.mysolarbackup.com.
[01:51:51.013 --> 01:51:52.794]  That's mysolarbackup.com.
[01:51:52.794 --> 01:51:55.055]  Remember, the government doesn't own the sun.
[01:51:55.055 --> 01:51:57.655]  So go to mysolarbackup.com or call 1-877-327-0365.
[01:51:57.655 --> 01:52:02.597]  Our top story.
[01:52:02.597 --> 01:52:08.719]  47-year-old patriot discovers weird trick to slash power bill and beat Obama's electricity monopoly for good.
[01:52:09.159 --> 01:52:18.448]  If you're fed up with being dependent on fat cat power monopolies that raise rates again and again, if you're sick of high energy bills and sick of high heating bills, so are we.
[01:52:18.448 --> 01:52:21.011]  Join us at CoverUp123.com.
[01:52:21.011 --> 01:52:29.920]  See the free video produced by patriots like you that exposes the truth and shows you the secret to how you can easily slash your power bill.
[01:52:30.140 --> 01:52:34.663]  See our video now before it gets shut down at CoverUp123.com.
[01:52:34.663 --> 01:52:39.106]  At the two-minute mark of our video, you'll see exactly how deep the conspiracy goes.
[01:52:39.106 --> 01:52:40.647]  It's a lot deeper than you think.
[01:52:40.647 --> 01:52:49.773]  Go to CoverUp123.com and see the trick revealed in our video that could slash your power bill and beat Obama's electricity monopoly for good.
[01:52:49.773 --> 01:52:50.414]  Hurry!
[01:52:50.414 --> 01:52:51.915]  Go now to CoverUp123.com.
[01:52:51.915 --> 01:52:52.695]  That's CoverUp123.com.
[01:52:52.695 --> 01:52:53.356]  CoverUp123.com.
[01:52:53.356 --> 01:52:55.697]  Sponsored by Power for Patriots.
[01:53:00.541 --> 01:53:08.889]  We all know there are secrets behind closed doors in every relationship, and one of the biggest is that men are losing libido, or sexual desire, especially if you're a man over 40.
[01:53:08.889 --> 01:53:11.472]  The problem could be declining testosterone levels.
[01:53:11.472 --> 01:53:14.695]  Remember, it's testosterone that makes a man a man in every way.
[01:53:14.695 --> 01:53:16.237]  That's why we created T-Gen.
[01:53:16.237 --> 01:53:20.762]  T-Gen is an all-natural formula with ingredients proven to boost your own testosterone.
[01:53:21.002 --> 01:53:25.486]  Optimum testosterone levels mean better mood, energy, and of course, better sex life.
[01:53:25.486 --> 01:53:29.649]  And now, for the first time, you can try TGen absolutely free for 30 days.
[01:53:29.649 --> 01:53:32.812]  Just pay shipping today and see the incredible results for yourself.
[01:53:32.812 --> 01:53:33.312]  Call 800-577-8644.
[01:53:33.312 --> 01:53:33.412]  800-577-8644.
[01:53:33.412 --> 01:53:35.014]  TGen works, or you simply don't pay.
[01:53:35.014 --> 01:53:35.814]  For your 30-day free trial, call 800-577-8644.
[01:53:35.814 --> 01:53:35.855]  800-577-8644.
[01:53:47.304 --> 01:53:53.348]  In a study of exercising men using the ingredient in TGen, 85% reported an improvement in sexual desire.
[01:53:53.348 --> 01:53:53.908]  Don't wait!
[01:53:53.908 --> 01:53:54.568]  Call now!
[01:53:54.568 --> 01:53:54.889]  Call 800-577-8644.
[01:53:54.889 --> 01:53:54.929]  800-577-8644.
[01:54:39.773 --> 01:54:42.095]  Monday through Friday from 11 a.m.
[01:54:42.095 --> 01:54:42.636]  to 2 p.m.
[01:54:42.636 --> 01:54:44.998]  Central, we are here live.
[01:54:44.998 --> 01:54:58.972]  We also have InfoWars Nightly News that I host, Aaron McBreen hosts, of course Rob Dew, Paul Watson, Aaron Dykes, and many others, and we are in the process of interviewing quite a few of the finalists for the InfoWars Reporter Contest.
[01:54:59.793 --> 01:55:07.916]  And we're going to be hiring some of those folks very soon, so you'll see them here on air, and also see the reports here on the radio show.
[01:55:07.916 --> 01:55:10.117]  Hear the reports on the radio show.
[01:55:10.117 --> 01:55:15.299]  See them for viewers at PrisonPlanet.TV.
[01:55:15.299 --> 01:55:24.922]  Continuing with the news, I haven't even gotten into all the video clips of eyewitnesses saying multiple shooters, tear gas canisters, smoke bombs from different sides.
[01:55:24.922 --> 01:55:26.643]  I haven't even gotten into all that yet.
[01:55:28.593 --> 01:55:32.555]  I also covered yesterday the history of government-sponsored terror.
[01:55:32.555 --> 01:55:43.499]  Dozens of examples of our so-called government and other governments staging events to blame it on their political enemies.
[01:55:43.499 --> 01:55:52.383]  And if you go to InfoWars.com, we do have that video report from last night's radio show posted on the site.
[01:55:52.383 --> 01:55:57.345]  But again, Chertoff suggests pre-crime solution to mass shooting psychosis.
[01:55:59.272 --> 01:56:05.875]  Eerie coincidence, Colorado University had identical drill on same day as Batman Massacre.
[01:56:05.875 --> 01:56:12.058]  Feds admit NSA spying violated Fourth Amendment, but they're not going to stop.
[01:56:12.058 --> 01:56:13.939]  First China, then the world.
[01:56:13.939 --> 01:56:16.941]  UN uses China as launchpad for One World.
[01:56:18.697 --> 01:56:22.100]  Government one-child policy, so they want that worldwide.
[01:56:22.100 --> 01:56:27.424]  Colorado shooter had more in common with paramilitary police than Batman.
[01:56:27.424 --> 01:56:32.688]  Top Pakistani politician calls drone strikes insane immoral war crimes.
[01:56:32.688 --> 01:56:37.472]  Yeah, they'll kill like 20, 30, 40, 100 plus innocent people to get one bad guy.
[01:56:37.472 --> 01:56:41.976]  But that's not a tragedy when a whole, you know, apartment building gets blown up with a bunch of little kids in it.
[01:56:43.237 --> 01:56:47.280]  You know, but the same government that does that wouldn't stage a theater shooting.
[01:56:47.280 --> 01:56:48.961]  They wouldn't stage Fast and Furious either.
[01:56:48.961 --> 01:56:58.027]  NBC's Gregory blames Batman Massacre on angry political dialogue, insinuates Rush Limbaugh to blame for shooting.
[01:56:58.027 --> 01:57:04.812]  You didn't know it was Rush Limbaugh's fault that that guy's clearly out of his mind with a bozo the clown hairdo.
[01:57:04.812 --> 01:57:07.354]  It's not the Batman franchise's fault.
[01:57:07.354 --> 01:57:09.936]  I'm not saying it is, even though it conditions people.
[01:57:09.936 --> 01:57:11.357]  Certainly not Rush Limbaugh.
[01:57:12.558 --> 01:57:18.141]  I wonder who would blame that on Rush Limbaugh, huh?
[01:57:18.141 --> 01:57:22.724]  Again, I said they'd do something like this and blame us for it, and they're doing it.
[01:57:22.724 --> 01:57:27.487]  And they write memos saying how great it would be to have this, but you know what, they're not suspects.
[01:57:27.487 --> 01:57:28.387]  Sure, they got the U.N.
[01:57:28.387 --> 01:57:32.349]  Treaty next week and everything, but they're not suspects.
[01:57:32.349 --> 01:57:34.151]  No, we are.
[01:57:34.151 --> 01:57:34.751]  Rush Limbaugh.
[01:57:38.642 --> 01:57:40.585]  It's his fault, folks.
[01:57:40.585 --> 01:57:43.209]  Don't look at Obama or Attorney General Holder.
[01:57:43.209 --> 01:57:45.131]  Do not look at them.
[01:57:45.131 --> 01:57:46.854]  I don't mean just encouraging the guy.
[01:57:46.854 --> 01:57:50.279]  No, no, I mean, you know, setting him up.
[01:57:50.279 --> 01:57:51.060]  They'd never do that.
[01:57:53.416 --> 01:57:57.520]  Even small-town police departments get caught all the time framing people for murders they've committed.
[01:57:57.520 --> 01:58:03.325]  But the big feds, they wouldn't do anything like that.
[01:58:03.325 --> 01:58:07.588]  So everything is just fine, ladies and gentlemen.
[01:58:07.588 --> 01:58:10.951]  NBC's Gregory blames Batman massacre on angry political dialogue.
[01:58:10.951 --> 01:58:17.137]  Remind me, guys, when the guests join us to play that clip, queuing it up to where they blame Rush Limbaugh.
[01:58:18.248 --> 01:58:20.768]  That's one of the most important points here.
[01:58:20.768 --> 01:58:27.970]  Friday, Paul Watson wrote an article in the early morning saying they blame the Second Amendment and that they would blame talk radio.
[01:58:27.970 --> 01:58:32.050]  We were hoping it wouldn't be us when they roll out his computers.
[01:58:32.050 --> 01:58:33.791]  But they haven't done that yet.
[01:58:33.791 --> 01:58:36.631]  No, they're just blaming Rush Limbaugh.
[01:58:36.631 --> 01:58:37.991]  All right, we'll be right back.
[01:58:37.991 --> 01:58:41.612]  Stay with us.
[01:58:41.612 --> 01:58:45.093]  You are listening to GCN.
[01:58:45.093 --> 01:58:46.913]  Visit GCNlive.com today.
[01:58:51.206 --> 01:58:52.426]  Let me ask you a question.
[01:58:52.426 --> 01:58:53.927]  What does freedom mean to you?
[01:58:53.927 --> 01:58:54.827]  The freedom to choose?
[01:58:54.827 --> 01:58:55.788]  The freedom to vote?
[01:58:55.788 --> 01:58:56.788]  The freedom to worship?
[01:58:56.788 --> 01:58:58.989]  How about the freedom to take control of your own future?
[01:58:58.989 --> 01:59:04.490]  My friends at eFoods Direct are celebrating freedom this month while helping you take control of your greatest dependency, food.
[01:59:04.490 --> 01:59:11.933]  Right now you receive one of their new Patriot Packs free with every $289 you spend on their highly nutritious and great tasting food.
[01:59:11.933 --> 01:59:15.594]  The Patriot Pack is a 30 day supply of eFoods quick fix, easy to store food.
[01:59:15.834 --> 01:59:20.760]  For example, purchase a one-year supply and get five Patriot Packs, which is five months of food free.
[01:59:20.760 --> 01:59:24.564]  Use the extra food for everyday use and save hundreds off your grocery bill.
[01:59:24.564 --> 01:59:30.070]  Give your free Patriot Pack as a gift to a friend or relative, or simply add more food to your long-term supply for free.
[01:59:30.070 --> 01:59:36.037]  Call 800-409-5633 or go to efoodsdirect.com forward slash alex and get your free Patriot Pack with purchase.
[01:59:36.337 --> 01:59:37.678]  Operators are standing by.
[01:59:37.678 --> 01:59:42.120]  Call 800-409-5633 or efoodsdirect.com forward slash Alex.
[01:59:42.120 --> 01:59:45.342]  eFoods is so affordable, the more you store and eat, the more you save.
[01:59:45.342 --> 01:59:53.987]  Go to efoodsdirect.com forward slash Alex or call 800-409-5633 right now.
[01:59:53.987 --> 01:59:56.388]  Waging war on corruption.
[01:59:56.388 --> 01:59:59.150]  Alex Jones on the GCM Radio Network.
[02:00:05.765 --> 02:00:10.588]  Big Brother, Mainstream Media, Government Cover-Ups.
[02:00:10.588 --> 02:00:12.189]  You want answers?
[02:00:12.189 --> 02:00:13.730]  Well, so does he.
[02:00:13.730 --> 02:00:17.933]  He's Alex Jones, on the GCN Radio Network.
[02:00:17.933 --> 02:00:29.600]  And now, live from Austin, Texas, Alex Jones.
[02:00:29.600 --> 02:00:34.283]  Well, it's not only CNN pushing taking our guns, or Felipe Collarone of Mexico,
[02:00:35.174 --> 02:00:36.996]  Rupert Murdoch!
[02:00:36.996 --> 02:00:40.240]  He has tweeted in support for taking our guns.
[02:00:40.240 --> 02:00:43.484]  Now we know why Fox will never defend our Second Amendment.
[02:00:43.484 --> 02:00:44.826]  There you go.
[02:00:44.826 --> 02:00:47.829]  Rupert Murdoch, we had to do something about gun control.
