[00:00.000 --> 00:02.000]  You've got it
[56:48.400 --> 56:50.400]  I appraise property in the
[56:50.400 --> 56:52.400]  Nine counties of the San Francisco Bay Area
[56:52.400 --> 56:54.400]  And in doing my research
[56:54.400 --> 56:56.400]  I found in researching redevelopment
[56:56.400 --> 56:58.400]  I found that it's a
[56:58.400 --> 57:00.400]  It's a funding and implementation arm
[57:00.400 --> 57:02.400]  For United Nations Agenda 21
[57:02.400 --> 57:04.400]  And in doing
[57:04.400 --> 57:06.400]  Doing this research I had to
[57:06.400 --> 57:08.400]  Be able to support everything that I
[57:08.400 --> 57:10.400]  Was coming up with
[57:10.400 --> 57:12.400]  Because I might have to at some point
[57:12.400 --> 57:14.400]  Testify regarding this information
[57:14.400 --> 57:16.400]  So everything that I've come up with
[57:16.400 --> 57:18.400]  Of course this is available to all people
[57:18.400 --> 57:20.400]  It's very available
[57:20.400 --> 57:22.400]  On the United Nations websites
[57:22.400 --> 57:24.400]  As well as many others
[57:24.400 --> 57:26.400]  This is all true and supportable
[57:26.400 --> 57:28.400]  It's not a conspiracy theory
[57:28.400 --> 57:30.400]  It's a conspiracy fact
[57:30.400 --> 57:32.400]  And it's happening right now
[57:32.400 --> 57:34.400]  There are funding boards all of it
[57:34.400 --> 57:36.400]  It is so diabolical
[57:36.400 --> 57:38.400]  I've been to the smart growth conferences
[57:38.400 --> 57:40.400]  They admit this is total feudalism
[57:40.400 --> 57:42.400]  Right here in Austin
[57:42.400 --> 57:44.400]  Giant power bill increases
[57:44.400 --> 57:46.400]  And they say it's for the earth
[57:46.400 --> 57:48.400]  Just charging you more
[57:50.400 --> 57:52.400]  I've been telling you about
[57:52.400 --> 57:54.400]  E-Foods Direct for a while now
[57:54.400 --> 57:56.400]  Here are my top 10 reasons to stock up
[57:56.400 --> 57:58.400]  On food from E-Foods Direct
[57:58.400 --> 58:00.400]  Number 10, the food I get from E-Foods Direct
[58:00.400 --> 58:02.400]  Number 9, the E-Foods meals are easy to prepare
[58:02.400 --> 58:04.400]  8, E-Foods Direct delivers the food
[58:04.400 --> 58:06.400]  Right to my front door
[58:06.400 --> 58:08.400]  7, most of these meals cost less than $2
[58:08.400 --> 58:10.400]  6, with their large variety
[58:10.400 --> 58:12.400]  I can eat it every day
[58:12.400 --> 58:14.400]  5, I always have access to
[58:14.400 --> 58:16.400]  High quality and delicious food
[58:16.400 --> 58:18.400]  Number 4, E-Foods products don't spoil
[58:18.400 --> 58:20.400]  So I never waste any food
[58:20.400 --> 58:22.400]  3, E-Foods uses only
[58:22.400 --> 58:24.400]  Safe, healthy ingredients
[58:24.400 --> 58:26.400]  Number 2, I have my own food supply
[58:26.400 --> 58:28.400]  And don't depend on the grocery store
[58:28.400 --> 58:30.400]  And the number 1 reason I promote
[58:30.400 --> 58:32.400]  E-Foods Direct is they build
[58:32.400 --> 58:34.400]  Special offers just for my listeners
[58:34.400 --> 58:36.400]  Folks don't wait, get prepared
[58:36.400 --> 58:38.400]  Now we all need to be self-sufficient
[58:38.400 --> 58:40.400]  Call E-Foods Direct at
[58:40.400 --> 58:42.400]  800-409-5633
[58:42.400 --> 58:44.400]  And ask for the Alex Jones Special
[58:44.400 --> 58:46.400]  Call E-Foods Direct at
[58:46.400 --> 58:48.400]  800-409-5633
[58:48.400 --> 58:50.400]  Or E-FoodsDirect.com forward slash Alex
[58:50.400 --> 58:52.400]  When you're out on the road
[58:52.400 --> 58:54.400]  The last place you want to be
[58:54.400 --> 58:56.400]  Is on the road
[58:56.400 --> 58:58.400]  But if the unfortunate happens
[58:58.400 --> 59:00.400]  You'll be glad you were wearing
[59:00.400 --> 59:02.400]  Diamond Gussets
[59:02.400 --> 59:04.400]  There's a place down in Tennessee
[59:06.400 --> 59:08.400]  Where they make blue diamond gusset jeans
[59:10.400 --> 59:12.400]  They so pride in every stitch
[59:14.400 --> 59:16.400]  Guarantee you love the way they fit
[59:18.400 --> 59:20.400]  They put a diamond gusset in the crotch
[59:22.400 --> 59:24.400]  Where you need it most
[59:24.400 --> 59:26.400]  Blue diamond gussets
[59:26.400 --> 59:28.400]  Got it
[59:28.400 --> 59:30.400]  Others don't
[59:30.400 --> 59:32.400]  We turn jeans inside out
[59:32.400 --> 59:34.400]  Diamond Gusset Jeans
[59:34.400 --> 59:36.400]  Made in the USA with unparalleled quality
[59:36.400 --> 59:38.400]  Our Defender Motorcycle Jeans
[59:38.400 --> 59:40.400]  Combine Gusset Comfort with Kevlar Protection
[59:40.400 --> 59:42.400]  So you can ride all day with confidence
[59:42.400 --> 59:44.400]  Order yours at Gusset.com
[59:44.400 --> 59:46.400]  Diamond Gusset Jeans
[59:46.400 --> 59:48.400]  Got it
[59:48.400 --> 59:54.400]  Don't
[01:00:02.400 --> 01:00:04.400]  From his Central Texas Command Center
[01:00:04.400 --> 01:00:06.400]  Deep behind enemy lines
[01:00:06.400 --> 01:00:08.400]  The information war continues
[01:00:08.400 --> 01:00:18.400]  It's Alex Jones and the GCN Radio Network
[01:00:18.400 --> 01:00:20.400]  Nothing is going to affect your life
[01:00:20.400 --> 01:00:22.400]  Physically, economically
[01:00:22.400 --> 01:00:24.400]  Like Agenda 21
[01:00:24.400 --> 01:00:26.400]  It is the total takeover of society
[01:00:26.400 --> 01:00:28.400]  Home inspectors
[01:00:28.400 --> 01:00:30.400]  No more single family homes
[01:00:30.400 --> 01:00:32.400]  We've played that Plantopoulos clip
[01:00:32.400 --> 01:00:34.400]  That they show in England to school kids
[01:00:34.400 --> 01:00:36.400]  Where everything you do is going to be monitored
[01:00:36.400 --> 01:00:38.400]  You'll have to get authorization to travel
[01:00:38.400 --> 01:00:40.400]  Calority credits
[01:00:40.400 --> 01:00:42.400]  This is all official
[01:00:42.400 --> 01:00:44.400]  In fact, 20 years ago
[01:00:44.400 --> 01:00:46.400]  They called it at the Agenda 21 conference
[01:00:46.400 --> 01:00:48.400]  That's where the term comes from
[01:00:48.400 --> 01:00:50.400]  That they had
[01:00:50.400 --> 01:00:52.400]  Amore Strong called it a post industrial world
[01:00:52.400 --> 01:00:54.400]  And 20 years later
[01:00:54.400 --> 01:00:56.400]  They're about to meet again
[01:00:56.400 --> 01:00:58.400]  In Rio de Janeiro
[01:00:58.400 --> 01:01:00.400]  Now, we've got Rosa Corey
[01:01:00.400 --> 01:01:02.400]  Who's author of Behind the Green
[01:01:02.400 --> 01:01:04.400]  Mask
[01:01:04.400 --> 01:01:06.400]  She's available at Amazon.com
[01:01:06.400 --> 01:01:08.400]  I'm going to order it in bulk
[01:01:08.400 --> 01:01:10.400]  And also carry it soon at infowars.com
[01:01:10.400 --> 01:01:12.400]  But we have a link to where you can find it
[01:01:12.400 --> 01:01:14.400]  At infowars.com right now
[01:01:14.400 --> 01:01:16.400]  She has really studied it
[01:01:16.400 --> 01:01:18.400]  And again, I've got so many points
[01:01:18.400 --> 01:01:20.400]  I want to add to back her up
[01:01:20.400 --> 01:01:22.400]  But I'm going to try to shut up
[01:01:22.400 --> 01:01:24.400]  And let her roll here now
[01:01:24.400 --> 01:01:26.400]  Coming up especially in the next segment
[01:01:26.400 --> 01:01:28.400]  So she can really go into how
[01:01:28.400 --> 01:01:30.400]  It ties into everything
[01:01:30.400 --> 01:01:32.400]  But please continue
[01:01:32.400 --> 01:01:34.400]  You know, the thing is
[01:01:34.400 --> 01:01:36.400]  This is not, as I said
[01:01:36.400 --> 01:01:38.400]  It's not a conspiracy theory
[01:01:38.400 --> 01:01:40.400]  It's a conspiracy fact
[01:01:40.400 --> 01:01:42.400]  And back in 1987
[01:01:42.400 --> 01:01:44.400]  The United Nations
[01:01:44.400 --> 01:01:46.400]  The World Conference
[01:01:46.400 --> 01:01:48.400]  On the World Commission
[01:01:48.400 --> 01:01:50.400]  On Environment and Development
[01:01:50.400 --> 01:01:52.400]  Stated that
[01:01:52.400 --> 01:01:54.400]  The environment was under attack
[01:01:54.400 --> 01:01:56.400]  That the planet was being destroyed
[01:01:56.400 --> 01:01:58.400]  By human beings
[01:01:58.400 --> 01:02:00.400]  And they came up with sustainable
[01:02:00.400 --> 01:02:02.400]  This is a concept
[01:02:02.400 --> 01:02:04.400]  Now you've heard it everywhere
[01:02:04.400 --> 01:02:06.400]  You've got sustainable yogurt now
[01:02:06.400 --> 01:02:08.400]  But sustainable development
[01:02:08.400 --> 01:02:10.400]  The concept is
[01:02:10.400 --> 01:02:12.400]  That the needs of the present
[01:02:12.400 --> 01:02:14.400]  Are developed
[01:02:14.400 --> 01:02:16.400]  Without compromising future generations
[01:02:16.400 --> 01:02:18.400]  Ability to meet their own needs
[01:02:18.400 --> 01:02:20.400]  So of course then they determined
[01:02:20.400 --> 01:02:22.400]  That yes, everything we were doing now
[01:02:22.400 --> 01:02:24.400]  Was threatening the ability
[01:02:24.400 --> 01:02:26.400]  Of future generations to meet their needs
[01:02:26.400 --> 01:02:28.400]  And that commission
[01:02:28.400 --> 01:02:30.400]  Was sent out to come back
[01:02:30.400 --> 01:02:32.400]  With an action plan
[01:02:32.400 --> 01:02:34.400]  For the 21st century
[01:02:34.400 --> 01:02:36.400]  And that's what Agenda 21
[01:02:36.400 --> 01:02:38.400]  Is, that's why it's called Agenda 21
[01:02:38.400 --> 01:02:40.400]  It's the agenda for the 21st century
[01:02:40.400 --> 01:02:42.400]  And this is, as I said
[01:02:42.400 --> 01:02:44.400]  It's a plan to inventory
[01:02:44.400 --> 01:02:46.400]  And control you
[01:02:46.400 --> 01:02:48.400]  And everything that has to do
[01:02:48.400 --> 01:02:50.400]  With your life
[01:02:50.400 --> 01:02:52.400]  Everything having to do with the planet
[01:02:52.400 --> 01:02:54.400]  So it's inventorying, controlling
[01:02:54.400 --> 01:02:56.400]  All water, all land use
[01:02:56.400 --> 01:02:58.400]  We're talking about the potential
[01:02:58.400 --> 01:03:00.400]  Of losing control
[01:03:00.400 --> 01:03:02.400]  Of everything that we have
[01:03:02.400 --> 01:03:04.400]  Including our own bodies
[01:03:04.400 --> 01:03:06.400]  And what you find with Agenda 21
[01:03:06.400 --> 01:03:08.400]  Is it's divided into two elements
[01:03:08.400 --> 01:03:10.400]  Which is smart growth
[01:03:10.400 --> 01:03:12.400]  And
[01:03:12.400 --> 01:03:14.400]  The wild lands
[01:03:14.400 --> 01:03:16.400]  And what happened after, of course
[01:03:16.400 --> 01:03:18.400]  We know that it was signed on to
[01:03:18.400 --> 01:03:20.400]  Agenda 21 was signed on to
[01:03:20.400 --> 01:03:22.400]  By George H. W. Bush in 1992
[01:03:22.400 --> 01:03:24.400]  And then it was brought back
[01:03:24.400 --> 01:03:26.400]  To the United States to be
[01:03:26.400 --> 01:03:28.400]  Implemented here. Clinton
[01:03:28.400 --> 01:03:30.400]  In 1993
[01:03:30.400 --> 01:03:32.400]  Established the president's council
[01:03:32.400 --> 01:03:34.400]  On sustainable development
[01:03:34.400 --> 01:03:36.400]  And that was made up of 12
[01:03:36.400 --> 01:03:38.400]  Cabinet level secretaries
[01:03:38.400 --> 01:03:40.400]  Including defense, education,
[01:03:40.400 --> 01:03:42.400]  Agriculture, energy
[01:03:42.400 --> 01:03:44.400]  All of these
[01:03:44.400 --> 01:03:46.400]  You know, all of these
[01:03:46.400 --> 01:03:48.400]  Administrative
[01:03:48.400 --> 01:03:50.400]  Level cabinet
[01:03:50.400 --> 01:03:52.400]  Positions were all in on this
[01:03:52.400 --> 01:03:54.400]  And along with, of course
[01:03:54.400 --> 01:03:56.400]  Our captains of industry
[01:03:56.400 --> 01:03:58.400]  Like Ken Lay from Enron
[01:03:58.400 --> 01:04:00.400]  Dow Chemical
[01:04:00.400 --> 01:04:02.400]  And then you have the environmental groups
[01:04:02.400 --> 01:04:04.400]  As well as Natural Resources
[01:04:04.400 --> 01:04:06.400]  Defense Council and others
[01:04:06.400 --> 01:04:08.400]  And they all got together and they said
[01:04:08.400 --> 01:04:10.400]  How are we going to get Agenda 21
[01:04:10.400 --> 01:04:12.400]  Into every single
[01:04:12.400 --> 01:04:14.400]  Town, city, state, county
[01:04:14.400 --> 01:04:16.400]  In the entire United States
[01:04:16.400 --> 01:04:18.400]  So they decided that they wanted
[01:04:18.400 --> 01:04:20.400]  To focus on controlling land use
[01:04:20.400 --> 01:04:22.400]  And what they did was
[01:04:22.400 --> 01:04:24.400]  They gave a multi-million dollar
[01:04:24.400 --> 01:04:26.400]  Grant to the American
[01:04:26.400 --> 01:04:28.400]  Planning Association
[01:04:28.400 --> 01:04:30.400]  And they said, can you guys come up
[01:04:30.400 --> 01:04:32.400]  With a plan for us
[01:04:32.400 --> 01:04:34.400]  We can get into every planning project
[01:04:34.400 --> 01:04:36.400]  Stay right there. Let's explain how
[01:04:36.400 --> 01:04:38.400]  That's why there's global standardization
[01:04:38.400 --> 01:04:40.400]  That's why the exact same system
[01:04:40.400 --> 01:04:42.400]  Worldwide is being set up
[01:04:42.400 --> 01:04:44.400]  They admit they're doing it
[01:04:44.400 --> 01:04:46.400]  Now Homeland Security just two weeks ago
[01:04:46.400 --> 01:04:48.400]  Was it Davos and said
[01:04:48.400 --> 01:04:50.400]  It's a war for sustainability
[01:04:50.400 --> 01:04:52.400]  Incredible. We're going to break down
[01:04:52.400 --> 01:04:54.400]  How it's already affecting you
[01:04:54.400 --> 01:04:56.400]  And how it's going to affect you straight ahead
[01:04:58.400 --> 01:05:00.400]  A little over a year ago
[01:05:00.400 --> 01:05:02.400]  I began to do a lot of research
[01:05:02.400 --> 01:05:04.400]  Into why, even if I had a pretty good size
[01:05:04.400 --> 01:05:06.400]  Meal that I was still starving
[01:05:06.400 --> 01:05:08.400]  And my research led me to a well-known fact
[01:05:08.400 --> 01:05:10.400]  That most of the soils
[01:05:10.400 --> 01:05:12.400]  That we grow our crops on here in the United States
[01:05:12.400 --> 01:05:14.400]  And across the industrialized world
[01:05:14.400 --> 01:05:16.400]  Are almost completely depleted
[01:05:16.400 --> 01:05:18.400]  With almost all of the key minerals
[01:05:18.400 --> 01:05:20.400]  And trace elements that our bodies
[01:05:20.400 --> 01:05:22.400]  Need to rebuild themselves
[01:05:22.400 --> 01:05:24.400]  Fight off cancer and be healthy
[01:05:24.400 --> 01:05:26.400]  I then searched out the best
[01:05:26.400 --> 01:05:28.400]  Vitamin and mineral company out there
[01:05:28.400 --> 01:05:30.400]  And discovered Young Jevity
[01:05:30.400 --> 01:05:32.400]  The Young Jevity products are designed
[01:05:32.400 --> 01:05:34.400]  To give you the real nutrition you need
[01:05:34.400 --> 01:05:36.400]  And once you've got that
[01:05:36.400 --> 01:05:38.400]  You don't have to eat as much to be satisfied
[01:05:38.400 --> 01:05:40.400]  I've lost 37 pounds
[01:05:40.400 --> 01:05:42.400]  In two months
[01:05:42.400 --> 01:05:44.400]  Simply getting the vitamins and minerals
[01:05:44.400 --> 01:05:46.400]  That I need
[01:05:46.400 --> 01:05:48.400]  Check it out for yourself, it's incredible
[01:05:48.400 --> 01:05:50.400]  Go to InfowarsTeam.com today
[01:05:50.400 --> 01:05:52.400]  And order your first canister
[01:05:52.400 --> 01:05:54.400]  Of Beyond Tangy Tangerine
[01:05:54.400 --> 01:05:56.400]  Complete Multivitamin Mineral Complex
[01:05:56.400 --> 01:05:58.400]  Dietary Supplement
[01:05:58.400 --> 01:06:00.400]  That's InfowarsTeam.com
[01:06:04.400 --> 01:06:06.400]  Defending the Republic
[01:06:06.400 --> 01:06:08.400]  From enemies, foreign and domestic
[01:06:08.400 --> 01:06:14.400]  It's Alex Jones
[01:06:14.400 --> 01:06:16.400]  Now the Desert News
[01:06:16.400 --> 01:06:18.400]  And the Associated Press
[01:06:18.400 --> 01:06:20.400]  Last week
[01:06:20.400 --> 01:06:22.400]  Ran articles
[01:06:22.400 --> 01:06:24.400]  Head of UN, Ban Ki-moon
[01:06:24.400 --> 01:06:26.400]  Wants World Tax
[01:06:26.400 --> 01:06:28.400]  For social service programs
[01:06:28.400 --> 01:06:30.400]  But that means eugenic sterilization
[01:06:30.400 --> 01:06:32.400]  Abortion
[01:06:32.400 --> 01:06:34.400]  But there he is announcing that they want
[01:06:34.400 --> 01:06:36.400]  This World Tax
[01:06:36.400 --> 01:06:38.400]  For the present planet.TV
[01:06:38.400 --> 01:06:40.400]  Viewers of your radio listener
[01:06:40.400 --> 01:06:42.400]  Which is the majority of our audience
[01:06:42.400 --> 01:06:44.400]  That listens on XM and over 100 AM
[01:06:44.400 --> 01:06:46.400]  And FM stations
[01:06:46.400 --> 01:06:48.400]  You can simply type in UN leaders
[01:06:48.400 --> 01:06:50.400]  Consider World Tax
[01:06:50.400 --> 01:06:52.400]  Defund social protection services
[01:06:52.400 --> 01:06:54.400]  Oh well, it's for the children
[01:06:54.400 --> 01:06:56.400]  Here's another one at Infowars.com
[01:06:56.400 --> 01:06:58.400]  The direct link to the World Development
[01:06:58.400 --> 01:07:00.400]  Report funded by the World Bank
[01:07:00.400 --> 01:07:02.400]  Suggests that once they've imploded
[01:07:02.400 --> 01:07:04.400]  The economy, go read it
[01:07:04.400 --> 01:07:06.400]  Again, that to get your welfare check
[01:07:06.400 --> 01:07:08.400]  The sterilization van
[01:07:08.400 --> 01:07:10.400]  Will arrive at your home and sterilize you
[01:07:10.400 --> 01:07:12.400]  1984 World Bank Report
[01:07:12.400 --> 01:07:14.400]  Contemplates sterilization vans
[01:07:14.400 --> 01:07:16.400]  And camps
[01:07:16.400 --> 01:07:18.400]  For those to make it sustainable
[01:07:20.400 --> 01:07:22.400]  The 1996 sustainability
[01:07:22.400 --> 01:07:24.400]  UN Biological Diversity Assessment
[01:07:24.400 --> 01:07:26.400]  I have it in my film Road to Tourney
[01:07:26.400 --> 01:07:28.400]  Screenshots actually says
[01:07:28.400 --> 01:07:30.400]  Use war to reduce population
[01:07:30.400 --> 01:07:32.400]  And calls for putting
[01:07:32.400 --> 01:07:34.400]  Residents in the water, just like White House
[01:07:34.400 --> 01:07:36.400]  Scientists are, John P. Holdren does
[01:07:36.400 --> 01:07:38.400]  By the way, they're already adding it
[01:07:38.400 --> 01:07:40.400]  It's called sodium fluoride
[01:07:40.400 --> 01:07:42.400]  It reduces fertility, gives you a 7-fold increase
[01:07:42.400 --> 01:07:44.400]  In bone cancer alone
[01:07:44.400 --> 01:07:46.400]  And we just earlier showed you the
[01:07:46.400 --> 01:07:48.400]  UN Zone site
[01:07:48.400 --> 01:07:50.400]  In fact, I have another article right here
[01:07:50.400 --> 01:07:52.400]  UN Panel says Retoo World Economy
[01:07:52.400 --> 01:07:54.400]  For Sustainability
[01:07:54.400 --> 01:07:56.400]  And the UN will decide
[01:07:56.400 --> 01:07:58.400]  Under treaty what you can do
[01:07:58.400 --> 01:08:00.400]  And now when I go in restaurants
[01:08:00.400 --> 01:08:02.400]  They want water, it's not good for the earth
[01:08:02.400 --> 01:08:04.400]  Meanwhile, the major corporations
[01:08:04.400 --> 01:08:06.400]  Can do whatever they want, they can release GMO
[01:08:06.400 --> 01:08:08.400]  Toxic waste, none of that's a problem
[01:08:08.400 --> 01:08:10.400]  It's about teaching you your bad
[01:08:10.400 --> 01:08:12.400]  So, as the World Bank says
[01:08:12.400 --> 01:08:14.400]  By taxing carbon, what you exhale
[01:08:14.400 --> 01:08:16.400]  They can control all human activity
[01:08:16.400 --> 01:08:18.400]  And they always point a camera
[01:08:18.400 --> 01:08:20.400]  At a smokestack releasing water vapor
[01:08:20.400 --> 01:08:22.400]  On a cold day, just like when you breathe
[01:08:22.400 --> 01:08:24.400]  And say, oh look, it's toxic waste
[01:08:24.400 --> 01:08:26.400]  Nothing's coming out of the cold plants
[01:08:26.400 --> 01:08:28.400]  But water vapor and carbon dioxide
[01:08:28.400 --> 01:08:30.400]  So you control everything that way
[01:08:30.400 --> 01:08:32.400]  But didn't you also say all human
[01:08:32.400 --> 01:08:34.400]  Activities bad and the bureaucrats
[01:08:34.400 --> 01:08:36.400]  Under global standardized rules
[01:08:36.400 --> 01:08:38.400]  They will decide everything you can do
[01:08:38.400 --> 01:08:40.400]  Now, as my guest pointed out
[01:08:40.400 --> 01:08:42.400]  It's going to get a lot worse under this
[01:08:42.400 --> 01:08:44.400]  And California is the model
[01:08:44.400 --> 01:08:46.400]  Austin's kind of a satellite of that
[01:08:46.400 --> 01:08:48.400]  But you're already living under this
[01:08:48.400 --> 01:08:50.400]  So she's got the floor for the rest of the hour
[01:08:50.400 --> 01:08:52.400]  She is just an amazing researcher
[01:08:52.400 --> 01:08:54.400]  And author of Behind the Green Mask
[01:08:54.400 --> 01:08:56.400]  We have a link at infowars.com
[01:08:56.400 --> 01:08:58.400]  Where you can find it
[01:08:58.400 --> 01:09:00.400]  I'm going to carry this book on our
[01:09:00.400 --> 01:09:02.400]  Online video bookstore, it's so amazing
[01:09:02.400 --> 01:09:04.400]  But again, the reason she blows me away
[01:09:04.400 --> 01:09:06.400]  Is when I heard her on the radio for an hour
[01:09:06.400 --> 01:09:08.400]  The other day, everything she was saying
[01:09:08.400 --> 01:09:10.400]  I knew was true, but the way she was tying it together
[01:09:10.400 --> 01:09:12.400]  And again, it's so frustrating
[01:09:12.400 --> 01:09:14.400]  When you know criminals are taking over
[01:09:14.400 --> 01:09:16.400]  While selling you that they're saving you
[01:09:16.400 --> 01:09:18.400]  It's so sick, you just want to beat them
[01:09:18.400 --> 01:09:20.400]  And it's Naziism
[01:09:20.400 --> 01:09:22.400]  The Nazis said the earth was overpopulated
[01:09:22.400 --> 01:09:24.400]  And they were going to have environmentalism
[01:09:24.400 --> 01:09:26.400]  It's about a power grab
[01:09:26.400 --> 01:09:29.400]  So, Rosa Corey, executive director
[01:09:29.400 --> 01:09:31.400]  Of Post Sustainability Institute
[01:09:31.400 --> 01:09:33.400]  A forensic commercial real estate appraiser
[01:09:33.400 --> 01:09:35.400]  Break down again briefly for those that just joined us
[01:09:35.400 --> 01:09:38.400]  What it is, the global standardization
[01:09:38.400 --> 01:09:41.400]  And how they're controlling our local towns and cities
[01:09:41.400 --> 01:09:45.400]  To openly just triple charges for water
[01:09:45.400 --> 01:09:47.400]  Quadruple charges for power
[01:09:47.400 --> 01:09:49.400]  To pay mega corporations like Ken Lay
[01:09:49.400 --> 01:09:51.400]  Who came up with the plan
[01:09:51.400 --> 01:09:52.400]  You've got the floor
[01:09:52.400 --> 01:09:54.400]  Right, well, you know, this is it
[01:09:54.400 --> 01:09:57.400]  It's a corporatocracy and it is being instated
[01:09:57.400 --> 01:10:01.400]  To develop a totalitarian government
[01:10:01.400 --> 01:10:03.400]  Over you, it is one world government
[01:10:03.400 --> 01:10:05.400]  This is globalization
[01:10:05.400 --> 01:10:08.400]  And it's being instated slowly
[01:10:08.400 --> 01:10:10.400]  Somewhat slowly, although it's speeding up now
[01:10:10.400 --> 01:10:13.400]  Because we're finding that we're experiencing
[01:10:13.400 --> 01:10:15.400]  Regionalization now
[01:10:15.400 --> 01:10:17.400]  Which is the erasure of quarters
[01:10:17.400 --> 01:10:20.400]  Between cities, counties, states
[01:10:20.400 --> 01:10:22.400]  And ultimately, nations
[01:10:22.400 --> 01:10:24.400]  And when you lose your sovereignty
[01:10:24.400 --> 01:10:26.400]  You don't want to just look at it
[01:10:26.400 --> 01:10:28.400]  In terms of losing your national sovereignty
[01:10:28.400 --> 01:10:30.400]  You also lose your sovereignty
[01:10:30.400 --> 01:10:32.400]  Over your person, over yourself
[01:10:32.400 --> 01:10:34.400]  So you have the, for instance
[01:10:34.400 --> 01:10:36.400]  The National Defense Authorization Act
[01:10:36.400 --> 01:10:39.400]  Which defines enemy combatants
[01:10:39.400 --> 01:10:42.400]  As being people who are very much like ourselves
[01:10:42.400 --> 01:10:44.400]  Who are here in the United States
[01:10:44.400 --> 01:10:46.400]  So this plan, it's a global plan
[01:10:46.400 --> 01:10:48.400]  But it's implemented locally
[01:10:48.400 --> 01:10:50.400]  And if you think it's not affecting you right now
[01:10:50.400 --> 01:10:52.400]  I'll tell you that you are wrong
[01:10:52.400 --> 01:10:54.400]  It's impacting you immediately
[01:10:54.400 --> 01:10:57.400]  In your own city, in your town, out in the world
[01:10:57.400 --> 01:10:59.400]  It's designed in their words
[01:10:59.400 --> 01:11:00.400]  To shut down the economy
[01:11:00.400 --> 01:11:02.400]  Look at the economy shutting down
[01:11:02.400 --> 01:11:04.400]  They know what they're doing
[01:11:04.400 --> 01:11:06.400]  That's right, this is designed to
[01:11:06.400 --> 01:11:08.400]  Your economy is designed to be destroyed
[01:11:08.400 --> 01:11:10.400]  This, you know, if an enemy
[01:11:10.400 --> 01:11:12.400]  Were trying to destroy the country
[01:11:12.400 --> 01:11:14.400]  They couldn't do a better job
[01:11:14.400 --> 01:11:16.400]  Than this plan
[01:11:16.400 --> 01:11:18.400]  And that is the plan
[01:11:18.400 --> 01:11:20.400]  That is what the desired result is
[01:11:20.400 --> 01:11:23.400]  Because the more dependent people you have
[01:11:23.400 --> 01:11:25.400]  And the less people who own private property
[01:11:25.400 --> 01:11:27.400]  The less people there are to care
[01:11:27.400 --> 01:11:29.400]  If there is private property
[01:11:29.400 --> 01:11:31.400]  And private property rights
[01:11:31.400 --> 01:11:33.400]  And the less people there are to stand up
[01:11:33.400 --> 01:11:35.400]  And say that it's wrong
[01:11:35.400 --> 01:11:37.400]  And you are your ultimate private property
[01:11:37.400 --> 01:11:39.400]  So what's happening now
[01:11:39.400 --> 01:11:41.400]  Is that we are losing our rights
[01:11:41.400 --> 01:11:44.400]  Over our private property, over our water
[01:11:44.400 --> 01:11:46.400]  Over our land
[01:11:46.400 --> 01:11:48.400]  You're finding people in the rural areas
[01:11:48.400 --> 01:11:50.400]  Are being moved out of the rural areas
[01:11:50.400 --> 01:11:52.400]  Into the cities
[01:11:52.400 --> 01:11:55.400]  And the cities are being replanned
[01:11:55.400 --> 01:11:58.400]  To have high density urban development
[01:11:58.400 --> 01:12:00.400]  What that means is that smart growth
[01:12:00.400 --> 01:12:02.400]  Which is ground floor retail
[01:12:02.400 --> 01:12:04.400]  With several stories of residential above
[01:12:04.400 --> 01:12:06.400]  Built right to the edge of the sidewalk
[01:12:06.400 --> 01:12:08.400]  Right in the center of your town
[01:12:08.400 --> 01:12:10.400]  On a supposed transportation line
[01:12:10.400 --> 01:12:12.400]  Whether it's there or not
[01:12:12.400 --> 01:12:14.400]  And oftentimes being
[01:12:14.400 --> 01:12:16.400]  Using your property tax dollars
[01:12:16.400 --> 01:12:18.400]  To pay for that
[01:12:18.400 --> 01:12:20.400]  And what happens is
[01:12:20.400 --> 01:12:22.400]  People in the rural areas
[01:12:22.400 --> 01:12:24.400]  Find that, oh well
[01:12:24.400 --> 01:12:26.400]  You've just said it, pay dust is now
[01:12:26.400 --> 01:12:28.400]  Considered to be an environmental pollutant
[01:12:28.400 --> 01:12:30.400]  You find that your roads
[01:12:30.400 --> 01:12:32.400]  Are being pulverized
[01:12:32.400 --> 01:12:34.400]  And turned to dust out in the rural areas
[01:12:34.400 --> 01:12:36.400]  Your well is being monitored
[01:12:36.400 --> 01:12:38.400]  So you may not have the use of your water
[01:12:38.400 --> 01:12:40.400]  You think you own your land
[01:12:40.400 --> 01:12:42.400]  Right from the center
[01:12:42.400 --> 01:12:44.400]  Of the earth, right to the sky
[01:12:44.400 --> 01:12:46.400]  But you don't, not anymore
[01:12:46.400 --> 01:12:48.400]  Because this is a communitarian plan
[01:12:48.400 --> 01:12:50.400]  It's the plan
[01:12:50.400 --> 01:12:52.400]  That actually balances
[01:12:52.400 --> 01:12:54.400]  Individuals' rights
[01:12:54.400 --> 01:12:56.400]  Against the rights of the community
[01:12:56.400 --> 01:12:58.400]  In this case we're talking about
[01:12:58.400 --> 01:13:00.400]  The global community
[01:13:00.400 --> 01:13:02.400]  And the individual always loses
[01:13:02.400 --> 01:13:04.400]  And the bureaucrats always decide
[01:13:04.400 --> 01:13:06.400]  The part you were breaking down
