[00:00.000 --> 00:03.440]  mainstream media, government cover-ups.
[1:18:50.740 --> 1:18:58.740]  The fact that they're putting, you know, police with M5 carbon rifles down in the subway now is disgusting.
[1:18:58.740 --> 1:19:00.740]  I mean, how is that going to stop any crime?
[1:19:00.740 --> 1:19:03.740]  How is that going to stop crime as opposed to, say, a pistol?
[1:19:03.740 --> 1:19:12.740]  Nobody's gone down into the subways with an AK-47 or another type of automatic pistol or even a machine gun and wiped anybody down.
[1:19:12.740 --> 1:19:13.740]  You're going to give this to the cops?
[1:19:13.740 --> 1:19:15.740]  The cops are trigger happy, man.
[1:19:15.740 --> 1:19:19.740]  They're going to end up killing an entire family or an entire train full of people.
[1:19:19.740 --> 1:19:20.740]  It's nuts to me.
[1:19:20.740 --> 1:19:21.740]  Yeah, big time, exactly.
[1:19:21.740 --> 1:19:23.740]  Nate, I thank you for the call.
[1:19:23.740 --> 1:19:27.740]  We are going to come back and take a couple more calls, folks.
[1:19:27.740 --> 1:19:33.740]  Remember, starting at one o'clock, we're going to have Paul Joseph Watson of PrismPlanet.com on.
[1:19:33.740 --> 1:19:34.740]  And that should be really interesting.
[1:19:34.740 --> 1:19:36.740]  I can't wait to get his take on the money and the police state.
[1:19:36.740 --> 1:19:40.740]  Remember, Alamo Draft House, 9-Eleven Chronicles, May 17th and 18th.
[1:19:40.740 --> 1:19:41.740]  We'll be back after this.
[1:19:41.740 --> 1:19:42.740]  It's the Alex Jones Show.
[1:19:42.740 --> 1:19:55.740]  It is a big idea, a new world order.
[1:19:55.740 --> 1:20:00.740]  In the near future, Earth is dominated by a powerful world government.
[1:20:00.740 --> 1:20:02.740]  It's known as the Builder Bird.
[1:20:02.740 --> 1:20:05.740]  Is both their objective to be world domination?
[1:20:05.740 --> 1:20:08.740]  For thousands of years, their dark order grew.
[1:20:08.740 --> 1:20:19.740]  Now, as they hail the birth of the new world order, their great dream of exterminating 80% of humanity is at hand.
[1:20:19.740 --> 1:20:24.740]  For the first time in history, the elite's plan for world government is blown wide open.
[1:20:24.740 --> 1:20:28.740]  You will learn the secret that drives the entire new world order agenda.
[1:20:28.740 --> 1:20:31.740]  The Builder Bird is making great progress toward a world government.
[1:20:31.740 --> 1:20:32.740]  Most people have no idea.
[1:20:32.740 --> 1:20:33.740]  They're not after money.
[1:20:33.740 --> 1:20:34.740]  They have all the money they need.
[1:20:34.740 --> 1:20:35.740]  They're after power.
[1:20:35.740 --> 1:20:36.740]  That's their after-easy.
[1:20:36.740 --> 1:20:41.740]  Order in-game on DVD at prisonplanet.com or infowars.com
[1:20:41.740 --> 1:20:45.740]  Or watch it online right now at prisonplanet.tv
[1:20:45.740 --> 1:20:47.740]  In-game blueprint for global enslaved.
[1:20:47.740 --> 1:21:07.740]  You have been warned.
[1:21:17.740 --> 1:21:18.740]  And here's the best part.
[1:21:18.740 --> 1:21:19.740]  It's 100% legal.
[1:21:19.740 --> 1:21:26.740]  And it works at home, the office, or even in other countries to grab television channels and video feeds at your command.
[1:21:26.740 --> 1:21:31.740]  GCN listeners can use it to watch hundreds of conspiracy videos absolutely free.
[1:21:31.740 --> 1:21:35.740]  Best of all, you can be watching free TV on your PC in five minutes or less.
[1:21:35.740 --> 1:21:36.740]  It's that simple.
[1:21:36.740 --> 1:21:40.740]  Just go to www.orderfreetv.com.
[1:21:40.740 --> 1:21:43.740]  That's www.orderfreetv.com.
[1:21:43.740 --> 1:21:50.740]  To watch unregulated TV on your PC, go to www.orderfreetv.com.
[1:21:50.740 --> 1:21:52.740]  Our beloved Republic is on her knees.
[1:21:52.740 --> 1:21:55.740]  The forces of globalism are destroying national sovereignty worldwide.
[1:21:55.740 --> 1:21:58.740]  But in Liberty's darkest hour, there is hope.
[1:21:58.740 --> 1:22:01.740]  The first time in modern history, the people are beginning to wake up.
[1:22:01.740 --> 1:22:07.740]  It is essential that patriots worldwide accelerate their fellow man's understanding of the New World Order master plan.
[1:22:07.740 --> 1:22:11.740]  We have a short time frame to fully awaken and energize the people to meet this threat.
[1:22:11.740 --> 1:22:16.740]  In the Info War, prisonplanet.tv is a powerful weapon in the battle to regain our freedom.
[1:22:16.740 --> 1:22:19.740]  Prisonplanet.tv is a vault of forbidden information.
[1:22:19.740 --> 1:22:26.740]  All 18 of my documentary films can be downloaded or streamed in super high quality directly to your computer or iPhone and shared with others.
[1:22:26.740 --> 1:22:32.740]  Thousands of special video reports from tainted vaccines to martial law can be found in this online video library.
[1:22:32.740 --> 1:22:37.740]  By weekly news television broadcast, thousands of exclusive audio interviews, and so much more.
[1:22:37.740 --> 1:22:42.740]  The Info War is waiting for you to set it free. Join prisonplanet.tv.
[1:22:42.740 --> 1:22:44.740]  Burn the Info Bombs to disc.
[1:22:44.740 --> 1:22:46.740]  Put them on the file sharing networks.
[1:22:46.740 --> 1:22:48.740]  Bring down the New World Order.
[1:22:48.740 --> 1:22:50.740]  Prisonplanet.tv.
[1:22:50.740 --> 1:22:54.740]  People who use Cardiobyte know about the pollutants in our body and want them out.
[1:22:54.740 --> 1:22:58.740]  For over five years, Cardiobyte has proven itself time tested.
[1:22:58.740 --> 1:23:01.740]  Here's Dr. Matson, a naturopathic doctor's thoughts on Cardiobyte.
[1:23:01.740 --> 1:23:10.740]  In our mind, there isn't such a great big mystery to disease anymore. This basic tenet of yeast in the gut and metals in the liver covers at least 70, 80% of the disease that we see.
[1:23:10.740 --> 1:23:20.740]  When we do our program, you know, in herbal formulas like Cardiobyte, and you see someone who could barely walk up a hill now going for regular jobs a few months later, we know we're doing something right.
[1:23:20.740 --> 1:23:27.740]  It's a well thought out formula. I mean, the idea of it working on yeast and metals both at the same time and liver function is dead on.
[1:23:27.740 --> 1:23:33.740]  You'll find, I think, that it'll work more than just on heart problems and circulation problems. It'll work on other problems as well.
[1:23:33.740 --> 1:23:43.740]  For more information, call 1-877-928-8822 or visit our website at www.heartdrop.com.
[1:23:43.740 --> 1:23:58.740]  That toll free number again, 1-877-928-8822.
[1:24:37.740 --> 1:24:40.740]  Love that guitar beat. Oh, Bob Dylan. It's a good one.
[1:24:40.740 --> 1:24:45.740]  It's a good one. Sundown on the Union, indeed.
[1:24:45.740 --> 1:24:51.740]  We're going to keep firing through phone calls until we get into the second hour with Paul Watson.
[1:24:51.740 --> 1:24:57.740]  Phone calls have been fun today. This is the Alex Jones show. I am Jason Bermas. I'll be in tomorrow as well.
[1:24:57.740 --> 1:25:08.740]  Let's not forget the Alamo Draft House screening of the 9-11 Chronicles, a couple of sneak peeks, if you will, on May 17th at 4pm and Sunday, May 18th at 7pm.
[1:25:08.740 --> 1:25:13.740]  Remember, this is an all-new Alex Jones picture, unlike anything Alex Jones has ever done.
[1:25:13.740 --> 1:25:20.740]  I can't state it any better than that. It is absolutely different from anything you've ever seen.
[1:25:20.740 --> 1:25:27.740]  Alrighty. Let's go to Don in Texas. Don, are you with me?
[1:25:27.740 --> 1:25:40.740]  Oh, yeah. Say, the reason I call number one, and I agree with a lot of the programs like the Israeli, not all Israelis are bad, of course.
[1:25:40.740 --> 1:25:46.740]  There's a division in Israel between the Mosaic and the Talmudic.
[1:25:46.740 --> 1:25:54.740]  The Mosaic are the people that follow the old law, and the Talmudic, you know, they actually are atheists.
[1:25:54.740 --> 1:26:04.740]  What I was calling about is like the Mormons, the compound they raided in West Texas and took all the children out of the place.
[1:26:04.740 --> 1:26:05.740]  Sure.
[1:26:05.740 --> 1:26:15.740]  Well, if you want to do some research, you might find that some of the leaders in the social group there, the Child Protective Services,
[1:26:15.740 --> 1:26:25.740]  the ones that did all the announcements, and a lot of these announcements are well-scripted, very polished, very professional, hypnotic type.
[1:26:25.740 --> 1:26:35.740]  You know, pronouncements that these people are doing all kind of child molestations, not a single bit of proof.
[1:26:35.740 --> 1:26:42.740]  That's absolutely right. One of the things I brought up yesterday when I had Irene Spencer on, who's the author of Shattered Dreams and got out of a polygamous family,
[1:26:42.740 --> 1:26:50.740]  is, you know, look, obviously there's some mind control going on with these people that are, you know, married into these, you know, 12 and 13 people relationships.
[1:26:50.740 --> 1:26:58.740]  But why not go through due process if, in fact, these children are being molested? If there is evidence, there should be no problem.
[1:26:58.740 --> 1:27:01.740]  Well, let me say something. Can I say another thing?
[1:27:01.740 --> 1:27:02.740]  Sure.
[1:27:02.740 --> 1:27:18.740]  Well, they say they're going to claim to be able to prove that, with DNA proof, that the popular idea is that they are all polygamous and impregnating 13, 14-year-olds.
[1:27:18.740 --> 1:27:22.740]  You can't believe forensic evidence anymore.
[1:27:22.740 --> 1:27:34.740]  Forensic groups all around the country have been, a lot of them have been exposed as whatever is politically correct, they'll come out with the answer that the people in power want.
[1:27:34.740 --> 1:27:42.740]  You know, whereas the people that say, well, we're going to check the DNA, we're going to do all this, and then they'll come back three weeks later and say, well, here's the proof.
[1:27:42.740 --> 1:27:48.740]  No, there's been no oversight on that. No examination. They could say anything they want to.
[1:27:48.740 --> 1:27:56.740]  A lot of people are kind of in a suggestible mode. I wonder if the chemtrails have rained down some kind of stuff that makes people believe anything.
[1:27:56.740 --> 1:28:02.740]  Well, even without the chemtrails, I mean, there's so much fluoride in the water in our food products now that it's outrageous.
[1:28:02.740 --> 1:28:13.740]  Well, that's possible, too, but also it's just been a long time. It's like the Holocaust, for instance. I was in Germany. I was in there. I was not a German soldier.
[1:28:13.740 --> 1:28:26.740]  I was there shortly after World War II was over, and it's very unlikely. I worked for a guy, and my commanding officer was somebody that probably causes the death of a lot.
[1:28:26.740 --> 1:28:34.740]  Most of the Jewish people, well, not all of them, of course, but he led many raids into the factories that the Jewish people were working in.
[1:28:34.740 --> 1:28:46.740]  They were not death camps. The Jews and Poles and Russians and all the other conscripted labor they had were valuable commodity to the Germans.
[1:28:46.740 --> 1:28:53.740]  They didn't want them dead. They wanted to produce goods for the Wehrmacht, you know, the German war machine.
[1:28:53.740 --> 1:29:01.740]  Yeah, well, obviously there were work camps, too, and I thank you for the call, Don. Let's go to Rick in Texas. Rick, are you with us?
[1:29:01.740 --> 1:29:06.740]  I'm here. Thanks, Jason. I love Loose Change Final Cut.
[1:29:06.740 --> 1:29:07.740]  Oh, thanks, man.
[1:29:07.740 --> 1:29:12.740]  And I've been trying to get on for a while. My phone's dropped several times. I want to stay on point.
[1:29:12.740 --> 1:29:24.740]  Early in the show, you mentioned, though, what's going on with the police. And you talked about the police, Chief, not coming down on the side of the citizen.
[1:29:24.740 --> 1:29:31.740]  Hold on one second, Rick. We'll come back to you right after the break. It's the Alex Jones Show. I'm Jason Bermas. LooseChange901.com is my site.
[1:29:31.740 --> 1:29:50.740]  We're on the march. The empire's on the run. Alex Jones and the GCN Radio Network.
[1:29:50.740 --> 1:29:55.740]  Why should we fire Congress? Because they use the Constitution of the United States as a scrap of paper.
[1:29:55.740 --> 1:30:00.740]  They swear an oath to follow it, and then they reject it. That was their employment document.
[1:30:00.740 --> 1:30:03.740]  They haven't followed it. Congressman, senators, you're fired.
[1:30:03.740 --> 1:30:05.740]  Washington, you're fired.
[1:30:05.740 --> 1:30:07.740]  I think it's the next freedom to fascism.
[1:30:07.740 --> 1:30:14.740]  Washington, you're fired was born out of sheer frustration with abuses in our current political system, and it gives a voice to Americans across the country.
[1:30:14.740 --> 1:30:23.740]  Washington, you're fired examines constitutional issues as they relate to the Katrina disaster, the president's illegal spy program, NSA data mining, FISA secret court,
[1:30:23.740 --> 1:30:30.740]  the illegal wiretapping of millions of Americans and the last seven years of terror related spy bills, how they affect you and what you can do about it.
[1:30:30.740 --> 1:30:34.740]  Washington, you're fired captures the spirit and zest of an old fashioned Boston Tea Party.
[1:30:34.740 --> 1:30:46.740]  Ken Williams describes the film as a rabble rousing call to arms. We invite you to make the change with us. Help take back our government now. Go to takebackwashington.com and get the video tools you need for the information war.
[1:30:46.740 --> 1:31:12.740]  We have a plan to take back our government. Please visit takebackwashington.com.
[1:31:17.740 --> 1:31:27.740]  They are called Illuminati, elite proponents of the New World Order. They oppose everything that is God and truth. They are of the line that was disinherited 2000 years ago.
[1:31:27.740 --> 1:31:40.740]  Everything they have built over the centuries, the wealth they have accumulated, the power they have established, the poisoning of the masses, the destruction of the earth and mankind, we will undo through the authority that has now been delegated to us.
[1:31:40.740 --> 1:31:50.740]  Visit our website at unveilingthem.com. That's U-N-V-E-I-L-I-N-G, them.com. The message of his kingdom.
[1:32:22.740 --> 1:32:34.740]  The last word monastery spelled M-O-N-A-S-T-E-R-Y or call us at 1-800-275-1126. That's 1-800-275-1126.
[1:32:34.740 --> 1:32:49.740]  Or mail in your order to us at 4425 Schneider Road, Fillmore, NY 14735. The total cost for this massive package of information is only $10, $15 for U-P-S Ground or $30 outside the U.S.
[1:33:11.740 --> 1:33:23.740]  I am the man of cons in sorrow. I've seen trouble all my days.
[1:33:23.740 --> 1:33:43.740]  I'm a bit far away, healthy, old Kentucky. The place where I was born and raised. The place where he was born and raised.
[1:33:43.740 --> 1:33:53.740]  All right, folks, we are back. It is the Alex Jones Show. I am Jason Burmist, sub-an-an.
[1:33:53.740 --> 1:34:01.740]  I want to encourage all of you to go out there and get some of Alex Jones' films, burn them to disc and hand them out, some of the lesser known films.
[1:34:01.740 --> 1:34:13.740]  America destroyed by design, as I believe Alex's first picture, was done in the mid to late 90s. It really is a blueprint for what has happened in the last 10 to 15 years.
[1:34:13.740 --> 1:34:19.740]  It really goes through the whole thing. Almost everything in the entire video he predicted has come true.
[1:34:19.740 --> 1:34:33.740]  It's a real good base point to show you how the United States of America has been given over to a global governance. Portions of this country were given to the United Nations years and years ago.
[1:34:33.740 --> 1:34:53.740]  It's pretty ridiculous stuff. Or maybe the police state is your thing. Police state one through three, I think you can get them on one disc now. All three, I think it's like nine hours of video.
[1:34:53.740 --> 1:35:05.740]  American dictators, of course. American dictators really follows both the Kerry and Bush campaigns and shows how there are two sides of the same coin.
[1:35:05.740 --> 1:35:17.740]  Kerry was there to throw the election. It features Beth Harris of Black Box Voting. She's got a couple of invisible ballots and hijacking democracy.
[1:35:17.740 --> 1:35:29.740]  There are a few documentaries that are outside of American dictators, but she's in that as well. Right now we're talking to Rick in Texas about the out of control police and the police chiefs covering for their little soldiers, if you will.
[1:35:29.740 --> 1:35:31.740]  Rick, you've got the floor.
[1:35:31.740 --> 1:35:53.740]  Thank you, Jason. When you said something about the police chief backing up the police on this, I thought, well, let's go to the mayor. So I looked him up on the internet, called his office. He's not in, but there's a very nice lady there, and she has not had a lot of phone calls, which I thought was very disappointing.
[1:35:53.740 --> 1:36:03.740]  But I made my point to her very lucidly, but in a nice way, because I didn't think she needed to be battered, unlike the Goombas in New York City when they had Alex.
[1:36:03.740 --> 1:36:28.740]  But it got a point across to her, and she was very perceptive of what was going on when I explained it to her. I said, you know, we are in a constitutional republic, and the police are acting like fascist thugs, and the fact that they picked this guy up for not allowing them to get into his car and they arrested him,
[1:36:28.740 --> 1:36:40.740]  that's the kind of thing that happens in police states. And I said, we can't let this happen. And she said, well, do you want him to call you back? I said, well, no, but I'm who I am. I gave her my name.
[1:36:40.740 --> 1:36:49.740]  And I said, but I'm from out of town, but I am an American. And every time I hear about this, I make calls because we can't allow this to happen in our country.
[1:36:49.740 --> 1:37:05.740]  And that's why I want to have a call of action to people to call in and let them know that we don't appreciate that they're doing this and their number is 972-838-2338, 972-838-2338.
[1:37:05.740 --> 1:37:09.740]  That's the city council and the mayor's office.
[1:37:09.740 --> 1:37:19.740]  Well, I encourage people to call them up as well. And, you know, again, we can't allow this stuff to happen. I thank you for the call. You know, I want to tell a little police state story of my own.
[1:37:19.740 --> 1:37:29.740]  A few years back, I was in my little Amish town of Fort Plain, New York. You can look it up on a map. It's very tiny, very upstate, literally lots of Amish people.
[1:37:29.740 --> 1:37:33.740]  And my parents run an auction out there. They do it over the summer.
[1:37:33.740 --> 1:37:42.740]  And I decided that I was going to go get myself a coffee. It was like 7 or 8 at night. It's a little dark. It wasn't that dark, but it was starting to get dark.
[1:37:42.740 --> 1:37:50.740]  I'm walking down the street and to my surprise, you know, I'm on a little off street or whatever, the police pull me over while I'm walking.
[1:37:50.740 --> 1:37:53.740]  Literally pull me over while I'm walking.
[1:37:53.740 --> 1:38:10.740]  Hey, son, what's your name? Like, excuse me? What's your name? I'm like, uh, I'm like, you know that you're breaking the Fourth Amendment, you know, pulling me over, walking, demanding to know my information.
[1:38:10.740 --> 1:38:20.740]  Oh, we got a wise guy gets out of the car, has the pepper spray in his hand aiming it at me. I'm like, what are you going to do? Pepper spray me?
[1:38:20.740 --> 1:38:27.740]  And he's like, you're going to jail unless you tell me who you are right now. We got a report of someone fitting your description.
[1:38:27.740 --> 1:38:34.740]  I'm like, really? There's barely any crime in my town. I can't imagine what description I was fitting.
[1:38:34.740 --> 1:38:43.740]  So I said, my name's Jason. Jason who? I'm like, are you looking for a Jason? Don't get wise with me. You'll be in this car faster than you know, son.
[1:38:43.740 --> 1:38:53.740]  I'm like, Jason Bermas. And they got back in the car. Thank you. And they just drove off. And I'm just like, I cannot believe that just happened.
[1:38:53.740 --> 1:39:00.740]  Now I could have sat there and I could have not given him my name and I could have been in the back of a car probably, you know, sprayed with pepper spray.
[1:39:00.740 --> 1:39:06.740]  And I could have gone through an entire legal battle where the cops covered it up and beat me mercilessly and I'm the bad guy.
[1:39:06.740 --> 1:39:13.740]  I resisted arrest or I harassed somebody, even though, again, I'm alone on a street with a cup of coffee, not even in a car.
[1:39:13.740 --> 1:39:20.740]  That's how out of control it is now, guys. Alright, let's go to Stewart in, I believe it's North Carolina.
[1:39:20.740 --> 1:39:21.740]  Stewart, are you with me?
[1:39:21.740 --> 1:39:23.740]  Yes, I'm with you, but it's New York here.
[1:39:23.740 --> 1:39:24.740]  Oh, New York. I'm sorry.
[1:39:24.740 --> 1:39:31.740]  That's okay. You just proved in that little story that you told that discretion is indeed the better part of valor.
[1:39:31.740 --> 1:39:36.740]  For you to have not done that, it wasn't worth the beating for sure.
[1:39:36.740 --> 1:39:43.740]  And I would like to say also that, you know, I'm kind of sad to hear all these horrible reports of police.
[1:39:43.740 --> 1:39:47.740]  I would like to hear occasionally some of the good things that they do.
[1:39:47.740 --> 1:39:56.740]  I mean, even Alex says that, by and large, the vast majority of the police are doing okay, but it's these rogue guys that are just ruining it for everybody.
[1:39:56.740 --> 1:40:04.740]  That's point one I'd like to make, and point number two, I've been in the 9-11 Truth Movement since August of 02.
[1:40:04.740 --> 1:40:08.740]  And I can't imagine anybody who could answer the question better than you.
[1:40:08.740 --> 1:40:12.740]  How far away do you think we are from the tipping point?
[1:40:12.740 --> 1:40:15.740]  And if and when it does tip, what do you think the result will be?
[1:40:15.740 --> 1:40:17.740]  I mean, will we get our rights back?
[1:40:17.740 --> 1:40:21.740]  Alright, here's my answer for it.
[1:40:21.740 --> 1:40:28.740]  Tipping point, I feel like we've already reached the tipping point when you have people like Rosie O'Donnell on a mainstream TV show,
[1:40:28.740 --> 1:40:33.740]  like the view expressing truth about 9-11 and them being fired, yeah, we're at a tipping point.
[1:40:33.740 --> 1:40:40.740]  When you have a former governor, Jesse Ventura, going on handy and combs, and not even really being attacked for his views on 9-11, yeah, we're at a tipping point.
[1:40:40.740 --> 1:40:48.740]  The problem is that the administration that most people think are behind the attacks, at least that know this alternative narrative,
[1:40:48.740 --> 1:40:53.740]  and the Bush administration is still in power, and to some extent there were those within the Bush administration
[1:40:53.740 --> 1:40:57.740]  that were absolutely involved in the planning and the execution of this attack.
[1:40:57.740 --> 1:41:00.740]  Everybody, of course not. Even Bush himself, I doubt.
[1:41:00.740 --> 1:41:06.740]  But, as I've been saying on the radio, I feel like once this administration is out, we're going to see a lot more lie-hop,
[1:41:06.740 --> 1:41:08.740]  or let it happen on purpose stuff, come out.
[1:41:08.740 --> 1:41:13.740]  For instance, student scholars for 9-11 Truth confronted Joe Biden about six months ago about able danger,
[1:41:13.740 --> 1:41:20.740]  and he grabbed Justin Martel, put his arm around him, he said, you know, there's going to be a lot coming out about 9-11 in the next few years.
[1:41:20.740 --> 1:41:25.740]  And this same man, when he was confronted by Luke Rudowski about his meeting with General Mamoud Ahmed,
[1:41:25.740 --> 1:41:31.740]  the Pakistani funding arm of the hijackers, he said it was classified after he actually admitted that he wasn't a meeting,
[1:41:31.740 --> 1:41:33.740]  and he was telling them to stop funding him.
[1:41:33.740 --> 1:41:35.740]  So we're going to see that kind of stuff come out.
[1:41:35.740 --> 1:41:37.740]  Now, will we get our rights back?
[1:41:37.740 --> 1:41:39.740]  You know, I doubt it.
[1:41:39.740 --> 1:41:45.740]  I think that they're going to let it out at such an incremental level, it'll never even be up for discussion in the mainstream media
[1:41:45.740 --> 1:41:50.740]  that we need to now eviscerate the Patriot acts one and two, and we need to get rid of Homeland Security.
[1:41:50.740 --> 1:41:55.740]  I mean, they've really entrenched Homeland Security as now a staple of the United States.
[1:41:55.740 --> 1:41:58.740]  They're talking about having high schools for training.
[1:41:58.740 --> 1:42:03.740]  You know, they already have college programs in criminal justice where you can go right into DHS.
[1:42:03.740 --> 1:42:10.740]  I pray to God that within the next two years, something does happen where the masses are awakened
[1:42:10.740 --> 1:42:16.740]  and we get out into the street, not by the thousands, but by the tens and hundreds of thousands, if not millions.
[1:42:16.740 --> 1:42:19.740]  And then maybe, then maybe, we can see a difference.
[1:42:19.740 --> 1:42:22.740]  Then maybe we can start to get our Constitution and Bill of Rights.
[1:42:22.740 --> 1:42:26.740]  Maybe we can start reforming Congress and the Senate.
[1:42:26.740 --> 1:42:32.740]  But until we have that kind of reformation where our leaders are foreign by the people,
[1:42:32.740 --> 1:42:37.740]  people like you and me that actually care about people and aren't these millionaires and billionaires in business
[1:42:37.740 --> 1:42:41.740]  with the lobbyists that put them in office, we're not going to see a change.
[1:42:41.740 --> 1:42:44.740]  I mean, that's just the bottom line in my opinion, Stuart.
[1:42:44.740 --> 1:42:47.740]  I don't know, what do you think?
[1:42:47.740 --> 1:42:49.740]  I was disappointed to hear those words.
[1:42:49.740 --> 1:42:54.740]  I was kind of hoping that some previous Supreme Court decisions might reverse some of these things
[1:42:54.740 --> 1:42:59.740]  like in the Patriot Act, specifically Marbury versus Madison.
[1:42:59.740 --> 1:43:02.740]  Well, there's a ton of that stuff.
[1:43:02.740 --> 1:43:05.740]  Listen, the Supreme Court, though, who is it appointed by?
[1:43:05.740 --> 1:43:08.740]  It's been appointed by the last couple administrations
[1:43:08.740 --> 1:43:11.740]  and the Clinton administration isn't better than the Bush administration.
[1:43:11.740 --> 1:43:15.740]  It just sounded slicker and it felt better because we weren't at war with two sovereign nations
[1:43:15.740 --> 1:43:17.740]  and the economy was good.
[1:43:17.740 --> 1:43:22.740]  In reality, the Clinton family, Bill and Hill, were running Coke in the 80s
[1:43:22.740 --> 1:43:25.740]  for George Bush Sr. through Iran Contra and me in Arkansas.
[1:43:25.740 --> 1:43:28.740]  I mean, Selle Castillo has been on the show talking about that.
[1:43:28.740 --> 1:43:33.740]  Look, man, I hope that we can have some kind of a revelation of the minds
[1:43:33.740 --> 1:43:36.740]  and we can get this going.
[1:43:36.740 --> 1:43:40.740]  People like Judge Roberts and Judge Alito on the Supreme Court, they're not there for us
[1:43:40.740 --> 1:43:42.740]  and I don't think they're ever going to rule in favor of the people
[1:43:42.740 --> 1:43:47.740]  and I know that is disappointing, but I think that we just have to keep railing on the general populace
[1:43:47.740 --> 1:43:51.740]  and keep informing them so that we can get the masses out into the streets
[1:43:51.740 --> 1:43:53.740]  and we can get a real change in this country.
[1:43:53.740 --> 1:43:55.740]  I thank you for the call, Stuart.
[1:43:55.740 --> 1:43:59.740]  Let's go to Jonathan in Colorado. Is this my boy, Jonathan?
[1:43:59.740 --> 1:44:01.740]  Yeah, Jason, this is Jonathan. How are you doing?
[1:44:01.740 --> 1:44:06.740]  I'm doing good, man. I see that you posted a new blog over at thelooshchange911.com
[1:44:06.740 --> 1:44:09.740]  say we have a new little blogger over there.
[1:44:09.740 --> 1:44:16.740]  Oh, yeah. No, no. I didn't post that. I don't believe.
[1:44:16.740 --> 1:44:20.740]  Oh, wait, well, this must be a separate, I'm thinking Jonathan from We Are Changed Colorado.
[1:44:20.740 --> 1:44:22.740]  This must be a separate Jonathan, I'm sorry.
[1:44:22.740 --> 1:44:27.740]  But one thing I want to do is become involved with that group.
[1:44:27.740 --> 1:44:29.740]  Oh, yeah, you should.
[1:44:29.740 --> 1:44:30.740]  Go ahead.
[1:44:30.740 --> 1:44:37.740]  I just want to get back. You were talking earlier about how the churches were being contacted
[1:44:37.740 --> 1:44:47.740]  and the ministers or preachers are being told that they need to talk to their parishioners
[1:44:47.740 --> 1:44:54.740]  and talk them through how they should submit to government and government as God.
[1:44:54.740 --> 1:45:03.740]  This is a call that I made to Alex a while back and I really didn't, I guess, express myself clearly.
[1:45:03.740 --> 1:45:06.740]  Head Haggard, as you remember from the New Life Church.
[1:45:06.740 --> 1:45:08.740]  Yeah, the Crystal Method.
[1:45:08.740 --> 1:45:12.740]  Right. That happened with Alex. He is not.
[1:45:12.740 --> 1:45:16.740]  What happened, he started a church and I know him personally.
[1:45:16.740 --> 1:45:19.740]  Oh, I heard your call. I remember listening to you. Go ahead.
[1:45:19.740 --> 1:45:35.740]  Yeah, from about three people who built it to one of the largest churches in the country, himself, is a very, very honest individual, very high moral standing individual.
[1:45:35.740 --> 1:45:40.740]  He was approached and I'm going to make this quick and then get off because I'm a little afraid to make this call.
[1:45:40.740 --> 1:45:46.740]  But he was approached and told that he was going to do this and he refused.
[1:45:46.740 --> 1:45:56.740]  Everything happened after he refused their orders or to submit to what they wanted him to do.
[1:45:56.740 --> 1:46:03.740]  That's the kind of moral individual he is. He said it will not happen and that's what happened.
[1:46:03.740 --> 1:46:11.740]  So you're saying that Haggard was approached for this Romans 13 program where he calls this flock into FEMA death camps and he said no.
[1:46:11.740 --> 1:46:17.740]  And that's the reason that he was set up with this homosexual prostitute in Crystal Meth?
[1:46:17.740 --> 1:46:21.740]  Well, you can come to your own conclusion about why he was set up with that.
[1:46:21.740 --> 1:46:29.740]  But I will tell you, I've known him for years and he would, the last person on earth that would do that.
[1:46:29.740 --> 1:46:34.740]  I know who the prostitute was that they brought in. He was actually a White House prostitute.
[1:46:34.740 --> 1:46:38.740]  And I think he was actually at the Bohemian Grove.
[1:46:38.740 --> 1:46:40.740]  Oh, that's lovely.
[1:46:40.740 --> 1:46:44.740]  Anyway, that's what really happened.
[1:46:44.740 --> 1:46:54.740]  And he demonized and I'm very sorry it happened to him because he's one of the greatest people you'll ever meet.
[1:46:54.740 --> 1:47:00.740]  But anyway, that's just what I wanted to let you know and it's one of those unfortunate situations.
[1:47:00.740 --> 1:47:05.740]  And there are more of them out there. He just happened to be very, very big worldwide.
[1:47:05.740 --> 1:47:07.740]  And so they made it.
[1:47:07.740 --> 1:47:09.740]  They made a point out of him.
[1:47:09.740 --> 1:47:10.740]  All right, Jonathan.
[1:47:10.740 --> 1:47:18.740]  That was it. Jason, you're doing a great job and I have all of your videos and I have Alex Jones, most of his videos.
[1:47:18.740 --> 1:47:25.740]  And I subscribe and I listen almost every day. So keep up the good work and I do want to get involved with We Are Changed Colorado.
[1:47:25.740 --> 1:47:30.740]  Well, you should. WeAreChanged.org is the big overseeing site.
[1:47:30.740 --> 1:47:33.740]  And on the left-hand side are flags throughout the country and throughout the world.
[1:47:33.740 --> 1:47:37.740]  You click on those, those will go to the local We Are Changed chapters in your area.
[1:47:37.740 --> 1:47:42.740]  And we are encouraging as many people to be involved with We Are Changed as possible.
[1:47:42.740 --> 1:47:44.740]  And thanks for the kind word, Jonathan.
[1:47:44.740 --> 1:47:50.740]  I hope somebody does look into that because if Haggard was set up, that does deserve to be brought to light.
[1:47:50.740 --> 1:47:55.740]  I'm not a huge fan of any of these evangelicals that go on TV or whatever.
