[00:00.000 --> 00:04.740]  Gavin McInnis is back with his all-new online network, FreeSpeech.tv.
[2:12:01.740 --> 2:12:04.740]  Just Alex Jones put a fake video out of Jim Acosta.
[2:12:04.740 --> 2:12:07.740]  It's so fake, we're not going to show it to you.
[2:12:07.740 --> 2:12:10.740]  Jones put out a fake video that Hillary fell down. She merely tripped.
[2:12:10.740 --> 2:12:12.740]  We're not going to show it to you, you know.
[2:12:12.740 --> 2:12:22.740]  That's a sign you're being lied to, folks. She fell on her fat face.
[2:12:22.740 --> 2:12:30.740]  Let's go to John in Arkansas. John, you're on the air. Go ahead.
[2:12:30.740 --> 2:12:32.740]  Hi, John. How are you doing today?
[2:12:32.740 --> 2:12:33.740]  Hey, Alex. How are you?
[2:12:33.740 --> 2:12:35.740]  I'm all right, brother. Go ahead.
[2:12:35.740 --> 2:12:39.740]  I was just wondering if you saw those documents that got released last week.
[2:12:39.740 --> 2:12:43.740]  They were pretty interesting.
[2:12:43.740 --> 2:12:46.740]  Documents that got released last week. Tell me about it.
[2:12:46.740 --> 2:12:51.740]  It was about the finders. It was a child sex code back in the early 90s.
[2:12:51.740 --> 2:12:55.740]  Oh, I know what it is. Tell me about the documents that got released.
[2:12:55.740 --> 2:13:02.740]  Well, a couple of the documents are blueprints from the tunnels at the St. Martin Elementary School.
[2:13:02.740 --> 2:13:07.740]  Back then, they claimed that they didn't exist, but there were, in the documents,
[2:13:07.740 --> 2:13:12.740]  those people explaining going down in home and finding pynograms and all other kinds of stuff.
[2:13:12.740 --> 2:13:17.740]  Oh, yeah. Do me a favor. That was the late great Ted Gunnerson's big work.
[2:13:17.740 --> 2:13:23.740]  Can you send me a link? Who found this? The sources. Give me that.
[2:13:23.740 --> 2:13:27.740]  The FBI released it last week.
[2:13:27.740 --> 2:13:30.740]  The FBI released finders documents?
[2:13:30.740 --> 2:13:33.740]  Yeah. It's like 50 pages long.
[2:13:33.740 --> 2:13:36.740]  Okay. Where'd you read about it? What's the name of the article about it?
[2:13:36.740 --> 2:13:43.740]  I didn't see the article, but on Twitter, the FBI actually, you know, tweeted it.
[2:13:43.740 --> 2:13:46.740]  That's why we take calls. That's why we're taking calls every day.
[2:13:46.740 --> 2:13:49.740]  Because I got a great crew. They're awesome. We're overwhelmed with news.
[2:13:49.740 --> 2:13:52.740]  We tend to only look at drudgerport.com and infowars.com, which are great sites.
[2:13:52.740 --> 2:13:56.740]  But I tell everybody, hey, check Paul Watts' Twitter. Check Jack Pasobis.
[2:13:56.740 --> 2:13:59.740]  Check what the FBI is saying. We just got to check everything.
[2:13:59.740 --> 2:14:04.740]  And we've got to check our email and our show tips is most important that we all keep checking that
[2:14:04.740 --> 2:14:09.740]  because that's where just bombshells, bombshells, bombshells come in on that show tips.
[2:14:09.740 --> 2:14:12.740]  The problem is hundreds come in an hour, so it becomes overwhelming.
[2:14:12.740 --> 2:14:18.740]  There it is, except the FBI had Ted Gunnerson, Satanic preschool tunnels.
[2:14:18.740 --> 2:14:21.740]  And he went down in them and I know that the FBI then sealed it.
[2:14:21.740 --> 2:14:26.740]  But what's really important is the Washington Times reported on it back in the day,
[2:14:26.740 --> 2:14:33.740]  confirming that the CIA under the left was running it in D.C. with satellite uplinks
[2:14:33.740 --> 2:14:37.740]  for filming the child sex and snuff films.
[2:14:37.740 --> 2:14:41.740]  And he was the head FBI agent running all of Los Angeles Sector.
[2:14:41.740 --> 2:14:46.740]  And all of this stuff came out and got exposed and he got basically fired over it
[2:14:46.740 --> 2:14:48.740]  because he wouldn't shut up. He was a great guy.
[2:14:48.740 --> 2:14:53.740]  And all the stuff he talked about has now basically come out.
[2:14:53.740 --> 2:14:59.740]  But I remember him explaining how they believe they take the essence of the children
[2:14:59.740 --> 2:15:02.740]  when they torture them and then when they kill them.
[2:15:02.740 --> 2:15:04.740]  And that's the new Stephen King movie.
[2:15:04.740 --> 2:15:11.740]  That's the movie coming out after The Shining.
[2:15:11.740 --> 2:15:14.740]  It's the Dr. Sleep.
[2:15:14.740 --> 2:15:16.740]  No, I know it's Dr. Sleep.
[2:15:16.740 --> 2:15:17.740]  I know it's Dr. Sleep.
[2:15:17.740 --> 2:15:23.740]  I'm trying to think when something comes out before, it's called the prequel.
[2:15:23.740 --> 2:15:25.740]  When something comes, it's the sequel.
[2:15:25.740 --> 2:15:32.740]  You know, I'm going to black out that window because it's crippled my show.
[2:15:32.740 --> 2:15:34.740]  And I love the crew.
[2:15:34.740 --> 2:15:38.740]  I made that realization a few weeks ago that I'm constantly getting distracted
[2:15:38.740 --> 2:15:41.740]  by that big fishbowl window with all them walking around in it.
[2:15:41.740 --> 2:15:45.740]  And how much I liked the other studio because I wasn't looking at them.
[2:15:45.740 --> 2:15:49.740]  We're covering that window because, I mean, obviously, I know what a sequel is.
[2:15:49.740 --> 2:15:51.740]  It's just that I'm trying to get this in line.
[2:15:51.740 --> 2:15:52.740]  I'm trying to get it ready.
[2:15:52.740 --> 2:15:55.740]  I want to roll the trailer to Dr. Sleep.
[2:15:55.740 --> 2:15:57.740]  I want to just direct all this.
[2:15:57.740 --> 2:16:26.740]  That fishbowl's got goldfish going round and round.
[2:16:27.740 --> 2:16:32.740]  Trust your family survival to SurvivalisCamps.com.
[2:16:57.740 --> 2:17:02.740]  Feel the thrill only at Slingbow.com.
[2:17:27.740 --> 2:17:32.740]  Don't miss this one, stake your claim today.
[2:17:57.740 --> 2:18:00.740]  Financial risk owners consult with financial professionals before purchasing
[2:18:00.740 --> 2:18:04.740]  not an offer to buy or sell a security which requires an offering document.
[2:18:04.740 --> 2:18:08.740]  Again, I'm not talking down to the Info Wars audience,
[2:18:08.740 --> 2:18:12.740]  but I've been banging my head against a wall for a long time on this.
[2:18:12.740 --> 2:18:15.740]  And I'm talking about fluoride and I'm talking about I and I.
[2:18:15.740 --> 2:18:20.740]  Now, if you have a boat, a motorboat, let's say an old glass tron boat,
[2:18:20.740 --> 2:18:25.740]  and you want to take it on the lake, you've got to have a lake to put it in.
[2:18:25.740 --> 2:18:28.740]  If you're a human being, you've got to have oxygen to live.
[2:18:28.740 --> 2:18:30.740]  Okay, it's the same thing.
[2:18:30.740 --> 2:18:33.740]  Well, ladies and gentlemen, the bad halogen is fluoride.
[2:18:33.740 --> 2:18:36.740]  That's why in every Western nation, they put it in the water.
[2:18:36.740 --> 2:18:38.740]  They're going to teach us Christians to lay down and die.
[2:18:38.740 --> 2:18:40.740]  The chai comms don't put it in the water.
[2:18:40.740 --> 2:18:42.740]  They'd execute you if you did that.
[2:18:42.740 --> 2:18:45.740]  They put iodine in the water because it's the good halogen
[2:18:45.740 --> 2:18:49.740]  and increases fertility and lifespan and intelligence and everything else.
[2:18:49.740 --> 2:18:53.740]  So again, learn about the iodine conspiracy at infowarstore.com.
[2:18:53.740 --> 2:18:55.740]  We have all the documents and articles linked.
[2:18:55.740 --> 2:18:57.740]  And then get good iodine for yourself
[2:18:57.740 --> 2:19:00.740]  because the globalists are fighting to make sure you don't.
[2:19:00.740 --> 2:19:24.740]  Again, get iodine at infowarstore.com.
[2:19:31.740 --> 2:19:35.740]  The reason I'm so hot on this is the globalists put the fluoride in the water
[2:19:35.740 --> 2:19:37.740]  while making sure we don't get the iodine.
[2:19:37.740 --> 2:19:41.740]  In China, they put the iodine in the water and ban the fluoride
[2:19:41.740 --> 2:19:43.740]  because they've already got their people under their control.
[2:19:43.740 --> 2:19:45.740]  The globalists are targeting us here.
[2:19:45.740 --> 2:19:47.740]  Please go to infowarstore.com.
[2:19:47.740 --> 2:19:51.740]  Experience iodine and bio-trustillinium that goes with it together.
[2:19:51.740 --> 2:19:54.740]  And then once you see the great results, warn others.
[2:19:54.740 --> 2:19:56.740]  This is the Achilles Hill of the globalist.
[2:19:56.740 --> 2:19:57.740]  It's a win-win situation.
[2:19:57.740 --> 2:19:59.740]  The only way you lose is not taking action.
[2:19:59.740 --> 2:20:01.740]  Take action now.
[2:20:29.740 --> 2:20:33.740]  It was just blowing me away.
[2:20:33.740 --> 2:20:35.740]  This is how much we've already printed.
[2:20:35.740 --> 2:20:38.740]  The last caller just brought this up.
[2:20:38.740 --> 2:20:41.740]  And I appreciate him calling in to tell me about it.
[2:20:41.740 --> 2:20:47.740]  Here is the FBI report on their investigation
[2:20:47.740 --> 2:20:50.740]  of just one satanic underground base
[2:20:50.740 --> 2:20:55.740]  where they were torturing the children and doing all of this.
[2:20:55.740 --> 2:20:58.740]  And sure enough, they've released it.
[2:20:58.740 --> 2:21:03.740]  And you heard the caller getting into what's in here,
[2:21:03.740 --> 2:21:05.740]  the pentagrams, all the stuff that was found,
[2:21:05.740 --> 2:21:08.740]  and the fact that they were in order to cover it up.
[2:21:08.740 --> 2:21:18.740]  I'll have to dig out.
[2:21:18.740 --> 2:21:20.740]  Those interviews with Ted Gunnerson and Aeros here,
[2:21:20.740 --> 2:21:22.740]  and it ties into the Franklin cover-up,
[2:21:22.740 --> 2:21:24.740]  ties into Omaha and Nebraska,
[2:21:24.740 --> 2:21:26.740]  ties into some really hardcore stuff.
[2:21:26.740 --> 2:21:30.740]  So definitely by tomorrow's show.
[2:21:30.740 --> 2:21:34.740]  I was already planning a day to get into the ritual of use of children.
[2:21:34.740 --> 2:21:38.740]  And it's just something I didn't have time to do today.
[2:21:38.740 --> 2:21:41.740]  I saw the trailer for Dr. Sleep.
[2:21:41.740 --> 2:21:45.740]  I knew it was a Stephen King sequel to The Shining,
[2:21:45.740 --> 2:21:47.740]  which Cooper did a great job with,
[2:21:47.740 --> 2:21:49.740]  and I went and read about it,
[2:21:49.740 --> 2:21:52.740]  and that he cooked up the idea in 2006,
[2:21:52.740 --> 2:21:54.740]  wrote the book of 2013,
[2:21:54.740 --> 2:21:56.740]  and it's exactly what I'm telling you.
[2:21:56.740 --> 2:21:58.740]  They aren't real vampires.
[2:21:58.740 --> 2:22:00.740]  They believe they have spirits in them
[2:22:00.740 --> 2:22:02.740]  that have to suck the energy off children,
[2:22:02.740 --> 2:22:06.740]  or the spirits torment and basically kill the people that are possessed by them.
[2:22:06.740 --> 2:22:08.740]  And that's really what Satanists are.
[2:22:08.740 --> 2:22:10.740]  There's these possessed people that have these entities in them
[2:22:10.740 --> 2:22:12.740]  that want to hurt children.
[2:22:12.740 --> 2:22:16.740]  And so I read the synopsis of the book and the film,
[2:22:16.740 --> 2:22:19.740]  and it's not even an allegory.
[2:22:19.740 --> 2:22:21.740]  It's what's going on.
[2:22:21.740 --> 2:22:23.740]  Then I had a chance to talk to Vivian Kubrick.
[2:22:23.740 --> 2:22:25.740]  Obviously, the protégé of her father
[2:22:25.740 --> 2:22:28.740]  is favorite Stanley Kubrick about the film,
[2:22:28.740 --> 2:22:30.740]  and the fact that he did Stephen King's novel,
[2:22:30.740 --> 2:22:34.740]  because he himself was obviously extremely psychic Stanley Kubrick,
[2:22:34.740 --> 2:22:39.740]  and was clairvoyant, not just...
[2:22:39.740 --> 2:22:42.740]  not just...
[2:22:42.740 --> 2:22:44.740]  psychic.
[2:22:47.740 --> 2:22:49.740]  Not just empathic.
[2:22:49.740 --> 2:22:51.740]  So I'm believing everybody knows that stuff's real.
[2:22:51.740 --> 2:22:54.740]  There's just a lot of cooks and quacks that make money off of it
[2:22:54.740 --> 2:22:57.740]  to divert people off of what's really going on.
[2:22:57.740 --> 2:22:59.740]  But it's kind of movies I can't watch, folks,
[2:22:59.740 --> 2:23:02.740]  because they particularly are looking for gifted children,
[2:23:02.740 --> 2:23:07.740]  and they believe they're siphoning off their essence.
[2:23:07.740 --> 2:23:09.740]  Not just your room of the mill child.
[2:23:09.740 --> 2:23:12.740]  That's bad enough. It's just terrible.
[2:23:12.740 --> 2:23:15.740]  So yeah, this stuff's all very real.
[2:23:15.740 --> 2:23:20.740]  Finders got busted because they caught members of the finders
[2:23:20.740 --> 2:23:24.740]  driving a van with a bunch of naked, half-naked children
[2:23:24.740 --> 2:23:27.740]  on dirty mattresses in the back, four, five, six years old.
[2:23:27.740 --> 2:23:30.740]  I drove down from Florida, and the plates went back to facility.
[2:23:30.740 --> 2:23:33.740]  They raided it. It was a CIA facility in D.C.
[2:23:33.740 --> 2:23:35.740]  And they were filming snuff films, everything in there.
[2:23:35.740 --> 2:23:39.740]  I said, I get to your calls. It's just that somebody raises something like this.
[2:23:39.740 --> 2:23:41.740]  This all came out.
[2:23:41.740 --> 2:23:44.740]  And I know this sounds horrible, and people don't want to believe it.
[2:23:44.740 --> 2:23:46.740]  Like Ted Gunnerson didn't want to believe.
[2:23:46.740 --> 2:23:49.740]  But he was a senior epiaeigian. He just kept running into it.
[2:23:49.740 --> 2:23:51.740]  This stuff's real.
[2:23:51.740 --> 2:23:55.740]  And the Democratic Party basically runs off of it.
[2:23:55.740 --> 2:23:59.740]  And the so-called Republican leadership, a lot of them are into this as well.
[2:23:59.740 --> 2:24:00.740]  They're not really Republicans.
[2:24:00.740 --> 2:24:02.740]  And Trump is not part of this, ladies and gentlemen.
[2:24:02.740 --> 2:24:04.740]  And I'm not part of this, and you're not part of this.
[2:24:04.740 --> 2:24:06.740]  We're saying no to it.
[2:24:06.740 --> 2:24:09.740]  Okay, who's been holding the longest now?
[2:24:09.740 --> 2:24:16.740]  I guess that'd be Clay in Kentucky.
[2:24:16.740 --> 2:24:19.740]  Clay, thanks for holding. You're on the air. Thanks for calling.
[2:24:19.740 --> 2:24:21.740]  Yeah, am I on air now?
[2:24:21.740 --> 2:24:23.740]  Yes, sir, you are. Thanks for calling.
[2:24:23.740 --> 2:24:26.740]  All right, well, cool. Thank you for taking my call first off.
[2:24:26.740 --> 2:24:29.740]  And I just wanted to comment on the fact that you
[2:24:29.740 --> 2:24:33.740]  earlier showed you made a comment about college students looking all zombie-like
[2:24:33.740 --> 2:24:35.740]  and whatnot on campus.
[2:24:35.740 --> 2:24:39.740]  Well, I'm a college student as well. I'm a junior.
[2:24:39.740 --> 2:24:41.740]  I study English literature and a minor in creative writing.
[2:24:41.740 --> 2:24:43.740]  So I am the real deal.
[2:24:43.740 --> 2:24:45.740]  And you are correct in stating that.
[2:24:45.740 --> 2:24:49.740]  When I first got here on campus way back when,
[2:24:49.740 --> 2:24:53.740]  it was like one of the first things I noticed how everybody's
[2:24:53.740 --> 2:24:55.740]  looked rather zombie-like, rather pale.
[2:24:55.740 --> 2:24:59.740]  They were looking down once they walked, rather sluggishly and sluggishly.
[2:24:59.740 --> 2:25:03.740]  And it was just really kind of the first thing that I really noticed.
[2:25:03.740 --> 2:25:07.740]  When I got on campus and it's really what kind of took me back.
[2:25:07.740 --> 2:25:11.740]  And I guess I'm just really a very outgoing person.
[2:25:11.740 --> 2:25:13.740]  So I kind of took me back.
[2:25:13.740 --> 2:25:17.740]  But it's like it's a spirit or something.
[2:25:17.740 --> 2:25:19.740]  There's no excitement.
[2:25:19.740 --> 2:25:21.740]  They're like, yeah, they look down.
[2:25:21.740 --> 2:25:25.740]  They have really white skin. They're super stupid.
[2:25:25.740 --> 2:25:29.740]  Well, I mean, honestly, I agree with the company.
[2:25:29.740 --> 2:25:33.740]  Sorry, I'm a little nervous, but they just, I mean, zombie-like essentially.
[2:25:33.740 --> 2:25:37.740]  And I feel sorry for them and whatnot because they have so much potential inside them yet.
[2:25:37.740 --> 2:25:39.740]  They're not exactly harvesting that at the moment.
[2:25:39.740 --> 2:25:41.740]  And it seems this process is accelerating.
[2:25:41.740 --> 2:25:43.740]  And I'm not just picking on college students.
[2:25:43.740 --> 2:25:47.740]  You go a lot of places and people look like somebody drained their soul off now.
[2:25:47.740 --> 2:25:49.740]  There's no fire in the eyes.
[2:25:49.740 --> 2:25:51.740]  There's no potential.
[2:25:51.740 --> 2:25:53.740]  I kind of also see my parish a little bit.
[2:25:53.740 --> 2:25:55.740]  I got a church often.
[2:25:55.740 --> 2:25:59.740]  I see it amongst my parishioners.
[2:25:59.740 --> 2:26:03.740]  They're kind of just in there quietly listening to mass and whatnot.
[2:26:03.740 --> 2:26:05.740]  I'll tell you what's going on.
[2:26:05.740 --> 2:26:07.740]  TV puts people in a trance.
[2:26:07.740 --> 2:26:09.740]  Now television can also be used to get people into a heightened state of awareness.
[2:26:09.740 --> 2:26:13.740]  But that's what we're attempting to do here, just with straight shooting.
[2:26:13.740 --> 2:26:17.740]  But the average person has been put into a trance.
[2:26:17.740 --> 2:26:21.740]  And there's shown so many simulated acts of violence.
[2:26:21.740 --> 2:26:25.740]  And there's shown so much new garbage that they can't differentiate what's real from fiction.
[2:26:25.740 --> 2:26:27.740]  I appreciate your call. Thank you, Clay.
[2:26:27.740 --> 2:26:29.740]  Interesting point.
[2:26:29.740 --> 2:26:31.740]  Let's take another call here.
[2:26:31.740 --> 2:26:35.740]  Let's go ahead and talk to BW in Georgia.
[2:26:35.740 --> 2:26:37.740]  BW, thanks for holding. Go ahead.
[2:26:37.740 --> 2:26:39.740]  All right. Can you hear me?
[2:26:39.740 --> 2:26:41.740]  Yes, sir.
[2:26:41.740 --> 2:26:43.740]  All right. Hey, how are you doing?
[2:26:43.740 --> 2:26:45.740]  Good, brother.
[2:26:45.740 --> 2:26:47.740]  Excuse me one second.
[2:26:47.740 --> 2:26:49.740]  More quiet. All right.
[2:26:49.740 --> 2:26:51.740]  Can you hear me?
[2:26:51.740 --> 2:26:53.740]  I sure can.
[2:26:53.740 --> 2:26:55.740]  All right. How are you doing, Alex?
[2:26:55.740 --> 2:26:57.740]  I hope you're doing great.
[2:26:57.740 --> 2:26:59.740]  Well, I'm fighting the globalist, brother. I'm doing good talking to you.
[2:26:59.740 --> 2:27:01.740]  I'm above ground. Every day above ground is a good day.
[2:27:01.740 --> 2:27:03.740]  I know that's right.
[2:27:03.740 --> 2:27:07.740]  Well, I found out about you through a TIs podcast as well.
[2:27:07.740 --> 2:27:09.740]  So I'm kind of new to this.
[2:27:09.740 --> 2:27:11.740]  I'm a military veteran.
[2:27:11.740 --> 2:27:13.740]  And I got a lot of things I got to ask you and also talk about.
[2:27:13.740 --> 2:27:17.740]  One is the ray thing.
[2:27:17.740 --> 2:27:19.740]  So I'm African-American.
[2:27:19.740 --> 2:27:21.740]  I grew up in the Obama era.
[2:27:21.740 --> 2:27:25.740]  And I remember hearing about the song that line thing when I was in like high school.
[2:27:25.740 --> 2:27:29.740]  And I knew it was kind of iffy, but I still have the same questions that I had back then.
[2:27:29.740 --> 2:27:31.740]  What are your questions?
[2:27:31.740 --> 2:27:33.740]  The thing that I had was, what are we going to do now?
[2:27:33.740 --> 2:27:35.740]  Like, what's the next step?
[2:27:35.740 --> 2:27:37.740]  I don't care about what happened.
[2:27:37.740 --> 2:27:39.740]  I don't care how you die. What's the next step?
[2:27:39.740 --> 2:27:41.740]  Like, what are we going to do to afford ourselves?
[2:27:41.740 --> 2:27:45.740]  And, you know, Obama was going in on a song that line and all that.
[2:27:45.740 --> 2:27:47.740]  Okay.
[2:27:47.740 --> 2:27:49.740]  When I found out it was fake, I was like, whatever dude.
[2:27:49.740 --> 2:27:51.740]  It's, I don't care.
[2:27:51.740 --> 2:27:53.740]  That was more of just.
[2:27:53.740 --> 2:27:55.740]  Well, yeah, we've been lied to so much.
[2:27:55.740 --> 2:27:57.740]  I think it's very reasonable to investigate this.
[2:27:57.740 --> 2:27:59.740]  But I don't think Trump would knowingly lie about it.
[2:27:59.740 --> 2:28:01.740]  They might have done it in stages to frame him.
[2:28:01.740 --> 2:28:05.740]  But I didn't think it's probably real because Trump has been destroying ISIS.
[2:28:05.740 --> 2:28:07.740]  Our military has.
[2:28:07.740 --> 2:28:09.740]  The globalists were actually helping create it.
[2:28:09.740 --> 2:28:13.740]  And so to me, it just follows everything Trump's already done.
[2:28:13.740 --> 2:28:15.740]  And he's already delivered on so much he's done,
[2:28:15.740 --> 2:28:17.740]  that I think it tends towards being very, very real.
[2:28:17.740 --> 2:28:19.740]  What do you think?
[2:28:19.740 --> 2:28:21.740]  Well, I'm a little 50-50 on it.
[2:28:21.740 --> 2:28:23.740]  I want to say, yeah, it's cool.
[2:28:23.740 --> 2:28:27.740]  He probably, it's believable that I'm at the same time as.
[2:28:27.740 --> 2:28:31.740]  I'll say this. I don't think Trump's involved if it's staged.
[2:28:31.740 --> 2:28:37.740]  Yeah, I would say that maybe something more deeper than what he knows.
[2:28:37.740 --> 2:28:41.740]  But other than that, I couldn't say here nor there.
[2:28:41.740 --> 2:28:45.740]  I know you've got other questions, BW,
[2:28:45.740 --> 2:28:47.740]  but I've got to race through the other callers.
[2:28:47.740 --> 2:28:49.740]  I'm going to come back to you briefly to get your next question.
[2:28:49.740 --> 2:28:53.740]  Mike Adams is coming in to tell you about the fourth hour he's hosting.
[2:28:53.740 --> 2:28:55.740]  Believe me, they're breaking massive news here.
[2:28:55.740 --> 2:28:57.740]  Vax II, a huge new film.
[2:28:57.740 --> 2:28:59.740]  Vax I was giant. It's about to come out.
[2:28:59.740 --> 2:29:03.740]  You're getting a first look at this, and it's very important.
[2:29:03.740 --> 2:29:07.740]  If you're trying to quit drinking or doing too many drugs, listen to me.
[2:29:07.740 --> 2:29:09.740]  You don't know me and we'll never meet.
[2:29:09.740 --> 2:29:11.740]  I had a problem like you once.
[2:29:11.740 --> 2:29:15.740]  I drank and used to party a little too much until it got out of control
[2:29:15.740 --> 2:29:17.740]  and almost ruined my life.
[2:29:17.740 --> 2:29:23.740]  I realized I needed help to fix my problem before it totally destroyed me.
[2:29:23.740 --> 2:29:28.740]  If you've tried to fix your drinking and drug problem and you know you can't do it alone,
[2:29:28.740 --> 2:29:31.740]  you need to call the National Treatment Advisors.
[2:29:31.740 --> 2:29:36.740]  They'll immerse you into a 30-day program to replace your old habits with new habits
[2:29:36.740 --> 2:29:38.740]  and totally change your life.
[2:29:38.740 --> 2:29:43.740]  And if you have PPO, Private Health Insurance, the entire program may be covered.
[2:29:43.740 --> 2:29:46.740]  Fix your problem right now before it gets any worse.
[2:29:46.740 --> 2:29:49.740]  Get clean. Call now and learn more.
[2:29:49.740 --> 2:29:53.740]  800-506-6740.
[2:29:53.740 --> 2:29:57.740]  800-506-6740.
[2:29:57.740 --> 2:30:08.740]  That's 800-506-6740.
[2:30:08.740 --> 2:30:13.740]  In August of 2019, JAMA, or the Journal of the American Medical Association,
[2:30:13.740 --> 2:30:15.740]  the most prestigious came out and said,
[2:30:15.740 --> 2:30:19.740]  oh my gosh, just a little bit of fluoride in the water causes lowered IQs,
[2:30:19.740 --> 2:30:23.740]  massive infertility and a lot of babies dying in the womb, and it causes cancer.
[2:30:23.740 --> 2:30:26.740]  That was just one of thousands of studies admitting this.
[2:30:26.740 --> 2:30:30.740]  You know, it's illegal to have even one part per billion in the water in places like California
[2:30:30.740 --> 2:30:33.740]  unless it's part of adding fluoride.
[2:30:33.740 --> 2:30:37.740]  And then they have a waiver and can add thousands of deadly chemicals to your water
[2:30:37.740 --> 2:30:42.740]  because the Liberals love you and they want to sexualize your children.
[2:30:42.740 --> 2:30:46.740]  So whatever you do, drink lots of fluoride and don't get the thing that counters in iodine
[2:30:46.740 --> 2:30:48.740]  at infowarstore.com.
[2:30:48.740 --> 2:30:50.740]  Drink fluoride and die.
[2:30:50.740 --> 2:30:54.740]  Drink fluoride, dirty Americans, and roll over.
[2:30:54.740 --> 2:30:57.740]  Do not visit infowarstore.com and get high quality iodine to counter it.
[2:30:57.740 --> 2:31:00.740]  No, roll over and die, dirty Americans.
[2:31:00.740 --> 2:31:25.740]  infowarstore.com forward slash show.
[2:31:30.740 --> 2:31:34.740]  Well, if they put fluoride in the human body, it causes cancer, dumps us down,
[2:31:34.740 --> 2:31:36.740]  and destroys fertility.
[2:31:36.740 --> 2:31:39.740]  If you put the good halogen in the body, high quality iodine,
[2:31:39.740 --> 2:31:43.740]  it's like putting good high quality motor oil in the car that's supposed to run on it.
[2:31:43.740 --> 2:31:44.740]  It's that simple.
[2:31:44.740 --> 2:31:47.740]  Find out about the iodine conspiracy at infowarstore.com
[2:31:47.740 --> 2:31:50.740]  and find out what the globalists hope that you do not research this information.
[2:31:50.740 --> 2:31:54.740]  Ladies and gentlemen, whatever you do, research iodine deficiency.
[2:31:54.740 --> 2:31:56.740]  It's the key to everything.
[2:31:56.740 --> 2:32:01.740]  And then go and take advantage of the 60% off combo with our two different types of high quality iodine
[2:32:01.740 --> 2:32:04.740]  and biotrystallinium at infowarstore.com today.
[2:32:04.740 --> 2:32:07.740]  Now, what I'm about to say is incredibly obvious,
[2:32:07.740 --> 2:32:10.740]  and I'm not talking down to any of the viewers or any of the listeners.
[2:32:10.740 --> 2:32:11.740]  I'm just stating the facts.
[2:32:11.740 --> 2:32:14.740]  I own a chainsaw. I've had it since I was in college.
[2:32:14.740 --> 2:32:18.740]  And it's a great, good old chainsaw, and I've used it probably 500 times.
[2:32:18.740 --> 2:32:23.740]  But a few times I've forgotten to oil it, and it seizes up really quick,
[2:32:23.740 --> 2:32:25.740]  and I feel like an idiot for not oiling it.
[2:32:25.740 --> 2:32:31.740]  Now, imagine if somebody told me to put, let's say, superglue in the oil container on it.
[2:32:31.740 --> 2:32:34.740]  It would seize up forever, but only an evil person would do that.
[2:32:34.740 --> 2:32:37.740]  Well, fluoride's like putting superglue in a chainsaw.
[2:32:37.740 --> 2:32:40.740]  It's going to make it seize up, and that's why they put it in the water,
[2:32:40.740 --> 2:32:42.740]  and they admit they're doing it to hurt you and your family.
[2:32:42.740 --> 2:32:43.740]  Yes, they're really evil.
[2:32:43.740 --> 2:32:48.740]  Iodine is like putting oil in the chainsaw to help with the gasoline lubrication.
[2:32:48.740 --> 2:32:49.740]  It's that simple.
[2:32:49.740 --> 2:32:53.740]  I know you understand this, but let's warn other people before it's too late.
[2:32:53.740 --> 2:32:55.740]  It's part of the iodine conspiracy.
[2:32:55.740 --> 2:32:59.740]  Find out more at m4store.com and take action against the globalist.
[2:32:59.740 --> 2:33:01.740]  Carbon's everywhere on this planet.
[2:33:01.740 --> 2:33:24.740]  It's almost like we're carbon-based life forms.
[2:33:32.740 --> 2:33:41.740]  Well, Nancy Pelosi's come out with other quote-top Democrats,
[2:33:41.740 --> 2:33:48.740]  and they're calling for investigation that Trump didn't tell them about the Al-Baghdadi raid.
[2:33:48.740 --> 2:33:52.740]  Well, number one, in an already authorized war zone,
[2:33:52.740 --> 2:33:58.740]  the president doesn't have to tell Congress anything until they have specific hearings
[2:33:58.740 --> 2:34:03.740]  and ask the Department of Defense questions about things that are already going on.
[2:34:03.740 --> 2:34:09.740]  But consistently, anything and everything the president does, they turn into a big, giant issue.
[2:34:09.740 --> 2:34:14.740]  We found the cure to cancer, they would, attacking many folks have said,
[2:34:14.740 --> 2:34:16.740]  and that is certainly true.
[2:34:16.740 --> 2:34:20.740]  But listen, I believe people have a right to question anything,
[2:34:20.740 --> 2:34:26.740]  and because we've been lied to so much about WMDs and the whole Smollett situation,
[2:34:26.740 --> 2:34:30.740]  the fake-cabin on things, people are saying maybe it's not real.
[2:34:30.740 --> 2:34:33.740]  Well, I look at the compendium, though, of Trump trying to get us out,
[2:34:33.740 --> 2:34:37.740]  Trump exposing Hillary and Obama being behind the rise of ISIS as just a state for al-Qaeda,
[2:34:37.740 --> 2:34:42.740]  and the fact that he let the Turks come in and destroy them when they were in that little safe zone.
[2:34:42.740 --> 2:34:45.740]  This fits into everything Trump's been doing and his policy,
[2:34:45.740 --> 2:34:48.740]  and he knows the deep states got agents everywhere.
[2:34:48.740 --> 2:34:51.740]  If he was going to stage something, which I don't think he'd do anyways,
[2:34:51.740 --> 2:34:53.740]  why would he give them such dirt?
[2:34:53.740 --> 2:34:57.740]  Why would he get on the phone and say, I'm a businessman, you give me what I want,
[2:34:57.740 --> 2:34:59.740]  I give you a billion dollars, that would be illegal.
[2:34:59.740 --> 2:35:02.740]  Why in the hell would he didn't do it?
