[00:00.000 --> 00:27.480]  The
[1:27:47.740 --> 1:27:50.660]  your shoe repair stores, your farms.
[1:27:50.660 --> 1:27:53.740]  It's all shut down.
[1:27:53.740 --> 1:27:56.060]  Only big corporations can operate.
[1:27:56.060 --> 1:27:57.780]  How discriminatory.
[1:27:57.780 --> 1:28:00.860]  But sitting in this whole fighting over black or white
[1:28:00.860 --> 1:28:03.540]  while they discriminate against the little guy
[1:28:03.540 --> 1:28:05.020]  and build the post human world.
[1:28:05.020 --> 1:28:08.300]  Now, that story's up on infowars.com.
[1:28:08.300 --> 1:28:12.540]  Meanwhile, YouTube CEO admits users don't like
[1:28:12.540 --> 1:28:15.540]  boosting of authoritative, that means establishment content.
[1:28:15.540 --> 1:28:18.220]  But they do it anyways.
[1:28:19.620 --> 1:28:21.820]  And she's heavily invested in Black Socialists
[1:28:21.820 --> 1:28:24.100]  with her evil sister.
[1:28:24.100 --> 1:28:29.020]  And their other director of content came out
[1:28:29.020 --> 1:28:31.100]  and said, we don't care about our users,
[1:28:31.100 --> 1:28:32.980]  they're a bunch of basement dwellers.
[1:28:34.220 --> 1:28:37.820]  This is the trash that runs the planet.
[1:28:38.780 --> 1:28:40.180]  But Limbaugh has come out
[1:28:40.180 --> 1:28:45.180]  and said that, oh, Obama's attacking Trump now
[1:28:48.300 --> 1:28:50.820]  because Obama gate came out.
[1:28:53.060 --> 1:28:58.060]  No, Fauci, the lima indicates Obama,
[1:28:58.500 --> 1:29:00.620]  they're all attacking because they were always planning
[1:29:00.620 --> 1:29:04.340]  during the Senate hearings to blame Trump for COVID-19.
[1:29:04.340 --> 1:29:10.140]  That's why Cuomo called it the European virus.
[1:29:10.140 --> 1:29:12.180]  And you're like, that's ridiculous.
[1:29:12.180 --> 1:29:13.060]  It didn't come from Europe.
[1:29:13.060 --> 1:29:13.980]  I mean, if it came from Europe,
[1:29:13.980 --> 1:29:16.460]  you called the German virus wherever it first was found.
[1:29:16.460 --> 1:29:17.380]  That's what you call things.
[1:29:17.380 --> 1:29:19.860]  It's like Rocky Mountain spotted tick fever.
[1:29:19.860 --> 1:29:24.860]  Kind of how the Rocky Mountains or Spanish flu
[1:29:24.860 --> 1:29:26.020]  first showed up in Spain.
[1:29:27.660 --> 1:29:29.300]  The black plague's called black plague
[1:29:29.300 --> 1:29:31.260]  because it makes black spots on your skin.
[1:29:31.260 --> 1:29:35.260]  I mean, yellow fever makes your skin turn yellow.
[1:29:36.700 --> 1:29:38.500]  But they turn that into this
[1:29:39.460 --> 1:29:41.780]  because they don't want where it came from discussed
[1:29:41.780 --> 1:29:43.740]  as it came out of a bio weapons lab,
[1:29:43.740 --> 1:29:46.220]  run by Fauci and Bill and Linda Gates.
[1:29:46.220 --> 1:29:47.140]  And that's now in the news.
[1:29:47.140 --> 1:29:49.220]  But ahead of our special guests
[1:29:50.300 --> 1:29:52.860]  on the next big hoax, the globalist may run
[1:29:52.860 --> 1:29:55.020]  a fake UN invasion project, Bluebeam,
[1:29:55.020 --> 1:29:56.900]  which is real, declassified.
[1:29:58.540 --> 1:29:59.940]  Let's go ahead and go to this compilation
[1:29:59.940 --> 1:30:03.020]  of some of the nastier things Bill Gates has said recently.
[1:30:04.860 --> 1:30:08.140]  The issue that really grabbed me as urgent
[1:30:09.420 --> 1:30:12.060]  was were issues related to population.
[1:30:12.060 --> 1:30:14.580]  Issues related to population.
[1:30:14.580 --> 1:30:18.100]  In 1998, Dr. Xaven became the founding director
[1:30:18.100 --> 1:30:20.100]  of the Bill and Linda Gates Institute
[1:30:20.100 --> 1:30:21.780]  for Population Control.
[1:30:21.780 --> 1:30:24.300]  Dr. Xaven became the founding director
[1:30:24.300 --> 1:30:26.820]  of the Bill and Linda Gates Institute
[1:30:26.820 --> 1:30:28.940]  for Population Control.
[1:30:28.940 --> 1:30:32.460]  We see a lot of things that are going very well.
[1:30:32.460 --> 1:30:34.780]  Things like producing child to death and.
[1:30:36.180 --> 1:30:38.580]  Things like producing child to death
[1:30:38.580 --> 1:30:43.580]  and things like producing child to death and.
[1:30:45.140 --> 1:30:47.340]  First, we've got population.
[1:30:47.340 --> 1:30:50.140]  The world today has 6.8 billion people.
[1:30:50.140 --> 1:30:52.380]  That's headed up to about 9 billion.
[1:30:52.380 --> 1:30:54.420]  Now, if we do a really great job
[1:30:54.420 --> 1:30:57.580]  on new vaccines, healthcare,
[1:30:57.580 --> 1:30:58.900]  reproductive health services,
[1:30:58.900 --> 1:31:02.220]  we could lower that by perhaps 10 or 15 percent.
[1:31:02.220 --> 1:31:04.820]  Now, if we do a really great job
[1:31:04.820 --> 1:31:08.740]  on new vaccines, healthcare,
[1:31:08.740 --> 1:31:10.380]  reproductive health services,
[1:31:10.380 --> 1:31:14.060]  we could lower that by perhaps 10 or 15 percent.
[1:31:14.060 --> 1:31:15.500]  Is spending a million dollars
[1:31:15.500 --> 1:31:18.500]  on that last three months of life for that patient,
[1:31:18.500 --> 1:31:22.780]  would it be better not to lay off those 10 teachers
[1:31:22.780 --> 1:31:25.700]  and to make that trade-off in medical costs?
[1:31:25.700 --> 1:31:28.220]  But that's called the death panel.
[1:31:28.220 --> 1:31:30.180]  And you're not supposed to have that discussion.
[1:31:30.180 --> 1:31:32.580]  But that's called the death panel.
[1:31:32.580 --> 1:31:34.300]  By the way, hit pause.
[1:31:34.300 --> 1:31:36.860]  See, it's called ambient warfare or soft kill.
[1:31:36.860 --> 1:31:38.820]  They have penning on papers on this.
[1:31:40.180 --> 1:31:41.660]  Silent weapons for quiet wars.
[1:31:41.660 --> 1:31:43.220]  Colonel Alexander and others have written about it,
[1:31:43.220 --> 1:31:44.460]  but they didn't invent it.
[1:31:45.340 --> 1:31:46.660]  You want to kill somebody,
[1:31:46.660 --> 1:31:48.860]  but have them wander off and not know it killed them
[1:31:48.860 --> 1:31:50.260]  so you don't get to blame.
[1:31:51.500 --> 1:31:53.660]  You want to weigh down society with the weapon.
[1:31:53.660 --> 1:31:57.180]  So see, that's what they're doing.
[1:31:58.060 --> 1:31:59.860]  And you can argue, hey, there's too many people,
[1:31:59.860 --> 1:32:00.700]  let's do this.
[1:32:00.700 --> 1:32:03.060]  But the point is, is they're targeting you.
[1:32:03.060 --> 1:32:05.300]  All these delusional yuppies and people think,
[1:32:05.300 --> 1:32:08.020]  oh, we're just going to kill off Africa and Latin America.
[1:32:08.020 --> 1:32:09.900]  No, they're going to kill you off too.
[1:32:10.980 --> 1:32:12.580]  So I just say to all the leftists,
[1:32:12.580 --> 1:32:14.460]  hey, there's too many people, kill yourselves.
[1:32:14.460 --> 1:32:16.940]  I mean, I don't want you to die, but I'm saying.
[1:32:19.660 --> 1:32:21.300]  Before I die, my family dies.
[1:32:21.300 --> 1:32:23.300]  And before we wipe out a bunch of poor people,
[1:32:23.300 --> 1:32:25.700]  how about you belly up to the bar first champ?
[1:32:25.700 --> 1:32:27.380]  And I'll have a little respect for you
[1:32:27.380 --> 1:32:30.020]  when leftists start throwing themselves off buildings
[1:32:30.020 --> 1:32:31.980]  and blowing their heads off and taking pills
[1:32:31.980 --> 1:32:34.460]  or drowning, you know, burn yourself,
[1:32:34.460 --> 1:32:36.740]  pour gasoline on yourself, light your ass on fire,
[1:32:36.740 --> 1:32:39.580]  show us what we're supposed to say.
[1:32:39.580 --> 1:32:41.020]  I'm here, there's too many people.
[1:32:41.020 --> 1:32:44.300]  My name is Bob Smith, pour gasoline on yourself.
[1:32:44.300 --> 1:32:46.260]  And I'm like, whoa, I respect this.
[1:32:46.260 --> 1:32:49.100]  Like I'm Bill Gates, there's too many people.
[1:32:49.100 --> 1:32:51.100]  You know, when I see that, then I'll go,
[1:32:51.100 --> 1:32:53.860]  oh, well, you're really committed, you walk the walk,
[1:32:53.860 --> 1:32:55.660]  man, you don't just talk the talk.
[1:32:56.780 --> 1:33:01.020]  You're hardcore, but you never do that, do you?
[1:33:01.020 --> 1:33:03.860]  Ah, ha, ha, ha, ha, yeah.
[1:33:03.860 --> 1:33:06.860]  Ah, ha, ha, ha, we're supposed to go first.
[1:33:06.860 --> 1:33:10.020]  No Gates, you go first.
[1:33:11.180 --> 1:33:13.500]  Because there's a thousand worlds waiting for us right now,
[1:33:13.500 --> 1:33:15.260]  there's plenty of room.
[1:33:15.260 --> 1:33:17.140]  And you're not God, sunny boy.
[1:33:17.140 --> 1:33:22.140]  You're not God, you understand me, ha, ha, ha, ha, ha.
[1:33:23.340 --> 1:33:26.260]  Don't even pretend you are, sunny boy.
[1:33:26.260 --> 1:33:28.540]  Let's finish up with this enemy.
[1:33:28.540 --> 1:33:32.780]  Would it be better not to lay off those 10 teachers
[1:33:32.780 --> 1:33:35.740]  and to make that trade-off in medical costs?
[1:33:35.740 --> 1:33:38.220]  But that's called the death panel.
[1:33:38.220 --> 1:33:40.180]  And you're not supposed to have that discussion.
[1:33:40.180 --> 1:33:42.460]  But that's called the death panel.
[1:33:43.340 --> 1:33:45.820]  And you're not supposed to have that discussion.
[1:33:45.820 --> 1:33:49.860]  Today, the greatest risk of global catastrophe
[1:33:49.860 --> 1:33:51.380]  doesn't look like this.
[1:33:52.260 --> 1:33:54.540]  Instead, it looks like this.
[1:33:56.380 --> 1:34:00.100]  If anything kills over 10 million people
[1:34:00.100 --> 1:34:01.260]  in the next few decades.
[1:34:01.260 --> 1:34:02.100]  Happens to be the coronavirus.
[1:34:02.100 --> 1:34:05.500]  It's most likely to be a highly infectious virus
[1:34:05.500 --> 1:34:06.860]  rather than a war.
[1:34:06.860 --> 1:34:07.700]  Oh.
[1:34:07.700 --> 1:34:12.020]  If anything kills over 10 million people
[1:34:12.020 --> 1:34:15.900]  in the next few decades, it's most likely
[1:34:15.900 --> 1:34:18.100]  to be a highly infectious virus.
[1:34:18.100 --> 1:34:19.940]  And he teaches you what's gonna kill you.
[1:34:19.940 --> 1:34:20.780]  So he's the same.
[1:34:20.780 --> 1:34:23.260]  And see how we can get this down to zero.
[1:34:23.260 --> 1:34:24.260]  Oh, some of my stabbing.
[1:34:24.260 --> 1:34:25.460]  Ha, ha, ha, ha, ha.
[1:34:25.460 --> 1:34:27.820]  Gonna have to get pretty near to zero.
[1:34:27.820 --> 1:34:29.140]  He'll get some of my stabbing.
[1:34:29.140 --> 1:34:30.820]  He's stabbing you like you're so smart.
[1:34:30.820 --> 1:34:32.020]  How'd you know?
[1:34:32.020 --> 1:34:33.620]  Probably one of these numbers
[1:34:33.620 --> 1:34:36.580]  is gonna have to get pretty near to zero.
[1:34:36.580 --> 1:34:39.860]  Now, malaria is, of course, transmitted by mosquitoes.
[1:34:39.860 --> 1:34:41.700]  I brought some here.
[1:34:41.700 --> 1:34:43.980]  So you could experience this.
[1:34:43.980 --> 1:34:46.340]  We'll let those roam around the...
[1:34:46.340 --> 1:34:49.060]  See, this iconic does it to you.
[1:34:50.340 --> 1:34:52.620]  I brought some here.
[1:34:52.620 --> 1:34:55.500]  So you could experience this.
[1:34:55.500 --> 1:35:00.500]  We'll let those roam around the auditorium a little bit.
[1:35:02.660 --> 1:35:05.900]  There's no reason only poor people should have the experience.
[1:35:05.900 --> 1:35:06.740]  Oh, don't worry.
[1:35:06.740 --> 1:35:08.060]  You're all gonna have it now.
[1:35:08.060 --> 1:35:08.900]  Ha, ha, ha.
[1:35:08.900 --> 1:35:13.540]  Did you come to reproductive issues as an intellectual?
[1:35:13.540 --> 1:35:14.380]  When I was growing up,
[1:35:14.380 --> 1:35:19.380]  my parents were always involved in various volunteer things.
[1:35:19.580 --> 1:35:22.500]  My dad was head of Planned Parenthood.
[1:35:22.500 --> 1:35:27.500]  And it was very controversial to be involved with that.
[1:35:28.300 --> 1:35:31.500]  My dad was head of Planned Parenthood.
[1:35:31.500 --> 1:35:32.780]  The ultimate solution,
[1:35:32.780 --> 1:35:35.420]  the only thing that really lets us go back
[1:35:35.420 --> 1:35:38.060]  completely to normal and feel good
[1:35:38.060 --> 1:35:38.900]  about sitting in a state...
[1:35:38.900 --> 1:35:39.720]  By the way, Planned Parenthood,
[1:35:39.720 --> 1:35:41.020]  literally thought of Hitler.
[1:35:41.020 --> 1:35:43.180]  Is to create a vaccine
[1:35:43.180 --> 1:35:45.220]  and not just take care of our country,
[1:35:45.220 --> 1:35:50.220]  but take that vaccine out to the global population.
[1:35:50.420 --> 1:35:55.420]  Take that vaccine out to the global population.
[1:35:55.460 --> 1:35:59.660]  We clearly need a vaccine that works in the upper age range
[1:35:59.660 --> 1:36:02.820]  because they're most at risk of that.
[1:36:02.820 --> 1:36:05.580]  And doing that so that you amp it up
[1:36:05.580 --> 1:36:06.940]  so it works in older people.
[1:36:06.940 --> 1:36:09.460]  And yet, you don't have side effects.
[1:36:09.460 --> 1:36:11.220]  But Jack Mesovic...
[1:36:11.220 --> 1:36:12.940]  One in 10,000...
[1:36:12.940 --> 1:36:14.620]  He told me Bill Gates loves me.
[1:36:14.620 --> 1:36:19.620]  That's way more, 700,000 people who will suffer from that.
[1:36:21.380 --> 1:36:23.100]  Folks, I apologize to Jack Mesovic.
[1:36:23.100 --> 1:36:24.220]  He's right.
[1:36:24.220 --> 1:36:25.460]  Bill Gates loves me.
[1:36:26.540 --> 1:36:29.300]  And you should all take his shots.
[1:36:30.940 --> 1:36:32.860]  But we should kill a third world too.
[1:36:32.860 --> 1:36:35.860]  Jack Mesovic actually taught me how to love Bill Gates.
[1:36:35.860 --> 1:36:37.860]  Bill Gates, I'm sorry and I love you.
[1:36:39.860 --> 1:36:42.860]  Thanks for getting rid of all those black people, Bill.
[1:36:43.860 --> 1:36:45.860]  Thank you, Jack Mesovic.
[1:36:47.860 --> 1:36:50.860]  It took hundreds and hundreds of years of human civilization
[1:36:50.860 --> 1:36:53.860]  to build up the world economy to where it is.
[1:36:53.860 --> 1:36:56.860]  Every economist is on record saying that
[1:36:56.860 --> 1:36:59.860]  as this economy has been shut down for two months,
[1:36:59.860 --> 1:37:01.860]  it is gonna be a death sentence to the third world
[1:37:01.860 --> 1:37:05.860]  and a horrible nightmarish collapse for the first world
[1:37:05.860 --> 1:37:08.860]  and that the general public is gonna go into deep, deep debt
[1:37:08.860 --> 1:37:11.860]  to the mega banks, but now I'm gonna have medical ID cards,
[1:37:11.860 --> 1:37:16.860]  forced inoculations, we are now in a giant dystopia.
[1:37:16.860 --> 1:37:18.860]  But a lot of people are waking up
[1:37:18.860 --> 1:37:23.860]  and there is a major backlash taking place against this tyranny
[1:37:23.860 --> 1:37:25.860]  and we must all rediscover our bill of rights,
[1:37:25.860 --> 1:37:28.860]  rediscover our constitution and our backbone
[1:37:28.860 --> 1:37:32.860]  and start saying no to people who take this moral high ground
[1:37:32.860 --> 1:37:35.860]  and say shut your business down, shut your life down,
[1:37:35.860 --> 1:37:36.860]  it'll save lives.
[1:37:36.860 --> 1:37:39.860]  No, it's caused millions to already starve to death,
[1:37:39.860 --> 1:37:40.860]  tens of millions more.
[1:37:40.860 --> 1:37:43.860]  So the cowards who went along with this with your virtues signaling
[1:37:43.860 --> 1:37:45.860]  you have destroyed your lives and our lives.
[1:37:45.860 --> 1:37:47.860]  Congratulations.
[1:37:48.860 --> 1:37:52.860]  As I record this announcement, there's only one week left
[1:37:52.860 --> 1:37:54.860]  in the biggest sale yet of 2020.
[1:37:54.860 --> 1:37:57.860]  We will not have this sale that's coming on right now
[1:37:57.860 --> 1:38:01.860]  in May until our Christmas sale comes up.
[1:38:01.860 --> 1:38:06.860]  All of our best selling supplements are 30 to 60% off
[1:38:06.860 --> 1:38:08.860]  at infowarstore.com.
[1:38:08.860 --> 1:38:10.860]  Let me just hone in on one of the products.
[1:38:10.860 --> 1:38:15.860]  DNA Force Plus, it's got high quality PQQ, CoQ10
[1:38:15.860 --> 1:38:17.860]  and a bunch of other natural ingredients
[1:38:17.860 --> 1:38:19.860]  that are known to supercharge the effects of that.
[1:38:19.860 --> 1:38:23.860]  Learn what PQQ and CoQ10 can do for you
[1:38:23.860 --> 1:38:26.860]  no matter how old you are, no matter what color you are,
[1:38:26.860 --> 1:38:28.860]  no matter where you live in the world,
[1:38:28.860 --> 1:38:30.860]  it works the same on everybody.
[1:38:30.860 --> 1:38:33.860]  It's known to be able to regrow nerves.
[1:38:33.860 --> 1:38:36.860]  It's designed so that your telomeres last longer,
[1:38:36.860 --> 1:38:39.860]  doesn't make them grow, makes them shrink slower,
[1:38:39.860 --> 1:38:41.860]  which is basically the same thing.
[1:38:41.860 --> 1:38:44.860]  DNA Force Plus is 50% off for a limited time
[1:38:44.860 --> 1:38:56.860]  at infowarstore.com.
[1:39:15.860 --> 1:39:18.860]  We're having an open discussion about the real state of the world,
[1:39:18.860 --> 1:39:21.860]  not the establishment of talking points that are put out
[1:39:21.860 --> 1:39:23.860]  by the Council on Fine Relations, the Bilderberg Group,
[1:39:23.860 --> 1:39:26.860]  the Davos Group and other club lists.
[1:39:26.860 --> 1:39:30.860]  We're pushing for a pro-human future where we build a planet
[1:39:30.860 --> 1:39:34.860]  and beyond based on humans, poor humans, bi-humans.
[1:39:34.860 --> 1:39:37.860]  Not a world where the establishment, hate themselves,
[1:39:37.860 --> 1:39:39.860]  project their hate onto us and decide
[1:39:39.860 --> 1:39:41.860]  we're going to have a post-human world.
[1:39:41.860 --> 1:39:44.860]  I'm really excited to know that InfoWars has your support
[1:39:44.860 --> 1:39:48.860]  and I want to thank you all for being pro-human and pro-guide.
[1:39:48.860 --> 1:39:51.860]  It's Tuesday morning as I record this important announcement
[1:39:51.860 --> 1:39:54.860]  at my kitchen table to the listeners and viewers of InfoWars.
[1:39:54.860 --> 1:39:57.860]  We're running the biggest sale we've had yet of the year.
[1:39:57.860 --> 1:40:00.860]  We won't have a sale this big until our Christmas sale.
[1:40:00.860 --> 1:40:03.860]  It's all of our best-selling, high-quality supplements
[1:40:03.860 --> 1:40:06.860]  for 30% to 60% off.
[1:40:06.860 --> 1:40:09.860]  50% off X2, it's back in stock.
[1:40:09.860 --> 1:40:12.860]  50% off the 8-pack PowerStack.
[1:40:12.860 --> 1:40:14.860]  That's our best deal. That's an amazing product.
[1:40:14.860 --> 1:40:17.860]  50% off DNA Force Plus.
[1:40:17.860 --> 1:40:19.860]  40% off Vaso Beads.
[1:40:19.860 --> 1:40:21.860]  50% off Vitamins Refusion.
[1:40:21.860 --> 1:40:24.860]  50% off Real Redbill, Real Redbill Plus,
[1:40:24.860 --> 1:40:27.860]  despite the fact that it's close to selling out.
[1:40:27.860 --> 1:40:31.860]  This is all available at InfoWarsStore.com.
[1:40:31.860 --> 1:40:35.860]  They're amazing products and they also fund the InfoWars,
[1:40:35.860 --> 1:40:38.860]  which makes them even more amazing.
[1:40:38.860 --> 1:40:40.860]  The highest quality you're going to find.
[1:40:40.860 --> 1:40:42.860]  Incredible benefits. It's back in stock.
[1:40:42.860 --> 1:40:44.860]  50% off. Take action now.
[1:40:44.860 --> 1:41:11.860]  Get better and fund the InfoWars at InfoWarsStore.com.
[1:41:11.860 --> 1:41:14.860]  All right. In the next hour,
[1:41:14.860 --> 1:41:16.860]  we're going to go to him in this segment,
[1:41:16.860 --> 1:41:19.860]  Dr. Steven Greer, who doesn't eat any introduction
[1:41:19.860 --> 1:41:22.860]  from documentaries, TV shows, films,
[1:41:22.860 --> 1:41:24.860]  Coast to Coast AM, Art Bell, George Norrie,
[1:41:24.860 --> 1:41:26.860]  doesn't eat any introduction.
[1:41:26.860 --> 1:41:29.860]  Medical doctor that worked in secret black projects.
[1:41:29.860 --> 1:41:32.860]  He's on the show. He's got the number one documentary
[1:41:32.860 --> 1:41:34.860]  right now on all platforms.
[1:41:34.860 --> 1:41:36.860]  Close encounters of the fifth kind.
[1:41:36.860 --> 1:41:38.860]  We'll talk to him in a moment.
[1:41:38.860 --> 1:41:40.860]  Let me just throw this out because in the real world,
[1:41:40.860 --> 1:41:42.860]  we sell products. We sell books, films,
[1:41:42.860 --> 1:41:44.860]  t-shirts, water filtration, air filtration.
[1:41:44.860 --> 1:41:47.860]  Good products. That's how we built our own independent system.
[1:41:47.860 --> 1:41:49.860]  And the establishment is trying to shut us down.
[1:41:49.860 --> 1:41:52.860]  You know that. But these are great products to begin with.
[1:41:52.860 --> 1:41:55.860]  So it's a win-win for you and keep the show on the air.
[1:41:55.860 --> 1:41:59.860]  We have six days left. The biggest sale yet this year.
[1:41:59.860 --> 1:42:02.860]  We will have a sale this big in November, early December.
[1:42:02.860 --> 1:42:04.860]  Our Christmas sale will be this big.
[1:42:04.860 --> 1:42:06.860]  But this is the biggest sale in the world.
[1:42:06.860 --> 1:42:11.860]  Our Christmas sale will be this big. But this is the biggest sale yet this year.
[1:42:11.860 --> 1:42:14.860]  30 to 60% off on all of our high-quality products.
[1:42:14.860 --> 1:42:17.860]  And some of these products, like 8-pack PowerStack,
[1:42:17.860 --> 1:42:20.860]  that's amazing. We make like $10 on it at this price.
[1:42:20.860 --> 1:42:22.860]  So we're selling this at cost.
[1:42:22.860 --> 1:42:25.860]  And a lot of that's because we overordered some at the end of the year
[1:42:25.860 --> 1:42:28.860]  last year and have a little bit of excess product.
[1:42:28.860 --> 1:42:31.860]  So m4store.com. Ultimate Creole Oil is so good for you.
[1:42:31.860 --> 1:42:34.860]  It's the highest-grade Creole Oil. That's 50% off.
[1:42:34.860 --> 1:42:37.860]  Survival Sildex too, back in stock, 50% off.
[1:42:37.860 --> 1:42:39.860]  It's all there at m4store.com.
[1:42:39.860 --> 1:42:42.860]  DNA Force Plus, back in stock, 50% off.
[1:42:42.860 --> 1:42:44.860]  So please support us.
[1:42:44.860 --> 1:42:49.860]  Now, I've been listening to Dr. Stephen Greer for 20 years.
[1:42:49.860 --> 1:42:52.860]  And I've read a couple of his books and I followed what he has to say.
[1:42:52.860 --> 1:42:55.860]  And I never got into UFOs and all of this
[1:42:55.860 --> 1:42:58.860]  because I knew a lot of it was real.
[1:42:58.860 --> 1:43:00.860]  But I couldn't get people to admit there were FEMA camps
[1:43:00.860 --> 1:43:04.860]  and shadow government, the CFR and all of this.
[1:43:04.860 --> 1:43:08.860]  But the public now is ready for this.
[1:43:08.860 --> 1:43:10.860]  And so he'll be with us the whole next hour
[1:43:10.860 --> 1:43:13.860]  and hopefully come back again for a couple of hours next week.
[1:43:13.860 --> 1:43:16.860]  And so he's on with us, Dr. Stephen Greer.com.
[1:43:16.860 --> 1:43:20.860]  And he wants to get into his new film and what's happening with COVID-19
[1:43:20.860 --> 1:43:23.860]  and so much as a medical doctor here today.
[1:43:23.860 --> 1:43:26.860]  But I wanted to air something from many years ago
[1:43:26.860 --> 1:43:32.860]  and a film he was involved in dealing with the fake alien invasion
[1:43:32.860 --> 1:43:35.860]  because Project Bluebeam has been partially declassified.
[1:43:35.860 --> 1:43:39.860]  They admit that a fake alien invasion in holograms in the sky
[1:43:39.860 --> 1:43:42.860]  is something the CIA and Pentagon really looked at.
[1:43:42.860 --> 1:43:45.860]  And so let's go ahead and start before we introduce him
[1:43:45.860 --> 1:43:49.860]  with a few minutes from that film where he broke this down.
[1:43:49.860 --> 1:43:53.860]  November 12th of 1988 was their dog and pony show
[1:43:53.860 --> 1:43:57.860]  a classified military exhibit at Norton Air Force Base.
[1:43:57.860 --> 1:44:00.860]  And then off in a separate section of the hangar behind a curtain
[1:44:00.860 --> 1:44:02.860]  which was opened up once everyone had gathered
[1:44:02.860 --> 1:44:06.860]  were three of these so-called alien reproduction vehicles, or ARVs.
[1:44:06.860 --> 1:44:09.860]  The craft itself was hovering off the floor
[1:44:09.860 --> 1:44:12.860]  with no landing gear underneath it, nothing supporting it from above.
[1:44:12.860 --> 1:44:16.860]  To see something travel across 12 miles of airspace
[1:44:16.860 --> 1:44:18.860]  in under a second and a half,
[1:44:18.860 --> 1:44:20.860]  make a couple of right angle turns
[1:44:20.860 --> 1:44:25.860]  and not make a supersonic shockwave of any kind, no sonic boom,
[1:44:25.860 --> 1:44:27.860]  which I've personally witnessed on a number of occasions.
[1:44:27.860 --> 1:44:30.860]  I mean, it's just, it changes your whole perspective.
[1:44:30.860 --> 1:44:34.860]  There are people who've had experiences with the technology
[1:44:34.860 --> 1:44:37.860]  that were not able to handle it psychologically
[1:44:37.860 --> 1:44:40.860]  because it just defies reality.
[1:44:40.860 --> 1:44:44.860]  And in this document, the CIA director, Walter Smith,
[1:44:44.860 --> 1:44:48.860]  says, I am today transmitting to the National Security Council
[1:44:48.860 --> 1:44:51.860]  a proposal in which it is concluded
[1:44:51.860 --> 1:44:54.860]  that the problems connected with unidentified flying objects
[1:44:54.860 --> 1:44:58.860]  appear to have implications for psychological warfare
[1:44:58.860 --> 1:45:01.860]  as well as for intelligence and operations.
[1:45:01.860 --> 1:45:04.860]  To have to take a step back from all the jargon
[1:45:04.860 --> 1:45:08.860]  and all the paranoia in Star Wars movies for just a minute
[1:45:08.860 --> 1:45:15.860]  and realize that it's very easy to set up a false flag operation.
[1:45:15.860 --> 1:45:20.860]  A false flag operation, also known as a false indication
[1:45:20.860 --> 1:45:24.860]  and warning, is a military tactic
[1:45:24.860 --> 1:45:27.860]  in which you create the illusion of a threat,
[1:45:27.860 --> 1:45:32.860]  often by attacking yourself and blaming the desired enemy.
[1:45:32.860 --> 1:45:34.860]  It's proven extremely effective
[1:45:34.860 --> 1:45:39.860]  at uniting the public around a perceived threat.
[1:45:39.860 --> 1:45:43.860]  Have you been exposed or did you come across
[1:45:43.860 --> 1:45:46.860]  in your career and your network
[1:45:46.860 --> 1:45:50.860]  the false I&W or the deceptive indication
[1:45:50.860 --> 1:45:54.860]  and warnings projects related to this?
[1:45:54.860 --> 1:45:55.860]  Yes.
[1:45:55.860 --> 1:45:58.860]  They could pull it off. They could definitely pull it off.
[1:45:58.860 --> 1:46:00.860]  Right now, they have the technology
[1:46:00.860 --> 1:46:05.860]  to mimic the form fit in function of extraterrestrial UFOs.
[1:46:05.860 --> 1:46:07.860]  They have the technology. Absolutely.
[1:46:07.860 --> 1:46:09.860]  It's seamless and you could never know the difference.
[1:46:09.860 --> 1:46:12.860]  So if they wanted to hoax an alien invasion,
[1:46:12.860 --> 1:46:14.860]  they could do it and they could do it in a way
[1:46:14.860 --> 1:46:16.860]  that's 100% believable.
[1:46:16.860 --> 1:46:21.860]  They started doing all kinds of psychological warfare
[1:46:21.860 --> 1:46:26.860]  entrainment of the public by staging hoaxed events
[1:46:26.860 --> 1:46:28.860]  such as cattle mutilations.
[1:46:28.860 --> 1:46:30.860]  Oh, it's a flying saucer who did that.
[1:46:30.860 --> 1:46:33.860]  It's a covert paramilitary program, human.
[1:46:33.860 --> 1:46:36.860]  So if you wanted to start indoctrinating people
[1:46:36.860 --> 1:46:39.860]  into a false threat from outer space
[1:46:39.860 --> 1:46:41.860]  that Werner von Braun warned us about,
[1:46:41.860 --> 1:46:46.860]  you would start staging events that look alien
[1:46:46.860 --> 1:46:50.860]  but that are completely man-made, that are scary
[1:46:50.860 --> 1:46:52.860]  and scare the hell out of people.
[1:46:52.860 --> 1:46:56.860]  In our stage left, you got these sort of anti-gravity devices
[1:46:56.860 --> 1:46:59.860]  with creatures that look like ETs
[1:46:59.860 --> 1:47:01.860]  that are actually man-made robotic systems.
[1:47:01.860 --> 1:47:04.860]  That's from unacknowledged 2017, three years ago
[1:47:04.860 --> 1:47:07.860]  and now it's on Fox News or showing cockpit footage.
[1:47:07.860 --> 1:47:10.860]  I remember like eight years ago, I was in Montana
[1:47:10.860 --> 1:47:12.860]  sitting out there at night, clear sky,
[1:47:12.860 --> 1:47:14.860]  and these are up at satellite level
[1:47:14.860 --> 1:47:17.860]  and they're doing 180-degree turns
[1:47:17.860 --> 1:47:18.860]  at thousands of miles an hour.
[1:47:18.860 --> 1:47:20.860]  So we know this is going on.
[1:47:20.860 --> 1:47:22.860]  The question is, what's the bigger agenda?
