[00:00:03.039 --> 00:00:05.381]  I don't think so.
[01:44:31.092 --> 01:44:37.093]  But I don't, I mean, I think some of the actual Antifa folks might be not bad people, they're just misled.
[01:44:37.093 --> 01:44:42.754]  But, again, most of the KKK is led by Feds.
[01:44:42.754 --> 01:44:47.955]  Even Texas Monthly 20 years ago caught like the main KKK group in Texas was run by the Feds.
[01:44:47.955 --> 01:44:49.655]  Would you consider becoming a police officer?
[01:44:50.729 --> 01:44:58.236]  You know, the system is so political now that, uh, no, I mean, the problem is then they just get, kind of, not very good people to be the police now.
[01:44:58.236 --> 01:44:59.076]  Yeah.
[01:44:59.076 --> 01:45:05.101]  That's part of putting pressure on the police, and to blame police for everything, is then to run off good people, and then society basically falls apart.
[01:45:06.983 --> 01:45:10.464]  Because, you know, everything the left does is degrade society, undermine it.
[01:45:10.464 --> 01:45:11.844]  And then, oh, let's get rid of the police as well.
[01:45:11.844 --> 01:45:14.104]  But, oh, the Democrats, they've got private bodyguards.
[01:45:14.104 --> 01:45:15.284]  It's like Minneapolis.
[01:45:15.284 --> 01:45:20.305]  Millions of dollars for private bodyguards, 24-7, from the city council who defunded the police.
[01:45:20.305 --> 01:45:24.386]  So the citizens don't get police, and they don't want you to have guns, but they have private bodyguards.
[01:45:24.386 --> 01:45:26.606]  Do you see any kind of paradox there?
[01:45:26.606 --> 01:45:27.807]  Yeah.
[01:45:27.807 --> 01:45:32.267]  One thing I was wondering is, like, how do you know that, like, someone on your team isn't, like, compromised?
[01:45:32.267 --> 01:45:34.888]  Like, how do you keep... We've had that happen.
[01:45:36.164 --> 01:45:37.384]  But we're not doing anything wrong.
[01:45:37.384 --> 01:45:38.545]  So they just make lies up.
[01:45:38.545 --> 01:45:39.705]  In fact, I never got to this earlier.
[01:45:39.705 --> 01:45:43.466]  I mean, they had top trending, you know, on Twitter yesterday.
[01:45:43.466 --> 01:45:45.986]  Alex Jones secret video undercover hates Trump.
[01:45:45.986 --> 01:45:48.607]  It was a documentary I was in and it's an edited video.
[01:45:48.607 --> 01:45:51.147]  And I have the documentary right here that it's in.
[01:45:51.147 --> 01:45:54.108]  It's on Netflix, I mean, or I guess on Amazon.
[01:45:54.108 --> 01:45:55.688]  It's like a censorship documentary or something?
[01:45:55.688 --> 01:45:56.969]  Yeah, yeah.
[01:45:56.969 --> 01:45:57.829]  You can't watch this.
[01:45:57.829 --> 01:46:00.369]  And I said what they said in the film.
[01:46:00.369 --> 01:46:02.910]  They just released it and said it was a secret video.
[01:46:02.910 --> 01:46:03.170]  Oh, man.
[01:46:03.843 --> 01:46:06.688]  Yeah, they just released it without like the articles and stuff that are in it.
[01:46:06.688 --> 01:46:12.517]  And they cut off like, if I was playing devil's advocate, or you know, if I was an immoral person, I would hate Trump.
[01:46:12.517 --> 01:46:14.339]  Because I've been through freaking hell.
[01:46:14.339 --> 01:46:15.962]  This guy's destroyed my life.
[01:46:15.962 --> 01:46:18.346]  But then I want to say, but I did it because it was the right thing to do.
[01:46:19.255 --> 01:46:24.177]  But they edited that part out and put out Jones Attacks Trump, hoping Trump sees that, or hoping it creates a division.
[01:46:24.177 --> 01:46:39.385]  But I mean, imagine, it's a film out for a year and a half, and it's all over the news, trending on Twitter, that secret video, I'm like, it's likes in a studio, like this, in Austin, and the guy's talking to me, and that's how dumb I think their audience is.
[01:46:39.385 --> 01:46:42.066]  Whenever I saw a secret video, I thought it was gonna be like, you know, one of those
[01:46:42.626 --> 01:46:49.371]  Pin cameras and like someone catching you like slipping, but it was like completely you know in studio That's like lights are all there.
[01:46:49.371 --> 01:46:51.752]  We found the cut of the scene and we look there.
[01:46:51.752 --> 01:47:06.882]  It is the leaked video It's all perfectly lit you know in a warehouse But it's a film released a year and a half ago Think of that and they asked the best people see it last Monday.
[01:47:06.882 --> 01:47:06.902]  I
[01:47:08.186 --> 01:47:12.811]  Last week sent me an email saying, uh, we have this secret video and I said, I know about that.
[01:47:12.811 --> 01:47:13.772]  I said that in the film.
[01:47:13.772 --> 01:47:16.155]  I sent them the link to this, brother.
[01:47:16.155 --> 01:47:19.218]  They knew it was fake, but still ran with it.
[01:47:19.218 --> 01:47:25.305]  What does that say about them?
[01:47:25.305 --> 01:47:25.965]  You asking me?
[01:47:25.965 --> 01:47:30.190]  Well, I mean, look, it's a film out for a year and a half that won Film Festival Awards.
[01:47:30.876 --> 01:47:43.887]  They take a clip of it, remove the elements of it, say it's undercover video, it's obviously high-tech shot shoot with a frickin' boom and everything, then they turn it around and say that it's a secret, and then edit the video so it sounds like I hate Trump.
[01:47:43.887 --> 01:47:45.669]  They just probably want your clout, bro.
[01:47:45.669 --> 01:47:48.792]  So that's it, they don't even care if it comes out as a lie, they just don't listen to it.
[01:47:48.792 --> 01:47:53.896]  Well, I mean, you're a hot-button guy, like, you know, Alex Jones leaked audio?
[01:47:53.896 --> 01:47:54.757]  Boy, that's gonna go...
[01:47:55.546 --> 01:47:58.587]  And by the way, people think our reviews at Infowars, I agree, are fake.
[01:47:58.587 --> 01:48:00.287]  Most stuff's like 95%.
[01:48:00.287 --> 01:48:00.768]  Look at this.
[01:48:00.768 --> 01:48:01.208]  They hate that.
[01:48:01.208 --> 01:48:04.069]  I mean, it's not that good a movie, actually, because they just put negative crap in there.
[01:48:04.069 --> 01:48:11.031]  Turns out there were a couple of SJWs that made the film.
[01:48:11.031 --> 01:48:11.871]  In fact, speak of the devil.
[01:48:11.871 --> 01:48:14.412]  Go ahead and play the clip from the film, folks.
[01:48:14.412 --> 01:48:15.112]  And then here it is.
[01:48:15.112 --> 01:48:17.233]  Alex Jones on leaked video.
[01:48:17.233 --> 01:48:19.333]  I wish I never met Trump.
[01:48:19.333 --> 01:48:24.255]  Here's what I actually said, and they edited out what I said and then edited it to be deceptive.
[01:48:24.255 --> 01:48:24.515]  Here it is.
[01:48:27.717 --> 01:48:35.500]  Part of me, the selfish part, wishes I'd never met Donald Trump.
[01:48:35.500 --> 01:48:36.460]  Fantastic business.
[01:48:36.460 --> 01:48:38.141]  I don't know if you can see that thing right up there.
[01:48:38.141 --> 01:48:38.961]  We can.
[01:48:38.961 --> 01:48:40.382]  But it's doing great business.
[01:48:40.382 --> 01:48:43.783]  I hope your audience goes out and buys it as Christmas gifts and everything else.
[01:48:43.783 --> 01:48:47.284]  And I just want to finish by saying your reputation is amazing.
[01:48:47.284 --> 01:48:48.785]  I will not let you down.
[01:48:48.785 --> 01:48:52.266]  You will be very, very impressed, I hope.
[01:48:52.266 --> 01:48:53.586]  And I think we'll be speaking a lot.
[01:48:53.586 --> 01:48:55.047]  I'm being sucked into that.
[01:48:55.962 --> 01:49:03.284]  Whole Vortex has, it was like selling your soul.
[01:49:03.284 --> 01:49:16.529]  Everything I did, everything I was, and everything I was trying to do, at that point, didn't matter how diverse it was, didn't matter how it was multifaceted, it all became that at that point.
[01:49:17.762 --> 01:49:21.305]  So Trump came to get my populous audience, and then he did that.
[01:49:21.305 --> 01:49:22.485]  The Democrats saw it as a threat.
[01:49:22.485 --> 01:49:25.708]  They attacked it and said that I was Donald Trump, thinking that would hurt him.
[01:49:25.708 --> 01:49:26.748]  It made Trump stronger.
[01:49:26.748 --> 01:49:28.790]  It made him win the election.
[01:49:28.790 --> 01:49:36.135]  And so they understand that Donald Trump is in force and that I'm Donald Trump now.
[01:49:36.135 --> 01:49:38.136]  And it's like a ring of doom.
[01:49:38.136 --> 01:49:44.200]  We've been merged together into this thing, and they're obsessed with it.
[01:49:44.200 --> 01:49:46.242]  If I'd had a target on my back before,
[01:49:47.663 --> 01:49:59.008]  When I signed on to promote America's resurgence, to promote Donald Trump, all the attacks I've been through before were like boot camp.
[01:49:59.008 --> 01:50:00.509]  This was the real battle.
[01:50:00.509 --> 01:50:02.710]  And that's when it got crazy.
[01:50:02.710 --> 01:50:11.914]  Okay, so that was trending number seven on Twitter yesterday, except it was the raw footage without music and without me saying, uh, if I was being, you know, an immoral person, I would hate Donald Trump.
[01:50:11.914 --> 01:50:15.115]  They cut that out, put the part in and said it was secret video.
[01:50:15.115 --> 01:50:16.356]  Is that not incredible fraud?
[01:50:17.412 --> 01:50:21.195]  Yeah, I mean, if you sign the release form, what can you do?
[01:50:21.195 --> 01:50:21.715]  You know?
[01:50:21.715 --> 01:50:22.876]  No, but that's what I'm saying, though!
[01:50:22.876 --> 01:50:30.221]  It's like, they put a film out with what I really said, and then they put out a clip, edited, and then, like, that's the SPLC?
[01:50:30.221 --> 01:50:32.342]  Yeah, that's pretty strange.
[01:50:32.342 --> 01:50:40.668]  Pretty strange choice of, like, you know, if it's been out for that long, seems like they just, like, wanted some exposure, so just did that real quick.
[01:50:40.668 --> 01:50:43.690]  But that's what I'm saying is, I never try to deceive my audience.
[01:50:43.690 --> 01:50:45.892]  Hell, telling the truth is so easy to do.
[01:50:46.858 --> 01:50:53.142]  I just don't get, riding that headline, that it's leaked video, and it's obviously professionally shot.
[01:50:53.142 --> 01:50:54.843]  They did a good job shooting it.
[01:50:54.843 --> 01:50:56.364]  I just think the quote doesn't make any sense.
[01:50:56.364 --> 01:50:59.405]  Like, why would you have wished you never met Trump?
[01:50:59.405 --> 01:51:02.487]  Well, I'm saying if I was a devil's advocate, what I've gone through, I would wish I'd never met Trump.
[01:51:02.487 --> 01:51:02.827]  Right.
[01:51:02.827 --> 01:51:04.208]  But they edited it.
[01:51:04.208 --> 01:51:08.170]  The edited tape, I'll show it to you, is like, jump, jump, jump, jump, and it's like, you know, I hate Trump.
[01:51:08.170 --> 01:51:12.053]  Did you support any, like, political candidate in the 2012 election?
[01:51:13.559 --> 01:51:14.860]  No, I thought they were both bad.
[01:51:14.860 --> 01:51:17.581]  So Trump was like the first dude that you were like, okay, this is the man.
[01:51:17.581 --> 01:51:19.701]  Well, I knew they didn't like him, and I knew he was a populist.
[01:51:19.701 --> 01:51:20.582]  He wasn't perfect, exactly.
[01:51:20.582 --> 01:51:22.042]  Let's do five more minutes.
[01:51:22.042 --> 01:51:22.743]  Man!
[01:51:22.743 --> 01:51:25.884]  All Gas No Breaks is with us!
[01:51:25.884 --> 01:51:27.064]  Andrew Callahan!
[01:51:27.064 --> 01:51:31.066]  And you can just type in his name, All Gas No Breaks, and you'll find all his great work.
[01:51:31.066 --> 01:51:35.287]  And we're having some fun here, but this guy's a great filmmaker, great researcher, he's got a great team.
[01:51:35.287 --> 01:51:37.748]  And then we got Sequel coming up, and so much more.
[01:51:37.748 --> 01:51:39.709]  We'll be right back with hour number three.
[01:51:41.727 --> 01:51:45.671]  Listeners ask me all the time, why do you have multiple multivitamins?
[01:51:45.671 --> 01:51:48.293]  Why do you have multiple high-quality iodine?
[01:51:48.293 --> 01:51:49.054]  Why do you do that?
[01:51:49.054 --> 01:51:51.996]  Because different strokes for different folks.
[01:51:51.996 --> 01:52:02.946]  If we're talking to researchers and scientists and they say, hey, a lot of people love deep-earth pure crystal iodine, but you should put one out with deeper crystal iodine and the two other types because some people can't absorb pure iodine.
[01:52:03.590 --> 01:52:03.851]  Boom!
[01:52:03.851 --> 01:52:04.231]  We did it.
[01:52:04.231 --> 01:52:04.732]  It's popular.
[01:52:04.732 --> 01:52:05.513]  It's X3.
[01:52:05.513 --> 01:52:06.174]  Is it better than X2?
[01:52:06.174 --> 01:52:07.416]  You decide.
[01:52:07.416 --> 01:52:08.879]  It's different strokes for different folks.
[01:52:08.879 --> 01:52:14.648]  Well, now we have a compliment to knock out our very popular powdered pill sleep aid.
[01:52:14.648 --> 01:52:16.091]  And that is down and out.
[01:52:16.091 --> 01:52:17.353]  It's super strong.
[01:52:17.353 --> 01:52:18.014]  Way stronger.
[01:52:20.316 --> 01:52:20.797]  I think so.
[01:52:43.246 --> 01:52:51.492]  As negative as times are right now, and as depressing as things can be, you have to understand that this is all a test.
[01:52:51.492 --> 01:52:57.516]  This experience, this life on this planet, is a reckoning.
[01:52:57.516 --> 01:53:06.382]  It's God giving us a chance to work things out in the third dimension, so we can decide where we want to spend eternity, and what level we want to go to.
[01:53:06.382 --> 01:53:07.643]  And it really does come down to that.
[01:53:08.846 --> 01:53:16.250]  As sad as things are, and as evil as things are, look at all the good in the world as well, and realize that God is the author of our consciousness.
[01:53:16.250 --> 01:53:19.851]  God is the author of us having our own will.
[01:53:19.851 --> 01:53:22.793]  God is the author of us having free will.
[01:53:22.793 --> 01:53:25.454]  And that free will is a beautiful thing.
[01:53:25.454 --> 01:53:35.519]  And when you look at mainstream media, and Hollywood, and this whole evil culture, and Washington D.C., and Fauci, and the mass cult, it's all about dominating your free will.
[01:53:35.519 --> 01:53:37.880]  It's all about telling you you're dirty, you're ugly, you're in the bad.
[01:53:40.199 --> 01:53:46.202]  This is the end Beautiful friend This is the end My only friend The end
[01:54:10.565 --> 01:54:19.429]  You gotta do it, too, though.
[01:54:19.429 --> 01:54:30.515]  Oh, I'm so scared of that bottle of Jameson's.
[01:54:30.515 --> 01:54:31.635]  You gotta do it.
[01:54:31.635 --> 01:54:34.416]  If I'm doing it... It's like mama's milk right there.
[01:54:34.416 --> 01:54:35.637]  We're in this together.
[01:54:35.637 --> 01:54:36.317]  We're in this together.
[01:54:36.317 --> 01:54:37.698]  Alright, we'll just drink out of the same cup.
[01:54:38.337 --> 01:54:39.658]  He wanted to drink with me.
[01:54:39.658 --> 01:54:41.620]  This is actually apple juice.
[01:54:41.620 --> 01:54:43.281]  I cannot actually drink myself.
[01:54:43.281 --> 01:54:44.102]  I can't handle it.
[01:54:44.102 --> 01:54:45.243]  You can do it.
[01:54:45.243 --> 01:54:45.844]  Let me try it.
[01:54:45.844 --> 01:54:48.266]  Let me try it just to make sure it's not poison.
[01:54:48.266 --> 01:54:48.626]  No, no.
[01:54:48.626 --> 01:54:49.327]  I want your glass.
[01:54:49.327 --> 01:54:50.668]  I don't have a glass, son.
[01:54:50.668 --> 01:54:51.008]  Thank you.
[01:54:51.008 --> 01:54:51.448]  Let me see.
[01:54:51.448 --> 01:54:57.173]  Is this poison?
[01:54:57.173 --> 01:54:58.875]  That's apple juice, y'all.
[01:54:58.875 --> 01:55:00.196]  You go ahead and have some, too.
[01:55:00.196 --> 01:55:00.716]  Here we go.
[01:55:13.459 --> 01:55:14.120]  You were taking ecstasy?
[01:55:14.120 --> 01:55:14.400]  Why not?
[01:55:35.168 --> 01:55:37.069]  I don't need drugs, son.
[01:55:37.069 --> 01:55:38.631]  I have to suppress my intellect.
[01:55:38.631 --> 01:55:41.573]  Yeah, because you're an Aquarius, so you're just depressing all the time.
[01:55:41.573 --> 01:55:43.234]  They always think I'm on cocaine.
[01:55:43.234 --> 01:55:43.735]  I hate cocaine.
[01:55:43.735 --> 01:55:44.415]  I've done it like three times.
[01:55:44.415 --> 01:55:45.836]  I'm going to kill myself after I take it.
[01:55:45.836 --> 01:55:46.597]  It's horrible.
[01:55:46.597 --> 01:55:50.860]  I don't take speed other than coffee in the morning and turbo force when I need it.
[01:55:50.860 --> 01:55:53.182]  I mean, I don't take drugs.
[01:55:53.182 --> 01:55:56.885]  Alcohol, though, Jesus gave it to me.
[01:55:56.885 --> 01:55:59.066]  Come on, that's smoother than... What about ketamine?
[01:55:59.066 --> 01:55:59.967]  You ever tried that?
[01:55:59.967 --> 01:56:00.467]  No, I don't like it.
[01:56:00.467 --> 01:56:01.168]  I've heard a lot about it.
[01:56:01.168 --> 01:56:01.928]  What did you hear about it?
[01:56:01.928 --> 01:56:03.249]  I don't know.
[01:56:03.249 --> 01:56:03.950]  People told me about it.
[01:56:04.400 --> 01:56:06.540]  You're telling me you're like, fuck, you're falling into a hole?
[01:56:06.540 --> 01:56:07.301]  K-hole, yeah.
[01:56:07.301 --> 01:56:08.301]  That doesn't sound pretty fun.
[01:56:08.301 --> 01:56:09.101]  Doesn't sound fun at all.
[01:56:09.101 --> 01:56:11.942]  You ever fallen into a hole off the Jameson before, though?
[01:56:11.942 --> 01:56:13.542]  Uh, I played back-in-bed before.
[01:56:13.542 --> 01:56:14.822]  Kinda had the head spins a bit.
[01:56:14.822 --> 01:56:16.803]  What's the drunkest you've ever been in your entire life?
[01:56:16.803 --> 01:56:18.863]  I don't remember.
[01:56:18.863 --> 01:56:20.483]  You never remember those times.
[01:56:20.483 --> 01:56:21.084]  Yeah.
[01:56:21.084 --> 01:56:22.164]  Maybe someone told you.
[01:56:22.164 --> 01:56:23.744]  You have done well, Lord Mayday.
[01:56:23.744 --> 01:56:26.805]  You a Star Wars fan?
[01:56:26.805 --> 01:56:28.525]  I'm a fan of making fun of it, yeah.
[01:56:28.525 --> 01:56:29.805]  I mean, I like a few episodes.
[01:56:29.805 --> 01:56:31.666]  I like the original ones, and episode three's pretty good.
[01:56:31.666 --> 01:56:32.246]  Are we live right now?
[01:56:32.887 --> 01:56:33.728]  Yeah, we're live!
[01:56:33.728 --> 01:56:34.508]  Oh, damn.
[01:56:34.508 --> 01:56:36.549]  All these people are watching us drink Jameson?
[01:56:36.549 --> 01:56:36.929]  Crazy.
[01:56:36.929 --> 01:56:37.990]  All right, listen.
[01:56:37.990 --> 01:56:40.751]  You've done a great job.
[01:56:40.751 --> 01:56:41.952]  All gas, no brakes.
[01:56:41.952 --> 01:56:46.074]  But I thought you were coming to an all gas, no brakes episode ahead of the great Steve Quayle about to come on.
[01:56:46.074 --> 01:56:46.795]  You're not doing that.
[01:56:46.795 --> 01:56:48.035]  You're making a big documentary.
[01:56:48.035 --> 01:56:48.556]  It's possible.
[01:56:48.556 --> 01:56:48.976]  I'm not sure.
[01:56:48.976 --> 01:56:49.656]  I haven't announced it yet.
[01:56:49.656 --> 01:56:51.557]  This is pretty fancy pants stuff you're doing.
[01:56:51.557 --> 01:56:53.539]  Very fancy pants.
[01:56:53.539 --> 01:56:57.601]  All right, we're going to work out as soon as I'm done talking to Steve Quayle in about an hour.
[01:56:57.601 --> 01:56:57.861]  All right.
[01:56:58.832 --> 01:57:01.093]  So what else do you want to impart to the listeners as you drink that apple juice?
[01:57:01.093 --> 01:57:03.755]  Uh, basically... This is like Gunsmoke set, folks.
[01:57:03.755 --> 01:57:05.375]  We're not drinking Real Jameson, sir.
[01:57:05.375 --> 01:57:07.736]  Basically nothing.
[01:57:07.736 --> 01:57:09.657]  I'm just happy to be here.
[01:57:09.657 --> 01:57:10.818]  What did you expect when you came here?
[01:57:10.818 --> 01:57:12.659]  Is this what you expected?
[01:57:12.659 --> 01:57:14.840]  Uh, I didn't expect to have so much fun.
[01:57:14.840 --> 01:57:17.241]  We're about to have fun with Steve Quayle.
[01:57:17.241 --> 01:57:18.121]  Look at him right there.
[01:57:18.121 --> 01:57:19.582]  That's powerful right there.
[01:57:19.582 --> 01:57:20.823]  That's a person?
[01:57:20.823 --> 01:57:21.263]  Steve Quayle?
[01:57:21.263 --> 01:57:22.824]  That's a real person right there.
[01:57:22.824 --> 01:57:23.804]  What does Steve Quayle do?
[01:57:23.804 --> 01:57:27.366]  Well, when the DMT elves take DMT, they see Steve Quayle.
[01:57:28.112 --> 01:57:29.653]  What's up, Steve?
[01:57:29.653 --> 01:57:31.534]  There's Steve right there.
[01:57:31.534 --> 01:57:32.995]  What up, Steve?
[01:57:32.995 --> 01:57:34.735]  Alright, alright.
[01:57:34.735 --> 01:57:35.116]  I love you.
[01:57:35.116 --> 01:57:37.017]  We're going to play a little promo clip when we come back.
[01:57:37.017 --> 01:57:38.057]  Steve's got a lot to cover.
[01:57:38.057 --> 01:57:40.198]  Because we like to have some fun with comedians.
[01:57:40.198 --> 01:57:42.359]  Reach out to the young kids.
[01:57:42.359 --> 01:57:44.561]  Little sport over here.
[01:57:44.561 --> 01:57:46.822]  And it was good to have you here with us.
[01:57:46.822 --> 01:57:48.002]  Say hi to all the kiddies.
[01:57:48.002 --> 01:57:49.903]  I'm being sarcastic.
[01:57:49.903 --> 01:57:52.165]  Trying to sound like Judge Smells.
[01:57:52.165 --> 01:57:54.846]  You know, Danny, there's goodness and badness in the world, right?
[01:57:57.012 --> 01:57:58.092]  Yeah.
[01:57:58.092 --> 01:58:00.833]  You need to say, I want to be good.
[01:58:00.833 --> 01:58:02.293]  I want to be good.
[01:58:02.293 --> 01:58:03.414]  Good.
[01:58:03.414 --> 01:58:06.314]  Very good.
[01:58:06.314 --> 01:58:07.895]  So that's the secret, all right?
[01:58:07.895 --> 01:58:08.535]  Uh-huh.
[01:58:08.535 --> 01:58:09.295]  Is being very good.
[01:58:09.295 --> 01:58:12.696]  Because we have a lot of really serious things to talk about with Steve Quill.
[01:58:12.696 --> 01:58:13.576]  Look at Steve Quill.
[01:58:13.576 --> 01:58:15.437]  He is very serious right now.
[01:58:15.437 --> 01:58:16.217]  I am very serious.
[01:58:16.217 --> 01:58:18.137]  Steve Quill is about to red pill the whole world.
[01:58:18.137 --> 01:58:19.898]  He's about to black pill the whole world.
[01:58:19.898 --> 01:58:21.378]  That's daddy black pill.
[01:58:21.378 --> 01:58:23.138]  Black pill means you, like, hate everything, right?
[01:58:23.138 --> 01:58:25.519]  Well, black pill means you're, you know, you're a realist.
[01:58:26.246 --> 01:58:29.628]  And in these days, you know, black pill is... Black is the new red pill.
[01:58:29.628 --> 01:58:36.052]  What would you call yourself?
[01:58:36.052 --> 01:58:37.293]  A pink pill?
[01:58:37.293 --> 01:58:37.853]  Pink pill?
[01:58:37.853 --> 01:58:38.814]  Green pill?
[01:58:38.814 --> 01:58:39.194]  No.
[01:58:39.194 --> 01:58:39.995]  Polka dot pill?
[01:58:39.995 --> 01:58:41.896]  Green is my favorite color.
[01:58:41.896 --> 01:58:45.138]  What's the pill... What's the best pill?
[01:58:45.138 --> 01:58:45.798]  Jesus.
[01:58:45.798 --> 01:58:46.399]  We'll be right back.
[01:58:46.399 --> 01:58:46.739]  Stay with us.
[01:58:51.053 --> 01:58:54.274]  March is here, and we're running a special for only one week.
[01:58:54.274 --> 01:58:57.856]  Store-ride free shipping up to 50% off on our best-selling items.
[01:58:57.856 --> 01:59:01.077]  Free shipping on storable food till this next Saturday, and 10% off.
[01:59:01.077 --> 01:59:04.258]  Do you have any idea that most of the cost of storable food is the shipping?
[01:59:04.258 --> 01:59:06.119]  That is the best deal ever.
[01:59:06.119 --> 01:59:07.119]  Only till this Saturday.
[01:59:07.119 --> 01:59:08.920]  Survival Shield X2, the good halogen.
[01:59:08.920 --> 01:59:09.280]  50% off.
[01:59:09.280 --> 01:59:09.821]  Turbo Force.
[01:59:11.081 --> 01:59:12.462]  10 hours of energy.
[01:59:12.462 --> 01:59:13.343]  40% off.
[01:59:13.343 --> 01:59:14.063]  Ultra 12.
[01:59:14.063 --> 01:59:15.324]  The best vitamin B12 out there.
[01:59:15.324 --> 01:59:16.085]  Take it out of the tongue.
[01:59:16.085 --> 01:59:16.645]  It's incredible.
[01:59:16.645 --> 01:59:17.766]  50% off.
[01:59:17.766 --> 01:59:19.147]  All of it free shipping.
[01:59:19.147 --> 01:59:21.729]  Huge deals on gravity-fed water filters.
[01:59:21.729 --> 01:59:24.451]  Amazing deals on all of our products.
[01:59:24.451 --> 01:59:25.232]  I'll be frank with you.
[01:59:25.232 --> 01:59:25.972]  Stuff's so bad.
[01:59:25.972 --> 01:59:27.233]  Things are so out of control.
[01:59:27.233 --> 01:59:34.018]  I'm trying to sell them everything so we actually have funds inside our coffers to keep operating if they shut our shopping carts down.
[01:59:34.018 --> 01:59:35.940]  We're under a major globalist attack.
[01:59:35.940 --> 01:59:39.843]  Not because we're the enemy, but because we're standing between you and the globalists.
[01:59:40.283 --> 01:59:46.584]  The globalists want to bankrupt you, they want to enslave you, they want to depopulate you, they want to force-inoculate you.
[01:59:46.584 --> 01:59:55.426]  Fund InfoWars and we'll take action against them in the fight.
[01:59:55.426 --> 02:00:00.507]  Defending the Republic from enemies foreign and domestic.
[02:00:00.507 --> 02:00:02.147]  It's Alex Jones.
[02:00:02.147 --> 02:00:03.967]  Alright, we had fun for an hour.
[02:00:03.967 --> 02:00:07.088]  Now we get serious with Steve Quayle.
[02:00:07.088 --> 02:00:08.328]  But first, here is...
[02:00:09.469 --> 02:00:11.970]  Senator Cruz on the commies.
[02:00:11.970 --> 02:00:18.413]  We are a year into a deadly pandemic that originated in Wuhan, China.
[02:00:18.413 --> 02:00:32.199]  The Chinese Communist Party censored and disappeared doctors and journalists who were trying to tell the truth about how the coronavirus was spreading.
[02:00:32.199 --> 02:00:36.421]  And the Chinese Communist Party lied to the world about the nature of the virus.
[02:00:38.200 --> 02:00:46.368]  Over two and a half million people worldwide have died, including over a half million Americans.
[02:00:46.368 --> 02:00:55.877]  The Chinese Communist Party's lies and censorship and propaganda didn't stop with the pandemic.
[02:00:55.877 --> 02:01:00.641]  They pervade everything the Chinese Communist Party does.
[02:01:00.641 --> 02:01:01.162]  Many of us
[02:01:02.162 --> 02:01:17.592]  Are increasingly concerned that China is gaining access to American secrets using non-traditional, all-of-government, or even all-of-nation approaches to espionage against the United States and our allies.
[02:01:17.592 --> 02:01:29.780]  That includes using companies like Tencent and Huawei, which masquerade as telecom companies, when they are in fact government espionage operations.
[02:01:29.780 --> 02:01:30.901]  This is deeply troubling.
[02:01:32.409 --> 02:01:34.771]  And dangerous.
[02:01:34.771 --> 02:01:44.981]  China is, in my judgment, the greatest long-term geopolitical threat to the United States for the next century.
[02:01:44.981 --> 02:01:56.151]  Presidents in both parties have believed for decades that the United States could somehow turn China from a foe to a friend through trade and diplomacy.
[02:01:57.230 --> 02:02:04.676]  Or that allowing China into rules-based institutions would turn China into a rules-based country.
[02:02:04.676 --> 02:02:09.219]  Instead, sadly, the opposite has happened.
[02:02:09.219 --> 02:02:15.283]  The United States, of course, can't sever all commerce with one of the biggest economies on the planet.
[02:02:15.283 --> 02:02:19.707]  But we must recognize China for the threat it poses to our national security.
[02:02:28.698 --> 02:02:30.579]  Well, Steve Quayle joins us.
[02:02:30.579 --> 02:02:31.899]  I really love him joining us.
[02:02:31.899 --> 02:02:34.520]  He's got some big news we're going to announce at the bottom of the hour.
[02:02:34.520 --> 02:02:47.645]  He's a best-selling author, filmmaker, original survivalist, and other than David Icke, the first people on a modern scale to expose the New World Order.
[02:02:47.645 --> 02:02:51.626]  I mean, 30 years ago, Icke showed up about 30 years ago, so did Quayle, so he's right up there.
[02:02:51.626 --> 02:02:54.507]  It's not about status or something, but it's important to know our history and
[02:02:55.720 --> 02:02:58.642]  How things operate and, you know, who's been dead on about things.
[02:02:58.642 --> 02:03:02.104]  And Steve Quayle's right up there with only a few people.
[02:03:02.104 --> 02:03:04.805]  And so I wanted just to get into the false flag.
[02:03:04.805 --> 02:03:08.607]  QAnon, we know is globalist.
[02:03:08.607 --> 02:03:10.669]  There's planning to launch an attack on the Capitol tomorrow.
[02:03:10.669 --> 02:03:13.070]  That's the deep state saying that.
[02:03:13.070 --> 02:03:16.572]  Claiming Trump will be re-inaugurated tomorrow.
[02:03:16.572 --> 02:03:19.193]  We got all the news saying, oh, martial law is needed.
[02:03:19.193 --> 02:03:20.534]  Arrest all the conservatives.
[02:03:20.534 --> 02:03:23.696]  We had the FBI Terrorism Task Force come visit us.
[02:03:24.454 --> 02:03:25.094]  Well Alex, here's the deal.
[02:03:25.094 --> 02:03:25.474]  The whole QAnon
[02:03:51.838 --> 02:04:08.107]  Psychological operation is falling apart, yet still people want to believe that somehow President Trump can come back and make all things better when every single mainstream media outlet is against him, was against him.
[02:04:08.107 --> 02:04:09.968]  We have the Justice Department against him.
[02:04:09.968 --> 02:04:11.569]  We have the State Department against him.
[02:04:11.569 --> 02:04:15.010]  We have all the law enforcement associations.
[02:04:15.010 --> 02:04:16.591]  He's cut off the internet.
[02:04:16.591 --> 02:04:17.712]  He's kicked off everything.
[02:04:19.588 --> 02:04:20.008]  Yep.
[02:04:20.008 --> 02:04:25.172]  And the thing is, is that, look, they're trying to make him persona non grata.
