[00:00:00.389 --> 00:00:06.753]  Wow!
[00:54:28.316 --> 00:54:33.600]  Diversity is now, in some parts of Europe, seen as a threat.
[00:54:33.600 --> 00:54:35.402]  Diversity comes with challenges.
[00:54:37.342 --> 00:54:40.903]  But diversity is humanity's destiny.
[00:54:40.903 --> 00:54:41.423]  Totally sick.
[00:54:41.423 --> 00:54:52.585]  There is not going to be, even in the remotest places of this planet, a nation that will not see diversity in its future.
[00:54:52.585 --> 00:55:04.508]  A society that is exclusively composed of people from one culture are trying to portray a future based on a past that never existed.
[00:55:04.508 --> 00:55:05.048]  Hit pause.
[00:55:06.260 --> 00:55:10.963]  Notice a past that never, back it up five seconds please, a past that never existed.
[00:55:10.963 --> 00:55:16.006]  That's why they show you in all the BBC shows, everything like, Rome, they're black, it's just half black.
[00:55:16.006 --> 00:55:17.727]  Or England, they're like half black.
[00:55:17.727 --> 00:55:21.049]  Or the pyramids, it's white people, black people, you name it.
[00:55:21.049 --> 00:55:26.372]  Because nobody had a country, nobody had a culture, because globalism doesn't want to have that in its way.
[00:55:26.372 --> 00:55:28.874]  It wants you to just accept the new plastic AI
[00:55:29.614 --> 00:55:36.616]  Corporate, Amazon is your culture, Apple is your culture, suicide nets, forced abortions, forced drugging of employees.
[00:55:36.616 --> 00:55:38.217]  It's okay because we're liberal.
[00:55:38.217 --> 00:55:38.717]  We're liberal.
[00:55:38.717 --> 00:55:39.697]  Give up your culture.
[00:55:39.697 --> 00:55:40.898]  Take the mark of the beast.
[00:55:40.898 --> 00:55:43.058]  Accept world government.
[00:55:43.058 --> 00:55:48.800]  And then these guys all exempt themselves in the EU Commission from taxes, from regulations.
[00:55:48.800 --> 00:55:50.041]  They have diplomatic immunity.
[00:55:50.041 --> 00:55:53.482]  They're up there like gods telling you you're going to accept it.
[00:55:53.482 --> 00:55:53.762]  Here it is.
[00:55:56.408 --> 00:56:00.893]  To portray a future based on a past that never existed.
[00:56:00.893 --> 00:56:01.634]  Oh yeah, never existed.
[00:56:01.634 --> 00:56:04.156]  Therefore, that future will never be.
[00:56:04.156 --> 00:56:04.377]  Oh!
[00:56:04.377 --> 00:56:06.399]  So there was... Pause!
[00:56:06.399 --> 00:56:07.580]  They're torturing Winston in 1940.
[00:56:07.580 --> 00:56:09.602]  He goes, Winston, there was never freedom.
[00:56:09.602 --> 00:56:10.823]  You never have a mother or father.
[00:56:10.823 --> 00:56:12.285]  There was never a family.
[00:56:12.285 --> 00:56:14.167]  Two plus two never equaled four.
[00:56:14.167 --> 00:56:15.168]  There was never a past!
[00:56:16.906 --> 00:56:17.946]  Where Europe was white.
[00:56:17.946 --> 00:56:19.867]  There was never a past where you could own a gun.
[00:56:19.867 --> 00:56:23.187]  There was never a past where mothers nursed their babies.
[00:56:23.187 --> 00:56:24.727]  No, no, no.
[00:56:24.727 --> 00:56:27.268]  Babies were always born in a factory.
[00:56:27.268 --> 00:56:28.688]  Brave new world.
[00:56:28.688 --> 00:56:32.929]  You realize this is all a unified cult telling you what reality is.
[00:56:32.929 --> 00:56:36.069]  And all the other people in the crowd know their priest of power.
[00:56:36.069 --> 00:56:38.550]  They all know their technicians in psych warfare.
[00:56:38.550 --> 00:56:39.430]  Let's continue.
[00:56:39.430 --> 00:56:40.650]  We'll be diverse.
[00:56:40.650 --> 00:56:44.311]  Like all other parts of the world, we'll be diverse.
[00:56:44.311 --> 00:56:45.411]  If we don't get this right,
[00:56:47.429 --> 00:56:51.832]  I truly believe Europe will not remain the Europe we've built.
[00:56:51.832 --> 00:56:53.053]  Pause again.
[00:56:53.053 --> 00:56:55.955]  Japan is 99.9% Japanese.
[00:56:55.955 --> 00:56:58.636]  China is 99% Chinese.
[00:56:58.636 --> 00:57:00.718]  And they take over their neighbors and make them become Chinese.
[00:57:00.718 --> 00:57:03.299]  Mongolia, Tibet, you name it.
[00:57:03.299 --> 00:57:07.242]  But then you say, like everywhere else, everywhere else, no, Nigeria is 100% Nigerian.
[00:57:10.134 --> 00:57:11.595]  Brazil's Brazilian!
[00:57:11.595 --> 00:57:19.060]  It's only Europe, folks, and that's because the power, the wealth, the culture's there, and once the globalists have gotten that, the sky's the limit.
[00:57:19.060 --> 00:57:21.542]  We're going to finish up with this when we come back in the second hour.
[00:57:21.542 --> 00:57:27.465]  We've got the FBI caught under Obama's order, standing down the Hillary investigation.
[00:57:27.465 --> 00:57:30.728]  Bombshell, total proof of their criminal activity, admitting
[00:57:31.368 --> 00:57:35.895]  To Congress, it was all a fake investigation to absolve Hillary Clinton.
[00:57:35.895 --> 00:57:43.385]  Mueller and Comey are arch-criminals and enemies of every good person, literally.
[00:57:43.385 --> 00:57:44.567]  It's incredible.
[00:57:44.567 --> 00:57:45.028]  Stay with us.
[00:57:45.028 --> 00:57:45.909]  Second Hour straight ahead.
[00:57:45.909 --> 00:57:46.350]  Spread the word.
[00:57:49.228 --> 00:57:52.990]  Thousands of years ago, there was a basic form of chivalry.
[00:57:52.990 --> 00:58:00.733]  Our ancestors would hear the drums of war, giving the warriors of the tribe a chance to organize and prepare a defense.
[00:58:00.733 --> 00:58:09.336]  Sixty years ago, when foreign air forces were approaching filled with bombs, they had drums of their own, air raid sirens.
[00:58:09.336 --> 00:58:13.378]  But in the 21st century, there are silent weapons for quiet war.
[00:58:13.778 --> 00:58:23.602]  Pathogens added to the food and water, into the lining of plastics that destroy our vitality, turn off our hormones, and accelerate our journey towards death.
[00:58:23.602 --> 00:58:27.003]  I personally counter this onslaught with Anthroplex.
[00:58:27.003 --> 00:58:38.048]  Anthroplex is designed with no organic concentrated herbs to create the basic foundation to normal metabolic activity inside the human body.
[00:58:38.308 --> 00:58:41.030]  Discover why Anthroplex is turning so many heads today.
[00:58:41.030 --> 00:58:44.132]  It's time for us to take our bodies back into our own hands.
[00:58:44.132 --> 00:58:47.014]  And it starts at Infowarslife.com with Anthroplex.
[00:58:49.298 --> 00:58:54.043]  Men, give your body the support it needs with InfoWars Life Prostagard.
[00:58:54.043 --> 00:58:58.468]  It's time to start assisting the body in regulating proper prostate balance.
[00:58:58.468 --> 00:59:09.080]  InfoWars Life has set out to bring you formulations that are not only the highest quality out there, but formulas that you can use on a daily basis to give your body the natural herbs and extracts that our experts recommend.
[00:59:09.680 --> 00:59:17.645]  The Prostagard formula does just that, with its mixture of plant-based nutrients and antioxidants that help give your body total support.
[00:59:17.645 --> 00:59:27.011]  It's a hand-selected blend of saw palmetto, lycopene, plant sterols, zinc, vitamin D3, selenium, and copper.
[00:59:27.011 --> 00:59:37.277]  Prostagard is something that the men on the InfoWars crew take every day, and from our research, it's something that men should really be adding to their daily regimen in order to keep their body going at optimal levels.
[00:59:37.757 --> 00:59:41.198]  Now's the time to start naturally supporting your body.
[00:59:41.198 --> 00:59:45.819]  Get Prostagard on your side today exclusively at Infowarslife.com.
[00:59:45.819 --> 00:59:52.181]  That's Infowarslife.com.
[00:59:52.181 --> 00:59:54.762]  You're listening to the Alex Jones Show.
[01:00:12.610 --> 01:00:19.093]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[01:00:19.093 --> 01:00:27.296]  It's Alex Jones.
[01:00:27.296 --> 01:00:29.417]  I'm going to be opening the phones up in the next segment.
[01:00:30.421 --> 01:00:35.025]  The toll free number to join us is going to be posted up on screen a little while.
[01:00:35.025 --> 01:00:36.486]  I'll give that out to you.
[01:00:36.486 --> 01:00:42.171]  But I see Zach and Joe and Mad Christian, Mark, Keith, John and others patiently holding.
[01:00:42.171 --> 01:00:44.372]  We'll get to all of you.
[01:00:44.372 --> 01:00:48.576]  But, Paul Watson has done a video that I won't have time to play all of today.
[01:00:49.909 --> 01:00:51.910]  George Orwell would have supported Antifa.
[01:00:51.910 --> 01:00:55.052]  The Huffington Post has come out in a big article.
[01:00:55.052 --> 01:01:09.099]  Twitter user SchoolInfoWar's editor over claimed that Orwell rolls in his grave at Antifa and his point was Antifa had signs up saying be peaceful while they were the ones attacking people so war is peace.
[01:01:09.099 --> 01:01:15.763]  They go on to say oh he fought in the Spanish Revolution against Franco so he's an anti-fascist.
[01:01:15.763 --> 01:01:18.024]  If you actually read down out in Paris and
[01:01:19.861 --> 01:01:25.705]  His book about Catalonia, and I mean, I've literally read everything Orwell's written publicly.
[01:01:25.705 --> 01:01:31.428]  I ended up getting into it back in college, and I've read all his books.
[01:01:31.428 --> 01:01:35.591]  And, obviously, we run M4s.
[01:01:35.591 --> 01:01:39.293]  And, he'd been a Fabian Socialist.
[01:01:39.293 --> 01:01:45.577]  He turned against it all, gave lists of all the Socialists and Communists he knew in 1948, before he died, to
[01:01:51.288 --> 01:01:55.412]  The Ministry of Defense, so they could pull the agents out of government.
[01:01:55.412 --> 01:02:06.724]  And basically, 1984 launched the Cold War and launched Winston Churchill when he got back into power's Iron Curtain speeches and the rest of it.
[01:02:06.724 --> 01:02:10.729]  So, George Orwell was a hardcore anti-communist.
[01:02:11.909 --> 01:02:30.462]  Because he would go out and fight the fascists and then come back and watch the communists having sex with, you know, five women an hour and drinking, you know, fine brandy and caviar and then killing anybody good-looking or smart in the communist ranks because they were threatened by him.
[01:02:30.462 --> 01:02:33.144]  He said this is the ultimate class system.
[01:02:33.144 --> 01:02:35.286]  These people are worse than the fascists.
[01:02:36.308 --> 01:02:39.311]  And he was shot in the throat and almost died fighting the fascists.
[01:02:39.311 --> 01:03:01.031]  He wasn't endorsing the fascists, and by the time he worked at MI6, or OSS at the time, in World War II as a propagandist against the Nazis, he just recognized, we're fighting one evil, and we're another evil, and he wrote 1984, and he wrote a bunch of essays and books explaining, 1984 is about Stalin, and communism, and how it's the ultimate evil.
[01:03:02.662 --> 01:03:12.327]  And how he thought they would make it more sophisticated in the future and just get rid of fascists and communists and have a technocracy.
[01:03:12.327 --> 01:03:16.750]  Now, if you want to be a real intellectual, you'd know what Eric Blair actually said.
[01:03:16.750 --> 01:03:22.893]  You wouldn't just sit there and go, he fought against fascists.
[01:03:22.893 --> 01:03:24.734]  And then they don't even in the article say where he fought.
[01:03:26.084 --> 01:03:29.046]  They don't even say he fought the Spanish Civil War.
[01:03:29.046 --> 01:03:32.349]  Ernest Hemingway was in the Spanish Civil War.
[01:03:32.349 --> 01:03:33.550]  And he was a classical liberal.
[01:03:33.550 --> 01:03:37.574]  So up front, they thought socialists and stuff meant well because they were fighting fascists.
[01:03:37.574 --> 01:03:38.615]  They believed in the little guy.
[01:03:38.615 --> 01:03:39.455]  They had bleeding hearts.
[01:03:39.455 --> 01:03:49.644]  But he wrote For Whom the Bell Tolls about stories and composites he reported on or reporting for major newspapers in that conflict in the late 1930s.
[01:03:49.644 --> 01:03:50.184]  And Ernest Hemingway
[01:03:55.920 --> 01:03:58.182]  Read for who the bell tolls.
[01:03:58.182 --> 01:04:20.864]  It's all about the dirtbag communists losing the war and rounding people up and just drinking alcohol and having sex all day instead of actually doing something and how they get the money from the poor farmers that would give everything they had to the communists to beat the fascists and then they would just give them a new form of socialism, a new form of communalism, a new form of feudalism basically.
[01:04:22.540 --> 01:04:26.603]  So I've actually read For Whom the Bell Tolls three times.
[01:04:26.603 --> 01:04:29.525]  I've actually read 1984 seven times.
[01:04:29.525 --> 01:04:32.308]  I've actually read To Kill an Elephant.
[01:04:32.308 --> 01:04:34.029]  I've actually read Down and Out in Paris.
[01:04:34.029 --> 01:04:36.791]  I've actually read it all!
[01:04:36.791 --> 01:04:38.692]  And understood it.
[01:04:38.692 --> 01:04:50.442]  And your great socialist, Fabian socialist, number two in the Fabian socialist society, guru, helped launch the Cold War against communism.
[01:04:50.442 --> 01:04:52.023]  So stick that in your pipe!
[01:04:54.881 --> 01:05:05.948]  A staunch anti-federalist, Patrick Henry was opposed to the Constitution, fearing it would become a monster that would take over not only the sovereign states that had created it, but that it would become a tool to destroy individual liberty.
[01:05:05.948 --> 01:05:08.949]  His warnings, ignored, have now come to pass.
[01:05:08.949 --> 01:05:17.514]  He said, you're not to inquire how your trade may be increased, nor how you are to become a great and powerful people, but how your liberties can be secured.
[01:05:17.514 --> 01:05:20.176]  For liberty ought to be the direct end of your government.
[01:05:20.416 --> 01:05:28.561]  Patrick Henry warned us, the liberties of a people never were nor ever will be secure when the transactions of their rulers may be concealed from them.
[01:05:28.561 --> 01:05:32.884]  Today, everything the government does, at every level, is concealed from us.
[01:05:32.884 --> 01:05:37.807]  We have trade deals to manage our economy that not even our elected representatives are allowed to see.
[01:05:37.807 --> 01:05:44.071]  Later in life, Patrick Henry looked back and said, when the American spirit was in its youth, the language of America was different.
[01:05:44.071 --> 01:05:46.233]  Liberty, sir, was the primary object.
[01:05:46.233 --> 01:05:49.735]  Today, our primary concern is safety and comfort.
[01:05:49.875 --> 01:05:51.416]  When I was young, I was the nicest guy
[01:06:16.297 --> 01:06:24.324]  We're here Monday through Friday from 11 a.m.
[01:06:24.324 --> 01:06:24.824]  to 3 p.m.
[01:06:24.824 --> 01:06:27.726]  and we've launched The Real News at 8 a.m.
[01:06:27.726 --> 01:06:28.887]  to 11 a.m.
[01:06:28.887 --> 01:06:32.691]  On Wednesday we're gonna kick off the new transmission right in the middle of the week.
[01:06:33.351 --> 01:06:34.972]  With Owen Schroyer.
[01:06:34.972 --> 01:06:44.877]  That's going to be the war room with a whole collection of experts and analysts who are always right by the phone or right by their computer to be called right when something breaks.
[01:06:44.877 --> 01:06:53.682]  Experts on national security, the economy, firefighters, police, paramilitary, school teachers, professors, nuclear physicists.
[01:06:53.682 --> 01:06:59.746]  We're creating a list for David's show and for Owen's show that just right as stuff breaks we call them.
[01:06:59.746 --> 01:07:00.206]  Same thing here.
[01:07:01.800 --> 01:07:03.761]  This is InfoWars Live.
[01:07:03.761 --> 01:07:11.923]  You know, when I started Syndicated Radio 20 years ago, they said, you need to be your name for the Arbitron, for the ratings, but really, this broadcast is InfoWars.
[01:07:11.923 --> 01:07:21.286]  So I'm Alex Jones, and I do the show here, weekdays 11am to 3pm, and then we have Sunday 4 to 6pm, which was the best thing I ever did 11 years ago.
[01:07:21.286 --> 01:07:25.727]  I said, let me give stations a live taste of what they might be scared of during the week.
[01:07:27.233 --> 01:07:31.454]  And we went from like a hundred and something affiliates to over 200 affiliates.
[01:07:31.454 --> 01:07:35.015]  Very, very quickly doing that, giving folks a taste.
[01:07:35.015 --> 01:07:38.476]  And so we're going to have some best of's the weekday shows as well for stations to get a taste.
[01:07:38.476 --> 01:07:44.397]  But I want to go live at least 20 hours a day by the middle of next year.
[01:07:44.397 --> 01:07:46.698]  We're talking about nine months from now.
[01:07:46.698 --> 01:07:49.379]  I'd like to have folks on from 5 a.m.
[01:07:49.379 --> 01:07:50.499]  in the morning until midnight.
[01:07:51.135 --> 01:07:55.238]  And it's not that I'm in competition with Coast to Coast to him or don't want to be in competition with him.
[01:07:55.238 --> 01:07:59.001]  I'm just going to leave that to George Norrie and Coast to Coast and the great work they're doing.
[01:07:59.001 --> 01:08:01.504]  I was just on his show a few weeks ago.
[01:08:01.504 --> 01:08:03.505]  We're going to leave that there.
[01:08:03.505 --> 01:08:08.629]  We think we even can't compete with him, so we're going to leave that open.
[01:08:08.629 --> 01:08:12.853]  But we're going to be here 20 hours a day live.
[01:08:12.853 --> 01:08:18.818]  It's our goal so that as things break and as things happen, we're kind of like a live radio slash TV show Twitter feed.
[01:08:19.599 --> 01:08:20.560]  Well, it's all right there.
[01:08:20.560 --> 01:08:23.802]  That's why I was here Saturday and I was here today and I'm not bragging about that.
[01:08:23.802 --> 01:08:25.443]  Let me tell you something.
[01:08:25.443 --> 01:08:31.607]  You get the Secretary of Defense saying we're getting ready to militarily strike North Korea if they do one more thing.
[01:08:31.607 --> 01:08:36.570]  You've got them testing hydrogen bombs and threatening to attack Seoul preemptively or Tokyo.
[01:08:36.570 --> 01:08:38.211]  I mean, this is incredible.
[01:08:38.211 --> 01:08:39.292]  There's the Guardian's headline.
[01:08:39.292 --> 01:08:40.853]  North Korea threats the U.S.
[01:08:40.853 --> 01:08:46.016]  will be met with massive military response, says Defense Secretary Mattis.
[01:08:46.016 --> 01:08:46.437]  We are
[01:08:47.588 --> 01:08:48.608]  In a serious situation.
[01:09:18.547 --> 01:09:24.089]  And look, if North Korea was threatening to attack Russia, I would support Russia attacking them preemptively.
[01:09:24.089 --> 01:09:29.711]  Because if somebody's got a gun pointed at you, saying we're going to attack you, I don't blame them.
[01:09:29.711 --> 01:09:31.351]  But again, I don't want an escalation.
[01:09:31.351 --> 01:09:32.351]  I don't want a war.
[01:09:32.351 --> 01:09:37.313]  I don't want dead North Korean soldiers, even though they're a bunch of brainwashed parasites feeding on their own people.
[01:09:37.313 --> 01:09:40.894]  I want to see North Koreans free!
[01:09:40.894 --> 01:09:41.814]  I have empathy for them.
[01:09:41.814 --> 01:09:46.396]  Just because they're in a horrible situation, I don't feel like I'm some type of elitist who feels good about himself.
[01:09:46.396 --> 01:09:46.916]  I feel bad.
[01:09:50.094 --> 01:09:54.057]  I don't need to play the race card here.
[01:09:54.057 --> 01:09:56.399]  My sister's adopted from Korea.
[01:09:56.399 --> 01:09:58.200]  A ghost child.
[01:09:58.200 --> 01:09:59.662]  A woman gets pregnant on a wedlock.
[01:09:59.662 --> 01:10:01.483]  The child's unrecognized.
[01:10:01.483 --> 01:10:02.384]  Thrown on the street.
[01:10:02.384 --> 01:10:03.885]  Beautiful, wonderful person.
[01:10:03.885 --> 01:10:04.946]  Wonderful human soul.
[01:10:04.946 --> 01:10:05.947]  I love her.
[01:10:05.947 --> 01:10:07.708]  She works here at InfoWars.
[01:10:07.708 --> 01:10:08.489]  Does a great job.
[01:10:08.489 --> 01:10:09.570]  Getting married soon.
[01:10:09.570 --> 01:10:11.651]  Love her.
[01:10:11.651 --> 01:10:12.372]  Man-to-be.
[01:10:12.372 --> 01:10:13.413]  Her fiancé.
[01:10:13.413 --> 01:10:13.753]  Great guy.
[01:10:16.630 --> 01:10:21.531]  I don't need to sit here and say I'm not racist, because I love all humans.
[01:10:21.531 --> 01:10:45.338]  I don't like people that are racist against me, because I'm a creature of the Ice Age, horrible creature associated with technology and science, horrible creature associated with prosperity, horrible creature associated with virtue, who can be bullied and doing whatever I'm told if somebody tells me I'm a bad person, because there's virtue in all of the human family.
[01:10:47.278 --> 01:10:55.282]  But we're so close to oblivion right now, and there are a lot of worlds in the universe you know, you just know, that made it to where we're at and destroyed themselves.
[01:10:55.282 --> 01:11:00.604]  And I'm a fan of humanity!
[01:11:00.604 --> 01:11:01.945]  And I want us to survive and make it.
[01:11:03.712 --> 01:11:07.574]  We're going to go to break and come back and take your calls just briefly because CJ's pointing this out.
[01:11:07.574 --> 01:11:09.575]  I do like one blog an hour when I do it.
[01:11:09.575 --> 01:11:12.537]  Other talk radio, it's every segment and I don't blame them.
[01:11:12.537 --> 01:11:13.978]  A lot of talk radio is going bankrupt.
[01:11:13.978 --> 01:11:15.479]  It's been a rough economy, thank God.
[01:11:15.479 --> 01:11:18.861]  New jobs numbers are the best they've been in 15 years.
[01:11:18.861 --> 01:11:21.542]  Small business numbers the best since 1984.
[01:11:21.542 --> 01:11:22.803]  Globalists are just so upset.
[01:11:22.803 --> 01:11:27.685]  Screaming Trump's a racist as he hugs and kisses over 100 black babies down there.
[01:11:27.685 --> 01:11:29.186]  Never saw Obama do that.
[01:11:29.186 --> 01:11:30.127]  They kept the crowds back.
[01:11:32.914 --> 01:11:34.956]  We got a lot of products at InfowarsStore.com.
[01:11:34.956 --> 01:11:38.899]  This sale's going to have to end in the next few days because we're going to sell out of Super Metal Vitality.
[01:11:38.899 --> 01:11:41.260]  I was like, why are we running ads for Super Female Vitality?
[01:11:41.260 --> 01:11:41.941]  It's about to sell out.
[01:11:43.376 --> 01:11:48.539]  Super Melon Vitality is concentrated, cold-pressed herbs that you need to experience for yourself.
[01:11:48.539 --> 01:11:50.301]  But regardless, you're supporting the broadcast.
[01:11:50.301 --> 01:11:52.982]  It's 57% off right now.
[01:11:52.982 --> 01:11:58.006]  You can get it combo with X2, the good halogen, the purest, cleanest deep-earth iodine that we've been able to find.
[01:11:58.006 --> 01:11:59.006]  It's amazing.
[01:11:59.006 --> 01:12:06.892]  You can get that at Infowarsstore.com or 888-253-3139 for 57% off as well.
[01:12:06.892 --> 01:12:12.716]  But it's going to end in the next 48 hours because we don't get more of it until late October, early November.
[01:12:14.056 --> 01:12:18.820]  Even at this sale, it means if I sell at a regular price, it's going to sell in a few weeks.
[01:12:18.820 --> 01:12:24.243]  So we're going to end that sale in the next few days.
[01:12:24.243 --> 01:12:25.584]  And again, X2 is so amazing.
[01:12:25.584 --> 01:12:27.505]  Try it for yourself.
[01:12:27.505 --> 01:12:28.526]  Consult a physician.
[01:12:28.526 --> 01:12:31.948]  Maybe take lower dosages at first because it's really amazing.
[01:12:31.948 --> 01:12:36.271]  And the detox most folks go through in about three weeks doesn't feel too well for a couple of days.
[01:12:36.271 --> 01:12:38.132]  I feel like a mule kicked me in the head.
[01:12:38.132 --> 01:12:40.434]  But after that, it's like when you carry one of your kids on your shoulders.
[01:12:42.142 --> 01:12:46.344]  Then you're going up a hill, and once you take them off, you feel like you're flying.
[01:12:46.344 --> 01:12:55.728]  It's kind of like that, but kind of two, three, four weeks in, you kind of have this detox, most people do, and then your body kind of shifts off using bad halogens in your glands and shifts into good ones.
[01:12:55.728 --> 01:12:57.109]  This is how I personally understand it.
[01:12:57.109 --> 01:12:58.189]  Redo your own research.
[01:12:58.189 --> 01:13:01.350]  This is my personal testimony.
[01:13:01.350 --> 01:13:02.451]  Then it's like coming out of a fog.
[01:13:04.431 --> 01:13:06.733]  The problem is you start using it as a crutch.
[01:13:06.733 --> 01:13:08.234]  But iodine is key.
[01:13:08.234 --> 01:13:15.119]  Whether it's super male or whether it's X2 or whether it's biotracellulium, they're all 57% off right now individually or with the combo.
[01:13:15.119 --> 01:13:17.340]  We've never offered sales like that.
[01:13:17.340 --> 01:13:21.123]  We had our biggest overall sales of total number of items last month and a half.
[01:13:21.123 --> 01:13:22.284]  That ended a week ago.
[01:13:22.284 --> 01:13:24.486]  This is the new targeted sale.
[01:13:24.486 --> 01:13:24.906]  Never 57% off.
[01:13:24.906 --> 01:13:25.847]  Infowarslife.com or 888-253-3139.
[01:13:30.470 --> 01:13:38.977]  But whatever you do, just spread the articles and the videos at NewsWars.com, our new big site that loads really fast on your phones.
[01:13:38.977 --> 01:13:41.199]  It's a lightweight site by lightweight in a good way.
[01:13:41.199 --> 01:13:44.402]  It's really not a lot of graphics, really clean.
[01:13:44.402 --> 01:13:45.242]  NewsWars.com.
[01:13:45.242 --> 01:13:46.804]  I want to thank folks for their support.
[01:13:46.804 --> 01:13:47.885]  Spread the word about NewsWars.
[01:13:48.857 --> 01:13:55.041]  And I see callers calling in about HAARP and you need to pray for the President and the Central Bank and Congress.
[01:13:55.041 --> 01:13:58.244]  And I see John and I see Zach calling in about North Korea.
[01:13:58.244 --> 01:14:04.688]  And it's okay, the other callers will go to you, but I want to talk to callers about North Korea.
[01:14:04.688 --> 01:14:06.469]  How big a threat is this?
[01:14:06.469 --> 01:14:08.911]  Where do you see this going?
[01:14:08.911 --> 01:14:09.972]  What do you think we should do?
[01:14:12.351 --> 01:14:13.212]  877-789-ALEX.
[01:14:13.212 --> 01:14:17.553]  877-789-A-L-E-X is the number.
[01:14:17.553 --> 01:14:19.213]  Let's go out to break with this clip.
[01:14:19.213 --> 01:14:21.073]  We're going to break in about a minute and a half.
[01:14:21.073 --> 01:14:23.814]  Let's go out to break with Tom Fenton of Judicial Watch.
[01:14:23.814 --> 01:14:25.494]  Huge developments were coming.
[01:14:25.494 --> 01:14:28.295]  Knew the Clintons were guilty.
[01:14:28.295 --> 01:14:32.956]  Already certified he wasn't going to prosecute them when he did the interview for public consumption.
[01:14:32.956 --> 01:14:34.837]  Caught in amazing fraud.
[01:14:34.837 --> 01:14:35.777]  This is so big.
[01:14:35.777 --> 01:14:36.137]  Here it is.
[01:14:36.681 --> 01:14:41.943]  Do you remember when former FBI Director James Comey led Hillary Clinton off the hook in the email investigation?
[01:14:41.943 --> 01:14:51.687]  Well, now two Republican senators are claiming that Comey was ready to clear Clinton before the investigation was over, even drafting an exoneration statement months beforehand.
[01:14:51.687 --> 01:14:55.188]  Here to weigh in is the president of Judicial Watch, Tom Fitton.
[01:14:55.188 --> 01:15:01.810]  Tom, so here's a little bit of the letter that both Senators Grassley and Graham sent to the FBI, and they pointed this out.
[01:15:01.810 --> 01:15:05.212]  It says, it appears that in April or early May of 2016, Mr. Comey had
[01:15:06.112 --> 01:15:09.633]  Already decided he would issue a statement exonerating Secretary Clinton.
[01:15:09.633 --> 01:15:13.715]  That was long before FBI agents finished their work.
[01:15:13.715 --> 01:15:19.577]  To your average American, this looks like a system that is rigged to let her off the hook no matter what.
[01:15:19.577 --> 01:15:20.637]  Exactly.
[01:15:20.637 --> 01:15:33.702]  It was written before he had interviewed, or the FBI and Justice Department had interviewed Hillary Clinton and 16 other witnesses, including her IT aides, her Chief of Staff, virtually anyone of importance in the investigation.
[01:15:34.222 --> 01:15:39.284]  And it explains why a lot of those folks got those controversial immunity agreements.
[01:15:39.284 --> 01:15:39.944]  Absolutely.
[01:15:39.944 --> 01:15:42.845]  They absolved them before they did the show interviews.
[01:15:42.845 --> 01:15:44.265]  More of that straight ahead.
[01:15:44.265 --> 01:15:46.066]  But first, your phone calls.
[01:15:46.066 --> 01:15:50.727]  Spread the word about the live show on local stations or InfoWars.com forward slash show.
[01:15:53.977 --> 01:16:01.441]  I am very proud to announce the introduction of the highest quality InfoWars Biome Defense Probiotic.
[01:16:01.441 --> 01:16:14.647]  We wanted to come out with the largest spectrum of high quality known probiotics that have been proven to improve overall digestion and health and detoxification in the body.
[01:16:15.587 --> 01:16:27.499]  Biome Defense is an exclusive blend of 50 billion live and active cultures from over 23 different probiotic strains that are known to support digestion and intestinal function.
[01:16:27.499 --> 01:16:33.444]  Our researchers are confident that we have been able to develop what will be the leading probiotic on the market.
[01:16:34.205 --> 01:16:43.233]  Secure your biome defense in ultra strength or regular strength at InfoWarsLife.com today and get started supporting your digestive system naturally.
[01:16:43.233 --> 01:16:51.421]  We've been testing this formula for years, but this is the limited first run to the public, so please take advantage of it today, support your own health, and support the InfoWar.
[01:16:53.723 --> 01:16:55.603]  It's not just our water we need to filter.
[01:16:55.603 --> 01:16:57.644]  It's not just our food that needs to be cleaned.
[01:16:57.644 --> 01:17:00.544]  It's the air we're breathing, especially for our children.
[01:17:00.544 --> 01:17:06.605]  The artificial particulates, the chemicals, is absolutely weighing down our immune systems.
[01:17:06.605 --> 01:17:15.807]  The same team based right here in America that brought you the Alexa Pure groundbreaking water filtration systems have now developed Alexa Pure Breathe.
[01:17:15.807 --> 01:17:20.648]  Whether it's your home or office, you owe it to yourself, your co-workers, your family, your children.
[01:17:20.888 --> 01:17:23.332]  Do the best job you can to purify your air.
[01:17:23.332 --> 01:17:31.346]  The elite are masters at poisoning our environment, while themselves doing things that mitigate or avoid most of the toxic effects for themselves.
[01:17:31.346 --> 01:17:32.367]  The general public doesn't.
[01:17:33.528 --> 01:17:37.473]  The Alexa Pure Breeze will be a steal at $300, $400, $500.
[01:17:37.473 --> 01:17:41.057]  One of these systems can keep 800 square feet incredibly clean.
[01:17:41.057 --> 01:17:47.765]  This is a system I'm personally putting in throughout my house, replacing older, more expensive filters that didn't do as good a job.
[01:17:47.765 --> 01:17:51.930]  Find out why this system is so revolutionary today at InfoWarsTore.com.
[01:17:56.181 --> 01:18:00.886]  You deserve a deep restful sleep with Knockout by InfoWars Life.
[01:18:00.886 --> 01:18:11.316]  Our organic formula is made from high quality natural ingredients such as valerian root extract, L-tryptophan, lemon balm leaf extract, and melatonin.
[01:18:12.197 --> 01:18:17.021]  Knockout packs a powerful punch to get you through the night and achieve proper sleep.
