[00:00:10.659 --> 00:00:12.208]  Hi, Steve Adler.
[01:35:37.735 --> 01:35:47.301]  That's why Hong Kong democracy protesters would show Winnie the Pooh, because Xi Jinping looks a little bit like the cartoon Winnie the Pooh.
[01:35:47.301 --> 01:35:52.564]  So if you're laughing at the tyrant, you're rebelling against him, you're showing you're not afraid of him,
[01:35:53.324 --> 01:36:00.331]  I think it was Orwell who said, every joke is a little revolution.
[01:36:00.331 --> 01:36:01.633]  That's right.
[01:36:01.633 --> 01:36:05.757]  In 84, Winston is down there in the cafeteria and this other guy is making jokes that are witty.
[01:36:05.757 --> 01:36:09.861]  Even though he's pro-party, Winston goes, oh, he'll be dead soon because he's funny.
[01:36:09.861 --> 01:36:11.262]  They don't want humor.
[01:36:11.262 --> 01:36:16.807]  Well, I think Solzhenitsyn was sent to prison for making a one-liner about Stalin's mustache.
[01:36:18.189 --> 01:36:22.571]  They're on to something when they say, you've got to let Xi Jinping save face.
[01:36:22.571 --> 01:36:24.672]  You can't embarrass Xi Jinping.
[01:36:24.672 --> 01:36:29.555]  Because culturally, it's saving face, but for any tyrant.
[01:36:29.555 --> 01:36:31.736]  And ironically, they're pointing in the wrong direction.
[01:36:31.736 --> 01:36:43.222]  Because what we should learn from that is, if you want China to amend its behavior, to become more democratic, more free, less tyrannical, less abuses, commit fewer atrocities, then call them out.
[01:36:43.222 --> 01:36:44.242]  That's right, call them out.
[01:36:44.242 --> 01:36:45.023]  Call tyrants out.
[01:36:47.472 --> 01:36:51.317]  Cognitive dissonance is a major issue amongst the left.
[01:36:51.317 --> 01:36:55.643]  It can be very stressful dealing with facts you refuse to accept.
[01:36:55.643 --> 01:37:04.154]  If you have a family member suffering from this degenerative mental condition, buy them a bottle of Ultimate Fish Oil from Infowarsstore.com.
[01:37:04.494 --> 01:37:21.099]  Studies have suggested that fish oils and fish oil supplementation can slightly lower blood pressure, decrease triglyceride levels, decrease the growth rate of plaque, and provide a soothing reduction in inflammatory responses in joints and the digestive system.
[01:37:21.099 --> 01:37:32.143]  Recent studies have suggested that high EPA and DHA fish oil can stimulate immune function by increasing the concentration and activity of immune cells.
[01:37:32.623 --> 01:37:41.133]  It worked for my family, and now I can have a logical and calm discussion about actual facts that pertain to reality.
[01:37:41.133 --> 01:37:47.480]  Get your ultimate fish oil for a friend, family member, or yourself at InfoWarsStore.com.
[01:37:47.480 --> 01:37:50.764]  Webster's Dictionary has a very simple definition of terrorism.
[01:37:51.505 --> 01:37:53.927]  Other dictionaries have similar ones.
[01:37:53.927 --> 01:38:01.572]  Terrorism is the threat of force or actually carrying out force for a political or financial reason.
[01:38:01.572 --> 01:38:05.475]  It's basically scaring the hell out of people until you submit to them.
[01:38:05.475 --> 01:38:08.938]  That's exactly what all this overblown COVID-19 garbage is.
[01:38:08.938 --> 01:38:11.379]  You see the headlines from CNN, ABC News.
[01:38:11.379 --> 01:38:13.761]  Doctors say it's worse than they ever thought.
[01:38:13.761 --> 01:38:15.583]  COVID more devastating than you'd ever imagine.
[01:38:16.323 --> 01:38:22.568]  They told us that two and a half million people would be dead just eight months ago, within three months.
[01:38:22.568 --> 01:38:23.528]  Okay?
[01:38:23.528 --> 01:38:28.091]  It's a quarter million if you count all of the people that died of other things.
[01:38:28.091 --> 01:38:30.393]  We're talking 96% had comorbidity.
[01:38:30.393 --> 01:38:31.214]  These are real numbers.
[01:38:31.214 --> 01:38:32.495]  These are real facts.
[01:38:32.495 --> 01:38:39.880]  This is the chicken little event where we all run in our houses, never come out, and are taught we're not essential, while the big box stores on Amazon take over the planet.
[01:38:40.361 --> 01:38:41.142]  Rebuke it.
[01:38:41.142 --> 01:38:42.324]  Stand up against it.
[01:38:42.324 --> 01:38:44.087]  This is slavery.
[01:38:44.087 --> 01:38:46.311]  It is not something you can put up with and survive.
[01:38:48.479 --> 01:38:53.561]  I've got some really exciting good news, and I've also got some bad news.
[01:38:53.561 --> 01:39:00.644]  InfoWars is getting the highest traffic we have ever gotten since the election in 2016.
[01:39:00.644 --> 01:39:13.488]  Despite all the bans, all of the system trying to censor us and suppress us, you with your word of mouth have overridden that, and they are so scared of InfoWars.com and Banned.Video, and they're so scared of you being able to communicate and share the truth.
[01:39:15.109 --> 01:39:18.611]  We're bringing in the same amount of money we brought in last December right now.
[01:39:18.611 --> 01:39:22.333]  This is our most important month to be able to fund ourselves into next year.
[01:39:22.333 --> 01:39:23.954]  And I understand the economy's shutting down.
[01:39:23.954 --> 01:39:25.735]  I understand there's not as much money as there used to be.
[01:39:25.735 --> 01:39:27.236]  They're trying to kill Trump's recovery.
[01:39:27.236 --> 01:39:29.417]  But InfoWars really needs your support.
[01:39:29.417 --> 01:39:40.844]  You just buy great items through your Christmas shopping at InfoWarsStore.com with huge sales, amazing products, and then you know you're funding the InfoWar and not funding Amazon and Jeff Bezos and the globalists that are openly trying
[01:39:41.024 --> 01:39:42.288]  Destroy small businesses.
[01:39:42.288 --> 01:39:44.515]  Continue to fund the Second American Revolution.
[01:39:44.515 --> 01:39:47.504]  We're getting great products at the same time at InfoWarsTore.com.
[01:39:47.504 --> 01:39:47.785]  Thank you.
[01:39:49.275 --> 01:39:53.396]  Our entire modern system has been built to track and trace us.
[01:39:53.396 --> 01:39:57.618]  Not because we're doing anything wrong, but so we can be socially engineered and controlled.
[01:39:57.618 --> 01:39:59.659]  And now, that's out in the open.
[01:39:59.659 --> 01:40:06.201]  One way to take back a lot of your power is to put your so-called smartphone in a privacy pocket when you're not using it that way.
[01:40:06.201 --> 01:40:14.424]  Hackers, Bill and Melinda Gates, and the Clintons' contact tracers, and all these big corporations that are setting up this tracking and control grid in the name of fighting COVID.
[01:40:14.424 --> 01:40:17.725]  They admit their internal documents are truly about the Cashless Society control system.
[01:40:17.725 --> 01:40:17.885]  Don't.
[01:40:18.485 --> 01:40:20.627]  They have that power over you.
[01:40:20.627 --> 01:40:22.668]  They protect their locations.
[01:40:22.668 --> 01:40:24.890]  They protect where they're going and what they're doing.
[01:40:24.890 --> 01:40:25.750]  I can tell you.
[01:40:25.750 --> 01:40:29.593]  I was the first person 20 years ago who said, cover up the cameras on your computer.
[01:40:29.593 --> 01:40:32.775]  And now, of course, Bill Gates and all of them admit they're doing that.
[01:40:32.775 --> 01:40:33.616]  Mark Zuckerberg.
[01:40:33.616 --> 01:40:35.017]  So get your privacy pockets.
[01:40:35.017 --> 01:40:36.798]  They make great stocking stuffers and great gifts.
[01:40:36.798 --> 01:40:38.099]  They've been sold out for months.
[01:40:38.099 --> 01:40:39.200]  They're little Faraday cages.
[01:40:39.200 --> 01:40:39.680]  They're only $19.95.
[01:40:39.680 --> 01:40:42.903]  And they're back in stock at InfoWareStore.com.
[01:40:42.903 --> 01:40:46.966]  Give the gift of privacy and security and safety with privacy pockets at InfoWareStore.com.
[01:40:51.596 --> 01:41:12.209]  You're listening to the Alex Jones Show.
[01:41:12.209 --> 01:41:16.812]  Ladies and gentlemen, there is an authoritarian revolution happening on the planet.
[01:41:17.608 --> 01:41:25.848]  And the globalist Robert Barron set up Mao Tse-Tung in 1949 to set up a controlled society, a laboratory of control.
[01:41:25.848 --> 01:41:26.169]  And now...
[01:41:27.963 --> 01:41:32.266]  70 years later, Communist China is the model of the planet.
[01:41:32.266 --> 01:41:34.107]  We've got this footage we can roll here.
[01:41:34.107 --> 01:41:44.374]  Let's play it with audio of inside Amazon factories, inside Amazon shipping centers, where people have to social distance and AI robots watch them.
[01:41:44.374 --> 01:41:49.377]  This is the control already tested in China, now being brought here with their alliance with big tech.
[01:41:52.978 --> 01:41:55.721]  That s**t, ooh, we was like too close.
[01:41:55.721 --> 01:41:57.703]  Ooh, too close for comfort.
[01:41:57.703 --> 01:42:05.110]  That may be showing like when people six feet apart and s**t. They gonna take a picture and make me get in trouble.
[01:42:05.110 --> 01:42:10.095]  So it's all about how you're guilty, how you're bad, how robots are replacing you, or how they're...
[01:42:11.431 --> 01:42:14.456]  Turning you into a robot.
[01:42:14.456 --> 01:42:25.613]  Well, one way to become aware of what's happening and how these smartphones are really spy devices that surveil you and track you for hackers, government, UN contact tracers, the Bill and Melinda Gates Foundation, the Clintons.
[01:42:26.610 --> 01:42:27.991]  It's Privacy Pockets.
[01:42:27.991 --> 01:42:30.112]  Now, this is a high-quality Faraday cage.
[01:42:30.112 --> 01:42:32.474]  People sell the same unit we private-labeled for $29.95.
[01:42:32.474 --> 01:42:34.435]  We're selling it for $19.95.
[01:42:34.435 --> 01:42:43.080]  They cost us $11 a pouch because they're high-end, they're high-quality, they have a 99% rate of not letting you be tracked, unlike others that are about 90%.
[01:42:44.181 --> 01:42:47.864]  And if you're right under a cell tower, you can still beam through it and still track where you're at.
[01:42:47.864 --> 01:42:52.267]  But that's the way to put your phone away, to have less screen time, to be aware of how you're being tracked.
[01:42:52.267 --> 01:42:55.009]  This is the best stocking stuffer, the best Christmas present.
[01:42:55.009 --> 01:42:59.093]  We've got it in four different colors, blue, green, red, and black.
[01:42:59.093 --> 01:43:00.093]  They've been sold out for months.
[01:43:01.035 --> 01:43:09.156]  They're back in stock, InfowarsStore.com or 888-253-3139, 888-253-3139, see 100% reviews.
[01:43:09.156 --> 01:43:13.937]  We've tested a lot of other ones out that aren't as good.
[01:43:13.937 --> 01:43:17.478]  They're still pretty good, but these are the best we've found, and they're pretty low priced.
[01:43:17.478 --> 01:43:21.279]  We've had like $40 ones that cost us like $20 to buy that didn't even work as well.
[01:43:21.279 --> 01:43:22.619]  So those are at InfowarsStore.com.
[01:43:22.619 --> 01:43:26.740]  We also have the 60% off and free shipping, double Patriot points.
[01:43:26.740 --> 01:43:27.800]  And if you get your orders in by the 18th,
[01:43:29.332 --> 01:43:31.833]  You will get it before Christmas here in the United States.
[01:43:31.833 --> 01:43:36.454]  So take advantage of the big Christmas mega sale at InfoWarsTore.com.
[01:43:36.454 --> 01:43:42.857]  We're funded by you, not by Bill Gates, not by the New World Order, not by Xi Jinping.
[01:43:42.857 --> 01:43:46.578]  Getting back to Ezra Levant, final segment we have with him.
[01:43:46.578 --> 01:43:52.540]  I'm going to play this clip one more time and then give you the floor to add any other key points or addendums of where this huge story of
[01:43:53.180 --> 01:44:15.251]  All these secret communist Chinese drills in Canada, and then finally the military saying no, and your globalist Prime Minister getting angry with that clip of him a few years ago saying, I admire communist China the most in a TV show, just incredible, because they have a basic dictatorship and do the best job.
[01:44:15.251 --> 01:44:19.013]  I mean, this is just an incredible admission of these authoritarians.
[01:44:19.013 --> 01:44:19.333]  Here it is.
[01:44:20.413 --> 01:44:26.295]  The level of admiration I actually have for China.
[01:44:26.295 --> 01:44:34.638]  Because their basic dictatorship is allowing them to actually turn their economy around on a dime.
[01:44:34.638 --> 01:44:38.019]  You notice that's pretty boy Trudeau with a bunch of women.
[01:44:38.019 --> 01:44:39.320]  Stockholm syndrome.
[01:44:39.320 --> 01:44:40.880]  I'm not putting women down on a statistics show.
[01:44:40.880 --> 01:44:42.081]  They'll go under dictatorship a lot quicker.
[01:44:42.461 --> 01:44:42.741]  I think so.
[01:44:58.223 --> 01:44:58.864]  He should.
[01:44:58.864 --> 01:45:00.206]  This is enough to have him raided.
[01:45:00.206 --> 01:45:02.128]  This is enough to have his files checked.
[01:45:02.128 --> 01:45:12.761]  I bet you he's getting some money from some Chinese front companies, just like the big voting machine companies are in the case of Smartmatic and the case, of course, of Dominion.
[01:45:12.761 --> 01:45:13.202]  What do you think?
[01:45:14.266 --> 01:45:16.609]  Well, there's actually no need for an investigation.
[01:45:16.609 --> 01:45:18.792]  We already know the facts about that.
[01:45:18.792 --> 01:45:26.182]  There are a bunch of groups around Justin Trudeau that are not formally his political party, but they're associated with him.
[01:45:26.182 --> 01:45:28.285]  There's the Trudeau Foundation.
[01:45:28.285 --> 01:45:30.468]  There's his sort of in-house think tank called
[01:45:30.928 --> 01:45:32.508]  Canada 2020.
[01:45:32.508 --> 01:45:36.269]  And they take massive donations directly from China.
[01:45:36.269 --> 01:45:43.171]  For example, Huawei, the monster tech company that wants to build 5G around the world.
[01:45:43.171 --> 01:45:46.812]  They're a major, major donor to Canada 2020.
[01:45:46.812 --> 01:45:49.012]  Trudeau's in-house think tank.
[01:45:49.012 --> 01:45:51.053]  So he's not even hiding it.
[01:45:51.053 --> 01:45:54.614]  Other donors, even six figures plus,
[01:45:56.548 --> 01:45:56.828]  to take
[01:46:26.989 --> 01:46:30.531]  Their own media companies are compromised in some way.
[01:46:30.531 --> 01:46:34.653]  You know, there's nothing cheaper to buy off than a journalist in the year 2020.
[01:46:34.653 --> 01:46:37.854]  Media companies are broke, and who has all the cash?
[01:46:37.854 --> 01:46:38.815]  China.
[01:46:38.815 --> 01:46:48.700]  So, I mean, why do you think media companies would be less susceptible to Chinese cash and honey traps than any other industry?
[01:46:48.700 --> 01:46:50.741]  And why do they have all the cash?
[01:46:51.741 --> 01:46:53.583]  Close a few months have been open.
[01:46:53.583 --> 01:46:55.905]  We're supposedly never going to reopen.
[01:46:55.905 --> 01:47:00.690]  And the same China-centric politicians tell us, China did a great job.
[01:47:00.690 --> 01:47:03.332]  You'll never be open until you give us martial law.
[01:47:03.332 --> 01:47:05.715]  I mean, this is really, you can see the PSY op is right there.
[01:47:06.994 --> 01:47:10.836]  Who are the biggest boosters of the lockdowns in the West?
[01:47:10.836 --> 01:47:17.599]  Aside from the public health officers who are enjoying their moment of fame, Dr. Fauci, etc.
[01:47:17.599 --> 01:47:18.860]  It's the media.
[01:47:18.860 --> 01:47:21.622]  The media who put on their masks when they're on camera.
[01:47:21.622 --> 01:47:25.824]  The second they think they're off camera, they throw the mask away and say, I'm not pretending.
[01:47:25.824 --> 01:47:29.946]  The people who go to the fancy restaurants with Gavin Newsom.
[01:47:29.946 --> 01:47:32.327]  The people who get their hair done with Nancy Pelosi.
[01:47:32.327 --> 01:47:35.349]  But then when the lights and camera on, they want to lock down for the rest of us.
[01:47:35.349 --> 01:47:35.929]  So my point is,
[01:47:37.119 --> 01:47:46.103]  The media are the least skeptical about China and they're really the enforcers of the pandemic lockdown even though they themselves have never lost a day's work.
[01:47:46.103 --> 01:47:51.605]  And they're the ones pushing censorship of the independent media because they can't survive if we're still there in closing.
[01:47:52.887 --> 01:48:00.711]  Is it not positive, though, that Swallow's Well and Biden and his son and his brother are under criminal investigation, and more and more of this is coming out?
[01:48:00.711 --> 01:48:01.892]  I mean, that's a good sign.
[01:48:01.892 --> 01:48:03.833]  All these states have joined the Supreme Court.
[01:48:03.833 --> 01:48:06.734]  The Supreme Court's taken the case about this illegal ballots.
[01:48:06.734 --> 01:48:09.876]  I mean, this is a crazy time.
[01:48:09.876 --> 01:48:18.100]  It's true, and I like the fact that you're taking a glass-half-full approach, because the world is full of bad news, and you have pointed out some glimmers of hope.
[01:48:18.100 --> 01:48:22.542]  But wouldn't it have been nice to have known many of these things, including about Hunter Biden?
[01:48:23.331 --> 01:48:27.174]  Before the election, as you point out, the big tech companies censored it.
[01:48:27.174 --> 01:48:30.718]  But we'll keep fighting up here, and I know you'll keep fighting down there.
[01:48:30.718 --> 01:48:36.082]  Alright, Ezra, what else do you have cooking in the last 60 seconds at Rebel Media?
[01:48:36.082 --> 01:48:37.724]  I mean, you've always got huge stuff.
[01:48:37.724 --> 01:48:40.246]  Give us a little prelude to what you might have come out next.
[01:48:41.277 --> 01:48:49.612]  Well, you know, we've started a civil liberties project in Canada, Australia, and the UK for people who have been given outrageous lockdown fines.
[01:48:49.612 --> 01:48:52.317]  It's a program called FightTheFines.com.
[01:48:52.317 --> 01:48:54.400]  We're actually offering free lawyers
[01:48:55.171 --> 01:48:58.694]  To the first 1,000 people that have lockdown fines.
[01:48:58.694 --> 01:48:59.995]  We've hired a bunch of lawyers.
[01:48:59.995 --> 01:49:01.517]  We're doing a civil liberties fight.
[01:49:01.517 --> 01:49:03.659]  That's our big project next, Alex.
[01:49:03.659 --> 01:49:05.921]  Well, I mean, I'm not just saying this.
[01:49:05.921 --> 01:49:08.964]  I admire you because you take so much action.
[01:49:08.964 --> 01:49:12.026]  You get so much results because you actually do it.
[01:49:12.026 --> 01:49:13.908]  And I just so does Project Veritas.
[01:49:13.908 --> 01:49:16.751]  But I think you're like the Veritas of Canada, but you also affect
[01:49:17.431 --> 01:49:18.072]  The rest of the world.
[01:49:18.072 --> 01:49:21.875]  So, Ezra, please, anytime you've got news, we called you, you're ready to come on.
[01:49:21.875 --> 01:49:24.056]  A lot of times you've got too much going on, I get it.
[01:49:24.056 --> 01:49:29.140]  But anytime you want to get to this audience and tell people about what's going on, please reach out to us.
[01:49:29.140 --> 01:49:30.301]  We really, really appreciate you.
[01:49:30.301 --> 01:49:31.782]  We've got a lot of websites.
[01:49:31.782 --> 01:49:32.683]  What's the best one?
[01:49:32.683 --> 01:49:34.624]  What's the mothership for folks to visit?
[01:49:34.624 --> 01:49:36.085]  Rebel Media?
[01:49:36.085 --> 01:49:37.326]  RebelNews.com.
[01:49:37.326 --> 01:49:38.547]  RebelNews.com.
[01:49:38.547 --> 01:49:40.689]  And you can find out all we're up to.
[01:49:40.689 --> 01:49:43.611]  And you can obviously read these secret documents there, too.
[01:49:43.611 --> 01:49:46.193]  So, thanks for the opportunity to talk to your people, Alex.
[01:49:46.986 --> 01:49:47.686]  Ezra, we love you.
[01:49:47.686 --> 01:49:49.087]  Godspeed.
[01:49:49.087 --> 01:49:49.607]  Okay.
[01:49:49.607 --> 01:49:58.490]  Next hour, former head of psychological operations for the State Department and the CIA, Dr. Steve Pachinik will join us on the election and a lot more.
[01:49:58.490 --> 01:49:59.570]  You do not want to miss that.
[01:49:59.570 --> 01:50:00.791]  I will just say this right now.
[01:50:03.052 --> 01:50:10.881]  I sleep great knowing that Ezra Levine's out there, and I sleep great knowing OAN's out there, and Newsmax, and Right Side, and just everybody.
[01:50:10.881 --> 01:50:14.346]  But, InfoWars is the tip of the spear.
[01:50:14.346 --> 01:50:18.250]  We are the enemy's main threat because we have the largest audience of you badasses.
[01:50:18.951 --> 01:50:21.353]  Okay, so it's you they hate, okay?
[01:50:21.353 --> 01:50:22.614]  I mean, hell, I'm not even that important.
[01:50:22.614 --> 01:50:24.455]  It's all these guests, as you just heard.
[01:50:24.455 --> 01:50:27.718]  So, remember that they are working around the clock.
[01:50:27.718 --> 01:50:31.681]  You know to tune in to the local radio station, or TV station, or InfoWars.com.
[01:50:31.681 --> 01:50:34.363]  But I run into people all the time, I used to love you, I wish you were still on air.
[01:50:34.363 --> 01:50:37.185]  I heard you're off air, because I'm not on Facebook or YouTube.
[01:50:37.185 --> 01:50:38.666]  I'm like, no, no, I'm at Bandop Video.
[01:50:38.666 --> 01:50:39.227]  Really?
[01:50:39.227 --> 01:50:40.007]  You're still on air?
[01:50:40.007 --> 01:50:44.251]  I mean, I can't go to the grocery store, or a restaurant, and it gets tears in my eyes, because
[01:50:45.646 --> 01:50:52.927]  I look at these people, old ladies, young men, black, white, I go, hey, you're habituated to going to Facebook and Twitter.
[01:50:52.927 --> 01:50:53.988]  They're like, what's habituated?
[01:50:53.988 --> 01:50:55.768]  You know, you have a habit.
[01:50:55.768 --> 01:50:58.689]  Because I'm not in your feed doesn't mean that I'm not there.
[01:50:58.689 --> 01:51:01.509]  Infowars.com.
[01:51:01.509 --> 01:51:02.269]  Band-out video.
[01:51:02.269 --> 01:51:06.390]  And a lot of folks get that, but it's not about, oh, I want the biggest show, I want the traffic.
[01:51:06.390 --> 01:51:08.231]  I want to beat this steel.
[01:51:08.231 --> 01:51:11.711]  They wanted us off the air because we've got the globalist number.
[01:51:11.711 --> 01:51:15.052]  So, whatever you do for yourself and your family this Christmas,
[01:51:16.175 --> 01:51:18.196]  Or Hanukkah, or whatever the hell you want to call it.
[01:51:18.196 --> 01:51:19.677]  You better do this.
[01:51:19.677 --> 01:51:25.939]  You better spread the word about whatever you think the best news organization is standing up for your freedom and all our freedom collectively.
[01:51:25.939 --> 01:51:28.521]  And I believe InfoWars.com is that site.
[01:51:28.521 --> 01:51:30.642]  But whatever you do, don't stay silent.
[01:51:30.642 --> 01:51:32.803]  Because your word of mouth is king.
[01:51:32.803 --> 01:51:35.064]  Hour number three, two minutes ahead.
[01:51:35.064 --> 01:51:35.524]  Stay with us.
[01:51:38.257 --> 01:51:38.677]  The U.S.
[01:51:38.677 --> 01:51:49.024]  Postal Service tells InfoWars that as long as you get your order in by December 18th, and we're able to ship it out by that date, you will get it anywhere in the United States before Christmas.
[01:51:49.024 --> 01:51:50.185]  But listen, don't wait.
[01:51:50.185 --> 01:51:52.526]  Do your shopping at InfoWarsStore.com.
[01:51:52.526 --> 01:51:55.548]  Get great products and fund the InfoWars.
[01:51:55.548 --> 01:51:59.311]  Now at the most critical time, not just in InfoWars history, but this country's history.
[01:51:59.731 --> 01:52:01.573]  You have invested in InfoWars.
[01:52:01.573 --> 01:52:10.341]  You've prayed for us, you've spread the word, you've bought the products, and you've gotten the benefits of the information warfare, of the truth, in the fight against the globalists.
[01:52:10.341 --> 01:52:19.109]  But now is the time to redouble all our efforts in praying for a Great Awakening, which is starting to happen, and spreading the word about InfoWars.com, NewsWars.com.
[01:52:19.850 --> 01:52:20.530]  We're good to go.
[01:52:38.206 --> 01:52:52.193]  The Pope came out yesterday and announced a global government-corporate alliance to redistribute wealth and create a planetary universal income, which of course the United Nations and global corporations will control through the apps on your phone and finally a chip under your skin.
[01:52:52.193 --> 01:52:58.076]  It's all now completely official, part of the UN Great Reset of the Davos Group.
[01:52:58.076 --> 01:53:05.540]  And Klaus Schwab, all officially written about in hundreds of books by Schwab and Rockefeller Foundation, all the rest of them, agenda 21, agenda 2030, it's here.
[01:53:06.901 --> 01:53:14.083]  And it only gets worse, like being fed into a wood chipper or a meat grinder, until you reject it all.
[01:53:14.083 --> 01:53:20.425]  And the rejection starts with realizing it's a spiritual battle, good versus evil, and stopping abortion.
[01:53:20.425 --> 01:53:22.585]  We must start valuing human life again.
[01:53:22.585 --> 01:53:29.487]  We must start saying that we are not expendable, that we are not disposable, that we are essential.
[01:53:29.487 --> 01:53:32.248]  Until we do that, we are all slaves.
[01:53:32.248 --> 01:53:35.629]  We must stand up and declare our basic God-given human rights now.
[01:53:41.518 --> 01:53:44.109]  You're listening to The Alex Jones Show.
[01:53:56.769 --> 01:53:58.810]  Those ballots!
[01:53:58.810 --> 01:53:59.510]  I don't like it.
[01:53:59.510 --> 01:54:04.092]  You know, you have a Democrat governor, you have all these Democrats watching that stuff.
[01:54:04.092 --> 01:54:06.113]  Be poll watchers when you go there.
[01:54:06.113 --> 01:54:10.255]  Watch all the thieving and stealing and robbing they do.
[01:54:10.255 --> 01:54:24.982]  I have told you that Trump had about a 20% chance in the last three weeks since this fraud unfolded to prove it to the American people and to override this corruption because the gaslighting and the mass hoax and the incredible censorship by big tech and the controlled corporate media
[01:54:26.383 --> 01:54:52.945]  It's so unbelievable, but thanks to the grace of God and all these wonderful men and women, black, white, Hispanic, old, young, Indian Americans, Native Americans, Indians from India that are Americans, Chinese Americans, black Americans, all Hispanic Americans, all telling the same stories of the organized fraud in those key five states.
[01:54:53.866 --> 01:55:00.512]  Any kind of oversight and you know those ballots getting duplicated without an oversight and all of this fraud that was happening.
[01:55:00.512 --> 01:55:01.333]  It was heartbreaking.
[01:55:01.333 --> 01:55:03.955]  So that's why I decided to put myself here.
[01:55:03.955 --> 01:55:14.624]  I didn't have my GOP tag on so automatically I was assumed to be a Democrat and I have seen some women who came to me and said let's get these MFs out.
[01:55:15.385 --> 01:55:16.726]  And she was singing that song.
[01:55:16.726 --> 01:55:23.072]  And for me, I don't listen to secular music, and these days you can't even tell what is cussing and what is a song.
[01:55:23.072 --> 01:55:25.014]  So I thought maybe she was really singing a song.
[01:55:25.014 --> 01:55:36.585]  But then when I saw that she was targeting white male Republicans, accusing them of something like, your mask slipped, you were not six feet away, so you need to go out, and you know, your phone was out.
[01:55:36.585 --> 01:55:38.867]  And they were really intimidating all these white people.
[01:55:40.288 --> 01:55:44.554]  I put myself out there, tried to help them, saying, why are you getting them in trouble?
[01:55:44.554 --> 01:55:47.758]  And they said, why are you taking their side?
[01:55:47.758 --> 01:55:54.407]  Then I showed my GOP tag, and then she said to me that I'm on the wrong side, because I had a GOP tag on.
[01:55:55.040 --> 01:56:06.485]  So I personally observed USB cards being uploaded to the voting machines by the voting machine warehouse supervisor on multiple occasions.
[01:56:06.485 --> 01:56:08.286]  I saw this personally.
[01:56:08.286 --> 01:56:16.290]  I brought it to the attention of the deputy sheriff who was there stationed, who was a senior law enforcement officer, and I brought it to the attention of the clerk of elections.
[01:56:17.450 --> 01:56:36.270]  Um, I brought it to their attention, I objected, and I said, uh, this person is not being observed, he's not part of the process that I can see, and he's walking in with baggies, which we have pictures of, and it was submitted to, in our affidavits, and he was sticking these USBs into the machines.
[01:56:37.451 --> 01:56:39.952]  So, in talking to U.S.
[01:56:39.952 --> 01:56:47.433]  Attorney General McSwain and other law enforcement officers, I found out that was not the case.
[01:56:47.433 --> 01:56:51.534]  That generally, you know, more than two is unusual.
[01:56:51.534 --> 01:56:58.715]  We have a lawyer coming in studio later who went and poll watched and caught them engaged in criminal activity in Travis County.
[01:56:58.715 --> 01:57:03.176]  I was personally appointed by the Travis County Republican Party.
[01:57:03.800 --> 01:57:05.702]  So you were there on official business?
[01:57:05.702 --> 01:57:06.222]  Yes.
[01:57:06.222 --> 01:57:14.190]  My intent was to get it recorded, to take pictures of what was happening, and to make this situation public.
[01:57:14.190 --> 01:57:17.613]  Fleck snapped these three pictures and sent them to us.
[01:57:17.613 --> 01:57:23.698]  The pictures show, she argues, the clerk's office obstructing poll watchers from doing their job.
[01:57:23.698 --> 01:57:25.320]  We had no audio at all.
[01:57:25.320 --> 01:57:27.162]  We could not hear what was going on.
[01:57:27.162 --> 01:57:28.203]  They were running ballots.
[01:57:28.203 --> 01:57:29.304]  They were signing reports.
[01:57:29.764 --> 01:57:38.590]  When we would tap on the window so that we could ask a question or so that we could see a report, which is allowed under the statute, they would ignore us.
[01:57:38.590 --> 01:57:43.393]  Fleck then called 911, asking for a deputy to file a police report.
[01:57:43.393 --> 01:57:49.777]  When the deputy arrived, the clerk's office found out Fleck had taken pictures and told her to leave.
[01:57:49.777 --> 01:57:53.179]  The county clerk has been caught over and over again stealing elections.
[01:57:53.179 --> 01:57:56.501]  This woman, when she called the police, she was arrested.
[01:57:56.501 --> 01:57:57.082]  But guess what?
[01:57:57.082 --> 01:57:59.103]  She had hidden video and got it all.
[01:58:02.199 --> 01:58:03.900]  But the police confiscated the hidden video.
[01:58:03.900 --> 01:58:15.689]  Alright, we're going to start the next segment with Steve Pchenik, who was on with me two weeks ago and said, all the China stuff's about to come out on the Bidens, and then they'll be given a chance to step down.
[01:58:15.689 --> 01:58:21.913]  Then he said it again Sunday with Owen Schroer, hosting my show, and now you see all this is breaking and coming out.
[01:58:21.913 --> 01:58:22.534]  I know Pchenik.
[01:58:23.254 --> 01:58:25.576]  Nineteen years and he's never BS'd me.
[01:58:25.576 --> 01:58:31.121]  He might have been wrong about a few things, but he's been right more than I've been about things, which is, I'm right about 95%, he's been right about 97%.
[01:58:31.121 --> 01:58:33.744]  So we'll see if he's right.
[01:58:33.744 --> 01:58:35.586]  You're coming up in 41 days.
[01:58:35.586 --> 01:58:36.607]  Stay with us.
[01:58:36.607 --> 01:58:39.249]  But I think he means well at the end of the day.
[01:58:39.249 --> 01:58:39.669]  Stay with us.
[01:58:46.692 --> 01:58:54.297]  Most of the world submitted to the unconstitutional criminal lockdowns directed by the Communist Chinese and the United Nations.
[01:58:54.297 --> 01:58:59.761]  And now because the slaves have proven themselves to be subservient, the worst Australian models of
[01:58:59.821 --> 01:59:04.803]  A complete lockdown so you can't even leave your house for months and months are being announced.
