[00:00.000 --> 00:15.000]  From the front lines of the Information War, it's Alex Jones.
[2:25:21.000 --> 2:25:25.000]  Ukraine does not exist to advance the interests of the West.
[2:25:25.000 --> 2:25:26.000]  Exactly.
[2:25:26.000 --> 2:25:27.000]  We're against what Putin did.
[2:25:27.000 --> 2:25:30.000]  It doesn't mean we agree with Soros and them making it a quagmire for a proxy war.
[2:25:30.000 --> 2:25:32.000]  How do we get Putin away out?
[2:25:32.000 --> 2:25:34.000]  How do we disconnect this?
[2:25:34.000 --> 2:25:36.000]  You know, I think we need to be...
[2:25:36.000 --> 2:25:39.000]  We need to push back on the gaslighting from the American establishment
[2:25:39.000 --> 2:25:41.000]  that is going to offer them no real help.
[2:25:41.000 --> 2:25:42.000]  I mean, they say it.
[2:25:42.000 --> 2:25:44.000]  Zelensky came out and said,
[2:25:44.000 --> 2:25:47.000]  I was told that you will never be a part of NATO,
[2:25:47.000 --> 2:25:50.000]  but we want to put it on the table so Putin thinks you're going to be a part of NATO.
[2:25:50.000 --> 2:25:53.000]  In other words, we want you to be a punching bag for a decade.
[2:25:53.000 --> 2:25:56.000]  We want to bleed Russia and Ukraine for a decade
[2:25:56.000 --> 2:25:58.000]  to serve our perceived national interests.
[2:25:58.000 --> 2:26:00.000]  And obviously, if we know that, Putin knows that.
[2:26:00.000 --> 2:26:02.000]  So why the hell did he go in there?
[2:26:02.000 --> 2:26:05.000]  You know, for the life of me, I don't understand it.
[2:26:05.000 --> 2:26:07.000]  It's the catastrophic mistake.
[2:26:07.000 --> 2:26:11.000]  I think the only mistake that we could look at in the past 100 years
[2:26:11.000 --> 2:26:14.000]  is similar to this as Biden's disastrous withdrawal from Afghanistan
[2:26:14.000 --> 2:26:17.000]  that has pushed 40 million Afghans into hunger,
[2:26:17.000 --> 2:26:19.000]  many millions into starvation,
[2:26:19.000 --> 2:26:21.000]  and empowered the Taliban, the Haqqani network.
[2:26:21.000 --> 2:26:23.000]  And you've been there and your group is there.
[2:26:23.000 --> 2:26:25.000]  What's happening in Afghanistan?
[2:26:25.000 --> 2:26:27.000]  Alex, thank you for bringing that up,
[2:26:27.000 --> 2:26:28.000]  because Afghanistan...
[2:26:28.000 --> 2:26:30.000]  More people will die in the next 12 months in Afghanistan
[2:26:30.000 --> 2:26:32.000]  than the last 12 months in Afghanistan
[2:26:32.000 --> 2:26:34.000]  that will die in Ukraine
[2:26:34.000 --> 2:26:36.000]  because of the hunger, the famine,
[2:26:36.000 --> 2:26:38.000]  the total collapse of civilization.
[2:26:38.000 --> 2:26:41.000]  The mainstream media that tells us they care so much about Ukraine,
[2:26:41.000 --> 2:26:43.000]  they just skipped away from Afghanistan
[2:26:43.000 --> 2:26:45.000]  as if nothing is going on there.
[2:26:45.000 --> 2:26:49.000]  What do you make of the WHO had Tedros saying,
[2:26:49.000 --> 2:26:52.000]  it's basically racist, we only care about Ukraine,
[2:26:52.000 --> 2:26:54.000]  because they're white, I think he misses it,
[2:26:54.000 --> 2:26:56.000]  because there's nuclear weapons and it's Russia,
[2:26:56.000 --> 2:26:58.000]  and it's Europe, but still,
[2:26:58.000 --> 2:27:00.000]  we do ignore all the major conflicts happening.
[2:27:00.000 --> 2:27:02.000]  Yeah, we skip away from disasters.
[2:27:02.000 --> 2:27:04.000]  I tell them, my Ukrainian friends,
[2:27:04.000 --> 2:27:06.000]  that are really hopeful that the United States
[2:27:06.000 --> 2:27:08.000]  will step up and defend them,
[2:27:08.000 --> 2:27:10.000]  I'm like, why don't you call our references,
[2:27:10.000 --> 2:27:12.000]  check our references, call South Vietnam,
[2:27:12.000 --> 2:27:14.000]  or maybe you can give Iraq a call,
[2:27:14.000 --> 2:27:16.000]  call the Kurds, call the Christians in Syria in Iraq,
[2:27:16.000 --> 2:27:18.000]  call the Yazidis, call the Uyghurs,
[2:27:18.000 --> 2:27:20.000]  call Afghanistan, check our references,
[2:27:20.000 --> 2:27:22.000]  and see if we're going to be trustworthy,
[2:27:22.000 --> 2:27:24.000]  if you can count on us to be your authentic partner,
[2:27:24.000 --> 2:27:27.000]  or if you're just a means to an end for us.
[2:27:27.000 --> 2:27:29.000]  And you'll be left out to hang.
[2:27:29.000 --> 2:27:31.000]  Left out to hang, and the mainstream media,
[2:27:31.000 --> 2:27:33.000]  the way we skipped away, Alex,
[2:27:33.000 --> 2:27:35.000]  the way we skipped away from Afghanistan,
[2:27:35.000 --> 2:27:37.000]  every single day, all day,
[2:27:37.000 --> 2:27:40.000]  my staff has to deal with desperate pleas for help.
[2:27:40.000 --> 2:27:42.000]  Young women, Christian women,
[2:27:42.000 --> 2:27:44.000]  women that work for human rights organizations,
[2:27:44.000 --> 2:27:47.000]  men that work translators or work with American troops,
[2:27:47.000 --> 2:27:50.000]  have been hiding in attics, hiding in farms and barns,
[2:27:50.000 --> 2:27:53.000]  starving to death, freezing to death since August.
[2:27:53.000 --> 2:27:56.000]  But the mainstream media refuses to cover this,
[2:27:56.000 --> 2:27:58.000]  because it doesn't serve their agenda.
[2:27:58.000 --> 2:28:01.000]  You know, I look at how,
[2:28:01.000 --> 2:28:04.000]  why are we, Poland should win the Nobel Prize,
[2:28:04.000 --> 2:28:07.000]  that's the one thing I saw, Alex, the Polish people,
[2:28:07.000 --> 2:28:10.000]  the hospitality and kindness that they are providing
[2:28:10.000 --> 2:28:12.000]  to the people of Ukraine as they come across the border,
[2:28:12.000 --> 2:28:14.000]  is unlike anything I have ever seen
[2:28:14.000 --> 2:28:16.000]  and to witness it up close and personal,
[2:28:16.000 --> 2:28:20.000]  I say too bad that Afghanistan isn't bordering Poland,
[2:28:20.000 --> 2:28:22.000]  because we would have a much easier job
[2:28:22.000 --> 2:28:24.000]  of resettling these Christians and others
[2:28:24.000 --> 2:28:26.000]  that were resting in Afghanistan.
[2:28:26.000 --> 2:28:29.000]  Now, Poland is doing such an incredible job
[2:28:29.000 --> 2:28:31.000]  caring for these people.
[2:28:31.000 --> 2:28:33.000]  Germany and Spain and Portugal are accepting
[2:28:33.000 --> 2:28:35.000]  the Ukrainians.
[2:28:35.000 --> 2:28:38.000]  Why is it, Alex, that we are now resettling Ukrainians
[2:28:38.000 --> 2:28:40.000]  in the United States in 72 hours,
[2:28:40.000 --> 2:28:42.000]  but there are American citizens,
[2:28:42.000 --> 2:28:45.000]  the minor children and spouses of American citizens
[2:28:45.000 --> 2:28:47.000]  that have been abandoned in Afghanistan
[2:28:47.000 --> 2:28:50.000]  and the media has moved on, the State Department has moved on.
[2:28:50.000 --> 2:28:52.000]  Jason Jones, that's a good question.
[2:28:52.000 --> 2:28:54.000]  Let's answer that when we come back.
[2:28:54.000 --> 2:28:57.000]  Stay with us with Jason Jones.
[2:28:57.000 --> 2:29:00.000]  It was about 25 years ago
[2:29:00.000 --> 2:29:02.000]  that I wanted to expand in Fort Worth.
[2:29:02.000 --> 2:29:04.000]  I've been on the air a couple of years,
[2:29:04.000 --> 2:29:06.000]  but I only had money to finance my own
[2:29:06.000 --> 2:29:08.000]  simple little local radio show.
[2:29:08.000 --> 2:29:10.000]  I wanted to hire camera people, I wanted to make films,
[2:29:10.000 --> 2:29:12.000]  I wanted to really challenge the globalist.
[2:29:12.000 --> 2:29:14.000]  And it was a t-shirt I designed.
[2:29:14.000 --> 2:29:16.000]  The first one, Mass Murderers Agreed,
[2:29:16.000 --> 2:29:19.000]  Gun Control Works, that helped us finance
[2:29:19.000 --> 2:29:21.000]  hiring the first two members of my crew.
[2:29:21.000 --> 2:29:23.000]  That's our oldest design and we're still selling.
[2:29:23.000 --> 2:29:25.000]  We have that design over 100 others
[2:29:25.000 --> 2:29:27.000]  that will now all be limited to issues,
[2:29:27.000 --> 2:29:29.000]  because whatever stock we've got in,
[2:29:29.000 --> 2:29:31.000]  that's it, we're selling everything out.
[2:29:31.000 --> 2:29:34.000]  To fund the operation, to get rid of inventory.
[2:29:34.000 --> 2:29:36.000]  We'll still have some t-shirts in the future.
[2:29:36.000 --> 2:29:38.000]  They'll just be limited editions and short runs.
[2:29:38.000 --> 2:29:40.000]  So if you want to get any of these historic shirts,
[2:29:40.000 --> 2:29:42.000]  this is your last chance.
[2:29:42.000 --> 2:29:44.000]  I almost forgot, we're selling them all
[2:29:44.000 --> 2:29:46.000]  at cost at infowarstore.com.
[2:29:46.000 --> 2:29:49.000]  Every ball cap, every flag, every hoodie,
[2:29:49.000 --> 2:29:51.000]  every long sleeve, every t-shirt,
[2:29:51.000 --> 2:29:53.000]  regular shirts, designer shirts,
[2:29:53.000 --> 2:29:57.000]  they're all selling at cost at infowarstore.com.
[2:29:57.000 --> 2:30:00.000]  Introducing the newest product
[2:30:00.000 --> 2:30:02.000]  from infowarstore.com.
[2:30:02.000 --> 2:30:05.000]  We are so proud of InfoWarsLife immune support.
[2:30:05.000 --> 2:30:08.000]  It is concentrated herbs that are known
[2:30:08.000 --> 2:30:13.000]  on record to supercharge our body's natural defenses.
[2:30:13.000 --> 2:30:16.000]  Ladies and gentlemen, this is something that is essential
[2:30:16.000 --> 2:30:18.000]  and everyone should get.
[2:30:18.000 --> 2:30:20.000]  And on top of it, it funds the InfoWars
[2:30:20.000 --> 2:30:22.000]  so that's a 360 win.
[2:30:22.000 --> 2:30:24.000]  Let me tell you what is in this amazing product.
[2:30:24.000 --> 2:30:27.000]  Concentrated elderberry, concentrated echinacea,
[2:30:27.000 --> 2:30:30.000]  concentrated astragalus root, angelica root,
[2:30:30.000 --> 2:30:33.000]  loatium root, and more.
[2:30:33.000 --> 2:30:35.000]  This product is incredible.
[2:30:35.000 --> 2:30:38.000]  InfoWars immune support, exclusively available
[2:30:38.000 --> 2:30:41.000]  at infowarstore.com, is funding the tip of the spear,
[2:30:41.000 --> 2:30:43.000]  the InfoWars operation.
[2:30:43.000 --> 2:30:45.000]  It is a 360 win.
[2:30:45.000 --> 2:30:47.000]  The only way you fail is by not taking action
[2:30:47.000 --> 2:30:50.000]  and getting this product to boost your body's natural defenses
[2:30:50.000 --> 2:30:52.000]  and keep InfoWars on the air.
[2:30:52.000 --> 2:30:54.000]  The globalists are hoping you don't take action.
[2:30:54.000 --> 2:30:57.000]  Now, infowarstore.com.
[2:31:24.000 --> 2:31:27.000]  There are thousands of independent journalists and groups
[2:31:27.000 --> 2:31:30.000]  to be able to post their content free of charge.
[2:31:30.000 --> 2:31:34.000]  And because it's become so successful, it's a catch-22.
[2:31:34.000 --> 2:31:38.000]  InfoWars and Band-Aid video have become a mothership
[2:31:38.000 --> 2:31:41.000]  promoting the pro-human-liberty movement worldwide.
[2:31:41.000 --> 2:31:45.000]  But the expenses in Band-Wid alone are millions of dollars a quarter,
[2:31:45.000 --> 2:31:48.000]  hundreds and hundreds of thousands of dollars a month.
[2:31:48.000 --> 2:31:51.000]  So the biggest sale in InfoWars history is going right now,
[2:31:51.000 --> 2:31:54.000]  a mega-emergency blowout sale up to 75% off,
[2:31:54.000 --> 2:31:58.000]  getting credible products to keep InfoWars as strong as ever.
[2:31:58.000 --> 2:32:06.000]  MUSIC
[2:32:06.000 --> 2:32:10.000]  William in California, people are asleep and programmed controlled.
[2:32:10.000 --> 2:32:13.000]  I agree. How do you make the sleeper awaken, William?
[2:32:13.000 --> 2:32:15.000]  Hi, Alex. Thanks for taking my call.
[2:32:15.000 --> 2:32:17.000]  Can I plug, uh, Alex, real quick?
[2:32:17.000 --> 2:32:18.000]  Yeah, go ahead.
[2:32:18.000 --> 2:32:22.000]  I'm in my 60s, and I did the work of 25, 30-year-olds,
[2:32:22.000 --> 2:32:25.000]  and I worked them into the ground, and you wanted to know why.
[2:32:25.000 --> 2:32:27.000]  And I've tested this, and I've taken your B12,
[2:32:27.000 --> 2:32:30.000]  and let me tell you, when I don't take it, I pay a price.
[2:32:30.000 --> 2:32:34.000]  I really do. I take that B12, and I am electric, man.
[2:32:34.000 --> 2:32:36.000]  I can run 10 miles.
[2:32:36.000 --> 2:32:39.000]  I did some pretty heavy work with a highway department,
[2:32:39.000 --> 2:32:42.000]  and my friends will attest to the fact that, yeah,
[2:32:42.000 --> 2:32:45.000]  for a guy in his 60s, you know, pushing 70,
[2:32:45.000 --> 2:32:48.000]  and I know I'm not just blowing smoke here.
[2:32:48.000 --> 2:32:50.000]  The B12 saves my life.
[2:32:50.000 --> 2:32:58.000]  MUSIC
[2:32:58.000 --> 2:33:03.000]  Leading a frontal assault on the lies of the New World Order,
[2:33:03.000 --> 2:33:05.000]  it's Alex Jones.
[2:33:05.000 --> 2:33:08.000]  MUSIC
[2:33:08.000 --> 2:33:15.000]  MUSIC
[2:33:15.000 --> 2:33:20.000]  Live from the Infowars.com studios, it's Alex Jones.
[2:33:20.000 --> 2:33:33.000]  MUSIC
[2:33:33.000 --> 2:33:35.000]  Jason Jones is here with us on the Alex Jones show.
[2:33:35.000 --> 2:33:38.000]  He's a filmmaker, big filmmaker, big author,
[2:33:38.000 --> 2:33:41.000]  and a humanitarian, there's a lot of aid work around the world,
[2:33:41.000 --> 2:33:44.000]  and he was just in that whole conflict unfolding
[2:33:44.000 --> 2:33:47.000]  and just got back here in the U.S. from Ukraine,
[2:33:47.000 --> 2:33:49.000]  and I was saying, what's the bottom line?
[2:33:49.000 --> 2:33:51.000]  And you said, well, the reason I came here today,
[2:33:51.000 --> 2:33:53.000]  I'm about to tell him, so the reason you're here today,
[2:33:53.000 --> 2:33:55.000]  Jason Jones.
[2:33:55.000 --> 2:33:57.000]  Yeah, so you always offer me a platform.
[2:33:57.000 --> 2:33:59.000]  You see, come on whatever you want,
[2:33:59.000 --> 2:34:01.000]  and when I was in Ukraine, we were texting back and forth.
[2:34:01.000 --> 2:34:03.000]  I said, you know, Alex, I'd like to come in on Good Friday,
[2:34:03.000 --> 2:34:05.000]  and the reason I want to come on Good Friday...
[2:34:05.000 --> 2:34:07.000]  I forgot, it's Good Friday.
[2:34:07.000 --> 2:34:09.000]  It's Good Friday, and the reason I wanted to come on Good Friday
[2:34:09.000 --> 2:34:12.000]  was really driven home to me even more this week.
[2:34:12.000 --> 2:34:16.000]  You know, we met and became friends when I was first
[2:34:16.000 --> 2:34:19.000]  stumbled across a movie set that was purporting to be
[2:34:19.000 --> 2:34:22.000]  a COVID testing site in February of 2020,
[2:34:22.000 --> 2:34:26.000]  and then again when I was arrested leading a protest in Hawaii
[2:34:26.000 --> 2:34:29.000]  in the first week of the first shutdown.
[2:34:29.000 --> 2:34:31.000]  But then you let me come on here, you didn't know at the time,
[2:34:31.000 --> 2:34:33.000]  you knew I was a filmmaker, you didn't know that I worked
[2:34:33.000 --> 2:34:35.000]  for the Uyghur and ran a human rights organization
[2:34:35.000 --> 2:34:37.000]  advancing the interest of the Uyghur.
[2:34:37.000 --> 2:34:39.000]  But I wasn't aware of who your films are.
[2:34:39.000 --> 2:34:41.000]  You knew my movies, yeah, and most people know my movies,
[2:34:41.000 --> 2:34:43.000]  which really my movies came after my activism.
[2:34:43.000 --> 2:34:45.000]  My movies are really a part of my activism.
[2:34:45.000 --> 2:34:47.000]  My wife says, let people think you're a movie producer,
[2:34:47.000 --> 2:34:49.000]  they're impressed by that. No one's impressed by you
[2:34:49.000 --> 2:34:51.000]  parachuting into Syria, but they love your movies.
[2:34:51.000 --> 2:34:54.000]  But you always gave me a platform to stand with the vulnerable.
[2:34:54.000 --> 2:34:57.000]  And the gospel of Jesus Christ, our Christian faith,
[2:34:57.000 --> 2:35:00.000]  really disturbed the world in two fundamental ways.
[2:35:00.000 --> 2:35:04.000]  The first thing was the incarnation of the second person
[2:35:04.000 --> 2:35:07.000]  of the Trinity, taught us the inviolable dignity
[2:35:07.000 --> 2:35:11.000]  of every human person. The king is not God.
[2:35:11.000 --> 2:35:14.000]  He's not a demigod. In fact, he's actually more than that.
[2:35:14.000 --> 2:35:17.000]  He is a creature made in the image and likeness of God
[2:35:17.000 --> 2:35:19.000]  that has an inviolable dignity. That's what Caesar is.
[2:35:19.000 --> 2:35:21.000]  But that's what the homeless person is.
[2:35:21.000 --> 2:35:23.000]  That's what the class is. Exactly.
[2:35:23.000 --> 2:35:26.000]  That's what all of us are. And Alex, the other thing
[2:35:26.000 --> 2:35:29.000]  the gospel did, it taught us our equal dignity,
[2:35:29.000 --> 2:35:31.000]  which shatters traditional societies.
[2:35:31.000 --> 2:35:34.000]  When the gospel moves in, it turns the whole world upside down
[2:35:34.000 --> 2:35:37.000]  as Paul said of Jason the Greek. You turn the world upside down.
[2:35:37.000 --> 2:35:39.000]  You'll turn the world upside down.
[2:35:39.000 --> 2:35:43.000]  But the second thing really comes together with Good Friday,
[2:35:43.000 --> 2:35:47.000]  which is we have learned through the passion of the Christ
[2:35:47.000 --> 2:35:52.000]  to not deny truth and to never abandon the vulnerable
[2:35:52.000 --> 2:35:55.000]  because we see Christ himself was abandoned by those
[2:35:55.000 --> 2:35:58.000]  who adored him, who loved him, and who knew him
[2:35:58.000 --> 2:36:03.000]  like Peter denied Christ in the crowd.
[2:36:03.000 --> 2:36:05.000]  And the reason I wanted to come on today, Alex,
[2:36:05.000 --> 2:36:08.000]  was just to thank you for allowing me to talk to millions of people
[2:36:08.000 --> 2:36:11.000]  about the Uyghur, to allow me to stand up for my state.
[2:36:11.000 --> 2:36:14.000]  I can tell you people from Hawaii email me every week.
[2:36:14.000 --> 2:36:16.000]  I love it. I love it. Alex, talk to you.
[2:36:16.000 --> 2:36:18.000]  Can you tell Alex to tell us this is still happening?
[2:36:18.000 --> 2:36:20.000]  Alex is our only voice. We should go to Hawaii and expose us.
[2:36:20.000 --> 2:36:23.000]  That's a beautiful place. I'll be there the whole month of June.
[2:36:23.000 --> 2:36:25.000]  My daughter's getting married. Fine, I'm going to come in.
[2:36:25.000 --> 2:36:28.000]  But Alex, you've never abandoned the vulnerable.
[2:36:28.000 --> 2:36:30.000]  Then when I see my dear friend Ali Alexander on your show,
[2:36:30.000 --> 2:36:33.000]  and I know very well that your lawyers know that you're just saying,
[2:36:33.000 --> 2:36:36.000]  hey, listen, just silo yourself, take care of yourself.
[2:36:36.000 --> 2:36:38.000]  But there you were last week when I was in Europe,
[2:36:38.000 --> 2:36:41.000]  I see my friend Ali being ripped apart by conservatives,
[2:36:41.000 --> 2:36:44.000]  being what he said being misrepresented.
[2:36:44.000 --> 2:36:48.000]  You know, and there is a line of gesture in your show
[2:36:48.000 --> 2:36:51.000]  and in who you are, Alex, and that is the same guy
[2:36:51.000 --> 2:36:54.000]  that would abandon Ali Alexander is the same guy
[2:36:54.000 --> 2:36:56.000]  that will stand with the Uighur.
[2:36:56.000 --> 2:37:00.000]  The cries when I tell him about what's happening to the Muslim Afghans.
[2:37:00.000 --> 2:37:02.000]  Well, that was a main line of conservatives not getting it.
[2:37:02.000 --> 2:37:04.000]  When they order you to appear for a grand jury,
[2:37:04.000 --> 2:37:06.000]  they arrest you if you don't.
[2:37:06.000 --> 2:37:08.000]  The left said, oh, he's cooperating. He's an exposed Trump.
[2:37:08.000 --> 2:37:11.000]  He didn't do that. He's been ordered to testify he is.
[2:37:11.000 --> 2:37:13.000]  And they spun that like, he's a traitor.
[2:37:13.000 --> 2:37:15.000]  No, I'm being ordered to do. They'll arrest me,
[2:37:15.000 --> 2:37:17.000]  and then I'll tell the truth.
[2:37:17.000 --> 2:37:19.000]  And then they're saying he's expanding the investigation.
[2:37:19.000 --> 2:37:22.000]  For you to believe Ali Alexander is expanding the investigation,
[2:37:22.000 --> 2:37:25.000]  you have to believe there was an insurrection,
[2:37:25.000 --> 2:37:27.000]  that there was no insurrection.
[2:37:27.000 --> 2:37:30.000]  Ali Alexander is not expanding an investigation,
[2:37:30.000 --> 2:37:32.000]  but yet you had him on your show.
[2:37:32.000 --> 2:37:35.000]  You brought him in at that moment of his greatest vulnerability.
[2:37:35.000 --> 2:37:38.000]  And I wanted to come on last week just from Poland
[2:37:38.000 --> 2:37:41.000]  when I saw this whole story before I saw this break,
[2:37:41.000 --> 2:37:43.000]  just I wanted to thank you.
[2:37:43.000 --> 2:37:47.000]  No, I want to thank you, brother. So how do we just big, big picture?
[2:37:47.000 --> 2:37:50.000]  How do we help the people of Ukraine?
[2:37:50.000 --> 2:37:52.000]  How do we help the people? What do we do?
[2:37:52.000 --> 2:37:55.000]  I mean, because obviously, Biden isn't listening. What do we do?
[2:37:55.000 --> 2:37:58.000]  Well, we need to work for, we need to work for negotiated peace.
[2:37:58.000 --> 2:38:00.000]  There needs to be peace. And we have to...
[2:38:00.000 --> 2:38:02.000]  A ceasefire and a peace deal.
[2:38:02.000 --> 2:38:05.000]  The Deep State, the Klaus Schwab, the Brookings Institute,
[2:38:05.000 --> 2:38:09.000]  as they throw gasoline on the fire, as they bang the war drums,
[2:38:09.000 --> 2:38:11.000]  as they make every promise in the world to...
[2:38:11.000 --> 2:38:13.000]  800 million weapons a week.
[2:38:13.000 --> 2:38:17.000]  Yeah. Well, meanwhile, a thousand Ukrainian Marines
[2:38:17.000 --> 2:38:19.000]  had to surrender because they were out of ammunition.
[2:38:19.000 --> 2:38:21.000]  So do you believe that? Do you believe that?
[2:38:21.000 --> 2:38:23.000]  Look at Afghanistan.
[2:38:23.000 --> 2:38:27.000]  On July 6th of last year, Joe Biden looked America in the eyes
[2:38:27.000 --> 2:38:31.000]  and told one of the biggest lies in the history of American politics.
[2:38:31.000 --> 2:38:33.000]  He said Afghanistan will not fall.
[2:38:33.000 --> 2:38:39.000]  When he said that, 85% of the districts in Afghanistan had already fallen.
[2:38:39.000 --> 2:38:42.000]  Why do... It's like, it's like Biden is trying...
[2:38:42.000 --> 2:38:45.000]  because he's perfectly hurting himself.
[2:38:45.000 --> 2:38:47.000]  It's like, he's got to get a win sometimes.
[2:38:47.000 --> 2:38:50.000]  Why is he just... Because as much as I hate Democrats,
[2:38:50.000 --> 2:38:52.000]  I don't want to see them ruin the country.
[2:38:52.000 --> 2:38:54.000]  Their failures are failure. What's wrong with him?
[2:38:54.000 --> 2:38:56.000]  Yeah, and who's suffering?
[2:38:56.000 --> 2:38:59.000]  I mean, the people are suffering every single day in Afghanistan.
[2:38:59.000 --> 2:39:02.000]  There are 40 million people in Afghanistan.
[2:39:02.000 --> 2:39:04.000]  When I was on your show, and I think there's video,
[2:39:04.000 --> 2:39:06.000]  I hope I shared it with your staff,
[2:39:06.000 --> 2:39:10.000]  of food delivery that we did to thousands of people because I was on your show.
[2:39:10.000 --> 2:39:11.000]  I've seen it so many times.
[2:39:11.000 --> 2:39:12.000]  I hope they're showing it now.
[2:39:12.000 --> 2:39:15.000]  These are families that were being fed because I was on your show.
[2:39:15.000 --> 2:39:19.000]  Thousands, we fed about 350,000 Afghans through the winter.
[2:39:19.000 --> 2:39:20.000]  There are 40 million.
[2:39:20.000 --> 2:39:22.000]  And whether they're Christian or Muslim, you help them.
[2:39:22.000 --> 2:39:23.000]  That's Christ's life.
[2:39:23.000 --> 2:39:24.000]  Yeah, that's exactly right.
[2:39:24.000 --> 2:39:25.000]  That's how I share the gospel with Jesus Christ.
[2:39:25.000 --> 2:39:26.000]  Sometimes Christians will say,
[2:39:26.000 --> 2:39:28.000]  Are you sharing the gospel with them?
[2:39:28.000 --> 2:39:31.000]  Yeah, by treating them as God would want me to treat them and loving them.
[2:39:31.000 --> 2:39:32.000]  And of course, they will follow you.
[2:39:32.000 --> 2:39:34.000]  Well, you know Jesus will give him food.
[2:39:34.000 --> 2:39:35.000]  100%.
[2:39:35.000 --> 2:39:36.000]  Yeah, and he will stand with them.
[2:39:36.000 --> 2:39:38.000]  But see, Alex, that's the line of gesture.
[2:39:38.000 --> 2:39:41.000]  We can't stand by Nick Sandman and Kyle Rittenhouse.
[2:39:41.000 --> 2:39:43.000]  We've got to stand by the J6 defendants and Ali Alexander.
[2:39:43.000 --> 2:39:44.000]  We've got to stand with you.
[2:39:44.000 --> 2:39:45.000]  We've got to stand with Elon Musk.
[2:39:45.000 --> 2:39:47.000]  This guy just hit the nail on the head.
[2:39:47.000 --> 2:39:50.000]  He, he said, number one, we have to have more babies.
[2:39:50.000 --> 2:39:52.000]  That's what the deep state, their number.
[2:39:52.000 --> 2:39:53.000]  He's going against it, isn't he?
[2:39:53.000 --> 2:39:54.000]  Population control.
[2:39:54.000 --> 2:39:55.000]  He's going directly against it.
[2:39:55.000 --> 2:39:57.000]  He said, we're going to let you tell the truth.
[2:39:57.000 --> 2:39:58.000]  Because if we don't, it'll collapse with them.
[2:39:58.000 --> 2:39:59.000]  We'll have babies.
[2:39:59.000 --> 2:40:01.000]  But this is not new for Elon Musk.
[2:40:01.000 --> 2:40:05.000]  He said his interest in space was this idea that sooner or later,
[2:40:05.000 --> 2:40:08.000]  if we all have big, beautiful families, we're going to need a place to go.
[2:40:08.000 --> 2:40:10.000]  Let's colonize the universe.
[2:40:10.000 --> 2:40:11.000]  I agree.
[2:40:11.000 --> 2:40:12.000]  And he said,
[2:40:12.000 --> 2:40:13.000]  That's really our big mission.
[2:40:13.000 --> 2:40:16.000]  We're going to look back on our ancestors will and thank us,
[2:40:16.000 --> 2:40:17.000]  but they're going to be everywhere.
[2:40:17.000 --> 2:40:19.000]  We're going to do incredible things.
[2:40:19.000 --> 2:40:21.000]  We're going to ask, why do they try to stop us doing this?
[2:40:21.000 --> 2:40:22.000]  We're made in the image of God.
[2:40:22.000 --> 2:40:25.000]  C.S. Lewis said, if we could see each other as who we were,
[2:40:25.000 --> 2:40:29.000]  we would fall in awe or in horror of what we can make of ourselves.
[2:40:29.000 --> 2:40:31.000]  So transhumanism is real.
[2:40:31.000 --> 2:40:33.000]  When they tell you that they're going to live to be 200 years,
[2:40:33.000 --> 2:40:34.000]  don't think that they can't,
[2:40:34.000 --> 2:40:35.000]  well, we won't be able to do that.
[2:40:35.000 --> 2:40:36.000]  Absolutely, it's all real.
[2:40:36.000 --> 2:40:37.000]  We're made in the image of God.
[2:40:37.000 --> 2:40:38.000]  We have God like power.
[2:40:38.000 --> 2:40:39.000]  We're made in his image.
[2:40:39.000 --> 2:40:42.000]  Remember, I remember as a child talking about cloning.
[2:40:42.000 --> 2:40:43.000]  Oh, that'll never happen.
[2:40:43.000 --> 2:40:44.000]  It happened.
[2:40:44.000 --> 2:40:46.000]  We talked about, you know,
[2:40:46.000 --> 2:40:48.000]  can you imagine if we had a phone like they had in Star Trek?
[2:40:48.000 --> 2:40:49.000]  It happened.
[2:40:49.000 --> 2:40:50.000]  I heard a comedian once say that, you know,
[2:40:50.000 --> 2:40:52.000]  if they invented a flying hoverboard,
[2:40:52.000 --> 2:40:54.000]  like they have in Back to the Future,
[2:40:54.000 --> 2:40:56.000]  there'd be a line outside the Apple store for a week
[2:40:56.000 --> 2:40:58.000]  and then we would just accept it as normal.
[2:40:58.000 --> 2:40:59.000]  But we do amazing things.
[2:40:59.000 --> 2:41:00.000]  But then the next day,
[2:41:00.000 --> 2:41:01.000]  We're made in the image of God.
[2:41:01.000 --> 2:41:02.000]  There's no doubt.
[2:41:02.000 --> 2:41:03.000]  That's it.
[2:41:03.000 --> 2:41:05.000]  And so we need to order ourselves,
[2:41:05.000 --> 2:41:08.000]  which means God made God had children.
[2:41:08.000 --> 2:41:09.000]  And that's really what we are.
[2:41:09.000 --> 2:41:10.000]  We're his.
[2:41:10.000 --> 2:41:11.000]  Yeah.
[2:41:11.000 --> 2:41:12.000]  And then Jesus Christ.
[2:41:12.000 --> 2:41:15.000]  We've got to be tested before we get all this power.
[2:41:15.000 --> 2:41:16.000]  Yeah.
[2:41:16.000 --> 2:41:17.000]  That's right.
[2:41:17.000 --> 2:41:18.000]  We have such a beautiful dignity.
[2:41:18.000 --> 2:41:21.000]  And now it's the reason why my favorite audience in the world
[2:41:21.000 --> 2:41:23.000]  is the Alex Jones audience,
[2:41:23.000 --> 2:41:24.000]  because it is the most,
[2:41:24.000 --> 2:41:26.000]  they talk about diversity.
