[00:00.000 --> 00:22.000]  Waging war on corruption. It's Alex Jones. Coming to you live from the front lines of the Info War.
[58:18.000 --> 58:24.000]  PrivateInternetAccess.com is an American company that understands you need to protect your inalienable rights.
[58:24.000 --> 58:28.000]  Private Internet Access does not even log any of your traffic, period.
[58:28.000 --> 58:31.000]  Privacy is their number one policy.
[58:31.000 --> 58:34.000]  You can use their service anywhere with an internet connection
[58:34.000 --> 58:38.000]  and with one account you can protect up to five devices at the same time.
[58:38.000 --> 58:44.000]  Go to PrivateInternetAccess.com right now in order to secure the privacy of you and your loved ones.
[58:44.000 --> 58:47.000]  Don't wait and allow you and your family to become victims.
[58:47.000 --> 59:13.000]  PrivateInternetAccess.com
[59:13.000 --> 59:19.000]  Order the sampler, a one to two month supply, or get a one to two year supply of soaps for all your cleaning needs.
[59:19.000 --> 59:23.000]  You're getting soap products twice as good as what you're using now.
[59:23.000 --> 59:28.000]  This is an amazing deal and you will love the way real soap makes your skin feel.
[59:28.000 --> 59:35.000]  Call 1-800-340-7091 or visit www.5starsoap.com.
[59:35.000 --> 59:40.000]  Alex and his staff have used these earth-friendly pure soaps for years.
[59:40.000 --> 59:45.000]  You can see them on the web www.5starsoap.com
[59:45.000 --> 59:51.000]  or call 1-800-340-7091 for a catalog.
[59:51.000 --> 59:55.000]  Coast to coast, direct from Austin.
[59:55.000 --> 01:00:01.000]  You're listening to the Alex Jones Broadcasting Network.
[01:00:01.000 --> 01:00:08.000]  From his central Texas command center deep behind enemy lines, the information war continues.
[01:00:08.000 --> 01:00:20.000]  It's Alex Jones and the GCN Radio Network.
[01:00:20.000 --> 01:00:23.000]  Welcome back to the Alex Jones Show. I'm David Knight filling in for Alex.
[01:00:23.000 --> 01:00:30.000]  Alex is going to be joining us at the bottom of the hour and we're going to be talking about some of the terrorism that's being done by our government.
[01:00:30.000 --> 01:00:39.000]  When I say terrorism being done by our government, what I mean is that they are using fear as a tactic to achieve political means.
[01:00:39.000 --> 01:00:42.000]  That's exactly what this worldwide terror alert is.
[01:00:42.000 --> 01:00:45.000]  It's nothing but propaganda and terrorism.
[01:00:45.000 --> 01:00:52.000]  We're going to be talking about that and we're going to be talking specifically about some of the things that developed in Austin along that line this last week.
[01:00:52.000 --> 01:01:05.000]  Now, on the news show today earlier, there was an interesting exchange between a representative from Texas, Louis Gomert, who was a Republican, and between George Will about Obamacare.
[01:01:05.000 --> 01:01:18.000]  There's been this internal debate in the Republicans about whether they should just go along with Obama and do whatever he says or whether they should stand firm and try to defund this unconstitutional healthcare.
[01:01:18.000 --> 01:01:22.000]  And this is what was, this is the back and forth that happened on that program this morning.
[01:01:22.000 --> 01:01:29.000]  The fact is that this president has the power, particularly when as supported as this one is by the mainstream media to set the narrative.
[01:01:29.000 --> 01:01:36.000]  And the narrative will be that the Republicans have chosen simply to cause chaos and I think it's a bad idea.
[01:01:36.000 --> 01:01:38.000]  Bad idea to go down the line.
[01:01:38.000 --> 01:01:43.000]  You cannot govern this country from one half of one of our three branches of government.
[01:01:43.000 --> 01:01:59.000]  Even though we're one half of the legislating body that from which no spending occurs unless we agree, that is a position that allows us to force others to adhere to the Constitution.
[01:01:59.000 --> 01:02:01.000]  We don't have to wait for the Supreme Court.
[01:02:01.000 --> 01:02:07.000]  We can force that and we can say you're going to abide by the Constitution whether the Supreme Court gets it wrong or right.
[01:02:07.000 --> 01:02:12.000]  We have the ability to force respect for the law.
[01:02:12.000 --> 01:02:13.000]  You hear that?
[01:02:13.000 --> 01:02:18.000]  That's George Willis saying it basically be bad politics to fight Obama on this.
[01:02:18.000 --> 01:02:23.000]  And you had Louis Gohmert talk to him and say, you know, we're the branch of government.
[01:02:23.000 --> 01:02:25.000]  It's a system of checks and balances, George.
[01:02:25.000 --> 01:02:28.000]  You know, this is not about Obama being dictator.
[01:02:28.000 --> 01:02:31.000]  This is not about the Supreme Court being dictator.
[01:02:31.000 --> 01:02:37.000]  It's not even about the Congress, the Republican House being a dictator.
[01:02:37.000 --> 01:02:40.000]  This is about a system of checks and balances.
[01:02:40.000 --> 01:02:50.000]  That system of checks and balances was put in place so that you wouldn't have a fundamental altering of the way this country was structured so that you wouldn't violate the Constitution.
[01:02:50.000 --> 01:02:53.000]  And it's exactly what people in the House should be doing.
[01:02:53.000 --> 01:02:55.000]  They should be standing up.
[01:02:55.000 --> 01:03:05.000]  And you heard Representative Gohmert say, regardless of whether the Supreme Court recognizes what's in the Constitution or not, we're going to stand by and we're going to do our duty.
[01:03:05.000 --> 01:03:08.000]  And spending bills do start in the House.
[01:03:08.000 --> 01:03:10.000]  They don't start with the Senate.
[01:03:10.000 --> 01:03:12.000]  They don't start with the President.
[01:03:12.000 --> 01:03:14.000]  They don't even start with the Supreme Court.
[01:03:14.000 --> 01:03:21.000]  And I think if they start to do the right thing, if they start to stand up for the right thing, I think that's going to be a good thing for them politically.
[01:03:21.000 --> 01:03:28.000]  But whether it's a political suicide or whatever else, they have taken an oath to the Constitution.
[01:03:28.000 --> 01:03:38.000]  And fortunately, we do have some people who take that oath seriously, unlike people like George Will, who, of course, he's not a Congressman.
[01:03:38.000 --> 01:03:44.000]  I don't know if he's ever taken an oath to the Constitution, but he certainly doesn't care about it if it's going to get in the way of political calculations.
[01:03:44.000 --> 01:03:48.000]  Now, it's interesting to see what has happened with Obamacare.
[01:03:48.000 --> 01:03:52.000]  It was just about a week and a half ago that they learned what was in it.
[01:03:52.000 --> 01:03:56.000]  Remember Nancy Pelosi said we've got to pass it so we can find out what's in it?
[01:03:56.000 --> 01:03:57.000]  Well, they did find out what was in it.
[01:03:57.000 --> 01:04:09.000]  And what they found out, one of the things they found out, was that it was going to require that congressional members as well as congressional staff were going to have to buy Obamacare.
[01:04:09.000 --> 01:04:11.000]  They were going to have to get into this exchange.
[01:04:11.000 --> 01:04:18.000]  And it looked like maybe that might be the silver bullet that takes this thing down, but it didn't really happen that way.
[01:04:18.000 --> 01:04:23.000]  Unfortunately, what they did was they just exempted themselves from that.
[01:04:23.000 --> 01:04:29.000]  Because, you know, if you look at the movie that just came out this last week, and Alex had a great review of Elysium,
[01:04:29.000 --> 01:04:40.000]  and one of the disappointing things about it was it kind of held out the whole idea of immigration and citizenship and free health care as being the panacea.
[01:04:40.000 --> 01:04:50.000]  It was a very, very simplistic plot, but they didn't really have the same kind of health care for the people on earth that they did on Elysium.
[01:04:50.000 --> 01:04:54.000]  And you know where Elysium is? It's Washington, D.C.
[01:04:54.000 --> 01:04:59.000]  Those elite people have a very different kind of health care than the rest of us. We'll be right back.
[01:04:59.000 --> 01:05:02.000]  Protecting your home with a security system is a must.
[01:05:02.000 --> 01:05:08.000]  But when it comes to protecting your family, your home, and belongings, there's no need to sign a long-term contract.
[01:05:08.000 --> 01:05:17.000]  Listen, there is some real scum in the alarm business, caching in by locking you into long punishing contracts, not with simply safe home security.
[01:05:17.000 --> 01:05:21.000]  They're the good guys. You can trust Simply Safe to protect your family.
[01:05:21.000 --> 01:05:26.000]  Simply Safe was created by a Harvard Business School engineer, and it's revolutionary.
[01:05:26.000 --> 01:05:33.000]  You'll get 24-hour protection for just $14.99 a month. There are no hidden fees and no contracts.
[01:05:33.000 --> 01:05:37.000]  You'll save thousands, plus you're protected by their 100% money-back guarantee.
[01:05:37.000 --> 01:05:41.000]  Protect yourself against home invasions and break-ins.
[01:05:41.000 --> 01:05:48.000]  Order your Simply Safe system now and receive a wireless keychain remote, a $25 gift, free.
[01:05:48.000 --> 01:05:51.000]  So don't waste your time dealing with scum.
[01:05:51.000 --> 01:06:16.000]  Visit GetSimplySafe.com GetSimplySafe.com GetSimplySafe.com
[01:06:16.000 --> 01:06:26.000]  GetSimplySafe.com
[01:06:46.000 --> 01:06:58.000]  I am sworn upon the altar of God, eternal hostility against every form of tyranny over the mind of man.
[01:06:58.000 --> 01:07:08.000]  The answer to 1984 is 1776. You're listening to The Alex Jones Show.
[01:07:08.000 --> 01:07:11.000]  Welcome back to The Alex Jones Show. I'm David Knight, filling in for Alex.
[01:07:11.000 --> 01:07:17.000]  Alex is going to be joining us at the bottom of the hour, and we're going to be talking about some of the answers to 1984.
[01:07:17.000 --> 01:07:21.000]  I tell you what, 1984 is really closing in on us and closing in fast.
[01:07:21.000 --> 01:07:29.000]  We've got secret courts meeting with secret trials, having secret findings that they believe secretly alter the Constitution.
[01:07:29.000 --> 01:07:33.000]  This is a very dark time coming up if we don't do something about it.
[01:07:33.000 --> 01:07:40.000]  But I want to talk to some callers out there. We've got Brendan in Wisconsin. Brendan, are you there?
[01:07:40.000 --> 01:07:50.000]  Before I get into the segment about Snowden, I just want to say thanks for covering the Wisconsin singing.
[01:07:50.000 --> 01:08:01.000]  The Wisconsin Capitol can get you arrested because not only can singing get you arrested, but up until last week, even if you sat there and watched it, you could get arrested.
[01:08:01.000 --> 01:08:07.000]  I've got to say, Brendan, singing is nowhere listed in the Constitution, so how can that be protected?
[01:08:07.000 --> 01:08:17.000]  Well, it reminds me of Adam Kokes' dance party at the Thomas Jefferson Memorial where dancing, and to what degree?
[01:08:17.000 --> 01:08:25.000]  If you bob your head, or if you're humming, does that count as well? I'm not sure if you're nodding your head along with it.
[01:08:25.000 --> 01:08:28.000]  Does that count as well? Where do you draw the line?
[01:08:28.000 --> 01:08:39.000]  There are people, a background of what you're talking about. You even had state congressional representatives who were offended by this and trying to take that out.
[01:08:39.000 --> 01:08:48.000]  And yet you had the security folks there who were basically on this amazing power trip. They were going to shut down everybody.
[01:08:48.000 --> 01:08:58.000]  Yep, they were going to shut down everyone. I mean, you can't even go in there with a t-shirt on or anything. A button will get you arrested.
[01:08:58.000 --> 01:09:04.000]  I have friends that have filmed numerous events like that, and I should maybe forward some of those videos to you.
[01:09:04.000 --> 01:09:20.000]  But regarding the Snowden leaks, as important as they are, and what they document are things that we, many employers have known for a long time, as important or possibly more important.
[01:09:20.000 --> 01:09:36.000]  And those things is psychops. And I know a few years ago, Washington Post reporter came out with her expose, quote, unquote, top secret America.
[01:09:36.000 --> 01:09:41.000]  Her name is Dana Priest. And if you go to that website, you'll get a fancy flash animation of it.
[01:09:41.000 --> 01:09:56.000]  Well, a lot of those psychops are targeted at American citizens. So you have psychops officers at major media outlets. You have them in print. It doesn't matter what it is.
[01:09:56.000 --> 01:09:57.000]  Oh, yeah.
[01:09:57.000 --> 01:10:05.000]  And they're actively controlling what is let out. I call it steam venting. Some people call it gatekeeper operations.
[01:10:05.000 --> 01:10:17.000]  And I went to one of, I actually went to see her speak with a good friend, Dr. Jim Fetzer, who's a big fan of infowars.com reporters, Kurt Nemo and Paul Desquielts.
[01:10:17.000 --> 01:10:24.000]  And we went through it and we tried to ask some questions. And we got shut down really quickly.
[01:10:24.000 --> 01:10:38.000]  He was talking about 911 being the reason for this big buildup. She wouldn't even touch it. And she actually got visibly shaken that someone who was so knowledgeable would dare ask her those questions.
[01:10:38.000 --> 01:10:47.000]  And my question to her, which she would not answer was how many of those psychological operations are based or targeted in the United States?
[01:10:47.000 --> 01:10:54.000]  And she wouldn't even take any questions from that three quarters of the audience after that.
[01:10:54.000 --> 01:11:04.000]  When you talk about all the elites, that's great. We should also look at psychops and all those, I think.
[01:11:04.000 --> 01:11:11.000]  And it's an entire spectrum. I mean, we have the documentary state of mind and they're talking about it. This goes to the educational system.
[01:11:11.000 --> 01:11:20.000]  The educational system was set up to be a mind control operation. I mean, it's not just the more esoteric type of things, but they're getting more up front and more out in the open about it all the time.
[01:11:20.000 --> 01:11:27.000]  Cass Sunstein had a book called Nudge. And in it, he's talking about how they can use behavioral modification teams.
[01:11:27.000 --> 01:11:38.000]  And they actually took his book and put it, they applied it in the UK and had a lot of success in terms of manipulating public opinion.
[01:11:38.000 --> 01:11:45.000]  And we also see that the government has now repealed the Smith-Mont Act that was put into place. I believe it was 1948.
[01:11:45.000 --> 01:11:48.000]  It was right after the end of World War II. It was the beginning of the Cold War.
[01:11:48.000 --> 01:12:01.000]  And when they created these propaganda organizations, Voice of America, Radio Free Europe, they did it and some of the senators were very uncomfortable with the United States running some kind of a Joseph Goebbels type of propaganda organization.
[01:12:01.000 --> 01:12:07.000]  And understand that propaganda can be of two types. It can be white propaganda, which means that you're telling the truth, but you're not telling the whole truth.
[01:12:07.000 --> 01:12:11.000]  You're only telling good news. You're only telling part of the truth.
[01:12:11.000 --> 01:12:18.000]  Black propaganda would be essentially telling people lies, outright lies, to get them to do what you want to do.
[01:12:18.000 --> 01:12:27.000]  So they were concerned, even though maybe Voice of America was just a white propaganda, they put restrictions in saying they were not going to allow that to be broadcast in the United States.
[01:12:27.000 --> 01:12:40.000]  Those restrictions have been struck with, of course, the NDAA, the place that we tend to see all of the destructions of our freedoms and legislative mechanisms be put now.
[01:12:40.000 --> 01:12:44.000]  It was the NDAA 2013. They repealed the Smith-Mont Act.
[01:12:44.000 --> 01:12:51.000]  So now the U.S. government can use radio propaganda. And I'm not talking about this is beyond NPR.
[01:12:51.000 --> 01:12:58.000]  This is more NPR's propaganda as government funded, but this is perhaps less subtle propaganda.
[01:12:58.000 --> 01:13:04.000]  They're going to start beaming that at us. And the U.K. is going to be privatizing their Nudge programs.
[01:13:04.000 --> 01:13:11.000]  They're going to be getting corporate partners and kind of a kind of fascism and propaganda union there.
[01:13:11.000 --> 01:13:17.000]  And the United States is now looking to do the same thing based on Cass Lundstein's ideas of propaganda.
[01:13:17.000 --> 01:13:23.000]  So let's go to Salih in FEMA Region 2. Did that pronounce your name correctly?
[01:13:23.000 --> 01:13:24.000]  Yeah, you did.
[01:13:24.000 --> 01:13:28.000]  Okay. Pella, what's on your mind there?
[01:13:28.000 --> 01:13:41.000]  Well, I just wanted to say I'm a Muslim, you know, and it, towards the end of Ramadan, you know, this is probably like one of the hardest Ramadan's because the days are so long and it's so hot and all that.
[01:13:41.000 --> 01:13:55.000]  And I've noticed that a lot of times what the, it seems like a lot of times whenever government tries a false flag, they originally tried to go after like their target group.
[01:13:55.000 --> 01:14:04.000]  Like in this, in most recently, the case was the Boston bombing. They tried to go after libertarians and conservatives, etc. That didn't work.
[01:14:04.000 --> 01:14:16.000]  So then as a result, they just kind of, they just kind of defaulted to their standard, you know, group that everybody is always afraid of, which is Muslim.
[01:14:16.000 --> 01:14:17.000]  That's right.
[01:14:17.000 --> 01:14:25.000]  Because it's so easy. It's so easy to hate. It's so easy to be afraid of a Muslim because I guess not that many people really know as much as they think they know about them.
[01:14:25.000 --> 01:14:27.000]  That's right. Absolutely.
[01:14:27.000 --> 01:14:28.000]  No.
[01:14:28.000 --> 01:14:33.000]  They're the useful enemy outside of the US that they can always turn to. That's right.
[01:14:33.000 --> 01:14:35.000]  Oh, yeah. It's so convenient for them.
[01:14:35.000 --> 01:14:51.000]  And I've actually, I mean, I've actually met several Muslims who've been a part of or who were targeted by the FBI and other groups who actually were part of this weird scythe where they go into boss.
[01:14:51.000 --> 01:15:02.000]  They go into churches. They go into different places and try and infiltrate with different like hired, hired FBI informants, kind of like how you talked about before.
[01:15:02.000 --> 01:15:03.000]  Yes.
[01:15:03.000 --> 01:15:06.000]  And they'll get paid money to basically stir up trouble.
[01:15:06.000 --> 01:15:07.000]  Yes.
[01:15:07.000 --> 01:15:18.000]  And that they would try and, they'll get paid money to try and get as many people as possible to basically ride on themselves or just talk about things that they don't even really need.
[01:15:18.000 --> 01:15:25.000]  Absolutely. You know, in that special report that I just had, we didn't get to the part of it where we were talking about these terrorist events.
[01:15:25.000 --> 01:15:41.000]  The FBI, allowing 5,600 violent crimes, drug trafficking, corruption, but we had a clip in there from Judge Napolitano where he pointed out that out of 20 terrorist events, 17 of them were organized and run by the FBI.
[01:15:41.000 --> 01:15:46.000]  And only the other three, they didn't have anything to do with. It was citizens who shut it down.
[01:15:46.000 --> 01:15:53.000]  You know, you were eight times more likely to be killed by the police in this country who were really out of control than you are by a terrorist.
[01:15:53.000 --> 01:15:55.000]  We're going to be right back. Stay tuned.
[01:16:24.000 --> 01:16:30.000]  This documentary exposes how the continuity of government program has established an old powerful shadow state.
[01:16:30.000 --> 01:16:34.000]  Police State 4 chronicles the sickening depths to which our republic has fallen.
[01:16:34.000 --> 01:16:44.000]  Prepare to enter the secretive world of emergency dictatorship, body scammers, sound cameras, citizen spies, staged terror and cameras on every street corner.
[01:16:44.000 --> 01:16:48.000]  It's only the beginning of the New World Order's hellish plan.
[01:16:48.000 --> 01:16:50.000]  The police state isn't coming.
[01:16:50.000 --> 01:16:58.000]  It's here. Secure your copy today at infowars.com or see it online in the highest quality at prismplanet.tv.
[01:17:20.000 --> 01:17:25.000]  For 32 years, the folks at eFoodsDirect have helped thousands take the trouble out of troubled times.
[01:17:25.000 --> 01:17:31.000]  So to celebrate our 32-year anniversary, get the best insurance possible with a special one-time offer.
[01:17:31.000 --> 01:17:35.000]  A two-month food supply for only $320 and free shipping.
[01:17:35.000 --> 01:17:41.000]  That's 352 servings of our newest and most popular award-winning recipes at less than a dollar per serving.
[01:17:41.000 --> 01:17:51.000]  The 25-year shelf life allows you to lock your food cost against inflation. Call 800-409-5633 or go to eFoodsDirect.com slash Alex.
[01:17:51.000 --> 01:17:59.000]  The two-month supply is only available for a limited time. Call 800-409-5633 or go to eFoodsDirect.com slash Alex.
[01:17:59.000 --> 01:18:03.000]  Are we choosing our own destiny or has it been pre-selected for us?
[01:18:03.000 --> 01:18:09.000]  As we've moved through history, every great leader has had to understand the potential of information.
[01:18:09.000 --> 01:18:17.000]  Billions of dollars have been spent privately and publicly looking at how to tap into your psyche.
[01:18:17.000 --> 01:18:26.000]  From compulsory state education to the Hollywood media brainwashing machine, we are kept in perpetual bondage to the ideas that shape our actions.
[01:18:26.000 --> 01:18:33.000]  When somebody obscures that feedback loop between you observing and testing it out and verifying it, they can take total control of your awareness.
[01:18:33.000 --> 01:18:36.000]  All of this is happening so fast, you need to be ahead of the game.
[01:18:36.000 --> 01:18:43.000]  How to engineer the opinion of the American people so that they would not only endorse but demand a war.
[01:18:43.000 --> 01:19:07.000]  Out of another one, another plane just came.
[01:19:14.000 --> 01:19:24.000]  At Silver Lungs, we have developed a reliable and easy-to-use full production system for creating endless pure nano-silver solutions right from the convenience and comfort of your home.
[01:19:24.000 --> 01:19:29.000]  Your self-produced nano-silver solutions can be applied topically to the skin.
[01:19:29.000 --> 01:19:39.000]  For many who are new to silver that wish to try silver for the first time, we offer a full line of consumables and cosmetics such as our two-ounce nano-silver nasal sprays,
[01:19:39.000 --> 01:19:46.000]  our nano-silver soap, and our most popular product, the all-natural nano-silver gel.
[01:19:46.000 --> 01:19:54.000]  Visit www.silverlungs.com to learn more about the industry-leading technology of the Silver Lungs system.
[01:19:54.000 --> 01:20:10.000]  That's www.silverlungs.com.
[01:20:25.000 --> 01:20:31.000]  Welcome back to The Alex Jones Show. I'm David Knight, filling in for Alex. Alex is going to be joining us at the bottom of the hour.
[01:20:31.000 --> 01:20:37.000]  Right now, we've got a couple of callers on the line that we're talking to, but before we get to that, you know, we've been talking about the government spying on us,
[01:20:37.000 --> 01:20:45.000]  minding our data, talking about ways that we can stop that, ways that we can get the government to obey the Fourth Amendment, to obey the Constitution.
[01:20:45.000 --> 01:20:53.000]  But, you know, even if you can't stop them from, even if you can't do it collectively, you can't get them to obey the Constitution, you can still do something on your own.
[01:20:53.000 --> 01:20:57.000]  PrivateInternetAccess.com is one of our new sponsors, and listen to what you can get from them.
[01:20:57.000 --> 01:21:05.000]  They can encrypt internet connection, they can hide your IP address, providing anonymous browsing, provide firewall protection, which prevents data mining,
[01:21:05.000 --> 01:21:14.000]  provide uncensored access to the complete internet, maintains no records whatsoever of your computer activity, and can connect up to five devices simultaneously with just one account,
[01:21:14.000 --> 01:21:22.000]  be used anywhere in the United States, anywhere with an internet connection. That's PrivateInternetAccess.com. That's one of our new sponsors.
[01:21:22.000 --> 01:21:32.000]  Now we're holding over on the line. We had Salih that was talking to us, just Salih, just talking to us about his concerns.
[01:21:32.000 --> 01:21:34.000]  Was there something else that you wanted to say, Salih?
[01:21:34.000 --> 01:21:51.000]  Yeah, just, I know we have a lot of other callers to go to, but I just wanted to quickly add that for those who don't know, in Islam, the end game that the devil said quite explicitly in the Quran is that he's going to kill us all.
[01:21:51.000 --> 01:22:03.000]  That he, like, explicitly said before God, once said right before he was cast out of heaven, was that his end game was to kill us all.
[01:22:03.000 --> 01:22:16.000]  And if you think about it, he's had thousands of years to develop this strategy where we get people fighting against each other and so suspicious of each other that they don't really see the bigger picture,
[01:22:16.000 --> 01:22:23.000]  which is Alex talks about some times and you guys talk about some times, is really just the end of all humanity.
[01:22:23.000 --> 01:22:33.000]  Elysium really is just, you know, that movie really is just like what they sell to some of the higher level folks that, yeah, you're going to be part of this elite group.
[01:22:33.000 --> 01:22:34.000]  Oh, yeah. That's not true.
[01:22:34.000 --> 01:22:35.000]  That's right.
[01:22:35.000 --> 01:22:45.000]  The elite group is even going to die. Everybody dies except for the devil. That's what the big thing is all about right now. Everybody dies except for him.
[01:22:45.000 --> 01:22:56.000]  Absolutely. As a Christian, I would agree with that. I agree. It's a demonic attack and I would see in these transhumanist type of ideas that we see coming from people like Ray Kurzweil, you know, he thinks that he's going to become God.
[01:22:56.000 --> 01:23:03.000]  He thinks he's going to achieve some kind of Godlike immortality by merging with machines. I mean, this is not what we're saying. This is what he's saying.
[01:23:03.000 --> 01:23:13.000]  I mean, the guy is not delusional but dangerous, but he is Google's new science advisor. He is the guru of transhumanism, the guru of the futurists.
[01:23:13.000 --> 01:23:22.000]  And so he has the capability. If he's at Google, he has the capability to do a lot. He's got a lot of money, a lot of power, a lot of political connections behind him.
[01:23:22.000 --> 01:23:26.000]  Let's go next to Scott in California. Scott?
[01:23:26.000 --> 01:23:27.000]  Scott, are you there?
[01:23:27.000 --> 01:23:29.000]  Hey, how are you doing? What's on your mind?
[01:23:29.000 --> 01:23:43.000]  Yeah, thanks for taking my call. I wanted to also thank you and Alex for exposing these false flags because, you know, it's false flags like 9-11 that have been used to justify the NSA spying, the TSA growth scheme that drove spikes and everything else.
[01:23:43.000 --> 01:23:52.000]  That's also why, you know, I'm so excited that ASR and Cynthia McKinney have endorsed the rethink911.org ad campaign. Have you guys heard about that?
[01:23:52.000 --> 01:23:53.000]  No. Tell me about that?
[01:23:53.000 --> 01:24:03.000]  Yeah, so that's the campaign that's raised over $200,000 to put huge billboard ads in Times Square in New York and many other cities around the world this September.
[01:24:03.000 --> 01:24:07.000]  And they all have the same message. Did you know a third tower fell on 9-11?
[01:24:07.000 --> 01:24:08.000]  That's right.
[01:24:08.000 --> 01:24:21.000]  It's designed to wake people up on a massive scale and create that kind of break from the false flag slavery that we can expose them and prevent them from happening in the future.
[01:24:21.000 --> 01:24:28.000]  One other thing real quick. Have you guys seen the video of the fake protests in Egypt?
[01:24:28.000 --> 01:24:31.000]  No, I haven't seen the one that you're talking about. No, that's right.
[01:24:31.000 --> 01:24:50.000]  If you go to YouTube and type in Egyptian protesters make a violent protest for PR, you'll see a video two minutes long that's actually Egyptian Muslim Brotherhood staging a protest and using fake actors with fake blood and pausing for shots.
[01:24:50.000 --> 01:24:51.000]  Oh, yeah.
[01:24:51.000 --> 01:24:56.000]  Oh, yeah. Yeah, their propaganda is very sophisticated. Thanks for telling us about that.
[01:24:56.000 --> 01:25:04.000]  You know, I interviewed someone from the UK. His name is Tony Rook and he had an interesting case where he was refusing to pay his BBC licensing fee.
[01:25:04.000 --> 01:25:17.000]  And he's a documentary filmmaker and his idea to get people to wake up there is to have a mock trial where the jury is a lot of retired judges and police officers and detectives.
[01:25:17.000 --> 01:25:24.000]  And to present to them the full evidence about building seven falling down in a controlled demolition when it wasn't even hit by a plane.
[01:25:24.000 --> 01:25:29.000]  To present that to them and to film it and put it out there as a documentary. I think that's a great idea. He's got a Kickstarter project.
[01:25:29.000 --> 01:25:38.000]  I think it's killingantifilms.co.uk, something like that. But there's a lot of different ways to get the word out and a lot of information that just hasn't hit the streets.
[01:25:38.000 --> 01:25:46.000]  Let's go to Jesse in Texas. Hey, Jesse, what's up? Hey, Jesse, are you there?
[01:25:46.000 --> 01:25:49.000]  Yeah. Yeah. What's on your mind?
[01:25:49.000 --> 01:25:56.000]  We were doing our parents. Yeah. Well, yeah, I just wanted to say a couple of things. I have a couple of questions.
[01:25:56.000 --> 01:26:05.000]  Actually, I'm originally from Austin. I live in Fredericksburg, but about the smart meters growing out. I'm wondering if you knew...
[01:26:05.000 --> 01:26:13.000]  My mom still is there and I've been told her to opt out if she can. And I was wondering if you guys knew any information about how to...
[01:26:13.000 --> 01:26:20.000]  Yeah, there's some breaking news on that. We got a clip of a power plant that's being taken down in Florida. You know, the smart meter thing.
[01:26:20.000 --> 01:26:26.000]  People need to understand what this is all about. It's got some health issues. It's got privacy issues, obviously.
[01:26:26.000 --> 01:26:34.000]  But it also has a big economic issue. And as we're looking at, if you're watching on the monitor right now, here's a video just this last week, Florida Power & Light.
[01:26:34.000 --> 01:26:43.000]  There you go. There's a power plant being taken down. As they're continually building new plants all the time in China, we're destroying our power plants.
[01:26:43.000 --> 01:26:52.000]  And if you go back and you look at the smart meter document from about 10 years ago, you'll see that in that document, they talked about how there was not going to be any growth.
[01:26:52.000 --> 01:26:59.000]  This is from the federal government. They're talking about how there's not going to be any growth in new power plants, that they have to find a way to manage the decline.
[01:26:59.000 --> 01:27:04.000]  The way they're going to manage that decline and still make the same or more money is with these smart meters.
[01:27:04.000 --> 01:27:14.000]  Now, what just happened in Austin is something's going to happen in a lot of other towns. And that is, they just had approval of a $60 million expenditure.
[01:27:14.000 --> 01:27:22.000]  It just happened this last week. We had Dr. Laura Presley on earlier in the week on Monday. We interviewed her for the nightly news.
[01:27:22.000 --> 01:27:29.000]  And she was talking about that. What they did, the $60 million is not even for infrastructure. It's not even for putting in smart meters.
[01:27:29.000 --> 01:27:37.000]  It is simply a software licensing contract. You talk about a waste of money. $60 million for a five-year software contract.
[01:27:37.000 --> 01:27:40.000]  That company has got political connections, let me tell you.
[01:27:40.000 --> 01:27:53.000]  But one of the things they said in the City Council, what the electrical company here in Austin said, was that they were going to use this extension of the software contract to get time of day use.
[01:27:53.000 --> 01:27:59.000]  And this is where they're going to stick you. They're going to charge you more when you use electricity during peak hours.
[01:27:59.000 --> 01:28:03.000]  That would be the time of day when you get up and go to work.
[01:28:03.000 --> 01:28:10.000]  Now, they've already done an experiment in Chicago and realized that it doesn't change anybody's consumption.
[01:28:10.000 --> 01:28:19.000]  That's the way they sell it to everybody. They say, well, we're going to put a premium on electricity that's used during a certain period of time so people will adjust their usage patterns.
[01:28:19.000 --> 01:28:26.000]  Well, you can't adjust your usage pattern. If you didn't have to go to work at a particular time, there wouldn't be any traffic jams.
[01:28:26.000 --> 01:28:33.000]  It would be rush hour traffic. And for the same reason, you don't have the option to decide when you're going to use electricity.
[01:28:33.000 --> 01:28:41.000]  So this is simply a way to charge you more, to provide you less as they shut down America's infrastructure, just like that power plant you saw being destroyed there.
[01:28:41.000 --> 01:28:47.000]  They're tripling the power here in Austin in just the power charges in just a couple of years.
[01:28:47.000 --> 01:29:00.000]  We're going to be right back. Alex Jones is going to be joining us right after the break.
[01:29:00.000 --> 01:29:08.000]  Dozens of diseases ranging from the common cold and flu to MRSA and pneumonia are all caused by infectious pathogens.
[01:29:08.000 --> 01:29:21.000]  Fortunately, a simple, safe and effective alternative exists. Supernatural silver is a new and vastly improved type of silver solution that is safe and extremely effective against 143 types of bacteria,
[01:29:21.000 --> 01:29:28.000]  both forms of viruses, mold and yeast, and a limited number of parasites. It can even purify water.
[01:29:28.000 --> 01:29:41.000]  Supernatural silver comes in both liquid and gel for internal or external use. With over 180 scientific studies by independent universities, hospitals, research institutions and nursing homes,
