[00:00.000 --> 00:22.000]  If you are receiving this transmission, you are the resistance.
[58:17.000 --> 58:19.000]  which is loaded with energy compounds
[58:19.000 --> 58:21.000]  and antioxidants that have been used
[58:21.000 --> 58:23.000]  by Amazonian tribes for centuries
[58:23.000 --> 58:25.000]  AlphaGPC
[58:25.000 --> 58:27.000]  a natural compound found in the brain
[58:27.000 --> 58:29.000]  that delivers an essential nutrient
[58:29.000 --> 58:31.000]  Koli and Ginkoli
[58:31.000 --> 58:33.000]  which is also known for its exceptional
[58:33.000 --> 58:35.000]  antioxidant content
[58:35.000 --> 58:37.000]  this product is more than twice the servings
[58:37.000 --> 58:39.000]  plus as well
[58:39.000 --> 58:41.000]  so you know it's packed full of the good stuff
[58:41.000 --> 58:43.000]  destroy that brain fog today
[58:43.000 --> 58:45.000]  and secure your bottle of Brain Force Ultra
[58:45.000 --> 58:47.000]  before it is completely sold out
[58:47.000 --> 59:07.000]  For Store.com
[59:17.000 --> 59:19.000]  We have the entire line of Silent Pocket
[59:19.000 --> 59:21.000]  ready to ship to you when you visit
[59:21.000 --> 59:23.000]  InfoWarsStore.com
[59:23.000 --> 59:25.000]  Again, we have big backpacks
[59:25.000 --> 59:27.000]  we have special dry bags
[59:27.000 --> 59:29.000]  we've got them for cell phones
[59:29.000 --> 59:31.000]  we've got them for laptops
[59:31.000 --> 59:33.000]  we've got them for iPads
[59:33.000 --> 59:35.000]  it's all there at InfoWarsStore.com
[59:35.000 --> 59:37.000]  so protect your privacy today
[59:37.000 --> 59:39.000]  and support the company
[59:39.000 --> 59:41.000]  and don't forget to like and subscribe
[59:41.000 --> 59:43.000]  and don't forget to subscribe
[59:43.000 --> 59:45.000]  and don't forget to subscribe
[59:45.000 --> 59:47.000]  and protect your privacy today
[59:47.000 --> 59:49.000]  and support the InfoWars
[59:49.000 --> 59:51.000]  at InfoWarsStore.com
[59:53.000 --> 59:55.000]  If you are receiving this transmission
[59:55.000 --> 59:57.000]  you are the resistance
[59:57.000 --> 59:59.000]  you
[1:00:12.000 --> 1:00:14.000]  Alright
[1:00:14.000 --> 1:00:16.000]  I got really upset earlier
[1:00:16.000 --> 1:00:18.000]  and I'm not going to apologize anymore for it
[1:00:20.000 --> 1:00:21.000]  I told you I apologize
[1:00:21.000 --> 1:00:22.000]  I'm going to be calm now
[1:00:22.000 --> 1:00:23.000]  and I blew up
[1:00:23.000 --> 1:00:25.000]  that's what I wanted to do
[1:00:25.000 --> 1:00:26.000]  and it's an acting out
[1:00:26.000 --> 1:00:29.320]  But quite frankly, God made us this way to get upset when things are going on like this
[1:00:29.320 --> 1:00:36.320]  so that everybody just doesn't take what's not as normal, because none of this is normal.
[1:00:36.320 --> 1:00:38.640]  And put up with it is really not normal.
[1:00:38.640 --> 1:00:42.640]  Am I the only one that sees how crazy this is?
[1:00:42.640 --> 1:00:46.280]  No, obviously you care too, and I love you, of every race, color, and creed, whether you're
[1:00:46.280 --> 1:00:53.560]  an American or Ukrainian or a Russian or a German or a Brazilian or a Mexican or a Nigerian
[1:00:53.560 --> 1:01:00.000]  or a South African or a Libyan or an Egyptian or an Israeli or an Iraqi or an Iranian or
[1:01:00.000 --> 1:01:01.800]  an somebody in India.
[1:01:01.800 --> 1:01:02.960]  It doesn't matter.
[1:01:02.960 --> 1:01:07.760]  We all just want to live our lives and be good people, and we're sick of evil control
[1:01:07.760 --> 1:01:14.200]  freaks attacking the basic human programming of what it is to be our species.
[1:01:14.200 --> 1:01:15.960]  We've been fighting over resources since the beginning.
[1:01:15.960 --> 1:01:17.200]  That's part of life.
[1:01:17.200 --> 1:01:19.200]  That's competitiveness, and it's a good thing to a certain level.
[1:01:19.200 --> 1:01:23.720]  But we have unlimited resources now with our technologies, and the globalists are cutting
[1:01:23.720 --> 1:01:27.880]  off all the major pipelines, not just the Russians.
[1:01:27.880 --> 1:01:34.480]  You know, if we had greedy right-wing over-competitive capitalists that had America being the giant
[1:01:34.480 --> 1:01:39.120]  big exporter, and we were opening new pipelines and stuff, and then we cut off Russia's, I'd
[1:01:39.120 --> 1:01:43.640]  be against it, but I wouldn't be enraged, because then I think, well, there's an excuse
[1:01:43.640 --> 1:01:45.720]  because they want to make more money off theirs.
[1:01:45.720 --> 1:01:50.280]  No, it's just done to screw everybody, like all these idiots that hate Israel for no
[1:01:50.280 --> 1:01:51.280]  reason.
[1:01:51.280 --> 1:01:52.280]  I'm not saying Israel's perfect.
[1:01:52.280 --> 1:01:54.080]  I'm saying people obsess that Israel runs everything.
[1:01:54.080 --> 1:01:55.080]  Really?
[1:01:55.080 --> 1:01:57.600]  Joe Biden a month ago killed Israel's pipeline.
[1:01:57.600 --> 1:02:00.880]  They'd been building it for 10 years out of the Mediterranean, the Middle East, of
[1:02:00.880 --> 1:02:07.400]  gas to Europe, and they killed the Russian pipeline last week, and they killed the pipeline
[1:02:07.400 --> 1:02:10.120]  we have eight months ago.
[1:02:10.120 --> 1:02:12.560]  You see a pattern here?
[1:02:12.560 --> 1:02:15.720]  Does it matter if you're a Midwestern or a Texan?
[1:02:15.720 --> 1:02:19.120]  It doesn't matter if you're an Israeli, does it matter if you're a Russian or a German
[1:02:19.120 --> 1:02:20.120]  or a Pole?
[1:02:20.120 --> 1:02:24.080]  It doesn't matter if you are anybody.
[1:02:24.080 --> 1:02:26.880]  They're cutting your power off.
[1:02:26.880 --> 1:02:29.240]  Got that?
[1:02:29.240 --> 1:02:37.040]  Yeah, there goes your whole theory that Israel runs everything.
[1:02:37.040 --> 1:02:40.320]  You mean criminal interest that control Israel or everything?
[1:02:40.320 --> 1:02:45.320]  Oh yeah, of course, same ones that run us, same ones that run whatever.
[1:02:45.320 --> 1:02:49.520]  That's why I get so mad about the Russians are evil, or the Ukrainians are evil, or
[1:02:49.520 --> 1:02:53.280]  the black people are evil, or that this is evil, or that's evil.
[1:02:53.280 --> 1:02:56.680]  There's good Jews, there's bad Jews, there's good Christians, there's bad Christians, there's
[1:02:56.680 --> 1:03:00.400]  good Muslims, there's bad Muslims, there's good Buddhists, there's bad Buddhists, there's
[1:03:00.400 --> 1:03:02.000]  good Hindus, there's bad Hindus.
[1:03:02.000 --> 1:03:07.880]  But the point is, is that there is an evil global force manipulating us off against each
[1:03:07.880 --> 1:03:09.520]  other, and we know what it is.
[1:03:09.520 --> 1:03:15.120]  It's the godless globalists that think they're God, and want to be God over us, and are attacking
[1:03:15.120 --> 1:03:20.560]  the family, and men, and women, and children, and our energy, and our future.
[1:03:20.560 --> 1:03:29.560]  You attack our families, and you attack our energy sources, you are the enemy, period.
[1:03:29.560 --> 1:03:33.720]  And everything the New World Order does is to attack that at every level.
[1:03:33.720 --> 1:03:35.040]  So let me give you an equation.
[1:03:35.040 --> 1:03:39.120]  If somebody's trying to jack your power, and trying to cut your power off, and they're
[1:03:39.120 --> 1:03:42.560]  not starving to death, if somebody's starving they try to steal your stuff, you understand
[1:03:42.560 --> 1:03:43.560]  why they did it.
[1:03:43.560 --> 1:03:44.560]  They're not evil, they're starving.
[1:03:44.560 --> 1:03:49.960]  But when you're the big giant, Rockefeller, Rothschild, New World Order, Bill Gates, and
[1:03:49.960 --> 1:03:55.600]  you're doing everything you can to keep Africa with IMF and World Bank money locked down.
[1:03:55.600 --> 1:03:58.320]  They tell them, you don't get your money, your IMF World Bank money.
[1:03:58.320 --> 1:04:00.960]  If you don't just take people, stay in their houses, they're like, well, they're starving
[1:04:00.960 --> 1:04:01.960]  to death.
[1:04:01.960 --> 1:04:02.960]  Well, you're not getting the money.
[1:04:02.960 --> 1:04:08.600]  So like five African presidents said no, they were all killed instantly.
[1:04:08.600 --> 1:04:11.120]  You don't want to take your money and watch millions starve to death?
[1:04:11.120 --> 1:04:12.120]  No, I don't.
[1:04:12.120 --> 1:04:13.120]  Well, you're dead.
[1:04:13.120 --> 1:04:16.920]  People are like, well, wait, we're getting flooded with African migrants, Jones, we got
[1:04:16.920 --> 1:04:17.920]  to go ahead and kill them.
[1:04:17.920 --> 1:04:20.720]  They shut down their economy to make them come up here.
[1:04:20.720 --> 1:04:23.880]  I don't want to kill them just because I don't want them brought here to outvote me and be
[1:04:23.880 --> 1:04:24.880]  controlled by the globalists.
[1:04:24.880 --> 1:04:27.920]  It doesn't mean I'm going to freaking kill them.
[1:04:27.920 --> 1:04:30.760]  And these guys think they're going to get away with this forever.
[1:04:30.760 --> 1:04:34.080]  They're not getting away with it.
[1:04:34.080 --> 1:04:37.040]  And no bunkers deep enough.
[1:04:37.040 --> 1:04:42.640]  No hell holes long enough for them to escape God.
[1:04:42.640 --> 1:04:47.960]  God will and is going to destroy these men.
[1:04:47.960 --> 1:04:48.960]  You can guarantee that.
[1:04:48.960 --> 1:04:49.960]  All right.
[1:04:49.960 --> 1:04:50.960]  I'm ready.
[1:04:50.960 --> 1:04:51.960]  I'm ready.
[1:04:51.960 --> 1:04:52.960]  Hour two, baby.
[1:04:52.960 --> 1:05:12.560]  Here's a man who can show you.
[1:05:12.560 --> 1:05:14.960]  Triple eight to five three thirty one three nine triple eight to five three thirty one
[1:05:14.960 --> 1:05:17.960]  three nine triple eight to five three thirty one three nine is the end for our store hot
[1:05:17.960 --> 1:05:18.960]  line.
[1:05:18.960 --> 1:05:23.000]  Triple eight to five three thirty one three nine triple eight to five three thirty one
[1:05:23.000 --> 1:05:25.480]  three nine triple eight to five three thirty one three nine is the ending for our store
[1:05:25.480 --> 1:05:26.480]  hotline.
[1:05:26.480 --> 1:05:27.840]  Triple eight to five three thirty one three nine is the ending for our store hotline.
[1:05:27.840 --> 1:05:28.840]  Triple eight to five three thirty one three nine is the end for our store hotline.
[1:05:28.840 --> 1:05:29.840]  Triple eight to five three thirty one three nine is the end for our store hotline.
[1:05:29.840 --> 1:05:32.680]  Triple eight to five three thirty one three nine is the ending for our store hotline.
[1:05:32.680 --> 1:05:35.120]  Triple eight to five three thirty one three nine is the end for our store hotline.
[1:05:35.120 --> 1:05:37.180]  Triple eight to five three thirty one three nine its the end for our store hotline.
[1:05:37.180 --> 1:05:40.000]  Triple eight to five three three one three nine is the end for all star hotline.
[1:05:40.000 --> 1:05:43.000]  Triple eight to five three thirty one three nine is the end for our store hotline.
[1:05:43.000 --> 1:05:45.000]  Beats out all the rest
[1:05:45.000 --> 1:05:57.000]  Triple A to 5, 3, 3, 3, 1, 3, 9
[1:05:57.000 --> 1:05:59.000]  That's info.com
[1:06:10.000 --> 1:06:11.000]  Big Brother
[1:06:11.000 --> 1:06:13.000]  Mainstream Media
[1:06:13.000 --> 1:06:15.000]  Government Cover-ups
[1:06:15.000 --> 1:06:17.000]  You want to stop tyranny?
[1:06:17.000 --> 1:06:19.000]  Well so does he
[1:06:19.000 --> 1:06:21.000]  Live from the Infowars.com Studios
[1:06:21.000 --> 1:06:23.000]  It's Alex Jones
[1:06:25.000 --> 1:06:27.000]  So ladies and gentlemen
[1:06:27.000 --> 1:06:29.000]  Here we are
[1:06:29.000 --> 1:06:31.000]  On the precipice
[1:06:31.000 --> 1:06:33.000]  On the verge of thermal nuclear war
[1:06:33.000 --> 1:06:35.000]  You know the last few months
[1:06:35.000 --> 1:06:37.000]  So many of our headlines say
[1:06:37.000 --> 1:06:39.000]  Emergency Broadcast
[1:06:39.000 --> 1:06:41.000]  Thermal Nuclear War Threat
[1:06:41.000 --> 1:06:43.000]  Because that's where we were going
[1:06:43.000 --> 1:06:45.000]  But today I looked at the headline
[1:06:45.000 --> 1:06:47.000]  I said, no let's just say Sunday Live
[1:06:47.000 --> 1:06:51.000]  Because I don't need to tell everybody now
[1:06:51.000 --> 1:06:53.000]  We're on the verge of thermal nuclear war
[1:06:53.000 --> 1:06:55.000]  We got NATO talking about Nuke and Russia
[1:06:55.000 --> 1:06:57.000]  We got Russia putting their nuclear forces
[1:06:57.000 --> 1:06:59.000]  On the highest level of readiness
[1:06:59.000 --> 1:07:01.000]  Before you launch
[1:07:01.000 --> 1:07:03.000]  Where the keys are turned
[1:07:03.000 --> 1:07:05.000]  The codes are in
[1:07:05.000 --> 1:07:07.000]  Putting orders of generals on TV
[1:07:07.000 --> 1:07:09.000]  Launch codes to the services
[1:07:09.000 --> 1:07:11.000]  So they can launch the attack if they need to
[1:07:11.000 --> 1:07:13.000]  You don't hand out the codes unless
[1:07:13.000 --> 1:07:15.000]  You're ready to hit the button
[1:07:15.000 --> 1:07:17.000]  And Putin's thinking, well they may try to kill me
[1:07:17.000 --> 1:07:19.000]  They may think they can cut off command and control
[1:07:19.000 --> 1:07:21.000]  I'm putting this in the hands
[1:07:21.000 --> 1:07:23.000]  Of the nuclear forces
[1:07:23.000 --> 1:07:25.000]  Folks that is horrible
[1:07:25.000 --> 1:07:27.000]  It's horrible that we've come to this point
[1:07:27.000 --> 1:07:29.000]  And I don't support this war
[1:07:29.000 --> 1:07:31.000]  And I'm not glad this has happened
[1:07:31.000 --> 1:07:33.000]  But you see the New World Order is getting
[1:07:33.000 --> 1:07:35.000]  It's bluff called right now
[1:07:35.000 --> 1:07:37.000]  It's historic
[1:07:37.000 --> 1:07:39.000]  Putin must wheel his balls around
[1:07:39.000 --> 1:07:41.000]  In a wheelbarrow
[1:07:41.000 --> 1:07:43.000]  And that's basically the point we've gotten to
[1:07:43.000 --> 1:07:45.000]  So
[1:07:49.000 --> 1:07:51.000]  I'm going to do my best to show
[1:07:51.000 --> 1:07:53.000]  All the news that's happening
[1:07:53.000 --> 1:07:55.000]  From the Ukrainian side, the NATO side
[1:07:55.000 --> 1:07:57.000]  And the Russian side
[1:07:57.000 --> 1:07:59.000]  I've got a bunch of clips, a bunch of articles
[1:07:59.000 --> 1:08:01.000]  And a bunch of things to get to
[1:08:01.000 --> 1:08:03.000]  But let's just start
[1:08:03.000 --> 1:08:05.000]  For TV viewers, if I stop
[1:08:05.000 --> 1:08:07.000]  It'll take too long
[1:08:07.000 --> 1:08:09.000]  So I'm just going to play it so it's on record
[1:08:09.000 --> 1:08:11.000]  So people know he said it
[1:08:11.000 --> 1:08:13.000]  Because I show you what I'm about to say
[1:08:13.000 --> 1:08:15.000]  What I'm about to claim has happened
[1:08:15.000 --> 1:08:17.000]  And then I will paraphrase what Putin said
[1:08:17.000 --> 1:08:37.000]  I'll get some of this because it's...
[1:08:37.000 --> 1:08:39.000]  He says they're using psychological warfare operations
[1:08:39.000 --> 1:08:41.000]  To destroy our family, to erode us from within
[1:08:41.000 --> 1:08:43.000]  So we collapse, they want to destroy our families
[1:08:43.000 --> 1:08:47.000]  And we're aware of this, continue
[1:08:47.000 --> 1:08:49.000]  Oh, he paused
[1:08:49.000 --> 1:08:51.000]  Go back to it again, this is so important
[1:08:51.000 --> 1:08:53.000]  He says, like they've done in the countries they control
[1:08:53.000 --> 1:08:55.000]  I mean, they're bombing us
[1:08:55.000 --> 1:08:57.000]  With fentanyl
[1:08:57.000 --> 1:09:01.000]  And lgbtpqz
[1:09:01.000 --> 1:09:03.000]  They're bombing us with transgender
[1:09:03.000 --> 1:09:05.000]  I mean, that's how you destroy somebody
[1:09:05.000 --> 1:09:07.000]  Now, Russians aren't dumb, they look at this and go
[1:09:07.000 --> 1:09:09.000]  My God, this is the most evil thing we ever saw
[1:09:09.000 --> 1:09:11.000]  And because they don't want to embrace this
[1:09:11.000 --> 1:09:13.000]  They're the bad people
[1:09:13.000 --> 1:09:15.000]  So, properly speaking
[1:09:15.000 --> 1:09:17.000]  The attempts to use it in their own interests
[1:09:17.000 --> 1:09:19.000]  Never ceased until quite recently
[1:09:19.000 --> 1:09:21.000]  They sought to destroy our national values
[1:09:21.000 --> 1:09:49.000]  Start it over
[1:09:49.000 --> 1:09:51.000]  Directly leading to degradation
[1:09:51.000 --> 1:09:55.000]  And degeneration
[1:09:55.000 --> 1:09:57.000]  Degeneration and degradation
[1:09:57.000 --> 1:09:59.000]  Because they are contrary to human nature
[1:09:59.000 --> 1:10:01.000]  And I mean, they realize, like it's a Soviet
[1:10:01.000 --> 1:10:07.000]  New world order, bored, corporate, transhumanist takeover
[1:10:07.000 --> 1:10:09.000]  They're like, we don't want to give up our humanity
[1:10:09.000 --> 1:10:11.000]  And they're like, well, we're going to attack your borders
[1:10:11.000 --> 1:10:13.000]  Continue
[1:10:13.000 --> 1:10:19.000]  You know, I said I was going to not talk over it
[1:10:19.000 --> 1:10:21.000]  It started at the beginning, I'm going to shut up
[1:10:21.000 --> 1:10:23.000]  But he goes on to say, this is not going to happen
[1:10:23.000 --> 1:10:25.000]  You're not going to defeat humanity
[1:10:25.000 --> 1:10:27.000]  You're going to fail
[1:10:27.000 --> 1:10:29.000]  I mean, what do you say to that?
[1:10:29.000 --> 1:10:31.000]  Because this is an alien takeover
[1:10:31.000 --> 1:10:33.000]  I don't know if it's green men running it
[1:10:33.000 --> 1:10:35.000]  I don't know what, you know, Satan, whatever
[1:10:35.000 --> 1:10:37.000]  Whatever's going on, whatever's running most of the world
[1:10:37.000 --> 1:10:39.000]  Is anti-human folks
[1:10:39.000 --> 1:10:41.000]  And Russia and China are rejecting it
[1:10:41.000 --> 1:10:43.000]  And that's why war is about to start
[1:10:43.000 --> 1:11:11.000]  Go ahead, Roland
[1:11:11.000 --> 1:11:31.000]  That's good, he goes on to talk about it, he won't make a deal
[1:11:31.000 --> 1:11:35.000]  So, I'm not glad about what Putin did
[1:11:35.000 --> 1:11:39.000]  But I understand the position Russia is in and what they're facing
[1:11:39.000 --> 1:11:41.000]  Now, let's hear from former congresswoman
[1:11:41.000 --> 1:11:45.000]  And army veteran, Tulsi Gabbards, about the fact that
[1:11:45.000 --> 1:11:47.000]  Okay, we're going to say Russia isn't completely free
[1:11:47.000 --> 1:11:49.000]  What about Ukraine?
[1:11:49.000 --> 1:11:51.000]  I mean, the West, eight years ago
[1:11:51.000 --> 1:11:53.000]  George Soros, who played it last hour, admitted
[1:11:53.000 --> 1:11:55.000]  They overthrew the government there
[1:11:55.000 --> 1:11:58.000]  And have installed now a string of puppets
[1:11:58.000 --> 1:12:01.000]  And here's Tulsi Gabbards talking about what really happened
[1:12:01.000 --> 1:12:03.000]  Here's something you are not going to hear
[1:12:03.000 --> 1:12:05.000]  On the mainstream media
[1:12:05.000 --> 1:12:08.000]  What you do here is warmongers arguing
[1:12:08.000 --> 1:12:10.000]  That we must protect Ukraine
[1:12:10.000 --> 1:12:12.000]  Because it is a quote unquote democracy
[1:12:12.000 --> 1:12:14.000]  But they're lying
[1:12:14.000 --> 1:12:16.000]  Ukraine isn't actually a democracy
[1:12:16.000 --> 1:12:18.000]  For example, to hold on to power
[1:12:18.000 --> 1:12:20.000]  Ukraine's president shut down
[1:12:20.000 --> 1:12:22.000]  The three TV stations
[1:12:22.000 --> 1:12:25.000]  That were openly criticizing him and his policies
[1:12:25.000 --> 1:12:28.000]  Imprisoned the head of the opposition political party
[1:12:28.000 --> 1:12:32.000]  That had come in second place in their elections
[1:12:32.000 --> 1:12:37.000]  And went and arrested and jailed that party's leaders
[1:12:37.000 --> 1:12:40.000]  This is exactly what Putin has been accused of doing
[1:12:40.000 --> 1:12:43.000]  But Ukraine did this all with the support
[1:12:43.000 --> 1:12:45.000]  Of the United States
[1:12:45.000 --> 1:12:47.000]  All right, so there you are
[1:12:47.000 --> 1:12:49.000]  And it's not saying Putin's good
[1:12:49.000 --> 1:12:52.000]  It's just that the West is starting this fight
[1:12:52.000 --> 1:12:56.000]  And think about Iraq and all the other wars
[1:12:56.000 --> 1:12:58.000]  And Libya and Syria
[1:12:58.000 --> 1:13:01.000]  And everything these special interests have done in our name
[1:13:01.000 --> 1:13:04.000]  Think about Serbia in the 1990s twice
[1:13:04.000 --> 1:13:07.000]  The West sometimes month-long bombing campaigns
[1:13:07.000 --> 1:13:12.000]  Dropping depleted uranium
[1:13:12.000 --> 1:13:15.000]  On to civilian targets in Serbia
[1:13:15.000 --> 1:13:17.000]  So the Muslims could take over
[1:13:17.000 --> 1:13:19.000]  And I'm not even against all the Muslims
[1:13:19.000 --> 1:13:22.000]  My point is that Serbia's been holding the line
[1:13:22.000 --> 1:13:24.000]  For over a thousand years against the Muslim takeover
[1:13:24.000 --> 1:13:26.000]  Of Europe and Albania
[1:13:26.000 --> 1:13:30.000]  And now they've given a third of Serbia to the Muslims
[1:13:30.000 --> 1:13:32.000]  Russia said please don't do this
[1:13:32.000 --> 1:13:34.000]  Russia said stop
[1:13:34.000 --> 1:13:35.000]  And going back to when that happened
[1:13:35.000 --> 1:13:37.000]  Russia sent in thousands of troops
[1:13:37.000 --> 1:13:39.000]  To Pristina to the airport
[1:13:39.000 --> 1:13:42.000]  To stop the total takeover of Serbia
[1:13:42.000 --> 1:13:44.000]  They were going to give the whole thing to the Muslims
[1:13:44.000 --> 1:13:50.000]  And let them ethnically cleanse every single Christian
[1:13:50.000 --> 1:13:56.000]  Slavic Orthodox Christian person there
[1:13:56.000 --> 1:13:59.000]  And since then it happened anyways
[1:13:59.000 --> 1:14:02.000]  And Serbia is a shadow of its former self
[1:14:02.000 --> 1:14:03.000]  But she asked the average American
[1:14:03.000 --> 1:14:04.000]  Who would take the Serbs?
[1:14:04.000 --> 1:14:05.000]  Oh they're Nazis
[1:14:05.000 --> 1:14:07.000]  Oh they, you know, Madeleine Albright
[1:14:07.000 --> 1:14:10.000]  Secretary of State under Clinton said they were Nazis
[1:14:10.000 --> 1:14:13.000]  Madeleine Albright was saved
[1:14:13.000 --> 1:14:17.000]  And her father and mother saved from the Nazis
[1:14:17.000 --> 1:14:19.000]  By the Serbs in World War II
[1:14:19.000 --> 1:14:21.000]  They fled from Germany there
[1:14:21.000 --> 1:14:24.000]  The Serbs didn't know they'd been working for Hitler
[1:14:24.000 --> 1:14:26.000]  They were double-edged with Hitler
[1:14:26.000 --> 1:14:29.000]  They'd stolen a bunch of Jews' art and stuff they killed
[1:14:29.000 --> 1:14:33.000]  But of course that's Madeleine Albright, George Soros, you know
[1:14:33.000 --> 1:14:37.000]  These are the rulers that feed on the Jews
[1:14:37.000 --> 1:14:39.000]  When they come to them and then rob them
[1:14:39.000 --> 1:14:42.000]  And kill them like thuggy in the night
[1:14:42.000 --> 1:14:45.000]  That's why Madeleine Albright's so powerful
[1:14:45.000 --> 1:14:48.000]  Her father helped round up and sell out Jews
[1:14:48.000 --> 1:14:52.000]  And then ran off with all the stolen money
[1:14:52.000 --> 1:14:55.000]  To Serbia
[1:14:55.000 --> 1:14:57.000]  And then 50-plus years later
[1:14:57.000 --> 1:15:00.000]  Bombed their country with depleted uranium
[1:15:00.000 --> 1:15:02.000]  For them saving her and her father
[1:15:02.000 --> 1:15:05.000]  Because that's what Madeleine Albright does
[1:15:05.000 --> 1:15:07.000]  She grew up with her father
[1:15:07.000 --> 1:15:10.000]  When Jews would come and ask to pay money to the Nazis
[1:15:10.000 --> 1:15:13.000]  To get out of Germany and get out of Eastern Europe
[1:15:13.000 --> 1:15:15.000]  He'd take their money
[1:15:15.000 --> 1:15:18.000]  He'd pick the telephone up and call the SS
[1:15:18.000 --> 1:15:20.000]  Just like George Soros did
[1:15:20.000 --> 1:15:23.000]  They'd come take those Jews with their death
[1:15:23.000 --> 1:15:27.000]  Madeleine Albright with a train full of gold and stolen art
[1:15:27.000 --> 1:15:29.000]  Just come out in the news
[1:15:29.000 --> 1:15:31.000]  Took that into Serbia
[1:15:31.000 --> 1:15:35.000]  Big, fat, bloody, murderous tick
[1:15:35.000 --> 1:15:38.000]  That had just had her way
[1:15:38.000 --> 1:15:43.000]  With the tens of thousands of Jews her father sold out to add off, Hitler
[1:15:43.000 --> 1:15:47.000]  What we're talking about here, we're talking about scum, ladies and gentlemen
[1:15:47.000 --> 1:15:51.000]  And then that scum tells you when you want American values, you're Hitler
[1:15:51.000 --> 1:15:53.000]  No George Soros, no Madeleine Albright
[1:15:53.000 --> 1:16:22.000]  You work for Hitler, you, you!
[1:16:23.000 --> 1:16:28.000]  Let's cover our diseased criminal faces from the light of the sun
[1:16:28.000 --> 1:16:36.000]  It is the symbol of our complete and total absolute surrender to evil
[1:16:36.000 --> 1:16:40.000]  Ladies and gentlemen, we are crossing the Rubicon now
[1:16:40.000 --> 1:16:44.000]  The entire future destiny of humanity is upon us
[1:16:44.000 --> 1:16:47.000]  Klaus Schwab and the UN admit they're coming out with implantable microchips
[1:16:47.000 --> 1:16:50.000]  As part of the World ID and Carbon Taxes
[1:16:50.000 --> 1:16:55.000]  They only get worse from here if we submit, they only get better if we resist and say no
[1:16:55.000 --> 1:16:58.000]  Non-compliance, non-compliance, non-compliance
[1:16:58.000 --> 1:17:01.000]  UN-run contact tracers aren't coming, they're here
[1:17:01.000 --> 1:17:06.000]  All over the world from Australia to the United States from Canada to Germany
[1:17:06.000 --> 1:17:09.000]  These tyrants are tracking everything you do everywhere you go
[1:17:09.000 --> 1:17:12.000]  And then coming to your house and threatening in some cases actually
[1:17:12.000 --> 1:17:16.000]  Taking people away into the night to their facilities
[1:17:16.000 --> 1:17:20.000]  And they're planning in the next year to expand their shield process
[1:17:20.000 --> 1:17:25.000]  Where they come and take, quote, healthy people away and put them in facilities for their safety
[1:17:25.000 --> 1:17:27.000]  This is nothing less than martial law
[1:17:27.000 --> 1:17:31.000]  And one big thing you can do to fight back is to get high quality Faraday cages
[1:17:31.000 --> 1:17:34.000]  Many of which are made here in America and are very compliant
[1:17:34.000 --> 1:17:38.000]  Meaning U.S. government military grade at infowarstore.com
[1:17:38.000 --> 1:17:43.000]  We have the entire line of Spockett ready to ship to you when you visit infowarstore.com
[1:17:43.000 --> 1:17:48.000]  Again, we have big backpacks, we have special dry bags, we've got them for cell phones
[1:17:48.000 --> 1:17:53.000]  We've got them for laptops, we've got them for iPads, it's all there at infowarstore.com
[1:17:53.000 --> 1:17:58.000]  So protect your privacy today and support the infowar at infowarstore.com
[1:17:58.000 --> 1:18:09.000]  Two, life changing, life empowering products are now back in stock after being sold out for months at infowarstore.com
[1:18:09.000 --> 1:18:13.000]  Winter sun is the highest quality organic vitamin D3 taken under the tongue
[1:18:13.000 --> 1:18:17.000]  It also has vitamin K, critical fear immune system and so much more
[1:18:17.000 --> 1:18:22.000]  It's 50% off despite the fact it's going to sell out very, very quickly because everybody needs this
[1:18:22.000 --> 1:18:27.000]  Old, young, black, white, it doesn't matter, you need what's in winter sun and then
[1:18:27.000 --> 1:18:34.000]  We have brain force, ultra, super fast acting, amazing, clean, neutropic system
[1:18:34.000 --> 1:18:38.000]  That is a compliment to brain force plus and of course turbo force
[1:18:38.000 --> 1:18:46.000]  All three of these are different formulas but all three of them take your mind and take your focus and clarity and alert us to the next level
[1:18:46.000 --> 1:18:51.000]  It is 40% off at infowarstore.com for a limited time
[1:18:51.000 --> 1:18:55.000]  Thank you all for your support, if you haven't tried these products you really need to because they are amazing
[1:18:55.000 --> 1:18:58.000]  infowarstore.com
[1:18:58.000 --> 1:19:09.000]  Two, life changing, life empowering products are now back in stock after being sold out for months at infowarstore.com
[1:19:09.000 --> 1:19:13.000]  Winter sun is the highest quality organic vitamin D3 taken under the tongue
[1:19:13.000 --> 1:19:17.000]  It also has vitamin K, critical fear immune system and so much more
[1:19:17.000 --> 1:19:22.000]  It's 50% off despite the fact it's going to sell out very, very quickly because everybody needs this
[1:19:22.000 --> 1:19:27.000]  Old, young, black, white, it doesn't matter, you need what's in winter sun and then
[1:19:27.000 --> 1:19:29.000]  You'll need has a ridiculous amount of profit
[1:19:29.000 --> 1:19:44.800]  You can all get a letter ofam counsel, say name and near,
[1:19:44.800 --> 1:19:46.000]  Everyone needs it
[1:19:46.000 --> 1:19:50.000]  And you know all of the folks out there who can't afford it have this somebody who just keeps them on the run
[1:19:50.000 --> 1:19:52.000]  They've got to have it
[1:19:52.000 --> 1:19:59.000]  If you haven't tried these products, you really need to because they are amazing in fullwarstore.com.
