[00:00.000 --> 00:02.000]  We've got it.
[54:03.440 --> 54:08.920]  how Al-Qaeda and Taliban, again, our media is saying, Karzai is saying, you can read
[54:08.920 --> 54:15.760]  his quotes, he says the bombs going off in Kabul are a way to keep US and NATO forces
[54:15.760 --> 54:16.760]  there.
[54:16.760 --> 54:19.960]  Of course, he doesn't tell you cuz they want the 100 plus billion a year in opium coming
[54:19.960 --> 54:21.020]  out of there.
[54:21.020 --> 54:25.360]  Opium production in 2001 was 9% to 10% of world production out of Afghanistan.
[54:25.360 --> 54:29.960]  It's 93% in 2012, last year's numbers, look it up.
[54:29.960 --> 54:35.240]  Show people watching on prisonplanet.tv, just 90 plus percent of opium production worldwide
[54:35.240 --> 54:41.760]  Afghanistan, a nine fold increase in just a few years.
[54:41.760 --> 54:46.440]  In fact, when troops started coming out saying we grow the opium, we load it on planes, and
[54:46.440 --> 54:47.440]  they hit it in plain view.
[54:47.440 --> 54:51.020]  They had the Marines and Army come out and go, we do help grow the opium, it's to keep
[54:51.020 --> 54:54.200]  Al-Qaeda from getting it.
[54:54.200 --> 54:59.520]  But if your kid or you get caught with opium, folks, or even caught with a derivative, legal
[54:59.520 --> 55:01.960]  prescription drug, you're going to jail.
[55:01.960 --> 55:07.240]  And the stuff, legal and legal, is shipped in by our so-called government.
[55:07.240 --> 55:09.040]  It's not our government.
[55:09.040 --> 55:13.920]  There it is, Afghanistan is still world's top opium supplier.
[55:13.920 --> 55:19.200]  And it goes on to say 90% of global supply, and what's the source on that?
[55:19.200 --> 55:24.480]  Christian Science Monitor, I love how they spin it, Afghan still world's top opium supplier
[55:24.480 --> 55:28.720]  despite 10 years of US war, US-led war.
[55:28.720 --> 55:30.520]  That's why it went up.
[55:30.520 --> 55:36.160]  I mean, I can play Marines on video, Marine Corps colonel, saying we grow the opium.
[55:36.160 --> 55:41.760]  I've talked to the troops on air, you've heard them, who, yeah, we loaded on C-130s and fly
[55:41.760 --> 55:42.840]  to America.
[55:42.840 --> 55:47.120]  They land at Air Force bases and Army bases, and the colonels and generals get a cut of
[55:47.120 --> 55:48.120]  it.
[55:48.120 --> 55:50.200]  And then it rolls out on the streets for your daughter to OD.
[55:50.200 --> 55:53.360]  And then a cop, when they pull me over, says, got any drugs in the car?
[55:53.360 --> 56:00.880]  And I'm like, yeah, I got a cup of coffee right here, buddy, it's a drug, leave me alone.
[56:00.880 --> 56:04.800]  I'm not playing your game anymore, okay?
[56:04.800 --> 56:09.800]  Now why is this so groundbreaking that it's an AP Reuters, AFP, you name it?
[56:09.800 --> 56:14.400]  In a provocative speech on Sunday, Karzai said the US was in daily talks with the Taliban
[56:14.400 --> 56:19.000]  and that insurgent suicide attacks enabled the international military force to justify
[56:19.000 --> 56:20.320]  its presence in Afghanistan.
[56:20.320 --> 56:25.080]  Quote, the bombs that were detonated in Kabul and coast were not a show of force, they were
[56:25.080 --> 56:26.280]  serving America.
[56:26.280 --> 56:30.880]  He said in a televised speech referring to two suicide blasts in which 19 people were
[56:30.880 --> 56:33.080]  killed.
[56:33.080 --> 56:37.800]  And this is one drug dealer, he's a drug dealer on record, fighting with the banker interests.
[56:37.800 --> 56:42.760]  There's no honor amongst these guys, US troops are dying for it, we're paying for it.
[56:42.760 --> 56:45.200]  What, the Iraq war was a couple trillion?
[56:45.200 --> 56:48.000]  How much does the Afghan war cost conservatively?
[56:48.000 --> 56:49.480]  Over a trillion bucks?
[56:49.480 --> 56:56.600]  You're paying so smack, poppies can be grown and shipped in here and turned into heroin,
[56:56.600 --> 56:58.440]  purified into heroin out of opium.
[56:58.440 --> 57:00.640]  And I mean, that is a fact.
[57:00.640 --> 57:04.840]  And then I see national neocons going, Alex Jones is a traitor, saying our government
[57:04.840 --> 57:12.120]  runs Al-Qaeda, not our government, criminal mega banks offshore run Al-Qaeda.
[57:12.120 --> 57:15.680]  Our government is putting Al-Qaeda in Libya, Syria, they're putting the Muslim Brotherhood
[57:15.680 --> 57:18.520]  in charge, burning churches and blowing things up.
[57:18.520 --> 57:22.400]  Right now, I've got a stack of news where Christians all over the world and US backed
[57:22.400 --> 57:24.680]  regimes are being killed.
[57:24.680 --> 57:30.080]  Our government right now, in Syria, in a two year war, is putting Al-Qaeda in, burning
[57:30.080 --> 57:34.040]  churches, murdering Christians in mass, that's mainstream news, okay?
[57:34.040 --> 57:39.000]  The globalists run Al-Qaeda and they use the threat to take our liberties and the TSA and
[57:39.000 --> 57:40.000]  all of it.
[57:40.000 --> 57:44.080]  It's elementary, it's full spectrum dominance, wake up or be slaves.
[57:44.080 --> 57:50.800]  Our number two coming up, I was right, apologize to me.
[57:50.800 --> 57:54.560]  If you're listening, you know your basic freedoms are being threatened every day.
[57:54.560 --> 57:57.860]  If you're listening, you know the economy is not getting better.
[57:57.860 --> 58:00.640]  You know gas and food prices are skyrocketing.
[58:00.640 --> 58:02.760]  Now is the time to get prepared.
[58:02.760 --> 58:05.720]  For years, we've told you about our friends at eFoods Direct.
[58:05.720 --> 58:09.040]  They have the best tasting, long-term, storable food on the planet.
[58:09.040 --> 58:13.000]  This food will taste just as great 25 years from now as it does tonight.
[58:13.000 --> 58:17.640]  A long-term food supply allows you to freeze the cost and the availability of the one thing
[58:17.640 --> 58:18.960]  you need most.
[58:18.960 --> 58:22.720]  Be prepared and get your supply from eFoods Direct.
[58:22.720 --> 58:26.560]  Right now is the best time to stock up and save hundreds of dollars with free shipping
[58:26.560 --> 58:28.200]  on all food supplies.
[58:28.200 --> 58:30.600]  Give yourself peace of mind and be prepared.
[58:30.600 --> 58:37.880]  Act now and call 800-409-5633 or visit eFoodsDirect.com slash Alex.
[58:37.880 --> 58:40.520]  Get free shipping on all orders for a limited time.
[58:40.520 --> 58:46.760]  Call 800-409-5633 or go to eFoodsDirect.com slash Alex.
[58:46.760 --> 58:50.720]  You can bet your life on eFoods Direct.
[58:50.720 --> 58:55.400]  Now that we have moved into the winter season, there is an increased need to support our
[58:55.400 --> 58:57.440]  immunity and health.
[58:57.440 --> 59:02.040]  At Silver Lungs, we are committed to meeting your needs by providing a full selection of
[59:02.040 --> 59:04.200]  silver-based products.
[59:04.200 --> 59:09.880]  Our most popular silver-based products are the 32-ounce nano silver solutions, our 2-ounce
[59:09.880 --> 59:15.280]  nano silver nasal applicators, as well as our all-natural silver soaps.
[59:15.280 --> 59:19.300]  Just released is our 100% natural silver gel.
[59:19.300 --> 59:23.920]  Our new silver gel is not based on synthetic gelling agents, which quickly evaporate and
[59:23.920 --> 59:25.800]  leave the silver at the surface.
[59:25.800 --> 59:30.760]  But rather, we have formulated our silver gel using the natural skin nourishing chemistry
[59:30.760 --> 59:35.920]  of aloe vera to quickly penetrate and nourish the skin while delivering the silver more
[59:35.920 --> 59:37.660]  effectively.
[59:37.660 --> 59:44.200]  Visit www.SilverLungs.com and click on our store page to find what silver-based products
[59:44.200 --> 59:46.320]  are best for you.
[59:46.320 --> 59:51.160]  That's www.SilverLungs.com.
[59:51.160 --> 59:54.880]  Coast to coast, direct from Austin.
[59:54.880 --> 01:00:01.960]  You're listening to the Alex Jones Broadcasting Network.
[01:00:01.960 --> 01:00:08.520]  From his Central Texas command center, deep behind enemy lines, the information war continues.
[01:00:08.520 --> 01:00:11.640]  It's Alex Jones and the GCN Radio Network.
[01:00:11.640 --> 01:00:16.480]  All right, ladies and gentlemen, I'm back in the saddle again in this segment and the
[01:00:16.480 --> 01:00:17.480]  next.
[01:00:17.480 --> 01:00:24.880]  I'm gonna break down how big a deal it is to have Mohammed Karzai, who is a thug but
[01:00:24.880 --> 01:00:30.320]  put in by the left, come out and say, look, the US government, that means criminal elements
[01:00:30.320 --> 01:00:36.200]  that run it, are staging terror attacks as a pretext to keep control here in Afghanistan
[01:00:36.200 --> 01:00:37.200]  of the opium.
[01:00:37.200 --> 01:00:42.460]  And that's what the full speech gets into.
[01:00:42.460 --> 01:00:44.400]  And it's the elephant in the room.
[01:00:44.400 --> 01:00:50.000]  The Taliban was hired in the late 70s and then Al-Qaeda was created to take over the
[01:00:50.000 --> 01:00:51.000]  region.
[01:00:51.000 --> 01:00:53.740]  The West has always funded the radical Muslims.
[01:00:53.740 --> 01:00:57.120]  And again, I have this special report coming up.
[01:00:57.120 --> 01:00:59.540]  Guys, I hit print on my special report.
[01:00:59.540 --> 01:01:05.480]  It's Al-Qaeda 100% Pentagon run and I think that printer must be out of, it doesn't matter.
[01:01:05.480 --> 01:01:08.520]  I just wanna plug this report, we come back and play it.
[01:01:08.520 --> 01:01:13.680]  This is from 2011, March 31st, 2011.
[01:01:13.680 --> 01:01:16.560]  So that's two years ago.
[01:01:16.560 --> 01:01:24.520]  That's two years ago, I put the piece out, Al-Qaeda 100% Pentagon run.
[01:01:24.520 --> 01:01:29.560]  And by the way, I don't deserve any kudos or any accolades on this front.
[01:01:29.560 --> 01:01:37.040]  This is like going, Alex Jones said that the Yankees baseball team is in New York.
[01:01:37.040 --> 01:01:38.800]  And I went and looked and it's in New York.
[01:01:38.800 --> 01:01:43.440]  Man, that guy is, whoa, that guy's smart, whoa.
[01:01:43.440 --> 01:01:52.160]  I mean, I've never heard of somebody this smart.
[01:01:52.160 --> 01:01:56.360]  And it's not that the general public's stupid, they're experts in mindless garbage.
[01:01:56.360 --> 01:02:01.440]  That's what Bernays and the psych warfare chiefs, 80, 90 years ago, wrote multiple books
[01:02:01.440 --> 01:02:03.400]  on bragging.
[01:02:03.400 --> 01:02:07.280]  Let's not call it the Department of War, let's call it the Department of Defense.
[01:02:07.280 --> 01:02:11.360]  Let's have feminists smoke cigarettes, this young lady likes to smoke cigarettes so women
[01:02:11.360 --> 01:02:12.820]  weren't buying them.
[01:02:12.820 --> 01:02:16.680]  And let's say it's feminists who smoke cigarettes, then we'll get a new market.
[01:02:16.680 --> 01:02:18.480]  It's all about manipulating you.
[01:02:18.480 --> 01:02:22.260]  Well, I wanna tell you all the magic tricks.
[01:02:22.260 --> 01:02:25.320]  And what's funny is they've all written blueprints how they're doing it.
[01:02:25.320 --> 01:02:26.320]  They're that arrogant.
[01:02:26.320 --> 01:02:29.840]  I mean, it was in the news.
[01:02:29.840 --> 01:02:32.920]  Because the press is controlled, but they're just yes men, they're not even operatives,
[01:02:32.920 --> 01:02:33.920]  most of them.
[01:02:33.920 --> 01:02:34.920]  It was in the news.
[01:02:34.920 --> 01:02:39.540]  Al-Qaeda trained at US bases, this colonel went public, Colonel Butler.
[01:02:39.540 --> 01:02:42.440]  Al-Qaeda trained at this air base, Al-Qaeda trained at this Navy base, Al-Qaeda went to
[01:02:42.440 --> 01:02:43.680]  this defense language school.
[01:02:43.680 --> 01:02:47.760]  Yes, the head of the embassy says they were ordered to let Al-Qaeda in by name.
[01:02:47.760 --> 01:02:51.680]  There was a secret program with Mohammed Atta.
[01:02:51.680 --> 01:02:55.800]  And then I went and I interviewed Springman and I interviewed the people and I called
[01:02:55.800 --> 01:03:02.840]  him and I went, folks, all I know is the hijackers were double US agents bare minimum, this should
[01:03:02.840 --> 01:03:03.840]  be a news item.
[01:03:03.840 --> 01:03:06.840]  Hey, folks, they're buying billions of bullets.
[01:03:06.840 --> 01:03:10.560]  There are no bullets, there are no armored vehicles.
[01:03:10.560 --> 01:03:13.320]  The government doesn't run Al-Qaeda, even though it's all admitted.
[01:03:13.320 --> 01:03:18.140]  And now Mohammed Karzai is running around saying this.
[01:03:18.140 --> 01:03:23.960]  And again, I don't agree with him, because I just wanna agree, I know this story's true.
[01:03:23.960 --> 01:03:29.400]  We had army generals and colonels go public in the Times of London and San Francisco Chronicle
[01:03:29.400 --> 01:03:34.120]  about the Airlift of Evil in 2002, saying they would capture Taliban generals, they
[01:03:34.120 --> 01:03:37.640]  would capture Al-Qaeda commanders, and they would be ordered to release them.
[01:03:37.640 --> 01:03:40.040]  But wait, don't just release them.
[01:03:40.040 --> 01:03:49.600]  Here is a chest of gold bars, you know how much a large chest was described to each person
[01:03:49.600 --> 01:03:54.960]  to go start their new operation in Pakistan.
[01:03:54.960 --> 01:03:58.160]  And it's incredible how they BS these top Muslims, cuz they're all part of these weird
[01:03:58.160 --> 01:03:59.800]  Masonic Muslim lodges.
[01:03:59.800 --> 01:04:03.680]  And they really think they're part of the Red Fez Brigade and all this weird stuff.
[01:04:03.680 --> 01:04:07.000]  And there's this back channel, but really it's just criminals on top.
[01:04:07.000 --> 01:04:10.680]  And even the suicide bombers think they're fighting America, and all they're adding is
[01:04:10.680 --> 01:04:16.280]  a simulant, so that there are real people killing our troops, so there's an excuse to
[01:04:16.280 --> 01:04:17.280]  be there.
[01:04:17.280 --> 01:04:20.600]  See, if there aren't people killing our troops, there's no reason to be there.
[01:04:20.600 --> 01:04:23.640]  So you don't, this is so amazing.
[01:04:23.640 --> 01:04:29.180]  It's on record that they took like 10, 12, 13, 14-year-old kids and put them in rings,
[01:04:29.180 --> 01:04:33.560]  in ditches, in trenches.
[01:04:33.560 --> 01:04:38.680]  Then the weeks before 9-11, knowing the attack was coming, it was all staged, the fight for
[01:04:38.680 --> 01:04:42.160]  Allah, CIA Al Qaeda commanding them.
[01:04:42.160 --> 01:04:45.600]  And then they weren't allowed to attack the actual cities with the bombardments.
[01:04:45.600 --> 01:04:51.400]  They just killed kids as a simulant for our news cameras to say, look, we've gone and
[01:04:51.400 --> 01:04:52.400]  invaded.
[01:04:52.400 --> 01:04:54.660]  I mean, let me tell you, is that not evil?
[01:04:54.660 --> 01:04:56.140]  Is that not incredible?
[01:04:56.140 --> 01:04:59.080]  And that's all that's going on here, folks.
[01:04:59.080 --> 01:05:04.640]  Introducing Pro One, all of your filtration in one system, portable, on the go.
[01:05:04.640 --> 01:05:09.240]  No more do you have two or three filters to just reduce sodium fluoride.
[01:05:09.240 --> 01:05:14.680]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosolicic
[01:05:14.680 --> 01:05:15.680]  acid.
[01:05:15.680 --> 01:05:20.280]  Advanced manufacturing technology combines silver impregnated white ceramic with new
[01:05:20.280 --> 01:05:25.240]  aqua medics advanced media for removal of fluoride and other heavy metals, all in one
[01:05:25.240 --> 01:05:26.240]  filter element.
[01:05:26.240 --> 01:05:29.200]  It is the only one that does it and out of the gates.
[01:05:29.200 --> 01:05:32.860]  We have a discounted at 10% off with promo code water.
[01:05:32.860 --> 01:05:40.440]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines,
[01:05:40.440 --> 01:05:46.000]  ammonia and chlorine, hydrofluorosolic acid, the most common form of fluoride not covered
[01:05:46.000 --> 01:05:50.200]  by other fluoride filter brands and sodium hexafluorosilicate.
[01:05:50.200 --> 01:06:02.960]  Get your Pro Pure with the new Pro One filters today at infowarstore.com or by calling 888-253-3139.
[01:06:02.960 --> 01:06:18.920]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[01:06:18.920 --> 01:06:23.840]  Well the known opium dealer whose brother was the admitted top opium dealer in the world,
[01:06:23.840 --> 01:06:29.840]  Mohammed Karzai, has come out in a major speech saying that the United States is running Al
[01:06:29.840 --> 01:06:36.400]  Qaeda and Taliban and bombing bases and bombing hotels as a pretext to stay there.
[01:06:36.400 --> 01:06:41.480]  Now he's a horrible thug, but a dictator, they have fake elections put in by the West.
[01:06:41.480 --> 01:06:46.880]  It's not the US government, it's the criminal globalist that are running Al Qaeda.
[01:06:46.880 --> 01:06:55.520]  And here's a report I filed on March 31st, 2011 titled Al Qaeda 100% Pentagon run breaking
[01:06:55.520 --> 01:06:56.920]  it all down.
[01:06:56.920 --> 01:07:02.780]  Again, the fact is Al Qaeda is used to take over countries, it's used to threaten America,
[01:07:02.780 --> 01:07:04.640]  it's used to bring in world government.
[01:07:04.640 --> 01:07:07.700]  Al Qaeda works for the globalist, here it is.
[01:07:07.700 --> 01:07:12.600]  The system thinks you're stupid, they think you're morons.
[01:07:12.600 --> 01:07:16.320]  And I'm about to cover one of the biggest examples of this in modern history.
[01:07:16.320 --> 01:07:20.520]  One of the biggest hoaxes I've ever seen.
[01:07:20.520 --> 01:07:25.240]  Anyone who's followed the news for the last few decades, anyone who's researched, admitted
[01:07:25.240 --> 01:07:33.840]  mainline history, knows that Al Qaeda was CIA created with the backing and support of
[01:07:33.840 --> 01:07:38.400]  the Saudi Arabians and the Israelis as well as Pakistani intelligence.
[01:07:38.400 --> 01:07:43.200]  Zbigniew Brzezinski's written two books bragging that in 79 they created the group, had them
[01:07:43.200 --> 01:07:47.700]  attacked the Russians to get them to then invade Afghanistan so that the Soviets could
[01:07:47.700 --> 01:07:48.960]  have their quote Vietnam.
[01:07:48.960 --> 01:07:50.840]  This is a fact.
[01:07:50.840 --> 01:07:54.440]  And the Muslim brigades being controlled by British intelligence goes back to Lawrence
[01:07:54.440 --> 01:07:55.440]  of Arabia.
[01:07:55.440 --> 01:07:58.860]  And then Hitler took over the Middle East during the first few years of World War II
[01:07:58.860 --> 01:08:01.040]  and they went over to his control.
[01:08:01.040 --> 01:08:06.800]  But the hoax is that in the attack against the Serbs to take over Serbia, it was admitted
[01:08:06.800 --> 01:08:14.200]  Al Qaeda and Osama bin Laden running those operations and then NATO came in and bombed
[01:08:14.200 --> 01:08:19.040]  all of Serbia and they were forced to give up one third of their land basically to Albanian
[01:08:19.040 --> 01:08:23.000]  backed Muslim rebels who were calling themselves Al Qaeda.
[01:08:23.000 --> 01:08:28.380]  Then of course, we have the attacks of 9-11 and the Newsweek headlines about hijackers
[01:08:28.380 --> 01:08:34.120]  trained at US bases and the Dean of the Defense Language School coming out and saying that
[01:08:34.120 --> 01:08:36.200]  they were trained at US bases.
[01:08:36.200 --> 01:08:40.840]  And then you have the Times of London as well reporting on the airlift of evil.
[01:08:40.840 --> 01:08:45.540]  Months after the Afghanistan war started, US military and British military captured
[01:08:45.540 --> 01:08:50.920]  thousands of top Al Qaeda and Taliban commanders and they would be ordered to release them
[01:08:50.920 --> 01:08:57.420]  and fly them out into Pakistan to start the next wave of destabilization.
[01:08:57.420 --> 01:09:07.200]  So Al Qaeda on record is a CIA slash British slash Israeli slash Saudi Arabian creation
[01:09:07.200 --> 01:09:10.360]  and they're used all over the world.
[01:09:10.360 --> 01:09:16.360]  And then you add to that Fox News AP last October 2010 reporting Amr al-Awlaki, the
[01:09:16.360 --> 01:09:21.280]  guy they're now saying is more powerful than Osama bin Laden, trained in the US, ran the
[01:09:21.280 --> 01:09:27.040]  underwear bombing, the Christmas Day event, ran the Fort Hood shooting, ran the Times
[01:09:27.040 --> 01:09:31.360]  square attack, the list goes on and on, the shoe bomber.
[01:09:31.360 --> 01:09:35.760]  He's always handling these patsies and it turns out he's secretly hanging out at the
[01:09:35.760 --> 01:09:40.480]  Pentagon when he's been on the most wanted list and getting orders and having dinner
[01:09:40.480 --> 01:09:45.400]  with the Secretary of the Army and top brass while he's on the news as the head of Al Qaeda.
[01:09:45.400 --> 01:09:47.560]  Julie Kurtz transits from Washington.
[01:09:47.560 --> 01:09:49.320]  You've got to be kidding me.
[01:09:49.320 --> 01:09:50.920]  Yeah, here's what we know.
[01:09:50.920 --> 01:09:55.720]  Fox News has learned that Amr al-Awlaki, the American Muslim cleric, remember him with
[01:09:55.720 --> 01:10:02.000]  a worldwide following, dined with military brass at the Pentagon within months of a 9-11
[01:10:02.000 --> 01:10:03.000]  attacks.
[01:10:03.000 --> 01:10:10.280]  Now, you add to this hoax now that the openly Western funded rebels in the east of Libya,
[01:10:10.280 --> 01:10:15.320]  and I'm not saying Qaddafi's a good guy, the point is the West overthrew Egypt and its
[01:10:15.320 --> 01:10:19.280]  own puppet to the east of Libya.
[01:10:19.280 --> 01:10:21.240]  They've brought down Tunisia.
[01:10:21.240 --> 01:10:28.600]  Now it's admitted that British special forces were inside Eastern Libya even before the
[01:10:28.600 --> 01:10:30.540]  latest rebellion started.
[01:10:30.540 --> 01:10:35.680]  So Al Qaeda rebels and it's admitted that the head of the Libyan rebels was trained
[01:10:35.680 --> 01:10:40.800]  by the CIA for decades in Virginia and he admits that he's working with Al Qaeda.
[01:10:40.800 --> 01:10:41.960]  Al Qaeda.
[01:10:41.960 --> 01:10:47.380]  And so I have to get up here and either say no to this hoax and expose the facts or say
[01:10:47.380 --> 01:10:52.300]  I'm a bad American because I refuse to say that now Al Qaeda are freedom fighters and
[01:10:52.300 --> 01:10:53.720]  great people.
[01:10:53.720 --> 01:10:58.800]  I must refuse to be ignorant and not face the facts of history.
[01:10:58.800 --> 01:11:03.800]  But the average gullible person out there who buys into the system will make the decision
[01:11:03.800 --> 01:11:05.880]  to say, I guess Al Qaeda's good.
[01:11:05.880 --> 01:11:10.040]  It's like 1984, we've never been at war with East Asia and the next day we've always been
[01:11:10.040 --> 01:11:11.920]  at war with East Asia.
[01:11:11.920 --> 01:11:15.720]  And if you pointed out that, well, you said we were at war with them yesterday, but we're
[01:11:15.720 --> 01:11:22.080]  not at war today and that we were never at war, then you get arrested in that system.
[01:11:22.080 --> 01:11:26.980]  And that's basically where this country and where the West is going, where the system
[01:11:26.980 --> 01:11:35.680]  thinks we're so stupid that Western intelligence is in the east of Libya, using radical Muslim
[01:11:35.680 --> 01:11:42.280]  Al Qaeda backed out of Saudi Arabia and arms out of Saudi Arabia and Egypt to destabilize
[01:11:42.280 --> 01:11:43.280]  Gaddafi.
[01:11:43.280 --> 01:11:46.920]  And Gaddafi then fights armed force trying to overthrow the government.
[01:11:46.920 --> 01:11:53.480]  And our media calls them protesters, protesters who had tanks and missile launchers and Western
[01:11:53.480 --> 01:11:54.480]  weapons.
[01:11:54.480 --> 01:11:58.080]  The poor protesters and the media lied and said he strafed protesters turned out that
[01:11:58.080 --> 01:11:59.080]  wasn't true.
[01:11:59.080 --> 01:12:02.960]  The media lied and said that he'd run to Venezuela to try to give the rebels support, think they
[01:12:02.960 --> 01:12:04.080]  would win.
[01:12:04.080 --> 01:12:09.640]  It doesn't mean that there aren't groups in Libya who don't like the goofy dictator Muammar
[01:12:09.640 --> 01:12:11.480]  Gaddafi.
[01:12:11.480 --> 01:12:16.280]  But Muammar Gaddafi is independent and has tried to build a strong Africa outside of
[01:12:16.280 --> 01:12:17.560]  the New World Order.
[01:12:17.560 --> 01:12:19.260]  And that's why he must be brought down.
[01:12:19.260 --> 01:12:23.160]  He doesn't have a international private central bank running his country.
[01:12:23.160 --> 01:12:24.920]  They have their own central bank.
[01:12:24.920 --> 01:12:26.840]  And that's why the system is doing this.
[01:12:26.840 --> 01:12:30.960]  And they think we have no memory where they're telling us Al Qaeda is horrible, we've got
[01:12:30.960 --> 01:12:34.720]  to take all your liberties in America because they may attack you any minute.
[01:12:34.720 --> 01:12:37.360]  The end of the Bill of Rights, freedom is dead.
[01:12:37.360 --> 01:12:42.440]  America surrenders and gives up all its rights to Homeland Security to keep us safe because
[01:12:42.440 --> 01:12:43.820]  of Al Qaeda.
[01:12:43.820 --> 01:12:50.000]  But then Al Qaeda, who wants to overthrow the secular Arab leader, Gaddafi, is being
[01:12:50.000 --> 01:12:51.920]  brought in to do this.
[01:12:51.920 --> 01:12:55.240]  And then we're being told it's humanitarian and we've got to bomb them and attack them
[01:12:55.240 --> 01:12:56.400]  to protect them.
[01:12:56.400 --> 01:12:58.880]  I mean, think about it, folks.
[01:12:58.880 --> 01:13:03.880]  Amr al-Awlaki, the number one guy under a mid laden secretly hanging out the Pentagon.
[01:13:03.880 --> 01:13:07.720]  The Taliban and Al Qaeda being flown out to safety in the first few months of the Afghan
[01:13:07.720 --> 01:13:10.040]  war to start the next crisis.
[01:13:10.040 --> 01:13:11.400]  Al Qaeda being used to attack the Serbs.
[01:13:11.400 --> 01:13:15.280]  When the Serbs fight back, it's humanitarian, we've got to bomb them.
[01:13:15.280 --> 01:13:19.920]  They just move Al Qaeda around all over the world, call them humanitarian freedom fighters
[01:13:19.920 --> 01:13:21.520]  if anybody resists them.
[01:13:21.520 --> 01:13:25.360]  And then the UN and NATO comes in and bombs the daylights out of them.
[01:13:25.360 --> 01:13:31.520]  But at least with the attack in the 90s against Serbia, they went and got congressional authorization
[01:13:31.520 --> 01:13:32.520]  for force.
[01:13:32.520 --> 01:13:37.360]  And he's bush with his illegal wars, because they were still wars of aggression, but he
[01:13:37.360 --> 01:13:42.520]  went and got the Congress to sign off on it, wasn't engaged in that form of brazen treason.
[01:13:42.520 --> 01:13:49.800]  Obama, less than 48 hours after the UN gave that resolution to invade, openly in front
[01:13:49.800 --> 01:13:51.800]  of everyone.
[01:13:51.800 --> 01:13:57.720]  He ordered the US military to start bombing and firing cruise missiles when out in the
[01:13:57.720 --> 01:14:03.400]  open, the UN had given the order and Obama hadn't even consulted Congress.
[01:14:03.400 --> 01:14:06.920]  This is a huge issue that's taking place here, my friends.
[01:14:06.920 --> 01:14:10.560]  And I hope you'll research the fact that Al Qaeda is an arm of the globalist.
[01:14:10.560 --> 01:14:13.040]  Al Qaeda is an arm of the New World Order.
[01:14:13.040 --> 01:14:18.760]  Al Qaeda is a system that the New World Order uses to menace civilizations into giving up
[01:14:18.760 --> 01:14:21.080]  their liberties in the name of protection.
[01:14:21.080 --> 01:14:26.080]  And also to go stir up revolutions and wars to then pose as freedom fighters so the globalist
[01:14:26.080 --> 01:14:28.920]  have an excuse to come in and take over countries.
[01:14:28.920 --> 01:14:35.780]  This is 21st century imperialism and Al Qaeda is the key set piece on this game of chess
[01:14:35.780 --> 01:14:38.560]  to bring us into the world government.
[01:14:38.560 --> 01:14:43.540]  They are a creation of the private banking cartels who are waging wars against the nation
[01:14:43.540 --> 01:14:49.120]  state and all basic liberties that defend the rights of the indigenous populations of
[01:14:49.120 --> 01:14:50.120]  the nation states.
[01:14:50.120 --> 01:14:56.960]  Al Qaeda is CIA, is MI6, is Mossad, is Saudi Arabian intelligence.
[01:14:56.960 --> 01:15:03.240]  And they've got British SAS dressed up like Al Qaeda shooting at police in Basra to get
[01:15:03.240 --> 01:15:05.360]  Sunnis and Shiites killing each other.
[01:15:05.360 --> 01:15:09.100]  I mean, Al Qaeda is the Swiss Army knife of destabilization.
[01:15:09.100 --> 01:15:14.520]  They are that magic go to tool that's used to foment the crisis so the globalists have
[01:15:14.520 --> 01:15:16.480]  the excuse to offer the solution.
[01:15:16.480 --> 01:15:22.240]  We've broken down one of the biggest modern ongoing hoaxes in history where you're un-American
[01:15:22.240 --> 01:15:25.120]  if you don't support the freedom fighters of Al Qaeda.
[01:15:25.120 --> 01:15:29.000]  Well, I don't support them and I don't agree with what Ronald Reagan said about them saying
[01:15:29.000 --> 01:15:30.920]  that they were founding father material.
[01:15:30.920 --> 01:15:32.320]  I don't like Al Qaeda.
[01:15:32.320 --> 01:15:35.520]  Now, you may hate me because I don't love Al Qaeda.
[01:15:35.520 --> 01:15:37.020]  I'm not gonna apologize.
[01:15:37.020 --> 01:15:38.020]  I'm sorry.
[01:15:38.020 --> 01:15:40.960]  I hate Al Qaeda and I hate their handlers even more.
[01:15:40.960 --> 01:15:45.200]  All right, folks, that's my report from two years ago.
[01:15:45.200 --> 01:15:49.680]  We're gonna come back from break and get into the fact that, I mean, I said that months
[01:15:49.680 --> 01:15:56.120]  ago when it happened, the West is blowing up major buildings and infrastructure in Afghanistan
[01:15:56.120 --> 01:16:00.700]  as an excuse to keep US troops there to get the opium.
[01:16:00.700 --> 01:16:05.200]  Devastating events like earthquakes, tornadoes, floods, hurricanes, or the threat of martial
[01:16:05.200 --> 01:16:09.240]  law have highlighted the need for Americans to prepare for emergencies.
[01:16:09.240 --> 01:16:13.000]  As a result, millions are stockpiling food, gold, and weapons.
[01:16:13.000 --> 01:16:18.240]  But how will these items help if you or one of your loved ones becomes ill?
[01:16:18.240 --> 01:16:23.240]  Supernatural Silver is the ultimate tool to prepare you for a medical emergency.
[01:16:23.240 --> 01:16:28.240]  Supernatural Silver is a natural antibiotic that is uniquely effective against bacteria,
