[00:00.000 --> 00:21.000]  If you are receiving this transmission, you are the resistance.
[2:06:46.700 --> 2:07:03.700]  Puchenek said yesterday's doctor medical doctor. A lot of people have already had this and I opened the phone number up. We've got nurses calling doctors calling people with boyfriends in China, who are American citizens that are on locked out with the hotel manager dead and all these medical
[2:07:03.700 --> 2:07:22.700]  doctors. I mean, it looks bad. And like Steve Puchenek said yesterday, it's true. Trump has got to not have them say he was hit flat footed. He's got to appoint a certain general that's a virologist or a crisis manager. And he's got to go ahead and say everything's okay. But this, you know, we'll handle it. We handle
[2:07:22.700 --> 2:07:42.700]  World War Two. We handle whatever we got to handle this because we're all focused on this ridiculous show trial in the Senate. And I made a big deal about it yesterday. So did Senator Paul. I mean, now they're saying Trump's a Chinese agent. I mean, this with no evidence. This is this is sabotage. I want to go through calls with Dr. Puchenek while he's here.
[2:07:42.700 --> 2:08:11.700]  He's a very busy guy, Steve Puchenek.com. And again, he was involved in the founding of Delta Forest co-wrote books with Tom Clancy, did the TM David Accords, did so many other big things since then. It's a lot of trouble on my show in general. And people always see the stuff I do. And I'm not bragging. I'm just saying how the world works. There's doers. And then there's people that sit on the sidelines. And there's those that claim they were the doers. I've learned in my life. I don't want to be gross here. But it's like a woman that puts out and likes it. She's like having sex constantly and loves it. There's women that act like they want sex. They don't.
[2:08:11.700 --> 2:08:23.700]  So it's kind of like in politics or life. There's people that do stuff. There's people that don't. So Puchenek always says this stuff on air and listeners are like, this guy, he said he did this. He said he did that. What's crazy is I went and looked up. He did it.
[2:08:23.700 --> 2:08:36.700]  So, you know, I don't want to compare him to like, you know, Marilyn Monroe or someone she did in Hollywood. But you're either doing stuff or yarn. And I'm in the arena, Puchenek's in the arena. I want to, these calls are insane. I want to go to those two.
[2:08:36.700 --> 2:08:49.700]  But this, look, I don't want to cause a panic, obviously. But the Pentagon's buying up all the food. China, they're shutting down the flights. We're getting calls. There's dead people all over the place. Doc, I get it.
[2:08:49.700 --> 2:09:09.700]  pneumonia is bad. It's the bad every year. They never hype it up. pneumonia is much worse than flu. They obviously flu is this biggest killer. pneumonia is, I know pneumonia is bad. It kills a lot of my family. So I get that you're saying it's normal. It's okay.
[2:09:09.700 --> 2:09:20.700]  But why is the White House so subdued? What do you and your prime projection sees going on here? And who was behind? They're like hyping it, but saying they're not hyping it. It's very nuanced.
[2:09:20.700 --> 2:09:33.700]  Okay, let me start by saying that I heard what your last caller said and I respect what he is. I'm not here to deny or claim anything. Number one, this is not biological warfare.
[2:09:33.700 --> 2:09:42.700]  I wrote a whole novel on biological warfare 20 years ago predicting what would happen. The truth of the matter is why would the Chinese attack themselves?
[2:09:42.700 --> 2:10:00.700]  No, it's not something that Chinese want to do. Again, you've got to remember, you're granting to the leaders of most countries powers and capabilities that they don't have. Trump is effective in what he does, but he can't be totally effective.
[2:10:00.700 --> 2:10:04.700]  No, no, I totally agree. The average world leader just goes around pontificating.
[2:10:04.700 --> 2:10:27.700]  Let me explain what this virus is. The bats of China and all over the world carry the coronavirus. They happen to carry many, many diseases. They're one of the few mammals in our hierarchy which can live with multiple viruses and diseases, and they transmitted very quickly to humans.
[2:10:27.700 --> 2:10:39.700]  We in turn, as mammals, cannot carry many viruses. What's happening now, with all due respect, number one, this is not biological warfare. Number two, this is not weaponized.
[2:10:39.700 --> 2:10:50.700]  Number three, we already have the genetic coding on this virus, and the reason we have it now and we didn't have it in SARS is that we're moving very fast.
[2:10:50.700 --> 2:10:57.700]  As much as I said, I still hear all that. I don't want to, I want to believe it. Bat soup did this.
[2:10:57.700 --> 2:11:05.700]  Well, it's not a question of theory. It's a question of that's the reality that bats carry from China and we have it here in the United States.
[2:11:05.700 --> 2:11:10.700]  Why are they shutting down the flights? Why are they hysteria?
[2:11:10.700 --> 2:11:22.700]  It's not hysteria. What's happening is the airlines do not want to be part of the vector that transmits the actual virus. That's reasonable. That's part of public health service.
[2:11:22.700 --> 2:11:33.700]  When I said, look, we need a public health service plan, whatever is happening. And guess what? As a result of your show, AZA showed up, the Secretary of Health and Human Services.
[2:11:33.700 --> 2:11:41.700]  But more importantly, there's a young... Do you really think us calling for Trump to take action had an effect? Because they're not saying they may shut down all the flights.
[2:11:41.700 --> 2:11:58.700]  No, no, no. It had an effect. And I'll tell you why. For personal reasons, the gentlemen who trained me at Cornell University Medical College and is now the director of the Institute of Infectious Diseases and Allergies is Anthony Fauci.
[2:11:58.700 --> 2:12:09.700]  You cannot corrupt Fauci. Let me tell you, this is an excellent clinician. He's been there 30 years. Fauci stepped forward and clearly said the following.
[2:12:09.700 --> 2:12:18.700]  What I said yesterday, I didn't influence him. He said, look, we broke down the genome in 24 hours. We never did that before.
[2:12:18.700 --> 2:12:28.700]  With a SARS virus, it took us three months to figure out what is the genetic makeup of that virus. Now we broke it down. We know exactly what the makeup looks.
[2:12:28.700 --> 2:12:40.700]  Now we can develop that vaccine within a few days to a month. The problem is, if we go through the clinical trials, which are animals and humans, we have to shorten that.
[2:12:40.700 --> 2:12:56.700]  And having been in that business with my last company, I would suggest to Tony Fauci and others that you cut out the dog elements. You speed up the clinical tests and go into phase two and three because it's so important.
[2:12:56.700 --> 2:13:10.700]  In other words, what you did without realizing it, what we had done was to bring forth Azar and Tony Fauci to explain to the country, this is what's going to happen. We don't need to panic.
[2:13:10.700 --> 2:13:30.700]  Number two, with all due respect to you and my respect to me as Marilyn Monroe, there is no financial effect on it. I do day trading and I would have told you yesterday, Tuesday afternoon, we had a problem and today the markets are roaring up for one simple reason.
[2:13:30.700 --> 2:13:35.700]  America cannot be, you know, it's the notion of the Republic, what we said very clearly.
[2:13:35.700 --> 2:13:41.700]  The worst things get around the world, we get stronger. I get it.
[2:13:41.700 --> 2:13:49.700]  I'm a medical doctor like you, but I know that I can get a little bit of a bad thing. My body learns how to defeat it. I know vaccines, real technology, I want good vaccines.
[2:13:49.700 --> 2:14:03.700]  The history of corruption and problems and all of this, that's where people have issues. They go, oh, you're against vaccines. No, we're against, you even, I saw retweeted that when we put it out, the UN head scientist saying they're covering up problems with vaccines.
[2:14:03.700 --> 2:14:06.700]  We need to fix those problems.
[2:14:06.700 --> 2:14:20.700]  Okay, let me get into, you know, Johnson and Johnson, these corporations are going into make vaccine. I'm not as interested in the manufacturing part as I was in the fact that we have a de novo model, a paradigm.
[2:14:20.700 --> 2:14:29.700]  In other words, when Fauci says to you publicly, and I know him because he trained me for years and we were friends and he's an excellent clinician and researcher.
[2:14:29.700 --> 2:14:45.700]  This is not a man who you can corrupt, trust me. And he basically said exactly what I said, within 24 hours, we know the genome within a month, we will probably have the vaccine, but it'll take us few more months because we will do the clinical trials.
[2:14:45.700 --> 2:14:56.700]  What I'm suggesting now, and believe me, they listen to you, is that they cut out the animal part of the trials, part three, and then even part two and go into the clinical trials right away.
[2:14:56.700 --> 2:15:07.700]  That's an unusual expedition. This is not about making money because the spotlight is on every corporation that can make money. They're not interested at this point in making money.
[2:15:07.700 --> 2:15:14.700]  They actually failed in developing drugs that were so expensive, quite frankly.
[2:15:14.700 --> 2:15:24.700]  I understand. I hear a medical doctor getting the technical stuff. Why is there such hysteria then? Hysteria on one side is saying, oh, it's not a problem on the other. What do you really think is going on?
[2:15:24.700 --> 2:15:37.700]  The real dynamic, with all due respect, Alex, it's always a dyadic relationship. When we say this corruption, we also have the anti-porn, we have the opposite of the corruption.
[2:15:37.700 --> 2:15:47.700]  The hysteria is not generated by the central government. Trump hasn't said anything. He still talks about the Israeli deal and NIH and HHS.
[2:15:47.700 --> 2:15:54.700]  But the people are organically pissed. I didn't generate this hysteria.
[2:16:17.700 --> 2:16:32.700]  It's not just one, but all your devices with one out of the box setup. Plus, Flash Routers also enhances your wireless network performance and unlocks powerful router management tools to let you take total control of your network.
[2:16:32.700 --> 2:16:52.700]  Call or click Flash Routers today at 1-866-509-5817 or FLASHROUTERS.COM. That's 1-866-509-5817 or flashrouters.com. Protect your wireless home network today with Flash Routers.
[2:16:52.700 --> 2:17:03.700]  Fellow patriots, my name is Todd Savage, founder of Black Rifle Real Estate.com. Like you, I was a prisoner of the out-left sanctuary state until one day I chose to lead my family to freedom.
[2:17:03.700 --> 2:17:11.700]  Today we live on a sustainable 20-acre homestead where we shoot, hunt, garden, and homeschool our children without the tyranny of the nanny state looking over us.
[2:17:11.700 --> 2:17:22.700]  If you're ready to flee the city to the freedom of Idaho or Montana, our Black Rifle Real Estate team is here to help. Go to BlackRifleRealEstate.com. That's BlackRifleRealEstate.com.
[2:17:41.700 --> 2:17:52.700]  And your loved ones, the excitement and tradition of Slingbow, a new frontier in archery and truly modern twist on this primitive survival tool. Feel the thrill only at Slingbow.com.
[2:18:11.700 --> 2:18:25.700]  The air filtration system is a powerful ally in the fight against the dangerous toxins and viruses in the air. Powerful, quiet, and effective, the breeze uses a four-step purification process to help you breathe easier and cleaner.
[2:18:25.700 --> 2:18:34.700]  Similar systems could cost hundreds to even thousands of dollars, but the Alexa Pure Breeze air purification is the best and most affordable bar none.
[2:18:34.700 --> 2:18:47.700]  The breeze and the ion-clustered patented technology used in the system eliminate up to 99.97% of airborne contaminants. Get the Alexa Pure Breeze today and save big on a world-class air filtration system for your home.
[2:18:47.700 --> 2:18:53.700]  Don't keep breathing toxic or dangerous air. Get this special today at InfoWarsStore.com.
[2:18:53.700 --> 2:19:05.700]  I wanted to talk about super silver whitening toothpaste because I hadn't tried it except for maybe the last week and a half. And I told Alex, I said, man, this is the best toothpaste I've ever tried. He's like, well, what are you doing just sitting in here telling me?
[2:19:05.700 --> 2:19:17.700]  You got to get up there and tell people. So here I am telling people, super silver whitening toothpaste is by far the best toothpaste I've ever tried. And I'm 45 years old and I've tried a lot of different toothpaste.
[2:19:17.700 --> 2:19:30.700]  And it's fluoride free. I think the big difference the game changer in this is the coral calcium because after I brush my teeth with this, they feel so clean and the toothpaste that I don't even like rinse out my mouth after I brush my teeth with this.
[2:19:30.700 --> 2:19:55.700]  It feels so good. It feels like good things are happening in my mouth. In fact, I find myself brushing my teeth three to four times a day rather than just twice a day now because I like the way it feels.
[2:19:55.700 --> 2:20:05.700]  You're listening to the Alex Jones show.
[2:20:05.700 --> 2:20:32.700]  All right, you talked about a character. We got Dr. Steve Piccini who has been involved in everything you can imagine in the U.S. government, but I think he's a good guy on the Patriot.
[2:20:32.700 --> 2:20:40.700]  He's here selling us on a vaccine. We all need for this. And I want to explain something. I'm not agreeing with them just to agree with them.
[2:20:40.700 --> 2:20:53.700]  Vaccine technology is real. If it isn't full of cancer viruses and adjuvants and toxins and cover ups and secret vaccine funds, they always go, you don't believe in science. You're against vaccines.
[2:20:53.700 --> 2:21:06.700]  My grandmother, who died a few years ago at 92, her doctor told her, you got it from the vaccine. And she just tucked it out and was in her iron lung for a while and still lived on.
[2:21:06.700 --> 2:21:13.700]  But my mother, when she was three years old, watched her in that iron lung. That was dramatic. So I always learned about the vaccine, did that to my grandma.
[2:21:13.700 --> 2:21:25.700]  So, you know, they say, oh, well, the problems are outweighed by the benefits. But separate from a vaccine, Dr. Piccini, and then Mike Adams is popping in.
[2:21:25.700 --> 2:21:34.700]  I promised all the callers. God bless them. They're amazing. We're going to get to them with you separately. Why are they hyping it up so big if it isn't a big deal?
[2:21:34.700 --> 2:21:45.700]  I want to believe you. Why are they acting like it's the end of the world? Is it some global world health drill to get folks ready for something? Is it a vaccine drive? I mean, you're hooked into a lot of smart folks.
[2:21:45.700 --> 2:21:49.700]  I know that. What do you think is really going on?
[2:21:49.700 --> 2:21:58.700]  Let me add what, again, remember, you and I understand there are what appears to be contradictory forces in everything we do.
[2:21:58.700 --> 2:22:08.700]  On the one hand, I'm telling you that there is a vaccine that could stop this virus. On the other hand, I told you that I treated it with antibiotics and I'm fine.
[2:22:08.700 --> 2:22:16.700]  I went through this thirdly and most importantly, and why I said there is a condition where I do not approve the vaccines.
[2:22:16.700 --> 2:22:26.700]  And that's when these are young kids and you're giving them 22 or 23 or 30 vaccinations for measles, mumps and everything.
[2:22:26.700 --> 2:22:28.700]  That's where I disagree with this.
[2:22:28.700 --> 2:22:33.700]  I mean, I don't stalk you, but I've seen you tweet our stuff exposing vaccine danger.
[2:22:33.700 --> 2:22:37.700]  That's correct. But let us let us not throw out the baby in the bath.
[2:22:37.700 --> 2:22:44.700]  No, no, I get it. I get it. I get it exactly like kids are getting too many, but clean vaccines could be good for adults.
[2:22:44.700 --> 2:22:55.700]  That's correct. Now, by the time let me make another prediction by the time the vaccine is out, I will guarantee you this virus will be gone.
[2:22:55.700 --> 2:22:59.700]  The coronavirus will be gone. It will be contained.
[2:22:59.700 --> 2:23:06.700]  Some people will die as a result of whatever the immune system is and that we cannot prevent.
[2:23:06.700 --> 2:23:08.700]  So what is the hysteria then?
[2:23:08.700 --> 2:23:10.700]  I don't know where the hysteria is coming from.
[2:23:10.700 --> 2:23:16.700]  Well, China is locking down and the flight is being carried. This is way bigger than like bird flu hoax.
[2:23:16.700 --> 2:23:20.700]  Well, no, no. But listen, when we had Ebola, we had the same thing.
[2:23:20.700 --> 2:23:26.700]  Ebola was far more lethal and we had to put in military soldiers overseas.
[2:23:26.700 --> 2:23:29.700]  What's happening now is what I said before.
[2:23:29.700 --> 2:23:35.700]  There are standard procedures for an outbreak of any type of flu or problem.
[2:23:35.700 --> 2:23:39.700]  That standard procedure is you do not become a vector.
[2:23:39.700 --> 2:23:44.700]  In other words, you do not facilitate the carrying of that virus to other countries.
[2:23:44.700 --> 2:23:50.700]  And because we have such fluid mobility, we didn't have it in 1918 when 20 million died.
[2:23:50.700 --> 2:23:55.700]  1919 when another 20 million died. This is not going to happen now.
[2:23:55.700 --> 2:23:59.700]  What we have now is sanitation. What you said yesterday was correct.
[2:23:59.700 --> 2:24:05.700]  Sanitation is what did it, not the vaccine. So why is Trump waiting not to create a panic?
[2:24:05.700 --> 2:24:13.700]  I think Trump was focusing on something else. I would have loved for him to step forward and say, look, America, we don't have a problem.
[2:24:13.700 --> 2:24:16.700]  We don't want to overshadow the fake trial. Be presidential.
[2:24:16.700 --> 2:24:20.700]  Say the military is going to take care of it. Because that's the military's job.
[2:24:20.700 --> 2:24:23.700]  I'm not, the left-exlect is calling the military's fascist.
[2:24:23.700 --> 2:24:28.700]  The military involved with the border. And if fascist disease is their job in the Constitution.
[2:24:28.700 --> 2:24:39.700]  I understand. But what I told you last time, I don't want, I was part of something where we deployed to Liberia and Sierra Leone to stop Ebola.
[2:24:39.700 --> 2:24:48.700]  Last time, we have deployments into China to bring back people who will be isolated because they might be carriers.
[2:24:48.700 --> 2:24:51.700]  That's not hysteria. That's just a common practice.
[2:24:51.700 --> 2:24:55.700]  Hysteria would be if we shut down everything, nobody's going anywhere.
[2:24:55.700 --> 2:24:58.700]  No, I get it. Mike Adams has breaking news. Stay right there.
[2:24:58.700 --> 2:25:04.700]  CDC diverts flights. American evacuees to military base. California's coronavirus pandemic spreads.
[2:25:04.700 --> 2:25:09.700]  I'm a smart guy. Steve Bachanik, sir. Whether it's Steve Bachanik.com. Mike Adams, what do you have?
[2:25:09.700 --> 2:25:12.700]  Thanks for having me on, Alex. Fascinating discussion, listening to both of you.
[2:25:12.700 --> 2:25:15.700]  I don't mean to take much time. You've got important callers as well.
[2:25:15.700 --> 2:25:23.700]  But the CDC has diverted a flight in California to a military air reserve base.
[2:25:23.700 --> 2:25:28.700]  This flight was of the evacuees from China up to 240 Americans.
[2:25:28.700 --> 2:25:36.700]  It was screened in Alaska. The flight was supposed to land in the Ontario International Airport in California where they were going to be quarantined.
[2:25:36.700 --> 2:25:45.700]  Instead, they were diverted to this military air reserve base, and now it's not clear whether they're going to be quarantined or just released into the public.
[2:25:45.700 --> 2:25:51.700]  Furthermore, it's now confirmed, these are statements from the Pentagon. We've got the links in the story.
[2:25:51.700 --> 2:25:59.700]  The U.S. military has activated its Defense Threat Reduction Agency, CTRA, which has been working alongside the CDC as a...
[2:25:59.700 --> 2:26:04.700]  So that standard procedure, that's good. What about the Chinese coming in on other flights?
[2:26:04.700 --> 2:26:07.700]  That would be my question. We already had this two days ago, Mike. You're just saying it.
[2:26:07.700 --> 2:26:12.700]  I was in the news. They already are ready for a whole major scenario on the West Coast.
[2:26:12.700 --> 2:26:17.700]  Yeah, the point is that publicly, we're being told this is no big deal.
[2:26:17.700 --> 2:26:22.700]  It means everything is being deployed for this. And by the way, Ebola, yes, it's more fatal,
[2:26:22.700 --> 2:26:28.700]  but Ebola can't spread very much because it doesn't have an incubation period where it's infectious.
[2:26:28.700 --> 2:26:35.700]  So this coronavirus is far more at a higher transmission capability than Ebola ever could imagine.
[2:26:35.700 --> 2:26:39.700]  Mike, I'll co-host with you next hour and take calls. We'll cover it then. Thank you.
[2:26:39.700 --> 2:26:40.700]  Sounds good. Thank you.
[2:26:40.700 --> 2:26:46.700]  And I promise callers Angel and Sean and Dusty and Mike and John and Martin and Keith and David and Grace, we're going to you.
[2:26:46.700 --> 2:26:49.700]  Steve, I saw you shaking your head. What do you want to say about that?
[2:26:49.700 --> 2:26:55.700]  That's not true. Ebola is far more lethal. I mean, with all due respect to Mike, I mean, we had the...
[2:26:55.700 --> 2:26:57.700]  I meant transmission.
[2:26:57.700 --> 2:27:02.700]  No, let me say this. I said yesterday we would deploy military and we are deploying it.
[2:27:02.700 --> 2:27:11.700]  The reason they're going to a military base is very simple. We can control in the military the environment around the individuals.
[2:27:11.700 --> 2:27:13.700]  We can select whom we want to...
[2:27:13.700 --> 2:27:15.700]  No, that's good. We should have the military.
[2:27:15.700 --> 2:27:23.700]  That's my point. It is. This is not hysteria. This is standard operating procedures when you don't have a public health service that came to the forefront.
[2:27:23.700 --> 2:27:32.700]  This is exactly what I said yesterday. We're using our soldiers. DOD listened to what she said. Fauci listened to what she said.
[2:27:32.700 --> 2:27:37.700]  And in fact, this is not hysteria. What's happening is we have controlled this system.
[2:27:37.700 --> 2:27:46.700]  We brought in the people who might have been infected in Wuhan because we have embassy officials, including operatives and all types of individuals,
[2:27:46.700 --> 2:27:54.700]  but we don't want them transmitting it outside the system. This virus is not lethal. Mark Lyons is wrong.
[2:27:54.700 --> 2:28:00.700]  The number of people that have had this compared to the number of deaths...
[2:28:00.700 --> 2:28:05.700]  Okay, I want to believe that. What is the genesis of hysteria?
[2:28:05.700 --> 2:28:14.700]  The genesis... I don't see the hysteria. Quite frankly, I do what they say. Before I came on your show, the markets kept going up.
[2:28:14.700 --> 2:28:23.700]  If we would have had hysteria and we would have had a panic, I can guarantee you on Tuesday afternoon, within an hour and a half, we lost 400 points.
[2:28:23.700 --> 2:28:30.700]  That's not what's happening in the markets. And instead, the markets are saying, you know what? We don't give a damn about what's going to happen.
[2:28:30.700 --> 2:28:36.700]  Why is China... I want to believe this. I got children. We'll come back. Why is China... We'll go to calls.
[2:28:36.700 --> 2:28:43.700]  Why is China then locking down cities, doing all this? Is this some political diversion for them? I want to believe you.
[2:28:43.700 --> 2:29:01.700]  Because I've lost family to this type of virus. I want to believe it. Call straight ahead and stay with us.
[2:29:13.700 --> 2:29:19.700]  We're off the grid. The clearance price is a result of the historic flooding we're having here, right on the East Bank of the Mississippi.
[2:29:19.700 --> 2:29:25.700]  Because of the flooding, we've had to move a lot of our inventory to a temporary location, and rather than move it back to the warehouse,
[2:29:25.700 --> 2:29:31.700]  we thought we'd offer the system at a price that might seem unbelievable if you didn't know the floodwater's backstory.
[2:29:31.700 --> 2:29:39.700]  So here's what you should do right now. Check out the PPX Microgrid System at myownpowergrid.com. That's myownpowergrid.com.
[2:29:39.700 --> 2:30:03.700]  This should really be easier than it is. I'm not here giving you a sales pitch. I'm pointing out the way forward.
[2:30:03.700 --> 2:30:12.700]  Things that I've discovered that I absolutely know work that if you listen to me and try them out for yourself, you will see how amazing it is.
[2:30:12.700 --> 2:30:20.700]  And then your support of the product we're selling will help you and will help us, and it's symbiotic.
[2:30:20.700 --> 2:30:26.700]  My friends, I harp and harp and harp about iodine because it's the good halogen, fluoride's the bad halogen.
[2:30:26.700 --> 2:30:34.700]  And people told me about it for years, and I didn't listen, and I'm so thankful that finally I listened to Dr. Grip like eight years ago,
[2:30:34.700 --> 2:30:38.700]  I started taking true iodine, atomic iodine.
[2:30:38.700 --> 2:30:47.700]  We've got it back in StockX2, 40% off right now at infowarstore.com, and I'm telling you folks, get it. It's amazing.
[2:30:47.700 --> 2:30:53.700]  Discover the benefits, and it funds the InfoWar, a 360 win. You can't lose unless you don't take action.
[2:30:53.700 --> 2:31:05.700]  We've got three big sales going right now, and one of them has to end within a week, and that's ultimate fish oil for 33% off.
[2:31:05.700 --> 2:31:07.700]  It's amazing. Go check it out for yourself.
[2:31:07.700 --> 2:31:16.700]  Then we've got back in StockX2, our best-selling deep-earth crystals iodine, the good halogen that is the building block to everything in the body,
[2:31:16.700 --> 2:31:18.700]  and I just can't tell you enough how important it is.
[2:31:18.700 --> 2:31:23.700]  The UN admits two billion people have low IQ or mental disability because they never got enough iodine.
[2:31:23.700 --> 2:31:28.700]  So just check it out for yourself, 40% off infowarstore.com, and it funds the M4.
[2:31:28.700 --> 2:31:35.700]  And then, vitamin D3 with vitamin K that fuses it together, super high quality, winter sun.
[2:31:35.700 --> 2:31:41.700]  You don't have sun during the winter. Sun helps your body produce the vitamin D3. That's why people get so sick.
[2:31:41.700 --> 2:31:45.700]  That's the main reason. Well, you can supplement with this under the tongue at higher absorption. It's amazing.
[2:31:45.700 --> 2:31:50.700]  All three of these are on sale, but only for a limited time at infowarstore.com.
[2:31:50.700 --> 2:31:54.700]  Protect yourself and fund the M4. 360 win.
[2:31:54.700 --> 2:32:02.700]  We now know that more than 60 million people are on total lockdown in China, and the food supplies and medical supplies are running out.
[2:32:02.700 --> 2:32:11.700]  We know the virus has already spread to more than a dozen countries, and many Chinese who escaped Wuhan are now confirmed to be arriving on the United States west coast.
[2:32:11.700 --> 2:32:20.700]  We've now confirmed from major food suppliers across the United States that they've already run out of supplies of affordable foods because of institutional and governmental buyers.
[2:32:20.700 --> 2:32:26.700]  That's right. The rich, the powerful, the elite, big corporations are now buying up food storage at alarming rates.
[2:32:26.700 --> 2:32:32.700]  Info wars, private labels from my patriot supply, and ships right out of the very same factory.
[2:32:32.700 --> 2:32:37.700]  They called and let us know that they have bought food forward, but that's going to run out probably in a few weeks.
[2:32:37.700 --> 2:32:45.700]  And that people need to order now. They want to be able to get it within seven to 10 days, but if people wait, it may end up being longer.
[2:32:45.700 --> 2:33:07.700]  But if you get your order in now at infowarstore.com, you will be secured to get the food within seven to 10 days.
[2:33:15.700 --> 2:33:22.700]  Live from the info wars.com studios, it's Alex Jones.
[2:33:22.700 --> 2:33:30.700]  I want to be clear, because I get the text message, I get the calls like Alex, you're saying it's a big crisis and I understand it's not.
[2:33:30.700 --> 2:33:37.700]  I don't know what's going on. I'm not getting talking points from somebody. And then I go and regurgitate those. I'm a real person.
[2:33:37.700 --> 2:33:46.700]  I make the decisions here. And then I get guest on. I call and go, Hey, good. Dr. Pachenek on. He's a smart guy. And then he comes on and says whatever he's going to say.
[2:33:46.700 --> 2:33:55.700]  That's why in force is popular. It's not a cult. We get guest on. We get callers on. We don't scream. We are about to say it's real.
[2:33:55.700 --> 2:34:01.700]  It's a real human discussion, which we're supposed to happen. And sometimes I'm like, well, I kind of agree with that. I don't agree.
[2:34:01.700 --> 2:34:11.700]  I'll even be of a dual mind on something. That's what freedom is all about. I want to take a bunch of calls, Dr. Pachenek, because they've been holding grace and Sarah and David and Keith and Martin and
[2:34:11.700 --> 2:34:20.700]  John and Victor and Connor and Angel and Sean. We'll get to a lot of them now. Some of the next hour when I co host with Mike Adams, but just I get it.
[2:34:20.700 --> 2:34:33.700]  You don't want a crisis. You don't want to panic. You just dealt with a very deadly, you know, type virus, pneumonia. We know it's much worse than people always hype up flu to meet pneumonia.
[2:34:33.700 --> 2:34:42.700]  I've seen is a really deadly one. I hope you're right. I'm just asking why there's such a freak out in China. What do you think's happening?
[2:34:42.700 --> 2:34:53.700]  The freak out in China is not a freak out. It's the way that Chinese work from a centralized committee. In other words, Xi has never been in one of these problems before.
[2:34:53.700 --> 2:35:05.700]  This is what he knows. This is what he does when you have 19 cities or 30 cities in China and you have 119 million people in one city, 21 million in another city.
[2:35:05.700 --> 2:35:21.700]  You have to close them down very quickly because this January and this is what was not emphasized. The new year, the Chinese new year was intended to bring everybody from the major cities back to the rural area.
[2:35:21.700 --> 2:35:36.700]  What she did, he said, that's it. We're not moving. Your people are not going to your hometown. And within a week, you will remain where you are so that we can maintain some sense of order and containment on this epidemic.
[2:35:36.700 --> 2:35:51.700]  Instead, what would have happened is literally hundreds of millions of people would have spread that virus all over China. Not only for Hunan and Hubei, you would have had Shanghai, Beijing, and it's already there.
[2:35:51.700 --> 2:35:58.700]  I get it. How communicable and how deadly is the virus?
[2:35:58.700 --> 2:36:10.700]  It is highly communicable. It is not highly deadly. Given the numbers of thousands of people who've had it, you've had about a thousand so who died. We don't know exact numbers, but I had it.
[2:36:10.700 --> 2:36:18.700]  I treated it and I'm a living proof that a man over 60 can have the virus get sick.
[2:36:18.700 --> 2:36:28.700]  So what was that thing six years ago that they covered up in the US because callers called it all over. They had like dead bodies everywhere. Did you hear about that six years ago, that whatever that was?
[2:36:28.700 --> 2:36:40.700]  That was the Ebola. What we did was in fact to make sure that you did not know about it. It was a totally different problem. Fauci was not in charge. We didn't have a public health service.
[2:36:40.700 --> 2:37:00.700]  We didn't have a surgeon general. I was asked what we would do. We sent over 3000 soldiers into Sierra Leone, Liberia to reconfigure the entire capability in those countries and make sure that those people who had the far more lethal, far, far more lethal
[2:37:00.700 --> 2:37:12.700]  make sure that you had the ball of an element and make sure it was never coming into the states. So when you say like six years ago, Ebola was going then, there was a really bad pneumonia six years ago, too.
[2:37:12.700 --> 2:37:24.700]  Well, they could have been SARS or MRS. There's always a flu. And when the flu is not contained, and we normally don't give antibiotics, that's really the standard procedure.
[2:37:24.700 --> 2:37:30.140]  procedure. Explain to me, I've read that. How does the antibiotics counter a virus?
[2:37:30.140 --> 2:37:34.580]  Because it's not constantly a virus. It's what we would call a primary, atypical type
[2:37:34.580 --> 2:37:39.940]  of virus. So it uses bacteria to spread the virus. It's in between a virus and a bacteria
[2:37:39.940 --> 2:37:45.500]  because I've been doing this for 40 years, treating the so-called virus. The virus uses
[2:37:45.500 --> 2:37:51.500]  bacteria to spread. So if you kill the bacteria, it can't spread. No, no, no, no. I'm not sure
[2:37:51.500 --> 2:37:56.700]  these are always viruses genetically. They transnude very quickly because otherwise,
[2:37:56.700 --> 2:38:01.420]  how does the antibiotic work on what I'm doing? And it's effective over 30, 40 years.
[2:38:01.420 --> 2:38:05.260]  So they're saying it's viral, but you're seeing antibiotics work.
[2:38:05.260 --> 2:38:10.780]  It works for me. It worked for me for over 30, 40 years. So what I'm saying is that clinically,
[2:38:10.780 --> 2:38:17.860]  we don't normally see the pneumonia on the X-rays. We don't normally culture them out
[2:38:17.860 --> 2:38:23.740]  and spew them. But clinically, guys like me would train in the ways of medicine. We take
[2:38:23.740 --> 2:38:29.340]  our antibiotic doses and guess what? It goes away. And we don't, we get a pneumonia, but
[2:38:29.340 --> 2:38:32.380]  the pneumonia cures itself as a result of it.
[2:38:32.380 --> 2:38:36.740]  The antibiotic suppresses biological stuff to begin with so the virus can't spread in
[2:38:36.740 --> 2:38:41.020]  a suppression. It poisons the body. The antibiotic is the type of chemotherapy. So it suppresses
[2:38:41.020 --> 2:38:44.460]  biological activity. That suppresses viral flow.
[2:38:44.460 --> 2:38:49.020]  Not exactly. Well, it's interesting theory, but no, I believe that the virus that we're
[2:38:49.020 --> 2:38:55.100]  talking about doesn't remain in a viral stage, or at least within its transmutation. It's
[2:38:55.100 --> 2:38:56.100]  a, it can't be effective.
[2:38:56.100 --> 2:38:59.300]  But it's got to have a bacterial carrier to jump into if that's your theory.
