[00:00.000 --> 00:08.000]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:05:32.000 --> 01:05:36.000]  Every year, thousands of families lose their power from weather-related onages.
[01:05:36.000 --> 01:05:41.000]  Number five, a solar power generator provides powerful backup insurance and peace of mind.
[01:05:41.000 --> 01:05:46.000]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[01:05:46.000 --> 01:05:52.000]  You can get more information at www.mysolarbackup.com. That's mysolarbackup.com.
[01:05:52.000 --> 01:06:10.000]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[01:06:10.000 --> 01:06:13.000]  Now going to Charlie Skelton, who got arrested last year.
[01:06:13.000 --> 01:06:18.000]  We were able to actually have him on from the police station when he still had his cell phone.
[01:06:18.000 --> 01:06:23.000]  An Oxford University graduate journalist for the Evening Standard, the Guardian.
[01:06:23.000 --> 01:06:27.000]  He also writes satire and has written quite a few books.
[01:06:27.000 --> 01:06:29.000]  And we'll give you his website before he leaves us.
[01:06:29.000 --> 01:06:34.000]  He's on TV shows on Channel 4, reality TV, and BBC One.
[01:06:34.000 --> 01:06:38.000]  And of course, in 2009, he covered the secret of Bilderberg Group.
[01:06:38.000 --> 01:06:41.000]  He went to basically write satire about it as a joke, but found out it wasn't a joke.
[01:06:41.000 --> 01:06:43.000]  And he also writes for the London Guardian.
[01:06:43.000 --> 01:06:50.000]  He joins us now from Spain outside the Bilderberg Group Resort that they shut down today.
[01:06:50.000 --> 01:06:52.000]  So first off, Charlie, good to have you back this year.
[01:06:52.000 --> 01:06:56.000]  Tell us about how you got there, you were in the resort, what you saw being thrown out,
[01:06:56.000 --> 01:06:59.000]  the type of security you're witnessing right now.
[01:06:59.000 --> 01:07:00.000]  Hello, Alex.
[01:07:00.000 --> 01:07:07.000]  Yeah, well, we spent a couple of nights in the hotel a little bit cheekily before lockdown,
[01:07:07.000 --> 01:07:09.000]  which took place at noon today.
[01:07:09.000 --> 01:07:15.000]  And, you know, basically, all the guests left over the last few days,
[01:07:15.000 --> 01:07:18.000]  because obviously they have the Bilderberg Block booking.
[01:07:18.000 --> 01:07:25.000]  And they're replaced by other conference organisers who are up to their ears, isn't it?
[01:07:25.000 --> 01:07:30.000]  And more and more security men who are just piling in at the moment.
[01:07:30.000 --> 01:07:35.000]  And the police are piling in, and police helicopters are taking to the skies.
[01:07:35.000 --> 01:07:42.000]  And it's the same old thing, you know, it feels very much like Foodieck Mania in Greece last year.
[01:07:42.000 --> 01:07:44.000]  In fact, the hotel is very similar.
[01:07:44.000 --> 01:07:48.000]  It's up on a hill, you know, there's a small little road that leads up to it.
[01:07:48.000 --> 01:07:50.000]  And it's just by the seaside.
[01:07:50.000 --> 01:07:53.000]  And, you know, it's a small little sleepy town.
[01:07:53.000 --> 01:07:58.000]  The Supreme Leader's up in this cathedral above the rabble's scum.
[01:07:58.000 --> 01:07:59.000]  Very much.
[01:07:59.000 --> 01:08:01.000]  That is exactly what is happening.
[01:08:01.000 --> 01:08:07.000]  And, you know, there's the same dynamic of a very few.
[01:08:07.000 --> 01:08:13.000]  I mean, more this year, but a few people coming to bear witness to the event.
[01:08:13.000 --> 01:08:19.000]  A pathetic rabble down beneath the walls with our centurions keeping it close.
[01:08:19.000 --> 01:08:23.000]  Eye on the dangerous scallywags.
[01:08:23.000 --> 01:08:25.000]  There's quite a lot of that, actually.
[01:08:25.000 --> 01:08:34.000]  Well, we have heard a few conversations and we have a source in the conference team as well.
[01:08:34.000 --> 01:08:36.000]  Well, that's big news.
[01:08:36.000 --> 01:08:38.000]  You have a source inside the conference team.
[01:08:38.000 --> 01:08:40.000]  You were in there and overheard.
[01:08:40.000 --> 01:08:45.000]  So just like when I was in, I can back this up when I was in Canada, but really in Virginia,
[01:08:45.000 --> 01:08:49.000]  I was in there the day they shut it down and kind of stayed till the end until they were trying to throw us out.
[01:08:49.000 --> 01:08:57.000]  And there were like security teams and I was, you know, catching all of it and every spare room in an office area was packed full of security people.
[01:08:57.000 --> 01:09:02.000]  Tell us as much as you can about the source without revealing them and tell us what you overheard, Mr. Skeleton.
[01:09:02.000 --> 01:09:03.000]  Well, I can't tell you anything.
[01:09:03.000 --> 01:09:07.000]  I'm not going to tell you anything about the source, but I will tell you some interesting things.
[01:09:07.000 --> 01:09:18.000]  One of them is that there's a no fly zone for four days over the hotel and that's being enforced by police helicopters.
[01:09:18.000 --> 01:09:25.000]  And that begins at 8am tomorrow, which is the first official day of the conference.
[01:09:25.000 --> 01:09:32.000]  So, you know, I mean, we spoke to a barman, not a barman.
[01:09:32.000 --> 01:09:40.000]  And he was, we were talking about the cost of this whole thing and he just said, look, you do not want to know how much this is costing.
[01:09:40.000 --> 01:09:43.000]  And, you know, when you think of, I can't quite get past it in my mind.
[01:09:43.000 --> 01:09:45.000]  They see a cost of this operation.
[01:09:45.000 --> 01:09:46.000]  It is huge.
[01:09:46.000 --> 01:09:49.000]  And if anyone thinks that it's not a large event, it is.
[01:09:49.000 --> 01:09:51.000]  I've never seen anything like it.
[01:09:51.000 --> 01:09:58.000]  And, you know, of course, the taxpayers pay with our tax money to protect the criminal rulers.
[01:09:58.000 --> 01:10:06.000]  And to be honest, I don't think the Spanish taxpayers are in any position to be to be paying for this kind of circus right now.
[01:10:06.000 --> 01:10:08.000]  Listen, we're going to know more as the days develop.
[01:10:08.000 --> 01:10:13.000]  And as you talk to journalists in your source, but I mean, what can you tell me about what you overheard?
[01:10:13.000 --> 01:10:16.000]  What can you tell me about what the source told you?
[01:10:16.000 --> 01:10:19.000]  Well, I can confirm some delegates who are coming.
[01:10:19.000 --> 01:10:23.000]  You know, I mean, some of them, they tend to come every year.
[01:10:23.000 --> 01:10:28.000]  There's Richard Holbrook, the Obama special representative to Afghanistan and Pakistan.
[01:10:28.000 --> 01:10:30.000]  He'll be there.
[01:10:30.000 --> 01:10:38.000]  General Jack Keane, who I think he was in charge of your army at some point for some years.
[01:10:38.000 --> 01:10:44.000]  And interesting, a new name, I think, which is Marcus Agius, who's chairman of Barclays.
[01:10:44.000 --> 01:10:51.000]  And he's also senior non-executive director on the new BBC executive board.
[01:10:51.000 --> 01:10:59.000]  So it's interesting that the BBC may not be here covering the event live on the ground, but they do have someone inside.
[01:10:59.000 --> 01:11:06.000]  But actually, I mustn't badmouth the BBC because they put me on the radio this morning on Radio 4.
[01:11:06.000 --> 01:11:11.000]  The BBC radio 4 today program and had a nice chat.
[01:11:11.000 --> 01:11:19.000]  Now, you called this a loss of innocence last year because, I mean, you weren't really expecting to be clapped in irons.
[01:11:19.000 --> 01:11:23.000]  I really wasn't. I wasn't quite expecting.
[01:11:23.000 --> 01:11:27.000]  I didn't have any idea, to be honest, what was going to happen at all.
[01:11:27.000 --> 01:11:38.000]  And to find yourself in a completely dystopian reality and with an extraordinary overreaction.
[01:11:38.000 --> 01:11:42.000]  Yeah, let's recap for those that forgot what happened last year to a London Guardian reporter.
[01:11:42.000 --> 01:11:45.000]  You got video of it being followed, harassed, arrested.
[01:11:45.000 --> 01:11:48.000]  There'd be police all around you and you'd say, stop following me.
[01:11:48.000 --> 01:11:50.000]  And they'd say, no one's following you.
[01:11:50.000 --> 01:11:52.000]  And you go to the police station to complain.
[01:11:52.000 --> 01:11:54.000]  And then you see the guys that have been following you there.
[01:11:54.000 --> 01:11:58.000]  And they say, you're not seeing any of that, sir. You're quite insane.
[01:11:58.000 --> 01:11:59.000]  And then they finally did arrest you.
[01:11:59.000 --> 01:12:08.000]  So I said, recap that and let's go back to this first look at Bilderberg 2010 and the valuable intel you've already ferreted out.
[01:12:08.000 --> 01:12:13.000]  Well, 2009 was, I suppose, my loss of innocence.
[01:12:13.000 --> 01:12:18.000]  And, you know, I sat there in the asset.
[01:12:18.000 --> 01:12:22.000]  I had to run away to assets because I was being chased around and arrested so much in Puglia-Comani.
[01:12:22.000 --> 01:12:24.000]  And I really wasn't trying to do anything at all.
[01:12:24.000 --> 01:12:27.000]  And, you know, you described it early on as a daring reporter.
[01:12:27.000 --> 01:12:29.000]  You know, that couldn't be further from the truth.
[01:12:29.000 --> 01:12:33.000]  I spent all of 2009 trying not to get arrested.
[01:12:33.000 --> 01:12:39.000]  And, you know, my plan for 2010 is very much along the same lines, not to get arrested.
[01:12:39.000 --> 01:12:44.000]  But, you know, last year I sat in an office in Athens opposite.
[01:12:44.000 --> 01:12:53.000]  So I think he was the head of the state police that look after the parliament and after their government.
[01:12:53.000 --> 01:12:55.000]  So very high up.
[01:12:55.000 --> 01:12:58.000]  And, you know, I said, look, I've worked out, I've realized who's been following me.
[01:12:58.000 --> 01:12:59.000]  It is you. It's your team.
[01:12:59.000 --> 01:13:04.000]  I've seen the guy in the loo just now, weirdly, having been denied all the way along.
[01:13:04.000 --> 01:13:06.000]  And he just said, no, you didn't see a man. You didn't see a man.
[01:13:06.000 --> 01:13:10.000]  And, you know, I sat there and I thought, my God, that's a scene from a movie.
[01:13:10.000 --> 01:13:15.000]  You don't want to be sitting opposite someone telling you you haven't seen what you've just seen
[01:13:15.000 --> 01:13:19.000]  because it makes you think, you know, you're going to start seeing ones and zeros
[01:13:19.000 --> 01:13:22.000]  and the matrix will melt away.
[01:13:22.000 --> 01:13:25.000]  And you think, you know, whatever. It's very unsettling.
[01:13:25.000 --> 01:13:26.000]  But that's their psychological.
[01:13:26.000 --> 01:13:31.000]  I mean, they've got Von Roompi, Brown, all of them announcing world government run by the bankers
[01:13:31.000 --> 01:13:33.000]  that have engineered the financial collapse.
[01:13:33.000 --> 01:13:36.000]  We have their documents from over a decade ago planning this.
[01:13:36.000 --> 01:13:40.000]  And then they'll announce world government and then say, but we're not setting up a world government
[01:13:40.000 --> 01:13:42.000]  and you're quite insane.
[01:13:42.000 --> 01:13:46.000]  If you believe in one, I'm afraid it doesn't exist.
[01:13:46.000 --> 01:13:49.000]  Look, I mean, I'm sick of it.
[01:13:49.000 --> 01:13:55.000]  You know, you give, I'm sick of ringing up, you know, reputable news agencies
[01:13:55.000 --> 01:14:00.000]  and I'm not going to name any names and speaking to, you know, people who work on their foreign news desk
[01:14:00.000 --> 01:14:04.000]  and, you know, and you say, well, I'm here in Spain covering the Bilderberg conference
[01:14:04.000 --> 01:14:06.000]  and they go, the what?
[01:14:06.000 --> 01:14:09.000]  And you know, I'm thinking, this is a big deal.
[01:14:09.000 --> 01:14:10.000]  It really is a big deal.
[01:14:10.000 --> 01:14:15.000]  If you had 150, you've all heard it before, top football players meeting in secret.
[01:14:15.000 --> 01:14:18.000]  There'd be 50 helicopters above and 1,000 press.
[01:14:18.000 --> 01:14:23.000]  If you had 150 top Hollywood stars meeting in secret and they've been doing it since 54,
[01:14:23.000 --> 01:14:26.000]  you'd have 1,000 helicopters and 5,000 press.
[01:14:26.000 --> 01:14:30.000]  But with this, it's just, oh, you don't see those black sedans pulling in.
[01:14:30.000 --> 01:14:32.000]  You don't see the trips with machine guns.
[01:14:32.000 --> 01:14:34.000]  You don't see police dogs.
[01:14:34.000 --> 01:14:37.000]  I mean, go ahead.
[01:14:37.000 --> 01:14:40.000]  Well, I was going to say that, you know, and do you know what?
[01:14:40.000 --> 01:14:45.000]  I don't have a problem with a bunch of financiers and business people getting together
[01:14:45.000 --> 01:14:50.000]  to meet up to determine how to fleece, you know, me and whoever,
[01:14:50.000 --> 01:14:53.000]  or to sell me whatever mobile phone or anything.
[01:14:53.000 --> 01:14:54.000]  I don't care.
[01:14:54.000 --> 01:14:57.000]  They can strategize that they're heart's content.
[01:14:57.000 --> 01:15:03.000]  You know, we've got a new coalition in Britain and what David Cameron,
[01:15:03.000 --> 01:15:09.000]  who's ex-Builderberg, and Nick Clegg like to talk about at the moment is transparency
[01:15:09.000 --> 01:15:11.000]  and openness, and they want that in our politics.
[01:15:11.000 --> 01:15:15.000]  You know, whatever, let's find out whether that's the case,
[01:15:15.000 --> 01:15:18.000]  but they do keep saying we want transparency and we want openness.
[01:15:18.000 --> 01:15:19.000]  Well, that's like Obama.
[01:15:19.000 --> 01:15:21.000]  He said he's going to be the most transparent.
[01:15:21.000 --> 01:15:22.000]  He's more secretive than Bush.
[01:15:22.000 --> 01:15:25.000]  It's always the opposite with these guys when they tell you something.
[01:15:25.000 --> 01:15:27.000]  Yeah, well, and do you know what?
[01:15:27.000 --> 01:15:31.000]  It would be nice if, in the spirit of openness and transparency,
[01:15:31.000 --> 01:15:38.000]  we simply knew which elected officials went to this four-day meeting
[01:15:38.000 --> 01:16:02.000]  and what they talked about in terms of their policies.
[01:16:02.000 --> 01:16:08.000]  The fall of America and the western world is an all-new ten-hour documentary and survival guide rolled into one.
[01:16:08.000 --> 01:16:11.000]  In this film, you will see the reasons why our government is failing
[01:16:11.000 --> 01:16:13.000]  and what you can do to prepare.
[01:16:13.000 --> 01:16:18.000]  Featuring Dr. Paul Greg Roberts, Joseph Farah, David Ike, Naomi Wolf,
[01:16:18.000 --> 01:16:24.000]  G. Edward Griffin, Doug McIntyre, Mark Crispin-Miller, Mickey Z, Doug Casey,
[01:16:24.000 --> 01:16:27.000]  David McElvaney, and myself, Alex Jones.
[01:16:27.000 --> 01:16:32.000]  Protect yourself and get the tools you need to protect your family from these difficult times.
[01:16:32.000 --> 01:16:35.000]  The fall of America and the western world,
[01:16:35.000 --> 01:16:39.000]  edit www.thefallofamerica.net
[01:16:39.000 --> 01:16:42.000]  or click on the banners at infowars.com and prisonplanet.com.
[01:16:42.000 --> 01:16:47.000]  Again, that website's www.thefallofamerica.net
[01:16:47.000 --> 01:16:51.000]  or call 800-655-1577.
[01:16:51.000 --> 01:16:54.000]  Prepare yourself and the ones you love today,
[01:16:54.000 --> 01:16:57.000]  fallofamerica.net
[01:17:24.000 --> 01:17:27.000]  Will there be any food? Will it make your children sick?
[01:17:27.000 --> 01:17:29.000]  If there's a quarantine and you can't feed yourself,
[01:17:29.000 --> 01:17:32.000]  will you go to the gathering center and be immunized?
[01:17:32.000 --> 01:17:35.000]  You wipe out all these problems if you have a good food supply.
[01:17:35.000 --> 01:17:39.000]  Food is your ammunition to fight for your freedom and your life.
[01:17:39.000 --> 01:17:41.000]  How much will you need? We don't know.
[01:17:41.000 --> 01:17:44.000]  How much do you want? All you can get. I'm Alex Jones.
[01:17:44.000 --> 01:17:47.000]  I want all of you good guys to live to fight another day.
[01:17:47.000 --> 01:17:52.000]  Call 1-800-409-5633
[01:17:52.000 --> 01:17:55.000]  or check it out on the web at efoodsdirect.com.
[01:17:55.000 --> 01:18:00.000]  Again, that number, 1-800-409-5633.
[01:18:00.000 --> 01:18:03.000]  Hi, folks. This is Alex Jones.
[01:18:03.000 --> 01:18:06.000]  I want to tell you about the Silver Lungs Generator.
[01:18:06.000 --> 01:18:09.000]  Now you can produce pure and endless colloidal silver
[01:18:09.000 --> 01:18:12.000]  and deliver the solution directly into the bloodstream
[01:18:12.000 --> 01:18:15.000]  by breathing the solution through the lungs.
[01:18:15.000 --> 01:18:17.000]  The respiratory system is the first line of defense
[01:18:17.000 --> 01:18:19.000]  for airborne pathogens and viruses.
[01:18:19.000 --> 01:18:22.000]  The Silver Lungs Generator infuses the respiratory system
[01:18:22.000 --> 01:18:25.000]  with your self-produced nano-silver solutions
[01:18:25.000 --> 01:18:28.000]  and also delivers the silver nanoparticles
[01:18:28.000 --> 01:18:30.000]  instantly into the bloodstream
[01:18:30.000 --> 01:18:34.000]  with continued legislation threatening the sale of nano-silver products.
[01:18:34.000 --> 01:18:38.000]  You can now produce pure and endless colloidal silver
[01:18:38.000 --> 01:18:40.000]  with the Silver Lungs Generator.
[01:18:40.000 --> 01:18:43.000]  Very easy to follow step-by-step instructions are provided,
[01:18:43.000 --> 01:18:45.000]  making production fast and simple.
[01:18:45.000 --> 01:18:49.000]  Go to www.silverlungs.com today
[01:18:49.000 --> 01:18:51.000]  and learn more about the breakthrough technology
[01:18:51.000 --> 01:18:53.000]  of the Silver Lungs Generator.
[01:18:53.000 --> 01:19:16.000]  That's www.silverlungs.com.
[01:19:24.000 --> 01:19:26.000]  And now, new socialist legislation
[01:19:26.000 --> 01:19:28.000]  is only compounding the problem.
[01:19:28.000 --> 01:19:31.000]  Number four, dangerous weather is always a threat to local grids.
[01:19:31.000 --> 01:19:34.000]  Every year, thousands of families lose their power
[01:19:34.000 --> 01:19:36.000]  from weather-related onages.
[01:19:36.000 --> 01:19:38.000]  Number five, a solar-powered generator
[01:19:38.000 --> 01:19:40.000]  provides powerful backup insurance and peace of mind.
[01:19:40.000 --> 01:19:42.000]  Folks, I really believe in the solar-powered generators
[01:19:42.000 --> 01:19:45.000]  offered by Solutions from Science, one of my oldest sponsors.
[01:19:45.000 --> 01:19:49.000]  You can get more information at www.mysolarbackup.com.
[01:19:49.000 --> 01:19:51.000]  That's mysolarbackup.com.
[01:19:51.000 --> 01:19:53.000]  Remember, the government doesn't own the sun,
[01:19:53.000 --> 01:19:55.000]  so go to mysolarbackup.com
[01:19:55.000 --> 01:20:01.000]  or call 1-877-327-0365.
[01:20:01.000 --> 01:20:04.000]  Coast to coast, direct from Austin.
[01:20:04.000 --> 01:20:08.000]  You're listening to the Alex Jones Broadcasting Network.
[01:20:08.000 --> 01:20:10.000]  Network.
[01:20:17.000 --> 01:20:20.000]  Yes, there they are drinking their finest champagne
[01:20:20.000 --> 01:20:24.000]  and gobbling caviar, having a big eugenics summit,
[01:20:24.000 --> 01:20:27.000]  dealing with world forced inoculations,
[01:20:27.000 --> 01:20:31.000]  cutting off power supplies, stopping mobility.
[01:20:31.000 --> 01:20:34.000]  We're going to be talking with Charlie Skelton,
[01:20:34.000 --> 01:20:36.000]  of the London Guardian.
[01:20:36.000 --> 01:20:39.000]  He's also written for the Evening Standard.
[01:20:39.000 --> 01:20:42.000]  That reports for BBC One.
[01:20:42.000 --> 01:20:45.000]  The list goes on and on.
[01:20:45.000 --> 01:20:47.000]  Here are the headlines.
[01:20:47.000 --> 01:20:51.000]  We've got one by Paul Joseph Watson today.
[01:20:51.000 --> 01:20:53.000]  This is being reported by the major French news
[01:20:53.000 --> 01:20:55.000]  at a press conference.
[01:20:55.000 --> 01:20:57.000]  He snuck into Spain, got caught there,
[01:20:57.000 --> 01:20:59.000]  and now admits that Eugenicist Bill Gates
[01:20:59.000 --> 01:21:01.000]  to attend a 2010 Bilderberg conference.
[01:21:01.000 --> 01:21:06.000]  But the really big news, because it shows how scared they are internally.
[01:21:06.000 --> 01:21:10.000]  And it shows this mirrors what Zbigniew Brzezinski said three weeks ago
[01:21:10.000 --> 01:21:12.000]  in Canada when he said,
[01:21:12.000 --> 01:21:15.000]  for the first time, the whole world is awake to world government
[01:21:15.000 --> 01:21:17.000]  and just our puppet politicians.
[01:21:17.000 --> 01:21:20.000]  But the actual power structure, we're in trouble.
[01:21:20.000 --> 01:21:22.000]  People said, well, he's playing possum.
[01:21:22.000 --> 01:21:24.000]  No, he's not playing possum.
[01:21:24.000 --> 01:21:28.000]  And so Bilderberg see people with income as threat to their agenda.
[01:21:28.000 --> 01:21:31.000]  This was filed in part two of his London Guardian report.
[01:21:31.000 --> 01:21:35.000]  Bilderberg 2010, the security lock down, Charlie Skelton.
[01:21:35.000 --> 01:21:37.000]  And he joins us.
[01:21:37.000 --> 01:21:39.000]  He can now tell us the day he was kicked out Wednesday
[01:21:39.000 --> 01:21:41.000]  before it started.
[01:21:41.000 --> 01:21:44.000]  Always key intel what security people did to him and his wife,
[01:21:44.000 --> 01:21:46.000]  what he overheard them saying.
[01:21:46.000 --> 01:21:49.000]  And then he can tell us what happened yesterday and today.
[01:21:49.000 --> 01:21:51.000]  Charlie Skelton, thank you for joining us, sir.
[01:21:51.000 --> 01:21:53.000]  Hello, lovely to be back.
[01:21:53.000 --> 01:21:54.000]  Good to have you.
[01:21:54.000 --> 01:21:55.000]  So you've got the floor.
[01:21:55.000 --> 01:21:57.000]  You can now, since you filed your reports,
[01:21:57.000 --> 01:22:00.000]  tell us, because it's good to give them the scoop first.
[01:22:00.000 --> 01:22:01.000]  They paid to send you there.
[01:22:01.000 --> 01:22:02.000]  You work for them.
[01:22:02.000 --> 01:22:05.000]  Tell us the incredible, what you witnessed inside,
[01:22:05.000 --> 01:22:07.000]  sneaking about, spying on them,
[01:22:07.000 --> 01:22:08.000]  and before they kicked you out.
[01:22:08.000 --> 01:22:10.000]  And then what's happened since then?
[01:22:10.000 --> 01:22:14.000]  First of all, yeah, to talk about what you mentioned,
[01:22:14.000 --> 01:22:16.000]  we sat ourselves at dinner.
[01:22:16.000 --> 01:22:18.000]  This is a couple of days before the,
[01:22:18.000 --> 01:22:20.000]  in fact, the night before lockdown.
[01:22:20.000 --> 01:22:23.000]  So whatever night that would have been Tuesday night.
[01:22:23.000 --> 01:22:28.000]  And we sat next to some of the conference organisers,
[01:22:28.000 --> 01:22:30.000]  because what people have to remember is that this is,
[01:22:30.000 --> 01:22:33.000]  apart from anything else, it's a big conference.
[01:22:33.000 --> 01:22:36.000]  So there's a large team of extremely well-oiled
[01:22:36.000 --> 01:22:39.000]  conference organisers who run the whole show every year,
[01:22:39.000 --> 01:22:41.000]  that the core team members do.
[01:22:41.000 --> 01:22:42.000]  And they were having their dinner.
[01:22:42.000 --> 01:22:46.000]  So we sat ourselves down nice and innocently next to their table.
[01:22:46.000 --> 01:22:48.000]  And we just happened,
[01:22:48.000 --> 01:22:50.000]  pretended to have a conversation all night whilst listening.
[01:22:50.000 --> 01:22:52.000]  So yeah, we did a little bit of ear-wicking.
[01:22:52.000 --> 01:22:55.000]  And one of the things that we heard that was most astonishing
[01:22:55.000 --> 01:22:59.000]  was the discussion that took place about you
[01:22:59.000 --> 01:23:04.000]  and about your presence at Bilderberg with your bullhorn.
[01:23:04.000 --> 01:23:06.000]  And they started saying, you know,
[01:23:06.000 --> 01:23:08.000]  they said you've seen the videos from that year.
[01:23:08.000 --> 01:23:10.000]  They were very close to the hotel.
[01:23:10.000 --> 01:23:13.000]  And the person looked in absolute terror and said,
[01:23:13.000 --> 01:23:15.000]  but did they ever try to attack?
[01:23:15.000 --> 01:23:18.000]  And their person looked back equally fearful and said,
[01:23:18.000 --> 01:23:19.000]  no, no, but it was scary.
[01:23:19.000 --> 01:23:21.000]  It was very scary.
[01:23:21.000 --> 01:23:23.000]  There was a demonstration at the walls.
[01:23:23.000 --> 01:23:26.000]  And, you know, did they ever try to attack?
[01:23:26.000 --> 01:23:28.000]  And they were asking this absolutely seriously.
[01:23:28.000 --> 01:23:30.000]  And they were having this discussion.
[01:23:30.000 --> 01:23:32.000]  And, you know, I'm here now with looking,
[01:23:32.000 --> 01:23:35.000]  I'm here with people and the people who are standing here
[01:23:35.000 --> 01:23:38.000]  at the roundabout, much as you did before.
[01:23:38.000 --> 01:23:41.000]  And, you know, they're saying their slogans
[01:23:41.000 --> 01:23:42.000]  and they're holding their banners.
[01:23:42.000 --> 01:23:45.000]  And there's a little bit of anger towards the people up the hill.
[01:23:45.000 --> 01:23:48.000]  But generally speaking, there's a lot of love towards humanity
[01:23:48.000 --> 01:23:51.000]  and there's a lot of concern and anxiety.
[01:23:51.000 --> 01:23:54.000]  And what there isn't is there's no great attack going on.
[01:23:54.000 --> 01:23:57.000]  The only attack is there's an attack upon the ideas
[01:23:57.000 --> 01:24:00.000]  that are being talked about upstairs.
[01:24:00.000 --> 01:24:02.000]  The only attack is upon their strategies.
[01:24:02.000 --> 01:24:05.000]  And, but they, honestly, these people were sitting there
[01:24:05.000 --> 01:24:08.000]  and they had fear in their eyes and it was quite extraordinary.
[01:24:08.000 --> 01:24:10.000]  So, you know, I don't quite...
[01:24:10.000 --> 01:24:12.000]  They've completely misunderstood at one level.
[01:24:12.000 --> 01:24:14.000]  I suppose in one level they've got it right.
[01:24:14.000 --> 01:24:18.000]  But they've completely misunderstood what kind of people are outside.
[01:24:18.000 --> 01:24:22.000]  You know, they have demonized the concerned,
[01:24:22.000 --> 01:24:24.000]  interested citizen who is standing out here,
[01:24:24.000 --> 01:24:26.000]  who has traveled to whatever part of the world
[01:24:26.000 --> 01:24:28.000]  Builderburg happens to be in and is holding their flag
[01:24:28.000 --> 01:24:30.000]  and is chanting their chant.
[01:24:30.000 --> 01:24:33.000]  And they see these people as the enemy.
[01:24:33.000 --> 01:24:35.000]  And what they don't understand is that these people
[01:24:35.000 --> 01:24:37.000]  who are standing out here chanting,
[01:24:37.000 --> 01:24:40.000]  they are the true friends of humanity.
[01:24:40.000 --> 01:24:43.000]  Well, that's the point you make in your well-written article.
[01:24:43.000 --> 01:24:47.000]  And I want to remind listeners, we contacted you last year
[01:24:47.000 --> 01:24:49.000]  hearing that The Guardian was going to send a reporter
[01:24:49.000 --> 01:24:52.000]  that was a big announcement and the paper was promoting it.
[01:24:52.000 --> 01:24:54.000]  We contacted you and you're like,
[01:24:54.000 --> 01:24:56.000]  oh, you know, kind of thought it was a joke.
[01:24:56.000 --> 01:25:00.000]  And, you know, they were sending a reporter
[01:25:00.000 --> 01:25:03.000]  who they thought would really, you know, be balanced
[01:25:03.000 --> 01:25:05.000]  because you thought it was a joke.
[01:25:05.000 --> 01:25:07.000]  And then once you got there and they harassed you
[01:25:07.000 --> 01:25:09.000]  and arrested you, you know,
[01:25:09.000 --> 01:25:12.000]  now you've had this conversion of realizing,
[01:25:12.000 --> 01:25:14.000]  but you have some quotes here in your article.
[01:25:14.000 --> 01:25:21.000]  It says, although quite why attending Builderburg
[01:25:21.000 --> 01:25:25.000]  has to remain such a mystery, remains a mystery,
[01:25:25.000 --> 01:25:27.000]  the blackened windows, the limousines,
[01:25:27.000 --> 01:25:30.000]  the desperate camera dodging of the delegates,
[01:25:30.000 --> 01:25:34.000]  the paranoia was riding high amongst the conference organizers.
[01:25:34.000 --> 01:25:37.000]  A pair of them talked about 2006 Builderburg conference
[01:25:37.000 --> 01:25:39.000]  in Audible where the radio host Alex Jones
[01:25:39.000 --> 01:25:41.000]  led the protest with his megaphone.
[01:25:41.000 --> 01:25:43.000]  They were very close to the hotel,
[01:25:43.000 --> 01:25:46.000]  you're quoted as them saying, said one.
[01:25:46.000 --> 01:25:48.000]  Another looked shocked and said,
[01:25:48.000 --> 01:25:51.000]  did they ever try to attack a shake of the head?
[01:25:51.000 --> 01:25:54.000]  And the answer, no, but it was very scary.
[01:25:54.000 --> 01:25:56.000]  A third leaned in.
[01:25:56.000 --> 01:25:58.000]  This is the negative side of the welfare state.
[01:25:58.000 --> 01:26:01.000]  People have enough income so they can do this.
[01:26:01.000 --> 01:26:03.000]  It's like a permanent threat.
[01:26:03.000 --> 01:26:06.000]  And see, from what I've read by the phony environmentalist
[01:26:06.000 --> 01:26:10.000]  and the globalist, they want to shut the economy down,
[01:26:10.000 --> 01:26:13.000]  only allow authorized, permitted travel
[01:26:13.000 --> 01:26:16.000]  for government approved reasons.
[01:26:16.000 --> 01:26:18.000]  They want a local environmental boss
[01:26:18.000 --> 01:26:20.000]  that controls every facet of your life
[01:26:20.000 --> 01:26:22.000]  has nothing to do with environment, it's prison.
[01:26:22.000 --> 01:26:25.000]  And they say they want a post-industrial world
[01:26:25.000 --> 01:26:29.000]  to control us so that we literally only live and work
[01:26:29.000 --> 01:26:32.000]  in one town and maybe get to travel once in our lives.
[01:26:32.000 --> 01:26:34.000]  This is the policy.
[01:26:34.000 --> 01:26:41.000]  So what you heard was a major window into the mindset
[01:26:41.000 --> 01:26:46.000]  and they see us as the enemy because they have a predatory view on us
[01:26:46.000 --> 01:26:50.000]  and so they subconsciously expect us to hate them
[01:26:50.000 --> 01:26:55.000]  and dislike them and finishing up your eloquent writing here.
[01:26:55.000 --> 01:27:00.000]  You went on to make the point that, no, this is humanity
[01:27:00.000 --> 01:27:03.000]  upset about being slaves, upset about being looted,
[01:27:03.000 --> 01:27:06.000]  upset about their elected leaders meeting in secret
