[00:00.000 --> 00:18.000]  Waging war on corruption, it's Alex Jones coming to you live from the front lines of the Info War.
[01:05:40.000 --> 01:05:43.000]  You can use their service anywhere with an internet connection,
[01:05:43.000 --> 01:05:47.000]  and with one account you can protect up to five devices at the same time.
[01:05:47.000 --> 01:05:53.000]  Go to privateinternetaccess.com right now in order to secure the privacy of you and your loved ones.
[01:05:53.000 --> 01:05:56.000]  Don't wait and allow you and your family to become victims.
[01:05:56.000 --> 01:06:03.000]  Visit privateinternetaccess.com today.
[01:06:03.000 --> 01:06:08.000]  Defending the Republic from enemies born and domestic.
[01:06:08.000 --> 01:06:15.000]  It's Alex Jones.
[01:06:15.000 --> 01:06:18.000]  Well, the former head of the NSA is on Fox News right now,
[01:06:18.000 --> 01:06:21.000]  calling for assault to give up our rights.
[01:06:21.000 --> 01:06:23.000]  We have to have everything we do tracked and recorded
[01:06:23.000 --> 01:06:26.000]  and get rid of the Fourth Amendment and the Tenth Amendment if that matter
[01:06:26.000 --> 01:06:29.000]  and have the feds in our lives because of Al Qaeda,
[01:06:29.000 --> 01:06:33.000]  who they founded and who they've armed on record.
[01:06:33.000 --> 01:06:38.000]  And we've also got all these embassies shut down in places like Rwanda,
[01:06:38.000 --> 01:06:43.000]  where there's never been any terrorist attacks against any Western operations,
[01:06:43.000 --> 01:06:49.000]  almost no Muslims, and they don't have it shut down
[01:06:49.000 --> 01:06:52.000]  in other places.
[01:06:52.000 --> 01:06:55.000]  And of course, you've got Rwanda right in the middle of Africa.
[01:06:55.000 --> 01:07:03.000]  So just absolutely, absolutely ridiculous that things like this are going on.
[01:07:03.000 --> 01:07:07.000]  And Wayne Madsen from the National Security Agency, syndicated columnist,
[01:07:07.000 --> 01:07:10.000]  WayneMadsenreport.com, to recap what you were saying.
[01:07:10.000 --> 01:07:15.000]  They're not shutting down embassies in Lebanon, north of Israel.
[01:07:15.000 --> 01:07:18.000]  They're not shutting them down in places like Pakistan.
[01:07:18.000 --> 01:07:22.000]  They're just shutting them down where it doesn't even matter to then say,
[01:07:22.000 --> 01:07:25.000]  see, we need to spy on you without warrants.
[01:07:25.000 --> 01:07:30.000]  And Congress, how dare you say that we shouldn't outdo the East German Stasi?
[01:07:30.000 --> 01:07:32.000]  I mean, this is ridiculous.
[01:07:32.000 --> 01:07:33.000]  Right.
[01:07:33.000 --> 01:07:37.000]  The list of embassies that was closed down makes no sense at all.
[01:07:37.000 --> 01:07:42.000]  For example, there was an attempt by a government some time ago last year
[01:07:42.000 --> 01:07:45.000]  to enter the U.S. Embassy in Ankara in Turkey.
[01:07:45.000 --> 01:07:49.000]  They shot before he could get in there, but that embassy wasn't closed.
[01:07:49.000 --> 01:07:50.000]  Why?
[01:07:50.000 --> 01:07:51.000]  Because Turkey's a member of NATO.
[01:07:51.000 --> 01:07:53.000]  Turkey's helping us in Syria.
[01:07:53.000 --> 01:07:55.000]  This list is unusual.
[01:07:55.000 --> 01:08:00.000]  And also, the embassy and the former Soviet Central Asian stands
[01:08:00.000 --> 01:08:03.000]  that are primarily Muslim, they weren't shut down.
[01:08:03.000 --> 01:08:09.000]  The one in Azerbaijan wasn't shut down because the U.S. has a lot of oil connections there.
[01:08:09.000 --> 01:08:17.000]  So, and now this coming week, the one in Kurdistan has reopened, the U.S. consulate there,
[01:08:17.000 --> 01:08:20.000]  and a few others, and now new ones are being closed.
[01:08:20.000 --> 01:08:24.000]  The thing makes no sense at all because the thing was, I think it was just done
[01:08:24.000 --> 01:08:28.000]  at a moment's notice to help NSA convince everybody
[01:08:28.000 --> 01:08:31.000]  that they need to continue doing the surveillance.
[01:08:31.000 --> 01:08:35.000]  So somebody, some political weenie at the State Department,
[01:08:35.000 --> 01:08:39.000]  was literally out of their butt without any sort of forethought.
[01:08:39.000 --> 01:08:44.000]  And anyone who knows anything about U.S. foreign policy and the closure of embassies
[01:08:44.000 --> 01:08:47.000]  knows that IDAL fitters coming up this week.
[01:08:47.000 --> 01:08:50.000]  So, you know, these embassies were going to be closed anyway.
[01:08:50.000 --> 01:08:57.000]  And this whole thing was just an effort in a ridiculous propaganda ploy.
[01:08:57.000 --> 01:09:01.000]  Folks, I want to give you the numbers so you have a chance to talk directly to Wayne Madsen.
[01:09:01.000 --> 01:09:05.000]  Your phones are open for Wayne Madsen, your questions for syndicated calmness,
[01:09:05.000 --> 01:09:09.000]  research, or someone who's advised Congress, the EU on national security issues
[01:09:09.000 --> 01:09:12.000]  concerning the NSA type grids.
[01:09:12.000 --> 01:09:22.000]  Your chance to ask him about Benghazi gay, any of it, 877-789-ALEX, 877-789-2539.
[01:09:22.000 --> 01:09:27.000]  Questions only for Wayne Madsen, 877-789-2539.
[01:09:27.000 --> 01:09:32.000]  But we have now an open debate about the persecution of the press,
[01:09:32.000 --> 01:09:34.000]  persecution of whistleblowers.
[01:09:34.000 --> 01:09:37.000]  They've been caught with the stand-down order on Benghazi.
[01:09:37.000 --> 01:09:39.000]  They've been caught with fast and furious.
[01:09:39.000 --> 01:09:43.000]  They've just been caught, you know, as you said a month ago
[01:09:43.000 --> 01:09:45.000]  when you were down here visiting in Austin, Texas,
[01:09:45.000 --> 01:09:49.000]  Obama has outnix and nix into the power of 10.
[01:09:49.000 --> 01:09:51.000]  How do you think Obama's going to end?
[01:09:51.000 --> 01:09:55.000]  Because I know he's a front man, but they've gotten so much done under him.
[01:09:55.000 --> 01:09:58.000]  Where do you see all this going?
[01:09:58.000 --> 01:10:03.000]  I mean, if Liberty versus tyranny was a football game, what's the score?
[01:10:03.000 --> 01:10:05.000]  Well, look, it's his birthday today.
[01:10:05.000 --> 01:10:07.000]  He's 54 years old.
[01:10:07.000 --> 01:10:10.000]  He's 54-52. He's 52 years old today.
[01:10:10.000 --> 01:10:19.000]  He's going to be leaving office in 2017, January.
[01:10:19.000 --> 01:10:21.000]  He's going to still be a young guy.
[01:10:21.000 --> 01:10:26.000]  He's now going to be taking contributions for his presidential library,
[01:10:26.000 --> 01:10:28.000]  which it looks like it's going to be in Chicago.
[01:10:28.000 --> 01:10:29.000]  Oh, boy.
[01:10:29.000 --> 01:10:31.000]  And now he's going to be on everyone's take.
[01:10:31.000 --> 01:10:35.000]  He's going to be just like Bill Clinton and the rest of them getting donations.
[01:10:35.000 --> 01:10:39.000]  So this guy is going to be obviously doing much more with the Saudis and the Qataris,
[01:10:39.000 --> 01:10:42.000]  because he knows that they're going to give him a lot of money for that library.
[01:10:42.000 --> 01:10:44.000]  He's turning the whole Middle East over to them and their Al-Qaeda people.
[01:10:44.000 --> 01:10:45.000]  It's just part of it.
[01:10:45.000 --> 01:10:46.000]  Absolutely.
[01:10:46.000 --> 01:10:50.000]  He's looking at his legacy and his library and all that stuff.
[01:10:50.000 --> 01:10:56.000]  So the real horror phase of pardons and everything's about to begin.
[01:10:56.000 --> 01:10:57.000]  Yeah.
[01:10:57.000 --> 01:10:58.000]  Yeah.
[01:10:58.000 --> 01:11:00.000]  He's going to be cutting all kinds of side deals.
[01:11:00.000 --> 01:11:05.000]  And obviously countries that are not going along with his program like Russia and China
[01:11:05.000 --> 01:11:11.000]  are going to, you know, face a lot more pushback by the U.S.
[01:11:11.000 --> 01:11:14.000]  Look, he's got Susan Rice as his national security advisor.
[01:11:14.000 --> 01:11:19.000]  She's more interested in going after Venezuela and Cuba and Iran and Russia and China.
[01:11:19.000 --> 01:11:28.000]  She's very silent on Bahrain, you know, which did a very bloody crackdown on its own population.
[01:11:28.000 --> 01:11:30.000]  Where is she on Saudi Arabia?
[01:11:30.000 --> 01:11:33.000]  One of the most misogynist countries on the planet.
[01:11:33.000 --> 01:11:37.000]  Where is she on these other U.S.-supported dictatorships?
[01:11:37.000 --> 01:11:41.000]  You know, this is what we're going to see, because Bahrain's going to probably kick in
[01:11:41.000 --> 01:11:47.000]  a nice hefty sum for the Obama Presidential Library, and so will a lot of these other,
[01:11:47.000 --> 01:11:49.000]  not only countries, but companies.
[01:11:49.000 --> 01:11:55.000]  And we look, you know, if I say that the people in charge of the Trans-Canada pipeline,
[01:11:55.000 --> 01:12:00.000]  the Excel pipeline, they're probably already rating the check for the Obama Library,
[01:12:00.000 --> 01:12:03.000]  so he approves that pipeline.
[01:12:03.000 --> 01:12:04.000]  Absolutely.
[01:12:04.000 --> 01:12:08.000]  Shut down the American pipelines and only how they're pipelines to open up.
[01:12:08.000 --> 01:12:10.000]  I mean, this is how real business is done.
[01:12:10.000 --> 01:12:11.000]  You don't build things.
[01:12:11.000 --> 01:12:15.000]  You just get paid off and shut down people's competition.
[01:12:15.000 --> 01:12:23.000]  Speaking of Bahrain, Amber Lyon, who won several Emmys for her television news reporting,
[01:12:23.000 --> 01:12:26.000]  she found out they were killing her stories when she was there,
[01:12:26.000 --> 01:12:29.000]  of Bahrain lining men, women, and children up and shooting them,
[01:12:29.000 --> 01:12:33.000]  and were paying a half million dollars per episode to kill.
[01:12:33.000 --> 01:12:37.000]  So not only were they killing her show, they were paying a half mill to see an end
[01:12:37.000 --> 01:12:39.000]  to kill reporting on it.
[01:12:39.000 --> 01:12:44.000]  So when we say pro-U.S. regimes, we mean pro-globalist regimes they've seized.
[01:12:44.000 --> 01:12:46.000]  I want to be clear, I studied history as you have.
[01:12:46.000 --> 01:12:48.000]  I don't romanticize Russia.
[01:12:48.000 --> 01:12:52.000]  My family's been in America since the Mayflower before, it was even colonies.
[01:12:52.000 --> 01:12:58.000]  I know Russia's got its own problems, but at the same time, they're decrying spying.
[01:12:58.000 --> 01:13:00.000]  They're trying to go more free market.
[01:13:00.000 --> 01:13:03.000]  They have lower taxes than us in Russia.
[01:13:03.000 --> 01:13:07.000]  Russia and then Putin defies them, and then John McCain, for those that don't know,
[01:13:07.000 --> 01:13:12.000]  on Friday said basically we should have war with Russia,
[01:13:12.000 --> 01:13:16.000]  and we're seeing other bizarre, insane statements with the whole Snowden thing
[01:13:16.000 --> 01:13:21.000]  giving them temporary visa there.
[01:13:21.000 --> 01:13:23.000]  What do you make of that?
[01:13:23.000 --> 01:13:28.000]  Yeah, I mean, look, how do we criticize Russia?
[01:13:28.000 --> 01:13:33.000]  We have George Soros, who's one of Obama's big fund funders.
[01:13:33.000 --> 01:13:35.000]  An admitted Nazi collaborator.
[01:13:35.000 --> 01:13:39.000]  Yeah, right, and he's paying money to this pussy riot.
[01:13:39.000 --> 01:13:44.000]  You know, basically disrupt the religious services in Moscow
[01:13:44.000 --> 01:13:50.000]  and then chop down crosses in Kiev and Ukraine and all kinds of other things.
[01:13:50.000 --> 01:13:54.000]  Gee, I don't see some of these...
[01:13:54.000 --> 01:13:55.000]  Where's Miss...
[01:13:55.000 --> 01:13:58.000]  That's right, they're going and violating other people's speech
[01:13:58.000 --> 01:14:01.000]  so they can claim Putin and Russia is violating free speech
[01:14:01.000 --> 01:14:04.000]  when they're the ones setting up free speech zones here.
[01:14:04.000 --> 01:14:08.000]  And it turns out that that punk rock band is openly funded by the State Department.
[01:14:08.000 --> 01:14:09.000]  Absolutely.
[01:14:09.000 --> 01:14:13.000]  And who's in Cairo today as Obama's personal representatives?
[01:14:13.000 --> 01:14:18.000]  But Miss Lindsay and John McCain and St. McCain,
[01:14:18.000 --> 01:14:21.000]  they're his personal representatives over there.
[01:14:21.000 --> 01:14:25.000]  I mean, when are these two guys going to go to Ikea and start picking up furniture together?
[01:14:25.000 --> 01:14:27.000]  I mean, it's incredible.
[01:14:27.000 --> 01:14:29.000]  You send these two lunatics,
[01:14:29.000 --> 01:14:33.000]  and both these guys have been very critical of Obama.
[01:14:33.000 --> 01:14:36.000]  So, you know, but look, Obama's not his own.
[01:14:36.000 --> 01:14:37.000]  He's being told what to do.
[01:14:37.000 --> 01:14:43.000]  It's like when he ran in 2008, somebody that I know with the CIA said,
[01:14:43.000 --> 01:14:46.000]  you know, you don't know what you're supporting here.
[01:14:46.000 --> 01:14:48.000]  You have no idea who this guy is.
[01:14:48.000 --> 01:14:51.000]  And when, you know, I thought about that and started looking into him.
[01:14:51.000 --> 01:14:53.000]  Of course, he'd already been elected president.
[01:14:53.000 --> 01:14:57.000]  I realized this guy had a CIA pedigree, you know, and I wrote a book about it.
[01:14:57.000 --> 01:15:00.000]  And by the way, I have a new book out about NSA surveillance
[01:15:00.000 --> 01:15:04.000]  called NSA Surveillance Reflections and Revelations 2001 to 2015.
[01:15:04.000 --> 01:15:06.000]  By the way, I want to carry all your books.
[01:15:06.000 --> 01:15:09.000]  Why in the world are they not in the info or store?
[01:15:09.000 --> 01:15:11.000]  We need to get that deal going, Wayne.
[01:15:11.000 --> 01:15:12.000]  I know some of the free books.
[01:15:12.000 --> 01:15:14.000]  Yeah, some of them are.
[01:15:14.000 --> 01:15:18.000]  And also, well, they can be Lulu and Amazon Create.
[01:15:18.000 --> 01:15:20.000]  They're carrying both of them.
[01:15:20.000 --> 01:15:21.000]  They came out last week.
[01:15:21.000 --> 01:15:25.000]  But basically, it's to show that I was reporting on some of these.
[01:15:25.000 --> 01:15:26.000]  Absolutely.
[01:15:26.000 --> 01:15:29.000]  I'm going to carry the hard copy starting next week.
[01:15:29.000 --> 01:15:32.000]  We're going to get you back on about that to go over the whole history of this spying.
[01:15:32.000 --> 01:15:34.000]  WayneMatswoodImport.com.
[01:15:34.000 --> 01:15:37.000]  You can find all of his new books that just came out.
[01:15:37.000 --> 01:15:39.000]  You're not too good at promoting your books, buddy.
[01:15:39.000 --> 01:15:40.000]  You need to tell me about this.
[01:15:40.000 --> 01:15:41.000]  I want to get you on about that.
[01:15:41.000 --> 01:15:42.000]  Wayne, stay there.
[01:15:42.000 --> 01:15:48.000]  We're going to come back and take some phone calls on the other side of this break.
[01:15:48.000 --> 01:15:49.000]  And you know the number.
[01:15:49.000 --> 01:15:51.000]  It's different on Sunday than it is on the weekday show.
[01:15:51.000 --> 01:15:54.000]  It's 877-789-ALIX.
[01:15:54.000 --> 01:15:55.000]  It goes right into me here.
[01:15:55.000 --> 01:15:57.000]  I can throw these calls.
[01:15:57.000 --> 01:15:58.000]  We'll be right back.
[01:15:58.000 --> 01:16:00.000]  Stay with us.
[01:16:00.000 --> 01:16:05.000]  Now is the perfect time to spring clean your body with Supernatural Silver,
[01:16:05.000 --> 01:16:10.000]  a non-toxic disinfectant for the body that can be used internally or externally.
[01:16:10.000 --> 01:16:16.000]  It helps the immune system by killing the bacteria, viruses, and mold that cause disease.
[01:16:16.000 --> 01:16:20.000]  This helps to reduce the workload of your already overworked immune system
[01:16:20.000 --> 01:16:24.000]  and allows the immune system to refocus its energy and recharge.
[01:16:24.000 --> 01:16:28.000]  Supernatural Silver can help combat over 300 different conditions
[01:16:28.000 --> 01:16:34.000]  and it has the ability to kill over 143 types of bacteria, viruses, mold, and yeast.
[01:16:34.000 --> 01:16:39.000]  Supernatural Silver's patented technology includes advanced scientific research
[01:16:39.000 --> 01:16:44.000]  with over 180 scientific studies conducted at independent universities, hospitals,
[01:16:44.000 --> 01:16:47.000]  research institutions, and nursing homes.
[01:16:47.000 --> 01:16:53.000]  To see how Supernatural Silver can change your life, go to SupernaturalSilver.com.
[01:16:53.000 --> 01:16:59.000]  Use the promo code Silver2013 for 20% off and like us on Facebook.
[01:17:24.000 --> 01:17:27.000]  To the ideas that shape our actions.
[01:17:27.000 --> 01:17:31.000]  When somebody obscures that feedback loop between you observing and testing it out
[01:17:31.000 --> 01:17:34.000]  and verifying it, they can take total control of your awareness.
[01:17:34.000 --> 01:17:37.000]  All of this is happening so fast, you need to be ahead of the game.
[01:17:37.000 --> 01:17:42.000]  How to engineer the opinion of the American people so that they would not only endorse
[01:17:42.000 --> 01:17:54.000]  a man, a war.
[01:18:12.000 --> 01:18:30.000]  It is the only one that does it and out of the gates.
[01:18:30.000 --> 01:18:33.000]  We have it discounted at 10% off with promo code water.
[01:18:33.000 --> 01:18:41.000]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines,
[01:18:41.000 --> 01:18:46.000]  ammonia, and chlorine, hydrofluorosilic acid, the most common form of fluoride
[01:18:46.000 --> 01:18:50.000]  not covered by other fluoride filter brands, and sodium hexafluorosilicate.
[01:18:50.000 --> 01:18:55.000]  Get your Pro Pure with the new Pro One filters today at infowarstore.com
[01:18:55.000 --> 01:18:59.000]  or by calling 888-253-3139.
[01:18:59.000 --> 01:19:03.000]  Calben Soap Company can save you thousands of dollars
[01:19:03.000 --> 01:19:07.000]  and give you good old fashioned real soap that is triple concentrated
[01:19:07.000 --> 01:19:11.000]  and made from the highest quality vegetable and coconut oils.
[01:19:11.000 --> 01:19:16.000]  See them on the web www.5starsoap.com
[01:19:16.000 --> 01:19:23.000]  or call 1-800-340-7091 for a free catalog and buy American made products.
[01:19:23.000 --> 01:19:29.000]  Visit a sampler, a one to two month supply, or get a one to two year supply of soaps for all your cleaning needs.
[01:19:29.000 --> 01:19:32.000]  You're getting soap products twice as good as what you're using now.
[01:19:32.000 --> 01:19:37.000]  This is an amazing deal and you will love the way real soap makes your skin feel.
[01:19:37.000 --> 01:19:44.000]  Call 1-800-340-7091 or visit www.5starsoap.com
[01:19:44.000 --> 01:19:49.000]  Alex and his staff have used these earth friendly pure soaps for years.
[01:19:49.000 --> 01:19:54.000]  See them on the web www.5starsoap.com
[01:19:54.000 --> 01:20:20.000]  or call 1-800-340-7091 for a catalog.
[01:20:24.000 --> 01:20:33.000]  All right, in the next two segments, I'm going to go to your phone calls for Wayne Madsen,
[01:20:33.000 --> 01:20:40.000]  formerly with the National Security Agency, syndicated columnist, great author and researcher on a host of subjects.
[01:20:40.000 --> 01:20:45.000]  Just always has amazing info that just continues to turn out to be accurate over the decade.
[01:20:45.000 --> 01:20:49.000]  Plus, I've been interviewing him and then I'm going to get into the attack on free speech.
[01:20:49.000 --> 01:20:55.000]  As you know, in Seattle, they've banned the word paper bag and the word citizen saying it's hurtful.
[01:20:55.000 --> 01:20:59.000]  Brown bag is racist and the word citizen is racist.
[01:20:59.000 --> 01:21:01.000]  I actually have newscast. I'm not joking.
[01:21:01.000 --> 01:21:04.000]  And I have articles where gads and flags are being taken down.
[01:21:04.000 --> 01:21:07.000]  The police are being dispatched. That's racist now.
[01:21:07.000 --> 01:21:11.000]  Don't tread on me. They'll say your guns are racist.
[01:21:11.000 --> 01:21:14.000]  In fact, they are now saying they're racist and then take those.
[01:21:14.000 --> 01:21:19.000]  This is authoritarianism and a dumb down public. Yeah, there's Fox News.
[01:21:19.000 --> 01:21:23.000]  Seattle to ban potentially offensive words like brown bag and citizen.
[01:21:23.000 --> 01:21:27.000]  I mean, I say this stuff now and it was like in Wisconsin.
[01:21:27.000 --> 01:21:35.000]  An animal shelter had a baby deer because the mama got run over and they sent us eight armored vehicle SWAT team to the well-known facility
[01:21:35.000 --> 01:21:39.000]  and came and killed the deer in front of them because you're not allowed to have a baby deer.
[01:21:39.000 --> 01:21:48.000]  I mean, it's like every control freak nutball gets into government or corporations, big ones, and we just bow down.
[01:21:48.000 --> 01:21:50.000]  That's the opposite of what America is.
[01:21:50.000 --> 01:21:54.000]  We're all, ladies and gentlemen, independent sovereign citizens that have rights.
[01:21:54.000 --> 01:21:57.000]  We're being told, oh, we're running over your rights for reasons.
[01:21:57.000 --> 01:21:59.000]  No, that's not what's happening.
[01:21:59.000 --> 01:22:02.000]  So we'll get into some of that. That's all up on infowars.com.
[01:22:02.000 --> 01:22:07.000]  Articles like confirmed Benghazi was covered up of transfer of arms to Al Qaeda.
[01:22:07.000 --> 01:22:10.000]  Isn't it rich? Lindsey Graham says Al Qaeda is on steroids now.
[01:22:10.000 --> 01:22:16.000]  Well, yeah, after you and Obama gave them heat-seeking missiles, you've been saying give them more heavy arms, you little turd.
[01:22:16.000 --> 01:22:20.000]  But you know the general public can't find their butt with both hands.
[01:22:20.000 --> 01:22:23.000]  I mean, you people are just unbelievable.
[01:22:23.000 --> 01:22:25.000]  Because you just, you're sick.
[01:22:25.000 --> 01:22:28.000]  It's like a bank robber calling the police on the teller.
[01:22:28.000 --> 01:22:32.000]  Veterans through city over takedown of gas and flag, that's on infowars.com.
[01:22:32.000 --> 01:22:37.000]  Insider blows the whistle and military takeover plan as they're training to occupy U.S. towns and cities.
[01:22:37.000 --> 01:22:38.000]  Amazing.
[01:22:38.000 --> 01:22:40.000]  Again, some of them attack on our military.
[01:22:40.000 --> 01:22:42.000]  It's an attack on who's commanding them.
[01:22:42.000 --> 01:22:43.000]  That's just some of it.
[01:22:43.000 --> 01:22:45.000]  Wayne, we're going to go to the calls right now.
[01:22:45.000 --> 01:22:49.000]  Any other tidbits you'd like to add before I go to these calls?
[01:22:49.000 --> 01:22:54.000]  Well, I mean, you know, I always say, you know, you hear these stories about what they did to the board, you know,
[01:22:54.000 --> 01:23:04.000]  a pawn up in Wisconsin and then there was a 95-year-old man who was tasered and shot by the police because he refused medical treatment in some facility.
[01:23:04.000 --> 01:23:06.000]  So they just killed him.
[01:23:06.000 --> 01:23:08.000]  I mean, a 95-year-old guy, you know.
[01:23:08.000 --> 01:23:13.000]  I know there's a new video of a homeless guy calls a cop reportedly a bitch.
[01:23:13.000 --> 01:23:16.000]  She pulls the gun out and shoots him in the stomach and they're saying they mail.
[01:23:16.000 --> 01:23:20.000]  I'm seeing 10 articles a day where cops shoot innocent people unarmed now.
[01:23:20.000 --> 01:23:29.000]  Yeah, I mean, you know, it's like every dystopian future sci-fi movie, all actually, you look at them now and you think,
[01:23:29.000 --> 01:23:30.000]  my God, what is that?
[01:23:30.000 --> 01:23:31.000]  Is that a movie?
[01:23:31.000 --> 01:23:32.000]  Is that a documentary?
[01:23:32.000 --> 01:23:34.000]  Or no, is that a vacation spot?
[01:23:34.000 --> 01:23:35.000]  Yeah, right.
[01:23:35.000 --> 01:23:40.000]  A lot of, I see dystopic stuff made 50 years ago and I'm like, that was a good place to go live.
[01:23:40.000 --> 01:23:41.000]  Exactly.
[01:23:41.000 --> 01:23:42.000]  Exactly.
[01:23:42.000 --> 01:23:48.000]  I mean, it's, you know, and I said this even back, you know, when we had Bush Cheney in there.
[01:23:48.000 --> 01:23:53.000]  You know, I said America seems to be suffering from moral indignation fatigue.
[01:23:53.000 --> 01:23:56.000]  It's like, oh, you know, people say, I don't want to hear anymore.
[01:23:56.000 --> 01:23:57.000]  I don't want to hear anymore.
[01:23:57.000 --> 01:23:58.000]  But you know, they've got to hear more.
[01:23:58.000 --> 01:24:09.000]  They've got to, you know, they've got to understand that if they don't stand up and refuse to be just swallowed up by this machine,
[01:24:09.000 --> 01:24:12.000]  that, you know, it's going to come get them eventually.
[01:24:12.000 --> 01:24:14.000]  They're going to succumb to it.
[01:24:14.000 --> 01:24:17.000]  You know, they're going to be, they're going to wake up, you know.
[01:24:17.000 --> 01:24:24.000]  It's like many of our founders said, you know, it's not like South America where the tanks go in the street overnight.
[01:24:24.000 --> 01:24:30.000]  You got a military regime the day before you might add a democratically elected president in this country.
[01:24:30.000 --> 01:24:35.000]  It's like a slow burn, you know, it doesn't happen overnight.
[01:24:35.000 --> 01:24:36.000]  It's a gradual thing.
[01:24:36.000 --> 01:24:40.000]  And then when you realize that it's absolutely, but those are hard to beat because they're so incremental.
[01:24:40.000 --> 01:24:44.000]  David in British Columbia up in Canada, you're on the year with Wayne Madsen.
[01:24:44.000 --> 01:24:46.000]  Go ahead.
[01:24:46.000 --> 01:24:47.000]  Yes.
[01:24:47.000 --> 01:24:51.000]  On your issues, questions for Mr. Madsen.
[01:24:51.000 --> 01:24:54.000]  I was, you've raised numerous issues there.
[01:24:54.000 --> 01:25:01.000]  I'm wondering on the Benghazi situation, do we see it as an October surprise, much like Jimmy Carter,
[01:25:01.000 --> 01:25:07.000]  where the actual intelligence agencies were trying to subvert Obama and put Mitt Romney in power?
[01:25:07.000 --> 01:25:15.000]  Secondly, do we see Putin's resistance to the U.S. as a counterbalancing force, which might help stabilize the world?
[01:25:15.000 --> 01:25:22.000]  And thirdly, do we see these recent, I'm looking at anti-war.com and I'm thinking,
[01:25:22.000 --> 01:25:27.000]  Interpol issues global alert after prison breaks in Iraq, Libya and Pakistan.
[01:25:27.000 --> 01:25:32.000]  And we have Syrian rebels capture anti-tank missiles from government forces.
[01:25:32.000 --> 01:25:38.000]  And I'm wondering if these prison breaks of al-Qaeda personnel are meant to reinforce the Syrian attack.
[01:25:38.000 --> 01:25:40.000]  I was about to say, I want him to answer that.
[01:25:40.000 --> 01:25:45.000]  But on the last one, they've been caught doing fake prison breaks where they get people,
[01:25:45.000 --> 01:25:48.000]  train them, basically get them to get in line, find out who'll work with them,
[01:25:48.000 --> 01:25:52.000]  and then they release them to go carry out operations and call it a prison break.
[01:25:52.000 --> 01:25:53.000]  Wayne.
[01:25:53.000 --> 01:25:54.000]  Well, that's true.
[01:25:54.000 --> 01:25:57.000]  I'll answer the last one first then since we're on that subject.
[01:25:57.000 --> 01:26:03.000]  You know, exactly because there was a huge prison break in Yemen some years ago
[01:26:03.000 --> 01:26:09.000]  and people who were accused of being involved in the bombing of the U.S. as coal were released.
[01:26:09.000 --> 01:26:12.000]  You know, in all regards, they're looking the other way.
[01:26:12.000 --> 01:26:17.000]  Obviously, yeah, I mean, the U.S. must have had some say so there.
[01:26:17.000 --> 01:26:25.000]  And then these guys that get released from Guantanamo, many times they go back working with the insurgent groups
[01:26:25.000 --> 01:26:29.000]  and if they were tortured, they may not have been insurgents to begin with,
[01:26:29.000 --> 01:26:33.000]  but they certainly are insurgents after they were tortured.
[01:26:33.000 --> 01:26:34.000]  Exactly.
[01:26:34.000 --> 01:26:36.000]  It's factories of producing these people.
[01:26:36.000 --> 01:26:37.000]  Exactly.
[01:26:37.000 --> 01:26:43.000]  So on the Benghazi thing with Mitt Romney, look, Mitt Romney was caught with an open mic saying,
[01:26:43.000 --> 01:26:47.000]  what we need here is our Jimmy Carter strategy.
[01:26:47.000 --> 01:26:48.000]  Now, what does that mean?
[01:26:48.000 --> 01:26:51.000]  What happened with Jimmy Carter?
[01:26:51.000 --> 01:26:59.000]  George Bush and Bill Casey arranged to meet with the Ayatollah Homanes representatives in Paris.
[01:26:59.000 --> 01:27:02.000]  By the way, this came out in the Iran Conjure.
[01:27:02.000 --> 01:27:04.000]  This is not your opinion.
[01:27:04.000 --> 01:27:06.000]  It was arms for no hostages.
[01:27:06.000 --> 01:27:11.000]  Keep the hostages at the embassy in Tehran and you'll get weapons from us.
[01:27:11.000 --> 01:27:13.000]  They sent the weapons over there.
[01:27:13.000 --> 01:27:15.000]  I wrote extensively about this.
[01:27:15.000 --> 01:27:18.000]  They were sent over on a ship called the SS Poet out of Philadelphia.
[01:27:18.000 --> 01:27:19.000]  Tell missiles.
[01:27:19.000 --> 01:27:21.000]  Yeah, everything.
[01:27:21.000 --> 01:27:29.000]  Parts for Iranian F-14s that were embargoed and they were all delivered to the port of Bandar Abbas.
[01:27:29.000 --> 01:27:37.000]  And then after that, the SS Poet with the 34 U.S. crew disappears.
[01:27:37.000 --> 01:27:43.000]  The government said it disappeared in the Atlantic on its way to deliver corn to Port Said, Egypt.
[01:27:43.000 --> 01:27:45.000]  They would never even say to going through the straits of Gibraltar.
[01:27:45.000 --> 01:27:49.000]  So that's just like killing the Navy SEALs that were on the fake bin Laden raid.
[01:27:49.000 --> 01:27:51.000]  They killed the guys that delivered that.
[01:27:51.000 --> 01:27:56.000]  Everybody working for the government should know, if you're involved in a dirty op, they're going to kill you idiots.
[01:27:56.000 --> 01:27:58.000]  Yeah, yeah, because you know too much.
[01:27:58.000 --> 01:28:05.000]  You know, and so yeah, so when he's, when Romney said a Jimmy Carter strategy, bingo, that was it.
[01:28:05.000 --> 01:28:07.000]  I said, oh, he's, there's something going on.
[01:28:07.000 --> 01:28:11.000]  And I would almost bet that Petraeus had to be involved.
[01:28:11.000 --> 01:28:13.000]  Remember, he was the neocon darling.
