[00:00:05.495 --> 00:00:06.215]  We're live.
[01:49:33.271 --> 01:49:34.412]  You might want to share it.
[01:49:34.412 --> 01:49:36.755]  I mean, I know it's not Facebook or Twitter, so it doesn't exist, you know?
[01:49:36.755 --> 01:49:38.696]  It doesn't even exist here.
[01:49:38.696 --> 01:49:42.260]  But it's with the Mark of the Beast and all that's happening, so let's play that clip.
[01:49:42.260 --> 01:49:46.363]  Here it is.
[01:49:46.363 --> 01:49:54.250]  You may be an atheist and you may not believe in Holy Scripture, but that does not change the fact that the Mark of the Beast is upon us.
[01:49:55.407 --> 01:50:01.850]  For those unfamiliar with the Mark of the Beast, it comes from Revelation 13 in the Bible.
[01:50:01.850 --> 01:50:14.255]  It also forced all people, great and small, rich and poor, free and slave, to receive a mark on their right hands or on their foreheads, so that they could not buy or sell unless they had the mark.
[01:50:15.182 --> 01:50:19.126]  Which is the name of the beast or the number of its name?
[01:50:19.126 --> 01:50:21.248]  This calls for wisdom.
[01:50:21.248 --> 01:50:27.473]  Let the person who has insight calculate the number of the beast, for it is the number of a man.
[01:50:27.473 --> 01:50:30.936]  That number is 666.
[01:50:30.936 --> 01:50:36.562]  Whether it is biblical prophecy or not, the evidence suggests it is a very real agenda.
[01:50:37.938 --> 01:50:43.579]  Every universal barcode has three guide bars, each one representing a six.
[01:50:43.579 --> 01:50:52.862]  When the inventor George Joseph Lohrer of IBM was asked of this, he replied, Yes, they do resemble the code for a six.
[01:50:52.862 --> 01:50:58.383]  There is nothing sinister about this, nor does it have anything to do with the Bible's Mark of the Beast.
[01:50:58.383 --> 01:51:04.165]  It is simply a coincidence, like the fact that my first, middle, and last name all have six letters.
[01:51:05.663 --> 01:51:07.765]  Perhaps it was a coincidence.
[01:51:07.765 --> 01:51:09.526]  Or even a joke.
[01:51:09.526 --> 01:51:11.487]  But look at what we have today.
[01:51:11.487 --> 01:51:18.632]  In 2004, the FDA approved a chip that is implanted into a person's hand.
[01:51:18.632 --> 01:51:29.220]  In 2019, Elon Musk and Neuralink have announced that they are planning on implanting computer chips into people's heads, so that we can merge with artificial intelligence.
[01:51:31.036 --> 01:51:42.343]  MIT, under funding of the Bill and Melinda Gates Foundation, has developed a quantum dot ink implant that can be monitored by a smartphone.
[01:51:42.343 --> 01:51:56.472]  And in 2020, world patent number 060606 was published by Microsoft Technology, titled, Cryptocurrency System Using Body Activity Data.
[01:51:57.870 --> 01:52:09.919]  It outlines a technology wherein human body activity associated with a task provided to a user may be used in a mining process of a cryptocurrency system.
[01:52:09.919 --> 01:52:20.428]  The human is given an activity to accomplish, which is sent from a body sensor to the cloud and to the cryptocurrency system, rewarding the human with money.
[01:52:22.031 --> 01:52:35.717]  And while this is happening, the world is being told to stay at home until a vaccine can be developed, while the 5G needed to run artificial intelligence is rapidly rolling out worldwide.
[01:52:35.717 --> 01:52:40.879]  Let the person who has insight calculate the number of the beast, for it is the number of a man.
[01:52:42.099 --> 01:52:49.804]  Humanity is being asked to abandon a world based on God's law and accept a world based on man's law.
[01:52:49.804 --> 01:52:53.087]  In other words, the law of the state.
[01:52:53.087 --> 01:52:59.832]  Whether you believe in biblical prophecy or not, the mark of the beast is becoming very real.
[01:52:59.832 --> 01:53:09.358]  And at the speed of which things are now going, it seems we will soon discover how many people will accept the mark and how many will resist.
[01:53:09.358 --> 01:53:11.480]  For InfoWars.com, this is Greg Reese.
[01:53:26.978 --> 01:53:28.079]  InfoWars.
[01:53:28.079 --> 01:53:30.120]  Tomorrow's news, today.
[01:53:30.120 --> 01:53:35.242]  The enemy is moving on the surface and beneath the surface against every free nation on Earth.
[01:53:35.242 --> 01:53:43.707]  There have been draconian developments, undreamed of just six months ago, that have unfolded.
[01:53:45.154 --> 01:53:57.505]  Twitter, Facebook, and Google are now announcing that they're even going to block members of the Congress when they say that the coronavirus came out of the Wuhan lab.
[01:53:57.505 --> 01:54:07.633]  They're running national news pieces in Europe, the UK, Australia, and Canada, telling children, do not trust your parents.
[01:54:07.633 --> 01:54:09.335]  Watch them carefully.
[01:54:10.769 --> 01:54:10.949]  I don't
[01:54:32.697 --> 01:54:43.171]  Decides what Americans and Canadians and Germans and Mexicans and Brazilians can say and sets the AI to watch you and control you.
[01:54:43.171 --> 01:54:46.596]  Welcome to the new world order.
[01:54:47.637 --> 01:54:56.221]  A couple of people is spreading the idea on social media that the rollout of 5G cell towers is responsible for the COVID-19 epidemic.
[01:54:56.221 --> 01:55:00.123]  Some of the towers have even been set on fire in the UK.
[01:55:00.123 --> 01:55:04.905]  As our Victor Williams reports, it's having consequences here for people who are just out doing their jobs.
[01:55:06.670 --> 01:55:18.940]  Yeah, well the fact that anyone would believe this theory is absolutely mind-blowing, and doctors everywhere are agreeing that these 5G towers have absolutely nothing to do with the spread of the coronavirus.
[01:55:18.940 --> 01:55:33.573]  Of course if we're gonna have drones watching us in checkpoints and stay at home, lockdown, house arrest orders, of course they're gonna tell the children, watch your parents, because you see 1984 for these guys is a owner's manual.
[01:55:35.157 --> 01:55:37.618]  It's an operations plan.
[01:55:37.618 --> 01:55:49.984]  Hillary Clinton's lessons of George Orwell's 1984 is to trust leaders, the press, and experts.
[01:55:49.984 --> 01:55:52.325]  They're coming for you.
[01:55:52.325 --> 01:55:54.666]  They're coming for all of us.
[01:55:54.666 --> 01:56:03.810]  The incremental ambient background noise of the electromagnetic radiation is being jacked up on high.
[01:56:05.562 --> 01:56:12.927]  All over the world, people are watching 5G go in by their house and the trees die with a niche.
[01:56:12.927 --> 01:56:14.848]  All on the left-hand side.
[01:56:14.848 --> 01:56:16.470]  Look on the left-hand side of that tree.
[01:56:16.470 --> 01:56:19.952]  Look at the right-hand side.
[01:56:19.952 --> 01:56:21.193]  That's alright.
[01:56:21.193 --> 01:56:22.314]  Yeah.
[01:56:22.314 --> 01:56:22.534]  Great.
[01:56:22.534 --> 01:56:23.795]  Well, look at the right-hand side of the tree.
[01:56:23.795 --> 01:56:24.415]  Look at the flowers.
[01:56:24.415 --> 01:56:26.136]  Look at the bushes.
[01:56:26.136 --> 01:56:27.037]  Look at the green bushes.
[01:56:27.037 --> 01:56:28.398]  Yeah.
[01:56:28.398 --> 01:56:30.759]  Very nice.
[01:56:30.759 --> 01:56:31.700]  Look at the left-hand side.
[01:56:34.403 --> 01:56:35.564]  Dead.
[01:56:35.564 --> 01:56:36.004]  Do you know why?
[01:56:36.004 --> 01:56:39.807]  Because that's right next to it.
[01:56:39.807 --> 01:56:42.689]  The grass begins to gnarle and brown.
[01:56:42.689 --> 01:56:48.033]  The birds move their nests.
[01:56:48.033 --> 01:57:00.502]  And the studies are coming out everywhere that the 5G towers are 3, 4, 5, 10 times stronger than even the FCC says they're allowed to have.
[01:57:00.502 --> 01:57:02.384]  And at the FCC-agreed level,
[01:57:03.558 --> 01:57:06.819]  Massive increases in cancer.
[01:57:06.819 --> 01:57:09.920]  Oh, you're burning inside now.
[01:57:09.920 --> 01:57:13.901]  That microwave's rubbing your molecules together.
[01:57:13.901 --> 01:57:15.922]  And you're burning inside.
[01:57:15.922 --> 01:57:18.002]  And soon, you will die.
[01:57:18.002 --> 01:57:29.566]  And the globalists think you're so stupid that when you're all dying, you won't even notice it.
[01:57:45.919 --> 01:58:00.218]  Hiding in plain view, Politico, the Associated Press, you name it, admit that a half a billion people, extra 500 million, are now at the subsistence starvation level, on top of all the millions already starving because of the global lockdown.
[01:58:00.879 --> 01:58:17.585]  That is hundreds of times worse than all the deaths in the world caused by COVID-19 and the very people that cooked it up and gave it to the CHICOMS at the World Health Organization with Bill Gates involved are now the ones running the operation to shut down society, create a depression and forcibly inoculate everybody.
[01:58:17.745 --> 01:58:18.806]  This is insane.
[01:58:18.806 --> 01:58:21.487]  Ladies and gentlemen, if they succeed, it's over.
[01:58:21.487 --> 01:58:22.968]  You need to get prepared now.
[01:58:22.968 --> 01:58:27.470]  You need to get high-quality, storable food now back in stock at InfowarStore.com.
[01:58:27.470 --> 01:58:31.572]  And you need to get politically active and challenge this verbally everywhere.
[01:58:31.572 --> 01:58:37.836]  Big Tech is trying to censor everyone right now and bully people into saying you can't even challenge verbally social distancing.
[01:58:37.836 --> 01:58:39.837]  This is beyond 1984.
[01:58:39.837 --> 01:58:41.418]  The tyranny of the dual order is here.
[01:58:41.418 --> 01:58:43.859]  Get prepared now and spread the word in the Infowar.
[01:58:43.859 --> 01:58:45.260]  You are the Paul Reveres!
[01:58:46.940 --> 01:58:50.605]  Look, the globalists are satanists, alright?
[01:58:50.605 --> 01:58:57.415]  Lawrence Rothschild recently posed at a gallery of art worshipping the devil and praising Lucifer.
[01:58:58.274 --> 01:58:59.935]  You cannot make this up.
[01:58:59.935 --> 01:59:01.516]  They flaunt it in our face.
[01:59:01.516 --> 01:59:02.857]  That's what environmentalism is.
[01:59:02.857 --> 01:59:08.520]  It's about having an anti-human future and having people live in a subsistence, feudal, serf state.
[01:59:08.520 --> 01:59:09.781]  That's what they want.
[01:59:09.781 --> 01:59:15.424]  These people that have stolen the planet and are worth trillions of dollars do not want you having a good life.
[01:59:15.424 --> 01:59:17.125]  They know you're having fun.
[01:59:17.125 --> 01:59:19.966]  They know you have a great wife, a great husband, great children.
[01:59:19.966 --> 01:59:21.267]  They hate your guts.
[01:59:21.267 --> 01:59:24.669]  They are the most horrible, evil people on the planet.
[01:59:24.669 --> 01:59:26.270]  They openly fund racism.
[01:59:26.730 --> 01:59:30.333]  War, degeneracy, pedophilia, everything else.
[01:59:30.333 --> 01:59:35.276]  Imagine the most horrible thing in the universe and then imagine it doubled, tripled, quadrupled.
[01:59:35.276 --> 01:59:40.259]  And being gullible and being domesticated just makes them rise up and attack you harder.
[01:59:40.259 --> 01:59:50.266]  They're the ones that launched this whole attack on the planet and they are the enemy of humanity and need to be stood up against.
[01:59:50.266 --> 01:59:52.908]  You're listening to the Alex Jones Show.
[02:00:00.077 --> 02:00:02.458]  Waging war on corruption.
[02:00:02.458 --> 02:00:06.520]  It's Alex Jones.
[02:00:06.520 --> 02:00:09.181]  Well, just like that, we're inside the trap.
[02:00:09.181 --> 02:00:10.622]  World government openly being announced.
[02:00:10.622 --> 02:00:14.624]  Coming up in five minutes, there he is, David Icke, from the UK.
[02:00:14.624 --> 02:00:16.905]  Predicted it all, world government.
[02:00:16.905 --> 02:00:19.927]  Implantable microchips to buy and sell.
[02:00:19.927 --> 02:00:21.367]  It's all here, ladies and gentlemen.
[02:00:21.367 --> 02:00:24.609]  But here's President Trump, coming out yesterday.
[02:00:26.109 --> 02:00:31.013]  Saying he's going to kill the funding to the Wuhan Coronavirus Lab, which they confirm released it.
[02:00:31.013 --> 02:00:34.576]  And again, if the virus is all hyped up, then what's the point?
[02:00:34.576 --> 02:00:52.569]  Because they want to own the virus to test you and make sure you have the antibody for their manufactured virus that they own with their test that the Facebook fact checkers, the head biologist over the lab, who is involved developing the test and owns the test, Danielle Anderson,
[02:00:53.709 --> 02:00:59.894]  So then you've got to have the digital ink put in you, which they have the patent for to buy and sell.
[02:00:59.894 --> 02:01:03.937]  Patent 060606.
[02:01:03.937 --> 02:01:05.538]  David Icke is on the front lines of this.
[02:01:05.538 --> 02:01:06.779]  He's coming up in a moment.
[02:01:06.779 --> 02:01:08.921]  But here is the president.
[02:01:10.080 --> 02:01:11.321]  Thank you, Mr. President.
[02:01:11.321 --> 02:01:11.501]  U.S.
[02:01:11.501 --> 02:01:16.743]  intelligence is saying this week that the coronavirus likely came from a Level 4 lab in Wuhan.
[02:01:16.743 --> 02:01:24.908]  There's also another report that the NIH, under the Obama administration in 2015, gave that lab $3.7 million in a grant.
[02:01:24.908 --> 02:01:25.628]  Why would the U.S.
[02:01:25.628 --> 02:01:27.009]  give a grant like that to China?
[02:01:27.949 --> 02:01:31.390]  The Obama administration gave them a grant of $3.7 million.
[02:01:31.390 --> 02:01:33.170]  I've been hearing about that.
[02:01:33.170 --> 02:01:43.913]  And we've instructed that if any grants are going to that area, we're looking at it literally about an hour ago and also early in the morning.
[02:01:43.913 --> 02:01:45.673]  We will end that grant very quickly.
[02:01:45.673 --> 02:01:47.874]  But it was granted quite a while ago.
[02:01:47.874 --> 02:01:51.515]  They were granted a substantial amount of money.
[02:01:51.515 --> 02:01:53.275]  We're going to look at it and take a look.
[02:01:53.275 --> 02:01:56.336]  But I understand it was a number of years ago, right?
[02:01:56.676 --> 02:02:01.619]  When did you hear the grant was made?
[02:02:01.619 --> 02:02:01.639]  2015.
[02:02:01.639 --> 02:02:02.119]  2015?
[02:02:02.119 --> 02:02:07.042]  Who was president then, I wonder?
[02:02:07.042 --> 02:02:20.490]  You know, I've been telling Trump, through his advisors in here on air, that he needs to just level with the people that this is a globalist takeover, or he doesn't have any hope.
[02:02:22.045 --> 02:02:23.246]  And you can say what you want about Trump.
[02:02:23.246 --> 02:02:24.787]  This group definitely wants him out of there.
[02:02:24.787 --> 02:02:32.971]  But just removing Trump from the equation, nobody's taken the forced inoculations that I know.
[02:02:32.971 --> 02:02:39.935]  And I certainly have gone into a whole new area in my life.
[02:02:39.935 --> 02:02:44.618]  I went to the grocery store this morning and people were getting in my face about the mask.
[02:02:44.618 --> 02:02:48.220]  And I got their faces about it.
[02:02:50.117 --> 02:02:52.239]  And I'm not putting people down if they want to wear a mask.
[02:02:52.239 --> 02:02:52.880]  You just don't.
[02:02:52.880 --> 02:02:53.961]  You're wearing your stupid mask.
[02:02:53.961 --> 02:02:57.564]  You're protected, jackass!
[02:02:57.564 --> 02:03:05.331]  And the curve was way up here with 5 million dead, and then 2 million dead, and then a million dead, then 200,000 dead, and now it's 70,000 dead.
[02:03:05.331 --> 02:03:09.975]  And they're counting everybody that dies of a car wreck, a gunshot wound, a heart attack, cancer.
[02:03:09.975 --> 02:03:13.198]  If they've got a cold virus, they count that as COVID-19.
[02:03:15.356 --> 02:03:15.957]  And you know what?
[02:03:15.957 --> 02:03:28.527]  When people get in my face yesterday in a gas station and today in a grocery store, I just start spouting facts and man, you'd think you were screaming the N-word at people.
[02:03:28.527 --> 02:03:30.408]  They want to be slaves.
[02:03:30.408 --> 02:03:32.450]  But that's them.
[02:03:32.450 --> 02:03:36.013]  A large portion of people are awake and don't want to be part of this.
[02:03:37.188 --> 02:03:38.328]  And they're pissed.
[02:03:38.328 --> 02:03:42.050]  And they're old, they're young, they're black, they're white, they're gay, they're straight.
[02:03:42.050 --> 02:03:45.031]  They're everything you can imagine, and they're pissed, and they get it.
[02:03:45.031 --> 02:03:53.654]  And Zuckerberg has come out and said, anyone criticizing anything the WHO does, that's an announcement.
[02:03:53.654 --> 02:03:58.096]  They're saying the WHO is the authority.
[02:03:58.096 --> 02:03:58.796]  Just like that.
[02:03:58.796 --> 02:04:04.058]  World government, UN, unelected bureaucrats, funded by Bill and Melinda Gates, are our bosses.
[02:04:05.373 --> 02:04:07.975]  I'm going to be a good boy.
[02:04:07.975 --> 02:04:16.181]  Even though David Ackleback may want to make a lot of points, when we come back, I'm going to have David Aick take over for the next hour and discuss this.
[02:04:16.181 --> 02:04:21.005]  But man, it's something else to wake up inside the glove that was trapped, isn't it?
[02:04:21.005 --> 02:04:22.766]  And to know they're doing all this to us.
[02:04:22.766 --> 02:04:24.307]  So it's an amazing point to be alive.
[02:04:24.307 --> 02:04:27.590]  Again, I'm Alex Jones, your host, and I hope you'll tell everybody you know.
[02:04:31.121 --> 02:04:33.903]  Serving with InfoWars is a great honor.
[02:04:33.903 --> 02:04:35.384]  But I still need my morning coffee.
[02:05:01.400 --> 02:05:10.805]  And luckily, our break room at the InfoWars headquarters is stocked full of high-quality InfoWars store Patriot Blend coffee.
[02:05:10.805 --> 02:05:22.452]  Grown in the high mountains of southern Mexico, the Chiapas farmers grow 100% organic, non-GMO coffee at the ideal altitude for the perfect cup.
[02:05:22.452 --> 02:05:26.655]  A robust coffee with great flavor and mild acidity.
[02:05:27.555 --> 02:05:31.598]  There has never been a more important time to support InfoWars.
[02:05:31.598 --> 02:05:38.503]  So if you love coffee and if you want to fight for freedom, then you can help.
[02:05:38.503 --> 02:05:41.425]  Order now at the InfoWars store.
[02:05:41.425 --> 02:05:51.112]  Sign up for auto ship and get your own high quality supply of Patriot Blend coffee delivered right to your door at InfoWarsStore.com.
[02:06:03.250 --> 02:06:07.634]  Waging war on corruption.
[02:06:07.634 --> 02:06:16.361]  It's Alex Jones coming to you live from the front lines of the Infowar.
[02:06:16.361 --> 02:06:19.444]  Well we saw that classically pro-freedom
[02:06:21.552 --> 02:06:24.654]  After protesting in the street, it goes back to the Magna Carta in 1215.
[02:06:24.654 --> 02:06:30.556]  If you protested against the king or the nobleman before 1215, you'd get drawn and quartered.
[02:06:30.556 --> 02:06:35.158]  They'd tie you up between two horses and tear you into four pieces.
[02:06:35.158 --> 02:06:36.679]  But first, they'd draw you.
[02:06:36.679 --> 02:06:39.180]  They'd cut your belly open like they did Braveheart.
[02:06:39.180 --> 02:06:44.122]  They'd pull your intestines out in front of you and have you beg for mommy.
[02:06:44.122 --> 02:06:48.464]  And then they'd have the horses tear you in four pieces.
[02:06:48.464 --> 02:06:49.965]  That's what drawn and quartered means.
[02:06:52.967 --> 02:07:00.552]  And so we had the Magna Carta and the beginning of modern freedom and all that in just the last few years reversed.
[02:07:00.552 --> 02:07:02.914]  And all the American freedoms, everything just gone.
[02:07:02.914 --> 02:07:07.297]  Surveillance state, government programming your children, the pedophile agenda, all of it.
[02:07:09.045 --> 02:07:13.449]  And then Americans and Europeans go out and protest that they're essential.
[02:07:13.449 --> 02:07:14.250]  They're being locked down.
[02:07:14.250 --> 02:07:15.391]  They're being bankrupted.
[02:07:15.391 --> 02:07:16.712]  How are megacorporations essential?
[02:07:16.712 --> 02:07:24.960]  And the German police broke arms and beat people with billy clubs over the head while they flew in the Islamists in record numbers.
[02:07:24.960 --> 02:07:27.423]  And then, I haven't even played this yet.
[02:07:27.423 --> 02:07:29.665]  We'll play the full clip next segment.
[02:07:29.665 --> 02:07:33.869]  Joy Behar comes out and says, I'm a terrorist and you're a terrorist for going out and protesting.
[02:07:35.094 --> 02:07:36.955]  And they even got filings in court right now.
[02:07:36.955 --> 02:07:41.499]  I haven't, I should have started the show with this, to take my children from me.
[02:07:41.499 --> 02:07:42.379]  It's in court.
[02:07:42.379 --> 02:07:45.041]  I've got an answer to it this week.
[02:07:45.041 --> 02:07:52.847]  Emergency filing to take my children from me because I went out in public and protested Saturday.
[02:07:52.847 --> 02:07:54.468]  That's 2020.
[02:07:54.468 --> 02:07:56.449]  That's April 20th.
[02:07:56.449 --> 02:07:59.231]  That's where we are right now.
[02:07:59.231 --> 02:08:03.374]  So, Owen Schroyer headed up that demonstration, but I'll, you know what?
[02:08:03.374 --> 02:08:03.915]  I'll be there.
[02:08:05.526 --> 02:08:09.290]  This Saturday, even if they take my children, because the children are already taken.
[02:08:09.290 --> 02:08:13.254]  There's no freedom anyways, ladies and gentlemen, but that's where we are in America.
[02:08:13.254 --> 02:08:18.539]  You can't close America, rally to this Saturday.
[02:08:19.957 --> 02:08:22.799]  You know, we had about 500, 600 people there conservatively.
[02:08:22.799 --> 02:08:23.940]  People came and went.
[02:08:23.940 --> 02:08:25.141]  But the media said we were 50.
[02:08:25.141 --> 02:08:28.144]  So this time, everybody be there, ladies and gentlemen.
[02:08:28.144 --> 02:08:32.247]  And buck the peer pressure and the brainwashing and all the lies.
[02:08:32.247 --> 02:08:34.769]  Can'tcloseamerica.com is the website.
[02:08:34.769 --> 02:08:35.190]  Put your email in.
[02:08:35.190 --> 02:08:40.114]  It's going to be a focal point for here and all over the world for videos and articles and the resistance.
[02:08:40.114 --> 02:08:43.196]  Because, as Nigel Farage said, this is going to be his main focus.
[02:08:43.196 --> 02:08:44.738]  This is the big globalist takeover.
[02:08:44.738 --> 02:08:45.859]  And Mark Zuckerberg has said,
[02:08:46.994 --> 02:08:51.116]  Anyone criticizing lockdowns will be permanently banned from Facebook.
[02:08:51.116 --> 02:08:58.080]  And we've got CNN coming out saying anyone criticizing the World Health Organization's edicts...
[02:08:58.885 --> 02:08:59.785]  We'll be banned as well.
[02:08:59.785 --> 02:09:04.686]  Well, joining us for the next hour and a little bit more is David Icke of DavidIcke.com.
[02:09:04.686 --> 02:09:11.388]  He himself had a video with millions and millions of views, something like 7 million on one of his affiliate sites.
[02:09:11.388 --> 02:09:16.749]  He has his own backups now for the great folks over at London Real and Brian Rose.
[02:09:16.749 --> 02:09:26.032]  But they were really scared of what you said and what you did, and they used you to trigger the lockdown worldwide of any criticism of 5G, any criticism of
[02:09:27.148 --> 02:09:29.129]  The response of COVID-19.
[02:09:29.129 --> 02:09:36.573]  As you said here a month ago, we've gone from the globalists hiding the New World Order to them selling it.
[02:09:36.573 --> 02:09:39.194]  David Icke, thanks for joining us.
[02:09:39.194 --> 02:09:39.814]  Thanks, Alex.
[02:09:39.814 --> 02:09:43.156]  Yeah, I want to point something out though.
[02:09:43.156 --> 02:09:55.702]  In that London Real interview, the amount that I said about 5G, which is very relevant because it's an incredibly destructive band of frequency,
[02:09:56.400 --> 02:10:04.502]  And they're not banging it out for no reason and banging it out during the lockdown like crazy all over the world.
[02:10:04.502 --> 02:10:13.243]  And they're not banning mention of it in relation to current events for fun, but because there is a relevance.
[02:10:13.243 --> 02:10:21.585]  But the great thrust of that interview that was banned was not about 5G at all.
[02:10:21.585 --> 02:10:24.066]  That was quite a small portion.
[02:10:24.066 --> 02:10:25.306]  The great thrust was
[02:10:26.129 --> 02:10:30.092]  that the scam is so vast, there is no COVID-19.
[02:10:30.092 --> 02:10:44.964]  And interestingly, that same week, one other video of mine or the website was also deleted by YouTube.
[02:10:44.964 --> 02:10:52.130]  And it was with an American doctor out of New York State called Andrew Kaufman.
[02:10:52.130 --> 02:10:54.072]  And it was an interview my son did with him.
[02:10:55.163 --> 02:11:04.891]  And the common denominator of those two videos being banned by YouTube and Vimeo and all the others was not 5G at all.
[02:11:04.891 --> 02:11:14.338]  The common theme, because 5G wasn't mentioned in the interview with Kaufman, it was that there is no evidence that Covid-19 exists.
[02:11:14.338 --> 02:11:22.485]  And I think, you know, we have to be careful that we're not being diverted here into a cul-de-sac
[02:11:23.380 --> 02:11:26.981]  over this Wuhan lab.
[02:11:26.981 --> 02:11:30.842]  I have no problem with horrific labs like that existing.
[02:11:30.842 --> 02:11:36.444]  I have no problem with the fact they have horrific things going on there.
[02:11:36.444 --> 02:11:50.728]  But when I look at a dangerous lethal virus coming out of a lab, and then I look, A, at the numbers involved here in the West, and B,
[02:11:51.781 --> 02:12:12.041]  The absolute frenzy, you mentioned it a little bit earlier, the frenzy right across the Western world, virtually, major countries anyway, to dub anyone Covid-19 without any supporting evidence whatsoever.
[02:12:12.041 --> 02:12:13.142]  And I would say this,
[02:12:15.302 --> 02:12:17.284]  By the way, David, let me interrupt briefly.
[02:12:17.284 --> 02:12:24.088]  You got attacked two weeks ago in that banned interview for saying they are mislabeling COVID-19 for other deaths.
[02:12:24.088 --> 02:12:28.471]  BRICS, two days later, the head of Trump's response came out and admitted that.
[02:12:28.471 --> 02:12:30.133]  So they're not debating it.
[02:12:30.133 --> 02:12:34.435]  Almost all the tests false identify regular coronavirus is it.
[02:12:34.435 --> 02:12:40.860]  So whether you're totally right it's all fake or 80% is fake, I mean, they are certainly exaggerating the hell out of this.
[02:12:41.752 --> 02:12:46.934]  Well, they're exaggerating it in every country in the same systematic way.
[02:12:46.934 --> 02:13:07.422]  And what's happening now, it was always going to happen eventually, is that more and more doctors who've experienced this being told, you will put COVID-19 on the death certificate for heart attacks, deaths, for cancer deaths, for falling down the fricking stairs deaths.
[02:13:08.922 --> 02:13:10.263]  Are now starting to come out.
[02:13:10.263 --> 02:13:12.964]  Not the majority, of course, but more and more.
[02:13:12.964 --> 02:13:14.605]  No, David, there's hundreds of them.
[02:13:14.605 --> 02:13:19.508]  Mainline medical doctors with big practices, and they're getting banned on Facebook and Twitter, too.
[02:13:19.508 --> 02:13:28.412]  So now medical doctors can't tell people, I've been ordered to say an old woman that died of a heart attack at 89 years old, I'm being ordered to say this.
[02:13:28.412 --> 02:13:32.334]  I mean, now doctors don't have voices in America.
[02:13:32.334 --> 02:13:35.736]  Well, no, because they're speaking against the narrative.
[02:13:35.736 --> 02:13:38.037]  And notice the common theme.
[02:13:38.906 --> 02:13:43.841]  It's not saying that a virus was released from a Wuhan lab.
[02:13:43.841 --> 02:13:45.927]  This is now becoming a mainstream narrative.
[02:13:46.591 --> 02:13:56.056]  It's saying there is no COVID-19, and the figures are being systematically manipulated to make it look much bigger than it is.
[02:13:56.056 --> 02:14:00.838]  Well, David, the latter is completely true, and you've been harping on that before anybody else was.
[02:14:00.838 --> 02:14:02.599]  So what made you think it didn't exist?
[02:14:02.599 --> 02:14:06.921]  Because they're now admitting that they're labeling things that aren't that most of the time it's not.
[02:14:06.921 --> 02:14:11.984]  So whether it is a virus, but not that deadly, or whether it's a total hoax, how did you first think that?
[02:14:12.935 --> 02:14:15.557]  Total hoax.
[02:14:15.557 --> 02:14:18.559]  Let me take you through the sequence.
[02:14:18.559 --> 02:14:36.153]  When the first few people, about 197, got sick around the wet market in Wuhan, the Chinese authorities took about seven of them and they took fluid from the lungs
[02:14:37.288 --> 02:14:51.696]  And they found a genetic material, not a virus, a genetic material which contains material that vast numbers of people have in their body.
[02:14:51.696 --> 02:14:57.399]  They thought it might first be a bacteria and then they said, no, it's a virus.
[02:14:57.399 --> 02:14:59.521]  No evidence that it's a virus.
[02:14:59.521 --> 02:15:00.181]  Let me give you this.
[02:15:02.365 --> 02:15:13.289]  In 1890, a guy called Robert Koch, a German bacteriologist and physician, produced something called the Koch postulates.
[02:15:13.289 --> 02:15:25.332]  And this has been the gold standard ever since in mainstream medicine to prove that agent A is causing disease B. And these are basically the postulates.
[02:15:25.332 --> 02:15:28.813]  One, everyone has to have the same symptoms.
[02:15:29.654 --> 02:15:40.385]  Two, you have to isolate what you say is the agent causing the problem from all other genetic materials.
[02:15:40.385 --> 02:15:41.546]  David, we've got to go to break.
[02:15:41.546 --> 02:15:42.427]  This is intriguing.
[02:15:42.427 --> 02:15:44.149]  Start over when we come back in four minutes.
[02:15:44.149 --> 02:15:45.470]  DavidIke.com.
[02:15:45.470 --> 02:15:46.131]  I'm Alex Jones.
[02:15:46.131 --> 02:15:47.612]  I don't know how long we're going to be on air.
[02:15:47.612 --> 02:15:49.174]  I'm not exaggerating, folks.
[02:15:49.174 --> 02:15:50.675]  They literally are about to probably arrest me.
[02:15:50.675 --> 02:15:51.136]  We'll be right back.
[02:15:53.809 --> 02:15:57.251]  Attention all radio listeners who still need food supplies.
[02:15:57.251 --> 02:16:06.615]  If you've thought about the implication of food-related supply chain disruptions and are concerned about the coming quarantines, this will be the most important message you will ever hear.
[02:16:06.615 --> 02:16:07.536]  Here's why.
[02:16:07.536 --> 02:16:11.618]  In the next few days, all Americans will face extremely hard choices.
[02:16:11.618 --> 02:16:19.302]  If we've learned anything from China and Italy, it's that quarantines and enforced lockdowns are just a few days away here in the U.S.
[02:16:19.702 --> 02:16:27.887]  Listen, while dehydrated food is becoming scarce, you can still get enough open pollinated heirloom seeds to grow a one-acre crisis garden.
[02:16:27.887 --> 02:16:34.672]  The truth is, growing nutrient-dense vegetables in the days ahead may actually be the single most important thing you do.
[02:16:34.672 --> 02:16:40.075]  Go to survivalseabank.com and watch the new video to understand the nature of the threat.
[02:16:40.075 --> 02:16:41.356]  This could be life-saving!
[02:16:41.736 --> 02:16:44.622]  Lockdowns can last from six to eight weeks.
[02:16:44.622 --> 02:16:46.204]  Get free bonus seeds.
[02:16:46.204 --> 02:16:48.108]  Special quarantine reports too.
[02:16:48.108 --> 02:16:50.412]  Go to survivalseedbank.com.
[02:16:50.412 --> 02:16:52.235]  That's survivalseedbank.com.
[02:16:53.683 --> 02:16:56.705]  We can all agree these are troubled times, right?
