[00:00.000 --> 00:12.800]  Big Brother, mainstream media. Government cover-ups. You want answers? Well, so does he.
[01:31:28.800 --> 01:31:34.800]  Food is our greatest dependency, and we know it will be more precious than any financial resource.
[01:31:34.800 --> 01:31:39.800]  You and your family need food to survive a crisis, and you can't eat paper, stocks, or metals.
[01:31:39.800 --> 01:31:44.800]  Alex has been urging you to invest in delicious, easy-fix meals to enjoy now or save for long term.
[01:31:44.800 --> 01:31:48.800]  This will freeze the cost to your food while you can still afford it.
[01:31:48.800 --> 01:31:54.800]  Visit eFoodsDirect.com on the internet, or call 800-409-5633.
[01:31:54.800 --> 01:32:20.800]  You may be arrested and or subject to other police action.
[01:32:20.800 --> 01:32:29.800]  This documentary exposes how the continuity of government program has established an old powerful shadow state.
[01:32:29.800 --> 01:32:33.800]  Police State 4 chronicles the sickening depths to which our republic has fallen.
[01:32:33.800 --> 01:32:37.800]  Prepare to enter the secretive world of emergency dictatorship.
[01:32:37.800 --> 01:32:43.800]  Body scanners, sound cameras, citizen spies, staged terror and cameras on every street corner.
[01:32:43.800 --> 01:32:47.800]  It's only the beginning of the New World Order's hellish plan.
[01:32:47.800 --> 01:32:50.800]  The police state isn't coming. It's here.
[01:32:50.800 --> 01:33:19.800]  Secure your copy today at infowars.com or see it online in the highest quality at PrismPlanet.tv.
[01:33:20.800 --> 01:33:25.800]  We've got a report up on PrismPlanet.com.
[01:33:25.800 --> 01:33:28.800]  Aspartame causes premature births.
[01:33:28.800 --> 01:33:35.800]  That's been known for more than 20 years, but now there's a bunch of mainstream media reports on it,
[01:33:35.800 --> 01:33:44.800]  including major U.S. and British newspapers like The Mail on Sunday and other publications.
[01:33:44.800 --> 01:33:53.800]  That is good news that people are learning how deadly Diet Coke and other Aspartame-filled food and drinks are.
[01:33:53.800 --> 01:33:57.800]  You can say what you want about this radio show.
[01:33:57.800 --> 01:34:03.800]  We've got media matters attacking us and lying about us again today.
[01:34:03.800 --> 01:34:12.800]  In the final equation, we're effective at getting people to question the system and to get politically involved
[01:34:12.800 --> 01:34:17.800]  and to not trust politicians and mainstream media, and that's healthy.
[01:34:17.800 --> 01:34:24.800]  Any way you slice it, any way you look at it, the establishment always is trying to discredit us,
[01:34:24.800 --> 01:34:30.800]  always trying to claim we're liars, always trying to claim we're dissembling the truth when it's not true.
[01:34:30.800 --> 01:34:34.800]  They are the liars. They have been caught lying over and over again.
[01:34:34.800 --> 01:34:45.800]  If I have time later, we just link to a climate depot article about Al Gore flying on private jets around the world,
[01:34:45.800 --> 01:34:49.800]  leaving his car idling outside of events for hours when he gives speeches,
[01:34:49.800 --> 01:34:57.800]  being a hypocrite owning giant homes all over the country and the world that have these huge carbon footprints,
[01:34:57.800 --> 01:35:01.800]  and media matters, George Soros outfit.
[01:35:01.800 --> 01:35:07.800]  I've sat there with media matters reporters on the phone with me telling me that George Soros doesn't fund them,
[01:35:07.800 --> 01:35:17.800]  and then I can pull up the federal filings online where he gave the money to moveon.org and then they gave them the money.
[01:35:17.800 --> 01:35:22.800]  Same thing.
[01:35:22.800 --> 01:35:31.800]  And they try to imply that, oh, Al Gore says he didn't have his car idling and Al Gore says he flew commercial, not private.
[01:35:31.800 --> 01:35:38.800]  When it was local media that saw his car idling and when most of the time he does fly private, it doesn't even matter.
[01:35:38.800 --> 01:35:46.800]  The issue is Prince Charles with dozens and dozens of homes, scores of aircraft, a private train,
[01:35:46.800 --> 01:35:54.800]  tells people in the news that you shouldn't be able to take a hot bath because it's bad for the environment
[01:35:54.800 --> 01:35:59.800]  and that you shouldn't be allowed to own a car and that you shouldn't be allowed to have more than one child.
[01:35:59.800 --> 01:36:07.800]  He's on record lecturing us and then these guys, depending on which actuary you look at,
[01:36:07.800 --> 01:36:18.800]  use hundreds of times the carbon that the average person does, that's the issue.
[01:36:18.800 --> 01:36:26.800]  And they have this bizarre headline about Alex Jones' Launder's story, Launder's false story about Al Gore.
[01:36:26.800 --> 01:36:32.800]  In fact, can you pull it up? I've got it here in my stack. I forget the exact headline.
[01:36:32.800 --> 01:36:41.800]  Alex Jones' Launder's story? Like to make it sound dirty or something? Launder's it?
[01:36:41.800 --> 01:36:48.800]  Because we posted part of a climate depot article and linked to it, that's now laundering?
[01:36:48.800 --> 01:36:55.800]  See, media matters is insulting their audience. They come out and say we're lying about this when the people that wrote it are not.
[01:36:55.800 --> 01:37:02.800]  We've looked into the story and then they imply we're laundering a story to cover up where it came from
[01:37:02.800 --> 01:37:09.800]  when there's the link right there to climate depot as if climate depot and Mark Moreno are dirty and bad.
[01:37:09.800 --> 01:37:17.800]  It's just pure deception so that the few Democrats that are still asleep who read that website
[01:37:17.800 --> 01:37:21.800]  feel like they're getting the inside scoop on what's happening.
[01:37:21.800 --> 01:37:28.800]  And that's why the system, the establishment, the mainstream media, they aired another documentary attacking me Saturday night.
[01:37:28.800 --> 01:37:33.800]  I got calls about it and looked it up on the online TV guide and there it was.
[01:37:33.800 --> 01:37:41.800]  Another big hit piece on MSNBC against yours truly about how I'm going to cause violence and how dangerous I am.
[01:37:41.800 --> 01:37:48.800]  Why do you think we're being attacked so much? Because I get up on air and talk about bisphenol A sterilizing people.
[01:37:48.800 --> 01:37:57.800]  I get up on air and read mainline scientific studies about aspartame causing miscarriages and low birth weights and cancer.
[01:37:57.800 --> 01:38:01.800]  I get up here on air and talk about sodium fluoride doing the same thing.
[01:38:01.800 --> 01:38:09.800]  I mean, you know, let's get past the mainstream media and the government's attempted demonization of Alex Jones and just ask yourself,
[01:38:09.800 --> 01:38:13.800]  I mean, did we tell you that they were going to devalue the currency? It's now happening.
[01:38:13.800 --> 01:38:19.800]  Did we tell you 11 years ago with economists on the show that derivatives would destroy our economy?
[01:38:19.800 --> 01:38:29.800]  Have I been selling for 11 years George Humphrey's book on the subject, Common Sense?
[01:38:29.800 --> 01:38:37.800]  I mean, it's common sense to know that if they don't just have fractional reserve banking for every dollar they have on deposit,
[01:38:37.800 --> 01:38:46.800]  they can loan out 10, but if they can loan out for every dollar they've got on deposit a million, are the bankers going to take over society?
[01:38:46.800 --> 01:38:53.800]  Yes. And then are they going to implode it once they own everything and then hold you hostage to bail them out?
[01:38:53.800 --> 01:39:00.800]  The answer is yes. I mean, this is not rocket science. I say that every hour. This ain't rocket science, okay?
[01:39:00.800 --> 01:39:11.800]  If a 21-year-old, that's when I really woke up, 21 years old, I'm 36 now, been on air since I was 21. That's amazing.
[01:39:11.800 --> 01:39:14.800]  So I guess I woke up when I was about 19, actually, a few years before.
[01:39:14.800 --> 01:39:25.800]  If I could figure all this out, the general public, doctors, lawyers, school teachers, auto-mechanics, you can figure it out.
[01:39:25.800 --> 01:39:39.800]  But see, people choose to call it a conspiracy theory. Oh, if something's scary, if something has responsibility attached to it, it must not be true.
[01:39:39.800 --> 01:39:44.800]  That will ruin your society when you have that attitude.
[01:39:44.800 --> 01:40:01.800]  Letting a bunch of unelected, unaccountable private bankers run our monetary system for 97 years has turned them into kings of the world who are now trying to bring us into the next level of bondage.
[01:40:01.800 --> 01:40:15.800]  And we're here at the precipice, and it's time for everyone to decide what they're going to do about it.
[01:40:15.800 --> 01:40:29.800]  And to not get divided and conquered by the ADL, the Southern Poverty Law Center, Media Matters, Keith Oberman, all of them trying to demonize anybody that doesn't want more banker bailouts.
[01:40:29.800 --> 01:40:32.800]  Demonizing anybody that doesn't want to devalue the dollar.
[01:40:32.800 --> 01:40:42.800]  Demonizing anybody that doesn't want to lose their second amendment, the bitter clingers.
[01:40:42.800 --> 01:40:50.800]  The only way the globalists can beat us is if they get us to fight with each other, and that's why they spend all their time attempting to do it.
[01:40:50.800 --> 01:40:52.800]  But it's not going to work.
[01:40:52.800 --> 01:41:02.800]  Sure, they'll automatically get weak-minded people to engage in all their hundreds of different diversions, but there is a growing core of people.
[01:41:02.800 --> 01:41:12.800]  That'll be 10%, 15% of the population that is intelligent, focused, and becoming highly informed, who are going to go out and inform others, and liberty is unstoppable.
[01:41:12.800 --> 01:41:19.800]  We've exposed all their favorite tools of staged terror, of staged financial collapse, of staged fake environmental crises.
[01:41:19.800 --> 01:41:24.800]  We have exposed their problem-reaction-solution paradigm and the globalists know it.
[01:41:24.800 --> 01:41:30.800]  Now, I want to go back to your calls into more of the election news as it unfolds, as it develops.
[01:41:30.800 --> 01:41:37.800]  But I first want to briefly get into the economy that I was just foreshadowing a few minutes ago.
[01:41:37.800 --> 01:41:43.800]  I mean, look at these headlines here.
[01:41:43.800 --> 01:42:00.800]  We're talking about the end of the dollar as the World Reserve currency, as the dollar begins to resemble the Mexican peso, or the Zimbabwean currency.
[01:42:00.800 --> 01:42:14.800]  As we move in that direction, housing, gas, electrical, oil, education, food, it's all going to go up.
[01:42:14.800 --> 01:42:16.800]  That's a no-brainer.
[01:42:16.800 --> 01:42:19.800]  And now you hear foods going way up.
[01:42:19.800 --> 01:42:21.800]  Now you hear oils going way up.
[01:42:21.800 --> 01:42:23.800]  Now you hear gold and silver going way up.
[01:42:23.800 --> 01:42:29.800]  Silver all-time high again today, going past the 1980 record.
[01:42:29.800 --> 01:42:31.800]  Why is that happening?
[01:42:31.800 --> 01:42:42.800]  That's like if somebody takes a gun, shoots themselves in the head, and then people wonder why are his brains blown out all over the floor.
[01:42:42.800 --> 01:42:53.800]  As they kill the dollar, as this decision is being made to enrich and empower the bankers, as the decision is being made to do this,
[01:42:53.800 --> 01:43:01.800]  this is going to hurt every single person listening to this radio show unless you're a globalist.
[01:43:01.800 --> 01:43:06.800]  And they're having concerted devaluation all over the planet of every other major currency.
[01:43:06.800 --> 01:43:09.800]  This is the biggest transfer of wealth in history.
[01:43:09.800 --> 01:43:15.800]  The banker bailout, all the rest of stuff we've seen the last two years, that was only a prelude to what is now happening.
[01:43:15.800 --> 01:43:21.800]  And we've got to get out ahead of this now and say, look at what the bad guys are doing.
[01:43:21.800 --> 01:43:31.800]  This is how they did it so we can stop them from using the crisis to openly set up their world government that we will then pay our taxes to.
[01:43:31.800 --> 01:43:39.800]  This is private global government run by the swindlers in the open.
[01:43:39.800 --> 01:43:41.800]  Fed poised for biggest decision in decades.
[01:43:41.800 --> 01:43:49.800]  This week's meeting of the Federal Reserve Monetary Policy Committee will be one of the most important in decades as it prepares to launch a new round of quantitative easing,
[01:43:49.800 --> 01:43:52.800]  an expanded round of money printing.
[01:43:52.800 --> 01:43:53.800]  But they don't give it to you.
[01:43:53.800 --> 01:43:54.800]  The spicket doesn't flow to you.
[01:43:54.800 --> 01:43:58.800]  It's bad enough to print money and give it to people.
[01:43:58.800 --> 01:44:07.800]  They're hoarding it and using it to buy things up with it as they devalue it and you and I have got to pay it back in taxes.
[01:44:07.800 --> 01:44:08.800]  They devalue the currency.
[01:44:08.800 --> 01:44:15.800]  They get our money to buy everything up as they kill the currency and then they move it to the new global currency for the next phase in the Ponzi scheme.
[01:44:15.800 --> 01:44:23.800]  And then we've got to pay off these tens of trillions to them and pay them taxes to back the new currency.
[01:44:23.800 --> 01:44:28.800]  They're getting us coming and going and up one side and down the other at every angle.
[01:44:28.800 --> 01:44:30.800]  It's so insane.
[01:44:30.800 --> 01:44:43.800]  And if you can figure out what a slide ball or a speedball is, if you can figure out what the I formation is, if you can figure out all this stupid sports stuff at the end of the day doesn't matter,
[01:44:43.800 --> 01:44:46.800]  you've got a brain to figure out what's happening with banking.
[01:44:46.800 --> 01:44:47.800]  Okay?
[01:44:47.800 --> 01:44:50.800]  You're like, well, I'm not a fan of knowing how the world works.
[01:44:50.800 --> 01:44:52.800]  Well, you better become a fan of that.
[01:44:52.800 --> 01:44:59.800]  You better instead of learning about all the baseball people and all the football people and what their statistics are.
[01:44:59.800 --> 01:45:01.800]  And I'm not talking to our general listeners.
[01:45:01.800 --> 01:45:02.800]  I'm talking to new listeners.
[01:45:02.800 --> 01:45:06.800]  You better make a decision.
[01:45:06.800 --> 01:45:09.800]  You wonder why we're in a depression?
[01:45:09.800 --> 01:45:10.800]  You ain't seen nothing yet.
[01:45:10.800 --> 01:45:17.800]  You better get up off your fat rumps and do something about this.
[01:45:17.800 --> 01:45:23.800]  This week's meeting of the U.S. Federal Reserve Monetary Policy Committee will be one of the most important in decades as it prepares to launch a new round of quantitative easing.
[01:45:23.800 --> 01:45:27.800]  It will not be a saving the world on Sunday night occasion.
[01:45:27.800 --> 01:45:29.800]  Oh, no, see, they're not going to save you right away.
[01:45:29.800 --> 01:45:36.800]  This is going to hurt occasion like the meetings during the financial crisis, but only adds to the historic significance.
[01:45:36.800 --> 01:45:44.800]  The world's most important central bank is about to use quantitative easing as a routine instrument for monetary policy for the first time.
[01:45:44.800 --> 01:45:48.800]  And they're set to announce this in just the next few days.
[01:45:48.800 --> 01:45:58.800]  The case is likely to be derailed despite opposition from the FOMC who feel that the risk of QE2 are too great.
[01:45:58.800 --> 01:46:10.800]  President of the Kansas City Fed, or even having internal Fed fights over this, said that it's a loser policy that is dangerous gamble and is certain to vote against it.
[01:46:10.800 --> 01:46:14.800]  But those are non-voting members in the private Fed.
[01:46:14.800 --> 01:46:22.800]  It says Bernanke is set to carry the day and to go towards devaluation of the currency.
[01:46:22.800 --> 01:46:24.800]  Now, here's the London Telegraph on it.
[01:46:24.800 --> 01:46:29.800]  QE2 risk currency wars and the end of dollar hegemony.
[01:46:29.800 --> 01:46:43.800]  You know, you notice this is all over the British and foreign news and Chinese news and the Chinese government saying we better buy gold. It's over.
[01:46:43.800 --> 01:46:51.800]  But you read the Wall Street Journal and the New York Times and its headlines like inflation to fix debt.
[01:46:51.800 --> 01:46:54.800]  Oh, like they did in Mexico in the last 20 years.
[01:46:54.800 --> 01:47:00.800]  Oh, yeah, that really helped Mexico, didn't it?
[01:47:00.800 --> 01:47:16.800]  The Fed's QE2 risk accelerating the demise of the dollar-based currency system, perhaps leading to an unstable tripod with a Euro, Yon, or hybrid gold standard, or a multi-metal bandcore along lines possibly, said John Maynard Keynes in 1940s.
[01:47:16.800 --> 01:47:19.800]  That's how he described the end of the dollar system.
[01:47:19.800 --> 01:47:24.800]  China's commerce ministry fired an irate broadside against Washington on Monday.
[01:47:24.800 --> 01:47:34.800]  The continued and drastic U.S. dollar depreciation recently has led to countries including Japan, South Korea, and Thailand to intervene in the currency market, intensifying a currency war in the midterm.
[01:47:34.800 --> 01:47:41.800]  The U.S. dollar will continue to weaken, and gaming between major currencies will escalate, it said.
[01:47:41.800 --> 01:47:51.800]  The government, with the private Federal Reserve haunchowing it, is slitting the throat of the country right now.
[01:47:51.800 --> 01:47:53.800]  Here's another one. Where does this lead?
[01:47:53.800 --> 01:47:56.800]  Christian Science Monitor.
[01:47:56.800 --> 01:47:58.800]  Now, you know you try to talk to your yuppie neighbors.
[01:47:58.800 --> 01:48:10.800]  They'll still laugh at you because they were implanted over the last 30 years by little comments and sitcoms and dramas and movies and on the news that anybody that talks about a global government run by bankers is a kook.
[01:48:10.800 --> 01:48:15.800]  I had Lord Rothschild's air on three years ago because he had a book out.
[01:48:15.800 --> 01:48:17.800]  We called the publisher and got him on.
[01:48:17.800 --> 01:48:19.800]  And I said, you're pushing a carbon tax.
[01:48:19.800 --> 01:48:20.800]  And he said, you're a kook.
[01:48:20.800 --> 01:48:21.800]  No, I'm not.
[01:48:21.800 --> 01:48:22.800]  It didn't matter.
[01:48:22.800 --> 01:48:24.800]  He was giving speeches every day, calling for it to our audience.
[01:48:24.800 --> 01:48:30.800]  It was part of the disinfo disdain to just come on and say, no, we're not.
[01:48:30.800 --> 01:48:37.800]  So, see, your neighbor can't resist this because they've been told it doesn't exist and they clutch to the con.
[01:48:37.800 --> 01:48:40.800]  That's how Ponzi schemes work.
[01:48:40.800 --> 01:48:43.800]  One of the most common is to go to a country club.
[01:48:43.800 --> 01:48:48.800]  This is what a lot of scammers do and they'll get one old lady to invest with them.
[01:48:48.800 --> 01:48:52.800]  And they'll promise her in a month she'll get 100% return on her 10,000.
[01:48:52.800 --> 01:48:54.800]  Month later, she gets $20,000.
[01:48:54.800 --> 01:48:57.800]  She tells her friends, four or five of them invest.
[01:48:57.800 --> 01:48:59.800]  They get 100% return in a month.
[01:48:59.800 --> 01:49:06.800]  That's the original scam money they had from scamming somebody else down the road.
[01:49:06.800 --> 01:49:13.800]  Then instead of five old ladies investing, now 300 old ladies invest.
[01:49:13.800 --> 01:49:23.800]  And in every case, when the guy skips town with $10 million by paying out maybe 100,000 of the rich old ladies in the first Ponzi scams.
[01:49:23.800 --> 01:49:25.800]  That's what the stock market is.
[01:49:25.800 --> 01:49:42.800]  When he skips town, the old ladies always for several years in many cases are still denying it and telling police what a nice young man he was.
[01:49:42.800 --> 01:49:46.800]  And it's the same with the banks and the government and Homeland Security.
[01:49:46.800 --> 01:49:49.800]  And you don't want to believe 9-11 wasn't an inside job.
[01:49:49.800 --> 01:49:53.800]  You don't want to believe they've taken the death benefits of 6 million veterans and stole it on record.
[01:49:53.800 --> 01:49:59.800]  You don't want to believe the bank sold your mortgage many, many times over and scammed you.
[01:49:59.800 --> 01:50:02.800]  You don't want to admit the government would put sodium fluoride in your water.
[01:50:02.800 --> 01:50:05.800]  They'll shoot little kids up with syphilis.
[01:50:05.800 --> 01:50:08.800]  They'll shoot little kids up with live polio.
[01:50:08.800 --> 01:50:10.800]  Of course they'll do.
[01:50:10.800 --> 01:50:12.800]  Of course they did.
[01:50:12.800 --> 01:50:16.800]  What is it that you can't get through your head?
[01:50:16.800 --> 01:50:19.800]  But Media Matter says none of that's a problem.
[01:50:19.800 --> 01:50:22.800]  I'm saying don't trust the government.
[01:50:22.800 --> 01:50:27.800]  I'm saying get back to the Bill of Rights and Constitution so I'm the bad man.
[01:50:27.800 --> 01:50:37.800]  And all these paid shills and feds and their camp followers operating as patriots out there who attack me through jealousy, through envy, through whatever.
[01:50:37.800 --> 01:50:45.800]  Most of them are fed controlled as well because the globalists know how real we are, know how effective we are, and they're scared to death.
[01:50:45.800 --> 01:50:50.800]  Because if they don't complete what they've done, they're all going to prison.
[01:50:50.800 --> 01:50:52.800]  And that's what makes them so dangerous.
[01:50:52.800 --> 01:50:54.800]  They pass and point no return.
[01:50:54.800 --> 01:51:00.800]  When we come back, talk more about the economy on the side, your phone calls, got another guest popping up in the last 30 minutes. Stay with us.
[01:51:00.800 --> 01:51:07.800]  Hi, this is Alex Jones. Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[01:51:07.800 --> 01:51:12.800]  Did you know that in a real meltdown, non-hybrid seeds can become more valuable than silver or gold?
[01:51:12.800 --> 01:51:17.800]  It's true, seeds have outperformed even gold and silver before in this country, and it's possible that could even happen again.
[01:51:17.800 --> 01:51:22.800]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[01:51:22.800 --> 01:51:29.800]  They call it a survival seed bank, and it can produce an endless supply of nutrient dense food for you and your family.
[01:51:29.800 --> 01:51:37.800]  And here's the best part. These seeds have not been genetically modified in any way, and you actually get enough seeds to plant a full acre crisis garden.
[01:51:37.800 --> 01:51:47.800]  So visit them today at survivalseedbank.com. That's survivalseedbank.com, or give them a call at 877-327-0365.
[01:51:47.800 --> 01:51:56.800]  That's 877-327-0365. Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[01:51:56.800 --> 01:52:08.800]  This is Alex Jones for survivalseedbank.com.
[01:52:26.800 --> 01:52:35.800]  You can also use one finger to pull it out with Clip Hanger. Clip Hanger is thin and simple, has a one-year warranty against breakage, and prices start at only $10.95.
[01:52:35.800 --> 01:52:41.800]  With your Clip Hanger purchase, we'll also send you the auto hook for your car and ship everything to you absolutely free.
[01:52:41.800 --> 01:53:01.800]  Visit the amazing Clip Hanger and the Clip Hanger Lite with its built-in LED flashlight at MyPhoneClip.com to order call 801-719-2680. That's 801-719-2680. Or visit MyPhoneClip.com to get your Clip Hanger today.
[01:53:01.800 --> 01:53:08.800]  What is a wind generator? How can the wind produce power for a small cabin? How can wind energy be stored and used during an emergency?
[01:53:08.800 --> 01:53:11.800]  Can I assemble my own wind generator?
[01:53:39.800 --> 01:53:45.800]  All kits qualify for a 30% IRS tax credit for residential energy-efficient property.
[01:53:45.800 --> 01:54:09.800]  Enter coupon code RADIO for a 5% discount at windbluepower.com. That's windbluepower.com. Or call 809-760026. That's 809-760026.
[01:54:15.800 --> 01:54:21.800]  Declaring independence.
[01:54:21.800 --> 01:54:25.800]  Date their bodies down.
[01:54:25.800 --> 01:54:27.800]  Born in bloody war.
[01:54:27.800 --> 01:54:32.800]  And liberty for their descendants.
[01:54:32.800 --> 01:54:36.800]  Thanks to the many gates.
[01:54:36.800 --> 01:54:46.800]  So it is not an overstatement to say the United States has been in a long process of funding the empire, of being put into debt to the bankers.
[01:54:46.800 --> 01:54:57.800]  But now it is going to be imploded into a total third world cesspit. The taxes are all being raised. Government's taking control of every facet of our lives to make us dependent.
[01:54:57.800 --> 01:55:04.800]  We must say no to the global government. We must say no to the global currency. We must get involved now.
[01:55:04.800 --> 01:55:16.800]  And I'll tell you, it's time to support alternative media by spreading the word. It's time to support this radio show. It's time to get my films, which nine times out of ten are the vehicle waking up new listeners.
[01:55:16.800 --> 01:55:24.800]  It's time for individuals to protect themselves with silver and gold. Gold back up today. Silver at all time. Record highs.
[01:55:24.800 --> 01:55:29.800]  Ted Anderson, we've only got about three minutes left in this segment and I'm coming back with calls and election news.
[01:55:29.800 --> 01:55:36.800]  Give us your take on this open world government announcement, open announcement of dollar devaluation ahead of the Fed meeting.
[01:55:36.800 --> 01:55:41.800]  And today's silver and gold offers that are the best smoking hot deals you can find anywhere.
[01:55:41.800 --> 01:55:45.800]  Well, Alex, I'm just going to say it real quick because the time is short.
[01:55:45.800 --> 01:55:59.800]  When you said that the kingdom was built by the Federal Reserve System and the banking community, they're kings sitting in our nation, which is supposed to be a nation formed around liberty and freedom.
[01:55:59.800 --> 01:56:03.800]  And they're the ones that are taken away from us. It's just a sad case to see that happen.
[01:56:03.800 --> 01:56:10.800]  I can just tell you right now, the offer that I'm offering right now is better than anything I've ever offered before.
[01:56:10.800 --> 01:56:16.800]  We are offering three silver dollars. The Obama deception. Follow the Republican endgame.
[01:56:16.800 --> 01:56:23.800]  This is the perfect pack for getting started in precious metals for eighty seven dollars postpaid delivered.
[01:56:23.800 --> 01:56:29.800]  I mean, you're getting three silver dollars. You're getting the best three Alex videos ever been out there.
[01:56:29.800 --> 01:56:35.800]  Brand new sealed videos so you can take the original copies and get these off to your friends.
[01:56:35.800 --> 01:56:41.800]  And at the same time, you get three silver dollars to start you out in the precious metals business.
[01:56:41.800 --> 01:56:44.800]  I just can't say there's a better thing for me to offer.
[01:56:44.800 --> 01:56:50.800]  We also have obviously the Frank the British sovereign. We have the creature from Jekyll and we got so many different things.
[01:56:50.800 --> 01:56:54.800]  You should just call us and find out what it is and what it's all about.
[01:56:54.800 --> 01:57:00.800]  But for eighty seven dollars to pick up those three videos, three silver dollars postpaid delivered eighty seven dollars.
[01:57:00.800 --> 01:57:06.800]  Alex, that's just the best way to get things started. Let's do the math. You told me off air yesterday.
[01:57:06.800 --> 01:57:11.800]  You're paying about twenty six dollars apiece or more for silver dollars.
[01:57:11.800 --> 01:57:18.800]  So that silver dollars at twenty nine dollars apiece is what people are getting them for.
[01:57:18.800 --> 01:57:26.800]  That's a great deal. Three silver dollars and then they get three of my hottest, most informative films on top of it.
[01:57:26.800 --> 01:57:31.800]  That's a sixty dollar value at nineteen ninety five apiece. So that's sixty dollars off.
[01:57:31.800 --> 01:57:39.800]  And so three silver dollars, three of my hottest films, Obama deception, fall the Republic in game blueprint for global enslavement.
[01:57:39.800 --> 01:57:44.800]  You basically get the three films free and get a great deal on silver dollars.
[01:57:44.800 --> 01:57:45.800]  Now, does that include shipping?
[01:57:45.800 --> 01:57:50.800]  It does. If you eighty seven dollars is also going to include the shipping to your door.
[01:57:50.800 --> 01:57:55.800]  And that would normally for three silver dollars and three films be conservatively about ten bucks in shipping.
[01:57:55.800 --> 01:58:01.800]  So you're talking about, let me see, ninety seven and then three films being sixty.
[01:58:01.800 --> 01:58:06.800]  We're talking about a hundred close to a hundred and fifty dollar value,
[01:58:06.800 --> 01:58:09.800]  a hundred and forty seven dollar value in my math wrong.
[01:58:09.800 --> 01:58:11.800]  And then you've got free shipping and other ten bucks.
[01:58:11.800 --> 01:58:16.800]  So you're talking over a hundred and fifty dollar value for eighty seven dollars.
[01:58:16.800 --> 01:58:19.800]  And I didn't even know you were going to offer this deal yet.
[01:58:19.800 --> 01:58:27.800]  We just talked about it this morning, eight hundred six eight six two two three seven eight hundred six eight six two two three seven.
[01:58:27.800 --> 01:58:35.800]  The best way to get involved in the poor man's gold silver, the biggest sleeper out there, eight hundred six eight six two two three seven.
[01:58:35.800 --> 01:58:39.800]  The best deal Ted has ever offered. Stay there, Ted. We'll be right back.
[01:58:42.800 --> 01:58:44.800]  Thank you for listening to GCN.
[01:58:44.800 --> 01:58:48.800]  Visit GCNlive.com today.
[01:59:15.800 --> 01:59:24.800]  And also delivers the silver nanoparticles instantly into the bloodstream with continued legislation threatening the sale of nano silver products.
[01:59:24.800 --> 01:59:29.800]  You can now produce pure and endless loyal silver with the Silver Lungs Generator.
[01:59:29.800 --> 01:59:35.800]  Very easy to follow step by step instructions are provided, making production fast and simple.
[01:59:35.800 --> 01:59:42.800]  Go to www.silverlungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[01:59:42.800 --> 01:59:46.800]  That's www.silverlungs.com.
[02:00:12.800 --> 02:00:21.800]  He's Alex Jones on the GCN Radio Network and now live from Austin, Texas, Alex Jones.
[02:00:21.800 --> 02:00:27.800]  We're going to your phone calls in the next segment in all the election news and there's a lot of it.
[02:00:27.800 --> 02:00:33.800]  But Ted Anderson is our guest for another five minutes, owner of the Genesis Network, Midas Resources.
[02:00:33.800 --> 02:00:35.800]  He does occasionally lost leader deals.
[02:00:35.800 --> 02:00:41.800]  He actually loses money just to introduce you to gold and silver because he knows once you get silver in your hand and gold in your hand you're going to want more.
[02:00:41.800 --> 02:00:51.800]  You'll realize the true value just instinctively, not just looking at all the economic evidence with silver and gold, silver right now at all time highs, gold back up again today.
[02:00:51.800 --> 02:00:59.800]  But I talked to Ted about offering three of my best selling hottest, what I think are most informative films, Obama Deception, Fall of the Republic, Endgame.
[02:00:59.800 --> 02:01:07.800]  Even if you already have them, get them for free for when you buy the three silver dollars and just give them to people for Christmas or for the holidays.
[02:01:07.800 --> 02:01:09.800]  Don't wait, give them early gifts.
[02:01:09.800 --> 02:01:15.800]  But I did the math because I talked to Ted about doing a deal and he just went ahead and offered it out of the blue here.
[02:01:15.800 --> 02:01:18.800]  We just talked about this about two and a half hours ago.
[02:01:18.800 --> 02:01:26.800]  I did the math, three silver dollars, eighty seven dollars.
[02:01:26.800 --> 02:01:30.800]  That's it, twenty nine dollars a piece.
[02:01:30.800 --> 02:01:35.800]  And then you add the retail price of three films, sixty dollars.
[02:01:35.800 --> 02:01:38.800]  That's a hundred and forty seven dollar value.
[02:01:38.800 --> 02:01:44.800]  And then he adds that there's free shipping that on average I know cost him about ten bucks for three silver dollars and three videos.
[02:01:44.800 --> 02:01:46.800]  That's conservative ten bucks.
[02:01:46.800 --> 02:01:51.800]  A hundred and fifty seven dollar value for eighty seven dollars.
[02:01:51.800 --> 02:01:53.800]  That's like half off.
[02:01:53.800 --> 02:01:58.800]  In fact, guys, if you divide eighty seven into one hundred and fifty six, doesn't that come up to just about half off?
[02:01:58.800 --> 02:02:01.800]  That is the best deal as Ted said he's ever offered.
[02:02:01.800 --> 02:02:04.800]  Eight hundred six, eight, six, two, two, three, seven.
[02:02:04.800 --> 02:02:08.800]  I can't say it really supports the network of the radio show when Ted's losing money on it.
[02:02:08.800 --> 02:02:11.800]  But he is a free market guy.
