[00:00.000 --> 00:16.640]  Defending the Republic from enemies, foreign, and domestic, it's Alex Jones.
[1:45:12.640 --> 1:45:16.640]  Governor Newsom has gone too far.
[1:45:16.640 --> 1:45:25.640]  Governor Newsom has stepped on our liberties and our freedoms as a physician, I can tell you family practice physician from Newport Beach, California named Dr. Jeff break.
[1:45:25.640 --> 1:45:27.640]  Continue.
[1:45:27.640 --> 1:45:30.640]  This is not New York.
[1:45:30.640 --> 1:45:35.640]  And thank God this is not San Francisco.
[1:45:35.640 --> 1:45:40.640]  Governor Newsom has gone too far.
[1:45:40.640 --> 1:45:45.640]  Governor Newsom has stepped on our liberties and our freedoms.
[1:45:45.640 --> 1:45:50.640]  And as a physician, I can tell you, yes, this virus is dangerous.
[1:45:50.640 --> 1:46:04.640]  But as we see the statistics come in, we're realizing that the fatality rate of this virus is in the ballpark of a bad seasonal influenza.
[1:46:04.640 --> 1:46:16.640]  What we're also knowing is that just like other respiratory viral illnesses in the past, we get over this virus by achieving herd immunity.
[1:46:16.640 --> 1:46:24.640]  We can never achieve herd immunity by keeping the herd quarantine.
[1:46:24.640 --> 1:46:38.640]  This is a time that we protect the vulnerable and the most at risk, but we allow the young and the healthy to open the doors and go back to work.
[1:46:38.640 --> 1:46:45.640]  Do not let your voices be silenced.
[1:46:45.640 --> 1:46:54.640]  Do not let your elected representatives who apparently are essential hear your voice loud and clear.
[1:46:54.640 --> 1:46:57.640]  Don't ban him off YouTube, but that's the good news.
[1:46:57.640 --> 1:47:05.640]  We took the doctors whose video was banned and put it up on banned.video and it's got 1.5 million views last time I checked.
[1:47:05.640 --> 1:47:15.640]  It's not a piss they are, though, that the average videos get about 100,000 views and we're posting 50, 60, 70, 80 videos.
[1:47:15.640 --> 1:47:21.640]  The average is about 60 videos a day to banned on video and now the average is up at 100,000.
[1:47:21.640 --> 1:47:32.640]  We're routinely having videos with a million, million and a half views and it's absolutely driving them crazy.
[1:47:32.640 --> 1:47:38.640]  The average is 1.418, so it's a little under 1.5, memory did not serve.
[1:47:38.640 --> 1:47:44.640]  So there you go, ladies and gentlemen, they cannot stand it, but we're of course posting that video at banned.video.
[1:47:44.640 --> 1:47:55.640]  It's a resource for you to get what's being banned or what we believe is about to be banned like the documentary Doctors in Black, The Scandemic.
[1:47:55.640 --> 1:48:06.640]  The thing I wanted to get to earlier when I played at two minutes of the City of San Antonio tyrants banning saying Chinese virus or Wuhan virus or Kung Flu virus.
[1:48:06.640 --> 1:48:11.640]  You can't do that, tyrants. That's illegal. That violates First Amendment. That's the real danger.
[1:48:11.640 --> 1:48:17.640]  And every time someone goes at the speech, everything follows and we see that now.
[1:48:17.640 --> 1:48:27.640]  Notice when they're reading out the resolution, when the woman says the WHO said it's not Chinese.
[1:48:27.640 --> 1:48:39.640]  It's like the UN is like, oh, like the Lord has come down and landed in front of us and we're just supposed to just, oh my gosh, the UN.
[1:48:39.640 --> 1:48:47.640]  I've had friends, family, neighbors in the last few months when I'm telling them something like, hey, you really need zinc. You really need it.
[1:48:47.640 --> 1:48:55.640]  And they're like, oh, the WHO says there's no treatment or cure. And I'm like, I'm not engaged in medical activity.
[1:48:55.640 --> 1:49:03.640]  Can a mother say, drink your orange juice, vitamin C is good? It's a cult of idiots.
[1:49:03.640 --> 1:49:09.640]  They have the FBI out ignoring MS-13 and child kidnapping with task forces,
[1:49:09.640 --> 1:49:15.640]  rating medical doctors that have always been there for decades with vitamin C, intervenious.
[1:49:15.640 --> 1:49:21.640]  And I'm not a doctor type person, but I know how good it works. I go to those clinics run by doctors.
[1:49:21.640 --> 1:49:25.640]  I've probably done it 20 times. I'm feeling something coming on. I feel like crap.
[1:49:25.640 --> 1:49:29.640]  I go in there and I go, I want vitamin B12. I want vitamin C.
[1:49:29.640 --> 1:49:37.640]  There's a couple other things you can pay for. And my gosh, man, I mean, I can feel like I'm dying.
[1:49:37.640 --> 1:49:41.640]  And when I walk out of there, they got this one amino acid. They've given me a few times though.
[1:49:41.640 --> 1:49:45.640]  You're looking out the window at trees. You start hallucinating because you're supposed to do it for like five hours.
[1:49:45.640 --> 1:49:49.640]  I'll go give it to me in an hour. Push it at me fast. I got to get out of here.
[1:49:49.640 --> 1:49:54.640]  And they're like, you sure, sir? And I'll be like, whoa, start hallucinating for like, you know, a couple minutes.
[1:49:54.640 --> 1:50:00.640]  They're like, let's back off on that a little bit. But you know what? I'm bouncing off the walls and I'm not selling that.
[1:50:00.640 --> 1:50:06.640]  I'm not pushing that. I'm telling you what I've experienced. I don't like needles. I can't stand them.
[1:50:06.640 --> 1:50:12.640]  But I'll go get one shoved in my arm because it works. It works.
[1:50:12.640 --> 1:50:20.640]  Ladies and gentlemen, and again, most people sit there for like four or five hours to take those.
[1:50:20.640 --> 1:50:25.640]  I don't do that. I go in there and get all in one big thing and I just go push it in.
[1:50:25.640 --> 1:50:29.640]  And they're allowed to do that. You can handle it. You can do it, but I don't have time.
[1:50:29.640 --> 1:50:34.640]  The point is, is that I haven't done it in about six months. I've been too busy.
[1:50:34.640 --> 1:50:38.640]  I used to do it like once a month the last few years and it's incredible and I'm going to go do it.
[1:50:38.640 --> 1:50:47.640]  And my point is, is that imagine this, folks, where they now are saying medical doctors can't get up on TV and tell you this stuff.
[1:50:47.640 --> 1:50:52.640]  I was talking to a very well-known person this morning and he was worried about his wife.
[1:50:52.640 --> 1:50:58.640]  She has an autoimmune issue and I said, has your doctor told you to take zinc?
[1:50:58.640 --> 1:51:03.640]  I mean, you know, zinc is essential and if you take 100 milligrams of it, it's like really powerful for your body.
[1:51:03.640 --> 1:51:13.640]  He goes, no, my doctor hadn't told me that. And the guy's son, he reminded me, is a doctor in a New York ER.
[1:51:13.640 --> 1:51:18.640]  And I'm like, well, then call your doctor son, go to the NIH website where it says zinc is essential.
[1:51:18.640 --> 1:51:24.640]  It's just crazy, folks, how dumb they want us. The people perish for lack of knowledge.
[1:51:24.640 --> 1:51:33.640]  It's insane, ladies and gentlemen. They want you to be absolutely desperate listening to Fauci who's got this drug that eats your testicles.
[1:51:33.640 --> 1:51:35.640]  Ha, oh, they're right.
[1:51:35.640 --> 1:51:44.640]  Feudalism in the ancient world from Asia to Europe, from Africa to Latin America, was the most common form of government.
[1:51:44.640 --> 1:51:55.640]  You had a ruling class, the nobility, the king and queen sitting on top of it, and the rest of the public were kept at a subsistence starving level for control.
[1:51:55.640 --> 1:52:03.640]  In fact, in most cultures, they called the peasants the little people because they were usually a foot or more shorter than the lords and ladies
[1:52:03.640 --> 1:52:11.640]  because they kept them again at a starving level. They were so busy trying to survive, they would never try to challenge the entrenched elite.
[1:52:11.640 --> 1:52:17.640]  Well, now all the big Google owners and the Rockefellers and the Rothschilds, the Jeff Bezos is the world.
[1:52:17.640 --> 1:52:28.640]  They're sitting back on their giant estates with their jet helicopters and private jets, living the life, laughing at you, shut down, going bankrupt in the third world, starving to death.
[1:52:28.640 --> 1:52:36.640]  Their religion is power and control, and they are pressing that advantage against us. We must break free from these monsters.
[1:52:58.640 --> 1:53:05.640]  The individuals that we interviewed that make info were so special because we're not putting a filter in front of free minds.
[1:53:05.640 --> 1:53:16.640]  We're having an open discussion about the real state of the world, not the establishment of talking points that are put out by the Council on Fine Relations, the Bilderberg Group, the Davos Group and other clubs.
[1:53:16.640 --> 1:53:31.640]  We're pushing for a pro-human future where we build a planet and beyond based on humans, for humans, by humans. Not a world where the establishment, hate themselves, project their hate onto us and decide we're going to have a post-human world.
[1:53:31.640 --> 1:53:47.640]  I'm really excited to know that Info Wars has your support and I want to thank you all for being pro-human and pro-God.
[1:54:02.640 --> 1:54:14.640]  All right, Dr. Steve Pacinic is going to be joining us coming up at the start of the next segment to cover the waterfront.
[1:54:14.640 --> 1:54:20.640]  You don't want to miss that. Believe me, I remember without you spreading the word, we don't reach anybody and this dog doesn't hunt.
[1:54:20.640 --> 1:54:25.640]  But right now, I want to talk about preparedness and I want to talk about being ready.
[1:54:25.640 --> 1:54:33.640]  I went out 12 years ago and found the best, highest quality company that was getting great reviews to be our storeable food sponsor.
[1:54:33.640 --> 1:54:44.640]  And then about six years ago, they said, hey, just you can private label it and then you can even get a bigger discount with us and sell the food at the lowest price anywhere.
[1:54:44.640 --> 1:54:55.640]  Now, since then, they've become the biggest storeable food company in the world. Definitely the biggest in the United States. They're in our back end.
[1:54:55.640 --> 1:54:58.640]  They're my patriot with their ready hour food.
[1:54:58.640 --> 1:55:04.640]  Now I just busted open one of the crate containers today with some of the food we have here at the office.
[1:55:04.640 --> 1:55:10.640]  Just spur of the moment to show you this because they don't just have a lot of staples in there.
[1:55:10.640 --> 1:55:28.640]  They have a lot of really tasty things in there like chocolate pudding, southwestern rice, orange energy drink mix, buttermilk pancakes, mac and cheese and even vice and others have gone and gotten the mac and cheese and other stuff and said, man, this is really, really good.
[1:55:28.640 --> 1:55:34.640]  Yeah, folks, and it's on average about five times cheaper than you're going to find for products in grocery stores.
[1:55:34.640 --> 1:55:42.640]  And the point is it comes in these big sealed tote containers. It lasts 25 years and then it's in vacuum sealed containers inside that.
[1:55:42.640 --> 1:55:45.640]  And then let me show listeners actually forgot to do this.
[1:55:45.640 --> 1:55:50.640]  It's got these oxygen packs in there as well.
[1:55:50.640 --> 1:55:55.640]  So water doesn't get into it and cause any problems.
[1:55:55.640 --> 1:56:06.640]  So Trump saying he's going to ignore the NIH run by the WHO who says we can never reopen the communist China already is. He knows that's causing mass death in the third world, a total depression here.
[1:56:06.640 --> 1:56:14.640]  But if Trump is not successful getting it fully reopened because the public so scared and won't go to stores because the governor said stores could open a few weeks ago.
[1:56:14.640 --> 1:56:23.640]  Nobody's there. Places aren't really reopening and everybody's so neurotic and so into fear. I'm really concerned and all the economic numbers are coming in.
[1:56:23.640 --> 1:56:30.640]  They're hellish. So with them trying to start race riots and the craziness of the election and the wars and the quickening around the planet.
[1:56:30.640 --> 1:56:37.640]  Everybody needs to get storeable food now so that you have that checkbox covered to be ready and be prepared.
[1:56:37.640 --> 1:56:46.640]  Have a rural place to go have family you can work with have a place for the working well have firearms know how to use them have a relationship with God have your gut and spirit ready.
[1:56:46.640 --> 1:56:48.640]  That's most important.
[1:56:48.640 --> 1:57:02.640]  Having basic skills know how to skin a buck run a trot line these are all important but having the food covered having a good water filtration system like the Alexa pure breeze from the same company and the Alexa pure water filtration system.
[1:57:02.640 --> 1:57:04.640]  That is all critical.
[1:57:04.640 --> 1:57:07.640]  And again I just busted open one of these packs.
[1:57:07.640 --> 1:57:22.640]  And it's got a 72 hour kit in an emergency food shortage. And this package is filled with a whole bunch of little packs for you to be able to take care of yourself and your family look at these creamy chicken rice.
[1:57:22.640 --> 1:57:25.640]  Black beans soup.
[1:57:25.640 --> 1:57:28.640]  Homestyle potato soup.
[1:57:28.640 --> 1:57:36.640]  Mac and cheese you can just throw one of these in the back of your Jeep your truck and you and two or three other people can go out for the weekend and feed yourselves.
[1:57:36.640 --> 1:57:42.640]  And take care of yourselves or you take care of yourself for a lot longer I think that's 72 hours.
[1:57:42.640 --> 1:57:46.640]  And again this has good ingredients and high quality tastes great and that's important.
[1:57:46.640 --> 1:57:49.640]  And you want all the little tasty things as well.
[1:57:49.640 --> 1:57:53.640]  I just randomly opened one of these tubs up and had all the little kind of tasty goodies in it.
[1:57:53.640 --> 1:58:00.640]  A lot of the other staples are in the other ones but while you still can because we're going into the quickening right now.
[1:58:00.640 --> 1:58:06.640]  Have this check box covered. No you've got it in your attic. No you've got it in your basement. No you've got it out at your farmhouse.
[1:58:06.640 --> 1:58:14.640]  No you've buried it whatever you do and have it show that you're prepared and you're ready and it funds the info war a total 360 when this is insurance you can eat.
[1:58:14.640 --> 1:58:17.640]  The only way you lose is by not taking action.
[1:58:17.640 --> 1:58:22.640]  So get prepared the grasshopper doesn't prepare it dies in the winter the amp prepares.
[1:58:22.640 --> 1:58:27.640]  We'll be back with Dr. Steve Pacinic on the other side he's laughing at my joke about it it's true.
[1:58:27.640 --> 1:58:31.640]  I like that shirt very nice. See his shirt on the other side.
[1:58:31.640 --> 1:58:35.640]  You can see my cool hair. Look at that. My stylist took hours getting it ready.
[1:58:35.640 --> 1:59:04.640]  Make a friend with death. It's the same soul that no one knows who first said it every culture has their own way of memorializing that simple statement but you don't want to make a friend of the death of civilization and the death of human species.
[1:59:04.640 --> 1:59:09.640]  The moment of truth is now here. We are facing the post human era.
[1:59:09.640 --> 1:59:18.640]  I've been warning you for many years they would use a global viral crisis to click put us in the cage and then roll out the robot take over.
[1:59:18.640 --> 1:59:26.640]  This is just the beta test. China is moving out of beta and into operational control in just a few years.
[1:59:26.640 --> 1:59:34.640]  We will be under full globalist control forced inoculations total surveillance. We're all being taught that we are obsolete.
[1:59:34.640 --> 1:59:57.640]  The term they use is non essential. This is not some dystopian novel. This is reality. This is the new world order. This is Satanism.
[1:59:57.640 --> 2:00:08.640]  The answer to 1984 is 1776. You're listening to the Alex Jones show.
[2:00:08.640 --> 2:00:14.640]  We are now into our number three today. Dr. Steve Pacenek is going to be joining us here in a moment.
[2:00:14.640 --> 2:00:28.640]  I wanted to play this clip again of the president talking about human scum, criminal elements of the globalist deep state trying to overthrow the election and President Trump and how it's all starting to come out and come
[2:00:28.640 --> 2:00:34.640]  putting out this tweet to his people saying stay in place, keep the overthrow going, stop the American people.
[2:00:34.640 --> 2:00:45.640]  It's just so criminal and then they've still got stay behind networks in the FBI, beavering away, trying to bring down President Trump and those that are seen as his most ardent supporters.
[2:00:45.640 --> 2:00:53.640]  This is a campaign of terrorism, racketeering in my view, going on by the Democratic Party and their operatives masquerading as government agents.
[2:00:53.640 --> 2:00:55.640]  Here's the president yesterday talking about it.
[2:00:55.640 --> 2:01:11.640]  I didn't know that was happening at this moment. I felt it was going to happen just by watching and seeing like everybody else does.
[2:01:11.640 --> 2:01:17.640]  He was an innocent man. He is a great gentleman.
[2:01:17.640 --> 2:01:29.640]  He was targeted by the Obama administration and he was targeted in order to try and take down a president and what they've done is a disgrace and I hope a big price is going to be paid.
[2:01:29.640 --> 2:01:34.640]  A big price should be paid. There's never been anything like this in the history of our country.
[2:01:34.640 --> 2:01:40.640]  What they did, what the Obama administration did is unprecedented. It's never happened.
[2:01:40.640 --> 2:01:49.640]  A thing like this has never happened before in the history of our country and I hope a lot of people are going to pay a big price because they're dishonest, crooked people.
[2:01:49.640 --> 2:01:55.640]  They're scum and I say it a lot. They're scum. They're human scum. They should never have happened in this country.
[2:01:55.640 --> 2:02:06.640]  A duly elected president and they went after him by going after fine people and those fine people said, no, I'm not going to lie. I can't lie.
[2:02:06.640 --> 2:02:10.640]  He's not the only one. There are many of them and they all said I can't lie.
[2:02:10.640 --> 2:02:15.640]  They could have said something like, oh, make up a lie.
[2:02:15.640 --> 2:02:22.640]  Trump loves somebody or something or some country and they said, oh, you wouldn't have any problem.
[2:02:22.640 --> 2:02:26.640]  That's what they were trying to do and it's a disgrace.
[2:02:26.640 --> 2:02:32.640]  The Obama administration, Justice Department was a disgrace and they got caught.
[2:02:32.640 --> 2:02:38.640]  They got caught. Very dishonest people, but much more than this. It's treason, it's treason.
[2:02:38.640 --> 2:02:42.640]  It's treason, which it is and they even had a former CIA agent who's a Democrat.
[2:02:42.640 --> 2:02:48.640]  I'll maybe cue that up for next segment saying that Comey, if found guilty, needs to be executed.
[2:02:48.640 --> 2:02:50.640]  All I know is I don't want anybody to get executed.
[2:02:50.640 --> 2:02:55.640]  I want them to stop trying to overthrow the election and set up a police state here.
[2:02:55.640 --> 2:03:01.640]  That's what I want. Dr. Steve Pachinick of StevePachinick.com is the best-selling author, co-wrote books with Tom Clancy as one of his main sources.
[2:03:01.640 --> 2:03:03.640]  Of course, it is psychological warfare.
[2:03:03.640 --> 2:03:14.640]  The State Department ran a lot of the most famous kidnapping and hostage situations and he's done psychological warfare operations and regime change.
[2:03:14.640 --> 2:03:20.640]  And he's an MD and PhD and an American psychiatrist from the State Department official.
[2:03:20.640 --> 2:03:27.640]  And he also came on the broadcast first 12 weeks ago and said, COVID has already been here since last year.
[2:03:27.640 --> 2:03:30.640]  That's now confirmed. And so here to cover the waterfront is Dr. Steve Pachinick.
[2:03:30.640 --> 2:03:36.640]  I can ask a lot of questions, go a lot of places, but first off, it looks like we're in a civil war with a deep state.
[2:03:36.640 --> 2:03:38.640]  They're not stopping. They're not going away.
[2:03:38.640 --> 2:03:42.640]  What do you see happening in the next few weeks in Munch, Dr. Pachinick?
[2:03:42.640 --> 2:03:44.640]  Well, let me put it this way.
[2:03:44.640 --> 2:03:47.640]  Number one, it's not as desperate as you might think.
[2:03:47.640 --> 2:03:57.640]  Flynn was released because I and others in military intelligence said months ago, and I said it in your show and in other shows,
[2:03:57.640 --> 2:04:02.640]  under no condition will Flynn be incarcerated for anything.
[2:04:02.640 --> 2:04:09.640]  In other words, what was coming out is the fact that military veterans would not allow this to happen.
[2:04:09.640 --> 2:04:19.640]  The message got through the Department of Justice, in particular Barr, who's been in the CIA, understands exactly what we were saying from a military point of view.
[2:04:19.640 --> 2:04:22.640]  This will not be tolerated under any condition.
[2:04:22.640 --> 2:04:25.640]  Flynn was subsequently exonerated.
[2:04:25.640 --> 2:04:31.640]  Secondly, we in the military and the intelligence community support Trump.
[2:04:31.640 --> 2:04:34.640]  There's no question if and in but.
[2:04:34.640 --> 2:04:42.640]  But what's happened since you and I have talked, and I said from the beginning in January, we had to get rid of Fauci, we had to get rid of CDC,
[2:04:42.640 --> 2:04:49.640]  and this was a coronavirus where I had the pneumonia, other people already had it, and the system was broken.
[2:04:49.640 --> 2:04:51.640]  But let me go into more specifics.
[2:04:51.640 --> 2:04:53.640]  You've been called to New York.
[2:04:53.640 --> 2:04:56.640]  I have been banned by certain people.
[2:04:56.640 --> 2:05:03.640]  Four power centers arose very quickly in the United States, none of which anybody understood.
[2:05:03.640 --> 2:05:12.640]  One was Nancy Pelosi, totally accumulated power without bringing the House of Representatives together.
[2:05:12.640 --> 2:05:16.640]  She has been the most powerful speaker in the United States.
[2:05:16.640 --> 2:05:18.640]  One congressman has shown up.
[2:05:18.640 --> 2:05:24.640]  Secondly, Andrew Como, the governor of New York State.
[2:05:24.640 --> 2:05:31.640]  Thirdly, Blasio, both saying that we will have vaccines, we will have martial law.
[2:05:31.640 --> 2:05:37.640]  And lastly, Dr. Fauci and Dr. Gallo.
[2:05:37.640 --> 2:05:39.640]  What do we have in common?
[2:05:39.640 --> 2:05:40.640]  I'm not a racist.
[2:05:40.640 --> 2:05:43.640]  All of them are Italians.
[2:05:43.640 --> 2:05:48.640]  All of them came from what we call the Italian fascist background.
[2:05:48.640 --> 2:05:54.640]  Nancy was born of a father who was ruthless, and I knew of him in Baltimore.
[2:05:54.640 --> 2:06:03.640]  Tony was born of a middle-class family, but was trained by the Jesuits to be ruthless, manipulative.
[2:06:03.640 --> 2:06:15.640]  There's no accident that Tony and I grew with friends in the beginning, but then when I provided $16 million for the AIDS examination under Henry Waxman,
[2:06:15.640 --> 2:06:18.640]  Tony went out and self-promoted himself.
[2:06:18.640 --> 2:06:21.640]  I have never seen a doctor.
[2:06:21.640 --> 2:06:23.640]  Forget he's not a scientist.
[2:06:23.640 --> 2:06:26.640]  He was not trained at Harvard or MIT in science.
[2:06:26.640 --> 2:06:28.640]  He knows nothing about science.
[2:06:28.640 --> 2:06:32.640]  He's just a simple medical doctor who's pretty good as a clinician.
[2:06:32.640 --> 2:06:38.640]  But in terms of Machiavelli, he can equal Nancy Pelosi, Benito Mussolini.
[2:06:38.640 --> 2:06:48.640]  He has under his auspices talked to every reporter, every media, constantly, as if this were Benito Mussolini saying to you,
[2:06:48.640 --> 2:06:55.640]  we're going to unify, but you can't go outside because if you go outside, you're going to kill other people.
[2:06:55.640 --> 2:06:56.640]  Nonsense.
[2:06:56.640 --> 2:06:58.640]  That was absolute nonsense.
[2:06:58.640 --> 2:07:08.640]  And the henchmen in New York state, you had Como giving you advice and psychotherapy while his brother and the idiot was in the basement.
[2:07:08.640 --> 2:07:14.640]  And the blast shield, another idiot basically said everybody here will remain in the house.
[2:07:14.640 --> 2:07:16.640]  There will be no people going out.
[2:07:16.640 --> 2:07:22.640]  What happened is the four power centers came up and defied President Trump.
[2:07:22.640 --> 2:07:27.640]  Those power centers by chance are also democratic.
[2:07:27.640 --> 2:07:33.640]  By chance, they've been there 20 to 30 years and Trump has done the best he could.
[2:07:33.640 --> 2:07:36.640]  Everybody was criticizing Kushner.
[2:07:36.640 --> 2:07:39.640]  Now, he did the best that he could with what he had.
[2:07:39.640 --> 2:07:41.640]  Everybody was criticizing Pompeo.
[2:07:41.640 --> 2:07:44.640]  By the way, he is Italian, but he's done a great job.
[2:07:44.640 --> 2:07:55.640]  We have a great Italian governor in Florida who knew exactly when to release the people from protection and house sitting.
[2:07:55.640 --> 2:07:58.640]  And this is where we are right now.
[2:07:58.640 --> 2:08:01.640]  Is there an attempt to overthrow Trump?
[2:08:01.640 --> 2:08:02.640]  There is.
[2:08:02.640 --> 2:08:03.640]  Will it succeed?
[2:08:03.640 --> 2:08:10.640]  No, because the body politic of America understands very well.
[2:08:10.640 --> 2:08:12.640]  I told you where the power centers are.
[2:08:12.640 --> 2:08:15.640]  The South, Southwest, the Midwest.
[2:08:15.640 --> 2:08:21.640]  We would not tolerate any attempt by the Democrats or the major cities to take over the power.
[2:08:21.640 --> 2:08:26.640]  As it is now, I want to take away the powers from Pelosi, from Fauci.
[2:08:26.640 --> 2:08:30.640]  I have asked for months that Fauci not be put in the presence.
[2:08:30.640 --> 2:08:37.640]  I have asked for months that the Blasio and Como be restricted.
[2:08:37.640 --> 2:08:39.640]  They will defy Trump.
[2:08:39.640 --> 2:08:43.640]  But at present, no, it's mobilized all of us veterans.
[2:08:43.640 --> 2:08:48.640]  It's mobilized all of us in the intelligence community to say, you're not going to take down Trump.
[2:08:48.640 --> 2:08:51.640]  If anything, he's going to be reelected.
[2:08:51.640 --> 2:08:57.640]  Here you have Biden totally seen up and then he has to pick a vice president.
[2:08:57.640 --> 2:08:59.640]  Let's see what happens.
[2:08:59.640 --> 2:09:00.640]  Stay right there.
[2:09:00.640 --> 2:09:05.640]  You were on here 10 months ago when I got banned again on Facebook when they banned even saying nice things about me.
[2:09:05.640 --> 2:09:06.640]  It was the new ban.
[2:09:06.640 --> 2:09:08.640]  They said attack Alex Jones was the new ban.
[2:09:08.640 --> 2:09:11.640]  You said he's clearly having dementia.
[2:09:11.640 --> 2:09:13.640]  Well, now everyone admits that.
[2:09:13.640 --> 2:09:20.640]  When we come back, we'll talk about how you see the election playing out other tricks that the globalist deep state ally with China might take.
[2:09:20.640 --> 2:09:23.640]  Trump really getting on a war footing with China.
[2:09:23.640 --> 2:09:27.640]  I think that's a positive thing and really leveling with the American people about what we're facing.
[2:09:27.640 --> 2:09:28.640]  I know you're confident.
[2:09:28.640 --> 2:09:29.640]  That's great.
[2:09:29.640 --> 2:09:35.640]  You know, because confidence, you can breach confidence, but I got to tell you, the Democrats and the deep state behind the scenes are just reckless.
[2:09:35.640 --> 2:09:43.640]  And even if they're going to be defeated, they can't just be allowed like loose cannons to continue to try to blow the country up in my view.
[2:10:06.640 --> 2:10:21.640]  It was I, the leader of Cobra, that foresaw your inner confidence and how much you would enjoy watching Netflix and wearing masks and gloves when you went out to feel all important like you were in a war.
[2:10:21.640 --> 2:10:35.640]  When the real time at El Cobra was always the billions of people at the edge of starvation who were about dying at the tune of over a million people every three weeks.
[2:10:35.640 --> 2:10:38.640]  El Cobra thanks you for watching time.
[2:10:38.640 --> 2:10:42.640]  Continue the lockdowns while I depopulate the planet.
[2:10:42.640 --> 2:10:44.640]  Hail Cobra.
[2:10:44.640 --> 2:10:54.640]  Allergies, dander, asthma, germs, toxins, there are many reasons why we need to think about what is really in the air around us.
[2:10:54.640 --> 2:10:59.640]  We may not be able to stop breathing, but we can control what's in the air we breathe.
[2:10:59.640 --> 2:11:07.640]  The revolutionary Alexa pure breeze air filtration system is a powerful ally in the fight against the dangerous toxins and viruses in the air.
[2:11:07.640 --> 2:11:15.640]  Powerful, quiet and effective, the breeze uses a four step purification process to help you breathe easier and cleaner.
[2:11:15.640 --> 2:11:24.640]  Similar systems could cost hundreds to even thousands of dollars, but the Alexa pure breeze air purification is the best and most affordable bar none.
[2:11:24.640 --> 2:11:32.640]  The breeze in the ion cluster patented technology used in the system, eliminate up to 99.97% of airborne contaminants.
[2:11:32.640 --> 2:11:37.640]  Get the Alexa pure breeze today and save big on a world class air filtration system for your home.
[2:11:37.640 --> 2:12:02.640]  Don't keep breathing toxic or dangerous air. Get this special today at InfoWarsStore.com.
[2:12:07.640 --> 2:12:18.640]  Dr. Steve McChinick is a famous psychological and military strategist. He's here.
[2:12:18.640 --> 2:12:25.640]  He's also best selling author, the brains behind a lot of the plots for Tom Clancy's best selling books and movies.
[2:12:25.640 --> 2:12:29.640]  And let's look at big picture. I mean, obviously Trump is a pragmatist. He's pro America.
[2:12:29.640 --> 2:12:33.640]  He didn't like seeing one sided trade deals with China. He's done the best job he could.
[2:12:33.640 --> 2:12:39.640]  I mean, in fact, he's done a better job than I could imagine knowing all the treason and the traders and what he's working with.
[2:12:39.640 --> 2:12:47.640]  How does he with 178 days? How do we defeat the narrative that he didn't respond right to COVID every death is his fault?
[2:12:47.640 --> 2:12:52.640]  We know in the blue cities and states, they're coding deaths from other things for COVID to get the money.
[2:12:52.640 --> 2:12:56.640]  I think he demands a prosecution of those people. I mean, look what Cuomo's doing.
[2:12:56.640 --> 2:13:00.640]  Look at the Democrats like leeches making money. He's got to go on the offense.
[2:13:00.640 --> 2:13:04.640]  Barr has got to go on the offense. Durham, we've heard all this talk. Now is the time.
[2:13:04.640 --> 2:13:12.640]  They shouldn't wait till July or August. They need to drop the hammers now and start the prosecutions now and go on the offense.
[2:13:12.640 --> 2:13:22.640]  I agree with you, but remember one thing. You never want to correct your enemy's mistake as Bonaparte once said.
[2:13:22.640 --> 2:13:29.640]  I do not want to correct the mistakes of the Democrat, the Fauci's and the Pelosi's and the liberal states.
[2:13:29.640 --> 2:13:39.640]  I want them to continue. In turn, what has been going on and Trump understood this and we understand this in the deep state or the intelligence service.
[2:13:39.640 --> 2:13:44.640]  Trump's swung around and made an overture to China.
[2:13:44.640 --> 2:13:51.640]  As a result of that overture, when in fact everybody was talking about potential war, Trump said, not anymore.
[2:13:51.640 --> 2:13:55.640]  We're going to open up business with China. We're going to bring back our factories.
[2:13:55.640 --> 2:14:01.640]  We're going to start up the factories here and we're going to have a trade agreement. Guess what happens?
[2:14:01.640 --> 2:14:05.640]  The economy speaks the loudest even during the unemployment.
[2:14:05.640 --> 2:14:11.640]  Now I get the pivot instead of saying war with China after he already brings out the stick, then he brings out the carrot and that brings up the markets.
[2:14:11.640 --> 2:14:24.640]  Now you got it and never underestimate the power of the economy of America and our ability to go back online and produce economic and psychological wealth.
[2:14:24.640 --> 2:14:28.640]  This is where we're formidable. We're based on entrepreneurship.
[2:14:28.640 --> 2:14:38.640]  You say Trump is the man, even though they say decades of wealth has been lost, it's all basically still, if we get it turned on soon, it's still all what we believe in.
[2:14:38.640 --> 2:14:44.640]  It still is intellectual. It still is confidence and there's still time to turn it back on.
[2:14:44.640 --> 2:14:48.640]  You got it. Basically, you're an entrepreneur. I'm an entrepreneur.
[2:14:48.640 --> 2:14:55.640]  80 percent of America had their own businesses. You saw that brave woman in the salon saying, I'm not going to go to jail.
[2:14:55.640 --> 2:15:07.640]  And the judge who has a pension and is a political appointment, like all of them, Nancy Pelosi, Fauci, all of them are probably shouldn't these idiots never had a real job and are never generated wealth.
[2:15:07.640 --> 2:15:10.640]  No, but if the small businesses go under, their pension is going to be worthless.
[2:15:10.640 --> 2:15:23.640]  No, because they don't care. They have been spoiled. They have been entitled. And this is what we created. What you're seeing now is not the disappearance of the American entrepreneur class or capitalism.
