[00:00:24.144 --> 00:00:28.127]  Blast off!
[02:13:28.322 --> 02:13:28.582]  Well, no.
[02:13:29.082 --> 02:13:31.563]  There's a long history of anti-establishment here at Infowars.
[02:13:31.563 --> 02:13:33.704]  There's a long history of calling out the corruption.
[02:13:33.704 --> 02:13:36.405]  Most of the corruption that these people would claim to be fighting.
[02:13:36.405 --> 02:13:47.209]  But Alex, I think that the answer here is it's time for conservatives to go out lovingly, politely, peacefully, and just execute their First Amendment right.
[02:13:47.209 --> 02:13:48.909]  Do it on your social media page.
[02:13:48.909 --> 02:13:51.230]  Do it for just your own use.
[02:13:51.230 --> 02:13:51.890]  Do it for whatever.
[02:13:51.890 --> 02:13:53.491]  But the point is, you go out
[02:13:53.991 --> 02:14:01.054]  Peacefully, kindly, in a Trump hat or an InfoWars shirt, and you just do an event, and the same thing will happen.
[02:14:01.054 --> 02:14:12.818]  A radical, deranged leftist will expose themselves, and it just encapsulates perfectly who the left is and where it's at, and that's how we continue to have more victory in the culture war.
[02:14:13.810 --> 02:14:20.778]  That's right, just like Mahatma Gandhi would go out and say, we're going to march the sea and collect our own salt and not pay taxes on salt.
[02:14:20.778 --> 02:14:22.360]  And then they would beat people with clubs.
[02:14:22.360 --> 02:14:27.946]  Well, because they didn't fight back, no one to hold them, no one to follow them, no one to walk away, no one to run, to quote Kenny Rogers.
[02:14:28.872 --> 02:14:29.633]  The man on the train.
[02:14:29.633 --> 02:14:31.174]  It's not that we're wimps.
[02:14:31.174 --> 02:14:33.716]  Sometimes, you know, people are robbing our house, we gotta fight them.
[02:14:33.716 --> 02:14:37.959]  Or sometimes, if we lose the info war, and then it goes into a true civil war, we'll defend ourselves.
[02:14:37.959 --> 02:14:39.440]  But we're winning right now.
[02:14:39.440 --> 02:14:48.227]  So knowing when to hold them, like Martin Luther King, on the road to Selma, and letting people beat you, that shows people they're the authoritarians, and then we win.
[02:14:48.227 --> 02:14:49.168]  And so that's the process.
[02:14:49.168 --> 02:14:50.809]  We have to go out and engage the bullies.
[02:14:51.469 --> 02:14:52.010]  I don't know.
[02:15:11.209 --> 02:15:16.772]  All the points, but she was just diabolically scary, going, clowns belong to us, you white supremacists.
[02:15:16.772 --> 02:15:23.616]  And she's projecting this insanity on us and acting like a total buffoon and not even getting how crazy she sounds.
[02:15:24.741 --> 02:15:33.585]  Well, and that's why I think it's time for just the average conservative as we approach this important 2020 election to just go out, engage in free speech.
[02:15:33.585 --> 02:15:34.665]  You don't have to be mean.
[02:15:34.665 --> 02:15:35.826]  You don't have to be vitriolic.
[02:15:35.826 --> 02:15:37.126]  You don't have to be rude.
[02:15:37.126 --> 02:15:38.767]  Just approach a Democrat.
[02:15:38.767 --> 02:15:43.729]  Go to a liberal event in a Trump hat with a camera rolling and just say, hey, I don't hate you.
[02:15:43.729 --> 02:15:45.270]  Let's talk about these issues.
[02:15:45.270 --> 02:15:46.991]  Let them get violent.
[02:15:46.991 --> 02:15:49.072]  Alex Jones is with us on the Alex Jones Show.
[02:15:49.072 --> 02:15:51.793]  Go to InfoWarsStore.com during this break, ladies and gentlemen.
[02:15:51.793 --> 02:15:54.214]  Shop at InfoWarsStore.com today to keep us on air tomorrow.
[02:15:55.446 --> 02:15:57.768]  Ew, get the stinky dog away from me.
[02:15:57.768 --> 02:15:59.268]  Bad breath and bad gas.
[02:15:59.268 --> 02:16:00.569]  PD stopped eating.
[02:16:00.569 --> 02:16:01.810]  All his hair fell out.
[02:16:01.810 --> 02:16:03.971]  Itching, licking, missing fur.
[02:16:03.971 --> 02:16:05.712]  At least $5,000 in that bill.
[02:16:05.712 --> 02:16:08.254]  Creams, antibiotics, sprays.
[02:16:08.254 --> 02:16:09.174]  No results.
[02:16:09.174 --> 02:16:11.676]  Everything we tried failed except the Dynavite.
[02:16:11.676 --> 02:16:14.597]  D-I-N-O-V-I-T-E dot com.
[02:16:14.597 --> 02:16:16.979]  If you want the dog to be healthy, you gotta feed it something healthy.
[02:16:16.979 --> 02:16:17.599]  D-O-M-E-G-N-I-T-E dot com.
[02:16:17.659 --> 02:16:18.220]  She's got life.
[02:16:18.220 --> 02:16:18.620]  She's got energy.
[02:16:18.620 --> 02:16:21.282]  Dinovite is the best thing that's ever happened to my dogs.
[02:16:21.282 --> 02:16:22.443]  You know, besides me, of course.
[02:16:44.582 --> 02:16:44.662]  859-428-1000.
[02:16:44.662 --> 02:16:44.722]  859-428-1000.
[02:16:44.722 --> 02:16:45.703]  Dinovite for life.
[02:16:45.703 --> 02:16:46.704]  D-I-N-O-V-I-T-E dot com.
[02:16:54.653 --> 02:16:57.015]  Know someone with a drinking or drug problem?
[02:16:57.015 --> 02:16:59.898]  Learn how to get sober after we share these stories.
[02:16:59.898 --> 02:17:04.964]  I was 35 with two beautiful children when my life and addiction started to spiral out of control.
[02:17:04.964 --> 02:17:12.151]  After my divorce, I went into a depression cycle and started drinking more often and using prescription drugs.
[02:17:12.151 --> 02:17:16.716]  After my second DWI and arrest, my ex-husband threatened to take our children away from me.
[02:17:17.302 --> 02:17:20.944]  I was 17 when I became addicted to heroin and meth.
[02:17:20.944 --> 02:17:24.045]  I thought I could quit on my own, but I couldn't.
[02:17:24.045 --> 02:17:26.686]  It hit me when I was arrested.
[02:17:26.686 --> 02:17:28.187]  Get sober now.
[02:17:28.187 --> 02:17:31.528]  Your private insurance may cover costs and we'll get you here.
[02:17:31.528 --> 02:17:32.308]  It's simple.
[02:17:32.308 --> 02:17:35.550]  Just call Elite Rehab Placement right now.
[02:17:35.550 --> 02:17:36.830]  Please, don't wait.
[02:17:36.830 --> 02:17:38.011]  Your life matters to us.
[02:17:38.251 --> 02:17:39.612]  800-213-9264 800-213-9264 800-213-9264 Call right now before it's too late.
[02:17:39.612 --> 02:17:39.652]  800-213-9264
[02:17:57.304 --> 02:17:58.725]  I want to say brain force is great.
[02:17:58.725 --> 02:18:00.607]  I want to say turbo force is amazing.
[02:18:00.607 --> 02:18:01.227]  It is.
[02:18:01.227 --> 02:18:06.111]  But if you took it with fish oil, it's like the fish oil is it.
[02:18:06.111 --> 02:18:07.452]  The fish oil is better than it.
[02:18:07.452 --> 02:18:09.253]  And that's an example of what I'm talking about.
[02:18:09.253 --> 02:18:11.755]  Fish oil is liquid energy.
[02:18:11.755 --> 02:18:13.396]  Brain, body, heart.
[02:18:13.396 --> 02:18:14.837]  The cleanest, the best out there.
[02:18:14.837 --> 02:18:16.219]  You've got the children's.
[02:18:16.219 --> 02:18:17.339]  You've got the adults.
[02:18:17.339 --> 02:18:18.340]  You've got the krill oil.
[02:18:18.340 --> 02:18:20.742]  If you're going to get the full effect, the fish oil and the children's
[02:18:20.822 --> 02:18:22.543]  So, your brain is made basically out of what fish oil is.
[02:18:47.537 --> 02:18:49.158]  Yeah, Alec, I just have to say something, man.
[02:18:49.158 --> 02:18:50.959]  It seems like every time I turn on your broadcast, you're bragging.
[02:19:05.111 --> 02:19:06.532]  It just gets old, man.
[02:19:06.532 --> 02:19:08.974]  I'm gonna shut you down right now, okay?
[02:19:08.974 --> 02:19:11.276]  We're taking calls about your nomination.
[02:19:11.276 --> 02:19:15.300]  Do you understand they're having congressional hearings trying to shut us down?
[02:19:15.300 --> 02:19:18.602]  Do you understand I'm ringing the alarm?
[02:19:18.602 --> 02:19:21.285]  If that was happening to anybody else, I'd be freaked out.
[02:19:21.285 --> 02:19:22.646]  I mean, what's it gonna take?
[02:19:22.646 --> 02:19:23.767]  Us being shut down?
[02:19:23.767 --> 02:19:24.788]  Is that what you want, Frank?
[02:19:25.228 --> 02:19:26.329]  You know what, Alex?
[02:19:26.329 --> 02:19:27.390]  Hey, put him on pause again!
[02:19:27.390 --> 02:19:28.511]  Hey, Frank!
[02:19:28.511 --> 02:19:34.177]  Do you understand it's not bragging to say, we are the tip of the spear, we're under attack, we need your help.
[02:19:34.177 --> 02:19:38.681]  As much bagging as I do, we can barely pay the bills and grow in the face of this.
[02:19:38.681 --> 02:19:41.824]  I'm not gonna just stop growth and let them start pushing us backwards.
[02:19:41.824 --> 02:19:42.305]  You understand?
[02:19:42.305 --> 02:19:43.926]  I need your help, Frank!
[02:19:43.926 --> 02:19:45.047]  I need your help, Frank!
[02:19:46.048 --> 02:19:51.390]  Go to Infowarsstore.com right now and help fund the InfoWars!
[02:19:51.390 --> 02:19:52.391]  Do you understand?
[02:19:52.391 --> 02:19:54.011]  I need your help, Frank!
[02:19:54.011 --> 02:19:59.274]  Free Press needs your help, Frank!
[02:19:59.274 --> 02:20:01.915]  You're listening to the Alex Jones Show.
[02:20:09.432 --> 02:20:12.095]  Waging war on corruption.
[02:20:12.095 --> 02:20:17.222]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[02:20:26.513 --> 02:20:30.816]  Okay, so here's the big enchilada, and I know everybody already knows this, but I wanted to really sink in.
[02:20:30.816 --> 02:20:32.378]  When you see Johan Omar from Somalia,
[02:20:55.757 --> 02:20:57.899]  Came here as an immigrant.
[02:20:57.899 --> 02:21:01.043]  Constantly talking about how much America sucks.
[02:21:01.043 --> 02:21:02.925]  How evil white people are.
[02:21:02.925 --> 02:21:04.686]  How bad Christians are.
[02:21:04.686 --> 02:21:06.388]  How bad Jews are.
[02:21:06.388 --> 02:21:08.390]  How bad Israel is.
[02:21:08.390 --> 02:21:13.455]  Just spewing like diarrhea out of her chicken-necked head.
[02:21:13.455 --> 02:21:13.916]  Think about it.
[02:21:14.844 --> 02:21:18.628]  She came from a country where women are sold at slave auctions.
[02:21:18.628 --> 02:21:19.369]  Mainstream news.
[02:21:19.369 --> 02:21:24.394]  She comes from a country where a Westerner, whether they're black or white, is kidnapped within five minutes.
[02:21:24.394 --> 02:21:27.437]  Where our own military can barely even operate.
[02:21:27.437 --> 02:21:34.905]  Their main national product isn't something like oil, like Saudi Arabia, or say farming, or weapons like the U.S.
[02:21:35.585 --> 02:21:44.432]  No, ladies and gentlemen, it's piracy and robbing ships, and then kidnapping, and then killing a few of the prisoners to scare everybody else into paying the ransoms.
[02:21:44.432 --> 02:21:45.453]  Slavery.
[02:21:45.453 --> 02:21:46.954]  Sex slavery.
[02:21:46.954 --> 02:21:48.135]  Kidnapping.
[02:21:48.135 --> 02:21:48.996]  Murder.
[02:21:48.996 --> 02:21:51.017]  And then, I'm not against all Somalis.
[02:21:51.017 --> 02:21:52.238]  I'm sure some are great people.
[02:21:52.238 --> 02:21:56.882]  Point is, I can't go to their country and live in peace if I'm not a Muslim and I'm not black.
[02:21:56.882 --> 02:22:01.506]  So she is a radical, racist, black Muslim who wants a
[02:22:02.831 --> 02:22:11.220]  Worldwide caliphate, that means a world government by a religious monarchy run by the Islamicists.
[02:22:11.220 --> 02:22:12.141]  And that's what...
[02:22:12.879 --> 02:22:22.089]  Ilhan Omar running her stupid mouth says over and over again she doesn't want to assimilate into something that's good that she wanted to get into.
[02:22:22.089 --> 02:22:30.618]  She wants to conquer it because her culture and her genetic map and what she wants to do is conquer.
[02:22:30.618 --> 02:22:32.340]  They attack everyone around them.
[02:22:33.942 --> 02:22:37.365]  1,400 years ago, the Muslims did not have one person in Africa.
[02:22:37.365 --> 02:22:41.207]  Today, they've got roughly half the population under their slavery.
[02:22:41.207 --> 02:22:44.790]  Just 100 years ago, they were 5% of Nigeria.
[02:22:44.790 --> 02:22:52.735]  They're now 50% of Nigeria, the most populous African country, way down in the middle to the west on the coast.
[02:22:53.676 --> 02:23:00.802]  Ladies and gentlemen, there is the house of Islam, and everything outside of it is the house of war.
[02:23:00.802 --> 02:23:03.824]  And Ilhan Omar is here to hate America.
[02:23:05.180 --> 02:23:07.402]  The other Muslim woman that they put into Congress.
[02:23:07.402 --> 02:23:09.844]  Notice how they would never do that in an Islamic country, put a woman in power.
[02:23:09.844 --> 02:23:12.726]  But here, it's all part of suckering women into Islam.
[02:23:12.726 --> 02:23:14.607]  They stick their puppet up there.
[02:23:14.607 --> 02:23:32.061]  And then she says that Stephen Miller, White House speechwriter and White House advisor, very smart guy, only 37 years old, been fighting since he was in high school against globalism in college, came from a liberal family, woke up to what was going on,
[02:23:33.257 --> 02:23:34.157]  We have the U.N.
[02:23:34.157 --> 02:23:36.878]  officially trying to break our country.
[02:23:36.878 --> 02:23:37.818]  We have the U.N.
[02:23:37.818 --> 02:23:40.739]  officially trying to smash our border.
[02:23:40.739 --> 02:23:42.499]  We have them in the U.N.
[02:23:42.499 --> 02:23:43.600]  and Soros with U.S.
[02:23:43.600 --> 02:23:46.620]  State Department money that Trump's trying to cut off through U.S.
[02:23:46.620 --> 02:23:57.063]  aid, with hundreds of thousands every month trying to, actually every month being caught, hundreds of thousands more not being caught, total crisis, diseases pouring over,
[02:23:57.523 --> 02:24:02.146]  Sex trafficking, sex slavery, half the people coming across are other than Mexican.
[02:24:02.146 --> 02:24:05.107]  That's what it's called in the Border Patrol listing.
[02:24:05.107 --> 02:24:07.409]  The Border Patrol says they're in a total emergency.
[02:24:07.409 --> 02:24:10.390]  Obama's former head of DHS says we're in a total emergency.
[02:24:10.390 --> 02:24:19.535]  And so Trump fires the head of DHS, who was busy just jet-setting around Europe and not doing her job because she was giving him bad advice.
[02:24:19.535 --> 02:24:25.599]  Then Trump learns from Miller and others that the new Border Patrol head that they were about to put in wasn't good either.
[02:24:26.673 --> 02:24:36.495]  So Trump does his job, and CNN and MSNBC, that's their talking point, say that it's an act of workplace violence if the president fires someone.
[02:24:36.495 --> 02:24:38.576]  So these people are word terrorists.
[02:24:38.576 --> 02:24:39.676]  They're liars.
[02:24:39.676 --> 02:24:41.176]  They're assaulting logic.
[02:24:41.176 --> 02:24:43.177]  But here's the big enchilada.
[02:24:43.177 --> 02:24:44.597]  I want everyone to understand.
[02:24:44.597 --> 02:24:48.738]  I want everyone to have it burn into your minds.
[02:24:48.738 --> 02:24:50.499]  The globalists go with what works.
[02:24:50.499 --> 02:24:56.160]  These big mega-banks that are tax-exempt, the ultra-rich, use communism and socialism to domesticate people.
[02:24:56.921 --> 02:24:59.153]  And if you look at what the Soviets did...
[02:25:00.083 --> 02:25:12.410]  Funding different activities in attempts to overthrow South Africa, attempts to prop up Robert Mugabe in Zimbabwe, and things that happened in Rhodesia.
[02:25:12.410 --> 02:25:22.936]  All of the things that happened were about the Soviets, who were really globalist puppets, this is on record, trying to overthrow any civilization in Africa.
[02:25:22.936 --> 02:25:29.280]  And you see, in a modern sense, they went and blew up Libya, because Gaddafi was stabilizing much of Africa as well with investment.
[02:25:30.171 --> 02:25:43.507]  And so they're running a 1960s, 1970s model of Angola War, of Rhodesia Wars, of all of this, and it's all race-based.
[02:25:43.507 --> 02:25:47.872]  So what Ilhan is doing, Ilhan Omar, what all the Democrats are doing,
[02:25:49.185 --> 02:26:09.681]  They are bringing a classic racial division model that they have used successfully in Africa to first demonize, then drive any whites out of collective power sharing, and then finally force them out of the country or kill them as you're now seeing the same program being run in South Africa.
[02:26:09.681 --> 02:26:12.223]  So this is what they're trying with the demographics.
[02:26:12.643 --> 02:26:21.447]  With Hispanics and blacks supposedly thinking whites are inherently bad, and that literally have to be driven from the nation, because being white is inherently evil.
[02:26:21.447 --> 02:26:28.131]  In first phase, they're going to bully and intimidate whites so much, this is the media, that they think the minorities will join in on it.
[02:26:28.131 --> 02:26:34.254]  Whites will then politically capitulate, even though the top nine richest groups in the US by race are Asians.
[02:26:34.814 --> 02:26:41.020]  Whites will then become a subservient class, politically, who will then grovel to the system in phase one.
[02:26:41.020 --> 02:26:49.587]  Then even more illegals will be brought in from all over the world, and the race-based system will accelerate towards a racially-based dictatorship.
[02:26:50.436 --> 02:27:12.427]  Here in the United States carrying out this operation with a unifying caliphate Islamification as the new operating system over all these different disparate groups to unify them and the only way whites are going to be left alone in Europe or the United States under this fusion of race-based systems with Islam is if you convert to Islam.
[02:27:12.427 --> 02:27:15.709]  This is the globalist master plan.
[02:27:15.709 --> 02:27:19.891]  The clash of civilizations was not just to bring in a new world war and a world government.
[02:27:20.191 --> 02:27:39.091]  It was meant to bring in a new world war and a capitulation of the West, of our Western values, of the Renaissance and of Christendom, to this new world government system merging Islam with a satanic-based world government-type spectrum of New Age garbage.
[02:27:40.214 --> 02:27:44.358]  Because Islam has shown that it will always glom on the new things as well and merge with those.
[02:27:44.358 --> 02:28:00.815]  So this is the total abomination that the system is involved in, and that's why Russia is public enemy number one, because they've pulled out of globalism, kicked some of the oligarchs out, still fighting for their life like America, but are going back to Christianity, building churches everywhere, paying people to have kids,
[02:28:02.076 --> 02:28:06.318]  Saying the West is trying to pump poison into their nation culturally and saying no.
[02:28:06.318 --> 02:28:22.948]  So when we hear about Russian collusion, the only Russian collusion is they're nationalists, they're Christians, and if America gets back on that path, the poison that's been injected at us by satanic Hollywood to demoralize us so we'd fall to this satanic Islamic takeover will not be effective if we vomit the poison out.
[02:28:23.428 --> 02:28:33.923]  But that's what we have to recognize is the media, the fake culture, Hollywood, the main professors, the big universities are literally enemy bastions of tyranny.
[02:28:33.923 --> 02:28:35.325]  And we must not support them.
[02:28:35.325 --> 02:28:39.111]  We must withdraw from them because this is a cultural and spiritual war.
[02:28:40.325 --> 02:28:40.886]  We're good to go.
[02:28:55.143 --> 02:28:57.504]  Know someone with a drinking or drug problem?
[02:28:57.504 --> 02:29:00.386]  Learn how to get sober after we share these stories.
[02:29:00.386 --> 02:29:05.448]  I was 35 with two beautiful children when my life and addiction started to spiral out of control.
[02:29:05.448 --> 02:29:12.632]  After my divorce, I went into a depression cycle and started drinking more often and using prescription drugs.
[02:29:12.632 --> 02:29:17.194]  After my second DWI and arrest, my ex-husband threatened to take our children away from me.
[02:29:17.774 --> 02:29:21.417]  I was 17 when I became addicted to heroin and meth.
[02:29:21.417 --> 02:29:24.539]  I thought I could quit on my own, but I couldn't.
[02:29:24.539 --> 02:29:27.181]  It hit me when I was arrested.
[02:29:27.181 --> 02:29:28.682]  Get sober now.
[02:29:28.682 --> 02:29:32.024]  Your private insurance may cover costs and we'll get you here.
[02:29:32.024 --> 02:29:32.805]  It's simple.
[02:29:32.805 --> 02:29:36.027]  Just call Elite Rehab Placement right now.
[02:29:36.027 --> 02:29:37.328]  Please, don't wait.
[02:29:37.328 --> 02:29:38.509]  Your life matters to us.
[02:29:38.729 --> 02:29:40.090]  800-213-9264 800-213-9264 800-213-9264 Call right now before it's too late.
[02:29:40.090 --> 02:29:40.130]  800-213-9264
[02:29:56.309 --> 02:30:04.700]  It's really hard to have the energy at the end of the day to still get to the gym or to go for a run or go to the park or heck, even take your dog for a walk.
[02:30:04.700 --> 02:30:05.941]  Believe me, I know.
[02:30:05.941 --> 02:30:10.467]  I spend hours in front of a screen and then hours in front of bright lights every day.
[02:30:10.467 --> 02:30:13.932]  But thanks to super male vitality at Infowarstore.com.
[02:30:14.412 --> 02:30:16.093]  I still have that energy.
[02:30:16.093 --> 02:30:36.247]  There's no way I could have the energy at the end of a long day to fight back against the chemicals in the food and water, to fight back against the modern day lifestyle with the screen time and the extended hours, to still have the stamina and endurance, energy and drive to get to the gym, get to the park, and get exercise that you need for your health.
[02:30:36.747 --> 02:30:40.731]  So go to Infowarsstore.com and get Supermail Vitality before it's gone.
[02:30:40.731 --> 02:30:44.415]  This is actually our last run of Supermail Vitality.
[02:30:44.415 --> 02:30:49.441]  So I want you to experience Supermail Vitality before it's too late.
[02:30:49.441 --> 02:30:52.144]  Unleash the Supermail in you.
[02:30:52.144 --> 02:30:54.586]  Supermail Vitality from Infowarsstore.com.
[02:30:56.294 --> 02:30:58.636]  We all know the importance of fish oils.
[02:30:58.636 --> 02:31:05.261]  While we are sure to provide them for ourselves, it's just as important to make sure your kids get their EPA and DHA too.
[02:31:05.261 --> 02:31:09.744]  Honor Roll is a powerful DHA fish oil formula for your child.
[02:31:09.744 --> 02:31:15.729]  Built from the ground up to support your child's development, this formula uses wild anchovy fish oil,
[02:31:16.209 --> 02:31:22.693]  Ultra-purified krill oil and wild salmon fish oil with vitamins to boost your child's mind and body.
[02:31:22.693 --> 02:31:34.679]  With this fish oil formula, you can support your child's optimal heart, joint, cognitive, and brain health while providing DHA, which has been shown to be essential for your child's brain growth spurts.
[02:31:34.679 --> 02:31:43.924]  Built on powerful ingredients with 580 milligrams of high DHA omega-3s, this formula is highly refined to eliminate nearly all heavy metals.
[02:31:44.524 --> 02:31:48.845]  If you're looking for a formula to help your child grow, look no further.
[02:31:48.845 --> 02:31:56.247]  Try Honor Roll from InfoWars Life at InfoWarsStore.com.
[02:31:56.247 --> 02:32:04.049]  There are thousands of ideologies out there, hundreds of different political systems, and most of them are funded by the globalists.
[02:32:04.049 --> 02:32:06.790]  InfoWars is truly the tip of the spear of the zeitgeist.
[02:32:07.363 --> 02:32:10.485]  That's why the globalists are obsessed with it, trying to shut it down.
[02:32:10.485 --> 02:32:12.046]  I didn't invent all this.
[02:32:12.046 --> 02:32:18.610]  I went and researched the Renaissance, Americana, and what really works for humanity, and I'm simply trying to bring it back.
[02:32:18.610 --> 02:32:21.412]  And lo and behold, it's super popular, like it's always been!
[02:32:22.472 --> 02:32:25.813]  That's why the globalists are trying to shut it down so desperately.
[02:32:25.813 --> 02:32:28.734]  Because we have the light in the dark of the night.
[02:32:28.734 --> 02:32:30.434]  That sends chills up my spine.
[02:32:30.434 --> 02:32:43.978]  So whatever you do, continue to support yourself and InfoWars by buying the great products at InfoWarsStore.com, by spreading the articles, by spreading the videos, and by praying for this operation and for praying for this nation and the world for peace and discernment.
[02:32:43.978 --> 02:32:45.919]  For myself and the whole InfoWars family,
[02:32:46.579 --> 02:32:51.845]  I want to thank all of you for what you've done, because without you, InfoWars is nothing.
[02:32:51.845 --> 02:32:59.294]  You are the InfoWars, and I salute you.
[02:32:59.294 --> 02:33:01.917]  You're listening to the Alex Jones Show.
[02:33:29.855 --> 02:33:31.335]  Ladies and gentlemen, thank you for joining us.
[02:33:31.335 --> 02:33:33.016]  Owen Schroeder is about to take over.
[02:33:33.016 --> 02:33:36.277]  We've got a new big Caitlin Bennett piece that was on Vice.
[02:33:36.277 --> 02:33:38.557]  It's pretty important because they actually weren't even that negative.
[02:33:38.557 --> 02:33:41.018]  Some good information got out and so much more.
[02:33:41.018 --> 02:33:43.519]  But I want to just finish up with Ilhan Omar.
[02:33:43.519 --> 02:33:55.682]  You understand, folks, it's been publicly decided to flood the entire world with Muslims who do not convert and who can then blow up and kill and stab and run over people all they want.
[02:33:55.682 --> 02:33:57.743]  And the media says it's never a Muslim when they do it.
[02:33:58.856 --> 02:34:20.135]  As they take over the entire planet, and as millions of Christians are displaced and slaughtered every year as sex slavery expands, as no respect for women explodes, and leftist women literally praise Allah Akbar at their feminist events in the United States and Germany, this is mass political and cultural suicide.
[02:34:22.935 --> 02:34:29.477]  We're supposed to just sit back and take it, but people aren't just sitting back, and they're not just taking it.
[02:34:29.477 --> 02:34:37.400]  So think of the nerve of this woman who only spews her hate of this country, and how bad it is, and how she wants to overturn it.
[02:34:37.400 --> 02:34:41.802]  And again, know that she's a Muslim, but she supports communism, she supports Venezuela.
[02:34:42.549 --> 02:34:50.714]  Well, that's what the Muslims did when they helped with the Russian backers invade areas of Africa.
[02:34:50.714 --> 02:34:52.075]  That's what they did.
[02:34:52.075 --> 02:34:54.736]  That's the operating system, is communism.
[02:34:54.736 --> 02:35:00.700]  And so, quote, democratic socialism is the gateway merged with Islam.
[02:35:00.700 --> 02:35:01.961]  And that's the operating system.
[02:35:01.961 --> 02:35:03.922]  Three billion Muslims in just nine years.
[02:35:03.922 --> 02:35:04.622]  1.8 billion now.
[02:35:06.123 --> 02:35:10.306]  Another 10 years after that, they're saying it's going to be something like 4 billion Muslims.
[02:35:10.306 --> 02:35:16.070]  4 billion Muslims, unified in their lust for power, their lust for control.
[02:35:16.070 --> 02:35:18.692]  Now some Muslims aren't part of that, but they're not the leadership.
[02:35:18.692 --> 02:35:20.694]  They're not real Islam.
[02:35:20.694 --> 02:35:22.015]  So people call it radical Islam.
[02:35:22.015 --> 02:35:23.996]  This is orthodox Islam.
[02:35:23.996 --> 02:35:25.697]  And the establishment is allied with it.
[02:35:25.697 --> 02:35:28.819]  The filthy left is consciously aware of what they're doing.
[02:35:28.819 --> 02:35:30.140]  It's their master plan.
[02:35:30.140 --> 02:35:30.901]  So Stephen Miller,
[02:35:32.413 --> 02:35:40.099]  Oh yeah, we've got a policy to bring in more workers for the factories or whatever, probably even too many because the left brainwashes them.
[02:35:40.099 --> 02:35:43.022]  It doesn't go as far as they should because the country's under total attack.
[02:35:43.022 --> 02:35:47.265]  But then you've got people like Ilhan Omar saying he's a quote white nationalist.
[02:35:47.265 --> 02:35:51.609]  Folks, she is an Islamic world government caliphate supporter.
[02:35:51.609 --> 02:35:57.974]  That's what a global caliphate is, is an Islamic state worldwide forcing you into it.
[02:35:57.974 --> 02:36:01.517]  So they're going to create a clash of civilizations and then make us join a forum
[02:36:03.035 --> 02:36:08.338]  Of New Age Islam, with Islamists as the enforcers everywhere.
[02:36:08.338 --> 02:36:11.260]  Orthodox Islam has a big system of pedophilia in it.
[02:36:11.260 --> 02:36:12.521]  Left likes that.
[02:36:12.521 --> 02:36:13.381]  They hate Christians.
[02:36:13.381 --> 02:36:14.722]  Left likes that.
[02:36:14.722 --> 02:36:17.884]  They're very expansionist and adopt socialism and communism.
[02:36:17.884 --> 02:36:19.225]  Left likes that.
[02:36:19.225 --> 02:36:20.385]  And so it's here.
[02:36:20.385 --> 02:36:22.106]  Everyone's being conquered.
[02:36:22.106 --> 02:36:23.827]  All these collaborators are rolling over to it.
[02:36:23.827 --> 02:36:25.848]  It's absolutely pathetic, absolutely sick.
[02:36:27.903 --> 02:36:36.447]  All these pigs are all over television saying that the President, the articles up on InfoWars.com, that it's a form of violence.
[02:36:36.447 --> 02:36:39.248]  That's their talking point when he fires people not doing their job.
[02:36:39.248 --> 02:36:42.069]  When he tries to defend the country just a little bit.
[02:36:42.069 --> 02:36:43.930]  When he tries to stand up to the Chinese or anything.
[02:36:43.930 --> 02:36:45.710]  It's all workplace violence.
[02:36:45.710 --> 02:36:48.872]  When he fires people that aren't doing good deals for our nation.
[02:36:48.872 --> 02:36:50.252]  These people are the enemy.
[02:36:50.252 --> 02:36:57.095]  And they've got this incredible job of trying to convince us that loving our country, loving being successful, loving free market is bad.
[02:36:58.710 --> 02:37:13.622]  So that said, we're going to go to this Bon Iver piece because we need to look back on the level of crime, the level of violence, the level of terrorism, the level of terror plots in Europe and here, and the fact that the Somalis are per capita the most violent
[02:37:14.202 --> 02:37:14.762]  Thank you.
[02:37:33.166 --> 02:37:34.386]  This country.
[02:37:34.386 --> 02:37:46.649]  Just like they had Brian Stelter calling me a disease and a virus, and they had Stelter this weekend again with his guest saying, oh, the virus of right-wing media, the virus of Tucker Carlson spreading with disease, of nationalism.
[02:37:46.649 --> 02:37:47.489]  No.
[02:37:47.489 --> 02:37:50.069]  Globalism is the disease.
[02:37:50.069 --> 02:37:54.930]  Free market, capitalism, and nationalism, and the family, and Christianity is the cure.
[02:37:54.930 --> 02:37:57.371]  And everybody knows Christianity creates incredible wealth.
[02:37:58.579 --> 02:38:00.020]  It creates incredible success.
[02:38:00.020 --> 02:38:02.621]  That said, it takes wealth to fight this operation.
[02:38:02.621 --> 02:38:06.562]  I've been so busy the last two weeks that I never got rid of the big mega-sales store.
[02:38:06.562 --> 02:38:07.663]  I had free shipping.
[02:38:07.663 --> 02:38:11.384]  But seven of our nutraceuticals sold out.
[02:38:11.384 --> 02:38:14.746]  So, I've changed the name of the sale to the Mega
[02:38:16.134 --> 02:38:17.356]  Spring sale.
[02:38:17.356 --> 02:38:24.523]  And we can put that up on screen, because I've just had no time to even focus on marketing, which our marketing is just straight up.
[02:38:24.523 --> 02:38:25.164]  Here are the products.
[02:38:25.164 --> 02:38:26.465]  They're high quality.
