[00:00.000 --> 00:30.000]  Infowars, tomorrow's news today.
[01:30:43.000 --> 01:30:46.000]  The question is who's doing it now when you do get up?
[01:30:46.000 --> 01:30:49.000]  Does anybody send you an answer?
[01:30:49.000 --> 01:30:52.000]  I'm not allowed under the judge's order to tell you about what happened to my company.
[01:30:52.000 --> 01:30:57.000]  That's not true, Mr. Jones. What I'm asking you is who sends you daily sales reports?
[01:30:58.000 --> 01:31:01.000]  I didn't get the answer, so can you say it again?
[01:31:01.000 --> 01:31:04.000]  Okay, you're telling me to answer the question.
[01:31:04.000 --> 01:31:07.000]  All right, so I'm going to excuse the jury again.
[01:31:07.000 --> 01:31:12.000]  You're going to get your exercise today for those of you who wear shakits.
[01:31:12.000 --> 01:31:15.000]  So just put your pads down and you'll follow along.
[01:31:19.000 --> 01:31:21.000]  I think he's following the rules here.
[01:31:21.000 --> 01:31:25.000]  I think he was probably going to say it's one of the bankruptcy.
[01:31:26.000 --> 01:31:28.000]  It's just the bankruptcy people are in control of it.
[01:31:28.000 --> 01:31:30.000]  Who sends you the daily sales reports?
[01:31:34.000 --> 01:31:36.000]  Well, that was nice and loud.
[01:31:40.000 --> 01:31:42.000]  That calls for the identity of a person.
[01:31:42.000 --> 01:31:50.000]  No, no, so in fairness to Mr. Jones, he could have said whatever the lingo is for bankruptcy.
[01:31:50.000 --> 01:31:53.000]  What were you going to say?
[01:31:53.000 --> 01:31:58.000]  Yes, until yesterday the CRO, the bankruptcy is in full control of everything.
[01:31:58.000 --> 01:32:00.000]  It's not responsive to my question.
[01:32:00.000 --> 01:32:01.000]  Objection?
[01:32:01.000 --> 01:32:02.000]  No.
[01:32:02.000 --> 01:32:03.000]  Because I can't see it.
[01:32:03.000 --> 01:32:06.000]  So the question, no, you did the right thing.
[01:32:06.000 --> 01:32:16.000]  You asked who gets the daily sales reports now and if the answer was the bankruptcy person,
[01:32:16.000 --> 01:32:18.000]  then he knows he's not supposed to say that.
[01:32:18.000 --> 01:32:21.000]  I said who sends you daily sales reports?
[01:32:21.000 --> 01:32:23.000]  And he said no one does.
[01:32:23.000 --> 01:32:25.000]  When he gets them, he gets them from the bankruptcy people.
[01:32:25.000 --> 01:32:26.000]  I don't think he said no one does.
[01:32:26.000 --> 01:32:27.000]  He said no one does every time.
[01:32:27.000 --> 01:32:28.000]  That's correct.
[01:32:28.000 --> 01:32:32.000]  So what do you propose to do?
[01:32:32.000 --> 01:32:33.000]  Because he's following the rules.
[01:32:33.000 --> 01:32:34.000]  Move on.
[01:32:34.000 --> 01:32:35.000]  Okay.
[01:32:35.000 --> 01:32:43.000]  Now the reason that's so important is it's now the bankruptcy CRO who the court removed
[01:32:43.000 --> 01:32:46.000]  for other reasons just a week ago or a few days ago.
[01:32:46.000 --> 01:32:48.000]  Now I don't get them every day.
[01:32:48.000 --> 01:32:51.000]  I get like every three or four days, I got to call them because it goes to their bank
[01:32:51.000 --> 01:32:53.000]  and I've got to then get the report.
[01:32:53.000 --> 01:32:54.000]  I don't get it live time anymore.
[01:32:54.000 --> 01:32:56.000]  That's what bankruptcy is.
[01:32:56.000 --> 01:32:57.000]  But that's not the issue.
[01:32:57.000 --> 01:32:59.000]  She's barred me from talking about this.
[01:32:59.000 --> 01:33:04.000]  He knows that and he brings that up knowing she's threatened me with criminal contempt
[01:33:04.000 --> 01:33:06.000]  six months in jail if I tell them.
[01:33:06.000 --> 01:33:09.000]  And she promised, oh, he's not going to be allowed to ask you these questions, but he
[01:33:09.000 --> 01:33:10.000]  still does it Barnes.
[01:33:10.000 --> 01:33:13.000]  This is just, it just shows how we're straight jacketed here.
[01:33:13.000 --> 01:33:15.000]  Oh, completely.
[01:33:15.000 --> 01:33:17.000]  And it's a, like you said, show trial.
[01:33:17.000 --> 01:33:20.000]  And everything about this is for political public theater.
[01:33:20.000 --> 01:33:25.000]  Everything about this is to try to induce additional sanctions for the court to misuse
[01:33:25.000 --> 01:33:29.000]  and abuse its power as it already has in this case throughout.
[01:33:29.000 --> 01:33:34.000]  And so it reveals the true motives also of the case.
[01:33:34.000 --> 01:33:39.000]  If the case was about public justice for the parent, 90 percent of the trial wouldn't have
[01:33:39.000 --> 01:33:40.000]  happened.
[01:33:40.000 --> 01:33:45.000]  Take that expert, as you mentioned, that expert actually testified under penalty of perjury
[01:33:45.000 --> 01:33:50.000]  that big tech never manipulates anything, that it's other people who manipulate big
[01:33:50.000 --> 01:33:51.000]  tech.
[01:33:51.000 --> 01:33:53.000]  Can you imagine saying that under penalty of perjury?
[01:33:53.000 --> 01:33:55.000]  I mean, that that that is perjured testimony.
[01:33:55.000 --> 01:33:59.000]  No competent expert could say that, honestly, under the penalty of perjury.
[01:33:59.000 --> 01:34:05.000]  So you have a so-called expert up there lying under oath who's going to face no consequences
[01:34:05.000 --> 01:34:12.000]  for it because of how corrupt the Connecticut legal political system has become in recent
[01:34:12.000 --> 01:34:13.000]  years.
[01:34:13.000 --> 01:34:18.000]  And Connecticut, unfortunately, has a long history of political corruption in this kind
[01:34:18.000 --> 01:34:23.000]  of case, whereas you're being targeted if you simply answer the question, if you simply
[01:34:23.000 --> 01:34:27.000]  defend yourself adequately, you're being and this is this was the whole case.
[01:34:27.000 --> 01:34:29.000]  This is how default came about.
[01:34:29.000 --> 01:34:34.000]  I mean, default came about because if you said you were innocent and did not have evidence
[01:34:34.000 --> 01:34:39.000]  of your guilt because you were innocent, they said, ah, that proves that you're guilty and
[01:34:39.000 --> 01:34:40.000]  we have to follow you.
[01:34:40.000 --> 01:34:42.000]  That's how nuts this has been.
[01:34:42.000 --> 01:34:43.000]  It's been nuts.
[01:34:43.000 --> 01:34:45.000]  I mean, this has been inquisition style justice.
[01:34:45.000 --> 01:34:52.000]  And it's an I don't know of any American case that has been this egregious in its public
[01:34:52.000 --> 01:34:53.000]  display.
[01:34:53.000 --> 01:34:58.000]  We have people like Nick Raqueta, who's one of the lead law tubers that covers trials,
[01:34:58.000 --> 01:35:02.000]  covered the Rittenhouse trial, Johnny Depp trial, etc.
[01:35:02.000 --> 01:35:07.000]  He because he started covering this trial because he was outraged by what he was witnessing.
[01:35:07.000 --> 01:35:08.000]  It's like this is all insanity.
[01:35:08.000 --> 01:35:12.000]  I mean, I mean, he just watched part of your testimony.
[01:35:12.000 --> 01:35:16.000]  And the judge's behavior and plaintiff's counsel behavior said plaintiff's counsel's behavior
[01:35:16.000 --> 01:35:17.000]  was outrageous.
[01:35:17.000 --> 01:35:21.000]  And the judge's refusal to discipline him was the entire source of the issues.
[01:35:21.000 --> 01:35:24.000]  Well, that's what Norm told me this morning.
[01:35:24.000 --> 01:35:28.000]  He said, if I did what Maddy did, I would have been arrested.
[01:35:28.000 --> 01:35:31.000]  And she didn't even overrule him.
[01:35:31.000 --> 01:35:33.000]  And she's not disciplining him at all.
[01:35:33.000 --> 01:35:35.000]  She's not sanctioning him at all there.
[01:35:35.000 --> 01:35:39.000]  There he is caught directly asking a question.
[01:35:39.000 --> 01:35:42.000]  He knew he was prohibited and agreed he would not ask.
[01:35:42.000 --> 01:35:46.000]  And when he's caught, he just keeps asking it over and over and over and over again.
[01:35:46.000 --> 01:35:48.000]  I mean, it reveals the end.
[01:35:48.000 --> 01:35:49.000]  And why?
[01:35:49.000 --> 01:35:53.000]  And he put in the filing that I couldn't mention financials or bankruptcy.
[01:35:53.000 --> 01:35:54.000]  Exactly.
[01:35:54.000 --> 01:35:59.000]  So you have a judge who's the whole goal is you're only allowed to give the answers they
[01:35:59.000 --> 01:36:00.000]  want you to give.
[01:36:01.000 --> 01:36:05.000]  If you don't, they go ballistic, demand contempt, demand sanctions, demand some other action.
[01:36:05.000 --> 01:36:09.000]  While they themselves are asking the questions, they know that you can't answer.
[01:36:09.000 --> 01:36:13.000]  Or if you do answer honestly, you can get sanctioned for.
[01:36:13.000 --> 01:36:15.000]  It's insane at multiple levels.
[01:36:15.000 --> 01:36:17.000]  This whole trial is a joke.
[01:36:17.000 --> 01:36:22.000]  I mean, the whole, I mean, this trial, 90 percent of the evidence has nothing to do
[01:36:22.000 --> 01:36:24.000]  with what's supposedly on trial.
[01:36:24.000 --> 01:36:27.000]  Almost none of it has to do with I'm a plaintiff.
[01:36:27.000 --> 01:36:28.000]  This happened to me.
[01:36:28.000 --> 01:36:29.000]  Here's how it happened to me.
[01:36:29.000 --> 01:36:30.000]  Here's who caused it.
[01:36:30.000 --> 01:36:32.000]  Here's how I suffered.
[01:36:32.000 --> 01:36:34.000]  That's 10 percent of the testimony.
[01:36:34.000 --> 01:36:39.000]  And the 90 percent is why Alex Jones is bad and dangerous and must be shut up.
[01:36:39.000 --> 01:36:42.000]  And that's what the plaintiff's lawyer said in his opening statement.
[01:36:42.000 --> 01:36:45.000]  He defined justice as shutting you up.
[01:36:45.000 --> 01:36:50.000]  He defined justice as you never being able to get to a microphone ever again, just like
[01:36:50.000 --> 01:36:52.000]  you showed in that clip.
[01:36:52.000 --> 01:36:53.000]  What is he obsessed with?
[01:36:53.000 --> 01:36:56.000]  He's obsessed with you being able to have a voice in the future.
[01:36:56.000 --> 01:36:57.000]  That's what he's obsessed with.
[01:36:58.000 --> 01:37:00.000]  And that has nothing to do with the Sandy Hook case.
[01:37:00.000 --> 01:37:04.000]  So, Barnes, let me raise this, because I want to play a clip and then finish up with this
[01:37:04.000 --> 01:37:07.000]  and move on to geopolitics and Russia and Ukraine and the economy and pick your brain
[01:37:07.000 --> 01:37:11.000]  about Matt Gaetz and all of it.
[01:37:11.000 --> 01:37:18.000]  What do you think this is going to do in the short term, midterm and long term?
[01:37:18.000 --> 01:37:22.000]  Because obviously the judge is starting to panic.
[01:37:22.000 --> 01:37:24.000]  Obviously, Mattie's panicking.
[01:37:24.000 --> 01:37:26.000]  He's being criticized everywhere.
[01:37:26.000 --> 01:37:28.000]  People see, my God, this is really a kangaroo court.
[01:37:28.000 --> 01:37:32.000]  And even mainline legal analysts who are Democrats are going, this is really embarrassing.
[01:37:32.000 --> 01:37:36.000]  I mean, what did they think was going to happen when they did this?
[01:37:36.000 --> 01:37:41.000]  They thought their show trial would look like a Soviet-style show trial, that it would play
[01:37:41.000 --> 01:37:42.000]  to their script.
[01:37:42.000 --> 01:37:46.000]  And they don't know how to handle it when Norm Pattis refuses to forfeit his duties
[01:37:46.000 --> 01:37:49.000]  and obligations of advocacy for his client.
[01:37:49.000 --> 01:37:54.000]  They don't know how to handle it when you refuse to answer dishonestly and insist on
[01:37:54.000 --> 01:37:55.000]  answering honestly.
[01:37:55.000 --> 01:37:59.000]  I mean, as you pointed out, he was like, oh, aren't you just obsessed with your perception?
[01:37:59.000 --> 01:38:01.000]  You're like, no, I'm obsessed with beating globalists.
[01:38:01.000 --> 01:38:03.000]  That's what I'm obsessed with.
[01:38:03.000 --> 01:38:04.000]  And he can't answer.
[01:38:04.000 --> 01:38:07.000]  He can't respond or retort because that doesn't fit their script.
[01:38:07.000 --> 01:38:11.000]  And they don't know how to react when their script isn't going to script.
[01:38:11.000 --> 01:38:15.000]  And so he was projecting because all he cares about is looking at the camera being a cutie
[01:38:15.000 --> 01:38:17.000]  cake when, no, I'm ready to die for this.
[01:38:17.000 --> 01:38:19.000]  I mean, I try to tell the truth.
[01:38:19.000 --> 01:38:20.000]  I'm a good guy.
[01:38:20.000 --> 01:38:22.000]  Sometimes I get overzealous, but I care about defeating them.
[01:38:22.000 --> 01:38:23.000]  That's the mission.
[01:38:23.000 --> 01:38:26.000]  I'm is defeating you, Jackass.
[01:38:26.000 --> 01:38:27.000]  Absolutely.
[01:38:27.000 --> 01:38:32.000]  It's it's defeating this agenda that would strip us of our core rights and liberties
[01:38:32.000 --> 01:38:35.000]  in every this case is a perfect emblematic example of it.
[01:38:35.000 --> 01:38:39.000]  It not only implicates First Amendment freedom of speech, freedom of expression, freedom
[01:38:39.000 --> 01:38:43.000]  of press, freedom of association and the Second Amendment right to self-defense.
[01:38:43.000 --> 01:38:48.000]  That depends on the First Amendment's ability to keep it robustly protected in the court
[01:38:48.000 --> 01:38:49.000]  of public opinion.
[01:38:49.000 --> 01:38:52.000]  But it's the right to privacy under the Fourth Amendment because a lot of information was
[01:38:52.000 --> 01:38:55.000]  forced to be disclosed that should not have been legally or constitutionally.
[01:38:55.000 --> 01:38:59.000]  It's the Fifth Amendment right to due process, which is being denied on a regular basis.
[01:38:59.000 --> 01:39:02.000]  And like you said, a lot of top lawyers are seeing this when, wait, all his evidence is
[01:39:02.000 --> 01:39:03.000]  on the screen.
[01:39:03.000 --> 01:39:06.000]  How was he defaulted?
[01:39:06.000 --> 01:39:07.000]  Exactly.
[01:39:07.000 --> 01:39:12.000]  I mean, that's because they all bought the media narrative that, oh, Jones never participated
[01:39:12.000 --> 01:39:13.000]  in discovery.
[01:39:13.000 --> 01:39:14.000]  Now he's told me that's a complete lie.
[01:39:14.000 --> 01:39:19.000]  You produced more discovery than any defendant in the history of a media libel case.
[01:39:19.000 --> 01:39:25.000]  I've challenged people for over a year now to produce any case where somebody was defaulted
[01:39:25.000 --> 01:39:30.000]  who produced the amount of discovery you did or to produce any case where a media defendant
[01:39:30.000 --> 01:39:32.000]  produced as much discovery as you did.
[01:39:32.000 --> 01:39:36.000]  Does anybody think the New York Times and the Project Veritas case and the Sarah Palin
[01:39:36.000 --> 01:39:41.000]  case and the coming Nicholas Sandman case, Covington case, did they had to produce their
[01:39:41.000 --> 01:39:42.000]  financial information?
[01:39:42.000 --> 01:39:43.000]  I've seen no evidence.
[01:39:43.000 --> 01:39:47.000]  They won't even produce their emails about about Project Veritas.
[01:39:47.000 --> 01:39:48.000]  Exactly.
[01:39:48.000 --> 01:39:49.000]  They'll produce nothing.
[01:39:49.000 --> 01:39:50.000]  Correct.
[01:39:50.000 --> 01:39:55.000]  I mean, and what we're seeing is this political weaponization of the legal system with judges
[01:39:55.000 --> 01:40:00.000]  who don't enforce the law and don't discipline rogue plaintiff and prosecutor lawyers that
[01:40:00.000 --> 01:40:04.000]  they're politically aligned with and jury pools that are very tainted.
[01:40:04.000 --> 01:40:08.000]  I mean, you look at that Project Veritas verdict in the District of Columbia yesterday that
[01:40:08.000 --> 01:40:12.000]  these are the kind of cases that are going to come about because they're doing what the
[01:40:12.000 --> 01:40:18.000]  Southern corrupt political apparatus did during the 1950s, which is weaponize the legal
[01:40:18.000 --> 01:40:24.000]  system, weaponize law enforcement, weaponize the justice system to suppress dissident speech
[01:40:24.000 --> 01:40:25.000]  on civil rights and civil liberties.
[01:40:25.000 --> 01:40:28.000]  That's how New York Times versus Sullivan came about.
[01:40:28.000 --> 01:40:32.000]  It was a huge verdict that was in excess of any reason or proportionality because the
[01:40:32.000 --> 01:40:35.000]  jury pool wanted to punish civil rights people.
[01:40:35.000 --> 01:40:40.000]  And unlike your case, in that case, they actually got a bunch of facts wrong.
[01:40:40.000 --> 01:40:45.000]  I mean, it wasn't like NAACP and other civil rights organizations were purely innocent
[01:40:45.000 --> 01:40:46.000]  in that case.
[01:40:46.000 --> 01:40:47.000]  They made mistakes.
[01:40:47.000 --> 01:40:50.000]  But the Supreme Court was like, hold on a second.
[01:40:50.000 --> 01:40:55.000]  This is obvious, overt political weaponization of the state power of judicial control over
[01:40:55.000 --> 01:40:57.000]  people to the civil tort system.
[01:40:57.000 --> 01:41:01.000]  That's going to gut First Amendment civil rights and free speech and free press in America
[01:41:01.000 --> 01:41:03.000]  unless we put a limit on it.
[01:41:03.000 --> 01:41:08.000]  And that's exactly what they're reopening that door all over again in this case.
[01:41:08.000 --> 01:41:10.000]  All right, Robert, constitutional right.
[01:41:10.000 --> 01:41:12.000]  You have to object to this case.
[01:41:12.000 --> 01:41:13.000]  Let me do this.
[01:41:13.000 --> 01:41:14.000]  This is the final point.
[01:41:14.000 --> 01:41:15.000]  I want to head on this.
[01:41:15.000 --> 01:41:17.000]  We're going to play a little clip and come back from break and get it all the other huge
[01:41:17.000 --> 01:41:19.000]  news, because that's where you're really going to shine here.
[01:41:19.000 --> 01:41:25.000]  I want your view on Russia and the economy and Matt Gaetz and the midterms of 45 days
[01:41:25.000 --> 01:41:26.000]  and so much more.
[01:41:26.000 --> 01:41:28.000]  But take Elizabeth Williamson.
[01:41:28.000 --> 01:41:31.000]  This woman is a Sandy Hook groupie.
[01:41:31.000 --> 01:41:36.000]  This woman writes her book, tries to make money on Sandy Hook, accuses me of it.
[01:41:36.000 --> 01:41:40.000]  She goes around for years and says stuff that's not true or twisted about me constantly.
[01:41:40.000 --> 01:41:42.000]  We never really follow her.
[01:41:42.000 --> 01:41:50.000]  But yesterday, I'm about to leave the Airbnb I'm at because we decided not to do the cross-examination
[01:41:50.000 --> 01:41:53.000]  and just do my own case next week.
[01:41:53.000 --> 01:41:56.000]  And one of my security guys walks over and goes, look, here's the New York Times.
[01:41:56.000 --> 01:42:00.000]  It's all over the news, saying your lawyer just attacked you in court and said you're
[01:42:00.000 --> 01:42:02.000]  a horrible person.
[01:42:02.000 --> 01:42:03.000]  Everything you say is fake.
[01:42:03.000 --> 01:42:06.000]  You did a terrible job.
[01:42:06.000 --> 01:42:09.000]  And so that's why you're not testifying today.
[01:42:09.000 --> 01:42:11.000]  So I call Norm.
[01:42:11.000 --> 01:42:12.000]  He calls me back in 10 minutes at a break.
[01:42:12.000 --> 01:42:14.000]  He goes, he starts literally freaking out.
[01:42:14.000 --> 01:42:16.000]  He said, we didn't even talk about you in the court case.
[01:42:16.000 --> 01:42:19.000]  I mean, it was in chambers.
[01:42:19.000 --> 01:42:21.000]  And they want to cancel this.
[01:42:21.000 --> 01:42:22.000]  They're on the ropes.
[01:42:22.000 --> 01:42:23.000]  I didn't say that.
[01:42:23.000 --> 01:42:24.000]  I think you did a great job.
[01:42:24.000 --> 01:42:25.000]  Everybody's calling me.
[01:42:25.000 --> 01:42:26.000]  He said you did a great job.
[01:42:26.000 --> 01:42:27.000]  He goes, you're joking.
[01:42:27.000 --> 01:42:28.000]  And I sent her the text.
[01:42:28.000 --> 01:42:30.000]  And he literally said he lost control.
[01:42:30.000 --> 01:42:33.000]  He started screaming at her when he saw her in the hallway.
[01:42:33.000 --> 01:42:34.000]  And so she says, I'm sorry.
[01:42:34.000 --> 01:42:35.000]  I'm sorry.
[01:42:35.000 --> 01:42:36.000]  I shouldn't have done it.
[01:42:36.000 --> 01:42:39.000]  So I'm thinking, Norm, I want to trust you.
[01:42:39.000 --> 01:42:41.000]  But it's hard to believe she lied that bad.
[01:42:41.000 --> 01:42:43.000]  He goes, I'm telling you, she's going to retract.
[01:42:43.000 --> 01:42:45.000]  It's a lie.
[01:42:45.000 --> 01:42:48.000]  She then said, I'm sorry I made it up in a tweet.
[01:42:48.000 --> 01:42:54.000]  So she puts it out against 20,000 retweets when I first saw it, saying, well, Jones's
[01:42:54.000 --> 01:42:56.000]  lawyer says he's horrible.
[01:42:56.000 --> 01:42:57.000]  That's why he's not testifying.
[01:42:57.000 --> 01:42:59.000]  He did such a bad job.
[01:42:59.000 --> 01:43:00.000]  I'll show it to you in a moment.
[01:43:00.000 --> 01:43:01.000]  The article's on Infowars.com.
[01:43:01.000 --> 01:43:03.000]  This isn't about Alex Jones.
[01:43:03.000 --> 01:43:06.000]  It's just like they lied about WMDs in Iraq, the New York Times.
[01:43:06.000 --> 01:43:07.000]  They knew they were doing it.
[01:43:07.000 --> 01:43:10.000]  They lie on purpose everything they're accusing me of.
[01:43:10.000 --> 01:43:15.000]  Imagine if I was a court reporter and I said, this person's lawyer just got up and said
[01:43:15.000 --> 01:43:16.000]  their client's a horrible person.
[01:43:16.000 --> 01:43:18.000]  You better be able to back it up.
[01:43:18.000 --> 01:43:22.000]  What insulated world does Elizabeth Williamson live in?
[01:43:22.000 --> 01:43:25.000]  She's basically, in my view, a stalker.
[01:43:25.000 --> 01:43:33.000]  What insulated world do you live in where you go and make up a fake quote on Twitter
[01:43:33.000 --> 01:43:35.000]  not thinking people are going to challenge you?
[01:43:35.000 --> 01:43:37.000]  And the truth is, we've not been challenging her.
[01:43:37.000 --> 01:43:39.000]  But now they've gone so far.
[01:43:39.000 --> 01:43:40.000]  Here's the headline.
[01:43:40.000 --> 01:43:44.000]  Alex Jones, Sandy Hook trial, New York Times writer issues correction after tweeting fake
[01:43:44.000 --> 01:43:45.000]  news.
[01:43:45.000 --> 01:43:47.000]  And she took the tweet down so you can't see.
[01:43:47.000 --> 01:43:48.000]  We have a screenshot.
[01:43:48.000 --> 01:43:54.000]  Alex Jones, Jones could have testified today, but as his lawyer said in court, didn't say
[01:43:54.000 --> 01:43:56.000]  this in court, I went back and watched the video.
[01:43:56.000 --> 01:44:01.000]  But as his lawyer said in court this morning, he so badly damaged himself yesterday that
[01:44:01.000 --> 01:44:04.000]  he's time away from the jury.
[01:44:04.000 --> 01:44:06.000]  Norm's doing victory laps.
[01:44:06.000 --> 01:44:09.000]  Everybody's calling him, saying Chris Mandy crapped the bed.
[01:44:09.000 --> 01:44:10.000]  Judges are calling him.
[01:44:10.000 --> 01:44:11.000]  Everybody's flipping out.
[01:44:11.000 --> 01:44:12.000]  It's incredible.
[01:44:12.000 --> 01:44:13.000]  Everybody agrees.
[01:44:13.000 --> 01:44:14.000]  It blew up in their face.
[01:44:14.000 --> 01:44:18.000]  He gets up there and says, well, everybody, you know, we had such a big victory.
[01:44:18.000 --> 01:44:19.000]  We're not going to do this.
[01:44:19.000 --> 01:44:21.000]  She she goes, I'm not going to let that happen.
[01:44:21.000 --> 01:44:24.000]  So she goes in lies, even though this is on television.
[01:44:24.000 --> 01:44:27.000]  None of it was said, not even anything close.
[01:44:27.000 --> 01:44:30.000]  And then deletes the tweet and says this.
[01:44:30.000 --> 01:44:36.000]  Folks, I'm going to delete this tweet after talking with at Patis Norm, Jones lawyer who
[01:44:36.000 --> 01:44:38.000]  raised it in the courtroom.
[01:44:38.000 --> 01:44:39.000]  He would have said it's a lie.
[01:44:39.000 --> 01:44:41.000]  The judge would let him say it, though not with me.
[01:44:41.000 --> 01:44:43.000]  I asked him after what's wrong.
[01:44:43.000 --> 01:44:47.000]  He makes the accurate point that he did not say this.
[01:44:47.000 --> 01:44:50.000]  As I wrote here, I apologize for the error.
[01:44:50.000 --> 01:44:51.000]  It's not an error.
[01:44:51.000 --> 01:44:54.000]  You're a lying witch that flew in there on a broom.
[01:44:54.000 --> 01:44:58.000]  I mean, I mean, nor Norm.
[01:44:58.000 --> 01:44:59.000]  Norm was beside.
[01:44:59.000 --> 01:45:00.000]  I said, Norm, stop freaking out.
[01:45:00.000 --> 01:45:04.000]  When I told him, he said, he said, I called her in the break and he goes, you're joking.
[01:45:04.000 --> 01:45:05.000]  She didn't say that.
[01:45:05.000 --> 01:45:08.000]  He said, we even talk about you in the hearing.
[01:45:08.000 --> 01:45:13.000]  We went back and they decided to recess for the day because they were in shambles.
[01:45:13.000 --> 01:45:16.000]  He goes, he goes, you're joking, right?
[01:45:16.000 --> 01:45:18.000]  He didn't believe me.
[01:45:18.000 --> 01:45:23.000]  She literally pulled it out of her butt to say that and think she can do that.
[01:45:23.000 --> 01:45:25.000]  I mean, these people are insane.
[01:45:25.000 --> 01:45:29.000]  I know I'm ranting, Barnes, but give us your take on this.
[01:45:29.000 --> 01:45:32.000]  What you're seeing is another case of confession through projection.
[01:45:32.000 --> 01:45:38.000]  So here you have a libel case being covered by a journalist for the so-called paper of record
[01:45:38.000 --> 01:45:40.000]  in America, the New York Times.
[01:45:40.000 --> 01:45:45.000]  And yet she's the one doing the lying and the labeling and the defaming.
[01:45:45.000 --> 01:45:50.000]  So it reflects a broader pattern because the big allegation by her and big
[01:45:50.000 --> 01:45:55.000]  media has been that Alex Jones and Infowars profited off of Sandy Hook when the
[01:45:55.000 --> 01:46:00.000]  truth and that doing so will propagate more bad events in the future
[01:46:00.000 --> 01:46:04.000]  when the truth is it's big media. It's Elizabeth Williamson.
[01:46:04.000 --> 01:46:09.000]  It's the New York Times that profited off of Sandy Hook that profits off of school
[01:46:09.000 --> 01:46:14.000]  shootings. And they know their continued media coverage of it.
[01:46:14.000 --> 01:46:19.000]  Their their glorification and glamorization effectively with mass
[01:46:19.000 --> 01:46:24.000]  publication of the shooter increases the risk of future school shootings.
[01:46:24.000 --> 01:46:28.000]  So the reality is it's a classic case of confession through projection.
[01:46:28.000 --> 01:46:32.000]  People accusing you of things that they are, in fact, guilty of.
[01:46:32.000 --> 01:46:37.000]  And that's what this is simply emblematic of, just as this whole trial has been emblematic of the circus
[01:46:37.000 --> 01:46:42.000]  and show trial nature of these legal proceedings for political weaponized purposes.
[01:46:42.000 --> 01:46:47.000]  Her interaction in this one event is a perfect symbol, a sort of truth and a grain of
[01:46:47.000 --> 01:46:52.000]  sand, to quote Faulkner, of the whole nature of the big media's coverage of this case.
[01:46:52.000 --> 01:46:57.000]  No, but I agree. But why would she think she could hold cloth, make up something
[01:46:57.000 --> 01:47:03.000]  when nothing even was said like that? It was agreed behind chambers is going to happen. They came out and adjourned for the day.
[01:47:03.000 --> 01:47:08.000]  And then she just says, oh, well, in court, he just said his client is a joke and had to leave because he
[01:47:08.000 --> 01:47:13.000]  messed up so bad. I mean, it'd be like if I said five tornadoes hit
[01:47:13.000 --> 01:47:18.000]  Austin today and people go, look, no tornadoes were even here. It's like, I mean, my career would be over.
[01:47:18.000 --> 01:47:23.000]  And they just do this like constantly. It's gaslighting.
[01:47:23.000 --> 01:47:28.000]  It's gaslighting from the old Broadway play that made the movie that made our popular terminology
[01:47:28.000 --> 01:47:33.000]  that if you constantly tell somebody false news that they over time believe it just through the act
[01:47:33.000 --> 01:47:38.000]  of repetition and your your institutional standing and that it just shows how accustomed they are to it,
[01:47:38.000 --> 01:47:45.000]  that she felt so comfortable, so at ease lying about the case that that she didn't think there'd be any
[01:47:45.000 --> 01:47:50.000]  consequence for her lying about the case until Norm Pattis raised it in court
[01:47:50.000 --> 01:47:55.000]  and in a press conference. And then she had to deal with it. Then she had to address it.
[01:47:55.000 --> 01:48:01.000]  But otherwise, you probably never would have, because that's what they're used to. The New York Times is used to getting away with it.
[01:48:01.000 --> 01:48:06.000]  The the federal judges came to their protection and Project Veritas came to their protection.
[01:48:06.000 --> 01:48:10.000]  Sarah Palin's case came to their protection. Nicholas Sandman case.
[01:48:10.000 --> 01:48:15.000]  So their history, the New York Times, is they never suffer consequence when they lie and they libel.
[01:48:15.000 --> 01:48:23.000]  And there's nobody more responsible for actual deaths from fake news than the New York Times over the last century.
[01:48:23.000 --> 01:48:27.000]  Whether you're talking about the Soviet famines, whether you're talking about any dumb war need.
[01:48:27.000 --> 01:48:29.000]  Take your time. Take your time.
[01:48:29.000 --> 01:48:33.000]  Soviet famines, they defended Stalin, starving millions to death.
[01:48:33.000 --> 01:48:37.000]  Not only that, Walter Durant won a prize for his coverage,
[01:48:37.000 --> 01:48:44.000]  for his extraordinary efforts to cover up the scale and scope of people being starved to death
[01:48:44.000 --> 01:48:49.000]  in the Soviet Union, often for targeted reasons like the Cossacks and the Kulaks,
[01:48:49.000 --> 01:48:54.000]  who he didn't want to have independent political power against his Soviet state.
[01:48:54.000 --> 01:48:59.000]  Just mass murder. Tens of millions of people covered it up.
[01:48:59.000 --> 01:49:05.000]  The New York Times initially helped cover up Pol Pot and Khmer Rouge just like Noam Chomsky did in Cambodia.
[01:49:05.000 --> 01:49:10.000]  You show your historical gravitas, it's amazing. There's a bunch of other examples.
[01:49:10.000 --> 01:49:14.000]  It's not just WMDs. It's not just babies and incubators who launched the first Iraq war.
[01:49:14.000 --> 01:49:17.000]  They are the tip of the spear of fraud.
[01:49:18.000 --> 01:49:23.000]  Absolutely. There is no media organization, arguably in the world,
[01:49:23.000 --> 01:49:29.000]  whose fake news is more responsible for more harm and more death than the New York Times.
