[00:00:16.081 --> 00:00:18.103]  Awesome!
[02:00:39.073 --> 02:00:43.115]  Trump is the main guy talking to the President every day saying, don't listen to Bolton.
[02:00:43.115 --> 02:00:43.975]  They're setting you up.
[02:00:43.975 --> 02:00:44.936]  People don't want war.
[02:00:44.936 --> 02:00:46.897]  It could trigger a larger deal.
[02:00:46.897 --> 02:00:51.940]  And then they have leftist articles attacking Tucker Carlson, making jokes about it.
[02:00:51.940 --> 02:00:55.561]  And then I made some calls to see if it was true, and it's absolutely true.
[02:00:55.561 --> 02:00:58.643]  And I'm not at liberty to get into the details, but it's worse than I thought.
[02:00:58.643 --> 02:01:02.865]  And Trump is just completely surrounded.
[02:01:02.865 --> 02:01:04.126]  It's a nightmare scenario.
[02:01:04.126 --> 02:01:06.347]  But just pulling back, as I asked earlier,
[02:01:08.271 --> 02:01:12.953]  What is the state of the world right now, do you think, with the different factions?
[02:01:12.953 --> 02:01:15.114]  Let me just comment first on Fox News.
[02:01:15.114 --> 02:01:18.215]  Fox News is a continual stream of neocon data.
[02:01:18.215 --> 02:01:20.116]  They have General Keen on pushing it.
[02:01:20.116 --> 02:01:23.757]  They have Jennifer Garner pushing war with Iran.
[02:01:23.757 --> 02:01:30.460]  This is just a propaganda stunt for war, and Tucker Carlson is the lone person who's questioning these types of things.
[02:01:31.258 --> 02:01:34.541]  And so people have to be very, very careful.
[02:01:34.541 --> 02:01:39.827]  They've garnered a tremendous audience of conservatives at Fox News, but they are being propagandized.
[02:01:39.827 --> 02:01:44.371]  And this leads me to my bigger problem in the big picture here.
[02:01:44.371 --> 02:01:49.456]  I'm beginning to sadly say, Alex, that our big problem is Donald Trump.
[02:01:50.310 --> 02:01:53.092]  And the reason I said, not because Donald Trump is compromised.
[02:01:53.092 --> 02:02:00.718]  Donald Trump is highly manipulated because of his lack of experience because it comes to the White House with being unprepared.
[02:02:00.718 --> 02:02:01.899]  He doesn't know the arguments.
[02:02:01.899 --> 02:02:03.420]  He doesn't have the conservative background.
[02:02:03.420 --> 02:02:05.141]  He doesn't know the proper people.
[02:02:05.141 --> 02:02:07.302]  He can't tell who's deep state and who isn't.
[02:02:07.302 --> 02:02:17.030]  The problem is Donald Trump is the 900 pound gorilla in the room and no one can capture and direct the conservative movement while Donald Trump is in place.
[02:02:17.030 --> 02:02:18.651]  He has made wonderful promises.
[02:02:19.622 --> 02:02:23.124]  And hardly any of them had been able to be fulfilled, even though he's tried.
[02:02:23.124 --> 02:02:27.147]  I mean, who would have even tried to get rid of birthright citizenship but Donald Trump?
[02:02:27.147 --> 02:02:32.950]  But then he completely failed us when they pushed back on him and he let it drop.
[02:02:32.950 --> 02:02:39.614]  And so what I'm saying is that we continue to lose under Donald Trump, but the promises are so grand.
[02:02:39.614 --> 02:02:42.036]  The promises are so euphoric.
[02:02:42.702 --> 02:02:46.244]  That no one will countenance even criticism of Donald Trump.
[02:02:46.244 --> 02:02:48.125]  You know what it does to your subscriber base.
[02:02:48.125 --> 02:02:52.927]  I know what it does to mine, even when I criticize him on principle.
[02:02:52.927 --> 02:03:02.632]  But this is our major problem now is that Donald Trump is going to take us to war with Iran and it's going to be damaging ultimately to his presidency.
[02:03:02.632 --> 02:03:06.193]  But it may well get him another four years.
[02:03:06.193 --> 02:03:07.314]  Here's the danger, Alex.
[02:03:08.178 --> 02:03:23.224]  If Donald Trump continues to capture and dominate the conservative movement, because there is no room for any leader while he's there, and he takes us through another four years, it will be too late after that point to resurrect the conservative movement.
[02:03:23.224 --> 02:03:24.064]  No, I think you're right.
[02:03:24.064 --> 02:03:30.547]  If we don't get the changes in now, then it'll basically, uh, the two party system's over.
[02:03:30.547 --> 02:03:31.467]  It's going to be one or the other.
[02:03:31.467 --> 02:03:33.068]  The decision's been made.
[02:03:34.266 --> 02:03:42.718]  Well, the problem is is that the Democrats will have an absolute majority and a president and control of all both houses of Congress.
[02:03:42.718 --> 02:03:45.883]  And I'll tell you, it's going to be like an avalanche of legislation.
[02:03:45.883 --> 02:03:48.487]  And they said that they said, wait till we get in in 2024.
[02:03:48.487 --> 02:03:48.707]  It's over.
[02:03:50.979 --> 02:03:52.280]  And look at what they're talking about.
[02:03:52.280 --> 02:03:54.622]  They're talking about slavery reparations.
[02:03:54.622 --> 02:04:00.026]  They're so embarrassed about it that the DNC spokesman wouldn't even admit that they were for slavery.
[02:04:00.026 --> 02:04:01.868]  They just said, we're for the conversation.
[02:04:01.868 --> 02:04:03.149]  I saw that this morning with Hemmer.
[02:04:03.149 --> 02:04:06.091]  She said, we're for the conversation.
[02:04:06.091 --> 02:04:10.115]  We're for the, and he pressed her two or three times, we're for the conversation.
[02:04:10.115 --> 02:04:12.857]  But they would not say they were for it because this is dangerous stuff.
[02:04:13.445 --> 02:04:19.854]  And so is all the socialist garbage, whether it's the Green Climate Deal or... Well, let's say your grandfather shot somebody.
[02:04:19.854 --> 02:04:25.703]  How are you responsible for what they did, much less when almost no one in the country has ancestors that had slaves?
[02:04:25.703 --> 02:04:26.424]  It's asinine!
[02:04:27.631 --> 02:04:28.031]  That's right.
[02:04:28.031 --> 02:04:32.253]  It's a new welfare system for blacks and it hasn't done anything for the black community.
[02:04:32.253 --> 02:04:38.895]  Look what it's done for the marriage when these women can be abandoned by their husbands and go on welfare for child support.
[02:04:38.895 --> 02:04:39.995]  And it just regenerates.
[02:04:39.995 --> 02:04:40.596]  So let's talk about it.
[02:04:40.596 --> 02:04:45.197]  Is there any way out of the multicultural globalist paradigm they brought us into?
[02:04:45.197 --> 02:04:46.718]  Joel Skousen back in 60 seconds.
[02:04:56.269 --> 02:05:01.470]  Infowarsstore.com is how you support us, and it's not like we're selling stuff you don't need, you don't want.
[02:05:01.470 --> 02:05:10.032]  The air in the average American home is filled with toxins that put it on par with a major city.
[02:05:10.032 --> 02:05:13.012]  Some of the most polluted areas on earth are major cities.
[02:05:13.012 --> 02:05:14.753]  How can I solve that problem?
[02:05:14.753 --> 02:05:19.834]  So we have air filters at Infowarsstore.com, the Alexa Pure Breeze, which is right now
[02:05:21.374 --> 02:05:28.459]  $50 off the Alexa Pure Breeze groundbreaking ion cluster air filter technology.
[02:05:28.459 --> 02:05:31.401]  And we've got a limited quantity of these left right now.
[02:05:31.401 --> 02:05:35.003]  We're basically selling these at cost because there was a big overhaul.
[02:05:35.003 --> 02:05:39.306]  Go ahead and read the hundreds of five-star reviews for yourself.
[02:05:39.306 --> 02:05:41.127]  I've got two in my home.
[02:05:41.127 --> 02:05:47.231]  You will notice the difference, ladies and gentlemen, with the Alexa Pure Breeze in your house.
[02:05:47.231 --> 02:05:48.092]  Don't live
[02:05:48.892 --> 02:05:52.955]  In a polluted major city in your home, have clean air.
[02:05:52.955 --> 02:05:54.296]  Go to infowarsstore.com.
[02:05:54.296 --> 02:05:58.519]  The answer to 1984 is 1776.
[02:05:58.519 --> 02:06:01.802]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[02:06:31.627 --> 02:06:35.490]  Joel Skousen is our guest, World Affairs Brief, and not just looking at the U.S.
[02:06:35.490 --> 02:06:41.113]  or Trump, but looking at other leaders, the Nationalists, the Populist Movement.
[02:06:41.113 --> 02:06:45.296]  Globalism is in trouble on some fronts, but they still have the power.
[02:06:45.296 --> 02:06:53.201]  How do you think globalism's dealing with the fact that their systems, the EU's in trouble, everywhere their system's in trouble?
[02:06:53.201 --> 02:06:55.883]  How do you think they'll deal with that, Joel?
[02:06:55.883 --> 02:06:57.364]  Well, we're seeing how they deal with it.
[02:06:57.364 --> 02:07:01.227]  They use their corrupt politicians to feign
[02:07:02.271 --> 02:07:03.992]  I mean, you look at the Brexit thing.
[02:07:03.992 --> 02:07:07.253]  Theresa May comes out and claims that I'm going to implement the Brexit.
[02:07:07.253 --> 02:07:08.774]  I'm going to be faithful to the Brexit.
[02:07:08.774 --> 02:07:11.195]  I mean, she's just lying through her teeth.
[02:07:11.195 --> 02:07:14.897]  And I fear strongly that Boris Johnson is doing the same thing.
[02:07:14.897 --> 02:07:17.158]  He's been on both sides of the issue.
[02:07:17.158 --> 02:07:19.279]  He's talking about being strong on Brexit.
[02:07:19.279 --> 02:07:22.860]  But I think it's another betrayal that Boris Johnson gets in.
[02:07:24.301 --> 02:07:25.082]  Take Faraj.
[02:07:25.082 --> 02:07:26.784]  Faraj is for real.
[02:07:26.784 --> 02:07:35.975]  Mainline News admits there have been four police-confirmed attempted assassinations, cutting brakes, taking the lug nuts off tires, off wheels.
[02:07:35.975 --> 02:07:37.877]  The airplane crash is suspicious.
[02:07:37.877 --> 02:07:42.842]  I mean, and he was told, we're going to kill you if you keep running for office, but now he's doing it again.
[02:07:42.842 --> 02:07:43.964]  I think Faraj is for real.
[02:07:45.069 --> 02:07:46.089]  Yeah, I do too.
[02:07:46.089 --> 02:07:47.610]  He's a powerful voice.
[02:07:47.610 --> 02:07:50.131]  Nobody can debate Nigel Farage.
[02:07:50.131 --> 02:07:51.512]  He just devastates them.
[02:07:51.512 --> 02:07:55.814]  He's got a steel trap mind that just won't stop.
[02:07:55.814 --> 02:07:59.596]  And that's why they won't allow him to, you know, get into real office on that.
[02:07:59.596 --> 02:08:03.837]  His Brexit party was really taking the wind out of the sails.
[02:08:03.837 --> 02:08:10.120]  And that's why, in fact, Boris Johnson even joined the Brexit party because he saw that as the wave of the future that he had to jump onto.
[02:08:10.120 --> 02:08:13.502]  And then he quickly jumped ship, went back to the Conservative Party when he got
[02:08:14.342 --> 02:08:17.327]  You know, put in this frontrunner for the Prime Minister.
[02:08:17.327 --> 02:08:19.370]  Oh yeah, Boris Johnson's an obvious leftist.
[02:08:21.178 --> 02:08:32.507]  But you know, it's the Deep State, which is tied in directly to the Deep State in Germany and France, pulled out this honey trap for the members of the Freedom Party in Austria to destroy that coalition.
[02:08:32.507 --> 02:08:38.032]  I mean, these people have a tremendous amount of power, and we've seen a great deal of it come forward.
[02:08:38.032 --> 02:08:40.794]  Because of Donald Trump, they have to manipulate.
[02:08:40.794 --> 02:08:47.759]  We get to see them do this because of the Freedom Party and the French National Party.
[02:08:52.290 --> 02:08:59.038]  They do their magic because they have real power and I don't think we need to, we mustn't underestimate the power of the deep state.
[02:08:59.670 --> 02:09:03.012]  They are ensconced in deeply within the CIA, the FBI.
[02:09:03.012 --> 02:09:03.653]  No, I agree.
[02:09:03.653 --> 02:09:05.174]  And so let me ask you this question.
[02:09:05.174 --> 02:09:14.660]  I think putting Trump in, putting the new Brazilian leader in, having the EU lose a lot of elections only enraged the establishment to move their timetable up that had been behind.
[02:09:14.660 --> 02:09:16.522]  Now, I think that means more people will wake up.
[02:09:16.522 --> 02:09:19.544]  I think that means more cracks in their system, more mistakes.
[02:09:19.544 --> 02:09:23.927]  But we shouldn't lie to ourselves that it's sleepy time and that everything's OK.
[02:09:23.927 --> 02:09:25.688]  I think the battle has just been joined.
[02:09:27.327 --> 02:09:37.674]  Well clearly they're worried about the strength of view or they wouldn't be attacking you as they have with this planting trial pornography within your server so they can take you down on that.
[02:09:37.674 --> 02:09:40.736]  You know, destroying your financial base on YouTube.
[02:09:40.736 --> 02:09:44.478]  All of those things are directly affronts to free speech in this nation.
[02:09:44.478 --> 02:09:47.880]  And of course that's being shut down with political correctness as we see it.
[02:09:47.880 --> 02:09:53.964]  And we're going to be like Canada pretty soon when you have ministers and pastors arrested for preaching against homosexuality.
[02:09:53.964 --> 02:09:56.726]  But the point I'm saying here is that
[02:09:57.777 --> 02:09:58.217]  I am.
[02:09:58.217 --> 02:10:03.998]  My greatest fear is that Donald Trump's going to be in for another four years and they're going to continue to manipulate him.
[02:10:03.998 --> 02:10:09.279]  And we're going to be left without a cause because it will too late four years from now.
[02:10:09.279 --> 02:10:14.620]  So we need to either get to Donald Trump and help straighten him out.
[02:10:14.620 --> 02:10:19.761]  I don't know, you know, how we we get around all of this.
[02:10:19.761 --> 02:10:21.842]  Let me tell you, and I'll be honest with you.
[02:10:21.842 --> 02:10:22.522]  I'll be honest with you.
[02:10:23.666 --> 02:10:25.428]  We're still able to get him reports.
[02:10:25.428 --> 02:10:27.450]  We're still able to get him information.
[02:10:27.450 --> 02:10:29.672]  But that's why they want us off the air.
[02:10:29.672 --> 02:10:35.158]  And I don't want to say I've pulled back because of that, but it's like sticking your hand in a light socket.
[02:10:35.158 --> 02:10:38.601]  I just almost get overwhelmed by that.
[02:10:38.601 --> 02:10:41.124]  And how should I be putting briefings together?
[02:10:41.124 --> 02:10:42.305]  Maybe you should fly to Austin.
[02:10:42.745 --> 02:10:44.688]  You should shoot a few bravies to the president.
[02:10:44.688 --> 02:10:49.135]  I should shoot a few really professional five-minute ones that show documents, that show evidence.
[02:10:49.135 --> 02:10:49.796]  You know how Trump is.
[02:10:49.796 --> 02:10:51.058]  It's got to be compelling.
[02:10:51.058 --> 02:10:53.221]  He's got to see stuff he already knows is real.
[02:10:53.221 --> 02:10:56.626]  And then we can sell him on ideas.
[02:10:56.626 --> 02:10:57.848]  Now the problem is, like you said,
[02:10:58.789 --> 02:11:01.791]  A month or so later, the next person that sells him, he'll go off that.
[02:11:01.791 --> 02:11:05.454]  It's really true that he's smart and he knows what's going on.
[02:11:05.454 --> 02:11:07.075]  He has a good memory.
[02:11:07.075 --> 02:11:08.736]  But he's a salesman.
[02:11:08.736 --> 02:11:10.337]  But you can sell Donald Trump.
[02:11:10.337 --> 02:11:11.899]  People think he's hard to control.
[02:11:11.899 --> 02:11:14.220]  And I'm not saying I ever control the president.
[02:11:14.220 --> 02:11:17.262]  Anything I ever told him, he went and looked at and actually went with.
[02:11:17.262 --> 02:11:18.583]  That's why they're so horrified.
[02:11:18.583 --> 02:11:20.685]  And by the way, I'm not bragging about that, Joel.
[02:11:20.685 --> 02:11:22.086]  But I'm able to sell the president.
[02:11:23.752 --> 02:11:25.093]  Here's the problem.
[02:11:25.093 --> 02:11:27.574]  Donald Trump can't remember any of the detailed arguments.
[02:11:27.574 --> 02:11:29.295]  He can remember the big picture.
[02:11:29.295 --> 02:11:37.600]  He can come out and say, you know, things that, you know, endears to him for defending the right thing, but he can't remember any of the arguments.
[02:11:37.600 --> 02:11:43.243]  So he can't defend himself when he gets up against these very sophisticated globalist briefers.
[02:11:43.243 --> 02:11:45.845]  He just doesn't have the ability to do that.
[02:11:45.845 --> 02:11:49.327]  So he needs a few real advisors sitting at his side that know the full picture.
[02:11:50.049 --> 02:11:50.569]  That's right.
[02:11:50.569 --> 02:11:55.911]  I'm not bragging, Joel, but imagine what would happen if you were there as an advisor sitting next to him.
[02:11:55.911 --> 02:11:58.792]  Like, that's why they want to get rid of, you know, Stephen Miller.
[02:11:58.792 --> 02:12:01.994]  He's not that old or knows about all of it, but he's smart.
[02:12:01.994 --> 02:12:06.195]  They want him out of there because he's advising Trump on the border.
[02:12:06.195 --> 02:12:07.476]  Yeah, that's exactly right.
[02:12:07.476 --> 02:12:13.918]  So they know that they can manipulate Donald Trump as long as he doesn't have someone sitting by their side who can counter their arguments.
[02:12:13.918 --> 02:12:15.499]  And I'll tell you, there would be hell to pay
[02:12:16.189 --> 02:12:30.075]  If they were to put someone like me in the White House, you know, they would plaster everything I've said about 9-11 or any conspiracy things without giving me a chance to defend myself so that they could discredit you and embarrass Donald Trump.
[02:12:30.075 --> 02:12:32.496]  And then he'd have to remove you.
[02:12:32.496 --> 02:12:36.537]  They've got tremendous power because they control the media and the courts.
[02:12:36.537 --> 02:12:40.459]  They stop Donald Trump from every executive order that he tries to put through correctly.
[02:12:41.099 --> 02:12:43.421]  By threatening him with court action.
[02:12:43.421 --> 02:12:46.724]  Let me ask you this then, do you think they're going to try to destroy him?
[02:12:46.724 --> 02:12:51.508]  Or do they think they can co-opt him now because he's wildly popular?
[02:12:51.508 --> 02:12:55.031]  I am fearful now that they're going to let him have another four years.
[02:12:55.031 --> 02:13:02.458]  And the only reason I say that, I've been asking in the World Affairs Brief for months now, why are the Democrats shooting themselves in the foot?
[02:13:02.458 --> 02:13:03.078]  With 27 candidates?
[02:13:04.716 --> 02:13:08.197]  You know, why do they keep promoting socialism?
[02:13:08.197 --> 02:13:10.917]  Even the blue collar people are going to buy this stuff.
[02:13:10.917 --> 02:13:16.518]  They know that getting rid of automobiles and airplanes in even 30 years is going to destroy their jobs.
[02:13:16.518 --> 02:13:18.539]  They're not going to vote for this.
[02:13:18.539 --> 02:13:26.220]  And on this black slave reparations, I mean, they're so embarrassed about that they can't even commit to it openly without losing the election.
[02:13:26.220 --> 02:13:29.521]  So, I mean, they've got a death wish, it seems, unless
[02:13:30.402 --> 02:13:44.112]  They have concocted and said, look, you know, if we can control Donald Trump, we can perhaps bury the anti-globalist movement by him giving them the rhetoric and us turning them around and make sure that he never implements any of this.
[02:13:44.112 --> 02:13:45.673]  That's been the history of the three years.
[02:13:45.673 --> 02:13:47.174]  And that's what he does on censorship.
[02:13:47.174 --> 02:13:48.635]  He gives us a tweet.
[02:13:48.635 --> 02:13:49.736]  He tells us we're good.
[02:13:49.736 --> 02:13:51.677]  We get a phone call from the White House.
[02:13:51.677 --> 02:13:53.699]  But then the censorship just continues on.
[02:13:53.699 --> 02:13:56.381]  So it's kind of like giving us morphine when we're at hospice.
[02:13:57.549 --> 02:13:59.731]  Yeah, exactly, Alice.
[02:13:59.731 --> 02:14:05.095]  This is what I fear is that Donald Trump is going to act as a placeholder, not knowingly.
[02:14:05.095 --> 02:14:06.976]  You know, Donald Trump is not a controlled entertainer.
[02:14:06.976 --> 02:14:10.799]  Nobody can control Donald Trump, but he can be manipulated at the moment.
[02:14:10.799 --> 02:14:23.288]  And if he sits as a place sitter within the conservative and dominates the leadership for the next four years and does nothing in terms of getting the change that we need to stop this, it's going to be all over by 2024.
[02:14:26.016 --> 02:14:35.278]  I totally agree with you, and we just need people that are close to the President to do what's right, like Stephen Miller and Tucker Carlson and others.
[02:14:35.278 --> 02:14:39.940]  And all of us, that means on the campaign trail, folks, that means in emails, calls the White House.
[02:14:39.940 --> 02:14:47.822]  Trump still, like he used to do in his buildings, because his dad taught him this, picks up the phone for like 30 minutes, sometimes an hour a night, while he eats cheeseburgers.
[02:14:48.622 --> 02:14:49.943]  It's absolutely true.
[02:14:49.943 --> 02:14:54.424]  I'm bad too, but he eats like cheeseburgers, candy, ice cream up to like 2 a.m.
[02:14:54.424 --> 02:14:56.185]  and he answers the phone and reads newspapers.
[02:14:56.185 --> 02:14:59.706]  The guy's obviously an idiot savant when it comes to research and things.
[02:14:59.706 --> 02:15:08.670]  He's a dynamo at 73, but I'm telling you, it's a fight about getting info to him and then him being seconded on what he already thinks.
[02:15:08.670 --> 02:15:11.491]  But as Joel said, Trump even admits, I'm a very shallow person.
[02:15:11.491 --> 02:15:12.651]  I go with a gestalt.
[02:15:12.651 --> 02:15:13.651]  I go with my gut.
[02:15:13.651 --> 02:15:15.052]  Hey, Alex, what he says makes sense.
[02:15:15.052 --> 02:15:16.132]  What Tucker says makes sense.
[02:15:17.913 --> 02:15:20.615]  You know, one minute I'm going to attack Iran, next minute, oh no, I'm not.
[02:15:20.615 --> 02:15:28.402]  It's actually quite frightening when you really pull back and realize that Trump is something special.
[02:15:28.402 --> 02:15:30.704]  Joel Scalzin, worldaffairsbrief.com.
[02:15:30.704 --> 02:15:34.827]  He's not Hillary, that's a great thing, but think if Hillary got in, we'd have opposition.
[02:15:34.827 --> 02:15:36.308]  We'd have people saying no.
[02:15:36.308 --> 02:15:37.189]  With Trump, we'd go to sleep.
[02:15:38.090 --> 02:15:38.871]  It's really true.
[02:15:38.871 --> 02:15:42.455]  Love Donald Trump, but Phil Skousen's dead right.
[02:15:42.455 --> 02:15:43.816]  One man can't save us.
[02:15:43.816 --> 02:15:45.959]  The one man is Jesus Christ that can do that.
[02:15:45.959 --> 02:15:47.480]  He's not a man, he's the Son of God.
[02:15:47.480 --> 02:15:48.662]  Phil Skousen, thank you so much.
[02:15:48.662 --> 02:15:50.043]  We appreciate you.
[02:15:50.043 --> 02:15:51.305]  My pleasure, Alex.
[02:15:51.305 --> 02:15:52.846]  We'll be back with huge news.
[02:15:52.846 --> 02:15:53.287]  Stay with us.
[02:15:55.271 --> 02:15:59.134]  Most of you know that heart disease is the number one silent killer in the U.S.
[02:15:59.134 --> 02:16:04.117]  What if I told you for just $54.95 a month you could fight against heart disease naturally?
[02:16:04.117 --> 02:16:08.941]  At Heart and Body Extract, we've been helping thousands of people get back to a healthier heart.
[02:16:08.941 --> 02:16:10.302]  Don't just take my word for it.
[02:16:10.302 --> 02:16:14.064]  Check out all of the success stories at HBExtract.com.
[02:16:14.064 --> 02:16:15.065]  Or to order, call 866-295-5305.
[02:16:15.065 --> 02:16:15.425]  That's 866-295-5305.
[02:16:15.425 --> 02:16:15.986]  HBExtract.com.
[02:16:15.986 --> 02:16:18.287]  Don't risk it when you can take charge of it.
[02:16:25.292 --> 02:16:26.553]  Maybe not today.
[02:16:26.553 --> 02:16:27.854]  Maybe not tomorrow.
[02:16:27.854 --> 02:16:31.596]  But soon, you'll need a plan and place to survive.
[02:16:31.596 --> 02:16:32.677]  Forget bunkers.
[02:16:32.677 --> 02:16:34.498]  You're not a live underground gopher.
[02:16:34.498 --> 02:16:36.199]  You need Survivalist Camps.
[02:16:36.199 --> 02:16:44.004]  The ultimate, fully functional, off-the-grid, mobile survival bug-out house that's well-equipped and custom-built to outlast any other RV or trailer.
[02:16:44.004 --> 02:16:45.024]  Bold statement?
[02:16:45.024 --> 02:16:46.005]  You bet.
[02:16:46.005 --> 02:16:48.486]  See them now at survivalistcamps.com.
[02:16:48.486 --> 02:16:50.708]  That's survivalistcamps.com.
[02:16:50.708 --> 02:16:53.489]  Trust your family's survival to survivalistcamps.com.
[02:16:54.970 --> 02:17:06.161]  Attention GCN self-reliance listeners, if you've ever wanted an emergency solar survival backup system but were waiting for prices too crazy to pass up, this will be the most important message you'll ever hear.
[02:17:06.161 --> 02:17:15.489]  Bill Hyde here and I want to tell you about a huge sale with historically low prices on our PPX microgrid system that's going to let you produce an endless supply of electricity off the grid.
[02:17:15.489 --> 02:17:20.554]  The clearance price is a result of the historic flooding we're having here right on the east bank of the Mississippi.
[02:17:20.754 --> 02:17:24.958]  Because of the flooding, we've had to move a lot of our inventory to a temporary location.
[02:17:24.958 --> 02:17:32.945]  And rather than move it back to the warehouse, we thought we'd offer the system at a price that might seem unbelievable if you didn't know the floodwater's backstory.
[02:17:32.945 --> 02:17:34.206]  So here's what you should do right now.
[02:17:34.206 --> 02:17:36.188]  Check out the PPX microgrid system
[02:17:36.348 --> 02:17:36.929]  That's right.
[02:17:57.772 --> 02:18:01.875]  InfoWars, the most banned network in the world.
[02:18:01.875 --> 02:18:08.199]  Viewers and listeners, I wouldn't be here if it wasn't for you, and we're under unprecedented evil attacks as you've seen.
[02:18:08.199 --> 02:18:18.726]  But I wanted to take just a minute out here, from the bottom of my heart, to tell you how much it means to me that when you saw those lies against us last week, the worst things you can say about people, that you knew they were liars.
[02:18:18.726 --> 02:18:20.407]  You went and looked it up and found out the truth.
[02:18:20.407 --> 02:18:25.511]  And so I feel very strong, and I feel God's hand on my shoulder, and I feel your love in my heart.
[02:18:25.831 --> 02:18:27.292]  You know that love is right back at you.
[02:18:27.292 --> 02:18:31.893]  And I want to thank you for all you've done with your word of mouth and your prayers and your financial support.
[02:18:31.893 --> 02:18:35.234]  Because I'm committed to fight to the end, but I want to win.
[02:18:35.234 --> 02:18:37.655]  And without you, I'm going to be destroyed.
[02:18:37.655 --> 02:18:38.855]  And it's not going to be fun.
[02:18:38.855 --> 02:18:40.256]  But that's not what's important.
[02:18:40.256 --> 02:18:41.476]  The enemy could win.
[02:18:41.476 --> 02:18:43.617]  We're a key chess piece in this fight.
[02:18:43.617 --> 02:18:44.837]  We're being used by God.
[02:18:44.837 --> 02:18:46.058]  You're being used by God.
[02:18:46.058 --> 02:18:46.998]  This is Providence.
[02:18:46.998 --> 02:18:51.500]  So I salute you and I thank you for all you've done from the bottom of my heart.
[02:18:51.500 --> 02:18:52.640]  InfoWars.
[02:18:52.640 --> 02:18:55.181]  The most banned network in the world.
[02:18:56.696 --> 02:18:58.557]  Briefly, folks, please do not forget.
[02:18:58.557 --> 02:18:59.818]  This is the maximum alert.
[02:18:59.818 --> 02:19:00.978]  We wouldn't be here without you.
[02:19:00.978 --> 02:19:02.379]  I thank you for your support and your help.
[02:19:02.379 --> 02:19:05.520]  We're going to be steadfast in this fight, but we need financial support.
[02:19:05.520 --> 02:19:08.602]  And we're going to put up more prominent donate buttons at InfoWarsTore.com.
[02:19:08.602 --> 02:19:11.083]  If you want to just give us straight donations, there's a P.O.
[02:19:11.083 --> 02:19:12.343]  box if you want to mail us a check.
[02:19:12.343 --> 02:19:14.144]  We will put it into the fight against these globalists.
[02:19:14.144 --> 02:19:15.605]  We need money to fight back.
[02:19:15.765 --> 02:19:18.426]  And to let them know we're taking action and to defend ourselves.
[02:19:18.426 --> 02:19:21.328]  InfoWarsStore.com is the main page.
[02:19:21.328 --> 02:19:22.728]  We have a huge sale going.
[02:19:22.728 --> 02:19:23.849]  Save InfoWars.
[02:19:23.849 --> 02:19:24.789]  Super special.
[02:19:24.789 --> 02:19:26.310]  Emergency special.
[02:19:26.310 --> 02:19:26.690]  50% off.
[02:19:26.690 --> 02:19:29.071]  All InfoWars best-selling live products.
[02:19:29.071 --> 02:19:29.972]  All of them.
[02:19:29.972 --> 02:19:30.192]  50% off.
[02:19:30.192 --> 02:19:31.352]  That's Super Mel Vitality.
[02:19:31.352 --> 02:19:32.433]  Survival Shield X2.
[02:19:32.433 --> 02:19:33.273]  Now back in stock.
[02:19:33.273 --> 02:19:34.354]  RainForce Plus.
[02:19:34.354 --> 02:19:35.174]  TurboForce.
[02:19:35.174 --> 02:19:36.595]  Body's Ultimate Turmeric Formula.
[02:19:37.515 --> 02:19:39.336]  You're listening to the Alex Jones Show!
[02:20:08.422 --> 02:20:08.522]  Oh, no!
[02:20:29.492 --> 02:20:32.373]  I did tons of preparation last night.
[02:20:32.373 --> 02:20:34.493]  Tons of preparation this morning.
[02:20:34.493 --> 02:20:37.894]  The Iran situation has just dominated the whole broadcast.
[02:20:37.894 --> 02:20:41.894]  And I'm going to end up posting the fourth hour with Matt Bracken, former Navy SEAL.
[02:20:41.894 --> 02:20:44.815]  Great mind about the situation unfolding.
[02:20:44.815 --> 02:20:47.755]  He'll probably have different views, and that's fine.
[02:20:47.755 --> 02:20:52.716]  We're not a NXIVM cult, or like conservative radio, or liberal media.
[02:20:52.716 --> 02:20:56.977]  It's like a talking point comes out from Hillary, or a talking point comes out from George W. Bush.
[02:20:57.757 --> 02:21:04.082]  And then everyone just basically repeats that talking point over and over and over again.
[02:21:04.082 --> 02:21:05.383]  That's not what we're doing here.
[02:21:05.383 --> 02:21:13.229]  You know, I've got a clip from Blaze TV where they defend me and say, no, they subpoenaed his emails.
[02:21:13.229 --> 02:21:16.131]  Somebody sent hidden child porn.
[02:21:16.131 --> 02:21:22.055]  That happens to anybody that gets millions of emails.
[02:21:22.055 --> 02:21:22.396]  But then
[02:21:23.749 --> 02:21:28.951]  They go on in the video to make a bunch of statements about us that aren't true.
[02:21:28.951 --> 02:21:32.573]  So it's like these backhanded defenses.
[02:21:32.573 --> 02:21:36.734]  Ladies and gentlemen, they're coming after everybody.
[02:21:36.734 --> 02:21:38.815]  It's True Blue.
[02:21:38.815 --> 02:21:46.879]  And again, I have thought long and hard about this for six months while we've been losing money.
[02:21:48.018 --> 02:22:00.605]  From all the attacks, from all the censorship, from all the platforming, from everything, trying to keep our crew here, trying to actually expand for 2020 so we can have a big effect and catch all that critical footage on tape.
[02:22:00.605 --> 02:22:13.673]  And I've never been deceptive with our audience, except I have, from time to time, withheld information that I don't think is good for the cause.
[02:22:13.673 --> 02:22:15.154]  Because, you know, it's not good for the cause.
