[00:00:03.211 --> 00:00:04.712]  You have the power.
[02:01:24.213 --> 02:01:26.113]  And of course we're starting to defeat them.
[02:01:26.113 --> 02:01:27.693]  We should defeat them.
[02:01:27.693 --> 02:01:39.296]  We should not allow ourselves to be ruled by this abject scum who's trying to virtue signal about, oh, gay people aren't bad and
[02:01:40.954 --> 02:01:46.775]  Oh, the Earth is no longer the center of the universe.
[02:01:46.775 --> 02:01:49.196]  Like, we need this guy to tell us any of this stuff.
[02:01:49.196 --> 02:01:52.116]  Look at him.
[02:01:52.116 --> 02:01:57.337]  Ah, you are a victim of my people raping you.
[02:01:57.337 --> 02:02:00.658]  It is okay, my son.
[02:02:00.658 --> 02:02:02.398]  Just, can we zoom in on that?
[02:02:02.398 --> 02:02:04.759]  Let's go to Infowars.com.
[02:02:04.759 --> 02:02:06.179]  I mean, look at that Krapozoit.
[02:02:07.441 --> 02:02:15.644]  I mean, would you let Pope Francis keep your five-year-old son for the weekend?
[02:02:15.644 --> 02:02:22.026]  Not unless you wanted him to get diddled.
[02:02:22.026 --> 02:02:25.147]  You know for a fact that that is a piranha.
[02:02:25.147 --> 02:02:29.369]  That is a demon-possessed creature.
[02:02:29.369 --> 02:02:35.451]  Pope Francis is as close to Satan as you're going to get on this earth, in the flesh.
[02:02:36.897 --> 02:02:40.258]  Off of what he does, how he behaves.
[02:02:40.258 --> 02:02:46.200]  He used pedophilia to take over the Catholic Church and get rid of the family system and the good things it had.
[02:02:46.200 --> 02:02:52.082]  And it's taken a hundred years for the pedophiles to take control of the Catholic Church, and now they've done it.
[02:02:52.082 --> 02:02:54.083]  And now he's gonna hide behind a rainbow flag.
[02:02:54.083 --> 02:03:01.425]  Everybody's gonna go, oh, you're not against gay people!
[02:03:01.425 --> 02:03:02.826]  As they segue into that.
[02:03:02.826 --> 02:03:03.906]  That's the Nambla
[02:03:05.427 --> 02:03:05.947]  Creed.
[02:03:05.947 --> 02:03:11.030]  I mean, as far as I'm concerned, the real head of NAMBLA is Pope Francis.
[02:03:11.030 --> 02:03:12.611]  And notice, I'm baiting the media.
[02:03:12.611 --> 02:03:21.757]  I dare the whore globalist media that the Pope rides around on the back of.
[02:03:21.757 --> 02:03:24.519]  The great whore of Babylon.
[02:03:24.519 --> 02:03:26.580]  I dare you to even run my story.
[02:03:28.066 --> 02:03:28.506]  Pick it up!
[02:03:28.506 --> 02:03:53.880]  You think it'll hurt me if people read Alex Jones says the Pope looks like a big old degenerate pedophile out of Central Casting and his attache, his right-hand man, his aide-de-camp, his best friend is in jail right now being tried for trafficking over a hundred little boys over decades?
[02:03:53.880 --> 02:03:57.342]  Why the Cardinal Pell case has to be so secretive, New York Times?
[02:03:58.797 --> 02:04:03.739]  Imagine you're a six-year-old, seven-year-old boy, and the door opens, and here comes Cardinal Pell.
[02:04:03.739 --> 02:04:06.000]  That big ol' potbelly hangin' out.
[02:04:06.000 --> 02:04:09.322]  He's porky-piggin' it.
[02:04:09.322 --> 02:04:15.765]  And you're gonna beg for Mama, and Mama ain't gonna come, and then in comes the door.
[02:04:15.765 --> 02:04:25.149]  In comes Pope Francis, the Jesuit, New World Order kingpin to destroy the Catholic Church, and he's got his Georgetown suing me.
[02:04:27.726 --> 02:04:33.449]  And you morons couldn't even do a half-decent filing, you had to withdraw it.
[02:04:33.449 --> 02:04:43.513]  Come on, come on, come on, come on, come on, come on, come on, come on, come on!
[02:04:43.513 --> 02:04:45.874]  Vengeance is coming!
[02:04:45.874 --> 02:04:48.495]  Fire is coming, Pope!
[02:04:48.495 --> 02:04:53.617]  The real revolution against you is coming, and you will burn in hell!
[02:04:56.544 --> 02:04:58.865]  Fueling your body is hard work.
[02:04:58.865 --> 02:05:04.648]  That's why we've introduced the InfoWars Life Daily Digestive Pack to help you fuel it right.
[02:05:04.648 --> 02:05:13.073]  Combine FloraLife Everyday Maintenance and Carnivore to help you fuel your gut and body and take advantage of the powerful nutrients you receive.
[02:05:13.073 --> 02:05:15.294]  There's no better way to power your body.
[02:05:15.834 --> 02:05:22.717]  Floralife is a powerful probiotic supplement with 20 of the most potent clinically studied probiotic strains.
[02:05:22.717 --> 02:05:33.863]  When paired with Carnivore, our incredible enzyme formula that helps you break down nutrients, these formulas fuel your gut and your body to help you fight toxins and stay fueled all day.
[02:05:33.863 --> 02:05:40.786]  These incredible formulas can help keep your body in tip-top shape in the fight against stress, age, and outside toxins.
[02:05:41.306 --> 02:05:47.469]  There's no better time to try Floralife and Carnivore to see how well they can support your body.
[02:05:47.469 --> 02:05:51.311]  Don't miss out on the chance to fuel your body and support recovery.
[02:05:51.311 --> 02:05:54.493]  Try the InfoWars Life Daily Digestive Pack today!
[02:05:54.493 --> 02:06:10.202]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[02:06:29.056 --> 02:06:32.319]  I didn't judge you at all wrong.
[02:06:32.319 --> 02:06:38.324]  And we decided we'd shut up and sing the song.
[02:06:38.324 --> 02:06:42.907]  Until I had to renew the Constitution.
[02:06:42.907 --> 02:06:46.350]  Take a bow for the new revolution.
[02:06:46.350 --> 02:06:50.914]  It's not in me to change all around.
[02:06:50.914 --> 02:06:53.276]  Pick up my guitar and play.
[02:07:14.230 --> 02:07:16.152]  Matt Bracken always does a great job.
[02:07:16.152 --> 02:07:19.555]  Former Navy SEAL, counterterrorism expert, getting into the whole school shooting.
[02:07:19.555 --> 02:07:21.557]  Some of the interesting areas to look at that.
[02:07:21.557 --> 02:07:23.499]  The tragedy, our prayers go out to everybody.
[02:07:23.499 --> 02:07:24.981]  He's going to be hosting the fourth hour.
[02:07:24.981 --> 02:07:29.105]  Fox Day joins us right now to cover the waterfront.
[02:07:29.105 --> 02:07:33.329]  He's the best-selling author of FJW is Always Live, FJW is Always Double Down.
[02:07:35.934 --> 02:07:58.282]  And he wants to get into the whole Stefan Halperin situation, and how bombshell that is, and how that's shaking the world that indeed there was an illegal FBI mole from the CIA inside the Trump campaign, not to find Russian collusion, but to try to basically get it going, but didn't happen.
[02:07:58.282 --> 02:08:01.963]  And how the media lied, and how there's a criminal investigation now.
[02:08:03.908 --> 02:08:16.592]  Going on by the Inspector General, the only part of the Justice Department not controlled by the rogue operative Jeff Sessions, the most dangerous man in America.
[02:08:16.592 --> 02:08:28.877]  You can speculate all day if he's senile, why he's compromised, why he's not doing his job, how they let Rosenstein sign documents giving himself control of everything, how this rogue group is operating, but a lot of people early on
[02:08:30.151 --> 02:08:33.052]  When Trump was first elected, we're hedging their bets.
[02:08:33.052 --> 02:08:36.314]  They really thought there was all this Russian collusion evidence.
[02:08:36.314 --> 02:08:41.896]  They were told by Obama, and I believe Sessions was, but we know the New York Times was.
[02:08:41.896 --> 02:08:44.037]  We've got evidence Trump is a Russian agent.
[02:08:44.037 --> 02:08:52.220]  We've got evidence of him being urinated on and all this other stuff, and they believed it, so they hedged their bet.
[02:08:52.220 --> 02:08:55.582]  They took the appointments, they hedged their bets, but were told, you'll be okay.
[02:08:57.870 --> 02:09:07.789]  And now that the Democrats are being exposed, they're at their most dangerous point because they are in full panic mode as everything we broke down, everything we laid out has come true.
[02:09:08.823 --> 02:09:11.525]  So Vox Day joins us.
[02:09:11.525 --> 02:09:13.566]  And you know, we just had Vox on.
[02:09:13.566 --> 02:09:17.749]  I'm only attacking Ben Shapiro because he tells people not to come on my show.
[02:09:17.749 --> 02:09:23.312]  He's trying to take over the remnants of Glenn Beck's imploded operation in Dallas.
[02:09:23.312 --> 02:09:28.556]  He's constantly here in Texas, siphoning money from Texas billionaires to fund himself.
[02:09:28.556 --> 02:09:30.417]  He's not a self-made man.
[02:09:30.417 --> 02:09:32.338]  And he was an ever-Trumper.
[02:09:32.338 --> 02:09:33.179]  And he's a globalist.
[02:09:34.540 --> 02:09:38.501]  And now he's in the news defending the illegal spying on Trump.
[02:09:38.501 --> 02:09:46.582]  So he's a small footnote, but I mean, with friends like Ben Shapiro, you don't need globalists, you don't need Democrats.
[02:09:46.582 --> 02:09:56.444]  That's all I'm saying is, he's been set up, they think, as this anointed one, you know, to tell all the Christians and conservatives how we're supposed to, you know, wipe our noses.
[02:09:56.444 --> 02:10:01.945]  And he's very leftist, how he tries to police everybody and say who can go on what shows and what language to use.
[02:10:04.005 --> 02:10:05.365]  There it is.
[02:10:05.365 --> 02:10:11.927]  Ben Shapiro, Dependents, FBI, Deep State, Inside Trump Campaign.
[02:10:11.927 --> 02:10:15.788]  Which, of course, he said was never happening and I was wrong and I was crazy.
[02:10:15.788 --> 02:10:16.728]  It's all confirmed.
[02:10:16.728 --> 02:10:19.309]  So Vox Day joins us.
[02:10:19.309 --> 02:10:23.130]  Vox, good to have you back on the broadcast with us.
[02:10:23.130 --> 02:10:25.971]  You're also launching your new
[02:10:28.117 --> 02:10:31.261]  Your whole new system here pretty soon.
[02:10:31.261 --> 02:10:32.502]  A new comic book.
[02:10:32.502 --> 02:10:38.109]  And so we're gonna be breaking all that down as well as soon as we get Vox on the line.
[02:10:38.109 --> 02:10:46.698]  But before I go any further, why not, before we get into all that here today, tell you that we have the biggest special ever.
[02:10:47.964 --> 02:10:50.266]  On bio-true selenium.
[02:10:50.266 --> 02:10:54.109]  That's bio-true selenium, ladies and gentlemen, from Infowarslife.com.
[02:10:54.109 --> 02:11:00.394]  And if you don't know about selenium, you have to have it electrochemically in all processes in the body.
[02:11:00.394 --> 02:11:01.975]  And your body's electrochemical.
[02:11:01.975 --> 02:11:05.518]  And there's a lot of synthetic stuff out there that doesn't do anything to your body, reportedly.
[02:11:05.518 --> 02:11:09.982]  We have it from mustard seed, the mighty mustard seed.
[02:11:09.982 --> 02:11:13.585]  And we have it there concentrated, ladies and gentlemen.
[02:11:15.615 --> 02:11:20.901]  It's a very, very strong formula, and it's available at InfoWarStore.com at 50% off.
[02:11:24.605 --> 02:11:29.228]  When you get it with X2, it's also 50% off.
[02:11:29.228 --> 02:11:38.275]  So X2 is 25% off by itself, but when you get it with biodiesel in the combo, it is 50% off.
[02:11:38.275 --> 02:11:42.338]  The special is going to have to end this week because we're running low on the X2.
[02:11:42.338 --> 02:11:52.846]  The specials that will end tomorrow, because we have new specials on Wednesday, will be the Super Blue Fluoride-Free Toothpaste for adults and children, the Immune Gargle, the Mouthwash, all six products.
[02:11:54.008 --> 02:12:00.930]  Individually, or by themselves, or all at 50% off.
[02:12:00.930 --> 02:12:03.190]  Free shipping when you get them all together.
[02:12:03.190 --> 02:12:06.171]  You can also sign up for auto-ship on things you don't want to reorder.
[02:12:06.171 --> 02:12:07.711]  You get an additional 10% off.
[02:12:07.711 --> 02:12:08.832]  There's also Patriot Points.
[02:12:08.832 --> 02:12:11.992]  You get 5% on every purchase.
[02:12:11.992 --> 02:12:14.613]  Good towards other future purchases.
[02:12:14.613 --> 02:12:18.134]  Infowarslife.com, infowarsstore.com, or 888-253-3139.
[02:12:24.434 --> 02:12:27.975]  And again, ladies and gentlemen, we have a bunch of other specials that are ending.
[02:12:27.975 --> 02:12:30.597]  The Real Red Pill, 50% off, is ending tomorrow.
[02:12:30.597 --> 02:12:36.039]  50% off on Alpha Power is ending tomorrow.
[02:12:36.039 --> 02:12:39.220]  40% off on Bodies.
[02:12:39.220 --> 02:12:41.601]  No, it's 50% off, excuse me.
[02:12:41.601 --> 02:12:43.542]  50% off on Bodies, Ultimate Turmeric Formula.
[02:12:43.542 --> 02:12:44.822]  That is ending tomorrow.
[02:12:44.822 --> 02:12:51.045]  It's all ending tomorrow because we have a new product we're launching on Wednesday.
[02:12:52.415 --> 02:12:54.836]  But listen, your purchases are vital.
[02:12:54.836 --> 02:12:58.197]  I've said we're expanding here.
[02:12:58.197 --> 02:13:07.899]  And I got all these calls from corporate establishment assassin media, really intelligence agency operatives and folks posing as media, saying, oh, did you get investors?
[02:13:07.899 --> 02:13:09.019]  Oh, did you get money?
[02:13:09.019 --> 02:13:10.980]  Oh, how are you doing that?
[02:13:12.225 --> 02:13:21.974]  I've told people we've been saving and building and preparing to hire more people and go 20 hours a day by the end of this year and to hire the talk show host and the engineers and the reporters and all the people.
[02:13:21.974 --> 02:13:23.516]  So this is our plan.
[02:13:23.516 --> 02:13:24.537]  This is our fuel.
[02:13:24.537 --> 02:13:26.258]  This is our launch operation.
[02:13:26.258 --> 02:13:27.219]  This is our target.
[02:13:27.219 --> 02:13:28.721]  That's how we're doing it to answer the media.
[02:13:29.381 --> 02:13:32.303]  And I haven't even gone to the private investors.
[02:13:32.303 --> 02:13:34.624]  I haven't gone to the private equity people.
[02:13:34.624 --> 02:13:36.905]  I haven't gone to the private placement people.
[02:13:36.905 --> 02:13:39.447]  I haven't gone to the going public situations.
[02:13:39.447 --> 02:13:43.889]  And I know that scared Soros when he learned that we were being offered a bunch of money by folks and all the rest of it.
[02:13:43.889 --> 02:13:47.932]  That's why they filed all their fake lawsuits, which are getting thrown out of court and are being defeated.
[02:13:48.973 --> 02:13:55.218]  The point is, is that we're not trying to get a, you know, jet airplane or a bigger house.
[02:13:55.218 --> 02:14:14.896]  I'm trying to hire people and launch a 24-hour radio slash TV network that's hardcore, that then makes it safe for the other talk show hosting people by getting our research to then go to the next level, which the Media Matters and CNN and all the rest of them have already figured that out.
[02:14:15.831 --> 02:14:28.641]  They've already figured out that we kind of break through the electronic Berlin Wall, we put out the research, we have the expert guest on, then that makes it safe for it to get picked up by Hannity, Limbaugh, and all the rest of them, which is great!
[02:14:28.641 --> 02:14:36.447]  Because they're not plagiarizing me, they're actually seeing the research, doing their own research, finding out it's true, so we're normalizing the liberty movement.
[02:14:36.447 --> 02:14:40.851]  We're normalizing not wanting to be ruled by secret offshore corporations that want us to be poor.
[02:14:41.311 --> 02:14:45.172]  We're normalizing that the Vatican's run by pedophiles, which is now confirmed.
[02:14:45.172 --> 02:14:47.473]  We're normalizing that CNN's fake news.
[02:14:47.473 --> 02:14:50.993]  We're normalizing it's okay to not be politically correct.
[02:14:50.993 --> 02:14:57.215]  And everything they do is to bully us into total submission to go along with that agenda.
[02:14:57.215 --> 02:15:05.677]  That's why they're telling you, oh, don't say 1776, it's a hate word, or oh, apologize when you change your baby's diaper, you're a pervert.
[02:15:05.677 --> 02:15:09.578]  No, you've got a weird twisted mind trying to make us like you, in my opinion.
[02:15:11.368 --> 02:15:12.530]  That's what this is all about.
[02:15:12.530 --> 02:15:15.676]  So it's all coming to a head, an incredibly historic moment.
[02:15:15.676 --> 02:15:16.637]  The tide is turning.
[02:15:16.637 --> 02:15:17.399]  Trump is winning.
[02:15:17.399 --> 02:15:18.961]  Nationalism is winning.
[02:15:18.961 --> 02:15:22.307]  Humanity is coming up from the water, trying to get air.
[02:15:22.307 --> 02:15:24.311]  We're fighting for our lives, but at least we're fighting.
[02:15:25.746 --> 02:15:30.989]  And that's why we need your prayers, your support, and to spread the articles, the videos, the links, you name it.
[02:15:30.989 --> 02:15:34.331]  It's because that's how we get past their electronic Berlin Wall.
[02:15:34.331 --> 02:15:36.512]  When you buy the products, we do it as well.
[02:15:36.512 --> 02:15:38.053]  We got Vox Day now!
[02:15:38.053 --> 02:15:39.494]  I'm fired up!
[02:15:39.494 --> 02:15:40.955]  Yeah!
[02:15:40.955 --> 02:15:43.837]  When we come back, we're gonna have them on the show!
[02:15:43.837 --> 02:15:46.258]  We're gonna wake up other people and we're gonna win!
[02:15:46.258 --> 02:15:48.039]  And we're gonna crush the apathy!
[02:15:48.039 --> 02:15:49.600]  We're gonna crush the globalists!
[02:15:49.600 --> 02:15:50.981]  We're gonna smash them!
[02:15:50.981 --> 02:15:52.161]  Victory's ours!
[02:15:52.161 --> 02:15:54.803]  Stay with us and spread the live links or roll over!
[02:15:55.486 --> 02:15:56.787]  Were you born before the year 1956?
[02:15:56.787 --> 02:16:05.674]  If so, did you know you could be collecting between $575 and $2,200 in tax-free income right now?
[02:16:05.674 --> 02:16:07.575]  All thanks to the FHA.
[02:16:07.575 --> 02:16:08.756]  Or what about this?
[02:16:08.756 --> 02:16:10.698]  Did you know 54 U.S.
[02:16:10.698 --> 02:16:16.942]  congressmen have used a special tax-free account to earn up to 35 times more on their money?
[02:16:16.942 --> 02:16:18.764]  It's true, and you can do it too!
[02:16:19.204 --> 02:16:27.826]  These are just two of the secrets revealed inside a stunning new book from the Palm Beach Research Group and Ted Benne, the man behind the 401k.
[02:16:27.826 --> 02:16:34.107]  You'll discover the 18 best cash cows that can help you earn up to an extra $6,800 a month.
[02:16:34.107 --> 02:16:37.508]  If you're at or near retirement, this book is a must-read.
[02:16:37.508 --> 02:16:41.689]  Today you can get your very own free copy of Ted Benne's new book.
[02:16:41.689 --> 02:16:43.349]  Shipping and handling charges apply.
[02:16:43.709 --> 02:16:49.071]  Get your copy of Ted Benna's book when you text BENNA to 7900.
[02:16:49.071 --> 02:16:52.232]  Text B-E-N-N-A to 7900.
[02:16:52.232 --> 02:16:55.933]  Text BENNA to 7900 now.
[02:16:55.933 --> 02:16:59.374]  Water is the single most important thing your body needs.
[02:16:59.374 --> 02:17:02.696]  So you want to be sure it's the best for you and your family.
[02:17:02.696 --> 02:17:06.757]  Since 2005, thousands have depended on Erky Purified Water.
[02:17:06.957 --> 02:17:11.583]  The Berkey Guy provides the lowest price filtration systems in every size.
[02:17:11.583 --> 02:17:17.069]  For incredibly delicious water now and in an emergency, get to GoBerkey.com or call 877-886-3653.
[02:17:17.069 --> 02:17:17.249]  877-886-3653.
[02:17:17.249 --> 02:17:17.610]  GoBerkey.com.
[02:17:25.976 --> 02:17:27.837]  Healthcare reform is confusing.
[02:17:27.837 --> 02:17:36.444]  But whether it's finding an affordable insurance plan, keeping your doctor, or being able to afford needed prescriptions, navigating the healthcare system has become a challenge.
[02:17:36.444 --> 02:17:40.146]  Control your own healthcare costs and choices with Liberty HealthShare.
[02:17:40.146 --> 02:17:42.088]  Liberty HealthShare is not insurance.
[02:17:42.088 --> 02:17:48.152]  It is an association of self-pay patients who unite with like-minded people to share the cost of each other's medical needs.
[02:17:48.152 --> 02:17:49.633]  Neighbor helping neighbor.
[02:17:49.633 --> 02:17:52.215]  Learn more now by going to libertyoncall.org.
[02:17:52.215 --> 02:17:53.756]  That's libertyoncall.org.
[02:17:56.465 --> 02:18:01.989]  You know, if I tried to sit here and tell you about the 60-plus products, we have it in four's life.
[02:18:01.989 --> 02:18:02.910]  They take hours.
[02:18:02.910 --> 02:18:05.352]  Michael's DX Plus now has a lower price.
[02:18:05.352 --> 02:18:06.533]  It's stronger.
[02:18:06.533 --> 02:18:08.134]  It's the other equation in probiotics.
[02:18:08.134 --> 02:18:11.357]  It knocks out the yeast, the mold, the candida.
[02:18:11.357 --> 02:18:12.478]  It's back in stock.
[02:18:12.478 --> 02:18:15.660]  The Real Red Pill, it's been sold out for months.
[02:18:15.660 --> 02:18:18.983]  It's got the preglanone that's the precursor to all the natural hormones in your body.
[02:18:19.563 --> 02:18:19.643]  It's
[02:18:38.186 --> 02:18:40.148]  High quality silver and a lot more.
[02:18:40.148 --> 02:18:41.549]  Without you, we couldn't do it.
[02:18:41.549 --> 02:18:51.458]  So thank you all for remembering InfoWareStore.com and remembering that it's not just you that's already awake, but it's other people that aren't awake, and it's so essential to spread the word.
[02:18:51.458 --> 02:18:54.521]  Again, thank you so much for being part of the Second American Revolution.
[02:18:56.158 --> 02:18:59.820]  Guaranteeing your food independence is a crucial part of prepping.
[02:18:59.820 --> 02:19:07.844]  Between debt crises, natural disasters, or even simple power outages, having a supply of storable meals is crucial.
[02:19:07.844 --> 02:19:14.527]  With InfoWars Life Select Storable Food, you can make sure you and your family are ready for any emergency.
[02:19:14.527 --> 02:19:23.732]  With drinks, snacks, and meals in amounts ranging from 72 hours to a full year, there's no better place to look for healthy, easy, and incredible meals.
[02:19:24.452 --> 02:19:31.599]  Including meals such as Traveler Stew, Homestyle Potato Soup, and a variety of other meals for breakfast, lunch, and dinner.
[02:19:31.599 --> 02:19:36.683]  InfoWars Life Select storable food will help you eat comfortably in a time of need.
[02:19:36.683 --> 02:19:38.645]  They even work great for camping!
[02:19:38.645 --> 02:19:45.411]  Simply pack a 72-hour kit to go and you have easy-to-cook and transport food for you and your loved ones trip.
[02:19:45.411 --> 02:19:47.413]  Don't be caught surprised by an emergency.
[02:19:47.893 --> 02:19:59.279]  Make sure you're stocked up today with all the food you need for an affordable price with InfoWars Life Select storable foods.
[02:19:59.279 --> 02:20:01.960]  You're listening to the Alex Jones Show!
[02:20:15.755 --> 02:20:19.036]  Relentlessly attacking the power structure.
[02:20:19.036 --> 02:20:20.757]  You're listening to Alex Jones.
[02:20:20.757 --> 02:20:25.839]  Ladies and gentlemen, we see a lot of hype in media.
[02:20:43.510 --> 02:20:46.474]  But you know I'll tell you when the straights are dire.
[02:20:46.474 --> 02:20:49.357]  I'll tell you when we're losing so we'll get up and fight back.
[02:20:49.357 --> 02:20:51.520]  We are winning globally.
[02:20:51.520 --> 02:20:56.526]  Nationalism, populism, Christianity's coming back from the dead.
[02:20:56.526 --> 02:20:58.869]  People understand globalism is death.
[02:20:58.869 --> 02:21:00.491]  Collectivism, communism is death.
[02:21:01.374 --> 02:21:03.236]  A lot of bad stuff's happening, too.
[02:21:03.236 --> 02:21:07.119]  GMO, the smartphones, you know, suicide going up.
[02:21:07.119 --> 02:21:10.082]  But that's people that haven't been warned who are susceptible.
[02:21:10.082 --> 02:21:17.309]  There's a larger and larger minority cadre of every race, color, and creed who is awake.
[02:21:17.309 --> 02:21:25.437]  And this situation with the Obama administration and the Hillary campaign caught
[02:21:26.573 --> 02:21:29.735]  Spying on Trump during the campaign and after.
[02:21:29.735 --> 02:21:35.880]  He was president-elect and they're arrogant saying, watch your mouth two days before the inauguration, Brennan.
[02:21:35.880 --> 02:21:45.808]  And the clips of Schumer going on TV and going, the intelligence communities have seven ways from Sunday to destroy you.
[02:21:46.741 --> 02:21:48.181]  And I read the New York Times.
[02:21:48.181 --> 02:21:50.002]  Don't worry, we know he's a Russian agent.
[02:21:50.002 --> 02:21:51.162]  We spied on him.
[02:21:51.162 --> 02:21:54.343]  And I'm like, look, they admit in all these articles they spied on him.
[02:21:54.343 --> 02:21:55.483]  Then they went, we never said that.
[02:21:55.483 --> 02:21:57.563]  Jones is crazy.
[02:21:57.563 --> 02:21:59.143]  And Trump got it from Jones.
[02:21:59.143 --> 02:22:02.404]  And this is all insane.
[02:22:02.404 --> 02:22:05.765]  I mean, I've got every major news channel saying that.
[02:22:05.765 --> 02:22:07.105]  By the way, Trump didn't get it from me.
[02:22:07.105 --> 02:22:09.025]  I got it from Trump.
[02:22:09.025 --> 02:22:11.306]  I got it from the same people in CENTCOM.
[02:22:12.602 --> 02:22:13.644]  They told me where to look.
[02:22:13.644 --> 02:22:15.347]  They didn't give me anything classified.
[02:22:15.347 --> 02:22:17.750]  They said these arrogant SOBs have been shooting their mouths off.
[02:22:17.750 --> 02:22:18.872]  Look here, here, and here.
[02:22:18.872 --> 02:22:20.735]  I got more stuff to do today.
[02:22:20.735 --> 02:22:23.600]  Because, and then it's all right there.
[02:22:24.679 --> 02:22:27.120]  And so, now it's all coming out.
[02:22:27.120 --> 02:22:28.340]  They are in full panic mode.
[02:22:28.340 --> 02:22:30.021]  A criminal investigation has begun.
[02:22:30.021 --> 02:22:34.523]  And Vox Dei, a best-selling author and researcher, he's over in Europe.
[02:22:34.523 --> 02:22:36.863]  And he... I already warned him about other subjects.
[02:22:36.863 --> 02:22:42.685]  He said, no, I'm going to talk about this because this is showing that America is worse in many cases than Banana Republic's.
[02:22:42.685 --> 02:22:44.466]  We just were naive about it.
[02:22:44.466 --> 02:22:46.567]  And this whole deep state is in a lot of trouble.
[02:22:47.367 --> 02:22:49.588]  Voxday.blogspot.com.
[02:22:49.588 --> 02:22:50.509]  We'll get into his books.
[02:22:50.509 --> 02:22:53.030]  He's got a new line of books coming out today.
[02:22:53.030 --> 02:22:54.751]  Alt Hero, number one, gets published.
[02:22:54.751 --> 02:22:56.372]  We'll talk about that towards the end of the hour.
[02:22:56.372 --> 02:22:59.173]  But I wanted to get him on right now.
[02:22:59.173 --> 02:23:00.394]  He was really on at the bottom of the hour.
[02:23:00.394 --> 02:23:01.714]  I misread my sheet here.
[02:23:01.714 --> 02:23:02.995]  I apologize to the producers.
[02:23:02.995 --> 02:23:04.476]  Like I said, I'm kind of wound up today.
[02:23:05.356 --> 02:23:06.197]  Good ways and bad.
[02:23:06.197 --> 02:23:09.440]  It's just insane, the energy level, what's happening.
[02:23:09.440 --> 02:23:16.286]  I get excited by stuff like this, Vox, but also at a gut level, I feel like the enemy's about to strike back, so I'm just totally agitated.
[02:23:16.286 --> 02:23:18.968]  Do you get what I'm saying?
[02:23:18.968 --> 02:23:19.969]  Absolutely.
[02:23:19.969 --> 02:23:33.020]  There's no question that every time the deep state takes a blow, they attempt to come up with some sort of way to intimidate and discourage people from looking too hard at what they're doing.
[02:23:33.928 --> 02:23:40.072]  But the reality is that the awareness of the deep state has never been greater.
[02:23:40.072 --> 02:23:43.674]  People didn't even understand what the deep state was.
[02:23:43.674 --> 02:23:48.536]  It was something that was usually talked about in a Turkish context.
[02:23:48.536 --> 02:24:03.025]  And it was only when people began to understand what was going on in Turkey with Erdogan and the deep state there, that they suddenly began to realize that the same process was at work in the United States as well.
[02:24:04.887 --> 02:24:05.407]  Exactly.
[02:24:05.407 --> 02:24:10.910]  They've spent decades since the 1947 National Security Act building the shadow government, Deep State.
[02:24:10.910 --> 02:24:14.372]  Then they spent decades having it go rogue and go completely illegitimate.
[02:24:14.372 --> 02:24:21.896]  And now in just a few years, it's crumbling, it's disintegrating, and its very foundations are imploding.
[02:24:21.896 --> 02:24:32.201]  Well, the thing that really struck me was the way in which these revelations about Stefan Halper's activities for the last 40 years
[02:24:33.658 --> 02:24:42.944]  have completely demolished the United States pretensions to moral superiority in the political context.
[02:24:42.944 --> 02:24:54.191]  You know, a lot of people don't understand that this has very serious ramifications around the world because countries like Korea and countries like Indonesia
[02:24:55.200 --> 02:24:57.481]  have been looking at the different models.
[02:24:57.481 --> 02:24:58.762]  They look at the Chinese model.
[02:24:58.762 --> 02:25:00.742]  They look at the United States model.
[02:25:00.742 --> 02:25:10.426]  And the main thing that the United States has had going for it, besides its economic wealth, has been its perception of moral superiority.
[02:25:10.426 --> 02:25:13.548]  You know, the United States is the true voice of the people.
[02:25:13.548 --> 02:25:16.589]  It's a true democracy and that sort of thing.
[02:25:16.589 --> 02:25:23.952]  But with these revelations that the deep state has been interfering with United States presidential elections,
[02:25:24.907 --> 02:25:30.054]  All the way back to Ronald Reagan versus Carter at the very least.
[02:25:30.054 --> 02:25:38.625]  You know, this completely changes the moral ramifications of the United States political system as it's viewed by the rest of the world.
[02:25:39.545 --> 02:25:41.887]  And did you get my little point though?
[02:25:41.887 --> 02:25:49.654]  This is a real civil war and Trump's made the decision to destroy the old deep state and really try to get rid of it and be more direct and pragmatic.
[02:25:49.654 --> 02:25:58.162]  And so when I explain that it's the Pentagon, it's the DEA, I mean these are real sources that gave us these documents at great risk to themselves.
[02:25:58.162 --> 02:26:04.128]  These are real people that told us what to look at, what was going on, what was happening and it turns out it's all true.
[02:26:04.888 --> 02:26:12.613]  What do you think CNN and all these people think now that they've said we're liars and all this and now it's coming out?
[02:26:12.613 --> 02:26:22.040]  Well, I think they're terrified because for years they've relied on their ability to cover things up.
[02:26:22.040 --> 02:26:30.405]  Both the people in the media as well as the people in the various bureaucracies and so forth.
[02:26:30.405 --> 02:26:31.606]  And so when you look at
[02:26:32.341 --> 02:26:49.945]  People like a Ben Shapiro, or you look at some of the people at CNN and even at Fox, and you see people who have been elevated, you have to wonder how many of them are getting payments like Stefan Halper was getting.
[02:26:49.945 --> 02:26:53.306]  They just revealed that the guy got paid something like $390,000 in 2016 and 2017.
[02:26:53.306 --> 02:26:54.086]  How many other people
