[00:00.000 --> 00:11.000]  Waging war on corruption, it's Alex Jones coming to you live from the front lines of the info war.
[01:57:01.000 --> 01:57:05.000]  They're so out of touch, they don't realize how this is going to erupt
[01:57:05.000 --> 01:57:07.000]  and how this is going to completely fail.
[01:57:07.000 --> 01:57:09.000]  This is, it's unprecedented.
[01:57:09.000 --> 01:57:16.000]  So it's fair to say, I think you can mark this point as the beginning of the real explosion,
[01:57:16.000 --> 01:57:18.000]  the pushback against what's happening.
[01:57:18.000 --> 01:57:20.000]  They've jumped the metaphorical shark here.
[01:57:20.000 --> 01:57:24.000]  I folks know that these massive grooming scandals are happening in every city.
[01:57:24.000 --> 01:57:29.000]  No Muslims and pedos are above the law and folks are angry across the board.
[01:57:47.000 --> 01:57:52.000]  InfoWarsLife is bringing you a breakthrough in modern medicine, introducing pollen blocks.
[01:57:52.000 --> 01:57:57.000]  We have found an extraordinary new, natural way to alleviate seasonal distress symptoms,
[01:57:57.000 --> 01:58:01.000]  including promoting clear nasal and sinus passageways,
[01:58:01.000 --> 01:58:04.000]  eye comfort and respiratory functions.
[01:58:04.000 --> 01:58:09.000]  In the 1960s, researchers in France noticed that people who ate certain quail eggs
[01:58:09.000 --> 01:58:13.000]  experienced less seasonal immune and inflammatory responses.
[01:58:13.000 --> 01:58:16.000]  They began studying this effect in published trials
[01:58:16.000 --> 01:58:19.000]  and decades later, we now have the fruit of this research,
[01:58:19.000 --> 01:58:24.000]  a fast-acting, chewable tablet that helps alleviate seasonal distress symptoms.
[01:58:24.000 --> 01:58:27.000]  Pollen block is natural and effective.
[01:58:27.000 --> 01:58:29.000]  It is not an antihistamine.
[01:58:29.000 --> 01:58:34.000]  In fact, current research has found that it actually acts by blocking the activity of triptase,
[01:58:34.000 --> 01:58:39.000]  which is an enzyme that amplifies immune and inflammatory responses in the body.
[01:58:39.000 --> 01:58:41.000]  Go outside and enjoy the air you breathe.
[01:58:41.000 --> 01:58:47.000]  Head to infowarslife.com and grab a pack of our pollen block, chewable tablets.
[01:58:47.000 --> 01:58:51.000]  Western Europe has already banned free speech,
[01:58:51.000 --> 01:58:55.000]  and an iron curtain of censorship is sending down over the UK.
[01:58:55.000 --> 01:58:58.000]  They're set to pass rules, not a law,
[01:58:58.000 --> 01:59:03.000]  that if you criticize Islam or gays, you'll get six months in prison.
[01:59:03.000 --> 01:59:07.000]  We know we're only about a year or two behind what's happening in the UK.
[01:59:07.000 --> 01:59:11.000]  CNN and many others are calling for InfoWars to be shut down, taken off the web.
[01:59:11.000 --> 01:59:14.000]  Slate magazine has a professor and others saying,
[01:59:14.000 --> 01:59:19.000]  go beyond censorship, brainwash young people against InfoWars.
[01:59:19.000 --> 01:59:23.000]  Psychologically inoculate them with lies so they don't actually hear what we have to say.
[01:59:23.000 --> 01:59:27.000]  We are the most hated news source in the world by globalists.
[01:59:27.000 --> 01:59:33.000]  It is so critical that you go to infowars.com or slash newsletter and sign up for the free newsletter
[01:59:33.000 --> 01:59:37.000]  so we can be in contact with you and so the censors can bully their way in
[01:59:37.000 --> 01:59:42.000]  and block us being able to engage in free, open dialogue as a society.
[01:59:42.000 --> 01:59:47.000]  That is critical to this fight. We will prevail if you take action, and I know you will.
[02:00:12.000 --> 02:00:25.000]  Coming up in 30 minutes in studio, he is in the building.
[02:00:25.000 --> 02:00:29.000]  Michael Rotondo, one of the top stories this week.
[02:00:29.000 --> 02:00:35.000]  The individual who at 30 was evicted by a court from his parents' home
[02:00:35.000 --> 02:00:41.000]  that he was not wanting to leave, that he is going to be in studio with us, ladies and gentlemen.
[02:00:41.000 --> 02:00:45.000]  Here is a clip of him talking about it.
[02:00:45.000 --> 02:00:50.000]  This 30-year-old dude is facing an eviction threat from his own parents.
[02:00:50.000 --> 02:00:52.000]  That's just so ridiculous.
[02:00:52.000 --> 02:00:57.000]  Michael Rotondo's mom and dad are so fed up, they're suing to get him out of the house.
[02:00:57.000 --> 02:01:00.000]  I don't see why the judge wants to throw people out on the street.
[02:01:00.000 --> 02:01:04.000]  His parents filed the extraordinary lawsuit following months of repeated attempts
[02:01:04.000 --> 02:01:10.000]  to get him to leave their home in Syracuse, New York, and the story is getting lots of attention.
[02:01:10.000 --> 02:01:14.000]  The judge asked why he didn't just move in with his girlfriend, and the man said,
[02:01:14.000 --> 02:01:19.000]  Girlfriend, I'm a 30-year-old man living at home. Dude, there's no girlfriend.
[02:01:19.000 --> 02:01:24.000]  I just think it's the first empty nest by eviction.
[02:01:24.000 --> 02:01:27.000]  We are men who still live at home.
[02:01:27.000 --> 02:01:35.000]  It's reminding many of a real-life failure to launch the 2006 movie starring Matthew McConaughey and Bradley Cooper.
[02:01:35.000 --> 02:01:39.000]  This is going to take a stick of dynamite to get me out of my parents' house.
[02:01:39.000 --> 02:01:42.000]  30-year-old Michael Rotondo says he has no money.
[02:01:42.000 --> 02:01:46.000]  He's actually a dad himself, but he lost custody and visitation rights.
[02:01:46.000 --> 02:01:51.000]  His parents say he's a freeloader who never offered to pay rent or do chores.
[02:01:51.000 --> 02:01:55.000]  He's apparently so thrifty, he filled his water bottle with the court's pitcher.
[02:01:55.000 --> 02:01:59.000]  Christina and Mark Rotondo served their son five official notices.
[02:01:59.000 --> 02:02:05.000]  He is in the building, ladies and gentlemen, and the leftist media is attacking this guy.
[02:02:05.000 --> 02:02:10.000]  But at the same time, conservative media is, but wait, they're the ones that want us to be dependent.
[02:02:10.000 --> 02:02:15.000]  They're the ones in San Francisco and everywhere that say we should just absolutely pay for bums.
[02:02:15.000 --> 02:02:20.000]  San Francisco has paid for thousands of homeless people to have sex changes.
[02:02:20.000 --> 02:02:23.000]  Look it up. So I don't want to hear it.
[02:02:23.000 --> 02:02:26.000]  I already got to pay for abortions for people in Travis County,
[02:02:26.000 --> 02:02:30.000]  whether you're for abortion or against it, taxpayers shouldn't be paying for it.
[02:02:30.000 --> 02:02:34.000]  I got to pay for sex changes. I'm sick of it.
[02:02:34.000 --> 02:02:38.000]  Let me tell you something. You want to chop your junk off. That's your business. I'm a libertarian.
[02:02:38.000 --> 02:02:43.000]  Don't make me pay for it. Just like if you want a nose job or you want a facelift.
[02:02:43.000 --> 02:02:47.000]  It's the same thing. I'm not paying for it.
[02:02:47.000 --> 02:02:52.000]  It's incredible, but the left will pay for sex changes of six-year-old kids in England,
[02:02:52.000 --> 02:02:59.000]  but they won't pay for a little four-year-old girl who has a leg that's four inches too short.
[02:02:59.000 --> 02:03:05.000]  It's a $5,000 surgery here in the U.S. to go in and have the bone fused in,
[02:03:05.000 --> 02:03:09.000]  but they just told her we're going to cut your leg off cupcake.
[02:03:09.000 --> 02:03:15.000]  See, it's all about the leftist and their weird, sick social engineering having full control.
[02:03:15.000 --> 02:03:19.000]  Oh, we're not going to give you cataract surgery. Here's your cane.
[02:03:19.000 --> 02:03:25.000]  Oh, they got more doctors than anybody per capita in the world in places like Cuba and Venezuela,
[02:03:25.000 --> 02:03:29.000]  where there's no machines or medicine and got a broken leg, cane.
[02:03:29.000 --> 02:03:33.000]  Got a bad knee, cane. Going blind, cane.
[02:03:33.000 --> 02:03:38.000]  Stand up and speak out. They beat you over the head with a cane.
[02:03:38.000 --> 02:03:41.000]  That doesn't do it. They take you out in the fields, fire in squad, shoot you,
[02:03:41.000 --> 02:03:47.000]  and every little liberal trendy in Bernie Sanders loves it because they don't know who it's like,
[02:03:47.000 --> 02:03:51.000]  the white people that he is. They're going to get you before.
[02:03:51.000 --> 02:03:58.000]  I got $3 million worth of houses. I got a, I like Audi A8, $120,000.
[02:03:58.000 --> 02:04:04.000]  My wife needs one. I need one. But capitalism, you know, when I go,
[02:04:04.000 --> 02:04:09.000]  this is a real quote to the grocery store, there's 35 types of the odorant.
[02:04:09.000 --> 02:04:16.000]  You don't need all that. You don't, I just need an Audi A8.
[02:04:16.000 --> 02:04:21.000]  No big deal. $120,000.
[02:04:21.000 --> 02:04:28.000]  Venezuela is a really good place, though.
[02:04:28.000 --> 02:04:33.000]  When we return, Marc Rondazzo, one of the top free speech lawyers in the country.
[02:04:33.000 --> 02:04:36.000]  I've talked to my lawyers. That guy's awesome. We're going to get him on the team.
[02:04:36.000 --> 02:04:39.000]  We're talking about doing that as liberal friends of my crucifying, though.
[02:04:39.000 --> 02:04:43.000]  There's so much going on. There's the new Sandy Hook lawsuits against me.
[02:04:43.000 --> 02:04:48.000]  We're going to get it all that. We're going to talk about all of it.
[02:04:48.000 --> 02:04:57.000]  When we return in T-minus 60 seconds and then the countdown begins until we have the 30-year-old kid in Facebook.
[02:04:57.000 --> 02:05:04.000]  After losing the presidential election in 2016, Hillary Clinton says she wants to be the next CEO of Facebook.
[02:05:04.000 --> 02:05:06.000]  It's the biggest news platform in the world.
[02:05:06.000 --> 02:05:09.000]  But how exactly would she run Facebook if given the chance?
[02:05:09.000 --> 02:05:17.000]  During the 2016 presidential campaign, Hillary Clinton campaign staffers were acting as assignment editors for the mainstream media
[02:05:17.000 --> 02:05:21.000]  by telling reporters what to cover and what to keep secret from the public.
[02:05:21.000 --> 02:05:28.000]  A batch of Clinton campaign emails released by WikiLeaks revealed that her staffers were directly working with mainstream journalists
[02:05:28.000 --> 02:05:31.000]  to develop new stories favorable to Clinton.
[02:05:31.000 --> 02:05:35.000]  The New York Times granted Hillary Clinton veto power over their articles.
[02:05:35.000 --> 02:05:41.000]  Post Glenn Thrush asked Clinton campaign chairman John Podesta to approve his story prior to publication.
[02:05:41.000 --> 02:05:46.000]  And another email shows the campaign was given the heads up on a story coming out of the Wall Street Journal
[02:05:46.000 --> 02:05:49.000]  so that the campaign would have the opportunity to push back.
[02:05:49.000 --> 02:05:53.000]  Clinton was effectively the editor-in-chief of the mainstream media.
[02:05:53.000 --> 02:06:06.000]  See Ahhh heading across to The N. Macadoo Infowars dot com.
[02:06:06.000 --> 02:06:12.000]  Waging war on corruption.
[02:06:12.000 --> 02:06:13.000]  It's Alex Jones.
[02:06:13.000 --> 02:06:17.160]  coming to you live, from the front lines of the Info War.
[02:06:17.160 --> 02:06:32.960]  Well, Mark Rendazzo, one of the top three speech first-minute lawyers in the country,
[02:06:32.960 --> 02:06:36.840]  he's popping in for the next two segments with us, Rendazzo.com, he's got Rendazzo legal
[02:06:36.840 --> 02:06:42.360]  in a whole bunch of states, including Connecticut, where we just got sued by more of the Sandy
[02:06:42.360 --> 02:06:45.640]  Hook parents, and an FBI agent.
[02:06:45.640 --> 02:06:49.120]  And my lawyers, and I even had some other lawyers look at it, like Mr. Rendazzo, looked
[02:06:49.120 --> 02:06:55.440]  at it and said, this is the next level of a frivolous lawsuit.
[02:06:55.440 --> 02:07:03.040]  I mean, they've got stuff out of context, it was in statute of limitations.
[02:07:03.040 --> 02:07:07.200]  So it's not even admissible, and it's not even accurate, and I don't even know who this
[02:07:07.200 --> 02:07:10.800]  FBI agent is, it's just a way to run this all through the media, but I wanted to get
[02:07:10.800 --> 02:07:17.840]  his take on that a little bit, but also on just the attacks and free speech in general
[02:07:17.840 --> 02:07:23.280]  on conservatives, libertarians online, and where he thinks that's going, and then I
[02:07:23.280 --> 02:07:28.400]  want to tie it into Morgan Friedman, you've got eight women, and then you've got eight
[02:07:28.400 --> 02:07:34.160]  other witnesses, or 16 total, so I guess that is eight other witnesses, that he would
[02:07:34.160 --> 02:07:38.960]  tell women, you're really hot, I want to go out with you, man, you're sexy.
[02:07:38.960 --> 02:07:42.800]  And the women on TV, we go, oh, kind of giggle about it, and then he would stop, is it a
[02:07:42.800 --> 02:07:44.300]  creepy old man?
[02:07:44.300 --> 02:07:50.800]  Yeah, I mean, he's acting like I acted when I was about 18, but you know, that's how
[02:07:50.800 --> 02:07:56.640]  you, quite frankly, in this world, I mean, if you want to get game as quickly as possible,
[02:07:56.640 --> 02:07:58.800]  you may have to run through a bunch of women, but you're going to run into the women that
[02:07:58.800 --> 02:08:07.720]  are ready to go, and James Kahn, one of my favorite actors from Rollerball, you name
[02:08:07.720 --> 02:08:14.280]  it, of course, great job in the Godfather, he was asked about Friedman, which is no
[02:08:14.280 --> 02:08:20.360]  comparison to Weinstein, who, all these witnesses to him, raping women, and then you've got
[02:08:20.360 --> 02:08:25.800]  Friedman, and they're conflating the two, like hitting on women is now sexual assault,
[02:08:25.800 --> 02:08:29.680]  and then the same is, raping him in the back of your limousine, reportedly hundreds of
[02:08:29.680 --> 02:08:33.400]  women, I mean, he poorly did this all the time, so let's go ahead and just play that
[02:08:33.400 --> 02:08:37.200]  James Kahn clip, and then we're going to go to our guest, Mr. Rondaza, here it is.
[02:08:37.200 --> 02:08:40.560]  Any thoughts on Morgan Friedman being accused of sexual assault?
[02:08:40.560 --> 02:08:47.120]  I don't know how much of Morgan is a good guy, what do you think about him losing endorsements
[02:08:47.120 --> 02:08:52.500]  just over allegations, like, already, without, he's already losing endorsements over the
[02:08:52.500 --> 02:08:59.160]  allegations that just came out, I know, we're becoming a very strange place, yeah, Morgan
[02:08:59.160 --> 02:09:03.040]  is a great guy, you know, I mean, that's, I think that's why God made men and women,
[02:09:03.040 --> 02:09:07.880]  so they could be inspected.
[02:09:07.880 --> 02:09:11.320]  Well actually, there's an attack on men and women, there's an attack on regular biology,
[02:09:11.320 --> 02:09:13.880]  this is the deep state, it's in the witty, at least trying to make this whole fight with
[02:09:13.880 --> 02:09:20.040]  each other, and smoke screen in my view, the real sexual abuse going on by elites in this
[02:09:20.040 --> 02:09:24.840]  country, but that's another issue that ties into speech, my right to tell a woman, I think
[02:09:24.840 --> 02:09:31.840]  you're gorgeous, on the street, or at a ticket counter, or whatever, she says, buzz off pal,
[02:09:31.840 --> 02:09:36.600]  but I don't buzz off, you know, then there can be an issue, but men don't even do that
[02:09:36.600 --> 02:09:40.960]  now, men are like all this in the West and scared of women, Mark, it's another subject,
[02:09:40.960 --> 02:09:44.360]  but it does deal with speech, what's your take on that as we see Harvey Weinstein doing
[02:09:44.360 --> 02:09:46.360]  the perp walk?
[02:09:46.360 --> 02:09:54.680]  Look, you know, there's certainly our legitimate sexual harassment and sexual abuse cases,
[02:09:54.680 --> 02:10:00.680]  and if somebody has, is an employer and has quid pro quo sexual harassment over an employee,
[02:10:00.680 --> 02:10:06.240]  that's wrong, you know, what Bill Cosby did, my God, I mean, I don't even get it, a celebrity
[02:10:06.240 --> 02:10:10.440]  can walk into any bar and say to five different women, do you want to go home with me, one
[02:10:10.440 --> 02:10:14.160]  of them is going to go home with him just because he's a celebrity, drugging somebody,
[02:10:14.160 --> 02:10:21.000]  I hope the guy dies in prison, but you know, now it's like this incremental movement, it
[02:10:21.000 --> 02:10:27.920]  can't ever be, we've stopped what's bad and we're happy, now it has to go to even the
[02:10:27.920 --> 02:10:33.600]  guy hits on a woman, I mean, come on, look, my advice to all men out there, play the numbers,
[02:10:33.600 --> 02:10:38.360]  you know, let, I mean, let her decide she doesn't want to sleep with you, don't you
[02:10:38.360 --> 02:10:44.280]  decide it, ask everybody, why not, I don't see a problem with that, but you know, there
[02:10:44.280 --> 02:10:50.960]  has to be this constant drum beat to beat down any semblance of masculinity in our culture,
[02:10:50.960 --> 02:10:55.240]  you know, frankly, because, you know, I don't know why, but there's this mental illness
[02:10:55.240 --> 02:11:02.240]  that seems to be going through us as a society that we want to completely purge any gender
[02:11:02.240 --> 02:11:07.760]  differences and any kind of, you know, man, it's like the fun patrol showing up in a cheap
[02:11:07.760 --> 02:11:08.760]  every single time.
[02:11:08.760 --> 02:11:13.720]  Well, exactly, Morgan Freeman's not accused of anything that I wouldn't be completely
[02:11:13.720 --> 02:11:19.120]  proud to do myself, at least from what I've seen in this segment so far.
[02:11:19.120 --> 02:11:25.160]  Absolutely, I mean, I mean, he's a little pushy, some of it to me is creepy, but it's
[02:11:25.160 --> 02:11:29.720]  a free country and the women though, act like they like it, they giggle, they play with
[02:11:29.720 --> 02:11:33.680]  their hair, they wiggle around in the chair, and then that's when he starts getting a little
[02:11:33.680 --> 02:11:34.680]  bit more aggressive.
[02:11:34.680 --> 02:11:37.320]  So in a way, it's not creepy because they act like they like it.
[02:11:37.320 --> 02:11:43.240]  Yeah, I mean, look, I wasn't there, but from what I've seen here, the only thing I've seen
[02:11:43.240 --> 02:11:46.800]  is that the guy was flirting with women, which I think is...
[02:11:46.800 --> 02:11:49.520]  Well, that's the allegation too, they're just saying that he was aggressively flirting
[02:11:49.520 --> 02:11:50.520]  with them.
[02:11:50.520 --> 02:11:54.520]  And again, how is that as big a story as Weinstein, which if this is true, and I think there's
[02:11:54.520 --> 02:11:58.600]  so many people saying it and a lot of evidence to it, then I think the guy should be sent
[02:11:58.600 --> 02:12:00.680]  to prison for life.
[02:12:00.680 --> 02:12:09.120]  Yeah, I mean, again, just when men abuse their position, when men use either abuse their
[02:12:09.120 --> 02:12:14.360]  position of authority or do something forceful or drug a woman, my God, I want to be the,
[02:12:14.360 --> 02:12:17.800]  you know, I'll be the first one out there with a pitchfork and a torch.
[02:12:17.800 --> 02:12:24.520]  But it's this, you know, you've got this loud contingent of a very small group of people
[02:12:24.520 --> 02:12:29.880]  who really, you know, I think, I think it comes from mental illness from women who just
[02:12:29.880 --> 02:12:33.960]  don't like their dads, you know, they just have this paradigm in their head that they
[02:12:33.960 --> 02:12:39.200]  think that every guy is somehow evil and they've got to beat this out of society, that there
[02:12:39.200 --> 02:12:43.120]  can be absolutely no masculinity at all.
[02:12:43.120 --> 02:12:48.400]  And it's ultimately going to create, I think, a crisis if it hasn't already.
[02:12:48.400 --> 02:12:50.760]  I mean, we've got to be worried about this.
[02:12:50.760 --> 02:12:55.520]  Well, there's a thing also with liberal Democrat party women, with other Republicans that I
[02:12:55.520 --> 02:13:00.560]  know that were that they like these hotels downtown in Austin, I'm married, I'm not involved
[02:13:00.560 --> 02:13:06.600]  in any of this, but I hear about people, the Democrat women want alpha males that will
[02:13:06.600 --> 02:13:10.360]  actually go and treat them bad and actually say horrible things to them.
[02:13:10.360 --> 02:13:12.840]  And I'm like, I wouldn't even do that if they wanted you to.
[02:13:12.840 --> 02:13:16.120]  But that's the whole point is there's the other six side of this, that a lot of these
[02:13:16.120 --> 02:13:21.600]  women say that all masculinity is bad, but in truth, they're really looking for somebody
[02:13:21.600 --> 02:13:22.760]  to treat them bad.
[02:13:22.760 --> 02:13:27.360]  You've got 50 shades of gray and more and more women into all this bondage stuff.
[02:13:27.360 --> 02:13:31.320]  So like you said, it really just sounds like insanity to me.
[02:13:31.320 --> 02:13:36.320]  And I think it distracts from real bad things that are happening to women to conflate hitting
[02:13:36.320 --> 02:13:37.800]  on a girl with raping.
[02:13:37.800 --> 02:13:44.320]  Yeah, I mean, look, that is the problem, that there is this argument that it's a continuum
[02:13:44.320 --> 02:13:46.040]  from flirting to rape.
[02:13:46.040 --> 02:13:52.840]  And no, rape and sexual assault is an act of violence, flirting, hell, that's the first
[02:13:52.840 --> 02:13:57.840]  step in the reproductive process, are you interested?
[02:13:57.840 --> 02:14:02.680]  As far as these women at the hotels that want to be mistreated, I don't know, and I think
[02:14:02.680 --> 02:14:06.520]  that's a dangerous way for guys to look at it.
[02:14:06.520 --> 02:14:10.920]  I mean, I can certainly say that I've bumped into that.
[02:14:10.920 --> 02:14:11.920]  Not my thing.
[02:14:11.920 --> 02:14:12.920]  Not my thing either.
[02:14:12.920 --> 02:14:19.040]  But that's what I'm saying is that's growing and it's generally with women that claim they're
[02:14:19.040 --> 02:14:20.520]  liberal and hate all men.
[02:14:20.520 --> 02:14:24.360]  It's like well known that interracial porn out sells three to one, four to one in the
[02:14:24.360 --> 02:14:27.200]  deep South to white males.
[02:14:27.200 --> 02:14:28.200]  I didn't know that.
[02:14:28.200 --> 02:14:33.520]  But yeah, maybe that's a statistic, but it's the same thing that liberal will like take
[02:14:33.520 --> 02:14:36.800]  women on women relationships and the amount of abuse that goes on there.
[02:14:36.800 --> 02:14:39.200]  I mean, these are real statistics they don't want to discuss.
[02:14:39.200 --> 02:14:42.000]  I don't know what they mean.
[02:14:42.000 --> 02:14:43.000]  I don't know.
[02:14:43.000 --> 02:14:48.960]  Well, I know what they mean and that is that, look, it's everything is about power and domination,
[02:14:48.960 --> 02:14:50.120]  everything.
[02:14:50.120 --> 02:14:55.040]  So imagine if you could walk into a room and everybody's supposed to play a certain game,
[02:14:55.040 --> 02:15:01.560]  but all you have to do is, you know, pull one card and you're automatically at a disadvantage.
[02:15:01.560 --> 02:15:07.000]  You know, this is a good way to target anyone and everyone who you might want to eliminate
[02:15:07.000 --> 02:15:09.100]  or climb on top of.
[02:15:09.100 --> 02:15:10.600]  It's the victim Olympics.
[02:15:10.600 --> 02:15:14.560]  Let me ask you this, where are you going to break it and come back with the First Amendment?
[02:15:14.560 --> 02:15:16.120]  When do you think we get the bottom of this?
[02:15:16.120 --> 02:15:20.360]  When do we get peak political correctness?
[02:15:20.360 --> 02:15:23.960]  One day in the future, there will be the Uber victim.
[02:15:23.960 --> 02:15:27.280]  It will be one victim to rule over all of them.
[02:15:27.280 --> 02:15:32.600]  You know, there will be a black lesbian in a wheelchair with an eye patch and every single
[02:15:32.600 --> 02:15:37.160]  possible victimization and she will rule.
[02:15:37.160 --> 02:15:39.640]  So it ends with?
[02:15:39.640 --> 02:15:40.640]  It's dystopian.
[02:15:40.640 --> 02:15:47.160]  Look, it's a dystopian fairy tale, but you know, it really is like this race to see who
[02:15:47.160 --> 02:15:50.280]  can be strong through victimization.
[02:15:50.280 --> 02:15:51.280]  That's right.
[02:15:51.280 --> 02:15:55.280]  It's a race to make everybody be weak and lazy and stupid so they can be controlled.
[02:15:55.280 --> 02:16:00.200]  Call it the crapper, water closet, outhouse or bathroom, but where do you go when there's
[02:16:00.200 --> 02:16:01.400]  nowhere to go?
[02:16:01.400 --> 02:16:03.600]  The answer is the Biffy Bag.
[02:16:03.600 --> 02:16:07.960]  The Biffy Bag is a pocket sized disposable toilet that fits in your glove box, tackle
[02:16:07.960 --> 02:16:10.320]  box, toolbox, backpack or purse.
[02:16:10.320 --> 02:16:15.080]  The Biffy Bag has everything you need for a sanitary and comfortable relief experience.
[02:16:15.080 --> 02:16:18.920]  It's ready to use in just seconds and just toss it in the trash when you're done.
[02:16:18.920 --> 02:16:20.480]  It's your Biffy in a Jiffy.
[02:16:20.480 --> 02:16:22.040]  Biffy Bag dot com.
[02:16:22.040 --> 02:16:25.160]  B-I-F-F-Y-B-A-G dot com.
[02:16:25.160 --> 02:16:29.640]  Water is the single most important thing your body needs, so you want to be sure it's the
[02:16:29.640 --> 02:16:31.680]  best for you and your family.
[02:16:31.680 --> 02:16:36.000]  Since 2005, thousands have depended on Berkey purified water.
[02:16:36.000 --> 02:16:41.440]  The Berkey guy provides the lowest price filtration systems in every size for incredibly
[02:16:41.440 --> 02:16:44.560]  delicious water now and in an emergency.
[02:16:44.560 --> 02:16:53.000]  Get to goberkey.com or call 877-886-3653, 877-886-3653.
[02:16:53.000 --> 02:16:55.240]  Goberkey.com.
[02:16:55.240 --> 02:16:59.040]  Healthcare reform is confusing, but whether it's finding an affordable insurance plan,
[02:16:59.040 --> 02:17:03.160]  keeping your doctor or being able to afford needed prescriptions, navigating the healthcare
[02:17:03.160 --> 02:17:05.760]  system has become a challenge.
[02:17:05.760 --> 02:17:09.320]  Control your own healthcare costs and choices with Liberty Health Share.
[02:17:09.320 --> 02:17:11.080]  Liberty Health Share is not insurance.
[02:17:11.080 --> 02:17:15.000]  It is an association of self-pay patients who unite with like-minded people to share
[02:17:15.000 --> 02:17:18.760]  the cost of each other's medical needs, neighbor helping neighbor.
[02:17:18.760 --> 02:17:24.480]  Learn more now by going to libertyoncall.org, that's libertyoncall.org.
[02:17:24.480 --> 02:17:27.040]  Get the Ultimate Knife at an ultimate price.
[02:17:27.040 --> 02:17:32.200]  The Fox Carambit Knife, finally available in the U.S. The Fox Carambit Knife opens with
[02:17:32.200 --> 02:17:37.680]  one hand faster than you can pull a handgun for utility, for defense, and for way less
[02:17:37.680 --> 02:17:39.440]  than other knives of this caliber.
[02:17:39.440 --> 02:17:44.720]  Go to theultimateknife.com, truly the best knife you will ever own and only available
[02:17:44.720 --> 02:17:46.760]  at theultimateknife.com.
[02:17:46.760 --> 02:17:49.560]  Use promo code radio at checkout for free shipping.
[02:17:49.560 --> 02:18:00.320]  Get the ultimate knife at the ultimate price at theultimateknife.com.
[02:18:00.320 --> 02:18:05.040]  Memorial Day blowout special free shipping and up to 50% off your favorite products.
[02:18:05.040 --> 02:18:09.040]  To help celebrate Memorial Day, we're dropping the prices to unprecedented levels on new
[02:18:09.040 --> 02:18:10.760]  and old favorite products.
[02:18:10.760 --> 02:18:14.640]  Now's the time to take advantage of these incredibly low prices of fan favorite supplements,
[02:18:14.640 --> 02:18:18.680]  here and more with free shipping while supporting the InfoWare.
[02:18:18.680 --> 02:18:22.880]  Super male and super female vitality, 50% off with free shipping.
[02:18:22.880 --> 02:18:27.760]  X2 Biotru Selenium Combo, 50% off with free shipping.
[02:18:27.760 --> 02:18:37.080]  Brain Force Plus, Alpha Power, The Real Red Pill Plus, DNA Force Plus, Flora Life Products,
[02:18:37.080 --> 02:18:42.760]  Immune Wall, Pollen Black, InfoWare's Life Select Storeable Foods, one year, six month
[02:18:42.760 --> 02:18:46.640]  and three month food supply, 50% off with free shipping.
[02:18:46.640 --> 02:18:50.480]  Don't forget to sign up for our newsletter to gain VIP access to exclusive store-wide
[02:18:50.480 --> 02:18:53.880]  deals at infowars.com forward slash newsletter.
[02:18:53.880 --> 02:18:56.240]  Join the fight for freedom.
[02:18:56.240 --> 02:18:59.800]  Guaranteeing your food independence is a crucial part of prepping.
[02:18:59.800 --> 02:19:05.400]  Between debt crisis, natural disasters, or even simple power outages, having a supply
[02:19:05.400 --> 02:19:07.920]  of storeable meals is crucial.
[02:19:07.920 --> 02:19:12.480]  With InfoWare's Life Select Storeable Food, you can make sure you and your family are
[02:19:12.480 --> 02:19:14.600]  ready for any emergency.
[02:19:14.600 --> 02:19:20.040]  With drinks, snacks and meals in amounts ranging from 72 hours to a full year, there's no
[02:19:20.040 --> 02:19:25.400]  better place to look for healthy, easy and incredible meals, including meals such as
[02:19:25.400 --> 02:19:30.680]  Traveler's Stew, Homestyle Potato Soup and a variety of other meals for breakfast, lunch
[02:19:30.680 --> 02:19:31.680]  and dinner.
[02:19:31.680 --> 02:19:36.680]  InfoWare's Life Select Storeable Food will help you eat comfortably in a time of need.
[02:19:36.680 --> 02:19:38.880]  They even work great for camping.
[02:19:38.880 --> 02:19:43.760]  They pack a 72-hour kit to go and you have easy to cook and transport food for you and
[02:19:43.760 --> 02:19:45.560]  your loved one's trip.
[02:19:45.560 --> 02:19:48.000]  Don't be caught surprised by an emergency.
[02:19:48.000 --> 02:19:51.680]  Make sure you're stocked up today with all the food you need for an affordable price
[02:19:51.680 --> 02:20:00.000]  with InfoWare's Life Select Storeable Foods.
[02:20:00.000 --> 02:20:13.000]  We're listening to the Alex Jones show.
[02:20:13.000 --> 02:20:33.600]  Okay, I got sidetracked over into the Harvey Weinstein situation and from what I've heard
[02:20:33.600 --> 02:20:37.680]  people that know him and he is a monstrous pig, I said that he reportedly raped women
[02:20:37.680 --> 02:20:43.640]  first, I was attacked by major publications on the left, like The Huffington Post saying
[02:20:43.640 --> 02:20:48.040]  how Jones made outrageous claims, he said there's a cult too where they brand women
[02:20:48.040 --> 02:20:49.040]  and torture them.
[02:20:49.040 --> 02:20:53.120]  Well, I didn't want to say the name and get sued, I knew about nexium from people that
[02:20:53.120 --> 02:20:57.880]  had been on the periphery of it, I'm going to leave it at that, but yeah, it's a lot
[02:20:57.880 --> 02:21:02.400]  bigger than that and I heard Obama and Richard Branson were involved and I said that and
[02:21:02.400 --> 02:21:05.200]  now it's in the news, but I'm going to stop right there, you've got the floor for the
[02:21:05.200 --> 02:21:06.200]  time we have.
