[00:00.000 --> 00:17.000]  Big Brother. Mainstream media. Government cover-ups. You want answers? Well, so does he.
[1:53:37.000 --> 1:53:45.000]  So yeah, that's right. They completely expose themselves. I'm telling you, every time they go after Trump, it only exposes themselves.
[1:53:45.000 --> 1:53:53.000]  And trust me, they will all fall in the end. Thank you for the call, Ali in California. Let's go to Dan in Pennsylvania.
[1:53:53.000 --> 1:53:55.000]  Go ahead, Dan.
[1:53:55.000 --> 1:53:58.000]  Hey, how you doing, Ellen? Good.
[1:53:58.000 --> 1:54:06.000]  All right. So first of all, I wanted to say this is a great segment because it's really important to remind everybody how many times we've been lied to over the entire year.
[1:54:06.000 --> 1:54:12.000]  I mean, I think the best thing that's happened this year is we have a president who's not going to spell us out in the Paris climate agreement.
[1:54:12.000 --> 1:54:18.000]  But I mean, beyond that, I think, you know, it's really hard to pick just one. You got James Coney lying to Congress.
[1:54:18.000 --> 1:54:30.000]  You got the crime rate statistics that Tucker Carson just exposed on the Legals. You got 17 intelligence agencies lie that everybody in Congress pushed for the better part of a year.
[1:54:30.000 --> 1:54:37.000]  No one apologized about that. I mean, everything with Project Veritas, you just said.
[1:54:37.000 --> 1:54:43.000]  Yeah, it really is amazing that, you know, they want to say racist this bigoted that xenophobe there.
[1:54:43.000 --> 1:54:49.000]  But you just look at the statistics. As you said, I know that Tucker Carlson highlighted this on his nightly news show.
[1:54:49.000 --> 1:55:02.000]  I don't know if that was last night or a couple nights ago where if you look at the actual per capita between illegal immigrants committing a crime and citizens committing a crime, it's not even close.
[1:55:02.000 --> 1:55:04.000]  You wouldn't even believe it.
[1:55:04.000 --> 1:55:09.000]  Well, first of all, just by coming to the country and being here as an illegal immigrant, you just committed a crime.
[1:55:09.000 --> 1:55:21.000]  And on top of that, they're committing more crimes. But I'm the bad guy if I say I want to have a strong border and I'm the bad guy if I want to have a legal immigration in this country.
[1:55:21.000 --> 1:55:30.000]  Yeah, I agree. And I also think that, you know, it's striking to me how somebody who was deemed literally Hitler just recognized Jerusalem as the capital.
[1:55:30.000 --> 1:55:39.000]  I mean, he's literally Hitler. He's out of great relationship with Netanyahu in Israel. So he's clearly Hitler and he's clearly a xenophobe too. I mean, obviously the guy's a xenophobe.
[1:55:39.000 --> 1:55:44.000]  He married an immigrant. So it doesn't get more xenophobic than marrying an immigrant as far as I'm concerned.
[1:55:44.000 --> 1:55:53.000]  So as far as I'm concerned, I think that, you know, we need to really hold the Democrats in Congress to speak to the fire about how long they lie to us over an entire year.
[1:55:53.000 --> 1:56:00.000]  Well, I'll tell you what, I'll tell you what, the only way to actually do that is to just get them out. It should just vote them out.
[1:56:00.000 --> 1:56:12.000]  So that's why the 2018 midterms are going to be so important. And that's why you're going to see the Democrat dirty deeds, dirty tactics, dirty tricks, lies and deceit be ramped up in 2018.
[1:56:12.000 --> 1:56:18.000]  If you can actually believe that the Democrats are going to get even more low brow than they've ever been before.
[1:56:18.000 --> 1:56:25.000]  The Democrats are about to go lower than they ever had before. Michelle Obama said when they go low, we go high, a total lie.
[1:56:25.000 --> 1:56:41.000]  They continue to go lower and lower and lower. And I'm predicting that in 2018, the Democrats will go lower than they ever have before in order to try to maintain their seats in Congress because they know that if they don't, they're dead.
[1:56:41.000 --> 1:56:52.000]  The Democrats are a dead party. It is dead man walking territory right now for the Democrats. So they're going to throw everything they can against the wall in the 2018 midterms.
[1:56:52.000 --> 1:56:55.000]  And I predict it's going to fail and the Democrat party will be dead.
[1:56:55.000 --> 1:56:59.000]  I think the Democrats don't pass the Schmeltest anymore.
[1:56:59.000 --> 1:57:05.000]  They don't pass the Schmeltest. Was that a Adam Schiff Schmeltest?
[1:57:05.000 --> 1:57:07.000]  That's Ron Wyden.
[1:57:07.000 --> 1:57:18.000]  Well, I can tell you that one example would be a Claire McCaskill in Missouri who I hope gets unseated by a Republican, me personally, Austin Peterson.
[1:57:18.000 --> 1:57:26.000]  You look at Debbie Wasserman Schultz. You know, she was one of the people that was close to the Awan brothers. Debbie Wasserman Schultz also was trying to intimidate police.
[1:57:26.000 --> 1:57:35.000]  Debbie Wasserman Schultz was actually working with Hillary Clinton to rig the DNC and the Democrat primary. Debbie Wasserman Schultz is really good at smashing servers with a hammer.
[1:57:35.000 --> 1:57:46.000]  So we hope that she gets unseated by Carla Spaulding. So that's what we have to do. We have to vote in people and make the Democrats obsolete.
[1:57:46.000 --> 1:58:00.000]  We have developed with the top firms in the United States powerful 50 billion live organism probiotic fluorolive that is so critical to having a healthy gut and a healthy life.
[1:58:00.000 --> 1:58:13.000]  And it has changed my life and so many other people's lives. The other part is a compound like Myco ZX that has all these key ingredients of organic herbs and other systems that are known to break down this garbage in the body.
[1:58:13.000 --> 1:58:23.000]  That's why as we go through Christmas and now into the new year, we're extending the free shipping and 50% off on all our best selling items while supplies last.
[1:58:23.000 --> 1:58:32.000]  You can also get the two products together and get them at 50% off when you combo them. So popular sold out for more than six months.
[1:58:32.000 --> 1:58:57.000]  Now back in stock for limited time at infowarstore.com, infowarslife.com or by calling toll free triple A 2533139.
[1:58:57.000 --> 1:59:05.000]  Most men know that testosterone levels begin to decline starting around 30 at a rate of about 1 to 2% per year.
[1:59:05.000 --> 1:59:12.000]  This drop can show signs such as fatigue, low energy, low sex drive and muscle loss.
[1:59:12.000 --> 1:59:18.000]  Alpha power is packed with some of the most potent and clinically tested ingredients on the market.
[1:59:18.000 --> 1:59:31.000]  The secret is in the synergistic blend of ancient ingredients that have been concentrated into their most potent forms including Uricoma Longipolia originally from Malaysia,
[1:59:31.000 --> 1:59:37.000]  Makarut from Peru, Horny Goatweed from China and Tribulus from India.
[1:59:37.000 --> 1:59:49.000]  Reach your alpha male potential with alpha power. Get alpha power now at 50% off and secure your bottle today.
[1:59:49.000 --> 2:00:09.000]  You're listening to the Alex Jones show.
[2:00:09.000 --> 2:00:20.000]  From the front lines of the information war, it's Alex Jones.
[2:00:20.000 --> 2:00:41.000]  The dead party walking or should I say dead party falling over and fainting and being thrown into a van on September 11th or should I say dead party coughing up green goblins into a cup or should I say dead party coughing up so many times during the campaign she couldn't even finish a speech.
[2:00:41.000 --> 2:00:54.000]  That's right, the Democrat party is now the walking dead. Just look at some of these Democrat run cities. How about Baltimore? Baltimore has now had 343 homicides in 2017.
[2:00:54.000 --> 2:01:05.000]  A record for killings per capita. That's a Democrat led city for decades. How about Chicago? Chicago murderate declines but still alarmingly high.
[2:01:05.000 --> 2:01:11.000]  That's right. All of those gun legislation and all that stuff they did in Chicago. Well, it's not really working.
[2:01:11.000 --> 2:01:21.000]  The Democrat led city of Chicago is more violent. Well, I guess not then ever but still very violent with a lot of gun crime.
[2:01:21.000 --> 2:01:32.000]  But Rahm Emanuel is going to make sure to take care of all of the non citizens first because that's what he's all about.
[2:01:32.000 --> 2:01:39.000]  So that's just an example of the Democrat party dying. And then you've got Sheila Jackson Lee. This woman is such a clown.
[2:01:39.000 --> 2:01:55.000]  Now she's being exposed as, I mean, quite frankly, a total witch where she gets on airplanes and basically just tries to highbrow and put her chin up to everyone else and take anyone's chair.
[2:01:55.000 --> 2:02:04.000]  And I'm a Democrat. I'm Sheila Jackson Lee. Don't you know who I am? Give me your seat. And so I forget what happened but she tried to file some complaint about someone doing that to her.
[2:02:04.000 --> 2:02:12.000]  And then all of these stories popped up of people witnessing her doing that. And they're like, wait a second. How is Sheila Jackson Lee complaining about this?
[2:02:12.000 --> 2:02:19.000]  I remember being on a flight years ago where she made an entire row of people move because she self-proclaimed herself as a queen.
[2:02:19.000 --> 2:02:28.000]  In fact, I think I have that story somewhere around here. Yeah, here it is. I'm a queen and demand to be treated like a queen.
[2:02:28.000 --> 2:02:37.000]  How Congresswoman involved in a race row on plane was chauffeured a block to Congress and was nearly banished from airline before.
[2:02:37.000 --> 2:02:44.000]  That Sheila Jackson Lee, a Texas Democrat, a total bimbo who has a history of bad behavior on planes and automobiles.
[2:02:44.000 --> 2:02:57.000]  Well, the truth is, these people just believe they're beyond reproach. They think they're untouched. Well, they think they're God's gift to Earth and they're about to have a real, real hard fall.
[2:02:57.000 --> 2:03:09.000]  Dead party walking, the Democrats are almost dead. Speaking of almost being dead, how about CNN? Let's go to George in California. Go ahead, George, you're on the air.
[2:03:09.000 --> 2:03:14.000]  Hey, Owen, how are you doing? Good.
[2:03:14.000 --> 2:03:28.000]  The thing that I found striking, there's two things, actually. One is that CNN still thinks they're relevant, that everyone pays attention to their stories and that they're real news.
[2:03:28.000 --> 2:03:36.000]  And the other thing that I find shocking is everything that's going on in California that Governor Brown is doing to us.
[2:03:36.000 --> 2:03:46.000]  For example, changing, infecting someone with HIV knowingly from a felony to a misdemeanor.
[2:03:46.000 --> 2:03:54.000]  Yeah, meanwhile, if you say the wrong pronoun when addressing someone in a conversation, that's now an illegal offense.
[2:03:54.000 --> 2:03:59.000]  Or that's what they want. I don't know if that legislation actually passed, but they were pushing for it.
[2:03:59.000 --> 2:04:08.000]  And the other thing is the push that California is doing for the LGBTQRXW, you know what I'm saying?
[2:04:08.000 --> 2:04:10.000]  Yeah.
[2:04:10.000 --> 2:04:23.000]  I just feel like it isn't right and they obviously have an agenda behind it where they're trying to infect our children's minds.
[2:04:23.000 --> 2:04:28.000]  And basically, infect their heads like that.
[2:04:28.000 --> 2:04:34.000]  California, I mean, it's like the whole place needs to be fumigated or something.
[2:04:34.000 --> 2:04:40.000]  I feel bad because, you know, obviously George in California has his head screwed on straight, but I don't know how you could live out there, man.
[2:04:40.000 --> 2:04:45.000]  And now your taxes just went up astronomically because of your state taxes.
[2:04:45.000 --> 2:04:55.000]  Boy, California, but they're going to have a mass exodus. You're about to see tax refugees fleeing California.
[2:04:55.000 --> 2:05:01.000]  Choose to take control of your chemistry with Survival Shield X2 and Biotru Selenium.
[2:05:01.000 --> 2:05:06.000]  This powerful combo is perfect for supporting your thyroid and health.
[2:05:06.000 --> 2:05:13.000]  Biotru Selenium's formula is far from synthetic and is made from a source of 100% organic mustard seed.
[2:05:13.000 --> 2:05:22.000]  Our super high quality nascent iodine is an essential mineral sourced of 99.99% ultra pure deep earth iodine crystals.
[2:05:22.000 --> 2:05:30.000]  This essential mineral is necessary in order to produce thyroid hormones which influence every cell, tissue and organ in the body.
[2:05:30.000 --> 2:05:37.000]  With inadequate thyroid hormones, you may experience slow metabolism, lethargy, weight gain and overall brain fog.
[2:05:37.000 --> 2:05:43.000]  Survival Shield X2 and Biotru Selenium work together to support the systems in your body.
[2:05:43.000 --> 2:05:47.000]  Take control of your chemistry today with this super combo.
[2:05:47.000 --> 2:05:54.000]  Discover the power of Survival Shield X2 and Biotru Selenium at infowarslife.com.
[2:06:17.000 --> 2:06:22.000]  The cancer in the heart of the resistance needs Alex Jones.
[2:06:47.000 --> 2:06:59.000]  Welcome back to the Alex Jones show.
[2:06:59.000 --> 2:07:03.000]  Owen Troyer filling in for Alex Jones today. We've been hearing from our callers.
[2:07:03.000 --> 2:07:06.000]  We're going to go back to the callers again in this hour.
[2:07:06.000 --> 2:07:12.000]  But I've got some clips here of Bernie Sanders that I wanted to have a good laugh at.
[2:07:12.000 --> 2:07:17.000]  The guy, he's a caricature himself.
[2:07:17.000 --> 2:07:27.000]  A total fraud, a total wuss, but he does give some good clips that we can laugh at and we can totally rebut.
[2:07:27.000 --> 2:07:34.000]  Let's go to Bernie Sanders complaining about the individual mandate repeal.
[2:07:34.000 --> 2:07:39.000]  This is essentially gutting Obamacare that was illegal to begin with.
[2:07:39.000 --> 2:07:43.000]  Here's Bernie Sanders complaining that Trump basically just gutted Obamacare.
[2:07:43.000 --> 2:07:49.000]  Another provision of this bill that was very interesting had to do with the elimination.
[2:07:49.000 --> 2:07:56.000]  The repealing of the individual mandate in Obamacare requiring individuals to buy health insurance.
[2:07:56.000 --> 2:07:58.000]  Take a listen to what President Trump had to say about this.
[2:07:58.000 --> 2:08:03.000]  Obamacare has been repealed in this bill. We didn't want to bring it up.
[2:08:03.000 --> 2:08:11.000]  I told people specifically be quiet with the fake news media because I don't want them talking too much about it because I didn't know how people would.
[2:08:11.000 --> 2:08:19.000]  But now that it's approved, I can say the individual mandate on health care where you had to pay not to have insurance.
[2:08:19.000 --> 2:08:25.000]  Okay, think of that one. You pay not to have insurance. The individual mandate has been repealed.
[2:08:25.000 --> 2:08:26.000]  Your response?
[2:08:26.000 --> 2:08:32.000]  That a president celebrates the fact that 13 million Americans will lose their health insurance.
[2:08:32.000 --> 2:08:33.000]  Well, willingly.
[2:08:33.000 --> 2:08:34.000]  Wrong.
[2:08:34.000 --> 2:08:40.000]  They will take. We are the only major country on earth not to guarantee health care to all people.
[2:08:40.000 --> 2:08:41.000]  Wrong.
[2:08:41.000 --> 2:08:42.000]  As a lie.
[2:08:42.000 --> 2:08:45.000]  As a result of the repeal of the individual mandate, 13 million people will lose their health insurance.
[2:08:45.000 --> 2:08:46.000]  Wrong.
[2:08:46.000 --> 2:08:50.000]  Now some of these young people who are healthy today, you know what? They can get hit by a bus tomorrow.
[2:08:50.000 --> 2:08:51.000]  They can die.
[2:08:51.000 --> 2:08:55.000]  Oh, my God.
[2:08:55.000 --> 2:08:58.000]  Oh, yeah. Just stop it. Just stop it. Just stop it.
[2:08:58.000 --> 2:09:18.000]  Just stop it. Oh, no, no, no, no. So Bernie Sanders is trying to make right the fact that you have young people
[2:09:18.000 --> 2:09:25.000]  paying way too much for health insurance under the Obamacare plan because they're healthy and they don't need to pay for all the stuff
[2:09:25.000 --> 2:09:28.000]  that older people need to get or unhealthy people.
[2:09:28.000 --> 2:09:35.000]  And he tries to qualify that by saying, in fact, just can we just listen to that again?
[2:09:35.000 --> 2:09:37.000]  Can we just rewind this again?
[2:09:37.000 --> 2:09:39.000]  I don't even believe what I just heard.
[2:09:39.000 --> 2:09:42.000]  Hold on. Can you guys do I have an audio issue play this again?
[2:09:42.000 --> 2:09:43.000]  They're health insurance.
[2:09:43.000 --> 2:09:44.000]  Well, willingly.
[2:09:44.000 --> 2:09:45.000]  They will.
[2:09:45.000 --> 2:09:46.000]  Yeah.
[2:09:46.000 --> 2:09:47.000]  They will.
[2:09:47.000 --> 2:09:51.000]  We are the only major country on earth not to guarantee health care to all people.
[2:09:51.000 --> 2:09:56.000]  As a result of the deal of the individual mandate, 13 million people will lose the health insurance.
[2:09:56.000 --> 2:09:59.000]  Now, some of these young people who are healthy today, you know what?
[2:09:59.000 --> 2:10:00.000]  They can get hit by a bus tomorrow.
[2:10:00.000 --> 2:10:02.000]  Oh, I can get hit by a bus tomorrow.
[2:10:02.000 --> 2:10:08.000]  I can get hit by a bus tomorrow so I should pay for everyone's health care.
[2:10:08.000 --> 2:10:09.000]  Thank you, Bernie.
[2:10:09.000 --> 2:10:12.000]  Oh, my gosh, Bernie Sanders, you are just a genius.
[2:10:12.000 --> 2:10:13.000]  Wow.
[2:10:13.000 --> 2:10:16.000]  Bernie Sanders just changed my mind on health care.
[2:10:16.000 --> 2:10:20.000]  I mean, I could walk out of the studio right now and get hit by a bus.
[2:10:20.000 --> 2:10:22.000]  Please, I need Obamacare back.
[2:10:22.000 --> 2:10:25.000]  But he is totally lying.
[2:10:25.000 --> 2:10:32.000]  All Trump did was make it so that if you don't sign up for Obamacare, you don't have to pay a penalty.
[2:10:32.000 --> 2:10:35.000]  And he's sitting here saying Trump just took people's health care away.
[2:10:35.000 --> 2:10:36.000]  No, he didn't.
[2:10:36.000 --> 2:10:38.000]  All right, let's go back to the salesman.
[2:10:38.000 --> 2:10:40.000]  Repel the individual mandate.
[2:10:40.000 --> 2:10:41.000]  You are.
[2:10:41.000 --> 2:10:42.000]  I am.
[2:10:42.000 --> 2:10:48.000]  And every American who has health insurance, instead of bragging about more Americans without health insurance,
[2:10:48.000 --> 2:10:52.000]  we should join every other major country on earth, guarantee health care to all people,
[2:10:52.000 --> 2:10:56.000]  and end the absurdity of paying twice as much per capita for health care.
[2:10:56.000 --> 2:11:02.000]  Hey, Bernie, hey, Bernie, dude, you know, there's this little thing called America.
[2:11:02.000 --> 2:11:10.000]  And why America exists is so that if you didn't want to live in these other socialist countries
[2:11:10.000 --> 2:11:15.000]  or other countries where you couldn't practice your religion freely or whatever it is, you came here.
[2:11:15.000 --> 2:11:17.000]  You see, this is the West.
[2:11:17.000 --> 2:11:20.000]  This is the last bastion of freedom on planet Earth.
[2:11:20.000 --> 2:11:22.000]  You can't go any farther west.
[2:11:22.000 --> 2:11:24.000]  You end up in communist China.
[2:11:24.000 --> 2:11:31.000]  So that's why America was invented so that people could escape socialism, escape communism.
[2:11:31.000 --> 2:11:36.000]  If you want free health care, why don't you go to the communist utopia in North Korea?
[2:11:36.000 --> 2:11:38.000]  Why don't you go to the communist utopia of Venezuela?
[2:11:38.000 --> 2:11:43.000]  Oh, oh, they're falling apart.
[2:11:43.000 --> 2:11:45.000]  Wow, Bernie Sanders.
[2:11:45.000 --> 2:11:47.000]  I mean, that is just...
[2:11:47.000 --> 2:11:49.000]  All right, let's go to another one.
[2:11:49.000 --> 2:11:53.000]  Bernie Sanders says that DACA repeal is a moral outrage.
[2:11:53.000 --> 2:11:58.000]  Look at something Republican Senator Jeff Flake tweeted after the Senate passed the final tax bill.
[2:11:58.000 --> 2:12:03.000]  He wrote bipartisan DACA bill will be on the Senate floor in January.
[2:12:03.000 --> 2:12:08.000]  That's a reference to the bill that would allow people who are in this country illegally,
[2:12:08.000 --> 2:12:13.000]  but were brought here when they were children by their parents to stay here to have some sort of legal status.
[2:12:13.000 --> 2:12:18.000]  Is a DACA fix going to be good enough, or do these people in your view need to have permanent citizenship?
[2:12:18.000 --> 2:12:20.000]  That's not much too vague a statement.
[2:12:20.000 --> 2:12:21.000]  Yeah.
[2:12:21.000 --> 2:12:22.000]  Let's look at what's going on.
[2:12:22.000 --> 2:12:23.000]  Oh, really?
[2:12:23.000 --> 2:12:24.000]  Let's look at what's going on.
[2:12:24.000 --> 2:12:28.000]  800,000 young people, often really bright, wonderful young people.
[2:12:28.000 --> 2:12:29.000]  They're in school.
[2:12:29.000 --> 2:12:30.000]  They're working.
[2:12:30.000 --> 2:12:32.000]  They're in the United States military.
[2:12:32.000 --> 2:12:39.000]  As a result of Trump's effort, or successful effort, to repeal DACA.
[2:12:39.000 --> 2:12:40.000]  No, it hasn't happened.
[2:12:40.000 --> 2:12:42.000]  Their legal status is now in doubt.
[2:12:42.000 --> 2:12:46.000]  And every single day, every single day, people, you're these young people,
[2:12:46.000 --> 2:12:49.000]  these dreamers are losing their legal status.
[2:12:49.000 --> 2:12:50.000]  If we do not ask...
[2:12:50.000 --> 2:12:51.000]  That's just made up.
[2:12:51.000 --> 2:12:52.000]  He just made that up.
[2:12:52.000 --> 2:12:53.000] ...1,000 people...
[2:12:53.000 --> 2:12:54.000]  He just lied to you.
[2:12:54.000 --> 2:13:00.000] ...who will be subject to deportation, thrown out of the only country they have ever known.
[2:13:00.000 --> 2:13:02.000]  This is a moral outrage.
[2:13:02.000 --> 2:13:03.000]  And by the way...
[2:13:03.000 --> 2:13:04.000]  A moral outrage.
[2:13:04.000 --> 2:13:07.000]  But not the sanctuary cities where non-citizens murder people.
[2:13:07.000 --> 2:13:08.000]  That's not a moral outrage.
[2:13:08.000 --> 2:13:12.000]  And then they get to walk away without even a manslaughter charge.
[2:13:12.000 --> 2:13:16.000]  That's not a moral outrage, but, you know, something that never happened.
[2:13:16.000 --> 2:13:17.000]  Trump repealing DACA.
[2:13:17.000 --> 2:13:18.000]  That never happened.
[2:13:18.000 --> 2:13:21.000]  That's a moral outrage, according to Bernie Sanders.
[2:13:21.000 --> 2:13:25.000]  But Kate Steinle getting murdered and her murderer walking without manslaughter charges.
[2:13:25.000 --> 2:13:26.000]  Nothing.
[2:13:26.000 --> 2:13:27.000]  Go ahead, finish this up.
[2:13:27.000 --> 2:13:29.000]  Only country they have ever known.
[2:13:29.000 --> 2:13:31.000]  This is a moral outrage.
[2:13:31.000 --> 2:13:32.000]  And by the way...
[2:13:32.000 --> 2:13:33.000]  You're a moral outrage.
[2:13:33.000 --> 2:13:34.000]  This is what Santa's talking about.
[2:13:34.000 --> 2:13:35.000]  A recent Quinnipiac poll came out.
[2:13:35.000 --> 2:13:36.000]  You may have seen it.
[2:13:36.000 --> 2:13:43.000]  77% of the American people, overwhelmingly Democrats, Republicans, independents, say
[2:13:43.000 --> 2:13:47.000]  that we have got to protect the legal status of these young people.
[2:13:47.000 --> 2:13:49.000]  And that we have to move them toward citizenship.
[2:13:49.000 --> 2:13:51.000]  This is widely popular.
[2:13:51.000 --> 2:13:53.000]  That's what the American people want.
[2:13:53.000 --> 2:13:54.000]  Even people like Charles...
[2:13:54.000 --> 2:13:55.000]  All right, so that's enough of that.
[2:13:55.000 --> 2:13:57.000]  So here's the issue on this.
[2:13:57.000 --> 2:14:02.000]  Because, you know, if Bernie Sanders wasn't such a fraud and a liar, we could actually
[2:14:02.000 --> 2:14:04.000]  have an agreement on parts of that conversation.
[2:14:04.000 --> 2:14:06.000]  Parts of that, I think it's true.
[2:14:06.000 --> 2:14:09.000]  A lot of these kids have never lived anywhere but the United States.
[2:14:09.000 --> 2:14:11.000]  You know, maybe they don't have options.
[2:14:11.000 --> 2:14:12.000]  Maybe they are contributing to society.
[2:14:12.000 --> 2:14:15.000]  So I'm not saying to deport all DACA recipients.
[2:14:15.000 --> 2:14:17.000]  In fact, I think I'd like to actually...
[2:14:17.000 --> 2:14:19.000]  And this is not a popular conservative view.
[2:14:19.000 --> 2:14:24.000]  But I would actually like to make a lot of the quote-unquote DACA recipients citizens.
[2:14:24.000 --> 2:14:26.000]  Let's have a merit-based system.
[2:14:26.000 --> 2:14:27.000]  Let's see what they're up to.
[2:14:27.000 --> 2:14:28.000]  And maybe we can make them citizens.
[2:14:28.000 --> 2:14:29.000]  But here's the thing.
[2:14:29.000 --> 2:14:31.000]  They aren't the ones that broke the law.
[2:14:31.000 --> 2:14:34.000]  Their parents came here illegally.
[2:14:34.000 --> 2:14:37.000]  So what are we just going to ignore lawbreakers now?
[2:14:37.000 --> 2:14:39.000]  Because Bernie Sanders cries moral outrage.
[2:14:39.000 --> 2:14:42.000]  A total fraud who had the election stolen from him.
[2:14:42.000 --> 2:14:47.000]  And then his supporters sued the DNC because they funded Sanders' campaign.
[2:14:47.000 --> 2:14:51.000]  And then they found out they just threw their money down the garbage because he was never really running.
[2:14:51.000 --> 2:14:56.000]  He was a stalking horse for Hillary Clinton.
[2:14:56.000 --> 2:14:58.000]  That's not a moral outrage.
[2:14:58.000 --> 2:15:07.000]  Bernie Sanders' wife under investigation for what she did working at the college that now goes under her leadership.
[2:15:07.000 --> 2:15:10.000]  How about a moral outrage there, Bernie Sanders?
[2:15:10.000 --> 2:15:15.000]  No moral outrage for Seth Rich from Bernie Sanders.
[2:15:15.000 --> 2:15:23.000]  No complete silence in response to Donna Brazil's book explaining what Hillary Clinton was doing to the DNC.
[2:15:23.000 --> 2:15:25.000]  No moral outrage there.
[2:15:25.000 --> 2:15:36.000]  However, Trump repealing DACA that has not happened, that Bernie Sanders says did happen, is a moral outrage.
[2:15:36.000 --> 2:15:44.000]  Is Bernie Sanders, I mean, what do you think Bernie Sanders IQ actually is?
[2:15:44.000 --> 2:15:50.000]  Can he be classified as, well, I mean, we'll just leave it right there, folks.
[2:15:50.000 --> 2:15:54.000]  Bernie Sanders, a total fraud.
[2:15:54.000 --> 2:15:56.000]  Fully cooked, ready to eat bacon.
[2:15:56.000 --> 2:16:01.000]  I'm talking thick meaty, center cut, presidential bacon, savory and delicious.
[2:16:01.000 --> 2:16:04.000]  I buy some, I use some, I store some.
[2:16:04.000 --> 2:16:05.000]  Awesome.
[2:16:05.000 --> 2:16:09.000]  No refrigeration needed with a 10-year shelf life, NASA PAC technology.
[2:16:09.000 --> 2:16:10.000]  Bacon.
[2:16:10.000 --> 2:16:15.000]  Fully cooked, fully hydrated, ready to eat right from the PAC bacon, or warm and served.
[2:16:15.000 --> 2:16:17.000]  Life saving, ready to eat bacon.
[2:16:17.000 --> 2:16:19.000]  10-year shelf life bacon.
[2:16:19.000 --> 2:16:24.000]  Ships free at fullycookedbacon.com, fullycookedbacon.com.
[2:16:49.000 --> 2:16:53.000]  3-4, no tax on my website, danpilla.com.
[2:17:20.000 --> 2:17:26.000]  Everyone is telling me now how much healthier I look, and I'm telling everyone how much healthier I feel.
[2:17:26.000 --> 2:17:28.000]  I recommend heart and body extract to everyone.
[2:17:28.000 --> 2:17:55.000]  Everybody over 40 in the North American continent should be using this product as a preventative to keep their cardiovascular system healthy.
[2:17:55.000 --> 2:17:58.000]  Top scientists and researchers agree.
[2:17:58.000 --> 2:18:07.000]  We are being hit by toxic weapons in the food and water supply that are making us fat, sick and stupid.
[2:18:07.000 --> 2:18:09.000]  So what do we do about it?
[2:18:09.000 --> 2:18:12.000]  Well for starters, don't just sit there and take it.
[2:18:12.000 --> 2:18:20.000]  Fight back with the all new supercharged Brain Force Plus and feel the rush without the crash.
[2:18:20.000 --> 2:18:26.000]  Brain Force Plus is the next generation of advanced neural activation and new tropics.
[2:18:26.000 --> 2:18:34.000]  And now we've added a brand new ingredient called black pepper fruit extract that gives you an added kick.
[2:18:34.000 --> 2:18:47.000]  Other ingredients include vitamin B12 and neurological tonic and cognitive enhancers that will allow you to flip the switch and supercharge your state of mind.
[2:18:47.000 --> 2:18:50.000]  It's the real deal. Brain Force Plus.
[2:18:50.000 --> 2:19:18.000]  Secure your bottle right now at infowarstore.com.
[2:19:18.000 --> 2:19:21.000]  It's essential that you purchase the products at infowarstore.com.
[2:19:21.000 --> 2:19:29.000]  I don't want to thank everybody that has, but we've got the best fluoride-free toothpaste with colloidal silver and with high quality atomic iodine in it.
[2:19:29.000 --> 2:19:31.000]  You cannot beat that for children and adults.
[2:19:31.000 --> 2:19:34.000]  We've got the best mouthwash designed by Dr. Jones.
[2:19:34.000 --> 2:19:36.000]  That's my dad with colloidal silver and iodine as well.
[2:19:36.000 --> 2:20:02.000]  You're listening to the Alex Jones show.
[2:20:06.000 --> 2:20:28.000]  The Alex Jones show because there is a war on for your mind.
[2:20:28.000 --> 2:20:30.000]  Alright, welcome back to the Alex Jones show.
[2:20:30.000 --> 2:20:36.000]  Owen Schroyer filling in today and we go back out to your calls on the phone lines.
[2:20:36.000 --> 2:20:41.000]  Let's start with Ed and Cynthia, tag teaming, calling in from New York.
[2:20:41.000 --> 2:20:42.000]  Go ahead.
[2:20:42.000 --> 2:20:43.000]  Hi, Owen.
[2:20:43.000 --> 2:20:53.000]  My friend Cynthia and I have a theory that Alex Jones and Vladimir Pugner counterparts.
[2:20:53.000 --> 2:20:54.000]  She's on the line.
[2:20:54.000 --> 2:20:56.000]  I'll let her explain it.
[2:20:56.000 --> 2:21:01.000]  Yeah, I discovered that he's 100% compatible and it's based on birthdays.
[2:21:01.000 --> 2:21:07.000]  It's astrologically like 50-50.
[2:21:07.000 --> 2:21:11.000]  It's funny when people say that he's a resident agent and I'm like, how do you know?
[2:21:11.000 --> 2:21:13.000]  He's actually way more than that.
[2:21:13.000 --> 2:21:21.000]  I looked up some database and it looks like the similarities are way more than the opposite.
[2:21:21.000 --> 2:21:26.000]  And that is exactly why he listens to the show because they're very compatible.
[2:21:26.000 --> 2:21:29.000]  And I'm like, they're together for actually a greater purpose.
[2:21:29.000 --> 2:21:33.000]  There's something more to this than just saying, oh, they know each other.
[2:21:33.000 --> 2:21:36.000]  So I'm just like amazed by this information.
[2:21:36.000 --> 2:21:40.000]  So, what information?
[2:21:40.000 --> 2:21:42.000]  That they're counterparts.
[2:21:42.000 --> 2:21:43.000]  They are 100%.
[2:21:43.000 --> 2:21:46.000]  Well, just because you say they're counterparts, that's not information.
[2:21:46.000 --> 2:21:48.000]  That's opinion.
[2:21:48.000 --> 2:21:52.000]  Well, it's based on planetary alignment.
