[00:00.000 --> 00:12.480]  We are on the March the Empire is on the run Alex Jones and the GCN radio network
[53:35.800 --> 53:39.520]  It's not other places where you had peasant classes before that never had freedom.
[53:39.520 --> 53:43.200]  We've had a taste of it, and it ain't going to be a cake walk, you bastards.
[53:43.200 --> 53:45.360]  We got 400 million guns.
[53:45.360 --> 53:48.160]  You got that through your brain?
[53:48.160 --> 53:50.960]  And oh, I know, hey, I'm not going to start anything, you're going to blow stuff up and
[53:50.960 --> 53:51.960]  blame it on us.
[53:51.960 --> 53:52.960]  I got that.
[53:52.960 --> 53:56.240]  The point is, we're not going to go into your gulag archipelago.
[53:56.240 --> 53:58.440]  We're not going to wait there cowering in fear.
[53:58.440 --> 54:01.120]  You got your homeland and all this other crud.
[54:01.120 --> 54:06.200]  Homeland security people, the capital SWAT team told us about the stand-down before the
[54:06.200 --> 54:07.200]  BBC.
[54:07.200 --> 54:12.760]  Of course, we didn't read the emails the next day, but I mean, you know, I mean, oh, your
[54:12.760 --> 54:16.280]  own capital SWAT team listens to info wars.
[54:16.280 --> 54:19.320]  You really think you're going to pull this whole thing off?
[54:19.320 --> 54:20.320]  You're done.
[54:20.320 --> 54:23.240]  We blew your operation, you bastards.
[54:23.240 --> 54:27.600]  You could take me out all day long, but see, you can't beat me because I'm committed.
[54:27.600 --> 54:30.880]  We've already blown your operation.
[54:30.880 --> 54:32.040]  You are blown.
[54:32.040 --> 54:33.880]  Oklahoma City is blown.
[54:33.880 --> 54:36.080]  Your fact that you run Al-Qaeda is blown.
[54:36.080 --> 54:40.080]  The fact that you run, I hear talk radio everywhere sounding just like this show.
[54:40.080 --> 54:43.200]  But on lithium, calmly up there saying this, it's out.
[54:43.200 --> 54:44.200]  It's over.
[54:44.200 --> 54:45.200]  The truth's out.
[54:45.200 --> 54:46.200]  Genie's out of the bottle.
[54:46.200 --> 54:47.200]  Nothing's going to save you.
[54:47.200 --> 54:48.200]  Nothing's going to help you.
[54:48.200 --> 54:49.200]  It's over.
[54:49.200 --> 54:53.040]  You might as well give up now and back off and keep all the stuff you've stolen and run
[54:53.040 --> 54:55.040]  to Switzerland.
[54:55.040 --> 54:56.040]  Or you could push it.
[54:56.040 --> 55:00.680]  And I know you will push it just like King George III and everybody else.
[55:00.680 --> 55:04.560]  But this time, you're not going to get to sit over there overseas when it's all over.
[55:04.560 --> 55:08.480]  Long after I'm deep in my grave and millions of others are, we are going to hunt you down
[55:08.480 --> 55:12.840]  and bring you to justice before grand juries and juries, just like Nuremberg.
[55:12.840 --> 55:17.480]  And you know what's going to happen in Nuremberg, too, to all the bankers and the New World Order
[55:17.480 --> 55:18.840]  heads that did this.
[55:18.840 --> 55:22.480]  You are going to be brought to justice.
[55:22.480 --> 55:23.480]  Do you understand?
[55:23.480 --> 55:28.040]  And folks, I'm not just up here putting this out as positive cheerleader talk.
[55:28.040 --> 55:32.200]  I'm not up here just saying all this because it's what I want to say and what I want to
[55:32.200 --> 55:33.200]  believe.
[55:33.200 --> 55:39.200]  I know it historically, I know it in my gut, I know it intellectually, I know it spiritually.
[55:39.200 --> 55:44.000]  If humanity decides to resist you, it's over for you.
[55:44.000 --> 55:48.760]  And this agenda 21, making us all poor, screw job is not going to fly with the American
[55:48.760 --> 55:49.760]  people.
[55:49.760 --> 55:54.720]  Not with the military, not with the police, not with your bureaucrats, not with your executives.
[55:54.720 --> 55:59.640]  Nobody wants to become impoverished serfs to a bunch of criminals.
[55:59.640 --> 56:00.640]  We're going to break in two minutes.
[56:00.640 --> 56:06.880]  Let's start the hour with calls and Johnny, Sherry, Mike, Paul, Michael, Chris, Vicki,
[56:06.880 --> 56:10.120]  Ray, Sean, Don, Robert, we'll get to all of you.
[56:10.120 --> 56:11.720]  Let's go to Chris and Bosnia.
[56:11.720 --> 56:13.080]  Go Chris, you're on the air.
[56:13.080 --> 56:15.200]  You want to talk about government shutdown.
[56:15.200 --> 56:18.600]  Hey Alex, how are you doing?
[56:18.600 --> 56:19.600]  I'm good.
[56:19.600 --> 56:20.600]  So you're an American living in Bosnia.
[56:20.600 --> 56:21.600]  Tell me about it.
[56:21.600 --> 56:26.600]  Yeah, well, you know, I just got back from a trip to Bosnia, Croatia.
[56:26.600 --> 56:30.800]  I'm a first generation American, my dad's a hundred percent Serb.
[56:30.800 --> 56:33.960]  He taught me a lot about what happened over there and what's going on there now.
[56:33.960 --> 56:39.120]  And I saw with my own eyes, not for the first time, but you know, I'm in my upper 20s now.
[56:39.120 --> 56:41.200]  And first of all, I know you're on Obamacare.
[56:41.200 --> 56:42.200]  I wanted to get to that first.
[56:42.200 --> 56:46.160]  Ted Cruz was awesome with that filibuster he had.
[56:46.160 --> 56:49.600]  The social worker that called in and said, you have a choice, quote unquote, to pay for
[56:49.600 --> 56:50.600]  health care.
[56:50.600 --> 56:55.680]  But actually, he also said it, he admitted it, but you get penalized if you do not buy
[56:55.680 --> 56:56.680]  it.
[56:56.680 --> 56:59.280]  Then what would you, what happened if you refused to pay the fine?
[56:59.280 --> 57:00.280]  I mean, it's our welling.
[57:00.280 --> 57:03.400]  You're such a mind-numb government double thinker.
[57:03.400 --> 57:05.040]  And then you still go in and get the charity care.
[57:05.040 --> 57:06.040]  Stay there.
[57:06.040 --> 57:07.040]  I'm going to come back to you.
[57:07.040 --> 57:08.040]  Second hour coming up.
[57:08.040 --> 57:09.160]  Tell your friends and family to tune in.
[57:09.160 --> 57:10.160]  Stay there.
[57:10.160 --> 57:12.200]  I'm going to come back to Chris and I'll race through calls next hour.
[57:12.200 --> 57:13.200]  I'll get to everybody.
[57:13.200 --> 57:14.400]  But, but here's the deal.
[57:14.400 --> 57:15.400]  You saw Greece.
[57:15.400 --> 57:16.400]  You saw Portugal.
[57:16.400 --> 57:17.400]  You saw these other countries.
[57:17.400 --> 57:18.400]  They hold them hostage.
[57:18.400 --> 57:20.520]  It's something you do in third world countries like Mexico.
[57:20.520 --> 57:23.680]  We're going to cut the water off if you don't accept higher taxes.
[57:23.680 --> 57:25.440]  That's all government shutdown is.
[57:25.440 --> 57:26.440]  It's totally staged.
[57:26.440 --> 57:30.520]  They say it's going to save our credit while they're deliberately wrecking it.
[57:30.520 --> 57:33.960]  This is how they conquer you is economically.
[57:33.960 --> 57:35.200]  This is globalism.
[57:35.200 --> 57:36.640]  This is new world order.
[57:36.640 --> 57:37.880]  Admit we were right.
[57:37.880 --> 57:39.640]  Admit Ron Paul was right.
[57:39.640 --> 57:40.800]  Become an American.
[57:40.800 --> 57:42.000]  Become a patriot.
[57:42.000 --> 57:43.000]  Wake up.
[57:43.000 --> 57:44.000]  We can stop these people.
[57:44.000 --> 57:51.200]  But you've got to admit we're under attack to do it.
[57:51.200 --> 57:53.880]  Protecting your home with a security system is a must.
[57:53.880 --> 57:57.840]  But when it comes to protecting your family, your home and belongings, there's no need
[57:57.840 --> 58:00.120]  to sign a long term contract.
[58:00.120 --> 58:05.320]  Listen, there is some real scum in the alarm business cashing in by locking you into long
[58:05.320 --> 58:09.360]  punishing contracts, not with simply safe home security.
[58:09.360 --> 58:10.640]  They're the good guys.
[58:10.640 --> 58:13.880]  You can trust simply safe to protect your family.
[58:13.880 --> 58:18.240]  Simply safe was created by a Harvard Business School engineer and it's revolutionary.
[58:18.240 --> 58:21.760]  You'll get 24 hour protection for just $14.99 a month.
[58:21.760 --> 58:24.720]  There are no hidden fees and no contracts.
[58:24.720 --> 58:29.640]  You'll save thousands plus you're protected by their 100% money back guarantee.
[58:29.640 --> 58:32.840]  Protect yourself against home invasions and break-ins.
[58:32.840 --> 58:39.320]  Order your simply safe system now and receive a wireless key chain remote, a $25 gift, free.
[58:39.320 --> 58:42.520]  So don't waste your time dealing with scum.
[58:42.520 --> 58:50.240]  Visit GetSimplySafe.com GetSimplySafe.com GetSimplySafe.com
[58:50.240 --> 58:54.960]  Why does the United States spend the largest percentage of GDP in the world on healthcare?
[58:54.960 --> 58:58.000]  Why do we have the highest cancer rates on the planet?
[58:58.000 --> 59:03.560]  The highest rates of diabetes, autism and every other major disease.
[59:03.560 --> 59:05.520]  It all comes down to one thing.
[59:05.520 --> 59:07.160]  We are what we eat.
[59:07.160 --> 59:11.800]  Our food is devoid of nutrition and processed with poisons and additives.
[59:11.800 --> 59:16.040]  Our water is filled with toxic poisons and big pharma runoff.
[59:16.040 --> 59:18.600]  All of this has been engineered by design.
[59:18.600 --> 59:23.480]  We can turn the tide against the eugenicist by giving ourselves the nutrients our body
[59:23.480 --> 59:24.800]  desperately needs.
[59:24.800 --> 59:27.760]  To learn more visit infowarshealth.com.
[59:27.760 --> 59:32.600]  The site is literally packed with audio and video featuring top health professionals who
[59:32.600 --> 59:34.840]  don't bow down to big pharma.
[59:34.840 --> 59:38.720]  The fight against the new world order starts with you and you can't stand against the
[59:38.720 --> 59:42.760]  machine of your sick, tired and obese when you visit infowarshealth.com.
[59:42.760 --> 59:48.000]  Be sure and check out the catalog with nearly 400 life-changing products and get free shipping
[59:48.000 --> 59:51.400]  when you shine up for auto-ship.
[59:51.400 --> 59:55.080]  Coast to coast, direct from Austin.
[59:55.080 --> 01:00:02.040]  You're listening to the Alex Jones Broadcasting Network.
[01:00:02.040 --> 01:00:08.600]  From his central Texas command center deep behind enemy lines, the information war continues.
[01:00:08.600 --> 01:00:14.120]  It's Alex Jones and the GCN radio network.
[01:00:14.120 --> 01:00:15.840]  I don't mean to go wild on air.
[01:00:15.840 --> 01:00:20.640]  I just think about how hardcore criminals are taking over, arming to the teeth against
[01:00:20.640 --> 01:00:26.440]  us, preparing for war against people, badmouthing the founding fathers and army training manuals.
[01:00:26.440 --> 01:00:30.840]  It's Twilight Zone and I'm not going to sit here and go along with it.
[01:00:30.840 --> 01:00:31.840]  I'm done.
[01:00:31.840 --> 01:00:32.840]  I'm all in.
[01:00:32.840 --> 01:00:35.160]  And let me tell you, when you go all into something, it's energizing.
[01:00:35.160 --> 01:00:36.160]  I can't help it.
[01:00:36.160 --> 01:00:40.280]  I feel like I could take like 20 people on, folks.
[01:00:40.280 --> 01:00:44.920]  And I just wish other people had the animating spirit of liberty and I know that spirit's
[01:00:44.920 --> 01:00:45.920]  fitting to rise.
[01:00:45.920 --> 01:00:46.920]  Let's go back to the calls.
[01:00:46.920 --> 01:00:47.920]  I said, I'd shut up.
[01:00:47.920 --> 01:00:49.440]  Just shut up, Alex.
[01:00:49.440 --> 01:00:53.760]  Chris and Bosni, if you want to finish your point, you want to talk about Obamacare, go
[01:00:53.760 --> 01:00:54.760]  ahead.
[01:00:54.760 --> 01:00:56.680]  Oh, Alex, you got my blood boiling, man.
[01:00:56.680 --> 01:01:01.320]  I got that herb and American blood mixed together just that feeling of independence,
[01:01:01.320 --> 01:01:02.320]  you know.
[01:01:02.320 --> 01:01:06.280]  But a lot of people, you're probably aware of this, but a lot of listeners might not
[01:01:06.280 --> 01:01:12.440]  know that in Bosnia-Hertukovina, it's called the Republic of Serbia, the north and southern
[01:01:12.440 --> 01:01:18.000]  parts of Bosnia-Hertukovina, connected by an eastern slit that's on the border of western
[01:01:18.000 --> 01:01:19.000]  Serbia.
[01:01:19.000 --> 01:01:22.800]  It is an actual political entity of itself.
[01:01:22.800 --> 01:01:27.080]  You're not going to see it on the map, but through the Dayton Agreement in 1995, where
[01:01:27.080 --> 01:01:29.800]  Clinton, Milosevic, Bosnian leaders, and Korea...
[01:01:29.800 --> 01:01:35.920]  Yeah, it's Kosovo in that whole area where the Muslim invasions were stopped and underclinted
[01:01:35.920 --> 01:01:39.680]  and now they're trying to give it to the Muslims and not even against the Muslims, but it shows
[01:01:39.680 --> 01:01:44.120]  how the globalists will work with the Communist Chinese, the Muslim extremists, anybody to
[01:01:44.120 --> 01:01:45.640]  bring down sovereign countries.
[01:01:45.640 --> 01:01:47.600]  And I don't have a drop of Serb blood in me.
[01:01:47.600 --> 01:01:51.240]  I'd be proud if I did, because there are people that have fought against a lot of evil.
[01:01:51.240 --> 01:01:54.960]  The point is, is that you guys have had the whole world gang up on you, and then when
[01:01:54.960 --> 01:02:00.560]  you defend yourselves, they call you terrorist, and it's the same thing with Assad right now,
[01:02:00.560 --> 01:02:01.560]  fighting Al Qaeda.
[01:02:01.560 --> 01:02:06.560]  Yeah, and you know, the interesting thing is my mom and my dad, I remember growing up,
[01:02:06.560 --> 01:02:10.160]  they almost got divorced over fighting over this stuff, because my mom was watching all
[01:02:10.160 --> 01:02:14.480]  the mainstream media, like those basically backing all the Muslims and stuff.
[01:02:14.480 --> 01:02:19.240]  And you know, but like I said, it's not that the Serbs are all good either.
[01:02:19.240 --> 01:02:21.120]  I mean, they committed war atrocities as well.
[01:02:21.120 --> 01:02:22.120]  No, no, no, no.
[01:02:22.120 --> 01:02:29.000]  Listen, with the UN's own report in what 1997 said, double the attacks by Croats and Muslims,
[01:02:29.000 --> 01:02:30.000]  the number.
[01:02:30.000 --> 01:02:31.000]  It is a dirty war.
[01:02:31.000 --> 01:02:32.280]  There were atrocities on both sides.
[01:02:32.280 --> 01:02:33.360]  I'm not Muslim.
[01:02:33.360 --> 01:02:34.640]  I'm not Croat.
[01:02:34.640 --> 01:02:35.640]  I'm not Serb.
[01:02:35.640 --> 01:02:40.560]  I just, I studied it, and they started the war with the Serbs.
[01:02:40.560 --> 01:02:44.800]  I mean, it's just, look, whoever starts the war is in the wrong.
[01:02:44.800 --> 01:02:48.960]  If I do horrible things to you once you start the war with me, it doesn't matter, under
[01:02:48.960 --> 01:02:53.200]  common law and common sense, and international law, it's on you.
[01:02:53.200 --> 01:02:55.200]  Do you understand that?
[01:02:55.200 --> 01:03:03.480]  Let me tell you what I saw over there, a lot of people think, oh, there's no Jim, no McDonald's,
[01:03:03.480 --> 01:03:06.840]  no Burger King, no Kentucky Fried Chicken, nothing.
[01:03:06.840 --> 01:03:09.360]  Everyone has its own vegetable garden.
[01:03:09.360 --> 01:03:10.360]  Every single house.
[01:03:10.360 --> 01:03:11.360]  The houses are pretty nice.
[01:03:11.360 --> 01:03:14.360]  When you get there, we touch down and drive.
[01:03:14.360 --> 01:03:19.080]  And you had your own power plants and your own factories making cars and aircraft, and
[01:03:19.080 --> 01:03:20.480]  the globalists hated it.
[01:03:20.480 --> 01:03:23.120]  Yeah, there's beautiful women everywhere.
[01:03:23.120 --> 01:03:26.880]  We were going on hikes, and my dad's on land, I mean, he's got a house out there in the
[01:03:26.880 --> 01:03:31.320]  country, and there's, let me tell you this, when we touched down in Germany and we were
[01:03:31.320 --> 01:03:37.760]  driving, we got a car with a navigation system, once we got into Bosnia, we were on non-digitized
[01:03:37.760 --> 01:03:38.760]  roads.
[01:03:38.760 --> 01:03:43.840]  The navigation system was like, oh, please enter, I'm not on a digital...
[01:03:43.840 --> 01:03:47.320]  No, I know, Serbia is one of the few places you could run in the New World Order or what's
[01:03:47.320 --> 01:03:48.320]  left of it.
[01:03:48.320 --> 01:03:50.240]  I know it's been politically taken over.
[01:03:50.240 --> 01:03:55.040]  And they've used government shutdowns over there to take it over politically, correct?
[01:03:55.040 --> 01:04:00.320]  Well, yeah, I mean, it is socialized health care over there, and people don't make much
[01:04:00.320 --> 01:04:05.520]  money, and I think, you know, they really, literally in the mid-90s, they made a win
[01:04:05.520 --> 01:04:09.160]  in there, and they knew that they were going to set up that whole European economic bloc,
[01:04:09.160 --> 01:04:13.320]  and they wanted to make it easier to split up that country, Yugoslavia, which they knew
[01:04:13.320 --> 01:04:17.080]  they weren't going to be able to take the whole country into the EU as a whole.
[01:04:17.080 --> 01:04:19.480]  Well, I mean, you know, take the Serbs, take the Serbs.
[01:04:19.480 --> 01:04:23.600]  They saved Madeline Albright's family from the Nazis.
[01:04:23.600 --> 01:04:27.040]  The Serbs were one of the only groups the Nazis couldn't fully conquer.
[01:04:27.040 --> 01:04:30.720]  And then how did she repay Belgrade bombing your entire infrastructure with DU?
[01:04:30.720 --> 01:04:33.000]  I mean, that's what I mean.
[01:04:33.000 --> 01:04:36.640]  And then they shot fake video of concentration camp victims to blame the Serbs.
[01:04:36.640 --> 01:04:37.880]  I mean, it's just unbelievable.
[01:04:37.880 --> 01:04:42.560]  And then I've been threatened repeatedly by Croats and Muslims for being pro-Serb.
[01:04:42.560 --> 01:04:43.560]  I'm not pro-Serb.
[01:04:43.560 --> 01:04:46.040]  I'm sure Serbs did bad stuff to you, too.
[01:04:46.040 --> 01:04:49.280]  The point is, is that the whole world ganged up on the Serbs.
[01:04:49.280 --> 01:04:50.280]  God bless you.
[01:04:50.280 --> 01:04:51.280]  I'm going to go to everybody.
[01:04:51.280 --> 01:04:52.280]  We're back in 60 seconds.
[01:04:52.280 --> 01:04:53.280]  Stay with us.
[01:04:53.280 --> 01:04:54.280]  We're going to cover it all.
[01:04:54.280 --> 01:04:57.280]  I work for underdogs, folks.
[01:04:57.280 --> 01:04:58.280]  I'm sorry.
[01:04:58.280 --> 01:04:59.280]  Introducing Pro-1.
[01:04:59.280 --> 01:05:05.200]  All of your filtration in one system, portable on the go.
[01:05:05.200 --> 01:05:09.760]  No more do you have two or three filters to just reduce sodium fluoride.
[01:05:09.760 --> 01:05:15.200]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosilicic
[01:05:15.200 --> 01:05:16.200]  acid.
[01:05:16.200 --> 01:05:20.840]  Advanced manufacturing technology combines silver impregnated white ceramic with new
[01:05:20.840 --> 01:05:25.800]  aqua medics advanced media for removal of fluoride and other heavy metals, all in one
[01:05:25.800 --> 01:05:26.800]  filter element.
[01:05:26.800 --> 01:05:29.680]  It is the only one that does it and out of the gates.
[01:05:29.680 --> 01:05:33.360]  We have it discounted at 10% off with promo code water.
[01:05:33.360 --> 01:05:40.840]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines,
[01:05:40.840 --> 01:05:46.480]  ammonia and chlorine, hydrofluorosilic acid, the most common form of fluoride not covered
[01:05:46.480 --> 01:05:50.720]  by other fluoride filter brands, and sodium hexafluorosilicate.
[01:05:50.720 --> 01:05:58.720]  Get your Pro Pure with a new Pro-1 filter today at mfolwarstore.com or by calling 888-253-3139.
[01:05:58.720 --> 01:06:12.880]  In the councils of government, we must guard against the acquisition of unwarranted influence,
[01:06:12.880 --> 01:06:17.720]  whether sought or unsought, by the military industrial commemoration.
[01:06:17.720 --> 01:06:22.720]  In Dallas, Texas, three shots were fired at President Kennedy's motorcade in downtown Dallas.
[01:06:22.720 --> 01:06:28.720]  The first reports say that President Kennedy has been seriously wounded by this shooting.
[01:06:28.720 --> 01:06:31.720]  It is a big idea.
[01:06:31.720 --> 01:06:33.720]  A new world order.
[01:06:33.720 --> 01:06:39.720]  It was almost as if we were planned in place.
[01:06:39.720 --> 01:06:43.720]  It's just pancake.
[01:06:43.720 --> 01:06:50.720]  Either you were with us, or you were with the terrorists.
[01:06:50.720 --> 01:07:05.720]  I also believe a lot of gun owners would agree that AK-47s belong in hands of soldiers not
[01:07:05.720 --> 01:07:10.720]  in the hands of criminals.
[01:07:10.720 --> 01:07:18.720]  For many of the police and guard troops, it is an uncomfortable job to do this in an
[01:07:18.720 --> 01:07:19.720]  American city.
[01:07:19.720 --> 01:07:20.720]  Global governance at last.
[01:07:20.720 --> 01:07:21.720]  Is it one world?
[01:07:21.720 --> 01:07:23.720]  The central bank is in charge.
[01:07:23.720 --> 01:07:27.720]  But are we all just living and dying for what the central banks do?
[01:07:27.720 --> 01:07:33.720]  And for me, give me liberty or give me death!
[01:07:33.720 --> 01:07:39.720]  Live from the Infowars.com studios, it's Alex Jones.
[01:07:39.720 --> 01:07:41.720]  It's not going to work here.
[01:07:41.720 --> 01:07:46.720]  It might have worked in Nazi Germany, Soviet Russia, communist China where people had come
[01:07:46.720 --> 01:07:50.720]  from basically peasant classes that were always feudal serfs and used to following orders.
[01:07:50.720 --> 01:07:52.720]  Our ancestors came here to this republic.
[01:07:52.720 --> 01:07:56.720]  They weren't perfect because they didn't want to be slaves.
[01:07:56.720 --> 01:07:58.720]  They came here because they wanted to be free.
[01:07:58.720 --> 01:08:01.720]  And the tyranny of the new world order is not going to work here.
[01:08:01.720 --> 01:08:03.720]  Let's go directly to your phone calls on Obamacare.
[01:08:03.720 --> 01:08:09.720]  Johnny, Sherry, Mike, Paul, Michael, Vicki, Ray, Don, Robert.
[01:08:09.720 --> 01:08:13.720]  We're going to get to all of you and more now in rapid succession.
[01:08:13.720 --> 01:08:16.720]  Johnny and Canada, you're on the air.
[01:08:16.720 --> 01:08:19.720]  Alex, what the hell are you doing, man?
[01:08:19.720 --> 01:08:21.720]  Broadcast in Worldwide, buddy.
[01:08:21.720 --> 01:08:23.720]  Yeah, I know that.
[01:08:23.720 --> 01:08:37.720]  But I'm saying it's time to take the proverbial boot and plant it between the glutials of the people who are screwing us.
[01:08:37.720 --> 01:08:38.720]  You know?
[01:08:38.720 --> 01:08:41.720]  I mean, enough is enough.
[01:08:41.720 --> 01:08:43.720]  We know what's going on.
[01:08:43.720 --> 01:08:45.720]  We know what's happening.
[01:08:45.720 --> 01:08:47.720]  It's time to act.
[01:08:47.720 --> 01:08:56.720]  But I understand that you don't want to be, how can I say, kind of physical in the afternoon?
[01:08:56.720 --> 01:08:57.720]  Hold on.
[01:08:57.720 --> 01:08:58.720]  Let me say it this way.
[01:08:58.720 --> 01:08:59.720]  Look, the feds are on record.
[01:08:59.720 --> 01:09:00.720]  We even know the names of who did it.
[01:09:00.720 --> 01:09:02.720]  Blowing up Oklahoma City to blame it on patriots.
[01:09:02.720 --> 01:09:04.720]  We're winning the Info War.
[01:09:04.720 --> 01:09:06.720]  Harry Reid admits that we never played the clip.
[01:09:06.720 --> 01:09:07.720]  Cue that up.
[01:09:07.720 --> 01:09:08.720]  That the Tea Party is running the country.
[01:09:08.720 --> 01:09:10.720]  We're starting to turn things around.
[01:09:10.720 --> 01:09:12.720]  The last thing we want is violence.
[01:09:12.720 --> 01:09:13.720]  Don't worry.
[01:09:13.720 --> 01:09:16.720]  They're going to start it because they're losing the fight peacefully.
[01:09:16.720 --> 01:09:18.720]  They want a physical operation.
[01:09:18.720 --> 01:09:22.720]  I get the fact that we have a right to defend ourselves, but I'm not going to offensively start something.
[01:09:22.720 --> 01:09:24.720]  Who do you offensively start it with?
[01:09:24.720 --> 01:09:28.720]  It's a big corrupt philosophy we're fighting.
[01:09:28.720 --> 01:09:29.720]  No, no, no, no, no.
[01:09:29.720 --> 01:09:31.720]  I'm not talking about that.
[01:09:31.720 --> 01:09:33.720]  I'm saying enough is enough.
[01:09:33.720 --> 01:09:38.720]  And we have to speak out loudly enough and say, listen, we know the game.
[01:09:38.720 --> 01:09:40.720]  We know what's going on.
[01:09:40.720 --> 01:09:43.720]  We're not falling for it anymore.
[01:09:43.720 --> 01:09:44.720]  Right?
[01:09:44.720 --> 01:09:49.720]  And once we have enough people to understand that, then we can say no.
[01:09:49.720 --> 01:09:56.720]  And the thing is, if these corporations and all these big organizations, they all deal
[01:09:56.720 --> 01:09:58.720]  with profit margins, right?
[01:09:58.720 --> 01:10:02.720]  Well, we start voting with our dollars.
[01:10:02.720 --> 01:10:04.720]  I mean, I'm calling from Canada.
[01:10:04.720 --> 01:10:10.720]  In Canada, we are already occupied, controlled, and dominated.
[01:10:10.720 --> 01:10:15.720]  So we've lost all freedom and liberty up here.
[01:10:15.720 --> 01:10:20.720]  And we pray for the basic liberties that you have in America.
[01:10:20.720 --> 01:10:27.720]  We look forward to you as the epitome of free society in the world.
[01:10:27.720 --> 01:10:28.720]  Well, let me say this real quick, brother.
[01:10:28.720 --> 01:10:30.720]  Let me break this down for you.
[01:10:30.720 --> 01:10:36.720]  You have a quasi-socialist system, and I know people say it has a lot of problems like England.
[01:10:36.720 --> 01:10:38.720]  This is even worse here.
[01:10:38.720 --> 01:10:40.720]  This is like a fascist system.
[01:10:40.720 --> 01:10:43.720]  But what does Canadian health care like, briefly?
[01:10:43.720 --> 01:10:50.720]  Canadian health care is, oh, man, I have to wait.
[01:10:50.720 --> 01:10:52.720]  I'm a chef part-time, right?
[01:10:52.720 --> 01:10:53.720]  I cut my finger.
[01:10:53.720 --> 01:10:55.720]  I had to wait six hours.
[01:10:55.720 --> 01:10:59.720]  And I had to tell the doctor to put three stitches into my hand.
[01:10:59.720 --> 01:11:01.720]  Unbelievable.
[01:11:01.720 --> 01:11:03.720]  Unbelievable.
[01:11:03.720 --> 01:11:04.720]  I hear you.
[01:11:04.720 --> 01:11:05.720]  Thank you for the call.
[01:11:05.720 --> 01:11:07.720]  Yeah, I watched C-SPAN's, The Provincer's Questions.
[01:11:07.720 --> 01:11:12.720]  They wait like a year and a half for brain surgery, where it's inoperable if you wait six months.
[01:11:12.720 --> 01:11:16.720]  I mean, Paul Watson, one of our top writers, one of our great researchers and journalist,
[01:11:16.720 --> 01:11:20.720]  he had a cold for a month, and he had to get permission to go to a private doctor.
[01:11:20.720 --> 01:11:24.720]  They wouldn't give him at the National Health Service any antibiotics or anything.
[01:11:24.720 --> 01:11:26.720]  I mean, he literally couldn't work for weeks.
[01:11:26.720 --> 01:11:27.720]  He was like, I'm desperate, Alex.
[01:11:27.720 --> 01:11:29.720]  They won't let me go see a doctor.
[01:11:29.720 --> 01:11:30.720]  I was like, we've got to move to America.
[01:11:30.720 --> 01:11:35.720]  And he finally threw a fit, and they let him go see a private doctor to pay exorbitant money just to get antibiotics.
[01:11:35.720 --> 01:11:39.720]  You can't even get vitamins in most European countries now under Codex Alimentarius,
[01:11:39.720 --> 01:11:46.720]  which just means the vitamin code in Latin because the globalists don't want you having access to your own treatments and things.
[01:11:46.720 --> 01:11:47.720]  That's incredible.
[01:11:47.720 --> 01:11:52.720]  Let's go to Sherry in West Austin a little bit closer than Canada or Bosnia or Serbia.
[01:11:52.720 --> 01:11:53.720]  You're on the air.
[01:11:53.720 --> 01:11:54.720]  Go ahead, Sherry.
[01:11:54.720 --> 01:11:55.720]  Thank you, Alex.
[01:11:55.720 --> 01:11:57.720]  Listen, I think that people can turn things around.
[01:11:57.720 --> 01:12:03.720]  I feel very positive about it because I think we're embarking on big pharma care, not Obamacare.
[01:12:03.720 --> 01:12:07.720]  Obamacare, to me, is just another control button to push.
[01:12:07.720 --> 01:12:13.720]  Sure, he's a front man, and it is big pharma insurance care to control what they give us through government,
[01:12:13.720 --> 01:12:16.720]  to get rid of doctors making the decisions and patients making the decisions.
[01:12:16.720 --> 01:12:20.720]  But do we go with what Mitch McConnell said and let it go ahead and go through?
[01:12:20.720 --> 01:12:25.720]  We fought it, let it go through, and then let them get the blame?
[01:12:25.720 --> 01:12:30.720]  Or my concern is they'll just fully implode the system and bring in pure collectivization.
[01:12:30.720 --> 01:12:34.720]  Well, first of all, I think this is a step in a process.
[01:12:34.720 --> 01:12:37.720]  I don't believe in too big to fail.
[01:12:37.720 --> 01:12:38.720]  I don't think there's such a thing.
[01:12:38.720 --> 01:12:40.720]  All you have to do is avoid them.
[01:12:40.720 --> 01:12:47.720]  And if this is a necessary step, if we're going to get our health care off of a stock exchange,
[01:12:47.720 --> 01:12:50.720]  this is where the control is.
[01:12:50.720 --> 01:12:54.720]  We can't have socialism in America.
[01:12:54.720 --> 01:12:55.720]  We don't have it.
[01:12:55.720 --> 01:12:56.720]  We never will have it.
[01:12:56.720 --> 01:13:00.720]  So we do have socialism for the big banks and the ultra rich who get government contracts
[01:13:00.720 --> 01:13:06.720]  and whose profits are guaranteed and socialized, but then they make the debts public.
[01:13:06.720 --> 01:13:08.720]  We get the corporate screw-ups.
[01:13:08.720 --> 01:13:10.720]  We get the corporate debts.
[01:13:10.720 --> 01:13:14.720]  I know you're coming from Alex, and I agree with you totally.
[01:13:14.720 --> 01:13:18.720]  But the way our system is, we've got to see big pharma collapse.
[01:13:18.720 --> 01:13:20.720]  It's all got to collapse.
[01:13:20.720 --> 01:13:21.720]  They're going to try to...
