[00:00.000 --> 00:20.000]  Music
[1:44:00.820 --> 1:44:06.740]  when the vice if the vice president received those electors from the states that are in
[1:44:06.740 --> 1:44:12.660]  contest the six states and then potentially seven with new mexico he by not denying it
[1:44:13.300 --> 1:44:18.100]  accepted those slates of electors because in the us code title three of the us code section
[1:44:18.100 --> 1:44:24.020]  um i can't recall right now i think it's in 15 or an earlier section says that on this on the fourth
[1:44:24.020 --> 1:44:31.060]  wednesday of december it's incumbent upon the vice president to send a message to the secretaries
[1:44:31.060 --> 1:44:39.140]  of state of states that did not send a legitimate legal slate of electors so he had the opportunity
[1:44:39.140 --> 1:44:45.060]  to use what's known as the pence card you know version a or the first one and by doing so that
[1:44:45.060 --> 1:44:50.900]  launched a couple lawsuits that became ripe against him so amistad filed the lawsuit the day prior
[1:44:50.900 --> 1:44:56.020]  but it wasn't ripe in my opinion uh based on my legal analysis until the vice president
[1:44:56.020 --> 1:45:02.180]  refused to do anything on the 23rd so then on the 24th new year's eve is when that lawsuit
[1:45:02.180 --> 1:45:09.060]  became uh ripe and he is now a defendant in that case and that's essentially saying that he was
[1:45:09.060 --> 1:45:15.140]  complicit in violating the constitution because the states violated the constitution's article
[1:45:15.140 --> 1:45:21.060]  two section one clause two by not running their election according to how the legislature there
[1:45:21.060 --> 1:45:27.460]  of of that state wanted to run it and additionally they violated the 14th amendment of all the folks
[1:45:27.460 --> 1:45:33.700]  that uh voted legally by allowing all these fraudulent votes to be counted as part of the uh
[1:45:33.700 --> 1:45:38.340]  the bottom line and it's at the precedent it set the precedent they're now saying in georgia
[1:45:38.340 --> 1:45:42.420]  they're gonna just keep doing it forever now so so by the supreme court not acting by pence not
[1:45:42.420 --> 1:45:50.900]  acting they're just they're just bullying ahead with this takeover right so now you have a lawsuit
[1:45:50.900 --> 1:45:57.140]  by louis gomer in addition to that previous lawsuit that talks about he is arguing that title
[1:45:57.140 --> 1:46:03.940]  three of the us code sections five and fifteen are in violation of the 12th amendment let me
[1:46:03.940 --> 1:46:11.300]  break that down real quick so the 12th amendment articulates on how a president is selected in the
[1:46:11.300 --> 1:46:17.140]  joint session of congress and it's done in a manner where if no if no one gets 200 in this
[1:46:17.140 --> 1:46:23.300]  case 270 a majority of electors that are selected by the states and transmitted to the congress
[1:46:23.860 --> 1:46:29.060]  then you go to what's known as a contingent vote so let's assume that either the states pull back
[1:46:29.060 --> 1:46:32.740]  on their electors and that there's different variations to this it's a little more nuanced
[1:46:32.740 --> 1:46:38.180]  that we can cover in the next five minutes but if there's a if no one gets a majority
[1:46:38.180 --> 1:46:45.940]  then louis gomer is arguing that it has to go to a contingent style election in the house meaning
[1:46:45.940 --> 1:46:52.900]  one state one vote and under that construct republicans have the majority at least 26 states as
[1:46:52.900 --> 1:46:58.420]  it currently stands there's still some contests going on in different states that may keep it at
[1:46:58.420 --> 1:47:04.500]  26 or bring it up to 20 states either way the republicans have the majority in the 117 congress
[1:47:04.500 --> 1:47:13.060]  that sworn in at noon on the third so title three says if there is a contest it goes to what the
[1:47:13.060 --> 1:47:19.540]  governor certifies under i think it's title three usc section five so the tide break if you will
[1:47:19.540 --> 1:47:26.180]  if there's an objection that's made between the senate and the house for these electors and the
[1:47:26.180 --> 1:47:31.220]  senate rules that they're gonna decline those states electors and the house rules that they're
[1:47:31.220 --> 1:47:35.780]  gonna accept them meaning the biden ones coming from these six states who deals with that tie
[1:47:35.780 --> 1:47:40.500]  break of the two houses not agreeing whether to accept or reject those electoral slate that
[1:47:40.500 --> 1:47:48.020]  electoral slate title three says it goes to the governor's certification gomer saying that that
[1:47:48.020 --> 1:47:53.220]  is unconstitutional to the 12th amendment the fifth due process causing a couple other things
[1:47:53.220 --> 1:47:57.220]  because that takes us back to the governor's agreeing to the fake mail-in ballots with the
[1:47:57.220 --> 1:48:04.100]  democrats in the consent forms and we're right back again the legislature being cut out right
[1:48:04.100 --> 1:48:09.860]  so that is a great and brilliant argument the two things i'll say my argument that i put out
[1:48:09.860 --> 1:48:15.860]  on the 23rd was that and i've subsequently created a four page memo with analysis of these
[1:48:15.860 --> 1:48:20.980]  particular sections and the 12th amendment is that the vice president in his power as the
[1:48:20.980 --> 1:48:26.500]  presiding officer can at that point say you know what since there's a conflict in the house and the
[1:48:26.500 --> 1:48:31.780]  senate on objecting to these electoral slates i decide that the tie break is going to go to the
[1:48:31.780 --> 1:48:37.620]  house under the 12th amendments one state one vote rule and after that vote assuming everyone
[1:48:37.620 --> 1:48:43.700]  votes on party line they come in agreement and they agree to reject these states electors bringing
[1:48:44.420 --> 1:48:50.420]  everyone below 270 threshold and then triggering the seventh if you will if you if they only reject
[1:48:50.420 --> 1:48:57.300]  six of these states then the seventh overarching vote to determine who the president is we'll go
[1:48:57.300 --> 1:49:02.260]  to the 12th amendment one state one vote ruling all right i'm gonna stay right here do five more
[1:49:02.260 --> 1:49:08.980]  minutes with us because you've got the memos they're on your twitter account rakelin at rakelin r a i k l i n
[1:49:10.420 --> 1:49:14.580]  everybody needs to retweet it the president we need to write an article about it your abs we need
[1:49:14.580 --> 1:49:18.660]  to take this interview where we explain what eas is because the lefts can act like this is totally
[1:49:18.660 --> 1:49:23.460]  insane a martial law no they have illegally you sir yeah they're using it other than the national
[1:49:23.460 --> 1:49:28.740]  address which you know biden's gonna end up using the and the president has this power people think
[1:49:28.740 --> 1:49:34.340]  it's abuse they try to impeach him he has the power he needs to use it uh biden is a chi-com agent
[1:49:34.340 --> 1:49:39.460]  there is no other way it is now time to do it back in just about two minutes with ivan rakelin
[1:49:39.460 --> 1:49:44.980]  and we'll talk about what else the president could do because biden clearly stole this okay but it's
[1:49:44.980 --> 1:49:52.420]  worse than that but it's worse than that because he's a chi-com agent so it doesn't matter one
[1:49:52.420 --> 1:49:57.220]  way or the other this is a takeover and they're planning another lockdown this is totally insane
[1:49:57.220 --> 1:50:02.740]  now briefly we're funded by lister's support we bring you great products so that you want to
[1:50:02.740 --> 1:50:08.340]  order them again this was a best-seller it's been sold out for three four months activated charcoal
[1:50:08.340 --> 1:50:16.020]  non fluoride non-aspartame concentrated toothpaste developed by my dad he's a dentist it's excellent
[1:50:16.020 --> 1:50:24.260]  it's extremely high quality it's available at infowarstore.com 25% off sold out for months
[1:50:24.260 --> 1:50:28.660]  and then pollen block this was developed in france they discovered people that ate these
[1:50:28.660 --> 1:50:33.380]  certain type of quell eggs they had a certain diet didn't have as bad an allergies uh and it's
[1:50:33.380 --> 1:50:37.300]  it's well known as document there's major studies out on it it works for most people doesn't work
[1:50:37.300 --> 1:50:42.100]  for everybody for for me it works better than you know antihistamines and things it's been
[1:50:42.100 --> 1:50:48.580]  sold out for eight months because of the covid lockdowns in europe we couldn't get it but now
[1:50:48.580 --> 1:50:53.780]  we got a part of the shipment we put in like 10 11 months ago but we've been sold out for
[1:50:53.780 --> 1:50:58.660]  for eight months a limited supply i know it's very popular people love it it's back in stock
[1:50:58.660 --> 1:51:05.460]  pollen block infowarstore.com what else is back winter sun vitamin d3 with vitamin k taken under
[1:51:05.460 --> 1:51:10.180]  the tongue it's essential for all your body's metabolic systems it's particularly your immune
[1:51:10.180 --> 1:51:15.940]  system everybody needs to be on vitamin d3 supplementation children adults especially
[1:51:15.940 --> 1:51:20.340]  old people take it under the tongue for better absorption or just drink it down naturally taste
[1:51:20.340 --> 1:51:28.420]  sweet uh that is winter sun 50 percent off infowarstore.com so pollen block the activated
[1:51:28.420 --> 1:51:33.940]  charcoal toothpaste from dr jones naturals and more all back in stock at infowarstore.com
[1:51:33.940 --> 1:51:42.740]  we'll be right back stay with us the year 2021 is almost here and so we're launching our new
[1:51:42.740 --> 1:51:48.420]  year's specials right now we've got two different big sales we've got supermelt vitality turbo force
[1:51:48.420 --> 1:51:54.340]  and ultra 12 part of the new year's resolution energized pack 40 percent off we've got bodies
[1:51:54.340 --> 1:51:59.620]  vaso beats and knockout part of the new year's resolution revitalized pack at 40 percent off
[1:51:59.620 --> 1:52:05.860]  but if you get both of these packs together they are 60 off with free shipping and double
[1:52:05.860 --> 1:52:10.740]  patriot points the best deal ever i want to thank you all for your support and encourage you to go
[1:52:10.740 --> 1:52:15.780]  to infowarstore.com today and take advantage of this and you can't lose because it funds the info
[1:52:15.780 --> 1:52:21.380]  war again get the great products infowarstore.com and fund the second american revolution worldwide
[1:52:21.380 --> 1:52:28.020]  at a time that it's more critical than ever again the year 2021 is here and i am committed to you
[1:52:28.020 --> 1:52:32.580]  to fight against the globalist harder than ever so thank you so much for keeping info wars in the
[1:52:32.580 --> 1:52:41.220]  fight without your support we couldn't do any of it not a secret why and left us controlled
[1:52:41.220 --> 1:52:46.020]  cities all over the world not just the us they encourage people to live in tents cities is
[1:52:46.020 --> 1:52:51.300]  homeless and to use drugs and alcohol and engage in petty crime it's because the globalist admit
[1:52:51.300 --> 1:52:57.700]  under agenda 21 agenda 2030 of course the great reset they want to lower expectations they don't
[1:52:57.700 --> 1:53:01.140]  want you to think of having sanitary systems everywhere they don't want you to think of a
[1:53:01.140 --> 1:53:05.140]  civilization that gets better they want you to think of civilization that gets progressively
[1:53:05.140 --> 1:53:11.300]  worse the globalist fly around in private jets they have huge private mistakes they are separate
[1:53:11.300 --> 1:53:15.940]  from us their children go to private tutors they admit this now they want us to lock down
[1:53:16.500 --> 1:53:22.340]  telecommunicating with each other so that we are not actually out physically building a pro-human
[1:53:22.340 --> 1:53:27.860]  infrastructure the infrastructure that's left under 5g has been a controlled robot autonomous cars
[1:53:27.860 --> 1:53:32.660]  and trucks this is all they're admitted plan the public's finally listening because the plan
[1:53:32.660 --> 1:53:37.460]  is no longer in beta it's gone operational it's a post-human future you better find out about it right
[1:53:37.460 --> 1:53:58.740]  now you're listening to the alex jones show one of the good parts about trump was he was an outsider
[1:53:58.740 --> 1:54:04.340]  never better than government but because he didn't understand government had been studying it he got
[1:54:04.340 --> 1:54:09.860]  overrun he got blocked in many cases but he still has the executive power that he used on the economy
[1:54:09.860 --> 1:54:13.860]  and other areas to stop this and to address the american people from the resolute desk
[1:54:15.060 --> 1:54:20.100]  and i agree he should use the eas system to direct people to his address it's what it's set up for
[1:54:20.100 --> 1:54:26.500]  an america if it wasn't in a crisis this big i'd say don't do it but the globalists are in control
[1:54:26.500 --> 1:54:32.580]  they're already using the eas system ivan rakeland in closing other points you'd like to make about
[1:54:32.580 --> 1:54:38.740]  the situation and what else we can do to try to stop this foreign takeover yes i don't know maybe
[1:54:38.740 --> 1:54:44.420]  hashtag on the airwaves but in that regard other than talking about the foreign threat as i mentioned
[1:54:44.420 --> 1:54:48.740]  in that spreadsheet he he needs to incorporate everything that's been put out from all the
[1:54:48.740 --> 1:54:55.380]  states hearings all the i think peter navarro just updated his immaculate deception that needs
[1:54:55.380 --> 1:55:00.980]  to be put out for the country writ large i mean you and i know about the immaculate deception
[1:55:00.980 --> 1:55:05.700]  all the fraud that's been going on but i would say 60 if not more percent of the country
[1:55:05.700 --> 1:55:11.700]  does not know that the fraud exists because it's been uh it's it it's been ignored by your mainstream
[1:55:11.700 --> 1:55:17.540]  media and it's been censored on big tech so he needs to use that day by day at 9 p.m for an hour
[1:55:17.540 --> 1:55:22.820]  bringing his entire staff rudy juliani can come in and say you know what this these are all the
[1:55:22.820 --> 1:55:27.780]  legal actions that are occurring with the fraud in each one of these states and because the supreme
[1:55:27.780 --> 1:55:32.740]  court will not hear us we're going to make the case to america of all of the different fraud
[1:55:32.740 --> 1:55:38.820]  that's going on and then weave it into all of the foreign influence and interference that created
[1:55:38.820 --> 1:55:45.540]  this entire just mess and fiasco and then the last thing i'll say is uh advice to vice president
[1:55:45.540 --> 1:55:52.020]  pence the with the two cases that have been filed over the last week against you and i i'd guess
[1:55:52.020 --> 1:55:57.060]  that there's going to be more but my recommendation to vice president pence is in his response to
[1:55:57.060 --> 1:56:04.740]  these lawsuits he needs to say you know what louis gohmert i agree with your analysis i did i i i
[1:56:04.740 --> 1:56:10.420]  cannot you need to enjoin me from accepting these electoral slates on january 6th and that would be
[1:56:10.420 --> 1:56:15.460]  essentially responding to his lawsuit and the judge will look at one side and say oh louis
[1:56:15.460 --> 1:56:20.260]  gohmert is arguing this along with kelly ward and then the rest of the states and the vice president
[1:56:20.260 --> 1:56:24.820]  agrees with it the judge really has no option other than to say absolutely i'm going to go ahead
[1:56:24.820 --> 1:56:29.620]  and enjoin the vice president from accepting these electoral slates and what happens next
[1:56:30.180 --> 1:56:36.340]  the left then appeals it it goes to the court of appeals then it goes from there whoever loses
[1:56:36.340 --> 1:56:41.620]  ends up appealing it's in supreme court and i think at that point when it appears as though
[1:56:42.180 --> 1:56:49.860]  vice president pence is mandated to reject based on a court ruling the electoral slates from these
[1:56:49.860 --> 1:56:54.340]  six fraudulent states that also violated the constitution and multiple components of it
[1:56:54.340 --> 1:56:59.620]  article two as well as the 12th amendment uh he he's going to be forced to reject it saying i can't
[1:56:59.620 --> 1:57:04.900]  i can't accept these and then the supreme court i think may at that point in time get involved
[1:57:04.900 --> 1:57:10.420]  but for them to do it over the course of the next eight days highly unlikely and so if that
[1:57:10.420 --> 1:57:17.620]  district judge over the next couple days takes the case and pence does what i recommend uh he's
[1:57:17.620 --> 1:57:22.420]  going to be bound by the court by the law to reject those six slates in closing what else
[1:57:22.420 --> 1:57:26.020]  could the president do i mean he needs to not just give a speech here a speech there he needs to
[1:57:26.020 --> 1:57:31.860]  start addressing the public from the resolute desk now and mobilize the public to come to the
[1:57:31.860 --> 1:57:38.020]  january six rally that he's reportedly a little bird absolutely so there's the executive approach
[1:57:38.020 --> 1:57:42.660]  and then the legislative approach that i talk about in that four page memo and in order for us to
[1:57:43.620 --> 1:57:48.740]  uh facilitate and assist the legislature the united states congress to make the proper
[1:57:48.740 --> 1:57:54.660]  constitutional decision it's going to be quite influential for two million of us minimum to arrive
[1:57:54.660 --> 1:58:00.100]  in washington dc and be right outside of the congress congressional halls as they cast their
[1:58:00.100 --> 1:58:06.420]  votes whether or not to accept those legislative slates i'll say one last thing go to my twitter
[1:58:06.420 --> 1:58:11.300]  dm me if you're look if you want to come to dc just can't afford it i'm going to go ahead and
[1:58:11.300 --> 1:58:16.580]  open up my backyard for if anybody wants to come out and uh with the tent and some sleeping bags
[1:58:16.580 --> 1:58:20.580]  and i'm probably going to open it up for another 10 people if that if you guys are okay with that
[1:58:20.580 --> 1:58:24.580]  i'd be more yeah that's key we need patriots to go online and fight their family and buy people
[1:58:24.580 --> 1:58:28.980]  into your homes this is a total mobilization for america we need 10 million the hotels are going
[1:58:28.980 --> 1:58:34.260]  to be closed that's right the hotels are saying they're closing to keep us out aren't they yep so
[1:58:34.260 --> 1:58:39.060]  everybody invite as many people as you can i've already committed to 13 people that's right they're
[1:58:39.060 --> 1:58:47.060]  trying to keep us out i forgot about that wow we'll be right back god bless you we'll talk to you soon
[1:58:47.060 --> 1:58:54.500]  fight for trump on january 6th in washington dc our fight to drain the washington swamp and we
[1:58:54.500 --> 1:59:04.980]  claim america's destiny has just begun it's 1776 time in november 14th hundreds of thousands of
[1:59:04.980 --> 1:59:10.100]  american patriots gathered in the nation's capital to stop the biggest election steal in american
[1:59:10.100 --> 1:59:16.340]  history america is going under leftist martial law and as a communist chinese agent joe mighton
[1:59:16.340 --> 1:59:22.260]  is able to get in there he will put america under permanent lockdown siege until we're brought to
[1:59:22.260 --> 1:59:29.300]  our knees hundreds of thousands returned to dc in december we will never give up we will never
[1:59:29.300 --> 1:59:36.980]  surrender we will never back down to the satanic pedophile globalist new order january 6th fight
[1:59:36.980 --> 1:59:43.380]  for trump dc be there we will never give in we will never give up and we will never back down
[1:59:43.380 --> 2:00:00.020]  we will never ever surrender
[2:00:00.020 --> 2:00:13.780]  we now take you live for the front lines
[2:00:16.580 --> 2:00:22.980]  we now take you live to the central texas command center in the heart of the resistance
[2:00:22.980 --> 2:00:32.980]  you're listening to alex joe we've watched the last burned down apartment buildings and police
[2:00:32.980 --> 2:00:38.420]  stations and shoot innocent people in the head on the side of the road and we've watched the media
[2:00:38.420 --> 2:00:44.660]  tell us that it's mostly peaceful demonstrations and then we saw kyle rittenhouse who become a symbol
[2:00:45.300 --> 2:00:50.420]  of good people defending themselves out there trying to be a medic trying to help people
[2:00:50.420 --> 2:00:59.620]  in kenosha wisconsin being chased down by thugs with guns and defending himself and now having
[2:00:59.620 --> 2:01:06.340]  the book thrown at him and now he tries to raise money they go and take away the merchant accounts
[2:01:06.340 --> 2:01:11.940]  they go out for the bank accounts i've gone through this as well this is the true persecution
[2:01:12.580 --> 2:01:17.140]  and the left also goes after his lawyer the left goes after trump's lawyers the left goes after
[2:01:17.140 --> 2:01:21.860]  my lawyers and says you don't even have a right to representation when they try to put you in
[2:01:21.860 --> 2:01:27.140]  jail or they sue you so we're joined by john pierce rittenhouse's great lawyer that's on a
[2:01:27.140 --> 2:01:35.780]  wonderful job free kyle usa dot com and wendy rittenhouse his mother uh they've added a seventh
[2:01:35.780 --> 2:01:42.580]  charge against kyle we've got a lot of breaking news but we are all kyle rittenhouse ladies and
[2:01:42.580 --> 2:01:49.780]  gentlemen because they put the george soros dea's or da's in and and put in the state attorney generals
[2:01:49.780 --> 2:01:57.460]  all over the country there is a rain of terror against even 85 year old women that shoot people
[2:01:57.460 --> 2:02:01.860]  with weapons in their own homes in some leftist areas i mean this is just like the uk now
[2:02:02.420 --> 2:02:07.940]  where if someone steals your rv you're not allowed to have it back because it's quote their culture
[2:02:07.940 --> 2:02:15.140]  to do it if they're a you know pikey or a or an irish gypsy this is so out of control this is the
[2:02:15.140 --> 2:02:21.300]  system protecting criminals so i'll stop ranting and introduce uh john pierce here and wendy rittenhouse
[2:02:21.300 --> 2:02:24.900]  and john you can probably introduce this and bring wendy in but i watched the interview
[2:02:24.900 --> 2:02:28.020]  we actually on the war and i appreciate you joining us and i want to talk about the latest
[2:02:28.020 --> 2:02:33.060]  developments but also what it's like for this mother to watch her son go through this but i
[2:02:33.060 --> 2:02:37.860]  i know she's proud of him we're all proud of him so thanks for joining us thank you thank you
[2:02:37.860 --> 2:02:42.500]  so much for having us alex and you know couldn't have said some of those things better than you
[2:02:42.500 --> 2:02:48.260]  did yourself it's just really unbelievable what's happening in the country generally it's unbelievable
[2:02:48.260 --> 2:02:54.660]  what has happened to kyle as you mentioned after four months apparently they decided
[2:02:54.660 --> 2:03:00.180]  just the other day the prosecutors to add a seventh charge for violating curfew i'd be interested to
[2:03:00.180 --> 2:03:05.540]  see how many other you know folks you know had been charged with violating curfew over the last
[2:03:05.540 --> 2:03:09.940]  you know eight months as city you know american city after american city has been burned down
[2:03:10.500 --> 2:03:15.380]  where are the charges for those who attempted to murder kyle rittenhouse where are the charges
[2:03:15.380 --> 2:03:20.580]  for those you know who've committed arson in city after city after city where are the charges against
[2:03:20.580 --> 2:03:27.540]  the mayors and the governors who have blatantly failed to perform their most fundamental uh you
[2:03:27.540 --> 2:03:32.980]  know governmental duty of providing a basic degree of law and order um you know this is
[2:03:32.980 --> 2:03:38.580]  got to be the most important case in the history of self-defense in the anglo-american legal system
[2:03:38.580 --> 2:03:43.380]  perhaps the boston massacre comes close and we are fighting this through the very end alex uh
[2:03:43.380 --> 2:03:47.220]  and we will win it doesn't matter how many death threats they throw away it doesn't matter how much
[2:03:47.220 --> 2:03:54.100]  character assassination we face we are going to win and what's incredible is it's mobs of convicted
[2:03:54.100 --> 2:03:59.380]  pedophiles and wife beaters and armed robbers and you start looking at the backgrounds of of
[2:03:59.380 --> 2:04:05.620]  a bunch of these people this was a mob of really nasty dangerous people chasing him down shooting
[2:04:05.620 --> 2:04:13.140]  at him we now know but but but i guess all that's okay wow but i want to talk to kyle's mom here
[2:04:13.140 --> 2:04:17.860]  i mean it's surreal being a parent and and and imagining my son in that position but
[2:04:17.860 --> 2:04:21.860]  wendy what's what's what's first and foremost for you that you want to relate a couple million
[2:04:21.860 --> 2:04:29.380]  viewers right now i want to thank them for all their support they've done giving to my family and
[2:04:29.380 --> 2:04:36.580]  even the people overseas um kyle got mail from them and i want to thank them also and if it wasn't
[2:04:36.580 --> 2:04:42.340]  from them i wouldn't know what to do and we need their we need their help we need more help alex
[2:04:42.340 --> 2:04:47.940]  we need everyone to go to free kyle usa.com uh you know kyle was subjected to an outrageous
[2:04:47.940 --> 2:04:53.140]  excessive unconstitutional two million dollar cash bail amount we raised those 10 million dollars we
[2:04:53.140 --> 2:04:57.700]  put the cash on the barrel head we got him free we set him free he's he's with his family but we
[2:04:57.700 --> 2:05:03.860]  need a lot more resources but this is going to be a long hard fight every american every democrat
[2:05:03.860 --> 2:05:07.940]  republican independent should care about this because they're coming after cow written house now
[2:05:07.940 --> 2:05:13.780]  and they're gonna come after you next let's be clear about that they pick people like written house
[2:05:13.780 --> 2:05:17.940]  like stone like jones like trump because i've experienced it i'm not being a victim here it's
[2:05:17.940 --> 2:05:22.100]  just true and then we become like a standard like the flag that they want to get and then
[2:05:22.100 --> 2:05:27.460]  they throw everything they've got at you the harassment the lawsuits the lies and again just
[2:05:27.460 --> 2:05:32.180]  describe what what it's like uh mrs written house like what you've gone through what you
[2:05:32.180 --> 2:05:36.580]  witness has just been a new experience for you to really find out what the left's really like
[2:05:36.580 --> 2:05:50.020]  like yeah i mean the left is disgusting unreal and you have to be a criminal for them to put you
[2:05:50.020 --> 2:06:02.980]  on a pedestal my son he's a caring young man and they utilize him then he's a monster a killer
[2:06:02.980 --> 2:06:13.540]  a murderer you know it's it's just upon i'm just so disgusted with it you know they need to be stopped
[2:06:17.300 --> 2:06:21.540]  i wonder i mean obviously they're gonna twist anything kyle says but i wonder why we haven't
[2:06:21.540 --> 2:06:28.180]  really seen any video messages from your son yet yeah so so so alex you know we need to be
[2:06:28.180 --> 2:06:33.060]  obviously very careful about uh you know statements uh you know from kyle in light of the current
[2:06:33.060 --> 2:06:40.100]  criminal proceedings we have amazing uh you have very experienced criminal defense uh attorneys
[2:06:40.100 --> 2:06:46.420]  lawyers in wisconsin uh from kenosha and resane um and you know we are focused like a laser beam
[2:06:46.420 --> 2:06:53.060]  on the uh you know on on getting kyle acquitted i i will say though um that this goes much deeper
[2:06:53.060 --> 2:06:58.580]  than kyle uh there are some really really dangerous things happening uh in this country
[2:06:58.580 --> 2:07:05.540]  cows obviously become like you said a target and a symbol uh for for the left and uh you know we we
[2:07:05.540 --> 2:07:09.700]  need to uh save the second amendment we need to save the right uh to self-defense and that's
[2:07:09.700 --> 2:07:14.820]  going to come through acquitting kyle but you know kyle and wendy care deeply about this country
[2:07:14.820 --> 2:07:21.460]  the whole that whole family cares deeply about this country um and so you know this is very important
[2:07:21.460 --> 2:07:25.860]  for every american well that was my next question for wendy uh i mean because obviously your son's
[2:07:25.860 --> 2:07:30.660]  out there cleaning up graffiti he's out being a medic he sees the police standing down days of
[2:07:30.660 --> 2:07:35.780]  burning he goes there they viciously attacking for no reason they try to kill him he defends himself
[2:07:35.780 --> 2:07:40.260]  he kindly only blows the guy's arm off instead of actually shooting him in the chest and i mean
[2:07:40.260 --> 2:07:44.660]  all of this is going on how did you raise such a good man and tell us about your son and and you
[2:07:44.660 --> 2:07:53.700]  know why he why he went out there he went out there to help he saw canosha burning down law enforcement
[2:07:53.700 --> 2:08:00.660]  had to stand by because the governor and the mayor canosha didn't do nothing about it um the
[2:08:01.620 --> 2:08:07.380]  president trump offered the national guard they shot it down they only had a couple national
[2:08:07.380 --> 2:08:14.900]  guard and kyle his sister dominant black and a couple other kids went out there to clean i couldn't
[2:08:14.900 --> 2:08:23.460]  be prouder of my children to clean up clean up the city and everything and i'm proud of kyle
[2:08:24.100 --> 2:08:30.260]  and he's he's a wonderful young man i'm proud to say he's my son and i love my son i love my
[2:08:30.260 --> 2:08:38.020]  daughters i couldn't be prouder of him well we are all kyle written house now because he's a good
[2:08:38.020 --> 2:08:42.420]  person with a good record who went out there with a firing extinguisher who was trying to put out
[2:08:43.060 --> 2:08:47.700]  garbage and i mean the video shows this talking to your lawyer john pierce i mean john he's on
[2:08:47.700 --> 2:08:52.100]  video trying to put out a dumpster fire and they're burning up cars and then a convicted pedophile
[2:08:52.100 --> 2:08:57.780]  attacks him i mean that's what happened here yeah alex if this is not self-defense for kyle written
[2:08:57.780 --> 2:09:03.060]  house uh there there is no right to self-defense this is a watershed moment in american history
[2:09:03.060 --> 2:09:08.020]  uh you know the right to self-defense as you well know uh is the most sacred foundational
[2:09:08.020 --> 2:09:13.700]  basic uh individual liberty we have uh it's obviously enshrined in the second amendment to the constitution
[2:09:13.700 --> 2:09:17.780]  but it does not come from a piece of paper does not come from our government does not come from
[2:09:17.780 --> 2:09:23.780]  mayor's governor's president it comes from god uh and it cannot and will not be taken away from
[2:09:23.780 --> 2:09:28.660]  any process by prosecutors uh in kenosha that's right this is a total soros agenda we're gonna
[2:09:28.660 --> 2:09:31.940]  come back in a few minutes go right back to you to break down more and talk about the support
[2:09:31.940 --> 2:09:36.340]  you guys free kyle usa dot com we are all kyle written house and if your team of you or you're
[2:09:36.340 --> 2:09:42.100]  seeing it the slow motion footage of them chasing him with guns drawn and and him defending himself
[2:09:42.100 --> 2:09:48.020]  if that isn't self-defense there is no self-defense three two one here we go it's back in stock it's
[2:09:48.020 --> 2:09:52.180]  been sold out for over eight months we couldn't get it because the lockdown pollen block is back in
[2:09:52.180 --> 2:09:56.340]  stock let me tell you real quick about it but the power of quail egg concentrate pollen block acts
[2:09:56.340 --> 2:09:59.700]  differently the traditional antihistamines that was clinically studied to alleviate seasonal
[2:09:59.700 --> 2:10:04.980]  distress symptoms by helping to clear signage passages and any respiratory function it's amazing
[2:10:04.980 --> 2:10:10.020]  folks absolutely love it and again france has been shut down so we couldn't get it now a limited
[2:10:10.020 --> 2:10:16.900]  supply is back in stock 25 percent off at infowarstore.com pollen block again is available
[2:10:16.900 --> 2:10:21.140]  in this one minute ad i don't have time to tell you all about it but believe me i have really wanted
[2:10:21.140 --> 2:10:25.460]  it back in because it works naturally unlike some of the stuff that's over the counter that
[2:10:25.460 --> 2:10:30.820]  he makes you all be speedy and irritable and gives you a headache this is naturally occurring it's
[2:10:30.820 --> 2:10:35.460]  the secret of how the quail uh don't have the seasonal distress and it's passed on somehow
[2:10:35.460 --> 2:10:41.860]  through their eggs to us you chew up the pills they taste great it's available again infowarstore.com
[2:10:41.860 --> 2:10:44.420]  pollen block infowarstore.com
[2:10:44.980 --> 2:10:50.500]  mountain patriot in colorado thank you for holding how you doing alex man i'm just working as far
[2:10:50.500 --> 2:10:55.300]  as i can we're in such a critical time brother how are you i love you man i want to make a quick
[2:10:55.300 --> 2:11:01.140]  plug that dna force i love it i've been using it quite a while and i just went looked at the
[2:11:01.140 --> 2:11:07.380]  ingredients again the other day and i see that it contains quercetin which according to some
[2:11:07.380 --> 2:11:14.420]  published studies that dr mercola has cited is an ionophore similar to hydroxychloroquine
[2:11:14.980 --> 2:11:19.460]  and it helps channel the zinc into the cells so people might want to take a look at that
[2:11:19.460 --> 2:11:26.820]  but all i know is with dna force we went out and looked at these high-end products that they sell
[2:11:26.820 --> 2:11:30.740]  through doctor clinics that aren't prescription but the doctor sells like 300 bucks a bottle
[2:11:30.740 --> 2:11:33.860]  because there's a lot of expensive product in them it's really only cost them like 50 bucks
[2:11:33.860 --> 2:11:38.820]  and so we basically cloned two different top brands together and that's what produced this so
[2:11:38.820 --> 2:11:50.420]  thanks thanks for the plug you're listening to the alex jones show
[2:11:56.340 --> 2:12:06.020]  i've got a tiger by the tail that's plain to see i won't be much when you get through with me
[2:12:06.020 --> 2:12:16.820]  all right you've got kyle written down his amazing mother and her lawyer on with us
[2:12:17.860 --> 2:12:24.420]  and you know this is a nightmare situation my son six months ago was in a convenience store
[2:12:24.420 --> 2:12:30.900]  like ten o'clock at nine he's he's 18 now he wasn't 18 yet and a literal crack in crazy person
