whisper_model_load: loading model from 'whisper.cpp/models/ggml-large.bin'
whisper_model_load: n_vocab       = 51865
[00:42:55.200 --> 00:42:59.280]   now the infighting is gonna start in the left over who controls what.
[00:42:59.280 --> 00:43:02.640]   The globalists know that if they suppress the good halogen and
[00:43:02.640 --> 00:43:05.600]   pump the environment full of the bad halogens, fluoride, chlorine,
[00:43:05.600 --> 00:43:08.520]   bromine, you name it, that it lowers IQ.
[00:43:08.520 --> 00:43:11.440]   It literally dumbs the population down.
[00:43:11.440 --> 00:43:13.400]   And on our quest to bring our listeners and
[00:43:13.400 --> 00:43:18.120]   viewers the best iodine in the world, we've gone through two permutations.
[00:43:18.120 --> 00:43:22.080]   First, seaweed-based iodine that was pretty good but hard to source, and
[00:43:22.080 --> 00:43:24.360]   the globalists tried to block us getting a supply of it.
[00:43:24.360 --> 00:43:28.160]   So we discovered deep earth crystals of pure nascent iodine and
[00:43:28.160 --> 00:43:30.680]   brought you X2 that's been incredible.
[00:43:30.680 --> 00:43:34.320]   Now, due to the establishment trying to block that, we did more research and
[00:43:34.320 --> 00:43:37.720]   secured more of the deep earth crystals of nascent iodine.
[00:43:37.720 --> 00:43:39.880]   But chemists, scientists, and
[00:43:39.880 --> 00:43:43.880]   others showed us the research that by combining it with three other compounds,
[00:43:43.880 --> 00:43:48.320]   two forms of iodine and vitamin C, it supercharges it and
[00:43:48.320 --> 00:43:51.800]   makes it even more bioavailable.
[00:43:51.800 --> 00:43:54.480]   Ladies and gentlemen, you wanna research it, you wanna see it.
[00:43:54.480 --> 00:43:59.560]   It's an incredible discovery, X3, now available at mfullworthslife.com.
[00:43:59.560 --> 00:44:02.640]   Our grandparents, the great-grandparents knew that they canned food.
[00:44:02.640 --> 00:44:04.240]   During the fall, so they'd have it during the winter.
[00:44:04.240 --> 00:44:08.560]   And that's what I'm talking about at mfullworthstore.com.
[00:44:08.560 --> 00:44:12.600]   With Mfullworth Select, it's the full spectrum of my patron's supply.
[00:44:12.600 --> 00:44:15.520]   I'm one of the top most respected companies out there.
[00:44:15.520 --> 00:44:20.800]   But because I private label it, I'm able to go below cost on contracts
[00:44:20.800 --> 00:44:23.280]   that all their other distributors aren't able to do.
[00:44:23.280 --> 00:44:27.200]   But I want to be a market leader, and I want you to have storable food, so
[00:44:27.200 --> 00:44:28.640]   it's a total win-win.
[00:44:28.640 --> 00:44:32.240]   We have those incredible sale prices back, mfullworthstore.com,
[00:44:32.240 --> 00:44:34.400]   on Mfullworth Select storable foods.
[00:44:34.400 --> 00:44:37.320]   They've got special diet foods, they've got three-month supplies,
[00:44:37.320 --> 00:44:39.920]   year's supplies, week emergency supplies.
[00:44:39.920 --> 00:44:42.120]   They've got so many great products there.
[00:44:42.120 --> 00:44:43.640]   Maybe you've got a three-year supply.
[00:44:43.640 --> 00:44:45.600]   If stuff happens, you can feed your whole block.
[00:44:45.600 --> 00:44:48.200]   It's up to us to be self-sufficient.
[00:44:48.200 --> 00:44:50.600]   You're buying War Bonds, bringing you great products, and
[00:44:50.600 --> 00:44:53.160]   together, with God's help, we are unstoppable.
[00:44:53.160 --> 00:44:55.680]   Mfullworthstore.com and Mfullworth Select,
[00:44:55.680 --> 00:44:58.600]   high-quality, storable foods powered by my patron's supply.
[00:44:58.600 --> 00:45:02.560]   [MUSIC]
[00:45:02.560 --> 00:45:06.960]   >> One of the most incredible cups of coffee can be found in the high mountains
[00:45:06.960 --> 00:45:10.880]   of southern Mexico, where the Chiapas farmers have spent years perfecting
[00:45:10.880 --> 00:45:12.120]   their techniques.
[00:45:12.120 --> 00:45:17.240]   Based on hundreds of years of traditional techniques and perfect conditions,
[00:45:17.240 --> 00:45:21.080]   we've sourced only the best to provide you with our immune support and
[00:45:21.080 --> 00:45:23.520]   wake up America, Patriot Blend coffee.
[00:45:23.520 --> 00:45:27.120]   Ancient Mayan knowledge is paired with the natural fertility of the land
[00:45:27.120 --> 00:45:29.480]   to generate the world's finest coffee bean.
[00:45:29.480 --> 00:45:33.560]   Carefully harvested and free of toxic chemicals used in big agricultural
[00:45:33.560 --> 00:45:38.920]   productions, Patriot Blend coffees have a smooth, bold flavor with great depth
[00:45:38.920 --> 00:45:40.960]   to give you just what you need in the morning.
[00:45:40.960 --> 00:45:45.160]   You can even choose to start your morning healthier with the immune support blend,
[00:45:45.160 --> 00:45:49.120]   infused with a powerful blend to support your immune response and stamina.
[00:45:49.120 --> 00:45:51.640]   It's time to take care of your morning routine.
[00:45:51.640 --> 00:45:55.080]   Get a bag of Patriot Blend coffee to support the show while enhancing your
[00:45:55.080 --> 00:45:58.000]   morning routine at Mfullworthstore.com.
[00:45:58.000 --> 00:46:00.440]   [MUSIC]
[00:46:00.440 --> 00:46:02.960]   >> Monday through next Sunday,
[00:46:02.960 --> 00:46:07.880]   we are bringing back the biggest sales in our history.
[00:46:07.880 --> 00:46:12.200]   Black Friday InfoWars store sale, free shipping and double Patriot points.
[00:46:12.200 --> 00:46:17.680]   Up to 50% off on storable food, super high quality, that is huge.
[00:46:17.680 --> 00:46:21.640]   All InfoWars life supplements, 50% off.
[00:46:21.640 --> 00:46:26.480]   127 or 49% off Alexa Pure Pro,
[00:46:26.480 --> 00:46:30.440]   gravity fed filters, Alexa Pure Breeze, air filtration.
[00:46:30.440 --> 00:46:34.200]   Now at 40% off, that's right at Lost Leader, getting to get rid of inventory.
[00:46:34.200 --> 00:46:36.440]   So take advantage of that, it's an amazing system.
[00:46:36.440 --> 00:46:38.880]   They're trying to shut down InfoWars, they're trying to defund us.
[00:46:38.880 --> 00:46:41.920]   So I said, everything must go by the end of the year, so
[00:46:41.920 --> 00:46:45.880]   that we're at least have the cash to continue operating for a while.
[00:46:45.880 --> 00:46:50.960]   InfoWarsstore.com, InfoWarslife.com, or 888-253-3139.
[00:46:50.960 --> 00:46:54.840]   Support the InfoWars, get great products, get your Christmas shopping done early,
[00:46:54.840 --> 00:46:57.320]   and battle the globalists, a total 360 win.
[00:46:57.320 --> 00:46:59.520]   InfoWarsstore.com, I wanna thank you all for your support.
[00:46:59.520 --> 00:47:05.560]   >> You're listening to The Alex Jones Show.
[00:47:05.560 --> 00:47:15.560]   [MUSIC]
[00:47:15.560 --> 00:47:26.200]   >> I have been tracking every step of this.
[00:47:26.200 --> 00:47:30.600]   And sorrows can be stopped, the UN, the globalists can be stopped so
[00:47:30.600 --> 00:47:34.600]   easily if people just listen and research what I'm saying.
[00:47:34.600 --> 00:47:37.360]   Why we're so demonized, that's why we're so banned.
[00:47:37.360 --> 00:47:43.280]   America just got overrun by the illegal alien horde funded by US taxpayers
[00:47:43.280 --> 00:47:47.320]   through the State Department and then through George Soros.
[00:47:47.320 --> 00:47:49.120]   But it gets worse than that.
[00:47:49.120 --> 00:47:55.120]   I was told by pretty high level executives at Facebook,
[00:47:55.120 --> 00:47:58.800]   two plus years ago, information that I've not repeated on air.
[00:47:58.800 --> 00:48:01.920]   And I thought they were trying to manipulate me.
[00:48:01.920 --> 00:48:06.560]   Then I was told by other people, some folks that was just there quite
[00:48:06.560 --> 00:48:09.880]   successful, that Facebook was not all bad.
[00:48:09.880 --> 00:48:15.600]   And that Soros was trying to take it over about three years ago.
[00:48:15.600 --> 00:48:21.640]   And then it all came out in the WikiLeaks right before the election that it was
[00:48:21.640 --> 00:48:22.360]   basically true.
[00:48:22.360 --> 00:48:27.440]   And that Facebook had resisted where Google and Twitter and
[00:48:27.440 --> 00:48:28.800]   others had completely rolled over.
[00:48:30.240 --> 00:48:35.920]   So now when you saw the news this week that, did you hear?
[00:48:35.920 --> 00:48:41.400]   Zuckerberg funded a fake news group to say anti-Semitic things about George Soros.
[00:48:41.400 --> 00:48:44.480]   What did he say anti-Semitic?
[00:48:44.480 --> 00:48:48.400]   They don't quote it because that's the fake news on CNN,
[00:48:48.400 --> 00:48:49.680]   the New York Times, everywhere.
[00:48:49.680 --> 00:48:55.000]   What they did was start seeing Soros give speeches,
[00:48:55.000 --> 00:48:59.280]   saying how Facebook was gonna go under and how evil it was in the last eight months.
[00:48:59.280 --> 00:49:03.600]   So they did research and found out he was funding groups to literally have
[00:49:03.600 --> 00:49:08.960]   infiltrators pay off people inside Facebook to then basically make up lies
[00:49:08.960 --> 00:49:11.520]   about Facebook.
[00:49:11.520 --> 00:49:15.240]   So that George Soros, wait for it,
[00:49:15.240 --> 00:49:22.320]   could have a hostile takeover of Facebook,
[00:49:23.560 --> 00:49:25.960]   which is incredibly powerful and incredibly valuable.
[00:49:25.960 --> 00:49:31.880]   It was set up to be a pump and dump, but that's not what the establishment wants
[00:49:31.880 --> 00:49:35.920]   to do, they wanna use it as their electioneering machine worldwide.
[00:49:35.920 --> 00:49:39.800]   And Soros is in the WikiLeaks.
[00:49:39.800 --> 00:49:44.200]   August 29th, 2016, leaked Soros document calls for
[00:49:44.200 --> 00:49:49.600]   regulating Internet to favor open society supporters,
[00:49:49.600 --> 00:49:51.840]   block nationalist and conservative news.
[00:49:52.880 --> 00:49:53.760]   You now see that happening?
[00:49:53.760 --> 00:49:58.240]   Promote open society affiliated groups.
[00:49:58.240 --> 00:50:03.200]   Well, Facebook didn't take, like Google, Twitter, and
[00:50:03.200 --> 00:50:09.520]   others, the thousands of people that Soros was, quote, willing to give you for free.
[00:50:09.520 --> 00:50:11.240]   Just let them into your company.
[00:50:11.240 --> 00:50:14.080]   This guy overthrows countries.
[00:50:14.080 --> 00:50:16.520]   This guy's a famous currency speculator.
[00:50:16.520 --> 00:50:19.920]   This guy was known as an organized criminal till the 90s, and
[00:50:19.920 --> 00:50:21.960]   then he spent billions buying off our media.
[00:50:23.840 --> 00:50:28.640]   So how much more sensational can this get that it's in the WikiLeaks that they
[00:50:28.640 --> 00:50:33.280]   were gonna take over the Internet and shut down nationalistic conservatives?
[00:50:33.280 --> 00:50:36.160]   And then, isn't it logical?
[00:50:36.160 --> 00:50:40.560]   All other media organizations that don't go under his control.
[00:50:40.560 --> 00:50:41.520]   Now, who does he represent?
[00:50:41.520 --> 00:50:43.760]   The Deep State, a consortium of leftists.
[00:50:43.760 --> 00:50:47.480]   Rothschilds, the Rockefeller Foundation.
[00:50:47.480 --> 00:50:48.480]   He is the figurehead.
[00:50:49.680 --> 00:50:54.800]   But regardless, his foundations fund every single group for open borders, for
[00:50:54.800 --> 00:50:57.160]   the illegal caravans, for Internet censorship.
[00:50:57.160 --> 00:51:00.960]   He gets your taxpayer money, takes a piece of it to the State Department, and
[00:51:00.960 --> 00:51:04.840]   then pays for the debit cards for the illegal aliens to come here.
[00:51:04.840 --> 00:51:06.160]   He pays for the plane tickets.
[00:51:06.160 --> 00:51:08.280]   He pays for the bus tickets with your money.
[00:51:08.280 --> 00:51:10.680]   And why not?
[00:51:10.680 --> 00:51:14.560]   Cuz we all act like a bunch of chumps, like a bunch of schmucks, and
[00:51:14.560 --> 00:51:15.840]   let this monster feed on us.
[00:51:17.360 --> 00:51:20.240]   He's been dumping billions in a year to overthrow the US and Europe, but
[00:51:20.240 --> 00:51:22.920]   now he just dumped $33 billion in.
[00:51:22.920 --> 00:51:23.840]   Where's he got all this money?
[00:51:23.840 --> 00:51:27.120]   All his money is tax exempt, he's a globalist.
[00:51:27.120 --> 00:51:29.400]   That's just a small portion.
[00:51:29.400 --> 00:51:32.360]   But you wonder what's happening?
[00:51:32.360 --> 00:51:37.000]   That's 33 billion in Europe and America on the street to shut down Infowars,
[00:51:37.000 --> 00:51:39.200]   to shut down Trump, to kill this country.
[00:51:39.200 --> 00:51:41.440]   Now there it is.
[00:51:41.440 --> 00:51:43.560]   Leaked documents, Soros, calls for
[00:51:43.560 --> 00:51:47.600]   regulating Internet to favor open society supporters.
[00:51:47.600 --> 00:51:48.400]   What's the source?
[00:51:48.400 --> 00:51:53.760]   WikiLeaks, his own documents.
[00:51:53.760 --> 00:51:55.240]   Here's another one.
[00:51:55.240 --> 00:51:58.960]   Breitbart, Google partners with Soros funded fact-checking service
[00:51:58.960 --> 00:52:00.240]   to fight fake news.
[00:52:00.240 --> 00:52:06.040]   Soros spends over 48 million funding media organizations, ABC News,
[00:52:06.040 --> 00:52:08.680]   the London Guardian, CNN, that's just in one year.
[00:52:08.680 --> 00:52:11.800]   That's MRC reporting that.
[00:52:11.800 --> 00:52:13.800]   Soros, now this is this week,
[00:52:13.800 --> 00:52:17.600]   dumps Facebook, Netflix stocks just before they dipped.
[00:52:17.600 --> 00:52:23.880]   Insider trading, 17.7 million just on one of his companies,
[00:52:23.880 --> 00:52:26.040]   it's in the hundreds of millions.
[00:52:26.040 --> 00:52:31.800]   What did Facebook say eight months ago when they started noticing Soros was
[00:52:31.800 --> 00:52:32.400]   badmouthing him?
[00:52:32.400 --> 00:52:34.800]   They said, we believe through their PR firm,
[00:52:34.800 --> 00:52:37.040]   he's getting ready to do a pump on us and a dump.
[00:52:37.040 --> 00:52:38.640]   He is getting ready to short our stock.
[00:52:39.760 --> 00:52:43.120]   And he's putting us down because we wouldn't let him take us over.
[00:52:43.120 --> 00:52:44.240]   He's a gangster, man.
[00:52:44.240 --> 00:52:49.160]   He showed up, you said, hey, you let me take over and censor everybody and
[00:52:49.160 --> 00:52:51.960]   let my people on the door, which would have done what they already did.
[00:52:51.960 --> 00:52:55.640]   Dug up, made up dirt, twisted stuff around to take them down anyways.
[00:52:55.640 --> 00:52:57.760]   because he wants to drive it down to nothing.
[00:52:57.760 --> 00:53:01.680]   And then that's why he's going to then, he's already got a piece of it.
[00:53:01.680 --> 00:53:03.880]   He's going to get it for nothing.
[00:53:03.880 --> 00:53:06.320]   But first, he's going to drive it down.
[00:53:06.320 --> 00:53:11.320]   [BLANK_AUDIO]
[00:53:11.320 --> 00:53:13.040]   Where's the congressional hearings on that?
[00:53:13.040 --> 00:53:14.640]   No, instead, they know this is all coming out.
[00:53:14.640 --> 00:53:18.800]   So Soros and the Democrats all call for hearings on Facebook and
[00:53:18.800 --> 00:53:23.960]   Zuckerberg spying on people when compared to the NSA or Google.
[00:53:23.960 --> 00:53:26.760]   He's done nothing and I'm not defending Mark Zuckerberg.
[00:53:26.760 --> 00:53:30.920]   The point is, is that I was let in on all this stuff like three years ago, and
[00:53:30.920 --> 00:53:32.440]   I thought it was a con.
[00:53:32.440 --> 00:53:35.480]   I told people I got contacted by a label Facebook.
[00:53:35.480 --> 00:53:37.880]   Five years ago, and then again, two and a half years ago, and
[00:53:37.880 --> 00:53:39.080]   I thought it was a joke.
[00:53:39.080 --> 00:53:43.920]   [BLANK_AUDIO]
[00:53:43.920 --> 00:53:48.320]   God Almighty, how things might have been different if I'd just known what's going
[00:53:48.320 --> 00:53:52.200]   on, see, I just think of the globalists as so monolithic, and they are, but
[00:53:52.200 --> 00:53:53.760]   not totally.
[00:53:53.760 --> 00:53:57.440]   And Zuckerberg's like, you know what, dude, you're not going to muscle in on me.
[00:53:57.440 --> 00:53:58.840]   And he's finding out right now.
[00:53:58.840 --> 00:54:02.040]   [BLANK_AUDIO]
[00:54:02.040 --> 00:54:07.760]   Because that guy works for Juncker and the EU, and the really old money.
[00:54:07.760 --> 00:54:11.480]   So ladies and gentlemen, you think about this,
[00:54:11.480 --> 00:54:17.720]   this is so unbelievable that Soros tries to muscle in and take over the company.
[00:54:17.720 --> 00:54:21.560]   All the other tech people get scared, let him in, let him take over,
[00:54:21.560 --> 00:54:24.520]   literally running them, running the censorship.
[00:54:24.520 --> 00:54:27.920]   And then the Jewish founder and the Jewish CEO,
[00:54:27.920 --> 00:54:32.560]   both of them are called anti-Semites because they pointed out that
[00:54:32.560 --> 00:54:36.760]   George Soros is trying to drive down our stock and short it and
[00:54:36.760 --> 00:54:41.480]   take us over in a hostile corporate takeover, which is happening.
[00:54:41.480 --> 00:54:44.160]   And the news even admits, well, he does fund the group, and
[00:54:44.160 --> 00:54:46.720]   he did say Facebook is horrible and going down.
[00:54:46.720 --> 00:54:50.960]   And for criticizing it and saying he wants to take it over, he's against Jews.
[00:54:50.960 --> 00:54:53.880]   Did Mark Zuckerberg ever help round up Jews and give them to Hitler?
[00:54:53.880 --> 00:54:54.380]   No.
[00:54:54.380 --> 00:54:56.920]   Did the other lady there do that?
[00:54:56.920 --> 00:54:57.920]   No.
[00:54:57.920 --> 00:55:00.680]   Am I sitting there kissing her butt?
[00:55:00.680 --> 00:55:01.180]   No.
[00:55:01.180 --> 00:55:05.800]   But I tell you, you learn more and more every day, and this is incredible.
[00:55:05.800 --> 00:55:13.000]   Secret Facebook email show Mark Zuckerberg over data sharing scandal are seized
[00:55:13.000 --> 00:55:16.200]   by the parliament in England as they prefer to go criminally after him.
[00:55:16.200 --> 00:55:18.600]   Parliament seizes cash of Facebook internal papers.
[00:55:18.600 --> 00:55:21.680]   And it goes on from there.
[00:55:21.680 --> 00:55:26.080]   On Thanksgiving Eve, Facebook acknowledges details of Times investigation.
[00:55:26.080 --> 00:55:29.240]   The New York Times owned by Mexican kingpins,
[00:55:29.240 --> 00:55:31.600]   connected to narcotics trafficking and all the rest of it.
[00:55:31.600 --> 00:55:37.720]   They come in and Sheryl Sandberg, she's anti-Semitic because she dared talk
[00:55:37.720 --> 00:55:40.440]   about Soros, who said, I'm going to bring your company down.
[00:55:40.440 --> 00:55:43.280]   And they're like, he's a famous speculator that shorts people, and
[00:55:43.280 --> 00:55:44.680]   he clearly is trying to take us over.
[00:55:44.680 --> 00:55:47.400]   We refuse to let him run Facebook, so that's why he's doing this.
[00:55:47.400 --> 00:55:48.680]   My God, you're anti-Semitic.
[00:55:48.680 --> 00:55:52.560]   Think about that.
[00:55:52.560 --> 00:55:54.800]   Think about how hardcore.
[00:55:54.800 --> 00:55:57.480]   And let me tell you, it's Soros fighting the lawsuits against me.
[00:55:57.480 --> 00:55:59.480]   It's Soros trying to get our banks taken away.
[00:55:59.480 --> 00:56:01.560]   This guy is a monster, man.
[00:56:01.560 --> 00:56:06.080]   And most Republicans are scared of him.
[00:56:06.080 --> 00:56:09.760]   Most people, I know people that are guests on this show that I call to come on,
[00:56:09.760 --> 00:56:11.400]   they go, no, I'm not coming on your show.
[00:56:11.400 --> 00:56:15.280]   They call back and they go, actually, I want to come on.
[00:56:15.280 --> 00:56:17.560]   And then they start singing the praises of Soros on air.
[00:56:17.560 --> 00:56:23.040]   And other people that have big podcasts, read the script.
[00:56:23.040 --> 00:56:24.560]   George Soros wasn't a Nazi.
[00:56:24.560 --> 00:56:25.760]   He didn't help Nazis.
[00:56:25.760 --> 00:56:27.280]   He was a survivor.
[00:56:27.280 --> 00:56:30.400]   He fought the Nazis, total lie.
[00:56:30.400 --> 00:56:33.200]   And I just watched people I've known for 15, 20 years,
[00:56:33.200 --> 00:56:35.800]   literally just shell out like that.
[00:56:35.800 --> 00:56:40.440]   That's how your country collapses, ladies and gentlemen.
[00:56:40.440 --> 00:56:44.720]   Because this devil, this Satan goes about like a lion,
[00:56:44.720 --> 00:56:47.520]   roaring, seeing who he can devour.
[00:56:50.120 --> 00:56:54.280]   And we all just bow down and roll over as he funds the collapse of our border,
[00:56:54.280 --> 00:56:58.280]   as he funds transgenderism in the military to sabotage our readiness,
[00:56:58.280 --> 00:57:02.080]   as he funds every damn thing you could ever imagine that's evil.
[00:57:02.080 --> 00:57:06.320]   And Trump dare stand up against him, so Trump's a bad guy.
[00:57:06.320 --> 00:57:08.880]   Unbelievable.
[00:57:08.880 --> 00:57:14.640]   George Soros is involved in a hostile takeover of Facebook right now.
[00:57:14.640 --> 00:57:18.720]   And the entire corporate sellout media is all frothing, joining in.
[00:57:20.720 --> 00:57:23.360]   Remember just a year ago, the mainstream media would beg Facebook to promote him.
[00:57:23.360 --> 00:57:24.600]   It's so sick.
[00:57:24.600 --> 00:57:26.320]   It's like when Drudge promotes in the New York Times,
[00:57:26.320 --> 00:57:27.720]   and he links their articles, and they bitch.
[00:57:27.720 --> 00:57:28.960]   No, bring down Drudge.
[00:57:28.960 --> 00:57:30.800]   These people are sick.
[00:57:30.800 --> 00:57:33.160]   They're sick.
[00:57:33.160 --> 00:57:36.120]   And boy, I wish I'd have gone to New York when Facebook invited me up there.
[00:57:36.120 --> 00:57:37.720]   I just couldn't believe it.
[00:57:37.720 --> 00:57:39.600]   [LAUGH]
[00:57:39.600 --> 00:57:45.600]   They told me we're actually fighting Soros, and I was too dumb to believe it.
[00:57:45.600 --> 00:57:46.760]   We'll be right back.
[00:57:46.760 --> 00:57:48.680]   I can't even talk at this point.
[00:57:49.280 --> 00:57:51.960]   Words cannot describe how big the stakes are for
[00:57:51.960 --> 00:57:53.200]   the future of humanity right now.
[00:57:53.200 --> 00:57:57.680]   InfoWars is being openly targeted by the Democratic Party,
[00:57:57.680 --> 00:58:00.840]   leftist CIA operatives, the corrupt Justice Department, and
[00:58:00.840 --> 00:58:03.240]   the entire Soros crime syndicate.
[00:58:03.240 --> 00:58:05.240]   People say, why would you start a fight with them?
[00:58:05.240 --> 00:58:08.680]   Because they were already dominating and running America into the ground.
[00:58:08.680 --> 00:58:11.280]   And I knew we had no future if we didn't do this.
[00:58:11.280 --> 00:58:13.600]   So we've already had incredible success.
[00:58:13.600 --> 00:58:17.000]   But if you will simply realize how epic this is, and
[00:58:17.000 --> 00:58:21.080]   understand how real this fight is, and why we've been made the main target.
[00:58:21.080 --> 00:58:24.880]   And if you financially support us, and if you spread the word about our articles and
[00:58:24.880 --> 00:58:29.720]   videos, InfoWars.com, we won't just continue to stand up against these
[00:58:29.720 --> 00:58:32.040]   brutal scumbags, we'll win.
[00:58:32.040 --> 00:58:34.920]   We have huge sales at InfoWars4.com right now.
[00:58:34.920 --> 00:58:37.920]   And we're still able to operate the shopping cart, get stuff shipped out to
[00:58:37.920 --> 00:58:40.360]   you, despite the fact we're trying to block our commerce, and
[00:58:40.360 --> 00:58:42.080]   your right to the market.
[00:58:42.080 --> 00:58:45.800]   But if you don't stand up and support us financially, Soros the globalist may win.
[00:58:45.800 --> 00:58:48.760]   This is InfoWars, Darkness Howard, we need your support, I'm counting on you.
[00:58:48.760 --> 00:58:50.240]   [MUSIC]
[00:58:50.240 --> 00:58:51.800]   >> Please, whatever you do realize,
[00:58:51.800 --> 00:58:54.400]   that we're all getting punched drunk to the censorship.
[00:58:54.400 --> 00:58:58.000]   And you saw 18 Twitter accounts, they say affiliated with InfoWars.
[00:58:58.000 --> 00:58:59.800]   Yeah, some of them are like little side accounts,
[00:58:59.800 --> 00:59:03.040]   they know we had like InfoWars store that just showed our products.
[00:59:03.040 --> 00:59:07.640]   But they just banned them all yesterday in punishment that I be in a Trump rally and
[00:59:07.640 --> 00:59:09.800]   be mobbed by all these folks that loved us.
[00:59:09.800 --> 00:59:12.800]   Your excitement about America, your excitement about this broadcast is what
[00:59:12.800 --> 00:59:15.240]   brought the country and the world back from the brick.
[00:59:15.240 --> 00:59:19.160]   But the globalists now want to target where the resistance came from, so
[00:59:19.160 --> 00:59:21.280]   that we're not pesky in the future.
[00:59:21.280 --> 00:59:24.320]   I want to be troublesome and pesky.
[00:59:24.320 --> 00:59:25.200]   I want to keep going.
[00:59:25.200 --> 00:59:29.240]   I want to make them do the ultimate, not just destroy us financially.
[00:59:29.240 --> 00:59:31.280]   I want to push all the way.
[00:59:31.280 --> 00:59:32.560]   I've committed to do that.
[00:59:32.560 --> 00:59:33.640]   I've prayed for that.
[00:59:33.640 --> 00:59:35.280]   And I've been told that's going to happen.
[00:59:35.280 --> 00:59:38.160]   But you've got to back us and I promise you this.
[00:59:38.160 --> 00:59:39.520]   I will never falter.
[00:59:39.520 --> 00:59:41.880]   I will never waver at the spiritual level.
[00:59:41.880 --> 00:59:42.840]   I physically will.
[00:59:42.840 --> 00:59:45.840]   But I give you my commitment if you financially support us,
[00:59:45.840 --> 00:59:49.600]   infowarsstore.com to give you my absolute total commitment.
[00:59:49.600 --> 00:59:53.680]   [BLANK_AUDIO]
[00:59:53.680 --> 00:59:56.720]   >> You're listening to The Alex Jones Show.
[00:59:56.720 --> 01:00:06.720]   [MUSIC]
[01:00:08.080 --> 01:00:19.280]   >> You want to stop tyranny?
[01:00:19.280 --> 01:00:20.880]   Well, so does he.
[01:00:20.880 --> 01:00:25.920]   Live from the infowars.com studios, it's Alex Jones.
[01:00:25.920 --> 01:00:35.920]   [MUSIC]
[01:00:37.920 --> 01:00:39.320]   >> Ladies and gentlemen.
[01:00:39.320 --> 01:00:45.600]   [MUSIC]
[01:00:45.600 --> 01:00:47.920]   I do a lot of research.
[01:00:47.920 --> 01:00:52.640]   But there are those moments where everything comes into focus.
[01:00:52.640 --> 01:00:59.280]   And all the knowledge you had is taken to a completely new level.
[01:00:59.280 --> 01:01:03.960]   And it just happened again in a huge way.
[01:01:03.960 --> 01:01:07.720]   I had a lot of inside baseball information over the years.
[01:01:07.720 --> 01:01:13.480]   But I wasn't sure if it was all accurate from high level sources.
[01:01:13.480 --> 01:01:17.920]   I was told three years ago that George Soros was trying
[01:01:17.920 --> 01:01:22.960]   a hostile corporate takeover or corporate raid of Facebook.
[01:01:22.960 --> 01:01:27.600]   And then WikiLeaks came out about eight months after that confirming that.
[01:01:27.600 --> 01:01:28.440]   And if you just joined us,
[01:01:28.440 --> 01:01:30.360]   I just showed news articles where that was admitted.
[01:01:30.360 --> 01:01:33.480]   [BLANK_AUDIO]
[01:01:33.480 --> 01:01:37.320]   All the other tech giants like Google, you name it,
[01:01:37.320 --> 01:01:40.400]   let him take over in the last two years.
[01:01:40.400 --> 01:01:42.440]   But Facebook didn't.
[01:01:42.440 --> 01:01:44.640]   [BLANK_AUDIO]
[01:01:44.640 --> 01:01:48.000]   And so he got a bunch of people to infiltrate Facebook.
[01:01:48.000 --> 01:01:49.560]   He paid off employees.
[01:01:49.560 --> 01:01:53.400]   He got a bunch of their documents to then basically spin it and
[01:01:53.400 --> 01:01:57.040]   to have their own executives come out against Facebook.
[01:01:57.040 --> 01:01:58.760]   [BLANK_AUDIO]
[01:01:58.760 --> 01:02:02.920]   Not so that abuses can be stopped, but so that he and the globalists and
[01:02:02.920 --> 01:02:06.440]   the Democrats can fully take it over.
[01:02:06.440 --> 01:02:09.040]   And now it's all admitted.
[01:02:09.040 --> 01:02:12.880]   So when you see all this news about Facebook and
[01:02:12.880 --> 01:02:17.640]   hearings coming up about it and all this, that's what this is,
[01:02:17.640 --> 01:02:21.760]   is George Soros, who already just started badmouthing it eight months ago.
[01:02:21.760 --> 01:02:25.800]   They hired a PR firm to say, hey, he bankrupts companies,
[01:02:25.800 --> 01:02:28.440]   he bankrupts currencies, he's putting this out against us,
[01:02:28.440 --> 01:02:31.160]   he's gonna do a shorting operation.
[01:02:31.160 --> 01:02:31.920]   It's what he does.
[01:02:31.920 --> 01:02:33.840]   He's the supervillain of this.
[01:02:33.840 --> 01:02:36.800]   [BLANK_AUDIO]
[01:02:36.800 --> 01:02:43.320]   And in response, the New York Times said that Sheryl Sandberg, Jewish,
[01:02:43.320 --> 01:02:49.520]   Mark Zuckerberg, Jewish, huge supporters of people's basic freedoms
[01:02:49.520 --> 01:02:54.440]   when it comes to religion, at least on the surface.
[01:02:54.440 --> 01:02:57.640]   [BLANK_AUDIO]
[01:02:57.640 --> 01:02:59.760]   And they have the nerve to say that they're anti-Semitic.
[01:03:00.960 --> 01:03:05.160]   When George Soros wants to overthrow the state of Israel publicly,
[01:03:05.160 --> 01:03:09.040]   also in the WikiLeaks, Benjamin Netanyahu says George Soros is not a Jew.
[01:03:09.040 --> 01:03:12.120]   [BLANK_AUDIO]
[01:03:12.120 --> 01:03:14.440]   Benjamin Netanyahu has to come out and
[01:03:14.440 --> 01:03:17.400]   say that George Soros is not a friend of Israel.
[01:03:17.400 --> 01:03:23.280]   And people attacking him are doing a good thing.
[01:03:23.280 --> 01:03:25.920]   [BLANK_AUDIO]
