[00:00:03.004 --> 00:00:04.945]  Big show.
[01:47:13.174 --> 01:47:14.114]  And the graph follows.
[01:47:14.114 --> 01:47:20.697]  As soon as they started having 1.5 kids in the early 90s, their profits went down and now they're collapsing.
[01:47:20.697 --> 01:47:22.458]  I mean, it's real simple.
[01:47:22.458 --> 01:47:24.339]  Yeah, it is very simple.
[01:47:24.339 --> 01:47:26.860]  The ultimate resource is human beings.
[01:47:26.860 --> 01:47:29.181]  The one resource you cannot do without.
[01:47:29.181 --> 01:47:38.845]  And our radical, you know, environmental zealots who want to drastically reduce the world's population don't tell people that if we do that, and we seem to be doing it quite well on our own,
[01:47:39.304 --> 01:47:42.985]  That we will see our standard of living go into the toilet.
[01:47:42.985 --> 01:47:43.525]  That's right.
[01:47:43.525 --> 01:47:59.870]  All these liberal anti-human yuppies that think if there's less people they're going to get more, that's what they're taught with population control, don't understand they are slitting their own financial throats by exterminating the younger generation that would have taken care of them.
[01:47:59.870 --> 01:48:00.830]  That's right.
[01:48:00.830 --> 01:48:07.672]  The economic pie will be shrinking dramatically and everybody will get a smaller piece, if they're still around to enjoy it at all.
[01:48:08.657 --> 01:48:18.788]  Now I'm not really that excited about moving from a one-child to a two-child policy because what I'm going to tell everybody is the basic policy in China hasn't changed.
[01:48:18.788 --> 01:48:20.690]  Now what do I mean by the basic policy?
[01:48:20.690 --> 01:48:29.399]  The basic policy is that the Chinese state, which is to say the Chinese Communist Party, determines how many children will be born in China each year.
[01:48:30.214 --> 01:48:37.318]  And their new five-year plan calls for moving from a one-child to a two-child policy and producing more children.
[01:48:37.318 --> 01:48:42.341]  So this is childbearing under a state plan and that hasn't changed.
[01:48:42.341 --> 01:48:46.164]  This is the system owning humans like you own chickens or pigs.
[01:48:46.940 --> 01:48:47.541]  That's right.
[01:48:47.541 --> 01:48:51.984]  By breeding human beings like you breed a herd of cows or a herd of pigs.
[01:48:51.984 --> 01:48:53.065]  That's exactly it.
[01:48:53.065 --> 01:49:13.122]  It has been the case since the 1950s in China when Chairman Mao, the infamous Chairman Mao, declared that it was the proper role of the Chinese Communist Party to control reproduction of babies in the same way that they control production of tons of steel or production of number of aircraft carriers, tanks and planes.
[01:49:13.122 --> 01:49:14.003]  Same principle at work.
[01:49:14.654 --> 01:49:33.228]  And how do we learn from this with Europe's demographic cliff they've already gone over, the United States, and then we're not even importing skilled people now to replace the skilled that are dying, and I go back to the social engineers kind of wanting dumbed down menial masses that are easy to control.
[01:49:33.228 --> 01:49:40.053]  Isn't this the elite suiciding our prosperity into the future for short-term political control?
[01:49:41.963 --> 01:49:43.944]  Well, it certainly looks like that.
[01:49:43.944 --> 01:49:47.905]  I would encourage everyone to be generous in having children.
[01:49:47.905 --> 01:49:49.626]  To be fruitful and multiply.
[01:49:49.626 --> 01:49:50.806]  It's good for your family.
[01:49:50.806 --> 01:49:52.667]  It's good for the community.
[01:49:52.667 --> 01:49:54.588]  Children are the only future a family has.
[01:49:54.588 --> 01:49:56.629]  They're the only future a nation has.
[01:49:56.629 --> 01:50:03.131]  And a nation that stops having children better decide who it wants to give its country to because it obviously doesn't want it enough to populate it.
[01:50:05.367 --> 01:50:06.267]  That's right.
[01:50:06.267 --> 01:50:10.049]  Well, there's no doubt we will see the end of France within 50 years, and Germany.
[01:50:10.049 --> 01:50:11.810]  They have committed suicide.
[01:50:11.810 --> 01:50:16.492]  And I'm just upset that it's going to be radical jihadists that it's handed over to.
[01:50:18.154 --> 01:50:37.187]  Well, they have a real problem in the fact that most of their immigrants come from the Middle East, and most of their immigrants come from a very different cultural and religious background, and a lot of them can be easily radicalized and actually hate the cultures that currently exist there, and so want to supplant them, want to replace them.
[01:50:37.187 --> 01:50:38.748]  They don't want to assimilate.
[01:50:38.748 --> 01:50:42.190]  They want to fundamentally change the society that they've moved into.
[01:50:42.190 --> 01:50:44.992]  Ah, fundamentally transform the society.
[01:50:44.992 --> 01:50:46.553]  I think I heard a president say that.
[01:50:46.553 --> 01:50:47.754]  You've heard that phrase before.
[01:50:48.755 --> 01:50:49.996]  Yeah.
[01:50:49.996 --> 01:50:53.098]  Stephen Mosier, pop.org.
[01:50:53.098 --> 01:50:59.944]  For folks out there that are ignorant about population, you're not using complex algorithms or stuff to come up with these numbers.
[01:50:59.944 --> 01:51:02.206]  I mean, this is cut and dry.
[01:51:02.206 --> 01:51:03.787]  Governments admit what you're saying is true.
[01:51:03.787 --> 01:51:13.556]  You've got a lot of informational videos at pop.org that folks should share, but in the next 10 minutes we have left, explain to people the basics of demographics and what we need to just not collapse.
[01:51:15.168 --> 01:51:18.509]  Well, the basics of demographics are quite easy to understand.
[01:51:18.509 --> 01:51:21.609]  You've got only two ways that population can grow.
[01:51:21.609 --> 01:51:26.590]  That is by having babies or by welcoming immigrants.
[01:51:26.590 --> 01:51:29.151]  And there are two ways that populations can decline.
[01:51:29.151 --> 01:51:38.153]  And if you stop having babies or if you have net outflow of people, as many countries now do, then your population will shrink over time.
[01:51:38.153 --> 01:51:44.294]  But a healthy population pyramid has more people in the younger age categories than in the older age categories.
[01:51:44.804 --> 01:51:54.053]  An unhealthy population has fewer people who are young and many more people who are older are ready to go into retirement.
[01:51:54.053 --> 01:52:00.238]  And a lot of the populations of the world are moving into that category.
[01:52:00.238 --> 01:52:02.821]  Europe, of course, as you mentioned, is dying.
[01:52:02.821 --> 01:52:03.942]  But it's not just Europe.
[01:52:04.528 --> 01:52:10.850]  I mean, Latin America, which a generation ago, two generations ago, still had large families.
[01:52:10.850 --> 01:52:15.412]  Today, most of the countries in Latin America are averaging two children or fewer.
[01:52:15.412 --> 01:52:17.753]  That'll surprise some people.
[01:52:17.753 --> 01:52:23.715]  Most of the developed countries in Asia are having far fewer than two children.
[01:52:23.715 --> 01:52:26.396]  Singapore, Taiwan, South Korea.
[01:52:27.423 --> 01:52:34.510]  But because of the one-child policy in China, India is still a little above two children, but the birth rate there is falling as well.
[01:52:34.510 --> 01:52:49.002]  It seems to me that we've invented... We live in an age when most people are beginning to regard children as burdens rather than blessings, and are having too few to maintain the current populations of the countries they live in.
[01:52:49.002 --> 01:52:50.323]  You've got to have at least 2.1 children.
[01:52:51.887 --> 01:52:54.149]  To maintain the current population.
[01:52:54.149 --> 01:53:02.717]  The United States has been below that now since Roe vs. Wade, the legalization of abortion back in the early 1970s.
[01:53:02.717 --> 01:53:08.002]  And so our population is not growing as fast as it was in the 50s and 60s.
[01:53:08.002 --> 01:53:12.426]  And if it weren't for immigration, it would begin to shrink in the years to come.
[01:53:12.426 --> 01:53:15.309]  That's not a healthy sign for any people.
[01:53:16.025 --> 01:53:17.606]  And I'd like to see it reversed.
[01:53:17.606 --> 01:53:25.170]  You know, I'd like to see young couples in this country who are willing to have children, and there are quite a few, protected from taxes.
[01:53:25.170 --> 01:53:27.051]  They should be sheltered from all taxes.
[01:53:27.051 --> 01:53:35.836]  Young couples who are willing to have two or three or four children shouldn't be paying income taxes because they're spending their money and time raising the next generation of Americans.
[01:53:35.836 --> 01:53:39.598]  That's something that governments can't do and governments shouldn't be doing.
[01:53:39.598 --> 01:53:42.619]  But people will do it if you simply shelter them from taxes.
[01:53:44.011 --> 01:53:54.642]  So that's a step that I think we ought to take to stave off the demographic death that we and the other developed countries will be facing in the future if we don't do something about it.
[01:53:54.642 --> 01:54:06.874]  Does this signal, though, that the eugenicists, the Rockefellers, the folks that sold China on the one-child policy, in turn, they would then be industrialized and given a lot of power in the global system?
[01:54:08.120 --> 01:54:26.604]  To have China backing off of that sum and to see a lot of this now being admitted in the West, does that show there's kind of a rebellion by statisticians and government people that they now understand that a declining population will mean the pension funds won't be paid out and does mean kind of a new dark age could form?
[01:54:26.604 --> 01:54:30.965]  Because if you've got parts of the world that are already in major decline, others that are slowing down,
[01:54:32.278 --> 01:54:34.679]  Well, I'd like to see us on the moon and on Mars and in other
[01:55:02.671 --> 01:55:03.092]  I think so.
[01:55:21.505 --> 01:55:28.610]  The paradise for the radical environmentalist is really a kind of view of the Garden of Eden before the creation of Adam and Eve.
[01:55:28.610 --> 01:55:35.675]  When human beings came on the planet, he spoiled it for all the other species, so they'd like to see us eliminated.
[01:55:35.675 --> 01:55:44.060]  So there's a lot of really anti, not just anti-natal, but almost anti-human feeling on the part of some of these groups, and they don't care.
[01:55:44.060 --> 01:55:48.283]  In fact, they positively hunger for the day when humanity
[01:55:49.690 --> 01:55:54.855]  It does not be fruitful to multiply, but is barren and drastically reduced in numbers.
[01:55:54.855 --> 01:55:55.896]  That's their goal.
[01:55:55.896 --> 01:56:10.711]  Sure, Ted Turner, Prince Philip, as you know, and countless others, all these graduates in biochemistry, you name it, they write books, they have publications saying, yeah, we're going to work on an airborne Ebola, and the best thing that could happen is kill 90% of humanity.
[01:56:10.711 --> 01:56:11.092]  That's Dr. Pianca.
[01:56:13.594 --> 01:56:16.795]  Lusting after that, but of course they're not going to go.
[01:56:16.795 --> 01:56:19.636]  They're going to do the killing and then inherit the earth.
[01:56:19.636 --> 01:56:27.939]  That's really their plan, is that they just have a disdain for other humans in their cowardly, craven desire and will to power.
[01:56:29.520 --> 01:56:38.187]  Well, and it is true that the population controller's view of us is that there are just enough of them, you see, but there are far too many of us.
[01:56:38.187 --> 01:56:45.973]  So, their goal is to eliminate the rest of us and leave them in splendid isolation, sharing the world's wealth.
[01:56:45.973 --> 01:56:49.576]  They don't understand that wealth is created by human beings.
[01:56:49.576 --> 01:56:54.740]  If they eliminate 90% of the rest of us, the wealth that we produce will disappear along with us.
[01:56:55.180 --> 01:57:01.202]  Well, yeah, Mao killed, according to the Communist Chinese, you're an expert on it, they say 84 million, CIA says 65 million.
[01:57:01.202 --> 01:57:08.004]  I know you've been over there, you can correct me if I'm wrong or what the real number is, but they weren't failing in the Great Leap Forward and Cultural Revolution.
[01:57:08.004 --> 01:57:16.786]  They were trying to get rid of the unruly peasants and others, and then of course, of course, stalled the whole economy and didn't mean as much caviar for the Communist leaders.
[01:57:16.786 --> 01:57:18.786]  Can you speak to that briefly?
[01:57:18.786 --> 01:57:24.008]  Well, I would say the numbers were even higher than you just cited, and I would add to those
[01:57:25.075 --> 01:57:31.942]  The 400 million Chinese, innocent Chinese, unborn who've been killed as part of the one-child policy.
[01:57:31.942 --> 01:57:38.248]  We shouldn't forget that this one-child policy was not just a matter of eugenics, it was partially that.
[01:57:38.248 --> 01:57:43.113]  It was not just a matter of population control, but it was partially that.
[01:57:43.573 --> 01:57:49.958]  It was also a matter of the Chinese Communist Party exerting control over the Chinese people.
[01:57:49.958 --> 01:58:01.647]  Because on the one hand, they backed off of the People's Communes, which had starved 42.5 million Chinese to death in the early 1960s, and they said to the farmers, you can go back and farm your own farms now.
[01:58:01.647 --> 01:58:06.770]  They backed off on economic controls a little bit, saying to some of the businessmen, you can start your own business.
[01:58:07.751 --> 01:58:27.139]  By way of compensation, they then ratcheted up controls on reproduction, you see, to maintain the muscular tone of the system, to make it clear to the people that the Chinese Communist Party, even though it was allowing family farming and private enterprise, was still in control of China because it was in the bedroom control.
[01:58:28.220 --> 01:58:30.101]  We're in control of your reproduction.
[01:58:30.101 --> 01:58:31.963]  We dominate, which is feminism.
[01:58:31.963 --> 01:58:34.405]  It's all total social engineering.
[01:58:34.405 --> 01:58:35.786]  70-second break.
[01:58:35.786 --> 01:58:37.047]  Do five more minutes with us, Steve.
[01:58:37.047 --> 01:58:37.987]  I know you gotta go then.
[01:58:37.987 --> 01:58:41.030]  pop.org, T-Intel, Infowars.com.
[01:58:41.030 --> 01:58:41.630]  Spread the word.
[01:58:41.630 --> 01:58:42.391]  Do it now, folks.
[01:58:42.391 --> 01:58:43.131]  We're in a fight.
[01:58:43.131 --> 01:58:43.552]  We can win.
[01:58:48.499 --> 01:58:52.022]  When cells become toxic, they die early and aging sets in.
[01:58:52.022 --> 01:59:00.267]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[01:59:00.267 --> 01:59:05.691]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[01:59:05.691 --> 01:59:08.213]  You want the best that's out there at the lowest price anywhere?
[01:59:08.213 --> 01:59:10.334]  We now have the synergistic solution.
[01:59:10.334 --> 01:59:14.517]  Secure your DNA force today at InfoWarsLife.com or call toll-free 888-253-3139.
[01:59:18.348 --> 01:59:19.469]  Brain Force is here.
[01:59:19.469 --> 01:59:21.689]  Ladies and gentlemen, I've been on this the last few months.
[01:59:21.689 --> 01:59:26.672]  You've probably noticed I've been more focused, less brain fog, more energy, and it's because of Brain Force.
[01:59:26.672 --> 01:59:29.973]  There's always hidden additives in your food, even organic food has hidden additives.
[01:59:29.973 --> 01:59:33.455]  Staring at the computer all day, working, doing good, you're still damaging your brain.
[01:59:33.455 --> 01:59:35.436]  Ultimately, we've all been dumbed down to some degree.
[01:59:35.436 --> 01:59:37.556]  It doesn't have stimulants, it doesn't have garbage in it.
[01:59:37.556 --> 01:59:39.537]  It has natural things that do it clean.
[01:59:39.537 --> 01:59:45.120]  You will find Brain Force and other game-changing products at InfoWarsLife.com or call 888-253-3139.
[01:59:51.076 --> 01:59:53.701]  You're listening to The Alex Jones Show.
[02:00:04.690 --> 02:00:05.992]  Big Brother.
[02:00:05.992 --> 02:00:07.754]  Mainstream media.
[02:00:07.754 --> 02:00:09.536]  Government cover-ups.
[02:00:09.536 --> 02:00:11.118]  You want answers?
[02:00:11.118 --> 02:00:12.660]  Well, so does he.
[02:00:12.660 --> 02:00:16.846]  He's Alex Jones on the GCN Radio Network.
[02:00:16.846 --> 02:00:20.911]  And now, live from Austin, Texas, Alex Jones.
[02:00:27.833 --> 02:00:32.035]  Steven W. Mosier is our guest, the director of Pop.org.
[02:00:32.035 --> 02:00:33.235]  We've got five minutes left with you.
[02:00:33.235 --> 02:00:35.256]  I appreciate your time, sir.
[02:00:35.256 --> 02:00:41.378]  Coming up, we've got Wayne Madsen's investigative report from Arizona, out there at the aircraft boneyard.
[02:00:41.378 --> 02:00:43.739]  Well, that's tied into the CIA.
[02:00:43.739 --> 02:00:45.880]  Mr. Mosier continuing, what can we do?
[02:00:47.099 --> 02:00:48.000]  To expose this.
[02:00:48.000 --> 02:00:49.301]  What can we do to fight this?
[02:00:49.301 --> 02:00:56.666]  Because the anti-human vitriol, the Discovery Channel shows about the world without humans and how great it'll be.
[02:00:56.666 --> 02:01:04.232]  This idea they're pushing, and young people buying into, if they kill a grandma, they get 10 jobs, as Bill Gates tells them.
[02:01:04.232 --> 02:01:08.235]  I mean, don't they understand that this is a fraud?
[02:01:08.235 --> 02:01:10.637]  How do we telegraph this message to them?
[02:01:10.637 --> 02:01:12.478]  What have you found is effective?
[02:01:12.478 --> 02:01:13.639]  Because you've been highly effective.
[02:01:15.543 --> 02:01:19.826]  Well, one thing that's effective is exposing exactly what their ultimate goals are.
[02:01:19.826 --> 02:01:27.332]  And the ultimate goal of the population control movement is not, as it has told us over the years, to simply stabilize the world's population.
[02:01:27.958 --> 02:01:30.098]  The goal is not zero population growth.
[02:01:30.098 --> 02:01:36.700]  The goal is to drive down the numbers from currently 7.2 billion down to 1 or 2 billion.
[02:01:36.700 --> 02:01:43.181]  That's the ultimate goal of the radical environmentalists, the radical feminists, the radical population growers.
[02:01:43.181 --> 02:01:47.822]  To drastically reduce our numbers and of course that would drive most of us into poverty.
[02:01:47.822 --> 02:01:53.763]  The elite of course would insulate themselves from the economic collapse that would follow from the decline in our numbers.
[02:01:54.750 --> 02:01:58.792]  The rest of the surviving population would suffer.
[02:01:58.792 --> 02:02:05.715]  You know, I mean, and that sounds like an exaggerated view of what they're all about.
[02:02:05.715 --> 02:02:15.079]  But if you read their literature, as I have, I've been forced to for the last 25 years, you see that the goal is to reduce human numbers.
[02:02:15.079 --> 02:02:19.501]  And ultimately, some of them would say, yes, extinguish human life from the planet.
[02:02:20.851 --> 02:02:23.193]  Who would enjoy the planet after we disappeared?
[02:02:23.193 --> 02:02:30.919]  I don't know, since we're the only beings endowed by God with consciousness, with an understanding of present, past, and future.
[02:02:30.919 --> 02:02:36.444]  But nonetheless, that is the goal, and it is fundamentally anti-human.
[02:02:37.214 --> 02:02:41.677]  It doesn't recognize that we are the pinnacle of creation.
[02:02:41.677 --> 02:02:44.518]  In fact, they believe that we're ruining creation.
[02:02:44.518 --> 02:02:44.959]  Exactly!
[02:02:44.959 --> 02:02:50.342]  Humans are so advanced, we could even, at a certain point, protect the Earth with advanced technologies.
[02:02:50.342 --> 02:02:51.663]  We can already do it from asteroids.
[02:02:51.663 --> 02:02:52.863]  But we're doing it.
[02:02:52.863 --> 02:02:54.284]  Yeah, we're doing it right now.
[02:02:54.284 --> 02:02:59.007]  I mean, the fact is, when you see economic devastation, it comes from poverty.
[02:02:59.739 --> 02:03:14.951]  It's the very poor who plant the last square foot of land because they're hungry, or pollute the very water they need to drink because they can't afford to build sewage treatment plants, or cut down the last tree to eat their food, or to build a house because they don't have other building materials.
[02:03:14.951 --> 02:03:21.976]  When a country reaches about $3,000 per capita, it begins to set aside the money that it needs to clean up the environment.
[02:03:22.358 --> 02:03:26.902]  And so, wealth is the way of protecting the environment.
[02:03:26.902 --> 02:03:29.224]  And to get wealth, you need people.
[02:03:29.224 --> 02:03:33.288]  So you see, their whole strategy doesn't make sense.
[02:03:33.288 --> 02:03:36.892]  If they reduce us back down to poverty, the environment will suffer.
[02:03:36.892 --> 02:03:38.493]  It will not be better off.
[02:03:38.493 --> 02:03:40.475]  It will be worse off than it was before.
[02:03:43.424 --> 02:03:44.325]  You're absolutely right.
[02:03:44.325 --> 02:03:54.413]  You can Google David Rockefeller praises Mao Zedong and find multiple New York Times articles saying, oh, it's so incredible, oh, it works so good, oh, I love it so much.
[02:03:54.413 --> 02:04:02.979]  And this is a guy who, as you pointed out, killed 80-plus million people, not to mention the one-child policy that came later, 400 million.
[02:04:02.979 --> 02:04:06.502]  The Chinese government says Mao killed that many.
[02:04:06.502 --> 02:04:08.704]  You say it's even higher.
[02:04:08.704 --> 02:04:09.785]  Where do you come up with those numbers?
[02:04:11.072 --> 02:04:21.950]  Well, first of all, Mao Zedong was the reason for the Chinese Civil War lasting for over 20 years, which killed 50, 60 million people.
[02:04:21.950 --> 02:04:23.092]  Wow, so we're talking now we're at 130 million.
[02:04:24.372 --> 02:04:39.319]  Then, yes, then with the takeover of China by the Red Army, by Mao's peasant army, he went into the villages and basically lined up the rich peasants and landlords and had them all killed.
[02:04:39.319 --> 02:04:41.380]  That was another 10-12 million deaths.
[02:04:41.380 --> 02:04:46.723]  Now, in the village I was first in, in China, in 1979, there was a little hill outside the village
[02:04:47.083 --> 02:04:47.903]  You've heard of the U.S.
[02:04:47.903 --> 02:04:53.225]  government wasting money on studies like mountain lions on treadmills, shrimp on treadmills, and even the effects of Swedish massage on rabbits.
[02:04:53.225 --> 02:04:54.805]  This latest example of waste comes out of the Illinois EPA.
[02:04:54.805 --> 02:04:56.946]  In fact, I tweeted, That's right, it's all in the article.
[02:05:16.471 --> 02:05:17.372]  Illinois EPA.
[02:05:17.372 --> 02:05:20.494]  Pumpkins must be managed to protect human health by Kit Daniels.
[02:05:20.494 --> 02:05:26.719]  And in it, you can find a link to the actual nine-step process for local cities to collect pumpkins for composting.
[02:05:26.719 --> 02:05:27.699]  Here's step two.
[02:05:27.699 --> 02:05:34.624]  Pumpkins must not be accepted from other persons, including, but not limited to, owners and operators of rented or leased residences where pumpkins were used for decorative purposes.
[02:05:34.624 --> 02:05:38.267]  Commercial haulers and other commercial, industrial, agricultural, and government operations are entities.
[02:05:38.407 --> 02:05:39.388]  How are you going to figure that out?
[02:05:39.388 --> 02:05:40.949]  Did you see the memo about this?
[02:05:40.949 --> 02:05:41.089]  Okay.
[02:05:58.542 --> 02:06:02.504]  Secret 12, InfoWars Life's Vitamin B12 formulation.
[02:06:02.504 --> 02:06:08.807]  Most forms of Vitamin B12 are highly processed and synthetic, and cannot be properly absorbed by the body.
[02:06:08.807 --> 02:06:15.790]  That's why for real results, so many are having to turn to painful B12 injections, which are known to have higher absorption rates.
[02:06:16.090 --> 02:06:25.217]  Infowarslife.com is excited to announce that we can bring you our most bioactive, powerful form of B12 that has been developed with our exclusive, perfected process.
[02:06:25.217 --> 02:06:31.382]  Secret 12 is a binary of nutramedical-grade, bioavailable, coenzyme forms of B12.
[02:06:31.382 --> 02:06:34.525]  Methylcobalamin, the same kind used in B12 injections, and
[02:06:34.865 --> 02:06:36.206]  Adenosylcobalamin.
[02:06:36.206 --> 02:06:39.807]  Secret 12 is simply taken by mouth, right on the tongue, and then swallowed.
[02:06:39.807 --> 02:06:41.688]  No needles, no injections.
[02:06:41.688 --> 02:06:43.349]  Don't take my word for it.
[02:06:43.349 --> 02:06:44.529]  Try it for yourself.
[02:06:44.529 --> 02:06:45.770]  Discover the secret.
[02:06:45.770 --> 02:06:46.850]  Secret 12.
[02:06:46.850 --> 02:06:51.432]  Secure your revolutionary Secret 12 formula right now at Infowarslife.com or call 888-253-3139.
[02:06:51.432 --> 02:06:52.053]  Infowarslife.
[02:06:52.053 --> 02:06:52.433]  Secret 12.
[02:06:58.271 --> 02:06:59.912]  Clean, pure drinking water.
[02:06:59.912 --> 02:07:01.392]  You can't survive without it.
[02:07:01.392 --> 02:07:02.593]  But where do you get it?
[02:07:02.593 --> 02:07:08.575]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[02:07:08.575 --> 02:07:14.297]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[02:07:14.497 --> 02:07:31.376]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[02:07:31.756 --> 02:07:34.238]  Filter capacity up to 5,000 gallons.
[02:07:34.238 --> 02:07:35.698]  Stainless steel construction.
[02:07:35.698 --> 02:07:36.739]  Easy assembly.
[02:07:36.739 --> 02:07:37.660]  Low maintenance.
[02:07:37.660 --> 02:07:39.761]  Replacement filters are simple to install.
[02:07:39.761 --> 02:07:47.025]  And now, as part of an exclusive limited time introductory offer, you can save $20 off the retail price and get free shipping.
[02:07:47.025 --> 02:07:52.228]  This is a limited time offer, so order your unit today and receive free shipping and $20 off.
[02:07:52.228 --> 02:07:54.810]  Go to InfowarsStore.com or call 888-253-3139.
[02:07:59.079 --> 02:08:00.361]  Thanks for watching!
[02:08:10.772 --> 02:08:13.355]  Waging war on corruption.
[02:08:13.355 --> 02:08:16.577]  It's Alex Jones.
[02:08:16.577 --> 02:08:20.681]  He heads up the Population Research Institute, Stephen W. Mosher.
[02:08:20.681 --> 02:08:25.245]  China is backed off its one-child policy, gone to a two-child policy, because it's hurting their economy.
[02:08:25.245 --> 02:08:27.767]  You have less people to take care of the old.
[02:08:27.767 --> 02:08:30.610]  He's got to go in just a few minutes, and we've got Wayne Madsen's report coming up.
[02:08:30.610 --> 02:08:33.993]  We talked about the Chinese government says Mao killed 84 million people.
[02:08:33.993 --> 02:08:35.494]  But then the Civil War, he killed another 30, 40, 50 million.
[02:08:36.896 --> 02:08:43.535]  Then you add another 10 million being all the peasant leaders, anybody middle class, and you were describing seeing that in a village.
[02:08:43.535 --> 02:08:44.517]  Finish your story, please, sir.
[02:08:45.714 --> 02:08:55.658]  Well, in the village that I studied in 1979, I was taken out by elderly villagers to a little hill outside the village where there was a mass grave.
[02:08:55.658 --> 02:09:07.562]  And here it was where the landlords, those people who owned a few acres of land, these weren't large landlords, and the rich peasants, those were people who just hired labor part of the year for harvesting or planting.
[02:09:07.562 --> 02:09:10.383]  They were taken out and struggled and executed.
[02:09:11.110 --> 02:09:20.572]  Uh, that was also the place where 200 victims of the famine, uh, that, uh, was caused by the great proletarian people's communes, uh, were buried.
[02:09:20.572 --> 02:09:26.493]  There were 200 people in my village of about 3,000 people who died of starvation during that period.
[02:09:26.493 --> 02:09:32.114]  Overall numbers in China, uh, during the Great Famine of 1960 to 1962 were about 42.5 million people who starved to death.
[02:09:32.114 --> 02:09:32.934]  Uh, Chairman Mao said, uh,
[02:09:37.782 --> 02:09:39.964]  When there's not enough to eat, people starve to death.
[02:09:39.964 --> 02:09:43.446]  It's better to let half the people die so the other half can eat their filth.
[02:09:43.446 --> 02:09:47.950]  That's a direct quote from the great Chinese leader, Chairman Mao.
[02:09:47.950 --> 02:09:48.871]  How communist!
[02:09:48.871 --> 02:09:49.891]  How sweet!
[02:09:49.891 --> 02:09:52.173]  How moral authority these people are!
[02:09:52.173 --> 02:09:52.834]  It's sickening!
[02:09:53.936 --> 02:09:55.677]  Well, they're totally immoral, of course.
[02:09:55.677 --> 02:09:56.717]  It's all about power.
[02:09:56.717 --> 02:10:02.179]  This is the guy who said political power comes from the barrel of a gun, and that a revolution is not a dinner party.
[02:10:02.179 --> 02:10:10.802]  He also said one-tenth of the peasants of China, or about 50 million people, would have to be destroyed in order to set up a people's commune.
[02:10:10.802 --> 02:10:13.063]  And, of course, he pretty much reached that number.
[02:10:13.063 --> 02:10:16.825]  So, this is a mass murder.
[02:10:16.825 --> 02:10:20.806]  And the successors to Mao are people who are cut from the same cloth.
[02:10:20.806 --> 02:10:22.787]  The current president of China is Xi Jinping.
[02:10:23.453 --> 02:10:36.319]  He is very much an admirer of Chairman Mao, has modeled his political career on Chairman Mao, and is not at all bashful about eliminating people who stand in his way.
[02:10:36.319 --> 02:10:39.880]  Now they just do it in the womb or after they're born, and it's called a right.
[02:10:39.880 --> 02:10:42.782]  Pop.org, Stephen Mosier, thank you.
[02:10:42.782 --> 02:10:44.002]  Look forward to having you back on.
[02:10:44.002 --> 02:10:45.763]  Your work could not be more important.
[02:10:45.763 --> 02:10:47.364]  Godspeed.
[02:10:47.364 --> 02:10:47.684]  Thank you.
[02:10:48.450 --> 02:10:55.297]  Truly amazing, and folks, you should take this resource, pop.org, and our film, Endgame, Blueprint for Global Enslavement.
[02:10:55.297 --> 02:10:56.238]  Give it out to everybody you know.
[02:10:56.238 --> 02:10:59.001]  This is a real fight for humanity.
[02:10:59.001 --> 02:11:03.205]  Ladies and gentlemen, let's go to the special report shot a week and a half ago.
[02:11:03.205 --> 02:11:10.533]  We're premiering it here in the field in Arizona with commentary with investigative journalist Wayne Madsen.
[02:11:11.912 --> 02:11:16.514]  Relatives and friends stunned by a violent crime in Calaveras County.
[02:11:16.514 --> 02:11:22.076]  Investigators say a father killed his two teenage sons before turning the gun on himself.
[02:11:22.076 --> 02:11:28.978]  Investigators also believe their own father, Phillip Marshall, shot them, the family dog, then turned the gun on himself.
[02:11:39.036 --> 02:11:44.220]  In 2012, the late Phil Marshall, he wrote three books.
[02:11:44.220 --> 02:11:55.508]  Two about his doubts about the official 9-11 report and one about a docudrama, actually, about his time as a pilot for the CIA in the 1980s.
[02:11:55.508 --> 02:12:05.114]  In his books, the veteran aviation pilots accused the administration of former US President George W. Bush of orchestrating the 9-11 attacks.
[02:12:05.114 --> 02:12:05.695]  Marshall said,
[02:12:06.511 --> 02:12:15.014]  The true reason the attack was successful is because of an inside military stand-down and a coordinated training operation that prepared the hijackers to fly heavy commercial airliners.
[02:12:15.014 --> 02:12:23.597]  We have dozens of FBI documents to prove that this flight training was conducted in California, Florida, and Arizona in the 18 months leading up to the attack.
[02:12:23.597 --> 02:12:24.938]  Think about this.
[02:12:24.938 --> 02:12:33.841]  The official version about some ghost in some cave on the other side of the world defeating our entire military establishment on US soil is absolutely preposterous.
[02:12:34.421 --> 02:12:42.083]  Phil Marshall, qualified Boeing 757 pilot and a Boeing 767 pilot.
[02:12:42.083 --> 02:12:48.685]  The two aircraft, as we know, are said to have allegedly been involved in the 9-11 attacks.
[02:12:48.685 --> 02:12:50.666]  Phil Marshall came here to Arizona in 2012.
