[00:00:00.564 --> 00:00:01.257]  Say Alex Jones!
[01:53:38.561 --> 01:53:39.962]  We're good to go.
[01:54:01.175 --> 01:54:03.036]  Silent, if you want to call it monarch.
[01:54:03.036 --> 01:54:07.719]  Now, monarchs have been silent and secret for many, many generations.
[01:54:07.719 --> 01:54:14.302]  I mean, as early as Alfonso XII in Spain, he would walk among the people and would never realize people never asked.
[01:54:14.302 --> 01:54:17.664]  He was the king of Spain because nobody saw the king.
[01:54:17.664 --> 01:54:19.986]  Nobody saw the monarch.
[01:54:19.986 --> 01:54:27.690]  But the monarch today and the way that people behave under the will of the monarch is really what you are beginning to point out.
[01:54:28.240 --> 01:54:31.542]  In Infowars, and you're bringing the people to discernment.
[01:54:31.542 --> 01:54:36.665]  And hopefully, you will continue forever, as long as you live, Alex.
[01:54:36.665 --> 01:54:37.646]  Well, God bless you, Carlos.
[01:54:37.646 --> 01:54:38.226]  Great points.
[01:54:38.226 --> 01:54:39.326]  All right.
[01:54:39.326 --> 01:54:40.287]  We got Chris Skye.
[01:54:40.287 --> 01:54:41.208]  Is he in the building yet?
[01:54:41.208 --> 01:54:42.228]  I'm excited about this.
[01:54:42.228 --> 01:54:43.309]  I've never met him in person.
[01:54:43.309 --> 01:54:44.309]  Really look forward to it.
[01:54:44.309 --> 01:54:45.330]  He is great.
[01:54:45.330 --> 01:54:46.671]  He's coming in at five after.
[01:54:46.671 --> 01:54:48.752]  Let's keep taking calls here.
[01:54:48.752 --> 01:54:52.194]  Who's up next?
[01:54:52.194 --> 01:54:54.655]  That would be Ron in Arizona.
[01:54:54.655 --> 01:54:55.356]  Ron, you're on the air.
[01:54:55.356 --> 01:54:55.636]  Go ahead.
[01:54:58.366 --> 01:55:04.291]  Well, hello, Alex Jones, and hello to all the millions of humans listening.
[01:55:04.291 --> 01:55:06.773]  And, you know, Alex, I think I have an answer.
[01:55:06.773 --> 01:55:13.899]  I have a hypothesis of why there's so much death, you know, on the horizon.
[01:55:13.899 --> 01:55:15.080]  Here it is.
[01:55:15.080 --> 01:55:18.663]  Humans are not the smartest creatures on the planet.
[01:55:18.663 --> 01:55:21.986]  We're just the best killers on the planet.
[01:55:21.986 --> 01:55:24.107]  Humans can kill bears.
[01:55:24.107 --> 01:55:25.989]  Humans can kill lions, tigers.
[01:55:26.724 --> 01:55:28.305]  But yet, whales are smarter.
[01:55:28.305 --> 01:55:29.246]  They use sonar.
[01:55:29.246 --> 01:55:33.989]  Birds use gravitational waves to navigate thousands of miles.
[01:55:33.989 --> 01:55:35.930]  Ants use their antennae.
[01:55:35.930 --> 01:55:41.054]  You know, they may be way more intelligent, way more smarter, but we're the best killers.
[01:55:41.054 --> 01:55:47.118]  That explains the wars, why there's a drive for the end to humanity.
[01:55:47.118 --> 01:55:48.959]  Why, you know, even abortion.
[01:55:48.959 --> 01:55:52.241]  We kill our own birth, you know.
[01:55:53.106 --> 01:55:54.469]  What do you think of that theory?
[01:55:54.469 --> 01:55:57.696]  That humans are not the smartest?
[01:55:57.696 --> 01:55:59.240]  The globalists call us killer apes.
[01:55:59.240 --> 01:56:00.182]  I'm not saying we're apes.
[01:56:02.937 --> 01:56:09.181]  I would say for all different types of complex knowledge and information, we are the smartest because we can build our own environments.
[01:56:09.181 --> 01:56:13.444]  We create incredible art, literature, culture, mathematical equations.
[01:56:13.444 --> 01:56:15.505]  We also have magnetic connections in our brain.
[01:56:15.505 --> 01:56:27.033]  We just in modern times aren't conscious of it as much as say a duck or an ant is or a fish or a whale, a mammal, a marine mammal.
[01:56:27.033 --> 01:56:29.574]  But we have incredible highs and incredible lows.
[01:56:29.574 --> 01:56:30.015]  So I think
[01:56:30.796 --> 01:56:34.797]  You know, a killer whale's highs are amazing, but its lows are kind of close to that.
[01:56:34.797 --> 01:56:40.740]  It's not doing that much complex stuff other than what it's doing, picking up the sonar and singing.
[01:56:40.740 --> 01:56:43.581]  But they're very similar to us in many ways.
[01:56:43.581 --> 01:56:47.042]  They're just on a different arc, a different path.
[01:56:47.842 --> 01:56:55.246]  So I mean, I think we are actually great lovers and great builders and great killers.
[01:56:55.246 --> 01:56:56.627]  And I think we're very powerful.
[01:56:56.627 --> 01:57:00.809]  So when we do something wrong, it's manifested in a much greater way.
[01:57:02.395 --> 01:57:05.237]  We've risen to the top by being the greatest killer.
[01:57:05.237 --> 01:57:06.658]  Maybe I should say, we can kill a whale.
[01:57:06.658 --> 01:57:16.524]  I wouldn't even say, but I mean, you don't see whales building ships or whales building aircraft or whales, you know, I mean, I think, I think, I mean, I think it's not just that we're killers.
[01:57:16.524 --> 01:57:26.211]  But I do think in primitive times, because we had more advanced intelligence with toolmaking and teamwork, that we were able to stop sabre-toothed tigers and cave bears and woolly mammoths.
[01:57:26.211 --> 01:57:31.615]  And then what, and then the only other predator we have, the only other challenge we have is apex predators, our own species.
[01:57:32.475 --> 01:57:38.739]  So, because there is no other predator against us, really, we have to create another apex predator against ourselves.
[01:57:38.739 --> 01:57:41.901]  The globalists believe, under Social Darwinism, they are the apex predator.
[01:57:41.901 --> 01:57:44.982]  They're actually entering the space to bring equilibrium to things.
[01:57:44.982 --> 01:57:49.225]  Let's talk about that when we come back.
[01:57:49.225 --> 01:57:54.088]  For everything the globalists hit us with, God, through Mother Nature, has given us the answer.
[01:57:54.912 --> 01:57:55.072]  I don't
[01:58:17.421 --> 01:58:19.183]  Because that's who we're getting it from.
[01:58:19.183 --> 01:58:21.886]  Made right here in Central Texas.
[01:58:21.886 --> 01:58:25.530]  Our private label name is Rebel Zen.
[01:58:25.530 --> 01:58:31.135]  Rebel Zen is a private label of one of the top three or four CBD makers in the country.
[01:58:31.135 --> 01:58:33.958]  It's based right here in Texas and we're giving it to you at 30% off.
[01:58:33.958 --> 01:58:35.060]  And here's what's even crazier.
[01:58:35.840 --> 01:58:37.721]  30% off of what they're selling it for.
[01:58:37.721 --> 01:58:40.963]  They're selling theirs for 30% off what their competitors are.
[01:58:40.963 --> 01:58:45.346]  So this is the highest rated, already at the lowest price, now even a lower price.
[01:58:45.346 --> 01:58:46.106]  Rebels In.
[01:58:46.106 --> 01:58:49.728]  Get yours at InfoWareStore.com now.
[01:58:49.728 --> 01:58:54.771]  We finally have our original best-selling colloidal silver back-end stock.
[01:58:55.845 --> 01:58:58.767]  The supply chain breakdowns and all the problems of the economy.
[01:58:58.767 --> 01:59:05.133]  We could not get the highest quality colloidal silver for almost three years back in stock.
[01:59:05.133 --> 01:59:06.634]  But now we've got it.
[01:59:06.634 --> 01:59:08.756]  30 parts per million from the top lab.
[01:59:08.756 --> 01:59:10.177]  We got a limited shipment.
[01:59:10.177 --> 01:59:11.838]  Hopefully we'll have a lot of it in the future.
[01:59:11.838 --> 01:59:17.903]  But if you want to experience and have in your medicine cabinet, have in your preparedness arsenal,
[01:59:18.604 --> 01:59:21.325]  High quality colloidal silver from the best manufacturer.
[01:59:21.325 --> 01:59:27.306]  We have it right now private labeled under the name Silver Bullet at InfoWarStore.com.
[01:59:27.306 --> 01:59:29.687]  Limited supply, 30% off.
[01:59:29.687 --> 01:59:32.627]  InfoWarStore.com Silver Bullet.
[01:59:32.627 --> 01:59:39.769]  Research colloidal silver, find out what a game changer it is, and then get yours at InfoWarStore.com.
[01:59:39.769 --> 01:59:42.289]  Silver Bullet, back in stock, 30% off.
[01:59:42.289 --> 01:59:43.550]  InfoWarStore.com.
[01:59:50.754 --> 01:59:55.378]  Leading a frontal assault on the lies of the New World Order.
[01:59:55.378 --> 02:00:10.210]  It's Alex Jones.
[02:00:10.210 --> 02:00:12.231]  I meant to hold that last caller over.
[02:00:12.231 --> 02:00:13.652]  That's a whole show debate.
[02:00:13.652 --> 02:00:14.753]  I appreciate him calling.
[02:00:14.753 --> 02:00:16.395]  He made a really good point.
[02:00:16.395 --> 02:00:20.218]  We should debate why humans are the most powerful creature on this planet that we know of.
[02:00:22.373 --> 02:00:24.054]  Made in the image of God.
[02:00:24.054 --> 02:00:26.974]  I mean, I think my analysis was dead on, but we can have a debate.
[02:00:26.974 --> 02:00:29.195]  I think his points were well taken.
[02:00:29.195 --> 02:00:30.715]  Let's go to the next caller.
[02:00:30.715 --> 02:00:32.616]  Gerald in South Carolina.
[02:00:32.616 --> 02:00:34.236]  Thanks for calling.
[02:00:34.236 --> 02:00:34.916]  Hey, Alex.
[02:00:34.916 --> 02:00:35.317]  How are you?
[02:00:35.317 --> 02:00:37.257]  I'm alright, brother.
[02:00:37.257 --> 02:00:37.777]  Okay.
[02:00:37.777 --> 02:00:47.960]  So, the vision that I've been having about this shot, it starts out where they're manufacturing the vials that they constantly show on TV.
[02:00:48.860 --> 02:00:52.482]  You see the little blue thing in the center where they put the needle through?
[02:00:52.482 --> 02:00:56.164]  Reminds me of a primer on a gun, on a bullet on a gun.
[02:00:56.164 --> 02:00:57.524]  Yes.
[02:00:57.524 --> 02:01:01.386]  Next stage of the vision, AR.
[02:01:01.386 --> 02:01:09.671]  It morphs into the needle, the real assault weapon.
[02:01:09.671 --> 02:01:11.351]  Yes, sir.
[02:01:11.351 --> 02:01:11.852]  That's it.
[02:01:14.318 --> 02:01:15.678]  That's the vision I've been having for the last few years.
[02:01:15.678 --> 02:01:22.780]  Well, the crew just brought me this CDC document I'll cover with Chris Sky, where they admit the simian monkey virus in the shots.
[02:01:22.780 --> 02:01:24.860]  And then I've got Google saying it doesn't exist.
[02:01:24.860 --> 02:01:27.001]  That's aiding and abetting murder.
[02:01:27.001 --> 02:01:29.941]  These people are killing us with information.
[02:01:29.941 --> 02:01:30.822]  Amen.
[02:01:30.822 --> 02:01:31.822]  Pisses me off, man.
[02:01:31.822 --> 02:01:33.082]  I mean, these are creeps.
[02:01:33.082 --> 02:01:35.863]  These are eugenicists that think we're animals and are here to die.
[02:01:35.863 --> 02:01:39.783]  Well, I got news for Sergey Brin and Larry Page.
[02:01:39.783 --> 02:01:41.024]  You're going to pay for what you've done.
[02:01:41.024 --> 02:01:42.084]  I appreciate your call, Gerald.
[02:01:44.195 --> 02:01:48.997]  Murderers.
[02:01:48.997 --> 02:01:52.479]  Kim in Wisconsin, go ahead.
[02:01:52.479 --> 02:02:00.083]  Alex, Pedo Peter is the child catcher off of Chitty Chitty Bang Bang sniffing out the kids.
[02:02:00.083 --> 02:02:04.645]  I gotta be honest with you, I'm not making out what you're saying.
[02:02:04.645 --> 02:02:06.266]  It's a very old phone, I'm sorry.
[02:02:06.266 --> 02:02:13.850]  Pedo Peter, Joe Biden, is the child catcher off of Chitty Chitty Bang Bang sniffing out the kids.
[02:02:14.906 --> 02:02:15.426]  Yeah, I don't know.
[02:02:15.426 --> 02:02:19.609]  I've heard of Chitty Chitty Bang Bang, but I don't know what it is.
[02:02:19.609 --> 02:02:30.374]  Oh, he's a child catcher, and he sniffs the kids, and he captures them all in town and collects them in the caves, and he's, he's, that's, it's Joe Biden.
[02:02:30.374 --> 02:02:32.055]  You gotta check it out, because that's Joe Biden.
[02:02:32.055 --> 02:02:34.457]  Wow, so I've heard the term Chitty Chitty Bang Bang, but I didn't know what it was.
[02:02:34.457 --> 02:02:38.839]  That's some kind of, is that like a fairy tale or something about a gremlin or something?
[02:02:39.898 --> 02:02:44.021]  Yep, it's where Supercalifragilisticexpialidocious came from.
[02:02:44.021 --> 02:02:55.309]  You said it the other day and I thought, oh he's going to get it and you didn't and I thought... Guys, give me the etymology of Chitty Chitty Bang Bang and Supercalifragilisticexpialidocious.
[02:02:55.309 --> 02:02:55.910]  I believe you.
[02:02:55.910 --> 02:02:58.372]  I just don't know about it.
[02:02:58.372 --> 02:02:58.892]  Enlighten me.
[02:02:58.892 --> 02:03:01.174]  You learn something new all the time.
[02:03:01.174 --> 02:03:09.320]  Oh, and he sneaks around and he collects all the kids and they try to hide the kids from him and he keeps them in a dungeon and
[02:03:10.060 --> 02:03:16.384]  And he's got this big nose and he sniffs them out like Biden does when he sniffs kids.
[02:03:16.384 --> 02:03:16.904]  Wow.
[02:03:16.904 --> 02:03:21.447]  You know, most of those wives tales and things have a basis in reality.
[02:03:21.447 --> 02:03:23.689]  Like Little Red Riding Hood, I guess they found him.
[02:03:23.689 --> 02:03:26.891]  It says Chitty Chitty Bang Bang.
[02:03:26.891 --> 02:03:28.312]  He kind of looks like Biden.
[02:03:28.312 --> 02:03:34.996]  And Little Red Riding Hood is like, hey, when you walk to Grandma's house, watch out for a man who poses as a woman, just like the pedophiles now.
[02:03:34.996 --> 02:03:35.176]  Yeah.
[02:03:37.435 --> 02:03:38.576]  Well thank you so much.
[02:03:38.576 --> 02:03:42.699]  Tell me more about Chitty Chitty Bang Bang.
[02:03:42.699 --> 02:04:00.694]  It's a fairy tale with a dad and his wife dies and then he meets a rich woman and then he makes candy and they fly off in this imaginary car that they build and then they land in this other world and there there's no kids.
[02:04:02.066 --> 02:04:27.761]  And they brought two kids with them so they're like looking for the kids and because they could start smelling them and people and then they had to disguise the kids and a toy maker helps them and he takes the kids and hides them in a basement and the child catcher comes in he's sniffing for them and he knows they're there and and at the end they um they get all the kids out and they free the kids and then they fly back to
[02:04:28.652 --> 02:04:29.632]  The real world.
[02:04:29.632 --> 02:04:30.772]  Wow.
[02:04:30.772 --> 02:04:31.653]  Man, I tell you.
[02:04:31.653 --> 02:04:32.993]  And then meanwhile, that's Joe Biden.
[02:04:32.993 --> 02:04:34.193]  Incredible call, Kim.
[02:04:34.193 --> 02:04:37.094]  Thank you so much.
[02:04:37.094 --> 02:04:37.854]  We're going to break.
[02:04:37.854 --> 02:04:38.974]  Chris Sky in studio.
[02:04:38.974 --> 02:04:40.654]  We'll take more of your calls as well.
[02:04:40.654 --> 02:04:42.815]  Leah, Jim, Frank, Steve, and Henry.
[02:04:42.815 --> 02:04:44.395]  No more calls after them, but keep them on hold.
[02:04:44.395 --> 02:04:46.535]  We'll get to them with the great Chris Sky.
[02:04:46.535 --> 02:04:49.096]  He'll be hosting the fourth hour today as well.
[02:04:49.096 --> 02:04:50.116]  Wow.
[02:04:50.116 --> 02:04:54.177]  So much we learn from history, both fiction and mainline history.
[02:04:54.177 --> 02:04:55.277]  We'll be right back.
[02:04:55.277 --> 02:04:55.977]  Yippee-ki-yay.
[02:04:59.124 --> 02:05:04.679]  Tell us about the products, how we support you, how we support all of ourselves, and the big event coming up.
[02:05:05.791 --> 02:05:14.895]  Well, yeah, the first one, you obviously can go to MyPillow.com, use that promo code ALEX, and you can get all these great discounts on all of our products.
[02:05:14.895 --> 02:05:20.717]  And just by visiting this site, you're going to get a $20 free gift emailed to you immediately.
[02:05:20.717 --> 02:05:28.720]  And there's the biggest special we have right now, the 20-year anniversary MyPillow for 1998 for the queen size, normally $69.98.
[02:05:28.720 --> 02:05:32.342]  We're celebrating our anniversary with what my employees do.
[02:05:32.702 --> 02:05:33.923]  Love to invest.
[02:05:33.923 --> 02:05:36.365]  Producing and making the MyPillow.
[02:05:36.365 --> 02:05:45.891]  And the model of businessmen and women with can-do know-how using the money for Americana freedom to fight the globalists is what they fear.
[02:05:45.891 --> 02:05:47.392]  That's what the debanking is about.
[02:05:47.392 --> 02:05:49.234]  That's what the financial attacks are about.
[02:05:49.234 --> 02:05:56.839]  That's why we've got to rush to support MyPillow.com and InfoWars.com, plus their great products at both places, because we are the tip of the spear.
[02:06:10.854 --> 02:06:14.995]  You are listening to an InfoWars.com Frontline Report.
[02:06:14.995 --> 02:06:19.816]  It's Alex Jones.
[02:06:19.816 --> 02:06:31.158]  We interrupt this broadcast with a special report from the frontlines of the InfoWars.
[02:06:31.158 --> 02:06:35.259]  Attempts have been made to neutralize the InfoWarrior known as Alex Jones.
[02:06:35.259 --> 02:06:38.960]  Countless attacks have been witnessed and reported in an effort to bring him down.
[02:06:44.904 --> 02:06:49.413]  Alex Jones has been sighted on the battlefield fighting against the forces of evil.
[02:06:49.413 --> 02:06:51.337]  We're not gonna go down and just shut our mouths!
[02:06:59.486 --> 02:07:07.090]  We're receiving reports that Alex Jones has broken through the front lines and is now heading toward the broadcast studio.
[02:07:07.090 --> 02:07:09.732]  All efforts to silence him have failed.
[02:07:09.732 --> 02:07:15.555]  Find the InfoWars transmission at InfoWars.com forward slash show.
[02:07:15.555 --> 02:07:19.177]  If you're receiving this transmission, you are the resistance.
[02:07:20.746 --> 02:07:22.107]  What's going on everybody?
[02:07:22.107 --> 02:07:23.628]  It is Wednesday morning.
[02:07:23.628 --> 02:07:29.311]  I'm here in Austin, Texas at the 1886 Cafe about to smash a breakfast.
[02:07:29.311 --> 02:07:38.176]  I just finished at the gym and I guess you could say the tour to change the world kicked off the moment I crossed into the U.S.
[02:07:38.176 --> 02:07:38.696]  and I made it.
[02:07:38.696 --> 02:07:42.058]  That was probably the hardest obstacle for the tour but
[02:07:42.558 --> 02:07:45.742]  I'm going to say it's officially kicking off today.
[02:07:45.742 --> 02:07:49.326]  I'm going to Info Wars Studio in person.
[02:07:49.326 --> 02:07:55.853]  The first time I've ever done a live in-person show anywhere outside of Canada.
[02:07:55.853 --> 02:07:58.196]  I'm pretty excited for it.
[02:07:58.196 --> 02:07:59.177]  And here's the best part.
[02:07:59.557 --> 02:08:13.603]  The first hour is going to be Alex and I, and then they have just asked if I will take over Alex's desk and host the show on InfoWars today, the second hour that I'm going to be on.
[02:08:13.603 --> 02:08:15.464]  And what a way to start the tour.
[02:08:16.437 --> 02:08:20.419]  I'm going to be on InfoWars, hosting InfoWars this weekend.
[02:08:20.419 --> 02:08:22.421]  I'm at the American Liberty Awards.
[02:08:22.421 --> 02:08:30.765]  Then I'm going to be driving through from Texas to Louisiana, Alabama, Georgia, en route to Miami.
[02:08:30.765 --> 02:08:34.027]  Have a meet and greet in Miami on the 15th.
[02:08:34.027 --> 02:08:42.572]  We have Vero Beach on the 17th with Mr. Stu Peters in the studio and a meet and greet on the 17th.
[02:08:42.572 --> 02:08:43.673]  Then we're driving back
[02:08:44.433 --> 02:08:50.776]  We're looking to stop in Dallas and hopefully meet up with Mr. David Harris Jr.
[02:08:50.776 --> 02:08:53.657]  That has not yet been confirmed, but we're working on it.
[02:08:53.657 --> 02:08:58.860]  And from there, I'm going to be in New Mexico with my man, King Bao.
[02:08:58.860 --> 02:09:05.243]  We're going to talk about his new child grooming thing with Jimmy Kimmel, who did not respond, of course.
[02:09:05.243 --> 02:09:06.003]  What's he going to say?
[02:09:06.663 --> 02:09:13.805]  And from there we're going up to Colorado and we're going to be with wonderful people at Conservative Daily.
[02:09:13.805 --> 02:09:15.306]  And that's just in the next couple weeks.
[02:09:15.306 --> 02:09:17.487]  We got more stuff coming up after that.
[02:09:17.487 --> 02:09:21.228]  If you guys want to contact me, if you want to see me when I'm driving.
[02:09:22.429 --> 02:09:28.375]  Anything, you know how to reach me.
[02:09:28.375 --> 02:09:29.095]  It's 416-400-9994.
[02:09:29.095 --> 02:09:30.156]  Get at me.
[02:09:30.156 --> 02:09:33.219]  I'm going to be busy as hell, but I'm going to make it happen.
[02:09:33.219 --> 02:09:34.360]  I love you guys.
[02:09:34.360 --> 02:09:35.621]  Can't wait for today.
[02:09:35.621 --> 02:09:42.128]  Info Wars, American Liberty Awards, Stu Peters, hopefully David Harris Jr.
[02:09:43.158 --> 02:09:46.907]  King Bao, Conservative Daily, and much more to come.
[02:09:46.907 --> 02:09:48.049]  Contact me, 416-400-9994.
[02:09:48.049 --> 02:09:49.091]  God bless you guys.
[02:09:49.091 --> 02:09:49.372]  Love you.
[02:09:56.059 --> 02:09:58.100]  All right, I've known Chris Sky for over three years.
[02:09:58.100 --> 02:10:03.441]  He's the number one Canadian activist against Trudeau, who is a dictator.
[02:10:03.441 --> 02:10:04.781]  We'll explain how that really works.
[02:10:04.781 --> 02:10:07.502]  He's supposedly elected, but he only got 30% of the vote.
[02:10:07.502 --> 02:10:10.443]  And the total tyranny of the WEF that's taking place there.
[02:10:10.443 --> 02:10:21.006]  We've also got the latest pedophile news from the UN, where they openly have put out an official document calling for sex with children as young as five, as long as it's... as long as they want it.
[02:10:21.006 --> 02:10:22.906]  Oh, your child wants their penis cut off.
[02:10:22.906 --> 02:10:24.867]  Oh, your child wants to have sex with a pedophile.
[02:10:25.765 --> 02:10:27.066]  This is incredible information.
[02:10:27.066 --> 02:10:29.128]  I have the document right here.
[02:10:29.128 --> 02:10:31.491]  Ladies and gentlemen, it is all coming up.
[02:10:31.491 --> 02:10:34.874]  Also, Google has committed a crime against humanity.
[02:10:34.874 --> 02:10:41.461]  They weren't just invested in the EcoHealth Alliance Wuhan lab, but they were helping suppress what really happened with it.
[02:10:41.461 --> 02:10:44.684]  We're going to hit some incredible breaking information.
[02:10:44.684 --> 02:10:45.965]  But I want to play a clip.
[02:10:45.965 --> 02:10:47.266]  I saw the one they put on screen was
[02:10:48.207 --> 02:10:56.618]  His later prediction, there's the famous one with him just straight on, six months before they kept the lockdowns going, when they were saying, oh, just 15 days to flatten the curve.
[02:10:56.618 --> 02:10:59.222]  He laid it out perfectly, what their plan was.
[02:10:59.222 --> 02:11:00.804]  But here's one of his predictions.
[02:11:06.520 --> 02:11:07.841]  Hey man, did you want to do an interview?
[02:11:07.841 --> 02:11:09.821]  Sure, what's up brother?
[02:11:09.821 --> 02:11:14.664]  So we saw you speaking earlier, what's the main message you're trying to get across today?
[02:11:14.664 --> 02:11:29.410]  The response to COVID is a lot worse than COVID and COVID isn't about a virus, it's about increasing government control over our lives by using fear tactics to make people comply with giving up the rights and freedoms that millions of people fought and died for.
[02:11:30.566 --> 02:11:39.513]  Cool, and what do you say to the people, we spoke to some of the people across the street, they're saying you guys are all stupid, that a lot of them say mandatory masks outside is what they want.
[02:11:39.513 --> 02:11:42.496]  How do you respond to people who are against what you're standing for here today?
[02:11:42.496 --> 02:11:45.638]  Well, the fact of the matter is, I just came from Netherlands.
[02:11:45.638 --> 02:11:49.902]  The Dutch are not stupid people, they're smart, they're independent, and they have balls.
[02:11:49.902 --> 02:11:50.842]  So guess what?
[02:11:50.842 --> 02:11:52.284]  They have no masks.
[02:11:52.284 --> 02:11:53.725]  They have 17 million people,
[02:11:54.483 --> 02:11:59.106]  If you go to a train station, maybe 1 out of 20 people is scared enough to wear a mask.
[02:11:59.106 --> 02:12:00.526]  Their bars are open.
[02:12:00.526 --> 02:12:02.087]  The girls are still working.
[02:12:02.087 --> 02:12:04.048]  You can go smoke a joint in their coffee shops.
[02:12:04.048 --> 02:12:05.689]  You can eat in their restaurants.
[02:12:05.689 --> 02:12:07.870]  They're open till 2 o'clock in the morning.
[02:12:07.870 --> 02:12:10.172]  And they've had less than 200 people up to age 60 die.
[02:12:11.792 --> 02:12:16.716]  Also, Amsterdam is one of the top three cities in all of Europe for international travel.
[02:12:16.716 --> 02:12:19.277]  50 million visitors a year from all over the world.
[02:12:19.277 --> 02:12:21.999]  So I met people from all different countries when I was there.
[02:12:21.999 --> 02:12:22.840]  Guess what?
[02:12:22.840 --> 02:12:29.224]  The only other country that's stupid like Canada and wearing masks on their school children was Germany and Belgium.
[02:12:29.224 --> 02:12:35.808]  Belgium's EU and UN headquarters and Germany's had millions of people protesting in the streets over it.
[02:12:35.808 --> 02:12:37.749]  Italy, no masks on the kids.
[02:12:37.749 --> 02:12:39.831]  France, only masks for 12 and older.
[02:12:40.491 --> 02:12:42.032]  Egypt, no mask on the kids.
[02:12:42.032 --> 02:12:43.712]  Iran, no mask on the kids.
[02:12:43.712 --> 02:12:45.213]  Sweden, no mask on the kids.
[02:12:45.213 --> 02:12:46.213]  Finland, no mask.
[02:12:46.213 --> 02:12:47.393]  Denmark, no mask.
[02:12:47.393 --> 02:12:53.575]  So, why do we need them here, where all these other countries are just fine without them?
[02:12:53.575 --> 02:12:54.136]  Answer?
[02:12:54.136 --> 02:12:55.016]  You don't.
[02:12:55.016 --> 02:12:57.817]  And when you have real world examples, that's the proof.
[02:12:58.337 --> 02:12:59.378]  It's that simple.
[02:12:59.378 --> 02:13:00.339]  You don't need a mask.
[02:13:00.339 --> 02:13:01.980]  The mask is about compliance.
[02:13:01.980 --> 02:13:04.342]  Because they know Canadians like to do what they're told.
[02:13:04.342 --> 02:13:08.384]  So if they tell you, you have to wear a mask, next they're going to tell you, you have to contact trace.
[02:13:08.384 --> 02:13:10.646]  Then they're going to tell you, you have to take the vaccine.
[02:13:10.646 --> 02:13:14.449]  And because Canadians like to do what they're told, they're hoping that everyone just complies.
[02:13:14.449 --> 02:13:15.890]  And then guess what, kids?
[02:13:15.890 --> 02:13:22.615]  Once you take your vaccine, like a dumb person that doesn't know any better, they're going to tell you, sorry, the vaccine isn't as...
[02:13:24.396 --> 02:13:31.942]  So now you still gotta wear your mask, still gotta get contact trace, still have all the restrictions and social distancing, and still take your vaccine.
[02:13:31.942 --> 02:13:33.743]  And then what did you get out of all of this?
[02:13:33.743 --> 02:13:40.949]  You got a whole year where you weren't allowed to travel, your business was closed, they took your rights and freedoms, they forced a vaccine on you, and
[02:13:41.736 --> 02:13:42.537]  What happened?
[02:13:42.537 --> 02:13:44.198]  The same amount of people died.
[02:13:44.198 --> 02:13:45.599]  Everything is the exact same.
[02:13:45.599 --> 02:13:52.305]  And now they're going to put you back on lockdown and bring it all the way till July of next year so they can do the same thing again.
[02:13:52.305 --> 02:13:58.010]  Bring you from July, August, and September, getting you off lockdown, but just to bring you back on lockdown again.
[02:13:58.010 --> 02:14:03.574]  If you idiots haven't figured it out yet, it's a perpetual cycle that you never get out of.
[02:14:03.574 --> 02:14:08.538]  And it's a way to take your rights, your freedoms, close your business, take your wealth.
[02:14:08.538 --> 02:14:08.899]  Why?
[02:14:08.899 --> 02:14:10.480]  So you become dependent on government.
[02:14:10.880 --> 02:14:11.180]  Why?
[02:14:11.180 --> 02:14:14.922]  If you're independent, the government works for you like it's supposed to.
[02:14:14.922 --> 02:14:24.306]  If you depend on the government to give you a paycheck to feed your family every month because they closed your business on you, now the government doesn't work for you, the government rules you.
[02:14:24.306 --> 02:14:32.389]  So instead of a middle class, we have the government, upper class, and the lower class dependents that rely on the government to survive.
[02:14:32.389 --> 02:14:34.830]  In other words, we have a slave class.
[02:14:34.830 --> 02:14:35.850]  And that's what they're trying to do.
[02:14:35.850 --> 02:14:36.891]  It's that simple.
[02:14:36.891 --> 02:14:38.271]  Alright, thanks a lot Chris.
[02:14:38.271 --> 02:14:39.612]  Why didn't the cops shut it down today?
[02:14:40.180 --> 02:14:42.823]  Cops didn't shut it down because they don't have the power to shut it down.
[02:14:42.823 --> 02:14:44.085]  I'm on quarantine.
[02:14:44.085 --> 02:14:46.989]  I was just in Ireland speaking to 15,000 people.
[02:14:46.989 --> 02:14:51.034]  They grabbed me before I could even get out of the car and said, you're not allowed to be here.
[02:14:51.034 --> 02:14:51.594]  Get out of here.
[02:14:51.594 --> 02:14:51.815]  No, no, no.
[02:14:51.815 --> 02:14:53.236]  I said, what are you going to do?
[02:14:53.236 --> 02:14:53.697]  Find me?
[02:14:53.697 --> 02:14:54.438]  Arrest me?
[02:14:54.438 --> 02:14:55.199]  Go for it.
[02:14:55.199 --> 02:14:58.463]  Do it right in front of everybody so I can challenge it, make it public.
[02:14:58.803 --> 02:15:11.569]  Challenge it with all the different Charter of Rights and Freedoms that you're breaking under these emergency laws that you do not have demonstrable justification to uphold, and then I will win, everybody will know your laws are bullshit, and this whole charade collapses.
[02:15:12.213 --> 02:15:12.873]  Newsflash!
[02:15:12.873 --> 02:15:15.275]  They found over 600 people breaking quarantine.
[02:15:15.275 --> 02:15:16.755]  You know how many got fines?
[02:15:16.755 --> 02:15:17.456]  Zero.
[02:15:17.456 --> 02:15:19.477]  It's not because they're cutting them a break.
[02:15:19.477 --> 02:15:21.478]  It's because they don't have the power to do it.
[02:15:21.478 --> 02:15:26.400]  Just like they don't have the power to shut down your business or give you a $100,000 fine if you stay open.
[02:15:26.400 --> 02:15:27.241]  It's all lies.
