[00:00.000 --> 00:04.000]  You're listening to the Alex Jones show.
[1:58:38.000 --> 1:58:53.000]  We'll be right back.
[1:58:53.000 --> 1:59:19.000]  We'll be right back.
[1:59:19.000 --> 1:59:34.000]  We'll be right back.
[1:59:34.000 --> 2:00:02.000]  We'll be right back.
[2:00:04.000 --> 2:00:33.000]  We'll be right back.
[2:00:33.000 --> 2:00:48.000]  We'll be right back.
[2:00:48.000 --> 2:01:14.000]  We'll be right back.
[2:01:14.000 --> 2:01:41.000]  We'll be right back.
[2:01:41.000 --> 2:02:08.000]  We'll be right back.
[2:02:08.000 --> 2:02:35.000]  We'll be right back.
[2:02:35.000 --> 2:03:02.000]  We'll be right back.
[2:03:02.000 --> 2:03:29.000]  We'll be right back.
[2:03:29.000 --> 2:03:56.000]  We'll be right back.
[2:03:56.000 --> 2:04:23.000]  We'll be right back.
[2:04:23.000 --> 2:04:50.000]  We'll be right back.
[2:04:50.000 --> 2:05:05.000]  We'll be right back.
[2:05:05.000 --> 2:05:32.000]  We'll be right back.
[2:05:32.000 --> 2:06:00.000]  We'll be right back.
[2:06:00.000 --> 2:06:21.000]  We'll be right back.
[2:06:21.000 --> 2:06:48.000]  We'll be right back.
[2:06:48.000 --> 2:07:03.000]  We'll be right back.
[2:07:03.000 --> 2:07:30.000]  We'll be right back.
[2:07:30.000 --> 2:07:45.000]  We'll be right back.
[2:07:45.000 --> 2:08:04.000]  We'll be right back.
[2:08:15.000 --> 2:08:41.000]  We'll be right back.
[2:08:41.000 --> 2:09:07.000]  We'll be right back.
[2:09:07.000 --> 2:09:34.000]  We'll be right back.
[2:09:34.000 --> 2:09:55.000]  We'll be right back.
[2:09:55.000 --> 2:10:23.000]  We'll be right back.
[2:10:23.000 --> 2:10:50.000]  We'll be right back.
[2:10:50.000 --> 2:11:17.000]  We'll be right back.
[2:11:17.000 --> 2:11:44.000]  We'll be right back.
[2:11:44.000 --> 2:12:11.000]  We'll be right back.
[2:12:11.000 --> 2:12:37.000]  We'll be right back.
[2:12:37.000 --> 2:13:04.000]  We'll be right back.
[2:13:04.000 --> 2:13:31.000]  We'll be right back.
[2:13:31.000 --> 2:14:00.000]  We'll be right back.
[2:14:00.000 --> 2:14:15.000]  We'll be right back.
[2:14:15.000 --> 2:14:41.000]  We'll be right back.
[2:14:41.000 --> 2:15:08.000]  We'll be right back.
[2:15:08.000 --> 2:15:14.000]  They all have the exact same agenda, which is to establish an Islamic State under Sharia.
[2:15:14.000 --> 2:15:18.000]  Linda Sarsour speaks at Muslim Brotherhood conferences.
[2:15:18.000 --> 2:15:31.000]  She was speaking at an Islamic society of North America, which the Department of Justice identified as a Muslim Brotherhood organization that was funneling money to Hamas, a designated terrorist organization.
[2:15:31.000 --> 2:15:48.000]  And Colonel Schaefer, who's briefed Congress in classified briefings, but also in public briefings, laid out five years ago the fact that 97% of the so-called rebels, the good rebels in Syria, were actually Sunni, Wahhabist, ISIS, al-Qaeda, you know, black flag folks.
[2:15:48.000 --> 2:16:08.000]  And from his research, but break this down, Obama was involved with his cousin and others out of Kenya into the rest of the Middle East and Egypt, North Africa, funding the Muslim Brotherhood that is basically just the main political Brotherhood arm of the entire Wahhabist, which is what, I guess, 80% of Islam is Sunni.
[2:16:08.000 --> 2:16:19.000]  And so what you've got is a global Sunni expansion operation. And are you saying from your infiltration, care is basically a Hamas slash Muslim Brotherhood organization?
[2:16:19.000 --> 2:16:38.000]  Unequivocally, care is a Hamas organization. Now, when we talk about Jihad, Alex, we have to understand that Jihad is total warfare from a Sharia perspective, social, cultural, political, military, intelligence gathering, espionage, treason, political influence operations, and media manipulation.
[2:16:38.000 --> 2:16:48.000]  Care primarily focuses here in the United States on political influence operations and media manipulations, and they are experts at this.
[2:16:48.000 --> 2:16:58.000]  And I don't need to believe you that infiltrated, or even the FBI, I can actually play Linda Sartsour, who a bunch of her family are in prison in Israel, members of Hamas, here it is.
[2:16:58.000 --> 2:17:19.000]  Sisters and brothers, it's been 16, almost 17 years since the horrific attacks of 9-11. And we still, as a community, find ourselves unprepared in so many moments. Why, sisters and brothers, why are we so unprepared? Why are we so afraid of this administration and the potential chaos that they will ensue in our community?
[2:17:19.000 --> 2:17:37.000]  And we already saw their potential when they come out every few weeks, Muslim ban one, Muslim ban two, Muslim ban three. They are relentless, they are persistent and consistent, and want to see how much we as a community can endure, and want to see who our friends are, and how hard we're going to fight back against this administration.
[2:17:37.000 --> 2:17:49.000]  And I hope that we, when we stand up to those who oppress our communities, that Allah accepts from us that as a form of jihad, that we are struggling against tyrants and rulers.
[2:17:49.000 --> 2:18:12.000]  Why do you think the left is making this bizarre alliance with the most radical, out of control, virulent, cancerous forms of Islam? I mean, what planet are they from? They have to be assuming the total breakdown of our democratic system, because there's no voting constituency in America for what they're embracing.
[2:18:12.000 --> 2:18:20.000]  So they have to be assuming that they'll be, in our near future, no elections, that we're moving to a globalist takeover of this country.
[2:18:20.000 --> 2:18:22.000]  That's authoritarianism, and Islam is authoritarian.
[2:18:22.000 --> 2:18:36.000]  Exactly. Islam are the authoritarians. There's no other logical explanation, because from a political point of view, there's no way that you would think that this is going to lead to an expansion of your voting coalition.
[2:18:36.000 --> 2:18:43.000]  Chris, Chris Gobotz, the guy that infiltrated care, only got to ever do it. I mean, is that accurate what Stone just said?
[2:18:43.000 --> 2:18:53.000]  Absolutely. And I'd just like to expand on it a little bit. You know, on the surface, it's hard for people to imagine why would a leftist be aligning themselves with jihadis.
[2:18:53.000 --> 2:19:00.000]  And it's very simple. We just have to read Saul Linsky's rules for radicals, dedicated to Lucifer, by the way.
[2:19:00.000 --> 2:19:11.000]  And then we have to look at jihadi writings and their purpose. And their purpose is to create chaos, to wage jihad, and on the leftist side, to create chaos.
[2:19:11.000 --> 2:19:16.000]  And out of that chaos, out of that social unrest, they will have their revolution.
[2:19:16.000 --> 2:19:23.000]  That is why hard left Marxists and the left in general are willing to work with jihadis, because they have the exact same goal.
[2:19:23.000 --> 2:19:29.000]  Tear down the system, and out of that tearing down, out of that chaos, they will have their revolution.
[2:19:29.000 --> 2:19:36.000]  The jihadis believe they'll create an Islamic state under Sharia. The leftists believe they're going to have some sort of Marxist utopia.
[2:19:36.000 --> 2:19:40.000]  But in the meantime, they will work together to destroy this nation.
[2:19:40.000 --> 2:19:42.000]  So the enemy of my enemy is my friend.
[2:19:42.000 --> 2:19:43.000]  That's right.
[2:19:43.000 --> 2:19:49.000]  Well, let's come back and talk about what it was like infiltrating, how long you did it, and what care is really, really up to.
[2:19:49.000 --> 2:19:54.000]  All I know is if the Middle East or Muslim areas are so great, why don't you just go over there?
[2:19:54.000 --> 2:19:59.000]  We don't want to have Sharia law. We don't want to cut our daughters' genitals off. We don't want to have our wives wear beekeepers suits.
[2:19:59.000 --> 2:20:03.000]  I mean, I'm sorry. We just don't want it. And why the left loves it? They're sick people.
[2:20:03.000 --> 2:20:10.000]  This is an announcement for all people who want to take a risk-free challenge to whiten their teeth in five minutes.
[2:20:10.000 --> 2:20:15.000]  By calling now, you can whiten your teeth in five minutes using clinically proven power swabs.
[2:20:15.000 --> 2:20:22.000]  This risk-free challenge is for people whose smile has been yellowed by coffee, tea, red wine, or smoking.
[2:20:22.000 --> 2:20:27.000]  The power swabs five-minute challenge is available by responding to this advertisement.
[2:20:27.000 --> 2:20:29.000]  If lines are busy, try again.
[2:20:29.000 --> 2:20:34.000]  Because the power swabs five-minute challenge is exclusive, it's not available in drugstores.
[2:20:34.000 --> 2:20:41.000]  Power swabs was formulated by Dr. Martin Ginniger and whitens teeth with a patented tooth detergent and whitening agent.
[2:20:41.000 --> 2:20:46.000]  It's so effective, we challenge you to try it for five minutes to see how white your smile could be.
[2:20:46.000 --> 2:20:53.000]  Get it risk-free, dial 1-800-370-8599. That's 1-800-370-8599.
[2:20:53.000 --> 2:20:57.000]  Transform your smile into a, wow, you look great smile.
[2:20:57.000 --> 2:21:03.000]  Get it risk-free by visiting powerswabs.com. That's powerswabs.com.
[2:21:03.000 --> 2:21:10.000]  Water is the single most important thing your body needs, so you want to be sure it's the best for you and your family.
[2:21:10.000 --> 2:21:19.000]  In 2005, thousands have depended on Berkey purified water. The Berkey guy provides the lowest price filtration systems in every size.
[2:21:19.000 --> 2:21:25.000]  For incredibly delicious water now and in an emergency, get to goberkey.com.
[2:21:25.000 --> 2:21:33.000]  We're call 877-886-3653. 877-886-3653. Go Berkey.com.
[2:21:33.000 --> 2:21:40.000]  KD Armor has been on a mission to manufacture the most comfortable body armor on the market, and we have succeeded.
[2:21:40.000 --> 2:21:48.000]  With the release of our CQB technology, we now offer the most comfortable, concealable rifle threat body armor available.
[2:21:48.000 --> 2:21:53.000]  Things may look good now, but what if you need added protection?
[2:21:53.000 --> 2:22:03.000]  Get your very own concealable rifle threat armor today at KDArmor.com. That's C-A-T-I Armor.com.
[2:22:24.000 --> 2:22:32.000]  Just by using GCN at checkout, or you can call 844-44Liberty. That's 844-44Liberty.
[2:22:32.000 --> 2:22:36.000]  Hunters, anglers, campers and survivalists, get back to nature.
[2:22:36.000 --> 2:22:43.000]  Expand your horizons with the highest quality, most versatile, unique slingshots and slingbows on the market at slingbow.com.
[2:22:43.000 --> 2:22:50.000]  Slingbow products are compact and models start from just 1798. They're perfect for your bug out bag or storing in your vehicle.
[2:22:50.000 --> 2:22:54.000]  Your self and your loved ones are the excitement and tradition of slingbow.
[2:22:54.000 --> 2:22:58.000]  A new frontier in archery and truly modern twist on this primitive survival tool.
[2:22:58.000 --> 2:23:02.000]  Feel the thrill only at slingbow.com.
[2:23:02.000 --> 2:23:08.000]  If there's a toxic chemical-biological gas smoke emergency while traveling at home or on your job, are you protected?
[2:23:08.000 --> 2:23:12.000]  Are you prepared? There are over 400,000 fires in the USA every year.
[2:23:12.000 --> 2:23:15.000]  Up to 85% of all deaths on a fire are due to smoke inhalation.
[2:23:15.000 --> 2:23:21.000]  Three minutes without air and we as humans will die. Be prepared and escape safely with our safe escape smoke hoods.
[2:23:21.000 --> 2:23:24.000]  Giving you up to 60 minutes of breathable air protection.
[2:23:24.000 --> 2:23:29.000]  Auditors online at ase-safety.com. That's ase-safety.com.
[2:23:29.000 --> 2:23:32.000]  And get up to 40% off plus free shipping.
[2:23:32.000 --> 2:23:36.000]  This is Dan Pilla. Do you owe the IRS money you can't pay? Are tax debts crippling you?
[2:23:36.000 --> 2:23:39.000]  I've defended people from the IRS for over 30 years.
[2:23:39.000 --> 2:23:41.000]  I've helped thousands and I can help you too.
[2:23:41.000 --> 2:23:45.000]  I wrote the book on IRS settlement and I'm telling you, there's no such thing as a hopeless case.
[2:23:45.000 --> 2:23:49.000]  Call 800-34-NO-TAX to finally get free of IRS debt.
[2:23:49.000 --> 2:23:53.000]  With the IRS's new programs, there's never been a better time to solve your problem.
[2:23:53.000 --> 2:24:11.000]  Call 800-34-NO-TAX. That's 800-34-NO-TAX or my website, danpilla.com.
[2:24:11.000 --> 2:24:16.000]  All right, folks. Big moves against the First Amendment happening right now with Google, Facebook, Twitter, all of them.
[2:24:16.000 --> 2:24:19.000]  They're also fighting with each other at the same time. That's coming up in the next segment.
[2:24:19.000 --> 2:24:27.000]  I've got to get our guest, Chris Gobotz, back on for a full hour soon and have him send a lot of his documentation articles.
[2:24:27.000 --> 2:24:29.000]  I've seen a lot of it. It's amazing.
[2:24:29.000 --> 2:24:35.000]  Inside Care, the biggest Islamist group in the country, who...
[2:24:35.000 --> 2:24:41.000]  Well, just quite frankly, most of my problems now behind the scenes are powerful rich Muslims.
[2:24:41.000 --> 2:24:48.000]  The Chobani yogurt owner guy is a Sunni and you saw all that made up, Crud.
[2:24:48.000 --> 2:24:50.000]  He's on the Federal Reserve Board of New York.
[2:24:50.000 --> 2:24:53.000]  I mean, the guy... He's only been here like 15 years.
[2:24:53.000 --> 2:24:58.000]  I mean, there is a takeover. The thing is, in the Middle East, it's about political power.
[2:24:58.000 --> 2:25:02.000]  It's just a desert, most areas. It's not about what you produce. It's about getting your head chopped off.
[2:25:02.000 --> 2:25:10.000]  And I'm not trying to be mean here, but I mean, you know, if there was some other cult of 100, you know, 1.5 billion, I'd be against it.
[2:25:10.000 --> 2:25:12.000]  And it's just so crazy.
[2:25:12.000 --> 2:25:17.000]  So just in a nutshell, Chris infiltrating and then jumping anytime you want, Roger, you're about to take a break as you're roasting.
[2:25:17.000 --> 2:25:19.000]  The fourth hour.
[2:25:19.000 --> 2:25:24.000]  In a nutshell, what did you witness inside care? How did you do it? It's groundbreaking.
[2:25:24.000 --> 2:25:36.000]  Well, first of all, when I talk about Islam, Sharia, Jihad, understand that my experience speaking on this issue is from being with care, Hamas,
[2:25:36.000 --> 2:25:40.000]  and going to mosques all over the country, particularly in northern Virginia.
[2:25:40.000 --> 2:25:51.000]  So when I talk about Sharia and the goal of Sharia, which is to subjugate the entire planet under Sharia and the vehicle to do that is Jihad.
[2:25:51.000 --> 2:25:56.000]  I'm not speaking about that because it's my opinion. It's what I learned at Moss. It's what I've studied.
[2:25:56.000 --> 2:26:04.000]  And there's a 1400 year history of this. This is nothing new. This is a war that has been waging for 1400 years.
[2:26:04.000 --> 2:26:10.000]  And the Muslims could never take Europe before, except for Iskand and other areas. So they've learned it's in the Koran, right?
[2:26:10.000 --> 2:26:13.000]  To not tell people you're planning on taking over.
[2:26:13.000 --> 2:26:21.000]  Absolutely. Look, in Sharia, a Muslim is obliged, not allowed, but obliged to lie if the goal is obligatory.
[2:26:21.000 --> 2:26:31.000]  And Jihad is obligatory. And by the way, speaking of Linda Sarsour, Jihad has always been warfare against non-Muslims.
[2:26:31.000 --> 2:26:35.000]  That is the legal definition for 1400 years.
[2:26:35.000 --> 2:26:46.000]  And yet, apologists from the Washington Times or Washington Post to Time Magazine are covering it up and saying that she meant a kinder, gentler form of Jihad.
[2:26:46.000 --> 2:26:52.000]  And that's just simply not true. And she's a Jihadi speaking at a Jihadi conference, the Muslim Brotherhood Conference.
[2:26:52.000 --> 2:26:58.000]  And when she speaks about Jihad, she knows what Jihad means. And everyone in that conference knows what Jihad means.
[2:26:58.000 --> 2:27:05.000]  I love how I saw her hugging on De Blasio last week, where she'd be put in jail, caned or executed for hugging an unrelated man.
[2:27:05.000 --> 2:27:11.000]  I love how they come here to the lap of liberty and then won't even let pro-life women march in their marches.
[2:27:11.000 --> 2:27:20.000]  And then the Muslims play along in her pro-abortion when it's liberal. It just seems so opportunistic and cockroach-like.
[2:27:20.000 --> 2:27:28.000]  Yeah, it's sinister. It's absolutely sinister because they know that if Sharia is ever implemented, we're seeing Sharia implemented by the Islamic State.
[2:27:28.000 --> 2:27:32.000]  We see it implemented by Saudi. We see it throughout the Middle East.
[2:27:32.000 --> 2:27:42.000]  When it's implemented, all these rights that people like Linda Sarsour have and exploit here in America are gone as soon as the Sharia is implemented.
[2:27:42.000 --> 2:27:44.000]  And she knows that.
[2:27:44.000 --> 2:27:51.000]  But I do see an Islam expert like you. There are some queen bees that kind of flutter around and keep the women in line for the men, right?
[2:27:51.000 --> 2:27:54.000]  So she's kind of one of the queen bee women, right?
[2:27:54.000 --> 2:28:02.000]  Yeah, I mean, she's definitely a leader in the movement and people look up to her on the last and within Jihadi circles.
[2:28:02.000 --> 2:28:13.000]  And when we see Linda Sarsour or anybody at Muslim Brotherhood Conference's speakers, just understand their entire purpose is to destroy the West and America in particular.
[2:28:13.000 --> 2:28:19.000]  It's very interesting. You have Bill Maher with his show Real Time on HBO.
[2:28:19.000 --> 2:28:28.000]  Now, Bill Maher is wrong politically on virtually everything, but he's a harsh critic of Islam and radical Islam.
[2:28:28.000 --> 2:28:34.000]  They have launched an extraordinary effort to pressure HBO to drop Bill Maher.
[2:28:34.000 --> 2:28:44.000]  An extraordinary effort. They are being pummeled with complaints about his speaking the truth about the dangers of radical Islam.
[2:28:44.000 --> 2:28:52.000]  So in this particular case, I'm in solidarity with a leftist because on this issue, he's absolutely right, but they are attempting to censor him.
[2:28:52.000 --> 2:28:59.000]  That's right. They've gotten such target psychosis trying to take out patriots that they're willing to outlaw themselves with Islam when it's a thousand times.
[2:28:59.000 --> 2:29:03.000]  I mean, conservatives let liberals do whatever they want.
[2:29:03.000 --> 2:29:09.000]  I'm against censorship. Censorship's a bad idea. I don't care how crazy left you are. You should have the right to speak.
[2:29:09.000 --> 2:29:11.000]  Chris Gobots. Not how they say it.
[2:29:11.000 --> 2:29:17.000]  Great point, Roger. Chris Gobots, UnderstandingTheThreat.com, please come back in the near future. We've got 30 seconds left.
[2:29:17.000 --> 2:29:23.000]  Am I right in saying, though, they're panicked because they realize the political correctness is worn off and the sleeping giants are awakening?
[2:29:23.000 --> 2:29:33.000]  Oh, look, they're absolutely terrified of the potential that President Trump has to completely dismantle the jihadi network here in America, but it's going to take Americans all over to get involved.
[2:29:33.000 --> 2:29:37.000]  So please feel free to visit us at UnderstandingTheThreat.com. We need you in the fight.
[2:29:37.000 --> 2:29:44.000]  Well, please come back next week or so for a full hour to lay out the infiltration. You can send us articles, documents. I want to really admire what you've done.
[2:29:44.000 --> 2:29:49.000]  This is true investigative journalism, and I want to understand how you had the idea, why you did it. It has been so effective.
[2:29:49.000 --> 2:29:54.000]  Thank you so much, Mr. Gobots. Again, UnderstandingTheThreat.com. We'll be right back. Thank you, Roger.
[2:29:54.000 --> 2:29:59.000]  We salute your courage. Absolutely. I wanted to ask you, did you ever get threats?
[2:29:59.000 --> 2:30:21.000]  You know what? Come back with 30 seconds on the side. I want to ask you that question.
[2:30:29.000 --> 2:30:37.000]  Patrick Henry warned us the liberties of a people never were nor ever will be secure when the transactions of their rulers may be concealed from them.
[2:30:37.000 --> 2:30:41.000]  Today, everything the government does at every level is concealed from us.
[2:30:41.000 --> 2:30:46.000]  We have trade deals to manage our economy that not even our elected representatives are allowed to see.
[2:30:46.000 --> 2:30:52.000]  Later in life, Patrick Henry looked back and said, when the American spirit was in its youth, the language of America was different.
[2:30:52.000 --> 2:30:55.000]  Liberty, sir, was the primary object.
[2:30:55.000 --> 2:31:01.000]  Today, our primary concern is safety and comfort, when we should be demanding liberty.
[2:31:01.000 --> 2:31:26.000]  GrandpaWords.com, I'm David Knight.
[2:31:31.000 --> 2:31:41.000]  The best job you can to purify your air. The elite are masters at poisoning our environment, while themselves doing things that mitigate or avoid most toxic effects for themselves.
[2:31:41.000 --> 2:31:43.000]  The general public doesn't.
[2:31:43.000 --> 2:31:47.000]  The elects of pure breeze would be a steel at $300, $400, $500.
[2:31:47.000 --> 2:31:51.000]  One of these systems can keep 800 square feet incredibly clean.
[2:31:51.000 --> 2:31:57.000]  This is a system I'm personally putting in throughout my house, replacing older, more expensive filters that didn't do as good a job.
[2:31:57.000 --> 2:32:01.000]  Find out why this system is so revolutionary today.
[2:32:01.000 --> 2:32:29.000]  LibertyWords.com.
[2:32:29.000 --> 2:32:39.000]  The best job you can to purify your air. The elite are masters at poisoning our environment, while themselves doing things that mitigate or avoid most toxic effects for themselves.
[2:32:39.000 --> 2:32:51.000]  LibertyWords.com.
[2:32:51.000 --> 2:33:17.000]  LibertyWords.com.
[2:33:17.000 --> 2:33:35.000]  If you are receiving this transmission, you are the resistance.
[2:33:35.000 --> 2:33:53.000]  Just as Poland could not be broken, I declare today for the world to hear that the West will never, ever be broken. Our values will prevail. Our people will thrive, and our civilization will triumph.
[2:33:53.000 --> 2:34:09.000]  LibertyWords.com.
[2:34:09.000 --> 2:34:25.000]  I just wanted to go back to Mr. Gobots of understanding the threat.com who infiltrated Hamas. I'll get him back for a full hour of the next few weeks.
[2:34:25.000 --> 2:34:39.000]  I started noticing the last three or four years, I mean, taking after the sponsors, getting us kicked off Google ads, getting us kicked off, you know, a lot of different systems coming up, but doors only opened afterwards each time.
[2:34:39.000 --> 2:34:49.000]  But the point is, the Chibani yogurt guy who's bringing in the refugees, all the rest of it, not Chibani yogurt, the owner of it is the big proponent bringing them in.
[2:34:49.000 --> 2:35:00.000]  They are on the Federal Reserve Board. They're everywhere. And people that have had families here 300 years, they're not on these boards. It's like everywhere I turn around, it is hardcore radical Muslims.
[2:35:00.000 --> 2:35:11.000]  And I don't want to get into a fight between Shiite and Sunni, but I mean, it's almost all the majority, you know, Sunni backed group who don't even get along with each other, and they're just everywhere.
[2:35:11.000 --> 2:35:20.000]  Obviously our elites, like Roger Seddon, like you said, Mr. Gobots, they want authoritarianism. And just like the mayor of London says I'm an authoritarian, you're used to it.
[2:35:20.000 --> 2:35:30.000]  They believe Islamists, I guess, will fit the bill and are the outside alien force they can use. In fact, I had a member of parliament who's a liberal a few years ago.
[2:35:30.000 --> 2:35:35.000]  He said, listen, most of the CPS that come to take your kids aren't from England and most of them are Muslims.
[2:35:35.000 --> 2:35:46.000]  So it's like they're the outside force you bring in to basically enforce. Is that accurate? Just briefly, Mr. Gobots, and then just briefly, have you been threatened after you infiltrated care?
[2:35:46.000 --> 2:36:02.000]  Well, absolutely, it's accurate. And the more you know about this infiltration here in the United States, the worse it gets. I mean, look, we have Muslim Brotherhood members that have been on the Department of Homeland Security's advisory board with secret clearances.
[2:36:02.000 --> 2:36:06.000]  So imagine the intelligence gathering that they can do and the influence.
[2:36:06.000 --> 2:36:09.000]  Remember the guys running the Democratic Party servers were jihadis.
[2:36:09.000 --> 2:36:24.000]  Absolutely. This penetration, again, the more you know the worse it gets out, this penetration is deep. Is there a threat? Of course there's a threat, you know, but every American that speaks truthfully about Islam and Sharia and jihad is going to be threatened.
[2:36:24.000 --> 2:36:29.000]  And so we just simply can't back back down here in America in the West, or we will lose this war.
[2:36:29.000 --> 2:36:42.000]  And they hate it because Trump is actually not under the spell anymore. Like Lord of the Rings analogy, Gondor, he comes out of the spell. I mean, with Trump, I think we're coming out from under the spell.
[2:36:42.000 --> 2:36:56.000]  Oh, absolutely. Look, one of the biggest things symbolically that President Trump has done is cancel the iftar dinner at the White House, which this is a tradition that goes all the way back to First Lady Hillary Clinton.
[2:36:56.000 --> 2:37:02.000]  Although the jihadis will tell you it goes back to Thomas Jefferson, and that's just a bold face lie.
[2:37:02.000 --> 2:37:07.000]  But look, symbolically, we have removed this element from the White House.
[2:37:07.000 --> 2:37:14.000]  Department of Homeland Security recently cut the grant funding to a Muslim Brotherhood organization, the Muslim Public Affairs Council or impact.
[2:37:14.000 --> 2:37:27.000]  So there is progress being made. But until we designate the Muslim Brotherhood, a terrorist organization and identify and train law enforcement on how to identify jihadis and understanding their threat doctrine, which is Sharia.
[2:37:27.000 --> 2:37:33.000]  Until we started diving the unindicted co-conspirators in the Holy Land Foundation trial, we have a lot of work to do.
[2:37:33.000 --> 2:37:44.000]  Well, let's talk about this next week if you can, because as you said, care pretty much is a must. It's our serves pretty much a must. That's provable. It's time to just take the gloves off, people masquerading under our civil rights groups.
[2:37:44.000 --> 2:37:52.000]  Don't get to use our open culture to bring it down. And if folks want the gloves off, let me tell you, the intimidation and stuff I've dealt with, that just makes me take the gloves off.
[2:37:52.000 --> 2:37:57.000]  Yeah, no, no holds barred. Look, we're at war right now. And it's about time we start acting like it.
[2:37:57.000 --> 2:38:00.000]  All right, we'll talk to you soon. Thank you so much for your courage.
[2:38:00.000 --> 2:38:06.000]  Thank you for having me on now. It's looking forward to it. Thank you. There goes Chris Cobots. And again, I did a lot of research before the interview.
[2:38:06.000 --> 2:38:12.000]  And then all of a sudden, it's like it's time for the interview. I'm like, oh, I'm scrambling because that guy's done so much. You've been an expert on Islam.
[2:38:12.000 --> 2:38:19.000]  You work with the State Department and anti-terrorism, Dr. Corsi. Everybody knows I was criticized for not being for the Iraq war. People told me I was this Islamic sellout.
[2:38:19.000 --> 2:38:26.000]  No, I wasn't. I didn't want to go have the class of civilizations, knock out a few secular regimes and put the very worst in.
[2:38:26.000 --> 2:38:31.000]  I've been proven right. And now it's a complete mess and we just got to cut it off.
[2:38:31.000 --> 2:38:42.000]  Well, I mean, I think this was a great interview because the determination to have Sharia law put in place is a determination to destroy Western civilization.
[2:38:42.000 --> 2:38:51.000]  And Donald Trump's exactly right about it. And it is a threat to the United States and the Constitution because this is a total.
[2:38:51.000 --> 2:38:57.000]  There are jib wearing Muslims all over the place now and they're pissed at me on the street getting in my face.
[2:38:57.000 --> 2:39:01.000]  And if you want to see the outcome of this, just take a look at Europe.
[2:39:01.000 --> 2:39:12.000]  Take a look at Europe now where Sharia law is getting firmly placed into the structure of jurisprudence in Great Britain and various other countries.
[2:39:12.000 --> 2:39:20.000]  And as the numbers increase, the push to get Christianity out, to get the free speech out, to eliminate all the.
[2:39:20.000 --> 2:39:23.000]  And it's the left is the spearhead for them.
[2:39:23.000 --> 2:39:34.000]  And it's amazed me that the left in terms of its embracing of feminism is going to tolerate the Islamic disregard and abuse of women.
[2:39:34.000 --> 2:39:40.000]  The truth is the West is the place that held women up on a pedestal and that where women have the greatest rights.
[2:39:40.000 --> 2:39:47.000]  And so the truth is the left just wants control of women just like marketers do because they buy 80% of goods.
[2:39:47.000 --> 2:39:52.000]  They want to destroy the empowerment of women and everybody else and the family.
[2:39:52.000 --> 2:39:55.000]  I mean, if it's structured, you take women down, you take it all down.
[2:39:55.000 --> 2:40:08.000]  And that's the point is that this is a clash of civilizations, which is irreconcilable as long as Islam stays radical, stays militant, stays jihadist and terrorist.
[2:40:08.000 --> 2:40:14.000]  And ultimately the lying that's going on saying, oh, no, you know, we're really wanting to get along.
[2:40:14.000 --> 2:40:20.000]  That's just first stage, second stage is what you're beginning to see in Great Britain and in Europe.
[2:40:20.000 --> 2:40:24.000]  And I couldn't even watch him this morning. I didn't have time. I watched like one video.
[2:40:24.000 --> 2:40:29.000]  There were like five in my Twitter feed of local news defending Sharia law.
[2:40:29.000 --> 2:40:32.000]  They're on the street stopping criminals. Isn't it great?
[2:40:32.000 --> 2:40:36.000]  And it was God and they come up to the woman reporter and say, you better cover your face.
[2:40:36.000 --> 2:40:41.000]  Let me tell you, somebody walks up to my wife or my daughters when I'm around says that man.
[2:40:41.000 --> 2:40:44.000]  I am. You're walking on the fight inside of me.
[2:40:44.000 --> 2:40:54.000]  Well, I understand. I think that's going to be a healthy and important reaction from Americans to understand the seriousness of this threat.
[2:40:54.000 --> 2:41:02.000]  Because Islam has no ability to say we're going to coexist with Christianity long term.
[2:41:02.000 --> 2:41:05.000]  It's just interim. It's just the lie that's told at the beginning.
[2:41:05.000 --> 2:41:10.000]  And that's where I've said from the years we need a reformation within Islam that is not happening.
[2:41:10.000 --> 2:41:12.000]  Well, they say Al Qaeda is the reformation.
[2:41:12.000 --> 2:41:17.000]  Well, Al Qaeda, again, is proof. And I think you see it all through the Middle East.
[2:41:17.000 --> 2:41:24.000]  I mean, the whole idea that you're going to have an Islamic caliphate, which is going to be beheading,
[2:41:24.000 --> 2:41:29.000]  going to be intolerant of any lifestyle, including LGBT.
[2:41:29.000 --> 2:41:31.000]  I can't understand why the LGBT agenda.
[2:41:31.000 --> 2:41:35.000]  It's crazy because it's all just a big cult and expanding on that.
[2:41:35.000 --> 2:41:40.000]  It doesn't have to do with the LGBT or anything. It just stands for pull everything down. We're in charge.
[2:41:40.000 --> 2:41:44.000]  We'll sort it out later. Take the Middle East and we'll get into a big Google News.
[2:41:44.000 --> 2:41:45.000]  Yes.
[2:41:45.000 --> 2:41:50.000]  If you look at the Middle East, the globalists are backing the most radical, barbarous Muslims.
[2:41:50.000 --> 2:41:57.000]  Why? They want disorganized societies that multinationals can come in and exploit.
[2:41:57.000 --> 2:42:02.000]  Well, it's the whole principle. It goes back to Saul Linsky. It goes back to Marxism 101.
[2:42:02.000 --> 2:42:08.000]  You create a chaos. You create a revolution. You create rub-raw on all these discontents.
[2:42:08.000 --> 2:42:13.000]  So Islam is promoted by the globalists precisely because it's anti-American.
[2:42:13.000 --> 2:42:19.000]  And if it brings down America or challenges America, creates chaos, reduces our power, the globalists step in.
