[00:00:18.849 --> 00:00:22.912]  Resistance to tyrants is obedience to God.
[02:05:08.166 --> 02:05:16.692]  This is a heart and brain pill, a nootropic that doesn't have any stimulants in it, but boy does it stimulate, because it's beyond that.
[02:05:16.692 --> 02:05:25.478]  Quite frankly, I just went off what I saw medical doctors prescribing to their patients, but it wasn't prescription, but they were charging people $100, $200.
[02:05:27.559 --> 02:05:47.154]  For the formulae, and I came up with our own formula, working with some scientists and developers, non-GMO, made right here in America, 120 capsules, and ladies and gentlemen, you add the preglanone to it, which is the precursor to all the hormones that your body has to have to even make the hormones in your glands.
[02:05:47.154 --> 02:05:49.836]  It is amazing!
[02:05:49.836 --> 02:05:54.800]  Red Pilt, now available at InfoWarsStore.com, and your purchase fugs the operation.
[02:06:09.802 --> 02:06:22.991]  Yes, I want to be on one Chevy.
[02:06:22.991 --> 02:06:38.562]  From the InfoWars.com News Center, deep behind enemy lines in Occupied Texas, broadcasting worldwide, you're listening to the voice of human resistance against the Technotronic Technocracy takeover.
[02:06:39.955 --> 02:06:41.958]  You're listening to Alex Jones!
[02:07:03.439 --> 02:07:07.361]  The illusion of globalism is beginning to fade.
[02:07:07.361 --> 02:07:19.607]  And once you've taken your blinders off, or you could reverse that and said, taken the sunglasses that the establishment doesn't want you to wear and put them on like they live, you then
[02:07:20.831 --> 02:07:31.419]  See for yourself that you've been lied to over and over again by so-called mainstream media that's simply bought and paid for by multinational interests that have conquered this country.
[02:07:31.419 --> 02:07:45.609]  And it doesn't mean that when you support Impel Wars or President Trump or nationalism or pre-market capitalism that you think you're perfect or you think we're perfect, but we know it works a thousand times better
[02:07:46.727 --> 02:07:49.911]  And is what builds big, open, free, wealthy societies.
[02:07:49.911 --> 02:07:53.555]  Now that creates the byproduct of decadence, so that's certainly a real issue.
[02:07:53.555 --> 02:08:06.068]  But globalists like George Soros that have been openly bragging that they're funding trying to keep the EU in control of countries that never voted to enter it, like the UK,
[02:08:08.117 --> 02:08:15.142]  The fact that he's so brazen and so out in the open only will accelerate the planetary awakening to their tyranny.
[02:08:15.142 --> 02:08:22.908]  With another 280 North Koreans crossing the border, soon all eyes will be on one member of the delegation.
[02:08:22.908 --> 02:08:31.014]  Kim Jong-un's sister, Kim Yo-jong, will become the first member of the Kim ruling family to set foot in the country.
[02:08:31.014 --> 02:08:35.077]  It's the sister of Kim Jong-un, the bloodthirsty dictator,
[02:08:35.697 --> 02:08:37.398]  Who's constantly threatening to nuke the U.S.
[02:08:37.398 --> 02:08:38.198]  and all this.
[02:08:38.198 --> 02:08:41.821]  And so they're there as part of a, quote, peace delegation because Trump's put pressure on them.
[02:08:41.821 --> 02:08:46.303]  For the first time ever, a member of the ruling communist royal house.
[02:08:46.303 --> 02:08:47.664]  Communism is always royal.
[02:08:47.664 --> 02:08:49.225]  It's no form of royalty.
[02:08:49.225 --> 02:08:52.827]  It's the first time they've come to the table because they understand the trouble they're in.
[02:08:52.827 --> 02:08:57.790]  NBC, ABC, CBS, CNN all praised her.
[02:08:59.068 --> 02:09:07.176]  And said she was glaring at Pence, and liberals said, oh, we hope she attacks Pence, and oh, she's so sexy, oh, she's so beautiful.
[02:09:07.176 --> 02:09:12.000]  And then when it blew up in their face, they began to remove the video.
[02:09:12.000 --> 02:09:16.985]  Look at this, Kim Jong-un's sister stealing the show at the Winter Olympics.
[02:09:16.985 --> 02:09:18.767]  Oh, my gosh.
[02:09:18.767 --> 02:09:20.729]  They keep more than half their population.
[02:09:22.051 --> 02:09:22.452]  Yes.
[02:09:37.569 --> 02:09:48.816]  Kid, we traveled about four hours east of Pyongyang to visit a ski resort that has significance in the recent talks we've been watching between the North and South over the Winter Olympics.
[02:09:48.816 --> 02:09:53.439]  This, we're told, is a place where athletes from the North and South will be training together.
[02:09:53.439 --> 02:10:01.805]  We were also invited here, I would suspect, because it is not what people expect to see in North Korea, a modern ski resort.
[02:10:02.365 --> 02:10:08.668]  It's patriotic music and videos playing from the screen here and a lot of families out enjoying themselves.
[02:10:08.668 --> 02:10:26.116]  We've spoken to some of those families, people expressing a sense of optimism that the two countries are speaking together, a sense of pride that they will be competing together in the Winter Olympics, and also some expressing a sense of greater security, given a chance to ratchet down some of the tensions.
[02:10:26.116 --> 02:10:28.918]  You could not support a worse regime.
[02:10:30.385 --> 02:10:31.425]  Living on the planet.
[02:10:31.425 --> 02:10:39.087]  Stalin and Hitler were as bad or worse, per capita even killed more people, but probably not even as psychotically ridiculous.
[02:10:39.087 --> 02:10:45.188]  I mean, the North Koreans are under total slavery.
[02:10:45.188 --> 02:10:49.228]  If you are receiving this transmission, you are the resistance.
[02:10:49.228 --> 02:10:53.289]  Welcome back to the Alex Jones Show.
[02:10:53.289 --> 02:10:57.790]  I'm your host, Roger Stone, and it's great to be back in the mothership.
[02:10:58.527 --> 02:11:18.383]  I had a whirlwind tour of the United Kingdom, spoke to the Oxford Union, the Cambridge Union, the Durham Union Society, student organizations, and I found a real hunger among the people of the UK to get the truth because they're not getting it from the BBC or from The Guardian.
[02:11:19.224 --> 02:11:22.708]  They make CNN and the New York Times look honest.
[02:11:22.708 --> 02:11:24.110]  They're so out of whack.
[02:11:24.110 --> 02:11:31.739]  Donald Trump is weakening our law enforcement agencies, our intelligence agencies.
[02:11:31.739 --> 02:11:38.787]  It's the normal pap that is spit out inside the Beltway and in the media centers in Washington, but ten times worse.
[02:11:39.668 --> 02:11:48.212]  And then I had a terrific tour of Florida, Tallahassee, Orlando, Bonita Springs, and Naples.
[02:11:48.212 --> 02:11:56.275]  And I must tell you, the vibrance of the Trump movement is stronger and more intense than ever.
[02:11:56.275 --> 02:12:03.538]  The support for the president, now that he has pulled off a modern economic miracle,
[02:12:04.295 --> 02:12:13.044]  We had eight years of anemic growth under Barack Obama, and the president has created two million new jobs.
[02:12:13.044 --> 02:12:15.686]  He has cut regulations to the bone.
[02:12:15.686 --> 02:12:26.216]  His historic tax cuts have not even had an opportunity to get traction, to yet have the impact that's going to turbocharge this economy, and already
[02:12:27.276 --> 02:12:39.257]  The generic ballot for Democrats in the upcoming congressional races, which was somewhere a gap of around 17, 18 weeks ago, has now dropped to just six.
[02:12:40.714 --> 02:12:52.743]  Now the key thing here is that the hand-wringing by the Country Club Republicans, who are afraid we're going to lose the House in 2018, they really misunderstand what's going on.
[02:12:52.743 --> 02:12:57.106]  The Democrats have demonstrated they have no program.
[02:12:57.106 --> 02:12:58.166]  They hate Donald Trump.
[02:12:58.166 --> 02:12:58.907]  We know that.
[02:12:58.907 --> 02:13:00.008]  They want to impeach him.
[02:13:00.008 --> 02:13:01.349]  We know that too.
[02:13:01.349 --> 02:13:04.051]  But they have no constructive program for America.
[02:13:04.051 --> 02:13:05.812]  They're not running on anything.
[02:13:05.812 --> 02:13:08.053]  They can't even tell you what they're for.
[02:13:08.974 --> 02:13:27.682]  So, I believe if the Republicans, under the leadership of Donald Trump, run for jobs and prosperity, and to reassert America's role around the world, the Democrats run on, we hate Donald Trump, we will hold our own in what is historically, the party in power always loses a few seats.
[02:13:28.682 --> 02:13:39.808]  The real problem, of course, is if country club Republicans, if establishment Republicans cut and run, if they abandon this president, they do so at their own peril.
[02:13:39.808 --> 02:13:42.810]  That, in my opinion, will be folly.
[02:13:42.810 --> 02:13:45.892]  Stick with the president and we will do fine in the next elections.
[02:13:45.892 --> 02:13:52.876]  The sunshine soldiers, the naysayers in the Republican establishment are panicking much too early.
[02:13:53.897 --> 02:14:01.462]  As someone who's been in American politics for 40 years, you can't predict what's going to happen this November.
[02:14:01.462 --> 02:14:05.225]  You can't say in February what the November elections will be like.
[02:14:05.225 --> 02:14:16.833]  The economy is likely to be greatly improved and it's already pretty strong and making real progress in terms of undoing the damage of eight years of Barack Obama.
[02:14:19.054 --> 02:14:33.645]  The other interesting piece of news here today is the unveiling of the portrait by Kehinde Wiley, the artist who painted the portrait of Barack Obama.
[02:14:33.645 --> 02:14:42.612]  Incredibly, this artist brags about mixing his own semen in with his paint as some kind of a statement.
[02:14:42.612 --> 02:14:43.352]  It's disgusting.
[02:14:44.606 --> 02:14:48.029]  And this photo looks like something out of the Talking Heads.
[02:14:48.029 --> 02:14:50.270]  It's very strange.
[02:14:50.270 --> 02:14:55.694]  The other thing that I want to touch on today is a note of sadness.
[02:14:55.694 --> 02:15:02.499]  Jeffrey Bell, who was a conservative activist, an aide to Governor Ronald Reagan in 1976,
[02:15:04.960 --> 02:15:22.789]  A seminal issue advisor for Ronald Reagan in 1980, a man who was a real pioneer of the supply-side economics movement, an advisor to Jack Kemp, an optimist, a Catholic, one of the smartest, most honest people I know.
[02:15:22.789 --> 02:15:30.873]  Now, one of the main reasons why Ronald Reagan ran on tax cuts in 1980 is because Jeffrey Bell decided to go to his native New Jersey
[02:15:31.977 --> 02:15:34.622]  And challenge Clifford Case in the Republican primary.
[02:15:34.622 --> 02:15:37.446]  And thus prove the strength of that idea.
[02:15:37.446 --> 02:15:39.009]  Rest in peace, Jeff Bell.
[02:15:55.706 --> 02:15:58.268]  Are you happy washing your hands with harsh chemicals?
[02:15:58.268 --> 02:16:00.430]  Are you happy doing laundry with detergents?
[02:16:00.430 --> 02:16:02.391]  Are you happy paying high prices?
[02:16:02.391 --> 02:16:04.453]  Find your happiness with Pure Soap.
[02:16:04.453 --> 02:16:09.317]  These all-natural, earth-friendly Pure Soaps are the very best you've ever used.
[02:16:09.317 --> 02:16:10.198]  Buy in bulk.
[02:16:10.198 --> 02:16:13.120]  Get a 12-, 36-, or 48-month supply.
[02:16:13.120 --> 02:16:15.562]  Or get items individually and still save big.
[02:16:15.822 --> 02:16:19.107]  You're getting soap products twice as good as what you're using now.
[02:16:19.107 --> 02:16:21.370]  Earth friendly and natural soaps.
[02:16:21.370 --> 02:16:23.132]  Your family deserves the best.
[02:16:23.132 --> 02:16:25.816]  Happiness is 5starsoap.com.
[02:16:25.816 --> 02:16:28.579]  Why not put your money up the drain for a change?
[02:16:28.579 --> 02:16:31.143]  See them at 5starsoap.com or call
[02:16:31.503 --> 02:16:34.926]  Call 1-800-340-7091 for a catalog.
[02:16:34.926 --> 02:16:42.132]  Cal Bend Soap Company can save you thousands of dollars and give you good, old-fashioned, real soaps that are triple concentrated.
[02:16:42.132 --> 02:16:44.614]  Soaps made from vegetable and coconut oils.
[02:16:44.614 --> 02:16:48.277]  See their full selection of soaps at 5starsoap.com.
[02:16:48.277 --> 02:16:50.379]  That's F-I-V-E, starsoap.com.
[02:16:50.379 --> 02:16:51.440]  Or call 1-800-340-7091 for a catalog.
[02:16:55.183 --> 02:16:57.083]  Fully cooked, ready-to-eat bacon.
[02:16:57.083 --> 02:17:00.304]  I'm talking thick, meaty, center-cut, presidential bacon.
[02:17:00.304 --> 02:17:01.904]  Savory and delicious.
[02:17:01.904 --> 02:17:04.745]  I buy some, I use some, I store some.
[02:17:04.745 --> 02:17:05.405]  Awesome.
[02:17:05.405 --> 02:17:08.486]  No refrigeration needed with a 10-year shelf life.
[02:17:08.486 --> 02:17:10.046]  NASA PAC Technology.
[02:17:10.046 --> 02:17:10.666]  Bacon.
[02:17:10.666 --> 02:17:14.827]  Fully cooked, fully hydrated, ready-to-eat right from the pack bacon.
[02:17:14.827 --> 02:17:16.267]  Or warm and served.
[02:17:16.267 --> 02:17:18.308]  Life-saving, ready-to-eat bacon.
[02:17:18.308 --> 02:17:20.268]  10-year shelf life bacon.
[02:17:20.268 --> 02:17:23.029]  Ships free at FullyCookedBacon.com.
[02:17:23.029 --> 02:17:24.269]  FullyCookedBacon.com.
[02:17:25.066 --> 02:17:30.187]  The answer to being in control of your own health care is freedom from insurance.
[02:17:30.187 --> 02:17:35.888]  Become part of a group of self-pay patients that come together to share in each other's medical expenses.
[02:17:35.888 --> 02:17:41.089]  Individual share amounts begin at $107 a month and $347 for families.
[02:17:41.089 --> 02:17:43.030]  Choose from three health sharing programs.
[02:17:43.030 --> 02:17:45.410]  Holistic treatments may be eligible for sharing.
[02:17:45.410 --> 02:17:46.350]  See guidelines.
[02:17:46.350 --> 02:17:49.631]  Discount programs available for dental, vision, and pharmacy.
[02:17:49.631 --> 02:17:51.591]  Go to LibertyOnCall.org.
[02:17:51.591 --> 02:17:53.432]  That's LibertyOnCall.org.
[02:17:57.768 --> 02:18:00.349]  Matt in Ohio, you're on the air, another Matt, go ahead.
[02:18:00.349 --> 02:18:14.957]  Yeah, hey, listen, I just wanted to say real quick, I'm a long time listener of InfoWars, and I just wanted to say that the t-shirts that you guys are offering are absolutely fantastic, and that really is a great way to deal with this battle in the InfoWars.
[02:18:14.957 --> 02:18:22.221]  It might seem like a simple thing, but particularly these slogan t-shirts that you guys got up right now are absolutely amazing.
[02:18:22.541 --> 02:18:23.062]  Well, thank you.
[02:18:23.062 --> 02:18:27.986]  My favorite new one is the Don't Tread On Me, but instead it says Won't Tread On Me.
[02:18:27.986 --> 02:18:30.948]  And it's a big Dayglo snake, Gadsden snake.
[02:18:30.948 --> 02:18:34.231]  And then it's got the American flag, Infowars.com on the right arm.
[02:18:34.231 --> 02:18:40.456]  I mean, that's a great way just to meet like-minded people and spread the word and also exercise free speech.
[02:18:40.456 --> 02:18:42.718]  And the newest one is Trigger Warning T-shirt.
[02:18:43.619 --> 02:18:50.463]  Trigger warning t-shirt, which is the symbol of a trigger, with a yield sign and then InfoWars.com on the back.
[02:18:50.463 --> 02:18:56.526]  That is the new shirt of the month, available exclusively at InfoWarsStore.com.
[02:18:56.526 --> 02:19:00.007]  InfoWars Live is bringing you a breakthrough in modern medicine.
[02:19:00.007 --> 02:19:11.513]  We have found an extraordinary new natural way to help alleviate seasonal distress symptoms, including promoting clear nasal and sinus passageways, eye comfort, and respiratory health, and normal breathing.
[02:19:11.513 --> 02:19:12.414]  This is Pollen Block.
[02:19:13.414 --> 02:19:26.082]  In the 1960s, researchers in France noticed that people who ate certain quail eggs from specific farms experienced less seasonal distress symptoms like runny nose, itchy, watery eyes, and excessive mucus production.
[02:19:26.082 --> 02:19:30.404]  They began studying the effects in published trials.
[02:19:30.404 --> 02:19:34.407]  Now we are introducing the fruit of the research, a fast-acting, chewable tablet
[02:19:34.867 --> 02:19:44.950]  Just chew two tablets at the first sign of seasonal distress and Fast-Acting Pollen Block starts working in about 15 minutes to help alleviate seasonal distress.
[02:19:44.950 --> 02:19:48.090]  Enjoy the air you breathe naturally with Fast-Acting Pollen Block.
[02:19:48.090 --> 02:19:52.191]  Available now at Infowarslife.com or by calling toll free.
[02:19:52.191 --> 02:19:54.552]  888-253-3139 You're listening to the Alex Jones Show.
[02:20:13.112 --> 02:20:18.419]  He aligns himself with the truth, and it's time for you to choose a side.
[02:20:18.419 --> 02:20:25.607]  You're listening to Alex Jones.
[02:20:25.607 --> 02:20:28.550]  Welcome back to the Alex Jones Show.
[02:20:28.550 --> 02:20:32.095]  I'm your host, Roger Stone, sitting in for Alex Jones.
[02:20:33.769 --> 02:20:45.212]  When I was in the UK, there was a lot of discussion about the delays in the effectuating of the Brexit decision by the people of that country.
[02:20:45.212 --> 02:20:54.875]  Now we see advocates for Brexit, members of Parliament who supported it, being subjected to an unprecedented number of death threats.
[02:20:56.058 --> 02:21:08.702]  This is not unlike what has now happened today where Donald Trump Jr., who is very clearly emerging as an important spokesman for the Trump reform movement.
[02:21:08.702 --> 02:21:11.503]  His tweets are really outstanding.
[02:21:11.503 --> 02:21:16.844]  He is not fettered by the White House staff can say what he really thinks.
[02:21:16.844 --> 02:21:22.646]  We know that he is a regular watcher of InfoWars and that he takes
[02:21:23.843 --> 02:21:34.039]  Alternative conservative media links and puts them out there for the legions of the president's supporters to see and to circulate.
[02:21:34.039 --> 02:21:36.382]  Now it is extraordinary that
[02:21:37.777 --> 02:21:53.032]  His daughter Vanessa, his eldest child, had to be taken or was taken to a Manhattan hospital as a precaution after she received an envelope of some kind of white powder, clearly meant as some type of threat.
[02:21:53.032 --> 02:21:54.974]  This is the tolerance of the liberals.
[02:21:55.655 --> 02:22:02.897]  This is the mindset of the increasingly violent left.
[02:22:02.897 --> 02:22:11.419]  The same people who are threatening members of parliament over Brexit are the people sending this kind of garbage through the mail.
[02:22:11.419 --> 02:22:17.041]  I don't mean literally, but it is interesting because, and Alex Jones pointed this out to me,
[02:22:18.261 --> 02:22:23.323]  The Brexit vote is the same populist uprising that elected Donald Trump.
[02:22:23.323 --> 02:22:27.245]  It's the same populist uprising we see across Europe.
[02:22:27.245 --> 02:22:29.946]  It is a rejection of globalism.
[02:22:29.946 --> 02:22:36.589]  It is a rejection of the surrender of the sovereignty of free people everywhere.
[02:22:36.589 --> 02:22:42.592]  And it is extraordinary that the left has two tactics.
[02:22:42.592 --> 02:22:44.453]  Censorship and threats.
[02:22:45.404 --> 02:22:47.946]  They can't win a debate.
[02:22:47.946 --> 02:23:02.115]  Rush Limbaugh was absolutely right the other day when he said that there's a major effort on the tech left to limit InfoWars and the other alternative media sites.
[02:23:02.115 --> 02:23:08.740]  But more precisely, this very cabalist kind of thinking has surrounded the President.
[02:23:09.480 --> 02:23:27.151]  Now, when I was in Florida for these terrific speeches in Naples and Tallahassee and so on, a lot of Trump supporters were scratching their heads about exactly what's going on with General John Kelly and the White House staff and of course the Rob Porter scandal.
[02:23:27.151 --> 02:23:29.453]  And we can report exclusively
[02:23:30.353 --> 02:23:38.336]  That General Kelly was grooming Rob Kelly, Rob Porter, pardon me, to be the incoming White House Chief of Staff.
[02:23:38.336 --> 02:23:46.899]  You see, General Kelly believes that he is going to go over to run the Department of Defense and that General Mattis will not fill out the term.
[02:23:46.899 --> 02:23:49.159]  And Porter was being groomed.
[02:23:49.159 --> 02:23:56.562]  This is why I believe that General Kelly overlooked credible reports of spousal abuse by Mr. Porter.
[02:23:57.901 --> 02:24:06.807]  Now, we also exclusively reported here at InfoWars that the President felt out Tom Barrack, Thomas J. Barrack Jr.
[02:24:06.807 --> 02:24:14.773]  of Colony Capital, a Los Angeles real estate opportunity fund, literally the President's closest personal friend.
[02:24:15.473 --> 02:24:17.073]  Appear, and there are very few.
[02:24:17.073 --> 02:24:25.775]  A man of enormous capability, a man who the President trusts, and he has declined the Chief of Staff job.
[02:24:25.775 --> 02:24:32.636]  But just the fact that the President is feeling people out tells me that General Kelly is on the skids.
[02:24:32.636 --> 02:24:40.678]  Now, there is no rejoicing over this fact because unfortunately General Kelly,
[02:24:41.917 --> 02:24:53.247]  And Rob Porter, and sadly Hope Hicks, who I think is a good person and a Trump loyalist, have been in the forefront of those keeping the info wars from the President.
[02:24:53.247 --> 02:24:57.230]  Keeping Breitbart, The Daily Caller, Rush Limbaugh.
[02:24:57.230 --> 02:24:59.772]  The President is not getting this news.
[02:24:59.772 --> 02:25:03.515]  Instead he's getting Politico and The New York Times.
[02:25:03.515 --> 02:25:09.620]  They have done the President a disservice because the movement that elected Donald Trump
[02:25:11.502 --> 02:25:13.565]  Had its vibrant message.
[02:25:14.685 --> 02:25:16.886]  in the alternative media.
[02:25:16.886 --> 02:25:40.658]  It is only the technological advances that mean that the majority of Americans are getting their news from the internet and therefore you've had the rise of a robust and vibrant alternative media so that when the mainstream media, the three major networks, ABC, NBC and CBS and the two
[02:25:41.338 --> 02:25:51.433]  Later, the two cable news networks started trashing Donald Trump, started being a de facto advertising for the Clinton campaign.
[02:25:51.433 --> 02:25:53.676]  There were alternative sources of information.
[02:25:54.597 --> 02:25:57.359]  Infowars being among the leaders.
[02:25:57.359 --> 02:26:07.889]  It is only because of that that we are able to pull off, and Donald Trump has said it several times, it wasn't his victory, it was the people's victory, the greatest upset in American history.
[02:26:07.889 --> 02:26:16.796]  Now, it is vital in my opinion that the President's next Chief of Staff and his next Communications Director keep him apprised
[02:26:17.837 --> 02:26:22.180]  Of the alternative media, of the conservative alternative media.
[02:26:22.180 --> 02:26:25.582]  We're carrying the banner for the Trump administration.
[02:26:25.582 --> 02:26:30.545]  Alex Jones has had the President's back every step of the way.
[02:26:30.545 --> 02:26:40.751]  When others, who are faint of heart, flipped out over the NBC Billy Bush revelations, Alex Jones never blinked.
[02:26:40.751 --> 02:26:43.393]  Either did the folks here at InfoWars.
[02:26:43.393 --> 02:26:45.574]  We've got the President's back.
[02:26:45.574 --> 02:26:46.795]  And I know that he knows that.
[02:26:47.515 --> 02:26:51.558]  But we're doing so many good investigative reports here.
[02:26:51.558 --> 02:26:57.463]  We are really breaking it down for the activists so that they can retweet it.
[02:26:57.463 --> 02:27:06.551]  It's important that the President knows what we're doing because those things have a habit of ending up in his Twitter feed.
[02:27:06.551 --> 02:27:10.034]  And no, he's not going to give up his Twitter feed.
[02:27:10.034 --> 02:27:15.758]  It's interesting that General Kelly's never been able to get control of the President's Twitter feed.
[02:27:16.639 --> 02:27:18.782]  That's because the president jealously guards it.
[02:27:18.782 --> 02:27:19.303]  He likes it.
[02:27:19.303 --> 02:27:21.365]  In fact, I think he loves it.
[02:27:21.365 --> 02:27:26.552]  And it allows him to communicate directly with the American people, unfiltered.
[02:27:28.530 --> 02:27:35.352]  Now, I've said in a hundred speeches, no one puts words in Donald Trump's mouth, no one puts ideas in his head.
[02:27:35.352 --> 02:27:43.514]  He's his own strategist, he's his own phrase maker, he's his own tweet master, he's his own press secretary, and he's a genius.
[02:27:43.514 --> 02:27:46.895]  He understands the news cycle like few others.
[02:27:46.895 --> 02:27:53.056]  And if you want the unalloyed, absolute, undiluted Donald Trump, well then just follow his Twitter feed.
[02:27:53.056 --> 02:27:54.457]  He destroys the left.
[02:27:55.217 --> 02:27:57.717]  He used to do it in 140 characters.
[02:27:57.717 --> 02:28:00.918]  Now he's got a few characters more.
[02:28:00.918 --> 02:28:09.059]  It is essential that, in my opinion, there be a house cleaning, that General Kelly go on to serve the administration in some other capacity.
[02:28:09.059 --> 02:28:17.421]  He's done some great things, taking on Congresswoman, the Congresswoman from Florida, for example, on the immigration issue.
[02:28:17.421 --> 02:28:24.302]  But I don't think he's serving the President well when he blocks him from information that he must have to win the greater fight.
[02:28:25.891 --> 02:28:28.612]  Now, there's talk of alternatives.
[02:28:28.612 --> 02:28:31.772]  Congressman Kevin McCarthy is a name that comes up.
[02:28:31.772 --> 02:28:33.313]  Newt Gingrich.
[02:28:33.313 --> 02:28:37.174]  I don't think any of those people will be the President's next Chief of Staff.
[02:28:37.174 --> 02:28:41.315]  And we'll keep you posted here at InfoWars on exactly what's going on.
[02:28:55.655 --> 02:28:57.536]  Fully cooked, ready-to-eat bacon.
[02:28:57.536 --> 02:29:00.757]  I'm talking thick, meaty, center-cut, presidential bacon.
[02:29:00.757 --> 02:29:02.358]  Savory and delicious.
[02:29:02.358 --> 02:29:05.199]  I buy some, I use some, I store some.
[02:29:05.199 --> 02:29:05.859]  Awesome.
[02:29:05.859 --> 02:29:08.960]  No refrigeration needed with a 10-year shelf life.
[02:29:08.960 --> 02:29:10.521]  NASA PAC Technology.
[02:29:10.521 --> 02:29:11.141]  Bacon.
[02:29:11.141 --> 02:29:15.303]  Fully cooked, fully hydrated, ready-to-eat right from the pack bacon.
[02:29:15.303 --> 02:29:16.724]  Or warm and served.
[02:29:16.724 --> 02:29:18.764]  Life-saving, ready-to-eat bacon.
[02:29:18.764 --> 02:29:20.725]  10-year shelf life bacon.
[02:29:20.725 --> 02:29:23.506]  Ships free at FullyCookedBacon.com.
[02:29:23.506 --> 02:29:24.727]  FullyCookedBacon.com.
[02:29:25.567 --> 02:29:29.289]  One out of four people listening to my voice right now could die from heart disease.
[02:29:29.289 --> 02:29:34.031]  This could be your last year and you don't even know it because you don't know the early warning signs.
[02:29:34.031 --> 02:29:41.955]  If you think you're safe because your cholesterol levels are normal, think again because studies show that 75% of heart attack patients also had normal cholesterol levels.
[02:29:41.955 --> 02:29:47.437]  Let me introduce you to Strauss Heart Drops, a world-famous heart and brain formula made in Canada.
[02:29:47.437 --> 02:29:51.119]  It's time-tested and will give you clinical results in 90 days or your money back.
[02:29:51.119 --> 02:29:53.180]  Learn more at ScienceOfHeartDisease.com.
[02:29:53.180 --> 02:29:54.381]  They are shipping free this month.
[02:29:56.533 --> 02:30:16.502]  I want to plow into all of this, but I'm going to spend a few minutes here first, just encouraging listeners to understand that when you buy t-shirts, or water filtration systems, or books, or videos, or other materiel from InfoWarsTore.com, you are funding the revolution.
[02:30:16.502 --> 02:30:18.643]  I mean, I cannot say it any clearer.
[02:30:18.643 --> 02:30:22.604]  And so it is essential that you purchase the products at InfoWarsTore.com.
[02:30:22.604 --> 02:30:23.665]  I want to thank everybody that has.
[02:30:24.085 --> 02:30:29.889]  We've got the best fluoride-free toothpaste with colloidal silver and with high-quality atomic iodine in it.
[02:30:29.889 --> 02:30:32.271]  You cannot beat that for children and adults.
[02:30:32.271 --> 02:30:34.912]  We've got the best mouthwash designed by Dr. Jones.
[02:30:34.912 --> 02:30:35.853]  That's my dad.
[02:30:35.853 --> 02:30:37.694]  The colloidal silver and iodine as well.
[02:30:37.694 --> 02:30:40.676]  Infowarslife.com or AAA2533139.
[02:30:40.676 --> 02:30:49.382]  And your purchase of the products stands with us, stands with America, stands with Trump, stands against the globalists and their satanic pedophile armies.
[02:30:49.382 --> 02:30:53.845]  And that's who they are, and they know we know who they are, and they're coming back against us, so we need your support.
[02:30:56.507 --> 02:31:05.055]  You know, I've got some talking points here about Caveman from Infowarsandlife.com, but instead of going on those talking points, let me just give you what I've experienced personally.
[02:31:05.055 --> 02:31:09.639]  From all the wives' tales in every culture, we know that the bones have the essence.
[02:31:09.639 --> 02:31:12.762]  We know chicken noodle soup is great for people that are sick.
[02:31:12.762 --> 02:31:15.885]  Again, in every culture, this has been reported because it works.
[02:31:17.395 --> 02:31:30.198]  And there's no way to quantify how strong this is, but the amount of bone protein and the amount of marrow and the amount of concentrated life force that is in this is incredible.
[02:31:30.198 --> 02:31:45.282]  Ladies and gentlemen, whether it's for your joints, whether it's for your arteries and your veins, whether it's for your brain, whether it's for energy, this, ladies and gentlemen, is the strongest, most concentrated bone broth formula out there, and it's amazing.
[02:31:46.283 --> 02:31:50.553]  Find out for yourself today at Infowarsstore.com what it can do for you and your family.
[02:31:50.553 --> 02:31:52.297]  And again, I want to thank you all for your support.
[02:31:52.297 --> 02:31:54.562]  You are funding the Information War in 2018.
[02:31:56.733 --> 02:31:58.174]  You developed Living Defense for us.
[02:31:58.174 --> 02:31:59.495]  It took you over a year to do it.
[02:31:59.495 --> 02:32:00.716]  Why is this so good?
[02:32:00.716 --> 02:32:06.001]  Because people are actually waking up to the problem that pretty much scares me the most.
[02:32:06.001 --> 02:32:19.554]  I mean, I try to make sure that I don't put toxins from food and water and beverages in my system, but right now we're dealing with massive parasites, which is anything that's harmful to your body that lives off a host mechanism.
[02:32:19.554 --> 02:32:20.915]  Right now with all the refugees,
[02:32:21.816 --> 02:32:23.317]  Spreading disease around.
[02:32:23.317 --> 02:32:25.899]  We have biological warfare going on everywhere.
[02:32:25.899 --> 02:32:27.200]  These are all parasites.
[02:32:27.200 --> 02:32:28.301]  Tell us about all the stuff that's in it.
[02:32:28.301 --> 02:32:29.642]  There's so many things that are in it.
[02:32:29.642 --> 02:32:34.146]  You have the neem in there, you have the organic clove bud, the organic wormwood.
[02:32:34.146 --> 02:32:37.428]  I recommend doing a parasite cleanse at least twice a year.
[02:32:37.428 --> 02:32:40.510]  All right, well I'm glad we've got some back in because I'm going back on it today.
[02:32:40.510 --> 02:32:41.551]  It just came back in yesterday.
[02:32:41.551 --> 02:32:43.473]  Living Defense, Infowarslife.com.
[02:32:43.473 --> 02:32:44.494]  And folks, you can't lose.
[02:32:44.494 --> 02:32:46.515]  It's full of stuff that's great for your body, period.
[02:32:48.056 --> 02:32:49.097]  You support the broadcast.
[02:32:49.097 --> 02:32:50.438]  Infowarslives.com.
[02:32:50.438 --> 02:32:52.700]  Thank you, Dr. Group from the Global Healing Center.
