[00:00:02.058 --> 00:00:04.350]  Let's go!
[01:58:32.998 --> 01:58:35.219]  InfoWarStore.com.
[01:58:35.219 --> 01:58:36.520]  And that keeps us on air.
[01:58:36.520 --> 01:58:38.360]  Thank you so much for your support.
[01:58:38.360 --> 01:58:39.041]  Spread the word.
[01:58:39.041 --> 01:58:39.821]  Pray for the broadcast.
[01:58:39.821 --> 01:58:45.824]  And go now to InfoWarStore.com and get great products that keep the tip of the spear in the fight.
[01:58:48.570 --> 01:58:53.432]  As the years go by, it gets harder and harder to keep up with your body's nutritional needs.
[01:58:53.432 --> 01:59:02.337]  With changes in diet, unnatural ingredients, and stress, you may not be able to get all the necessary nutrients, amino acids, vitamins, and minerals needed daily.
[01:59:02.337 --> 01:59:07.379]  That's why InfoWars Life created the powerful Vitamin Mineral Fusion Formula.
[01:59:07.679 --> 01:59:19.246]  The new Platinum Standard of Advanced Multivitamin Formulation, Vitamin Mineral Fusion uses a unique delivery system to maximize the effects and give your body the tools it needs to support your body.
[01:59:19.246 --> 01:59:27.792]  Using a proprietary process, we've managed to make this powerhouse formula into a delicious, concentrated drink mix that's loaded with high-quality ingredients.
[01:59:28.132 --> 01:59:36.957]  Perfect for a hot summer day or relaxing at home, Vitamin Mineral Fusion is loaded with 34 different essential vitamins, minerals, amino acids and more.
[01:59:36.957 --> 01:59:43.740]  Start supporting your body's needs in a great tasting, natural and affordable drink mix with Vitamin Mineral Fusion today.
[01:59:43.740 --> 01:59:52.045]  Available at Infowarsstore.com.
[01:59:52.045 --> 01:59:55.967]  If you are receiving this transmission, you are the resistance.
[02:00:03.591 --> 02:00:04.772]  All right, let's talk to Ariel.
[02:00:04.772 --> 02:00:06.933]  You're on the air, Ariel, from Oregon.
[02:00:06.933 --> 02:00:07.273]  Go ahead.
[02:00:07.273 --> 02:00:09.754]  Hi, first of all I want to thank you for your courage
[02:00:33.323 --> 02:00:42.825]  And also, I want to thank Tucker Carlson, because I didn't really have an opinion about what happened until I could actually see it.
[02:00:42.825 --> 02:00:50.447]  And that has impacted everything for probably a lot of people.
[02:00:50.447 --> 02:00:55.008]  Jake, I've been through something really strange myself.
[02:00:55.008 --> 02:00:55.969]  On September 9th, 2020,
[02:00:57.825 --> 02:01:08.067]  I received a threatening email and then 95 minutes afterward, a lieutenant ran a red light under cover and totaled my vehicle.
[02:01:08.067 --> 02:01:24.331]  And so this was extremely, you know, like caused some brain damage and it was extremely stressful because it put me in a situation where the city wasn't in a position to investigate the email.
[02:01:27.731 --> 02:01:30.813]  I feel like you're a really good authority on this.
[02:01:30.813 --> 02:01:47.903]  What do you do when things happen that are, you know, really bizarre and that where you feel like you have to rely on God and you have to look for the good in people and not be overwhelmed by
[02:01:48.522 --> 02:01:53.046]  The possibility that they're not behaving in a good way.
[02:01:53.046 --> 02:02:01.894]  We were just talking, I appreciate your call during the break, about prison and how many really bad people were actually in there and how crazy the level of evil is, not just on the top but the bottom.
[02:02:01.894 --> 02:02:04.997]  Jake, you want to take that?
[02:02:04.997 --> 02:02:06.638]  Sure.
[02:02:06.638 --> 02:02:09.581]  You know, there's no testimony without a test, dear.
[02:02:10.336 --> 02:02:14.438]  And I know it's really hard, and I'm so sorry to hear what you're going through.
[02:02:14.438 --> 02:02:22.242]  I would say that if you're having brain damage and stuff, maybe you should look into lion's mane mushrooms.
[02:02:22.242 --> 02:02:32.688]  And they do something called neurogenesis, which creates new neurons in the brain and also creates new nerves, endings and stuff throughout the body.
[02:02:32.688 --> 02:02:35.129]  I would also look into other nootropic vitamins.
[02:02:35.749 --> 02:02:35.929]  I'm good.
[02:02:50.200 --> 02:02:55.301]  Of course, when you go through really tough times, you have doubt.
[02:02:55.301 --> 02:03:01.623]  But the only way that the fire of faith can be replenished is when logs of doubt are placed upon it.
[02:03:01.623 --> 02:03:07.644]  And then the fire of faith is able to burn through those logs of doubt throughout time.
[02:03:07.644 --> 02:03:12.986]  So I would just say that vengeance is mine, saith the Lord.
[02:03:12.986 --> 02:03:16.847]  And anybody that tries to screw, has ever tried to screw me over, has
[02:03:18.839 --> 02:03:23.742]  Especially since I don't seek revenge, they've ended up just screwing themselves over.
[02:03:23.742 --> 02:03:25.903]  And the laws of karma are very real.
[02:03:25.903 --> 02:03:42.892]  So if anybody is trying to screw you over, if anybody's trying to, you know, be a nefarious force in your life, what you got to do is just basically trust God, get this person out of your life, or trust God and understand that the circumstances that are in your life are temporary.
[02:03:42.892 --> 02:03:44.993]  That's the one eternal truth.
[02:03:44.993 --> 02:03:46.453]  Everything is always changing.
[02:03:46.453 --> 02:03:47.414]  Nothing is permanent.
[02:03:48.312 --> 02:03:51.356]  And this is an opportunity for you to grow.
[02:03:51.356 --> 02:03:55.380]  All obstacles are, in fact, opportunities in disguise.
[02:03:55.380 --> 02:03:57.843]  So I would say you have an opportunity to grow.
[02:03:57.843 --> 02:03:58.404]  We're out of time.
[02:03:58.404 --> 02:04:01.807]  I really wanted to go to Brian, guess on how to deal with these elites.
[02:04:01.807 --> 02:04:04.911]  And Daryl had an even better question or excellent question.
[02:04:04.911 --> 02:04:06.653]  Jake's take on Ashley Babbitt.
[02:04:06.653 --> 02:04:08.014]  I'm going to get their names and numbers.
[02:04:09.093 --> 02:04:18.080]  Tomorrow, we'll talk for over an hour and then we'll take commercial-free calls tomorrow and we'll call Daryl and Brian back if they choose to have us do that.
[02:04:18.080 --> 02:04:19.241]  We got 30 seconds left.
[02:04:19.241 --> 02:04:21.603]  You're on Twitter at American Shaman.
[02:04:21.603 --> 02:04:23.244]  ForbiddenTruthAcademy.com.
[02:04:23.244 --> 02:04:25.907]  Closing comment.
[02:04:25.907 --> 02:04:26.607]  Okay, yeah.
[02:04:26.607 --> 02:04:31.111]  So, the mind is the battleground, ladies and gentlemen.
[02:04:31.764 --> 02:04:35.666]  Because the mind is the battleground, that means you must take back your mind.
[02:04:35.666 --> 02:04:37.007]  You must reclaim your mind.
[02:04:37.007 --> 02:04:39.188]  You must understand these psychological warfare techniques.
[02:04:39.188 --> 02:04:45.532]  You must understand neuro-linguistic programming, critical factor bypass, and mass formation hypnosis.
[02:04:45.532 --> 02:04:49.294]  You can be an agent for change only by being and remaining peaceful.
[02:04:49.294 --> 02:04:55.417]  You can be an agent for positive influence in the world, and you're going to do so one mind at a time.
[02:04:55.417 --> 02:04:55.958]  All right, Jake.
[02:04:55.958 --> 02:04:56.898]  We'll talk to you tomorrow.
[02:04:56.898 --> 02:04:57.619]  Thank you so much.
[02:04:57.619 --> 02:04:58.019]  Great job.
[02:04:58.709 --> 02:05:04.213]  For everything the globalists hit us with, God, through Mother Nature, has given us the answer.
[02:05:04.213 --> 02:05:14.842]  I don't have to sell you on CBD oil, full spectrum CBD oil, the incredible things it does for your nerves, your brain, your entire physiological system, for your nervous system particularly.
[02:05:14.842 --> 02:05:16.884]  Everybody knows it's incredible, it works.
[02:05:16.884 --> 02:05:21.968]  We have the strongest, best CBD oil you're going to find anywhere at the lowest price.
[02:05:21.968 --> 02:05:24.870]  Yes, you can find this same CBD oil for 30% more.
[02:05:26.721 --> 02:05:28.483]  Because that's who we're getting it from.
[02:05:28.483 --> 02:05:31.186]  Made right here in Central Texas.
[02:05:31.186 --> 02:05:34.830]  Our private label name is Rebel Zen.
[02:05:34.830 --> 02:05:40.436]  Rebel Zen is a private label of one of the top three or four CBD makers in the country.
[02:05:40.436 --> 02:05:43.239]  It's based right here in Texas and we're giving it to you at 30% off.
[02:05:43.239 --> 02:05:44.360]  And here's what's even crazier.
[02:05:45.141 --> 02:05:47.002]  30% off of what they're selling it for.
[02:05:47.002 --> 02:05:50.263]  They're selling theirs for 30% off what their competitors are.
[02:05:50.263 --> 02:05:54.625]  So this is the highest rated, already at the lowest price, now even a lower price.
[02:05:54.625 --> 02:05:55.405]  Rebels In.
[02:05:55.405 --> 02:05:59.727]  Get yours at InfoWareStore.com now.
[02:05:59.727 --> 02:06:03.048]  Crashing through the lies and disinformation, it's Alex Jones.
[02:06:47.077 --> 02:07:02.113]  I don't need to fight.
[02:07:02.113 --> 02:07:08.440]  And Dr. Peter McCullough has been fighting in the information war unlike anybody else in the whole COVID emergency.
[02:07:10.294 --> 02:07:30.857]  The establishment has wanted to be a permanent emergency and there have been so many big developments on the mortality rates from the shots around the world, on the cover-ups with Fauci and now Senator Paul filing a criminal complaint referral to the Justice Department, but also about a week and a half ago Dr. McCullough who did visit.
[02:07:31.943 --> 02:07:34.966]  With Jamie Foxx, who was concerned about the shots.
[02:07:34.966 --> 02:07:38.128]  Turns out he was upset from other witnesses from the first shot he took.
[02:07:38.128 --> 02:07:39.710]  Reportedly took more.
[02:07:39.710 --> 02:07:42.452]  Now he won't talk about what happened to him.
[02:07:42.452 --> 02:07:46.175]  You have LeBron James' son, Bronny.
[02:07:46.175 --> 02:07:48.657]  Never will play basketball again professionally.
[02:07:48.657 --> 02:07:53.001]  He was set to be a number one NBA draft pick down the road.
[02:07:53.001 --> 02:07:54.362]  And has a heart attack.
[02:07:54.362 --> 02:07:55.843]  His heart stops.
[02:07:55.843 --> 02:07:56.924]  That just disappears.
[02:07:57.825 --> 02:08:00.285]  LeBron said he got himself and his family to take the shots.
[02:08:00.285 --> 02:08:03.686]  There is so much to cover with Dr. Peter McCullough.
[02:08:03.686 --> 02:08:10.307]  OnlineHealthNow.com and on Twitter, P underscore McCulloughMD.
[02:08:10.307 --> 02:08:13.108]  Doc, there's so much to hit first.
[02:08:13.108 --> 02:08:18.489]  Let's get LeBron James' son, Bronny, out of the way and the Jamie Foxx.
[02:08:18.489 --> 02:08:22.429]  Because I know you don't want to attack Jamie, neither do I, but you said he's not being honest.
[02:08:22.429 --> 02:08:24.670]  Now, he didn't officially come to you as a doctor.
[02:08:25.495 --> 02:08:27.496]  But he did want to talk to you did talk to him.
[02:08:27.496 --> 02:08:33.159]  You respectfully did not say back when he was really sick and still looks terrible.
[02:08:33.159 --> 02:08:37.982]  What he said, but now you said he's not being entirely honest.
[02:08:37.982 --> 02:08:42.905]  So I think with these big public figures, Stalin said one man dies as a tragedy 10,000 dives a statistic.
[02:08:42.905 --> 02:08:45.507]  Well, one celebrity gets sick from a shot.
[02:08:46.127 --> 02:08:48.268]  That could really wake people up if they were to speak out.
[02:08:48.268 --> 02:08:50.628]  We see Ice Cube saying he refuses to take it.
[02:08:50.628 --> 02:08:52.209]  He has friends and family got sick from it.
[02:08:52.209 --> 02:08:56.010]  Elon Musk has friends and family, like his brother, got deathly ill from it.
[02:08:56.010 --> 02:09:01.292]  So there's a lot of casualties, both living and dead, from this.
[02:09:01.292 --> 02:09:05.093]  And so the system's really having a problem trying to give us collective amnesia.
[02:09:05.093 --> 02:09:06.753]  And thank God you're still fighting harder than ever.
[02:09:06.753 --> 02:09:09.234]  So thank you for joining us, sir.
[02:09:09.234 --> 02:09:11.295]  Well, thanks for having me.
[02:09:11.295 --> 02:09:15.456]  So let's tackle LeBron James and Jamie Foxx.
[02:09:17.145 --> 02:09:20.626]  Well, let's take, let's take Bronnie James.
[02:09:20.626 --> 02:09:22.787]  Here's the context, Alex.
[02:09:22.787 --> 02:09:25.828]  Nick Uechuchu was on the U.S.
[02:09:25.828 --> 02:09:29.229]  team last year, has a cardiac arrest.
[02:09:29.229 --> 02:09:34.550]  USC Trojans basketball, he's resuscitated and he gets an ICD.
[02:09:34.550 --> 02:09:40.492]  Presumably he's gotten a subcuticular ICD, the same type of ICD that Pilot
[02:09:41.021 --> 02:09:43.262]  Bob Snow of American Airlines received.
[02:09:43.262 --> 02:09:44.643]  I recently met with Bob Snow.
[02:09:44.643 --> 02:09:46.184]  He showed me his ICD.
[02:09:46.184 --> 02:09:49.626]  The newer ICDs, Alex, they don't go into the blood system.
[02:09:49.626 --> 02:09:50.727]  They don't go inside the heart.
[02:09:50.727 --> 02:09:53.408]  They actually sit outside the chest wall.
[02:09:53.408 --> 02:09:59.672]  So theoretically, athletes like Nick can come back and play for the USC Trojans, okay?
[02:10:00.470 --> 02:10:10.772]  Now, with the USC Trojans already having one cardiac arrest, we hear that Bronny James, son of famed basketball player LeBron James, has had a cardiac arrest.
[02:10:10.772 --> 02:10:18.634]  Although, we didn't hear details of... Not to interrupt, but just to be clear, that's two in one year at the same school?
[02:10:18.634 --> 02:10:18.974]  Right!
[02:10:18.974 --> 02:10:20.794]  Two in one year at the same school.
[02:10:20.794 --> 02:10:24.295]  Now listen, USC has a vaccine mandate for students.
[02:10:24.295 --> 02:10:29.476]  Bronny James had gone to a private high school which had very strict vaccine mandates, no exceptions.
[02:10:30.327 --> 02:10:37.830]  LeBron says he's done his research and he and his family took the vaccine, so we're nearly certain Bronny's taking the vaccine.
[02:10:37.830 --> 02:10:43.411]  He's had a purported cardiac arrest, but there's no report of defibrillation or intubation.
[02:10:43.411 --> 02:10:49.774]  He's in and out of the ICU and a few hours at home the next day, so I don't think Bronny James had a full cardiac arrest.
[02:10:49.774 --> 02:10:53.875]  He probably had a near-miss, Alex, but this is not looking good.
[02:10:54.575 --> 02:10:56.937]  I can tell you, there's a paper out in circulation.
[02:10:56.937 --> 02:10:58.538]  It's on social media today.
[02:10:58.538 --> 02:10:59.819]  It's going wild.
[02:10:59.819 --> 02:11:01.300]  First author is you.
[02:11:01.300 --> 02:11:02.020]  Why you?
[02:11:02.020 --> 02:11:04.622]  Published in Circulation, our best cardiology journal.
[02:11:04.622 --> 02:11:12.987]  And get this, Alex, 58% of these kids who have myocarditis, a year later, the heart is still damaged.
[02:11:12.987 --> 02:11:14.468]  It still has a scar in it.
[02:11:15.445 --> 02:11:24.672]  And what we're thinking now is some of these kids that are taking heart damage, about half of it feel them, half of it feel the heart damage, half of them don't.
[02:11:24.672 --> 02:11:28.075]  There are people walking around who are at risk for cardiac arrest.
[02:11:28.075 --> 02:11:29.196]  So let's slow down.
[02:11:29.196 --> 02:11:30.617]  Give us the study.
[02:11:30.617 --> 02:11:31.578]  I'm sure it's on your Twitter.
[02:11:31.578 --> 02:11:32.719]  We'll pull it up.
[02:11:32.719 --> 02:11:34.160]  What is this particular study?
[02:11:34.160 --> 02:11:37.883]  Let's talk about that and then we're not top cardiologists like you.
[02:11:37.883 --> 02:11:44.148]  Walk us through it like we're five years old and explain why it's the athletes, what the heart scarring does and why it's such an issue.
[02:11:45.442 --> 02:11:47.824]  Alex, you and your audience are pretty far ahead on this.
[02:11:47.824 --> 02:11:50.226]  I have to give you a lot of credit.
[02:11:50.226 --> 02:12:04.176]  You know, in cardiology, how we assess myocarditis or vaccine heart inflammation is by measuring blood tests, EKG, echocardiography, and cardiac MRI.
[02:12:04.176 --> 02:12:07.379]  Now, the cardiac MRI is critical because
[02:12:08.098 --> 02:12:14.305]  The contrast that we use called gadolinium, it can actually tag in the areas where the heart is damaged.
[02:12:14.305 --> 02:12:17.328]  It's called late gadolinium enhancement.
[02:12:17.328 --> 02:12:23.394]  And what you and colleagues showed in this paper in circulation, I think I've retweeted it from some others.
[02:12:23.394 --> 02:12:28.039]  If you can follow up just my Twitter feed, I've retweeted this.
[02:12:28.039 --> 02:12:29.561]  Is that the correct study, sir?
[02:12:30.569 --> 02:12:31.110]  No, no.
[02:12:31.110 --> 02:12:33.051]  This is one that's related.
[02:12:33.051 --> 02:12:36.274]  This is one that I'm an author on about the fatal cases.
[02:12:36.274 --> 02:12:45.302]  But what you and colleagues showed in circulation, Alex, is that at baseline, the MRIs show myocarditis.
[02:12:45.302 --> 02:12:46.963]  We were hoping it was going to heal.
[02:12:46.963 --> 02:12:49.005]  These are all young kids.
[02:12:49.005 --> 02:12:52.969]  And what we're finding out in the you study, 58% of them a year later,
[02:12:55.459 --> 02:12:57.360]  Still have ongoing damage.
[02:12:57.360 --> 02:13:13.066]  We don't know if it's a permanent scar or not, but it's the area of damage or a nascent scar that is the site of which the abnormal heart rhythm forms, and that's what causes a cardiac arrest.
[02:13:13.066 --> 02:13:13.627]  Wow!
[02:13:13.627 --> 02:13:16.368]  And, you know, the national media a few weeks ago
[02:13:17.421 --> 02:13:17.981]  We're good to go.
[02:13:48.502 --> 02:13:58.267]  The best predictor that the heart is okay and there's not going to be a cardiac arrest is a stone-cold normal MRI.
[02:13:58.267 --> 02:14:00.188]  This is very important.
[02:14:00.188 --> 02:14:02.249]  So I had a young kid see me this week.
[02:14:02.249 --> 02:14:04.150]  He came from up north.
[02:14:04.150 --> 02:14:05.611]  He's going to university.
[02:14:05.611 --> 02:14:07.012]  He's had some chest pain.
[02:14:07.012 --> 02:14:08.953]  He's taken the vaccines.
[02:14:08.953 --> 02:14:16.057]  Alex, this kid looked at me in the eyes, deadpan, and he asked me, Dr. McCullough, am I going to have a cardiac arrest?
[02:14:16.920 --> 02:14:28.308]  So whether these young kids are saying it openly or not, they are all scared to death now because they're seeing so many people having cardiac arrest.
[02:14:28.308 --> 02:14:37.795]  So what I'm doing in practice is I'm doing a battery of blood tests, EKG, echocardiogram, and cardiac MRI, and I'm trying to put it all together
[02:14:38.892 --> 02:14:45.618]  But Alex, I have to tell you, the most worrisome case is the case of Oscar Cabrero Adamas.
[02:14:45.618 --> 02:14:49.861]  I don't know if you know about this case, but he's a European basketball player.
[02:14:49.861 --> 02:14:51.522]  See if your team can pull him up.
[02:14:51.522 --> 02:14:53.884]  Adamas, A-D-A-M-E-S.
[02:14:53.884 --> 02:15:02.671]  He has a cardiac arrest in 2021 on the basketball court, and he tweets that he has COVID vaccine myocarditis.
[02:15:02.671 --> 02:15:04.513]  He's got the problem, so he's honest.
[02:15:05.214 --> 02:15:08.637]  And then in 2023, he's hopefully recovering.
[02:15:08.637 --> 02:15:16.423]  He gets on the treadmill to kind of readiness to recover to the league, Alex, and he dies on the treadmill.
[02:15:16.423 --> 02:15:17.804]  He can't, they can't resuscitate him.
[02:15:17.804 --> 02:15:19.045]  I'm a cardiologist.
[02:15:19.045 --> 02:15:20.987]  I've done treadmills for decades.
[02:15:20.987 --> 02:15:23.329]  I've never had a patient die in the treadmill.
[02:15:23.329 --> 02:15:23.549]  Never.
[02:15:24.304 --> 02:15:36.654]  So I'm telling you, this vaccine, myocarditis, is serious and we really need to, you know, go after this with a full front of research, risk stratification, risk mitigation.
[02:15:36.654 --> 02:15:43.300]  The shots need to stop and all the athletes, I think, need to be called in for an evaluation.
[02:15:43.300 --> 02:15:45.942]  We're going to go to break and come back and talk more about this.
[02:15:45.942 --> 02:15:50.006]  Also, the Jamie Foxx situation, why you're saying he's not being honest and more.
[02:15:50.006 --> 02:15:51.167]  Dr. Peter McCullough, stay with us.
[02:15:58.208 --> 02:16:06.650]  When hope and love has been lost and you fall to the ground, you must find a way.
[02:16:06.650 --> 02:16:13.771]  When the darkness descends and you're told it's the end, you must find a way.
[02:16:13.771 --> 02:16:19.453]  When God decides to look the other way and a clown takes the throne, we must find a way.
[02:16:19.453 --> 02:16:22.093]  You will find a way.
[02:16:22.093 --> 02:16:24.314]  Dig down and find faith.
[02:16:25.815 --> 02:16:32.940]  When you're close to the edge, with a gun to your head, you must find a way.
[02:16:32.940 --> 02:16:36.182]  We have entered the fray, and we will not obey.
[02:16:36.182 --> 02:16:41.506]  We must find a way, and find faith.
[02:16:41.506 --> 02:16:46.770]  We won't let them divide.
[02:16:46.770 --> 02:16:52.014]  We will never abide.
[02:16:52.014 --> 02:16:53.775]  We will find a way.
[02:16:53.775 --> 02:16:54.256]  Infowars.com
[02:16:59.181 --> 02:17:02.322]  I talk a lot about the great successes InfoWars has had.
[02:17:02.322 --> 02:17:04.622]  I don't think anybody can deny it.
[02:17:04.622 --> 02:17:08.543]  And it is because of listeners and viewers supporting us.
[02:17:08.543 --> 02:17:16.626]  When we talk about the crew at InfoWars, people behind the scenes, the researchers, the writers, they really have been the MVPs in this fight.
[02:17:16.626 --> 02:17:25.268]  And when we look at Harrison Smith and Owen Schroer and the hard work they engage in every day, five, six, seven days a week, it's really just incredible.
[02:17:26.292 --> 02:17:29.893]  So for myself and the whole InfoWars crew, I thank you for your past support.
[02:17:29.893 --> 02:17:35.715]  I only encourage you now to realize that InfoWars cannot stay on air if you do not support us.
[02:17:35.715 --> 02:17:38.756]  I know you spread the word, I know you pray for us, and that's wonderful, keep doing it.
[02:17:38.756 --> 02:17:45.818]  But most viewers and listeners, never go to InfoWarsStore.com, and you never buy great products that enrich and empower your life.
[02:17:45.818 --> 02:17:46.978]  All at the same time, keep us on air.
[02:17:47.658 --> 02:17:50.542]  You're going to want to pay attention to what I'm about to say in the next 60 seconds.
[02:18:02.515 --> 02:18:07.759]  Two new incredible products are now available exclusively at mfullwhorestore.com.
[02:18:07.759 --> 02:18:20.107]  They are both clones of national best-selling products from a major pharmaceutical slash supplement maker that are listeners and patriots that are allowing us to private label it at a lower price you'll find in stores.
[02:18:20.107 --> 02:18:24.090]  It's Joint Relief Max and Nerve Renew.
[02:18:24.090 --> 02:18:31.575]  Both of these have known documented natural compounds to lower pain and also make your nerves healthier
[02:18:31.875 --> 02:18:37.079]  Which is one of the major reasons nerves get irritated and are more inductive to pain.
[02:18:37.079 --> 02:18:39.401]  There's major research behind this all.
[02:18:39.401 --> 02:18:49.690]  You need to get Joint Relief Max from InfoWarsMD and Nerve Renew from InfoWarsMD exclusively at InfoWarsStore.com right now.
[02:18:49.690 --> 02:18:51.992]  Introducing them both, 25% off.
[02:18:51.992 --> 02:18:55.795]  You'll find them exclusively at InfoWarsStore.com and they fund their operation.
[02:18:58.174 --> 02:19:04.535]  The globalists aren't just targeting us through the poison shots or the electromagnetic 5G or the GMO crops.
[02:19:04.535 --> 02:19:10.977]  They're hitting us with hundreds of chemicals that the EPA has authorized companies and industry to use.
[02:19:10.977 --> 02:19:14.318]  One of the top pesticides used is atrazine.
[02:19:14.318 --> 02:19:23.480]  The allowable level the government admits that they allow to be in your water supply is enough to sterilize you and basically turn your son into a feminized mutant.
[02:19:23.480 --> 02:19:23.940]  Look it up.
[02:19:24.580 --> 02:19:25.941]  Don't let them do this to your family.
[02:19:25.941 --> 02:19:29.162]  We have the very best gravity-fed filter system out there.
[02:19:29.162 --> 02:19:32.303]  Highest rated at half the price of leading competitors.
[02:19:32.303 --> 02:19:34.624]  The Alexa Pure, ready to ship to you right now.
[02:19:34.624 --> 02:19:37.405]  We have replacement filters for folks who have already gotten it.
[02:19:37.405 --> 02:19:38.845]  It does 10,000 gallons before you replace them.
[02:19:38.845 --> 02:19:39.825]  It is amazing.
[02:19:39.825 --> 02:19:41.466]  It's great for your home, your business.
[02:19:41.466 --> 02:19:44.687]  You can put swamp water in it, tap water, well water.
[02:19:44.687 --> 02:19:46.108]  Almost everything is contaminated.
[02:19:46.108 --> 02:19:49.869]  This is how you take control of the fluids in your body and counter the globalist onslaught.
[02:19:50.129 --> 02:19:52.652]  Get yours today at InfoWareStore.com for a limited time.
[02:19:52.652 --> 02:19:54.154]  We're running a 10% discount.
[02:19:54.154 --> 02:19:55.115]  That is a huge discount.
[02:19:55.115 --> 02:19:56.537]  It's probably the lowest price out there.
[02:19:56.537 --> 02:19:59.440]  You need this filter.
[02:19:59.440 --> 02:20:05.348]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[02:20:14.455 --> 02:20:17.438]  All right, we are back live and we did get the study he's talking about.
[02:20:17.438 --> 02:20:23.042]  Cardiovascular assessment up to one year after COVID-19 vaccine associated myocarditis.
[02:20:23.042 --> 02:20:25.164]  This is a big, big story.
[02:20:25.164 --> 02:20:26.125]  Very respected.
[02:20:26.125 --> 02:20:29.527]  Here you see it posted at the NIH.gov.
[02:20:29.527 --> 02:20:33.491]  Start over how big a deal this is and in layman terms, explain it to us.
[02:20:34.949 --> 02:20:37.391]  This paper is a very big deal, Alex.
[02:20:37.391 --> 02:20:55.506]  You know, when the FDA announced that the vaccines cause myocarditis in June of 2021, the FDA said that the myocarditis is mild, it is, you know, not serious, and it's transient.
[02:20:55.506 --> 02:20:57.548]  And nothing could be further from the truth.
[02:20:57.548 --> 02:21:03.113]  This bombshell paper describes that when the follow-up MRI is done in a year,
[02:21:03.962 --> 02:21:10.988]  That 58% of the time, these kids still have ongoing heart damage or scar formation.
[02:21:10.988 --> 02:21:21.316]  It's consistent with a paper from Yale published just a few months earlier, where they came up with 80% of the MRIs are still abnormal at nine months.
[02:21:21.316 --> 02:21:26.581]  And then in the U paper, they point out the other consistencies with the established papers.
[02:21:26.581 --> 02:21:29.363]  This myocarditis is serious.
[02:21:29.363 --> 02:21:30.704]  It's long lasting.
[02:21:30.704 --> 02:21:31.805]  It's not going away.
[02:21:32.754 --> 02:21:41.881]  And I have a senior author paper under review at the same journal, Circulation, indicating that in some cases the myocarditis is fatal.
[02:21:41.881 --> 02:21:48.906]  And I think it's the cause of these cardiac arrests that we're seeing in athletes and other public figures, young people all over the world.
[02:21:49.506 --> 02:21:51.968]  What do you make of the spin we're seeing everywhere?
[02:21:51.968 --> 02:22:03.659]  Even as COVID rolled out, it was like, it's normal for kids to have heart attacks now on billboards and TV and the sides of buses and then with unauthorized drug pitching it on Sesame Street.
[02:22:03.659 --> 02:22:08.163]  Now they're saying, oh, everybody's having heart attacks and myocarditis from COVID.
[02:22:08.163 --> 02:22:12.586]  But then the statistics are showing us it's the so-called vaccinated.
[02:22:12.586 --> 02:22:15.209]  Remember in 2020, there were no vaccines.
[02:22:15.791 --> 02:22:21.896]  So there was an opportunity to evaluate myocarditis and it was the NCA Big Ten.
[02:22:21.896 --> 02:22:25.639]  They did MRIs and blood tests and all these athletes.
[02:22:25.639 --> 02:22:31.945]  They came up with a handful of potential cases and there were no hospitalizations and deaths.
[02:22:32.405 --> 02:22:36.330]  There was a paper by Singer using ICD codes.
[02:22:36.330 --> 02:22:39.334]  Again, myocarditis was very, very rare.
[02:22:39.334 --> 02:22:42.918]  Two potential hospitalizations, no deaths.
[02:22:42.918 --> 02:22:45.040]  The US military had a program.
[02:22:45.040 --> 02:22:47.623]  They dropped it in 2020, couldn't find any cases.
[02:22:47.623 --> 02:22:52.249]  And then an Israeli paper by Tuvalu and colleagues showed that with COVID,
[02:22:52.927 --> 02:22:56.833]  Rare cases of myocarditis weren't any more frequent than the background rate.
[02:22:56.833 --> 02:23:02.642]  So COVID infection does not cause frequent or serious myocarditis.
[02:23:02.642 --> 02:23:03.884]  That's a false narrative.
[02:23:04.429 --> 02:23:06.610]  The vaccines are the problem.
[02:23:06.610 --> 02:23:07.731]  They are the culprit.
[02:23:07.731 --> 02:23:13.154]  We can't blame COVID in 2020 for these cardiac arrests we're seeing now.
[02:23:13.154 --> 02:23:20.818]  The next cardiac arrest that occurs, Alex, the first question I ask is, what vaccines did they take and when did they take them?
[02:23:20.818 --> 02:23:27.141]  My concern now is we're seeing cases of cardiac arrest that are probably a year or two after they've taken the shots.
[02:23:28.601 --> 02:23:33.495]  And that's backed up by this prestigious study saying that's what they're seeing with these lesions.
[02:23:33.495 --> 02:23:36.664]  What is causing the lesions if it's connected to these shots?
[02:23:38.329 --> 02:23:38.909]  I think so.
[02:23:59.737 --> 02:24:06.802]  For the lethal Wuhan spike protein, that protein that was engineered in the Chinese biosecurity lab.
[02:24:06.802 --> 02:24:09.304]  That protein is very unnatural.
[02:24:09.304 --> 02:24:12.086]  It can't be broken down by human enzymes.
[02:24:12.086 --> 02:24:14.868]  It directly damages heart muscle cells.
[02:24:14.868 --> 02:24:19.131]  It draws white blood cells and inflammatory factors into the heart.
[02:24:19.131 --> 02:24:21.773]  That begins to cause inflammation and swelling.
[02:24:22.313 --> 02:24:22.774]  Thank you.
[02:24:34.901 --> 02:24:44.724]  So the two time points we're seeing young people die is during sports, during a sprint, or just after a play, and then also during sleep.
[02:24:44.724 --> 02:24:46.165]  Because between 3 a.m.
[02:24:46.165 --> 02:24:46.825]  and 6 a.m.
[02:24:46.825 --> 02:24:50.366]  there's a surge of adrenaline in the normal waking cycle.
