[00:00.000 --> 00:12.720]  The year is 2020.
[1:43:39.880 --> 1:43:47.000]  this mask so i wore my trump 2020 mask and it goes over your neck and it goes over your face right
[1:43:47.000 --> 1:43:51.480]  so it's you know there's no way that it can just be off it was over my whole thing and everything
[1:43:51.480 --> 1:43:56.280]  so i fall asleep with it over my nose like a good little girl because i didn't want to just
[1:43:56.280 --> 1:44:01.720]  cause any trouble and i fall asleep less next thing i know about two hours later you know about
[1:44:01.720 --> 1:44:09.400]  20 minutes to landing i get woken up by this uh individual who looks like megan rapapo uh a flight
[1:44:09.400 --> 1:44:14.520]  attendant with a shaved head screaming at me saying you need to put your mask on this is the
[1:44:14.520 --> 1:44:18.600]  second time i've told you you need to put your mask on and i'm looking to see like i'm like well
[1:44:18.600 --> 1:44:23.640]  it's on and she said it's it was below your nose it fell below your nose and she started screaming
[1:44:23.640 --> 1:44:28.120]  at me making a big scene in the flight and i said look you know when you feel like when someone
[1:44:28.120 --> 1:44:33.160]  violently wakes you up it feels like you're completely disoriented and confused in the first
[1:44:33.160 --> 1:44:39.080]  place which i was but secondly i said look i i didn't know you know obviously i was really asleep
[1:44:39.080 --> 1:44:43.480]  and knocked out if you came in and bothered me before about it i'm sorry yeah these airlines
[1:44:43.480 --> 1:44:46.920]  are trying to make two-year-old babies wear them it's all about abuse and dominance i mean they're
[1:44:46.920 --> 1:44:53.560]  raping them yeah exactly and then she says i'm filing report i'm filing report on you for lack
[1:44:53.560 --> 1:44:58.840]  of compliance and you're gonna be banned from ever flying delta again i said wait are you serious so
[1:44:58.840 --> 1:45:04.280]  because i was sleeping and i didn't realize my mask slipped below my nose now i'm gonna be banned from
[1:45:04.280 --> 1:45:08.760]  delta i've been a customer for years and she said yes you're gonna be banned from delta
[1:45:08.760 --> 1:45:14.840]  and i said so there's no talking my way there's no explanation or anything forget customer service
[1:45:14.840 --> 1:45:19.720]  right no there's no talking so i went at the end she said she's gonna file the complaint and as
[1:45:19.720 --> 1:45:25.960]  people are leaving i recorded some footage of it and and as you can see i mean she was she was very
[1:45:25.960 --> 1:45:31.080]  obstinate and she said she she didn't came at me with her guitar it almost looked like she was like
[1:45:31.080 --> 1:45:35.800]  trying to use it as a weapon or something was kind of creepy but she was very very hostile
[1:45:35.800 --> 1:45:39.800]  towards me and she said nope you're gonna be banned from delta there's no way you're coming back
[1:45:39.800 --> 1:45:44.440]  because of this she said i i already woke you up once you didn't listen so the second time you're
[1:45:44.440 --> 1:45:49.240]  banned i can't believe it alex you know i i can't believe this is the social credit score it's gonna
[1:45:49.240 --> 1:45:53.720]  start at the airports it's gonna fan out and then you gotta have the inoculation you've gotta have
[1:45:53.720 --> 1:45:58.120]  the digital tattoo to even get on planes they admit this is the plan so these corporations
[1:45:58.120 --> 1:46:03.160]  that are globalists are empowering their people delta needs to be punished along with sky blue
[1:46:03.160 --> 1:46:09.000]  everyone needs to boycott them you need to let them know hashtag boycott delta hashtag boycott sky
[1:46:09.000 --> 1:46:13.640]  blue and let other groups know you're gonna not have our business if you do this we have to do
[1:46:13.640 --> 1:46:18.200]  it up front to stop the global social credit score here's some of the footage that you smartly got
[1:46:18.840 --> 1:46:21.880]  yeah hello were you gonna give me a report
[1:46:24.600 --> 1:46:29.800]  can i see that report uh it has to be filed so what's the report detailing
[1:46:29.800 --> 1:46:35.240]  that i've asked you twice to put your mask on you start arguing with you you know i was sleeping
[1:46:35.240 --> 1:46:40.440]  right you're supposed to have it on it was like this back it up to the beginning imagine they're
[1:46:40.440 --> 1:46:46.840]  now little stasi officers i've got a report i'm filling a report you can't see my report i mean
[1:46:46.840 --> 1:46:50.600]  imagine if the cops acted like this this is crazy right started over here it is
[1:46:52.440 --> 1:46:53.880]  hello were you gonna give me a report
[1:46:53.880 --> 1:47:01.800]  can i see that report you can get it uh it has to be filed so what's the report detailing
[1:47:03.400 --> 1:47:07.240]  that i've asked you twice to put your mask on you start arguing with you you know i was sleeping
[1:47:07.240 --> 1:47:12.120]  right you're supposed to have it on it was it was like this it fell off it absolutely was that
[1:47:12.120 --> 1:47:16.600]  well so when i when i when i'm sleeping it fell off so what am i supposed to do you're arguing with me
[1:47:16.600 --> 1:47:21.640]  now as well but i'm trying to not get a report so you're getting this on you're getting one
[1:47:21.640 --> 1:47:25.240]  because you're continuing to argue with me no i'm trying to explain my point is this arguing
[1:47:25.960 --> 1:47:31.720]  so explaining what happened is arguing i saw it playing two eyes twice well i was sleeping
[1:47:31.720 --> 1:47:39.240]  my eyes were closed right so i can't even explain the point without you you saw me take off the
[1:47:39.240 --> 1:47:44.200]  mouse i hope you look twice and ask you put it on you start arguing with me you're arguing with me
[1:47:44.200 --> 1:47:50.680]  now so i'm not allowed to fly arguing you don't talk back as a prisoner judge jury executioner
[1:47:50.680 --> 1:47:55.000]  all of it's about control can't criticize covid lockdown your band off the internet
[1:47:55.000 --> 1:47:58.600]  can't have medical doctors criticizing the fraud numbers your band off the internet
[1:47:58.600 --> 1:48:06.120]  can't talk back to this god uh right what really happened and she said i woke you up
[1:48:06.120 --> 1:48:11.160]  twice so the first time so we can't even sleep peacefully clearly i'm sleeping she knows i'm
[1:48:11.160 --> 1:48:15.240]  sleeping and you're kind of not conscious when you're sleeping so the nose was you know the
[1:48:15.240 --> 1:48:19.640]  mask was below my nose apparently when i was sleeping or it fell off uh unburnt my nose but
[1:48:19.640 --> 1:48:24.280]  as you can see it still wraps around my whole face and she said i don't show it doesn't protect
[1:48:24.280 --> 1:48:30.520]  anybody it's all a fraud it's all another evil industry that supports black lives matter garbage
[1:48:30.520 --> 1:48:34.520]  these corporations are filth and they're setting up a world government these corporations want to
[1:48:34.520 --> 1:48:39.960]  be government you think the cops are bad folks oh my god in fact you were here in austin downtown
[1:48:39.960 --> 1:48:44.680]  and saw the four police cars go after a woman who wasn't properly wearing a mask in a in a
[1:48:44.680 --> 1:48:49.720]  business so black lives matter and if i've been burning the city shooting people but oh here come
[1:48:49.720 --> 1:48:55.800]  the cops it's disgusting it is and remember too that they have this high-powered mister thing now
[1:48:55.800 --> 1:49:02.920]  at planes that supposedly sanitizes 99.9 of germs it's like this mister thing they do it before
[1:49:02.920 --> 1:49:08.280]  after and during the plane ride so if that's sanitized is 99.9 of germs in the plane why
[1:49:08.280 --> 1:49:12.440]  do we even need masks to begin with i mean it's just a joke and why do we need masks anywhere
[1:49:12.440 --> 1:49:19.320]  to begin with the honor it's all virtue signaling with the fake death numbers it's point 0032 and
[1:49:19.320 --> 1:49:23.400]  now we know it's all fraud that they're just taking every death and hyping up each person
[1:49:23.400 --> 1:49:29.240]  of some other death to do this it's all a giant scam right and now now i can't fly on delta anymore
[1:49:29.240 --> 1:49:33.240]  i mean this is the most it's okay so it's not enough to wear a mask anymore you have to wear it
[1:49:33.240 --> 1:49:37.240]  and make sure that if you're sleeping you're checking you're sleeping and make sure that it's
[1:49:37.240 --> 1:49:41.800]  not falling and out of place oh the next thing is you've got to wear the approved mask they're
[1:49:41.800 --> 1:49:47.400]  coming out with that soon right exactly and you know it's it's they're tightening the ratchet every
[1:49:47.400 --> 1:49:51.720]  single day you know what i know that this is not just enough to say okay we're going to wear the
[1:49:51.720 --> 1:49:56.280]  mask and everything's going to go away like you know peaches and roses no they're going to keep
[1:49:56.280 --> 1:50:00.520]  tightening and tighten it next is going to be a vaccine next is going to be a digital tattoo
[1:50:00.520 --> 1:50:06.440]  or microchip it's just going to keep going and if people aren't awake right now to how much of a
[1:50:06.440 --> 1:50:12.200]  Gestapo this is and and just regular staff waiters and and stewardesses are turning into
[1:50:12.200 --> 1:50:16.440]  they better wake the hell up and see videos like this i want people if they have an experience
[1:50:16.440 --> 1:50:21.320]  like this go to my twitter at diana for congress post your experience because boycott delta is
[1:50:21.320 --> 1:50:26.200]  getting trending right now um and and we want to make an example out of this they can't treat
[1:50:26.200 --> 1:50:30.840]  customers like this they can't betray people's constitutional rights over this and it's all
[1:50:30.840 --> 1:50:34.920]  based on a fraud when people go to the airport they should hand out at delta terminals little
[1:50:34.920 --> 1:50:39.400]  sheets explaining it's all a hoax it's all a fraud because they're already telling school districts
[1:50:39.400 --> 1:50:44.360]  diana they're already telling uh colleges you don't have the vaccine you don't go to college
[1:50:44.360 --> 1:50:47.320]  you don't go to school uh governor northings announced that they're they're coming with
[1:50:47.320 --> 1:50:52.360]  force inoculations next they are alex honestly that would be something i'd get arrested over for
[1:50:52.360 --> 1:50:56.680]  you guys i would go to the airports and hand out little flyers saying this all as a hoax and get
[1:50:56.680 --> 1:51:01.240]  carried away um because people need to make an example out of this and people need to learn
[1:51:01.240 --> 1:51:06.520]  that this is not you know we can't live our life and if nobody flies on planes if we all boycott
[1:51:06.520 --> 1:51:09.480]  this then what are they going to do are they going to finally realize they're getting hit by the
[1:51:09.480 --> 1:51:14.360]  pocketbooks i mean notice it was first the chinese spring all their people and now we've got to be
[1:51:14.360 --> 1:51:19.560]  sprayed it's we're bad we're evil they want the spray us they want to yell at us they want in our
[1:51:19.560 --> 1:51:24.040]  bodies you five more minutes with us and i'll let you get back to the few days of rest you deserve
[1:51:24.040 --> 1:51:28.760]  y'all the rain is our guest i'm alex jones and she shot that amazing footage we'll talk about when
[1:51:28.760 --> 1:51:34.200]  we come back how she discovered she is indeed now banned from delta and what comes next you need to
[1:51:34.200 --> 1:51:42.040]  boycott delta and all their criminal organizations it was a sleeper product it wasn't popular at first
[1:51:42.040 --> 1:51:47.160]  but as people tried it it's become one of our top five best sellers i'm talking about the eight pack
[1:51:47.160 --> 1:51:53.320]  power stack 13 different pills filled with super nutrients vitamins minerals and more that you
[1:51:53.320 --> 1:51:59.560]  take in the morning and one pack and at night it's available right now at 60% off for a limited time
[1:51:59.560 --> 1:52:05.320]  when you get it with survival shield x2 that's now back in stock this has changed my life and so many
[1:52:05.320 --> 1:52:10.200]  other people's lives now here's the problem some of the patented ingredients that are in a pack power
[1:52:10.200 --> 1:52:15.880]  stack because of the shutdown and the lockdown are not available for us even reorder it so this could
[1:52:15.880 --> 1:52:22.520]  be the last shipment that we ever have it's in stock now take advantage of this new combo special
[1:52:22.520 --> 1:52:27.880]  part of the larger cell we have and free shipping on these cell items like eight pack power stack
[1:52:27.880 --> 1:52:35.080]  and x2 at infowarstore.com take advantage and get eight pack power stack with x2 60 off and free
[1:52:35.080 --> 1:52:42.440]  shipping biggest deal on this ever you can really break civilizations down to two types
[1:52:43.320 --> 1:52:50.520]  predatory and non-predatory or oppressive conquest based or renaissance based and of course
[1:52:50.520 --> 1:52:56.280]  different types of civilizations and countries and political systems of history and at the present
[1:52:56.280 --> 1:53:05.400]  are mixes of the two but with globalism it is a post-human ideology so it's scientifically
[1:53:05.400 --> 1:53:11.880]  geared to be oppressive and the rationale is social Darwinism that the ruling class
[1:53:11.880 --> 1:53:17.960]  are elites and because they're in power they have a right to rule over you poison you dumb you down
[1:53:17.960 --> 1:53:23.640]  sterilize you and kill you so all the people wearing masks like outside at the park and stuff
[1:53:24.280 --> 1:53:29.720]  are living in a total hoax and think their act of submission is an act of working for the common
[1:53:29.720 --> 1:53:35.240]  good in a collective no it's a sign that you're a slave who will take the force inoculations
[1:53:35.240 --> 1:53:38.520]  federal government and Yale are studying the force inoculations right now
[1:53:38.520 --> 1:53:48.360]  you're listening to the alex jones show
[1:53:51.640 --> 1:53:54.360]  the answer to globalist tyranny is resistance
[1:53:57.880 --> 1:54:06.040]  the answer to 1984 is 1776 you're listening to the alex jones show
[1:54:06.040 --> 1:54:11.640]  the system is clamping down the jaws of the globalist are hitting hard
[1:54:12.520 --> 1:54:18.040]  the games are over the war is on you know Lorraine i'm pretty excited bring anger
[1:54:18.040 --> 1:54:22.280]  but run over your last segment you're on fire great job exposing all of this for the next
[1:54:22.280 --> 1:54:26.040]  five minutes we have left you've got the floor what else you want to say about this about
[1:54:26.040 --> 1:54:31.480]  hashtag boycott delta that i know you're driving how do people get behind this how do we stand up
[1:54:31.480 --> 1:54:37.400]  to these thugs that are pushing this power grab hoax yeah i mean you have to be exposing it any
[1:54:37.400 --> 1:54:43.480]  of these little stories that happen um dme or or post it on my twitter or or send it to info wars
[1:54:43.480 --> 1:54:47.400]  or do all of the above because we need to expose this more and more we need to make examples out
[1:54:47.400 --> 1:54:52.440]  of these people someone just wrote into me um on this boycott delta thread that said that
[1:54:52.440 --> 1:54:57.720]  his girlfriend was kicked off a flight yesterday for having asthma and she dared to take off her
[1:54:57.720 --> 1:55:02.920]  mask for a few minutes to try to use her inhaler and delta kicked her off the flight they wouldn't
[1:55:02.920 --> 1:55:08.680]  even let her use her inhaler i mean this is getting beyond crazy the other possibility is maybe she
[1:55:08.680 --> 1:55:12.680]  was seeing that this was a trump mask and she was just out to get me she was trying to find any
[1:55:12.680 --> 1:55:17.960]  little thing wrong so that she could make an example out of me because she hates trump uh and
[1:55:17.960 --> 1:55:21.240]  it looked basically i don't know i'm not trying to be discriminatory but she kind of looks like she
[1:55:21.240 --> 1:55:25.320]  might be someone who doesn't like trump but that's even more disgusting i mean we can't go anywhere
[1:55:25.320 --> 1:55:29.960]  now with having without having this kind of discrimination so when finally delta wrote back
[1:55:29.960 --> 1:55:34.360]  to me after seeing that their you know hashtag people are tweeting their hashtags they finally i
[1:55:34.360 --> 1:55:38.920]  don't know if you have this tweet but they answered me and i i retweeted it they said uh
[1:55:38.920 --> 1:55:45.480]  dear diana we're sorry to hear about your mask compliance issue send us more details and we'll
[1:55:45.480 --> 1:55:50.760]  see what happened we'll investigate further so already i mean this this shows you that this
[1:55:50.760 --> 1:55:57.320]  isn't about a mask or safety mask compliance issue they're making it so it's my fault right this is
[1:55:57.320 --> 1:56:02.120]  my problem i obviously wasn't complying or there was some problem with me not being a good little
[1:56:02.120 --> 1:56:06.600]  sheep and that's the issue don't you think basically on that language that that's what they're meaning
[1:56:07.400 --> 1:56:12.680]  so this isn't about us this isn't about our safety our health this is about all about compliance
[1:56:12.680 --> 1:56:17.400]  you know it i know it so what are we gonna do we need to make an example out of these people we
[1:56:17.400 --> 1:56:23.080]  need to boycott them we need to film always have your phone ready to film when you're about to take
[1:56:23.080 --> 1:56:26.920]  a flight when you're in an airport when you're in a restaurant because a lot of these things
[1:56:26.920 --> 1:56:31.320]  happen really quickly and i've noticed for me you know they happen so fast we have to be ready
[1:56:31.320 --> 1:56:36.200]  with our phones to film um you know try to do it subtly so they don't get it because if they know
[1:56:36.200 --> 1:56:40.360]  they're being filmed they're gonna act more polite we want to see their true colors right we got to
[1:56:40.360 --> 1:56:46.920]  see uh their true vile satanic nature coming out and this woman didn't know i was filming so uh
[1:56:46.920 --> 1:56:51.400]  we just have to make an example out of these people we have to fight back or else look at what
[1:56:51.400 --> 1:56:55.880]  they're going to do they're gonna take advantage of us and they're treating us like animals they're
[1:56:55.880 --> 1:56:59.960]  treating us like livestock right i mean worse than livestock but they're they're treating us like
[1:56:59.960 --> 1:57:04.360]  animals and they're having free reign and every day that goes by that we don't fight back they're
[1:57:04.360 --> 1:57:12.760]  getting more and more emboldened amen to that keep keep rolling you keep telling them right so um
[1:57:12.760 --> 1:57:20.120]  you know right into alex call into alex uh in info wars right into me uh go to my twitter diana
[1:57:20.120 --> 1:57:26.760]  for congress we're gonna be covering this so this is not gonna end this is not gonna get better this
[1:57:26.760 --> 1:57:30.760]  is only going to get worse so every day there's gonna be more stories like this that compile and
[1:57:30.760 --> 1:57:34.520]  we want to highlight them you know we want to highlight them we want to make an example out of
[1:57:34.520 --> 1:57:38.680]  them your voice is going to be heard and some people don't have a very big platform like the guy
[1:57:38.680 --> 1:57:42.440]  who wrote in that got his girlfriend kicked off the flight that's fine that's why you want to
[1:57:42.440 --> 1:57:47.720]  send it to us so that we can highlight them because this is global tyranny this has nothing to do
[1:57:47.720 --> 1:57:51.320]  with our health and safety it has nothing to do with our health and safety when we have people
[1:57:51.320 --> 1:57:58.920]  like and and your skype's breaking up while it reconnects let me just say this what should we
[1:57:58.920 --> 1:58:05.800]  call this interview when we posted it banned on video um uh hashtag boycott delta uh woman put
[1:58:05.800 --> 1:58:14.840]  on no fly list uh by by by trump derange the syndrome goblin every woman reported in band
[1:58:14.840 --> 1:58:20.840]  for delta by uh trump mask something like that yeah yeah i mean social credit score delta launches
[1:58:20.840 --> 1:58:29.400]  social credit score right it's all about compliance alex if if i had been you know there's the
[1:58:29.400 --> 1:58:34.440]  corporations it's the corporations muscling in on us absolutely all right thank you so much
[1:58:34.440 --> 1:58:38.760]  yonah and rain will talk to you again soon when you're in studio next week we'll be right back
[1:58:38.760 --> 1:58:50.840]  with special guest in studio stay with us incrementalism the inchworm effect successive
[1:58:50.840 --> 1:58:56.760]  approximation first they tell you only stay in your house for 15 days so the hospitals can stay
[1:58:56.760 --> 1:59:02.600]  empty that was all a fraud didn't wear a mask for a month here we are six months later then they
[1:59:02.600 --> 1:59:08.600]  start making people at colleges and at big corporations where wristbands showing that they've
[1:59:08.600 --> 1:59:15.000]  been quote contact traced and tested for coven then comes the apps on your phones and the global
[1:59:15.000 --> 1:59:21.160]  social credit score now being rolled out by virginia california and others it's not coming it's here
[1:59:21.160 --> 1:59:26.840]  and then the inoculations if you ever want to leave your house which amounts to forced inoculations
[1:59:26.840 --> 1:59:32.200]  this is the medical tyranny takeover these are not classic vaccines that have their own problems
[1:59:32.200 --> 1:59:39.320]  these are dna vaccines that change your dna and are having massive serious side effects guaranteed
[1:59:39.320 --> 1:59:45.560]  this is about depopulation bill gates admits that this is an emergency resist or die the new world
[1:59:45.560 --> 2:00:02.120]  order is here if you are receiving this transmission you are the resistance it's alex jones in others
[2:00:02.120 --> 2:00:05.960]  there's a lot of the amazing rnc that we haven't gotten to is we're a couple days behind on it we
[2:00:05.960 --> 2:00:09.880]  have some clips coming up next hour what happened last night tonight's the final night but nick sandman
[2:00:10.440 --> 2:00:15.400]  really laid out how he was set up by the cancel culture i was set up by these frauds uh that
[2:00:15.400 --> 2:00:20.360]  consciously were there to uh demonize him and other young people but it blew up in their evil
[2:00:20.360 --> 2:00:26.280]  faces and one of the guys involved in championing uh the covington catholic school kids is here with
[2:00:26.280 --> 2:00:33.640]  us ali alexander visiting us in studio again but here's some what he had to say at the rnc
[2:00:33.640 --> 2:00:40.040]  good evening everyone my name is nick sandman and i'm the teenager who is defamed by the media
[2:00:40.040 --> 2:00:44.600]  after an encounter with a group of protesters on the steps of the lincoln memorial last year
[2:00:45.800 --> 2:00:51.240]  before i begin i'd like to thank president trump for the opportunity to share some of my story
[2:00:51.240 --> 2:00:56.920]  and why it matters so much to this november's election in 2019 i attended the march for life
[2:00:56.920 --> 2:01:03.880]  in washington dc where i demonstrated in defense of the unborn later that day i bought a make
[2:01:03.880 --> 2:01:10.200]  america great again hat because our president donald trump has distinguished himself as one
[2:01:10.200 --> 2:01:16.040]  of the most pro-life presidents in the history of our country and i wanted to express my support
[2:01:16.040 --> 2:01:23.640]  for him too looking back now how could i possibly imagine that the simple act of putting on that
[2:01:23.640 --> 2:01:29.880]  red hat would unleash hate from the left and make myself the target of network and cable news
[2:01:29.880 --> 2:01:37.400]  networks nationwide being from kentucky the birthplace of abraham lincoln my classmates
[2:01:37.400 --> 2:01:43.160]  and i visited the lincoln memorial i found myself face to face with nathan phillips
[2:01:43.160 --> 2:01:48.840]  and other professional protesters looking to turn me into the latest poster child
[2:01:48.840 --> 2:01:55.000]  showing why trump is bad while the media portrayed me as an aggressor with a relentless
[2:01:55.000 --> 2:02:01.160]  smirk on my face in reality the video confirms i was standing with my hands behind my back
[2:02:01.160 --> 2:02:07.720]  and an awkward smile on my face that had two thoughts one don't do anything that might further
[2:02:07.720 --> 2:02:14.360]  agitate the man banging a drum in my face and two i was trying to follow a family friends advice
[2:02:15.240 --> 2:02:22.040]  never to do anything to embarrass your family your school or your community before i knew
[2:02:22.040 --> 2:02:28.360]  what was happening it was over one of mr phillips fellow agitators yet out we got him
[2:02:29.160 --> 2:02:36.280]  it's all right here on video and we won grandpa what i thought was a strange encounter quickly
[2:02:36.280 --> 2:02:42.680]  developed into a major news story complete with video footage my life changed forever in that one
[2:02:42.680 --> 2:02:49.160]  moment the full war machine of the mainstream media revved up into attack mode they did so
[2:02:49.160 --> 2:02:55.080]  without researching the full video of the incident without ever investigating mr phillips motives
[2:02:55.880 --> 2:03:03.160]  or without ever asking me for my side of the story and do you know why because the truth
[2:03:03.160 --> 2:03:10.600]  was not important advancing their anti christian anti conservative anti donald trump narrative was
[2:03:10.600 --> 2:03:16.280]  all that mattered and if advancing their narrative ruined the reputation and future of the teenager
[2:03:16.280 --> 2:03:23.000]  from covington kentucky will so be it that would teach him not to wear a mega hat i learned what
[2:03:23.000 --> 2:03:32.040]  was happening to me had a name it was called being cancelled as an annuled as in revoked as in made
[2:03:32.040 --> 2:03:37.960]  void cancelled is what's happening to people around this country who refuse to be silenced by the far
[2:03:37.960 --> 2:03:46.680]  left many are being fired humiliated or even threatened and often the media is a willing
[2:03:46.680 --> 2:03:53.320]  participant but i would not be cancelled i fought back hard to expose the media for what
[2:03:53.320 --> 2:04:00.200]  they did to me and i won a personal victory while much more must be done i look forward to the day
[2:04:00.200 --> 2:04:06.280]  that the media returns to providing balanced responsible and accountable news coverage i
[2:04:06.280 --> 2:04:11.880]  know president trump hopes for that too and i know you'll agree with me when we say that no one in
[2:04:11.880 --> 2:04:18.120]  this country has been a victim of unfair media coverage more than president donald trump in
[2:04:18.120 --> 2:04:25.400]  november i believe this country must unite around a president who calls the media out and refuses to
[2:04:25.400 --> 2:04:31.880]  allow them to create a narrative instead of reporting the facts i believe we must join a president
[2:04:31.880 --> 2:04:39.240]  who will challenge the media to return to objective journalism and together i believe we must all
[2:04:39.240 --> 2:04:45.320]  embrace our first amendment rights and not hide and fear the media or from the tech companies
[2:04:45.320 --> 2:04:52.600]  or from the outrage mob either this is worth fighting for this is worth voting for and this
[2:04:52.600 --> 2:04:59.240]  is what donald trump stands for thank you all for listening to me tonight and one more thing
[2:05:00.280 --> 2:05:01.960]  let's make america great again
[2:05:04.600 --> 2:05:10.840]  so the revolutionary act of wearing a red hat in dc at the liga memorial he had to be set up
[2:05:10.840 --> 2:05:16.760]  the very same group that works with facebook that uh those individuals were working with
[2:05:16.760 --> 2:05:23.000]  trying to set them up set me up they had these women come up and say f you uh you you're married
[2:05:23.000 --> 2:05:28.280]  to your mother you're an evil white person that's in brad you know you're i mean because we put the
[2:05:28.280 --> 2:05:34.600]  video out and i was saying i'm against your racism your brown cook looks clean they edited it to say
[2:05:34.600 --> 2:05:40.680]  jones attacks innocent native american women but they ignore him and walk away and so that was just
[2:05:40.680 --> 2:05:45.560]  a month or so before that happened they were waiting when i came out to do it with the very same
[2:05:45.560 --> 2:05:51.320]  group it's called now this or whatever something so they do this over and over and over and over again
[2:05:52.920 --> 2:05:56.920]  this is really blowing up in their face though it really is by the way ollie alexander is here
[2:05:56.920 --> 2:06:01.640]  with us again today uh we got cut short yesterday somewhere to get him back to handicap the election
[2:06:01.640 --> 2:06:05.400]  and give his views on trump's political animals good to have you're sorry go ahead hey no thanks
[2:06:05.400 --> 2:06:09.560]  alex uh yeah i think it's it's funny because you know that clip when it was going around the world
[2:06:09.560 --> 2:06:14.680]  people thought oh my gosh these guys are bad they're white they're catholic and we can see the agenda
[2:06:14.680 --> 2:06:21.720]  is anti white it's anti catholic it's anti republican anti southern uh and anti donald trump uh but
[2:06:21.720 --> 2:06:26.360]  you know i'm glad they got called out and we got to see hey this is a teenager and awkward smirk on
[2:06:26.360 --> 2:06:33.080]  his face and uh he's come out on top so i think it's a real win for everybody of course you've been
[2:06:33.080 --> 2:06:38.120]  involved heavily with the uh coventon catholic yeah 60 families so i did pro bono services for
[2:06:38.120 --> 2:06:43.720]  60 of the families it wasn't just nick saman who was being libeled and slandered in the news media
[2:06:43.720 --> 2:06:48.920]  it was everybody so uh it was it was you know they ended up offering me money for my services
[2:06:48.920 --> 2:06:52.040]  and i said i can't take it they said well only we're gonna make a lot of money i was like i just
[2:06:52.040 --> 2:06:56.520]  can't take it it felt good with my soul well expanding on that going back to that day you had
[2:06:56.520 --> 2:07:01.800]  the black israeli group it's just like a black nazi group and they're literally screaming we're
[2:07:01.800 --> 2:07:07.800]  gonna kill you kids we're gonna get you i mean and the media had all that raw footage and well
[2:07:07.800 --> 2:07:11.960]  what they and the kids all walked away they were trying to get away wait for their bus right and
[2:07:11.960 --> 2:07:16.520]  then so they're retreating right and finally they're retreated up against the wall right and
[2:07:16.520 --> 2:07:20.680]  they're bad for what not splitting their own throats i mean this is crazy absolutely crazy
[2:07:20.680 --> 2:07:24.760]  absolutely crazy and it was really you know the juxtaposition of the media was really interesting
[2:07:24.760 --> 2:07:30.120]  right because at first they left out the black israelites and it was a vietnam veteran native
[2:07:30.120 --> 2:07:36.120]  american was doing a ceremonial drum beat and this was his right his spiritual right in front of the
[2:07:36.120 --> 2:07:41.880]  lincoln memorial and it was like okay well that sounds weird you know i you don't see that too often um
[2:07:41.880 --> 2:07:48.760]  but here comes the kkk commandos the kkk kids from kentucky covington catholic you know they were
[2:07:48.760 --> 2:07:55.880]  just hijacking our brain with that cadence you know what's gonna happen is the mainstream media the
[2:07:55.880 --> 2:08:00.840]  corporate media has absolutely no credibility and no one buys into what they say i mean i mean they
[2:08:00.840 --> 2:08:05.000]  admit no one listens to us no one believes us because you're known liars yeah i think you got
[2:08:05.000 --> 2:08:09.880]  ahead of the curve um you know a lot of people haven't believed me but probably five or six years
[2:08:09.880 --> 2:08:15.080]  ago i said you know we're a decade away from there being no cnn we're a decade away from there being
[2:08:15.080 --> 2:08:21.000]  no cable news people don't realize that you know maybe one million or two million americans are
[2:08:21.000 --> 2:08:27.960]  watching cnn during prime time this is a country with 380 million residents this is a country with
[2:08:27.960 --> 2:08:35.880]  330 million citizens it is tyranny the idea that cnn can have a million viewers and dictate what
[2:08:35.880 --> 2:08:40.760]  legislation comes before the house of representatives or the senate and they decide who gets censored
[2:08:40.760 --> 2:08:45.720]  yeah and it's gonna click for the american people like uh this math sucks you know forget what you
[2:08:45.720 --> 2:08:51.400]  think about you know fox news info wars mike sirnevich periscope twitter blah blah whatever
[2:08:51.400 --> 2:08:56.200]  these independent creators it won't matter it's like the math sucks so i think that you and your
[2:08:56.200 --> 2:09:00.760]  network you guys have gotten ahead of it you've built a a loyal audience and that's what it's
[2:09:00.760 --> 2:09:06.600]  going to be the pewdie pies and the alex jones are going to be the curators of our future if you
[2:09:06.600 --> 2:09:11.640]  go back to the black lives matter that was almost all white people in dc coming in and and ordering
[2:09:11.640 --> 2:09:17.800]  the woman to bow and and to put her fist up that was nick sandman part two yeah because we'll show
[2:09:17.800 --> 2:09:23.320]  it when we come back tens of millions of views online and it's just the act of heroism not giving
[2:09:23.320 --> 2:09:30.280]  into the psychological demand to kneel yeah so the struggle session research mal china let's talk
[2:09:30.280 --> 2:09:33.960]  about struggle sessions and then let's look at the campaign and look at what trump needs to do to
[2:09:33.960 --> 2:09:37.640]  ensure the win but then what you think happens when the democrats contest the election which they
[2:09:37.640 --> 2:09:45.160]  say they'll do 67 days out ali xander and ali on twitter will be right back i'm gonna say something
[2:09:45.160 --> 2:09:49.800]  right now but it's one of the most important things i've ever said so please listen very very carefully
[2:09:49.800 --> 2:09:57.720]  donald trump is not the reason they released covet or had the lockdown they already had this plan the
[2:09:57.720 --> 2:10:04.600]  rockefeller foundation and billa melinda gates it is beyond critical it is life and death for you
[2:10:04.600 --> 2:10:09.160]  and your family to understand i'm not a real on the planet but this is a worldwide world government
[2:10:09.800 --> 2:10:17.000]  takeover on record that it's never going to end the united nations has admitted that first it's a
[2:10:17.000 --> 2:10:21.480]  month then it's six months then they say okay it's two years they're now saying two years
[2:10:22.440 --> 2:10:28.200]  they're now saying you'll never go back to normal no more gatherings no more anything constant force
