[00:00:06.863 --> 00:00:10.267]  Excuse me?
[01:35:22.830 --> 01:35:26.054]  I mean, sometimes you'll drink coffee at a restaurant, and you're like, mmm, that's good coffee.
[01:35:26.054 --> 01:35:27.775]  But that's rare, isn't it?
[01:35:27.775 --> 01:35:28.757]  Even nice restaurants.
[01:35:28.757 --> 01:35:32.460]  It's like, why does your coffee taste like sour rodent urine?
[01:35:33.081 --> 01:35:36.344]  I mean, I'm sorry, but that's what I'm thinking here.
[01:35:36.344 --> 01:35:45.791]  This coffee tastes really good, and your purchase of Wake Up America Immune Support 100% Organic Arabica Beans, and it's a blend.
[01:35:45.791 --> 01:35:56.720]  There was like 14 different blends you could get from these Chiappin folks, and we all tried them out, and the whole office pretty much agreed on a certain blend of four different beans.
[01:35:56.720 --> 01:36:00.623]  And it's a medium roast, very potent, ladies and gentlemen.
[01:36:01.323 --> 01:36:06.249]  And notice the lady hand roasting them there is wearing an InfoWars.com shirt and there's a sticker on it.
[01:36:06.249 --> 01:36:07.370]  They didn't do that just for us.
[01:36:07.370 --> 01:36:09.112]  They're actually listeners there.
[01:36:09.112 --> 01:36:14.077]  So there it is up in Boulder, outside Boulder, in the mountains where they roast it.
[01:36:14.077 --> 01:36:18.382]  It's available at InfoWarsLife.com or InfoWarsStore.com.
[01:36:20.020 --> 01:36:27.686]  And it's the second product in the InfoWars Lifeline, the incredibly high-quality Atomic Nation Iodine.
[01:36:27.686 --> 01:36:34.071]  It's done amazing things for my mental clarity and health, and according to Dr. Group and others, it does such good work for the thyroid.
[01:36:34.071 --> 01:36:41.597]  You've got Fox News reporting this giant radioactive wave of debris that's taken two and a half years to get here is set to hit early next year.
[01:36:42.458 --> 01:36:47.942]  More than ever, it's time to protect your thyroid with the Nation Iodine Survival Shield.
[01:36:47.942 --> 01:36:50.103]  Infowarslife.com.
[01:36:50.103 --> 01:36:53.065]  But I'm telling you, we've got deals.
[01:36:53.065 --> 01:37:03.211]  The same stuff, and I'm glad my other deal fell through, the same coffee from the same place by the leading competitor, who are great folks, by the way, is about 30% more.
[01:37:03.211 --> 01:37:07.194]  The first brand I found of this is about 45% more per pound.
[01:37:07.194 --> 01:37:11.217]  So, we're also giving this to you at a very reasonable price.
[01:37:11.897 --> 01:37:14.078]  We've got to have some profit to run the operation.
[01:37:14.078 --> 01:37:17.561]  And we've got big discounts where you can get two bags of each kind that we've got.
[01:37:17.561 --> 01:37:23.925]  We've got it infused for immune system support with these very special form of mushrooms.
[01:37:23.925 --> 01:37:27.787]  That's all the rage that all my expert associates told me is the way to go.
[01:37:27.787 --> 01:37:29.649]  Folks really like that as well.
[01:37:29.649 --> 01:37:31.009]  That's $19 a pound.
[01:37:31.009 --> 01:37:33.851]  It's $17 a pound for the regular stuff that we've got.
[01:37:33.851 --> 01:37:34.392]  That is
[01:37:35.052 --> 01:37:36.914]  Really amazing first-rate coffee.
[01:37:36.914 --> 01:37:40.877]  So, Infowarslife.com or 888-253-3139.
[01:37:40.877 --> 01:37:41.537]  888-253-3139.
[01:37:41.537 --> 01:37:49.283]  And I told you this nascent iodine was special.
[01:37:49.283 --> 01:37:50.784]  All you've heard is rave reviews.
[01:37:50.784 --> 01:37:52.526]  All you've read online are rave reviews.
[01:37:52.526 --> 01:37:54.627]  I've never had nothing but positive reviews.
[01:37:54.627 --> 01:37:56.309]  People can complain about anything.
[01:37:56.309 --> 01:37:58.891]  This coffee, it's my favorite coffee.
[01:37:58.891 --> 01:38:00.472]  Maybe you're not going to like it.
[01:38:00.472 --> 01:38:04.075]  In fact, I like it better than the previous brand that's from the exact same region.
[01:38:06.974 --> 01:38:07.637]  Oh man, that's good.
[01:38:08.559 --> 01:38:09.239]  That's so good.
[01:38:09.239 --> 01:38:10.060]  There's no sugar in that.
[01:38:10.060 --> 01:38:11.460]  It's a little bit of cream.
[01:38:11.460 --> 01:38:15.642]  Natural cream, by the way, that we get from local farmers outside San Antonio.
[01:38:15.642 --> 01:38:16.783]  We are terrorists.
[01:38:16.783 --> 01:38:18.744]  You have to buy it in alleyways.
[01:38:18.744 --> 01:38:24.446]  And I've got the evil Mexican coffee because I'm racist.
[01:38:24.446 --> 01:38:25.206]  So there you go.
[01:38:25.206 --> 01:38:29.088]  It really helps the great Mexican farmers down there that are standing up to their criminal government.
[01:38:29.088 --> 01:38:31.389]  So it's always about rebellion against tyranny.
[01:38:31.389 --> 01:38:33.590]  Infowarslife.com or 888-253-3139.
[01:38:33.590 --> 01:38:33.810]  The new
[01:38:39.414 --> 01:38:42.096]  Wake Up America Coffee, Jones for it.
[01:38:42.096 --> 01:38:45.738]  And it's got just a slight political 1776 message on the back.
[01:38:45.738 --> 01:38:50.102]  Makes a great Christmas gift, or a holiday gift, and then you support the InfoWar.
[01:38:50.102 --> 01:38:57.107]  And I cannot thank those of you out there that buy the t-shirts, the books, the videos, the high quality products at InfoWarStore.com.
[01:38:57.947 --> 01:39:00.448]  Because without you, we couldn't be doing all this.
[01:39:00.448 --> 01:39:07.130]  And imagine the world today without InfoWars and my great reporters and writers and the whole team.
[01:39:07.130 --> 01:39:16.753]  I can sit back, because different strokes for different folks, and hear a very level-headed, calm David Knight host the show, and it's a more listenable and better show, I think, than when I do it.
[01:39:18.502 --> 01:39:19.723]  Ratings don't show that.
[01:39:19.723 --> 01:39:25.008]  People like me more, but the point is, is that they're getting to where they like David Knight as much as they like me.
[01:39:25.008 --> 01:39:33.555]  And that's my goal, is to find a bunch of patriots who aren't mentally ill, who love liberty, who I can then put on a big platform to fight the New World Order.
[01:39:33.555 --> 01:39:40.701]  I'm trying to recruit an army here to fight tyranny, folks, not be some dandy patriot leader who's in competition with other people.
[01:39:41.636 --> 01:39:48.505]  That's why I bring all these other activists and people on, and eight times out of ten they try to stab us in the back because they're mentally ill.
[01:39:48.505 --> 01:39:51.669]  There is a spirit of mental illness and backstabbing going on out there.
[01:39:52.403 --> 01:39:54.224]  And I rebuke it.
[01:39:54.224 --> 01:39:56.546]  I want to beat the New World Order.
[01:39:56.546 --> 01:39:59.067]  I don't want them to keep poisoning the water with fluoride.
[01:39:59.067 --> 01:40:09.874]  I don't want them to continue devaluing our dollars, shipping our jobs overseas, literally shutting down our power plants, putting in regulations where it's impossible for farmers to survive.
[01:40:09.874 --> 01:40:11.495]  We have a hobby farm, as it's called.
[01:40:11.495 --> 01:40:14.657]  If we didn't have a hobby farm with cattle and stuff on it,
[01:40:16.069 --> 01:40:26.578]  We wouldn't be able to pay the property taxes on the little piece of land we have left from huge tracts of land my ancestors basically bought from Mexico and then reconquered.
[01:40:26.578 --> 01:40:30.000]  When Mexico tried to take it back because they had a dictator.
[01:40:30.000 --> 01:40:37.547]  I've been conquered by bureaucracy and you know I've had my dad told the IRS goes, well now we've changed the rules, the regulations.
[01:40:37.547 --> 01:40:40.189]  We don't let you have a farm that loses money.
[01:40:41.795 --> 01:40:44.896]  But we run it so that we have the ag exemption.
[01:40:44.896 --> 01:40:47.437]  Well, you gotta make your cows and stuff make money.
[01:40:47.437 --> 01:40:49.697]  But it's impossible to make money.
[01:40:49.697 --> 01:40:50.738]  We lose money.
[01:40:50.738 --> 01:40:51.858]  But not as much with this.
[01:40:51.858 --> 01:40:53.479]  And they go, exactly.
[01:40:53.479 --> 01:40:59.200]  Sell your property, scum.
[01:40:59.200 --> 01:41:01.941]  Just nothing but curses from these people.
[01:41:01.941 --> 01:41:09.263]  Nothing but disease from this filthy, murdering, scumbag government that's done nothing but hurt my family my entire life.
[01:41:09.263 --> 01:41:11.224]  Some of the stories I'm not even allowed to tell on air.
[01:41:12.540 --> 01:41:13.741]  You scum!
[01:41:13.741 --> 01:41:17.123]  You degenerate plague that has told us how great you are!
[01:41:17.123 --> 01:41:18.824]  You are the plague!
[01:41:18.824 --> 01:41:20.525]  I got a bunch of news.
[01:41:20.525 --> 01:41:21.126]  Let's go to your calls.
[01:41:21.126 --> 01:41:22.467]  Terry in Virginia.
[01:41:22.467 --> 01:41:23.167]  You're on the air.
[01:41:23.167 --> 01:41:25.188]  Welcome.
[01:41:25.188 --> 01:41:26.509]  Hi, Alex.
[01:41:26.509 --> 01:41:27.890]  I have a question for you.
[01:41:27.890 --> 01:41:34.935]  I read on the internet the other day about something called a Q-tip number.
[01:41:37.392 --> 01:41:41.594]  And I looked at my social security card to see what they were talking about.
[01:41:41.594 --> 01:41:49.859]  And sure enough, on the back of my card, I have a red number with a D in front of it.
[01:41:49.859 --> 01:41:52.080]  Have you ever heard of that before?
[01:41:52.080 --> 01:41:55.261]  Well, they've got everything under prefixes and everything in subgroups.
[01:41:55.261 --> 01:41:55.882]  It's all about...
[01:41:56.653 --> 01:42:06.741]  The next move is they're going to exempt the entire governing class from tracking, from tracing, and from persecution.
[01:42:06.741 --> 01:42:09.263]  So that's the next shoe to drop.
[01:42:09.263 --> 01:42:10.664]  What were you told that number's for?
[01:42:26.967 --> 01:42:30.029]  It's actually used by the Securities and Exchange Commission.
[01:42:30.029 --> 01:42:30.470]  Sure, ma'am.
[01:42:30.470 --> 01:42:32.071]  You know what's happened with all the callers?
[01:42:32.071 --> 01:42:34.372]  Everybody's going to speaker phones.
[01:42:34.372 --> 01:42:39.735]  And I mean, it's just we don't even understand you when you're on speaker phone.
[01:42:39.735 --> 01:42:40.756]  Okay, is this better?
[01:42:40.756 --> 01:42:42.697]  Oh, it's night and day, yeah.
[01:42:42.697 --> 01:42:43.478]  Yeah, okay.
[01:42:43.478 --> 01:42:44.599]  Alright.
[01:42:44.599 --> 01:42:54.125]  Anyway, the Q-Chip number, they say is used by the Securities and Exchange Commission to invest money in the stock market.
[01:42:54.125 --> 01:42:55.826]  So, if you're a prisoner in prison,
[01:42:57.208 --> 01:43:02.733]  I'm not sure this is really true anymore, but one time I thought that you're in prison, you're not really... No, no, no.
[01:43:02.733 --> 01:43:15.786]  There's a lot of patriot mythology, but it is true that the people of nations are seen as collateral on international debt and are signed over as, quote, human resources to the collective.
[01:43:15.786 --> 01:43:19.930]  And I used to think this wasn't true until I actually found international law on it.
[01:43:19.930 --> 01:43:21.791]  They do take your social security number.
[01:43:22.790 --> 01:43:38.515]  That's why they pressure you to get it at birth now and the birth certificate and it is bonded and sold and then prisoners in these private prisons are bonded into derivatives and then derivatives are sold on the larger the prison population is.
[01:43:38.515 --> 01:43:45.537]  In New Mexico and other states passed laws guaranteeing they would keep a certain number of people
[01:43:46.717 --> 01:43:50.260]  In prisons, if more prisons were built in the states.
[01:43:50.260 --> 01:44:04.830]  So the prison companies actually lobby to have minimum sentences on nonviolent folks and they actually want violent offenders released because they go out and cause mischief and so the public begs for more cops.
[01:44:04.830 --> 01:44:09.974]  But the nonviolent is the premium slave and so they didn't get rid of slavery in 18
[01:44:14.770 --> 01:44:20.192]  1866 or 1868 in the South or whatever, it's back under a new guise.
[01:44:20.192 --> 01:44:23.572]  The government ships in the drugs, the private banks launder the money.
[01:44:23.572 --> 01:44:32.654]  If they catch you with their product, they then put you in a slave dungeon building stuff for 25 cents an hour to then lower everyone's wages.
[01:44:32.654 --> 01:44:38.235]  And the good old boys then all say, make the prisoners work.
[01:44:38.235 --> 01:44:41.296]  Those lazy prisoners, they've got hot tubs and cable.
[01:44:42.754 --> 01:44:44.695]  And that's actually not true.
[01:44:44.695 --> 01:44:55.238]  It's all propaganda so that you're now competing with 4.5 million people in prison, 10 million on work release, working at slave labor level.
[01:44:55.238 --> 01:45:01.879]  So that's 14.5 million slaves in America working for 25 cents an hour.
[01:45:01.879 --> 01:45:03.320]  Now what do you think that's going to do to the wages?
[01:45:05.731 --> 01:45:06.572]  Well, you know what?
[01:45:06.572 --> 01:45:11.519]  This just blew my mind when I was like, this can't be real.
[01:45:11.519 --> 01:45:14.504]  It's not exactly your social security number, though, that they're using.
[01:45:14.504 --> 01:45:18.189]  It's that number on the back of your social security card.
[01:45:18.189 --> 01:45:21.994]  And then they say, if you put your name in all capital letters,
[01:45:22.875 --> 01:45:25.197]  That's the straw man identity.
[01:45:25.197 --> 01:45:27.658]  In other words, your identity on your driver's license?
[01:45:27.658 --> 01:45:28.599]  Sure, sure.
[01:45:28.599 --> 01:45:31.360]  And ma'am, that's where the patriot mythology comes in.
[01:45:31.360 --> 01:45:32.721]  People go into court with all that.
[01:45:32.721 --> 01:45:35.643]  The courts don't even know what you're talking about.
[01:45:35.643 --> 01:45:45.629]  It is true in corporate documents and in legalese and blacks law that that is, some of that is real law, but most of it is theater.
[01:45:45.629 --> 01:45:47.330]  And then the people promoting it ever promote
[01:45:48.254 --> 01:45:53.698]  Other ways to legally and lawfully defend yourself in court, and it's very unsuccessful on average.
[01:45:53.698 --> 01:45:55.079]  Thank you so much for the call, Terry.
[01:45:55.079 --> 01:45:56.600]  But a lot of it's real.
[01:45:56.600 --> 01:45:59.001]  A lot of it isn't real.
[01:45:59.001 --> 01:46:00.122]  Here's an article right here.
[01:46:00.122 --> 01:46:03.064]  What does the red number on the back of a social security card mean?
[01:46:04.923 --> 01:46:07.484]  There's really no mystery of the number on the back of a social security card.
[01:46:07.484 --> 01:46:10.845]  When the blank cards are printed, they all must be accounted for.
[01:46:10.845 --> 01:46:17.447]  So the number located on the back of your social security card is actually a random number that has nothing to do with who you are and where your card was issued.
[01:46:17.447 --> 01:46:24.669]  This number is primarily used for control of cards after they have been printed, but before they have been imprinted with a social security number.
[01:46:24.669 --> 01:46:26.890]  And that's what LostCard.com's claiming.
[01:46:26.890 --> 01:46:27.610]  I don't know if that's true.
[01:46:27.610 --> 01:46:29.191]  I'll have to look into it.
[01:46:29.191 --> 01:46:31.992]  It's the social security number itself
[01:46:33.257 --> 01:46:44.344]  That is... Now notice, until just a few years ago, it said that it is unlawful to use this card for anything but Social Security.
[01:46:44.344 --> 01:46:47.426]  And it's still in the books that it's illegal, but they make you use it for everything.
[01:46:47.426 --> 01:46:54.491]  Again, because they promised you they would never use it for anything but Social Security, and really, of course, it's a national ID.
[01:46:54.491 --> 01:46:56.052]  Okay, let's go to John in Illinois.
[01:46:56.052 --> 01:46:56.912]  Thanks for holding, John.
[01:46:56.912 --> 01:46:57.353]  You're on the air.
[01:46:58.908 --> 01:47:03.170]  Alex, the other week you mentioned Albert Speer's memoir, Inside the Third Reich.
[01:47:03.170 --> 01:47:07.472]  I read that when I was in high school when it was first published in the early 1970s.
[01:47:07.472 --> 01:47:12.015]  It made a deep impression on me and I was just rereading it when you mentioned it.
[01:47:12.015 --> 01:47:13.756]  I had just about finished it.
[01:47:13.756 --> 01:47:20.499]  I gleaned a lot more out of it, but I urge all of your readers, if they have a mind to do it, to take that book out of the library
[01:47:21.099 --> 01:47:27.609]  Read it and note the eerie similarities between what was going on inside the Third Reich and the Obama regime.
[01:47:27.609 --> 01:47:28.270]  It's just unbelievable.
[01:47:28.270 --> 01:47:30.153]  And by the way, people are so dumb now.
[01:47:33.049 --> 01:47:36.491]  They think that just buying a book about the Nazis means you're a Nazi.
[01:47:36.491 --> 01:47:41.074]  I've had it happen repeatedly where I'm buying a book on Nazis and the person asks me, why are you buying this?
[01:47:41.074 --> 01:47:43.575]  And thinks they've found an evil demon.
[01:47:43.575 --> 01:47:48.698]  This is the secret police nature of the average trendy out there.
[01:47:48.698 --> 01:47:53.061]  Especially when I bought Mein Kampf, written by Adolf Hitler.
[01:47:53.061 --> 01:47:55.542]  It was a big orange cover with Hitler on the cover.
[01:47:55.542 --> 01:47:58.644]  And they freaked out at the bookstore when I bought that at the mall.
[01:47:58.644 --> 01:47:59.985]  I think I was about 15 years old.
[01:48:00.905 --> 01:48:07.709]  But yeah, you're talking about the quote about you don't recognize it's the devil when he's got his arm around your shoulder.
[01:48:07.709 --> 01:48:09.510]  Is that what you were talking about?
[01:48:09.510 --> 01:48:14.934]  That quote, but there's so much more in the book, too, that the similarities are so eerie.
[01:48:16.064 --> 01:48:24.927]  He may not have invented the term technocrat spear, but he certainly popularized it and he was warning all throughout the book, you cannot let technocrats get in control.
[01:48:24.927 --> 01:48:30.949]  No, no, he was the head of the entire Reich's armament division.
[01:48:30.949 --> 01:48:38.351]  He was what, second in command at the end of the Reich after Himmler had turned himself in and been executed secretly.
[01:48:38.351 --> 01:48:39.292]  They claimed it was suicide.
[01:48:40.072 --> 01:48:50.677]  And he was running the whole show and it was a technocracy and their plan was Hitler was going to conquer the world and say he was everybody's friend, then start poisoning the food and water.
[01:48:50.677 --> 01:48:52.478]  And they called it a technocracy.
[01:48:52.478 --> 01:48:54.079]  Well, that's what we're under.
[01:48:54.079 --> 01:48:58.381]  Hitler's plan was from England and from IBM in the US and the Rockefellers.
[01:48:58.381 --> 01:48:59.882]  This is all declassified.
[01:48:59.882 --> 01:49:05.365]  See, that's why I'm so frustrated is that MSNBC calls me deeply racist because I call for unity.
[01:49:06.400 --> 01:49:09.181]  And they say I'm behind the Boston bombing.
[01:49:09.181 --> 01:49:10.321]  People say, well, why don't you sue them?
[01:49:10.321 --> 01:49:11.322]  They're government-funded folks.
[01:49:11.322 --> 01:49:12.242]  That won't hurt them.
[01:49:12.242 --> 01:49:14.003]  They'll just pay out the million-dollar settlement.
[01:49:14.003 --> 01:49:16.123]  I could probably win, my lawyer says.
[01:49:16.123 --> 01:49:19.765]  The issue is we're now down to absolute full warfare with these people.
[01:49:19.765 --> 01:49:22.106]  And, of course, we're exposing their technocrat program.
[01:49:22.106 --> 01:49:25.587]  It is a Nazi program to put fluoride in the water.
[01:49:25.587 --> 01:49:28.948]  That's in Reisenfeld III, that won the Pulitzer Prize.
[01:49:28.948 --> 01:49:30.348]  That was in the Nuremberg trials.
[01:49:30.348 --> 01:49:31.529]  But, see, you've read that.
[01:49:32.844 --> 01:49:35.506]  Folks out there will just say that we're conspiracy theorists.
[01:49:35.506 --> 01:49:37.648]  That's how they intellectually feel superior.
[01:49:37.648 --> 01:49:39.449]  Go ahead and make your points.
[01:49:39.449 --> 01:49:53.880]  Okay, also another thing, I know you're getting better at this, but when you have a guest on, your mind's going a million miles an hour, and you keep interrupting them, and I get, I know you're getting better at not doing that, but I just wanted to work on that some more.
[01:49:55.340 --> 01:49:57.261]  Yes.
[01:49:57.261 --> 01:49:59.882]  I mean, I've forgotten more about the stuff than most people will know, but...
[01:50:13.826 --> 01:50:18.007]  Most of the experts I've talked to, medical doctors and others, they believe that was a bioweapons test.
[01:50:18.007 --> 01:50:23.849]  We know that the Lyme disease was produced at Plum Island off New York by a Nazi scientist.
[01:50:23.849 --> 01:50:26.590]  That's actually been partially declassified.
[01:50:26.590 --> 01:50:28.631]  HIV was created by the Navy.
[01:50:28.631 --> 01:50:32.192]  We even know the name of the weapon program in the mid-70s.
[01:50:32.192 --> 01:50:34.673]  So, yes, absolutely.
[01:50:34.673 --> 01:50:35.493]  I appreciate your call.
[01:50:36.468 --> 01:50:44.014]  By the way, what I do is I interrupt in an obnoxious way because I don't put on an act and do it properly.
[01:50:44.014 --> 01:50:46.616]  If you watch Fox News or CNN, they interrupt about every 25 seconds.
[01:50:48.562 --> 01:51:00.552]  I interrupt, I've timed it about every two minutes or so, I will just go... Plus, audio isn't loud to a lot of my guests, so they don't hear me when I'm trying to nicely interrupt, but hey, it is what it is.
[01:51:00.552 --> 01:51:06.136]  Did you know that organic sulfur can cleanse and defend your body against the poisons we're exposed to each day?
[01:51:06.136 --> 01:51:15.584]  Organic sulfur crystals from SulfurDefense.com help by forcing oxygen and nutrition into your cells, while eliminating heavy metals, contaminants, and damaging radiation.
[01:51:16.124 --> 01:51:21.648]  Defend yourself and family from toxic assault with one of the most critical and essential minerals available today.
[01:51:21.648 --> 01:51:24.150]  Order online at SulfurDefense.com.
[01:51:24.150 --> 01:51:26.172]  That's SulfurDefense.com.
[01:51:26.172 --> 01:51:30.195]  Or call 800-593-6273.
[01:51:30.195 --> 01:51:39.422]  We the people grow cotton, weave fabric, engrave ink, embed strips and fibers to protect from counterfeit, then carting to a private bank, having it lent back at interest, forcing taxes to service debt.
[01:51:39.502 --> 01:51:40.282]  This capitalism?
[01:51:40.282 --> 01:51:46.446]  Or was Jefferson correct when stating a central bank issuing the public currency is a greater menace to the liberties of the people than a standing army?
[01:51:46.446 --> 01:51:50.148]  Ted Anderson, I'm placing a free silver dollar in a book that explains our monetary system.
[01:51:50.148 --> 01:51:51.089]  Call for your copy 800-686-2237.
[01:51:51.089 --> 01:51:52.149]  It's time to understand the system.
[01:51:52.149 --> 01:51:52.490]  Call 800-686-2237.
[01:51:52.490 --> 01:51:52.810]  That's 800-686-2237.
[01:52:00.526 --> 01:52:06.251]  To thank you for being a loyal listener, we have a limited time freebie offer for you.
[01:52:06.251 --> 01:52:14.598]  Claim your free heirloom tomato seeds, just pay shipping, right now at 123freeseeds.com.
[01:52:14.598 --> 01:52:16.920]  These aren't ordinary seeds.
[01:52:16.920 --> 01:52:25.748]  These are heirloom, non-genetically modified, super seeds that are open pollinated and can be grown, harvested, and replanted endlessly.
[01:52:26.388 --> 01:52:32.350]  These survival seeds are actually more valuable than gold in a crisis.
[01:52:32.350 --> 01:52:45.033]  Go to 123freeseeds.com and you can get an airtight storage packet of 150 super seeds free while supplies last to say thank you for being a loyal listener.
[01:52:45.033 --> 01:52:47.014]  First come, first served.
[01:52:47.014 --> 01:52:48.574]  Just cover shipping.
[01:52:48.574 --> 01:52:54.876]  Go to 123freeseeds.com now to see if your free heirloom seeds are still available.
[01:52:55.276 --> 01:52:56.018]  That's 123freeseeds.com.
[01:52:59.688 --> 01:53:03.350]  It's been said, those who control the food, control the people.
[01:53:03.350 --> 01:53:07.173]  Are you concerned about GMO foods making you sick and affecting your mind?
[01:53:07.173 --> 01:53:13.357]  Many people suffer from lack of energy, insomnia, loss of stamina, weight gain, and the inability to think clearly.
[01:53:13.357 --> 01:53:23.563]  Genetically modified crops, processed foods, and toxic chemicals can compromise your health and are silently destroying your digestive system, which accounts for 80% of your immune system.
[01:53:23.563 --> 01:53:27.986]  Take back control of your health with Pro-EM1 probiotic from Terraganic.
[01:53:28.226 --> 01:53:38.395]  Pro-EM1 probiotic helps protect your body against irritable bowel syndrome, constipation, Crohn's disease, celiac disease, diabetes, the common cold, and much more.
[01:53:38.395 --> 01:53:49.886]  And including a powerful probiotic like Pro-EM1 as part of your daily routine puts you back in control and prevents you from becoming a mindless zombie manipulated by the pharmaceutical and GMO agendas.
[01:53:50.086 --> 01:53:53.048]  Call Terragenics at 866-369-3678 or visit Terragenics.com.
[01:53:53.048 --> 01:53:54.229]  T-E-R-A-G-A-N-I-X dot com.
[01:54:04.302 --> 01:54:04.623]  I think.
[01:54:25.882 --> 01:54:28.423]  Alright, I've been taking your phone calls.
[01:54:28.423 --> 01:54:33.224]  I haven't gotten into the big stacks of news yet on the science and technology front.
[01:54:33.224 --> 01:54:38.405]  On even the mainstream corporate media admitting that Obama is basically a tyrant.
[01:54:38.405 --> 01:54:40.266]  But see, he's their tyrant.
[01:54:40.266 --> 01:54:42.006]  He's the establishment's tyrant.
[01:54:42.006 --> 01:54:45.007]  Now that he's a lame duck, they want to blame it all on Obama.
[01:54:46.789 --> 01:54:50.670]  So they can have a new reincarnation of their tyranny under somebody like Chris Christie.
[01:54:50.670 --> 01:54:51.651]  No!
[01:54:51.651 --> 01:55:01.635]  We're going to identify the foreign banks that are doing this and converting our country and every other country into authoritarian nightmares.
[01:55:01.635 --> 01:55:04.155]  We're going to point out the authors of all of this.
[01:55:04.155 --> 01:55:07.337]  And yes, we'll bring Obama to justice if we're able to.
[01:55:07.337 --> 01:55:10.498]  Yes, we're going to push for the impeachment of the Attorney General.
[01:55:10.498 --> 01:55:15.960]  But they're only frontmen, high-level managers of this sector of the New World Order.
[01:55:18.493 --> 01:55:19.794]  Let's go to John in New York.
[01:55:19.794 --> 01:55:20.594]  John, you're on the air.
[01:55:20.594 --> 01:55:22.535]  Welcome.
[01:55:22.535 --> 01:55:23.396]  Hey, Alex.
[01:55:23.396 --> 01:55:30.140]  I want to add on real quick what you were saying earlier about the prisons being basically slave labor.
[01:55:30.140 --> 01:55:35.383]  And what I want to say is that's a company called Unicorp, and not a lot of people talk about that.
[01:55:35.383 --> 01:55:42.367]  And it's a private stock option that judges and prosecutors and politicians get.
[01:55:42.367 --> 01:55:45.849]  So when they're passing new laws to put you in jail longer,
[01:55:46.317 --> 01:55:48.678]  Are you going in front of the judge?
[01:55:48.678 --> 01:55:53.019]  He's looking at you like 25 years free labor.
[01:55:53.019 --> 01:55:53.939]  That's right, that's right.
[01:55:53.939 --> 01:56:00.341]  There are some good judges but then they get politically removed or targeted or blackmailed.
[01:56:00.341 --> 01:56:02.681]  Many of these judges, I mean look at what the government's doing.
[01:56:02.681 --> 01:56:04.042]  The government has a 6% approval rating.
[01:56:05.768 --> 01:56:10.392]  And the government is demonizing anybody that brings the Constitution up in court.
[01:56:10.392 --> 01:56:13.214]  This country has cancer.
[01:56:13.214 --> 01:56:22.362]  I just hope that we can get rid of the New World Order without them causing World War III.
[01:56:22.362 --> 01:56:22.763]  Anything else?
[01:56:22.763 --> 01:56:28.127]  Yeah, I mean, yeah, I don't, you know, you ask, are these people going to be, how to bring them to justice?
[01:56:28.127 --> 01:56:32.831]  I don't think it's going to ever happen, because all the power brokers,
[01:56:34.209 --> 01:56:35.510]  They're all in on it.
[01:56:35.510 --> 01:56:37.311]  They're all getting rich off it.
[01:56:37.311 --> 01:56:44.914]  You know, not only do they get rich, they get inside information on the knowledge of the pyramid builders, how the universe works.
[01:56:44.914 --> 01:56:54.119]  And it's either go along with it, or fill the full wrath of the government, the media, the IRS, have your family threatened, so... No, that's it.
[01:56:54.119 --> 01:56:55.579]  I appreciate your call, John.
[01:56:55.579 --> 01:56:58.081]  The economy has been stolen by insiders.
[01:56:58.081 --> 01:57:00.502]  But no one ever discusses that form of discrimination.
[01:57:01.368 --> 01:57:02.709]  Against the taxpayer.
[01:57:02.709 --> 01:57:09.055]  It's all about black on white, all day long, to keep us divided while they rob us seven ways to Sunday.
[01:57:09.055 --> 01:57:13.319]  John in Michigan, you're on the air.
[01:57:13.319 --> 01:57:15.401]  Hi Alex, this is John from Michigan.
[01:57:15.401 --> 01:57:17.043]  Yes.
[01:57:17.043 --> 01:57:20.386]  What I want to talk to you about is, I've been a convenience store owner since 1971.
[01:57:22.779 --> 01:57:25.641]  And I wanted to talk to you about the minimum wage.
[01:57:25.641 --> 01:57:30.644]  And I think that you and I can agree that the Federal Reserve is probably the main problem in this country.
[01:57:30.644 --> 01:57:32.685]  With the printing of money and the... Yeah, that's right.
[01:57:32.685 --> 01:57:40.710]  They devalue it, but then want to make you raise the minimum wage, which just means people will hire less folks, because there's not just the minimum wage.
[01:57:40.710 --> 01:57:47.674]  There's all the FICA and all the fees and all the insurance and all the unemployment insurance and all the other things.
[01:57:47.674 --> 01:57:51.376]  So an employee getting eight bucks an hour is really getting like 15 bucks an hour.
[01:57:51.676 --> 01:57:53.958]  They just don't know that regulatorily they are.
[01:57:53.958 --> 01:57:59.622]  I think we can both agree that the manufacturing base of this country is being destroyed.
[01:57:59.622 --> 01:58:00.743]  Right?
[01:58:00.743 --> 01:58:02.264]  That's a public plan.
[01:58:02.264 --> 01:58:03.825]  Yes.
[01:58:03.825 --> 01:58:08.368]  And we can also agree that most of the new jobs that Obama is creating are minimum wage jobs.
[01:58:08.368 --> 01:58:09.009]  That's right.
[01:58:09.009 --> 01:58:10.190]  Right?
[01:58:10.190 --> 01:58:12.771]  About 70% they figure.
[01:58:12.771 --> 01:58:17.535]  And I've made a video that describes what happens to the minimum wage over since 1971 till today.
[01:58:20.154 --> 01:58:26.717]  And actually, the people that are supposedly being helped by minimum wage are actually being hurt by it the most.
[01:58:26.717 --> 01:58:29.399]  I'll tell you what, tell us the name of your video, then I'll come back to you.
[01:58:29.399 --> 01:58:31.440]  What's the name of it?
