[00:00:00.169 --> 00:00:01.671]  Serious tax problem.
[00:48:36.932 --> 00:48:46.257]  Well, last time I checked, the Iranians aren't hanging people by their toes, or shocking them with electrodes, or raping them, as the Army Report admits, when on an Abu Ghraib.
[00:48:46.257 --> 00:48:50.099]  Let's go ahead and talk to Frank in Florida, says he has a bone to pick with me.
[00:48:50.099 --> 00:48:52.020]  Go ahead, then we'll go to Kevin, TJ, and others.
[00:48:52.020 --> 00:48:52.340]  Go ahead.
[00:48:53.101 --> 00:49:04.427]  Okay, just to get right into it, as far as, I agree with 95% of what you say and all your guests and everything, but you have some guests on there that really, they're kind of like enemies in the camp.
[00:49:04.427 --> 00:49:06.588]  One of them is Kevin Barrett.
[00:49:06.588 --> 00:49:09.650]  Another one is Jimmy Walters.
[00:49:09.650 --> 00:49:11.871]  I haven't interviewed Walters in about a year and a half.
[00:49:12.892 --> 00:49:13.472]  That's true.
[00:49:13.472 --> 00:49:16.234]  But he is, you know, he's one of the 9-11 Movement guys, anyway.
[00:49:16.234 --> 00:49:19.675]  Hey, he's a billionaire who's going around talking about 9-11 being an inside job.
[00:49:19.675 --> 00:49:20.936]  I interviewed him a couple times.
[00:49:20.936 --> 00:49:21.896]  Okay, that's true.
[00:49:21.896 --> 00:49:26.298]  But let's say Kevin Baird, because there are several... I don't want to take your time.
[00:49:26.298 --> 00:49:36.323]  For those that don't know, he was a University of Wisconsin professor who's an Anglo-Saxon who converted to Islam, and he's a satirist by training.
[00:49:36.323 --> 00:49:39.444]  I mean, why is he an enemy in the camp?
[00:49:39.444 --> 00:49:40.064]  Okay.
[00:49:40.064 --> 00:49:41.885]  Have you checked out his website?
[00:49:42.995 --> 00:49:45.438]  I mean, that Majuka.com... Yeah, what is it?
[00:49:45.438 --> 00:49:47.841]  The Muslim-Christian-Jewish Alliance?
[00:49:47.841 --> 00:49:49.162]  For 9-11 Truth?
[00:49:49.162 --> 00:49:51.485]  It's not just Muslim-Christian-Jewish Alliances.
[00:49:51.485 --> 00:49:53.067]  It's a New World Order website.
[00:49:53.067 --> 00:49:55.109]  That's what this guy is proposing here.
[00:49:55.109 --> 00:49:56.811]  It's on the religious side of things.
[00:49:57.409 --> 00:49:59.270]  Well, I'll say this right now.
[00:49:59.270 --> 00:50:03.532]  I know about that with Barrett, and I don't believe in the liberal brand of the New World Order.
[00:50:03.532 --> 00:50:15.259]  David Ray Griffin, a very famous theologian, very cogent on 9-11, but he has a council on foreign relations members writing the intros of some of his books, and he believes in the New World Order.
[00:50:15.259 --> 00:50:20.422]  That's why he's been able to get some really high-powered people to listen to him.
[00:50:20.422 --> 00:50:21.503]  I agree with you.
[00:50:23.444 --> 00:50:26.929]  Well, I would just say that a lot of people need to be careful.
[00:50:26.929 --> 00:50:29.634]  I don't know about Barrett, but I certainly know a little bit.
[00:50:32.242 --> 00:50:33.683]  Yeah, you talk about different ones who call you the leader?
[00:51:01.861 --> 00:51:03.802]  Well, no, I mean, I'm not the leader.
[00:51:03.802 --> 00:51:04.883]  I don't want to be the leader.
[00:51:04.883 --> 00:51:06.824]  I am the father of 9-11 truth.
[00:51:06.824 --> 00:51:10.806]  Well, what I mean is that people can be their own leader.
[00:51:10.806 --> 00:51:12.266]  Just pay attention to what's going on.
[00:51:12.266 --> 00:51:13.487]  Oh, I agree with you.
[00:51:13.487 --> 00:51:18.910]  Just like Sybil Ludington here in New York in the 1700s.
[00:51:18.910 --> 00:51:20.231]  The Redcoats were coming.
[00:51:20.231 --> 00:51:24.373]  She's a female Paul Revere.
[00:51:24.373 --> 00:51:26.814]  And she warned her neighbors and fought off the British.
[00:51:27.685 --> 00:51:28.566]  That's right, she did.
[00:51:28.566 --> 00:51:33.932]  And sometimes your leadership, it might be a short-term thing.
[00:51:33.932 --> 00:51:36.634]  Just pay attention to what's going on.
[00:51:36.634 --> 00:51:37.095]  I hear you.
[00:51:37.095 --> 00:51:42.621]  What do you think about the news that the British government changed the map and then sent their sailors in there?
[00:51:43.234 --> 00:51:50.395]  Just like the Israelis, admittedly, this was in the Israeli papers, sent their guys over into Lebanon to get them captured.
[00:51:50.395 --> 00:51:52.776]  Well, it's just another Tom Kim thing.
[00:51:52.776 --> 00:51:54.576]  They say it's a Tom Kim type thing.
[00:51:54.576 --> 00:51:56.457]  Well, I'm not supporting Hezbollah either.
[00:51:56.457 --> 00:51:58.117]  I'm just reporting the facts.
[00:51:58.117 --> 00:52:05.779]  You see, I mean, so many people, so many people, they frame the way they see the world around what their views already are.
[00:52:05.779 --> 00:52:08.739]  I just try to report what the evidence is.
[00:52:08.739 --> 00:52:10.039]  You know what?
[00:52:10.039 --> 00:52:11.040]  One more thing, I'll let you go.
[00:52:11.040 --> 00:52:12.820]  You know, Al Bundy told Peg once,
[00:52:13.883 --> 00:52:16.267]  These people that don't wake up.
[00:52:16.267 --> 00:52:19.553]  He said if Darwin was right, they'll figure it out in two million years.
[00:52:26.773 --> 00:52:32.556]  I just wanted to call and say I love your show, and I'm a big fan of your show, and thank you for what you're doing.
[00:52:53.837 --> 00:52:57.698]  For all of us, and I mean, I'm in the fight right there with you, sir.
[00:52:57.698 --> 00:52:59.279]  Well, thank you, my friend.
[00:52:59.279 --> 00:53:00.719]  Do you think we're going to be going to war with Iran?
[00:53:00.719 --> 00:53:04.961]  What do you think the aftermath or the repercussions of that could be?
[00:53:04.961 --> 00:53:06.061]  I'm not sure.
[00:53:06.061 --> 00:53:08.042]  I mean, I'm totally not sure.
[00:53:08.042 --> 00:53:12.343]  I'm just listening to your show just for your opinion and everything like that.
[00:53:12.343 --> 00:53:15.184]  I listen to the news.
[00:53:15.184 --> 00:53:16.565]  How are you listening to us today?
[00:53:16.565 --> 00:53:17.885]  Excuse me?
[00:53:17.885 --> 00:53:19.226]  How are you listening to us?
[00:53:19.226 --> 00:53:19.686]  By internet.
[00:53:20.379 --> 00:53:20.999]  Fantastic.
[00:53:20.999 --> 00:53:22.400]  Well, it's good to have you on board.
[00:53:22.400 --> 00:53:27.302]  Yeah, well, I just wanted to call you and talk to you about the Ron Paul issue and his campaign.
[00:53:27.302 --> 00:53:28.882]  Yes, there's a question in the chat room.
[00:53:28.882 --> 00:53:30.163]  Let me just address this now.
[00:53:30.163 --> 00:53:33.144]  Did I see him Friday on Bill Maher's Plotly Incorrect?
[00:53:33.144 --> 00:53:34.504]  The answer is no.
[00:53:34.504 --> 00:53:40.327]  I knew about it and announced it Friday on my weekday show, but I would like somebody to call and tell me how that went, but go ahead.
[00:53:40.327 --> 00:53:40.987]  Oh, I saw it.
[00:53:40.987 --> 00:53:41.467]  I saw it.
[00:53:41.467 --> 00:53:41.767]  Okay.
[00:53:41.767 --> 00:53:42.567]  Well, great.
[00:53:42.567 --> 00:53:43.128]  Great.
[00:53:43.128 --> 00:53:44.168]  Killed two birds with one stone.
[00:53:44.168 --> 00:53:45.168]  Tell us how it was.
[00:53:45.168 --> 00:53:46.129]  Yeah, let me tell you that
[00:53:46.949 --> 00:53:53.573]  I was very disappointed in how Bill Maher went about the interview with Ron Paul.
[00:53:53.573 --> 00:53:56.435]  He acted like a total jackass towards him.
[00:53:56.435 --> 00:53:58.296]  He didn't really want to get towards the issues.
[00:53:59.321 --> 00:54:03.583]  You know, Bill Maher, he's a stickler for global warming and everything like that.
[00:54:03.583 --> 00:54:05.664]  He's all into the scam and everything like that.
[00:54:05.664 --> 00:54:08.425]  I tell you, these guys are on the ball in here with the dump button.
[00:54:08.425 --> 00:54:12.587]  You said, excuse my language, and they dumped you immediately when you just said jackass.
[00:54:12.587 --> 00:54:14.268]  And I agree, it's OK.
[00:54:14.268 --> 00:54:15.609]  Bill, oh, you were getting ready to.
[00:54:15.609 --> 00:54:17.569]  I saw the hand on the trigger.
[00:54:17.569 --> 00:54:20.471]  Yeah, Bill Maher is a jackass.
[00:54:21.191 --> 00:54:24.073]  And he's another one of these fake liberals.
[00:54:24.073 --> 00:54:26.475]  But now he's starting to question the official story of 9-11.
[00:54:26.475 --> 00:54:29.217]  Why did Bush sit there for 20-something minutes?
[00:54:29.217 --> 00:54:30.758]  It wasn't 16, folks.
[00:54:30.758 --> 00:54:43.606]  While he'd been told that the second tower had been hit, why didn't the Secret Service go to their default position to jerk him out of there, when for many days it had been announced that Bush was going to be at that school, Brooker Elementary?
[00:54:43.606 --> 00:54:46.068]  Let's keep jamming the calls in here.
[00:54:46.068 --> 00:54:46.868]  Who is up next?
[00:54:46.868 --> 00:54:47.709]  Let's talk to Chris.
[00:54:49.830 --> 00:54:54.992]  Alex, good to hear from you.
[00:54:54.992 --> 00:54:57.774]  Glad for KLBJ putting on your new Sunday spot.
[00:54:57.774 --> 00:54:58.714]  I really appreciate that.
[00:54:58.714 --> 00:55:00.535]  I'm sure everyone else does too.
[00:55:00.535 --> 00:55:02.536]  My question really quickly, about three weeks ago,
[00:55:03.462 --> 00:55:06.525]  Zygmunt Brzezinski was on NPR.
[00:55:06.525 --> 00:55:20.396]  The former National Security Advisor, founder of the Trilateral Commission with David Rockefeller, called for New Pearl Harbor to launch a new empire, but says the neocons have gone too far and they may stage terror attacks to blame it on Iran.
[00:55:20.396 --> 00:55:25.180]  That was in testimony a month and a half ago before the Senate Armed Services Committee.
[00:55:25.180 --> 00:55:26.200]  I didn't hear the NPR.
[00:55:26.200 --> 00:55:27.141]  What did he say there?
[00:55:27.141 --> 00:55:33.026]  Yeah, really, that was a really interesting interview from NPR.
[00:55:33.601 --> 00:55:43.467]  They had him on for about an hour, and three times, or maybe four times, he used the phrase 20 months with respect to our invasion of Iran.
[00:55:43.467 --> 00:55:47.829]  And basically what he said, and I want to get your take on it, and I'll try to call in.
[00:55:47.829 --> 00:55:50.091]  It's difficult for me to find time during the week.
[00:55:50.091 --> 00:55:50.631]  I understand.
[00:55:50.631 --> 00:55:53.272]  I wish you might send us clips of that, but we don't have the staff either.
[00:55:53.272 --> 00:55:53.913]  Right.
[00:55:53.913 --> 00:55:57.795]  Basically what he said was that if the U.S.
[00:55:57.795 --> 00:56:02.818]  had invaded Iran inside the next 20 months, we could look for our role
[00:56:07.524 --> 00:56:08.604]  That's the trap.
[00:56:08.604 --> 00:56:13.366]  Earlier I said I'd get into the trap.
[00:56:13.366 --> 00:56:16.507]  I'll get into what Brzezinski represents in a minute.
[00:56:16.507 --> 00:56:28.512]  Basically what he said was he expected to see right after that a tactical alliance between China and Russia.
[00:56:28.512 --> 00:56:29.812]  What's your take on that?
[00:56:29.812 --> 00:56:31.953]  There is no China-Soviet split.
[00:56:33.334 --> 00:56:34.815]  They've always been together.
[00:56:34.815 --> 00:56:35.895]  Right.
[00:56:35.895 --> 00:56:42.077]  I've interviewed former heads of the Pentagon, War College, the experts that study all that.
[00:56:42.077 --> 00:56:45.278]  Yeah, let me break down what's going on, okay?
[00:56:45.278 --> 00:56:46.019]  It's simple.
[00:56:46.019 --> 00:56:52.001]  To bring in a European Union-dominated one-world government, which in case they didn't tell you on the news,
[00:56:52.962 --> 00:56:55.243]  Ladies and gentlemen, it has been in place.
[00:56:55.243 --> 00:56:57.223]  We're already in a North American Union.
[00:56:57.223 --> 00:56:58.743]  We're already in a European Union.
[00:56:58.743 --> 00:57:08.766]  You know, they just celebrated a week and a half ago, and literally no one in Brussels literally showed jugglers and bands and marching bands and floats, and no one on the streets to celebrate.
[00:57:08.766 --> 00:57:15.428]  Fifty years of the EU, European Union, and you're going, you're going, wait a minute, fifty years of the European Union?
[00:57:15.428 --> 00:57:16.448]  Alex, it only started in 2000.
[00:57:17.859 --> 00:57:21.100]  Just like our American Union, they didn't tell the people there.
[00:57:21.100 --> 00:57:24.022]  They just started merging the bureaucracies.
[00:57:24.022 --> 00:57:27.163]  And they did it back in 1957.
[00:57:27.163 --> 00:57:32.125]  And Bilderberg formed in 1954 with the express goal of doing that.
[00:57:32.125 --> 00:57:41.009]  Now, to the New World Order, and again, we're owned by predominantly just a few families in England, Germany, France, and the Dutch also.
[00:57:41.009 --> 00:57:42.770]  Queen Beatrix is one of the richest people in the world.
[00:57:43.719 --> 00:57:46.881]  And, uh, this is actually in major financial publications.
[00:57:46.881 --> 00:57:52.485]  It's just not in the stuff the general public gets, or even so-called highbrow Wall Street Journal stuff.
[00:57:52.485 --> 00:57:54.886]  But it is in the Financial Times and other places.
[00:57:54.886 --> 00:57:57.027]  And we're totally bought and paid for.
[00:57:57.027 --> 00:57:58.368]  But, you know what?
[00:57:58.368 --> 00:57:59.229]  We're running out of time here.
[00:57:59.229 --> 00:58:00.670]  Second hour coming up.
[00:58:00.670 --> 00:58:04.832]  Let's break down, just briefly, and we'll go back to your calls, the trap.
[00:58:04.832 --> 00:58:10.636]  How America has been set up, what we're going to look like in 5, 10, 20 years, it's all been stated.
[00:58:11.278 --> 00:58:13.562]  Okay, and what this Iran-Iraq thing is all about.
[00:58:13.562 --> 00:58:16.327]  Okay, this is a trap.
[00:58:16.327 --> 00:58:17.228]  It is a trap.
[00:58:17.228 --> 00:58:17.950]  Period.
[00:58:17.950 --> 00:58:22.337]  The websites are InfoWars.com, PrisonPlanet.com, and PrisonPlanet.tv.
[00:58:22.337 --> 00:58:22.738]  Stay with us.
[00:58:24.057 --> 00:58:25.198]  Hi, this is Ted Anderson.
[00:58:25.198 --> 00:58:30.122]  Over the years, Genesis Communications Network has grown by leaps and bounds, reaching millions of listeners.
[00:58:30.122 --> 00:58:33.144]  The impact on political and social issues have been enormous.
[00:58:33.144 --> 00:58:37.467]  Businesses associated with the network have grown to become valuable enterprises.
[00:58:37.467 --> 00:58:43.672]  If you are accredited and have an entrepreneurial spirit, national radio may be the opportunity you're looking for.
[00:58:43.672 --> 00:58:44.973]  Call me today at 877-996-4327, extension 101.
[00:58:44.973 --> 00:58:46.354]  For more information, that's 877-996-4327, extension 101.
[00:58:55.120 --> 00:58:56.201]  Looking for profit?
[00:58:56.201 --> 00:58:58.042]  Looking for safety and security?
[00:58:58.042 --> 00:59:00.784]  The $10 Olympic commemorative gold coin offers both.
[00:59:00.784 --> 00:59:08.810]  This low-mintage collector coin, with a total series mintage under $600,000, has sold at four times its current price.
[00:59:08.810 --> 00:59:12.573]  Falling dollar values and inflation make this likely to happen again.
[00:59:12.573 --> 00:59:14.395]  Secure your position today.
[00:59:14.395 --> 00:59:15.676]  Call Midas Resources at 1-800-686-2237.
[00:59:15.676 --> 00:59:15.896]  That's 1-800-686-2237.
[00:59:23.968 --> 00:59:27.311]  More than 700 chemicals have been found in our drinking water.
[00:59:27.311 --> 00:59:32.495]  And did you know that you can have greater exposure to these chemicals by taking hot showers than when you drink the water?
[00:59:32.495 --> 00:59:37.139]  That's because many chemicals are inhaled when they evaporate, and others are absorbed through the skin.
[00:59:37.139 --> 00:59:46.266]  The KDF shower filter is designed to reduce chlorine, lead, mercury, and iron, and it inhibits the growth of bacteria, mold, algae, and fungus in your shower.
[00:59:46.266 --> 00:59:49.869]  The media is non-toxic, environmentally sound, and is recyclable.
[00:59:50.169 --> 00:59:55.498]  The KDF shower filter will typically last 10,000 gallons or one year, whichever comes first.
[00:59:55.498 --> 01:00:02.189]  Hospitals, restaurants, and water treatment facilities use this media to reduce chlorine, iron, heavy metals, and bacteria.
[01:00:02.682 --> 01:00:04.003]  What about you?
[01:00:04.003 --> 01:00:09.407]  Order your KDF shower filter, normally $49, for our special price of only $35, a $14 savings.
[01:00:09.407 --> 01:00:10.588]  Call now to order at 1-888-803-4438.
[01:00:10.588 --> 01:00:12.649]  Order today and save $14 by calling 1-888-803-4438.
[01:00:12.649 --> 01:00:14.811]  Thank you for listening to GCA.
[01:00:34.753 --> 01:00:35.173]  What about you?
[01:00:35.173 --> 01:00:37.995]  Order your KDF shower filter, normally $49, for our special price of only $35, a $14 savings.
[01:00:37.995 --> 01:00:39.276]  Call now to order at 1-888-803-4438.
[01:00:39.276 --> 01:00:40.858]  Order today and save $14 by calling 1-888-803-4438.
[01:01:03.459 --> 01:01:04.560]  Thank you for listening to GCN.
[01:01:04.560 --> 01:01:11.268]  USA Radio Network News, Richard Curtis reporting.
[01:01:18.209 --> 01:01:23.853]  Many have taken pause to honor those who were murdered on Monday in the Virginia Tech massacre.
[01:01:23.853 --> 01:01:25.675]  Jackson Ivey has the story.
[01:01:25.675 --> 01:01:35.242]  It was an emotional day as close to a dozen funerals and services were held across the country Saturday for some of the victims of the massacre at Virginia Tech.
[01:01:35.242 --> 01:01:42.908]  Democratic presidential hopeful John Edwards was among hundreds of mourners who packed the high school in Narrows, Virginia to honor Jarrett Lane.
[01:01:43.613 --> 01:01:46.736]  An engineering student who would have graduated in May.
[01:01:46.736 --> 01:01:54.703]  A Navy Blue Angels jet has crashed at an air show in South Carolina, killing the pilot, injuring eight people on the ground.
[01:01:55.422 --> 01:01:57.263]  Fred Yelenik saw it happen.
[01:01:57.263 --> 01:02:10.971]  I heard a very strange crashing noise behind me, and in the time that it took me to just turn around 180 degrees, the fireball went up some 300 yards from where I was standing, and the crash was over that quickly.
[01:02:10.971 --> 01:02:12.952]  Several homes were also damaged.
[01:02:12.952 --> 01:02:14.873]  It's not yet clear what brought the F-A-18 down.
[01:02:16.674 --> 01:02:28.625]  Iran has expressed hope that talks with a senior EU official this coming week could lead to a solution with its row with the West, but it's made clear it will not halt a nuclear fuel enrichment program.
[01:02:28.625 --> 01:02:36.932]  Iran's chief nuclear negotiator, Ali Larijani, and European Union foreign policy chief, Javier Solana, due to hold talks on Wednesday.
[01:02:36.932 --> 01:02:39.475]  This is USA Radio Network News.
[01:02:41.662 --> 01:02:42.182]  D.R.A.
[01:02:42.182 --> 01:02:44.744]  worked with my creditors and cut my debt in half.
[01:02:44.744 --> 01:02:48.205]  Are credit card bills making your life miserable?
[01:02:48.205 --> 01:02:53.008]  Debt Relief of America can eliminate up to 60% of your credit card debt.
[01:02:53.008 --> 01:02:59.291]  In fact, they have helped people just like you wipe out over $15 million in credit card debt.
[01:02:59.491 --> 01:03:02.152]  The best part was they worked with my creditors for me.
[01:03:02.152 --> 01:03:07.353]  Get your credit card statements handy and call for a free no-obligation debt consultation.
[01:03:07.353 --> 01:03:09.474]  The people at Debt Relief really listen.
[01:03:09.474 --> 01:03:11.635]  No one judged me or talked down to me.
[01:03:11.635 --> 01:03:13.095]  They just gave me a way out.
[01:03:13.095 --> 01:03:16.496]  Call for your free no-obligation debt consultation now.
[01:03:16.496 --> 01:03:19.137]  800-499-4102.
[01:03:19.137 --> 01:03:20.857]  The call is free.
[01:03:20.857 --> 01:03:22.458]  The consultation is free.
[01:03:22.458 --> 01:03:26.879]  The information could save you thousands of dollars and give you your freedom back.
[01:03:27.480 --> 01:03:30.243]  Get an army of debt negotiators on your side.
[01:03:30.243 --> 01:03:32.786]  Not available in all states, including South Carolina.
[01:03:32.786 --> 01:03:33.227]  Call 800-499-4102.
[01:03:33.227 --> 01:03:33.607]  That's 800-499-4102.
[01:03:41.019 --> 01:03:51.041]  Farmers in southern states now struggling with drought conditions following a number of other weather-related phenomenon this year that will likely cause a number of economic problems for them.
[01:03:51.041 --> 01:04:00.023]  The major freeze over Easter weekend did major damage to the peaches and blueberries and strawberries and apples across the deep south.
[01:04:00.023 --> 01:04:02.704]  This is really just adding insult to injury.
[01:04:02.964 --> 01:04:03.664]  We're good to go.
[01:04:27.427 --> 01:04:28.829]  It started around 6 a.m.
[01:04:28.829 --> 01:04:34.638]  when the third floor of the building rapidly spread to three rooms where younger children were sleeping.
[01:04:34.638 --> 01:04:37.442]  This is USA Radio Network News.
[01:04:41.332 --> 01:04:42.572]  Hey, Emily, what's wrong?
[01:04:42.572 --> 01:04:44.673]  Ugh, these corns are killing my feet.
[01:04:44.673 --> 01:04:45.753]  Ouch, I've been there.
[01:04:45.753 --> 01:04:47.633]  Getting rid of them has been a huge pain.
[01:04:47.633 --> 01:04:48.813]  Oh, no pun intended.
[01:04:48.813 --> 01:04:52.694]  I keep using my corn remover over and over and ugh, will this ever end?
[01:04:52.694 --> 01:04:54.354]  Calm down with melodrama.
[01:04:54.354 --> 01:04:56.215]  I use Dr. Scholl's corn removers.
[01:04:56.215 --> 01:04:58.415]  It only took me two treatments and my corns were history.
[01:04:58.415 --> 01:04:59.015]  Two treatments?
[01:04:59.015 --> 01:04:59.835]  Yeah, that's fast.
[01:04:59.835 --> 01:05:02.416]  Yep, there's no easier way to remove corns quickly.
[01:05:02.416 --> 01:05:07.297]  Dr. Scholl's corn removers are the only ones clinically proven to remove corns with as few as two treatments.
[01:05:07.297 --> 01:05:09.417]  Deb, if my feet could talk, they'd say, thank you.
[01:05:12.499 --> 01:05:15.143]  NASCAR driver Dale Earnhardt Jr.
[01:05:15.143 --> 01:05:22.794]  has introduced two alternate paint schemes to his number 8 Chevrolet that show his support for the men and women of our armed forces.
[01:05:22.794 --> 01:05:28.503]  It's a desert camo car that we're going to run in the Coca-Cola 600 and Memorial Day weekend to celebrate.
[01:05:29.143 --> 01:05:36.988]  Uh, Memorial Day weekend, and the third race, July Independence Day, we're gonna race a red, white, and blue Stars and Stripes car, uh, Daytona.
[01:05:36.988 --> 01:05:42.672]  Earnhardt's primary sponsor also helping out, donating money to the Special Operations Warrior Foundation.
[01:05:43.502 --> 01:05:49.944]  A tornado has ripped up farmsteads in western Nebraska, injuring several people as thunderstorms rippled across the plains.
[01:05:49.944 --> 01:05:54.805]  The twister spread debris along a path that was up to a half mile wide in places.
[01:05:54.805 --> 01:06:00.567]  And two small planes carrying a total of eight people crashed in separate incidents off the coast of Florida.
[01:06:00.567 --> 01:06:02.927]  No survivors have been found.
[01:06:02.927 --> 01:06:05.848]  There's more news on usaradio.com.
[01:06:05.848 --> 01:06:07.569]  Richard Curtis reporting.
[01:06:07.569 --> 01:06:08.569]  USA Radio Network.
[01:06:09.211 --> 01:06:13.733]  We've all seen the Tornado device on TV and wondered if it really worked.
[01:06:13.733 --> 01:06:18.354]  I was also skeptical at first until we tested six Tornado units.
[01:06:18.354 --> 01:06:23.236]  And in every case, we got more miles per gallon and felt more power.
[01:06:23.236 --> 01:06:28.898]  Gasoline's expensive, so when we find something that saves us money, it just makes sense to get it.
[01:06:28.898 --> 01:06:34.219]  Call 800-500-8880 and order your Tornado unit today.
[01:06:34.219 --> 01:06:35.480]  Or visit TornadoAir.com
[01:06:38.525 --> 01:06:40.106]  Oil is oil.
[01:06:40.106 --> 01:06:41.327]  Don't kid yourself!
[01:06:41.327 --> 01:06:44.649]  Technology makes better oils possible, like Royal Purple.
[01:06:44.649 --> 01:06:48.132]  Royal Purple reduces friction and increases film strength.
[01:06:48.132 --> 01:06:54.316]  Go to RoyalPurple.com and you'll find independent test results from North Carolina and Oklahoma State.
[01:06:54.316 --> 01:06:56.177]  Not hype, just facts.
[01:06:56.177 --> 01:06:57.078]  What's in it for you?
[01:06:57.078 --> 01:07:01.921]  Superior protection, fewer oil changes, more horsepower, torque, and better gas mileage.
[01:07:01.921 --> 01:07:07.785]  Find Royal Purple at Napa, O'Reilly's, your local high-performance center, and RoyalPurple.com.
[01:07:07.785 --> 01:07:08.125]  Today!
[01:07:09.406 --> 01:07:15.591]  Prepare yourself for a talk radio experience like no other.
[01:07:15.591 --> 01:07:19.454]  Strap yourselves in and hold on.
[01:07:19.454 --> 01:07:22.256]  He stands for truth.
[01:07:22.256 --> 01:07:25.459]  He stands for justice.
[01:07:25.459 --> 01:07:27.620]  He stands for what's right.
[01:07:27.620 --> 01:07:30.563]  This is the Alex Jones Show.
[01:07:30.563 --> 01:07:32.945]  Call Alex now, toll free.
[01:07:34.397 --> 01:07:35.877]  At 877-590-5525.
[01:07:35.877 --> 01:07:47.800]  Now live from Austin, Texas, here's Alex Jones.
[01:07:47.800 --> 01:07:50.641]  All right, it is April 1st, second hour.
[01:07:50.641 --> 01:07:53.321]  We're here every Sunday, 4 to 6 p.m., syndicated show.
[01:07:53.321 --> 01:07:57.522]  A lot of great affiliates picking up the broadcast around the country, a growing list.
[01:07:58.294 --> 01:08:03.017]  And we come to you from the studios of NewsRadio 590 KLBJ right here in Austin, Texas.
[01:08:03.017 --> 01:08:09.940]  Hence the phone number 877-590-5525 or locally 836-0590.
[01:08:09.940 --> 01:08:14.703]  I tell you, I mentioned the KLBJ chat room and there's so many people posting.
[01:08:14.703 --> 01:08:18.745]  By the time I try to focus on what somebody said, the whole page reloads.
[01:08:18.745 --> 01:08:20.926]  There's hundreds of people and they're going wild.
[01:08:20.926 --> 01:08:23.688]  But one guy's going, uh, Alex, you're nuts!
[01:08:24.306 --> 01:08:25.987]  You're saying they're gonna attack Iran?
[01:08:25.987 --> 01:08:29.509]  You're paranoid, you darn liberal!
[01:08:29.509 --> 01:08:31.830]  I mean, basically, that's the mindset.
[01:08:31.830 --> 01:08:42.955]  I'm just reporting all of these major newspapers saying that they're set to attack, they're gonna attack, that the military's telling their sources there's gonna be an attack.
[01:08:42.955 --> 01:08:43.936]  I'm not saying that.
[01:08:43.936 --> 01:08:48.398]  What do you think three aircraft carriers and hundreds of support ships are over there for?
[01:08:49.375 --> 01:08:50.595]  What do you think?
[01:08:50.595 --> 01:08:54.797]  I mean, it was in major publications this week that for years, U.S.
[01:08:54.797 --> 01:09:01.439]  Special Forces and British Special Forces have been in the country marking and lazing targets.
[01:09:01.439 --> 01:09:04.720]  There have been shootouts on the Iranian-Iraq border between U.S.
[01:09:04.720 --> 01:09:06.541]  and Iranian forces.
[01:09:06.541 --> 01:09:09.461]  Time Magazine is reporting deaths resulted.
[01:09:09.461 --> 01:09:11.642]  I hope to God there isn't an attack.
[01:09:11.642 --> 01:09:13.803]  But they did invade Iraq!
[01:09:13.803 --> 01:09:16.564]  With a made-up story about WMDs and claiming they carried out 9-11.
[01:09:18.482 --> 01:09:29.289]  And it was stated in Pentagon plans back in the 80s, they wanted to invade Iraq, break it in three parts, then use that as a launch base to go into Iran and Syria, then link up with Afghanistan, right up to China's doorstep.
[01:09:29.289 --> 01:09:33.172]  Now, again, I'm no fan of Iran.
[01:09:33.172 --> 01:09:35.353]  Here's an example.
[01:09:35.353 --> 01:09:37.955]  There not being any good guys in this.
[01:09:37.955 --> 01:09:42.097]  Take Napoleon, who finally found his Waterloo in 1815, in Belgium.
[01:09:47.413 --> 01:09:53.099]  Emperor Napoleon was horribly corrupt and evil and did all sorts of bad things.
[01:09:53.099 --> 01:09:56.362]  The British Empire was corrupt and wicked and did all sorts of horrible things.
[01:09:56.362 --> 01:10:00.466]  I mean, who would I have been for?
[01:10:00.466 --> 01:10:04.710]  Well, if I would have been British, I would have been for the British.
[01:10:04.710 --> 01:10:10.096]  Because back then, if your empire was doing something, in the end it would generally turn out to be pretty good for you.
[01:10:11.227 --> 01:10:15.349]  Or if I would have been French, I would have probably been, obviously, for Napoleon.
[01:10:15.349 --> 01:10:19.031]  Of course, if I wasn't, I'd have been killed by one of the secret police immediately.
[01:10:19.031 --> 01:10:20.472]  Which is what our media calls for now.
[01:10:20.472 --> 01:10:23.434]  Banning and arresting anybody who speaks out and doesn't agree with the government.
[01:10:23.434 --> 01:10:24.495]  That's the new American way.
[01:10:24.495 --> 01:10:26.216]  Land of the cowards, home of the slaves.
[01:10:26.216 --> 01:10:28.637]  I seem to think we're still land of the free, home of the brave.
[01:10:28.637 --> 01:10:29.697]  Free speech.
[01:10:29.697 --> 01:10:30.798]  First Amendment.
[01:10:30.798 --> 01:10:31.498]  We run the country.
[01:10:31.498 --> 01:10:32.679]  We have our own views.
[01:10:32.679 --> 01:10:37.582]  We make up what the nation's policy is, along with the Bill of Rights and Constitution as the guiding anchor.
[01:10:39.511 --> 01:10:43.073]  So really, I mean, it gets down to philosophy.
[01:10:43.073 --> 01:10:57.061]  Now, when you serve the American Empire, you need to know that the people that own this country are using us as their pit bull, who gets chewed up in these fights, or like a rooster in cockfighting.
[01:10:57.061 --> 01:10:59.083]  I mean, this is not good for us.
