[00:00.000 --> 00:17.000]  Resistance to Tyrants is obedience to God, it's Alex Jones.
[55:09.000 --> 55:12.000]  the fight for freedom of speech for the Second Amendment.
[55:12.000 --> 55:14.000]  To have all of this is important.
[55:14.000 --> 55:18.000]  Memorial Day is not just a day for you to get off work and go drink beer
[55:18.000 --> 55:20.000]  and, you know, watch baseball or something.
[55:20.000 --> 55:21.000]  No.
[55:21.000 --> 55:23.000]  It means a lot more to that.
[55:23.000 --> 55:24.000]  It means what I went through.
[55:24.000 --> 55:28.000]  It means what through my dad went through, my brother who fought in the Marines in Iraq.
[55:28.000 --> 55:30.000]  It means a lot to a lot of people in America.
[55:30.000 --> 55:33.000]  And I can't stand it when I go out to these events
[55:33.000 --> 55:35.000]  and I see nothing but other countries flags being waved.
[55:35.000 --> 55:38.000]  Here in America, it's insane.
[55:38.000 --> 55:40.000]  We need to bring that back.
[55:40.000 --> 55:42.000]  Our country used to represent a lot.
[55:42.000 --> 55:45.000]  America used to be God, country, and family.
[55:45.000 --> 55:48.000]  But people are so scared to even pray in a school now.
[55:48.000 --> 55:51.000]  You're told that you can't do that because it could be offensive to somebody.
[55:51.000 --> 55:54.000]  It could be offensive to another person who came into your country
[55:54.000 --> 55:56.000]  because they didn't assimilate the right way.
[55:56.000 --> 55:59.000]  Freedom of religion, first words of First Amendment.
[55:59.000 --> 56:00.000]  Okay, but also, guess what?
[56:00.000 --> 56:03.000]  It's in America too, so you have to assimilate, sir.
[56:03.000 --> 56:05.000]  It's America.
[56:05.000 --> 56:07.000]  If you want to be a communist, go somewhere else.
[56:07.000 --> 56:10.000]  My country as much as it is yours, sir.
[56:10.000 --> 56:11.000]  Okay, but guess what?
[56:11.000 --> 56:13.000]  He has free speech to say what he wants.
[56:13.000 --> 56:15.000]  Yeah, and I can say whatever I want.
[56:15.000 --> 56:17.000]  So you keep your mouth shut.
[56:17.000 --> 56:21.000]  So God, country, and family, like we just said,
[56:21.000 --> 56:23.000]  people do have the freedom of religion, yes,
[56:23.000 --> 56:25.000]  but our country was founded on Christianity.
[56:25.000 --> 56:27.000]  I shouldn't be told that I can't pray to God.
[56:27.000 --> 56:30.000]  I shouldn't be told that I can't say a prayer at my school.
[56:30.000 --> 56:31.000]  But guess what else is happening?
[56:31.000 --> 56:34.000]  People can't even say the pledge of allegiance.
[56:34.000 --> 56:36.000]  People can't even be patriotic anymore.
[56:36.000 --> 56:37.000]  What is wrong?
[56:37.000 --> 56:39.000]  What is wrong with the insanity?
[56:39.000 --> 56:40.000]  And our families are being attacked.
[56:40.000 --> 56:42.000]  The fact that you can't say him or her,
[56:42.000 --> 56:44.000]  you can't see all this stuff.
[56:44.000 --> 56:46.000]  Look, if a man and a woman want to get married, that's fine.
[56:46.000 --> 56:48.000]  If two dudes want to get married, that's fine.
[56:48.000 --> 56:50.000]  But stop shoving it down people's throats.
[56:50.000 --> 56:53.000]  We have confused kids that are going through all kinds of stuff.
[56:53.000 --> 56:55.000]  And people are, I just don't understand it,
[56:55.000 --> 56:57.000]  completely out of control.
[56:57.000 --> 56:58.000]  This is America.
[56:58.000 --> 57:00.000]  We should be proud to be an American.
[57:00.000 --> 57:03.000]  We should be proud to stand up for what it represents to be that.
[57:03.000 --> 57:07.000]  And we should sit here and we should respect these types of places.
[57:07.000 --> 57:09.000]  Because it's not glorifying war.
[57:09.000 --> 57:10.000]  It's not doing anything in that.
[57:10.000 --> 57:12.000]  What it means is these names right here, look at this.
[57:12.000 --> 57:13.000]  Come over here.
[57:13.000 --> 57:17.000]  This person sacrificed their sanity, their life, everything to go
[57:17.000 --> 57:19.000]  because they believed in America.
[57:19.000 --> 57:23.000]  All of these f***ing people right here believed in something more than themselves.
[57:23.000 --> 57:24.000]  There it is.
[57:24.000 --> 57:25.000]  That's the report from Joe Biggs.
[57:25.000 --> 57:27.000]  You can check out the rest on YouTube.
[57:27.000 --> 57:29.000]  The Alex Jones channel.
[57:29.000 --> 57:30.000]  We're right back.
[57:30.000 --> 57:31.000]  Lots more to cover.
[57:31.000 --> 57:32.000]  I'm Anthony Gucciardi.
[57:32.000 --> 57:33.000]  This is The Alex Jones Show.
[57:33.000 --> 57:40.000]  Stay tuned.
[58:03.000 --> 58:04.000]  Healthy drinking water.
[58:04.000 --> 58:08.000]  Pairing the unprecedented super filtration power of an all new gravity block core
[58:08.000 --> 58:10.000]  with a hybrid chromatic shell.
[58:10.000 --> 58:17.000]  It removes up to 99.999% of impurities, including bacteria, viruses, fluoride,
[58:17.000 --> 58:21.000]  disinfectants, volatile organic contaminants, and hormones.
[58:21.000 --> 58:23.000]  Filter capacity up to 5,000 gallons.
[58:23.000 --> 58:25.000]  Stainless fuel construction.
[58:25.000 --> 58:26.000]  Easy assembly.
[58:26.000 --> 58:27.000]  Low maintenance.
[58:27.000 --> 58:29.000]  Replacement filters are simple to install.
[58:29.000 --> 58:33.000]  And now, as part of an exclusive limited time introductory offer,
[58:33.000 --> 58:36.000]  you can save $20 off a retail price and get free shipping.
[58:36.000 --> 58:38.000]  This is a limited time offer.
[58:38.000 --> 58:42.000]  So order your unit today and receive free shipping and $20 off.
[58:42.000 --> 58:44.000]  Go to InfowarsStore.com.
[58:44.000 --> 58:48.000]  Recall, 888-253-3139.
[58:48.000 --> 58:53.000]  Introducing Vitamin Mineral Fusion from InfowarsLife.com.
[58:53.000 --> 58:56.000]  We have worked for years with our chemists and scientists
[58:56.000 --> 59:01.000]  to create the most powerful and affordable, great tasting multivitamin formula available.
[59:01.000 --> 59:05.000]  The all new Vitamin Mineral Fusion Drink Mix at InfowarsLife.com
[59:05.000 --> 59:09.000]  is loaded with a full month supply of essential vitamins, minerals,
[59:09.000 --> 59:12.000]  and amino acids that your body absolutely needs.
[59:12.000 --> 59:16.000]  In the history of InfowarsLife, we've brought out a lot of amazing products
[59:16.000 --> 59:20.000]  like Survival Shield X2, Super Metal Vitality, and so many others.
[59:20.000 --> 59:24.000]  But I am most proud of the product we're now launching today
[59:24.000 --> 59:28.000]  with its unique delivery system and proprietary manufacturing process
[59:28.000 --> 59:30.000]  designed for maximized effects.
[59:30.000 --> 59:34.000]  This formula is the platinum standard of multivitamin mineral products.
[59:34.000 --> 59:39.000]  The ingredients in Vitamin Mineral Fusion are either plant-derived
[59:39.000 --> 59:41.000]  or of the highest quality lab standard.
[59:41.000 --> 59:44.000]  That means it's clean, that means it's pure.
[59:44.000 --> 59:47.000]  At InfowarsLife.com and Vitamin Mineral Fusion.
[59:47.000 --> 59:49.000]  Take action now before we sell out.
[59:49.000 --> 59:55.000]  You're listening to the Alex Jones Show.
[01:00:01.000 --> 01:00:05.000]  From his Central Texas Command Center deep behind enemy lines,
[01:00:05.000 --> 01:00:07.000]  the information war continues.
[01:00:07.000 --> 01:00:11.000]  It's Alex Jones and the GCN Radio Network.
[01:00:14.000 --> 01:00:17.000]  So you know it's Memorial Day weekend.
[01:00:17.000 --> 01:00:20.000]  And I was shocked when I came in here and I said,
[01:00:20.000 --> 01:00:23.000]  hey, let's see the stack about Memorial Day news.
[01:00:23.000 --> 01:00:28.000]  That it was all about defacing war memorials.
[01:00:28.000 --> 01:00:30.000]  This one from Fox News says,
[01:00:30.000 --> 01:00:34.000]  veteran memorials in three states vandalized the head of Memorial Day.
[01:00:34.000 --> 01:00:38.000]  Memorials to veterans in Los Angeles neighborhood and the town in Kentucky
[01:00:38.000 --> 01:00:41.000]  as well as a Civil War veteran cemetery in Virginia
[01:00:41.000 --> 01:00:46.000]  were damaged as the nation prepares to mark Memorial Day officials said.
[01:00:46.000 --> 01:00:49.000]  Extensively defaced by graffiti,
[01:00:49.000 --> 01:00:52.000]  the vandalism occurred sometime during the past week.
[01:00:52.000 --> 01:00:55.000]  The Homespun Memorial painted on a block-long wall of Pacific Avenue
[01:00:55.000 --> 01:00:58.000]  lists the names of American service members missing in action
[01:00:58.000 --> 01:01:01.000]  and otherwise unaccounted for in Southeast Asia.
[01:01:01.000 --> 01:01:05.000]  So these people were defacing memorials across the United States
[01:01:05.000 --> 01:01:07.000]  and vandals to face.
[01:01:07.000 --> 01:01:11.000]  Vietnam War Memorial in Venice is from CBS.
[01:01:11.000 --> 01:01:14.000]  And even a deranged story about a caregiver trying to murder
[01:01:14.000 --> 01:01:16.000]  a World War II veteran with an oxygen tank.
[01:01:16.000 --> 01:01:18.000]  So it's not what I expected.
[01:01:18.000 --> 01:01:19.000]  And I'll tell you what.
[01:01:19.000 --> 01:01:23.000]  In my view, what Memorial Day should represent,
[01:01:23.000 --> 01:01:25.000]  at least the romantic idea of Memorial Day,
[01:01:25.000 --> 01:01:28.000]  is not whether you agree with the wars or not.
[01:01:28.000 --> 01:01:31.000]  I certainly don't agree with many of the wars.
[01:01:31.000 --> 01:01:35.000]  I certainly don't agree with anything that really went on in Iraq.
[01:01:35.000 --> 01:01:39.000]  But it's not about whether you agree or not
[01:01:39.000 --> 01:01:43.000]  with the individuals, the politicians who pulled the strings to me.
[01:01:43.000 --> 01:01:48.000]  To me, Memorial Day is about the unnamed to us soldiers
[01:01:48.000 --> 01:01:51.000]  that died in a very, very romantic way,
[01:01:51.000 --> 01:01:55.000]  fighting in World War II or in Vietnam or whatever
[01:01:55.000 --> 01:02:00.000]  for something they believed in, which was the idea of the American Dream.
[01:02:00.000 --> 01:02:03.000]  What the American Dream used to represent,
[01:02:03.000 --> 01:02:05.000]  or maybe still does in some ways,
[01:02:05.000 --> 01:02:07.000]  the idea of absolute freedom
[01:02:07.000 --> 01:02:10.000]  and the idea of progressing humanity forward,
[01:02:10.000 --> 01:02:14.000]  the idea of defending something that's actually worth defending.
[01:02:14.000 --> 01:02:19.000]  These people that did lose their lives, many of them,
[01:02:19.000 --> 01:02:22.000]  were sitting there alone,
[01:02:22.000 --> 01:02:25.000]  whether it's in a foxhole or whatever,
[01:02:25.000 --> 01:02:27.000]  with other people there, sure,
[01:02:27.000 --> 01:02:32.000]  but they died by themselves hoping that what they did wasn't in vain.
[01:02:32.000 --> 01:02:35.000]  And the concept for me of Memorial Day
[01:02:35.000 --> 01:02:37.000]  is to remember those people whose names we will never know
[01:02:37.000 --> 01:02:41.000]  and have never known, and they actually had an idea in their hearts
[01:02:41.000 --> 01:02:43.000]  that they were going to push forward
[01:02:43.000 --> 01:02:47.000]  and that they were going to at least lose their lives for something they believed in.
[01:02:47.000 --> 01:02:52.000]  So to deface, remember, it's not defacing government institution
[01:02:52.000 --> 01:02:54.000]  that pushed for wars.
[01:02:54.000 --> 01:02:57.000]  It's not even defacing the corrupt individuals
[01:02:57.000 --> 01:02:59.000]  that made some of these happen.
[01:02:59.000 --> 01:03:02.000]  It's defacing the names of people whose lives were lost
[01:03:02.000 --> 01:03:04.000]  in something that they believed in,
[01:03:04.000 --> 01:03:06.000]  or even if they didn't believe in it,
[01:03:06.000 --> 01:03:09.000]  of course to, in many cases, go and do it.
[01:03:09.000 --> 01:03:12.000]  So to do that is a very, very sad thing,
[01:03:12.000 --> 01:03:17.000]  and it shows just how far we have come as a nation in an opposite direction
[01:03:17.000 --> 01:03:19.000]  away from that American dream
[01:03:19.000 --> 01:03:22.000]  that they were once fighting for and once believed in.
[01:03:22.000 --> 01:03:26.000]  And instead, now we're sold a repackaged American dream,
[01:03:26.000 --> 01:03:28.000]  and that is, of course, a lie,
[01:03:28.000 --> 01:03:35.000]  a repackaged American dream where there's no such thing as total and absolute freedom,
[01:03:35.000 --> 01:03:39.000]  instead of coming to America and building something very, very great
[01:03:39.000 --> 01:03:43.000]  and very, very profound and making this country better than it ever was,
[01:03:43.000 --> 01:03:44.000]  or the world even.
[01:03:44.000 --> 01:03:47.000]  I mean, why can't the world participate in the American dream, right?
[01:03:47.000 --> 01:03:51.000]  Instead, I believe, it has now been packaged into a system
[01:03:51.000 --> 01:03:54.000]  that we pay for the megabank's profit
[01:03:54.000 --> 01:03:57.000]  and we are taxed out the wazoo
[01:03:57.000 --> 01:04:01.000]  in order to help the megacorporations pay zero tax, right?
[01:04:01.000 --> 01:04:04.000]  So it's kind of been repackaged in a way, hasn't it?
[01:04:04.000 --> 01:04:06.000]  The American dream has been repackaged,
[01:04:06.000 --> 01:04:09.000]  except now, in some ways, it's a massive lie.
[01:04:09.000 --> 01:04:14.000]  That doesn't mean we can't still fight towards the true meaning of the American dream
[01:04:14.000 --> 01:04:16.000]  or what it once was,
[01:04:16.000 --> 01:04:20.000]  and it also doesn't mean that it's the fault of these soldiers that lost their lives
[01:04:20.000 --> 01:04:22.000]  fighting for the original American dream
[01:04:22.000 --> 01:04:25.000]  and to say that we should deface war memorials
[01:04:25.000 --> 01:04:29.000]  is very, very disturbing and very, very sad.
[01:04:29.000 --> 01:04:32.000]  Now, that said, we've got some more news coming up
[01:04:32.000 --> 01:04:36.000]  and Joe Biggs is going to join us from DC to talk about what's going on
[01:04:36.000 --> 01:04:39.000]  with the defacing of the war memorial, some more Memorial Day stuff,
[01:04:39.000 --> 01:04:42.000]  and also don't forget infowarslife.com.
[01:04:42.000 --> 01:04:46.000]  The Memorial Day sale is ending 30% off across the board
[01:04:46.000 --> 01:04:48.000]  and a number of big supplements. You don't want to miss it.
[01:04:48.000 --> 01:05:03.000]  We'll be right back.
[01:05:18.000 --> 01:05:32.000]  When sales become toxic, they die early and aging sets in.
[01:05:32.000 --> 01:05:36.000]  No one has put together a formula that focuses directly on brain health,
[01:05:36.000 --> 01:05:40.000]  nerve growth factors, and optimizing your cellular energy at the same time.
[01:05:40.000 --> 01:05:45.000]  Just one of the key compounds, BiopQQ, is backed by major clinical studies.
[01:05:45.000 --> 01:05:48.000]  You want the best that's out there at the lowest price anywhere?
[01:05:48.000 --> 01:05:50.000]  We now have the synergistic solution.
[01:05:50.000 --> 01:05:53.000]  Secure your DNA force today at infowarslife.com
[01:05:53.000 --> 01:06:00.000]  or call toll-free 888-253-3139.
[01:06:00.000 --> 01:06:10.000]  From the front lines of the Information War, it's Alex Jones.
[01:06:10.000 --> 01:06:12.000]  That's right, this is the Alex Jones show
[01:06:12.000 --> 01:06:16.000]  and I'm Anthony Gucciardi, excited and honored to be invited to guest host today.
[01:06:16.000 --> 01:06:20.000]  We've got Joe Biggs on the line and we're going to punch him up here in a second
[01:06:20.000 --> 01:06:27.000]  because what's going on is the defacing of war memorials across the United States right now,
[01:06:27.000 --> 01:06:29.000]  namely about three different states.
[01:06:29.000 --> 01:06:35.000]  We've got Vandals to Face Vietnam War Memorial in Venice from CBS Los Angeles.
[01:06:35.000 --> 01:06:40.000]  Fox News says that veteran memorials in three states vandalized the head of Memorial Day
[01:06:40.000 --> 01:06:44.000]  and some other similar headlines from different news organizations.
[01:06:44.000 --> 01:06:47.000]  We're talking, if you didn't catch us on the last segment,
[01:06:47.000 --> 01:06:52.000]  that in my view, Memorial Day, what it represents is the people whose names we will never know
[01:06:52.000 --> 01:06:56.000]  that died believing in something bigger than themselves.
[01:06:56.000 --> 01:06:59.000]  Not to even say that you have to agree with these wars.
[01:06:59.000 --> 01:07:01.000]  I certainly do not agree with the wars.
[01:07:01.000 --> 01:07:07.000]  The Vietnam War, the Iraq War, huge tragedies and very, very sad state of affairs.
[01:07:07.000 --> 01:07:11.000]  But it's not about the right or wrongness of the wars.
[01:07:11.000 --> 01:07:15.000]  It's about the people who died protecting something they held to be the American dream
[01:07:15.000 --> 01:07:18.000]  and protecting something they held to be the future of humanity,
[01:07:18.000 --> 01:07:24.000]  especially in such examples of World War II when they would go in
[01:07:24.000 --> 01:07:31.000]  and they would put their mission ahead of their lives, which is a very, very beautiful thing.
[01:07:31.000 --> 01:07:36.000]  And for people to face these war memorials is disturbing.
[01:07:36.000 --> 01:07:40.000]  And you know, Joe Biggs, we played a video he had earlier where he was talking about some of this stuff
[01:07:40.000 --> 01:07:45.000]  and some people started kind of, I would say, yelling at him.
[01:07:45.000 --> 01:07:49.000]  I didn't totally hear the audio, but they were saying he's totally incorrect.
[01:07:49.000 --> 01:07:54.000]  So we've got Joe Biggs. I want to know what you think, first of all, about the war memorials
[01:07:54.000 --> 01:07:58.000]  that are being defaced across the United States on Memorial Day
[01:07:58.000 --> 01:08:01.000]  and what you think that means right now for the state of our society.
[01:08:01.000 --> 01:08:02.000]  What do you think, Joe?
[01:08:02.000 --> 01:08:04.000]  And by the way, you're in D.C., right?
[01:08:04.000 --> 01:08:07.000]  Yeah, I'm in D.C. earlier today. Trump actually spoke here.
[01:08:07.000 --> 01:08:15.000]  There was over 500,000 bikers for the Thunder Valley or the Rolling Thunder motorcycle rally
[01:08:15.000 --> 01:08:18.000]  that happened and took place earlier today. I mean, there's a lot of people.
[01:08:18.000 --> 01:08:23.000]  D.C. is already a packed place, but you add an extra 700,000 people on top of it
[01:08:23.000 --> 01:08:26.000]  and road closures and all that. It has been quite the day.
[01:08:26.000 --> 01:08:28.000]  I can imagine.
[01:08:28.000 --> 01:08:33.000]  But to get back to what you were saying, it is disturbing to see that people do that.
[01:08:33.000 --> 01:08:38.000]  I don't know what that is. It's a direct reflection of the leadership we have in our country.
[01:08:38.000 --> 01:08:43.000]  That's pure and simple what it is, the fact that we have a president that could care less about it
[01:08:43.000 --> 01:08:48.000]  about its soldiers, about its veterans. He's out playing golf. He doesn't care about these guys.
[01:08:48.000 --> 01:08:52.000]  There's homeless vets all over the place. There's 22 suicides a day by veterans,
[01:08:52.000 --> 01:08:56.000]  and yet he's going and bowing down to four leaders, enemies,
[01:08:56.000 --> 01:09:01.000]  and he's also going to places like Japan and apologizing when, quite frankly,
[01:09:01.000 --> 01:09:04.000]  we sort the war, but we sure as hell finished it.
[01:09:04.000 --> 01:09:09.000]  I think there's a component of being a kid now and growing up
[01:09:09.000 --> 01:09:13.000]  in kind of a weird, sheltered environment where you don't have to deal with anything,
[01:09:13.000 --> 01:09:18.000]  and obviously there's the entitlement and stuff, but you go through the establishment process.
[01:09:18.000 --> 01:09:22.000]  You go and study hard in school so you can get in debt to go to college,
[01:09:22.000 --> 01:09:26.000]  and then you go to college, and they tell you basically that Vietnam was horrible,
[01:09:26.000 --> 01:09:30.000]  which was very terrible, but then they don't understand how real life works.
[01:09:30.000 --> 01:09:33.000]  They don't understand that maybe the person that fought in Vietnam,
[01:09:33.000 --> 01:09:37.000]  whose name is up on that wall, didn't exactly agree with the politics,
[01:09:37.000 --> 01:09:40.000]  but they actually sacrificed their lives for something they believed in.
[01:09:40.000 --> 01:09:43.000]  Or you know what? People are in terrible situations.
[01:09:43.000 --> 01:09:46.000]  People are forced to do things all over the world.
[01:09:46.000 --> 01:09:48.000]  World War II, you didn't exactly have to say,
[01:09:48.000 --> 01:09:51.000]  wow, I support this war, right, or even Vietnam.
[01:09:51.000 --> 01:09:56.000]  They don't understand how real life works. They don't understand the problems
[01:09:56.000 --> 01:09:59.000]  that other people experience. They don't understand the real issue.
[01:09:59.000 --> 01:10:02.000]  They instead are just so self-centered. What do you think about that?
[01:10:02.000 --> 01:10:05.000]  But warriors are a special breed. Not everybody can be a warrior.
[01:10:05.000 --> 01:10:11.000]  Not everyone has what it takes to go out there and decide that there's something larger than themselves out there.
[01:10:11.000 --> 01:10:15.000]  You know, when I was younger, I grew up. My father was in Vietnam.
[01:10:15.000 --> 01:10:18.000]  I had other family members who were in Desert Storm.
[01:10:18.000 --> 01:10:21.000]  I had friends and family who were just going into the first invasion in Iraq,
[01:10:21.000 --> 01:10:25.000]  and it means a lot to see these people say, you know what?
[01:10:25.000 --> 01:10:30.000]  I love you, or I love you, son, or whatever it is, you know, brother, sister, mom, dad, you know, wife.
[01:10:30.000 --> 01:10:33.000]  But there's something a little bit more important just in our family right here.
[01:10:33.000 --> 01:10:35.000]  You know, there's God, there's country, and family.
[01:10:35.000 --> 01:10:40.000]  And a lot of these are God-fearing men who decided, hey, I'm going to go out here and sacrifice my life.
[01:10:40.000 --> 01:10:46.000]  I'm willing to lay my life on the line to protect my country because I see something out there worth standing up for.
[01:10:46.000 --> 01:10:51.000]  And it's not our fault. It's not the soldier's fault, the Marines' fault, the sailors' fault, the airmen's fault,
[01:10:51.000 --> 01:10:54.000]  if we have corrupt politicians in place as well.
[01:10:54.000 --> 01:10:58.000]  When Memorial Day is happening tomorrow, this weekend, this entire time,
[01:10:58.000 --> 01:11:02.000]  it's a time to reflect on those who made that ultimate sacrifice.
[01:11:02.000 --> 01:11:06.000]  It's not to complain about war, have a discussion about that.
[01:11:06.000 --> 01:11:09.000]  You know what? There's a lot of bad war out there. War's not good.
[01:11:09.000 --> 01:11:13.000]  But these are special people who decided there was something a lot more important than them,
[01:11:13.000 --> 01:11:16.000]  and they decided to put their sanity on the line.
[01:11:16.000 --> 01:11:19.000]  They decided to put their life on the line, their family, their relationships, and all that.
[01:11:19.000 --> 01:11:25.000]  And that's something that needs to be celebrated, and that's something that needs to be remembered and reflected on this time.
[01:11:25.000 --> 01:11:30.000]  Yeah, it's really well said. It's not about the politics of the war, like you just said, like we talked about earlier.
[01:11:30.000 --> 01:11:34.000]  Yeah, there's corrupt politicians that are making terrible, terrible decisions,
[01:11:34.000 --> 01:11:37.000]  and that's what we're trying to change every single day, right?
[01:11:37.000 --> 01:11:39.000]  But it's not about that. It's about the personal decisions.
[01:11:39.000 --> 01:11:49.000]  And it reminds me of this article. ISIS used to use 50,000 civilians as, quote, human shields as Iraqi forces.
[01:11:49.000 --> 01:11:52.000]  Now, think about the insanity.
[01:11:52.000 --> 01:11:53.000]  That's so progressive.
[01:11:53.000 --> 01:11:54.000]  Yeah, that's progressive, right?
[01:11:54.000 --> 01:11:58.000]  Think about the insanity, though, of the people that actually, like you, Joe,
[01:11:58.000 --> 01:12:03.000]  have to deal with threats like ISIS that are using 50,000 human shields.
[01:12:03.000 --> 01:12:06.000]  They're just the most despicably evil group in the world.
[01:12:06.000 --> 01:12:12.000]  And we have to, at some level, even if you are totally against everything on the planet,
[01:12:12.000 --> 01:12:17.000]  you have to pay some honor to those people that are willing to sacrifice their lives to deal with ISIS,
[01:12:17.000 --> 01:12:19.000]  because I certainly don't want to deal with ISIS personally.
[01:12:19.000 --> 01:12:21.000]  We don't want to deal with them here.
[01:12:21.000 --> 01:12:25.000]  ISIS is a disgusting group. It's a terrorist organization, you know?
[01:12:25.000 --> 01:12:29.000]  But that's the same as the movement we have right now, these social justice warriors.
[01:12:29.000 --> 01:12:32.000]  They spit on our flag. They deface our flag. They burn it.
[01:12:32.000 --> 01:12:39.000]  For Christ's sake, there was a war, too, that was beaten with an oxygen tank.
[01:12:39.000 --> 01:12:40.000]  Yeah, I saw that.
[01:12:40.000 --> 01:12:41.000]  That's ridiculous.
[01:12:41.000 --> 01:12:44.000]  There's zero respect with these young children that are growing up.
[01:12:44.000 --> 01:12:48.000]  And for some reason, it's cool to look down on veterans.
[01:12:48.000 --> 01:12:50.000]  It's cool to kick them to the curb.
[01:12:50.000 --> 01:12:53.000]  It's cool to make fun of them when they're going through a hard time,
[01:12:53.000 --> 01:12:55.000]  or to make fun of the fact that they're dealing with mental issues.
[01:12:55.000 --> 01:12:59.000]  You know, that's not cool, though, in my book, and that it's very disrespectful.
[01:12:59.000 --> 01:13:03.000]  And we need a leader who's actually going to stand up at some point in time,
[01:13:03.000 --> 01:13:07.000]  put his foot down and say, you know what, we need to have patriotism back in our ranks again.
[01:13:07.000 --> 01:13:09.000]  We need to see people proud to be an American,
[01:13:09.000 --> 01:13:12.000]  because I'm quite frankly sick and tired of going to these rallies
[01:13:12.000 --> 01:13:15.000]  and seeing everyone waving every single flag other than the American flag.
[01:13:15.000 --> 01:13:19.000]  If those countries are truly good to you, and if you really love all these other countries,
[01:13:19.000 --> 01:13:22.000]  then you should still be there, and you should still enjoy what they have.
[01:13:22.000 --> 01:13:25.000]  But they have nothing to offer, and that's why you came here for the American Dream,
[01:13:25.000 --> 01:13:28.000]  and yet you want to spit on soldiers, you want to step on our flags,
[01:13:28.000 --> 01:13:29.000]  you want to burn it.
[01:13:29.000 --> 01:13:32.000]  And yeah, people always want to say, oh, you're glorifying a flag.
[01:13:32.000 --> 01:13:33.000]  No, it's not.
[01:13:33.000 --> 01:13:35.000]  It's the symbolism of it, what it means.
[01:13:35.000 --> 01:13:39.000]  The men and women who fought and died for that flag, what it represents, what America is.
[01:13:39.000 --> 01:13:41.000]  When I cut myself, I don't just bleed.
[01:13:41.000 --> 01:13:45.000]  It comes out red, white, and blue, and that's how I will be for the day I die.
[01:13:45.000 --> 01:13:49.000]  And you know, the old, old, true American Dream, the real American Dream
[01:13:49.000 --> 01:13:52.000]  that many, many people died fighting for, applies to everybody.
[01:13:52.000 --> 01:13:57.000]  America, in its essence, the American Dream was, hey, come here and be a part of it, right?
[01:13:57.000 --> 01:13:58.000]  Come here and partake.
[01:13:58.000 --> 01:14:03.000]  You know, the sad, sad story you were talking about is caregiver accused from the Herald Tribune
[01:14:03.000 --> 01:14:07.000]  of trying to murder World War II veteran with his own oxygen tank.
[01:14:07.000 --> 01:14:12.000]  Says as a staff sergeant flying in bombing raids over Nazi-occupied Europe during World War II,
[01:14:12.000 --> 01:14:16.000]  Michael Nicholas Tristano flirted with death on a recurring basis.
[01:14:16.000 --> 01:14:19.000]  The former ball turret gunner cheated the Reaper again last week,
[01:14:19.000 --> 01:14:25.000]  but instead of dodging German anti-aircraft guns flank inside the B-17 Flying Fortress Bomber,
[01:14:25.000 --> 01:14:30.000]  police say the 91-year-old veteran survived a savage attack inside his Northport home
[01:14:30.000 --> 01:14:33.000]  by the caregiver entrusted with his welfare.
[01:14:33.000 --> 01:14:39.000]  This represents a really, really sad state of society when they're defacing the memorials
[01:14:39.000 --> 01:14:42.000]  and attacking a 91-year-old veteran.
[01:14:42.000 --> 01:14:45.000]  91-year-old period is terrible, but the very idea.
[01:14:45.000 --> 01:14:51.000]  But we're, it's this whole liberal, these professors that are teaching these college kids
[01:14:51.000 --> 01:14:56.000]  to hate their country. You know, what is it? How many memorials have we seen statues
[01:14:56.000 --> 01:14:59.000]  being asked to be brought down because it reminds them of something that used to be racist
[01:14:59.000 --> 01:15:03.000]  or whatever like that, or they think that there's something racist about it because of the guy's name?
[01:15:03.000 --> 01:15:07.000]  That's ridiculous. Those who forget their past are doomed to repeat it again.
[01:15:07.000 --> 01:15:11.000]  Those statues are a reminder, yeah, we used to have a bad past.
[01:15:11.000 --> 01:15:14.000]  Or these memorials are a reminder, yeah, we went through some rough times.
[01:15:14.000 --> 01:15:19.000]  We need to reflect on that. We need to remember these things and make sure we don't do those again.
[01:15:19.000 --> 01:15:24.000]  That's right. So tell us about what you experienced today and what you did in DC.
[01:15:24.000 --> 01:15:27.000]  Well, we got in last night. I was actually at the Vietnam Memorial.
[01:15:27.000 --> 01:15:33.000]  We were doing a report on the fact that the Vietnam Memorial in Venice was tagged,
[01:15:33.000 --> 01:15:37.000]  spray-painted, whatever you have it, and how I thought that that was, you know,
[01:15:37.000 --> 01:15:40.000]  a horrible tragedy for something like that to happen.
[01:15:40.000 --> 01:15:45.000]  And I was standing in front of the Vietnam Memorial Wall in a DC.
[01:15:45.000 --> 01:15:48.000]  You know what, Joe? Hold that thought. Actually, we're just about to hit the break right now.
[01:15:48.000 --> 01:15:51.000]  So we'll be right back and Joe will explain what happened with that video
[01:15:51.000 --> 01:15:54.000]  when he got heckled for saying, don't deface war memorials.
[01:15:54.000 --> 01:16:23.000]  This is the Alex Jones Show. We'll be right back.
[01:16:24.000 --> 01:16:50.000]  We'll be right back.
[01:16:54.000 --> 01:16:57.000]  Take action today.
[01:17:24.000 --> 01:17:29.000]  I personally counter this on SWAT with Anthroplex.
[01:17:29.000 --> 01:17:36.000]  Anthroplex is designed with known organic concentrated herbs to create the basic foundation
[01:17:36.000 --> 01:17:40.000]  to normal metabolic activity inside the human body.
[01:17:40.000 --> 01:17:42.000]  Discover why Anthroplex has turned so many heads today.
