[00:00.000 --> 00:06.000]  Waging War on Corruption.
[57:57.940 --> 57:59.260]  when you spread our articles and videos,
[57:59.260 --> 58:01.740]  when you buy products at info wars store.com,
[58:01.740 --> 58:03.580]  you are literally not just supporting info wars
[58:03.580 --> 58:05.740]  and free speech and standing and defianceing
[58:05.740 --> 58:08.140]  and Soros and Hillary and the rest of these people,
[58:08.140 --> 58:10.940]  but you are standing for your own future
[58:10.940 --> 58:13.700]  and your own best shot of having an early warning system
[58:13.700 --> 58:15.820]  in America standing against these individuals.
[58:15.820 --> 58:17.820]  When you order products at info wars store.com,
[58:17.820 --> 58:20.020]  you fund not just an American revolution,
[58:20.020 --> 58:22.100]  but a global revolution against tyranny.
[58:22.100 --> 58:24.540]  And we have the biggest specials ever running throughout
[58:24.540 --> 58:27.660]  to the end of the year as part of a total store clearance.
[58:27.660 --> 58:30.180]  Every order gets a free t-shirt.
[58:30.180 --> 58:31.340]  Every order gets free shipping.
[58:31.340 --> 58:34.540]  Every order gets 50 to 75% off in total clearance.
[58:34.540 --> 58:37.540]  And that funding allows us to go into the new year
[58:37.540 --> 58:39.620]  on sure footing to fund ourselves
[58:39.620 --> 58:41.580]  throughout the first part of the year
[58:41.580 --> 58:43.460]  to not just fight, but to expand.
[58:43.460 --> 58:45.380]  We're on the march, the empire's on the run.
[58:45.380 --> 58:46.420]  I salute you all.
[58:46.420 --> 58:49.020]  Now please take action at infowarstore.com.
[58:50.580 --> 58:52.620]  Please, whatever you do realize,
[58:52.620 --> 58:54.700]  that we're all getting punched drunk to the censorship.
[58:54.700 --> 58:56.820]  And you saw 18 Twitter accounts,
[58:56.820 --> 58:58.300]  they say affiliated with info wars.
[58:58.300 --> 59:00.100]  Yes, some of them are like little side accounts.
[59:00.100 --> 59:02.100]  They even know we had like info war store
[59:02.100 --> 59:03.340]  that just showed our products,
[59:03.340 --> 59:05.380]  but they just banned them all yesterday
[59:05.380 --> 59:07.700]  in punishment that I be in a Trump rally
[59:07.700 --> 59:10.020]  and be mobbed by all these folks that loved us.
[59:10.020 --> 59:11.500]  Your excitement about America,
[59:11.500 --> 59:12.780]  your excitement about this broadcast
[59:12.780 --> 59:14.660]  is what brought the country and the world back
[59:14.660 --> 59:15.500]  from the brick.
[59:15.500 --> 59:17.580]  But the globalists now wanna target
[59:17.580 --> 59:19.260]  where the resistance came from
[59:19.260 --> 59:21.420]  so that we're not pesky in the future.
[59:21.420 --> 59:24.500]  I wanna be troublesome and pesky.
[59:24.500 --> 59:25.460]  I wanna keep going.
[59:25.460 --> 59:27.860]  I wanna make them do the ultimate,
[59:27.860 --> 59:29.460]  not just destroy us financially.
[59:29.460 --> 59:31.460]  I want to push all the way.
[59:31.460 --> 59:32.740]  I've committed to do that.
[59:32.740 --> 59:33.820]  I've prayed for that.
[59:33.820 --> 59:35.500]  And I've been told that's going to happen,
[59:35.500 --> 59:38.340]  but you've got a back ish and I promise you this.
[59:38.340 --> 59:39.700]  I will never falter.
[59:39.700 --> 59:42.060]  I will never waver at the spiritual level.
[59:42.060 --> 59:43.020]  I physically will.
[59:43.020 --> 59:44.580]  But I give you my commitment
[59:44.580 --> 59:45.940]  if you financially support us
[59:45.940 --> 59:47.860]  infowarstore.com to give you
[59:47.860 --> 59:49.980]  my absolute total commitment.
[59:53.700 --> 59:56.740]  You're listening to the Alex Jones show.
[59:56.740 --> 01:00:01.740]  You gave me more time.
[01:00:01.740 --> 01:00:04.740]  You gave me fire.
[01:00:04.740 --> 01:00:06.740]  You gave me power.
[01:00:06.740 --> 01:00:09.740]  Give me your God's name.
[01:00:09.740 --> 01:00:14.740]  I'm every person you need to be.
[01:00:14.740 --> 01:00:20.740]  Oh, I love you so much.
[01:00:20.740 --> 01:00:25.740]  I love you so much.
[01:00:25.740 --> 01:00:30.740]  I love you so much.
[01:00:30.740 --> 01:00:35.740]  I love you so much.
[01:00:35.740 --> 01:00:38.740]  I love you so much.
[01:00:38.740 --> 01:00:42.740]  Knock what your country can do for you.
[01:00:42.740 --> 01:00:44.740]  Well, there's been a lot of red-blooded Americans
[01:00:44.740 --> 01:00:45.740]  that built this country,
[01:00:45.740 --> 01:00:48.740]  but 30 minutes ago when they were first getting this guest on,
[01:00:48.740 --> 01:00:50.740]  he's up on top of the cell tower,
[01:00:50.740 --> 01:00:52.740]  and he's showing the shots down on the ground.
[01:00:52.740 --> 01:00:53.740]  I'm like, get him on,
[01:00:53.740 --> 01:00:54.740]  but he had to get out the tower by nighttime.
[01:00:54.740 --> 01:00:57.740]  So now Ian Ferguson is in his truck
[01:00:57.740 --> 01:00:58.740]  about to leave for the night,
[01:00:58.740 --> 01:01:01.740]  and I just hope that he gets this live interview
[01:01:01.740 --> 01:01:03.740]  later uploaded to his own YouTube channel
[01:01:03.740 --> 01:01:06.740]  with millions of views on him going to this vape shop
[01:01:06.740 --> 01:01:08.740]  in Atlanta and some libtard,
[01:01:08.740 --> 01:01:10.740]  I think they're calling him vape-tard,
[01:01:10.740 --> 01:01:12.740]  blows up at him in front of a black guy
[01:01:12.740 --> 01:01:14.740]  and starts calling you the N-word,
[01:01:14.740 --> 01:01:16.740]  and the black guy's like,
[01:01:16.740 --> 01:01:17.740]  I know it's on the video,
[01:01:17.740 --> 01:01:18.740]  he's like, hey, dude, you need to stop it.
[01:01:18.740 --> 01:01:20.740]  Just sell him his stuff.
[01:01:20.740 --> 01:01:25.740]  How would you quantify the liberal derangement syndrome
[01:01:25.740 --> 01:01:26.740]  that's going on?
[01:01:29.740 --> 01:01:31.740]  How would I quantify that?
[01:01:31.740 --> 01:01:33.740]  I mean, where is it going?
[01:01:33.740 --> 01:01:35.740]  Because they're getting crazier.
[01:01:35.740 --> 01:01:36.740]  Aren't they though?
[01:01:36.740 --> 01:01:38.740]  Well, look, here's the thing.
[01:01:38.740 --> 01:01:41.740]  All right, so they've been raised,
[01:01:41.740 --> 01:01:44.740]  everybody participates, everybody gets a trophy,
[01:01:44.740 --> 01:01:45.740]  everybody gets a ribbon,
[01:01:45.740 --> 01:01:46.740]  they've never been told no.
[01:01:46.740 --> 01:01:48.740]  Dr. Spock got a hold of their parents in the 80s
[01:01:48.740 --> 01:01:50.740]  and messed up their game.
[01:01:50.740 --> 01:01:52.740]  So, when they run across an alpha
[01:01:52.740 --> 01:01:55.740]  that doesn't have a problem telling them no
[01:01:55.740 --> 01:01:56.740]  and it's firm in it,
[01:01:56.740 --> 01:01:58.740]  they've gotten nowhere to resort,
[01:01:58.740 --> 01:02:03.740]  but just a very basic scream mentality
[01:02:03.740 --> 01:02:05.740]  takes them right back to childhood.
[01:02:05.740 --> 01:02:07.740]  It's the only thing I can figure.
[01:02:07.740 --> 01:02:09.740]  Well, you're definitely, you say you're not that smart,
[01:02:09.740 --> 01:02:10.740]  then you're the idiot, Savan.
[01:02:10.740 --> 01:02:11.740]  I say you're Savan.
[01:02:11.740 --> 01:02:13.740]  That's it, it's toddler behavior.
[01:02:13.740 --> 01:02:15.740]  It's literal screaming,
[01:02:15.740 --> 01:02:20.740]  screaming, like I've had a bump me and hit me.
[01:02:20.740 --> 01:02:21.740]  And then when I say, hey, watch it, they go,
[01:02:21.740 --> 01:02:23.740]  oh my God, you're threatening me.
[01:02:23.740 --> 01:02:26.740]  It's like, no, you just ran into me.
[01:02:26.740 --> 01:02:28.740]  Yeah, no, it's very animalistic.
[01:02:28.740 --> 01:02:30.740]  It's a, you see the same thing
[01:02:30.740 --> 01:02:32.740]  when a man gets back into a corner
[01:02:32.740 --> 01:02:34.740]  and has nowhere to go.
[01:02:34.740 --> 01:02:36.740]  It's just all the primal comes out.
[01:02:36.740 --> 01:02:38.740]  It is what it is.
[01:02:38.740 --> 01:02:40.740]  But they take their back into a corner
[01:02:40.740 --> 01:02:41.740]  but they're such betas
[01:02:41.740 --> 01:02:43.740]  and they're trying to back us into a corner
[01:02:43.740 --> 01:02:45.740]  and they keep thinking as they double down
[01:02:45.740 --> 01:02:46.740]  intimidation we're going to give up
[01:02:46.740 --> 01:02:48.740]  and then as we intensify the fight
[01:02:48.740 --> 01:02:50.740]  they get really freaked out.
[01:02:50.740 --> 01:02:53.740]  Most people aren't bred for conflict.
[01:02:53.740 --> 01:02:55.740]  Most people don't handle it well.
[01:02:55.740 --> 01:02:58.740]  Conflict isn't, it's not comfortable.
[01:02:58.740 --> 01:03:00.740]  Chained equals pain and all that.
[01:03:00.740 --> 01:03:02.740]  But listen, I've been asking the questions here.
[01:03:02.740 --> 01:03:03.740]  I want to do this segment
[01:03:03.740 --> 01:03:04.740]  and then actually get back to your wife.
[01:03:04.740 --> 01:03:07.740]  Did your wife finally get her strawberry vape?
[01:03:07.740 --> 01:03:08.740]  Yes.
[01:03:08.740 --> 01:03:10.740]  I actually went right down the street
[01:03:10.740 --> 01:03:11.740]  to another vape shop.
[01:03:11.740 --> 01:03:13.740]  I was on the way home and just saw this like
[01:03:13.740 --> 01:03:16.740]  little bitty, kind of shack looking thing
[01:03:16.740 --> 01:03:17.740]  and I went in there.
[01:03:17.740 --> 01:03:19.740]  I don't know if you've seen the second video.
[01:03:19.740 --> 01:03:20.740]  There's actually three of them now.
[01:03:20.740 --> 01:03:22.740]  But the second one was at a video shop
[01:03:22.740 --> 01:03:24.740]  right across the street.
[01:03:24.740 --> 01:03:26.740]  Really nice girl.
[01:03:26.740 --> 01:03:29.740]  Mixed girl, she's a liberal Democrat
[01:03:29.740 --> 01:03:31.740]  and come to find out she'd never been in trouble
[01:03:31.740 --> 01:03:32.740]  with the law whatsoever
[01:03:32.740 --> 01:03:34.740]  and there she is standing there talking to me about it.
[01:03:34.740 --> 01:03:36.740]  She was just floored in the video.
[01:03:36.740 --> 01:03:37.740]  She was the first person to saw it
[01:03:37.740 --> 01:03:39.740]  as a matter of fact, names Casey.
[01:03:39.740 --> 01:03:41.740]  That's my next question.
[01:03:41.740 --> 01:03:42.740]  Your video cuts out.
[01:03:42.740 --> 01:03:43.740]  Why did it cut out?
[01:03:43.740 --> 01:03:45.740]  And then what happened next in there
[01:03:45.740 --> 01:03:47.740]  with this guy that wouldn't sell you strawberry vape?
[01:03:47.740 --> 01:03:49.740]  Well, nothing happened after that.
[01:03:49.740 --> 01:03:51.740]  I was cutting the video off as I was leaving.
[01:03:51.740 --> 01:03:52.740]  Right about the time I gave him the figure
[01:03:52.740 --> 01:03:54.740]  and told him the Trump was still his president,
[01:03:54.740 --> 01:03:56.740]  I was packing it up to leave.
[01:03:56.740 --> 01:03:59.740]  But you did try to let him sell you the product.
[01:03:59.740 --> 01:04:02.740]  Yeah, man, I tried to bargain with him.
[01:04:02.740 --> 01:04:04.740]  Dude, give me the thing and I won't call the cops.
[01:04:04.740 --> 01:04:05.740]  I won't call corporate.
[01:04:05.740 --> 01:04:07.740]  Just do your job.
[01:04:07.740 --> 01:04:09.740]  He wasn't having it.
[01:04:09.740 --> 01:04:11.740]  Just wasn't having it.
[01:04:11.740 --> 01:04:13.740]  He seemed totally disconnected
[01:04:13.740 --> 01:04:15.740]  because even if you're a tough guy
[01:04:15.740 --> 01:04:17.740]  on the wrong day or your ass kicked,
[01:04:17.740 --> 01:04:19.740]  he's like starting to fight with a pretty tough looking dude
[01:04:19.740 --> 01:04:21.740]  and yelling N word out.
[01:04:21.740 --> 01:04:22.740]  You know, that's on the video too.
[01:04:22.740 --> 01:04:24.740]  What was that about?
[01:04:24.740 --> 01:04:27.740]  Um, virtue signaling.
[01:04:27.740 --> 01:04:30.740]  Potentially maybe he was trying to gas up his customer
[01:04:30.740 --> 01:04:32.740]  to make a better sale
[01:04:32.740 --> 01:04:35.740]  and convince the customer that he was,
[01:04:35.740 --> 01:04:38.740]  I don't know, on the right side of the race garden,
[01:04:38.740 --> 01:04:40.740]  whatever.
[01:04:40.740 --> 01:04:42.740]  Didn't look like the right dude bought into it.
[01:04:42.740 --> 01:04:43.740]  We'll be right back.
[01:04:43.740 --> 01:04:44.740]  One more segment with our guest
[01:04:44.740 --> 01:04:46.740]  where he goes down the road to be with his wife
[01:04:46.740 --> 01:04:48.740]  and he works on cell towers all day on Sunday.
[01:04:48.740 --> 01:04:50.740]  I'm Alex Jones.
[01:04:50.740 --> 01:04:52.740]  Tomorrow's news today.
[01:04:52.740 --> 01:04:54.740]  Stay with us. We'll be right back.
[01:04:57.740 --> 01:05:00.740]  So as we prepare to close out 2018,
[01:05:00.740 --> 01:05:03.740]  just remember, this life is a test.
[01:05:03.740 --> 01:05:05.740]  And those of you that have been listening and watching
[01:05:05.740 --> 01:05:07.740]  and taking action, the victories of populism
[01:05:07.740 --> 01:05:10.740]  and nationalism and Christianity coming back from the dead
[01:05:10.740 --> 01:05:12.740]  and recognizing it's being persecuted,
[01:05:12.740 --> 01:05:15.740]  that's all because you are the core.
[01:05:15.740 --> 01:05:17.740]  Listening to M4 Wars around the world,
[01:05:17.740 --> 01:05:19.740]  the eyes and ears of liberty
[01:05:19.740 --> 01:05:23.740]  that were immune or at least resistant
[01:05:23.740 --> 01:05:25.740]  to the globalist programming.
[01:05:25.740 --> 01:05:27.740]  Everybody knows who studies this,
[01:05:27.740 --> 01:05:29.740]  that it's Christians, real Christians,
[01:05:29.740 --> 01:05:32.740]  who tend to be immune to the globalist brainwashing
[01:05:32.740 --> 01:05:34.740]  and who tend to see it.
[01:05:34.740 --> 01:05:36.740]  And that's why they're trying to eradicate you.
[01:05:36.740 --> 01:05:39.740]  But regardless, this fight is intensifying.
[01:05:39.740 --> 01:05:41.740]  2018 has been insane.
[01:05:41.740 --> 01:05:44.740]  2019 is going to be the big decision maker.
[01:05:44.740 --> 01:05:48.740]  And I am so honored to be here with you right beside me.
[01:05:48.740 --> 01:05:50.740]  Not behind us, but right beside us
[01:05:50.740 --> 01:05:51.740]  and at the heart of everything
[01:05:51.740 --> 01:05:52.740]  resisting these globalists.
[01:05:52.740 --> 01:05:54.740]  So whatever you do, take action and realize
[01:05:54.740 --> 01:05:57.740]  we're changing history together and I salute you.
[01:05:57.740 --> 01:06:01.740]  We've got it.
[01:06:05.740 --> 01:06:08.740]  Waging war on corruption.
[01:06:08.740 --> 01:06:13.740]  It's Alex Jones coming to you live
[01:06:13.740 --> 01:06:16.740]  from the front lines of the Info War.
[01:06:19.740 --> 01:06:22.740]  Well, I'm really glad that our producer Daria
[01:06:22.740 --> 01:06:25.740]  and others got the gentleman Ian Ferguson on.
[01:06:25.740 --> 01:06:27.740]  He's been the number one story this weekend
[01:06:27.740 --> 01:06:29.740]  on dredgerport.com.
[01:06:29.740 --> 01:06:31.740]  It's one of the top videos on YouTube, Facebook.
[01:06:31.740 --> 01:06:33.740]  It's everywhere.
[01:06:33.740 --> 01:06:36.740]  It's the top commented article on infowars.com.
[01:06:36.740 --> 01:06:41.740]  And he just walks into a vape shop in Atlanta, Georgia.
[01:06:41.740 --> 01:06:44.740]  He's a hard-working guy that works on cell towers.
[01:06:44.740 --> 01:06:46.740]  And again, a lot of you already saw this,
[01:06:46.740 --> 01:06:47.740]  but I'm recap from new viewers.
[01:06:47.740 --> 01:06:49.740]  He listens every 10 seconds.
[01:06:49.740 --> 01:06:53.740]  And he just shows up and this dude flips out on him
[01:06:53.740 --> 01:06:55.740]  and says, get out of here, racist.
[01:06:55.740 --> 01:06:57.740]  Get out of here, inward.
[01:06:57.740 --> 01:06:59.740]  And there's a black dude in the video going,
[01:06:59.740 --> 01:07:02.740]  hey man, he's trying to at a big vape shop.
[01:07:02.740 --> 01:07:04.740]  Hey dude, just sell him stuff.
[01:07:04.740 --> 01:07:05.740]  And the black dude totally gets it.
[01:07:05.740 --> 01:07:09.740]  It's again, it's weird white people who are leftist.
[01:07:09.740 --> 01:07:12.740]  Think it's like a magic word like hocus pocus.
[01:07:12.740 --> 01:07:13.740]  Or what is that?
[01:07:13.740 --> 01:07:14.740]  What's that guy's name?
[01:07:14.740 --> 01:07:15.740]  Harry Potter.
[01:07:15.740 --> 01:07:18.740]  He's got some magic word and you say it
[01:07:18.740 --> 01:07:21.740]  and they just think it does everything.
[01:07:21.740 --> 01:07:23.740]  So we'll tell you this gentleman's YouTube
[01:07:23.740 --> 01:07:25.740]  and his Facebook, so you can follow it.
[01:07:25.740 --> 01:07:27.740]  But he's just a regular, you know,
[01:07:27.740 --> 01:07:28.740]  citizen out there doing it.
[01:07:28.740 --> 01:07:30.740]  Here's the video clip of what happened.
[01:07:30.740 --> 01:07:33.740]  Here we are in exhale Vapor City in Tucker, Georgia.
[01:07:33.740 --> 01:07:36.740]  And I have just been asked to leave the store.
[01:07:36.740 --> 01:07:37.740]  He greeted me.
[01:07:37.740 --> 01:07:38.740]  That was nice.
[01:07:38.740 --> 01:07:40.740]  I did find the item that I wanted.
[01:07:40.740 --> 01:07:43.740]  And the next thing he said was that he'd like to leave.
[01:07:43.740 --> 01:07:45.740]  If you do not stop recording in my store,
[01:07:45.740 --> 01:07:47.740]  I'm going to call the police and ask you to leave now.
[01:07:47.740 --> 01:07:49.740]  Please call the, that'll be awesome.
[01:07:49.740 --> 01:07:50.740]  That'll be awesome.
[01:07:50.740 --> 01:07:51.740]  Alright.
[01:07:51.740 --> 01:07:52.740]  We can call Fox 5 and all sorts of stuff.
[01:07:52.740 --> 01:07:53.740]  I'd like to.
[01:07:53.740 --> 01:07:55.740]  I'd like to purchase something here.
[01:07:55.740 --> 01:07:59.740]  Please do call your boss because I will be calling corporate.
[01:07:59.740 --> 01:08:00.740]  Go for it.
[01:08:00.740 --> 01:08:03.740]  I am looking forward to releasing this video
[01:08:03.740 --> 01:08:05.740]  because I just want to purchase something.
[01:08:05.740 --> 01:08:06.740]  Get the.
[01:08:06.740 --> 01:08:07.740]  You.
[01:08:07.740 --> 01:08:08.740]  Get the.
[01:08:08.740 --> 01:08:09.740]  Get the.
[01:08:09.740 --> 01:08:10.740]  Get the.
[01:08:10.740 --> 01:08:11.740]  Get the.
[01:08:11.740 --> 01:08:12.740]  Get the.
[01:08:12.740 --> 01:08:13.740]  Get the.
[01:08:13.740 --> 01:08:14.740]  Get the.
[01:08:14.740 --> 01:08:15.740]  Get the.
[01:08:15.740 --> 01:08:16.740]  Get the.
[01:08:16.740 --> 01:08:17.740]  Get the.
[01:08:17.740 --> 01:08:18.740]  Get.
[01:08:18.740 --> 01:08:19.740]  Get the.
[01:08:19.740 --> 01:08:26.420]  or Pence or Rand Paul when like boom the spliffs pop out and yeah boom boom you
[01:08:26.420 --> 01:08:33.420]  deserve like 14 pipes 25 sunglasses everything else here Ian Ferguson
[01:08:33.420 --> 01:08:40.540]  because you absolutely people watch the whole video you totally pimp that guy
[01:08:40.540 --> 01:08:48.580]  in retrospect what I did was set myself up for a whole bunch of trouble I could
[01:08:48.580 --> 01:08:52.100]  have gone back to jail real easy it wouldn't have taken much for that all
[01:08:52.100 --> 01:08:59.020]  that anger management slip and here Ian is back in prison so I appreciate the
[01:08:59.020 --> 01:09:03.900]  credit and like gas in my head up but in reality I've got to stop with my
[01:09:03.900 --> 01:09:12.220]  situation no but this is America and Trump is our president and you know you
[01:09:12.220 --> 01:09:16.540]  have a right to wear a red white blue damn shirt I mean you know do we have a
[01:09:16.540 --> 01:09:21.260]  country left if you can't do this without some jerk get in your face all
[01:09:21.260 --> 01:09:24.540]  right now you're absolutely right it's freedom of speech thank God bless
[01:09:24.540 --> 01:09:28.460]  America I'll wear what I want I'll roll down the street and once one roller
[01:09:28.460 --> 01:09:32.660]  skating a pink thong if I want to it's America and yeah you're absolutely right
[01:09:32.660 --> 01:09:36.340]  he's got no right to say one way well now he's got every right to say whatever
[01:09:36.340 --> 01:09:41.460]  you want to write there's no right to attack you twice that's true well I was
[01:09:41.460 --> 01:09:44.300]  you it was I'm glad you had restraint because I've had him slap me in the head
[01:09:44.300 --> 01:09:48.460]  to it's never that hard and report coffee on me because I get I'm winning by
[01:09:48.460 --> 01:09:53.820]  letting him do it but how did you keep yourself from punching I've been to
[01:09:53.820 --> 01:09:58.380]  prison that's that's how I kept myself from doing it you get locked behind the
[01:09:58.380 --> 01:10:00.900]  walls with a couple guys that want to rape you in the middle of the night and
[01:10:00.900 --> 01:10:06.780]  have to poke a hole and you won't ever want to go back I promise you and that's
[01:10:06.780 --> 01:10:11.060]  the difference because you've been in the real world that SJW I bet still lives
[01:10:11.060 --> 01:10:14.340]  in mama's basement and I'm not bashing folks live with her mama but the point is
[01:10:14.340 --> 01:10:20.300]  this guy literally doesn't even know who he's messing with he doesn't as I can
[01:10:20.300 --> 01:10:23.020]  see the video I'm not just saying this I can tell you're you know you're you're
[01:10:23.020 --> 01:10:27.220]  chiseled to tough looking nice guy you're confident there's this little wimpy
[01:10:27.220 --> 01:10:31.980]  guy literally trying to like make himself big by threatening you virtue
[01:10:31.980 --> 01:10:35.260]  signaling me some black guy the black guy is looking at you and going hey man
[01:10:35.260 --> 01:10:39.860]  I'm not in the middle of this I mean this this video I think illustrates
[01:10:39.860 --> 01:10:48.140]  everything we're dealing with absolutely absolutely and I really can't speak to
[01:10:48.140 --> 01:10:52.500]  his mindset because I just I don't follow it there's no common ground for me
[01:10:52.500 --> 01:10:56.980]  to understand well the word is you know the company gets Atlanta's half
[01:10:56.980 --> 01:11:00.300]  conservatives they want to lose half their I'm glad the company didn't virtue
[01:11:00.300 --> 01:11:04.060]  signal and say that their guy was great they fired his ass instantly I mean I
[01:11:04.060 --> 01:11:09.700]  wonder what he's gonna do now I don't know honestly I'm considering starting
[01:11:09.700 --> 01:11:13.060]  to go fund me for him and I feel bad for the guy I know what it's like to be out
[01:11:13.060 --> 01:11:17.220]  of work let me tell you I would I would pay for the hotel on the time with that
[01:11:17.220 --> 01:11:21.460]  guy and I go if he would do an interview with you and like basically have a
[01:11:21.460 --> 01:11:26.020]  meeting almost like doctor whatever were you like hey I'm a human being he's a
[01:11:26.020 --> 01:11:30.020]  human being and we deprogram him would you be willing to meet with him with
[01:11:30.020 --> 01:11:35.060]  cameras and and and and you know for you guys to try to rehabilitate him yeah
[01:11:35.060 --> 01:11:40.460]  absolutely Alex you let me know man I'm a big fan you want me to help you do
[01:11:40.460 --> 01:11:46.420]  something I got you I mean I want to try to deprogram one of these people that
[01:11:46.420 --> 01:11:54.780]  best of luck you better call CA MK ultra no I agree well let me say this then you
[01:11:54.780 --> 01:11:59.260]  made a lot of great points Ian Ferguson going into this vape shop being attacked
[01:11:59.260 --> 01:12:03.540]  by libtard who we want to humanize but they they hate us so much that we it's
[01:12:03.540 --> 01:12:08.220]  hard they're like a crazy pit bull on PCP in closing you say you're not that
[01:12:08.220 --> 01:12:11.220]  smart you're damn smart what else you want to add about what's going on your
[01:12:11.220 --> 01:12:18.580]  YouTube your Facebook how folks follow you add me if you're not on that
[01:12:18.580 --> 01:12:22.220]  nonsense all right I'm married I've got kids I'm not trying to get in any more
[01:12:22.220 --> 01:12:26.820]  trouble with the law with my wife none of that mess feel free to add me follow
[01:12:26.820 --> 01:12:32.340]  me just don't come with that BS beyond that there's like a boycott going on for
[01:12:32.340 --> 01:12:37.660]  exhale vapes and that that mess needs to stop it's not their fault it was this
[01:12:37.660 --> 01:12:41.620]  pumpkin ginger that did this it wasn't exhale vapes y'all stop boycotting them
[01:12:41.620 --> 01:12:46.380]  all right it's not a bad company they're good people and that's good that's they
[01:12:46.380 --> 01:12:49.220]  fired him so I mean that's not their fault that they had it had at this
[01:12:49.220 --> 01:12:54.420]  person like they he had been sick hand before they even tracked me down I
[01:12:54.420 --> 01:12:57.780]  hadn't made it home before they were ringing my phone to let me know that
[01:12:57.780 --> 01:13:01.620]  he was gone so I mean if anybody's wondering yeah they took care of it they
[01:13:01.620 --> 01:13:05.740]  took care of it promptly and then they called it to find out what they could do
[01:13:05.740 --> 01:13:12.260]  to make my life easier so just tuned in Ian Ferguson in Atlanta recap in the
[01:13:12.260 --> 01:13:18.420]  next minute what happened for people that just tuned in recap what I went out
[01:13:18.420 --> 01:13:24.180]  and some Trump some Trump gear and a live tarp melted down I went to a vape shop
[01:13:24.180 --> 01:13:27.980]  and buddy refused me service and what screaming like it was most super saying
[01:13:27.980 --> 01:13:33.860]  it's crazy it's crazy well it's very very sad he's in his mom's basement right
[01:13:33.860 --> 01:13:37.940]  now wishing he'd grown up being a man please come on the show tomorrow you're
[01:13:37.940 --> 01:13:41.900]  probably working say hi to your wife for me and we look forward to talking to you
[01:13:41.900 --> 01:13:46.220]  again but thank you for videotape and as we can all see it thank you Ian
[01:13:46.220 --> 01:13:50.540]  Ferguson hey man thanks for having me Alex I really appreciate it appreciate
[01:13:50.540 --> 01:13:56.580]  you and it is crazy how almost anybody we talked to as a listener it is it is
[01:13:56.580 --> 01:14:04.940]  amazing and I man I look at that video you got this little bitty nerd like
[01:14:04.940 --> 01:14:08.780]  threatening this big dude and the guys laughing at him and the guy doesn't get
[01:14:08.780 --> 01:14:13.020]  how close he's getting to getting clocked and he just has no idea how he's like
[01:14:13.020 --> 01:14:17.420]  pushing and pushing and pushing and that's what these people do and that's
[01:14:17.420 --> 01:14:22.660]  why we don't want to smack them upside down we want to videotape them punching
[01:14:22.660 --> 01:14:26.560]  us a lot of people say oh you let them throw coffee on you let them punch
[01:14:26.560 --> 01:14:33.380]  you yeah because I'm showing what a pack of cowards they are let me tell you when
[01:14:33.380 --> 01:14:39.260]  they finally banned us off all the misocial networks we had no fewer than
[01:14:39.260 --> 01:14:46.660]  eight different reporters live on air covering Antifa physically attacking
[01:14:46.660 --> 01:14:53.220]  men women and children in Portland Oregon they'd already banned all our main
[01:14:53.220 --> 01:14:56.620]  accounts we had sub accounts with millions of views that day and it just
[01:14:56.620 --> 01:15:04.700]  showed the method scum they are and they got scared and they banned it doesn't
[01:15:04.700 --> 01:15:09.060]  make me want to give up that I'm being banned I'm in the right of course I'm
[01:15:09.060 --> 01:15:16.940]  being banned Google Apple all of them are on their knees to China the biggest
[01:15:16.940 --> 01:15:21.620]  murderers in history of their own people kissing their butts to get access to
[01:15:21.620 --> 01:15:31.340]  their market there's come to the earth they should be easily defeated you know
[01:15:31.340 --> 01:15:35.340]  Trump try to turn the economy off in two years it happens and he told you you
[01:15:35.340 --> 01:15:38.340]  like Democrats are gonna they're gonna kill it they're doing it now and now
[01:15:38.340 --> 01:15:45.420]  they're blaming Trump so you don't want America if you're that stupid and you
[01:15:45.420 --> 01:15:50.620]  want some basement dweller to be the enforcer of the left then okay fine I'm
[01:15:50.620 --> 01:15:57.620]  just here to make sure the alternative is laid out we'll be back we all know
[01:15:57.620 --> 01:16:02.020]  that the outside toxins in the water is a serious health issue info wars is
[01:16:02.020 --> 01:16:05.460]  proud to sell incredible filters but it's almost impossible to keep up with
[01:16:05.460 --> 01:16:09.460]  every faucet shower and sink in your home that's why we're bringing you
[01:16:09.460 --> 01:16:13.220]  something to provide clean water for your whole house with one system the
[01:16:13.220 --> 01:16:19.020]  pro pure whole house water filtration system is an advanced four-stage compact
[01:16:19.020 --> 01:16:22.980]  filtration system that will provide water filtration for your entire home
[01:16:22.980 --> 01:16:28.340]  removing 220 plus contaminants from your water it's compact in size easy to
[01:16:28.340 --> 01:16:32.760]  install and maintain and keeps fluoride and other dangerous toxins out of your
[01:16:32.760 --> 01:16:37.140]  water supply and away from you and your family with its broad spectrum
[01:16:37.140 --> 01:16:41.620]  contaminant reduction you'll only need this one filter for clean and refreshing
[01:16:41.620 --> 01:16:46.620]  water all over your home head to info wars stored calm and whether it's your
[01:16:46.620 --> 01:16:50.140]  first water filtration purchase or you're looking to replace your current
[01:16:50.140 --> 01:16:54.980]  rundown systems it's time to go big and go home with the pro pure whole house
[01:16:54.980 --> 01:16:59.660]  filtration system today we're bringing back one of the biggest fan favorite
[01:16:59.660 --> 01:17:05.580]  formulas we've ever offered with even better ingredients ultimate bone broth
