[00:00:00.000 --> 00:00:05.000]  InfoWars. Tomorrow's news. Today.
[01:04:05.379 --> 01:04:09.620]  But it's important he set up this preface because everything happening to Trump's been done to
[01:04:09.620 --> 01:04:14.060]  Roger, and they admit it was all a fraud, just like the five or six or seven other witch hunts on
[01:04:14.060 --> 01:04:20.819]  Trump. And they do it again and again, and they get more desperate and more ridiculous and more
[01:04:20.819 --> 01:04:25.500]  insane as they tiptoe up towards the assassination of President Trump.
[01:04:25.500 --> 01:04:31.140]  But make no mistake, they're trying to steal the election 2024 right now in front of us.
[01:04:31.140 --> 01:04:33.540]  He talked to the president today, live on air, he talked to him off air.
[01:04:33.819 --> 01:04:36.180]  We'll see what spirits Trump is in and where this is all going.
[01:04:36.180 --> 01:04:38.859]  And now we're more than 48 hours into this indictment.
[01:04:38.859 --> 01:04:41.220]  The public is really responding angrily.
[01:04:41.580 --> 01:04:47.299]  It's backfiring even bigger than Alvin Bragg and the kangaroo operation there in the state of
[01:04:47.299 --> 01:04:55.140]  New York. So this Jack Smith character is is is really stepped in the you know what?
[01:04:55.299 --> 01:04:56.339]  We'll be right back. Stay with us.
[01:04:56.339 --> 01:05:06.339]  In the early 1900s, certain companies were off gassing highly toxic fluoride gases into the
[01:05:06.339 --> 01:05:09.819]  atmosphere. The surrounding communities began to get sick.
[01:05:09.899 --> 01:05:16.660]  Laws were enacted to compel these corporations to install scrubbers to convert these gases into
[01:05:16.660 --> 01:05:20.580]  fluorosilicic acid, still highly toxic, but containable.
[01:05:20.660 --> 01:05:25.700]  Now, these companies had a stockpile of this poison and there was no affordable way to
[01:05:25.700 --> 01:05:30.859]  dispose of it. Lucky for them, one of their major stockholders was also the secretary of the
[01:05:30.859 --> 01:05:34.779]  Treasury, who was responsible for the Public Health Service at the time.
[01:05:34.980 --> 01:05:36.899]  And by 1950, the U.S.
[01:05:36.899 --> 01:05:42.859]  government began buying this toxic, untreated industrial waste product and dumping it into our
[01:05:42.859 --> 01:05:48.779]  drinking water. Reputable studies show that it's causing various cancers and other disease.
[01:05:49.140 --> 01:05:54.939]  With the Alexa Pure Pro, you can have clean drinking water and a remedy to this madness
[01:05:55.220 --> 01:05:58.460]  available now at Infowarsstore.com.
[01:06:13.259 --> 01:06:18.580]  From the front lines of the information war, it's Alex Jones.
[01:06:19.580 --> 01:06:26.980]  Well, just hours ago, Roger Stone, top political analyst, Donald Trump, over many, many years
[01:06:27.259 --> 01:06:32.420]  interviewed the man that pardoned him for his political prosecution a few years ago.
[01:06:32.819 --> 01:06:35.500]  And here's a few minutes of Roger interviewing the president.
[01:06:35.700 --> 01:06:37.740]  We're going to post the full interview on Infowars.com.
[01:06:37.740 --> 01:06:43.220]  We've got a lot more to talk with Roger about who's live with us via video uplink right now.
[01:06:43.220 --> 01:06:45.299]  But here's part of that WABC interview.
[01:06:46.180 --> 01:06:53.020]  Now it is my honor to welcome the 45th president of the United States, Donald J.
[01:06:53.100 --> 01:06:53.580]  Trump.
[01:06:54.779 --> 01:06:56.299]  Well, Roger, thank you very much.
[01:06:56.299 --> 01:06:58.660]  It's my honor to be doing your first show.
[01:06:58.660 --> 01:07:00.380]  Your show is going to be very successful.
[01:07:00.380 --> 01:07:04.460]  I know you. You have a lot to say, but a lot of smart things to say.
[01:07:04.460 --> 01:07:06.380]  And I think you're going to have a tremendous success.
[01:07:06.380 --> 01:07:10.540]  So it's my honor to be on your first show and I guess your first guest.
[01:07:11.420 --> 01:07:13.740]  Mr. President, I cannot thank you enough.
[01:07:13.740 --> 01:07:15.140]  Let's get right into it.
[01:07:15.420 --> 01:07:17.020]  Cause there is so much news.
[01:07:17.660 --> 01:07:20.540]  I saw you yesterday on the stump.
[01:07:20.540 --> 01:07:25.420]  I really think your speech in Georgia was one of the best stump speeches I've ever seen you give.
[01:07:25.420 --> 01:07:28.700]  And I'm a longtime observer of the Trump magic.
[01:07:28.980 --> 01:07:32.020]  I saw it when we went to New Hampshire in 1988.
[01:07:32.859 --> 01:07:38.140]  You were never that interested in running for president that year, but I really wanted you to run.
[01:07:38.580 --> 01:07:44.299]  But I saw the chemistry that you had with voters, an ability to reach voters that, let's face it,
[01:07:44.299 --> 01:07:48.140]  Mitt Romney, John McCain could never reach.
[01:07:49.380 --> 01:07:55.500]  It is therefore extraordinary to me that now, when you are the overwhelming favorite for
[01:07:55.500 --> 01:08:01.700]  renomination and leading Joe Biden in the general election polls, that special counsel
[01:08:01.700 --> 01:08:07.580]  Jack Smith has dropped an indictment on the exact same day that House Republicans
[01:08:07.580 --> 01:08:13.660]  discovered undisputed evidence that Vice President Joe Biden and his son each took
[01:08:13.660 --> 01:08:20.059]  $5 million bribes to ensure that Biden would pressure a Ukrainian government to fire a
[01:08:20.059 --> 01:08:26.940]  prosecutor who was investigating corruption in Ukraine involving Hunter Biden and
[01:08:26.940 --> 01:08:29.700]  Burisma. Is this a coincidence, Mr.
[01:08:29.700 --> 01:08:30.180]  President?
[01:08:31.940 --> 01:08:33.219]  So I don't think so.
[01:08:33.219 --> 01:08:35.420]  I think they are bad people.
[01:08:35.420 --> 01:08:36.500]  I think they're thugs.
[01:08:37.420 --> 01:08:40.580]  If you remember, this was the learner.
[01:08:40.580 --> 01:08:45.420]  This was the person that was so I guess it's Lois Lerner.
[01:08:46.500 --> 01:08:51.660]  It was a disaster for Christians, for evangelicals and for people of faith.
[01:08:52.340 --> 01:08:54.940]  He was horrible. He was just absolutely horrible.
[01:08:54.940 --> 01:08:59.260]  I saw him yesterday. He was shaking and very nervous at the podium.
[01:08:59.260 --> 01:09:04.860]  He spoke for two and a half minutes and he couldn't get off fast enough because, you know, he has the
[01:09:04.860 --> 01:09:08.139]  power of the Justice Department and he plays that big because he's a bully.
[01:09:08.740 --> 01:09:12.460]  But he he's had a lot of losses and this is a disgrace.
[01:09:12.460 --> 01:09:13.620]  This thing is a disgrace.
[01:09:13.620 --> 01:09:18.860]  And virtually everybody other than a lowlife like Bill Bill Barr, who I, as you know, I
[01:09:18.860 --> 01:09:20.380]  terminated because he was gutless.
[01:09:20.380 --> 01:09:22.059]  He wouldn't do what you're supposed to do.
[01:09:22.660 --> 01:09:26.780]  But everybody says this is a disgraceful indictment.
[01:09:26.780 --> 01:09:27.740]  It shouldn't happen.
[01:09:28.059 --> 01:09:32.860]  It was done for political reasons, but it was also done, I guess, to cover up the kind of a
[01:09:32.860 --> 01:09:37.100]  massive crime that's now being revealed by the Republicans in the House.
[01:09:37.100 --> 01:09:41.420]  It's it's incredible when you look at what happened, when you look at the kind of money that
[01:09:41.420 --> 01:09:45.340]  flows into the Biden family and to Joe Biden, by the way.
[01:09:45.860 --> 01:09:48.139]  And so they wanted to do a distraction.
[01:09:48.260 --> 01:09:53.780]  They'll probably come up with a jaywalking charge on Hunter in the not too distant future,
[01:09:53.780 --> 01:09:56.260]  you know, a very small charge so they can say, well, it's fair.
[01:09:56.700 --> 01:09:59.260]  But this is a very unfair situation.
[01:09:59.260 --> 01:10:02.620]  We're living in a very, very corrupt country.
[01:10:02.620 --> 01:10:03.700]  We have open borders.
[01:10:03.700 --> 01:10:05.620]  We have horrible elections.
[01:10:05.620 --> 01:10:07.180]  I mean, just horrible elections.
[01:10:07.940 --> 01:10:11.580]  You take a look at what went on in the Trump is the fanfare for the common man.
[01:10:11.580 --> 01:10:12.620]  We're going to skip the network breaks.
[01:10:12.620 --> 01:10:13.820]  We have more time with Roger Stone.
[01:10:13.820 --> 01:10:16.139]  But I wanted to play some of this powerful interview.
[01:10:16.540 --> 01:10:17.500]  We're live right now.
[01:10:17.500 --> 01:10:22.820]  But once Roger's off with us, we're going to take this interview and post a video with the
[01:10:22.820 --> 01:10:28.340]  entire Roger Stone Trump interview up there for you to see that and to share that.
[01:10:28.660 --> 01:10:30.740]  Roger, I want to get into this case.
[01:10:30.740 --> 01:10:32.420]  I want to get into Jack Smith.
[01:10:32.420 --> 01:10:33.900]  I want to get into their desperation.
[01:10:34.900 --> 01:10:38.620]  I want to get into the timing and what you've learned since this happens as we talk Friday.
[01:10:38.620 --> 01:10:40.660]  We know a lot, a lot more now.
[01:10:40.660 --> 01:10:42.980]  But the bottom line is this.
[01:10:42.980 --> 01:10:44.380]  And I want to just say this to my listeners.
[01:10:44.820 --> 01:10:48.460]  Nobody is more upset at Trump about some things he's done than I am.
[01:10:49.540 --> 01:10:50.940]  But Trump is a good guy.
[01:10:50.940 --> 01:10:51.780]  The deep state hates him.
[01:10:51.780 --> 01:10:52.500]  It's coming after him.
[01:10:53.059 --> 01:10:59.900]  But regardless, this is to keep us from voting for who is in the front runner position.
[01:11:00.940 --> 01:11:02.340]  They stole the last election.
[01:11:02.900 --> 01:11:05.340]  They're trying to declare the American people their enemy.
[01:11:05.540 --> 01:11:08.300]  And white supremacist terrorists are saying the same thing about Trump.
[01:11:08.580 --> 01:11:12.300]  If they can do this, they will be emboldened to a level never foreseen.
[01:11:12.540 --> 01:11:13.580]  So it's true what he says.
[01:11:13.580 --> 01:11:14.460]  They're not coming after him.
[01:11:14.460 --> 01:11:15.860]  They're trying to get through him to get to us.
[01:11:16.300 --> 01:11:20.580]  We cannot allow them to railroad an elected president and a major political candidate.
[01:11:20.740 --> 01:11:23.260]  This is not the stuff of just banana republics.
[01:11:23.260 --> 01:11:26.260]  This is the stuff of North Korea that we're witnessing.
[01:11:26.420 --> 01:11:34.100]  So we have to absolutely get behind Trump through this and not be distracted with the
[01:11:34.100 --> 01:11:36.780]  fact that he wasn't perfect on policy or he should have done this.
[01:11:37.019 --> 01:11:37.820]  He should have done that.
[01:11:38.139 --> 01:11:41.420]  Because the deep state, if they're able to take him out, they're never going to take
[01:11:41.420 --> 01:11:42.660]  their boot off our neck, Roger.
[01:11:44.380 --> 01:11:45.940]  Alex, I agree with you.
[01:11:45.980 --> 01:11:47.700]  I mean, look, there's a video out there.
[01:11:47.700 --> 01:11:52.620]  You can locate it several months ago where Joe Biden just openly blurts it out.
[01:11:52.660 --> 01:11:53.580]  Well, don't worry about Trump.
[01:11:53.580 --> 01:11:55.460]  We're not going to allow him to run.
[01:11:55.700 --> 01:11:57.740]  That's what this is really about.
[01:11:58.180 --> 01:12:05.460]  And I imagine that they are increasingly hysterical to see polls, respectable
[01:12:05.460 --> 01:12:11.219]  polls, legitimate polls, polls whose methodology I respect, showing that Donald
[01:12:11.219 --> 01:12:14.380]  Trump has a hefty lead against Joe Biden.
[01:12:14.380 --> 01:12:19.980]  This is a direct manifestation of the impact of the Biden policies on America.
[01:12:20.260 --> 01:12:26.500]  Record energy prices, food shortages, record inflation, a disastrous foreign
[01:12:26.500 --> 01:12:31.780]  policy where we're shipping billions of dollars to Ukraine, but not keeping track
[01:12:31.780 --> 01:12:36.500]  of where the money's going, inching us closer and closer and closer to World War
[01:12:36.500 --> 01:12:39.260]  Three. The Chinese are emboldened.
[01:12:39.540 --> 01:12:41.219]  They're buying up half of America.
[01:12:41.219 --> 01:12:47.500]  They're buying up the prime ranch land, farmland, bridges, tunnels, public
[01:12:47.500 --> 01:12:51.100]  facilities, highways across the country.
[01:12:51.780 --> 01:12:56.300]  And the American people, I think, are now realizing that the election of Joe
[01:12:56.300 --> 01:12:59.900]  Biden, to the extent that they elected him, was a massive mistake.
[01:13:00.620 --> 01:13:07.660]  But the cabal, the media Democrat party cabal, which is broader than that, it
[01:13:07.660 --> 01:13:13.700]  really is a two-party cabal, the two-party duopoly, I call them, recognize that Trump
[01:13:13.700 --> 01:13:18.620]  still has rock hard support among working class Americans.
[01:13:18.900 --> 01:13:22.700]  As I said in the interview, those voters that Mitt Romney and John
[01:13:22.700 --> 01:13:27.019]  McCain could never reach, and it is without denial.
[01:13:27.019 --> 01:13:33.420]  Look at the CBS poll today, post-indictment poll, Trump lengthens his lead over
[01:13:33.420 --> 01:13:39.620]  Governor DeSantis to 61-23, with 14% saying that they lean to Trump.
[01:13:39.820 --> 01:13:42.580]  That would put Trump at 75%.
[01:13:42.860 --> 01:13:47.940]  This is a new, different Republican party than we had under the Bushes.
[01:13:48.139 --> 01:13:52.100]  So they have done what they did with me, what they did with General
[01:13:52.100 --> 01:13:55.620]  Flynn, what they did to George Papadopoulos and others.
[01:13:56.139 --> 01:13:57.340]  This is lawfare.
[01:13:57.340 --> 01:14:01.660]  They're going to use the full weight of the judiciary system, the judicial
[01:14:01.660 --> 01:14:09.780]  system, to try to somehow delimitate Donald Trump as a candidate, either by
[01:14:09.780 --> 01:14:15.219]  disqualifying him or making it impossible for him to campaign because he's tied up
[01:14:15.219 --> 01:14:20.059]  with a trial, he's gagged, there are restrictions on his movement, and so on.
[01:14:20.100 --> 01:14:23.219]  This is a, it's a naked political play.
[01:14:23.580 --> 01:14:27.900]  Biden blurted it out as, you know, Alzheimer patients sometimes
[01:14:27.900 --> 01:14:29.820]  do, a week, months ago.
[01:14:29.820 --> 01:14:30.900]  I've seen that.
[01:14:30.900 --> 01:14:34.219]  And by the way, since you mentioned he's done it several times, I think this is the
[01:14:34.219 --> 01:14:38.380]  clip you're talking about, it's only 41 seconds long, so I like to show folks
[01:14:38.420 --> 01:14:40.139]  things when we can get it from the archive quickly.
[01:14:40.380 --> 01:14:41.139]  A great job, crew.
[01:14:41.139 --> 01:14:41.580]  Here it is.
[01:14:43.300 --> 01:14:48.980]  G7 conversation was tied to your predecessor, who is about to launch another
[01:14:48.980 --> 01:14:49.740]  campaign.
[01:14:49.740 --> 01:14:56.180]  So how do you reassure them if that is the reason for their questioning, that the
[01:14:56.180 --> 01:14:59.380]  former president will not return, that his political movement, which is still very
[01:14:59.380 --> 01:15:03.420]  strong, will not once again take power in the United States?
[01:15:04.139 --> 01:15:12.980]  Well, we just have to demonstrate that he will not take power by, if we, if he does
[01:15:12.980 --> 01:15:19.780]  run, making sure he, under legitimate efforts of our Constitution, does not become
[01:15:19.780 --> 01:15:20.780]  the next president again.
[01:15:24.540 --> 01:15:27.580]  By the way, Trump should show that to the jury, if it ever gets there.
[01:15:27.820 --> 01:15:31.219]  Here's the sitting president saying, through the legitimate efforts of the
[01:15:31.219 --> 01:15:34.219]  Justice Department, knowing the outcome that he runs an agency.
[01:15:34.219 --> 01:15:35.900]  And this is just ridiculous.
[01:15:36.300 --> 01:15:37.620]  I'm glad you raised that, Roger.
[01:15:37.780 --> 01:15:38.660]  I've forgotten that.
[01:15:38.860 --> 01:15:39.700]  Is that the clip you wanted?
[01:15:40.700 --> 01:15:43.180]  Yeah, it's exactly the clip that I was referring to.
[01:15:43.180 --> 01:15:45.780]  And now you see it coming true.
[01:15:46.460 --> 01:15:52.820]  And as I said on the Stone Zone show, at StoneZone.live on Friday, and I had a nice
[01:15:52.820 --> 01:15:57.460]  clip of Judge Adrian Napolitano, mutual friend of ours, who says, look, I don't
[01:15:57.460 --> 01:15:59.380]  think that this is the end of the indictments.
[01:15:59.900 --> 01:16:03.780]  The fact that they brought these indictments in Florida is probably not the end.
[01:16:04.100 --> 01:16:07.540]  They may yet bring indictments against the president in the District of Columbia
[01:16:08.019 --> 01:16:12.580]  pertaining again to his handling of documents, or perhaps pertaining to alleged
[01:16:12.580 --> 01:16:14.780]  actions on January 6th.
[01:16:15.500 --> 01:16:19.820]  We expect there to be some charges against him in the state of Georgia, which are
[01:16:19.820 --> 01:16:24.380]  particularly bogus, because I've listened to that tape multiple times.
[01:16:24.660 --> 01:16:31.300]  He did not tell the Secretary of State to go out and find 11,870 votes.
[01:16:31.540 --> 01:16:36.740]  He told them that he had inadvertently already counted that number of illegal
[01:16:36.740 --> 01:16:42.219]  ballots. And once you properly discarded him, he would have carried the state.
[01:16:42.219 --> 01:16:43.860]  Sure. They knew the number was out there.
[01:16:43.860 --> 01:16:45.059]  He said, go enforce the law.
[01:16:45.100 --> 01:16:46.780]  So it's a Samson moment.
[01:16:46.780 --> 01:16:48.019]  They can gouge his eyes out.
[01:16:48.019 --> 01:16:49.139]  They can cut his hair off.
[01:16:49.139 --> 01:16:51.980]  They can do everything. The point is, he's now in the temple with his hands on the
[01:16:51.980 --> 01:16:55.540]  pillars. Don't they see, because I saw the talking point Thursday and Friday and
[01:16:55.540 --> 01:16:59.380]  Saturday and today. Oh, this isn't like the last indictment with Bragg, this one.
[01:16:59.380 --> 01:17:00.660]  No one's going to back him now.
[01:17:00.780 --> 01:17:01.900]  He'll go down in polls.
[01:17:01.900 --> 01:17:03.019]  Republicans are going to abandon him.
[01:17:03.219 --> 01:17:06.019]  Instead, biggest surge to 70-something points.
[01:17:06.300 --> 01:17:08.380]  He's like King Kong next to a midget.
[01:17:08.660 --> 01:17:11.300]  I mean, don't they get this isn't working?
[01:17:12.660 --> 01:17:15.620]  I don't think they do, because it's counterintuitive.
[01:17:15.620 --> 01:17:19.500]  It is. But then everything about Trump is counterintuitive.
[01:17:19.500 --> 01:17:21.580]  He's a natural phenomenon.
[01:17:21.580 --> 01:17:25.420]  And what was amazing about him today was how cool he was.
[01:17:25.420 --> 01:17:28.340]  I mean, first of all, this guy is 76 years old.
[01:17:28.340 --> 01:17:32.300]  He put in a day yesterday that would have worn me out.
[01:17:32.300 --> 01:17:37.019]  I mean, he gave a speech in Georgia early in the day, gave a speech in North Carolina
[01:17:37.019 --> 01:17:38.139]  late in the day.
[01:17:38.340 --> 01:17:44.500]  He visited a Waffle House, which was trending on Twitter, and he showed up in Florida
[01:17:44.500 --> 01:17:47.180]  late at night, still looking fresh as a daisy.
[01:17:47.219 --> 01:17:50.300]  I mean, his energy level is extraordinary.
[01:17:50.540 --> 01:17:55.940]  The stress level of knowing that they're trying to put you in jail for 900 years, which
[01:17:55.940 --> 01:18:02.260]  would be the total of the sentence under all these charges, if convicted, would slow
[01:18:02.260 --> 01:18:03.700]  down a lesser man.
[01:18:03.700 --> 01:18:05.500]  And look, I have said this on your show.
[01:18:05.500 --> 01:18:06.660]  I work for Richard Nixon.
[01:18:06.900 --> 01:18:08.139]  I work for Bob Dole.
[01:18:08.380 --> 01:18:10.820]  Both very, very tough guys.
[01:18:11.139 --> 01:18:12.460]  Nothing compared to Trump.
[01:18:12.980 --> 01:18:15.580]  He just, I mean, he's energized by the fight.
[01:18:15.820 --> 01:18:18.100]  He's energized in a crisis.
[01:18:18.740 --> 01:18:22.139]  And he was very relaxed today, very responsive.
[01:18:22.139 --> 01:18:23.420]  We had a full discussion.
[01:18:23.980 --> 01:18:28.860]  He basically, I confronted him with the fact that Bill Barr knew completely, had seen
[01:18:28.860 --> 01:18:35.620]  documentation of this treason, of this corruption by Joe Biden, that Joe and Hunter
[01:18:35.620 --> 01:18:42.300]  both got $5 million wired to them in return for assuring that this Ukrainian prosecutor
[01:18:42.300 --> 01:18:46.100]  was fired, who was looking into Burisma and Hunter Biden.
[01:18:46.100 --> 01:18:47.300]  And I haven't heard the whole interview yet.
[01:18:47.300 --> 01:18:49.059]  Did he say he's going to hammer that point?
[01:18:50.219 --> 01:18:53.820]  He hammered it. He had ad nauseum today.
[01:18:53.900 --> 01:18:55.300]  Were you able to ask my question?
[01:18:55.540 --> 01:18:58.380]  Because I think it's important because he's done it before and it always goes viral.
[01:18:58.380 --> 01:19:01.180]  It's true. He goes, I told you what would happen if Biden got in there.
[01:19:01.180 --> 01:19:04.660]  He predicted everything that would happen and then predict if he doesn't get reelected
[01:19:04.660 --> 01:19:05.860]  or they stop him. What's going to happen?
[01:19:05.860 --> 01:19:08.700]  Were you able to ask that? I did not get that far.
[01:19:08.700 --> 01:19:10.420]  I had it in my list.
[01:19:10.460 --> 01:19:14.940]  But he gave me more time than I expected, for which I was very grateful.
[01:19:15.580 --> 01:19:17.540]  But here's what bothers me, Alex.
[01:19:19.019 --> 01:19:23.260]  I specifically asked him about protests on Tuesday in Miami.
[01:19:23.260 --> 01:19:28.860]  I specifically said any protest must be peaceful, civil and legal.
[01:19:29.100 --> 01:19:30.860]  I said it on the air.
[01:19:31.100 --> 01:19:32.340]  Rolling Stone headline.
[01:19:32.580 --> 01:19:34.139]  Trump calls for protests.
[01:19:34.260 --> 01:19:35.260]  Read the whole story.
[01:19:35.420 --> 01:19:37.219]  My quote is completely excised.
[01:19:37.219 --> 01:19:39.700]  It's not included. Why would Rolling Stone do that?
[01:19:39.700 --> 01:19:43.580]  Why would they leave out that crucial part of the headlines everywhere?
[01:19:43.580 --> 01:19:45.139]  Trump supporters call for violence.
[01:19:45.139 --> 01:19:48.940]  And then it's anonymous comments on on on like 4chan.
[01:19:48.940 --> 01:19:50.059]  It's just totally made up.
[01:19:51.460 --> 01:19:57.580]  Anybody who goes to Miami on Tuesday needs to keep it civil, legal, peaceful.
[01:19:57.700 --> 01:20:00.100]  Not everybody wearing a MAGA hat is your friend.
[01:20:00.100 --> 01:20:00.980]  Just remember that.
[01:20:01.980 --> 01:20:05.740]  Make your voices heard, but do so in orderly and legal fashion.
[01:20:05.740 --> 01:20:08.019]  Any Ray Epps types that try it are going to have a big problem.
[01:20:08.019 --> 01:20:09.019]  But absolutely.
[01:20:09.380 --> 01:20:10.620]  You didn't walk into the trap.
[01:20:10.620 --> 01:20:11.580]  You had a bad feeling.
[01:20:11.580 --> 01:20:12.380]  Couldn't get to the crowds.
[01:20:12.380 --> 01:20:12.780]  You didn't go.
[01:20:12.780 --> 01:20:13.380]  January six.
[01:20:13.540 --> 01:20:14.139]  I got there.
[01:20:14.139 --> 01:20:14.860]  Try to stop it.
[01:20:15.019 --> 01:20:17.300]  And then they still try to put us in jail saying we ran that.
[01:20:17.460 --> 01:20:20.740]  When now do you see the congressman now released a video of the police?
[01:20:20.740 --> 01:20:26.100]  They're DC police, not capital police ordering, commanding people to go in and
[01:20:26.100 --> 01:20:27.019]  going into the building.
[01:20:27.460 --> 01:20:29.700]  So it's all coming out that indeed this was staged.
[01:20:30.660 --> 01:20:31.660]  I saw it.
[01:20:31.660 --> 01:20:33.660]  It's the whole thing is a fugazi.
[01:20:33.660 --> 01:20:35.500]  There's no question about it.
[01:20:35.540 --> 01:20:38.059]  But they would love to stage another one.
[01:20:38.340 --> 01:20:43.700]  And therefore for patriots or any citizen who goes to Miami on Tuesday, which you
[01:20:43.700 --> 01:20:49.139]  have an absolute first amendment right to do, keep in mind that it must be peaceful.
[01:20:49.180 --> 01:20:50.180]  It must be civil.
[01:20:50.460 --> 01:20:54.900]  And it must, and it must be legal in order to make it effective.
[01:20:54.900 --> 01:20:57.019]  Do not get stampeded.
[01:20:57.019 --> 01:21:02.340]  Do not get, do not get tricked into doing something that gets flipped back
[01:21:02.340 --> 01:21:04.139]  around against the president.
[01:21:04.500 --> 01:21:06.180]  You can hurt him more than you can help him.
[01:21:06.180 --> 01:21:07.780]  If you can't go there to behave yourself.
[01:21:08.100 --> 01:21:13.380]  Um, Laura Loomer has done an amazing job as has Alex Oteola and others of
[01:21:13.380 --> 01:21:15.660]  organizing will go.
[01:21:15.700 --> 01:21:19.580]  People are coming from all over South Florida, all over the country, but it
[01:21:19.580 --> 01:21:22.180]  will only be effective if it is orderly.
[01:21:22.180 --> 01:21:23.019]  I totally agree.
[01:21:23.019 --> 01:21:27.059]  And you're getting ahead of that because if a car backfires, you and I and Trump
[01:21:27.340 --> 01:21:29.420]  will be blind and we'll have a special counsel trying to indict us.
[01:21:29.420 --> 01:21:32.219]  And you know, we'll, we'll be doing subpoenas for the next two years.
[01:21:32.219 --> 01:21:37.059]  So let's talk about, uh, Fredo, who I know you're friends with coming
[01:21:37.059 --> 01:21:38.180]  out and saying, this is wrong.
[01:21:38.420 --> 01:21:40.100]  Barney Frank coming out and saying it's wrong.
[01:21:40.340 --> 01:21:43.500]  A bunch of Republican governors, the Virginia governor saying it's wrong.
[01:21:43.780 --> 01:21:48.540]  Not as many as last time with, uh, the kangaroo operation in New York, but a lot
[01:21:48.540 --> 01:21:51.780]  of Republicans are telling the truth, but also a lot of Democrats are saying
[01:21:52.019 --> 01:21:54.219]  this is really dangerous in 250 years.
[01:21:54.420 --> 01:21:55.380]  This has never been done.
[01:21:55.380 --> 01:21:57.260]  Do you want to elaborate on why it's never been done?
[01:21:58.460 --> 01:22:01.540]  Uh, yeah, look, I think it's always been understood that, uh, the
[01:22:01.540 --> 01:22:05.420]  department of justice, uh, would not, uh, levy charges against someone who
[01:22:05.420 --> 01:22:08.900]  was a candidate for federal office in the period before that election.
[01:22:08.900 --> 01:22:11.340]  It has always been a long standing policy.
[01:22:11.340 --> 01:22:17.580]  But, uh, as I understand it, the, the special counsel actually subpoenaed
[01:22:17.580 --> 01:22:22.700]  Trump's lawyers, got a DC judge to order that the lawyers had to violate the
[01:22:22.700 --> 01:22:27.139]  attorney client privilege and testify against Trump as if there is no sixth
[01:22:27.139 --> 01:22:29.540]  amendment, I I've never heard of such thing.
[01:22:29.540 --> 01:22:31.900]  I don't know how they justify that.
[01:22:31.900 --> 01:22:32.780]  Now I'm not a lawyer.
[01:22:32.940 --> 01:22:35.700]  I haven't read the indictment in detail.
[01:22:35.700 --> 01:22:39.340]  I'm reading some excellent, Jonathan Turley had an excellent piece on it, uh,
[01:22:39.380 --> 01:22:44.820]  and others, but I think everybody, uh, misunderstands that if this was meant
[01:22:44.820 --> 01:22:48.540]  to take Donald Trump down, all you've done is turbocharge his campaign.
[01:22:48.860 --> 01:22:50.900]  All you have done is made him stronger.
[01:22:50.900 --> 01:22:52.300]  He is more resolute.
[01:22:52.300 --> 01:22:54.500]  I specifically asked him today, look, Mr.
[01:22:54.500 --> 01:22:56.019]  President, I got to ask this question.
[01:22:56.019 --> 01:22:57.380]  I've known you 44 years.
[01:22:57.500 --> 01:23:01.300]  I think I know the answer, but is there any circumstance whatsoever
[01:23:01.460 --> 01:23:02.980]  that you would drop out of this race?
[01:23:03.180 --> 01:23:06.100]  And he said, no, absolutely not under no condition.
[01:23:06.340 --> 01:23:09.180]  So, and I believe that to be, by the way, congratulations on
[01:23:09.180 --> 01:23:10.139]  getting that giant interview.
[01:23:10.139 --> 01:23:13.580]  Everything you said in the interviews, a headline everywhere, but you, but you've
[01:23:13.580 --> 01:23:15.860]  got to read to the bottom of the article to see it was your interview, but
[01:23:15.860 --> 01:23:18.660]  literally I've seen like a hundred articles that quote your interviews.
[01:23:18.660 --> 01:23:19.460]  So it's exploded.
[01:23:20.780 --> 01:23:24.540]  Well, I was honored to have him and he gave me more time than I expected to.
[01:23:25.059 --> 01:23:29.940]  But it was a wide ranging interview and he's absolutely about right.
[01:23:29.980 --> 01:23:33.900]  This is about keeping the disastrous policies that the country
[01:23:33.900 --> 01:23:36.180]  is suffering from today in place.
[01:23:36.380 --> 01:23:40.139]  I asked him specifically why, because I think this is a key point.
[01:23:41.219 --> 01:23:44.580]  Eisenhower was elected on a pledge to end the war in Korea.
[01:23:44.940 --> 01:23:47.700]  Nixon was elected on a pledge to end the war in Vietnam.
[01:23:48.059 --> 01:23:50.100]  Trump has pledged to end the war in Ukraine.
[01:23:50.380 --> 01:23:54.700]  He is the one person uniquely situated and qualified to do so.
[01:23:54.740 --> 01:23:57.300]  He is the one who cut off the Russian pipeline.
[01:23:57.620 --> 01:24:02.219]  He is the one who supplied offensive weapons to the Ukrainians.
[01:24:02.420 --> 01:24:07.620]  He is the one who told Vladimir Putin to his face, attack Ukraine
[01:24:07.780 --> 01:24:09.019]  and we will attack you.
[01:24:09.420 --> 01:24:13.059]  And as he said in numerous interviews, Putin didn't know whether I was kidding
[01:24:13.059 --> 01:24:15.700]  or not, and he said, Putin said, you won't do that.
[01:24:15.740 --> 01:24:16.980]  Trump said, yes, I will.
[01:24:17.300 --> 01:24:21.300]  And because Putin believed there was a 10% chance that Trump might do it.
[01:24:21.700 --> 01:24:22.420]  We had peace.
[01:24:22.420 --> 01:24:26.460]  We said there were no new foreign wars started during the four
[01:24:26.460 --> 01:24:27.380]  years of Donald Trump.
[01:24:27.380 --> 01:24:30.139]  In fact, he brought a number of our troops.
