[00:00.000 --> 00:16.000]  Live from the InfoWars.com Studios, it's Alex Jones.
[54:45.000 --> 54:53.000]  They don't dare Trump, a president-elect, take a phone call. At first they lied and said that the first elected woman to Taiwan.
[54:53.000 --> 55:00.000]  She won in a landslide. She's a pro-nationalist, a party very, very popular, but also liberal.
[55:00.000 --> 55:04.000]  A lot of their policies. So, so they're bipartisan, very well balanced.
[55:04.000 --> 55:08.000]  She calls him. He takes the call. He knows full well what he's doing.
[55:08.000 --> 55:15.000]  She congratulates him. He congratulates her. And then the media acts like, how dare this buffoon screw us over
[55:15.000 --> 55:20.000]  and anger the Chinese that are now in the news lecturing us and getting in our faces.
[55:20.000 --> 55:24.000]  And Trump tweeted, funny, we sell them billions of dollars of weapons a year,
[55:24.000 --> 55:29.000]  but then we won't even take their president's phone call. This is disgusting.
[55:29.000 --> 55:33.000]  Then the media spun him like he didn't know what he was doing. Trump knew exactly what he was doing.
[55:33.000 --> 55:39.000]  He said, we're going to be treated with respect. We're not going to have one-way streets with China anymore.
[55:39.000 --> 55:46.000]  They've broken their deal even with the globalist. And the American people didn't sign on to that deal with the globalist.
[55:46.000 --> 55:51.000]  So there's a basic snapshot history of what's really going on with China.
[55:51.000 --> 55:56.000]  And as Christ said, the people perish for lack of knowledge. You will know the truth that will set you free.
[55:56.000 --> 56:01.000]  And if people want to know the truth, if they want to be set free, they can study history and understand
[56:01.000 --> 56:07.000]  that basically, if you look at globalists today, they said they want to replace human workers with robots
[56:07.000 --> 56:11.000]  so they can dictate the terms of human surrender to the technocracy.
[56:11.000 --> 56:16.000]  Well, before they had robot factories, they had a billion Chinese.
[56:16.000 --> 56:20.000]  Back then it was like 900 million in the late 70s. Now it's a billion, 300 million.
[56:20.000 --> 56:27.000]  And that is basically the biological Android army of the globalists.
[56:27.000 --> 56:32.000]  That's how the globalists, the technocrats, see them. They see us as subhuman. They see the Chinese as subhuman as well
[56:32.000 --> 56:39.000]  to just build all these widgets and different things so the West would sell out its industrial capacity to communist China.
[56:39.000 --> 56:43.000]  And that's now happened. And President Trump is breaking through that as he's promised to do
[56:43.000 --> 56:49.000]  and is bringing jobs back to America and is standing up for our nation and is standing up for our republic
[56:49.000 --> 56:53.000]  and doing absolutely incredible things. And that's why they're panicking. That's why they're so upset.
[56:53.000 --> 56:59.000]  Yes, the president of the United States can call Taiwan and can talk to their president.
[56:59.000 --> 57:03.000]  And if the president of Taiwan calls him, he can talk to her.
[57:03.000 --> 57:07.000]  This is ridiculous to show how these terms are being dictated to us
[57:07.000 --> 57:13.000]  and how our corporate media are such incredible lap dogs to foreign interests bossing us around
[57:13.000 --> 57:19.000]  and telling us what to do. That's globalism and it's coming to an end with Americanism, not globalism.
[57:19.000 --> 57:24.000]  Alright, I'm David Knight here live on this Sunday, December 4th.
[57:24.000 --> 57:28.000]  I'll be back in the second hour. We're going to be talking about an update on the Italian elections.
[57:28.000 --> 57:34.000]  This is another step in nationalism versus globalism and the globalists are losing their 60 to 40.
[57:34.000 --> 57:39.000]  We're also going to talk about the recount. We've got a special point owed to a recount.
[57:39.000 --> 57:42.000]  We've got a lot of news. We've got moderate rebels saying they're going to be closer to Alcatraz.
[57:42.000 --> 57:49.000]  Stay with us to be right back.
[58:12.000 --> 58:16.000]  It ain't going to sit well down my way at all. It ain't going to sit well.
[58:16.000 --> 58:18.000]  Do you ever wonder what happened to America?
[58:18.000 --> 58:21.000]  It's time to ride, boys. We need a thousand pallet of ears.
[58:21.000 --> 58:27.000]  When I was a boy, it was okay to be proud of the flag, heritage, mom and apple pie.
[58:27.000 --> 58:30.000]  And beef was for supper.
[58:30.000 --> 58:36.000]  Revelation, dawn of global government, theatrical screenings on demand, DVDs now available.
[58:36.000 --> 58:44.000]  Lauren Alex Jones, Charlie Daniels, Special Ops General, Jerry Boykin. Want to shed some tears over the red, white and blue?
[58:44.000 --> 58:48.000]  RevelationTheMovie.info. Let's fix it.
[58:48.000 --> 58:53.000]  Men, give your body the support it needs with Infowars Life Prostigard.
[58:53.000 --> 58:58.000]  It's time to start assisting the body in regulating proper prostate balance.
[58:58.000 --> 59:02.000]  Infowars Life has set out to bring you formulations that are not only the highest quality out there,
[59:02.000 --> 59:09.000]  but formulas that you can use on a daily basis to give your body the natural herbs and extracts that our experts recommend.
[59:09.000 --> 59:17.000]  The Prostigard formula does just that with its mixture of plant-based nutrients and antioxidants that help give your body total support.
[59:17.000 --> 59:26.000]  It's a hand-selected blend of saw palmetto, lycopene, plant sterols, zinc, vitamin D3, selenium and copper.
[59:26.000 --> 59:34.000]  Prostigard is something that the men on the Infowars crew take every day, and from our research, it's something that men should really be adding to their daily regimen
[59:34.000 --> 59:37.000]  in order to keep their body going at optimal levels.
[59:37.000 --> 59:40.000]  Now's the time to start naturally supporting your body.
[59:40.000 --> 59:58.000]  Get Prostigard on your side today exclusively at InfowarsLife.com. That's InfowarsLife.com.
[01:00:11.000 --> 01:00:20.000]  He is Alex Jones.
[01:00:20.000 --> 01:00:24.000]  Welcome back to the Alex Jones Show on this Sunday, December 4th, 2016.
[01:00:24.000 --> 01:00:27.000]  I'm David Knight. We're going to be talking in this hour.
[01:00:27.000 --> 01:00:30.000]  Of course, we're going to be joined by Alex Jones later on in the hour.
[01:00:30.000 --> 01:00:35.000]  We're going to be talking about an update to the Austrian and the Italian elections.
[01:00:35.000 --> 01:00:43.000]  If you remember back earlier this week, we had Gerald Salenty looking forward to 2017, and he said this is going to be a momentous election this weekend.
[01:00:43.000 --> 01:00:45.000]  So we're going to break down those results for you.
[01:00:45.000 --> 01:00:54.000]  Also, we're going to take a look at the desperate attempts of Jill Stein as she goes from Jill to Jill the Shilfer Hill.
[01:00:54.000 --> 01:00:57.000]  You know, she's pushing continuously for these elections.
[01:00:57.000 --> 01:01:04.000]  So we're going to take a look at some very interesting data that has emerged from, and let me see which date was this.
[01:01:04.000 --> 01:01:06.000]  This was from Wisconsin.
[01:01:06.000 --> 01:01:11.000]  I was sent a link to the election results in Wisconsin.
[01:01:11.000 --> 01:01:18.000]  And as this guy who sent it to me from Raleigh, his name is Frank Mertes from Raleigh, North Carolina.
[01:01:18.000 --> 01:01:23.000]  Of course, North Carolina has got their own election recount that's going on.
[01:01:23.000 --> 01:01:28.000]  This is a legitimate recount to take a look at, in particular, Durham County rigging stuff.
[01:01:28.000 --> 01:01:33.000]  Well, what they're seeing is in the city of Milwaukee, another one of these cities that delayed their recounts.
[01:01:33.000 --> 01:01:37.000]  They're seeing massive decline in Hillary Clinton's votes.
[01:01:37.000 --> 01:01:45.000]  And as they pointed out, you almost begin to wonder if the Trump team paid Jill Stein to do this because it makes Hillary and the Democrats look so bad.
[01:01:45.000 --> 01:01:48.000]  It exposes their game that they typically resort to.
[01:01:48.000 --> 01:01:51.000]  So we're going to take a look at that in the next hour as well.
[01:01:51.000 --> 01:01:56.000]  And we're going to take a look at the broader-based economic policies that we're now seeing with Donald Trump.
[01:01:56.000 --> 01:02:07.000]  Again, I had done a special report earlier in the week for the nightly news. I said the carrier deal looks like this may be the end of crony capitalism in a lot of ways.
[01:02:07.000 --> 01:02:09.000]  And I'm going to explain that to you.
[01:02:09.000 --> 01:02:13.000]  Even though there was $7 million paid out to them, it was paid out by the state.
[01:02:13.000 --> 01:02:25.000]  But I want to compare what Barack Obama did for this same plant, the 4C expansion program that he created, which was a massive, it's 48C, rather.
[01:02:25.000 --> 01:02:32.000]  It's a $2.3 billion tax credit program that Obama set up for green industries that did absolutely nothing.
[01:02:32.000 --> 01:02:36.000]  It didn't even have any requirement that people stay in the United States or that the capital stay in the United States.
[01:02:36.000 --> 01:02:40.000]  They could send their money to factories in other countries.
[01:02:40.000 --> 01:02:42.000]  See, that's the way Obama plays the game.
[01:02:42.000 --> 01:02:49.000]  He had a pen, he had a phone, he never picked up that phone in eight years to try to save any jobs in America.
[01:02:49.000 --> 01:02:55.000]  Instead, he took office threatening to shut down and bankrupt entire industries.
[01:02:55.000 --> 01:03:00.000]  And he came pretty close, but you know, the marketplace is pretty stubborn. It's pretty resilient.
[01:03:00.000 --> 01:03:08.000]  And it was stood eight years of attacks by Barack Obama to try to artificially shut down the energy markets that he didn't like.
[01:03:08.000 --> 01:03:12.000]  It also was stood his attempts to try to prop up energy markets that make no sense.
[01:03:12.000 --> 01:03:16.000]  So we're going to take a look more closely at these deals that are coming out.
[01:03:16.000 --> 01:03:19.000]  The first in the time we've got left here in this segment.
[01:03:19.000 --> 01:03:25.000]  What we're seeing right now in Italy is that Renzi is losing 60 to 40.
[01:03:25.000 --> 01:03:33.000]  Now, he is a globalist. He staked his continuance and politics on this election.
[01:03:33.000 --> 01:03:37.000]  We saw earlier in the day the lefties rejoicing.
[01:03:37.000 --> 01:03:39.000]  They said, oh, this is great. We see a Daily Mail report.
[01:03:39.000 --> 01:03:45.000]  They say in Europe's Brexit Revolution over, we had gloating left-wing supporters saying,
[01:03:45.000 --> 01:03:51.000]  thank God that the people who are trying to maintain Austrian sovereignty lost.
[01:03:51.000 --> 01:03:53.000]  We're going to go full globalism.
[01:03:53.000 --> 01:03:57.000]  Remember earlier in the week, Donald Trump laid it out. He didn't talk about sovereignty.
[01:03:57.000 --> 01:04:05.000]  But instead, he said there is no, there's not going to be any global flag, any global citizenship, any global currency.
[01:04:05.000 --> 01:04:08.000]  It's going to be the American version of all those things.
[01:04:08.000 --> 01:04:11.000]  So he broke it down, the flag, the currency, citizenship.
[01:04:11.000 --> 01:04:14.000]  That's what we're talking about here. This isn't racism.
[01:04:14.000 --> 01:04:18.000]  But see, when they try to project the Austrians who are talking about that,
[01:04:18.000 --> 01:04:24.000]  as they always characterize them as far right, anybody that doesn't want to surrender their currency,
[01:04:24.000 --> 01:04:30.000]  their flag, their laws to a globalist organization, no, you're far right if you do that.
[01:04:30.000 --> 01:04:32.000]  And they paint you as a racist.
[01:04:32.000 --> 01:04:36.000]  And in Austria, that goes pretty far because they remember Adolf Hitler.
[01:04:36.000 --> 01:04:40.000]  So you call somebody Hitler in Austria, that is very damning.
[01:04:40.000 --> 01:04:46.000]  So he lost that election, interestingly enough, he was ahead by one percent before the election,
[01:04:46.000 --> 01:04:49.000]  and then he wound up losing by six or seven percent.
[01:04:49.000 --> 01:04:52.000]  But we're going to take a look at what happened in Italy as well as those other topics.
[01:04:52.000 --> 01:05:21.000]  We'll be right back.
[01:05:22.000 --> 01:05:37.000]  We're going to take a look at what happened in Italy.
[01:05:37.000 --> 01:06:06.000]  If you've got a friend who wants to get off the grid, go to privatepowergrid.com.
[01:06:06.000 --> 01:06:13.000]  It's the most wonderful time in eight years.
[01:06:13.000 --> 01:06:20.000]  Yet some kids are protesting while Trump fans investing their time with good cheer.
[01:06:20.000 --> 01:06:27.000]  Sing it's the most wonderful time in eight years.
[01:06:27.000 --> 01:06:29.000]  It's the most wonderful time in eight years.
[01:06:29.000 --> 01:06:33.000]  That's a great viral video that's going around the internet right now.
[01:06:33.000 --> 01:06:36.000]  Give me the name of that guy. I forgot to write down who it was.
[01:06:36.000 --> 01:06:38.000]  I actually did this, but that's perfect.
[01:06:38.000 --> 01:06:39.000]  A lot of hope.
[01:06:39.000 --> 01:06:45.000]  Right now we're going through a honeymoon right now with the people who voted for Trump.
[01:06:45.000 --> 01:06:48.000]  Of course, the left has not given him a chance.
[01:06:48.000 --> 01:06:54.000]  They were posing him from day one doing everything they could to try to make this election illegitimate.
[01:06:54.000 --> 01:06:56.000]  And we're going to talk about Jill Stein's efforts.
[01:06:56.000 --> 01:06:58.000]  We're going to look at it in detail.
[01:06:58.000 --> 01:07:01.000]  A couple of these states, I think there's some very interesting details that have merged here.
[01:07:01.000 --> 01:07:10.000]  She's looking so bad in the Wisconsin counts that one person who sent this spreadsheet data to me from the state of Wisconsin said,
[01:07:10.000 --> 01:07:16.000]  you almost have to wonder when you see the kind of corruption coming out of Democrat strongholds like the city of Milwaukee,
[01:07:16.000 --> 01:07:19.000]  you have to wonder if it was Trump who's behind Jill.
[01:07:19.000 --> 01:07:23.000]  No, she's actually being a shill for Hillary and she's working on her own benefit.
[01:07:23.000 --> 01:07:25.000]  We're going to talk about that in just a moment.
[01:07:25.000 --> 01:07:29.000]  But let's talk about why this is the most wonderful time in eight years.
[01:07:29.000 --> 01:07:34.000]  We've seen this factory saved and we've seen Donald Trump continue today to talk about his policies.
[01:07:34.000 --> 01:07:37.000]  We have a story that's up on Infowars from Bloomberg.
[01:07:37.000 --> 01:07:41.000]  Ford says they're willing to work with Trump if the policies are right, says the CEO.
[01:07:41.000 --> 01:07:45.000]  And you have to understand, this is why I'm hopeful about this.
[01:07:45.000 --> 01:07:50.000]  First of all, we talked about the details of the Indiana jobs.
[01:07:50.000 --> 01:07:53.000]  $7 million from Indiana state money.
[01:07:53.000 --> 01:07:55.000]  It wasn't money that Trump gave him.
[01:07:55.000 --> 01:07:59.000]  He's not president yet. He couldn't give them the money if he wanted to engage in crony capitalism.
[01:07:59.000 --> 01:08:05.000]  And yet you have all these people on both the left and the right who are screaming crony capitalism, crony capitalism.
[01:08:05.000 --> 01:08:08.000]  Let's break it down. $7 million for a thousand jobs over 10 years.
[01:08:08.000 --> 01:08:10.000]  That's $700 a year per job.
[01:08:10.000 --> 01:08:15.000]  They're going to get more than that in the state of Indiana back from the just the taxes that these people paid,
[01:08:15.000 --> 01:08:20.000]  let alone the amount of money that will remain in the economy to boost it up everywhere else.
[01:08:20.000 --> 01:08:26.000]  So you can discuss this at the state level, decide what you think that's a good thing. That's very different from what we usually see
[01:08:26.000 --> 01:08:33.000]  with these big companies brought into set up jobs, getting $100,000 per job they say they're going to create.
[01:08:33.000 --> 01:08:36.000]  We've seen that here in Texas. We saw it with Elon Musk.
[01:08:36.000 --> 01:08:41.000]  That is true crony capitalism and you cannot support that by any means or form.
[01:08:41.000 --> 01:08:44.000]  And yet people do just love Elon Musk.
[01:08:44.000 --> 01:08:46.000]  This guy can do no wrong.
[01:08:46.000 --> 01:08:47.000]  He's like Steve Jobs.
[01:08:47.000 --> 01:08:52.000]  And even though he gets $4 billion people of crony capitalist funds to create his factories.
[01:08:52.000 --> 01:08:54.000]  Nobody complained about that, did they?
[01:08:54.000 --> 01:08:56.000]  Very few people did.
[01:08:56.000 --> 01:08:59.000]  Eric Peters talked about that. We had him on and a few other people did.
[01:08:59.000 --> 01:09:01.000]  But most people just give him a pass.
[01:09:01.000 --> 01:09:08.000]  But you pay a little bit of money, $700 per job per year to bring these people in and yet they go crazy with this.
[01:09:08.000 --> 01:09:12.000]  But when we look at this Ford situation, what he's talking about are the policies,
[01:09:12.000 --> 01:09:15.000]  economic policies that Trump campaigned on.
[01:09:15.000 --> 01:09:17.000]  And he's still talking about it. He says, yeah, I'm going to do that.
[01:09:17.000 --> 01:09:21.000]  And he doubled down on a day on some tweets. We'll talk about that in just a moment.
[01:09:21.000 --> 01:09:23.000]  But here's what the Ford executive said.
[01:09:23.000 --> 01:09:28.000]  He said they're looking for things from President Trump that they want to see.
[01:09:28.000 --> 01:09:31.000]  These are the type of policies that they want to have him take a look at.
[01:09:31.000 --> 01:09:35.000]  The currency manipulation rules, which of course Donald Trump talked about that.
[01:09:35.000 --> 01:09:39.000]  How currency manipulation is one of the key things that China and other countries do.
[01:09:39.000 --> 01:09:43.000]  And understand, China is not a globalist country.
[01:09:43.000 --> 01:09:47.000]  They're not about free trade, are they? Why is it that they get a pass?
[01:09:47.000 --> 01:09:50.000]  Why aren't they criticized by all these people who support globalism?
[01:09:50.000 --> 01:09:53.000]  See, Kissinger and Nixon set these guys up.
[01:09:53.000 --> 01:10:00.000]  These Chinese crony capitalists are hyper-nationalists.
[01:10:00.000 --> 01:10:05.000]  They do everything to benefit China and they could care less about free trade.
[01:10:05.000 --> 01:10:07.000]  And one of the things they do is currency manipulation.
[01:10:07.000 --> 01:10:11.000]  So he says, yeah, we want to see some currency manipulation rules to promote free and fair trade.
[01:10:11.000 --> 01:10:14.000]  We want to see tax reform. Yeah, Trump does too.
[01:10:14.000 --> 01:10:18.000]  He says, then we want to see some safety guidelines for autonomous vehicles.
[01:10:18.000 --> 01:10:22.000]  That's where Ford wants to apply some pressure.
[01:10:22.000 --> 01:10:28.000]  Remember, it's probably 40, 50 years ago, Walter Ruther, maybe longer, decades ago, the UAW had.
[01:10:28.000 --> 01:10:32.000]  He went to a Ford factory and the Ford executive said, hey, look at these machines here.
[01:10:32.000 --> 01:10:36.000]  We've added to cut labor costs, cut jobs.
[01:10:36.000 --> 01:10:41.000]  How are you going to organize these machines to pay union dues?
[01:10:41.000 --> 01:10:46.000]  And Ruther said to him, well, how are you going to get these machines to buy Ford?
[01:10:46.000 --> 01:10:47.000]  That's what we're looking at.
[01:10:47.000 --> 01:10:50.000]  So you want to pay slave wages to people in America?
[01:10:50.000 --> 01:10:52.000]  You want to cut out our jobs with robots?
[01:10:52.000 --> 01:10:56.000]  You want to pay slave wages to people in Mexico to make your cars?
[01:10:56.000 --> 01:10:57.000]  Who's going to buy your cars?
[01:10:57.000 --> 01:10:59.000]  Are the people in Mexico going to be able to afford it?
[01:10:59.000 --> 01:11:02.000]  See, it's the antithesis of what Henry Ford wanted to do.
[01:11:02.000 --> 01:11:10.000]  He famously said that he wanted to raise wages for his Ford factory workers so they would be able to afford to buy his car,
[01:11:10.000 --> 01:11:12.000]  but they don't want you to buy a car.
[01:11:12.000 --> 01:11:18.000]  See, Ford is considering itself not so much as a car manufacturer, but as a transportation provider.
[01:11:18.000 --> 01:11:22.000]  They want to rent cars to you, like Uber, what it does,
[01:11:22.000 --> 01:11:26.000]  except they want to cut out the middleman Uber and do it directly to you.
[01:11:26.000 --> 01:11:29.000]  They're going to have their self-driving cars available in five years,
[01:11:29.000 --> 01:11:36.000]  but not for sale, for rental only because they think like global capitalists.
[01:11:36.000 --> 01:11:42.000]  They want to turn everybody into renters, into sharecroppers, into serfs, into servants who don't own anything,
[01:11:42.000 --> 01:11:45.000]  who don't have jobs, who can't afford to buy their cars.
[01:11:45.000 --> 01:11:46.000]  Of course, you're not going to be able to afford it.
[01:11:46.000 --> 01:11:50.000]  You're not going to have a job, but they want you to rent your transportation from them
[01:11:50.000 --> 01:11:56.000]  and they will work with the government to make sure that everybody has to ride their tax and tracks taxis
[01:11:56.000 --> 01:12:00.000]  so they can follow you everywhere, look at everything that you're doing,
[01:12:00.000 --> 01:12:03.000]  and make you pay them every time you move.
[01:12:03.000 --> 01:12:07.000]  See, automobiles have been a big part of the American economy
[01:12:07.000 --> 01:12:09.000]  and they've been a big part of American freedom,
[01:12:09.000 --> 01:12:11.000]  and they're coming after both of those things,
[01:12:11.000 --> 01:12:13.000]  and so hopefully that's going to change with Trump.
[01:12:13.000 --> 01:12:19.000]  He talks about how they've been forced as regulations to try to push electric vehicles that nobody wants,
[01:12:19.000 --> 01:12:20.000]  and I thought this was kind of interesting.
[01:12:20.000 --> 01:12:26.000]  He said in 2008 there were 12 electrified vehicles offered in the U.S. market.
[01:12:26.000 --> 01:12:28.000]  They had 2.3% of the industry.
[01:12:28.000 --> 01:12:32.000]  He said today, 2016, eight years later, we've got 55 models.
[01:12:32.000 --> 01:12:34.000]  So they go from 12 models to 55 models,
[01:12:34.000 --> 01:12:40.000]  but the percentage of the marketplace has gone only from 2.3% to 2.8%.
[01:12:40.000 --> 01:12:41.000]  Why is that?
[01:12:41.000 --> 01:12:48.000]  Because we're still paying Elon Musk a carbon tax, a shift.
[01:12:48.000 --> 01:12:51.000]  When you buy a regular car, an internal combustion machine,
[01:12:51.000 --> 01:12:56.000]  you pay Elon Musk primarily because he sells mostly electrical cars,
[01:12:56.000 --> 01:13:01.000]  you pay him a fee, a tax as applied to regular cars,
[01:13:01.000 --> 01:13:05.000]  to subsidize these cars that nobody really wants to buy.
[01:13:05.000 --> 01:13:08.000]  But he talks about how right after the election,
[01:13:08.000 --> 01:13:11.000]  Trump talked to Bill Ford, the chairman of Ford, the executive chairman,
[01:13:11.000 --> 01:13:14.000]  and they were talking about that plant moving,
[01:13:14.000 --> 01:13:16.000]  and he said Trump influenced their decision
[01:13:16.000 --> 01:13:20.000]  because of what he's talking about in terms of his economic policies,
[01:13:20.000 --> 01:13:22.000]  whether it's tax reform or otherwise.
[01:13:22.000 --> 01:13:24.000]  That's the really hopeful thing here.
[01:13:24.000 --> 01:13:28.000]  Yes, it's hopeful that Trump would save jobs in one factory.
[01:13:28.000 --> 01:13:32.000]  But we want something that is going to save jobs across America.
[01:13:32.000 --> 01:13:36.000]  We want the regulatory and tax burden to be reduced.
[01:13:36.000 --> 01:13:39.000]  We want the unfair competition from abroad to be reduced,
[01:13:39.000 --> 01:13:41.000]  and that's what Trump understands.
[01:13:41.000 --> 01:13:45.000]  And so he's going to look at broad-based tax and economic policies
[01:13:45.000 --> 01:13:49.000]  that will benefit all businesses, not just selected businesses.
[01:13:49.000 --> 01:13:52.000]  So I think that is very, very positive.
[01:13:52.000 --> 01:13:57.000]  But we still see the conservative media, as well as now the liberals,
[01:13:57.000 --> 01:14:02.000]  have discovered for the first time that they don't like crony capitalism.
[01:14:02.000 --> 01:14:04.000]  They've never complained about that before.
[01:14:04.000 --> 01:14:06.000]  They've never spoken out for free market.
[01:14:06.000 --> 01:14:10.000]  But now we have CNN saying Trump's 35% Mexican tax
[01:14:10.000 --> 01:14:13.000]  would cost Ford billions and hurt Americans.
[01:14:13.000 --> 01:14:17.000]  Well, I don't think that 35% tax is going to be directed simply at Mexico.
[01:14:17.000 --> 01:14:20.000]  It's going to be directed at people who move their factories abroad
[01:14:20.000 --> 01:14:22.000]  and then bring the stuff back in,
[01:14:22.000 --> 01:14:25.000]  whether it's Mexico or China or India or wherever they want to go.
[01:14:25.000 --> 01:14:27.000]  But nevertheless, again, they put that there
[01:14:27.000 --> 01:14:32.000]  to try to bring in an element of racism to it that is not there.
[01:14:32.000 --> 01:14:38.000]  But they've been silent about Obama creating a stimulus-funded package,
[01:14:38.000 --> 01:14:40.000]  even as it failed repeatedly.
[01:14:40.000 --> 01:14:44.000]  Of course, we had Selendra that failed. He tried to pick a winner there.
[01:14:44.000 --> 01:14:46.000]  He tried to subsidize them when the market didn't want it.
[01:14:46.000 --> 01:14:49.000]  They failed famously after a lot of money was given to them.
[01:14:49.000 --> 01:14:52.000]  But let's talk for a moment about this 48C program.
[01:14:52.000 --> 01:14:54.000]  This is a $2.3 billion program,
[01:14:54.000 --> 01:14:59.000]  the Advanced Manufacturing Tax Credit Program that Obama put through.
[01:14:59.000 --> 01:15:04.000]  The same factory and carrier in Indiana, the carrier factory,
[01:15:04.000 --> 01:15:07.000]  got a $5.1 million stimulus-funded tax credit.
[01:15:07.000 --> 01:15:10.000]  These people complained about that by saying,
[01:15:10.000 --> 01:15:14.000]  hey, we gave them $5 million and they're taking their jobs away.
[01:15:14.000 --> 01:15:18.000]  See, National Review talked about that in February of this year, February 2016.
[01:15:18.000 --> 01:15:22.000]  They said, three years ago in 2013,
[01:15:22.000 --> 01:15:26.000]  the same factory in Indiana, the same carrier factory,
[01:15:26.000 --> 01:15:30.000]  got $5 million of federal money, not state money.
[01:15:30.000 --> 01:15:33.000]  And they were able to say, we're going to shut this down and leave. Why?
[01:15:33.000 --> 01:15:39.000]  Because most of the recipients who had a large minority had foreign parent companies.
[01:15:39.000 --> 01:15:44.000]  And American-based companies only got 59% of the funds.
[01:15:44.000 --> 01:15:47.000]  40% were going to foreign companies.
[01:15:47.000 --> 01:15:51.000]  And they had no penalty if these people took the money and ran.
[01:15:51.000 --> 01:15:54.000]  Whether they're American or foreign, they just used it as a beard.
[01:15:54.000 --> 01:16:04.000]  That's what Obama did. Stay with us.
[01:16:25.000 --> 01:16:28.000]  I was there telling you how to prepare yourself and your family.
[01:16:28.000 --> 01:16:33.000]  Now, in 2016, even more information has been revealed concerning the connection
[01:16:33.000 --> 01:16:37.000]  between iodine and the gut, which many experts are now saying
[01:16:37.000 --> 01:16:41.000]  could be the biggest revelation ever concerning iodine.
[01:16:41.000 --> 01:16:43.000]  You can pull these studies up for yourself.
[01:16:43.000 --> 01:16:46.000]  This is the real deal, folks, and the truth is that iodine is essential,
[01:16:46.000 --> 01:16:49.000]  in my view, to any optimum health regimen.
[01:16:49.000 --> 01:16:54.000]  You can walk up on Survival Shield X2 Today at InfowarsLife.com
[01:16:54.000 --> 01:16:58.000]  or by calling 888-253-3139.
[01:16:58.000 --> 01:17:02.000]  Electrify your day with Secret 12. It's like lightning in a bottle.
[01:17:02.000 --> 01:17:06.000]  We all have days in which we just can't seem to perform at the level we'd like to.
[01:17:06.000 --> 01:17:10.000]  Infowars Life Secret 12 is designed to naturally energize your body and mind
[01:17:10.000 --> 01:17:14.000]  with two great tasting and super high quality forms of vitamin B12.
[01:17:14.000 --> 01:17:18.000]  Proper vitamin and nutrient intake is essential to keep your body functioning at optimum levels.
[01:17:18.000 --> 01:17:22.000]  The reality is, it's hard to take in the proper amount of vitamins we need each day
[01:17:22.000 --> 01:17:24.000]  with our modern diets.
[01:17:24.000 --> 01:17:29.000]  Secret 12 by InfowarsLife is an easy way to naturally upgrade your vitamin B12 intake
[01:17:29.000 --> 01:17:32.000]  and support your body's natural systems.
[01:17:32.000 --> 01:17:36.000]  It pairs two forms of vitamin B12 into one explosive formula.
[01:17:36.000 --> 01:17:40.000]  Vitamin B12 supports healthy energy levels through red blood cell formation
[01:17:40.000 --> 01:17:42.000]  and aiding in the body's natural processes,
[01:17:42.000 --> 01:17:45.000]  but it also assists with many other functions of the body.
[01:17:45.000 --> 01:17:49.000]  Electrify your mind and body and take your health to the next level.
[01:17:49.000 --> 01:17:53.000]  Experience the power of Secret 12 at InfowarsLife.com.
[01:17:53.000 --> 01:18:16.000]  That's InfowarsLife.com.
[01:18:24.000 --> 01:18:28.000]  If you're dealing with a health challenge or if you're healthy and want to maintain your vigor and longevity,
[01:18:28.000 --> 01:18:32.000]  and you're looking for a convenient, easy way to incorporate nutritional raw materials
[01:18:32.000 --> 01:18:36.000]  into your day-to-day lives to guarantee that your body is getting the fundamental nutrients,
[01:18:36.000 --> 01:18:41.000]  the 90 essential vitamins, minerals, fats, and amino acids it needs to do its healing work,
[01:18:41.000 --> 01:18:45.000]  you need to check out InfowarsTeam.com.
[01:18:45.000 --> 01:18:47.000]  Give your body the gift of good nutrition.
[01:18:47.000 --> 01:18:49.000]  Head over to InfowarsTeam.com.
[01:18:49.000 --> 01:18:51.000]  Your body will be very grateful.
[01:18:51.000 --> 01:18:54.000]  Follow the web at InfowarsTeam.com.
[01:18:54.000 --> 01:19:23.000]  That's InfowarsTeam.com.
[01:19:24.000 --> 01:19:29.000]  Morality had a future, and beef was for supper.
[01:19:29.000 --> 01:19:32.000]  Revelation, dawn of global government.
[01:19:32.000 --> 01:19:36.000]  We're the solution. Americans ain't nothing more to it than that.
[01:19:36.000 --> 01:19:41.000]  Starring Alex Jones, Charlie Daniels, N. Special Ops General, Jerry Boykin,
[01:19:41.000 --> 01:19:45.000]  theatrical screenings on demand, DVDs now available,
[01:19:45.000 --> 01:19:54.000]  books and tears over the red, white, and blue. RevelationTheMovie.info. Americans need to see this film.
[01:19:54.000 --> 01:20:02.000]  RevelationTheMovie.info. Let's fix it.
[01:20:02.000 --> 01:20:10.000]  You're listening to the Alex Jones show.
[01:20:10.000 --> 01:20:25.000]  He aligns himself with the truth, and it's time for you to choose a side.
[01:20:25.000 --> 01:20:29.000]  You're listening to Alex Jones.
[01:20:29.000 --> 01:20:35.000]  Bad luck when been blowing at my back.
[01:20:35.000 --> 01:20:37.000]  Welcome back to the Alex Jones show. I'm David Knight.
[01:20:37.000 --> 01:20:40.000]  Alex Jones is going to be joining us as Special Report in the next section.
[01:20:40.000 --> 01:20:42.000]  I'm going to continue with what I was talking about.
