[00:00.000 --> 00:14.280]  We are on the march the empire is on the run Alex Jones and the GCN radio network
[56:43.220 --> 56:45.220]  Then why would you take our guns away?
[56:45.220 --> 56:47.220]  We don't precisely why
[56:47.220 --> 56:50.220]  And we don't have to beat around the bush
[56:50.220 --> 56:56.220]  Alright, today we have a 15% sale off on Supermail Vitality, Brain Force and Secret 12
[56:56.220 --> 56:58.220]  We call it the Tim Kennedy Special
[56:58.220 --> 57:04.220]  Because Tim Kennedy, UFC fighter as well as Special Forces operator
[57:04.220 --> 57:06.220]  These are his favorite supplements
[57:06.220 --> 57:08.220]  And he is someone as a professional athlete
[57:08.220 --> 57:11.220]  He is finely tuned into his body
[57:11.220 --> 57:12.220]  He knows what helped him
[57:12.220 --> 57:17.220]  So we've got 15% off Supermail Vitality, Brain Force and Secret 12 at InfowarsLife.com
[57:17.220 --> 57:19.220]  Limited time sale as well as
[57:19.220 --> 57:21.220]  We still have the sale, but I don't know how much longer it's going to be
[57:21.220 --> 57:26.220]  For all Alexa Pure water filters, 20% off at InfowarsStore.com
[57:26.220 --> 57:30.220]  This is everything from our super high quality fed Alexa Pro Pure water filtration system
[57:30.220 --> 57:33.220]  All the way down to the shower filters
[57:33.220 --> 57:34.220]  We appreciate your support
[57:34.220 --> 57:37.220]  And this is the way we fund our operation
[57:37.220 --> 57:39.220]  Giving you products to help yourself and your health
[57:39.220 --> 57:41.220]  As well as help this operation
[57:41.220 --> 57:43.220]  Stay with us, we're going to be right back next hour
[57:43.220 --> 57:44.220]  Paul Craig Roberts
[57:44.220 --> 57:51.220]  We'll talk about the Orlando shooting
[58:14.220 --> 58:16.220]  This is a limited time offer
[58:16.220 --> 58:21.220]  So order your unit today and receive free shipping and $20 off
[58:21.220 --> 58:27.820]  and hormones. Filter capacity up to 5,000 gallons. Stainless fuel construction. Easy assembly. Low
[58:27.820 --> 58:33.020]  maintenance. Replacement filters are simple to install. And now, as part of an exclusive limited
[58:33.020 --> 58:38.260]  time introductory offer, you can save $20 off the retail price and get free shipping. This is a
[58:38.260 --> 58:43.420]  limited time offer, so order your unit today and receive free shipping and $20 off. Go to
[58:43.420 --> 58:52.340]  infowarstore.com or call 888-253-3139. Not a group you develop living defense for us. It took you
[58:52.340 --> 58:57.540]  over a year to do it. Why is this so good? Because people are actually waking up to the problem that
[58:57.540 --> 59:03.540]  pretty much scares me the most. I mean, I try to make sure that I don't put toxins from food and
[59:03.540 --> 59:09.260]  water and beverages in my system, but right now we're dealing with massive parasites, which is
[59:09.260 --> 59:14.100]  anything that's harmful to your body that lives off a host mechanism. Right now, with all the
[59:14.100 --> 59:20.060]  refugees spreading disease around, we have biological warfare going on everywhere. These are
[59:20.060 --> 59:23.620]  all parasites. Tell us about all the stuff that's said. There's so many things that are in it. You
[59:23.620 --> 59:28.900]  have the neem in there. You have the organic clove bud, the organic wormwood. I recommend doing a
[59:28.900 --> 59:33.300]  parasite cleanse at least twice a year. Alright, well, I'm glad we've got some back in because I'm
[59:33.300 --> 59:37.420]  going back on it today. It just came back in yesterday. Living defense, infowarstore.com. And
[59:37.420 --> 59:42.420]  folks, you can't lose, it's full of stuff that's great for your body, period. And you support the
[59:42.420 --> 59:47.220]  broadcast, infowarstore.com. Thank you, Dr. Group, from the Global Healing Center. Thank you so much
[59:47.220 --> 59:48.620]  for all your work, sir, on this great product.
[59:53.620 --> 59:56.620]  You're listening to the Alex Jones show.
[59:56.620 --> 01:00:09.700]  From his Central Texas Command Center, deep behind enemy lines, the information war continues. It's
[01:00:09.700 --> 01:00:19.180]  Alex Jones and the GCN radio network. Welcome back to the Alex Jones show. I'm David Knight, your
[01:00:19.180 --> 01:00:25.740]  host. Joining us in the next segment, we have Dr. Paul Craig Roberts. And he has publicly stated
[01:00:25.740 --> 01:00:31.740]  that he believes that there's more to this Orlando shooting than they're letting on. I have looked
[01:00:31.740 --> 01:00:37.740]  at what's going on with Brexit, and I think it is absolutely amazing. I've never been more sure,
[01:00:37.740 --> 01:00:46.540]  more sooner than I have with this since I saw the Michael Hastings assassination. Look at what
[01:00:46.540 --> 01:00:51.860]  happened last week. Had like about Tuesday, we saw the gradual momentum building for the leave
[01:00:51.860 --> 01:00:56.420]  campaign for Britain to leave the European Union. And of course, this is a very key issue for them,
[01:00:57.620 --> 01:01:02.020]  very key issue for, and let me tell you what's at stake with it. Listen to some of these headlines.
[01:01:02.900 --> 01:01:07.540]  We've got Germany. They say they fret about their EU dominance if Britain were to vote to leave,
[01:01:07.540 --> 01:01:11.780]  because they're using Britain as a beard to say, oh, no, you don't have to worry about us. We also
[01:01:11.780 --> 01:01:18.340]  got Britain as a counterbalance. The same time I saw this on a car website, a Daily Mail BMW
[01:01:18.340 --> 01:01:22.900]  urges voters to reject the Brexit to protect its investment in Mini and Rolls-Royce.
[01:01:23.700 --> 01:01:27.780]  And they started out the article by saying the German car giant behind two of Britain's most
[01:01:27.780 --> 01:01:32.180]  famous car-making brands, Mini and Rolls-Royce, has once more urged the UK to vote against Brexit.
[01:01:32.180 --> 01:01:36.900]  So they say it's all the big politicians, it's the big corporations, especially the German ones.
[01:01:36.900 --> 01:01:39.620]  And I would have to say, if I was British, I'd have to look at this and say, you know what,
[01:01:39.620 --> 01:01:47.060]  yeah, Mini used to be a German company, not just a British company, not just a British brand.
[01:01:47.060 --> 01:01:52.820]  And so did Rolls-Royce. The Germans have taken that over. And the Germans are taking over the rest
[01:01:52.820 --> 01:01:57.380]  of the economy here in Britain as well. Do you want financial independence in Britain?
[01:01:57.380 --> 01:02:02.340]  Do you want to be ruled not only by Germany, but by Brussels, by a bureaucracy that doesn't
[01:02:02.340 --> 01:02:06.980]  have your best interest involved? As we're talking about this, as you have this consolidation,
[01:02:06.980 --> 01:02:11.940]  from the national to the international level, and from the international level of the European Union
[01:02:11.940 --> 01:02:17.540]  to go to a kind of globalism that this transatlantic partnership will bring in,
[01:02:17.540 --> 01:02:22.900]  every time you go up another level, you lose so much about your individual liberty.
[01:02:22.900 --> 01:02:28.980]  Look at what's happening in Sweden. They're saying, well, a British exit could lead to a
[01:02:28.980 --> 01:02:33.620]  Sweden exit. Brexit could lead to a Swags exit, they say. And it's because Sweden opened its
[01:02:33.620 --> 01:02:39.220]  door to Muslim immigration. Today, it's the rape capital of the world. That didn't happen in Japan
[01:02:39.220 --> 01:02:43.540]  or other places like that. That's an article from the Daily Caller, contrasting the two of those.
[01:02:43.540 --> 01:02:48.500]  Even the Federal Reserve is getting into the Brexit vote. The Federal Reserve says a Brexit is a
[01:02:48.500 --> 01:02:52.180]  factor. And considering what it's going to do with interest rates, they're holding those to see
[01:02:52.180 --> 01:02:58.580]  what's going to go on. So we've seen this go over and over again. Washington Post says Britain's
[01:02:58.580 --> 01:03:02.980]  European Union vote could bring Cameron's government crashing down. So you got James
[01:03:02.980 --> 01:03:07.380]  Cameron's government could crash. The Federal Reserve would feel like they were impacted.
[01:03:07.380 --> 01:03:13.220]  The big German companies as well as multinational corporations that are pushing these things through,
[01:03:13.220 --> 01:03:17.540]  they feel like they would be affected. The banks, of course, the banks. Do you think these people
[01:03:18.580 --> 01:03:27.940]  who have trillions of dollars at stake would orchestrate the murder of a young MP in order
[01:03:27.940 --> 01:03:33.860]  to win this thing? Of course they would. And look at what's happened. June 13th,
[01:03:33.860 --> 01:03:40.660]  Leav takes a shocking 19-point lead in the Brexit poll. They were ahead by 19 points. But then,
[01:03:41.220 --> 01:03:45.780]  as soon as this murder happened, as soon as the mainstream media puts out this narrative,
[01:03:45.780 --> 01:03:50.980]  that this was a hate crime by somebody who was connected to white supremacist groups in the
[01:03:50.980 --> 01:03:57.060]  United States. And that hit the very day it happened. Immediately, Southern Poverty Law Center,
[01:03:57.060 --> 01:04:03.860]  as well as some neo-Nazi group that I've never heard of that basically doesn't amount to anything.
[01:04:03.860 --> 01:04:07.540]  All of a sudden, they've got all the receipts from where this guy bought everything
[01:04:07.540 --> 01:04:15.300]  15, 17 years ago, 1999, okay? All the stuff's surfaces. And we're told that he was doing this
[01:04:15.300 --> 01:04:21.220]  as a hate crime. And now what do we see? We now see that Leav is behind by three points, 42 to 45.
[01:04:21.220 --> 01:04:26.820]  They're not allowed to talk about this. Only the people who want to remain talk about it.
[01:04:27.380 --> 01:04:34.660]  They wave the bloody shirt. They talk about how this is a crime of hate. And they have stunned
[01:04:34.660 --> 01:04:39.300]  the Leav people into silence. They won't defend themselves. Just like in the past,
[01:04:39.300 --> 01:04:42.820]  we had people who were honest gun owners who wouldn't stand up and say,
[01:04:42.820 --> 01:04:47.860]  you're not going to hang that crime on me. It doesn't have anything to do with that as a crime.
[01:04:47.860 --> 01:04:50.980]  Stay with us when we come back. We're going to talk about this as well as the shooting
[01:04:50.980 --> 01:04:54.420]  in Orlando and how that's being used. Dr. Paul Craig Roberts will be right back.
[01:05:20.980 --> 01:05:35.460]  When cells become toxic, they die early and aging sets in. No one has put together a formula that
[01:05:35.460 --> 01:05:40.660]  focuses directly on brain health, nerve growth factors, and optimizing your cellular energy
[01:05:40.660 --> 01:05:46.980]  at the same time. Just one of the key compounds, BiopQQ, is backed by major clinical studies.
[01:05:46.980 --> 01:05:51.620]  You want the best that's out there at the lowest price anywhere? We now have the synergistic solution.
[01:05:51.620 --> 01:06:17.620]  Secure your DNA for today at infowarslife.com or call toll-free 888-253-3139.
[01:06:21.620 --> 01:06:28.260]  Welcome back to the Alex Jones Show. I'm David Knight and we're going to be talking to Paul
[01:06:28.260 --> 01:06:32.180]  Craig Roberts right now. He's joining us. Of course, he served as the assistant secretary
[01:06:32.180 --> 01:06:37.540]  of the treasury to the Reagan administration. He earned fame as the co-founder of Reaganomics.
[01:06:37.540 --> 01:06:41.060]  He's a former editor in columnists for the Wall Street Journal and Business Week. He's written
[01:06:41.060 --> 01:06:47.220]  or co-written eight books and you can find his website at paulcragroberts.org. I want to talk to
[01:06:47.220 --> 01:06:52.980]  Dr. Roberts about these shootings and how we see them being used. Not only the shooting in Orlando,
[01:06:52.980 --> 01:06:57.300]  which is now being used again for gun control and we have people on both the left and the right at
[01:06:57.300 --> 01:07:03.620]  the top who are joining into this and saying, we need to, we've got these unconstitutional
[01:07:03.620 --> 01:07:10.340]  watch lists. Let's use them to apply pre-conviction penalties to people. Isn't that great? Isn't that
[01:07:10.340 --> 01:07:14.500]  great? And the first one we're going to do openly here is going to be take away your firearms rights.
[01:07:14.500 --> 01:07:20.980]  And then we have this massive vote coming up in England on Thursday, something that has
[01:07:21.780 --> 01:07:25.620]  a big impact on whether or not the European Union is going to unravel from the bottom.
[01:07:25.620 --> 01:07:29.540]  There were leaders from all of Europe's, as they like to put it in, Reuters. Because you know,
[01:07:29.540 --> 01:07:35.300]  if you want to support sovereignty and self-government, that makes you a far right extremist, okay?
[01:07:35.300 --> 01:07:42.020]  They're always identified as far right extremists. And you had people meeting this last weekend on
[01:07:42.020 --> 01:07:47.060]  Friday. You had leaders of Europe's parties, as they call it, they're far right parties,
[01:07:47.940 --> 01:07:52.740]  talking about the European Union, urging Britons to free themselves from what they called heartless
[01:07:52.740 --> 01:07:58.660]  EU technocrats. And remember, it was the big new Brzezinski that talked about how the world would
[01:07:58.660 --> 01:08:05.380]  be ruled by technocrats and also came up with the three blocks that they would then consolidate into
[01:08:05.380 --> 01:08:09.380]  a global governance. They would have a European block, a North American block, an Asian block,
[01:08:09.380 --> 01:08:12.820]  and then they would pull them all together into a world government, created the Council on Foreign
[01:08:12.820 --> 01:08:15.940]  Relations. I'm sorry, not the Council on Foreign Relations, a trilateral commission
[01:08:16.900 --> 01:08:20.340]  echoing those three areas. And now that's what we see with these trade agreements.
[01:08:20.340 --> 01:08:25.860]  Here's a quote from Le Pen from France. She says, the fear mongering of people
[01:08:25.860 --> 01:08:30.980]  like Juncker and Schultz cannot sway us. She said this to a crowd of about 2,000.
[01:08:30.980 --> 01:08:36.260]  They're worried that Britain might win back its freedom. We want Britons to set themselves free.
[01:08:36.260 --> 01:08:40.180]  And so do we. Joining us now is Dr. Paul Craig Roberts. Welcome.
[01:08:40.900 --> 01:08:46.900]  Thank you. What do you make of this situation in the UK, first of all? Let's talk about that
[01:08:46.900 --> 01:08:50.900]  before we do Orlando. Do you think that Brexit is now going to fail?
[01:08:52.740 --> 01:08:59.140]  Well, it's hard to know what will happen because Obama went and told the British Prime Minister
[01:08:59.140 --> 01:09:07.300]  that they would not be allowed to leave. So he's been conducting, that is Cameron, this fear campaign,
[01:09:07.300 --> 01:09:15.060]  Little England, how can we make it on our own? And then there was this murder, which
[01:09:16.420 --> 01:09:21.940]  could have been arranged or could have been in it burned. And that is being used, which is the
[01:09:21.940 --> 01:09:28.100]  important part, I suppose, the part we know for sure. It's being used against the supporters of
[01:09:28.100 --> 01:09:41.140]  Brexit. Yes. And the importance of someone leaving the EU, England or anybody, is that the EU is
[01:09:41.860 --> 01:09:48.980]  the way Washington controls Europe. It's much easier to control an unaccountable EU commission
[01:09:48.980 --> 01:09:59.220]  than a whole bunch of separate governments. And as the professor, I think, was from Georgetown
[01:09:59.220 --> 01:10:08.740]  University in 2000, discovered in the National Archive, released CIA documents proving that the
[01:10:08.740 --> 01:10:17.300]  EU was a CIA creation. This was reported in the year 2000 in England by Ambrose Evans Pritchard
[01:10:17.300 --> 01:10:26.820]  and the London Telegraph. And so the whole political reorganization, reinvention of Europe
[01:10:27.940 --> 01:10:36.820]  is an American operation. And it's very much in Washington's interest, both as a control mechanism,
[01:10:37.620 --> 01:10:46.340]  but also as the political unity of NATO. Because without NATO, Washington doesn't have
[01:10:46.340 --> 01:10:54.660]  the foreign basis to exercise hegemony, particularly the hegemony of Russia that they're willing to
[01:10:54.660 --> 01:11:03.860]  risk World War III over. So for a country to leave would begin, I think, the unraveling,
[01:11:05.220 --> 01:11:13.140]  not only of the EU, but of NATO. And if we got NATO unraveled, the chances of the idiots in
[01:11:13.140 --> 01:11:20.580]  Washington precipitating a war with Russia or Russia and China would be greatly reduced.
[01:11:21.620 --> 01:11:28.820]  People don't appreciate it. But right now, the tensions between Russia and the United States,
[01:11:28.820 --> 01:11:34.180]  due to Washington, are far higher than they ever were during the Cold War.
[01:11:35.460 --> 01:11:40.580]  During my entire lifetime, the Cold War, every American president worked to reduce
[01:11:40.580 --> 01:11:47.460]  tension with the Soviets. You know, you had Kennedy working with Khrushchev to reduce the
[01:11:47.460 --> 01:11:52.260]  tensions over the missiles we had in Turkey and the ones the Russians put in Cuba.
[01:11:53.140 --> 01:11:59.860]  You had Nixon opening to China, starting the salt talks, getting the Strategic Armed Limitations
[01:11:59.860 --> 01:12:06.420]  Treaty with the Soviets. The Anti-Ballistic Missile Treaty, you had Carter with Salt too.
[01:12:06.420 --> 01:12:13.300]  You had Reagan negotiating the end of the Cold War with Gorbachev. So all the presidents until
[01:12:14.420 --> 01:12:24.260]  Clinton, but mainly Bush and Obama, worked to diffuse tensions. But now we have these amazing
[01:12:24.260 --> 01:12:31.460]  accusations, provocations of the Russians. It's an extraordinary thing to watch.
[01:12:31.460 --> 01:12:37.460]  And the risk is very great of a nuclear war.
[01:12:37.460 --> 01:12:44.180]  Yeah, exactly. The situation with the declaration that a cyber attack that they tell us happened,
[01:12:44.180 --> 01:12:48.580]  and we have no way to know if that happened, that they say came from Russia, we're now being told
[01:12:48.580 --> 01:12:52.980]  by NATO that that would be grounds for a war with Russia, World War III.
[01:12:52.980 --> 01:12:57.780]  Yeah. So you see, that's why, I mean, the real importance of
[01:12:57.780 --> 01:13:07.060]  Brexit is that. It unravels NATO eventually. And therefore, it removes the ability of the
[01:13:07.060 --> 01:13:11.620]  United States to coerce the Europeans into a conflict with Russia.
[01:13:11.620 --> 01:13:16.580]  Yes. And so this is the importance of it. It's not all the stuff they talk about.
[01:13:16.580 --> 01:13:23.060]  They never talk about what's important. And so this is the real issue.
[01:13:23.060 --> 01:13:28.980]  You know, if somebody can get out and we can start unraveling the CIA creation,
[01:13:31.300 --> 01:13:39.460]  then the chances of human life continuing, maybe working things out so that we don't kill each
[01:13:39.460 --> 01:13:47.140]  other off, those chances go way up. So that to me is what's important about the Brexit.
[01:13:47.140 --> 01:13:55.540]  Of course, it's kind of hard to see the British simply dissolving themselves as a nation and
[01:13:55.540 --> 01:14:01.540]  becoming Europeans, because the English system of law is totally different. You know, it was
[01:14:01.540 --> 01:14:09.140]  the English who gave us accountable government. There was the English who made government
[01:14:09.140 --> 01:14:14.740]  accountable to law. They made law a shield of people rather than a weapon in the hands of the
[01:14:14.740 --> 01:14:24.500]  state. To see all that just disappear and British become some other entity. That's
[01:14:25.140 --> 01:14:30.100]  just kind of hard to imagine. Well, clearly I can see it happening even in America,
[01:14:30.100 --> 01:14:36.340]  Dr. Roberts, because we have this watch list is clearly something straight out of the star
[01:14:36.340 --> 01:14:40.660]  chambers. We've been warned about this by numerous authors who've talked about dystopian
[01:14:40.660 --> 01:14:47.060]  totalitarian societies where you are charged and you don't know you're charged. Punishments
[01:14:47.060 --> 01:14:51.860]  are applied to you without you ever being present at the trial and essentially that's what we're
[01:14:51.860 --> 01:14:56.660]  seeing now with these watch lists that they're trying to bring in. Well, it's really even worse
[01:14:57.700 --> 01:15:02.100]  than that with the suspension of habeas corpus because they just pick you up and throw you
[01:15:02.100 --> 01:15:06.180]  in the dungeon and never give you any explanation. That's right. Or they can simply
[01:15:06.180 --> 01:15:12.020]  assassinate you on suspicion that you might be in some way connected with terror.
[01:15:12.900 --> 01:15:18.100]  And we've already seen that flaunted in our faces through the NDAA saying we can just pick
[01:15:18.100 --> 01:15:21.220]  you up. The military can pick you up. We don't have to give you any due process. We can hold
[01:15:21.220 --> 01:15:25.380]  you indefinitely. We can ship you to another country to torture you or whatever. I mean,
[01:15:25.380 --> 01:15:30.740]  this is right in our face and now they're doing it again and it seems to me like they've got
[01:15:30.740 --> 01:15:35.540]  everybody at the top, both left and right, complicit in this as well. We've got to take
[01:15:35.540 --> 01:15:39.620]  a break and we're talking to Dr. Paul Craig Roberts, the assistant secretary of the treasury
[01:15:39.620 --> 01:15:43.220]  during the Reagan administration, father of Reaganomics. He's going to be joining us again
[01:15:43.220 --> 01:16:01.460]  when we come back. Stay with us. We'll be right back. A clean toxic free body is the foundation
[01:16:01.460 --> 01:16:07.220]  of true health. Deep cleanse by infoworselife.com. A scientifically formulated blend of nanocoloidal
[01:16:07.220 --> 01:16:11.540]  zeolines and organic ingredients that aid the body in cleansing chemicals and toxic metals
[01:16:11.540 --> 01:16:15.940]  using our proprietary multi-step extraction technology. Deep cleanse is our most affordable
[01:16:15.940 --> 01:16:21.220]  all-in-one cleanser with concentrated organic compounds like cilantro, milk thistle,
[01:16:21.220 --> 01:16:27.220]  phobic acid, orange peel, zeolites and others. Deep cleanse doesn't hold back. Instead of buying
[01:16:27.220 --> 01:16:32.100]  five, six or even seven different cleansing products, we use decades old scientific research
[01:16:32.100 --> 01:16:37.140]  that puts together the Rolls Royce of all-in-one cleansing. Look, there's a reason deep cleanse
[01:16:37.140 --> 01:16:42.340]  is the only product on the market that uses our proprietary spike G-Rex herbal processing technique.
[01:16:42.340 --> 01:16:46.740]  We use only the highest quality organic herbs backed by serious research and we still bring
[01:16:46.740 --> 01:16:50.900]  it to you at the best price out there. If you wish to find deep cleanse and experience the
[01:16:50.900 --> 01:16:58.100]  all-in-one cleansing, visit infoworselife.com. That's infoworselife.com or call 888-253-3139.
[01:16:58.980 --> 01:17:03.940]  If you ever wanted a great deal on a powerful solar generator but were waiting for an outrageously
[01:17:03.940 --> 01:17:08.500]  low price, you are not going to want to miss this important message. Here's why. My friends,
[01:17:08.500 --> 01:17:13.060]  we already see major power grid problems and it's getting worse. So please listen.
[01:17:13.060 --> 01:17:18.260]  Solar generators really do provide life-saving electrical power and unlike gas generators,
[01:17:18.260 --> 01:17:23.140]  solar generators run silently, emit no fumes or gases and produce electricity from the sun.
[01:17:23.140 --> 01:17:28.340]  Whether it's dangerous summer storms, blackouts, intensifying civil unrest, you're not going to
[01:17:28.340 --> 01:17:32.100]  have to suffer through it like the rest of the sheep. And here's the best news if you want to get
[01:17:32.100 --> 01:17:37.780]  one this week. Solutions from Science has a big sale on their fast charge solar generators and
[01:17:37.780 --> 01:17:42.580]  they're giving away a couple thousand dollars worth of off-the-grid gear in addition to the low
[01:17:42.580 --> 01:17:48.100]  price for info wars listeners. So it's a good time to check it out. Go to gridworse.com. That's
[01:17:48.100 --> 01:17:53.860]  gridworse.com. It's a great opportunity to generate maximum electricity with minimum money. Go to
[01:17:53.860 --> 01:18:02.420]  gridworse.com. That's gridworse.com. Hey everyone, pharmacist Ben Fuchs here, host of the Bright
[01:18:02.420 --> 01:18:07.060]  Side and as many of you know, I'm on a mission to help Americans get and stay healthy. You've all
[01:18:07.060 --> 01:18:11.220]  heard the shocking statistics. Despite spending trillions of dollars in health care, nearly
[01:18:11.220 --> 01:18:17.140]  $10,000 per man, woman and child in this country, obesity, diabetes, cancer, heart disease and auto
[01:18:17.140 --> 01:18:21.540]  immune illnesses are rampant. One out of three or four people is dealing with some kind of health
[01:18:21.540 --> 01:18:26.180]  challenge and everyone knows at least one person with a degenerative disease. If you're dealing
[01:18:26.180 --> 01:18:29.700]  with a health challenge or if you're healthy and want to maintain your vigor and longevity and
[01:18:29.700 --> 01:18:34.020]  you're looking for a convenient, easy way to incorporate nutritional raw materials into your
[01:18:34.020 --> 01:18:38.820]  day-to-day lives to guarantee that your body is getting the fundamental nutrients, the 90 essential
[01:18:38.820 --> 01:18:44.100]  vitamins, minerals, fats and amino acids it needs to do its healing work, you need to check out
[01:18:44.100 --> 01:18:50.660]  infoworseteam.com. Give your body the gift of good nutrition. Head over to infoworseteam.com.
[01:18:50.660 --> 01:18:57.780]  Your body will be very grateful. On the web at infoworseteam.com. That's infoworseteam.com.
[01:19:20.660 --> 01:19:27.620]  Hybrid chromatic shell, it removes up to 99.999% of impurities including bacteria,
[01:19:27.620 --> 01:19:33.060]  viruses, fluoride, disinfectants, volatile organic contaminants and hormones,
[01:19:33.060 --> 01:19:38.980]  filter capacity up to 5,000 gallons, stainless steel construction, easy assembly, low maintenance,
[01:19:38.980 --> 01:19:43.780]  replacement filters are simple to install and now as part of an exclusive limited time
[01:19:43.780 --> 01:19:48.740]  introductory offer, you can save $20 off the retail price and get free shipping. This is a
[01:19:48.740 --> 01:19:54.660]  limited time offer, so order your unit today and receive free shipping and $20 off. Go to infoworse
[01:19:54.660 --> 01:19:59.140]  store.com, or call 888-253-3139.
[01:19:59.140 --> 01:20:15.540]  You're listening to the Alex Jones show.
[01:20:29.540 --> 01:20:52.500]  Welcome back to the Alex Jones show. I'm David Knight, your host live in Austin.
[01:20:52.500 --> 01:20:56.580]  Joining us on the line is Dr. Paul Craig Roberts. Of course, he was the assistant
[01:20:56.580 --> 01:21:01.700]  secretary of the Treasury to Ronald Reagan. He's the co-founder of Reaganomics. His website is
[01:21:01.700 --> 01:21:06.260]  PaulCraigRoberts.org. There you can find out about his most recent book, How America Was Lost,
[01:21:06.260 --> 01:21:12.420]  as well as follow his writings. Before we get back to Dr. Roberts, I want to tell you that we do have,
[01:21:12.420 --> 01:21:18.020]  we've extended the sale on Alexa Pure Water Filters, the 20% off at infoworsestore.com. That's
[01:21:18.020 --> 01:21:23.140]  all of the Alexa Pure Water Filters from the Super High Quality Gravity Fed Alexa Pure Pro
[01:21:23.140 --> 01:21:26.660]  Water Filtration Systems. They're really big ones that you see there on the screen,
[01:21:26.660 --> 01:21:32.260]  down to the shower filters. Of course, that's a great way to get chlorine that's been put in your
[01:21:32.260 --> 01:21:36.900]  water. If you're on a city water system, get that out of your shower. That's one of the reasons why
[01:21:36.900 --> 01:21:41.780]  the shower filter is very important. Now is the time to stock up on the lowest prices. Of course,
[01:21:41.780 --> 01:21:48.820]  the Alexa Pure Filtration System removes up to 99.9999% of bacteria, disinfectants,
[01:21:48.820 --> 01:21:54.740]  volatile organic contaminants, and hormones. So you can get it 20% off of all the Alexa Pure
[01:21:54.740 --> 01:22:00.340]  Systems from the largest down to the smallest right now at infoworsestore.com. We also have the
[01:22:00.340 --> 01:22:07.140]  Tim Kennedy Special at infoworselife.com. That's 15% off Supermail Vitality, Brainforce, and
[01:22:07.140 --> 01:22:12.260]  Secret 12. These are the products that Tim Kennedy uses in his Special Forces and UFC Training.
[01:22:12.260 --> 01:22:17.300]  That's what we call the Tim Kennedy Special. These are the ones that he said, as he was talking to
[01:22:17.300 --> 01:22:22.580]  Alex, he said, I really can feel it as a professional athlete when I've used these
[01:22:22.580 --> 01:22:27.380]  supplements, particularly Supermail Vitality, Brainforce, Secret 12. He ran them through
[01:22:27.380 --> 01:22:32.180]  the UFC bureaucracy and they said, yeah, there's nothing in those that we would ban
[01:22:32.180 --> 01:22:36.900]  from any of our athletes using. So that's safe for you to use. You can read the hundreds of
[01:22:36.900 --> 01:22:41.780]  five star reviews and right now you can get 15% off those three products. Brainforce,
[01:22:41.780 --> 01:22:47.860]  Secret 12, and Supermail Vitality at infoworselife.com. That's the Tim Kennedy Special. Let's go
[01:22:47.860 --> 01:22:53.780]  to Dr. Roberts. Now, Dr. Roberts, we were talking and you mentioned in the last segment,
[01:22:53.780 --> 01:22:59.460]  that one of the key reasons for Britain to leave that is important for all of us worldwide
[01:22:59.460 --> 01:23:05.540]  is to put some controls on NATO. NATO is getting very aggressive. We've just seen that they said
[01:23:05.540 --> 01:23:10.100]  a cyber attack if they can identify it and tell us that they were attacked somehow and that they
[01:23:10.100 --> 01:23:13.860]  identified it as Russia, then they say they're justified to start World War III. We've seen
[01:23:13.860 --> 01:23:20.740]  this kind of aggression against Russia as they move into the Crimea as well. The same people who say,
[01:23:21.300 --> 01:23:27.380]  oh, we're all for Ukraine seceding from Russia, but Crimea can't secede from Ukraine. I mean,
[01:23:27.380 --> 01:23:29.700]  that should tell people something right there, shouldn't it, Dr. Roberts?
[01:23:30.980 --> 01:23:39.860]  Well, it's just part of the neo-conservatives is starting a world hegemony. So that's a very
[01:23:39.860 --> 01:23:46.100]  serious problem for peace because the Russians and Chinese are not going to submit to being
[01:23:46.100 --> 01:23:54.500]  American vassals like the European countries in Japan and Australia and Canada. So it's a recipe
[01:23:54.500 --> 01:24:02.740]  for conflict with two nuclear powers. There's no prospect whatsoever of the United States or NATO
[01:24:02.740 --> 01:24:11.300]  or both engaging Russia or China, much less both countries simultaneously in conventional war.
[01:24:12.180 --> 01:24:19.460]  Even the NATO command said that if a conventional war broke out with Russia, Russia would win it
[01:24:19.460 --> 01:24:26.660]  in 60 hours. Europe would simply be overrun and that NATO is incapable of doing anything about that.
[01:24:26.660 --> 01:24:34.580]  So the war would be nuclear and there's no winners of that war. Life would simply cease. So
[01:24:35.540 --> 01:24:44.020]  it's very important in that sense that the political organization and military organization
[01:24:44.820 --> 01:24:54.500]  that Washington has set up and for its imperial uses for expanding its empire, posing its empire,
[01:24:54.500 --> 01:25:03.060]  be broken up. And so that's why it's important for Britain to leave because I think it would begin
[01:25:03.780 --> 01:25:11.860]  an unwrapping, particularly now that the EU is used by the richer northern countries,
[01:25:12.500 --> 01:25:20.580]  the Dutch, the Germans, to loot the poor southern countries like Portugal and Greece, Spain and
[01:25:20.580 --> 01:25:28.100]  Italy. So you probably have... They call them the pigs, don't they? Portugal, Italy, let's see,
[01:25:28.100 --> 01:25:32.740]  what was the other? Ireland, Greece and Spain, they call them pigs. That's their acronym for it.
[01:25:32.740 --> 01:25:43.780]  That's the contempt. Well, it's much more than that because what they do, they go to somewhat corrupt
[01:25:43.780 --> 01:25:49.780]  governments and say, hey, borrow all this money and then you can borrow the same from us and his
[01:25:49.780 --> 01:25:57.940]  bank full of money for doing it. That's how Greece did it. And we've seen that for a very long time
[01:25:57.940 --> 01:26:03.540]  from the IMF and the World Bank under McNamara. He would go into these third world countries and he
