[00:00.000 --> 00:18.000]  Waging war on corruption. It's Alex Jones coming to you live from the front lines of the Info War.
[01:53:29.000 --> 01:53:32.000]  with 100 million people already put into poverty by the crisis
[01:53:32.000 --> 01:53:36.000]  over the past five years with millions now dead or dying
[01:53:36.000 --> 01:53:39.000]  this is exactly what is going on
[01:53:39.000 --> 01:53:44.000]  and they will use any event that they can to mask the holocaust
[01:53:44.000 --> 01:53:49.000]  it could be an agricultural drought, it could be a spying food prices
[01:53:49.000 --> 01:53:51.000]  it could be a collapse of a bank
[01:53:51.000 --> 01:53:54.000]  that's one that they use often and quite effectively
[01:53:54.000 --> 01:53:57.000]  then one of these too big to fail banks collapses
[01:53:57.000 --> 01:54:00.000]  could be standard charter, it could be HSBC, it could be Bank of America
[01:54:00.000 --> 01:54:03.000]  suddenly now there's a crisis, suddenly now there's...
[01:54:03.000 --> 01:54:06.000]  Point is the whole system is based on massive fraud
[01:54:06.000 --> 01:54:10.000]  thank you Jeff, James in North Carolina, you're on the air, welcome
[01:54:10.000 --> 01:54:13.000]  Hi, thanks for the time, two quick questions
[01:54:13.000 --> 01:54:18.000]  one, Max, will the euros with Laura at 120 hold?
[01:54:18.000 --> 01:54:24.000]  No, okay, the other question is
[01:54:24.000 --> 01:54:28.000]  I'm holding a bunch of puts on Morgan
[01:54:28.000 --> 01:54:30.000]  if the stock goes to zero will I get paid
[01:54:30.000 --> 01:54:33.000]  or will they just say yeah we owe you the money there's the door
[01:54:33.000 --> 01:54:36.000]  if you won't see it?
[01:54:36.000 --> 01:54:39.000]  Well, you have good company there because I believe Jim Rogers
[01:54:39.000 --> 01:54:43.000]  is also a short JP Morgan, he's a big time money manager
[01:54:43.000 --> 01:54:48.000]  but the puts, if you're short, you go through the options clearing corporation
[01:54:48.000 --> 01:54:51.000]  which I guess if Morgan goes under
[01:54:51.000 --> 01:54:54.000]  they will have trouble matching trade, so I would say...
[01:54:54.000 --> 01:54:57.000]  Yeah, but the governments will just pay it off in devalued dollars
[01:54:57.000 --> 01:55:01.000]  and other currencies, the problem is that will bring in hyperinflation
[01:55:01.000 --> 01:55:04.000]  I believe they're going to continue to bail out and pay all this off
[01:55:04.000 --> 01:55:07.000]  it's just going to go into hyperinflation, Max
[01:55:07.000 --> 01:55:11.000]  Yeah, well the caller was asking specifically about the workings of the options market
[01:55:11.000 --> 01:55:14.000]  and having been an options broker on Wall Street for many years
[01:55:14.000 --> 01:55:17.000]  and one of the biggest options producers in the shares in Lehman-Hutton system
[01:55:17.000 --> 01:55:20.000]  I would not hold those contracts
[01:55:20.000 --> 01:55:23.000]  So you think they may actually stick people that are trading?
[01:55:23.000 --> 01:55:26.000]  Alright, got it, kind of like we saw in the MF Global, thank you James
[01:55:26.000 --> 01:55:28.000]  Other question?
[01:55:28.000 --> 01:55:32.000]  Will I see volatility increasing in JP Morgan between now
[01:55:32.000 --> 01:55:36.000]  and the time that the derivatives come home to roost?
[01:55:36.000 --> 01:55:39.000]  All of the trades are computer generated
[01:55:39.000 --> 01:55:43.000]  and you see for example in the volatility index which is called the VIX, the V-I-X
[01:55:43.000 --> 01:55:46.000]  it's not reflecting the true underlying volatility
[01:55:46.000 --> 01:55:51.000]  So all of the signifiers that would tell you how bad the volatility is
[01:55:51.000 --> 01:55:55.000]  are being curbed, they're being shut down with all this computer trading
[01:55:55.000 --> 01:55:57.000]  So you can't get a good...
[01:55:57.000 --> 01:56:00.000]  Exactly, as it gets more and more fraudulent they scramble the numbers more and more
[01:56:00.000 --> 01:56:02.000]  which fogs the whole system
[01:56:02.000 --> 01:56:04.000]  Thank you James
[01:56:04.000 --> 01:56:07.000]  Audrey in Dallas and then Peter, we're getting everybody in
[01:56:07.000 --> 01:56:09.000]  Audrey, quick question
[01:56:09.000 --> 01:56:12.000]  Alright, my question is, Angela Merkel has been front and center in Europe
[01:56:12.000 --> 01:56:15.000]  with Germany being the big powerhouse economically speaking
[01:56:15.000 --> 01:56:19.000]  and it's come out recently that their economy is finally on the chopping block
[01:56:19.000 --> 01:56:23.000]  What's the trigger to watch for as far as Germany's collapse?
[01:56:23.000 --> 01:56:27.000]  Well, we've been saying Germany is really the big beneficiary in all this
[01:56:27.000 --> 01:56:31.000]  You know, before the euro was created they were forbidden from reuniting
[01:56:31.000 --> 01:56:34.000]  then magically what the euro came, the reunification of Germany
[01:56:34.000 --> 01:56:37.000]  and they're the biggest winner so far because
[01:56:37.000 --> 01:56:40.000]  if they go to a European wide fiscal consolidation policy
[01:56:40.000 --> 01:56:43.000]  we run out of Berlin and out of Frankfurt
[01:56:43.000 --> 01:56:46.000]  Germany is now conquering economically
[01:56:46.000 --> 01:56:49.000]  Yeah, they are doing what they have tried to do before
[01:56:49.000 --> 01:56:52.000]  and a lot of people call it the forthright
[01:56:52.000 --> 01:56:57.000]  and keep in mind that Germany's unemployment numbers are very strong
[01:56:57.000 --> 01:56:59.000]  they have very strong employment numbers
[01:56:59.000 --> 01:57:04.000]  their social welfare system, the healthcare, etc. is in surplus
[01:57:04.000 --> 01:57:07.000]  and their export market, as long as they're in the euro
[01:57:07.000 --> 01:57:10.000]  and the euro is weak, their export market thrives
[01:57:10.000 --> 01:57:12.000]  they don't want to leave the euro because then they
[01:57:12.000 --> 01:57:15.000]  Basically, it's like you said, musical chairs, but the people are also
[01:57:15.000 --> 01:57:17.000]  got musical hang grenades
[01:57:17.000 --> 01:57:20.000]  and who knows who the hang grenade is going to explode in their hand
[01:57:20.000 --> 01:57:21.000]  but it's going to kill everybody in the room
[01:57:21.000 --> 01:57:23.000]  Here's a prediction, you know, a wildcard prediction
[01:57:23.000 --> 01:57:27.000]  Everyone has been talking about China as being the next superpower
[01:57:27.000 --> 01:57:29.000]  I disagree, I think China is going to collapse
[01:57:29.000 --> 01:57:32.000]  I think the next superpower is going to be Germany
[01:57:32.000 --> 01:57:33.000]  I've been saying that for two years now
[01:57:33.000 --> 01:57:35.000]  I agree with you, I agree
[01:57:35.000 --> 01:57:38.000]  the euro rising, absolutely
[01:57:38.000 --> 01:57:41.000]  Well, the Deutsche Mark could rise, but the reconstituted
[01:57:41.000 --> 01:57:43.000]  Eurofied Deutsche Mark run out of Berlin
[01:57:43.000 --> 01:57:45.000]  Max, we got to get you back on later in the week
[01:57:45.000 --> 01:57:58.000]  Back tomorrow at 11amcentral, infowars.com
[01:58:16.000 --> 01:58:19.000]  Easy to set up and use, doesn't require electricity
[01:58:19.000 --> 01:58:22.000]  Purify water from lake streams, ponds and wells
[01:58:22.000 --> 01:58:25.000]  This filter system leaves in beneficial minerals, which is key
[01:58:25.000 --> 01:58:27.000]  Save money by not buying bottled water
[01:58:27.000 --> 01:58:29.000]  and avoid BPA that leaches from the plastic
[01:58:29.000 --> 01:58:32.000]  Propyr is the best gravity-fed filter out there
[01:58:32.000 --> 01:58:34.000]  It's what my family uses
[01:58:34.000 --> 01:58:37.000]  infowars.com already has the lowest price on propyr
[01:58:37.000 --> 01:58:40.000]  But if you add the promo code water at checkout
[01:58:40.000 --> 01:58:43.000]  you get an additional 10% off at infowars.com
[01:58:43.000 --> 01:58:47.000]  You can also call to order 888-253-3139
[01:59:14.000 --> 01:59:17.000]  An endless supply of nutrient-dense food for you and your family
[01:59:17.000 --> 01:59:19.000]  And here's the best part
[01:59:19.000 --> 01:59:22.000]  These seeds have not been genetically modified in any way
[01:59:22.000 --> 01:59:25.000]  And you actually get enough seeds to plant a full acre crisis garden
[01:59:25.000 --> 01:59:28.000]  So visit them today at survivalseedbank.com
[01:59:28.000 --> 01:59:31.000]  That's survivalseedbank.com
[01:59:31.000 --> 01:59:35.000]  Or give them a call at 877-327-0365
[01:59:35.000 --> 01:59:39.000]  That's 877-327-0365
[01:59:39.000 --> 01:59:44.000]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item
[01:59:44.000 --> 02:00:10.000]  This is Alex Jones for survivalseedbank.com
