[00:00.000 --> 00:01.000]  Find out right now.
[01:29:07.000 --> 01:29:13.000]  I know you don't buy that, Joseph. I don't buy it. Michelle, your partner doesn't buy it. None of the listeners here buy this.
[01:29:13.000 --> 01:29:17.000]  Yes, of course, it's an obfuscation, and this is how they deflect these questions.
[01:29:17.000 --> 01:29:23.000]  But the more they go out and the more they're confronted with this, the more they're going to understand exactly what they're up against.
[01:29:23.000 --> 01:29:32.000]  And I think 9-11 Truth is going critical mass. This will probably really get to a head with the release of the new Loose Change final edit coming out here this summer.
[01:29:32.000 --> 01:29:42.000]  Now, I have to ask you, did Kerry get any of these DVDs? Did anybody personally hand John Kerry a copy of Loose Change, a copy of Terror Storm, or something to help educate him?
[01:29:42.000 --> 01:29:49.000]  You know what, I can't say that anyone did. We certainly didn't have any DVDs on us at the time, so we didn't.
[01:29:49.000 --> 01:29:59.000]  But I want to thank Terry from Be Real Productions and also Aaron Dooley, who filmed this entire thing, a couple of hardcore patriots that join us every week out there at the Capitol.
[01:29:59.000 --> 01:30:05.000]  No fear. You guys have absolutely no fear. You are bold and mighty forces have come to your aid.
[01:30:05.000 --> 01:30:10.000]  They are Austin 9-11 Truth now. Go join them, folks, on Saturday. We'll come right back with your calls right after this. Stay tuned.
[01:30:12.000 --> 01:30:23.000]  Music
[01:30:23.000 --> 01:30:33.000]  We're on the march. The empire's on the run. Alex Jones and the GCN Radio Network.
[01:30:33.000 --> 01:30:37.000]  Everyone knows we need calcium and magnesium every day for the support of strong bones.
[01:30:37.000 --> 01:30:42.000]  But most of us are only taking one source of calcium supplementation and one source of magnesium.
[01:30:42.000 --> 01:30:51.000]  That just simply isn't enough to give your body the proper nutrition it needs to help keep bones and teeth strong, prevent osteoporosis, and support muscle function.
[01:30:51.000 --> 01:30:57.000]  Now, discover the most advanced calcium and magnesium supplement on the market today. Select Cal 1000.
[01:30:58.000 --> 01:31:06.000]  From the folks who brought you Wachter's sea vegetation, Select Cal 1000 contains seven. That's seven sources of calcium and four sources of magnesium.
[01:31:06.000 --> 01:31:14.000]  Wachter's Select Cal 1000 is also packed with other important vitamins and minerals and, of course, Wachter's special blend of sea vegetation.
[01:31:14.000 --> 01:31:23.000]  Try finding that in your ordinary calcium supplement. Order Select Cal 1000 today and receive 10% off just by mentioning you heard it on the radio in the comments portion of the order page.
[01:31:23.000 --> 01:31:32.000]  Visit Wachters.com. That's W-A-C-H-T-E-R-S.com or call 1-800-682-7100.
[01:31:32.000 --> 01:31:40.000]  We at The Bible Says want to alert the world to the topic of the mark of the beast. Soon it will be upon us as an overwhelming surprise.
[01:31:40.000 --> 01:31:48.000]  The world is pressing toward a forced one world religion. The real issue behind this is the union of church and state nullifying our first amendment.
[01:31:49.000 --> 01:31:54.000]  Americans will have to give up their peculiar beliefs and accept what the new world religious leaders prescribe.
[01:31:54.000 --> 01:32:00.000]  In 2005, President Bush signed the Real ID Act, which goes into effect May 11th, 2008.
[01:32:00.000 --> 01:32:09.000]  Many people believe that this will be the mark of the beast because of the restrictive measures included, which seems to parallel the no buying and selling of Revelations 13, 17.
[01:32:09.000 --> 01:32:18.000]  In Revelations 14, 9, speaking of the mark of the beast, it says if any man worship the beast, take notice. It says worship the beast.
[01:32:18.000 --> 01:32:21.000]  This issue is about worship, not economics.
[01:32:21.000 --> 01:32:29.000]  For a better understanding of this very important topic and to receive your three free books and a free DVD, call 1-888-211-1715.
[01:32:29.000 --> 01:32:32.000]  That's 1-888-211-1715.
[01:32:33.000 --> 01:32:37.000]  Did you know that the water you drink every day can be even more beneficial to your health?
[01:32:37.000 --> 01:32:41.000]  I'm not talking so-called enriched water, but I'm talking about electrolyzed water.
[01:32:41.000 --> 01:32:46.000]  RPA Biotech is an amazing American company, provides unique technology to transform water.
[01:32:46.000 --> 01:32:58.000]  Electrolyzed plus water will alkalinize your water more powerfully than any other single nutraceutical because a body in an alkaline state can't grow pathogens, become allergic, or develop autoimmune disease or vascular degenerative illness.
[01:32:58.000 --> 01:33:03.000]  Electrolyzed water is non-toxic, non-corrosive and environmentally safe for humans and animals.
[01:33:03.000 --> 01:33:09.000]  Alkaline water is available as a concentrate to be mixed with good, filtered, purified RO water but not tap water.
[01:33:09.000 --> 01:33:12.000]  Microstructured alkaline antioxidant water for consumption.
[01:33:12.000 --> 01:33:24.000]  Call for your electrolyzed plus alkalinizing miracle rejuvenating water concentrate or other remarkable RPA Biotech products like Ultimate Fuel Sport Performance Drink at 888-212-8871.
[01:33:24.000 --> 01:33:29.000]  That's 888-212-8871 or go to nutrimedical.com.
[01:33:29.000 --> 01:33:32.000]  That's NUTRI with an I, medical.com.
[01:33:33.000 --> 01:33:41.000]  Music
[01:33:42.000 --> 01:33:49.000]  I was sitting in traffic, listening to the radio.
[01:33:49.000 --> 01:33:56.000]  The yard straight was singing, the seashores of old Mexico.
[01:33:56.000 --> 01:34:04.000]  It sounded so good, I got an idea, I'm gonna go there since they're all over here.
[01:34:04.000 --> 01:34:11.000]  The long star state should be renamed, Texaco.
[01:34:11.000 --> 01:34:18.000]  So long, Texas, hail of Mexico.
[01:34:18.000 --> 01:34:26.000]  I'm gonna swim the Rio Grande at El Paso.
[01:34:26.000 --> 01:34:30.000]  I'm leaving tonight, I ain't gonna pack.
[01:34:30.000 --> 01:34:34.000]  I'm only taking the clothes on my back.
[01:34:34.000 --> 01:34:39.000]  So long, Texas, hail of Mexico.
[01:34:39.000 --> 01:34:48.000]  Music
[01:34:48.000 --> 01:34:55.000]  I'll drive a rattle trap car with no liability.
[01:34:55.000 --> 01:35:02.000]  All the meaningful rights, though I'm there illegally.
[01:35:02.000 --> 01:35:04.000]  Just a lot more news to report today.
[01:35:04.000 --> 01:35:06.000]  We do want to take your calls.
[01:35:06.000 --> 01:35:08.000]  Monday is always a serious news day.
[01:35:08.000 --> 01:35:12.000]  There is so much to report, including an article up on infowars.com.
[01:35:12.000 --> 01:35:18.000]  Police prepared to arrest 3,000 at the 2008 Republican National Convention.
[01:35:18.000 --> 01:35:25.000]  This will exceed, I believe, almost double what happened in New York City in 2004.
[01:35:25.000 --> 01:35:27.000]  Of course, we were on the ground for that.
[01:35:27.000 --> 01:35:31.000]  Another story, student arrested over Virginia Tech remarks.
[01:35:31.000 --> 01:35:39.000]  Of course, the thought police already closing in on people that would even hint at any type of sympathy for the shooter,
[01:35:39.000 --> 01:35:42.000]  or even taken out of context that that could be the case.
[01:35:42.000 --> 01:35:48.000]  We are going to be seeing a total onslaught on potential thought crimes as the hate legislation moves forward,
[01:35:48.000 --> 01:35:56.000]  hate crimes bills move forward, and this Virginia Tech thing becomes a cyclone of psychological interpretations
[01:35:56.000 --> 01:36:01.000]  and interpretations of your behavior, just one of the many components of the Virginia Tech shooting.
[01:36:01.000 --> 01:36:03.000]  We have more information on that on the show as well.
[01:36:03.000 --> 01:36:06.000]  But I want to go right back to your calls, 1-800-259-9231.
[01:36:06.000 --> 01:36:08.000]  Do we still have Charles in Louisiana?
[01:36:08.000 --> 01:36:10.000]  Charles, you're on the Alex Jones show.
[01:36:10.000 --> 01:36:11.000]  Thank you for calling in.
[01:36:11.000 --> 01:36:12.000]  How you doing, Mr. Jack?
[01:36:12.000 --> 01:36:13.000]  I'm just fine, thank you.
[01:36:13.000 --> 01:36:17.000]  Well, you know nothing about the truck rally today.
[01:36:17.000 --> 01:36:19.000]  Not many people are talking about it.
[01:36:19.000 --> 01:36:24.000]  Well, we covered it on Friday on the Friday program, and it's a big deal, but this is supposed to be happening today.
[01:36:24.000 --> 01:36:25.000]  Have you heard any...
[01:36:25.000 --> 01:36:27.000]  Oh, yeah, I heard a lot, but I just wanted knowledge.
[01:36:27.000 --> 01:36:30.000]  I've been going through all the channels, and very few people have mentioned everything.
[01:36:30.000 --> 01:36:31.000]  Some more, you know.
[01:36:31.000 --> 01:36:32.000]  I mean, people...
[01:36:32.000 --> 01:36:33.000]  What are you seeing, Charles?
[01:36:33.000 --> 01:36:34.000]  What are the numbers?
[01:36:34.000 --> 01:36:35.000]  Are we seeing...
[01:36:35.000 --> 01:36:37.000]  Well, I've got a guy with a CD down.
[01:36:37.000 --> 01:36:40.000]  It just started about 40 minutes ago.
[01:36:40.000 --> 01:36:45.000]  I'm getting a few reports that they're pulling trucks from the side and ticketing them.
[01:36:45.000 --> 01:36:46.000]  Sure.
[01:36:46.000 --> 01:36:51.000]  The Department of Public Safety and State Police, I'm getting these reports.
[01:36:51.000 --> 01:36:56.000]  And then where the trucks are parked at, you know, where they usually park, they're only here for right now.
[01:36:56.000 --> 01:37:00.000]  And in Idaho, it's about a fourth of the trucks are off the road.
[01:37:00.000 --> 01:37:02.000]  So it's just starting to build up right now.
[01:37:02.000 --> 01:37:04.000]  But like I said, it just started 40 minutes ago.
[01:37:04.000 --> 01:37:05.000]  Sure.
[01:37:05.000 --> 01:37:16.000]  And of course, we can assume, Charles, there'll be mass arrests, mass tickets, mass fines levied at these truckers standing up for their right to be paid appropriately for shipping our goods?
[01:37:16.000 --> 01:37:17.000]  No.
[01:37:17.000 --> 01:37:20.000]  It's because they're bringing 17,000 illegal trucks here from Mexico.
[01:37:20.000 --> 01:37:21.000]  That's why this is being done.
[01:37:21.000 --> 01:37:22.000]  Well, I know.
[01:37:22.000 --> 01:37:26.000]  But that cuts into their livelihood, and that's why they're upset about it.
[01:37:26.000 --> 01:37:27.000]  Oh, yes.
[01:37:27.000 --> 01:37:28.000]  I've heard that too.
[01:37:28.000 --> 01:37:29.000]  I'm the truck driver.
[01:37:29.000 --> 01:37:31.000]  I've been going and passing these flyers out.
[01:37:31.000 --> 01:37:35.000]  George Bush is getting ready to bring 25,000 Iraqis here.
[01:37:35.000 --> 01:37:36.000]  That's going to be good.
[01:37:36.000 --> 01:37:41.000]  I think they already did that back in 1990 after the first Gulf War.
[01:37:41.000 --> 01:37:42.000]  This is another deal.
[01:37:42.000 --> 01:37:43.000]  I understand.
[01:37:43.000 --> 01:37:44.000]  This is what he's talking about.
[01:37:44.000 --> 01:37:45.000]  Yeah.
[01:37:45.000 --> 01:37:46.000]  25,000 more.
[01:37:46.000 --> 01:37:48.000]  Well, the American people, they're going to have to get hungry.
[01:37:48.000 --> 01:37:51.000]  They're going to have to do something, Mr. Jack.
[01:37:51.000 --> 01:37:54.000]  Well, I think, you know, maybe this is what it's going to take, Charles.
[01:37:54.000 --> 01:37:59.000]  I hope it isn't because I see people waking up without having the rug pulled completely out from underneath them.
[01:37:59.000 --> 01:38:02.000]  But that is what it's going to take for some people.
[01:38:02.000 --> 01:38:04.000]  Well, some people will never do nothing, you know.
[01:38:04.000 --> 01:38:07.000]  They'll wait for other people to do it, you know.
[01:38:07.000 --> 01:38:20.000]  Well, until their 2.2 cars are confiscated from the bank, until they lose their house, until they have trouble feeding their family, until they have to sign up for a no-work list or they're denied work for whatever reason.
[01:38:20.000 --> 01:38:22.000]  Well, you know, we just get what we deserve, Mr. Jack.
[01:38:22.000 --> 01:38:23.000]  I keep seeing that.
[01:38:23.000 --> 01:38:24.000]  It's true.
[01:38:24.000 --> 01:38:27.000]  Most people, they've got to confess something and they don't want to get out of it.
[01:38:27.000 --> 01:38:30.000]  But anyway, I learned so much passing these flyers out.
[01:38:30.000 --> 01:38:33.000]  There wasn't many people out there doing it, but I had about four people with me.
[01:38:33.000 --> 01:38:35.000]  And we went out there for three days.
[01:38:35.000 --> 01:38:37.000]  And we went out tonight and we went out today.
[01:38:37.000 --> 01:38:40.000]  Of course, I have other radio stations out now.
[01:38:40.000 --> 01:38:46.000]  But there's supposed to be 35 news people at Washington, D.C.
[01:38:46.000 --> 01:38:49.000]  I've taken films of this and all.
[01:38:49.000 --> 01:38:50.000]  Okay.
[01:38:50.000 --> 01:38:51.000]  Well, I mean, we need to get news.
[01:38:52.000 --> 01:39:00.000]  The thing is, I've gone online and just as you mentioned when you came in, there seems to be almost a news blackout, an establishment news blackout on today's truck out.
[01:39:00.000 --> 01:39:03.000]  So we need to get news from the listeners.
[01:39:03.000 --> 01:39:06.000]  If people are out there, like you said, you're monitoring CB.
[01:39:06.000 --> 01:39:16.000]  If people are able to get us news and to report, you know, because we're somewhat isolated here in the studio, report to us exactly what the numbers are and what could be going on, any potential arrests.
[01:39:16.000 --> 01:39:20.000]  We'd like to report that live as a breaking news story on the program, Charles.
[01:39:20.000 --> 01:39:21.000]  Yeah.
[01:39:21.000 --> 01:39:24.000]  And Mr. Jack, I want to say you're excellent, you know, you're excellent with the news.
[01:39:24.000 --> 01:39:26.000]  I mean, you really put it on the line like it is.
[01:39:26.000 --> 01:39:30.000]  And I have to tell you, having you call in, I don't call in much anymore.
[01:39:30.000 --> 01:39:31.000]  I'm just trying to...
[01:39:31.000 --> 01:39:36.000]  Well, we remember, we all remember your great reports from Hurricane Katrina.
[01:39:36.000 --> 01:39:38.000]  And you're a great truth warrior.
[01:39:38.000 --> 01:39:41.000]  I know you're a great supporter of Alex Jones and Infowars.
[01:39:41.000 --> 01:39:43.000]  And we really love having you out there, Charles.
[01:39:43.000 --> 01:39:44.000]  Keep the faith, brother.
[01:39:44.000 --> 01:39:45.000]  I just want to say I love you all too, though.
[01:39:45.000 --> 01:39:46.000]  Keep the faith, brother.
[01:39:46.000 --> 01:39:47.000]  I know you will.
[01:39:47.000 --> 01:39:49.000]  Let's go to Richard in Texas.
[01:39:49.000 --> 01:39:50.000]  Richard, are you standing by?
[01:39:50.000 --> 01:39:51.000]  You're on the Alex Jones show.
[01:39:51.000 --> 01:39:55.000]  I just wanted to make a comment about the John Kerry thing.
[01:39:55.000 --> 01:40:00.000]  You know, his comment about that being a controlled situation is just outrageous.
[01:40:00.000 --> 01:40:04.000]  I mean, one, where would he have gotten that information from?
[01:40:04.000 --> 01:40:10.000]  And how in the world can he expect that to be accepted as a logical comeback?
[01:40:10.000 --> 01:40:17.000]  And where does he figure the opportunity was to wire that building up with explosives and that sort of thing to bring it down?
[01:40:17.000 --> 01:40:19.000]  Well, and I think that's what he was referring to.
[01:40:19.000 --> 01:40:26.000]  And if you look, you know, at the coverage from this, I think it's completely fair to say that he was alluding to a controlled demolition.
[01:40:26.000 --> 01:40:31.000]  So I don't want to sound like I'm in any way, you know, being contradictory here.
[01:40:31.000 --> 01:40:32.000]  I mean, I don't know what it says.
[01:40:32.000 --> 01:40:34.000]  I'm only here asking questions.
[01:40:34.000 --> 01:40:43.000]  So initially, I believe there's a good merit to this story that he is alluding to a controlled demolition regarding the Building 7.
[01:40:43.000 --> 01:40:47.000]  But I just think he got caught in a completely unaware position.
[01:40:47.000 --> 01:40:51.000]  And this is something we have to just, I mean, I don't think we can have a conclusion to the story yet.
[01:40:51.000 --> 01:40:59.000]  We have to really look at every single word he said, how he said it, to try to interpret exactly, you know, how he's skirting around and moving around here.
[01:40:59.000 --> 01:41:03.000]  So I'm not, you know, giving anyone my conclusion here.
[01:41:03.000 --> 01:41:05.000]  I'm certainly not trying to be contradictory to some early reports.
[01:41:05.000 --> 01:41:08.000]  I believe that that's what he was alluding to.
[01:41:08.000 --> 01:41:12.000]  But there is kind of some willow room in there for him, I think.
[01:41:12.000 --> 01:41:13.000]  I understand.
[01:41:13.000 --> 01:41:17.000]  But I sure would have loved to have been there to deliver a follow-up question with regard to that, you know.
[01:41:17.000 --> 01:41:18.000]  Well, they tried.
[01:41:18.000 --> 01:41:19.000]  You heard they tried to do it.
[01:41:19.000 --> 01:41:23.000]  And he shut it down and immediately started trying to promote his book and tried to get everybody to get his book.
[01:41:23.000 --> 01:41:24.000]  So he changed the subject.
[01:41:24.000 --> 01:41:26.000]  He skirted the issue.
[01:41:26.000 --> 01:41:32.000]  But somewhere in that audio, I think there is some damning information that we need to continue to follow up on.
[01:41:32.000 --> 01:41:35.000]  So, again, the story is breaking.
[01:41:35.000 --> 01:41:38.000]  And I think it is fair to say that that's what he was alluding to.
[01:41:38.000 --> 01:41:43.000]  And kind of caught himself part way there and then tried to change the subject.
[01:41:43.000 --> 01:41:44.000]  So it's very complex.
[01:41:44.000 --> 01:41:46.000]  And this just happened this morning.
[01:41:46.000 --> 01:41:50.000]  So I personally am trying to figure this out and decode it live on the air.
[01:41:50.000 --> 01:41:55.000]  This is never an easy thing to do, especially, you know, in front of millions of people on the Alex Jones show.
[01:41:55.000 --> 01:41:58.000]  But there are a lot of different ways to look at this.
[01:41:58.000 --> 01:42:02.000]  And I think it is fair to say that he's saying it's a controlled demolition.
[01:42:02.000 --> 01:42:05.000]  But, again, very complex, don't you think, Richard?
[01:42:05.000 --> 01:42:06.000]  Absolutely.
[01:42:06.000 --> 01:42:08.000]  Thank you for them for standing up to him, though.
[01:42:08.000 --> 01:42:14.000]  That's why I hope that this can be followed up and we can get him to elaborate on what his meaning was.
[01:42:14.000 --> 01:42:16.000]  Well, I hope you'll see him.
[01:42:16.000 --> 01:42:24.000]  You may have mentioned this earlier, but apparently Rosie is back on track with having 9-11 first responders on The View on Wednesday,
[01:42:24.000 --> 01:42:27.000]  which should be pretty interesting if that doesn't get knocked off.
[01:42:27.000 --> 01:42:31.000]  If there isn't another mass school shooting before now and now and then.
[01:42:31.000 --> 01:42:32.000]  Well, thank you for the call, Richard.
[01:42:32.000 --> 01:42:35.000]  And, again, these people need to be commended for taking it to Kerry.
[01:42:35.000 --> 01:42:41.000]  So I hope when he goes to his next stump speech, you'll ask the follow-up questions that need to be asked.
[01:42:41.000 --> 01:42:42.000]  I think that would be important.
[01:42:42.000 --> 01:42:44.000]  Let's go to Lucas in Texas.
[01:42:44.000 --> 01:42:47.000]  Lucas, thank you for holding your on the Alex Jones show.
[01:42:47.000 --> 01:42:48.000]  Hey, what's up, Jack?
[01:42:48.000 --> 01:42:50.000]  Thanks for taking my call, brother.
[01:42:50.000 --> 01:42:53.000]  I wanted to bring up two very important subjects.
[01:42:53.000 --> 01:43:02.000]  Two months ago, when you typed in 9-11 conspiracy into Google, you pulled up about 95% pro 9-11 conspiracy sites.
[01:43:02.000 --> 01:43:06.000]  Now you type it in, you pull up anti-conspiracy sites.
[01:43:06.000 --> 01:43:11.000]  Alex Jones' Prison Planet used to be on page number one, now it's on page number five.
[01:43:11.000 --> 01:43:13.000]  Google has done something to change everything.
[01:43:13.000 --> 01:43:15.000]  That's the first subject I wanted to bring up.
[01:43:15.000 --> 01:43:20.000]  The second subject I wanted to bring up was this thing about John Kerry.
[01:43:20.000 --> 01:43:23.000]  Let me give you a quote from the Battery Park City Authority.
[01:43:23.000 --> 01:43:30.000]  It says, due to the impacts from the World Trade Center collapse and subsequent emergency response activities,
[01:43:30.000 --> 01:43:35.000]  the perimeter seawall of said land suffered structural damage.
[01:43:35.000 --> 01:43:42.000]  The damage occurred at various locations of approximately one mile long seawall along the Hudson River.
[01:43:42.000 --> 01:43:49.000]  Now we go back to John Kerry's comment where he says, but I do know that wall was in danger.
[01:43:49.000 --> 01:43:55.000]  He's saying the wall was in danger, not anything else was in danger from the wall.
[01:43:55.000 --> 01:43:57.000]  He said the wall was in danger.
[01:43:58.000 --> 01:44:06.000]  He's talking about they brought down building number seven because they were fearing that it would fall and knock the seawall down.
[01:44:06.000 --> 01:44:09.000]  That's what he was talking about, at least that's what I get.
[01:44:09.000 --> 01:44:17.000]  As I say, trying to interpret the cryptic skull and bones comments from John Kerry is quite a feat,
[01:44:17.000 --> 01:44:22.000]  so we need to continue to analyze this particular audio and the video and to try to figure out.
[01:44:22.000 --> 01:44:26.000]  I guess in some ways we're going to be left to fill in some of the blanks, aren't we?
[01:44:26.000 --> 01:44:32.000]  Oh yeah, most definitely. But when he says, like I said, but I do know that wall was in danger,
[01:44:32.000 --> 01:44:40.000]  why would he care about a wall being in danger from building number six or remains from building number seven?
[01:44:40.000 --> 01:44:47.000]  He would say the danger was from the wall. He said the wall was in danger. So that's a key aspect.
[01:44:47.000 --> 01:44:52.000]  Well that's a good question. I'm glad you came in with that and I think that's something that we need to further follow up on.
[01:44:52.000 --> 01:44:56.000]  I'm sure there's going to be more and more news on this particular story.
[01:44:56.000 --> 01:45:01.000]  It's not often that we get John Kerry on the record for 9-11, so again these people need to be commended
[01:45:01.000 --> 01:45:04.000]  and we need to really try to get in here and decode exactly what he said.
[01:45:04.000 --> 01:45:06.000]  That was a good contribution. Thank you for the call.
[01:45:06.000 --> 01:45:09.000]  Let's go to Ron in New York. Ron, are you still with us? You're on the Alex Jones show.
[01:45:09.000 --> 01:45:12.000]  Hi Jack. Jack, I'm going to touch on two subjects.
[01:45:12.000 --> 01:45:19.000]  The first one I've touched on before and I'd like to admonish your listeners to call, not just their representatives,
[01:45:19.000 --> 01:45:28.000]  but the NRA, particularly those listeners that are members of the NRA, and tell them to withdraw support of HR 297.
[01:45:28.000 --> 01:45:36.000]  That's the bill that's now floating through Congress being spearheaded by the incident at Virginia Tech
[01:45:36.000 --> 01:45:48.000]  and that it is not wise for us to be on the same side of a legislative issue that is being spearheaded by Carolyn McCarthy and Charles Schumer.
[01:45:48.000 --> 01:45:54.000]  And I would implore your listeners, particularly those who are NRA members, to call the NRA
[01:45:54.000 --> 01:45:59.000]  and tell them that they should reconsider that poor judgment of error in support of that.
[01:45:59.000 --> 01:46:01.000]  That's a nice way to say it, Ron, I guess.
[01:46:01.000 --> 01:46:08.000]  That's a nice way. Well, I think FCC regulations might forbid me from saying it the way passions may want to.
[01:46:08.000 --> 01:46:15.000]  Yes, but I mean, 297 is the most draconian of all the new McCarthy gun bills and there are plenty of them to have to fight.
[01:46:15.000 --> 01:46:21.000]  And it's, I guess, somewhat smart of them to put out so many bills that we don't even know what to fight.
[01:46:21.000 --> 01:46:23.000]  But I'd start with 297. I agree with you.
[01:46:23.000 --> 01:46:26.000]  I'd definitely start with 297. That's correct.
[01:46:26.000 --> 01:46:30.000]  297 is such a bad bill that I'm going to be quite honest with you.
[01:46:30.000 --> 01:46:37.000]  While I have an abiding concern for the Second Amendment rights, I am more concerned where it relates to 297
[01:46:37.000 --> 01:46:44.000]  with Fourteenth Amendment rights of due process and Fourth Amendment rights against search and seizure and privacy.
[01:46:44.000 --> 01:46:48.000]  It will actually chew those two amendments apart even more.
[01:46:48.000 --> 01:46:55.000]  So that is a comprehensively dangerous bill to at least free of your fundamental constitutional rights.
[01:46:55.000 --> 01:46:56.000]  As we've been saying for the last month.
[01:46:56.000 --> 01:46:59.000]  So I implore people to do, as I say, believe me.
[01:46:59.000 --> 01:47:04.000]  And look, if you voted for Republicans or you supported the Republicans or the Conservatives
[01:47:04.000 --> 01:47:07.000]  because they were going to protect your right to keep and bear arms,
[01:47:07.000 --> 01:47:12.000]  you better put a lot of pressure on them to stand up to this or tell them they will never have your support ever again.
[01:47:12.000 --> 01:47:14.000]  And that includes the NRA.
[01:47:14.000 --> 01:47:17.000]  And that leads to the next thing that I was going to talk about.
[01:47:17.000 --> 01:47:23.000]  We now see hucksters from the so-called psychiatric professional community,
[01:47:23.000 --> 01:47:27.000]  the psychologists, psychologists, on TV, particularly Fox.
[01:47:27.000 --> 01:47:34.000]  And, well, I believe that the establishment media, all of it, smells like a dead fish.
[01:47:34.000 --> 01:47:36.000]  Fox is particularly pernicious.
[01:47:36.000 --> 01:47:39.000]  And they are particularly pernicious for this reason.
[01:47:40.000 --> 01:47:49.000]  They wrap pseudo Trotskyism in pseudo populism and then project it out to a largely uninformed and ignorant public
[01:47:49.000 --> 01:47:51.000]  and make you think it's conservatism.
[01:47:51.000 --> 01:47:54.000]  Well, folks, it is not conservatism.
[01:47:54.000 --> 01:48:04.000]  They are particularly pernicious in the way they go about doing things in that have you ever noticed that Fox has experts on it
[01:48:04.000 --> 01:48:10.000]  that nobody has ever seen before in history prior to the establishment of the Fox network.
[01:48:10.000 --> 01:48:15.000]  Well, if you do a lot of research on a lot of these people that they bring on as experts,
[01:48:15.000 --> 01:48:24.000]  you will find that a great number of them are invested, and I mean materially invested, in promoting their agendas,
[01:48:24.000 --> 01:48:30.000]  i.e. they have businesses that will sell the machinery, that will sell the services,
[01:48:31.000 --> 01:48:36.000]  relative to the positions, the political and social positions that they're promoting.
[01:48:36.000 --> 01:48:40.000]  So you have to be very leery at listening to their so-called experts.
[01:48:40.000 --> 01:48:45.000]  I'm going to coin a new phrase today that will go down in history next to the word normalcy.
[01:48:45.000 --> 01:48:53.000]  When somebody is an expert of dubious intention, he shall now be referred to as a Foxpert.
[01:48:53.000 --> 01:48:55.000]  Foxpert instead of an expert.
[01:48:55.000 --> 01:48:56.000]  That's correct.
[01:48:56.000 --> 01:49:00.000]  Well, these are all the think tank guys, the Council on Foreign Relations guys.
[01:49:00.000 --> 01:49:08.000]  I mean, of course, they're out there to shill and to be, I guess what you would call in many ways, a controlled opposition if you're a conservative.
[01:49:08.000 --> 01:49:11.000]  So I think most people know not to trust them.
[01:49:11.000 --> 01:49:18.000]  In fact, I think the numbers are down so much at Fox News that they've got to be wondering maybe they should be covering 9-11 truth.
[01:49:18.000 --> 01:49:21.000]  Well, I'll tell you this.
[01:49:21.000 --> 01:49:24.000]  I don't know if they're covering that, but I'm not blaming them alone.
[01:49:24.000 --> 01:49:28.000]  I'm just saying they're the worst example of a large number of bad examples.
[01:49:28.000 --> 01:49:31.000]  The New York Times is another one that also plays the game very well.
[01:49:31.000 --> 01:49:32.000]  Of course. Absolutely.
[01:49:32.000 --> 01:49:38.000]  You know, the fact is, going back to my last statement, they are covering 9-11 truth news on Bill O'Reilly,
[01:49:38.000 --> 01:49:43.000]  and they know that this is how they get big ratings going after Rosie O'Donnell doing these things.
[01:49:43.000 --> 01:49:52.000]  And then coming out, one of the first reports after the VTech shooting, here you have one of the Foxperts, as you call them, advocating gun control.
[01:49:52.000 --> 01:49:56.000]  I mean, that's got to be shocking to conservatives that have hung their hat on faux news.
[01:49:56.000 --> 01:49:59.000]  By the way, you mention O'Reilly and you jog my memory.
[01:49:59.000 --> 01:50:03.000]  He always has Geraldo Rivera on as a guest, as we all well know.
[01:50:03.000 --> 01:50:13.000]  And Geraldo, since the VT shootings, the Virginia Tech shootings, has been advocating, you know, tougher policies with people and mental hygiene agencies.
[01:50:13.000 --> 01:50:14.000]  Total neoliberal. Yeah.
[01:50:14.000 --> 01:50:16.000]  Hold on. Hold on.
[01:50:16.000 --> 01:50:21.000]  Your listeners should know, many of them are probably not old enough, but I am, and some of us have old memories,
[01:50:21.000 --> 01:50:30.000]  that this same man was instrumental in the movement in this country in 1971, 1972, all right,
[01:50:30.000 --> 01:50:39.000]  in the deconstruction of the mental hygiene system and in the system in which there were sanitariums in which people were in.
[01:50:39.000 --> 01:50:42.000]  So first this guy said, let them all out.
[01:50:42.000 --> 01:50:46.000]  Now today he goes, he's on, of course, on Fox, he's an employee of Fox.
[01:50:46.000 --> 01:50:48.000]  Now he says, lock them all up.
[01:50:48.000 --> 01:50:58.000]  This is a huckster that takes whatever position like a gear shifter, you understand, just to keep himself prominent and satiated, I guess, in the limelight and in a nice salary.
[01:50:58.000 --> 01:51:02.000]  This guy has no legitimacy and nobody should be taking him seriously.
[01:51:02.000 --> 01:51:09.000]  You can't say apples one day and then say oranges the next and have a legitimate point of view.
[01:51:09.000 --> 01:51:10.000]  Yeah, you have no credibility in doing that.
[01:51:10.000 --> 01:51:20.000]  And let's not forget the staged fight that O'Liley and the gentleman you mentioned had in order to take our minds off of more 9-11 information with Rosie O'Donnell.
[01:51:20.000 --> 01:51:22.000]  We'll take a quick break, we'll come back, we'll take more of your calls.
[01:51:22.000 --> 01:51:25.000]  This is the Alex Jones Show, I'm Jack Blood, please stay tuned.
[01:51:25.000 --> 01:51:41.000]  It's here, after a year in production and traveling to distant lands, my new film Terror Storm is complete.
[01:51:41.000 --> 01:51:50.000]  Shocking declassified government documents prove that Western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
