[00:00.000 --> 00:11.000]  Waging war on corruption, it's Alex Jones coming to you live from the front lines of the info war.
[02:19:17.000 --> 02:19:22.000]  You can have the energy at the end of a long day to fight back against the chemicals in the food and water,
[02:19:22.000 --> 02:19:26.000]  to fight back against the modern-day lifestyle with the screen time and the extended hours,
[02:19:26.000 --> 02:19:30.000]  to still have the stamina and endurance, energy, and drive.
[02:19:30.000 --> 02:19:36.000]  To get to the gym, get to the park, and get exercise that you need for your health.
[02:19:36.000 --> 02:19:40.000]  So go to InfowarsStore.com and get SuperMailVitality before it's gone.
[02:19:40.000 --> 02:19:49.000]  This is actually our last run of SuperMailVitality, so I want you to experience SuperMailVitality before it's too late.
[02:19:49.000 --> 02:19:51.000]  Unleash the SuperMail in you.
[02:19:51.000 --> 02:19:55.000]  SuperMailVitality.com
[02:19:55.000 --> 02:20:07.000]  You're listening to the Alex Jones show.
[02:20:07.000 --> 02:20:25.000]  Alex Jones figured something out a while back that has really been a key to Infowars success,
[02:20:25.000 --> 02:20:33.000]  and it's something that I've kind of discovered myself, and it's what Patrick Casey was alluding to in the last segment,
[02:20:33.000 --> 02:20:41.000]  how a certain level of absurdity or a certain level of theatrics, as Patrick said,
[02:20:41.000 --> 02:20:47.000]  is necessary to garner attention to some of the things that you're doing.
[02:20:47.000 --> 02:20:49.000]  Otherwise, they just kind of fall flat.
[02:20:49.000 --> 02:20:53.000]  And again, I understand why conservatives look at this stuff and they say,
[02:20:53.000 --> 02:20:57.000]  oh, this gives a bad name to us or this, that, or the other thing, but this is an infowar.
[02:20:57.000 --> 02:20:59.000]  I mean, this is a spiritual battle.
[02:20:59.000 --> 02:21:06.000]  I mean, look at what the left is doing. Look at the desperate measures the left is taking to try to win for their agenda,
[02:21:06.000 --> 02:21:08.000]  which is anti-human, anti-American.
[02:21:08.000 --> 02:21:10.000]  So I mean, we've got to fight fire with fire.
[02:21:10.000 --> 02:21:13.000]  So a certain level of us has to realize you have to fight absurdity with absurdity.
[02:21:13.000 --> 02:21:18.000]  How do you show and highlight and mirror the absurdity of Drag Queen Story Hour?
[02:21:18.000 --> 02:21:21.000]  Well, you dress like a clown and you go to Drag Queen Story Hour.
[02:21:21.000 --> 02:21:25.000]  But you know, don't you think it really highlights Patrick the intentions here
[02:21:25.000 --> 02:21:29.000]  or that even they kind of understand that what they're doing is a little sordid,
[02:21:29.000 --> 02:21:31.000]  that they kicked the clowns out?
[02:21:31.000 --> 02:21:34.000]  I mean, why can't the clowns stay?
[02:21:34.000 --> 02:21:41.000]  Right. Well, I guess they thought that the clowns were being bad right-wingers for drawing attention,
[02:21:41.000 --> 02:21:47.000]  bad right-wing clowns for drawing attention to, again, the ridiculousness and the absurdity of Drag Queen Story Hour.
[02:21:47.000 --> 02:21:55.000]  I do think that there is somewhat of an implicit concession or understanding on their behalf
[02:21:55.000 --> 02:22:00.000]  that the Drag Queen stuff is sordid, that it is something that is controversial and taboo.
[02:22:00.000 --> 02:22:03.000]  And that's the whole reason why they're doing it, right?
[02:22:03.000 --> 02:22:08.000]  I think there's a sense of, oh, this is taboo, this is wrong, but they're doing it anyways.
[02:22:08.000 --> 02:22:10.000]  No, that's a good point.
[02:22:10.000 --> 02:22:16.000]  The very conception of it is the acceptance of the reality that it's taboo and sordid.
[02:22:16.000 --> 02:22:20.000]  And it's like, this is what we have to do to kids, we have to get them used to this.
[02:22:20.000 --> 02:22:22.000]  Yeah, absolutely.
[02:22:22.000 --> 02:22:28.000]  So this is part of the broader attempt by the left and by globalists on the right as well
[02:22:28.000 --> 02:22:33.000]  to poison our traditional values and basically our culture.
[02:22:33.000 --> 02:22:40.000]  What has traditionally been seen as normal and healthy in America and more broadly the West has been inverted.
[02:22:40.000 --> 02:22:46.000]  Now what was once virtue has been made vice and what was once vice is now they're trying to make it virtue.
[02:22:46.000 --> 02:22:50.000]  Well, I'm going to make a prediction right now because I understand how these things work.
[02:22:50.000 --> 02:22:54.000]  And sometimes it takes some time for people to understand this.
[02:22:54.000 --> 02:22:59.000]  But when you've been in the infowar long enough, you realize how real it is.
[02:22:59.000 --> 02:23:01.000]  This is like a slow rollout.
[02:23:01.000 --> 02:23:04.000]  It's like, what can we get away with? How far can we take it?
[02:23:04.000 --> 02:23:07.000]  The same principle applies for these people in abortion.
[02:23:07.000 --> 02:23:10.000]  How far can we take abortion? How much I mean, can we kill a live baby?
[02:23:10.000 --> 02:23:13.000]  Can we abort a one year old? I mean, they'll keep pushing it as far as we'll let them.
[02:23:13.000 --> 02:23:15.000]  So here's my prediction.
[02:23:15.000 --> 02:23:22.000]  They're going to eventually bring drag queen story time to public schools and they're going to bring it to kindergarten first grade classrooms.
[02:23:22.000 --> 02:23:28.000]  That's where this is going unless there's a massive pushback and that's the key.
[02:23:28.000 --> 02:23:33.000]  If they can continue to push this and there's not a big pushback and they can continue to do drag queen story hour.
[02:23:33.000 --> 02:23:41.000]  And let's say, I would say if they have a success rate, let's give it a number of, I would say either six out of 10 or seven out of 10.
[02:23:41.000 --> 02:23:48.000]  If they have 10 drag queen story times events and seven of them are successful and only three of them have a pushback, they'll move it next level.
[02:23:48.000 --> 02:23:59.000]  If they have 10 drag queen story time events and five or six of them have a protest or get disrupted, they'll realize, okay, this isn't going to go any farther than this and they'll start to ratchet it back.
[02:23:59.000 --> 02:24:09.000]  And so I think that's where we're at right now. And I would even say maybe it's time to go next level and you actually pretend to be a drag queen and see what kind of stuff that you can find out.
[02:24:09.000 --> 02:24:18.000]  Or even when it's your turn to be like, you know, kids, this is actually wrong. What we're doing here. You shouldn't be forced to be sexualized.
[02:24:18.000 --> 02:24:23.000]  But that's what I'm saying. That's the battle front that we're on right now.
[02:24:23.000 --> 02:24:28.000]  Absolutely. And I like the idea of posing as a drag queen. I don't know if that's something I will ever do.
[02:24:28.000 --> 02:24:30.000]  Yeah, that's the thing. I don't know.
[02:24:30.000 --> 02:24:33.000]  I'll dress up as a cow.
[02:24:33.000 --> 02:24:36.000]  Yeah, that's a Crowder thing. That's a Crowder thing. I agree.
[02:24:36.000 --> 02:24:43.000]  But you're absolutely right is activism works. The left understands that and it's time that the right begins to understand that as well.
[02:24:43.000 --> 02:24:47.000]  And you know, just regular people, you don't need to have a lot of experiences. You activism like this.
[02:24:47.000 --> 02:24:57.000]  If you, if you, if in your city or your town, you're aware of drag queen story hour happening or being about to happen, then you should get together with like minded people.
[02:24:57.000 --> 02:25:01.000]  Like minded conservatives, nationalists, libertarians, whatever, and just go in there.
[02:25:01.000 --> 02:25:07.000]  And, you know, you don't even have to dress up as clowns. If you outnumber them, obviously this is peaceful and non-violent.
[02:25:07.000 --> 02:25:15.000]  But if you outnumber them, you're going to be able to, you know, you know, maybe chant like some kind of slogan or you're just going to be able to, you know, say something else.
[02:25:15.000 --> 02:25:23.000]  And these people are self-conscious. These people are, you know, they don't want this to happen. They want to be, you know, as perverse as it sounds.
[02:25:23.000 --> 02:25:34.000]  Absolutely. In fact, the crew is rolling this b-roll right now. I went to a Planned Parenthood rally here and I got assaulted by a drag queen or a cross dresser or a transsexual.
[02:25:34.000 --> 02:25:42.000]  And I realized something because I've reached a point now, Patrick, where I'm just pressing charges and trying to get anybody arrested who assaults me.
[02:25:42.000 --> 02:25:47.000]  I dealt with it long enough now. I'm just, I'm just doing it. And I hate to do that to the police, but it's just, it has to be done.
[02:25:47.000 --> 02:25:53.000]  And so I realized, though, I can't even ID my assaulter because they're wearing all this makeup. I don't know who they are.
[02:25:53.000 --> 02:26:00.000]  They got a wig on and all this crap. You can't even ID them. And of course, that's why these pedophiles are taking advantage of this drag queen story time because they can go in undercover.
[02:26:00.000 --> 02:26:06.000]  But, you know, here's the thing too. If you don't want to dress up like a clown and do it, you know, that's fine. It's not for everybody.
[02:26:06.000 --> 02:26:23.000]  Go print a big poster, pull up that psycho freeze frame that we have. You just print a big poster of an image from drag queen story time and just stand outside the library and be like, yeah, you just print that image right there and just hold it outside the library and say,
[02:26:23.000 --> 02:26:30.000]  drag queen story time is here and people's eyes will be like, what is that? What is going on here?
[02:26:30.000 --> 02:26:36.000]  So, I mean, there's other ways that you can fight this and they just pulled up another story about how one was canceled.
[02:26:36.000 --> 02:26:42.000]  But I just feel like if they continue to roll this out with success, it's going to eventually be in the schools and then it's going to be on cable television.
[02:26:42.000 --> 02:26:52.000]  Yeah, we have to push back and that applies to any front on the culture where any issue with the left is trying to assert its hegemony over us.
[02:26:52.000 --> 02:27:04.000]  We need to push back. We don't want to give them an inch because obviously they will take a mile. But one thing that's worth pointing out here is, and I know you touched on this yesterday, is that this isn't just conservative fear mongering, right?
[02:27:04.000 --> 02:27:22.000]  Drag queen story has been going on for that long, I think, just like a few years. But guess what? Multiple drag queens have been revealed to be sex offenders, right? And I'm sure this is just the tip of the iceberg. I'm sure that if you were to look into the background of all of these drag queens, you would find quite a bit.
[02:27:22.000 --> 02:27:36.000]  So that's another thing for the Internet sleuths and journalists to look into. So the one most egregious example of this is a 32-year-old Alberto Garza, who sexually assaulted an eight-year-old boy years ago.
[02:27:36.000 --> 02:27:52.000]  So a registered sex offender. Guess what? He gets invited into the Houston Public Library to be around kids. And it turned into this big media outrage, as it rightfully should have. And it turns out that the library didn't do a background check.
[02:27:52.000 --> 02:27:54.000]  They didn't do any...
[02:27:54.000 --> 02:28:03.000]  Or it could be a situation, too, where the libraries relying on the drag queen story time to do a background check. Oh, go figure. They let a pedophile slip in.
[02:28:03.000 --> 02:28:11.000]  Right, right. I would not trust the drag queen story hour national nonprofit to assert any kind of standard...
[02:28:11.000 --> 02:28:19.000]  So let me just ask you this final question, Patrick, as the segment comes to a close. And this is why the activism is so important. My guess is, and this is probably your most viewed video ever,
[02:28:19.000 --> 02:28:28.000]  my guess is when your activist dressed up as clowns to do this, they did not expect it would get this attention and would end up on Infowars. They did it because they wanted to be activists. And that's why this is so key.
[02:28:28.000 --> 02:28:34.000]  Absolutely. They did a phenomenal job and they deserve unending praise for this fantastic action.
[02:28:34.000 --> 02:28:48.000]  So there it is, folks. The video can be found on American Identity Movement's Twitter, the original, right there. And hey, if you feel like taking action and engaging in activism to stop drag queen story hour from reaching kids in schools,
[02:28:48.000 --> 02:28:53.000]  that's where it's going next. Take action today. Thank you so much for joining us, Patrick Casey, of American Identity Movement.
[02:28:53.000 --> 02:28:55.000]  Thank you for having me on.
[02:28:55.000 --> 02:29:00.000]  Know someone with a drinking or drug problem? Learn how to get sober after we share these stories.
[02:29:00.000 --> 02:29:12.000]  I was 35 with two beautiful children when my life and addiction started to spiral out of control. After my divorce, I went into a depression cycle and started drinking more often and using prescription drugs.
[02:29:12.000 --> 02:29:17.000]  After my second DWI and arrest, my ex-husband threatened to take our children away from me.
[02:29:17.000 --> 02:29:27.000]  I was 17 when I became addicted to heroin and meth. I thought I could quit on my own, but I couldn't. It hit me when I was arrested.
[02:29:27.000 --> 02:29:56.000]  Get sober now. Your private insurance may cover costs and we'll get you here. It's simple. Just call Elite Rehab Placement right now, please. Don't wait. Your life matters to us.
[02:29:56.000 --> 02:30:08.000]  Brain Force Plus is a top-tier new tropic. Focus, clarity, energy. But instead of having a seven times markup, we have a hundred and a fifty percent markup.
[02:30:08.000 --> 02:30:18.000]  Right now, it's massively discounted and when you get a bottle of it at 25% off, you get a free bottle of what is our total best seller.
[02:30:18.000 --> 02:30:26.000]  It's not very profitable because we give it at such a low price, but it's amazing that, of course, he's knocked out the ultimate sleep aid.
[02:30:26.000 --> 02:30:32.000]  So we've got a way to energize you, ramp you up in a healthy way during the day and put you deep into that restful, healthy sleep at night.
[02:30:32.000 --> 02:30:40.000]  It's the Brain Force and Knockout Combo Deal. 25% off Brain Force and a free bottle of knockout together right now.
[02:30:40.000 --> 02:30:48.000]  Get the combo and experience both these great products today. Take advantage of it and fund the M4. M4warslife.com or M4store.com.
[02:30:48.000 --> 02:31:14.000]  The Brain Force Plus Knockout Combo right now. Get your free bottle today at M4store.com.
[02:31:18.000 --> 02:31:26.000]  Get tech jobs at M4wars.com. Again, we've got four or five places we want to fill and a lot of new secret projects going on.
[02:31:26.000 --> 02:31:34.000]  The point is, if you want to build freedom in this country and promote free speech and you want to help M4wars go to the next level, we want to hire you.
[02:31:34.000 --> 02:31:44.000]  Send your resumes to techjobs at M4wars.com today. I look forward to meeting some of you and shaking your hand and having you jump on Millennium Falcon to start Episode 4.
[02:31:44.000 --> 02:31:48.000]  That's what you're going to be doing. This is the real ticket to adventure.
[02:31:48.000 --> 02:31:56.000]  Techjobs at M4wars.com.
[02:31:56.000 --> 02:32:05.000]  Getting your protein has never been easier with M4warslife protein bars. Available in delicious chocolate peanut butter and vanilla coconut flavors.
[02:32:05.000 --> 02:32:15.000]  These protein bars are the perfect answer for a snack on the go. Infowarslife protein bars are nutrient packed portable protein bars for an easy to eat and great tasting meal.
[02:32:15.000 --> 02:32:28.000]  Pre or post workout, fuel alternative. At just 240 calories per bar and 15 grams of protein each, these bars will be your favorite at hand snack for at home, in the car, at work, or on the go.
[02:32:28.000 --> 02:32:38.000]  For getting nutrients easily, high in fiber and nutrients with wholesome ingredients for high level performance with great taste such as whey protein and chocolate compounds.
[02:32:38.000 --> 02:32:42.000]  These protein bars can help you with the boost you need to reach your goals.
[02:32:42.000 --> 02:32:51.000]  Protein packed and full of fiber and healthy ingredients, Infowarslife protein bars are a can't miss snack for any info warriors serious about their energy.
[02:32:51.000 --> 02:32:59.000]  Try both flavors today at infowarsstore.com.
[02:32:59.000 --> 02:33:08.000]  You're listening to the Alex Jones show.
[02:33:08.000 --> 02:33:27.000]  You found it, the tip of the spear. It is the Alex Jones show with Owen Troyer.
[02:33:27.000 --> 02:33:39.000]  So much to get to in the hour and a half that I have left here on the Alex Jones show. It's going to be a powerful archive four hours when it's all said and done.
[02:33:39.000 --> 02:33:42.000]  Be sure to share this broadcast with your friends and family folks.
[02:33:42.000 --> 02:33:53.000]  This is the type of broadcast they don't want people hearing because most of the stuff we discuss here, the average American is thinking about or has it in their subconscious.
[02:33:53.000 --> 02:33:59.000]  They're just distracted by their own lives or a football game or whatever and so they don't talk about it.
[02:33:59.000 --> 02:34:05.000]  It never rises to the surface until they see it and they hear it and they see other people think it and they see other people talking about it.
[02:34:05.000 --> 02:34:11.000]  They see other people are caring about it and then all of a sudden they start to voice their opinion.
[02:34:11.000 --> 02:34:17.000]  They start to feel not so alone out there in the universe but they want you to feel alone.
[02:34:17.000 --> 02:34:29.000]  They want those instincts that you've buried down deep to stay there because as soon as they come up to the surface, you're not going to accept this satanic one world government and they know that.
[02:34:29.000 --> 02:34:44.000]  So they have to keep you distracted and they have to keep your instincts beaten out of you and then they really have to bully you out of your divine curiosity for the universe and for your existence.
[02:34:44.000 --> 02:34:54.000]  But they can't stop us at infowars.com and it absolutely drives them crazy and your support at infowars.com is so imperative right now folks.
[02:34:54.000 --> 02:35:11.000]  I got to tell you, when I start talking to Alex about expansion here and he starts making announcements about expansion here, you start to get your spidey senses tingling because it's almost a miracle.
[02:35:11.000 --> 02:35:17.000]  In fact, it's practically a miracle that we can expand in the middle of all this censorship.
[02:35:17.000 --> 02:35:30.000]  First of all, you can just look at TV and if you go and look, the average television show maybe lasts a season or two and never gets re-signed because it fails.
[02:35:30.000 --> 02:35:36.000]  It's so hard to successfully launch a new show. It's almost impossible.
[02:35:36.000 --> 02:35:45.000]  I mean, how many shows have they launched on Comedy Central making fun of Alex Jones and infowars that fall flat on their face after a couple months, almost all of them.
[02:35:45.000 --> 02:35:50.000]  And then they keep bringing the same guy back. Jordan Klepper has a new thing he's doing now.
[02:35:50.000 --> 02:36:00.000]  So we've launched shows, David Knight, every morning with the David Knight show and then myself with the War Room in the afternoon drive.
[02:36:00.000 --> 02:36:06.000]  We've been on air now for over a year, almost two years and we've had massive success.
[02:36:06.000 --> 02:36:18.000]  I mean, that's a miracle in and of itself that we're able to launch new shows and then have sustained success and viewership despite the fact we're basically banned from being broadcast.
[02:36:18.000 --> 02:36:24.000]  It's a miracle and it's all possible with your support at infowarsstore.com. I cannot thank you guys enough.
[02:36:24.000 --> 02:36:30.000]  And so take advantage of the t-shirt sale we have going right now. 50% off all apparel.
[02:36:30.000 --> 02:36:38.000]  We've also got some other specials. In fact, I'm going to talk about a special we have in the final hour of today's show.
[02:36:38.000 --> 02:36:43.000]  You're not going to want to miss that. But go to infowarsstore.com. Get yourself an infowars t-shirt.
[02:36:43.000 --> 02:36:47.000]  Support the info war. Become a walking, talking billboard for info wars.
[02:36:47.000 --> 02:36:55.000]  But look, if you're not going to support us at infowarsstore.com, just share the links, tell your friends and family, talk about info wars.
[02:36:55.000 --> 02:37:04.000]  Don't be bullied out of your free speech and help us expand because that's Alex's plan right now is to begin the next expansion.
[02:37:04.000 --> 02:37:07.000]  But it's tough considering the censorship that we endure.
[02:37:07.000 --> 02:37:10.000]  But with your support at infowarsstore.com, it's all possible.
[02:37:10.000 --> 02:37:25.000]  Now, I've got this stack of news here that I want to get to about how the Democrats are basically just trying to measure the rope that they want to use to hang themselves with here in the 2020 presidential campaign process.
[02:37:25.000 --> 02:37:29.000]  But first, here is Tucker Carlson breaking it down last night.
[02:37:29.000 --> 02:37:37.000]  Democrats say they despise Donald Trump. They seem to mean it. They tell us they'll do anything to prevent him from continuing as president.
[02:37:37.000 --> 02:37:43.000]  But if that's really true, why are they working so hard to sabotage their own chances of replacing him?
[02:37:43.000 --> 02:37:48.000]  Why are Democrats suddenly saying things that all would guarantee Trump's reelection as president?
[02:37:48.000 --> 02:37:57.000]  In just the past few months, Democrats have said things that are so out of the mainstream that it's very hard to imagine voters will back them.
[02:37:57.000 --> 02:38:08.000]  Just last night on CNN, Watch Bernie Sanders, the frontrunner, endorse voting for felons who are currently behind bars. Watch this.
[02:38:28.000 --> 02:38:32.000]  Yes, even for terrible people.
[02:38:32.000 --> 02:38:42.000]  Terrible people? So how terrible is Sanders talking about? Cannibals? Convicted spies? How about terrorists who kill children?
[02:38:42.000 --> 02:38:47.000]  Oh yes, said Bernie Sanders. They get the vote too. Unlike the first or second...
[02:38:47.000 --> 02:38:53.000]  And honestly, I think that this is one of the less extreme things that the Democrats are pushing right now, to be honest.
[02:38:53.000 --> 02:39:01.000]  Who are convicted in prison, like the Boston Marathon bomber, on death row. People who are convicted of sexual assault. They should be able to vote.
[02:39:01.000 --> 02:39:05.000]  I think we should have that conversation.
[02:39:05.000 --> 02:39:14.000]  Okay, let's have that conversation. Best to do it right now, actually, because whenever the left tells you they want a conversation about something,
[02:39:14.000 --> 02:39:18.000]  you can be certain that any dissent on that subject will be banned a year from now.
[02:39:18.000 --> 02:39:26.000]  By 2020, questioning whether imprisoned terrorists should vote will earn you a trip to the HR department and a lifetime ban from PayPal and Twitter.
[02:39:26.000 --> 02:39:32.000]  So, while we still can, consider the story of Zhokar Zarnaev.
[02:39:32.000 --> 02:39:37.000]  Zarnaev first came to the United States, you will remember, on a tourist visa with the rest of his family from Kyrgyzstan.
[02:39:37.000 --> 02:39:40.000]  All of them promptly claimed asylum here. They were given it.
[02:39:40.000 --> 02:39:49.000]  Over time, Zarnaev's collected more than $100,000 in taxpayer finance government benefits. In 2012, Zarnaev received U.S. citizenship.
[02:39:49.000 --> 02:39:56.000]  And then, less than a year later, he murdered three people and maimed hundreds with a pressure cooker bomb at the Boston Marathon.
[02:39:56.000 --> 02:40:02.000]  Now, he's on death row. So, Democrats hear that story and they feel outraged. It's not that immigrants repaid.
[02:40:02.000 --> 02:40:14.000]  What does dead brother vote, too? The terror attack that may bother you, doesn't bother them. The injustice they're enraged by is that a convicted terrorist might not be allowed to help pick our next president.
[02:40:14.000 --> 02:40:19.000]  That's outrageous. No, I think it should go farther. I think his brother, his dead brother, Tamerlan Zarnaev, should vote, too.
[02:40:19.000 --> 02:40:25.000]  Sure, Estani refugees like the Zarnaevs have faced historically in this country. Maybe they need reparations.
[02:40:25.000 --> 02:40:30.000]  Give them two votes. They definitely need a voice, sort of the convicts of West Feliciana.
[02:40:30.000 --> 02:40:36.000]  But so here's the thing. I mean, honestly, that's like the least radical thing that the Democrats are doing right now.
[02:40:36.000 --> 02:40:40.000]  I mean, at least felons in this country, which we did the number, it's probably about six million.
[02:40:40.000 --> 02:40:47.000]  So, yeah, the Democrats need six million votes. That's really what this is. There's about six million felons that can't vote in this country.
[02:40:47.000 --> 02:40:52.000]  And so, the Democrats are pun not intended dying for votes right now.
[02:40:52.000 --> 02:40:58.000]  And so, yeah, they want to try to tap into that six million felon voters is what they want to do.
[02:40:58.000 --> 02:41:03.000]  Or they'll use that to steal six million votes.
[02:41:03.000 --> 02:41:06.000]  I mean, that's really what they'll do though. Oh, yeah, we're giving you the right to vote.
[02:41:06.000 --> 02:41:11.000]  And then they'll just say you'll have six million Democrat votes magically, like every felon will vote Democrat, you know.
[02:41:11.000 --> 02:41:16.000]  And so, that's what they'll do. But that's like the least radical thing the Democrats are going.
[02:41:16.000 --> 02:41:23.000]  The Democrats have dead people voting. The Democrats have people voting twice in districts that they don't even live in and haven't lived in for decades.
[02:41:23.000 --> 02:41:30.000]  That's all been exposed. The Democrats, they bust in balance in the midnight twilight hour of election night.
[02:41:30.000 --> 02:41:34.000]  They want noncitizens to vote. They literally want people to come from any country vote.
[02:41:34.000 --> 02:41:37.000]  Oh, but by the way, did you hear about Russian influence and meddling?
[02:41:37.000 --> 02:41:43.000]  These people are, you know, that's what I'm saying. It's just like, I don't know.
[02:41:43.000 --> 02:41:51.000]  Here's the deal. Here's the deal. It's like at this point, we either just take the black pill and just let these people destroy us
[02:41:51.000 --> 02:41:59.000]  and destroy our country and destroy the West or you're literally going to have to start locking these people up.
[02:41:59.000 --> 02:42:04.000]  You don't have to jail them. Put them in insane asylums.
[02:42:04.000 --> 02:42:13.000]  These people are in a total uproar over Russian meddling in the 2016 election.
[02:42:13.000 --> 02:42:24.000]  Their own people admit. Rosenstein, all of them admit. Zero votes were impacted. Zero. No votes changed. But yet they're sitting here pissing and moaning over Russian collusion and Russian meddling.
[02:42:24.000 --> 02:42:28.000]  Meanwhile, they've wide open southern border and they want anyone to cross it and vote.
[02:42:28.000 --> 02:42:32.000]  Folks, that's mental illness. That's insanity. They belong in an insane asylum.
[02:42:32.000 --> 02:42:48.000]  So we can either decide to wake up as humans to reach down in our pants and grab our nuts and say, we're not going to be destroyed by you psychos or go ahead and take the black pill and enjoy the show as they destroy this country and destroy freedom in the West.
[02:42:48.000 --> 02:43:03.000]  That's your choice. Not up and take these people to the insane asylum where they belong or enjoy the destruction of America.
[02:43:18.000 --> 02:43:28.000]  You can either enhance your day to day life with ease while encouraging hormonal balance, perfect by itself or with super male vitality in the true alpha male pack.
[02:43:28.000 --> 02:43:35.000]  Alpha Power can help boost performance, help maintain normal testosterone levels, support healthy cholesterol and more.
[02:43:35.000 --> 02:43:39.000]  Let Alpha Power help bring you to the peak of your optimal health.
[02:43:39.000 --> 02:43:49.000]  Don't fall short on energy in the fight against tyranny. Show the world what a true alpha male looks like today with Alpha Power.
[02:43:49.000 --> 02:44:09.000]  Living in volcano may sound more dramatic than it really is. The real drama can be found here in Leilani estates. But a lot of us on the big island rely on rainwater and we need to be concerned about ash and acid rain.
[02:44:09.000 --> 02:44:22.000]  The ash may contain heavy metal particles and acid rain could lower the pH of the water to unhealthy levels. To find out, we employed a series of tests for heavy metals, alkalinity and pH.
[02:44:22.000 --> 02:44:28.000]  What we learned was that there was in fact unhealthy levels of heavy metals and acidity in the rainwater.
[02:44:28.000 --> 02:44:39.000]  Next, we tested the water from our Alexa pure gravity filter and not only were the heavy metal levels within safe measure, but the pH was also restored to optimal levels.
[02:44:39.000 --> 02:44:50.000]  As it turns out, the filter on the Alexa pure raises the pH of the water. So what we've learned is that volcanic ash and acid rain can contaminate a rainwater supply.
[02:44:50.000 --> 02:44:56.000]  But more importantly, a good water filtration system will purify it.
[02:44:56.000 --> 02:45:04.000]  I want to salute and commend every man, woman and child that has supported this broadcast over the years and that has stood with us.
[02:45:04.000 --> 02:45:13.000]  And I want to thank all of our sponsors and all of our affiliates. But I'll tell you like it is, you've seen the unmitigated attack we've been under. You're our only sponsors.
[02:45:13.000 --> 02:45:19.000]  And when you don't buy the products, they're absolutely the best out there. We aren't able to continue on.
[02:45:19.000 --> 02:45:30.000]  So remember, you are the info war. I'm not the leader. You are the leader. When you take action, nothing stops you. We've got giant specials running right now at infowarstore.com that are unprecedented.
[02:45:30.000 --> 02:45:38.000]  And if you go there and buy great products that you already need from across the board, it funds the second American Revolution worldwide.
[02:45:38.000 --> 02:45:46.000]  So I want to thank you for your support. I want to encourage you again. Go to infowarstore.com for whatever the product is you need.
[02:45:46.000 --> 02:45:53.000]  We have thousands of them, and it makes this all possible. Thank you for making it for us possible. God bless you.
[02:46:16.000 --> 02:46:21.000]  We've got the adults. We've got the krill oil. If you're going to get the full effect, the fish oil and the children's are really strong.
[02:46:21.000 --> 02:46:28.000]  They don't give you the burpees, but krill oils is the best and it'll give you the damn burps. And I'm sorry, you want something like this, you don't get stuff for free.
[02:46:28.000 --> 02:46:33.000]  The krill is hallucinogenic. It's so good. It might be. I'm not a medical statement here, but let me tell you something.
[02:46:33.000 --> 02:46:39.000]  I eat five cants of krill oil before I go to bed. I'm seeing Santa Claus that night.
[02:46:39.000 --> 02:46:49.000]  So your brain is made basically out of what fish oil is. So we don't make a big profit off of it.
[02:46:49.000 --> 02:46:54.000]  But you know what? I'm just obsessed because whatever the best is we've got, I just can't lie to you. I just can't do it.
[02:46:54.000 --> 02:47:01.000]  You're listening to the Alex Jones show.
[02:47:07.000 --> 02:47:10.000]  I went to everybody's head about the best.
[02:47:10.000 --> 02:47:26.000]  Well, you know, we got another special guest. He's been on before, but he's coming back on in the fourth hour.
[02:47:26.000 --> 02:47:43.000]  Oh my gosh, man. You've got Humpty Dumpty on CNN, cheering on destruction of America.
[02:47:43.000 --> 02:47:51.000]  And you've got the Democrats engaging in... Democrats are literally engaging in terrorism and treason.
[02:47:51.000 --> 02:47:57.000]  I mean, you know, I'm not going to... I'm not going to water down my words. Let's call it what it is.
[02:47:57.000 --> 02:48:05.000]  The Democrat Party is engaged in terrorism and treason. Period. That's it. The Democrats are terrorists.
[02:48:05.000 --> 02:48:09.000]  Oh, Owen, you can't say that.
[02:48:09.000 --> 02:48:19.000]  Really? They said it. Project Veritas got undercover video. They had a guy named Aaron Black, who's literally job it was to engage in domestic terror.
[02:48:19.000 --> 02:48:24.000]  They got caught. They shut down a Trump event in Chicago with their domestic terror.
[02:48:24.000 --> 02:48:32.000]  What do you think Justy Smallette is? What do you think having open borders is?
[02:48:32.000 --> 02:48:39.000]  It's all treason. The Democrats are open terrorists and treason. I mean, it's unbelievable.
[02:48:39.000 --> 02:48:55.000]  Look, again, it really comes down to this, folks. Americans can either get real or just enjoy the show.
[02:48:55.000 --> 02:49:02.000]  Because the Democrats are going to destroy this country. They already are.
[02:49:02.000 --> 02:49:09.000]  The good news is, though, you know, the left is really confused right now about what bathroom to use.
[02:49:09.000 --> 02:49:13.000]  You know, there's this big bathroom debate. So the good news is the Democrats have actually solved this issue.
[02:49:13.000 --> 02:49:21.000]  This is big. The Democrats have actually solved the bathroom issue. Just poop in the streets.
[02:49:21.000 --> 02:49:29.000]  So the Democrats have solved the bathroom issue. Just go in the streets. Just do it in the road.
[02:49:29.000 --> 02:49:36.000]  That's what they do in San Francisco. So I credit the Democrats for creating all of these crap jobs.
[02:49:36.000 --> 02:49:43.000]  You really have to give them credit. I just can't even believe it, man.
[02:49:43.000 --> 02:49:49.000]  I just can't even believe we're going to have to sit here and watch the destruction of America.
[02:49:49.000 --> 02:49:58.000]  And, you know, so many people look at the president as the last hope to stop this, and he really almost is a man alone.
[02:49:58.000 --> 02:50:03.000]  But, I mean, he needs to know we have his back. I mean, there needs to be more activism.
