[00:00.000 --> 00:25.000]  The
[1:39:33.000 --> 1:39:37.000]  We've got free shipping on a bunch of our best selling items, a bunch of new items that came back in stock.
[1:39:37.000 --> 1:39:40.000]  We've got privacy pockets so your phones don't track you.
[1:39:40.000 --> 1:39:43.000]  Great supplements, books, films, t-shirts, and so much more.
[1:39:43.000 --> 1:39:46.000]  Get prepared and fund the M4 at M4store.com.
[1:39:46.000 --> 1:39:48.000]  God bless you all.
[1:39:48.000 --> 1:39:52.000]  The trick that social engineers use is very, very simple.
[1:39:52.000 --> 1:39:59.000]  They just teach us that the architecture of civilization, that the trajectory of the species,
[1:39:59.000 --> 1:40:04.000]  is designed by these ever-knowing, loving, liberal technocrats.
[1:40:04.000 --> 1:40:07.000]  And that if we just sit back and enjoy the ride, everything will be great.
[1:40:07.000 --> 1:40:13.000]  But then they tell us that humans are obsolete, not essential, and we're bad for the earth and we need to be phased out.
[1:40:13.000 --> 1:40:18.000]  So they're very open about what they're doing and they count on us
[1:40:18.000 --> 1:40:24.000]  just being very passive living in the matrix-like system that they're building.
[1:40:24.000 --> 1:40:29.000]  But what defines humans more than anything from the rest of the, quote, animal kingdom
[1:40:29.000 --> 1:40:31.000]  is that we control our environment.
[1:40:31.000 --> 1:40:33.000]  We build our own environments.
[1:40:33.000 --> 1:40:35.000]  We create our own systems.
[1:40:35.000 --> 1:40:41.000]  We really geo-engineer and terraform the planet and its systems towards our aims.
[1:40:41.000 --> 1:40:46.000]  But instead we're acting like animals and the globalists play the part of humans and us as cattle.
[1:40:46.000 --> 1:40:47.000]  And that's the trick.
[1:40:51.000 --> 1:40:54.000]  You're listening to the Alex Jones Show.
[1:40:54.000 --> 1:40:56.000]  The Alex Jones Show.
[1:41:24.000 --> 1:41:29.000]  Praise the Lord, I saw the light.
[1:41:29.000 --> 1:41:30.000]  I saw the light.
[1:41:30.000 --> 1:41:32.000]  I saw the light.
[1:41:32.000 --> 1:41:34.000]  I saw the light.
[1:41:34.000 --> 1:41:39.000]  No more darkness, no more night.
[1:41:39.000 --> 1:41:44.000]  Now I'm so happy, no sorrow inside.
[1:41:44.000 --> 1:41:48.000]  Praise the Lord, I saw the light.
[1:41:48.000 --> 1:41:50.000]  I saw the light.
[1:41:50.000 --> 1:41:54.000]  I saw the light.
[1:41:54.000 --> 1:41:59.000]  Some people see the light and they choose and refuse it.
[1:41:59.000 --> 1:42:01.000]  That's rejecting the Holy Spirit.
[1:42:01.000 --> 1:42:05.000]  That's the ultimate sin.
[1:42:05.000 --> 1:42:10.000]  And the whole system is designed to get people to commit the ultimate sin.
[1:42:10.000 --> 1:42:13.000]  Don't commit the ultimate sin.
[1:42:13.000 --> 1:42:17.000]  Don't reject your birthright.
[1:42:17.000 --> 1:42:23.000]  You know, I've seen beyond this veil, I've seen what God's out in store with us.
[1:42:23.000 --> 1:42:29.000]  And it's a challenge and it's next level and it's amazing and it's beautiful.
[1:42:29.000 --> 1:42:34.000]  It's everything you already know times a trillion.
[1:42:34.000 --> 1:42:36.000]  But can you handle it?
[1:42:36.000 --> 1:42:38.000]  You handle that much power.
[1:42:38.000 --> 1:42:45.000]  And you get tested again at the next level and you get tested again and tested again and tested again.
[1:42:45.000 --> 1:42:49.000]  And God sends the people that failed back to test us.
[1:42:49.000 --> 1:42:51.000]  And that's how it works.
[1:42:51.000 --> 1:42:53.000]  That's the purity of free will.
[1:42:53.000 --> 1:42:58.000]  Satanists always say your God is the saddest to put you through this.
[1:42:58.000 --> 1:43:01.000]  No, God gave us free will.
[1:43:01.000 --> 1:43:08.000]  And I've had children and when you have a child, you're giving them life and you're giving them death.
[1:43:08.000 --> 1:43:10.000]  When you have a son, you have a daughter.
[1:43:10.000 --> 1:43:12.000]  You know they're going to die someday, right?
[1:43:12.000 --> 1:43:16.000]  You know their genetics lives on, their spirit lives on, so you've not committed a murder.
[1:43:16.000 --> 1:43:24.000]  You committed an action of life just as God did.
[1:43:24.000 --> 1:43:28.000]  We're not God, but we are made in the image of God.
[1:43:28.000 --> 1:43:33.000]  We experience what God experienced with a much smaller scale.
[1:43:33.000 --> 1:43:41.000]  And that's called communion, interfacing with God.
[1:43:41.000 --> 1:43:47.000]  Worshipping God means celebrating the interface.
[1:43:47.000 --> 1:43:54.000]  Communing, being exhilarated, being empowered, powered up.
[1:43:54.000 --> 1:44:01.000]  Amazing, it's shameful when you're in a fallen state to even dial into God.
[1:44:01.000 --> 1:44:04.000]  These Satanists reject God and rebellions God.
[1:44:04.000 --> 1:44:06.000]  Let's get into the news.
[1:44:06.000 --> 1:44:14.000]  Why do you think they elected, last time I checked 800 plus George Soros district attorneys and county attorneys,
[1:44:14.000 --> 1:44:19.000]  and he's got something like 15 or 16 that he got in.
[1:44:19.000 --> 1:44:26.000]  There's 20 something said attorney generals, they're a Democrat, but like 14, 15 are Soros.
[1:44:26.000 --> 1:44:30.000]  Woo, that's evil, baby.
[1:44:30.000 --> 1:44:34.000]  And they're only waging war against the police to intimidate police to go fully under their control.
[1:44:34.000 --> 1:44:37.000]  Oh, he don't want to get rid of the police.
[1:44:37.000 --> 1:44:39.000]  He wants the opposite of that.
[1:44:39.000 --> 1:44:42.000]  He wants a lot of police.
[1:44:42.000 --> 1:44:44.000]  Just his kind.
[1:44:44.000 --> 1:44:57.000]  Like when he was a young man, rounding him up, bring him to the Gestapo, the Stuenstaffel, the armed SS.
[1:44:57.000 --> 1:45:04.000]  So we got a lot of videos here breaking Milwaukee Trump supporter arrested for brandishing a gun at Black Lives Matter.
[1:45:04.000 --> 1:45:06.000]  And I'll be honest with you.
[1:45:06.000 --> 1:45:09.000]  They've got a George Soros district attorney now in Austin.
[1:45:09.000 --> 1:45:12.000]  He says, anybody defends your home, you're going to jail.
[1:45:12.000 --> 1:45:14.000]  He's in the news saying it.
[1:45:14.000 --> 1:45:17.000]  But still, if I'm at my house, you come to my house, you're threatened to burn my house down.
[1:45:17.000 --> 1:45:20.000]  I'm going to, I'm going to have a shotgun, which is the right guns.
[1:45:20.000 --> 1:45:21.000]  You don't kill your neighbors.
[1:45:21.000 --> 1:45:26.000]  The projectiles, you know, don't really have penetrating power past 200 yards.
[1:45:26.000 --> 1:45:30.000]  At 50 yards, not going to shoot through your neighbor's wall and kill them.
[1:45:30.000 --> 1:45:33.000]  People are there saying, we're going to burn your house down.
[1:45:33.000 --> 1:45:41.000]  Big bad wolf comes says, huff and puff, I'm going to blow your house down.
[1:45:41.000 --> 1:45:44.000]  So let me in.
[1:45:44.000 --> 1:45:50.000]  And so he's seen with a shotgun in his house, not even pointing it at him.
[1:45:50.000 --> 1:45:55.000]  And the police, like good little dutiful leftists, they came and arrested him.
[1:45:55.000 --> 1:45:56.000]  They came to his house.
[1:45:56.000 --> 1:45:57.000]  He had a Trump train sign.
[1:45:57.000 --> 1:45:59.000]  He engaged the First Amendment.
[1:45:59.000 --> 1:46:03.000]  And man, there's, and when the cops came, they said, oh, you're on parole now, bitch.
[1:46:03.000 --> 1:46:09.000]  They don't want the police to exist, but they want you arrested.
[1:46:09.000 --> 1:46:14.000]  And the cops are already in most areas going, we'll grab, we'll take a knee to you.
[1:46:14.000 --> 1:46:23.000]  We'll get on our knees to you and we'll arrest anybody like the folks in Missouri, the McCluskey's, Kansas City.
[1:46:23.000 --> 1:46:25.000]  It was the St. Louis, St. Louis.
[1:46:25.000 --> 1:46:28.000]  They got arrested for saying, hey, we're going to kill you.
[1:46:28.000 --> 1:46:34.000]  We're going to burn your house down.
[1:46:34.000 --> 1:46:39.000]  And the guy leading it is a multi-time fellow that tried to burn down the police station.
[1:46:39.000 --> 1:46:41.000]  But that's okay.
[1:46:41.000 --> 1:46:42.000]  A raving racist lunatic.
[1:46:42.000 --> 1:46:46.000]  They busted that blonde chick you see right there with cans of gasoline and stuff on fire.
[1:46:46.000 --> 1:46:48.000]  But there's no arson.
[1:46:48.000 --> 1:46:50.000]  Why Facebook said so.
[1:46:50.000 --> 1:46:52.000]  And the Wuhan virus that had come from China.
[1:46:52.000 --> 1:46:56.000]  Why Zuckerberg said so.
[1:46:56.000 --> 1:46:59.000]  And Zuckerberg just craves that control over you.
[1:46:59.000 --> 1:47:05.000]  So here's the video of Milwaukee Trump's supporter arrested for brandishing gun in his house by a screen door.
[1:47:05.000 --> 1:47:09.000]  Shows him he's got a shotgun when they say we're coming to get you.
[1:47:09.000 --> 1:47:11.000]  Here it is.
[1:47:11.000 --> 1:47:14.000]  Everybody move your babies.
[1:47:14.000 --> 1:47:16.000]  Hey, Pete.
[1:47:16.000 --> 1:47:18.000]  Hey, y'all see him?
[1:47:18.000 --> 1:47:20.000]  Hey, Pete.
[1:47:20.000 --> 1:47:23.000]  You're going to have bigger problems, man.
[1:47:23.000 --> 1:47:25.000]  You see him?
[1:47:25.000 --> 1:47:28.000]  You're going to have bigger problems, Pete.
[1:47:28.000 --> 1:47:30.000]  I would advise you to think twice.
[1:47:30.000 --> 1:47:32.000]  So they come to your house and show them a shotgun.
[1:47:32.000 --> 1:47:34.000]  I think you know what's out here, buddy.
[1:47:34.000 --> 1:47:35.000]  There goes the jail.
[1:47:35.000 --> 1:47:36.000]  I care about you.
[1:47:36.000 --> 1:47:39.000]  I don't want you to find out.
[1:47:39.000 --> 1:47:45.000]  So he has the black, racist KKK person.
[1:47:45.000 --> 1:47:50.000]  Imagine the KKK outside of black person's home with a mob of 300 white people
[1:47:50.000 --> 1:47:52.000]  and a black guy's got a shotgun.
[1:47:52.000 --> 1:47:54.000]  Did he be a hero?
[1:47:54.000 --> 1:47:56.000]  We at you, Pete.
[1:47:56.000 --> 1:47:58.000]  But the white devil's in there.
[1:47:58.000 --> 1:48:00.000]  Doesn't point a shotgun.
[1:48:00.000 --> 1:48:03.000]  And he says, don't attack my house.
[1:48:03.000 --> 1:48:05.000]  There's no video saying we're going to burn your house down.
[1:48:05.000 --> 1:48:07.000]  Pete.
[1:48:07.000 --> 1:48:13.000]  And the police come to grovel to black life's sorrows matters.
[1:48:13.000 --> 1:48:15.000]  Play dumb, Mr. Pete.
[1:48:15.000 --> 1:48:17.000]  Play dumb, get the stupid mom.
[1:48:17.000 --> 1:48:19.000]  Never aim the shotgun at him.
[1:48:19.000 --> 1:48:23.000]  And you know, in all seriousness, Pete, we are not intimidated by you in the window, good buddy.
[1:48:23.000 --> 1:48:25.000]  Oh, we know you're in charge of the police now.
[1:48:25.000 --> 1:48:27.000]  We get your plan.
[1:48:27.000 --> 1:48:29.000]  I keep trying to tell you.
[1:48:29.000 --> 1:48:31.000]  That's all I'm saying, man.
[1:48:31.000 --> 1:48:35.000]  He won't attack good buddy.
[1:48:35.000 --> 1:48:37.000]  Because this ain't going to be that.
[1:48:37.000 --> 1:48:39.000]  This ain't going to end like that.
[1:48:39.000 --> 1:48:41.000]  I'm telling y'all.
[1:48:41.000 --> 1:48:42.000]  Look at that white devil.
[1:48:42.000 --> 1:48:46.000]  Your eyes, they let you see what's out there pointing at you.
[1:48:46.000 --> 1:48:54.000]  So I would suggest that this is a white begin.
[1:48:54.000 --> 1:48:56.000]  So there you go.
[1:48:56.000 --> 1:49:03.000]  The guy that tried to burn down the police station is now at his house, threatening him, everything else, but he's not allowed to have a shotgun.
[1:49:03.000 --> 1:49:08.000]  And the police kissing the ass of the system, kissing the ass of sorrows.
[1:49:08.000 --> 1:49:09.000]  You know, I'll say this.
[1:49:09.000 --> 1:49:15.000]  The police, I don't think are bad people on average, but they're just people and they're just like the general public.
[1:49:15.000 --> 1:49:22.000]  They will, they will put themselves in harm way of guns because that's socially acceptable.
[1:49:22.000 --> 1:49:28.000]  But when it comes to put themselves in political harm way, the average police officer will take our guns.
[1:49:28.000 --> 1:49:35.000]  The average police officer will take our kids and they don't take a COVID vaccine or they'll replace them.
[1:49:35.000 --> 1:49:42.000]  And that's the plan. Get rid of people that'll do their job and follow the Constitution and bring in bad people.
[1:49:42.000 --> 1:49:45.000]  And I've got so many videos of this around the country.
[1:49:45.000 --> 1:49:52.000]  Milwaukee felon, an indicted firebomber, a police station, leads it to the house, Vaughn L. Myers.
[1:49:52.000 --> 1:49:56.000]  And when he called the police on them, they did it, but it gets worse.
[1:49:56.000 --> 1:50:05.000]  There's a violent crime on the rise in Minneapolis. City Council asks, where are the police in complain after they got the police defunded?
[1:50:05.000 --> 1:50:15.000]  And there's all these other videos of people randomly shooting police at roadside stops and the media celebrating saying, well, the officer deserves to die.
[1:50:15.000 --> 1:50:19.000]  And you know why the officers deserve to die?
[1:50:19.000 --> 1:50:24.000]  Because they don't call out the media as their enemy and the globalists as their enemy.
[1:50:24.000 --> 1:50:29.000]  They're trying to appease the media, not the officer that got killed, but the politicians above them.
[1:50:29.000 --> 1:50:38.000]  They're all a bunch of cowards that keep thinking, if we just appease like the Melbourne police chief, he said, listen, we had 20,000 Black Lives Matter out.
[1:50:38.000 --> 1:50:44.000]  We can't stop their protest. We're just going to come to your house and say, you can't go on Facebook and say you're against the mask.
[1:50:44.000 --> 1:50:50.000]  Because you're law abiding. They told you, they said, you kiss our ass, so we're going to abuse you.
[1:50:50.000 --> 1:50:57.000]  Instead of protecting the good people, you go out and protect all the criminals and then that green lights, the criminals to go crazy.
[1:50:57.000 --> 1:51:04.000]  So I don't blame the police. They're people that just signed up for this. They're in a psychological warfare system now.
[1:51:04.000 --> 1:51:09.000]  And the system knows what it's doing and it knows how to manipulate things.
[1:51:09.000 --> 1:51:12.000]  And it's going to get a lot worse for it. It's better.
[1:51:12.000 --> 1:51:14.000]  All right, we're going to start the next hour.
[1:51:14.000 --> 1:51:20.000]  The French is coming up the next news network and so much more.
[1:51:20.000 --> 1:51:25.000]  We're going to cover the waterfront, the coup plots against President Trump.
[1:51:25.000 --> 1:51:30.000]  They're admitting Kamala Harris saying she's going to be the president and the Harris administration.
[1:51:30.000 --> 1:51:38.000]  It's all coming up in our number three. I'm Alex Jones. Stay with us.
[1:51:38.000 --> 1:51:45.000]  There is a metaphysical rule that God has put in place that controls the universe and it's free will.
[1:51:45.000 --> 1:51:52.000]  That's why the social engineers, the Robert Barrett's, the globalist, the post-humanist, the anti-humans,
[1:51:52.000 --> 1:52:00.000]  openly tell you what they're doing and openly tell you that your work was crap and you need to die because that will save the earth.
[1:52:00.000 --> 1:52:08.000]  They do everything they can to make the most dystopian, ugly future they can in the movies and in the culture and in all the different publications.
[1:52:08.000 --> 1:52:11.000]  They are making you hate yourself. They are making you be depressed.
[1:52:11.000 --> 1:52:17.000]  They are making you not have a connection with God because they just want you to die so they can selfishly control the future.
[1:52:17.000 --> 1:52:23.000]  And that's what all this is about. They say they're setting up world government to protect us all from our super technologies.
[1:52:23.000 --> 1:52:29.000]  While they're the ones running around like mad scientists, endangering the whole planet with a lot of these technologies,
[1:52:29.000 --> 1:52:37.000]  the globalists are what is disruptive to human species. They call us disruptive to their power grab. It's time to say no.
[1:53:00.000 --> 1:53:06.000]  Attacked and threatened. Because we are effective.
[1:53:06.000 --> 1:53:14.000]  The Great Awakening is here. Go to fan.video. Download the videos and share.
[1:53:14.000 --> 1:53:30.000]  Support the information war at infowarstore.com and never give up the fight.
[1:53:30.000 --> 1:53:57.000]  What happened to Matt Drudge? Did Drudge sell DrudgeReport.com or did he sell out his principles?
[1:53:57.000 --> 1:54:04.000]  That's a question that's been raging in conservative circles for months and was highlighted back in July by Tucker Carlson.
[1:54:04.000 --> 1:54:09.000]  If you've seen the Drudge Report recently, you know that it has changed dramatically, 180 degrees.
[1:54:09.000 --> 1:54:12.000]  Matt Drudge is now firmly a man of the progressive left.
[1:54:12.000 --> 1:54:18.000]  At times his site is indistinguishable from the Daily Beast or any other woke propaganda outlet posing as a news company.
[1:54:18.000 --> 1:54:22.000]  But the question remains, what happened to Matt Drudge?
[1:54:22.000 --> 1:54:29.000]  Now you think that with the tumultuous news cycle we've seen over the past few months and the fact that this is presidential election season.
[1:54:29.000 --> 1:54:33.000]  Drudge's site traffic would be through the roof. No, it's actually crated.
[1:54:33.000 --> 1:54:38.000]  In August 2019 Drudge was pulling in over 100 million readers.
[1:54:38.000 --> 1:54:45.000]  In August 2020, despite the news cycle being far more intense, he pulled in just 63 million readers.
[1:54:45.000 --> 1:54:49.000]  That's a 40% decline in the space of just 12 months.
[1:54:49.000 --> 1:54:56.000]  On one day last week Drudge did 25 million views when the website used to routinely top 35 to 40 million a day.
[1:54:56.000 --> 1:55:04.000]  As the true pundit website notes, Drudge, even if he is still running the site himself at this point, remains uninterested in slowing the bleeding
[1:55:04.000 --> 1:55:07.000]  and the site isn't just bleeding out, it's hemorrhaging.
[1:55:07.000 --> 1:55:11.000]  What's responsible for this catastrophic collapse in traffic?
[1:55:11.000 --> 1:55:14.000]  Well the Drudge Report just isn't the Drudge Report anymore.
[1:55:14.000 --> 1:55:19.000]  And for that reason he's lost a huge chunk of his loyal core audience, Trump supporters,
[1:55:19.000 --> 1:55:23.000]  after the execution of a Trump supporter in Portland by an Antifa extremist.
[1:55:23.000 --> 1:55:26.000]  Drudge chose to title the story with the headline,
[1:55:26.000 --> 1:55:30.000]  Protesters Trump Supporters Clash in Portland.
[1:55:30.000 --> 1:55:35.000]  Joseph Curle, who used to run the Drudge Report with Drudge, responded on Twitter,
[1:55:35.000 --> 1:55:44.000]  quote, Drudge just wants more turmoil, doesn't give a s*** about America, make bank dude, but have some effing principles you once did.
[1:55:44.000 --> 1:55:52.000]  Many cited Drudge's prioritizing of the bottom line as an explanation for his support for Barack Obama in the 2008 presidential election.
[1:55:52.000 --> 1:55:59.000]  And despite what happened to the country in the aftermath of Obama's election, Drudge's traffic and ad revenue continued to explode.
[1:55:59.000 --> 1:56:09.000]  So if Drudge is only concerned about clicks and ad revenue, why is he presiding over an editorial stance that's responsible for a catastrophic collapse in clicks and ad revenue?
[1:56:09.000 --> 1:56:18.000]  I personally met Drudge years ago for dinner, he was very courteous and humble, but obviously fortified by his success and the courage of his convictions.
[1:56:18.000 --> 1:56:22.000]  Drudge is famously obsessed with privacy, and on the night he paid for everything in cash.
[1:56:22.000 --> 1:56:32.000]  So you'd think he'd be the one guy who would be up in arms about how coronavirus is being exploited by governments across the world to build a technocratic surveillance grid
[1:56:32.000 --> 1:56:38.000]  modeled on China's onerous social credit score, track and trace, drone surveillance, medical, martial law.
[1:56:38.000 --> 1:56:46.000]  That kind of statist hellscape would have enraged the famously libertarian Drudge that we knew and loved from a few years ago.
[1:56:46.000 --> 1:56:54.000]  And yet in many ways his website has become more hysterical and alarmist about COVID-19 than even the likes of CNN and MSNBC.
[1:56:54.000 --> 1:57:00.000]  Coronavirus lockdown laws are also the most blatant affront to libertarian principles in the modern era.
[1:57:00.000 --> 1:57:04.000]  So why would arch libertarian Drudge vehemently support them?
[1:57:04.000 --> 1:57:08.000]  The Drudge report is also now basically a megaphone for Trump's biggest critics.
[1:57:08.000 --> 1:57:15.000]  Every time a new anti-Trump grifter is about to publish a book, Drudge turns over half of his front page to them.
[1:57:15.000 --> 1:57:21.000]  Why? What happened? The question remains, is Drudge even running his own website anymore?
[1:57:21.000 --> 1:57:22.000]  Or did he sell it?
[1:57:22.000 --> 1:57:29.000]  Not according to a national pulse interview with an individual called Kane, founder of competitor website Citizen Free.
[1:57:29.000 --> 1:57:31.000]  Okay, so let's talk about what's going on here.
[1:57:31.000 --> 1:57:34.000]  You know, Matt Drudge really helped get Trump elected.
[1:57:34.000 --> 1:57:38.000]  And I don't know what happened between Matt Drudge and Trump.
[1:57:38.000 --> 1:57:41.000]  And, you know, Drudge really helped info wars.
[1:57:41.000 --> 1:57:45.000]  And I like Matt Drudge. I've had dinner with him just like Paul has.
[1:57:45.000 --> 1:58:01.000]  But I got a call from a former White House chief advisor to let me know two years ago that Drudge has been bought by CNN and that Drudge is going to come out against Trump.
[1:58:01.000 --> 1:58:05.000]  And I sent Drudge an email and I said, is this true? No response back.
[1:58:05.000 --> 1:58:09.000]  But I mean, it does look like Brian Stelter runs it.
[1:58:09.000 --> 1:58:13.000]  And look, what did Trump do to piss Drudge off like this?
[1:58:13.000 --> 1:58:20.000]  I don't know. I mean, it's hard to get Matt at Drudge when he really was instrumental in getting Trump elected and then like doing this.
[1:58:20.000 --> 1:58:22.000]  It's just crazy to me.
[1:58:22.000 --> 1:58:24.000]  Has Drudge been kidnapped?
[1:58:24.000 --> 1:58:28.000]  Is Drudge like Jimmy Hoffa fed to the fishes?
[1:58:28.000 --> 1:58:34.000]  Has he seen much shoes? Has he been walled up in concrete in a Hoover Dam?
[1:58:34.000 --> 1:58:35.000]  We don't know.
[1:58:35.000 --> 1:58:38.000]  We need to hear from Matt Drudge. Matt Drudge, you just speak out and be seen.
[1:58:38.000 --> 1:58:41.000]  Is Matt Drudge even alive? We need proof of life of Matt Drudge.
[1:58:41.000 --> 1:58:44.000]  Matt Drudge may be dead. I'm serious.
[1:58:46.000 --> 1:58:48.000]  Dependency.
[1:58:48.000 --> 1:58:50.000]  Domestication.
[1:58:50.000 --> 1:58:54.000]  In the real world, ignorance is not bliss.
[1:58:54.000 --> 1:58:56.000]  It's enslavement and it's death.
[1:58:56.000 --> 1:59:00.000]  The globalists are teaching us all that we're non-essential.
[1:59:00.000 --> 1:59:04.000]  With automation, they're bringing in a world that doesn't power humanity but makes us obsolete.
[1:59:04.000 --> 1:59:07.000]  But we're not obsolete. We don't have to listen to them.
[1:59:07.000 --> 1:59:11.000]  We can farm again. We can garden. We can become self-sufficient.
[1:59:11.000 --> 1:59:16.000]  But first, we've got to learn to stand up politically for ourselves and we need to become self-sufficient.
[1:59:16.000 --> 1:59:25.000]  That begins with water filtration to take control of that from the globalists and their fluoride and their dumbing down agenda and with storable food.
[1:59:25.000 --> 1:59:30.000]  And we have it all, the highest quality, the highest rated at the lowest prices at mforestore.com.
[1:59:30.000 --> 1:59:35.000]  Take action now. You cannot lose unless you do not take action.
[1:59:35.000 --> 1:59:39.000]  We have the best water filtration, the best storable food, and it funds the mforestore.
[1:59:39.000 --> 2:00:06.000]  Take action now while you still can. Become prepared. Become self-sufficient now at mforestore.com.
[2:00:09.000 --> 2:00:16.000]  Anti-fascists is absurd, ludicrous, and totally opposite of what they claim to be.
[2:00:16.000 --> 2:00:20.000]  They are not anti-fascists. They are fascists.
[2:00:20.000 --> 2:00:24.000]  Black lives matter. It's a ruse, R-U-S-E.
[2:00:24.000 --> 2:00:38.000]  If black lives matter, then why don't we do something about what is happening, black on black, killing black, in places like Chicago, Detroit, Baltimore, Washington, D.C.
[2:00:38.000 --> 2:00:41.000]  It's an endless list that won't be missed.
[2:00:41.000 --> 2:00:48.000]  So the bottom line here is that it's about divide, confusion, chaos, and conquer.
[2:00:48.000 --> 2:01:01.000]  What we're watching here is insanity. In particular, the deep state Democrats and their suspicious, despicable, lying media are fanning the flames.
[2:01:01.000 --> 2:01:10.000]  I urge all of my brothers and sisters, don't go for the ghosts, okay? Don't be duke, good week, bamboozle, okay?
[2:01:10.000 --> 2:01:16.000]  Understand that we are in this struggle as patriots, as U.S. citizens together.
[2:01:16.000 --> 2:01:20.000]  What we have on our side is we have each other.
[2:01:20.000 --> 2:01:32.000]  Each other, and that's extremely powerful, and that's something that the media, the deep state Democrats, and the Rhino Republicans, for that matter, they don't want you to know that.
[2:01:32.000 --> 2:01:38.000]  They want you to think that you're alone. You're by yourself. You're not alone. You're not by yourself.
[2:01:38.000 --> 2:01:46.000]  And there are a lot of people, millions, millions, who are thinking just like you.
[2:01:46.000 --> 2:01:59.000]  This is our republic. This is all about fun and games and hurting people and destroying, not building, not serving the people, body and soul, but the exact opposite.
[2:01:59.000 --> 2:02:11.000]  So I plead with, implore with, too, all my brothers and sisters of all colors, get a grip on reality, stop this madness, stop this insanity,
[2:02:11.000 --> 2:02:19.000]  and those who won't stop it need to be stopped.
[2:02:19.000 --> 2:02:30.000]  We are drugged out. We are following other people's opinions. We are controlled by the media. Today it all changes.
[2:02:30.000 --> 2:02:36.000]  This reality has been forced upon us. It is a choice, just like what I said, slavery is a choice.
[2:02:36.000 --> 2:02:41.000]  Einstein says the depth of insanity is doing the same thing, expecting a different result.
[2:02:41.000 --> 2:02:46.000]  So we keep on saying, I hate you, I hate you, f*** you, f*** you. How are we going to get a different result out of hate?
[2:02:46.000 --> 2:02:54.000]  Why don't we just try love? Why don't we just try love? We have the resources for a peaceful world.
[2:02:54.000 --> 2:03:00.000]  You know, sometimes you need some crazy motherf***ers to change something. Steve Jobs is crazy.
[2:03:00.000 --> 2:03:06.000]  Now we all know Steve Jobs phones. They say drugs crazy. They say I'm crazy, but I'm here to show love.
[2:03:06.000 --> 2:03:11.000]  It's a bigger plan, and I'm just doing what the universe told me.
[2:03:11.000 --> 2:03:23.000]  Resistance to tyrants is obedience to God. It's Alex Jones.
[2:03:23.000 --> 2:03:32.000]  Well, we got a real badass with us for the next 50 minutes. He's Jerry Franchi. I've known him for about 17 years.
[2:03:32.000 --> 2:03:39.000]  He showed me around Chicago. We had a huge event with over a thousand attendees exposing 9-11 in the inside job.
[2:03:39.000 --> 2:03:43.000]  I'd say radicalism doesn't exist, but exposing the globalist working with it.
[2:03:43.000 --> 2:03:51.000]  And he's got his amazing next news network for many years, reaches millions of people a day, and he is not a coward.
[2:03:51.000 --> 2:03:56.000]  He is a patriot. He's a father, and he's a husband, and he is an amazing person.
[2:03:56.000 --> 2:04:03.000]  And so we're very, very honored to have Gary Franchi at Gary Franchi on Twitter, the next news network with us.
[2:04:03.000 --> 2:04:10.000]  Filmmaker, broadcaster, you name it. God bless you, brother. Good to have you here with us. Thanks for taking the time out.
[2:04:10.000 --> 2:04:19.000]  Alex, it's always a pleasure to join you on the Infowars channel and continue the fight that we have to restore this country.
[2:04:19.000 --> 2:04:23.000]  You know, I've got a lot of questions, a lot of topical stuff, and a lot of crazy clips to play, but let me just ask,
[2:04:23.000 --> 2:04:27.000]  and you've got your big Bogojevich information and all the rest of it.
[2:04:27.000 --> 2:04:34.000]  What drew you to the truth? And thinking back all those years ago we met, seeing things now, isn't it kind of twilight zone?
[2:04:34.000 --> 2:04:37.000]  Just what is your view about where the world is today?
[2:04:37.000 --> 2:04:42.000]  Well, it all started for me. I mean, my foundation is in Christ.
[2:04:42.000 --> 2:04:50.000]  My foundation is in the Bible and God. So everything I do, I believe, is measured through the steps that he has determined for me.
[2:04:50.000 --> 2:04:54.000]  And he's protected me through this walk.
[2:04:54.000 --> 2:05:02.000]  So having a firm understanding of the Bible and the principles of Jesus as well as the prophecies that were written,
[2:05:02.000 --> 2:05:05.000]  that gave me the foundation I needed to look forward and try.
[2:05:05.000 --> 2:05:12.000]  So the Lord asked us, he commanded us to watch and to look and to know the signs of the seasons of his return.
[2:05:12.000 --> 2:05:18.000]  So that led me to seek out what those signs are.
[2:05:18.000 --> 2:05:26.000]  And when you start to look into the biblical elements of things and the talk of the Bible, of the globalization,
[2:05:26.000 --> 2:05:30.000]  that led me into the New World Order. What exactly is that? How did that begin?
[2:05:30.000 --> 2:05:35.000]  You start to get into all these groups like the Bilderberg group, the Club of Rome.
[2:05:35.000 --> 2:05:42.000]  You start to dive really deep into all these organizations and you learn that what we are seeing on television,
[2:05:42.000 --> 2:05:50.000]  the politicians that are casting votes and writing legislation, they're not doing it for the benefit of the American people.
[2:05:50.000 --> 2:05:53.000]  They're doing it for the benefit of the globalists.
[2:05:53.000 --> 2:05:59.000]  And that's why President Trump is such a threat because he's bringing back American exceptionalism.
[2:05:59.000 --> 2:06:06.000]  He's bringing back the America First policy and he's taking that power back from Satan, from the globalists.
[2:06:06.000 --> 2:06:10.000]  And that's why they're stopping at nothing to try to remove him from office.
[2:06:10.000 --> 2:06:18.000]  And when I look across the landscape now, I've never seen anything like what we're witnessing now, Alex.
[2:06:18.000 --> 2:06:25.000]  You and I have been investigating, have been reporting, have been producing documentary films.
