[00:00:00.109 --> 00:00:00.289]  Oh, God!
[00:57:10.474 --> 00:57:13.716]  Why do you think Dr. Zelenko up in New York, who has 30,000 patients,
[00:57:15.492 --> 00:57:22.077]  Treated that many successfully, nobody died, was able to then just go, oh, let's try this.
[00:57:22.077 --> 00:57:24.399]  Or quercetin or hydroxychloroquine.
[00:57:24.399 --> 00:57:28.142]  It pushes zinc into the cell so the virus can't replicate it.
[00:57:28.142 --> 00:57:35.168]  There's a big tweet out on this that links to the NIH, the federal government, Glenn Greenwald linked to it.
[00:57:35.168 --> 00:57:40.492]  44 peer-reviewed ivermectin studies, 39 positive for its use against viruses.
[00:57:40.492 --> 00:57:41.313]  So 39 positive.
[00:57:43.473 --> 00:57:46.614]  Out of five that are negative.
[00:57:46.614 --> 00:57:47.795]  So there you go.
[00:57:47.795 --> 00:57:50.756]  But their answer is, oh, the gunshot wounds.
[00:57:50.756 --> 00:57:53.137]  It says ambulances are backed up.
[00:57:53.137 --> 00:57:58.199]  They can't even get in because there's so many people that are deathly ill.
[00:57:58.199 --> 00:57:59.699]  This is gaslighting.
[00:57:59.699 --> 00:58:00.600]  This is fake news.
[00:58:00.600 --> 00:58:05.942]  And this is a sign of a desperate, collapsing corporate media that was already losing the world.
[00:58:05.942 --> 00:58:07.262]  Globalism was in trouble.
[00:58:07.262 --> 00:58:09.283]  The big mega banks are far worse than Bernie Madoff.
[00:58:09.514 --> 00:58:22.668]  With their Ponzi schemes and so now they want to bring in a permanent martial law hysterical dystopia where they block regular treatments for viruses, where they don't give you medical care, where they let you die the whole time posing as your saviors.
[00:58:22.668 --> 00:58:26.452]  Now let's start getting into what's unfolding in real time and what the facts are.
[00:58:27.810 --> 00:58:39.995]  The White House has come out and the same thing's happening all over the world and said, let's get $65 billion to Big Pharma and to contact tracers and make all the major new jobs, millions of people in the U.S.
[00:58:39.995 --> 00:58:42.896]  be COVID enforcers and spies.
[00:58:42.896 --> 00:58:48.379]  They say remake all of America and they're saying the same thing in Canada, same thing in Europe, same thing in Australia.
[00:58:48.999 --> 00:58:57.441]  That just a whole new economy is COVID and other viruses and we just can't let one person have the flu or one person have this other thing.
[00:58:57.441 --> 00:59:01.423]  Even though the vaccines aren't vaccines and are causing the shedding.
[00:59:01.423 --> 00:59:07.584]  White House wants $65 billion for Apollo-style pandemic preparedness program.
[00:59:07.584 --> 00:59:11.965]  But instead of going to the moon, they take over your body.
[00:59:11.965 --> 00:59:13.486]  They take over the hospitals and the...
[00:59:14.554 --> 00:59:16.635]  Contact tracers come to your house.
[00:59:16.635 --> 00:59:23.018]  We're going to get to what's unfolding in Australia and where this world ID system is going right now.
[00:59:23.018 --> 00:59:32.643]  Now everyone is continually asking me over and over and over again, Alex, you must work for the CIA.
[00:59:32.643 --> 00:59:35.124]  I mean, how do you know everything before it happens?
[00:59:37.261 --> 00:59:39.522]  Number one, the CIA are a bunch of liars.
[00:59:39.522 --> 00:59:41.342]  They're told what to say by the globalists.
[00:59:41.342 --> 00:59:43.243]  Most of them are compartmentalized and know nothing.
[00:59:43.243 --> 00:59:46.244]  Please don't insult me saying I work for the CIA.
[00:59:46.244 --> 00:59:51.586]  I work for myself and my family and you doing open source research.
[00:59:51.586 --> 00:59:59.529]  Do you understand that I'm going to show you the globalists saying they want to kill you and that they're going to use the fear of COVID to bring in a total collapse of civilization?
[00:59:59.529 --> 01:00:01.870]  I'm going to show you all their documents in a moment.
[01:00:03.442 --> 01:00:05.105]  This is public.
[01:00:05.105 --> 01:00:15.642]  Klaus Schwab five years ago wrote a book and went on national French television and national German television and said, we're ending the world as we know it, we're getting rid of prosperity, it's bad for the earth.
[01:00:17.517 --> 01:00:28.800]  You're going to have a global medical ID that then has a connection to a medical taxing system and a carbon taxing calorie credit where you get so many calories of carbon a day.
[01:00:28.800 --> 01:00:32.421]  And they decide how much meat you get, if you can have a car, where you can go.
[01:00:32.421 --> 01:00:37.482]  Now, this has now been announced officially in Europe and Australia and Canada.
[01:00:37.482 --> 01:00:41.583]  Trudeau announced earlier in the week on Monday that this is really about climate.
[01:00:41.583 --> 01:00:43.683]  We're going to have climate lockdowns, London Guardian.
[01:00:46.368 --> 01:00:56.681]  Again, that's how I know because it was in the Rockefeller documents and in Plandopolis documentaries and in stuff they put out 20 years ago and 10 years ago.
[01:00:56.681 --> 01:00:58.663]  And I showed all that on Friday's show.
[01:00:58.663 --> 01:01:02.248]  If you want to go watch the archive of the show, it was in the first hour, I show you all those documents.
[01:01:04.258 --> 01:01:08.941]  Australia's a year or two ahead of us, so they're already under endless lockdown.
[01:01:08.941 --> 01:01:11.062]  They already have to have a phone to leave their house with an app.
[01:01:11.062 --> 01:01:12.702]  Five years in prison if you don't have it.
[01:01:12.702 --> 01:01:17.985]  You've got to call the cops when they randomly ping you and show them where you are, even though the phone's tracking you.
[01:01:17.985 --> 01:01:21.887]  You get to go outside one hour a day if you are injected.
[01:01:21.887 --> 01:01:24.469]  So just total dog trading, total enslavement.
[01:01:24.469 --> 01:01:26.250]  CDC, so here's America.
[01:01:26.250 --> 01:01:27.370]  We're a year behind.
[01:01:27.370 --> 01:01:30.792]  CDC, unvaccinated should not travel over Labor Day weekend.
[01:01:32.079 --> 01:01:39.581]  And that's getting you ready for when you have the app, which they're rolling out saying, sorry, you can't fly at certain times when you're not vaccinated.
[01:01:39.581 --> 01:01:41.642]  So they're just introducing the idea to you.
[01:01:41.642 --> 01:01:44.522]  They were announcing that a year ago in Australia, the exact headlines.
[01:01:44.522 --> 01:01:45.503]  Look it up.
[01:01:45.503 --> 01:01:49.884]  Australian government says unvaccinated may not be able to fly or should not fly.
[01:01:49.884 --> 01:01:51.044]  Now they can a year later.
[01:01:51.044 --> 01:01:54.385]  Okay.
[01:01:54.385 --> 01:01:55.766]  Here it is happening all around the world.
[01:01:55.766 --> 01:01:56.726]  UN directed.
[01:01:56.726 --> 01:02:00.807]  Italy may eventually make COVID vaccine shots compulsory for all.
[01:02:01.752 --> 01:02:06.714]  They're just getting used to it.
[01:02:06.714 --> 01:02:13.357]  Home Quarantines Trials to be launched in South Australia, Premier Stephen Marshall announces, which is the trial for the rest of the world.
[01:02:13.357 --> 01:02:14.078]  And what does it say?
[01:02:14.078 --> 01:02:17.579]  That's abc.net.au.
[01:02:17.579 --> 01:02:22.922]  You will all have a phone at all times, it's already being done, in the South most populous area.
[01:02:23.848 --> 01:02:24.188]  We're good to go.
[01:02:37.915 --> 01:02:40.559]  Canada's most populous province changed its mind.
[01:02:40.559 --> 01:02:43.242]  Will adopt digital vaccine passports.
[01:02:43.242 --> 01:02:48.610]  Apple announces first state signed up to adopt driver's license and state IDs in Apple Wallet.
[01:02:48.610 --> 01:02:51.514]  So Big Tech is becoming the government, merging with the state.
[01:02:51.514 --> 01:02:55.039]  And saying they're going to read everything on your phone and watch all your photos.
[01:02:55.499 --> 01:02:58.281]  As if you're a criminal, guilty until proven innocent.
[01:02:58.281 --> 01:03:02.304]  Italy's diocese announces vaccine passports needed to attend church.
[01:03:02.304 --> 01:03:03.665]  Talk about Margaret the Beast.
[01:03:03.665 --> 01:03:04.886]  Honolulu!
[01:03:04.886 --> 01:03:09.570]  Restaurants, bars, other businesses start vaccine passports program by law September 13th.
[01:03:09.570 --> 01:03:10.691]  Totally illegal.
[01:03:10.691 --> 01:03:18.937]  House of Lords member asks why Brits are forced to take PCR COVID test, which is fake of course, on returning to the UK, but illegal migrants aren't.
[01:03:18.937 --> 01:03:21.219]  And they've got to quarantine, but the illegal aliens don't.
[01:03:22.486 --> 01:03:24.387]  Because that might dissuade them from coming.
[01:03:24.387 --> 01:03:29.131]  Over 80% of culprits responsible for looting after German floods were foreign migrants.
[01:03:29.131 --> 01:03:30.672]  Total invasion.
[01:03:30.672 --> 01:03:38.358]  California nurse shortage reaches crisis level as vaccine mandate wards off traveling nurses, making the whole health system collapse.
[01:03:38.358 --> 01:03:39.359]  It's not the nurses' fault.
[01:03:39.359 --> 01:03:39.959]  They're smart.
[01:03:39.959 --> 01:03:41.140]  They see what the shots are doing.
[01:03:41.140 --> 01:03:44.963]  If they were normal shots and weren't causing as many problems, they would go with them.
[01:03:44.963 --> 01:03:47.285]  But again, then that causes, again, the breakdown of society.
[01:03:48.390 --> 01:03:50.391]  Which the globalists want a post-industrial world.
[01:03:50.391 --> 01:03:52.272]  Remember, they're trying to wreck stuff.
[01:03:52.272 --> 01:03:54.933]  They're not trying to build a big infrastructure and then they run it.
[01:03:54.933 --> 01:03:56.434]  They want to use infrastructure to kill us.
[01:03:56.434 --> 01:03:59.216]  It's in the game.
[01:03:59.216 --> 01:04:03.918]  Protesters storm a UK drug retailer's office over a planned COVID jab for children.
[01:04:03.918 --> 01:04:09.481]  This is people understanding how Nazi this is and realizing this is life and death.
[01:04:09.481 --> 01:04:13.183]  And the government backed off and said they won't now because of the opposition.
[01:04:13.883 --> 01:04:20.605]  Just like all these Apple employees said we have to already give Apple access to our cloud to watch and listen to us.
[01:04:20.605 --> 01:04:22.765]  It came out Berkshire Hathaway is doing the same thing.
[01:04:22.765 --> 01:04:23.725]  We don't like this.
[01:04:23.725 --> 01:04:24.626]  Exactly!
[01:04:24.626 --> 01:04:26.826]  Stop spying on us Apple employees.
[01:04:26.826 --> 01:04:35.708]  Stop helping run death camps in China and find your soul again and realize even if you're selfish people this is going to come back on you very quickly.
[01:04:35.708 --> 01:04:41.990]  If I'm not safe, if the Uyghurs aren't safe, if the Australians aren't safe, you're not safe you dumbasses!
[01:04:41.990 --> 01:04:42.730]  God Almighty!
[01:04:43.711 --> 01:04:44.653]  Find your soul!
[01:04:44.653 --> 01:04:47.038]  Find your common sense again!
[01:04:47.038 --> 01:04:52.952]  Speaking of that, find your soul, so many leftists are pissed that you can't kill a baby after six weeks in Texas.
[01:04:53.951 --> 01:04:57.473]  They got all these rationales, all these excuses, but it's about killing children.
[01:04:57.473 --> 01:04:58.414]  It's about a death cult.
[01:04:58.414 --> 01:04:59.974]  It's about their body parts.
[01:04:59.974 --> 01:05:09.800]  Well, in Massachusetts and in New York and in other states, they keep babies alive after they're born so they can wait till they get the orders in, sometimes several weeks before harvesting their organs.
[01:05:09.800 --> 01:05:10.781]  This is out of the blaze.
[01:05:10.781 --> 01:05:18.765]  Massachusetts Democrat AG rejects petition to protect infants born alive, calling it highly ambiguous and impossible for voters to understand.
[01:05:18.765 --> 01:05:19.786]  Oh.
[01:05:20.930 --> 01:05:25.472]  We're going to keep babies alive and do whatever we want with them and then kill them because you're too stupid to understand it.
[01:05:25.472 --> 01:05:28.074]  Other huge news on the COVID front.
[01:05:28.074 --> 01:05:31.936]  And people say to me, hey, this is actually broke six months ago.
[01:05:31.936 --> 01:05:32.916]  Well, what's old is new.
[01:05:32.916 --> 01:05:35.318]  Plus there's new news on it.
[01:05:35.318 --> 01:05:39.960]  Remember the October document that came out in July?
[01:05:39.960 --> 01:05:42.121]  Wow, that's really old news.
[01:05:42.121 --> 01:05:43.582]  It actually broke months before that.
[01:05:45.230 --> 01:05:48.311]  Well, it's new because it's now happened.
[01:05:48.311 --> 01:06:00.936]  The CDC's own documents in October, before anybody took these shots, predicted heart attacks, strokes, blood clots, narcolepsy, epilepsy, it's all right here.
[01:06:00.936 --> 01:06:05.558]  Go look it up for yourself and then share it, because they knew beforehand.
[01:06:05.558 --> 01:06:10.940]  So it's one thing to report this, that they knew it was going to happen, but now it's actually happened.
[01:06:11.994 --> 01:06:21.376]  And here is the document, not just from some press conference that they were having, where they accidentally flashed this document on screen.
[01:06:21.376 --> 01:06:26.657]  It's on the CDC website, where it lists all these horrible things it can do to you.
[01:06:26.657 --> 01:06:27.977]  It takes 30 minutes to read it.
[01:06:27.977 --> 01:06:31.878]  I suggest you go read all the horrible things it can do to you.
[01:06:31.878 --> 01:06:34.259]  Give you cancer, death, you name it.
[01:06:37.737 --> 01:06:40.158]  Incredibly important information.
[01:06:40.158 --> 01:06:43.180]  The globalists treat you like you're animals.
[01:06:43.180 --> 01:06:44.801]  You're not animals.
[01:06:44.801 --> 01:06:57.449]  The biggest problem with the general public is they have a short attention span that's been programmed into them and they kind of just take the world like it's an amusement park that they actually don't really change.
[01:06:57.449 --> 01:07:02.792]  They just respond to the stimuli and basically go along with being pre-programmed.
[01:07:03.797 --> 01:07:05.398]  You have to decide to be conscious.
[01:07:05.398 --> 01:07:07.679]  You have to decide to be engaged.
[01:07:07.679 --> 01:07:13.922]  You have to understand that the one thing that separates humans from the animal kingdom is that we're able to control our environment.
[01:07:14.724 --> 01:07:18.988]  That we're on a quest to control our environment and to control our own bodies.
[01:07:18.988 --> 01:07:25.253]  And you can see what the globalists are doing as an extension of humans trying to control their own evolution.
[01:07:25.253 --> 01:07:35.583]  But if you don't bring the public in on that, and if it's authoritarian and trying to kill off the general public, then it's Nazi-based eugenics.
[01:07:35.583 --> 01:07:36.924]  And here's a definition.
[01:07:36.924 --> 01:07:40.667]  Directed evolution, when applied to people, is
[01:07:41.568 --> 01:07:42.849]  Eugenics.
[01:07:42.849 --> 01:07:46.471]  But this isn't eugenics to make humans better.
[01:07:46.471 --> 01:07:47.672]  That's sold in general.
[01:07:47.672 --> 01:07:51.535]  Oh, we're environmentalists, humans have been bad, we gotta be better.
[01:07:51.535 --> 01:08:07.946]  When you get into the real treatises and the real white papers of John P. Holdren and Paul Ehrlich and others and the books they've written that I've read, that are by the way free online, like Ecoscience, The Population Bomb, and others, they talk about how they
[01:08:08.587 --> 01:08:09.268]  We're good to go.
[01:08:25.575 --> 01:08:27.436]  This is the ultimate PSYOP.
[01:08:27.436 --> 01:08:32.897]  I already showed you the Council on Foreign Relations earlier saying this is really all about carbon taxes and the environment.
[01:08:32.897 --> 01:08:39.939]  We're teaching you to be locked down and to have less because you're hurting the earth and fossil fuels are killing the planet even though they're not.
[01:08:39.939 --> 01:08:42.940]  Even though these guys are suppressing clean energies that are out there.
[01:08:43.860 --> 01:08:49.746]  I show this a lot because it's a really evil story, but I've seen hundreds like this just in the last year.
[01:08:49.746 --> 01:08:53.069]  Wall Street Journal looking forward to the end of humanity.
[01:08:53.069 --> 01:08:56.592]  It says COVID-19 has shown we're broken and failed.
[01:08:56.592 --> 01:08:58.994]  They're telling us our immune systems don't work, which they do.
[01:08:58.994 --> 01:09:00.095]  It's all lies.
[01:09:00.095 --> 01:09:05.761]  And that humans are a bad species that should be gotten rid of so that the Earth can take back over.
[01:09:07.247 --> 01:09:07.568]  I don't know.
[01:09:21.991 --> 01:09:24.632]  So they tell whites, you're evil, you're inherently bad.
[01:09:24.632 --> 01:09:27.113]  Like, Nazis saying black people are inherently bad.
[01:09:27.113 --> 01:09:28.514]  It's a load of crap.
[01:09:28.514 --> 01:09:29.274]  Martin Luther King Jr.
[01:09:29.274 --> 01:09:29.995]  is right.
[01:09:29.995 --> 01:09:32.216]  You judge people according to the character of the individuals.
[01:09:32.216 --> 01:09:43.281]  But here are the professors with, oh, whites are bad, we can exclude them from the gym, or from the dorm, or we can charge them more because they're inherently bad because of what color they are.
[01:09:43.281 --> 01:09:46.743]  Introducing this tribalist racism at the most
[01:09:47.623 --> 01:09:47.944]  Thank you.
[01:10:01.041 --> 01:10:09.828]  A professor employed by Catholic University Pennsylvania said on camera that there are merits to the claim that it's ethical for white people to commit suicide.
[01:10:09.828 --> 01:10:20.896]  White people should commit suicide as an ethical act, said a quote in a slide for a presentation hosted by the university psychology professor Derek Hook.
[01:10:20.896 --> 01:10:21.317]  Okay.
[01:10:22.145 --> 01:10:23.605]  Where does he get these ideas?
[01:10:23.605 --> 01:10:28.887]  Well, Paul Ehrlich is the big globalist guru saying this since the 60s.
[01:10:28.887 --> 01:10:42.251]  And here's one of his acolytes who heads up the global voluntary extinction movement that the New York Times, the Wall Street Journal, the London Guardian have all endorsed and said, yes, we should get rid of all humans.
[01:10:43.177 --> 01:10:48.381]  So, the editorial boards say, humans are bad, looking forward to an end of humanity.
[01:10:48.381 --> 01:10:52.484]  I'm at the grocery store, I see books like, World Without Humans, how great it'll be!
[01:10:52.484 --> 01:10:54.686]  Big color books.
[01:10:54.686 --> 01:11:02.872]  They show little kids videos of, you know, water shipped down with the bulldozers killing the bunnies and the kids cry and hate the humans.
[01:11:02.872 --> 01:11:04.152]  That's all this is.
[01:11:04.152 --> 01:11:07.995]  But it's not so we can create a utopia without humans, which is insane.
[01:11:07.995 --> 01:11:11.158]  It's so the globalists can exterminate us and have us love it.
[01:11:12.250 --> 01:11:14.832]  The voluntary extinction movement.
[01:11:14.832 --> 01:11:28.420]  Why don't you go read about last night and the organizations out there like Extinction Rebellion that wants to shut down the western world that will then starve the third world to death.
[01:11:28.420 --> 01:11:32.102]  We have a pretty good idea of when humans will go extinct.
[01:11:32.102 --> 01:11:33.663]  The Washington Post.
[01:11:33.663 --> 01:11:34.803]  Humans, it's all over.
[01:11:34.803 --> 01:11:35.944]  Give up.
[01:11:35.944 --> 01:11:40.827]  And of course you've heard AOC and you've heard Hillary and you've heard Obama and all of them.
[01:11:42.423 --> 01:11:48.865]  Saying you can't have an air conditioner, you can't have a car, the sea is going to rise by 2017.
[01:11:48.865 --> 01:11:55.087]  But by 2015 Obama already had a giant mansion at one foot above sea level in Martha's Vineyard.
[01:11:55.087 --> 01:11:57.308]  It's all a lie.
[01:11:57.308 --> 01:12:01.689]  Climate activist calls for extinction of the human race.
[01:12:01.689 --> 01:12:03.010]  I wish I'd never been born.
[01:12:03.010 --> 01:12:07.611]  The rise of the anti-natalist.
[01:12:07.611 --> 01:12:09.652]  And it goes on and on.
[01:12:10.450 --> 01:12:14.091]  And on climate activists call for the end of humans.
[01:12:14.091 --> 01:12:16.212]  Designer baby revolution.
[01:12:16.212 --> 01:12:19.332]  Can we outlaw sexual reproduction?
[01:12:19.332 --> 01:12:21.933]  This is all mainstream news.
[01:12:21.933 --> 01:12:23.353]  And who are these people?
[01:12:23.353 --> 01:12:26.594]  Thousands of studies on the left.
[01:12:26.594 --> 01:12:27.755]  The left is the Jacobins.
[01:12:27.755 --> 01:12:29.175]  The left is the French Revolution.
[01:12:29.175 --> 01:12:31.876]  The left is a satanic movement from their roots.
[01:12:31.876 --> 01:12:32.736]  Look up the Jacobins.
[01:12:33.746 --> 01:12:35.447]  And what does it say about the left?
[01:12:35.447 --> 01:12:38.348]  Not classical liberals that want freedom and openness and goodness.
[01:12:38.348 --> 01:12:39.689]  No, they took that over.
[01:12:39.689 --> 01:12:40.629]  They're the authoritarians.
[01:12:40.629 --> 01:12:41.429]  They're the fascists.
[01:12:41.429 --> 01:12:44.211]  They're the Malthusians that want depopulation.
[01:12:44.211 --> 01:12:45.711]  Look up Sir Thomas Malthus.
[01:12:45.711 --> 01:12:47.192]  None of what I'm telling you is my opinion.
[01:12:48.356 --> 01:12:49.336]  Pew study!
[01:12:49.336 --> 01:12:52.318]  White liberals disproportionately suffer from mental illness.
[01:12:52.318 --> 01:13:07.164]  Depending on the study, 5, 6, 7, 8, 9 times more likely to be mentally ill, to commit suicide, to steal, to lie, to lie about being nice, to lie about charity, to lie about how they're good people, and to want to control you, but do no work.
[01:13:07.164 --> 01:13:08.064]  Here's another one.
[01:13:08.064 --> 01:13:11.946]  White liberals more likely to have a mental health condition.
[01:13:14.232 --> 01:13:19.113]  White liberals twice as likely to be diagnosed with psychological problems.
[01:13:19.113 --> 01:13:21.114]  This is mainline news.
[01:13:21.114 --> 01:13:25.335]  White liberals are more likely to have mental health problems because they believe they're the ruling class.
[01:13:25.335 --> 01:13:27.296]  They believe they're in control.
[01:13:27.296 --> 01:13:31.897]  They're trying to project guilt on everyone because they're not connected.
[01:13:31.897 --> 01:13:33.077]  They're screwed up.
[01:13:33.077 --> 01:13:39.219]  And that's why they're projecting their hatred of themselves onto other white people and others.
[01:13:39.219 --> 01:13:39.919]  They're chameleons.
[01:13:40.828 --> 01:13:42.970]  But in our world, chameleons aren't what survives.
[01:13:42.970 --> 01:13:48.675]  People that are out in the open, that are known quantities, that are like a rock with a lighthouse on it.
[01:13:48.675 --> 01:13:49.756]  That's what you want to be.
[01:13:49.756 --> 01:13:52.198]  Not a jellyfish.
[01:13:52.198 --> 01:13:53.899]  Let's do all these different things.
[01:13:53.899 --> 01:13:55.841]  Okay.
[01:13:55.841 --> 01:14:04.848]  We're going to take a short break and I'm going to come back with the final conclusion of this emergency Saturday transmission on what their plans are and how we can stop them.
[01:14:04.848 --> 01:14:05.229]  Stay with us.
[01:14:37.639 --> 01:14:44.844]  The Fortune 100 have established the Davos Group to be the public arm of the Bilderberg Group.
[01:14:44.844 --> 01:14:59.095]  Klaus Schwab formerly headed up the Bilderberg Group and their goal is to establish a corporate world government and then turn off the resources to create a post-industrial world that triggers a planetary population collapse.
[01:15:00.106 --> 01:15:08.193]  And out of that collapse, out of that global crisis, they openly say that they will use that to bring in a worldwide authoritarian model.
[01:15:08.193 --> 01:15:14.419]  Now that's in the Rockefeller plan, Operation Lockstep, but it's in many other plans of the globalists.
[01:15:14.419 --> 01:15:17.402]  And that is what they are initiating right now.
[01:15:17.402 --> 01:15:20.264]  So I have a two pronged approach personally.
[01:15:20.264 --> 01:15:25.309]  I'm trying to inform the public, inform leaders around the world about what's going on so we can oppose
[01:15:25.885 --> 01:15:28.547]  The Great Reset Post-Industrial Operation.
[01:15:28.547 --> 01:15:33.710]  That would be the best way to stop it, would be to actually shut the program down itself.
[01:15:33.710 --> 01:15:37.733]  Or, and this is Plan B, and I'm doing this simultaneously,
[01:15:38.615 --> 01:15:48.018]  Getting prepared myself for the type of long global depression we're going to be living under for decades, if not forever, if we don't turn this around.
[01:15:48.018 --> 01:15:52.639]  You see, in North Korea, they can supply their people with food and jobs, but they don't.
[01:15:52.639 --> 01:15:54.640]  They keep them starving for control.
[01:15:54.640 --> 01:15:55.841]  Same thing's done in Venezuela.
[01:15:55.841 --> 01:15:56.781]  Same thing's done in Cuba.
[01:15:57.611 --> 01:16:00.332]  This is a system of feudalism.
[01:16:00.332 --> 01:16:10.435]  Communism is nothing but a modern version of feudalism where you trade out the lords and the kings for the Politburo and the inner party of the Communist Party.
[01:16:10.435 --> 01:16:20.218]  So when you see the handover of Afghanistan by design to be a fiasco, when you see China being allowed to take over the world stage and threaten to invade Taiwan, when you see the UN organizing
[01:16:21.960 --> 01:16:27.462]  Hundreds of millions of people who they've already impoverished with the global lockdowns now invade our countries.
[01:16:27.462 --> 01:16:37.827]  This is part of a larger globalist strategic plan that I made a film about 14 years ago titled Endgame blueprint for global enslavement.
[01:16:37.827 --> 01:16:43.969]  So whether you like it or not, whether I like it or not, we live in the new world order system today.
[01:16:43.969 --> 01:16:45.170]  We live on a planet
[01:16:45.509 --> 01:16:53.549]  With an out-of-control globalist elite who are openly trying to impoverish us and dumb us down so we can't resist when they finally kill us.
[01:16:54.614 --> 01:16:58.055]  So the answer is, get prepared and get ready.
[01:16:58.055 --> 01:17:06.296]  And one of the most basic things you can do is spread the word about this broadcast and resist the globalist program of domination and enslavement.
[01:17:06.296 --> 01:17:11.737]  And you can also personally get ready yourself with high quality, storable foods.
[01:17:11.737 --> 01:17:14.097]  We have the best company out there in the United States.
[01:17:14.097 --> 01:17:15.578]  They're ready to ship to you.
[01:17:15.578 --> 01:17:20.779]  They have very high quality at very, very low cost because they are the biggest company in the United States.
[01:17:20.779 --> 01:17:22.679]  They've been a sponsor of ours for almost 14 years.
[01:17:23.561 --> 01:17:31.068]  The company's only 15 years old, but they've become the dominant company because, again, they have high-quality food at a low price.
[01:17:31.068 --> 01:17:38.214]  So I want to encourage all the viewers and all the listeners now to support the broadcast, to fund our operation, and get high-quality, storable food at the same time.
[01:17:38.214 --> 01:17:50.185]  I noticed in late August we saw orders explode without us even really promoting it, and now into early September I expect those orders to only go up because people understand that the world is being destabilized by design.
[01:17:50.566 --> 01:18:05.617]  So three-month supplies, month supplies, six-month supplies, six-month supplies, specialty supplies, whatever special diets you've got, you name it, InfowarStore.com has the full catalog ready to ship to you right now, so get ready while you still can.
[01:18:05.617 --> 01:18:14.183]  Now, I'm about to lay out where the globalists want to take us and describe the future of their planning.
[01:18:16.721 --> 01:18:30.228]  And I'm going to tell you how I knew all this stuff 28 years ago when I first got on air and how I can, in live time, lay this out before they announce it years, months, weeks, and days before.
[01:18:30.228 --> 01:18:33.169]  And it isn't about bragging about Alex Jones.
[01:18:33.169 --> 01:18:44.075]  I want you to learn this information, this psychological, cultural technology of real politic and of real science so that we can defeat these people.
[01:18:44.075 --> 01:18:45.476]  They don't want you knowing about this.
[01:18:46.561 --> 01:18:53.125]  They want you looking at the world one-dimensional, two-dimensional, maybe third, certainly not fourth or fifth.
[01:18:53.125 --> 01:19:00.170]  And when I try to get into this area, it's so expansive, it's hard to cover it because it's so big.
[01:19:00.170 --> 01:19:05.893]  And I was just talking to the camera guy who's up here working with me on Saturday, and I said, have you heard me talk about this report?
[01:19:05.893 --> 01:19:06.974]  And I read him the headline.
[01:19:06.974 --> 01:19:10.296]  I said, yeah, many times.
[01:19:10.296 --> 01:19:12.437]  We have an archivist.
[01:19:12.437 --> 01:19:15.039]  I'm going to see if he can find this because this is going to blow people away this week.
[01:19:16.223 --> 01:19:18.825]  So I'm going to ask all of you.
[01:19:18.825 --> 01:19:25.991]  We don't have the clips where I've said this probably 50 times this year, and probably 100 times last year, and probably 100 times the year before that.
[01:19:25.991 --> 01:19:32.076]  I've been saying this for 27, 28 years on air.
[01:19:32.076 --> 01:19:34.158]  And you're going to ask, how did I do this?
[01:19:34.158 --> 01:19:35.599]  Well, I'm going to tell you how I know everything.
[01:19:35.599 --> 01:19:40.283]  I'm going to tell you right now.
[01:19:40.283 --> 01:19:44.507]  And I certainly hope you will then find out what their plans are for you here in just a moment.
[01:19:45.865 --> 01:19:52.009]  Here's the headline out of the London Independent.
[01:19:52.009 --> 01:19:59.375]  Microsoft Patents Shows Plans to Revive Dead Loved Ones.
[01:19:59.375 --> 01:20:01.376]  Did you hear that?
[01:20:01.376 --> 01:20:08.761]  Microsoft Patents Shows Plans to Revive Dead Loved Ones that they own as chatbots.
[01:20:08.761 --> 01:20:13.825]  Now when the archivist finds this, because a couple months ago I did a whole 10 minute rant on it.
[01:20:13.825 --> 01:20:15.346]  I think it was during the first hour.
[01:20:16.749 --> 01:20:17.850]  We're going to play it.
[01:20:17.850 --> 01:20:20.071]  I guess we can take this clip and put it on front.
[01:20:20.071 --> 01:20:21.052]  But today we don't have it.
[01:20:21.052 --> 01:20:24.675]  Many of you probably saw it.
[01:20:24.675 --> 01:20:27.517]  That I didn't get from a Globalist document.
[01:20:27.517 --> 01:20:33.901]  That I got from another place, I'll tell you in a moment.
[01:20:33.901 --> 01:20:35.382]  But do you understand what this means?
[01:20:35.382 --> 01:20:40.026]  They say that when you opt in to use any Google, Facebook, Twitter,
[01:20:40.973 --> 01:20:42.694]  Microsoft, they're all sharing data.
[01:20:42.694 --> 01:21:03.631]  Your voice print, what you do, where you go, what you say, your emotions, all of it can later be put into a digital avatar, a physical flesh body that's programmed as their plan, a metal avatar, a plastic avatar, a silicon avatar, or it can be a hologram avatar.
[01:21:04.537 --> 01:21:04.617]  Yes.
[01:21:25.953 --> 01:21:33.600]  Your work, and then claim, because here's the key, that it's immortal, and claim that they've actually captured the soul.
[01:21:33.600 --> 01:21:41.447]  They don't say that here yet, but that's the real plan, is to download so much of you and have you and your physical bodies about to die, upload to this.
[01:21:42.486 --> 01:21:49.008]  And I predicted this, they'll say, oh, the transference kills you though, because they don't want the body around anymore to say, hey, that's not me.
[01:21:49.008 --> 01:22:05.853]  And then just like corporations since the 1820s or whatever have been people and live forever, they're now going to say these corporate avatars of David Rockefeller or whoever, whose body's been scanned and his brainwaves have been scanned or Ray Kurzweil.
