[00:00.000 --> 00:14.200]  Big Brother mainstream media government cover-ups you want answers well so does he he's Alex Jones
[1:51:15.400 --> 1:51:22.400]  Here's why. Solar power generators are now available from our friends at Solutions from Science, one of our oldest sponsors.
[1:51:22.400 --> 1:51:27.400]  Their emergency backup systems provide life-saving electrical power when you need it most.
[1:51:27.400 --> 1:51:33.400]  Unlike gas generators, a solar generator runs quietly, emits no fumes and produces electricity from the sun.
[1:51:33.400 --> 1:51:40.400]  It's like having an electric power plant running quietly in your own own, whether it's ice storms, brownouts or blackouts.
[1:51:40.400 --> 1:51:43.400]  You'll never have to suffer through painful power outages again.
[1:51:43.400 --> 1:51:49.400]  When the power goes out this winter, you'll be ready with a solar power generator from Solutions from Science.
[1:51:49.400 --> 1:51:52.400]  Go to mysolarbackup.com for more information.
[1:51:52.400 --> 1:52:00.400]  That's mysolarbackup.com or call 877-327-0365.
[1:52:00.400 --> 1:52:05.400]  Hello, this is Ty Bollinger, author of the best-selling book, Cancer Step Outside the Box.
[1:52:05.400 --> 1:52:08.400]  I want you to know some very important information.
[1:52:08.400 --> 1:52:17.400]  In 1985, President Ronald Reagan requested that Carnivora be sent directly to the White House at a time when only the president could obtain this world-class healer.
[1:52:17.400 --> 1:52:22.400]  Now, 27 years later, Carnivora capsules are used around the world to keep people healthy.
[1:52:22.400 --> 1:52:34.400]  Now, you can protect yourself and your loved ones in this age of superbugs with 17 naturally occurring compounds that instinctively respond to abnormal cells only without harming a single normal cell.
[1:52:34.400 --> 1:52:41.400]  If you want to stay healthy, now's your chance to literally wake up your critical immune cells to attack harmful invaders that don't belong in your body.
[1:52:41.400 --> 1:52:49.400]  Call 1-866-VENUSFLY or order from Carnivora.com. That's C-A-R-N-I-V-O-R-A.com.
[1:52:49.400 --> 1:53:11.400]  That's 1-866-836-8735-1866-VENUSFLY or visit Carnivora.com. Protect your immune system. It's the only one you've got.
[1:53:24.400 --> 1:53:34.400]  Rather than decomposition, the Bokashi system uses fermentation to break down waste, so it takes less time to create nutrient-dense humus for crops or gardens with no turning and no obnoxious odors.
[1:53:34.400 --> 1:53:57.400]  To learn more and order your Bokashi online, visit tereganics.com and click on the orange button. That's tereganics.com. Recycle all your food wastes in about 6 weeks with the Bokashi Food Waste Recycling System from tereganics.com.
[1:53:57.400 --> 1:54:16.400]  Life's getting bad.
[1:54:16.400 --> 1:54:33.400]  We've got some breaking news here in a moment. Patrick Dew has actually been a guest of ours because he's a statistician. Rob Dew's brother just saw a shitty bus going south on I-35 with a huge caravan of police motorcycles and stuff.
[1:54:33.400 --> 1:54:47.400]  Either they're escorting the Pope on the bus, which I don't think so, or there could be a drill, which they do more often than not, or it could be an Austin situation. We don't know what it is, but probably a drill or something.
[1:54:47.400 --> 1:55:00.400]  Then that's in Austin, Texas, where we're at, so we'll get his take on that briefly. All we gotta do is get the hotline and just call his number and get him on. I guess they're relaying it to the back or something.
[1:55:00.400 --> 1:55:15.400]  Briefly, if you visit infowarshop.com, you will see the high-quality water filters, other products with 10% discount, the product code water. You'll see the don't tread on me and victory or death t-shirts that are very popular.
[1:55:15.400 --> 1:55:23.400]  The come and take it t-shirts, the films, the books, and all of it gets the word out and supports this broadcast.
[1:55:23.400 --> 1:55:34.400]  We also have the best vitamins and minerals I found and put in one place, and that's at infowarsteam.com. If you want to get discounts on those, infowarsteam.com.
[1:55:34.400 --> 1:55:39.400]  Without further ado, let me get into some more of the news ahead of some of your calls.
[1:55:39.400 --> 1:55:54.400]  Wow, there's just so much to get into here, but I've got to say this is probably the top story. Russia sending warships on maneuvers near Syria.
[1:55:54.400 --> 1:56:05.400]  This is the third round of flotillas that have been doing maneuvers, and they've been dumping off undoubtedly weapons, and they admit spitsnats of the Navy Marine variety there.
[1:56:05.400 --> 1:56:13.400]  And so it is a pretty serious situation. Also, Kremlin Internet Bill signals growing repression of critics by Putin.
[1:56:13.400 --> 1:56:20.400]  They're doing similar things here. We're going to be getting more into that. Garbage collectors being trained to be spies there in the U.S. That's back in the news.
[1:56:20.400 --> 1:56:31.400]  I want to go to Patrick Dew, statistician and brother of Rob Dew, the head of infowarsightlynews. What did you just see minutes ago when you called your brother, Patrick?
[1:56:31.400 --> 1:56:44.400]  I was on interstate I-35 just south of slaughter trying to get onto the interstate, and I saw a wall of motorcycle cop bikes heading southbound, and they were blocking people from getting on the interstate.
[1:56:44.400 --> 1:56:55.400]  But there's a large cushion in between these eight, sixteen police officers on bikes in between them, and it looks like a city bus that had one uniformed cop driving it,
[1:56:55.400 --> 1:57:01.400]  and another gentleman standing in the front of the bus, kind of like where the doorway is facing forward.
[1:57:01.400 --> 1:57:07.400]  Okay, that's what I thought. It's a redo of one of those dirty Harry movies to grant. I bet it's a drill.
[1:57:07.400 --> 1:57:15.400]  Okay, because they just exited at Cabela's, and they were turning down the driveway. They wouldn't let people follow.
[1:57:15.400 --> 1:57:20.400]  Okay, now we know where they're at. Dew, get in the car, go over there right now. I'm talking to your brother.
[1:57:20.400 --> 1:57:29.400]  I was asking if you could, I know you're due too, but yeah, you guys go over there right now with their lordships and find out what they're up to.
[1:57:29.400 --> 1:57:38.400]  Probably a drill to create a subconscious atmosphere of fear. Again, they claim it, so they're ready when this happens, but the main danger is the state.
[1:57:38.400 --> 1:57:43.400]  If somebody sees a gun now, even a rural area, they shut down whole areas and run around hyperventilating.
[1:57:43.400 --> 1:57:50.400]  But it could be a real thing, but I doubt it. That's why they do these, is to create the illusion. It's a simulated attack.
[1:57:50.400 --> 1:57:58.400]  I mean, what do you think it is if it has a bunch of cops blocking traffic and a cop driving a bus with somebody in plain clothes standing beside them?
[1:57:58.400 --> 1:58:02.400]  Well, it's strange because they had a larger cushion in front of the bus than they did behind the bus.
[1:58:02.400 --> 1:58:12.400]  I would say it was maybe 100 feet behind the bus where they were allowing cars to be, but it was, you know, at least a quarter mile in front of the bus where they were stopping cars.
[1:58:12.400 --> 1:58:21.400]  Well, the Feds, 12 years ago, it's in my film, Road to Terraning, not Road to Terraning, Police 82000, which has shut down I-35 routinely and back traffic up 20 miles.
[1:58:21.400 --> 1:58:29.400]  And just search people. It's all fun to do that. But it's to keep you safe, of course. Thank you so much, Patrick, for that tip.
[1:58:29.400 --> 1:58:35.400]  We're going to send a team out there right now. They'll be able to call in later when we have our next guest on to give us an update on what's happening.
[1:58:35.400 --> 1:58:39.400]  More news straight ahead, a guest on Martial Law and more.
[1:58:39.400 --> 1:58:49.400]  You are listening to GCN. Visit GCNLive.com today.
[1:59:20.400 --> 1:59:28.400]  And here's the best part. These seeds have not been genetically modified in any way, and you actually get enough seeds to plant a full acre crisis garden.
[1:59:28.400 --> 1:59:38.400]  So visit them today at survivalseedbank.com. That's survivalseedbank.com, or give them a call at 877-327-0365.
[1:59:38.400 --> 1:59:50.400]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item. This is Alex Jones for survivalseedbank.com.
[2:00:08.400 --> 2:00:26.400]  Government cover-ups. You want answers? Well, so does he. He's Alex Jones on the GCN Radio Network. And now, live from Austin, Texas, Alex Jones.
[2:00:26.400 --> 2:00:44.400]  We've got a guest, Dan Feier, who popped in for 20 minutes on Sunday. I want to have him for most of the hour, because he is constantly ferreting through declassified public but also hacked government documents that the government's been confirming are accurate.
[2:00:44.400 --> 2:00:57.400]  A lot of times, they just leave them on public servers like idiots. I mean, anybody can do that, but they'll have a declassified briefing, but then links to classified stuff in it, and we're able to get it. Re-education camps, Army confirms them.
[2:00:57.400 --> 2:01:08.400]  And not one mainstream media outlet would touch it. You'd think Army training to re-educate political dissidents. You'd think that'd be news, but no, no.
[2:01:08.400 --> 2:01:28.400]  You'd think the new ones for gun confiscation would be news, but something like that, the public doesn't even make that stuff go viral. The more real and hardcore something is sometimes I've noticed, like, won't go viral for a few months, and then later, a few months later, a year later, then it comes out.
[2:01:28.400 --> 2:01:38.400]  So, it's good. I mean, it's good to put it out, because it finally gets out, but it's very, very strange how that works.
[2:01:38.400 --> 2:01:49.400]  By the way, I haven't really covered this, and perhaps in the nightly news tonight we'll get into this more, but I've seen some of the videos. In fact, later we should show a clip of one of these. You guys were showing me this morning.
[2:01:49.400 --> 2:02:03.400]  They're reporting that as many as 15 million people are marching and rioting in Mexico, but Bloomberg spends it to say thousands protest a ledge fraud in Mexico presidential election.
[2:02:03.400 --> 2:02:13.400]  Tens of thousands of Mexicans march to the capital yesterday to protest a ledge fraud and vote buying in the country's July 1st presidential election. You notice there's almost none of this in our media.
[2:02:13.400 --> 2:02:33.400]  Beating drums and waving flags, protesters chanted out to Pina in reference to the new president whose victory restored the once dominant institutional revolutionary party or PRI to power at the 12 year hiatus.
[2:02:33.400 --> 2:02:40.400]  The runner up denying he was behind the marches, which he said was a citizen's movement.
[2:02:40.400 --> 2:02:45.400]  I don't know what the truth is, but there should be more news about what's happening down in Mexico.
[2:02:45.400 --> 2:02:57.400]  And they're now just trading out one corrupt party for another, but I don't know. They put in the latest party, and I tell you, absolute Hades broke out.
[2:02:57.400 --> 2:03:11.400]  The protest in Mexico seeks to overturn election results. Forbes is reporting on it. But who knows what the truth is? I mean, it's just a barrel of contradiction. It's kind of like here. There's so much fraud.
[2:03:11.400 --> 2:03:20.400]  Who knows what's really going on? Mexico's election fraud protest, deja vu, another article on that, but it's definitely not tens of thousands marching.
[2:03:20.400 --> 2:03:30.400]  It's like millions to me, and it's going on in every city of Mexico. So at least folks will protest down there.
[2:03:30.400 --> 2:03:38.400]  Here, people are intimidated to protest because they attack folks at the different protests. So it's a fear thing.
[2:03:38.400 --> 2:03:43.400]  It didn't work on civil rights activists, the fear, but it certainly works on people today.
[2:03:43.400 --> 2:03:52.400]  And of course, they'll also say, we're not issuing a permit for you to protest. We don't need a permit unless it's like the Macy's Day Parade, and you want to block certain roads.
[2:03:52.400 --> 2:04:02.400]  That's where the custom of permits has come from. I've had Austin police tell me when I've just got like 300, 400 people at a kind of an impromptu protest outside Rick Perry.
[2:04:02.400 --> 2:04:09.400]  Come up and say, we're going to arrest you if you don't leave, you're not allowed to protest, no permit. And I go, you know the city's lost a bunch of lawsuits.
[2:04:09.400 --> 2:04:16.400]  The cop goes, okay, the riot and SWAT team's getting ran out of guys and riot gear across the street. There's footage of this.
[2:04:16.400 --> 2:04:23.400]  And I said, you're going to get sued. And I said, don't, don't, don't commit a crime and violate the First Amendment. You know we're not blocking the street here.
[2:04:23.400 --> 2:04:34.400]  And he finally left me alone. But the fact that he would try to intimidate me through color of law just shows the culture of corruption.
[2:04:34.400 --> 2:04:40.400]  It's kind of like they say it's the law you'll be arrested if you don't vaccinate. There is no law. That's a big crime, folks.
[2:04:40.400 --> 2:04:48.400]  When they say you don't have a First Amendment, I'll arrest you. Or in knowing full well what the real law and lawsuits and rulings are.
[2:04:48.400 --> 2:04:54.400]  And he knew. And I said, listen, you might beat the rap pal, you're not going to beat the riot. I'm going to sue you.
[2:04:54.400 --> 2:05:00.400]  And I wasn't happy having to threaten him. I couldn't let him trample what's left of America.
[2:05:00.400 --> 2:05:06.400]  Let me ask you a question. What does freedom mean to you? The freedom to choose, the freedom to vote, the freedom to worship.
[2:05:06.400 --> 2:05:08.400]  How about the freedom to take control of your own future?
[2:05:08.400 --> 2:05:14.400]  My friends at eFood's direct are celebrating freedom this month while helping you take control of your greatest dependency food.
[2:05:14.400 --> 2:05:21.400]  Right now you receive one of their new Patriot packs free with every $289 you spend on their highly nutritious and great tasting food.
[2:05:21.400 --> 2:05:25.400]  The Patriot pack is a 30 day supply of eFood's quick fix, easy to store food.
[2:05:25.400 --> 2:05:30.400]  For example, purchase a one year supply and get five Patriot packs, which is five months of food free.
[2:05:30.400 --> 2:05:34.400]  Use the extra food for everyday use and save hundreds off your grocery bill.
[2:05:34.400 --> 2:05:39.400]  Give your free Patriot pack as a gift to a friend or relative, or simply add more food to your long term supply for free.
[2:05:39.400 --> 2:05:45.400]  Call 800-409-5633 or at eFoodsDirect.com slash Alex and get your free Patriot pack with purchase.
[2:05:45.400 --> 2:05:51.400]  Operators are standing by. Call 800-409-5633 or eFoodsDirect.com slash Alex.
[2:05:51.400 --> 2:05:55.400]  eFoods is so affordable, the more you store and eat the more you save.
[2:05:55.400 --> 2:06:21.400]  Call the eFoodsDirect.com slash Alex or call 800-409-5633 right now.
[2:06:27.400 --> 2:06:34.400]  The survival seed vault from mypatriotsupply.com includes detailed planting and seed saving instructions in ship same day.
[2:06:34.400 --> 2:06:37.400]  Plus all orders over $49 ship free.
[2:06:37.400 --> 2:06:41.400]  Mypatriotsupply.com is American owned by patriots like you.
[2:06:41.400 --> 2:06:43.400]  Passionate about freedom and preparedness.
[2:06:43.400 --> 2:06:47.400]  Call now 866-2290-927.
[2:06:47.400 --> 2:06:54.400]  That's 866-2290-927 or discover more emergency preparedness items when you order at mypatriotsupply.com.
[2:06:54.400 --> 2:07:00.400]  Choose the original. Choose the survival seed vault at mypatriotsupply.com.
[2:07:34.400 --> 2:07:37.400]  This filter system leaves in beneficial minerals which is key.
[2:07:37.400 --> 2:07:41.400]  Save money by not buying bottled water and avoid BPA that leaches from the plastic.
[2:07:41.400 --> 2:07:44.400]  Propure is the best gravity fed filter out there.
[2:07:44.400 --> 2:07:46.400]  It's what my family uses.
[2:07:46.400 --> 2:07:49.400]  Infowars.com already has the lowest price on propure.
[2:07:49.400 --> 2:07:55.400]  But if you add the promo code WATER at checkout you get an additional 10% off at infowars.com.
[2:07:55.400 --> 2:08:00.400]  You can also call to order 888-253-3139.
[2:08:02.400 --> 2:08:08.400]  From his central Texas command center deep behind enemy lines the information war continues.
[2:08:08.400 --> 2:08:20.400]  It's Alex Jones and the GCN radio network.
[2:08:20.400 --> 2:08:25.400]  Alright for the balance of the hour we're going to be joined by Dan fight investigative journalist.
[2:08:25.400 --> 2:08:28.400]  He's worked for mainstream outlets there in Minnesota at the capital deep.
[2:08:28.400 --> 2:08:33.400]  He's also worked as a citizen journalist and broken a lot of national news stories.
[2:08:33.400 --> 2:08:38.400]  Remember a few months ago he came out with video and documents with his team showing the police
[2:08:38.400 --> 2:08:44.400]  taking people and putting them on drugs to turn them and make them informants against Occupy Wall Street.
[2:08:44.400 --> 2:08:50.400]  The state police everybody said it wasn't true. They do nothing about it turned out of course they knew they were running it.
[2:08:50.400 --> 2:08:55.400]  He's broken a lot of other news but what he's really good at and he's invited you to do this as well
[2:08:55.400 --> 2:09:00.400]  is ferret through all the hacks that have gone on with the big open intelligence websites
[2:09:00.400 --> 2:09:07.400]  but also a lot of these are leaked or Congress or the military accidentally declassifies them
[2:09:07.400 --> 2:09:13.400]  or they leave them on an army website. You know oh hey reeducation camps for people that don't agree with the corporate takeover.
[2:09:13.400 --> 2:09:16.400]  That's the army confirmed. Yeah that's our document shouldn't be public.
[2:09:16.400 --> 2:09:20.400]  I mean come on. Boom. Open and shut. Government's illegitimate.
[2:09:20.400 --> 2:09:25.400]  Pentagon reports admitting that they're now under NATO and UN control.
[2:09:25.400 --> 2:09:30.400]  And the point of they tell Congress when Congress asked about it. That was once a leak document two years ago.
[2:09:30.400 --> 2:09:35.400]  Army War College actually bragged before that they were under foreign control.
[2:09:35.400 --> 2:09:44.400]  So and I remember seeing the head of the Navy War College six, seven years ago say that oh we now work for foreign banks
[2:09:44.400 --> 2:09:49.400]  that have basically captured us. But it's good that foreign banks have captured us because they're free market.
[2:09:49.400 --> 2:09:55.400]  No they're not. They're monopoly combines. We're about to go to our guests but I want to play this from CNBC
[2:09:55.400 --> 2:10:02.400]  because I've got hundreds of articles, Financial Times of London, Wall Street Journal, New York Times, Associated Press,
[2:10:02.400 --> 2:10:09.400]  Time Newsweek, Economist Magazine saying technocrats, unelected bankers are going to run things
[2:10:09.400 --> 2:10:13.400]  and that there are saviors and good. But no one seems to read those.
[2:10:13.400 --> 2:10:19.400]  So here but the video we like to play once a week at least from about a month ago. Here's a short clip from it
[2:10:19.400 --> 2:10:25.400]  where they tell us we're slaves of foreign bankers. And guess who works for them? The military.
[2:10:25.400 --> 2:10:32.400]  Now it's illegitimate. The military by and large are good men and women. But we need to understand who's over the military now.
[2:10:32.400 --> 2:10:39.400]  Foreign narcotics trafficking controlled NATO. It's self run by private banking cartel.
[2:10:39.400 --> 2:10:45.400]  So that's who the commander-in-chief is now. The narcotics trafficking banking cartel. Here it is.
[2:10:45.400 --> 2:10:48.400]  So mostly what they do is hold summits?
[2:10:48.400 --> 2:10:55.400]  I think that right now the question is do we all work for central bankers? That's one I want to address to our guests tonight.
[2:10:55.400 --> 2:11:04.400]  Is this global governance at last? Is it one world? The central bankers in charge? Jim Miorio, you say we've got some downside here.
[2:11:04.400 --> 2:11:10.400]  We've got some reduction in the markets. Fine. But aren't we all just living and dying for what the central banks do?
[2:11:10.400 --> 2:11:18.400]  Aren't we all just counting on the fact that there's a Bernanke putt and that we won't go any lower than say 5% down from here?
[2:11:18.400 --> 2:11:22.400]  Of course we are. Because if we look at the economic data there's nothing to get excited about.
[2:11:22.400 --> 2:11:27.400]  Then all the guests go on. There's four of them to say yes we're slaves but it's a good thing.
[2:11:27.400 --> 2:11:35.400]  One guy criticizes the private fellow reserve. It's all a fraud. Just like the fellow reserve is private. It has quasi-governmental power.
[2:11:35.400 --> 2:11:41.400]  It's a consortium. That's what the new world order is. Okay? They exempt themselves.
[2:11:41.400 --> 2:11:52.400]  Big pharma is out now admitting that they knew H1N1 was going to give people narcolepsy, all different types of brain problems,
[2:11:52.400 --> 2:11:59.400]  all sorts of seizures, death, and they're getting government liability protection.
[2:11:59.400 --> 2:12:06.400]  Just like GMO has got a writer in a bill I'm going to cover later briefly to give all their new crops where they can plant any crop
[2:12:06.400 --> 2:12:10.400]  they want without authorization of anybody, not even corrupt FDA anymore.
[2:12:10.400 --> 2:12:16.400]  And if you get sick from it, you can't sue them.
[2:12:16.400 --> 2:12:22.400]  That's what this is. This is diplomatic immunity for the criminal class.
[2:12:22.400 --> 2:12:27.400]  And now they've got the military gearing up for war with us and the public's calling in and sending emails.
[2:12:27.400 --> 2:12:32.400]  Well, I know I'm in the military, Alex. We are getting ready for martial law because things are going to collapse.
[2:12:32.400 --> 2:12:38.400]  We have to. Yeah, but it was premeditated. It's not like things are collapsing and now we have the military on the streets.
[2:12:38.400 --> 2:12:43.400]  The military is now doing jaws of life all over the country for PR, doing mosquito ratification.
[2:12:43.400 --> 2:12:49.400]  Look at this photo up at infowars.com, of them chemtrailing people over Florida.
[2:12:49.400 --> 2:12:55.400]  I mean, pretty soon the military is going to fill potholes. This is what a society looks like when it falls.
[2:12:55.400 --> 2:13:02.400]  And again, Dan Fite will give you his website. If you're watching on PrismPlanet.tv, you can go over these documents.
[2:13:02.400 --> 2:13:11.400]  If not, go to infowars.com or to his site, HongPong.com, where he's got these PDFs and government documents linked right there.
[2:13:11.400 --> 2:13:20.400]  Since we talked Sunday, Dan, you're back with us here. Break down in generality what you think's happening here,
[2:13:20.400 --> 2:13:26.400]  or if you disagree with anything I've said, before you get into some of these latest data dumps that are up on your site.
[2:13:26.400 --> 2:13:32.400]  Yeah, good to be with you, Alex. I just wanted to lead off with a little bit of positive news.
[2:13:32.400 --> 2:13:43.400]  Out in San Francisco, one of our colleagues, David, with Indy Bay or Bay Area, Indy Media, just won $160,000 lawsuit settlement from the authorities there
[2:13:43.400 --> 2:13:47.400]  because they seized his camera looking for evidence against protesters.
[2:13:47.400 --> 2:13:54.400]  And it is a federal law that you cannot seize a journalist's unpublished work product without a subpoena.
[2:13:54.400 --> 2:13:57.400]  You need something more than a warrant. You need a subpoena.
[2:13:57.400 --> 2:14:02.400]  And the film that we made about the 2008 Republican National Convention called Terrorizing Descent,
[2:14:02.400 --> 2:14:07.400]  at one point a SWAT team surrounded a group of journalists at a house of a guy named Mike Whalen.
[2:14:07.400 --> 2:14:12.400]  And again, they didn't come up with a subpoena to seize their journalist work product,
[2:14:12.400 --> 2:14:17.400]  but at least we have one settlement proving that even if you're an independent volunteer journalist, you have that right.
[2:14:17.400 --> 2:14:20.400]  And so I think that's a little bit of positive news.
[2:14:20.400 --> 2:14:25.400]  And actually, that house during the RNC, Mike Whalen's house, I just got to throw this in,
[2:14:25.400 --> 2:14:29.400]  he was a distributor of vegetarian, vegan literature.
[2:14:29.400 --> 2:14:34.400]  And so that's one of these cases where he won a lawsuit settlement as well.
[2:14:34.400 --> 2:14:37.400]  And it seems like they were using package tracking.
[2:14:37.400 --> 2:14:42.400]  They were inside the FedEx or UPS type system to sort of see he was receiving packages,
[2:14:42.400 --> 2:14:43.400]  and then they went after him.
[2:14:43.400 --> 2:14:45.400]  A small example of how these things work.
[2:14:45.400 --> 2:14:48.400]  But we have to make sure in the process of fighting for this stuff
[2:14:48.400 --> 2:14:51.400]  that we fight for our rights as independent journalists as well.
[2:14:51.400 --> 2:14:54.400]  I just wanted to throw that in quickly right away.
[2:14:54.400 --> 2:14:58.400]  But yeah, essentially, this sort of new discussion that we're having,
[2:14:58.400 --> 2:15:02.400]  a really excellent website called publicintelligence.net,
[2:15:02.400 --> 2:15:09.400]  posted a military police training handbook for something called civil disturbance operations,
[2:15:09.400 --> 2:15:14.400]  which is an area of sort of doctrine and tactics that seems to be expanding domestically.
[2:15:14.400 --> 2:15:20.400]  It's been used in the previous eras when the National Guard, for example, was deployed in Los Angeles.
[2:15:20.400 --> 2:15:27.400]  And so this new document shows how warrantless searches without talk of warrants
[2:15:27.400 --> 2:15:31.400]  are described and planned out looking for dissidents slash snipers.
[2:15:31.400 --> 2:15:36.400]  It talks about detention facilities operated domestically by these MPs.
[2:15:36.400 --> 2:15:40.400]  And those facilities are heavily guarded and armed,
[2:15:40.400 --> 2:15:43.400]  and they say there will be no warning shots fired if they think you're a threat.
[2:15:43.400 --> 2:15:48.400]  So this document sort of lays out at kind of the grunt level,
[2:15:48.400 --> 2:15:51.400]  the fact that unauthorized gatherings are forbidden.
[2:15:51.400 --> 2:15:55.400]  There's very few references to anything about constitutional rights in this,
[2:15:55.400 --> 2:15:58.400]  nothing about warrants, nothing about the Fourth Amendment, nothing about the First Amendment.
[2:15:58.400 --> 2:16:04.400]  It talks about seizing firearms, seizing liquor and private property and that kind of thing.
[2:16:04.400 --> 2:16:10.400]  So it was a troubling document, but it fit into a larger set of documents.
[2:16:10.400 --> 2:16:14.400]  And it's very handy, public intelligence has just published a bunch more
[2:16:14.400 --> 2:16:17.400]  about how this domestic military system works.
[2:16:17.400 --> 2:16:24.400]  And so what I found earlier was a file left out on the U.S. Army Corps of Engineer Web Server in 2010
[2:16:24.400 --> 2:16:32.400]  about something called the National Level Exercise 2011 New Madrid Sizing Zone Earthquake Exercise
[2:16:32.400 --> 2:16:35.400]  that Homeland Security and FEMA and the military were running.
[2:16:35.400 --> 2:16:42.400]  And inside there there were notes about sort of a planning level called ConPlan 3502
[2:16:42.400 --> 2:16:46.400]  or U.S. Northern Command Concept of Operations Plan 3502.
[2:16:46.400 --> 2:16:48.400]  And that's called civil disturbance operations.
[2:16:48.400 --> 2:16:50.400]  And so that plan is classified secret.
[2:16:50.400 --> 2:16:57.400]  And I don't think it's appropriate in open and democratic society for there to be these secret classified plans.
[2:16:57.400 --> 2:17:05.400]  Also, public intelligence just posted the new 2011 version of a domestic operational law handbook.
[2:17:05.400 --> 2:17:11.400]  I had previously looked at the 2010 version and both of these have a ton of citations
[2:17:11.400 --> 2:17:17.400]  that show you exactly how in Chapter 5, which is called civil disturbance operations,
[2:17:17.400 --> 2:17:22.400]  they show you how ConPlan 3502 is in fact the major planning framework.
[2:17:22.400 --> 2:17:24.400]  And it is classified secret.
[2:17:24.400 --> 2:17:29.400]  And it is a replacement for the old plan from the 20th century called a garden plot,
[2:17:29.400 --> 2:17:35.400]  which was the basis of the Rex 84 exercise and the Reagan administration and Oliver North and so forth.
[2:17:35.400 --> 2:17:37.400]  So garden plot was the old plan.
[2:17:37.400 --> 2:17:43.400]  And then they created Northcom in 2002 as a military counterpart to Homeland Security.
[2:17:43.400 --> 2:17:47.400]  They came up with this, you know, this ConPlan 3502 plan.
[2:17:47.400 --> 2:17:53.400]  So when Northcom is activated, like say there's a big national disaster and earthquake,
[2:17:53.400 --> 2:18:01.400]  they use a broad plan called ConPlan 3501 defense support of civil authorities or DSCA.
[2:18:01.400 --> 2:18:02.400]  That's their number one plan.
[2:18:02.400 --> 2:18:06.400]  And then their number two plan is ConPlan 3502 civil disturbance operations.
[2:18:06.400 --> 2:18:11.400]  So with the new MP training document that we just got, we have a very good sense.
[2:18:11.400 --> 2:18:15.400]  That document dates from 2006, kind of the Hurricane Katrina era.
[2:18:15.400 --> 2:18:18.400]  We saw how in Hurricane Katrina when the military was deployed,
[2:18:18.400 --> 2:18:24.400]  they were taking people's firearms without warrants, searching without warrants, things of that nature.
[2:18:24.400 --> 2:18:28.400]  And so we see that when the military hits the streets of the United States,
[2:18:28.400 --> 2:18:33.400]  even if it's not a full martial law scenario or if it's a national special security event,
[2:18:33.400 --> 2:18:37.400]  which is a complex subject that we should really look at very carefully,
[2:18:37.400 --> 2:18:40.400]  it's very important to have kind of an idea of these documents.
[2:18:40.400 --> 2:18:42.400]  So you sort of know what to expect.
[2:18:42.400 --> 2:18:44.400]  You can kind of get pointed questions out there.
[2:18:44.400 --> 2:18:48.400]  And you can sort of plant the flag on concrete facts that we know about this system.
[2:18:48.400 --> 2:18:51.400]  And I think that's a much more useful way to proceed.
[2:18:51.400 --> 2:18:56.400]  It gives us a good foundation to move forward politically and start challenging this stuff.
[2:18:56.400 --> 2:19:02.400]  I don't think it's appropriate that secret plans like ConPlan 3502 exist.
[2:19:02.400 --> 2:19:10.400]  Also, the New Domestic Operational Law Handbook talks about another secret directive put down by the Joint Chiefs of Staff.
[2:19:10.400 --> 2:19:17.400]  And that document is also classified secret and it specifies which sections of the military can use,
[2:19:17.400 --> 2:19:19.400]  which uses of force domestically.
[2:19:19.400 --> 2:19:23.400]  So that's secret, although some little annex of it isn't secret.
[2:19:23.400 --> 2:19:32.400]  Another example to check out that is available is the Northcom plan for influenza or other pandemics,
[2:19:32.400 --> 2:19:36.400]  which is called ConPlan 3591.
[2:19:36.400 --> 2:19:42.400]  And if you Google around for that, you can find a very large, partially declassified plan,
[2:19:42.400 --> 2:19:48.400]  which is hosted on Northcom.mil's Freedom of Information Act section.
[2:19:48.400 --> 2:19:56.400]  Tell you what, stay there, imagine the unclassified stuff, gun confiscation, they call it gun evacuation,
[2:19:56.400 --> 2:20:01.400]  everything else, reeducation camps, I mean this is a lot of fun.
[2:20:01.400 --> 2:20:04.400]  Let me ask you a question. What does freedom mean to you?
[2:20:04.400 --> 2:20:07.400]  The freedom to choose, the freedom to vote, the freedom to worship.
[2:20:07.400 --> 2:20:09.400]  How about the freedom to take control of your own future?
[2:20:09.400 --> 2:20:14.400]  My friends at Eat Foods Direct are celebrating freedom this month while helping you take control of your greatest dependency food.
[2:20:14.400 --> 2:20:21.400]  Right now you receive one of their new Patriot Packs free with every $289 you spend on their highly nutritious and great tasting food.
[2:20:21.400 --> 2:20:25.400]  The Patriot Pack is a 30 day supply of Eat Foods quick fix, easy to store food.
[2:20:25.400 --> 2:20:30.400]  For example, purchase a one year supply and get five Patriot Packs, which is five months of food free.
[2:20:30.400 --> 2:20:34.400]  Use the extra food for everyday use and save hundreds off your grocery bill.
[2:20:34.400 --> 2:20:39.400]  Give your free Patriot Pack as a gift to a friend or relative, or simply add more food to your long term supply for free.
[2:20:39.400 --> 2:20:45.400]  Call 800-409-5633 or go to EatFoodsDirect.com slash Alex and get your free Patriot Pack with purchase.
[2:20:45.400 --> 2:20:51.400]  Operators are standing by, call 800-409-5633 or EatFoodsDirect.com slash Alex.
[2:20:51.400 --> 2:20:55.400]  Eat Foods is so affordable, the more you store and eat the more you save.
