[00:00:02.153 --> 00:00:03.114]  It's happened.
[02:16:27.463 --> 02:16:34.409]  Well, I mean, how many thousands of people went to jail based on the NSA material, but was never told it was from NSA?
[02:16:34.409 --> 02:16:34.809]  Why?
[02:16:34.809 --> 02:16:36.771]  Because it's not admissible in the court of law.
[02:16:37.577 --> 02:16:45.184]  So what they did was they did a parallel construction with the FBI or the federal agents did.
[02:16:45.184 --> 02:16:54.092]  They did a parallel construction to find data on them that would basically replicate the data from NSA and then substitute that in a court of law.
[02:16:54.092 --> 02:16:56.133]  That's perjury, okay?
[02:16:56.133 --> 02:17:02.039]  That's also denying the defendant the right to discover, challenge discovery.
[02:17:02.039 --> 02:17:05.622]  And so all of those cases should be thrown out of court because of what they did.
[02:17:06.351 --> 02:17:11.139]  And certainly, any future case could say there may be something in there.
[02:17:11.139 --> 02:17:17.109]  They could do a FOIA or a discovery type of request to find information about them to show that.
[02:17:17.109 --> 02:17:18.011]  Sure, absolutely.
[02:17:18.999 --> 02:17:33.294]  What is your knowledge of this new parallel system where Homeland Security, but also private corporations, but also local governments, are in some cases, even in small jurisdictions, buying up to 300 Stingrays.
[02:17:33.294 --> 02:17:38.879]  For those who don't know, obviously you know Mr. Benny, are small cell phone tower arrays that basically steal the data.
[02:17:39.800 --> 02:17:42.883]  Similar to Google cars that have been caught doing it worldwide.
[02:17:42.883 --> 02:17:52.911]  I mean, it seems to be not just government, but like a gold rush, an orgy of data theft by Fortune 100 tech companies, by local governments.
[02:17:52.911 --> 02:17:56.734]  I mean, this just sounds like Pandora's box has been opened.
[02:17:56.734 --> 02:18:02.799]  What is your view on what they're using all of these systems for?
[02:18:02.799 --> 02:18:07.263]  Well, I know in the case of the government, they have a program called Treasure Map.
[02:18:08.317 --> 02:18:14.440]  And part of the idea of the Treasure Map was to map every device on the network every minute of every day.
[02:18:14.440 --> 02:18:25.005]  That means phones, you know, your computers, servers, landline phones, satellite phones, everything.
[02:18:25.005 --> 02:18:28.627]  So that they want to know where everyone in the world is every minute of every day.
[02:18:28.627 --> 02:18:34.390]  And that's certainly, the program's called Treasure Map One Word.
[02:18:34.390 --> 02:18:36.731]  And if you, if your audience would like to
[02:18:37.236 --> 02:18:37.716]  Google it.
[02:18:37.716 --> 02:18:43.400]  All I have to do is Google NSA Space Treasure Map and they'll get to read all about it.
[02:18:43.400 --> 02:18:50.384]  And it is using various things like traceroute and things like that to map the communications of everybody on the planet.
[02:18:50.384 --> 02:18:53.026]  And of course we can thank Mr. Snowden for this.
[02:18:53.026 --> 02:18:55.307]  We might spend a minute on that, Mr. Benning.
[02:18:55.307 --> 02:18:59.410]  Yes, that's exactly where this data came from, yes.
[02:18:59.410 --> 02:19:02.912]  I mean, otherwise we would not know.
[02:19:02.912 --> 02:19:04.353]  What do you make of Mr. Snowden?
[02:19:04.353 --> 02:19:05.314]  I think he's a hero.
[02:19:07.425 --> 02:19:17.730]  I say he did an absolutely public service for mostly everybody in the world.
[02:19:17.730 --> 02:19:25.454]  The problem is that when you see what should happen to him, well he stole government property so he should be indicted for stealing government property.
[02:19:25.454 --> 02:19:30.996]  But all these people who have violated the law put him in a position to make a decision about that.
[02:19:30.996 --> 02:19:34.678]  And that's coming out in his movie too, that's coming up in Snowden.
[02:19:35.205 --> 02:19:38.750]  It'll show you the dilemma he was in and the kind of things that he had to discuss.
[02:19:38.750 --> 02:19:49.086]  Well that's right, let's give him six months for stealing some data and then let's give the people that engage in mass architecture to overthrow the republic, let's charge them with treason.
[02:19:50.023 --> 02:19:50.684]  Right, exactly.
[02:19:50.684 --> 02:19:51.885]  That's exactly my view of it.
[02:19:51.885 --> 02:19:54.687]  It is treason against the founding principles of this country.
[02:19:54.687 --> 02:19:55.888]  Damn right.
[02:19:55.888 --> 02:19:58.690]  They are subverting the Constitution, scrapping it.
[02:19:58.690 --> 02:20:00.191]  There's a method to do that.
[02:20:00.191 --> 02:20:11.940]  If you want to change the Constitution, you put an amendment into the floor of the Congress, get them to pass it, then circulate it around the states for ratification, and if 75% of the states ratify it, you're in business.
[02:20:11.940 --> 02:20:12.401]  You changed it.
[02:20:12.401 --> 02:20:13.462]  And let's expand on that.
[02:20:14.139 --> 02:20:27.077]  As you pointed out, for less than $20 million, and I want you to recap this, sir, William Binning, former head of the NSA, joining as former head of technical, former leaders, as they called it, the guy that actually ran it, not the politico that ran around like Hayden.
[02:20:27.077 --> 02:20:28.439]  You look at this and...
[02:20:29.560 --> 02:20:32.982]  Clearly, we're totally infiltrated by all sorts of foreign governments.
[02:20:32.982 --> 02:20:36.124]  Hillary's selling uranium to the Russians, giving them weapons secrets.
[02:20:36.124 --> 02:20:39.385]  But that's okay, because, you know, she's got a political sign-off.
[02:20:39.385 --> 02:20:43.207]  Meanwhile, they're saying Trump's a Russian agent because he doesn't want to have war with them.
[02:20:43.207 --> 02:20:45.128]  You've got all these special interests in here.
[02:20:45.128 --> 02:20:47.570]  We're totally penetrated by the Communist Chinese.
[02:20:47.570 --> 02:20:49.611]  They tell Hollywood what movies they can put out.
[02:20:50.291 --> 02:21:05.820]  There's so much data being grabbed that all these foreign interests are able to get into these data caches now, and we're being penetrated, as you talked about years ago, but is now admitted by the amount of data we have, that all these spy grids actually is distributing all the data to allow it to be stolen.
[02:21:05.820 --> 02:21:10.663]  Clearly the people doing this are the ones threatening our national security.
[02:21:10.663 --> 02:21:12.504]  Yes.
[02:21:12.504 --> 02:21:17.867]  And for example, one of the points I made on Fox News when I was on there the other day,
[02:21:20.598 --> 02:21:28.602]  This attack that was used against the DNC server, for example, was a well-known attack previously used by Russian hackers.
[02:21:28.602 --> 02:21:43.048]  Well, if it's a well-known attack, that means many people know about it, and most of the services that you purchase to protect your networks should already have software to combat it and protect you against it, but they didn't.
[02:21:43.772 --> 02:21:48.013]  So, and part of the background is that NSA has two parts, the defense and offense.
[02:21:48.013 --> 02:21:51.474]  The offense likes to look into things to read what everybody's doing.
[02:21:51.474 --> 02:21:55.575]  The defense is supposed to protect us, right, from people looking in.
[02:21:55.575 --> 02:22:04.497]  Well, the problem is that if the offense finds a weakness in the system that allows them to look in, they won't tell the defense because they'll fix it.
[02:22:04.497 --> 02:22:08.018]  And if they fix it, the window for the offense will close.
[02:22:08.018 --> 02:22:13.219]  See, so they have a vested interest in keeping that window open so they can see into what people are saying and doing.
[02:22:14.281 --> 02:22:19.063]  Uh, whereas the defense, uh, being, uh, not aware of the weakness doesn't fix it.
[02:22:19.063 --> 02:22:21.885]  So that leaves everybody out here, all of us.
[02:22:21.885 --> 02:22:23.726]  That's how OPM got hacked.
[02:22:23.726 --> 02:22:30.469]  And all of them, all these hacks are coming in, uh, because they're all, um, defenseless against this stuff.
[02:22:30.469 --> 02:22:34.411]  So the point is by doing that, everybody's exposed and vulnerable.
[02:22:38.908 --> 02:22:42.932]  Where do you see the situation going?
[02:22:42.932 --> 02:22:46.957]  Obviously, the Russians aren't the only technically competent country.
[02:22:46.957 --> 02:22:51.462]  I think you mentioned there's at least 50 or more nations that are very competent, maybe 100.
[02:22:51.462 --> 02:22:53.684]  I mean, just to always blame the Russians.
[02:22:53.684 --> 02:23:00.591]  The Russians castly took credit for exposing the UN hack where they were hiding the decline of temperature and the push of carbon tax.
[02:23:01.292 --> 02:23:04.874]  So I say if the Russians are exposing fraud by the UN, more power to them.
[02:23:04.874 --> 02:23:09.576]  I hope hackers expose Russian fraud and, you know, vice versa, Japanese fraud, American fraud.
[02:23:09.576 --> 02:23:13.737]  I mean, if it's fraud, changing the subject from the hacker away from the fraud.
[02:23:13.737 --> 02:23:22.021]  It's like saying, well, Hillary sent people to attack Trump rallies dressed as Bernie Sanders supporters.
[02:23:22.021 --> 02:23:23.661]  But maybe the Russians did it.
[02:23:23.661 --> 02:23:25.002]  Look, I don't care.
[02:23:25.002 --> 02:23:25.882]  It's about the information.
[02:23:25.882 --> 02:23:29.164]  But separately, talking to a lot of sources, I wanted to ask you this.
[02:23:30.106 --> 02:23:35.913]  There's overwhelming evidence that we've got good people as contractors, not just Snowden, and good people in the military.
[02:23:35.913 --> 02:23:49.669]  I mean, if 90% of the military that I talk to, Mr. Benny, is awake to what's happening, and against this whole police state, and against Hillary Clinton, and if almost all the police I talk to, and federal agents, you name it, from Secret Service to FBI,
[02:23:50.490 --> 02:23:51.611]  are mainly libertarians.
[02:23:51.611 --> 02:23:53.171]  They're, you know, they're bipartisan.
[02:23:53.171 --> 02:23:54.952]  They're not Republican or Democrat.
[02:23:54.952 --> 02:23:57.334]  They're upset about the state of the country.
[02:23:57.334 --> 02:24:05.878]  Then it's not fair to just always attribute it to the Russians when I think there's a lot of evidence pointing towards corporate leaks, government leaks here domestically.
[02:24:05.878 --> 02:24:10.120]  Can you speak to the providence of these leaks and where you think they're coming from?
[02:24:10.120 --> 02:24:12.181]  And could they be coming from the U.S.
[02:24:12.181 --> 02:24:13.582]  intelligence community or an ally?
[02:24:16.036 --> 02:24:28.281]  Yes, and one of the things that really concerns me is there's a lot of people in here who don't think very well of the Russians and would like to use them to start a second Cold War.
[02:24:28.281 --> 02:24:35.865]  Because, especially in the military-industrial complex, because that means trillions of dollars of business over time.
[02:24:35.865 --> 02:24:42.348]  I mean, there's an awful lot of money they have an opportunity to gain if they can start a second Cold War.
[02:24:43.991 --> 02:24:48.434]  So I think you need to be, you know, you need to be skeptical of our military-industrial complex.
[02:24:48.434 --> 02:24:54.219]  That's what President Eisenhower warned us about in 1961, when he was leaving office.
[02:24:54.219 --> 02:24:56.180]  He warned us about this.
[02:24:56.180 --> 02:25:00.883]  And these are the kinds of things that motivate them, is the opportunity to make more money.
[02:25:00.883 --> 02:25:06.568]  And if they can keep these perpetual wars going, that's the thing that helps them make money.
[02:25:06.568 --> 02:25:12.372]  So, you know, I just see that the commercial companies are so embedded and vested interests
[02:25:13.868 --> 02:25:14.291]  That they have a...
[02:25:16.738 --> 02:25:20.360]  They have a motive to direct things a certain way.
[02:25:20.360 --> 02:25:26.283]  Well, Mr. Benny, former leader of the NSA, isn't that the trillion-pound elephant in the room?
[02:25:26.283 --> 02:25:40.831]  That we think about Russians or Chinese, and sure, they're doing stuff, we need to watch them, but what about multinational corporations that are bigger than most governments, that just drift around, they're doing stuff for the Russians, the Chinese, us, South Africans, the UK?
[02:25:40.831 --> 02:25:44.493]  I mean, that's who should be watched, and no one's even looking at them.
[02:25:46.107 --> 02:25:49.719]  Yeah, that's right, and they're all set up to fleece everybody of every penny they can get.
[02:25:52.165 --> 02:25:53.586]  And destroy our sovereignty.
[02:25:53.586 --> 02:25:54.447]  Yeah, yeah.
[02:25:54.447 --> 02:25:56.328]  Start a war with the Russians to sell more weapons.
[02:25:56.328 --> 02:25:58.089]  They'll be nowhere to spend the damn money.
[02:25:58.089 --> 02:26:07.796]  In fact, since you mentioned that, one of the top Russian scholars in the United States, I mean, it's undisputed, Stephen Cohen shuts down CNN hosts.
[02:26:07.796 --> 02:26:11.598]  And again, this guy heads up the entire, you know, department at a major university.
[02:26:11.598 --> 02:26:14.520]  Here he is on CNN talking about this new Cold War.
[02:26:14.520 --> 02:26:17.442]  And this guy's not even a Trump supporter, but he's telling it like it is.
[02:26:17.442 --> 02:26:17.943]  Here's that clip.
[02:26:18.797 --> 02:26:23.158]  Professor Cohen, does Vladimir Putin indeed have a dog in our U.S.
[02:26:23.158 --> 02:26:24.858]  fight?
[02:26:24.858 --> 02:26:41.642]  Vladimir Putin wants to end the new Cold War, and so do I. Let me say I have no ties to the Trump campaign or the Clinton campaign, but if I were to write your headline for you today, I tried on the way down here, I couldn't fit it on the front page, but it would go like this.
[02:26:41.642 --> 02:26:44.583]  We're in a new and more dangerous Cold War with Russia.
[02:26:45.350 --> 02:26:54.200]  We're approaching a Cuban missile crisis nuclear confrontation with Russia, both along Russia's borders and possibly over Syria.
[02:26:54.200 --> 02:27:01.889]  There is absolutely no discussion, no debate about this in the American media, including, forgive me, on CNN.
[02:27:01.889 --> 02:27:04.652]  Then along comes, unexpectedly, Donald Trump.
[02:27:05.252 --> 02:27:28.540]  Who says something that suggests he wants to end the new Cold War, cooperate with Russia in various places, what we used to call detente, and now, astonishingly, the media is full of what only can be called Neil McCarthy-eyed charges that he's a Russian agent, that he's a Manchurian candidate, that he's Putin's client.
[02:27:28.540 --> 02:27:32.782]  So the real danger is what's being done to our own political process.
[02:27:32.782 --> 02:27:33.542]  This is the moment.
[02:27:34.002 --> 02:27:37.104]  When there should be, in a presidential year, a debate.
[02:27:37.104 --> 02:27:40.426]  Because Mrs. Clinton's position on Russia seems to be very different.
[02:27:40.426 --> 02:27:42.647]  Hasn't been a long time.
[02:27:42.647 --> 02:27:43.988]  Trump speaks elliptically.
[02:27:43.988 --> 02:27:46.509]  You gotta piece together what he says.
[02:27:46.509 --> 02:27:49.611]  But he seems to want a new American policy toward Russia.
[02:27:49.611 --> 02:27:54.674]  And considering the danger, I think we, as American citizens, deserve that debate.
[02:27:54.674 --> 02:27:57.395]  And not what will be given in the media today.
[02:27:57.395 --> 02:27:59.777]  Including on the front page of the New York Times.
[02:27:59.777 --> 02:28:01.838]  I end by saying that these
[02:28:02.819 --> 02:28:07.625]  Reckless branding of Trump as a Russian agent.
[02:28:07.625 --> 02:28:12.791]  Most of it is coming from the Clinton campaign, and they really need to stop.
[02:28:12.791 --> 02:28:19.080]  All right, that's a liberal by the way, and he's Princeton, NYU, I mean, there you go William Benning.
[02:28:20.877 --> 02:28:23.499]  Yeah, I pretty much agree with all of what he was saying there.
[02:28:23.499 --> 02:28:26.442]  I mean, the whole idea... And by the way, you're a guy credited.
[02:28:26.442 --> 02:28:27.563]  You don't want to brag.
[02:28:27.563 --> 02:28:28.724]  You broke the Russian codes.
[02:28:28.724 --> 02:28:29.484]  You helped defeat them.
[02:28:29.484 --> 02:28:31.206]  And they gave you secret medals.
[02:28:31.206 --> 02:28:33.748]  I know you don't want to talk about this, but I mean, you fought the Russians.
[02:28:33.748 --> 02:28:36.270]  You're not some Russian spy.
[02:28:36.270 --> 02:28:45.238]  No, in fact, but if you looked at the situation of what's happening, so actually we started and initiated certain things that made them react the way they did.
[02:28:45.734 --> 02:28:52.837]  I mean, we actually had a bloodless coup that we initiated or assisted in the Ukraine.
[02:28:52.837 --> 02:28:59.659]  And then we tried to move NATO into the Ukraine when we had a verbal agreement with the Russians before that that we wouldn't do that.
[02:28:59.659 --> 02:29:04.581]  And we broke the Paris-Troika deal to let, you know, as long as they didn't expand back, we wouldn't expand.
[02:29:04.581 --> 02:29:05.241]  Exactly.
[02:29:05.241 --> 02:29:06.622]  Exactly, yeah.
[02:29:06.622 --> 02:29:12.644]  And so what that meant was we were treating them like a threat, and so they started acting like one.
[02:29:13.615 --> 02:29:14.658]  But let's not be confused.
[02:29:14.658 --> 02:29:18.890]  Yeah, when you move nuclear cruise missiles up to somebody's border, they start getting upset.
[02:29:18.890 --> 02:29:20.595]  Yeah, and let's not be confused.
[02:29:20.595 --> 02:29:21.978]  They didn't start this, we did.
[02:29:24.784 --> 02:29:28.025]  Samantha Powers and a bunch of weirdo women who've never been in the military started it.
[02:29:28.025 --> 02:29:35.787]  And it's not that I'm against women, but it really is, it smells of Armageddon when you got a bunch of weird women and liberals hopping around messing with the Russians.
[02:29:35.787 --> 02:29:39.889]  It's just, I mean, Napoleon got his ass kicked, so did Hitler, and they were warriors.
[02:29:39.889 --> 02:29:41.829]  You people are a joke.
[02:29:41.829 --> 02:29:48.031]  Do 10 more minutes of William Benning, then I've got an in-depth report with Putin basically saying we're moving towards nuclear war.
[02:29:48.031 --> 02:29:49.331]  A new clip's coming up.
[02:29:49.331 --> 02:29:50.812]  William Benning's our guest.
[02:29:50.812 --> 02:29:51.292]  Stay with us.
[02:29:51.292 --> 02:29:52.652]  We're on the march.
[02:29:52.652 --> 02:29:54.173]  The empire's on the run.
[02:29:55.173 --> 02:30:02.280]  Alex Jones and the GCN Radio Network.
[02:30:02.280 --> 02:30:07.124]  Harry Reid wants CIA to give Trump fake intelligence briefings.
[02:30:07.124 --> 02:30:21.677]  The Democratic Senate Minority Leader Harry Reid said he would rather see the CIA and other intelligence agencies give GOP nominee Donald Trump fake briefings than to make sure he's informed before potentially becoming president.
[02:30:21.897 --> 02:30:30.204]  Reid suggested that it would be risky to divulge classified information pertaining to national security to Trump, so it should just be faked.
[02:30:30.204 --> 02:30:36.329]  Even more incredulous is the fact that Reid is the one accusing Trump of being, quote, dangerous.
[02:30:36.329 --> 02:30:41.033]  Trump is due to receive intelligence briefings in the coming weeks, as is Clinton.
[02:30:41.033 --> 02:30:48.139]  It is standard procedure for both candidates to have limited updates so they're somewhat prepared to take office when the time comes.
[02:30:48.419 --> 02:30:53.410]  Article by Steve Watson on InfoWars.com, linked on the DrudgeReport.com.
[02:30:53.410 --> 02:30:55.214]  This is Ashley Beckford reporting.
[02:30:55.214 --> 02:30:57.318]  Stay tuned for more special reports.
[02:31:01.892 --> 02:31:08.396]  More than two years ago, InfoWars first told you about our research into what has been called the Iodine Conspiracy.
[02:31:08.396 --> 02:31:21.365]  I've told you about how scientists have known for decades that iodine deficiencies can devastate IQ and how the government knowingly started taking iodine out of the food and adding fluoride, the bad member of the halogen family, into the water.
[02:31:21.365 --> 02:31:25.048]  They took the good halogen out and put the deadly halogen in.
[02:31:25.048 --> 02:31:31.672]  And when the Fukushima crisis worsened, as it still is worsening today, I was there telling you how to prepare yourself and your family
[02:31:32.012 --> 02:31:44.875]  Now, in 2016, even more information has been revealed concerning the connection between iodine and the gut, which many experts are now saying could be the biggest revelation ever concerning iodine.
[02:31:44.875 --> 02:31:46.715]  You can pull these studies up for yourself.
[02:31:46.715 --> 02:31:53.096]  This is the real deal, folks, and the truth is that iodine is essential, in my view, to any optimum health regimen.
[02:31:53.096 --> 02:31:58.037]  Stock up on Survival Shield X2 today at InfoWarsLife.com or by calling 888-253-3139.
[02:32:01.758 --> 02:32:06.822]  Over the years, there have been a lot of powerful advancements in the field of science and nutraceuticals.
[02:32:06.822 --> 02:32:15.508]  Longevity integrates years of scientific research into creating fantastic products like Beyond Tangy Tangerine, plant-derived minerals, and much more.
[02:32:15.508 --> 02:32:19.631]  Longevity also offers you an ingenious way to augment your income.
[02:32:19.631 --> 02:32:20.411]  And the best part?
[02:32:20.411 --> 02:32:23.294]  You'll be helping your friends and family along the way.
[02:32:23.294 --> 02:32:25.895]  Visit InfoWarsTeam.com today.
[02:32:25.895 --> 02:32:26.676]  Become a member.
[02:32:26.676 --> 02:32:30.739]  Get discounts on the amazing products and free shipping when you sign up for AutoShip.
[02:32:30.959 --> 02:32:37.683]  And you're able to promote the products to friends and family and neighbors in your community and make money while helping people at the same time.
[02:32:37.683 --> 02:32:38.643]  Another win-win.
[02:32:38.643 --> 02:32:42.386]  That's why I'm a member of the Longevity Team at Infowarsteam.com.
[02:32:42.386 --> 02:32:43.626]  And you can be too.
[02:32:43.626 --> 02:32:44.167]  It's simple.
[02:32:44.167 --> 02:32:47.108]  Just go to Infowarsteam.com today.
[02:32:47.108 --> 02:32:49.210]  Complete a short sign-up and you're part of the team.
[02:32:49.210 --> 02:32:52.471]  That's Infowarsteam.com or Infowarshealth.com.
[02:32:52.471 --> 02:32:58.775]  So many people call into my radio show and tell me how Longevity and the products at Infowarsteam.com have changed their lives.
[02:32:58.775 --> 02:33:00.076]  Check it out for yourself today.
[02:33:16.767 --> 02:33:25.889]  I have sworn upon the altar of God eternal hostility against every form of tyranny over the mind of man.
[02:33:25.889 --> 02:33:30.270]  Thomas Jefferson.
[02:33:30.270 --> 02:33:35.991]  Live from the InfoWars.com studios, it's Alex Jones.
[02:33:35.991 --> 02:33:41.312]  Hey, I grew up watching the Boston Celtics that my mom was a big fan of and my dad was a fan of.
[02:33:43.607 --> 02:33:45.088]  Play the Lakers.
[02:33:45.088 --> 02:33:48.569]  I grew up at Dallas Cowboy football games.
[02:33:48.569 --> 02:33:51.330]  Sometimes in the second row.
[02:33:51.330 --> 02:33:57.073]  I like sports as much as the next person.
[02:33:57.073 --> 02:34:08.898]  But when it comes to defending our Second Amendment, our First Amendment, our sovereignty, when it comes to having the President not be able to just open the borders up and ignore the Supreme Court, that's the real fight.
[02:34:08.898 --> 02:34:09.578]  That's the good fight.
[02:34:09.578 --> 02:34:11.459]  That's what it comes down to.
[02:34:12.737 --> 02:34:29.060]  And my heroes are inventors, they're trailblazers, they're honorable people, they're folks that tell the truth like William Benny, who could have gone and worked for private industry and made 20 times the money he was making as the equivalent of a one-star general running the NSA.
[02:34:29.060 --> 02:34:31.840]  And he doesn't want to be talked about or praised, but the guy is a hero.
[02:34:31.840 --> 02:34:41.002]  I mean, he went to Congress for years, briefed them about the criminal activity going on, he resigned, and then they SWAT teamed him in his house for intimidation purposes.
[02:34:41.002 --> 02:34:41.762]  He didn't back off.
[02:34:43.035 --> 02:34:49.704]  The point is that there are a lot of people out there putting their whole lives on the line just so we have basic freedoms.
[02:34:49.704 --> 02:34:51.326]  This spying does not keep us safe.
[02:34:51.326 --> 02:34:52.167]  This spying does not.
[02:35:03.629 --> 02:35:04.629]  Protect the public interest.
[02:35:04.629 --> 02:35:15.113]  It's used by special interests to rob us and to make hundreds of billions of dollars while they selectively enforce laws and while they take over our civilization.
[02:35:15.113 --> 02:35:19.434]  agoodamerican.org is the website for the film coming out in September.
[02:35:19.434 --> 02:35:22.055]  I want to play the trailer for A Good American.
[02:35:22.055 --> 02:35:22.835]  It's a documentary.
[02:35:22.835 --> 02:35:27.177]  We also have the Snowden film coming out, of course, with Oliver Stone.
[02:35:27.177 --> 02:35:29.037]  But here is the trailer for that.
[02:35:29.037 --> 02:35:30.618]  We're going to go back to William Binney, former
[02:35:31.098 --> 02:35:36.800]  Technical leader for intelligence for the NSA.
[02:35:36.800 --> 02:35:45.903]  Recapping now for you once again an explosion underground in the garage section of the World Trade Center in New York City.
[02:35:45.903 --> 02:35:52.365]  The first attack on the Trade Center in 93 was the first thing that woke everybody up in terms of the threat of terrorism.
[02:35:52.365 --> 02:35:55.086]  We said this is not a one-time event.
[02:35:55.086 --> 02:35:58.047]  There is a larger movement here and they're planning on doing more.
[02:35:59.545 --> 02:36:11.493]  The terrorists were burying themselves inside the ballooning communications network and the internet and the phones and so we had to figure out who was communicating with whom and who were the terrorists and that was the whole idea of the ThinThread program.
[02:36:12.908 --> 02:36:18.033]  Of all the analysts, Bill was by far the most astute.
[02:36:18.033 --> 02:36:22.837]  He was the person in the agency who knew the most about metadata.
[02:36:22.837 --> 02:36:30.845]  It was pretty clear that we were building the most powerful analysis tool that had been developed in history to monitor basically the entire world.
[02:36:32.279 --> 02:36:38.284]  This little research organization had the keys to NSA's future.
[02:36:38.284 --> 02:36:40.825]  We let it run 24 to 36 hours.
[02:36:40.825 --> 02:36:44.488]  We discovered critical intelligence that had never been discovered by NSA.
[02:36:44.488 --> 02:36:45.669]  NSA's response?
[02:36:45.669 --> 02:36:47.270]  Completely shut the program down.
[02:36:47.270 --> 02:36:52.154]  Does anybody even recognize what they have?
[02:36:52.154 --> 02:36:52.814]  Oh my God!
[02:36:52.814 --> 02:36:55.616]  The whole tower collapsed.
[02:36:55.616 --> 02:36:56.157]  It is gone.
[02:36:58.134 --> 02:36:59.615]  We would have caught the people.
[02:36:59.615 --> 02:37:02.056]  9-11 would have been avoided.
[02:37:02.056 --> 02:37:04.277]  They're taking data on every U.S.
[02:37:04.277 --> 02:37:05.557]  citizen in the country.
[02:37:05.557 --> 02:37:07.478]  That's not compatible with a democracy.
[02:37:07.478 --> 02:37:10.179]  That's like testosterone on super steroids.
[02:37:10.179 --> 02:37:11.380]  What's wrong with this picture?
[02:37:11.380 --> 02:37:14.101]  9-11 is a gift to NSA.
[02:37:14.101 --> 02:37:16.582]  We're going to get all the money we need and then some.
[02:37:16.582 --> 02:37:17.703]  It wasn't about making money.
[02:37:17.703 --> 02:37:20.024]  It was about protecting the country and the free world.
[02:37:20.024 --> 02:37:25.246]  Let's find where the skeletons are, capture it all, and then bury the report as deep as possible.
[02:37:25.246 --> 02:37:26.907]  The FBI decided to raid four people.
[02:37:27.367 --> 02:37:29.389]  Fabricated evidence to get a warrant.
[02:37:29.389 --> 02:37:33.031]  They were after all material that was related to ThinThread.
[02:37:33.031 --> 02:37:37.855]  It was the largest failure in NSA history.
[02:37:37.855 --> 02:37:41.518]  A Good American comes out in September.
[02:37:41.518 --> 02:37:44.320]  agoodamerican.org and I've studied this in depth.
[02:37:44.320 --> 02:37:48.403]  We'll get William Betty's final comments on this, but here's the bottom line.
[02:37:48.403 --> 02:37:51.326]  You spend chicken feed by targeted
[02:37:52.827 --> 02:37:59.830]  Profiling, where you target, you get total results and shut basically every criminal down.
[02:37:59.830 --> 02:38:02.051]  Every terrorist down.
[02:38:02.051 --> 02:38:03.391]  Every organized terrorist down.
[02:38:03.391 --> 02:38:05.572]  Every premeditated murder one.
[02:38:05.572 --> 02:38:07.553]  You can stop it.
[02:38:07.553 --> 02:38:09.654]  But, they don't want that.
[02:38:10.677 --> 02:38:16.079]  Because the globalists are busy backing many of the jihadis, ladies and gentlemen.
[02:38:16.079 --> 02:38:24.803]  No, instead they spy on all of us, using the outside jihadi threat as a pretext, and then all it is, is political targeted garbage.
[02:38:24.803 --> 02:38:35.427]  William Binney is the former national leader of the National Security Agency, exposefacts.org, where he writes some of his articles, agoodamerican.org is
[02:38:36.980 --> 02:38:40.303]  Aside from the film, it's won more than 20 major No.
[02:38:40.303 --> 02:38:42.586]  1 film awards at film festivals.
[02:38:42.586 --> 02:38:46.189]  But just like we promoted Dinesh D'Souza's film, I have no financial link to it.
[02:38:46.189 --> 02:38:48.472]  It just exposes how evil Hillary is.
[02:38:48.472 --> 02:38:51.575]  Everyone when this film comes out in theaters needs to see it.
[02:38:51.575 --> 02:38:54.297]  Because I've talked to people that have seen the film, I haven't seen it yet.
[02:38:54.297 --> 02:38:56.900]  They say it's staggeringly powerful.
[02:38:56.900 --> 02:38:59.683]  So Mr. Benny, I want to salute you for your courage, and again,
[02:39:00.183 --> 02:39:02.985]  In the beginning, a patriot's a scarce man, hated, feared, and scorned.
[02:39:02.985 --> 02:39:08.248]  In time, when his cause succeeds, the timid join him, because then it costs nothing to be a patriot, to quote Mark Twain.
[02:39:08.248 --> 02:39:11.510]  But I mean, I know you're just a guy trying to defend the country.
[02:39:11.510 --> 02:39:16.412]  You're like a sheepdog, but we really appreciate everything you've done.
[02:39:16.412 --> 02:39:18.314]  Well, thank you very much.
[02:39:18.314 --> 02:39:25.798]  I just feel that I'm doing what a citizen and someone who's signed up to protect and defend the Constitution should do.
[02:39:26.761 --> 02:39:32.743]  I mean, that's really the duty of a citizen of a democracy of this country.
[02:39:32.743 --> 02:39:38.306]  Any way we are to protect and defend the Constitution, that's what our leaders in Washington are not doing.
[02:39:38.306 --> 02:39:42.907]  They're scrapping it in secret, and they're lying to us about it.
[02:39:42.907 --> 02:39:54.332]  Now, you're a humble man, but I want you to spend five minutes, because we reach millions an hour, and I want to take this clip and put it into rotation on the show so 28 million people the next week see it.
[02:39:55.307 --> 02:39:56.427]  Five minutes.
[02:39:56.427 --> 02:39:59.748]  What are the keys for folks to know, to understand?
[02:39:59.748 --> 02:40:01.528]  What do you want to impart to the viewers and listeners?
[02:40:01.528 --> 02:40:04.209]  Mr. Benny?
[02:40:04.209 --> 02:40:10.430]  Well, I think the main thing I wanted to impart to everybody is that the government is not telling us the truth.
[02:40:10.430 --> 02:40:16.891]  They've been lying from the beginning, saying that you had to trade privacy for security, and that's been a lie from the beginning.
[02:40:16.891 --> 02:40:20.892]  There was always an alternative approach that we were working on back in the 1990s.
[02:40:22.799 --> 02:40:28.804]  And it was running and by 2000 and they killed it because it didn't cost enough money.
