[00:00:00.069 --> 00:00:01.591]  I don't think so.
[01:48:49.380 --> 01:48:49.820]  Veterans.
[01:48:50.848 --> 01:48:58.513]  Rotting away in jail right now because judges refuse to see their cases and they say they're dangerous insurrectionists, so they refuse to release them.
[01:48:58.513 --> 01:49:01.015]  It's totally all illegal.
[01:49:01.015 --> 01:49:05.778]  I know about these laws personally, because if you know me, I've been through the D.C.
[01:49:05.778 --> 01:49:11.242]  jail and judicial system, so I know how things work.
[01:49:11.242 --> 01:49:15.205]  And there is no reason why any of these people should be held.
[01:49:15.205 --> 01:49:16.806]  It's all Democrat Party policy.
[01:49:16.806 --> 01:49:18.067]  The Democrat Party runs
[01:49:19.230 --> 01:49:21.471]  At least as much as they can.
[01:49:21.471 --> 01:49:29.596]  There may still be some good judges, but boy oh boy, when you talk about the prosecuting attorneys, the district attorneys, it's all Democrat Party run.
[01:49:29.596 --> 01:49:33.738]  You want to make it in that town as an attorney, you better do the Democrats' bidding.
[01:49:33.738 --> 01:49:34.899]  I've dealt with it firsthand.
[01:49:34.899 --> 01:49:46.366]  So, now though... I mean, we'll see when it becomes a story.
[01:49:46.366 --> 01:49:46.446]  And...
[01:49:47.722 --> 01:49:50.103]  I guess, guys, is this just a list?
[01:49:50.103 --> 01:49:52.783]  Is this a list of the USA Today of all the people that are still in jail?
[01:49:52.783 --> 01:50:01.466]  Alright.
[01:50:01.466 --> 01:50:03.346]  So this is the list of people that are arrested.
[01:50:03.346 --> 01:50:07.327]  They're probably still all in jail.
[01:50:07.327 --> 01:50:13.029]  So I'm telling you right now, folks, the Democrat Party is holding political prisoners.
[01:50:13.029 --> 01:50:16.470]  Dozens, if not hundreds, and they're coming for more.
[01:50:18.695 --> 01:50:24.499]  And they're saying you can't be released, because here's, I mean, I'll give you a basic idea of how it goes.
[01:50:24.499 --> 01:50:36.628]  And it's like this in most areas, but you get arrested, and most places for a misdemeanor or, you know, something like this, they'll release you that day, unless you have other prior charges or something.
[01:50:36.628 --> 01:50:39.971]  They'll release you under your own cognition.
[01:50:39.971 --> 01:50:40.932]  Oh, but not here.
[01:50:40.932 --> 01:50:41.412]  Yeah, look at this.
[01:50:41.412 --> 01:50:42.673]  Some of them, they don't even have the charges.
[01:50:42.673 --> 01:50:45.375]  They just, oh, you were in town on the 6th, we're just arresting you.
[01:50:46.697 --> 01:50:54.603]  And yeah, it's Oath Keepers, it's just people that know Roger Stone, people that know Donald Trump, people that post about QAnon, whatever.
[01:50:54.603 --> 01:51:04.889]  So they're just being rounded up and arrested, and they don't even get a day in court because the courts are shut down for COVID!
[01:51:04.889 --> 01:51:09.653]  Yeah, I don't even want to get into some of the stuff that I know that's been happening to the Proud Boys.
[01:51:09.653 --> 01:51:09.713]  Or...
[01:51:13.419 --> 01:51:15.041]  Stuart Rhodes Oath Keepers.
[01:51:15.041 --> 01:51:19.325]  I'm telling you it breaks my heart because I know exactly what they're going through.
[01:51:19.325 --> 01:51:29.014]  Folks, these people have been locked up and the keys been thrown away and it's all illegal and they don't have rights to a fair trial or a speedy trial.
[01:51:29.014 --> 01:51:35.861]  And so the judge says, because normally you would either get released the next day or you would at least see a judge the next day
[01:51:37.176 --> 01:51:42.638]  To make a decision, a declaration of innocence or guilt, and then you'd move on from there.
[01:51:42.638 --> 01:51:44.159]  They're not even getting that, folks.
[01:51:44.159 --> 01:51:45.079]  They're arresting them.
[01:51:45.079 --> 01:51:46.580]  Some of them don't even get their charges.
[01:51:46.580 --> 01:51:49.201]  They throw them in a jail cell.
[01:51:49.201 --> 01:52:02.046]  And then they tell the attorney, whether it's a public defender or if they have a private attorney, they say, well, we can't let them out of jail until their day in court, but that's a misnomer because there is no day in court.
[01:52:02.046 --> 01:52:02.946]  The courts are closed.
[01:52:05.330 --> 01:52:11.075]  So yes, the Democrat Party, ladies and gentlemen, already has political prisoners.
[01:52:11.075 --> 01:52:13.757]  The gulags aren't coming, they're here.
[01:52:13.757 --> 01:52:25.927]  Now notice how they released rapists and pedophiles and violent offenders from jail because of COVID, but they're throwing all the Trump supporters in jail and then not releasing them because of COVID.
[01:52:25.927 --> 01:52:28.549]  See how that works?
[01:52:28.549 --> 01:52:30.471]  I just hope people realize how dangerous this is.
[01:52:32.330 --> 01:52:34.232]  I just hope people realize how serious this is.
[01:52:34.232 --> 01:52:36.633]  So just understand.
[01:52:36.633 --> 01:52:40.316]  The Democrat Party already has political prisoners.
[01:52:40.316 --> 01:52:46.261]  The Democrat Party already has detention facilities for their political dissidents.
[01:52:46.261 --> 01:52:48.863]  They're going full terrorist takeover right now.
[01:52:48.863 --> 01:52:50.244]  That's why Washington, D.C.
[01:52:50.244 --> 01:52:51.745]  is under martial law.
[01:52:51.745 --> 01:52:55.848]  The Democrat Party is in a full terrorist takeover of the United States of America.
[01:52:55.848 --> 01:52:59.251]  The general public has finally figured out why I'm upset.
[01:52:59.850 --> 01:53:02.814]  They figured out that the globalists are literally trying to kill us.
[01:53:02.814 --> 01:53:05.478]  They're trying to take over civilization and society.
[01:53:05.478 --> 01:53:08.482]  And they depend on the public being ignorant.
[01:53:08.482 --> 01:53:12.086]  That's why Jesus said, My people perish for lack of knowledge.
[01:53:12.086 --> 01:53:14.389]  Knowledge is power, like our bodies.
[01:53:14.850 --> 01:53:21.274]  Vitamins are made up of all these tissues and all these systems that die without essential vitamins and minerals.
[01:53:21.274 --> 01:53:24.416]  And that's why they don't want you to know about essential vitamins and minerals.
[01:53:24.416 --> 01:53:25.537]  Because it's so simple.
[01:53:25.537 --> 01:53:27.518]  Because you won't be under their control anymore.
[01:53:27.518 --> 01:53:36.403]  Well, the Vitamin Mineral Fusion, the highest quality Vitamin Mineral Fusion system out there in a liquid vitamin form, is now back in stock at InfoWarsTore.com.
[01:53:36.403 --> 01:53:38.725]  And it's not just an incredible formula at a great price.
[01:53:38.725 --> 01:53:41.867]  It funds the Info War at the same time.
[01:53:41.867 --> 01:53:43.748]  No other product you can buy does that.
[01:53:44.148 --> 01:53:46.070]  So again, InfoWareStore.com.
[01:53:46.070 --> 01:53:47.552]  It's back in stock, 50% off.
[01:53:47.552 --> 01:53:49.153]  It's Vitamin Mineral Fusion.
[01:53:49.153 --> 01:53:51.636]  I'm going to keep it at that until it sells out.
[01:53:51.636 --> 01:53:54.399]  So take action today and give it to your friends and family as a gift.
[01:54:04.800 --> 01:54:11.864]  Live from the Infowars.com studios, you're listening to the Alex Jones Show.
[01:54:11.864 --> 01:54:16.226]  And now, your host, Owen Troyer.
[01:54:16.226 --> 01:54:22.029]  Fake pandemics, communism, political prisoners, it's all right here in the United States of America.
[01:54:22.029 --> 01:54:24.691]  I'm not sure how we get out of this, folks.
[01:54:24.691 --> 01:54:28.112]  Pray to God for forgiveness.
[01:54:28.112 --> 01:54:30.834]  Beg Jesus to come rid us of these demons.
[01:54:30.834 --> 01:54:31.154]  I don't know.
[01:54:34.005 --> 01:54:36.627]  But just know this.
[01:54:36.627 --> 01:54:41.590]  The biggest domestic terror group in the United States of America is the Democrat Party.
[01:54:41.590 --> 01:54:49.294]  They're allowed to riot and burn and attack police, citizens, anybody they want, with no punishment at all.
[01:54:49.294 --> 01:54:58.440]  And right now they are holding dozens, if not hundreds, we don't even know the numbers, of political prisoners of Trump supporters who were in DC on January 6th.
[01:54:58.440 --> 01:55:01.942]  And I can only say so much, but that's what's going on.
[01:55:01.942 --> 01:55:02.983]  And no one else will tell you this.
[01:55:03.689 --> 01:55:07.230]  And quite frankly, most other people in media are afraid to go to jail.
[01:55:07.230 --> 01:55:10.731]  They won't even take a step sideways.
[01:55:10.731 --> 01:55:16.613]  That's why I always say, and it's sad but true, conservatives in D.C.
[01:55:16.613 --> 01:55:23.155]  are the weakest conservatives you're ever going to see or hear.
[01:55:23.155 --> 01:55:29.857]  They like their studios, they like still being on Twitter, they like going to the White House events, they like feeling like they're part of the establishment.
[01:55:31.443 --> 01:55:35.124]  So they're never going to step out of their comfort zone.
[01:55:35.124 --> 01:55:36.364]  They've got it too good.
[01:55:36.364 --> 01:55:36.944]  The same reason.
[01:55:36.944 --> 01:55:39.945]  Well, why does the media go along with the fake pandemic?
[01:55:39.945 --> 01:55:42.505]  Well, because they're not suffering.
[01:55:42.505 --> 01:55:44.986]  They're still getting their big paychecks.
[01:55:44.986 --> 01:55:48.326]  They're still getting their private security.
[01:55:48.326 --> 01:55:50.727]  They're still living their lavish lifestyle.
[01:55:50.727 --> 01:55:51.807]  You're suffering.
[01:55:51.807 --> 01:55:54.968]  They're enriching themselves.
[01:55:54.968 --> 01:55:56.228]  Same thing politically.
[01:56:02.139 --> 01:56:12.701]  One of the individuals, former Trump State Department employee, low-level employee, they should get rid of the State Department.
[01:56:12.701 --> 01:56:15.462]  In fact, reading this, I learned more about the State Department.
[01:56:15.462 --> 01:56:18.322]  Folks, the State Department is a joke.
[01:56:18.322 --> 01:56:21.403]  This is, the whole thing should be shut down.
[01:56:21.403 --> 01:56:25.763]  Just a worthless part of the bureaucracy.
[01:56:25.763 --> 01:56:28.084]  But Frederico Guillermo Klein,
[01:56:29.841 --> 01:56:34.465]  A Schedule C political appointee, Office of Brazilian of Southern Cone Affairs.
[01:56:34.465 --> 01:56:36.967]  That's a State Department office you're paying for.
[01:56:36.967 --> 01:56:40.730]  He rots in a jail cell, along with many other veterans and such.
[01:56:40.730 --> 01:56:43.452]  Oh, but QAnon!
[01:56:43.452 --> 01:56:44.593]  Remember QAnon?
[01:56:44.593 --> 01:56:55.581]  So the Democrats aren't done using QAnon as their launchpad for all of their tyranny.
[01:56:55.581 --> 01:56:59.084]  But I love this story, the headline from the Washington Post here.
[01:56:59.725 --> 01:57:05.067]  Threats of a QAnon-fueled March 4th attack create disruptions but little trouble.
[01:57:05.067 --> 01:57:10.989]  Researchers say police overreacted.
[01:57:10.989 --> 01:57:11.409]  Really?
[01:57:11.409 --> 01:57:13.930]  The police overreacted?
[01:57:13.930 --> 01:57:19.712]  So the Washington Post and the New York Times and CNN and MSNBC fabricate whole cloth
[01:57:21.397 --> 01:57:36.814]  A QAnon event on March 4th, literally nobody else promoting it, not even QAnon, just the Democrat Party and their media cohorts, and then it doesn't happen because the whole thing was fake and made up anyway, and then they say, oh, police overreacted.
[01:57:37.688 --> 01:57:40.089]  No, that's like the boy that cried wolf.
[01:57:40.089 --> 01:57:58.817]  So the Washington Post shows up at your door and says, someone's gonna bomb you tomorrow, someone's gonna bomb you tomorrow, you're gonna get bombed tomorrow, and then you're there tomorrow sitting in, you know, a helmet and a bunker, and then there's no bombing, and then the Washington Post comes to your door the next day and says, hey, why did you overreact?
[01:57:58.817 --> 01:57:59.197]  What do you mean?
[01:57:59.197 --> 01:58:01.218]  You told me I was about to get bombed.
[01:58:01.218 --> 01:58:04.140]  Yeah, but why did you overreact?
[01:58:04.140 --> 01:58:06.581]  These people are sick, man.
[01:58:06.581 --> 01:58:07.041]  And then,
[01:58:08.484 --> 01:58:12.448]  So, but see, still no demand to know who QAnon is.
[01:58:12.448 --> 01:58:14.570]  All these Trump supporters are rotting in jail.
[01:58:14.570 --> 01:58:22.137]  And quite frankly, I mean, I'm not going after President Trump, but I feel like he's really abandoned these people, sadly.
[01:58:22.137 --> 01:58:25.420]  I'm not sure what he could even do, but in a way, he's kind of abandoned these people.
[01:58:25.420 --> 01:58:26.441]  I'm heartbroken for him.
[01:58:29.645 --> 01:58:32.827]  But so, nobody's demanding to know who QAnon is.
[01:58:32.827 --> 01:58:34.509]  Trump's not making the demand.
[01:58:34.509 --> 01:58:35.950]  Pelosi's not demanding it.
[01:58:35.950 --> 01:58:37.531]  The media's not demanding it.
[01:58:37.531 --> 01:58:38.752]  Who is QAnon?
[01:58:38.752 --> 01:58:40.233]  Who's starting all this stuff?
[01:58:40.233 --> 01:58:43.395]  Who incited the big insurrection?
[01:58:43.395 --> 01:58:46.437]  See, nobody's demanding to know.
[01:58:46.437 --> 01:58:48.138]  Pretty convenient, isn't it?
[01:58:48.138 --> 01:58:55.824]  That QAnon now just becomes the leader of the Trump movement, even though it's dead to even most of the people that believed in it?
[01:58:55.824 --> 01:58:57.665]  Everything turned out to be a lie?
[01:58:57.665 --> 01:58:58.486]  None of it came true?
[01:59:01.522 --> 01:59:03.682]  But nobody demands to know who QAnon is.
[01:59:03.682 --> 01:59:06.883]  No media demands, no congressional demands, nothing.
[01:59:06.883 --> 01:59:14.765]  And but they use the anonymous QAnon to say, see, here's our evidence of insurrection.
[01:59:14.765 --> 01:59:17.285]  Here's our evidence that they're getting ready for more terror.
[01:59:17.285 --> 01:59:19.026]  But then they never go after the guy.
[01:59:19.026 --> 01:59:22.386]  They never go after the boogeyman.
[01:59:22.386 --> 01:59:23.747]  Isn't that convenient for them?
[01:59:23.747 --> 01:59:29.908]  And so, of course, it's all just another lie of the Democrat Party and their media.
[01:59:31.118 --> 01:59:32.899]  So then they had Bluenon!
[01:59:32.899 --> 01:59:36.621]  Here we go, let me read this.
[01:59:36.621 --> 01:59:39.522]  This was from Urban Dictionary.
[01:59:39.522 --> 01:59:41.643]  Bluenon.
[01:59:41.643 --> 01:59:57.750]  A loosely organized network of Democrat voters, politicians, and media personalities who spread left-wing conspiracy theories such as the Russia hoax, Jussie Smollett hoax, Ukraine hoax, Covington Kids hoax, Brett Kavanaugh hoax, the list goes on and on.
[01:59:58.464 --> 02:00:06.108]  Blue Anon adherents fervently believe that right-wing extremists are going to storm Capitol Hill any day now and remove lawmakers from office.
[02:00:06.108 --> 02:00:08.969]  Of course, remember the day where there were actually people on the Capitol Hill?
[02:00:08.969 --> 02:00:15.673]  They were cleared out within hours, and within hours of the clearing out, congressional activity resumed.
[02:00:15.673 --> 02:00:21.356]  People who had their businesses burned by Democrats have yet to reopen their doors, but I digress.
[02:00:23.965 --> 02:00:27.147]  Hence the need for deployment of thousands of National Guard stationed at the U.S.
[02:00:27.147 --> 02:00:27.827]  Capitol.
[02:00:27.827 --> 02:00:33.810]  Oh, but then the Washington Post says, police overreacted, but we still need the Marshall Law.
[02:00:33.810 --> 02:00:38.532]  Remember they said Trump was going to bring in Marshall Law, and then the Democrats did it.
[02:00:38.532 --> 02:00:41.253]  Destroyed D.C.
[02:00:41.253 --> 02:00:48.797]  So Blue Anon is an accurate description of all the fake news of the Democrat Party, all the fake news of the mainstream media.
[02:00:48.797 --> 02:00:50.117]  They all vote Democrat.
[02:00:50.117 --> 02:00:51.278]  Blue Anon, all the lies.
[02:00:53.982 --> 02:00:57.103]  So the lies of QAnon and then the lies of BlueAnon.
[02:00:57.103 --> 02:01:03.566]  So Twitter and Facebook banned all BlueAnon content, just erased it.
[02:01:03.566 --> 02:01:07.128]  You can't, you're not allowed to call the Democrats out for their big lie.
[02:01:07.128 --> 02:01:14.972]  And then Urban Dictionary, under pressure from who, I don't know, removed the BlueAnon definition.
[02:01:14.972 --> 02:01:16.933]  This is a first.
[02:01:16.933 --> 02:01:22.115]  I've never heard of an Urban Dictionary definition being removed.
[02:01:24.170 --> 02:01:27.613]  So that just tells you how afraid they are of the truth getting out.
[02:01:27.613 --> 02:01:32.676]  That the Democrat Party and their media cohorts are LIARS!
[02:01:32.676 --> 02:01:34.278]  LIARS!
[02:01:34.278 --> 02:01:38.000]  LIARS!
[02:01:38.000 --> 02:01:42.043]  Anybody who's followed my work knows I am someone who wants to unify.
[02:01:42.043 --> 02:01:43.625]  It's true.
[02:01:43.625 --> 02:01:48.008]  However, I have to call things out as they are.
[02:01:48.008 --> 02:01:50.650]  And a Democrat on TV and a Democrat in Congress
[02:01:51.523 --> 02:01:57.668]  Is 110% guaranteed, bona fide, bet the house on it, lying to you.
[02:01:57.668 --> 02:02:05.514]  There is no bigger liar in the world right now than a Democrat on TV and a Democrat in Congress.
[02:02:05.514 --> 02:02:08.677]  You might as well throw the label of liberal on there too.
[02:02:08.677 --> 02:02:11.058]  It's the same thing.
[02:02:11.058 --> 02:02:16.543]  A liberal on TV, a liberal in Congress is lying to you.
[02:02:16.543 --> 02:02:19.285]  They lie about everything.
[02:02:21.133 --> 02:02:23.256]  Everything!
[02:02:23.256 --> 02:02:25.338]  In fact, what do they even tell you the truth about?
[02:02:25.338 --> 02:02:33.989]  Good luck, you don't hurt yourself trying to find that one.
[02:02:33.989 --> 02:02:39.956]  Let's go to break though with, are they going to cancel Speedy Gonzalez, perhaps Peter Griffin,
[02:02:40.894 --> 02:02:43.017]  Had it right in Family Guy.
[02:02:43.017 --> 02:02:45.300]  He knew they were going to cancel Speedy Gonzalez.
[02:02:45.300 --> 02:02:47.242]  I imagine that will happen before the end of the year.
[02:02:47.242 --> 02:02:50.186]  So he created Rapid Dave.
[02:02:50.186 --> 02:02:53.390]  A little fun as we close out this segment here of the Alex Jones Show.
[02:02:54.198 --> 02:02:56.939]  Peter, have you seen Stewie's Speedy Gonzales video?
[02:02:56.939 --> 02:02:58.620]  He won't go to sleep without it.
[02:02:58.620 --> 02:02:59.740]  I throw it away.
[02:02:59.740 --> 02:03:00.460]  What?
[02:03:00.460 --> 02:03:01.501]  What the hell, man?
[02:03:01.501 --> 02:03:03.502]  I don't throw away your stuff.
[02:03:03.502 --> 02:03:04.702]  And where's my goat?
[02:03:04.702 --> 02:03:06.623]  Peter, why would you do that?
[02:03:06.623 --> 02:03:10.464]  Because Speedy Gonzales is an immigrant and a bad influence on our children.
[02:03:10.464 --> 02:03:15.586]  So I created his American equivalent, Rapid Dave.
[02:03:15.586 --> 02:03:17.167]  I got you now, mouse!
[02:03:17.167 --> 02:03:17.667]  Yeah?
[02:03:17.667 --> 02:03:19.007]  Well, up yours, cat.
[02:03:19.007 --> 02:03:19.968]  Quickly, quickly, quickly!
[02:03:19.968 --> 02:03:20.748]  Run fast, run fast!
[02:03:24.079 --> 02:03:28.861]  Alright, what's the over-under on Speedy Gonzalez being cancelled?
[02:03:28.861 --> 02:03:32.322]  We're taking bets.
[02:03:32.322 --> 02:03:38.945]  I think I'm gonna set it at, uh, boy, I wanna say a month, but I don't think, I'm gonna go two months.
[02:03:38.945 --> 02:03:43.447]  But, you know, Pepe Le Pew is already in their crosshairs, so maybe two months is high.
[02:03:43.447 --> 02:03:47.548]  So maybe we find a nice average there and say a month and a half.
[02:03:47.548 --> 02:03:49.049]  They've already cancelled Pepe Le Pew.
[02:03:50.976 --> 02:03:53.457]  They've already cancelled Foghorn Leghorn.
[02:03:53.457 --> 02:03:55.018]  Short life left for Speedy Gonzalez.
[02:03:55.018 --> 02:03:55.818]  Hey everybody.
[02:03:55.818 --> 02:03:59.059]  Confused about staying healthy in a crazy COVID culture?
[02:03:59.059 --> 02:03:59.820]  Me too.
[02:03:59.820 --> 02:04:06.922]  But listen, after all the research, all the conflicting studies, after all the squabbling, there's one thing almost everyone agrees on.
[02:04:06.922 --> 02:04:10.904]  It's that immune system health can literally be the difference between life and death.
[02:04:11.304 --> 02:04:13.207]  You probably already believe that.
[02:04:13.207 --> 02:04:14.208]  I certainly do.
[02:04:14.208 --> 02:04:15.169]  So here's the thing.
[02:04:15.169 --> 02:04:23.480]  I wanted to get past the craziness and find out which plant-based substances actually have studies that demonstrate some efficacy in immune support.
[02:04:24.059 --> 02:04:29.485]  Now, you'll have to sign a waiver, but you can check out what I've discovered at StrongerDefense.com.
[02:04:29.485 --> 02:04:30.846]  No cures or treatments there.
[02:04:30.846 --> 02:04:40.055]  Instead, little known but shocking immune system research and a breakthrough immune support product based on that research called Immune 10X.
[02:04:40.055 --> 02:04:40.976]  And the best part?
[02:04:40.976 --> 02:04:47.223]  You can go to the Stronger Defense website right now and claim your own supply of Immune 10X without paying anything today.
[02:04:47.663 --> 02:04:48.503]  Crazy, right?
[02:04:48.503 --> 02:04:52.505]  Learn more about this unusual limited-time offer at StrongerDefense.com.
[02:04:52.505 --> 02:04:54.646]  That's StrongerDefense.com.
[02:04:54.646 --> 02:04:58.407]  There's so much hand sanitizer on the market, but beware!
[02:04:58.407 --> 02:05:00.668]  Not all hand sanitizers are created equal.
[02:05:00.668 --> 02:05:03.889]  That's why you want to use 2020 Safe Hand Sanitizer.
[02:05:03.889 --> 02:05:09.592]  You can trust the hand sanitizer on 2020Safe.net to be made with the highest quality ingredients.
[02:05:09.592 --> 02:05:13.313]  American-made, with American ingredients, employing Americans.
[02:05:13.633 --> 02:05:17.778]  Log on now to 2020safe.net and order your one liter today.
[02:05:17.778 --> 02:05:21.142]  Normally $29.99, but reduced to $19.99.
[02:05:21.142 --> 02:05:24.547]  So hurry while supplies last and receive a bonus.
[02:05:24.547 --> 02:05:25.528]  That's right.
[02:05:25.528 --> 02:05:32.857]  You'll receive a 30-count bottle of Immune Booster, a $39.95 value free by using code GCN at checkout.
[02:05:33.277 --> 02:05:34.978]  You know, it's crazy to get to this point.
[02:05:34.978 --> 02:05:36.098]  It's very bittersweet.
[02:05:36.098 --> 02:05:39.619]  Everything we've talked about has happened just like we said it would.
[02:06:02.842 --> 02:06:04.083]  And now we have a lot of credibility.
[02:06:04.083 --> 02:06:05.003]  But I don't care about that.
[02:06:05.003 --> 02:06:07.065]  I care about beating the New World Order.
[02:06:07.065 --> 02:06:11.768]  And it's because we have so much credibility, they can't allow us to stay on air much longer.
[02:06:11.768 --> 02:06:15.130]  And I don't have time to tell you all the stuff they're doing to us for a lot of reasons.
[02:06:15.130 --> 02:06:16.631]  I can't tell you what's going on.
[02:06:16.631 --> 02:06:17.831]  But let's just say this.
[02:06:17.831 --> 02:06:19.132]  We're going to see this through to the end.
[02:06:19.132 --> 02:06:21.614]  We're going to stay on air as long as we can.
[02:06:22.234 --> 02:06:25.878]  So please pray for us and please buy the products at mfulworthstore.com.
[02:06:25.878 --> 02:06:28.461]  They're great products, plus they fund the operation.
[02:06:28.461 --> 02:06:31.644]  So you know, unlike other products you can buy, they're still great.
[02:06:31.644 --> 02:06:32.485]  Do they fund freedom?
[02:06:32.485 --> 02:06:33.606]  No, a lot of them don't.
[02:06:33.606 --> 02:06:40.052]  These are great products that fund freedom and fund justice when the whole world's waking up and looking for truth.
[02:06:40.052 --> 02:06:41.794]  That's why the globalists are censoring.
[02:06:41.794 --> 02:06:44.617]  They can't bring in all this tyranny and leave people like us on the air.
[02:06:45.177 --> 02:06:48.298]  So while you're at it, don't just financially support us and spread the word.
[02:06:48.298 --> 02:06:55.801]  Download everything we've done you can find and save it, because who knows how long we're going to be on the air and the enemy is trying to destroy everything we ever said.
[02:06:55.801 --> 02:06:59.742]  Listeners ask me all the time, why do you have multiple multivitamins?
[02:06:59.742 --> 02:07:02.363]  Why do you have multiple high-quality iodine?
[02:07:02.363 --> 02:07:03.123]  Why do you do that?
[02:07:03.123 --> 02:07:06.064]  Because different strokes for different folks.
[02:07:06.064 --> 02:07:07.885]  If we're talking to researchers and scientists and they say,
[02:07:08.871 --> 02:07:17.674]  A lot of people love Deep Earth Pure Crystal Iodine, but you should put one out with Deep Earth Crystal Iodine and the two other types, because some people can't absorb pure iodine.
[02:07:17.674 --> 02:07:17.914]  Boom!
[02:07:17.914 --> 02:07:18.314]  We did it.
[02:07:18.314 --> 02:07:18.794]  It's popular.
[02:07:18.794 --> 02:07:19.574]  It's X3.
[02:07:19.574 --> 02:07:20.834]  Is it better than X2?
[02:07:20.834 --> 02:07:21.495]  You decide.
[02:07:21.495 --> 02:07:22.955]  It's different strokes for different folks.
[02:07:22.955 --> 02:07:30.137]  Well, now we have a compliment to knock out our very popular Powdered Pill Sleep Aid, and that is down and out.
[02:07:30.137 --> 02:07:32.758]  It's super strong, way stronger than
[02:07:32.858 --> 02:07:33.898]  You're listening to the Alex Jones Show!
[02:08:17.034 --> 02:08:25.956]  Well, you can rest easy knowing that the liberal left is going to cancel all your favorite cartoons and movies growing up.
[02:08:25.956 --> 02:08:36.618]  Don't worry, you can still go play Grand Theft Auto 4 and beat a hooker to death in a burning vehicle so you don't have to pay her.
[02:08:36.618 --> 02:08:39.359]  That's progress.
[02:08:39.359 --> 02:08:42.799]  Alright, I have some election theft news.
[02:08:42.799 --> 02:08:44.520]  There are some interesting developments here.
[02:08:44.520 --> 02:08:45.300]  I'm not sure what
[02:08:46.471 --> 02:08:49.914]  We'll come of this other than perhaps public awareness, but it may be too late.
[02:08:49.914 --> 02:08:52.977]  The Democrats are already certifying their election theft for the future.
[02:08:52.977 --> 02:08:54.178]  They couldn't get H.R.
[02:08:54.178 --> 02:08:59.182]  1 passed, so Biden just signed an executive order instead.
[02:08:59.182 --> 02:09:00.883]  By the way, they did just sign.
[02:09:00.883 --> 02:09:02.244]  It is now official.
[02:09:02.244 --> 02:09:06.007]  Two trillion dollars of stimulus.
[02:09:06.007 --> 02:09:08.870]  We read where your money was going last night on the war room.
[02:09:08.870 --> 02:09:10.451]  It's all going to come out soon, folks.
[02:09:10.451 --> 02:09:12.493]  You just got screwed so hard.
[02:09:12.493 --> 02:09:13.654]  It's unbelievable.
[02:09:14.261 --> 02:09:14.962]  It's pathetic.
[02:09:14.962 --> 02:09:16.963]  So now $5 trillion, I believe, is the number.
[02:09:16.963 --> 02:09:21.686]  I think it's in the last... It's definitely the last year, but maybe even the last six months.
[02:09:21.686 --> 02:09:24.087]  $5 trillion in stimulus money.
[02:09:24.087 --> 02:09:26.509]  $5 trillion.
[02:09:26.509 --> 02:09:29.531]  It's like 25% of our national debt.
[02:09:29.531 --> 02:09:31.652]  You don't get any of that money, by the way.
[02:09:31.652 --> 02:09:35.475]  Most of it goes to foreign nations to stop climate change.
[02:09:35.475 --> 02:09:39.317]  Or, what we're finding out, too, is it's all going to the Democrat Party.
[02:09:39.317 --> 02:09:41.479]  Not even kidding you, they're literally paying themselves off.
[02:09:41.479 --> 02:09:42.039]  It's unbelievable.
[02:09:42.902 --> 02:09:50.928]  And they're covering their own deficits and their own budget losses in California, in Illinois, and New York to the tune of hundreds of billions of dollars.
[02:09:50.928 --> 02:09:52.789]  So, congratulations America!
[02:09:52.789 --> 02:09:58.774]  You have just been stolen from, once again... Guys, when was the... Go to the story here.
[02:09:58.774 --> 02:10:07.820]  I knew it was five trillion, but see if they put how many months of a timetable here, now that it's official.
[02:10:07.820 --> 02:10:10.442]  I believe it's the last six months, but it's less than a year.
[02:10:10.442 --> 02:10:11.403]  Okay, so that's all we need to know.
[02:10:12.688 --> 02:10:19.009]  Five trillion dollars from a fake pandemic!
[02:10:19.009 --> 02:10:21.129]  Boy, do they rob us so good.
[02:10:21.129 --> 02:10:25.490]  I mean, this is, this is, this is such, this is a three Monty.
[02:10:25.490 --> 02:10:33.011]  This is the shell game, but like on the most elite criminal financial theft level that you could imagine.
[02:10:33.011 --> 02:10:36.012]  So you've just been three card Monty.
[02:10:36.012 --> 02:10:39.573]  You, you've just been shell gamed by our politicians.
[02:10:39.573 --> 02:10:42.073]  They just bent you over and raped you financially.
[02:10:47.538 --> 02:10:48.899]  Sorry.
[02:10:48.899 --> 02:10:51.101]  We're such a joke, man.
[02:10:51.101 --> 02:10:53.042]  Our politicians are such a joke.
[02:10:53.042 --> 02:10:54.683]  You guys are pathetic.
[02:10:54.683 --> 02:10:56.805]  And Biden doesn't even know what the hell's going on.
[02:10:56.805 --> 02:10:57.865]  So, I mean, you know, that's good.
[02:10:57.865 --> 02:11:01.048]  The president's lost in a world that doesn't exist.
[02:11:01.048 --> 02:11:02.589]  His dogs are biting people.
[02:11:02.589 --> 02:11:03.930]  He's biting people.
[02:11:03.930 --> 02:11:05.951]  Literally.
[02:11:05.951 --> 02:11:11.755]  Like master, like dog, I suppose, Biden bites his wife during campaign events just out of nowhere.
[02:11:11.755 --> 02:11:13.677]  I mean, he's just totally lost it.
[02:11:13.677 --> 02:11:15.298]  So his dogs are just biting people now, too.
[02:11:16.636 --> 02:11:17.617]  Gropey Uncle Joe.
[02:11:17.617 --> 02:11:24.121]  I guess his dogs thought they could take a note from Joe and just bite and sniff whoever the hell they want.
