[00:00:02.745 --> 00:00:04.085]  Wow, folks.
[00:46:01.494 --> 00:46:02.695]  Why is this so good?
[00:46:02.695 --> 00:46:08.000]  Because people are actually waking up to the problem that pretty much scares me the most.
[00:46:08.000 --> 00:46:21.531]  I mean, I try to make sure that I don't put toxins from food and water and beverages in my system, but right now we're dealing with massive parasites, which is anything that's harmful to your body that lives off a host mechanism.
[00:46:21.531 --> 00:46:22.892]  Right now with all the refugees,
[00:46:23.673 --> 00:46:25.315]  Uh, spreading disease around.
[00:46:25.315 --> 00:46:27.899]  We have biological warfare going on everywhere.
[00:46:27.899 --> 00:46:29.201]  These are all parasites.
[00:46:29.201 --> 00:46:30.302]  Tell us about all the stuff that's in it.
[00:46:30.302 --> 00:46:31.644]  There's so many things that are in it.
[00:46:31.644 --> 00:46:36.150]  You have the neem in there, you have the organic clove bud, the organic wormwood.
[00:46:36.150 --> 00:46:39.294]  I recommend doing the parasite cleanse at least twice a year.
[00:46:39.414 --> 00:46:42.456]  All right, well, I'm glad we've got some back in because I'm going back on it today.
[00:46:42.456 --> 00:46:43.517]  It just came back in yesterday.
[00:46:43.517 --> 00:46:45.458]  Living Defense, Infowarslife.com.
[00:46:45.458 --> 00:46:46.478]  And folks, you can't lose.
[00:46:46.478 --> 00:46:49.180]  It's full of stuff that's great for your body, period.
[00:46:49.180 --> 00:46:52.442]  And you support the broadcast, Infowarslife.com.
[00:46:52.442 --> 00:46:54.703]  Thank you, Dr. Group from the Global Healing Center.
[00:46:54.703 --> 00:47:02.288]  Thank you so much for all your work serving this great product.
[00:47:02.288 --> 00:47:04.870]  You're listening to the Alex Jones Show.
[00:47:23.291 --> 00:47:25.213]  We are on the march.
[00:47:25.213 --> 00:47:28.375]  The Empire is on the run.
[00:47:28.375 --> 00:47:32.659]  Alex Jones and the GCN Radio Network.
[00:47:32.659 --> 00:47:43.668]  By the way, we were sitting around talking about brainwashing earlier because that's how
[00:47:45.250 --> 00:47:50.591]  You can basically decipher what's happened to the public that actually buys into Hillary's bull.
[00:47:50.591 --> 00:47:57.373]  And we were making the joke that everybody thinks that anybody that's a good public speaker must know neuro-linguistic programming.
[00:47:57.373 --> 00:47:59.234]  Something I've never studied.
[00:47:59.234 --> 00:48:05.315]  And then these idiots online say Alex Jones is involved in neuro-linguistic programming.
[00:48:05.315 --> 00:48:07.796]  Do you know who's involved in neuro-linguistic programming?
[00:48:07.796 --> 00:48:11.557]  Because I went and looked into it ten years ago and I kept hearing when I was using it.
[00:48:13.117 --> 00:48:14.658]  I need a little newsflash.
[00:48:14.658 --> 00:48:20.600]  Someone yelling, someone saying wake up, someone changing the pitch of their voice up and down.
[00:48:20.600 --> 00:48:24.741]  What's funny about it is I'm the opposite of neuro-linguistic programming.
[00:48:24.741 --> 00:48:31.224]  I'm trying to get you to get out of your thought pattern that you've been set in and to think for yourself.
[00:48:31.224 --> 00:48:33.924]  I'm here to raise your brainwaves.
[00:48:33.924 --> 00:48:40.787]  National Public Radio, though, admittedly, does train their top people in hypnotism and that's what they're doing.
[00:48:42.418 --> 00:48:50.121]  When you hear someone talking like this, that's one of the most basic forms.
[00:48:50.121 --> 00:48:59.964]  You ever heard those classical music stations where it almost sounds like the host is falling asleep and finishing the last word?
[00:48:59.964 --> 00:49:04.185]  That is a basic form of it, and yes, it's going on.
[00:49:04.185 --> 00:49:06.946]  I don't sit here and craft what I'm doing.
[00:49:06.946 --> 00:49:11.848]  I just go with the facts, and I'm here jumping around like a chicken with my head cut off trying to wake you up.
[00:49:13.541 --> 00:49:17.785]  But they were just showing me in there where people were saying I'm a neuro-linguistic programming master.
[00:49:17.785 --> 00:49:25.193]  In fact, I saw a bunch of mainstream news articles actually saying that last week, like, he's such a skilled speaker, the way he manipulates people.
[00:49:25.193 --> 00:49:30.138]  He says he doesn't use a teleprompter, but that's like this famous jazz guy saying he doesn't use music.
[00:49:30.138 --> 00:49:33.081]  He's the most manipulative person we've ever heard.
[00:49:33.081 --> 00:49:34.502]  We don't even know how he does it.
[00:49:34.502 --> 00:49:35.623]  He's so dangerous.
[00:49:35.623 --> 00:49:37.004]  I mean, you know.
[00:49:38.365 --> 00:49:39.646]  I'm dangerous?
[00:49:39.646 --> 00:49:43.390]  I've got the Washington Post, I've got Bloomberg, I've got the L.A.
[00:49:43.390 --> 00:49:48.996]  Times, I've got the Chicago Tribune all saying illegals are voting nationwide and it's very reasonable.
[00:49:48.996 --> 00:49:51.418]  And I have Fox News local from L.A.
[00:49:51.418 --> 00:49:56.864]  and I have all these channels with the president going it's okay for illegals to vote and as long as you get here you have a right to vote.
[00:49:59.226 --> 00:50:01.587]  And then people go, it's riveting!
[00:50:01.587 --> 00:50:02.887]  What, to not lie to people?
[00:50:02.887 --> 00:50:12.549]  To go, look, they claim illegals aren't voting in this clip, then the very same person saying it's preposterous is saying illegals can vote.
[00:50:12.549 --> 00:50:16.950]  What's riveting is I have an attention span and a memory.
[00:50:16.950 --> 00:50:19.711]  And it's not even that good.
[00:50:19.711 --> 00:50:20.811]  I'm completely freaked out at this point.
[00:50:22.011 --> 00:50:30.153]  The fact that even the globalist top national writers who go to Gruber conferences and try to learn how to lie to people and deceive the crowd.
[00:50:30.153 --> 00:50:32.194]  Why don't you learn how to tell the truth for once?
[00:50:32.194 --> 00:50:33.614]  You might get ahead in life.
[00:50:33.614 --> 00:50:40.796]  Because let me tell you, when a society hits this level of corruption, let me give you a big secret of evil, since you seem to want to know about it.
[00:50:40.796 --> 00:50:43.357]  The knowledge of evil, by the way, doesn't mean one is engaged in it.
[00:50:44.443 --> 00:50:51.026]  At the beginning of a very sovereign, good, honorable system, being evil is very dangerous because people will kill you.
[00:50:51.026 --> 00:50:52.366]  Or they'll ostracize you.
[00:50:52.366 --> 00:50:53.927]  They'll shun you.
[00:50:53.927 --> 00:51:05.051]  But in the mid-levels of corruption, when everybody starts to do it, there's still a lot of folks to feed on, and a lot of dumb people, and you can really get far ahead, and there's lots of slots in being a piece of crap.
[00:51:05.051 --> 00:51:08.633]  And if you just want to have temporal power and more accumulation of crap,
[00:51:10.044 --> 00:51:12.585]  And dominate dumb people.
[00:51:12.585 --> 00:51:14.066]  Boy, that really makes you feel good.
[00:51:14.066 --> 00:51:17.527]  How about enlightening them with Promethean fire?
[00:51:17.527 --> 00:51:19.128]  Or die trying.
[00:51:19.128 --> 00:51:20.548]  You can get ahead.
[00:51:20.548 --> 00:51:28.011]  But in the final cycle, when the pendulum's swinging into Hades, being a traitor is the plague.
[00:51:28.011 --> 00:51:29.372]  All the slots are filled.
[00:51:29.372 --> 00:51:32.013]  You're cheaper than dirt.
[00:51:32.013 --> 00:51:33.573]  No one wants you.
[00:51:33.573 --> 00:51:34.894]  You're gonna be used as kindling.
[00:51:37.944 --> 00:51:45.870]  But now people go to college, they admit this, to learn how to lie and learn how to rip people off and learn how to work in the system.
[00:51:45.870 --> 00:51:50.874]  By the time, you know when they say, and it's kind of an allegory, it's a story he told.
[00:51:50.874 --> 00:52:00.081]  It's not really true, but it's a famous story that they tell about Joe Kennedy Sr.
[00:52:00.081 --> 00:52:03.844]  Big stock market guy, but he's really just a money launderer and booze runner, big deal, whatever.
[00:52:05.296 --> 00:52:11.597]  And he said, oh, I sold out a month before the great crash of 29 because a shoeshine boy would tell me what stocks to buy.
[00:52:11.597 --> 00:52:13.437]  But there's something true to that.
[00:52:13.437 --> 00:52:23.879]  When you've got major colleges teaching how to rip the system off, teaching how to get all the free welfare payments, teaching how to be a little politico, you got in at the wrong time being a scumbag.
[00:52:23.879 --> 00:52:29.500]  See, now's the time, if you were just a sociopath, to be on the side of reform because that's what's coming.
[00:52:29.500 --> 00:52:33.981]  But you don't know that because you're too knuckle-dragging and you like to be evil.
[00:52:36.411 --> 00:52:38.993]  Now we did just get Roger Stone with us, 20 minutes to the next hour.
[00:52:38.993 --> 00:52:40.494]  He's got a bunch of big news.
[00:52:40.494 --> 00:52:42.256]  Federal Court just came out and said no.
[00:52:42.256 --> 00:52:45.839]  He and Donald Trump are not voter intimidating, doing classical exit polling.
[00:52:45.839 --> 00:52:48.701]  And poll watching is what Trump's doing.
[00:52:48.701 --> 00:52:52.084]  But first, Larry Nichols, halfway to this clip, he nailed it.
[00:52:52.084 --> 00:52:58.149]  He said literally, several times, by next Saturday or Sunday, they will fully exonerate Hillary.
[00:52:58.149 --> 00:52:58.890]  This is the scan.
[00:52:58.890 --> 00:53:00.771]  He was told by Supreme Court Justice.
[00:53:00.771 --> 00:53:01.452]  Here's more of the clip.
[00:53:02.062 --> 00:53:02.523]  Yeah.
[00:53:02.523 --> 00:53:10.131]  Now, the plan is, and you'll notice that even when they did this, the miraculous change took place.
[00:53:10.131 --> 00:53:18.480]  Number one, Mr. Good God, James Comey, who everybody says is Mr. Impeccable, the first thing he does is he breaks the 60-day rule.
[00:53:19.429 --> 00:53:25.293]  Sixty-day rule means going back to Iran-Contra, you know, arms for hostages.
[00:53:25.293 --> 00:53:32.939]  After that election with Carter, the media and everybody in the Ethics Committee said, no longer can you bring something out 60 days before an election.
[00:53:32.939 --> 00:53:34.019]  And he also leaked it.
[00:53:34.019 --> 00:53:36.401]  He didn't just tell Congress two weeks before.
[00:53:36.401 --> 00:53:38.823]  No, he leaked that out.
[00:53:38.823 --> 00:53:40.884]  So, he breaks that rule.
[00:53:40.884 --> 00:53:45.487]  And then, here comes Hillary saying, get it all out.
[00:53:45.487 --> 00:53:46.248]  Get it all out.
[00:53:47.156 --> 00:53:48.937]  Now here's what they've got going for them.
[00:53:48.937 --> 00:53:51.259]  They've got the Republicans saying, get it all out.
[00:53:51.259 --> 00:53:53.440]  They've got Trump saying, get it all out.
[00:53:53.440 --> 00:53:56.102]  And of course, you've got Hillary saying, get it all out.
[00:53:56.102 --> 00:54:02.365]  With the intended purpose being the emails that Comey is going to release.
[00:54:02.365 --> 00:54:09.530]  Those emails have already been purged, Alex, and there's nothing in it to incriminate Hillary.
[00:54:10.530 --> 00:54:11.993]  Or Obama.
[00:54:11.993 --> 00:54:20.370]  Meanwhile, no one looks at the new WikiLeaks coming out daily or the total coup de grace that came out last week with Obama and Hillary saying we gotta clean this up and cover it up.
[00:54:21.073 --> 00:54:25.995]  And the campaign already has the press releases ready to go.
[00:54:25.995 --> 00:54:31.418]  And as far as I know, mainstream media already have the papers already ready.
[00:54:31.418 --> 00:54:37.080]  The front page is ready to print saying that Hillary was innocent all along.
[00:54:37.080 --> 00:54:45.043]  This whole email thing was a Republican fraud set out to confuse the American people.
[00:54:45.043 --> 00:54:47.184]  It was never real.
[00:54:47.184 --> 00:54:48.805]  She walks away with the election.
[00:54:49.318 --> 00:54:50.419]  That's the plan.
[00:54:50.419 --> 00:54:55.545]  Now the problem they're having, Alex, internally, the FBI guys...
[00:54:56.508 --> 00:55:01.471]  have gained forces and... Alright, let's go back now.
[00:55:01.471 --> 00:55:13.338]  Roger Stone's with us, 20-something minutes in the next hour, former head of the Trump campaign, of MyIntel, correct me if I'm wrong, massive black turnout, record for Trump, massive low turnout for Hillary.
[00:55:13.338 --> 00:55:21.283]  LeBron James has a rally for, 300 people show up that were actual citizens, I have that, from high-level police department in Cleveland, showed the photos earlier, they have close-in shots.
[00:55:23.064 --> 00:55:24.825]  He's ahead in most battleground states.
[00:55:24.825 --> 00:55:27.227]  There is massive election fraud happening, though.
[00:55:27.227 --> 00:55:28.708]  And I've talked to high-level sources.
[00:55:28.708 --> 00:55:30.470]  They're threatening the military and everybody.
[00:55:30.470 --> 00:55:33.932]  You better stand down and shut up and reinstall Hillary.
[00:55:33.932 --> 00:55:35.673]  So a depressing moment on that front.
[00:55:35.673 --> 00:55:40.117]  But I tell you, heading over to the Fat Lady Sings, we're going to challenge any evidence of fraud.
[00:55:40.117 --> 00:55:42.959]  So we've got a lot to cover coming up here in the next hour.
[00:55:42.959 --> 00:55:44.160]  Roger Stone, where do you want to start?
[00:55:45.686 --> 00:55:48.188]  Well, Alex, I'm delighted to be with you.
[00:55:48.188 --> 00:55:57.073]  It's nice to get off the telephone because I've been in an endless round of conference calls with lawyers, and I don't particularly like lawyers anyway.
[00:55:57.073 --> 00:56:13.344]  But the breaking news is that the ruling against Donald Trump, Roger Stone, the Republican National Committee, the Trump campaign, and StopTheSteal.org was overturned by the appeals court in Ohio late this afternoon.
[00:56:13.344 --> 00:56:14.865]  There is no evidence.
[00:56:15.785 --> 00:56:21.148]  of any plan on our part to threaten or intimidate voters in any way.
[00:56:21.148 --> 00:56:27.051]  This follows on the heels of our victory in the Arizona federal court yesterday.
[00:56:27.051 --> 00:56:39.117]  Tomorrow, we will have the adjudication of this lawsuit in Nevada, most likely Pennsylvania, Michigan,
[00:56:40.021 --> 00:56:40.481]  I don't know.
[00:56:54.212 --> 00:57:00.237]  Which follows State Department rules, which you've always done, of course, and that's on record, and I've seen the training you guys are engaged in.
[00:57:00.237 --> 00:57:03.099]  It is impeccably done, better than what mainstream media does.
[00:57:03.099 --> 00:57:06.141]  The Democrats are running around electioneering inside the polling booths.
[00:57:06.141 --> 00:57:07.822]  We've caught video of it ourselves.
[00:57:07.822 --> 00:57:09.063]  It's pouring in.
[00:57:09.063 --> 00:57:10.364]  Evidence of fraud's pouring in.
[00:57:10.364 --> 00:57:12.326]  I mean, clearly, do you agree with me?
[00:57:12.326 --> 00:57:14.007]  Donald Trump is in the lead right now.
[00:57:14.007 --> 00:57:16.469]  A, and then B, are they trying to steal it?
[00:57:17.954 --> 00:57:20.015]  I definitely think the momentum is with him.
[00:57:20.015 --> 00:57:27.837]  All of the swing states now, he's moved into at least a top, a toss-up category, where he was slightly behind.
[00:57:27.837 --> 00:57:29.938]  Remember, this is all directional.
[00:57:29.938 --> 00:57:33.318]  It's not what the poll shows in terms of the actual number.
[00:57:33.318 --> 00:57:37.200]  It's who has the momentum and who is gaining, and who has gained.
[00:57:37.200 --> 00:57:40.641]  And two days out, he's got momentum in a dead heat is what you're saying?
[00:57:40.641 --> 00:57:41.701]  Exactly.
[00:57:41.701 --> 00:57:44.602]  I don't know what to make of this most recent
[00:57:46.504 --> 00:57:47.444]  FBI, stay there.
[00:57:47.444 --> 00:57:48.365]  Back in 70 seconds.
[00:57:48.365 --> 00:57:48.745]  Stay with us.
[00:57:48.745 --> 00:57:49.205]  Second hour.
[00:57:49.205 --> 00:57:51.925]  With Secret 12, it's like lightning in a bottle.
[00:57:51.925 --> 00:57:55.826]  We all have days in which we just can't seem to perform at the level we'd like to.
[00:57:55.826 --> 00:57:59.907]  InfoWars Live Secret 12 is designed to naturally energize your body and mind.
[00:57:59.907 --> 00:58:08.730]  With two great tasting and super high quality forms of vitamin B12, proper vitamin and nutrient intake is essential to keep your body functioning at optimum levels.
[00:58:08.730 --> 00:58:14.191]  The reality is, it's hard to take in the proper amount of vitamins we need each day with our modern diets.
[00:58:14.551 --> 00:58:22.321]  Secret 12 by Infowars Life is an easy way to naturally upgrade your vitamin B12 intake and support your body's natural systems.
[00:58:22.321 --> 00:58:27.047]  It pairs two forms of vitamin B12 into one explosive formula.
[00:58:27.047 --> 00:58:32.795]  Vitamin B12 supports healthy energy levels through red blood cell formation and aiding in the body's natural processes.
[00:58:32.915 --> 00:58:36.060]  But it also assists with many other functions of the body.
[00:58:36.060 --> 00:58:39.626]  Electrify your mind and body and take your health to the next level.
[00:58:39.626 --> 00:58:43.532]  Experience the power of Secret 12 at InfoWarsLife.com.
[00:58:43.532 --> 00:58:45.496]  That's InfoWarsLife.com.
[00:58:48.559 --> 00:58:55.101]  We're selling a product, DNA Force, that is the very best nutraceutical that we can produce.
[00:58:55.101 --> 00:58:58.322]  Dr. Grip, you took years for you to develop DNA Force for us.
[00:58:58.322 --> 00:59:03.903]  It's been something that I've been working on for a long time, Alex, because I think it's very, very important.
[00:59:03.903 --> 00:59:10.005]  What the aging process is, is when the cell replicates, we lose a little bit of our telomeres.
[00:59:10.005 --> 00:59:13.306]  Telomeres are the little cups on the end of our chromosomes.
[00:59:13.306 --> 00:59:14.746]  And when it runs out, you start dying.
[00:59:14.966 --> 00:59:19.268]  We chose the PQQ because it has over 175 different clinical trials.
[00:59:19.268 --> 00:59:22.209]  It's one of the most effective substances in the world.
[00:59:22.209 --> 00:59:23.870]  It works like an antioxidant.
[00:59:23.870 --> 00:59:27.331]  It works to repair nerve growth factor.
[00:59:27.331 --> 00:59:29.912]  So this is a formula to deliver the maximum amount.
[00:59:29.912 --> 00:59:30.973]  It's in powder form.
[00:59:30.973 --> 00:59:33.854]  We have so many five-star reviews.
[00:59:33.854 --> 00:59:34.574]  I take this.
[00:59:34.574 --> 00:59:36.375]  This is the product that I take.
[00:59:36.375 --> 00:59:38.336]  Infowarslife.com and the profit we make.
[00:59:39.176 --> 00:59:39.976]  We fight the Globals!
[00:59:39.976 --> 00:59:41.117]  We fight the New World Order!
[00:59:41.117 --> 00:59:45.459]  Secure your DNA Force today at InfoWarsLive.com or call toll free 888-253-3139.
[00:59:45.459 --> 00:59:47.259]  You're listening to the Alex Jones Show!
[01:00:02.678 --> 01:00:12.187]  I have sworn upon the altar of God eternal hostility against every form of tyranny over the mind of man.
[01:00:12.187 --> 01:00:13.748]  Thomas Jefferson.
[01:00:13.748 --> 01:00:17.431]  It's Alex Jones on the GCN Radio Network.
[01:00:21.311 --> 01:00:30.614]  By the way, I haven't even gotten into Hillary and the whole Jay-Z-Beyonce deal where they have her doing the simulated tear-up-the-police-cars-knock-out-windows-riot stuff.
[01:00:30.614 --> 01:00:34.976]  They're singing about using cocaine, raping women.
[01:00:34.976 --> 01:00:36.856]  The N-word is screamed over and over again.
[01:00:36.856 --> 01:00:38.817]  If Trump did something like this,
[01:00:40.385 --> 01:00:45.229]  I mean, some edited tape with him saying women throw themselves on you, you can do whatever you want.
[01:00:45.229 --> 01:00:48.391]  That's not sexual assault, saying a woman throws herself on you.
[01:00:48.391 --> 01:00:54.776]  But the point is, I'm digressing, we have this coming up, there's so much cussing, there's a beep every second basically.
[01:00:54.776 --> 01:01:02.442]  Hillary's at this, clapping, and then praising it while it happens, but then they have these things crying, saying Donald Trump hurts our children.
[01:01:04.864 --> 01:01:07.006]  When it was a secret tape.
[01:01:07.006 --> 01:01:08.126]  They're the ones putting it out.
[01:01:08.126 --> 01:01:10.188]  I mean, it is the death of common sense.
[01:01:10.188 --> 01:01:10.848]  That's coming up too.
[01:01:10.848 --> 01:01:13.150]  But Roger, this is a short segment, long segment coming up.
[01:01:13.150 --> 01:01:16.512]  You were getting into not knowing what to make of Comey.
[01:01:16.512 --> 01:01:24.137]  Well, the word is, is that they had to divert off of all the WikiLeaks and then make this look like she was being persecuted, making her the victim right at the end.
[01:01:24.137 --> 01:01:26.859]  It is a total November surprise.
[01:01:26.859 --> 01:01:30.382]  Brought to you by Comey, whose law firm and family work with the Clintons.
[01:01:31.380 --> 01:01:34.042]  Yeah, the problem here is that it won't wash.
[01:01:34.042 --> 01:01:39.648]  As I understand it, he's referring to the 33,000 emails that were withheld.
[01:01:39.648 --> 01:01:53.040]  This does not address the 650,000 emails that have been discovered by the New York Police Department and are in their possession, as well as in the possession now of the FBI and presumably the Justice Department.
[01:01:53.718 --> 01:02:00.829]  My sources tell me there are indelible evidence of multiple crimes contained therein.
[01:02:00.829 --> 01:02:08.179]  And I know for a fact that one of the reasons why the FBI reopened their investigation was because of an allegation
[01:02:08.840 --> 01:02:23.211]  That the nation of Serbia was shaken down for $2 million in order to get a meeting with their president with Barack Obama, and that that money was siphoned and sent to the Clinton Foundation.
[01:02:23.211 --> 01:02:25.212]  That is a crime.
[01:02:25.212 --> 01:02:28.015]  Mr. Comey is well aware of that allegation.
[01:02:28.015 --> 01:02:36.221]  So the notion that Hillary will avoid prosecution really challenges believability.
[01:02:37.268 --> 01:02:55.857]  If there is, if Hillary should narrowly win this election and try to use the federal apparatus to shut down investigations of all the still evidence, you will have an insurrection in the country, you'll have widespread civil disobedience, and you will have paralysis.
[01:02:55.857 --> 01:02:57.418]  She will be unable to govern.
[01:02:57.418 --> 01:03:02.281]  I just do not believe the American people will stand for it.
[01:03:02.281 --> 01:03:03.521]  Roger, I totally agree.
[01:03:03.521 --> 01:03:04.662]  We've got to work on this.
[01:03:06.731 --> 01:03:07.992]  I totally agree with you.
[01:03:07.992 --> 01:03:08.572]  We've got a war game.
[01:03:08.572 --> 01:03:11.793]  And let me give you the FBI's announcement just to understand what you're saying.
[01:03:11.793 --> 01:03:12.913]  You are correct.
[01:03:12.913 --> 01:03:14.414]  So let me just lay this out.
[01:03:14.414 --> 01:03:16.535]  The NYPD was in a press conference two weeks ago.
[01:03:16.535 --> 01:03:17.335]  I had this from sources.
[01:03:17.335 --> 01:03:18.716]  It's now been confirmed.
[01:03:18.716 --> 01:03:22.057]  Even, you know, the head of Blackwater's come out and says his sources told him this.
[01:03:22.057 --> 01:03:24.878]  But this is that the NYPD has all these emails.
[01:03:24.878 --> 01:03:30.100]  It's full of underage sexting, pedophile connections, really horrible stuff.
[01:03:30.100 --> 01:03:32.381]  The NYPD was about to go public.
[01:03:32.381 --> 01:03:35.182]  It forced the FBI to move.
[01:03:35.962 --> 01:03:44.928]  Because the FBI rank-and-file wanted it, but also Comey had to make it look like he was going to do something, but they now claim the whole 650,000 emails.
[01:03:44.928 --> 01:03:47.249]  Here it is, Daily Mail, also Associated Press.
[01:03:47.249 --> 01:03:54.974]  Comey claims they went through it all in just nine days, all 650,000, and he's saying all of it's open and shut now.
[01:03:54.974 --> 01:03:59.617]  So this is an attempt to put everything to bed, but now we'll see what the NYPD does.
[01:04:00.728 --> 01:04:06.909]  Yeah, I would think that they've also read these emails and they have said that there is evidence of crime.
[01:04:06.909 --> 01:04:10.230]  Alex, put aside the sex allegations, please.
[01:04:10.230 --> 01:04:12.030]  Treason.
[01:04:12.030 --> 01:04:13.291]  Corruption.
[01:04:13.291 --> 01:04:15.751]  Pay-for-play.
[01:04:15.751 --> 01:04:17.431]  These are more egregious.
[01:04:17.431 --> 01:04:19.292]  I'm not sure what to make of all this.
[01:04:19.292 --> 01:04:21.532]  And by the way, they're all confirmed in WikiLeaks already.
[01:04:21.532 --> 01:04:23.453]  No one's getting in trouble.
[01:04:23.453 --> 01:04:28.034]  So, they're not going to be able to sweep this under the carpet.
[01:04:28.034 --> 01:04:29.094]  This is a nice try.
[01:04:30.023 --> 01:04:34.885]  But win or lose, Hillary Clinton's heading for the big house, one way or another.
[01:04:58.906 --> 01:05:04.574]  InfoWars is proud to announce the official InfoWars Live app available now for iPhone and Android.
[01:05:04.574 --> 01:05:13.025]  InfoWars Live allows you to watch a live high-definition feed of the Alex Jones Show 24-7 and get the latest breaking InfoWars reports straight to your phone.
[01:05:13.025 --> 01:05:16.049]  Want to read the latest exclusives on InfoWars.com or
[01:05:16.049 --> 01:05:17.850]  Or do you want to catch up on world news?
[01:05:17.850 --> 01:05:20.971]  Now you can do so with InfoWars Live anywhere you go.
[01:05:20.971 --> 01:05:23.292]  You can browse the news, share content, and more.
[01:05:23.292 --> 01:05:26.473]  And best of all, it's free to download at InfoWars.com.
[01:05:26.473 --> 01:05:27.873]  The app is brand new.
[01:05:27.873 --> 01:05:29.134]  This is the first release.
[01:05:29.134 --> 01:05:31.455]  And it was completely built from the ground up.
[01:05:31.455 --> 01:05:35.036]  We've seen example after example of cable news networks attempting to deceive you.
[01:05:35.296 --> 01:05:44.163]  In short, the mainstream media is being covertly manipulated by well-financed political forces who are trying to sway public opinion and in a natural direction that only serves establishment agendas.
[01:05:44.163 --> 01:05:49.208]  But InfoWars Live is the solution to the controlled press that is rapidly losing influence.
[01:05:49.208 --> 01:05:56.554]  So download InfoWars Live today at InfoWars.com and learn what's really going on instead of being spoon-fed lies by the mainstream media.
[01:06:03.730 --> 01:06:09.455]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[01:06:09.455 --> 01:06:16.200]  More is happening in a day right now than what happened in six months previously.
[01:06:16.200 --> 01:06:18.182]  This is an epic time to be alive.
[01:06:18.182 --> 01:06:22.825]  History is happening all around us, and we're part of it.
[01:06:22.825 --> 01:06:23.426]  We're involved.
[01:06:23.426 --> 01:06:28.150]  Donald Trump, whether he wins or loses this election, no matter what comes out of it,
[01:06:29.278 --> 01:06:30.259]  He is a total winner.
[01:06:30.259 --> 01:06:31.319]  He had courage.
[01:06:31.319 --> 01:06:32.040]  You've had courage.
[01:06:32.040 --> 01:06:33.141]  You've taken action.
[01:06:33.141 --> 01:06:39.045]  Globalism is on the table as a crony capitalist anti-free market mafia system.
[01:06:39.045 --> 01:06:41.206]  The fact that the Federal Reserve is screwing us over is huge.
[01:06:41.206 --> 01:06:43.428]  The fact that our borders are being dissolved.
[01:06:43.428 --> 01:06:47.010]  Political correctness is in tatters.
[01:06:47.010 --> 01:06:48.111]  Humanity's on the march.
[01:06:48.111 --> 01:06:50.853]  It took Brexit 25 years with UKIP.
[01:06:50.853 --> 01:06:53.955]  In the last two years with Donald Trump, we have eclipsed that.
[01:06:53.955 --> 01:06:55.877]  Now I believe he's ahead in the battleground states.
[01:06:55.877 --> 01:06:56.557]  The evidence shows it.
[01:06:56.557 --> 01:06:57.678]  I believe there's going to be a landslide.
[01:06:58.561 --> 01:07:00.162]  But Hillary is trying to steal it.
[01:07:00.162 --> 01:07:04.324]  Roger Stone's been victorious with Trump in their exit polling and poll watching.
[01:07:04.324 --> 01:07:11.208]  Trump doing poll watching, exit polling with Stone, very professionally done, following state laws, doing exit polls.
[01:07:11.208 --> 01:07:13.629]  We go out and do exit polls as media.
[01:07:13.629 --> 01:07:15.290]  And they're fine as long as they think we're Democrats.
[01:07:15.290 --> 01:07:19.532]  When they find out we're patriots, they flip out and say, you just can't be here, period.
[01:07:19.532 --> 01:07:22.373]  Okay, we know you're here for Trump to disrupt.
[01:07:22.373 --> 01:07:23.554]  This is happening on video.
[01:07:23.554 --> 01:07:25.075]  But the big news, Roger Stone,
[01:07:26.115 --> 01:07:32.627]  Recap, because some stations don't carry that first little segment at the start of the hour.
[01:07:32.627 --> 01:07:34.550]  Recap, the FBI has come out.
[01:07:35.726 --> 01:07:43.833]  Our Clinton insider said, they're going to come out Saturday or Sunday, he said this last Sunday, Larry Nichols, he played it last hour, and they're going to announce that she's totally exonerated and everything.
[01:07:43.833 --> 01:08:00.226]  So it diverts from WikiLeaks for 7-8 days, Trump takes the bait, and Nichols said please don't take it, covers the $650,000, Comey comes out and says she's totally exonerated, but he had to because the NYPD was going to have a press conference, we've now confirmed, two weeks ago.
[01:08:01.908 --> 01:08:08.433]  And expose the horrible stuff, the treason, the treachery, the paper play that was in this as well.
[01:08:08.433 --> 01:08:15.578]  And so they had to basically have a timeout to stall people until we were 48 hours or less out from the election.
[01:08:15.578 --> 01:08:20.001]  Now they've done it, trying to take her weakness and make it a strength like, oh look, she's been exonerated.
[01:08:20.001 --> 01:08:23.784]  But as you just said, nice try at sweeping this under the rug.
[01:08:23.784 --> 01:08:24.965]  Not gonna work.
[01:08:24.965 --> 01:08:25.886]  Drain the swamp.
[01:08:25.886 --> 01:08:27.026]  I think it's going into hyperspace.
[01:08:27.026 --> 01:08:27.487]  Roger Stone.
[01:08:28.533 --> 01:08:31.457]  Yeah, I think the FBI director has worn out his credibility.
[01:08:31.457 --> 01:08:33.440]  He's now changed his position three times.
[01:08:33.440 --> 01:08:35.764]  It's very clear that he is acting politically.
[01:08:36.802 --> 01:08:42.887]  And there are career agents there who are not going to stand for this.
[01:08:42.887 --> 01:09:01.683]  And you have the independents of the NYPD, and I think they've made it very clear that if there's any effort to sweep this under the carpet or to say that, oh, we reviewed the emails and there were no evidence of illegality, that they'll release them all and then let the people decide what we have.
[01:09:03.044 --> 01:09:07.426]  Prior to any of this happening, Comey had more than enough to indict Hillary.
[01:09:07.426 --> 01:09:10.047]  David Petraeus was indicted for less.
