[00:00.000 --> 00:29.000]  Live from the InfoWars.com Studios, it's Alex Jones.
[02:26:29.000 --> 02:26:38.000]  And if you don't believe what Dr. Mike was saying, you can look at footage from September 11th where the beams that are holding up the towers literally just disappear into thin air.
[02:26:38.000 --> 02:26:48.000]  And what is that? And you can have, remember the story a few years ago, you were covering it. The police force announces that now they have this technology that they can see into your rooms.
[02:26:48.000 --> 02:26:49.000]  They can be outside of the house.
[02:26:49.000 --> 02:26:50.000]  That was around 30 years ago.
[02:26:50.000 --> 02:26:54.000]  And you were sitting here, you were like reading the story, like I reported on this decades ago.
[02:26:54.000 --> 02:27:00.000]  So my belief is if I can conceive it in my mind, somebody out there has probably already.
[02:27:00.000 --> 02:27:08.000]  They get the intelligence agencies and the cops and everybody to join the global system in the name of good. And then they get a lower level of the secret society.
[02:27:08.000 --> 02:27:14.000]  But you don't get up to the top. You don't get anywhere near that. You're only given certain Trojan horse stuff they want you to have.
[02:27:14.000 --> 02:27:20.000]  There's Michael Zimmerman for a TV viewer. We're going to him there in Houston after the break. Doing a great job down there to report.
[02:27:20.000 --> 02:27:23.000]  Thank you, Dr. Mike. We're going to get your info. I'm going to start getting him on as a regular guest.
[02:27:23.000 --> 02:27:25.000]  And we'll introduce who he is. He's a medical doctor. Good guy.
[02:27:25.000 --> 02:27:33.000]  Send us a lot of good intel over the years. Let's go to Annette in Oklahoma. Annette, thanks for holding. You're on the air.
[02:27:33.000 --> 02:27:40.000]  This mayor didn't just not tell us people to evacuate. He told them to shelter in place, which is different.
[02:27:40.000 --> 02:27:48.000]  That has a chilling effect on travel. And also he didn't try to move the vulnerable populations like the nursing homes and the elderly to higher grounds.
[02:27:48.000 --> 02:27:58.000]  I went to A&M and I'm familiar with the area. And I knew I had to come down there to pick up a horse. And I knew at the beginning of last week that this was going to be a problem and there was going to be 20 inches of rain.
[02:27:58.000 --> 02:28:09.000]  So if people, if these mayors of these cities are so invested in this agenda 21 that they're going to have no contingency plans for their population, people really need to look at that before they vote.
[02:28:09.000 --> 02:28:14.000]  Because that puts the whole population, even Putin had contingency plans for his population.
[02:28:14.000 --> 02:28:22.000]  Let me stop here right there. This lady is so smart. See, I already knew all this and then she calls in with all the, exactly, you're not supposed to say shelter in place.
[02:28:22.000 --> 02:28:32.000]  You're supposed to tell people that they're in the low water areas to get out. All the default stuff wasn't done. What is wrong with Democrats? Why are they so evil? Go ahead Annette, continue.
[02:28:32.000 --> 02:28:44.000]  You know, it is a good and evil battle and they're all invested. They're all on the same page. They all walk in lots. But it's up to us as voters to look at these people and say, if they're just going to let us hang out there.
[02:28:44.000 --> 02:28:54.000]  And when I was at A&M, it seemed like they would evacuate the city in sections. And sure, they had a problem. I mean, it was congestion at Houston, but they got people out.
[02:28:54.000 --> 02:29:00.000]  But this time they didn't even try and just throw up their hands and say, I'm just going to let my constituents hang.
[02:29:00.000 --> 02:29:11.000]  Well, that's the big question because it's now come out in emails and the city councils having to admit they secretly three days before said, we're just going to keep people in the dark. We know this is coming.
[02:29:11.000 --> 02:29:14.000]  Why? Why make it as bad as you could?
[02:29:14.000 --> 02:29:31.000]  Well, hold on. I'm going to come back and I'm going to come back to you and Michael Zimmerman because we're about to talk to him, a reporter. He's down there in Houston, the middle of his family down there. I'm going to finish up with you and Annette and others.
[02:29:31.000 --> 02:29:41.000]  Why would they do this? Well, clearly it's to sabotage, make it as bad as possible and blame Trump. They did this premeditatedly. The facts are in pure evil. They're just evil.
[02:29:41.000 --> 02:29:49.000]  The Democrats openly are like Satan's party. They are. The Republicans are bad too, but the Democrats are like just their pure evil.
[02:29:49.000 --> 02:29:50.000]  Spirit cooking.
[02:29:50.000 --> 02:30:12.000]  We've got great air filters, great water filters, great non GMO heirloom seeds, great books, great films, great Patriot apparel to meet like minded people. We've got a new humongoid sale, not the number of things that are on massive sale, but on what's on sale out for months, not been on sale for months and months.
[02:30:12.000 --> 02:30:26.000]  They've never offered super male vitality, known concentrated herbs, cold pressed, super male vitality, 57% off. It's never been the price it is right now with 3,596 reviews, 4.6 reviews total by third party sites.
[02:30:26.000 --> 02:30:40.000]  It's unprecedented and it's cold pressed. That's why super male is so different. People say, well, I know these compounds work because it's admitted to science and these are other what you sell. They, BuzzFeed said, it's like it's already best selling stuff. It's been certified as healthy and good forever. Why these aren't anything new?
[02:30:40.000 --> 02:30:46.000]  Because why do something new when you can have the oldest and best but cold pressed? Do. Do.
[02:30:46.000 --> 02:31:04.000]  It's not just our water we need to filter. It's not just our food that needs to be cleaned. It's the air we're breathing, especially for our children. The artificial particulates of the chemicals is absolutely weighing down our immune systems.
[02:31:04.000 --> 02:31:21.000]  The same team based right here in America that brought you the Alexa pure groundbreaking water filtration systems have now developed Alexa pure breeze. Whether it's your home or office, you owe it to yourself, your coworkers, your family, your children, to the best job you can to purify your air.
[02:31:21.000 --> 02:31:31.000]  The elite are masters at poisoning our environment while themselves doing things that mitigate or avoid most toxic effects for themselves. The general public doesn't.
[02:31:31.000 --> 02:31:46.000]  The Alexa pure breeze would be a steal at $300, $400, $500. One of these systems can keep 800 square feet incredibly clean. This is a system I'm personally putting in throughout my house, replacing older, more expensive filters that didn't do as good a job.
[02:31:46.000 --> 02:31:49.000]  Find out why this system is so revolutionary today.
[02:31:49.000 --> 02:32:10.000]  And then forward store.com. As most of you already know, I am a voracious consumer of news and information. And in the last four or five years doing more and more research, I came across the fact that the elite establishment is fully aware of the fact that our ancient ancestors, in many cases, had much better nutrition than we do today.
[02:32:10.000 --> 02:32:30.000]  And our ancient ancestors sought out the bones of the animals that they were hunting, killing, and then processing. And so I set out to develop caveman, but to not just have concentrated bone broth from chicken, but seven other superfood ingredients known for cleansing and supercharging the body at the same time.
[02:32:30.000 --> 02:32:44.000]  Info Wars isn't just fighting the globalist. We're getting results and we're expanding in the face of the complete media assault and winning because of your support. Caveman is back in stock. People absolutely love it.
[02:32:44.000 --> 02:33:13.000]  So please secure your caveman today at infowarslife.com or by calling toll free triple a 253-3139.
[02:33:13.000 --> 02:33:16.000]  From the front lines.
[02:33:16.000 --> 02:33:25.000]  From the front lines of the information war. It's Alex Jones.
[02:33:25.000 --> 02:33:44.000]  Oh, my good buddy, Michael Zimmerman. After you got your two days down there inside the hurricane, he went down to Houston, his hometown. He's lived in Austin and in Houston growing up that family of both. He went down there. And I see as an assistant, even though he went by himself, I guess he's recruited some locals to help him.
[02:33:44.000 --> 02:33:56.000]  And he's been out there on his kayak, getting amazing photos and videos that are at infowars.com even more. Once I guess he gets out of there tonight and is able to upload more of it. He's he's gotten to an area where he's able to get some internet, some Skype.
[02:33:56.000 --> 02:34:08.000]  We've got a net who we're going back to then Sam, Brad, Joseph, HB and others that are holding. And I'm Alex Jones, your host infowars.com and newswars.com are the websites.
[02:34:08.000 --> 02:34:16.000]  I tried to be kind to the mayor and not just score political points because I've been a nonpartisan person. Everybody knows that I don't like the Republican Party establishment.
[02:34:16.000 --> 02:34:23.000]  In fact, they're even worse than the Democrats because they've got their act together, at least act like they're doing some good things. You know, Paul Ryan and then we're monsters.
[02:34:23.000 --> 02:34:34.000]  But you had the Democrat, Sylvester Turner, we played the clip earlier, saying, Oh, it's dumb. You can't evacuate a town this big. Well, we had an emergency management expert, Joe Scowles and one of the top ones in the country on.
[02:34:34.000 --> 02:34:44.000]  He said, listen, I've looked at the maps. He's written a book about it. Whole chapters on cities like Houston, 500,000 are in the real flood area. You tell them to get out of it.
[02:34:44.000 --> 02:34:51.000]  That's how it's always been growing up for me. And if you're in these flood areas, you evacuate the local city emergency management says it, they did none of it.
[02:34:51.000 --> 02:35:03.000]  So we're asking on air, why is this happening? Then our right writer, Dan Lyman finds that it's in the local news. Houston officials downplayed flood warnings as fake news when they knew it was going to flood and decided to tell people
[02:35:03.000 --> 02:35:15.000]  to shelter in place. And the caller called in a net and was pointing on it. She was reminding me, you always go to the nursing homes, you always go to the prisons, you always go to the low line maps.
[02:35:15.000 --> 02:35:26.000]  And they put up signs and radio and TV says, you know, emergency management in the city of Houston and these counties say, if you're in these areas, evacuate to higher ground, evacuate to higher ground.
[02:35:26.000 --> 02:35:34.000]  In fact, I was thinking about the emergency flood alerts that I've always seen in central Texas because it's limestone here. So you get three or four inches of rain in an hour.
[02:35:34.000 --> 02:35:45.000]  I mean, you're talking about a creek being a like the Colorado River in a few minutes. I mean, just trees shooting down at 20 miles an hour. It's scary.
[02:35:45.000 --> 02:35:56.000]  But no, I mean, we can show the time lapse photos for TV viewers. They're on info wars.com where it shows hours before what it was like in downtown Houston and later 25 feet deep.
[02:35:56.000 --> 02:36:11.000]  I mean, just unbelievable devastation. And they ordered to stand down and then they made fun of the governor warning people to get out days before it just said you can't do it, even though they've done it before.
[02:36:11.000 --> 02:36:18.000]  If you're in an area, it's going to be in 25 feet of water. If you got a house on the side of the creeks coming into Houston, get out.
[02:36:18.000 --> 02:36:23.000]  I mean, my ex-wife lives at the house that I have out in the country with different springs.
[02:36:23.000 --> 02:36:31.000]  And it's on Barton Creek and the sucker when it rains bad gets right to the house right up to the stilts it's on because it's built right there.
[02:36:31.000 --> 02:36:38.000]  So it's on stilts, but still it's come halfway up the stilts. I said, hey, I'm sure you're getting out. She goes, yeah, I said, listen, I'll pay for the hotel.
[02:36:38.000 --> 02:36:43.000]  And the hurricane didn't really hit us. So the thing got out of bounds, but it didn't flood the house.
[02:36:43.000 --> 02:36:50.000]  I'm not even the main hurricane and we, I got my children with her part of the time. Boom, got them out of there.
[02:36:50.000 --> 02:36:57.000]  So I don't understand this new attitude, this new thing. Michael Zimmerman, you've been there. I want you to get into what you witnessed.
[02:36:57.000 --> 02:37:06.000]  We appreciate your courage down there. But what do you make of this? And the mayor and the Democrats, were they doing this because they're just completely idiotic and just negligent morons?
[02:37:06.000 --> 02:37:14.000]  Well, now we know they ordered to stand down. Were they hoping to have it be a bigger disaster so they could blame it on Trump? What do you think's happening here?
[02:37:14.000 --> 02:37:20.000]  I think there's a number of elements involved. And I think there is a little bit of truth with saying it is difficult to evacuate the city.
[02:37:20.000 --> 02:37:29.000]  When I was younger, we went from Houston to Austin to stay with some family there. And it took us 30 hours to leave town and actually make it to Austin.
[02:37:29.000 --> 02:37:37.000]  So it is difficult to get, you know, six and a half million people, a good quarter of the state's population out of an area, which I understand what you're saying.
[02:37:37.000 --> 02:37:39.000]  You know, you only need to evacuate the ones at highest.
[02:37:39.000 --> 02:37:45.000]  Is it a 10 million if you count the surrounding counties?
[02:37:45.000 --> 02:37:50.000]  Yeah, it's closer to that. Yes. It's definitely a huge metro area.
[02:37:50.000 --> 02:37:58.000]  But what I have seen though is the response from the sheriff's department, the police departments here in Houston, all these guys working like double shifts.
[02:37:58.000 --> 02:38:04.000]  Yeah, there's some footage on screen right now of last night, the hotel has staying at all the restaurants are closed.
[02:38:04.000 --> 02:38:11.000]  And in order to get some dinner, they told us it'd be two hours because their kitchen was so backed up, everyone's staying there is eating there at the hotel.
[02:38:11.000 --> 02:38:17.000]  So this guy was like, hey, I'm going to these friends houses a few miles away, you know, you can come with me, we'll get some food there.
[02:38:17.000 --> 02:38:25.000]  And I had great food, no water on the roads on the way there. Just two hours later coming back, there's like a good foot and a half of water covering the streets.
[02:38:25.000 --> 02:38:28.000]  And this is a higher ground area.
[02:38:28.000 --> 02:38:35.000]  Absolutely. Yeah, this area was not nearly as flooded as the areas that are still underwater, which areas that are affected the worst I cannot get to.
[02:38:35.000 --> 02:38:41.000]  I was not able to actually get to this part of town that I'm in right now over in Myerland yesterday, because the whole freeway is underwater.
[02:38:41.000 --> 02:38:50.000]  So just today by driving backwards on the exit ramp and getting on the freeway where you're able to get to this part of town, that just was not possible yesterday.
[02:38:50.000 --> 02:39:00.000]  What do you what do you think of the Democrats, though, covering this up and not telling folks in low line areas to evacuate?
[02:39:00.000 --> 02:39:09.000]  It's really shameful. They should know better that Houston floods like this. It's happened before just two years ago in the spring, just out of nowhere.
[02:39:09.000 --> 02:39:16.000]  There was a huge flood like this, not nearly to this extent, but entire areas were flooded, cars were flooded out.
[02:39:16.000 --> 02:39:21.000]  And as you can see, in all these clips, there's just vehicles all over the city. Doesn't everybody remember?
[02:39:21.000 --> 02:39:27.000]  They got rid of it like 10 years ago, but growing up on the cable channel in Dallas, but also here, it would show your state.
[02:39:27.000 --> 02:39:32.000]  And it was the robot voice going, this is the NOAA weather channel.
[02:39:32.000 --> 02:39:38.000]  And these counties get to higher ground in these counties if you're in a low water area, evacuate.
[02:39:38.000 --> 02:39:48.000]  And then they would say it's estimated the hurricane and have the radar going in a circle and then it would show the weather Doppler before cable even that or news channels had it.
[02:39:48.000 --> 02:39:53.000]  It would show it as the radar spun around the state.
[02:39:53.000 --> 02:39:58.000]  But there was always a robot voice. Since when did they just get rid of that?
[02:39:58.000 --> 02:40:04.000]  Like, the more technology we get, now we're left with some idiot mayor who won't tell you if you live by a river or evacuate.
[02:40:04.000 --> 02:40:10.000]  And I get Joe Scowze's point. If you live by a river and you live in a place in low-lying area, you need to get out.
[02:40:10.000 --> 02:40:14.000]  I mean, in a way, I guess it isn't the mayor's fault.
[02:40:14.000 --> 02:40:18.000]  Are we living in idiocracy, Michael Zimmerman?
[02:40:18.000 --> 02:40:21.000]  As a family, we always used to evacuate during these things.
[02:40:21.000 --> 02:40:24.000]  But my whole family has always approached things with the whole prepper mindset.
[02:40:24.000 --> 02:40:32.000]  We've also always had weeks worth of food, medicines, supplies and water filtration because things like this do happen.
[02:40:32.000 --> 02:40:40.000]  And people need to individually prepare themselves because, yeah, you may have some idiot mayor who tells you that flood warnings are fake news.
[02:40:40.000 --> 02:40:42.000]  And people are going to die because of that.
[02:40:42.000 --> 02:40:48.000]  He said it's fake news. He didn't just say, don't worry about it. He said, shut up, Governor.
[02:40:48.000 --> 02:40:52.000]  Even here in Austin, I remember when I first saw the reports coming out.
[02:40:52.000 --> 02:40:56.000]  I think it was on Wednesday of the tropical storm moving up the Gulf.
[02:40:56.000 --> 02:40:58.000]  I'm not even from Texas. I don't even have experience in this.
[02:40:58.000 --> 02:41:06.000]  I immediately went to the grocery store, got four gallons of water, got a ton of food and filled my fridge and everything because I was like, I'm probably going to have to hunker down.
[02:41:06.000 --> 02:41:08.000]  It should be a given.
[02:41:08.000 --> 02:41:19.000]  Absolutely. Yeah, you need to, and even if it's just canned soups or something, having an entire pantry, a whole shelf of that full, you need a gallon a day per person or more.
[02:41:19.000 --> 02:41:25.000]  Well, I live 200 feet above a creek, so I don't have to worry. But that sucker went up by 10 feet.
[02:41:25.000 --> 02:41:31.000]  And then probably just like that too. Oh yeah, I mean, I can look over my back porch and it's like, it was like this little creek.
[02:41:31.000 --> 02:41:36.000]  I was like, it's just huge rushing river now. Yeah, don't evacuate. You'll be fine.
[02:41:36.000 --> 02:41:41.000]  It's continuing to rain here in Houston too. It's slowed down a little bit, but it's been raining the entire day today.
[02:41:41.000 --> 02:41:46.000]  And they're saying if part of it goes back out in the Gulf, it may reconstitute and come back in.
[02:41:46.000 --> 02:41:52.000]  Exactly. And the shot of the thing that looks like a river flowing here, that's the Braze Bayou.
[02:41:52.000 --> 02:41:56.000]  And it goes through an area called Brazewood in Myerland, and these are older communities.
[02:41:56.000 --> 02:42:02.000]  They have houses that aren't as built up. So when these areas get hit, these homes just get completely flooded out.
[02:42:02.000 --> 02:42:07.000]  And this is the worst flood in history, in the history of the whole country.
[02:42:07.000 --> 02:42:11.000]  That's right. In fact, just this morning they were saying the worst in Texas.
[02:42:11.000 --> 02:42:15.000]  Now many of you are saying this may be the worst ever, and it's not over.
[02:42:15.000 --> 02:42:18.000]  Exactly. Yeah, this is going to continue for a few more days.
[02:42:18.000 --> 02:42:23.000]  In certain areas, I actually sent in some photos, and you can see the water line in these areas.
[02:42:23.000 --> 02:42:28.000]  You can see water was at least five, six feet up these people's houses, and it's completely gone today.
[02:42:28.000 --> 02:42:31.000]  So certain areas have drained out. There we go.
[02:42:31.000 --> 02:42:36.000]  So that you can see right at the shades there, that black line on the wall is where the water was.
[02:42:36.000 --> 02:42:39.000]  Wow. So that's about, what, six feet?
[02:42:39.000 --> 02:42:42.000]  Easily.
[02:42:42.000 --> 02:42:46.000]  That's all these people's cars, everything inside. There's nothing that can be done.
[02:42:46.000 --> 02:42:52.000]  I imagine these people may have evacuated because this area, they got flooded about two years ago.
[02:42:52.000 --> 02:42:58.000]  And I remember these exact houses, they're big piles of all their carpet and belongings that had got soaked.
[02:42:58.000 --> 02:43:04.000]  Wow, incredible footage of the evil Redneck Army that's there saving everybody.
[02:43:04.000 --> 02:43:10.000]  Why don't we see these evil white guys all over the country just show up and save everybody every time?
[02:43:10.000 --> 02:43:15.000]  Well, I've got a clip of people helping people out of a boat that I sent to them too.
[02:43:15.000 --> 02:43:17.000]  I believe they ran it in yesterday's show.
[02:43:17.000 --> 02:43:19.000]  By the way, it's also black folks, Hispanics and others you see.
[02:43:19.000 --> 02:43:23.000]  But there's something about Rednecks with their boats and preparedness as a stereotype.
[02:43:23.000 --> 02:43:29.000]  Why is it always Rednecks coming in with all their gear, saving people and having a good time doing it?
[02:43:29.000 --> 02:43:34.000]  Well, and the ones I saw launching these boats, it was Mexicans that invited me to dinner last night,
[02:43:34.000 --> 02:43:37.000]  because they knew, hey, this guy doesn't have food, come with us.
[02:43:37.000 --> 02:43:41.000]  Absolutely. I mean, I'm being sarcastic when I say the whites are all races, so they must be.
[02:43:41.000 --> 02:43:46.000]  It's this division narrative that gets pushed and it's just not happening.
[02:43:46.000 --> 02:43:49.000]  When hard times come, people help each other.
[02:43:49.000 --> 02:43:51.000]  It's not about black or white or left or right.
[02:43:51.000 --> 02:43:55.000]  It comes down to people are helping their fellow man.
[02:43:55.000 --> 02:44:01.000]  Well, that's what I named the streams because we named Facebook, YouTube, prisonplanet.tv, streams for folks.
[02:44:01.000 --> 02:44:08.000]  And I said, you know, worst hurricane on record brings people together like never before.
[02:44:08.000 --> 02:44:13.000]  And why this is different, even though it's probably the worst ever, is because Trump got out of the way
[02:44:13.000 --> 02:44:17.000]  and just said FEMA's here to support the locals, let locals in.
[02:44:17.000 --> 02:44:24.000]  Instead, what happened with Katrina is Brownie wouldn't, they had a FEMA doing a great job.
[02:44:24.000 --> 02:44:25.000]  Brownie, no, he didn't.
[02:44:25.000 --> 02:44:28.000]  He wouldn't let people into help, Zimmerman.
[02:44:28.000 --> 02:44:30.000]  Exactly. And they have sent FEMA out.
[02:44:30.000 --> 02:44:33.000]  I believe they're mainly more downtown right now.
[02:44:33.000 --> 02:44:37.000]  The convention center, they have a relief thing set up and I'll try to get down there today or tomorrow.
[02:44:37.000 --> 02:44:41.000]  But currently, the roads between where I'm at and there, I don't think I can get through.
[02:44:41.000 --> 02:44:45.000]  But I have not seen a ton of National Guard on the streets, but Houston is also very large.
[02:44:45.000 --> 02:44:50.000]  And that's why they called upon individuals to go out, you know, anyone with a boat, put that boat in the water,
[02:44:50.000 --> 02:44:52.000]  go rescue people from their homes.
[02:44:52.000 --> 02:44:56.000]  Because at this point, there's just simply not enough rescue workers out there.
[02:44:56.000 --> 02:45:00.000]  And all the sheriff's departments, the police departments around here, they all have boats.
[02:45:00.000 --> 02:45:02.000]  And they're all working around the clock with those boats.
[02:45:02.000 --> 02:45:04.000]  But there's just too many people that needed savings.
[02:45:04.000 --> 02:45:08.000]  It's just like Dunkirk in World War II, the citizen Navy saved 400,000 people.
[02:45:08.000 --> 02:45:10.000]  And let's expand on that.
[02:45:10.000 --> 02:45:13.000]  In the south, in the southwest, whether you're black, white or Hispanic,
[02:45:13.000 --> 02:45:16.000]  there is a background of your granddaddy worked in the fields.
[02:45:16.000 --> 02:45:19.000]  Your dad probably did, to some extent.
[02:45:19.000 --> 02:45:23.000]  So you still like being outdoors. You like having a little boat you can go out on.
[02:45:23.000 --> 02:45:25.000]  You've got a guard in the backyard.
[02:45:25.000 --> 02:45:29.000]  So when a disaster comes, it's normal to get your little boat and go save people that need help
[02:45:29.000 --> 02:45:31.000]  because you're on higher ground, they're on lower ground.
[02:45:31.000 --> 02:45:35.000]  It's a normal instinct because if something happened to you, you hope folks are coming.
[02:45:35.000 --> 02:45:38.000]  It's not like you're a hero, but you look at places like New York,
[02:45:38.000 --> 02:45:40.000]  you know, no matter whether they're white or black or Hispanic,
[02:45:40.000 --> 02:45:44.000]  they don't even know how to grow tomatoes on average or do anything.
[02:45:44.000 --> 02:45:48.000]  Imagine a mega city like that if they had a disaster or a war,
[02:45:48.000 --> 02:45:53.000]  how fast things would collapse in a Chicago or in a New York or in an LA,
[02:45:53.000 --> 02:45:58.000]  where any type of outdoorsmanship, which is just normal farmer backgrounds,
[02:45:58.000 --> 02:46:01.000]  is seen as weird, evil, quacky.
[02:46:01.000 --> 02:46:03.000]  I see articles all the time where Californians in Texas,
[02:46:03.000 --> 02:46:09.000]  all the time, every few weeks I see it in the news in Bastrop or in Dripping Springs outside Austin.
[02:46:09.000 --> 02:46:12.000]  They'll drive by somebody's house that's on 50 acres, 20 acres, 100 acres.
[02:46:12.000 --> 02:46:16.000]  They'll see somebody with a deer hung up in their driveway, skinning it.
[02:46:16.000 --> 02:46:23.000]  They call animal control saying, I saw somebody torture in a deer and they'll send cops out to see what you're doing.
[02:46:23.000 --> 02:46:27.000]  So you shoot a deer legally and lawfully, you got it hung up, cutting it up.
[02:46:27.000 --> 02:46:32.000]  People see you a human with an animal, they think that's illegal, Zimmerman.
[02:46:32.000 --> 02:46:34.000]  These people just don't get it.
[02:46:34.000 --> 02:46:37.000]  And there is this whole Southern culture of helping each other too,
[02:46:37.000 --> 02:46:40.000]  which I don't think exists in those places.
[02:46:40.000 --> 02:46:44.000]  In California, places like LA or New York City, it's more like, I got mine,
[02:46:44.000 --> 02:46:50.000]  I don't care about anyone else, which that's kind of a statement that doesn't fit everyone there.
[02:46:50.000 --> 02:46:54.000]  But for the most part, in places like Seattle that we went to, just how rude people are.
[02:46:54.000 --> 02:46:59.000]  Here in Texas, people hold the door for each other and they help each other in times of need.
[02:46:59.000 --> 02:47:03.000]  Women would laugh at me if I just instinctively was going through it.
[02:47:03.000 --> 02:47:05.000]  And so I'd go ahead and, yeah, leave the door open.
[02:47:05.000 --> 02:47:07.000]  It was just a nastiness.
[02:47:07.000 --> 02:47:10.000]  Look at that sexist male holding the door open for a woman.
[02:47:10.000 --> 02:47:15.000]  That was a minority of folks, but let me tell you, the Canadians that worked on the oil rigs,
[02:47:15.000 --> 02:47:20.000]  worked on the ships and the average folks were super nice just like you were in Texas or anywhere else.
[02:47:20.000 --> 02:47:23.000]  It was in the cities, all these freaked out, angry people.
[02:47:23.000 --> 02:47:27.000]  They're hateful people. They really are.
[02:47:27.000 --> 02:47:29.000]  I want to go back to Annette and more calls. Stay there, Zimmerman.
[02:47:29.000 --> 02:47:35.000]  Annette in Oklahoma, any other points for the folks that are watching and listening?
[02:47:35.000 --> 02:47:38.000]  I have to tell you, I visited A&M on Howdy Day.
[02:47:38.000 --> 02:47:41.000]  So I knew that there was no place else in the nation that I could go to school
[02:47:41.000 --> 02:47:44.000]  because that was a friendly place on the planet.
[02:47:44.000 --> 02:47:51.000]  But remember, this Governor Abbott called this mayor four times and the mayor didn't answer the phone.
[02:47:51.000 --> 02:47:56.000]  He didn't respond to the messages and he didn't call Governor Abbott back.
[02:47:56.000 --> 02:47:59.000]  So these mayors have a fiduciary responsibility.
[02:47:59.000 --> 02:48:03.000]  And if they're not going to care for their constituents, then why do we have a mayor?
[02:48:03.000 --> 02:48:06.000]  If they're not going to have contingency plans, that's their job.
[02:48:06.000 --> 02:48:09.000]  And you're right. There's something about liberals.
[02:48:09.000 --> 02:48:12.000]  Like you were saying, Owen, it's a culture of I don't care.
[02:48:12.000 --> 02:48:14.000]  They get off on the dereliction of duty.
[02:48:14.000 --> 02:48:16.000]  Here's the governor calling all these cities.
[02:48:16.000 --> 02:48:18.000]  You need help? Tell them to get out of there.
[02:48:18.000 --> 02:48:21.000]  In the low-lying areas, you're not running alerts. Why not? Oh, shut up.
[02:48:21.000 --> 02:48:24.000]  You're nonsensical. That's fake news.
[02:48:27.000 --> 02:48:29.000]  Good point, Annette. Anything else?
[02:48:29.000 --> 02:48:32.000]  Well, just to say, the shelter in place. That's deadly.
[02:48:32.000 --> 02:48:35.000]  No, you're right. You're telling people shelter in place?
[02:48:35.000 --> 02:48:38.000]  No, get to high ground if you're in a low-water area.
[02:48:38.000 --> 02:48:41.000]  These citizens in these counties are recommended to completely evacuate.
[02:48:41.000 --> 02:48:44.000]  No other. Since when do they not do the alerts?
[02:48:44.000 --> 02:48:48.000]  They have to be held responsible. Or this is going to keep happening,
[02:48:48.000 --> 02:48:50.000]  and some more people are going to die because they don't take their job seriously.
[02:48:50.000 --> 02:48:53.000]  Well, you know, Scowzen got it right. It's the lawyers.
[02:48:53.000 --> 02:48:56.000]  They didn't want to have a position, but not having a position.
[02:48:56.000 --> 02:48:59.000]  It's kind of like the Rush song. You may choose not to choose,
[02:48:59.000 --> 02:49:02.000]  but not choosing. You still made a choice.
[02:49:02.000 --> 02:49:03.000]  Don't people...
[02:49:03.000 --> 02:49:05.000]  But that's true. The lawyers are telling them,
[02:49:05.000 --> 02:49:09.000]  if you just wipe your hands of this, then the blood won't be on your hands.
[02:49:09.000 --> 02:49:12.000]  That's... I think that that's what Joel was saying.
[02:49:12.000 --> 02:49:15.000]  Hey, if you tell people to evacuate, and then there's a panic,
[02:49:15.000 --> 02:49:17.000]  and then people die, well, blood's on your hands.
[02:49:17.000 --> 02:49:21.000]  If you don't tell people anything and people die, well, you're okay.
[02:49:21.000 --> 02:49:23.000]  It's sick.
[02:49:23.000 --> 02:49:27.000]  And it all comes down, really, though, again, to the average individual.
[02:49:27.000 --> 02:49:29.000]  And here's the average. The average individual...
[02:49:29.000 --> 02:49:33.000]  Exactly. The average individual, though, was listening to the authority figure waiting,
[02:49:33.000 --> 02:49:36.000]  and the authority figure just wanted to paycheck.
[02:49:36.000 --> 02:49:37.000]  They didn't want the authority.
[02:49:37.000 --> 02:49:42.000]  Because the authority means you're like Abbott on the phone, or Trump on the phone, and are in the helicopters.
[02:49:42.000 --> 02:49:45.000]  It means you're actually going to have to go bust your butt.
[02:49:45.000 --> 02:49:47.000]  Zimmerman, other points. Thank you, Annette. Great points.
[02:49:47.000 --> 02:49:49.000]  Well, that was one of the points I was going to make,
[02:49:49.000 --> 02:49:53.000]  is that Abbott was not, you know, directing all this and orchestrating all this.
[02:49:53.000 --> 02:49:56.000]  From the governor's mansion here from Austin, he was actually at, like,
[02:49:56.000 --> 02:50:00.000]  one of these Ford command centers where they're, you know, answering calls,
[02:50:00.000 --> 02:50:03.000]  coordinating, you know, what boats go where, what supplies go where.
[02:50:03.000 --> 02:50:04.000]  You know, Abbott was acting.
[02:50:04.000 --> 02:50:06.000]  And that's why we're seeing a good response.
[02:50:06.000 --> 02:50:08.000]  We're seeing a lot better response this time.
[02:50:08.000 --> 02:50:12.000]  And he was immediately on the phone with Trump, you know, getting this declared a disaster,
[02:50:12.000 --> 02:50:14.000]  you know, before the storm even hit.
[02:50:14.000 --> 02:50:19.000]  I really saw some good leadership there from Governor Abbott.
[02:50:19.000 --> 02:50:22.000]  Why are Democrats just institutionally incompetent?
[02:50:22.000 --> 02:50:25.000]  Because Bush did some bad stuff. We exposed it. These people are incompetent.
[02:50:25.000 --> 02:50:28.000]  They're afraid of their own shadow. They're afraid of everything.
[02:50:28.000 --> 02:50:30.000]  They're afraid of America. They're afraid of their own shadow.
[02:50:30.000 --> 02:50:32.000]  They're afraid of political correctness. They're afraid of saying...
[02:50:32.000 --> 02:50:35.000]  The ACLU says, you know, we're sorry we tweeted out a picture of a white child.
[02:50:35.000 --> 02:50:38.000]  I mean, what? If that's not fear, I don't know what it is.
