[00:00:03.010 --> 00:00:18.191]  InfoWars has been banned.
[01:54:11.026 --> 01:54:12.226]  The really good news.
[01:54:12.226 --> 01:54:14.087]  Humanity is awakening to this threat.
[01:54:14.847 --> 01:54:26.854]  We're no longer asleep and we understand that the globals are our mortal enemies and we fundamentally understand that they're trying to end our nation and the free market and our Judeo-Christian roots forever.
[01:54:26.854 --> 01:54:40.902]  That's why we must come together now as Americans of a race, color, and creed and repudiate the new world order and stand firm and vote for Donald Trump, but also the information war, support independent media that tells the truth, like InfoWars.com.
[01:54:40.902 --> 01:54:41.242]  Thank you.
[01:54:45.026 --> 01:54:53.990]  You're listening to the Alex Jones Show.
[01:54:53.990 --> 01:55:07.075]  Day after day, alone on a hill, the man with the foolish plan... I have to tell you, I'm very sensitive.
[01:55:07.075 --> 01:55:12.818]  The stuff that we're in possession of contains a thousand, maybe more, photographs.
[01:55:13.939 --> 01:55:23.182]  That are highly, highly, uh, anywhere from inappropriate to illegal and have to be possessed by the Chinese government.
[01:55:23.182 --> 01:55:27.624]  If the Chinese government doesn't have these photographs, they're not really a rival.
[01:55:27.624 --> 01:55:29.765]  I mean, I, I did intelligence work.
[01:55:29.765 --> 01:55:32.405]  I helped to start the Pfizer Corps.
[01:55:32.405 --> 01:55:37.347]  I know this business and I know, I know the Cold War people better than I do the people now.
[01:55:37.347 --> 01:55:39.408]  All my Pfizer warrants were against China and Russia.
[01:55:40.640 --> 01:55:45.521]  They have got everything the American people are going to look at in the next five days.
[01:55:45.521 --> 01:55:48.982]  China's been looking at for a long time.
[01:55:48.982 --> 01:55:49.683]  And you heard that.
[01:55:49.683 --> 01:55:51.463]  They're going to roll this out over five days.
[01:55:51.463 --> 01:55:53.484]  So we're into day two now.
[01:55:53.484 --> 01:55:56.965]  The new emails are on InfoWars.com.
[01:55:56.965 --> 01:55:59.145]  I just covered them.
[01:55:59.145 --> 01:56:05.327]  And it's Honor Biden saying, look, you agreed to $30 million for me to introduce you to my dad.
[01:56:05.327 --> 01:56:08.528]  Now, part of the deal of us giving what you want is a percentage of the money as well.
[01:56:09.437 --> 01:56:22.659]  So, it's open and shut, it's bombshell, and it's why the criminals are involved in obstruction of justice, aiding and abetting, giving sucker.
[01:56:22.659 --> 01:56:27.000]  It's just organized crime by big tech.
[01:56:27.000 --> 01:56:32.081]  But, you know, the FBI will do nothing and Congress will do nothing, but probably stick their thumbs up their rear ends.
[01:56:32.081 --> 01:56:34.301]  And I'm sorry to talk like that, but that's what I expect.
[01:56:34.301 --> 01:56:35.262]  Okay, who's been holding the longest?
[01:56:35.262 --> 01:56:36.002]  Is it Matt?
[01:56:36.002 --> 01:56:36.302]  Is it...
[01:56:37.901 --> 01:56:41.344]  John, is it DJ?
[01:56:41.344 --> 01:56:44.727]  Who's been home the longest here?
[01:56:44.727 --> 01:56:47.249]  Let's go ahead and talk to Steve in New York.
[01:56:47.249 --> 01:56:49.551]  Steve, welcome.
[01:56:49.551 --> 01:56:50.211]  Hey, what's up Alex?
[01:56:50.211 --> 01:56:51.272]  Thanks for taking my call.
[01:56:51.272 --> 01:56:52.934]  Man, we're living history, brother.
[01:56:52.934 --> 01:56:54.595]  Is this not incredible?
[01:56:54.595 --> 01:57:01.581]  This is an incredible moment in history, and what we need to do, now that big tech is completely shadowbanning
[01:57:01.960 --> 01:57:02.801]  We're good to go.
[01:57:16.198 --> 01:57:18.420]  We have to keep fighting in a harder way.
[01:57:18.420 --> 01:57:25.385]  But now that we are on the attack, we have the headline of Hunter Biden and possibly this Benghazi thing that's going on.
[01:57:25.385 --> 01:57:26.466]  We have to attack.
[01:57:26.466 --> 01:57:28.687]  We cannot be silent anymore.
[01:57:28.687 --> 01:57:31.109]  And attack on every platform imaginable.
[01:57:31.109 --> 01:57:31.890]  No, I totally agree.
[01:57:31.890 --> 01:57:34.071]  That's why we've got Man.Video.
[01:57:34.071 --> 01:57:35.572]  That's why we've got Infowars.com.
[01:57:35.572 --> 01:57:37.033]  They're shutting everything else down.
[01:57:37.033 --> 01:57:40.196]  And this is why this is so serious, brother.
[01:57:40.196 --> 01:57:44.439]  They're shutting you down since... Oh, it's your first platform to be shut down.
[01:57:45.138 --> 01:57:51.007]  I have a big following on Instagram, on TikTok, which is a conservative app, and I've been shadowbanned.
[01:57:51.007 --> 01:57:53.391]  Nobody sees my videos, and it's everybody.
[01:57:53.391 --> 01:57:58.839]  It's all consenters on every platform, and it's time to attack big tech like we've ever had before.
[01:58:01.564 --> 01:58:02.325]  I mean, I agree.
[01:58:02.325 --> 01:58:03.846]  Listen, I'm not a fascist.
[01:58:03.846 --> 01:58:05.107]  I'm not an authoritarian.
[01:58:05.107 --> 01:58:09.951]  They're the ones shutting down info, blocking the government, blocking Congress.
[01:58:09.951 --> 01:58:13.834]  George Washington would just order troops to occupy these facilities.
[01:58:13.834 --> 01:58:14.755]  It would be a no-brainer.
[01:58:14.755 --> 01:58:15.576]  He'd just sign the order.
[01:58:15.576 --> 01:58:16.297]  That'd be it.
[01:58:16.297 --> 01:58:17.678]  America would back it because they'd know.
[01:58:17.678 --> 01:58:20.520]  It wasn't George Washington seizing control of information.
[01:58:20.520 --> 01:58:22.642]  It was him freeing information.
[01:58:22.642 --> 01:58:23.743]  But they're trying.
[01:58:23.743 --> 01:58:25.424]  I don't think they think Trump will do it.
[01:58:25.424 --> 01:58:26.966]  I think they'll roll over immediately.
[01:58:28.402 --> 01:58:33.525]  I think they ought to have special operations from the Army take over Big Tech right now.
[01:58:33.525 --> 01:58:34.585]  I'm serious.
[01:58:34.585 --> 01:58:35.406]  I completely agree.
[01:58:35.406 --> 01:58:41.829]  I think some sort of way the military needs to get involved and we need to shut this down.
[01:58:41.829 --> 01:58:43.230]  No, no, no.
[01:58:43.230 --> 01:58:47.032]  We already have Big Tech operating as a government with its ICOMs.
[01:58:47.032 --> 01:58:49.554]  So my military better protect me now!
[01:58:50.615 --> 01:58:54.738]  Yep, and then they're going to try and attempt to call Trump a dictator while he does this.
[01:58:54.738 --> 01:58:55.898]  But what other way to do it?
[01:58:55.898 --> 01:58:57.319]  We have to break up Big Tech.
[01:58:57.319 --> 01:58:58.260]  It's just a monopoly.
[01:58:58.260 --> 01:58:59.821]  It's way bigger than the government.
[01:58:59.821 --> 01:59:03.303]  It's surveilling more than... If the NSA was doing this, I'd say arrest them!
[01:59:03.303 --> 01:59:07.845]  Yep, everybody gets their information from it.
[01:59:07.845 --> 01:59:10.787]  It's just time to break it up all together.
[01:59:10.787 --> 01:59:12.248]  It's time to arrest these people.
[01:59:12.248 --> 01:59:14.209]  That's right, the courts are controlled.
[01:59:14.209 --> 01:59:15.190]  You can't do it that way.
[01:59:15.190 --> 01:59:17.511]  I mean, I'm serious.
[01:59:17.511 --> 01:59:19.252]  If the FBI won't do their job, the U.S.
[01:59:19.252 --> 01:59:20.213]  Army needs to do it.
[01:59:20.731 --> 01:59:24.113]  By the way, that's historically who deals with stuff domestically in the United States.
[01:59:24.113 --> 01:59:27.096]  You got Posse Comitatus, they claim the Marines can handle it.
[01:59:27.096 --> 01:59:29.217]  I don't think the Marines are a big enough force to do this.
[01:59:29.217 --> 01:59:31.299]  I mean, they could be attached to the Army if they want.
[01:59:31.299 --> 01:59:32.279]  And folks, I don't just say this.
[01:59:32.279 --> 01:59:34.161]  I really mean this, okay?
[01:59:34.161 --> 01:59:43.707]  I mean, the Chinese government is literally attacking us and threatening to blow our ships up right now and are in bed with the Democrats.
[01:59:43.707 --> 01:59:44.828]  Stop it!
[01:59:44.828 --> 01:59:45.649]  Stop it now!
[01:59:50.202 --> 01:59:53.585]  Are you sick and tired of your calm, peaceful life?
[01:59:53.585 --> 01:59:55.547]  Are you sleeping too well at night?
[01:59:55.547 --> 01:59:59.290]  Is your city too safe?
[01:59:59.290 --> 02:00:01.031]  Well, not anymore!
[02:00:01.031 --> 02:00:03.434]  Introducing... Democrats!
[02:00:03.434 --> 02:00:07.677]  Politicians so incompetent, they'll fill your neighborhood with liars!
[02:00:07.677 --> 02:00:08.038]  Looting!
[02:00:09.159 --> 02:00:12.382]  Rampant violence and even homelessness.
[02:00:12.382 --> 02:00:17.387]  The secret is a special blend of corruption and good old-fashioned stupidity.
[02:00:17.387 --> 02:00:19.789]  No more pesky law and order.
[02:00:19.789 --> 02:00:22.291]  When Democrats are in charge, nobody's safe.
[02:00:23.471 --> 02:00:28.874]  Simply vote for Democrats, sit back, and watch your neighborhood burn to the ground!
[02:00:28.874 --> 02:00:29.795]  But wait!
[02:00:29.795 --> 02:00:38.660]  Vote for Democrats now and they'll include rolling blackouts, election fraud, cancel culture, taxes, and more taxes!
[02:00:38.660 --> 02:00:41.702]  Democrats, bringing chaos right to your front door!
[02:00:57.843 --> 02:01:05.933]  We're even fighting against this guy.
[02:01:05.933 --> 02:01:06.574]  But you know what?
[02:01:06.574 --> 02:01:07.895]  They're a powerful party.
[02:01:07.895 --> 02:01:10.098]  They're a very corrupt party.
[02:01:10.098 --> 02:01:13.062]  They're in bed with the media, the fake news right back there.
[02:01:20.040 --> 02:01:22.122]  And totally protected by big tech.
[02:01:22.122 --> 02:01:27.105]  If I said what he said, they'd be calling for me out of there in 24 hours.
[02:01:27.105 --> 02:01:32.129]  What this guy has said, two days ago he said, I'm running for the United States Senate.
[02:01:32.129 --> 02:01:38.793]  That's the third time he said, I'm running for the... Now that's not, look, that's not like a regular, like, mistake.
[02:01:38.793 --> 02:01:40.995]  You can make a mistake.
[02:01:40.995 --> 02:01:44.557]  He said that, and he said other things, but we won't even get into it.
[02:01:44.557 --> 02:01:45.138]  This is crazy.
[02:01:46.468 --> 02:01:48.310]  This is the craziest race.
[02:01:48.310 --> 02:01:49.230]  You know what?
[02:01:49.230 --> 02:01:54.695]  I'm running against the worst candidate in the history of presidential politics.
[02:01:54.695 --> 02:01:57.537]  And if I lose, it puts more pressure.
[02:01:57.537 --> 02:01:59.398]  I wish it was good.
[02:01:59.398 --> 02:02:00.219]  I wish it was good.
[02:02:00.219 --> 02:02:01.420]  I'd have less pressure.
[02:02:01.420 --> 02:02:03.501]  I mean, how do you lose to a guy like that?
[02:02:03.501 --> 02:02:06.144]  How do you lose to a guy like this?
[02:02:06.144 --> 02:02:07.244]  Aye, aye, aye.
[02:02:07.244 --> 02:02:09.506]  And by the way, we're leading in North Carolina.
[02:02:09.506 --> 02:02:10.887]  Poll just came out.
[02:02:10.887 --> 02:02:12.248]  And the same speech he said.
[02:02:13.229 --> 02:02:15.410]  Communist China wins, if I lose.
[02:02:15.410 --> 02:02:17.612]  They've done one-sided deals with middlemen.
[02:02:17.612 --> 02:02:18.592]  They're screwing you over.
[02:02:18.592 --> 02:02:22.734]  We're going to fix those, and he's got a plan to do it.
[02:02:22.734 --> 02:02:24.175]  That's what he said just an hour ago.
[02:02:24.175 --> 02:02:25.896]  Here's what he said last night as well.
[02:02:25.896 --> 02:02:26.296]  Here it is.
[02:02:26.296 --> 02:02:30.499]  If China wins, China will own the United States.
[02:02:30.499 --> 02:02:34.261]  And I turned it all around, and you know that better than anybody.
[02:02:34.261 --> 02:02:41.565]  In 2019, if you go back 10 years, everybody projected 2019 the economy of China was going to be bigger than the U.S.
[02:02:42.523 --> 02:02:46.904]  Except it didn't happen because I got elected and I turned it the opposite way.
[02:02:46.904 --> 02:02:49.865]  We were picking up much more than them.
[02:02:49.865 --> 02:02:54.126]  And then I did the no dumping steal and I did tariffs and I did everything on them.
[02:02:54.126 --> 02:02:56.546]  No, no, they want Sleepy Joe to win.
[02:02:56.546 --> 02:03:05.608]  And if he does, if Sleepy Joe wins, China will own the United States.
[02:03:05.608 --> 02:03:08.109]  And that's literally what's happening.
[02:03:08.109 --> 02:03:09.549]  Someone explain the threat continuum.
[02:03:11.485 --> 02:03:13.487]  I don't want to kill somebody breaking into my house.
[02:03:13.487 --> 02:03:14.548]  I don't want to deal with the cops.
[02:03:14.548 --> 02:03:16.710]  I don't want to kill somebody.
[02:03:16.710 --> 02:03:19.573]  There's a little bloody dead body, blood coming out of their mouth.
[02:03:19.573 --> 02:03:20.474]  They look pathetic.
[02:03:20.474 --> 02:03:22.336]  It's a problem.
[02:03:22.336 --> 02:03:24.298]  They'll crap on your floor a lot of times.
[02:03:24.298 --> 02:03:27.241]  You've got to clean them out of your house.
[02:03:27.241 --> 02:03:31.425]  But if you come into my house while my family's there, I'm going to kill you a day and a half.
[02:03:31.425 --> 02:03:32.946]  And it's the same message to the globalists.
[02:03:34.212 --> 02:03:37.419]  It's like Catherine Austin Fitz was using the analogy from Yellowstone.
[02:03:37.419 --> 02:03:41.428]  I've only watched a few episodes because one of my buddies is on there, Steiner.
[02:03:41.428 --> 02:03:42.651]  His brother and dad are on the show.
[02:03:46.476 --> 02:03:52.620]  They got like these bad guy lawyers trying to take their ranch over and they've done all this violent stuff and finally they've gone and they're about to kill him.
[02:03:52.620 --> 02:03:56.903]  And the ranching family says, why'd you make us kill you?
[02:03:56.903 --> 02:03:59.725]  Like, we didn't want to kill you, but we're going to kill you now.
[02:03:59.725 --> 02:04:02.327]  They go, well, no one ever stood up to us before.
[02:04:02.327 --> 02:04:02.787]  And you know what?
[02:04:02.787 --> 02:04:04.148]  That is such a deep statement.
[02:04:04.148 --> 02:04:05.929]  It seems so simple.
[02:04:05.929 --> 02:04:10.012]  Like no one's ever stood up to these people.
[02:04:10.012 --> 02:04:12.674]  And so I'm Mr. Anti-Police State.
[02:04:12.674 --> 02:04:14.015]  I'm Mr. Anti-Surveillance.
[02:04:15.503 --> 02:04:17.544]  That doesn't mean I'm against the police and military.
[02:04:17.544 --> 02:04:25.750]  We have that when big organized groups attack us, they're supposed to do something.
[02:04:25.750 --> 02:04:29.473]  And China is all over their major news saying, we're going to blow up U.S.
[02:04:29.473 --> 02:04:31.835]  bases in Asia.
[02:04:31.835 --> 02:04:33.976]  We're going to nuke the United States.
[02:04:33.976 --> 02:04:36.438]  They've got flyovers threatening to bomb Hong Kong.
[02:04:38.854 --> 02:04:43.975]  And they're literally owning our media, threatening us, and I'm just sick of it, man.
[02:04:43.975 --> 02:04:53.038]  But let me tell you, China would give up real quick if Hollywood and the Democrats were not so arrogant, but they've never gotten in trouble.
[02:04:53.038 --> 02:05:06.682]  You know, if I was working with a foreign power, trying to overthrow the U.S., trying to kill the dollar, I would expect in the old days, I'd walk out to my car and a former person associated with the Green Berets would break my neck.
[02:05:07.790 --> 02:05:10.213]  Wouldn't be somebody in the Green Berets, somebody formally associated with it.
[02:05:10.213 --> 02:05:11.134]  They'd break my neck.
[02:05:11.134 --> 02:05:13.796]  That was back when the country was free.
[02:05:13.796 --> 02:05:21.024]  Because if I worked for a front power, if I tried to actually overthrow the government, I wasn't a citizen then, I would just get my neck broken.
[02:05:21.024 --> 02:05:24.388]  Or I'd commit suicide in the garage with, you know, with the car on.
[02:05:24.388 --> 02:05:25.909]  I wouldn't really commit suicide, they'd kill me.
[02:05:26.837 --> 02:05:28.498]  But see, we don't have that anymore.
[02:05:28.498 --> 02:05:30.199]  That's all been gotten rid of.
[02:05:30.199 --> 02:05:37.083]  And instead, we just have chi-coms and the left killing people and pissing and pedophiles running everything.
[02:05:37.083 --> 02:05:41.225]  And it just goes on and on and on and no one respects us.
[02:05:41.225 --> 02:05:42.186]  And we're a big joke.
[02:05:42.186 --> 02:05:44.187]  And China's got this 5 million man army.
[02:05:44.187 --> 02:05:47.729]  And they're taking the whole planet over.
[02:05:47.729 --> 02:05:50.411]  And big tech grovels to them.
[02:05:50.411 --> 02:05:52.292]  They have respect for them.
[02:05:52.292 --> 02:05:53.733]  They have no respect for us.
[02:05:57.227 --> 02:06:21.802]  But I guarantee you, if one of the heads of Big Tech tonight fell down their stairs and broke their neck, and I'm not calling for that, I'm just saying, if Tim Cook, or Bill Gates, or Jack Dorsey, or Sundar Pichai, or Eric Schmidt fell down their stairs tonight, and bounced their little head up against the wall and broke their neck,
[02:06:23.134 --> 02:06:27.137]  They'd be pissing themselves tomorrow stopping what they're doing.
[02:06:27.137 --> 02:06:47.573]  But our weakness has opened a channel up for them to then screw us constantly, eternally, ongoing, and then we wonder why we're on the edge of nuclear war, and it's because we've got a bunch of weirdo tech people running everything.
[02:06:47.573 --> 02:06:48.054]  Just saying.
[02:06:49.713 --> 02:06:53.195]  So, I'm not a general, and I'm not up here calling shots.
[02:06:53.195 --> 02:06:55.837]  All I know is I call what I see going down.
[02:06:55.837 --> 02:07:00.200]  And I said I'm going to your phone calls, and I said I'd take them all this hour, so I'm going to shut up now.
[02:07:00.200 --> 02:07:13.129]  But, 18 days out from the election, Big Tech works with China, they're screwing the country, they literally want a civil war, they're out of control, and it's going to cause millions of dead, probably, if this keeps going this way.
[02:07:13.129 --> 02:07:14.050]  And I just want to stop.
[02:07:14.050 --> 02:07:18.633]  I just want... See, the President doesn't have a few good men.
[02:07:20.879 --> 02:07:22.159]  The truth is we're a soft country.
[02:07:22.159 --> 02:07:24.220]  I'm soft too.
[02:07:24.220 --> 02:07:26.640]  People can't keep their mouth shut.
[02:07:26.640 --> 02:07:29.341]  And instead we've got all these leftists walking around out there.
[02:07:29.341 --> 02:07:31.401]  They're going to kill this person.
[02:07:31.401 --> 02:07:34.802]  Oh yeah, you're not going to kill anybody, fat ass.
[02:07:34.802 --> 02:07:40.843]  And you know, all these big, in fact, let's play the Democratic Party chairman or whatever in Denver.
[02:07:40.843 --> 02:07:41.723]  Let's play him and go to break.
[02:07:41.723 --> 02:07:43.683]  I'll come back with the calls.
[02:07:43.683 --> 02:07:46.164]  Let's play the latest Project Veritas I didn't get to yesterday.
[02:07:47.807 --> 02:07:50.872]  Where he's got all these dreams of guillotines and the rest of it.
[02:07:50.872 --> 02:07:54.599]  And you know, hell, actually, we're so weak, we'd probably all give them our kids.
[02:07:54.599 --> 02:07:56.902]  Here, put them in a guillotine, sir.
[02:07:56.902 --> 02:07:57.443]  But here it is.
[02:07:58.942 --> 02:08:00.243]  2020 is a political revolution.
[02:08:00.243 --> 02:08:05.164]  I am going to do everything morally acceptable to win.
[02:08:05.164 --> 02:08:12.547]  I will lie, I will cheat, I will steal, because that's morally acceptable in this political environment.
[02:08:12.547 --> 02:08:20.330]  This is Chris Jacks from Our Revolution, a radical left 501c4 organization bent on creating a, quote, political revolution in the United States.
[02:08:21.030 --> 02:08:24.571]  Jacks represents the Democratic Party here in Colorado.
[02:08:24.571 --> 02:08:31.614]  And Jacks says a Biden administration will be used to advance his political objectives or else there will be violence.
[02:08:31.614 --> 02:08:36.856]  It's going to take a strategic hit against the 21% that's in charge.
[02:08:36.856 --> 02:08:38.356]  Because that's who it is.
[02:08:40.917 --> 02:08:44.078]  Bezos funds this guy's actual group.
[02:08:44.078 --> 02:08:44.698]  Let's just continue.
[02:09:11.444 --> 02:09:21.271]  You always have to have somebody that's willing to hold up the flag and say, no, this is the line in the sand, and we're the ones holding that line.
[02:09:21.271 --> 02:09:25.354]  But they ain't stabbing mother****** like they used to.
[02:09:25.354 --> 02:09:27.175]  They don't have to though, because they used to stab.
[02:09:37.179 --> 02:09:38.520]  Mr. Jax is so tough.
[02:09:38.520 --> 02:09:43.986]  Hey, Jax, let's get in a ring, three rounds with baseball bats, you won't survive 30 seconds.
[02:09:43.986 --> 02:09:47.609]  In fact, your baseball bat can have nails in it.
[02:09:47.609 --> 02:09:49.771]  I would love to get in a ring with that guy, man.
[02:09:49.771 --> 02:09:53.795]  I mean, he's such a full of it piece of crap, man.
[02:09:53.795 --> 02:09:58.780]  He wants to go out, he wants to kill people, he wants blood, he wants power, because he's never done that.
[02:09:58.780 --> 02:10:00.442]  He has no idea what that's all about.
[02:10:02.091 --> 02:10:05.334]  And all I'm saying is, okay, I'm gonna be a good boy.
[02:10:05.334 --> 02:10:05.935]  I'm gonna stop now.
[02:10:05.935 --> 02:10:07.216]  You've been holding a while.
[02:10:07.216 --> 02:10:16.884]  Austin and Kevin, been holding the longest, and DJ, Tim, Patrick, Mel, Jared, Brooke, everybody.
[02:10:16.884 --> 02:10:19.827]  I'm gonna be a good boy.
[02:10:19.827 --> 02:10:21.989]  What a time to be alive, ladies and gentlemen.
[02:10:21.989 --> 02:10:23.110]  What a time to be alive.
[02:10:24.602 --> 02:10:26.383]  What a time to be alive.
[02:10:26.383 --> 02:10:28.543]  What an incredible time to be here.
[02:10:28.543 --> 02:10:31.404]  Remember, remember, remember, remember.
[02:10:31.404 --> 02:10:38.307]  They hate it when you share the live links to the show on your private email, your private text with a few areas not totally censored.
[02:10:38.307 --> 02:10:40.187]  Now do it while you still can.
[02:10:40.187 --> 02:10:42.708]  Jam it up the globalists, you know what.
[02:10:42.708 --> 02:10:44.669]  And tell folks about those local radio stations.
[02:10:44.669 --> 02:10:45.189]  We'll be right back.
[02:10:48.228 --> 02:10:52.771]  Introducing InfoWars Life Pure Turmeric Extract.
[02:10:52.771 --> 02:10:55.312]  This is taken under the tongue.
[02:10:55.312 --> 02:10:57.493]  It is pure turmeric.
[02:10:57.493 --> 02:11:06.718]  It goes together very well with our body's ultimate turmeric formula that is taken as a powdered capsule and absorbed in the stomach and intestines.
[02:11:06.718 --> 02:11:12.562]  This is absorbed under the tongue into the bloodstream and then the remaining also is then absorbed by the stomach.
[02:11:12.562 --> 02:11:14.703]  So it's more of an intense delivery system.
[02:11:15.163 --> 02:11:18.384]  The two formulas are different, but both are concentrates.
[02:11:18.384 --> 02:11:20.224]  And our first product got rave reviews.
[02:11:20.224 --> 02:11:22.345]  We've now been testing this out for several months.
[02:11:22.345 --> 02:11:24.546]  Some of our staff like it more than bodies.
[02:11:24.546 --> 02:11:25.906]  Some like bodies better.
[02:11:25.906 --> 02:11:30.027]  For me, they're both amazing for their anti-inflammatory action and so much more.
[02:11:30.027 --> 02:11:31.227]  And they fund the InfoWar.
[02:11:31.227 --> 02:11:35.829]  So get our new liquid turmeric extract exclusively at InfoWarStore.com today.
[02:11:35.829 --> 02:11:36.829]  An additional 25% off.
[02:11:36.829 --> 02:11:37.209]  This is a 360 win.
[02:11:40.330 --> 02:11:45.413]  Tumeric is renowned for what it does for all of our bodies, for inflammation and so much more.
[02:11:45.413 --> 02:11:47.275]  Get yours today at Infowarslife.com.
[02:12:10.670 --> 02:12:12.352]  Isn't that nice?
[02:12:12.352 --> 02:12:18.717]  And they said, oh, no criticism of Bill Gates or vaccines or adverse reactions will be allowed.
[02:12:18.717 --> 02:12:24.122]  And, of course, they've passed a law saying that when you get sick from inoculations, they will have liability protection.
[02:12:24.122 --> 02:12:25.363]  The perfect storm.
[02:12:25.363 --> 02:12:29.486]  Oh, and of course, if you look at Alphabet, the parent company of Google and, of course, YouTube,
[02:12:30.527 --> 02:12:41.057]  They just so happen to be heavily invested in hundreds of big pharma companies and over a dozen big vaccine makers, and they're invested with, you guessed it, Billy Boy Gates.
[02:12:41.057 --> 02:12:44.480]  So the electronic straitjacket and gag is going on us right now.
[02:12:44.480 --> 02:12:51.266]  I suggest we take action and Congress take action now.
[02:12:51.266 --> 02:12:53.909]  You're listening to the Alex Jones Show.
[02:13:12.972 --> 02:13:19.314]  All right, let's go to your phone calls right now on this October 15th Global Transmission.
[02:13:19.314 --> 02:13:22.754]  Let's talk to Kevin in Iowa.
[02:13:22.754 --> 02:13:25.275]  Thanks for holding, you're on the air.
[02:13:25.275 --> 02:13:29.916]  Yes, I'm an electronics technician, engineer.
[02:13:29.916 --> 02:13:37.658]  And one way to keep the internet going, I think, would be to make sure that they can't get their propaganda out.
[02:13:37.658 --> 02:13:38.598]  And how do we do that?
[02:13:38.598 --> 02:13:41.299]  You have to take out the STLs.
[02:13:41.852 --> 02:13:45.933]  You're talking about the repeater systems!
[02:13:45.933 --> 02:13:47.334]  Pardon?
[02:13:47.334 --> 02:13:47.754]  The repeaters.
[02:14:08.789 --> 02:14:10.630]  Repeaters.
[02:14:10.630 --> 02:14:17.173]  The local emergency station repeating systems.
[02:14:17.173 --> 02:14:20.174]  The STLs are the studio to transmitter link.
[02:14:20.174 --> 02:14:20.875]  Yeah.
[02:14:20.875 --> 02:14:23.176]  For the local reporting.
[02:14:23.176 --> 02:14:25.017]  If they can't get... See, I was going the backwards way.
[02:14:25.017 --> 02:14:34.201]  I know those are connect, at least in the past, those are connected to a emergency response national emergency hookup.
[02:14:34.201 --> 02:14:35.102]  Again, I'm not an engineer.
[02:14:35.102 --> 02:14:37.083]  Explain exactly what you're saying.
[02:14:37.083 --> 02:14:37.863]  They can't get their
[02:14:38.635 --> 02:14:44.318]  The STL, if the STL goes down, they'll just, see I used to work for KCRG, Cedar Rapids.
[02:14:44.318 --> 02:14:54.882]  I don't understand, so you're saying it's the local station link to the main station that's broadcasting the satellite link, that's taken out, they've got to do local programming?
[02:14:54.882 --> 02:14:59.805]  Located on the tower, about halfway, okay?
[02:14:59.805 --> 02:15:03.326]  So you're talking about the EAS takeover uplink?
[02:15:03.326 --> 02:15:04.787]  No, yeah, it's like,
[02:15:05.754 --> 02:15:09.555]  That EAS system is at the studio.
[02:15:09.555 --> 02:15:10.075]  I understand.
[02:15:10.075 --> 02:15:12.796]  So you say take out the interface at the tower?
[02:15:12.796 --> 02:15:13.436]  Yep.
[02:15:13.436 --> 02:15:21.178]  And that way, uh, and if that doesn't work, go for the transmission line right in the center of the tower.
[02:15:21.178 --> 02:15:24.959]  And, uh, what this will do, it'll buy us a little bit of time.
[02:15:24.959 --> 02:15:27.720]  It'll take a long time to fix that.
[02:15:27.720 --> 02:15:33.622]  And those guys make $250 an hour getting up there, you know, maybe more now because that was in the nineties, they were making $250 an hour.
[02:15:35.467 --> 02:15:49.271]  Um, but yeah, if that's done, they can't get their information to their little squads on the ground through the, you know, through their, uh, whatever, you know, what they've talked.
[02:15:49.271 --> 02:15:55.093]  And also, that'll keep people from not watching TV and be watchful for, uh, other things.
[02:15:56.767 --> 02:16:03.689]  And they won't be able to take the internet down because... I was about to say then, they're going to see radio and TV as secondary.
[02:16:03.689 --> 02:16:08.030]  Wouldn't it be cell towers as the primary target?
[02:16:08.030 --> 02:16:15.972]  I mean, hypothetically, I would never do this, but just five gallons of gasoline will take out any cell tower.
[02:16:15.972 --> 02:16:25.395]  But I just had my phone line cut, and I was using the phone line to listen to your program.
[02:16:26.628 --> 02:16:29.430]  And that's pretty dastardly.
[02:16:29.430 --> 02:16:33.612]  And then they did it right at the end of the billing cycle.
[02:16:33.612 --> 02:16:36.073]  Magically.
[02:16:36.073 --> 02:16:37.534]  Brother, I know everything's a scam.
[02:16:37.534 --> 02:16:38.274]  I appreciate your call.
[02:16:38.274 --> 02:16:40.195]  I want to be clear.
[02:16:40.195 --> 02:16:42.396]  I don't want to cut any communications.
[02:16:42.396 --> 02:16:48.179]  But they are taking communications over and blocking Congress as Twitter and Facebook are doing.
[02:16:48.179 --> 02:16:49.120]  That's an act of war.
[02:16:50.748 --> 02:16:53.709]  So I get the public thinking about, oh, well, they're going to use communications.
[02:16:53.709 --> 02:16:58.591]  We'd rather just have a station owner that just goes in and bypasses the EAS and tells the truth.
[02:16:58.591 --> 02:17:00.811]  And then no one ever even knows how EAS works.
[02:17:00.811 --> 02:17:02.092]  There's no enforcement.
[02:17:02.092 --> 02:17:03.372]  They have no power.
[02:17:03.372 --> 02:17:07.394]  We just need good people at the radio stations to tell the truth during a crisis.
[02:17:08.354 --> 02:17:09.235]  Alex, it's great to speak with you.
[02:17:32.465 --> 02:17:38.048]  I wanted to just kind of throw out there that, you know, us conservatives really need to organize more.
[02:17:38.048 --> 02:17:45.712]  I don't know how we would do it, but, I mean, we see BLM and Antifa, they're so dang organized, and we've got to be able to compete with that.
[02:17:45.712 --> 02:17:54.717]  But besides that, I wanted to mention that I think our high-ranking military officials are still operating under this U.S.
[02:17:54.717 --> 02:17:58.559]  Army field guide, field manual that was put out in 1979, and it's
