[00:00.000 --> 00:12.000]  We are on the march. The empire is on the run. Alex Jones and the GCN radio network.
[02:15:15.000 --> 02:15:18.000]  roaming around, getting into fights with each other,
[02:15:18.000 --> 02:15:23.000]  spliced in clips from actual zombie movies like Dawn of the Dead.
[02:15:23.000 --> 02:15:26.000]  And by the end of the video, by the time I was rendering the video,
[02:15:26.000 --> 02:15:30.000]  I couldn't tell the difference between which was which,
[02:15:30.000 --> 02:15:36.000]  which was the actual zombie film and which was the human zombies outside the stores on Black Friday.
[02:15:36.000 --> 02:15:40.000]  So again, that zombie line sounds like a cliche, but it's actually true.
[02:15:40.000 --> 02:15:45.000]  The thing I never understood, and we can get on to talking about how Black Friday is a scam anyway,
[02:15:45.000 --> 02:15:49.000]  but why would you camp outside, line up for hours?
[02:15:49.000 --> 02:15:53.000]  I mean, they must have such little respect for their own time.
[02:15:53.000 --> 02:15:57.000]  When you can just sit at home and get the same deals on the Internet.
[02:15:57.000 --> 02:16:04.000]  I mean, is there some kind of ritualistic aspect to this when it seems like a complete waste of time?
[02:16:04.000 --> 02:16:06.000]  They believe everything the television tells them.
[02:16:06.000 --> 02:16:10.000]  And perhaps there may be a very small handful, maybe, you know,
[02:16:10.000 --> 02:16:15.000]  five or 10 people who will get a television at a 50% discount.
[02:16:15.000 --> 02:16:18.000]  But those are going to be the people that have to camp out and wait,
[02:16:18.000 --> 02:16:24.000]  because obviously those five or 10 different TVs at that price are going to be gone within a matter of minutes.
[02:16:24.000 --> 02:16:25.000]  It's so strange.
[02:16:25.000 --> 02:16:29.000]  And, you know, I feel really bad for the employees that have to work
[02:16:29.000 --> 02:16:35.000]  because Black Friday started encroaching earlier and earlier and soon stores,
[02:16:35.000 --> 02:16:41.000]  maybe back in the 90s, stores were opening here in the U.S. at 6 a.m. on Black Friday,
[02:16:41.000 --> 02:16:46.000]  and then 5 a.m., some maybe at 4 a.m., and then maybe about four or five years ago,
[02:16:46.000 --> 02:16:54.000]  I think it was 2012, they opened on Thanksgiving night, some at 5 p.m., some at 6, etc.
[02:16:54.000 --> 02:17:00.000]  And so those employees who are used to working, you know, normal sort of 9 to 5 or retail hours,
[02:17:00.000 --> 02:17:06.000]  you know, 9 to 9 hours, then had to go and work these weird graveyard shifts
[02:17:06.000 --> 02:17:09.000]  that are then being taken away from their families.
[02:17:09.000 --> 02:17:16.000]  So I did this years ago to shame the shoppers to hope to stop this despicable,
[02:17:16.000 --> 02:17:23.000]  complete out-of-control consumerism because it's a cancer on one of the major holidays in the United States.
[02:17:23.000 --> 02:17:32.000]  And it's just spiraled into a violent, just absolutely bizarre, mindless consumer fest.
[02:17:32.000 --> 02:17:35.000]  As I think you reported, now it's spread over to the U.K.,
[02:17:35.000 --> 02:17:39.000]  people are fighting not only just over televisions and tablets,
[02:17:39.000 --> 02:17:44.000]  but over toilet paper and products that have little to no value.
[02:17:44.000 --> 02:17:49.000]  It's so bizarre. It's really hard to even understand.
[02:17:49.000 --> 02:17:53.000]  It is turning into a hunger game scenario.
[02:17:53.000 --> 02:17:55.000]  I mean, you mentioned the U.K.
[02:17:55.000 --> 02:17:59.000]  It was never really a thing in the U.K. that we would have actual fights in the stores,
[02:17:59.000 --> 02:18:03.000]  but now over the past, I think it's two or three years, we see that.
[02:18:03.000 --> 02:18:05.000]  We don't see it to the same level as in the U.S.
[02:18:05.000 --> 02:18:08.000]  But, you know, you mentioned Thanksgiving as someone living in Britain.
[02:18:08.000 --> 02:18:10.000]  I don't celebrate Thanksgiving, obviously.
[02:18:10.000 --> 02:18:16.000]  I don't really recognize the significance of it in terms of, you know, comparing it to Christmas or whatever.
[02:18:16.000 --> 02:18:18.000]  How has that been diluted?
[02:18:18.000 --> 02:18:21.000]  You mentioned they start opening on Thanksgiving.
[02:18:21.000 --> 02:18:24.000]  Do you see that as a direct connection to the breakdown of the family
[02:18:24.000 --> 02:18:27.000]  to the fact that people are spending less time with their family,
[02:18:27.000 --> 02:18:34.000]  don't want to spend time with their family as to why these sales have started earlier and earlier?
[02:18:34.000 --> 02:18:37.000]  Well, think about the people who have to work retail jobs,
[02:18:37.000 --> 02:18:40.000]  which aren't just teenagers or college kids.
[02:18:40.000 --> 02:18:43.000]  You have a lot of people, sometimes even into their 60s,
[02:18:43.000 --> 02:18:47.000]  perhaps even in their early 70s, that are working these retail jobs.
[02:18:47.000 --> 02:18:51.000]  But again, whose hours are usually starting around 9 a.m.
[02:18:51.000 --> 02:18:57.000]  or maybe they'll start a shift at noon and they'll work until 8 or 9 p.m. with a one-hour lunch break.
[02:18:57.000 --> 02:19:02.000]  So usually, for, you know, ever since Thanksgiving had been in place
[02:19:02.000 --> 02:19:06.000]  or these big box stores were in business, they were closed Thanksgiving.
[02:19:06.000 --> 02:19:11.000]  People had to, you know, literally come to work the next day,
[02:19:11.000 --> 02:19:13.000]  but that's totally understandable.
[02:19:13.000 --> 02:19:15.000]  It's the Friday after Thanksgiving.
[02:19:15.000 --> 02:19:18.000]  But when they started opening on Thanksgiving,
[02:19:18.000 --> 02:19:25.000]  you have countless, literally millions of families who have employees that work in these stores
[02:19:25.000 --> 02:19:32.000]  that either can't go to Thanksgiving dinner or can only pop in for perhaps an hour or two hours.
[02:19:32.000 --> 02:19:35.000]  Or if they were going to travel, then they just can't show up at all
[02:19:35.000 --> 02:19:40.000]  because if they had to travel, you know, even if a few hours, go to a relative's house,
[02:19:40.000 --> 02:19:45.000]  now they can't because they have to work and not only work but work these strange hours
[02:19:45.000 --> 02:19:50.000]  and then take sleeping pills, they were recommending sleeping pills to the workers
[02:19:50.000 --> 02:19:53.000]  so that they could actually get to sleep because they were going to have to work these
[02:19:53.000 --> 02:19:57.000]  but midnight to 8 in the morning.
[02:19:57.000 --> 02:20:22.000]  OK, hold that thought, Mark Dice. We'll be right back after this break. Stay tuned.
[02:20:28.000 --> 02:20:32.000]  You know about RVs. You've heard about bunkers.
[02:20:32.000 --> 02:20:37.000]  But surviving is not recreation and man wasn't made to live underground.
[02:20:37.000 --> 02:20:43.000]  Introducing Survivalist Camps, the ultimate fully functional off-the-grid survival bug outhouse
[02:20:43.000 --> 02:20:48.000]  that's mobile, well equipped and custom built to outlast any other RV or trailer.
[02:20:48.000 --> 02:20:51.000]  Go to survivalistcamps.com to learn more.
[02:20:51.000 --> 02:20:56.000]  That's survivalistcamps.com providing your basic needs to survive.
[02:20:56.000 --> 02:20:59.000]  SurvivalistCamps.com.
[02:21:27.000 --> 02:21:31.000]  fully cooked, ready to eat bacon.
[02:21:31.000 --> 02:21:35.000]  I'm talking thick meaty, center cut, presidential bacon, savory and delicious.
[02:21:35.000 --> 02:21:39.000]  I buy some, I use some, I store some, awesome.
[02:21:39.000 --> 02:21:44.000]  No refrigeration needed with a 10 year shelf life NASA pack technology.
[02:21:44.000 --> 02:21:50.000]  Bacon, fully cooked, fully hydrated, ready to eat right from the pack bacon or warm and served.
[02:21:50.000 --> 02:21:52.000]  Life saving, ready to eat bacon.
[02:21:52.000 --> 02:21:59.000]  10 year shelf life bacon, ships free at fullycookedbacon.com, fullycookedbacon.com.
[02:21:59.000 --> 02:22:01.000]  My name is Liam, I'm 41.
[02:22:01.000 --> 02:22:04.000]  I've been using One World Wave for two and a half years now.
[02:22:04.000 --> 02:22:08.000]  I suffered a bulged L4 and L5 disc from a car accident three years ago.
[02:22:08.000 --> 02:22:11.000]  And since that time I've been unable to walk long distances,
[02:22:11.000 --> 02:22:16.000]  do any minor lifting or just normal activities with my children without having severe back pain.
[02:22:16.000 --> 02:22:19.000]  Since I've started using One World Wave, I've been able to walk more,
[02:22:19.000 --> 02:22:22.000]  engage in activities with my children and have less lower back pain.
[02:22:22.000 --> 02:22:27.000]  One World Wave has helped me regain back my strength, confidence and have a healthier life.
[02:22:27.000 --> 02:22:33.000]  I've noticed a weight loss of about 20 pounds, my A1C dropped two points and I have more energy now.
[02:22:33.000 --> 02:22:35.000]  One World Wave has helped me regain back my life.
[02:22:35.000 --> 02:22:40.000]  The results for clients on One World Wave have surpassed the results for most any other supplements
[02:22:40.000 --> 02:22:42.000]  as well as all other weight protein powders.
[02:22:42.000 --> 02:22:45.000]  One World Wave is non-denatured and frequency encoded.
[02:22:45.000 --> 02:22:50.000]  We believe the frequency encoding increases your body's production of glutathione and energy production.
[02:22:50.000 --> 02:22:55.000]  Call 888-988-3325 or visit oneworldway.com.
[02:22:55.000 --> 02:23:16.000]  That's oneworldwhey.com.
[02:23:25.000 --> 02:23:28.000]  Enhancing Health and Privacy.
[02:23:55.000 --> 02:24:24.000]  We are back live on The Alex Jones Show with Mark Dice talking about Black Friday.
[02:24:24.000 --> 02:24:31.000]  If you want to understand what's most important to a society then don't examine it's art or literature.
[02:24:31.000 --> 02:24:33.000]  Simply look at its biggest buildings.
[02:24:33.000 --> 02:24:38.000]  The fact is that in medieval times the biggest buildings were churches and palaces.
[02:24:38.000 --> 02:24:41.000]  That's where people went to worship.
[02:24:41.000 --> 02:24:45.000]  Now in many cases the biggest buildings are shopping centres.
[02:24:45.000 --> 02:24:51.000]  They actually designed them like churches, like cathedrals, they have domes, they have spires.
[02:24:51.000 --> 02:24:55.000]  They have fountains for fonts, they have food courts for pews.
[02:24:55.000 --> 02:25:01.000]  And again as religion has declined shopping seems to have replaced it as the new ritual.
[02:25:01.000 --> 02:25:03.000]  This is an article out of USA Today.
[02:25:03.000 --> 02:25:05.000]  Is Black Friday a scam?
[02:25:05.000 --> 02:25:07.000]  We see these articles every single year.
[02:25:07.000 --> 02:25:11.000]  While Black Friday may be known for offering the lowest prices of the year,
[02:25:11.000 --> 02:25:14.000]  in reality it's one of the worst times to shop.
[02:25:14.000 --> 02:25:18.000]  The Wall Street Journal studied pricing data across a wide range of product categories
[02:25:18.000 --> 02:25:24.000]  and found that most items are offered below Black Friday price points at different times throughout the year.
[02:25:24.000 --> 02:25:31.000]  For example there's data suggesting that you're more likely to get a better deal on a new car in April than on Black Friday.
[02:25:31.000 --> 02:25:34.000]  They also have these deals that run out.
[02:25:34.000 --> 02:25:36.000]  They create artificial scarcity.
[02:25:36.000 --> 02:25:42.000]  Not everybody can get the deal once they get into the store but they already have you in the store.
[02:25:42.000 --> 02:25:45.000]  So then they mark up items on all these other products.
[02:25:45.000 --> 02:25:48.000]  People buy them while they're in the store.
[02:25:48.000 --> 02:25:50.000]  So again the retailer doesn't lose out.
[02:25:50.000 --> 02:25:55.000]  These idiots who go in there for a bargain end up paying double for something else that they don't even need.
[02:25:55.000 --> 02:25:59.000]  And the other factor with Black Friday is, as USA Today reports,
[02:25:59.000 --> 02:26:05.000]  what many retailers do is offer lower quality versions of popular products on Black Friday.
[02:26:05.000 --> 02:26:07.000]  These inferior versions are known as derivatives.
[02:26:07.000 --> 02:26:10.000]  So people are buying crap that's lower quality,
[02:26:10.000 --> 02:26:17.000]  marked up products that they don't even need because the deals on the actual discount products have run out.
[02:26:17.000 --> 02:26:20.000]  Mark, I mean, you've seen this year upon year.
[02:26:20.000 --> 02:26:22.000]  Are the lines getting shorter?
[02:26:22.000 --> 02:26:25.000]  Are people beginning to realize that this just isn't worth it?
[02:26:25.000 --> 02:26:29.000]  Do you see this craze dying out anytime soon?
[02:26:29.000 --> 02:26:32.000]  The lines have gotten a little bit shorter in the last few years.
[02:26:32.000 --> 02:26:40.000]  The first year, again, I think was 2012, maybe 13 when they announced that they were opening Thanksgiving, not just early in the morning on Friday.
[02:26:40.000 --> 02:26:42.000]  The lines were massive.
[02:26:42.000 --> 02:26:44.000]  But these lines were still huge.
[02:26:44.000 --> 02:26:52.000]  I mean, you can see they were lined up well across the building, perhaps halfway across the parking lot in some cases.
[02:26:52.000 --> 02:26:54.000]  And that's just half of the weight.
[02:26:54.000 --> 02:26:58.000]  Once these people get in and then if they find the product that they're looking for,
[02:26:58.000 --> 02:27:03.000]  they're going to have to wait in line again to go wait for a register.
[02:27:03.000 --> 02:27:10.000]  So these people are spending hours and hours to buy who knows what, to save who knows what.
[02:27:10.000 --> 02:27:16.000]  They would be better off just working a half a shift and then spending that money and buying a product,
[02:27:16.000 --> 02:27:18.000]  even if they were going to save any.
[02:27:18.000 --> 02:27:20.000]  But it is a scam.
[02:27:20.000 --> 02:27:23.000]  I don't see it dying down all that much.
[02:27:23.000 --> 02:27:29.000]  Thankfully, we had a few major retailers this year which announced that they were going to close.
[02:27:29.000 --> 02:27:31.000]  And that's why we should resist.
[02:27:31.000 --> 02:27:35.000]  That's why we should really shame these shoppers because it's a free country.
[02:27:35.000 --> 02:27:41.000]  They can do whatever they want, but they're putting a strain on the families of millions of retail workers,
[02:27:41.000 --> 02:27:49.000]  again, who have to go into work and work these weird hours and many of them skip Thanksgiving dinner altogether.
[02:27:49.000 --> 02:27:55.000]  Perhaps that's one of the only times that they're able to see family members who come sometimes from across the country
[02:27:55.000 --> 02:27:57.000]  for that one dinner.
[02:27:57.000 --> 02:28:03.000]  And now if you can't take the day off, usually for those of you who've worked retail,
[02:28:03.000 --> 02:28:09.000]  it's very difficult they know to take a day off, particularly on these high volume days.
[02:28:09.000 --> 02:28:15.000]  You can't just take the day off, even if you're a manager, even if you're one of the senior employees there.
[02:28:15.000 --> 02:28:16.000]  It's a mandatory day.
[02:28:16.000 --> 02:28:19.000]  And so these poor people have to show up.
[02:28:19.000 --> 02:28:24.000]  They have to cater to these probably largely intoxicated masses of people.
[02:28:24.000 --> 02:28:26.000]  And they're not lining up at the bookstore, Paul.
[02:28:26.000 --> 02:28:29.000]  They're not waiting to go and get some educational material.
[02:28:29.000 --> 02:28:35.000]  They're waiting to get largely products that further distance them from reality.
[02:28:35.000 --> 02:28:42.000]  As the clip showed that you played in the last segment at Cole's department store, which is largely just clothes and kitchen goods,
[02:28:42.000 --> 02:28:43.000]  there was nobody there.
[02:28:43.000 --> 02:28:44.000]  The three people were just waiting there.
[02:28:44.000 --> 02:28:48.000]  But you go to the electronics stores out here, Fry's electronics is pretty big.
[02:28:48.000 --> 02:28:51.000]  Best Buy, the national chain, everyone's familiar with.
[02:28:51.000 --> 02:28:53.000]  Target, of course.
[02:28:53.000 --> 02:28:56.000]  And those are the lines that are just absolutely massive.
[02:28:56.000 --> 02:28:58.000]  It's just, it's idiotic.
[02:28:58.000 --> 02:29:03.000]  It's really is symptomatic of the breakdown of the family, of the mass consumerism.
[02:29:03.000 --> 02:29:11.000]  And I'd be willing to bet that probably 80 to 90% of those people in line have massive, massive credit card debt,
[02:29:11.000 --> 02:29:20.000]  which in the United States here is I think well over seven, perhaps $10,000 per person.
[02:29:20.000 --> 02:29:23.000]  And again, this is not an attack on capitalism.
[02:29:23.000 --> 02:29:25.000]  People are welcome to go out and trade and do what they like.
[02:29:25.000 --> 02:29:32.000]  It's this rabid consumerist aspect of it, which is again pushed by the entertainment industry, pushed by the news networks.
[02:29:32.000 --> 02:29:34.000]  That's all we're speaking out against.
[02:29:34.000 --> 02:29:38.000]  But after we get back with Mark Dyson, the next segment, long segment coming up,
[02:29:38.000 --> 02:29:43.000]  we're going to talk about the recount. Jill Stein now announcing that they're going to do the recount in Wisconsin.
[02:29:43.000 --> 02:29:44.000]  What does that mean?
[02:29:44.000 --> 02:29:48.000]  Are they going to try and use this to steal the election from Donald Trump?
[02:29:48.000 --> 02:30:09.000]  We'll be right back infowars.com.
[02:30:19.000 --> 02:30:22.000]  They took the good halogenin and put the deadly halogenin.
[02:30:22.000 --> 02:30:26.000]  And when the Fukushima crisis worsened, as it still is worsening today,
[02:30:26.000 --> 02:30:29.000]  I was there telling you how to prepare yourself and your family.
[02:30:29.000 --> 02:30:36.000]  Now in 2016, even more information has been revealed concerning the connection between iodine and the gut,
[02:30:36.000 --> 02:30:42.000]  which many experts are now saying could be the biggest revelation ever concerning iodine.
[02:30:42.000 --> 02:30:44.000]  You can pull these studies up for yourself.
[02:30:44.000 --> 02:30:50.000]  This is the real deal, folks, and the truth is that iodine is essential, in my view, to any optimum health regimen.
[02:30:50.000 --> 02:31:18.000]  Stock up on Survival Shield X2 today at infowars.com or by calling 888-253-3139.
[02:31:20.000 --> 02:31:32.000]  How confident are you in your food storage?
[02:31:32.000 --> 02:31:36.000]  If it was all you had to rely on, would it sustain your family?
[02:31:36.000 --> 02:31:39.000]  Hard times, good times, or any time?
[02:31:39.000 --> 02:31:42.000]  New Manastorable Food is the proven superior choice.
[02:31:42.000 --> 02:31:47.000]  Learn for yourself what happened when one man ate only New Manastorable Food for an entire month.
[02:31:47.000 --> 02:31:50.000]  Online at www.powerprepper.com.
[02:31:50.000 --> 02:31:52.000]  That's www.powerprepper.com.
[02:31:52.000 --> 02:31:54.000]  Experience the New Manadifference.
[02:31:54.000 --> 02:32:21.000]  New Manastorable Food is the proven superior choice.
[02:32:21.000 --> 02:32:24.000]  Call 877-886-3653.
[02:32:24.000 --> 02:32:27.000]  877-886-3653.
[02:32:27.000 --> 02:32:56.000]  Go Berkey.com.
[02:32:57.000 --> 02:32:59.000]  Effective.
[02:33:28.000 --> 02:33:32.000]  If you are receiving this transmission, you are the Resistance.
[02:33:32.000 --> 02:33:45.000]  Live from Austin, Texas, broadcasting worldwide, it's Alex John.
[02:33:45.000 --> 02:33:49.000]  We are back live with Mark Dice waiting in the wings.
[02:33:49.000 --> 02:33:54.000]  We're going to talk about the recount Jill Stein's effort, which is not actually Jill Stein's effort.
[02:33:54.000 --> 02:33:59.000]  It's great from the Clinton camp to have a recount, only in states that Trump won.
[02:33:59.000 --> 02:34:02.000]  We're going to talk to Mark Dice about that here in a second.
[02:34:02.000 --> 02:34:07.000]  But first, I want to tell you about Silver Bullet Colloidal Silver at infowarstore.com.
[02:34:07.000 --> 02:34:11.000]  Because again, we're not funded by giant pharmaceutical companies.
[02:34:11.000 --> 02:34:21.000]  We're not funded by dictatorships in the Middle East like CNN is, who pay them to make propaganda programs about corrupt authoritarian regimes.
[02:34:21.000 --> 02:34:32.000]  That's not how we survive and grow. We're not funded like Black Lives Matter is, like move on to orgies by multi-millionaire, multi-billionaire globalists like George Soros.
[02:34:32.000 --> 02:34:36.000]  So in fact, it really annoys me when people say, oh, why are you selling these products?
[02:34:36.000 --> 02:34:47.000]  I mean, why would we get heat for selling products that, for example, with Silver Bullet has 4.8 out of five star reviews out of 737 reviews?
[02:34:47.000 --> 02:34:49.000]  We're not forcing this on anyone.
[02:34:49.000 --> 02:34:51.000]  Everything we pull out is free.
[02:34:51.000 --> 02:34:54.000]  This entire show, the video is free on YouTube.
[02:34:54.000 --> 02:34:57.000]  The live radio show is free to listen to.
[02:34:57.000 --> 02:34:58.000]  Everything's free.
[02:34:58.000 --> 02:35:01.000]  We don't ask anyone for anything for our content.
[02:35:01.000 --> 02:35:05.000]  We simply ask for your support to build the platform.
[02:35:05.000 --> 02:35:07.000]  And it's worked pretty good, hasn't it?
[02:35:07.000 --> 02:35:09.000]  I mean, when I start with info wars, it was what?
[02:35:09.000 --> 02:35:10.000]  Two, three people.
[02:35:10.000 --> 02:35:15.000]  Now we've got a huge network of reporters, writers, broadcasters.
[02:35:15.000 --> 02:35:21.000]  And that's why the mainstream media hates us because we're taking them on and beating them.
[02:35:21.000 --> 02:35:26.000]  And Silver Bullet Colloidal Silver, just $9.95 now at infowarstore.com.
[02:35:26.000 --> 02:35:30.000]  That's a $20 saving for a limited time only.
[02:35:30.000 --> 02:35:34.000]  And in fact, this is great for boosting your immune system, but not just for people.
[02:35:34.000 --> 02:35:36.000]  This is good for sick pets.
[02:35:36.000 --> 02:35:43.000]  I had a cat that had cancer, feline cancer, took it to the vet, basically said, no, you've got to put this cat down now.
[02:35:43.000 --> 02:35:46.000]  It's going to suffer. You've got to put it out of its misery.
[02:35:46.000 --> 02:35:48.000]  Gave it colloidal silver.
[02:35:48.000 --> 02:35:54.000]  That cat lived for about three or four years after it was diagnosed with feline cancer.
[02:35:54.000 --> 02:36:02.000]  So this is a huge boost not only to humans immune system, but if you've got sick pets, just mix it in with their food.
[02:36:02.000 --> 02:36:03.000]  It's completely tasteless.
[02:36:03.000 --> 02:36:05.000]  They won't even notice.
[02:36:05.000 --> 02:36:07.000]  And I mean, it worked with me.
[02:36:07.000 --> 02:36:12.000]  This is going to work to boost the immune system of man or beast.
[02:36:12.000 --> 02:36:16.000]  And that's why it's got excellent five star reviews at infowarstore.com.
[02:36:16.000 --> 02:36:26.000]  It is silver bullet colloidal silver available now for just $9.95 per bottle, free shipping stock up now.
[02:36:26.000 --> 02:36:32.000]  That is not going to last for long at those prices infowarstore.com.
[02:36:32.000 --> 02:36:34.000]  Let's go back to Mark Dice now.
[02:36:34.000 --> 02:36:37.000]  Mark, you put out a few videos about this last night.
[02:36:37.000 --> 02:36:49.000]  Again, Jill Stein of the Green Party is spearheading this campaign, even though it was started over a week ago with Clinton campaign operatives meeting with, quote, computer scientists.
[02:36:49.000 --> 02:36:50.000]  They want a recount.
[02:36:50.000 --> 02:36:52.000]  They've now funded a recount.
[02:36:52.000 --> 02:36:57.000]  In fact, as of a couple of hours ago, they announced that they had filed for a recount in Wisconsin.
[02:36:57.000 --> 02:36:59.000]  They've raised the money.
[02:36:59.000 --> 02:37:00.000]  It looks like it's happening.
[02:37:00.000 --> 02:37:06.000]  A lot of Trump supporters, and this is what baffled me, don't seem to be too alarmed by this.
[02:37:06.000 --> 02:37:13.000]  They were scared, concerned about election fraud before the election, yet they're not concerned about any fraud happening with this.
[02:37:13.000 --> 02:37:23.000]  Do you see this as having the potential for them, for the Clinton campaign to try some dirty tricks between now and the inauguration?
[02:37:23.000 --> 02:37:25.000]  Yeah, there's two scenarios here.
[02:37:25.000 --> 02:37:41.000]  One is that this is just a desperate attempt to try to grasp at straws at this misinformation and this misinterpretation of the voting tallies and to perceive that falsely as if it's some anomalies and then to come up with the theory that the machines were hacked.
[02:37:41.000 --> 02:37:46.000]  And even if they were hacked, they would have been hacked in order to shave votes away from Donald Trump.
[02:37:46.000 --> 02:37:53.000]  Certainly, Jill Stein is not concerned about the George Soros connection to the voting machines in several major states.
[02:37:53.000 --> 02:37:58.000]  Yeah, this also could be a cover for the big steal.
[02:37:58.000 --> 02:38:10.000]  And it's quite laughable on one level that they're so desperate at this point in the game to try to grasp at what appear to be such short straws.
[02:38:10.000 --> 02:38:19.000]  But this could be, we can't put anything past these people, this could be the attempt to finally steal the election for Hillary Clinton.
[02:38:19.000 --> 02:38:27.000]  I'm hoping that this is a scenario sort of like the establishment Republicans were hoping that they would get a brokered convention.
[02:38:27.000 --> 02:38:36.000]  Even Ted Cruz was leading that charge and then he sort of backed down and even if he would have gotten, you know, that would have went there, it would have been a total, total mess.
[02:38:36.000 --> 02:38:47.000]  But we were getting right up to that point where it looked like Ted Cruz was planning and hoping to steal the nomination from Donald Trump through a brokered convention.
[02:38:47.000 --> 02:38:50.000]  And so now, thankfully, that didn't happen.
[02:38:50.000 --> 02:38:57.000]  On election night, before Hillary Clinton conceded the next morning, a lot of people were celebrating that Trump won.
[02:38:57.000 --> 02:39:04.000]  But I was still a little bit cautious until finally those last few states were called early in the morning.
[02:39:04.000 --> 02:39:06.000]  So this is quite concerning.
[02:39:06.000 --> 02:39:09.000]  I think this is also a money grab for Jill Stein.
[02:39:09.000 --> 02:39:18.000]  Initially, she set out to raise the two and a half million dollars and then immediately when that was raised, she bumped the goal up to 4.5 million dollars.
[02:39:18.000 --> 02:39:29.000]  Really getting money from the useful idiot Bernie Sanders supporters and Hillary supporters hoping for some way, anyway, to take the election from Donald Trump.
[02:39:29.000 --> 02:39:44.000]  But if you do the math, the attorney fees would be the equivalent of having a team of 10 attorneys working full time for almost five months on this case, which the recount back in 2000 only took, I think, under 60 days.
[02:39:44.000 --> 02:39:46.000]  So it's quite strange.
[02:39:46.000 --> 02:39:51.000]  I think on one level, this is Jill Stein attempting to remain relevant.
[02:39:51.000 --> 02:39:58.000]  Jill Stein not really having anything to do at this point now that her pretend presidential campaign has come to a close.
[02:39:58.000 --> 02:40:00.000]  So she's trying to rebrand herself.
[02:40:00.000 --> 02:40:15.000]  And while we do need to have some sort of oversight, we do need to get rid of these electronic voting machines to do it at this point, specifically when pollsters have pointed out the reasons for these supposed discrepancies.
[02:40:15.000 --> 02:40:16.000]  Quite strange.
[02:40:16.000 --> 02:40:26.000]  So it is concerning that this could be used to try to find once they're given access to these machines, who are these people that are going to have access?
[02:40:26.000 --> 02:40:29.000]  Who's going to have oversight to them?
[02:40:29.000 --> 02:40:37.000]  Are they going to be able to trump up some part of the pun, but manipulate the supposed tallies?
[02:40:37.000 --> 02:40:39.000]  It's going to be really interesting to watch.
[02:40:39.000 --> 02:40:48.000]  We can only hope that this is just another pipe dream of the Hillary supporters, but it's definitely something to be concerned about.
[02:40:48.000 --> 02:40:49.000]  Exactly.
[02:40:49.000 --> 02:40:52.000]  I mean, Michigan, you know, Trump won by 10,000 votes.
[02:40:52.000 --> 02:40:54.000]  There's no electronic voting in Michigan.
[02:40:54.000 --> 02:40:57.000]  So they're claiming, oh, this was hacked.
[02:40:57.000 --> 02:40:58.000]  This was potentially hacked.
[02:40:58.000 --> 02:40:59.000]  There's some evidence.
[02:40:59.000 --> 02:41:03.000]  How can you hack something that's not connected to the Internet that's all run on paper ballots?
[02:41:03.000 --> 02:41:04.000]  That's the threat.
[02:41:04.000 --> 02:41:09.000]  Could they just say, oh, we mysteriously discovered 15,000 extra ballots that weren't counted?
[02:41:09.000 --> 02:41:23.000]  And as you mentioned, the money issue, zero hedge just came out with an article basically pointing out, if you read the small print of this donation website for Jill Stein's fundraising campaign for this, it says, this will not necessarily be you.
[02:41:23.000 --> 02:41:30.000]  This could be used to fund, you know, amorphous other projects in the spirit of the Green Party or whatever.
[02:41:30.000 --> 02:41:33.000]  So it could be one huge, giant money making scam.
[02:41:33.000 --> 02:41:36.000]  They've raised far more money than is required for Wisconsin.
[02:41:36.000 --> 02:41:38.000]  They've filed for that today.
[02:41:38.000 --> 02:41:46.000]  And again, the point I made earlier earlier in the show, Jill Stein came out and said that Hillary Clinton is probably going to cause nuclear war.
[02:41:46.000 --> 02:41:47.000]  I mean, that's how she would.
[02:41:47.000 --> 02:41:49.000]  I said she was vaguely pro-Trump.
[02:41:49.000 --> 02:41:56.000]  She basically said, oh, yeah, if you're going to vote for anyone, vote for Trump because a vote for Hillary means a vote for nuclear war.
[02:41:56.000 --> 02:42:02.000]  And yet now they're only counting the votes, recounting them in states that Trump won.
[02:42:02.000 --> 02:42:10.000]  He won Pennsylvania by 78,000 votes, yet Clinton only won New Hampshire by less than 3,000 votes.
[02:42:10.000 --> 02:42:12.000]  There's no recount in New Hampshire.
[02:42:12.000 --> 02:42:13.000]  Same for Minnesota.
[02:42:13.000 --> 02:42:16.000]  Hillary won by less than 44,000 votes.
[02:42:16.000 --> 02:42:18.000]  No recount in Minnesota.
[02:42:18.000 --> 02:42:21.000]  Nevada, she won by around 26,000 votes.
[02:42:21.000 --> 02:42:31.000]  Again, no recount in Nevada, despite all those three states being lower than Pennsylvania, which Trump won by 78,000 votes.
[02:42:31.000 --> 02:42:38.000]  So Mark, she tells PBS News, quote, this is not being done to benefit one candidate at the expense of the other.
[02:42:38.000 --> 02:42:44.000]  Well, why isn't she at least doing one recount in a blue state that Hillary Clinton narrowly won?
[02:42:44.000 --> 02:42:50.000]  Or the states that have electronic voting machines that are tied to a board member of George Soros.
[02:42:50.000 --> 02:43:00.000]  And I think that this is also an attempt to try to undermine the legitimacy of Donald Trump, to try to further stir up the left,
[02:43:00.000 --> 02:43:05.000]  to add one more talking point to them to say that he's not really our president.
[02:43:05.000 --> 02:43:07.000]  We think that he stole the election.
[02:43:07.000 --> 02:43:15.000]  This is a typical tactic of the left is to really just accuse your opponent of exactly what it is that you are doing.
[02:43:15.000 --> 02:43:27.000]  Because just a few years ago, and even recently, we see any concern of electronic voting machine hacking by the establishment press was considered to be a conspiracy theory.
