[00:00.000 --> 00:20.000]  Live from the InfoWars.com Studios, it's Alex Jones.
[01:58:32.000 --> 01:58:33.000]  That's right.
[01:58:33.000 --> 01:58:34.000]  Stay there.
[01:58:34.000 --> 01:58:35.000]  Because all he said was I chose to be the winner.
[01:58:35.000 --> 01:58:37.000]  I sided with the Nazis.
[01:58:37.000 --> 01:58:40.000]  See how psychopathic that is?
[01:58:40.000 --> 01:58:43.000]  I mean, this guy stands for nothing.
[01:58:43.000 --> 01:58:44.000]  He stands for nothing.
[01:58:44.000 --> 01:58:50.000]  He thinks we're weak as we stand for something.
[01:58:50.000 --> 01:58:52.000]  Electrify your day with Secret 12.
[01:58:52.000 --> 01:58:54.000]  It's like lightning in a bottle.
[01:58:54.000 --> 01:58:58.000]  We all have days in which we just can't seem to perform at the level we'd like to.
[01:58:58.000 --> 01:59:06.000]  InfoWars Live Secret 12 is designed to naturally energize your body and mind with two great tasting and super high quality forms of vitamin B12.
[01:59:06.000 --> 01:59:11.000]  Proper vitamin and nutrient intake is essential to keep your body functioning at optimum levels.
[01:59:11.000 --> 01:59:16.000]  The reality is it's hard to take in the proper amount of vitamins we need each day with our modern diets.
[01:59:16.000 --> 01:59:24.000]  Secret 12 by InfoWars Live is an easy way to naturally upgrade your vitamin B12 intake and support your body's natural systems.
[01:59:24.000 --> 01:59:29.000]  It pairs two forms of vitamin B12 into one explosive formula.
[01:59:29.000 --> 01:59:35.000]  Vitamin B12 supports healthy energy levels through red blood cell formation and aiding in the body's natural processes.
[01:59:35.000 --> 01:59:38.000]  But it also assists with many other functions of the body.
[01:59:38.000 --> 01:59:42.000]  Electrify your mind and body and take your health to the next level.
[01:59:42.000 --> 01:59:46.000]  Experience the power of Secret 12 at InfoWarsLife.com.
[01:59:46.000 --> 02:00:05.000]  You're listening to The Alex Jones Show.
[02:00:05.000 --> 02:00:20.000]  In disinformation, it's Alex Jones on the GCN Radio Network.
[02:00:36.000 --> 02:00:43.000]  RevivalBlog.com's website, James Leslie Roll's best-selling author.
[02:00:43.000 --> 02:00:45.000]  Look, I just want to say this.
[02:00:45.000 --> 02:00:49.000]  I've never been one of these social justice warriors that wants to virtue signal and say,
[02:00:49.000 --> 02:00:51.000]  I'm the good guy, I'm the great guy.
[02:00:51.000 --> 02:00:54.000]  But let's just be clear, we are the good guys, folks.
[02:00:54.000 --> 02:00:56.000]  We want free and fair trade.
[02:00:56.000 --> 02:00:57.000]  We want open society.
[02:00:57.000 --> 02:00:58.000]  We want free association.
[02:00:58.000 --> 02:01:00.000]  We want prosperity.
[02:01:00.000 --> 02:01:06.000]  We don't get upset seeing somebody else's success as long as it's not at somebody else's expense, criminally.
[02:01:06.000 --> 02:01:10.000]  When you hear George Soros in that 60-minute clip, which they've tried to expunge from the web,
[02:01:10.000 --> 02:01:13.000]  that we'd lost, and thank God somebody found it.
[02:01:13.000 --> 02:01:16.000]  It was another one, too, or it's even worse.
[02:01:16.000 --> 02:01:18.000]  Or he just says, it doesn't matter.
[02:01:18.000 --> 02:01:20.000]  I quite enjoyed it.
[02:01:20.000 --> 02:01:25.000]  I took the position of the winner and rounded up the Jews.
[02:01:25.000 --> 02:01:32.000]  So he gets ADL awards, it's this upside, and then they call Trump anti-Semitic for nothing.
[02:01:32.000 --> 02:01:35.000]  So just be glad we're not these people.
[02:01:35.000 --> 02:01:44.000]  But it is important, just as we celebrate freedom, to absolutely expose the enemy and just all bets are off.
[02:01:44.000 --> 02:01:46.000]  They are, they are the plague.
[02:01:46.000 --> 02:01:47.000]  They are cancer.
[02:01:47.000 --> 02:01:49.000]  We've got three minutes left.
[02:01:49.000 --> 02:01:51.000]  I appreciate James Leslie Roll as we have Lord Monkton coming on,
[02:01:51.000 --> 02:01:55.000]  some of the state of the world, old 1776 worldwide.
[02:01:55.000 --> 02:01:58.000]  Your latest novel, more information, anything else you'd like to add, my friend?
[02:01:58.000 --> 02:01:59.000]  Sure.
[02:01:59.000 --> 02:02:01.000]  Well, I'm not really here to just promote my own book.
[02:02:01.000 --> 02:02:02.000]  No, but you should.
[02:02:02.000 --> 02:02:03.000]  I want you to do the great books.
[02:02:03.000 --> 02:02:06.000]  I'd much rather encourage your listeners to get prepared,
[02:02:06.000 --> 02:02:11.000]  and I want to have them take full advantage of the resources that are on my website.
[02:02:11.000 --> 02:02:13.000]  Again, it's survivalblog.com.
[02:02:13.000 --> 02:02:16.000]  It's been out for 11 years.
[02:02:16.000 --> 02:02:17.000]  We've been posting daily.
[02:02:17.000 --> 02:02:27.000]  So there's tens of thousands of articles, letters, column items about family preparedness, about survival gear.
[02:02:27.000 --> 02:02:28.000]  You name it.
[02:02:28.000 --> 02:02:29.000]  It's there.
[02:02:29.000 --> 02:02:31.000]  It's all fully searchable in the upper right hand corner.
[02:02:31.000 --> 02:02:37.000]  There's a search box, and I recommend that people take full advantage of that.
[02:02:37.000 --> 02:02:45.000]  If you're interested in water filtration or first aid or food storage or whatever, just type in your searches there.
[02:02:45.000 --> 02:02:48.000]  All the information there is free of charge.
[02:02:48.000 --> 02:02:52.000]  Please take full advantage of it, folks, because, again, time is short.
[02:02:52.000 --> 02:02:53.000]  You need to be prepared.
[02:02:53.000 --> 02:02:58.000]  You need to stock up, team up, and train up with your friends and neighbors.
[02:02:58.000 --> 02:03:05.000]  And again, it's only those who are well-prepared and not worried about where they're going to get their next meal.
[02:03:05.000 --> 02:03:12.000]  It's only those folks who are going to have to head up and be looking at the big picture when the real threats come along.
[02:03:12.000 --> 02:03:13.000]  That's right.
[02:03:13.000 --> 02:03:16.000]  Everything the enemy's done is about making us dependent.
[02:03:16.000 --> 02:03:33.000]  And so whether it's camping or gardening or rock climbing or jogging, everything we do to improve ourselves and improve others and reach out if you're white, especially to other folks and hire them, work with them, get through the comfort barrier.
[02:03:33.000 --> 02:03:37.000]  And you're going to find that actually the, quote, minorities are some of the most awake people and are sick of all this crap.
[02:03:37.000 --> 02:03:39.000]  We have to get culturally involved.
[02:03:39.000 --> 02:03:43.000]  We have to really just fight on every front and realize it's not a burden.
[02:03:43.000 --> 02:03:45.000]  It's the animating contest of liberty.
[02:03:45.000 --> 02:03:47.000]  People just want to watch football all day.
[02:03:47.000 --> 02:03:48.000]  That's not empowering.
[02:03:48.000 --> 02:03:50.000]  Fighting is empowering.
[02:03:50.000 --> 02:03:51.000]  It's what we're meant to do.
[02:03:51.000 --> 02:03:53.000]  People ask why I'm so alive.
[02:03:53.000 --> 02:03:55.000]  It's because I'm fighting.
[02:03:55.000 --> 02:03:57.000]  I understand I'm under attack.
[02:03:57.000 --> 02:03:59.000]  I agree with you, Alex.
[02:03:59.000 --> 02:04:09.000]  And I want to just stress to your listeners and viewers that a lot of what you're looking at at sites like mine might look expensive.
[02:04:09.000 --> 02:04:19.000]  But the alternative is pretty pitiful when you come right down to it, which is staring across the dinner table at extra kids and saying, well, I'm sorry.
[02:04:19.000 --> 02:04:21.000]  I didn't stock up on food.
[02:04:21.000 --> 02:04:23.000]  I bought a big screen TV instead.
[02:04:23.000 --> 02:04:31.000]  Being a man means self-sufficient and none of us are perfect, but it's humans must become primitive again to become advanced.
[02:04:31.000 --> 02:04:33.000]  Absolutely.
[02:04:33.000 --> 02:04:46.000]  I think that even if people on a modest budget, even on a fixed budget, retirees or college students or whoever, you can make substantive steps and get well prepared.
[02:04:46.000 --> 02:04:52.000]  And by buying food in bulk, for example, you're actually paying less per meal for your food.
[02:04:52.000 --> 02:04:54.000]  That's right then in the future.
[02:04:54.000 --> 02:04:55.000]  Thank you so much.
[02:04:55.000 --> 02:05:24.000]  Thank you, sir, survivalblog.com.
[02:05:25.000 --> 02:05:36.000]  Well, I believe that all of the voters around the country are bombarding electors with emails, some of them threatening death, all in an effort to force them to vote against the outcome of an already decided presidential election.
[02:05:36.000 --> 02:05:42.000]  Well, Texas elector Alex Kemp told NBC5 there are some electors who have been threatened with harm or death.
[02:05:42.000 --> 02:05:46.000]  He goes on to say, I reject the Democratic Party principles and I reject Hillary Clinton.
[02:05:46.000 --> 02:05:54.000]  Well, Mr. Kemp, most of the country agrees with you that hasn't stopped these crazy insane SJWs from emailing you death threats.
[02:05:54.000 --> 02:05:55.000]  Get over it, people.
[02:05:55.000 --> 02:05:56.000]  You won.
[02:05:56.000 --> 02:05:59.000]  I'm Margaret Howell reporting for Infowars.com.
[02:05:59.000 --> 02:06:20.000]  You know, in the coming election, no matter who gets in, one of the biggest issues nobody's talking about in the debates or anywhere is the vulnerability of the power grid, the potential for power grid chaos, EMP, cyber warfare, not to mention dangerous weather, hurricanes, ice storms, all a very real threat to our grid.
[02:06:20.000 --> 02:06:24.000]  My friend's chaos is already here and it's going to get a lot worse.
[02:06:24.000 --> 02:06:29.000]  That's why I believe that all my listeners need to have a way to produce their own supply of backup electricity.
[02:06:29.000 --> 02:06:33.000]  Now, I've got the perfect power solar generator system in my house.
[02:06:33.000 --> 02:06:35.000]  The Solutions from Science system.
[02:06:35.000 --> 02:06:38.000]  Simply put, this thing is amazing.
[02:06:38.000 --> 02:06:40.000]  Solutions from Science only makes the best equipment.
[02:06:40.000 --> 02:06:43.000]  Go to powergridchaos.com.
[02:06:43.000 --> 02:06:46.000]  That's powergridchaos.com to check it out.
[02:06:46.000 --> 02:06:50.000]  Now, if this is key, right now, get 70% off.
[02:06:50.000 --> 02:06:53.000]  They're top of the line, perfect power solar generator.
[02:06:53.000 --> 02:06:55.000]  This is the one I use in my home.
[02:06:55.000 --> 02:07:00.000]  Go to powergridchaos.com and get 70% off.
[02:07:00.000 --> 02:07:09.000]  Please listen carefully because I'm about to point out three things that will save you a lot of money while you get high quality products and fund the Infowar, a 360 win.
[02:07:09.000 --> 02:07:16.000]  Number one, when you choose auto ship before checkout, we give you 10% off on your order at infoarstore.com.
[02:07:16.000 --> 02:07:24.000]  Number two, you're also able to get items that are out of stock when you sign up for auto ship because we hold back a surplus for auto ship customers.
[02:07:24.000 --> 02:07:29.000]  Number three, we're giving you free shipping on all orders above $50.
[02:07:29.000 --> 02:07:35.000]  Listeners have been requesting this for years because it's so easy to forget to reorder the products that you need each month.
[02:07:35.000 --> 02:07:42.000]  Just go to infoarstore.com, select your favorite product or products, click on auto ship and choose how often you want us to send you another order.
[02:07:42.000 --> 02:07:49.000]  As you know, I coined the term 360 win and with the new auto ship feature at infoarstlife.com, this is a sure win.
[02:07:49.000 --> 02:07:51.000]  10% off on auto ship.
[02:07:51.000 --> 02:07:55.000]  Win, win, win at infoarstlife.com, free shipping on orders above $50.
[02:07:55.000 --> 02:08:06.000]  And all out of stock items are never out of stock when you sign up for auto ship.
[02:08:26.000 --> 02:08:35.000]  Let me see your doubt, once you're proudly here, once you provoke her, rattling over sale.
[02:08:35.000 --> 02:08:45.000]  Never begins this, never wants to engage, never surrenders, showing a face of rage.
[02:08:45.000 --> 02:08:47.000]  Don't try it on me.
[02:08:47.000 --> 02:08:52.000]  Ladies and gentlemen.
[02:09:00.000 --> 02:09:13.000]  We are seeing the global rise of something I've called 1776 worldwide, where Moggins talked about a truly democratic, global alliance of nations through national sovereignty, mutual respect,
[02:09:13.000 --> 02:09:20.000]  shared values promoting the Renaissance on a planetary scale.
[02:09:20.000 --> 02:09:23.000]  True liberalism, writ large.
[02:09:23.000 --> 02:09:25.000]  No one can compete with it.
[02:09:25.000 --> 02:09:28.000]  It's what created the science and technology, everything we've got.
[02:09:28.000 --> 02:09:34.000]  And it pretty much came from right where he's sitting in the British Isles.
[02:09:34.000 --> 02:09:44.000]  There were competing systems, though, that didn't want to have this renaissance and all these choices and all this freedom as John D. Rockefeller, the first said,
[02:09:44.000 --> 02:09:45.000]  competition's a sin.
[02:09:45.000 --> 02:09:46.000]  We got to shut this down.
[02:09:46.000 --> 02:09:51.000]  We can't let this American system continue.
[02:09:51.000 --> 02:09:53.000]  But really it wasn't the American system.
[02:09:53.000 --> 02:09:57.000]  This was what Churchill wrote in the history of the English-speaking peoples.
[02:09:57.000 --> 02:10:03.000]  It was what had already been born in England and in Europe continuing on.
[02:10:03.000 --> 02:10:06.000]  So now Le Pen is in the lead in polls over in France.
[02:10:06.000 --> 02:10:08.000]  Nationalism's exploding.
[02:10:08.000 --> 02:10:11.000]  You've got Catalonia pulling out of Spain.
[02:10:11.000 --> 02:10:13.000]  You've got the UK and Brexit.
[02:10:13.000 --> 02:10:14.000]  People say, oh, they're denying it.
[02:10:14.000 --> 02:10:15.000]  They're fighting it.
[02:10:15.000 --> 02:10:17.000]  Of course, their tolerance is unelected.
[02:10:17.000 --> 02:10:18.000]  But it's the animating contest.
[02:10:18.000 --> 02:10:24.000]  And now we're listing the facts that it's unelected and that it's arrogantly saying,
[02:10:24.000 --> 02:10:29.000]  we're going to have a hard cut with the UK to try to terrorize it into submitting.
[02:10:29.000 --> 02:10:34.000]  Did it work in Hitler, directed its bombs on civilian targets, thinking they would capitulate?
[02:10:34.000 --> 02:10:36.000]  These tyrants have some real blind spots.
[02:10:36.000 --> 02:10:37.000]  I think this is great.
[02:10:37.000 --> 02:10:39.000]  Try to hurt the UK.
[02:10:39.000 --> 02:10:41.000]  Try to hurt England.
[02:10:41.000 --> 02:10:45.000]  And even folks who are in a mind-numbed trance are going to wake up.
[02:10:45.000 --> 02:10:49.000]  These elites think bullying us and calling us racist and spewing all this crap is going
[02:10:49.000 --> 02:10:50.000]  to make us shut up.
[02:10:50.000 --> 02:10:53.000]  It makes us get more, more vocal.
[02:10:53.000 --> 02:10:59.000]  So he joins us to break this down, the huge climate garbage.
[02:10:59.000 --> 02:11:04.000]  Mark Moreno was over there in the middle of the Mediterranean in Morocco.
[02:11:04.000 --> 02:11:09.000]  And the UN police robbed him of his paperwork and threw him out in the desert.
[02:11:09.000 --> 02:11:13.000]  It's just Obama's running around saying shut down fake news.
[02:11:13.000 --> 02:11:19.000]  They're saying arrest Lord Moncton, a 15 attorney general who's been meeting to cook this up.
[02:11:19.000 --> 02:11:23.000]  They're going to authoritarianism.
[02:11:23.000 --> 02:11:27.000]  The good news is, what are they going to do with President Trump?
[02:11:27.000 --> 02:11:33.000]  And again, as soon as they try to fight him, Nigel Farage told me months ago at dinner
[02:11:33.000 --> 02:11:37.000]  in Cleveland, he said, listen, don't worry.
[02:11:37.000 --> 02:11:38.000]  I'm giving them a chance.
[02:11:38.000 --> 02:11:42.000]  If they do the right thing and don't try to screw over the will of the British people,
[02:11:42.000 --> 02:11:47.000]  I want to tell my family, I want nothing more, Alex, to not, you know, to be able to after
[02:11:47.000 --> 02:11:48.000]  20-something years to stop this.
[02:11:48.000 --> 02:11:49.000]  Okay?
[02:11:49.000 --> 02:11:50.000]  I'm a free market guy.
[02:11:50.000 --> 02:11:51.000]  I'm sick of it.
[02:11:51.000 --> 02:11:52.000]  But don't worry.
[02:11:52.000 --> 02:11:53.000]  They're going to screw us over.
[02:11:53.000 --> 02:11:54.000]  I'll be back.
[02:11:54.000 --> 02:11:55.000]  He said that on the show too.
[02:11:55.000 --> 02:11:56.000]  Well, he's back.
[02:11:56.000 --> 02:11:57.000]  He broke his promise.
[02:11:57.000 --> 02:11:58.000]  I want to come back.
[02:11:58.000 --> 02:12:01.000]  No, he said, I won't come back if you just do the basic thing.
[02:12:01.000 --> 02:12:04.000]  Now Lord Moncton has been involved in the founding of UKIP as well.
[02:12:04.000 --> 02:12:06.000]  Its ideas are spreading.
[02:12:06.000 --> 02:12:08.000]  And I've got to really give it to England.
[02:12:08.000 --> 02:12:10.000]  This isn't some butt-tissing scenario.
[02:12:10.000 --> 02:12:15.000]  It's true that it's the progenitor, just as it was the progenitor of 1776, as I spoke
[02:12:15.000 --> 02:12:21.500]  to 4,000 people four years ago at Bilderberg, you know, above the palatial manner where
[02:12:21.500 --> 02:12:22.500]  they were meeting.
[02:12:22.500 --> 02:12:25.000]  I said, 1776 belongs to you, the people of the UK.
[02:12:25.000 --> 02:12:27.000]  That's where it all came from.
[02:12:27.000 --> 02:12:28.000]  Massive support.
[02:12:28.000 --> 02:12:29.000]  It's the same thing.
[02:12:29.000 --> 02:12:34.000]  Again, the UK leading the way, now in the US, now in France, you could say Russia led
[02:12:34.000 --> 02:12:37.400]  the way even more, breaking with the globalists, but they did it in their own naturalistic
[02:12:37.400 --> 02:12:38.400]  way.
[02:12:38.400 --> 02:12:41.000]  It's just a magic time to be alive.
[02:12:41.000 --> 02:12:45.360]  So I want to speak big picture with Lord Moncton and where he sees this going, how he thinks
[02:12:45.360 --> 02:12:49.500]  they're going to counter strike, but I've got to tell you.
[02:12:49.500 --> 02:12:50.500]  I've been in some movies.
[02:12:50.500 --> 02:12:52.000]  I've been at the biggest Hollywood parties.
[02:12:52.000 --> 02:12:54.500]  I haven't been to Hollywood in five, six years because you can't get me there anymore.
[02:12:54.500 --> 02:12:55.500]  It's so boring.
[02:12:55.500 --> 02:12:56.500]  There's nothing there.
[02:12:56.500 --> 02:12:59.000]  I don't get stars in my eyes, butterflies, none of it.
[02:12:59.000 --> 02:13:00.880]  I can care less.
[02:13:00.880 --> 02:13:05.000]  But when I talk to people like Lord Moncton, who is the quiet voice of the wilderness 20-something
[02:13:05.000 --> 02:13:09.160]  years ago exposing global warming as a fraud, all proven in triple kit, and people like
[02:13:09.160 --> 02:13:15.560]  Nigel Farage or like a George Washington UK and Ron Paul's and President Trump, he doesn't
[02:13:15.560 --> 02:13:16.560]  pat me on the head.
[02:13:16.560 --> 02:13:17.560]  He calls up and says, what do you think of this?
[02:13:17.560 --> 02:13:18.560]  What do you think of that?
[02:13:18.560 --> 02:13:24.720]  It shows that the return of common sense and decency is here and all the people that wanted
[02:13:24.720 --> 02:13:30.800]  to sabotage the West, who was only trying to build up the world, their day I think is
[02:13:30.800 --> 02:13:36.920]  pretty much come, but like Hitler in the bunker, they're not giving up.
[02:13:36.920 --> 02:13:38.000]  So what do we do?
[02:13:38.000 --> 02:13:44.160]  They want to arrest us as he's, Lord Moncton pointed out, a lot of these are foreign nationals
[02:13:44.160 --> 02:13:49.080]  like Soros and people openly funding moobas to burn down cities, kill cops.
[02:13:49.080 --> 02:13:50.960]  I'm not an authoritarian.
[02:13:50.960 --> 02:13:51.960]  I'm a super liberal.
[02:13:51.960 --> 02:13:52.960]  It's my problem.
[02:13:52.960 --> 02:13:56.880]  But at a certain point, they're trying to overthrow our fundamental system.
[02:13:56.880 --> 02:13:57.880]  That's sedition.
[02:13:57.880 --> 02:14:01.600]  Now, he might correct me if he thinks I'm wrong under common law, but Lord Moncton, thank
[02:14:01.600 --> 02:14:02.600]  you for joining us.
[02:14:02.600 --> 02:14:04.720]  That's a large pallet I've thrown out there.
[02:14:04.720 --> 02:14:11.040]  But readings and citations, what a wonderful moment to be alive.
[02:14:11.040 --> 02:14:13.720]  As we see, first of all, Brexit.
[02:14:13.720 --> 02:14:19.920]  And then the Trump double whammy and the left just don't know what hit them.
[02:14:19.920 --> 02:14:24.360]  I was at King's College, Cambridge, which is a communist college at an increasingly
[02:14:24.360 --> 02:14:28.640]  communist university at my old alma mater.
[02:14:28.640 --> 02:14:33.720]  And at King's College, Cambridge, there were a hundred undergraduates in the politics society.
[02:14:33.720 --> 02:14:35.960]  And we had a debate.
[02:14:35.960 --> 02:14:39.200]  And I was on the side of Mr. Trump.
[02:14:39.200 --> 02:14:41.720]  And the other four speakers were not.
[02:14:41.720 --> 02:14:47.200]  That is the kind of balanced debate at Cambridge these days, four against one.
[02:14:47.200 --> 02:14:52.320]  And I said to them, right, how many of you would have voted for Brexit if you could or
[02:14:52.320 --> 02:14:53.720]  did vote for Brexit?
[02:14:53.720 --> 02:14:57.160]  And I predicted that less than 10% of them would.
[02:14:57.160 --> 02:14:59.160]  In fact, it was five.
[02:14:59.160 --> 02:15:03.520]  So I said, all right, how many of you think that spending on defense should be increased
[02:15:03.520 --> 02:15:08.200]  to reverse the enormous and dangerous cuts of previous decades?
[02:15:08.200 --> 02:15:10.800]  And I predicted less than 5% would agree to that.
[02:15:10.800 --> 02:15:12.240]  It was three.
[02:15:12.240 --> 02:15:17.000]  So I said, all right, how many of you think that immigration ought to be more rigorously
[02:15:17.000 --> 02:15:18.000]  controlled?
[02:15:18.000 --> 02:15:20.000]  I predicted 5%, 2%.
[02:15:20.000 --> 02:15:25.600]  And how many of you, I said, think that climate change has been just that little bit exaggerated?
[02:15:25.600 --> 02:15:28.360]  1% I predicted five again.
[02:15:28.360 --> 02:15:36.960]  So what we're looking at here is an ideological monoculture, a hive mind of the left, where
[02:15:36.960 --> 02:15:43.880]  they all think the same about every major bone of political contention.
[02:15:43.880 --> 02:15:46.040]  And they have this robotic uniformity of view.
[02:15:46.040 --> 02:15:49.480]  And I said to them, why is it that you are so predictable?
[02:15:49.480 --> 02:15:56.440]  Why is it that you don't see any point to Trump and to Brexit and to this movement where
[02:15:56.440 --> 02:16:00.520]  ordinary people, and these days, increasingly, it's working people.
[02:16:00.520 --> 02:16:01.520]  That's right.
[02:16:01.520 --> 02:16:03.680]  They don't even respond to giant total defeats.
[02:16:03.680 --> 02:16:06.800]  They don't even respond to giant crushing defeats.
[02:16:06.800 --> 02:16:08.400]  They're just totally delusional.
[02:16:08.400 --> 02:16:14.960]  Well, this, of course, is very evident in the measures you see being proposed by the
[02:16:14.960 --> 02:16:19.560]  left to make sure that Trump doesn't actually become president.
[02:16:19.560 --> 02:16:24.160]  They've been knobbling the members of the electoral college, trying to get them to change
[02:16:24.160 --> 02:16:29.600]  their votes away from what the Constitution would expect them to do.
[02:16:29.600 --> 02:16:31.960]  And that, I think, will fail.
[02:16:31.960 --> 02:16:36.160]  I think he has a large enough majority there that even though there'll be a few wobblers,
[02:16:36.160 --> 02:16:38.080]  he'll still carry the day very clearly.
[02:16:38.080 --> 02:16:41.520]  I think it's towards the end of December they do that.
[02:16:41.520 --> 02:16:42.840]  And that was their first thing.
[02:16:42.840 --> 02:16:46.800]  The next thing, as you were mentioning just a moment ago, they turn out on the streets
[02:16:46.800 --> 02:16:53.480]  and start throwing things, and they start rioting because they can't accept the will
[02:16:53.480 --> 02:16:58.720]  of the people in a democratic system if the will of the people doesn't happen to agree
[02:16:58.720 --> 02:16:59.720]  with them.
[02:16:59.720 --> 02:17:02.840]  And look how remarkable it was.
[02:17:02.840 --> 02:17:06.680]  After all, all the advantages were with Hillary Clinton.
[02:17:06.680 --> 02:17:10.520]  She outspent Trump approximately two to one.
[02:17:10.520 --> 02:17:18.920]  She had virtually every mainstream, or I call it Mark's Stream News Medium, on her side.
[02:17:18.920 --> 02:17:20.760]  She had all that going for her.
[02:17:20.760 --> 02:17:23.560]  She had all the young people, all the universities.
[02:17:23.560 --> 02:17:27.680]  She had all the blacks and Hispanics who, of course, are becoming more and more numerous
[02:17:27.680 --> 02:17:31.240]  as immigration fails to be controlled properly.
[02:17:31.240 --> 02:17:38.040]  For all these reasons, she should, by any analysis, have won this and won it hands down.
[02:17:38.040 --> 02:17:42.120]  But as you're saying, blacks and Hispanics voted for Trump in record numbers.
[02:17:42.120 --> 02:17:43.120]  They did indeed.
[02:17:43.120 --> 02:17:47.560]  And this, I think, shows a very welcome change in the Hispanic.
[02:17:47.560 --> 02:17:49.680]  I've been watching this for some time.
[02:17:49.680 --> 02:17:56.160]  They are much more entrepreneurial and free market minded than the blacks are.
[02:17:56.160 --> 02:17:57.400]  Let's be clear about it.
[02:17:57.400 --> 02:17:59.400]  They do see things differently.
[02:17:59.400 --> 02:18:03.120]  And a very large proportion of them did vote for Trump, whereas the blacks were pretty
[02:18:03.120 --> 02:18:04.320]  solidly for Clinton.
[02:18:04.320 --> 02:18:09.200]  And I think this does show an interesting change in demographic.
[02:18:09.200 --> 02:18:14.080]  One of the things that Grando Party is going to have to do is to try to find a way to talk
[02:18:14.080 --> 02:18:15.920]  to the blacks as well.
[02:18:15.920 --> 02:18:20.040]  He's already done the Hispanics, largely through people like Ted Cruz, of course.
[02:18:20.040 --> 02:18:26.440]  But now it needs to do the same for the black vote, so as to cut off all the major areas
[02:18:26.440 --> 02:18:30.280]  of support that the so-called Democrats once had.
[02:18:30.280 --> 02:18:32.720]  I think they are crumbling.
[02:18:32.720 --> 02:18:37.400]  And the reason why they're crumbling is that they are, in particular, they've lost their
[02:18:37.400 --> 02:18:39.280]  connection with the working classes.
[02:18:39.280 --> 02:18:40.280]  And their nasty bastards.
[02:18:40.280 --> 02:18:42.600]  That's what the party has here.
[02:18:42.600 --> 02:18:44.000]  And their nasty bastards.
[02:18:44.000 --> 02:18:46.880]  Well, that goes without saying.
[02:18:46.880 --> 02:18:53.080]  But what is fascinating is that they've thrown away the one priceless advantage they had,
[02:18:53.080 --> 02:18:56.160]  which is that working people used to vote left.
[02:18:56.160 --> 02:18:57.160]  And they don't anymore.
[02:18:57.160 --> 02:18:58.160]  Sure.
[02:18:58.160 --> 02:18:59.160]  Let me interject.
[02:18:59.160 --> 02:19:00.160]  Stephen Manow.
[02:19:00.160 --> 02:19:05.320]  Stephen Manow was to attract voters from the working classes, particularly in the north
[02:19:05.320 --> 02:19:06.320]  of England.
[02:19:06.320 --> 02:19:09.760]  He's saying, look, what have the left ever actually done for you?
[02:19:09.760 --> 02:19:12.200]  What has the European Union done for you?
[02:19:12.200 --> 02:19:13.200]  Look about you.
[02:19:13.200 --> 02:19:15.320]  It hasn't changed anything very much.
[02:19:15.320 --> 02:19:17.720]  So for heaven's sake, vote UKIP.
[02:19:17.720 --> 02:19:19.880]  And then we'll get rid of the EU.
[02:19:19.880 --> 02:19:24.600]  And that leaves a lot more money for our government to spend in areas in the north
[02:19:24.600 --> 02:19:25.600]  of England.
[02:19:25.600 --> 02:19:26.600]  And that's my next question.
[02:19:26.600 --> 02:19:27.600]  And the EU would ever help.
[02:19:27.600 --> 02:19:28.600]  Yeah, go on.
[02:19:28.600 --> 02:19:30.840]  That's my next question.
[02:19:30.840 --> 02:19:36.560]  Clearly when you have WikiLeaks coming out, clearly when you see how truly nasty these
[02:19:36.560 --> 02:19:41.120]  hundreds of thousands of emails are, like you'd have to work, even if you were a demon,
[02:19:41.120 --> 02:19:43.400]  to write this nasty and this hateful.
[02:19:43.400 --> 02:19:49.160]  But it shows it's really a college of scumbags that have bad will and they're just manipulating
[02:19:49.160 --> 02:19:50.160]  people.
[02:19:50.160 --> 02:19:55.800]  And it was Stephen Bannon's plan to actually cut taxes on the poor people, regardless what
[02:19:55.800 --> 02:20:01.080]  color they are, and deliver a program where Trump's going to go into the black areas.
[02:20:01.080 --> 02:20:02.640]  He's going to do tax incentives.
[02:20:02.640 --> 02:20:08.720]  He's going to do the tax cuts and deliver and try to break the will and the future takeover
[02:20:08.720 --> 02:20:10.440]  of the Marxist Democratic Party.
[02:20:10.440 --> 02:20:11.440]  And I see it happening.
[02:20:11.440 --> 02:20:17.520]  I mean, I see total victory if Trump presses and does not back down.
[02:20:17.520 --> 02:20:22.080]  I think he absolutely must appoint an attorney general, which he's doing, that will prosecute
[02:20:22.080 --> 02:20:23.080]  the Clintons.
[02:20:23.080 --> 02:20:24.080]  It's not vindictiveness.
[02:20:24.080 --> 02:20:26.600]  It's not authoritarian, they say, if we want them prosecuted.
[02:20:26.600 --> 02:20:27.840]  They've committed massive crimes.
[02:20:27.840 --> 02:20:30.400]  They must be prosecuted.
[02:20:30.400 --> 02:20:34.960]  I think that the first thing is, let's start with Steve Bannon, whom you mentioned there.
[02:20:34.960 --> 02:20:39.640]  I met him when I was last in the state sort of six or nine months ago.
[02:20:39.640 --> 02:20:46.160]  I was very impressed with him and was very glad when I had had some warning this was
[02:20:46.160 --> 02:20:47.160]  going to happen.
[02:20:47.160 --> 02:20:51.720]  But he eventually ended up pretty much masterminding Trump's campaign and as a reward for having
[02:20:51.720 --> 02:20:54.600]  succeeded in that, he's now his chief strategist.
