[00:00.000 --> 00:14.280]  Big Brother mainstream media government cover-ups you want answers well so does he he's Alex Jones
[01:40:49.640 --> 01:40:53.640]  If machines can re-engineer your DNA and make you live longer, healthier lives
[01:40:53.640 --> 01:40:56.640]  It really raises a lot of unanswered questions
[01:40:56.640 --> 01:40:59.640]  And I would love to see some national debate in us
[01:40:59.640 --> 01:41:02.640]  Doctor, I'd like to see some debate about that as well
[01:41:02.640 --> 01:41:08.640]  But I don't see the so-called elite acting like they're concerned about anything
[01:41:08.640 --> 01:41:15.640]  I mean, they're too into strutting around like peacocks and going to balls five nights a week
[01:41:15.640 --> 01:41:21.640]  And playing golf, and more and more I realize that they're following some 500 year old, you know
[01:41:21.640 --> 01:41:25.640]  Or older Byzantine model of corporate empire
[01:41:25.640 --> 01:41:32.640]  And don't understand that they're holding either our total empowerment in their hands
[01:41:32.640 --> 01:41:38.640]  Or our total destruction and using my little supercomputer, my brain
[01:41:38.640 --> 01:41:44.640]  I'm not trying to be pessimistic, but my gut, which is really just a subconscious analysis of all the factors
[01:41:44.640 --> 01:41:47.640]  Tells me danger will Robinson
[01:41:47.640 --> 01:41:51.640]  Well, it's also possible that technology will be a great equalizer
[01:41:51.640 --> 01:41:55.640]  But first and all, affordable, cheap, and they benefit everyone
[01:41:55.640 --> 01:41:58.640]  Not just the richest people, most powerful people
[01:41:58.640 --> 01:42:01.640]  So similar things can happen with intelligent technologies
[01:42:01.640 --> 01:42:06.640]  If everyone has access to them, if they are affordable, everyone can greatly benefit from it
[01:42:06.640 --> 01:42:09.640]  So we might have much better situation in terms of...
[01:42:09.640 --> 01:42:14.640]  I agree with you, look at how the internet has empowered the rise of the new media
[01:42:14.640 --> 01:42:15.640]  Exactly
[01:42:15.640 --> 01:42:18.640]  And it completely changed media in the process
[01:42:18.640 --> 01:42:22.640]  It can be a journalist, have a blog, censorship becomes almost impossible
[01:42:22.640 --> 01:42:27.640]  Look at what it's doing with Arab Spring, I mean, Twitter, Facebook
[01:42:27.640 --> 01:42:30.640]  So those technologies will change our world very quickly
[01:42:30.640 --> 01:42:35.640]  And we don't really know how the final product will look
[01:42:35.640 --> 01:42:40.640]  Sure, my concern doctor, and again we're talking about artificial intelligence
[01:42:40.640 --> 01:42:44.640]  Basically enslaving or overthrowing or taking over humanity in the near future
[01:42:44.640 --> 01:42:48.640]  There's really no debate about it outside of science fiction circles, but we are 2012
[01:42:48.640 --> 01:42:50.640]  It is Buck Rogers here
[01:42:50.640 --> 01:42:53.640]  Again, I like nuclear power
[01:42:53.640 --> 01:42:57.640]  But the way it's implemented, the corporations are so corrupt
[01:42:57.640 --> 01:43:00.640]  They don't care if it's blowing up and rating ending everybody
[01:43:00.640 --> 01:43:03.640]  So that's my concern, yes this can all obviously empower us
[01:43:03.640 --> 01:43:06.640]  But as you've said, there doesn't seem to be anything it through
[01:43:06.640 --> 01:43:09.640]  And then therein lies the danger
[01:43:09.640 --> 01:43:12.640]  Right, the problem is how quickly those technologies change
[01:43:12.640 --> 01:43:16.640]  I mean, a new iPhone comes out every year, but really that's not the measure
[01:43:16.640 --> 01:43:19.640]  That the progress is made in algorithms and hardware
[01:43:19.640 --> 01:43:25.640]  To the point where we don't have infrastructure to adapt to this change
[01:43:25.640 --> 01:43:29.640]  Our legislative process is very slow, to pass the new law might take a few years
[01:43:29.640 --> 01:43:33.640]  Or is this new technology might appear overnight
[01:43:33.640 --> 01:43:36.640]  Now you talk about in the development of these systems
[01:43:36.640 --> 01:43:38.640]  From your research that we're going to go to calls
[01:43:38.640 --> 01:43:42.640]  What type of current, just hypothetically
[01:43:42.640 --> 01:43:45.640]  You know, your class was asking you, hypothetically doctor
[01:43:45.640 --> 01:43:52.640]  What do you think is the most likely form of a cascading effect with the computers
[01:43:52.640 --> 01:43:57.640]  That would lead to truly artificially intelligent and artificially aware and autonomous
[01:43:57.640 --> 01:44:00.640]  I would say automatically, obviously this is the already autonomous drones
[01:44:00.640 --> 01:44:03.640]  That they're now launching, but other than that
[01:44:03.640 --> 01:44:07.640]  Is it video games? Is it going to be human machine interfaces?
[01:44:07.640 --> 01:44:10.640]  Like they thought, as you said, 50 years ago with the chess
[01:44:10.640 --> 01:44:13.640]  And took a lot longer than they thought for big blue, deep blue
[01:44:13.640 --> 01:44:16.640]  To start beating the best Russian chess champions or whatever
[01:44:16.640 --> 01:44:19.640]  Human brain interfaces have a huge promise
[01:44:19.640 --> 01:44:23.640]  We already know how to read individual ideas from your brain
[01:44:23.640 --> 01:44:25.640]  To spot individual words
[01:44:25.640 --> 01:44:29.640]  Memories can be created by sending signals to appropriate parts of the brain
[01:44:29.640 --> 01:44:35.640]  So essentially by scanning a human brain and creating a simulation of it
[01:44:35.640 --> 01:44:38.640]  Or integrating an additional module into a human brain
[01:44:38.640 --> 01:44:41.640]  You can create a super intelligent system essentially
[01:44:41.640 --> 01:44:44.640]  So that's probably something with a lot of promise
[01:44:44.640 --> 01:44:49.640]  But any one of the currently investigated technologies can turn out to be very promising
[01:44:49.640 --> 01:44:54.640]  We know that in human and other animal development there are jump points
[01:44:54.640 --> 01:44:57.640]  It could be that technology is going to cause a human jump
[01:44:57.640 --> 01:45:03.640]  And that humans in competition with machines will actually open up a lot of capabilities that we haven't accessed
[01:45:03.640 --> 01:45:07.640]  Absolutely. In fact, that's what's already happening
[01:45:07.640 --> 01:45:10.640]  We don't have those technologies implanted in our brains
[01:45:10.640 --> 01:45:15.640]  But we're using them. I can't think of myself functioning without access to internet
[01:45:15.640 --> 01:45:18.640]  It's like my external memory drive essentially
[01:45:18.640 --> 01:45:21.640]  You're already interfacing the biggest library in history
[01:45:21.640 --> 01:45:22.640]  Exactly
[01:45:22.640 --> 01:45:27.640]  So that's what I found. The internet has caused me to just have an incredible brain boost
[01:45:27.640 --> 01:45:29.640]  And now it's always following us
[01:45:29.640 --> 01:45:36.640]  If you have a phone, it's a smartphone that has internet that has access to all the information civilization ever produced
[01:45:36.640 --> 01:45:40.640]  You can control a lot of external devices
[01:45:40.640 --> 01:45:44.640]  You can do almost anything and the next step is to have those things implanted in us
[01:45:44.640 --> 01:45:48.640]  And the research is already taking place in hybrid systems like that
[01:45:48.640 --> 01:45:54.640]  What about the paradox though of authoritarian governments putting back doors into implanted devices
[01:45:54.640 --> 01:45:56.640]  Which we know they always do with other devices
[01:45:56.640 --> 01:45:59.640]  To where you think you're getting a piece of machinery to get your vision back
[01:45:59.640 --> 01:46:02.640]  Which who wouldn't want that or a, you know, liver, whatever it is
[01:46:02.640 --> 01:46:05.640]  But really it's got piggyback things on it
[01:46:05.640 --> 01:46:12.640]  Absolutely. That's very likely. In fact, many cases have been shown where corporations put back doors
[01:46:12.640 --> 01:46:15.640]  And we don't really know what the federal government is doing
[01:46:15.640 --> 01:46:24.640]  Also, something you want to think about is if this superintelligent machine will be able to outsource all sorts of jobs
[01:46:24.640 --> 01:46:27.640]  Standard jobs, why not the government itself?
[01:46:27.640 --> 01:46:32.640]  I mean, they can be said to be not bribeable
[01:46:32.640 --> 01:46:34.640]  They don't have to take vacations
[01:46:34.640 --> 01:46:39.640]  So maybe they would be the next level of our government legislative process
[01:46:39.640 --> 01:46:43.640]  We might be looking at artificial decision makers in Washington
[01:46:43.640 --> 01:46:47.640]  But then you'd have secret hacks and all sorts of deals
[01:46:47.640 --> 01:46:52.640]  And, you know, that's kind of what the Zeitgeist Movement pushes is this supercomputer that'll make all the decisions
[01:46:52.640 --> 01:46:56.640]  But man, I tell you, it is a brave new world we're entering
[01:46:56.640 --> 01:46:58.640]  Let's go to some phone calls with the doctor
[01:46:58.640 --> 01:47:00.640]  I really appreciate spending time with us
[01:47:00.640 --> 01:47:03.640]  Henry in California, you're first up. Go ahead
[01:47:03.640 --> 01:47:06.640]  Hello. I'm curious about the hardware end
[01:47:06.640 --> 01:47:10.640]  And it's future machines since, you know, all AI would have to live on a machine
[01:47:10.640 --> 01:47:15.640]  If they're going to use spin transistors and spin tronics
[01:47:17.640 --> 01:47:21.640]  I have no idea what exactly they're going to use
[01:47:21.640 --> 01:47:24.640]  Quantum computing is believed to be the next step
[01:47:24.640 --> 01:47:29.640]  Moore's law is coming to its logical conclusion that it comes to standard transistors
[01:47:29.640 --> 01:47:34.640]  There is a lot of research in developing the next paradigm to continue the Moore's law
[01:47:34.640 --> 01:47:37.640]  What exactly is going to be used in the next...
[01:47:37.640 --> 01:47:42.640]  Well, isn't it really genetic computers that are life-form, human life, or animal life-based
[01:47:42.640 --> 01:47:45.640]  Where they then program it into the genetics?
[01:47:45.640 --> 01:47:48.640]  Well, there is genetic programming and genetic algorithms
[01:47:48.640 --> 01:47:53.640]  They have not been terribly successful in creating truly intelligent systems
[01:47:53.640 --> 01:47:58.640]  They are very good at optimizing different parameters for functions
[01:47:58.640 --> 01:48:01.640]  So if you need to tweak arguments, those are excellent
[01:48:01.640 --> 01:48:07.640]  But they have not been shown to be capable of sort of this evolutionary improvement
[01:48:07.640 --> 01:48:10.640]  From nothing to full-blown intelligence
[01:48:10.640 --> 01:48:12.640]  Alright, anything else, Henry?
[01:48:12.640 --> 01:48:18.640]  I'm curious about if it would ever involve a space segment
[01:48:18.640 --> 01:48:22.640]  Especially with issues of relativistic timing
[01:48:23.640 --> 01:48:30.640]  If there is ever technology which allows us to use what physicists say is a possibility of time travel
[01:48:30.640 --> 01:48:36.640]  Then there are some technologies, some algorithms which incorporate this idea
[01:48:36.640 --> 01:48:43.640]  I recently seen a paper which shows how NP-complete problems could be solved if you have access to a time travel device
[01:48:43.640 --> 01:48:49.640]  But this is really well beyond what my comfort zone is in terms of science versus science
[01:48:49.640 --> 01:48:54.640]  But they did just what they had a bunch of news tests come out where they have actually, just like Star Trek
[01:48:54.640 --> 01:48:58.640]  Beamed matter across distances, teleported it
[01:48:58.640 --> 01:49:01.640]  Teleportation, they're now creating artificial black holes
[01:49:01.640 --> 01:49:05.640]  I think it's only a matter of time until they do something in a lab and kill everybody
[01:49:05.640 --> 01:49:07.640]  I just pray we don't destroy ourselves
[01:49:07.640 --> 01:49:10.640]  Because folks, we are getting the fire of Prometheus here
[01:49:10.640 --> 01:49:12.640]  This is not a joke
[01:49:12.640 --> 01:49:14.640]  Thank you, Henry, really good questions
[01:49:14.640 --> 01:49:20.640]  Let's go to who's up next here, Woody in Washington, you're on the air, go ahead
[01:49:20.640 --> 01:49:23.640]  Yes, hi, Alex, thanks for taking my call
[01:49:23.640 --> 01:49:28.640]  My question for this gentleman is with this AI intelligence
[01:49:28.640 --> 01:49:36.640]  How far away are we from the point where all of these systems could be integrated worldwide with the military
[01:49:36.640 --> 01:49:41.640]  To where we end up with a scenario where it is like Terminator
[01:49:41.640 --> 01:49:45.640]  How much time does he estimate we have before that's a possibility
[01:49:45.640 --> 01:49:46.640]  That's a good question
[01:49:46.640 --> 01:49:48.640]  Well, the systems are already fully integrated
[01:49:48.640 --> 01:49:51.640]  It's a question of how soon before they become intelligent
[01:49:51.640 --> 01:49:57.640]  And as I said, that's anywhere between 20 and 80 years depending on how conservative you want to be with them
[01:49:57.640 --> 01:50:00.640]  And I can add to that data, with a big data point
[01:50:00.640 --> 01:50:05.640]  The Pentagon within 10 years wants all combat aircraft drone, helicopters, everything
[01:50:05.640 --> 01:50:09.640]  Only transports will be human and those will be computer backup
[01:50:09.640 --> 01:50:13.640]  Most of the ground force within 10 years will be combat robots
[01:50:13.640 --> 01:50:16.640]  That's now been declassified and they've got a bunch of them that are really scary
[01:50:16.640 --> 01:50:18.640]  They haven't rolled out to the public because they don't want to freak people out yet
[01:50:18.640 --> 01:50:20.640]  But I've talked to high-level military
[01:50:20.640 --> 01:50:26.640]  And so within 10 years, the machines, if they took over, most of the big militaries are going to be robot and drone
[01:50:26.640 --> 01:50:31.640]  So it is the Terminator scenario if they wanted to kill us that way
[01:50:33.640 --> 01:50:37.640]  We'll be right back with the good doctor, Dr. Roman Jampoloski
[01:50:37.640 --> 01:50:40.640]  And we'll give you his email if you want to contact him
[01:50:40.640 --> 01:50:41.640]  He's graciously said we can do that
[01:50:41.640 --> 01:50:45.640]  More of your phone calls straight ahead, hopefully he'll join us again for another discussion
[01:50:45.640 --> 01:50:47.640]  Because I just want to have grandchildren and great-grandchildren
[01:50:47.640 --> 01:50:50.640]  And I want them to be able to use technology to be empowered
[01:50:50.640 --> 01:50:53.640]  Not to be wiped from the face of the universe
[01:50:53.640 --> 01:50:56.640]  Stay with us
[01:51:23.640 --> 01:51:28.640]  The American Space Agency backup systems provide life-saving electrical power when you need it most
[01:51:28.640 --> 01:51:31.640]  Unlike gas generators, a solar generator runs quietly
[01:51:31.640 --> 01:51:34.640]  Amids no fumes and produces electricity from the sun
[01:51:34.640 --> 01:51:38.640]  It's like having an electric power plant running quietly in your own own
[01:51:38.640 --> 01:51:41.640]  Whether it's ice storms, brownouts or blackouts
[01:51:41.640 --> 01:51:44.640]  You'll never have to suffer through painful power outages again
[01:51:44.640 --> 01:51:50.640]  When the power goes out this winter, you'll be ready with a solar power generator from Solutions from Science
[01:51:50.640 --> 01:51:53.640]  MySolarMacup.com for more information
[01:51:53.640 --> 01:52:21.640]  MySolarMacup.com or call 877-327-0365
[01:52:23.640 --> 01:52:33.640]  MySolarMacup.com
[01:52:53.640 --> 01:52:57.640]  That's 877-99-B-E-R-K-E-Y
[01:52:57.640 --> 01:53:25.640]  Go to bigburkeywaterfilters.com
[01:53:25.640 --> 01:53:31.640]  Our techs division is spearheaded by a former IRS agent with over 31 years experience
[01:53:31.640 --> 01:53:36.640]  He knows the ins and outs of the IRS and how to get them off your back once and for all
[01:53:36.640 --> 01:53:39.640]  The phone call is free and so is the consultation, so call now
[01:53:39.640 --> 01:53:43.640]  800-652-6978
[01:53:43.640 --> 01:53:47.640]  That's 800-652-6978
[01:53:47.640 --> 01:53:49.640]  Don't wait for agents to knock on your door
[01:53:49.640 --> 01:53:53.640]  Call 800-652-6978
[01:53:53.640 --> 01:53:58.640]  Or visit us on the web at www.craigslaw.com
[01:53:58.640 --> 01:54:00.640]  You'll be glad you did
[01:54:00.640 --> 01:54:24.640]  MySolarMacup.com
[01:54:24.640 --> 01:54:33.640]  Doctor, did you want to make any other points on the gentlemen talking about the military being in a position to be taken over by AI?
[01:54:33.640 --> 01:54:43.640]  The numbers they admit is we're talking 10 years and almost everything is going to be drone or combat robot tanks
[01:54:43.640 --> 01:54:46.640]  All of it, they don't need sleep
[01:54:46.640 --> 01:54:50.640]  They never stop, they're worked on by robots that are delivered from you and robot ships
[01:54:50.640 --> 01:54:56.640]  They've got some technicians on board in case there's problems, but that's what this is all going towards is total automation
[01:54:56.640 --> 01:55:03.640]  Right, in addition to the technology itself being dangerous, there's also the possibility of human hackers taking over
[01:55:03.640 --> 01:55:08.640]  We saw you as the drone being taken over by Iranians
[01:55:08.640 --> 01:55:13.640]  If the same thing happens with the more capable controllers
[01:55:13.640 --> 01:55:17.640]  And they try to use the same technologies against us, that could really backfire
[01:55:17.640 --> 01:55:24.640]  So there's quite a few scenarios we need to think about before developing and deploying those technologies
[01:55:24.640 --> 01:55:32.640]  I agree with you that this all needs to be basically heavily restricted immediately
[01:55:32.640 --> 01:55:35.640]  Because the probability is it's going to cause disaster
[01:55:35.640 --> 01:55:38.640]  And I'm all for technological development
[01:55:38.640 --> 01:55:42.640]  And I know the system shuts down things that are disruptive to the economy
[01:55:42.640 --> 01:55:46.640]  Freer forms of energy and things, I don't think that should be restricted
[01:55:46.640 --> 01:55:54.640]  But AI systems, super high-powered anti-matter weapons, the Air Force admits they're developing
[01:55:54.640 --> 01:55:59.640]  All this type of stuff, it just needs to be restricted
[01:55:59.640 --> 01:56:04.640]  I agree with you and the combination of those technologies is completely unpredictable
[01:56:04.640 --> 01:56:10.640]  If AI is doing the research, if AI is performing experiments on nanotechnology and genetic algorithms
[01:56:10.640 --> 01:56:14.640]  No one can possibly even estimate what that is also going to be like
[01:56:14.640 --> 01:56:17.640]  Well, you talked about it modeling people's brains
[01:56:17.640 --> 01:56:19.640]  A lot of the most promising stuff are these interfaces
[01:56:19.640 --> 01:56:22.640]  That's why I'm saying you could actually get some human traits
[01:56:22.640 --> 01:56:27.640]  If the model it builds from at its kernel or base is a human mind
[01:56:27.640 --> 01:56:32.640]  It could get some of the good traits of emotion or bad, but that...
[01:56:32.640 --> 01:56:35.640]  Again, I'm not a computer scientist like you are
[01:56:35.640 --> 01:56:39.640]  If it's modeling off humans and being programmed by the technocrats
[01:56:39.640 --> 01:56:42.640]  A lot of them are completely out of their minds, I don't know what these things are going to be like
[01:56:42.640 --> 01:56:47.640]  It's a very good question and it's important to know whose brain are we scanning
[01:56:47.640 --> 01:56:52.640]  Whose model are we creating to be that powerful, so that's another unanswered question
[01:56:52.640 --> 01:56:57.640]  Exactly, if it was Mother Teresa or something, I might not be a problem, but what if it's some...
[01:56:57.640 --> 01:57:01.640]  It still could be a problem, great power corrupts absolutely
[01:57:01.640 --> 01:57:06.640]  So I won't trust any person to have that kind of capabilities
[01:57:06.640 --> 01:57:10.640]  I agree with you, Darrell in Oklahoma, you're on the air, go ahead
[01:57:10.640 --> 01:57:13.640]  Exactly, if it was Mother Teresa or something
[01:57:13.640 --> 01:57:16.640]  Turn your radio off, go ahead Darrell
[01:57:16.640 --> 01:57:17.640]  I got it off
[01:57:17.640 --> 01:57:19.640]  Hey, glad to meet you, I like you, man
[01:57:19.640 --> 01:57:20.640]  Hey, hi, Ron
[01:57:20.640 --> 01:57:25.640]  Ah, let's see, have you had anything to do with the NAO robot?
[01:57:27.640 --> 01:57:29.640]  No, no, I...
[01:57:29.640 --> 01:57:31.640]  Your phone's really bad, I'm going to let you go
[01:57:31.640 --> 01:57:34.640]  NAO, well, tell us Darrell, what's an NAO?
[01:57:34.640 --> 01:57:35.640]  Well, he just hung up
[01:57:35.640 --> 01:57:42.640]  I know what it is, it's a robot framework they use for a lot of research, especially in education and such
[01:57:42.640 --> 01:57:47.640]  I don't develop physical robots, I like playing with them, but I don't actually...
[01:57:47.640 --> 01:57:50.640]  You're dealing actually with the brains
[01:57:50.640 --> 01:57:53.640]  Yes, I'm more interested in minds than bodies
[01:57:53.640 --> 01:57:57.640]  Let's talk to Hector in New Jersey, you're on the air, quickly please
[01:57:57.640 --> 01:58:02.640]  Alex, I just want to tell you about what my professor revealed to us
[01:58:02.640 --> 01:58:07.640]  Talking about the dimensions of a supercomputer that exists right now currently in Alaska
[01:58:07.640 --> 01:58:11.640]  Which dovetails almost perfectly with what Nick Begich has been saying
[01:58:11.640 --> 01:58:17.640]  He said that it was actually the size of the state of New Jersey
[01:58:17.640 --> 01:58:20.640]  And that it was aware of itself already
[01:58:20.640 --> 01:58:24.640]  Existing right now in the current time, it's the paradigm destroyer
[01:58:24.640 --> 01:58:27.640]  What do you mean a computer the size of New Jersey?
[01:58:27.640 --> 01:58:32.640]  This professor went on to, in his lecture, reveal to all of us
[01:58:32.640 --> 01:58:35.640]  Which most of them were acting like potted plants
[01:58:35.640 --> 01:58:39.640]  Stay there, I want to hear the name and details
[01:58:40.640 --> 01:58:43.640]  You are listening to GCN
[01:58:44.640 --> 01:58:47.640]  Visit GCNLive.com today
[01:58:47.640 --> 01:58:57.640]  When you're out on the road, the last place you want to be is on the road
[01:58:57.640 --> 01:59:02.640]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets
[01:59:02.640 --> 01:59:06.640]  There's a place down in Tennessee
[01:59:06.640 --> 01:59:11.640]  Where they make blue diamond gusset jeans
[01:59:11.640 --> 01:59:15.640]  They so pride in every stitch
[01:59:15.640 --> 01:59:19.640]  Guarantee you love the way they fit
[01:59:19.640 --> 01:59:22.640]  They put a diamond gusset in the crotch
[01:59:22.640 --> 01:59:24.640]  Where you need it most
[01:59:24.640 --> 01:59:28.640]  Blue diamond gussets got it
[01:59:28.640 --> 01:59:29.640]  Other stone
[01:59:29.640 --> 01:59:31.640]  We turned jeans inside out
[01:59:31.640 --> 01:59:33.640]  Diamond gusset jeans
[01:59:33.640 --> 01:59:36.640]  Made in the USA with unparalleled quality
[01:59:36.640 --> 01:59:40.640]  Our Defender motorcycle jeans combine gusset comfort with Kevlar protection
[01:59:40.640 --> 01:59:43.640]  So you can ride all day with confidence
[01:59:43.640 --> 01:59:46.640]  Order yours at gusset.com
[01:59:46.640 --> 01:59:48.640]  Diamond gusset jeans got it
[01:59:48.640 --> 02:00:14.640]  Others don't
[02:00:18.640 --> 02:00:20.640]  Live from Austin, Texas
[02:00:20.640 --> 02:00:23.640]  Alex Jones
[02:00:23.640 --> 02:00:31.640]  Dr. Roman V. Jampoloski is our guest professor, director, cyber security lab
[02:00:31.640 --> 02:00:38.640]  You can read his whole bio at theluiville.edu.ry
[02:00:38.640 --> 02:00:43.640]  And he joins us, we only have like five minutes left with him
[02:00:43.640 --> 02:00:47.640]  And we were just talking to Vincent Montana
[02:00:47.640 --> 02:00:49.640]  What's the name of the professor? What's the name of the computer?
[02:00:49.640 --> 02:00:52.640]  Where was this that the people are telling you this?
[02:00:52.640 --> 02:00:55.640]  Actually, my name is Hector. The name of the college that I go to
[02:00:55.640 --> 02:01:00.640]  I can't really tell you the name of the professor for fear of the knowledge that he's talking about
[02:01:00.640 --> 02:01:04.640]  But what he said was the dimensions of it is that it is the size of New Jersey
[02:01:04.640 --> 02:01:09.640]  But it resides in Alaska, which leads me to believe that it's underground
[02:01:09.640 --> 02:01:12.640]  The other thing that he said was that it was conscious
[02:01:12.640 --> 02:01:14.640]  It is conscious, it is self-aware
[02:01:14.640 --> 02:01:17.640]  I'm not going to listen to this when somebody says their professor told them but it's secret
[02:01:17.640 --> 02:01:19.640]  He said he's giving a lecture
[02:01:19.640 --> 02:01:23.640]  I mean, number one, they could be talking about your intestines, you know, stretch out 500 feet or whatever
[02:01:23.640 --> 02:01:28.640]  Like all the contours of something, you know, has the surface of New Jersey
[02:01:28.640 --> 02:01:33.640]  I could see that with all the motherboards or whatever or all the computing space
[02:01:33.640 --> 02:01:36.640]  But I just don't get off into the speculation, thank you
[02:01:36.640 --> 02:01:40.640]  I think that's a great question, though, that that leads me to with our guest
[02:01:40.640 --> 02:01:44.640]  Doctor, what is the most advanced computer that we know of right now?
[02:01:44.640 --> 02:01:48.640]  Well, to first answer the question he claimed the computer was conscious
[02:01:48.640 --> 02:01:53.640]  How would they know we don't have any tests to see if a system is conscious or not
[02:01:53.640 --> 02:01:56.640]  So that alone is very suspicious sounding to me
[02:01:56.640 --> 02:02:03.640]  As far as the most advanced system, there is again very few ways to test intelligence in general
[02:02:03.640 --> 02:02:06.640]  We have IQ tests for humans, some claim they are biased
[02:02:06.640 --> 02:02:10.640]  There is no way to test intelligence across species, humans
[02:02:10.640 --> 02:02:13.640]  How does deep blue beat the best chess masters now?
[02:02:13.640 --> 02:02:16.640]  Brute force, they use so much computational power
[02:02:16.640 --> 02:02:20.640]  They essentially tried every possibility up to a certain limit
[02:02:20.640 --> 02:02:24.640]  A lot of progress in AI has been made based on improvements in hardware
[02:02:24.640 --> 02:02:29.640]  Algorithms which couldn't do it before as better computers become available
[02:02:29.640 --> 02:02:31.640]  Are quite capable of doing things
[02:02:31.640 --> 02:02:34.640]  Speech recognition, translation
[02:02:34.640 --> 02:02:39.640]  A perfect example of cases where just having a lot of data, powerful computers
[02:02:39.640 --> 02:02:44.640]  Allows you to do what you couldn't do before without really any novel ideas
[02:02:44.640 --> 02:02:49.640]  The best system I would say right now is again IBM's Watson computer
[02:02:49.640 --> 02:02:54.640]  And it also relies on essentially downloading internet to the local disk
[02:02:54.640 --> 02:02:57.640]  And having access to complete information about everything
[02:02:57.640 --> 02:03:02.640]  So it's another example of brute force approach where it's tremendously successful
[02:03:02.640 --> 02:03:04.640]  Everything is at all with that
[02:03:04.640 --> 02:03:09.640]  Very interesting, Vince and Montana, go ahead, Vince
[02:03:09.640 --> 02:03:12.640]  Dr. Amplansky, very interesting show
[02:03:12.640 --> 02:03:16.640]  Given that all the computers are military based
[02:03:16.640 --> 02:03:20.640]  And all the heuristics that this system that's going to develop
[02:03:20.640 --> 02:03:25.640]  All the heuristics are going to be contaminated with military applications that kill humans
[02:03:25.640 --> 02:03:31.640]  How are we ever going to write a prime directive rule that makes human life sacrosanct?
[02:03:31.640 --> 02:03:32.640]  Wouldn't we be better?
[02:03:32.640 --> 02:03:37.640]  Exactly, it's the opposite of the rule that Isaac Asimov came up with
[02:03:37.640 --> 02:03:40.640]  They're being designed from the beginning to kill
[02:03:40.640 --> 02:03:43.640]  Well, rules typically don't work in such systems
[02:03:43.640 --> 02:03:46.640]  If a system is smart enough it will always find loopholes
[02:03:46.640 --> 02:03:49.640]  In any set of rules you'll develop for it
[02:03:49.640 --> 02:03:51.640]  We see it with humans and laws we pass
[02:03:51.640 --> 02:03:55.640]  That's why every year we post another million new laws
[02:03:55.640 --> 02:03:58.640]  Just to keep up with smart people coming up with all the loopholes
[02:03:58.640 --> 02:04:01.640]  So the approach of just hard coding, don't kill humans
[02:04:01.640 --> 02:04:06.640]  Will probably not work as illustrated by every novel Asimov ever wrote
[02:04:06.640 --> 02:04:11.640]  We need something better and that's exactly the type of research I'm advocating
[02:04:11.640 --> 02:04:14.640]  For trying to figure out how to develop systems which
[02:04:14.640 --> 02:04:19.640]  Essentially don't want to harm humans, not because we are
[02:04:19.640 --> 02:04:22.640]  Yeah, we better not just try to count on them being well behaved
[02:04:22.640 --> 02:04:24.640]  We better be in control right now
[02:04:24.640 --> 02:04:25.640]  Exactly
[02:04:25.640 --> 02:04:28.640]  Alright, very impressive professor, thank you so much
[02:04:28.640 --> 02:04:30.640]  Hopefully in a month or so you'll come back with us
[02:04:30.640 --> 02:04:33.640]  And take more calls because this is just riveting
[02:04:33.640 --> 02:04:35.640]  And I really appreciate your time
[02:04:35.640 --> 02:04:38.640]  Thank you so much for having me, I would love to be back
[02:04:38.640 --> 02:04:40.640]  It was awesome having you, wow
[02:04:40.640 --> 02:04:44.640]  That's the type of stuff that gives our society a future
[02:04:44.640 --> 02:04:47.640]  Is having discussions about this, not about Britney Spears
[02:04:47.640 --> 02:04:50.640]  Or about Jay-Z or whatever, but about this type of stuff
[02:04:50.640 --> 02:04:53.640]  This is what's amazing, this is what's interesting
[02:04:53.640 --> 02:04:55.640]  This is what is thought provoking
[02:04:55.640 --> 02:05:24.640]  Big news straight ahead, it's important, stay with us
[02:05:25.640 --> 02:05:30.640]  Thank you so much for watching this video
[02:05:55.640 --> 02:06:00.640]  5starsoap.com
[02:06:00.640 --> 02:06:03.640]  A little over a year ago, I began to do a lot of research
[02:06:03.640 --> 02:06:06.640]  Into why, even though I had a pretty good size meal
[02:06:06.640 --> 02:06:07.640]  That I was still starving
[02:06:07.640 --> 02:06:09.640]  And my research led me to a well known fact
[02:06:09.640 --> 02:06:12.640]  That most of the soils that we grow our crops on
[02:06:12.640 --> 02:06:15.640]  Here in the United States and across the industrialized world
[02:06:15.640 --> 02:06:18.640]  Are almost completely depleted of almost all of the key
[02:06:18.640 --> 02:06:21.640]  Minerals and trace elements that our bodies need
[02:06:21.640 --> 02:06:25.640]  To rebuild themselves, fight off cancer and be healthy
[02:06:25.640 --> 02:06:29.640]  I then searched out the best vitamin and mineral company out there
[02:06:29.640 --> 02:06:31.640]  And discovered Young Jevity
[02:06:31.640 --> 02:06:33.640]  The Young Jevity products are designed to give you
[02:06:33.640 --> 02:06:36.640]  The real nutrition you need, and once you've got that
[02:06:36.640 --> 02:06:39.640]  You don't have to eat as much to be satisfied
[02:06:39.640 --> 02:06:42.640]  I've lost 37 pounds in two months
[02:06:42.640 --> 02:06:45.640]  Simply getting the vitamins and minerals I need
[02:06:45.640 --> 02:06:47.640]  Check it out for yourself, it's incredible
[02:06:47.640 --> 02:06:51.640]  Go to InfowarsTeam.com today and order your first canister
