[00:00.000 --> 00:02.000]  We've got it.
[01:00:25.060 --> 01:00:31.380]  we're going to see real men out there running into each other and trying to put a pig skin
[01:00:31.380 --> 01:00:38.260]  across the yard line, that's what's important and we're going to be discussing that, look
[01:00:38.260 --> 01:00:42.300]  here's the deal, I might even go to a football game occasionally if our country wasn't in
[01:00:42.300 --> 01:00:47.220]  such dire straits, I want to be clear about that, now I will cover the rest of the news
[01:00:47.220 --> 01:00:54.940]  in the next segment and then I will go to your phone calls for the last 45 minutes of
[01:00:54.940 --> 01:01:02.500]  the show today, I want to give first time callers a chance here on the Sunday show because
[01:01:02.500 --> 01:01:07.780]  we can take thousands of calls here and I love hearing callers that are able to get
[01:01:07.780 --> 01:01:13.860]  to on a routine basis but I don't screen your calls so sometimes I do notice a few of the
[01:01:13.860 --> 01:01:18.300]  same people there which is great but I want to give others a chance, am I wrong in the
[01:01:18.300 --> 01:01:25.020]  direction I'm taking the broadcast, is it wrong that I'm upset about melamine in the
[01:01:25.020 --> 01:01:31.380]  food or mercury and lead in the soft drinks at high levels, am I wrong when CNBC says
[01:01:31.380 --> 01:01:36.460]  mercury is good for kids we shouldn't be upset about it, I have that clip, you can just type
[01:01:36.460 --> 01:01:41.140]  it into YouTube and find it or when I have news across the country saying mercury is
[01:01:41.140 --> 01:01:47.860]  good for your brain, maybe I am the crazy person, maybe I am the bad man, you know I
[01:01:47.860 --> 01:01:51.660]  read all these government documents where they put additives in the plastic to feminize
[01:01:51.660 --> 01:01:55.620]  men and hyperfeminize women where the women end up getting breast cancer early and the
[01:01:55.620 --> 01:02:07.100]  men are basically women, the women are amazons who grow taller, live less, lifespans, that's
[01:02:07.100 --> 01:02:11.100]  the new system, little bitty men, these big giant women, I guess house slaves for the
[01:02:11.100 --> 01:02:15.820]  new world order, I guess that's just a re uptake on what the Romans did and what plantations
[01:02:15.820 --> 01:02:20.060]  did here in the United States, it's very very sad, the more I learn about anthropology,
[01:02:20.060 --> 01:02:24.340]  sociology, psychology, through the lens of the globalist master architects I can just
[01:02:24.340 --> 01:02:30.940]  see they've taken all their old slave systems and added on top of them, I haven't even gotten
[01:02:30.940 --> 01:02:45.340]  to the fact that terrorism is a giant hoax and that it's basically a psychological compulsion
[01:02:45.340 --> 01:02:55.940]  or a hypnotic suggestion, compulsion toward just the entire culture is just every show,
[01:02:55.940 --> 01:03:01.220]  cop show, terrorist are everywhere and people are now blurring that with reality and that's
[01:03:01.220 --> 01:03:06.540]  why I see newscast of police running checkpoints randomly with the TSA jerking families out
[01:03:06.540 --> 01:03:11.860]  and they're acting like every car has like 85 foot cobras breathing fire in them because
[01:03:11.860 --> 01:03:18.220]  the cops believe the world is a TV show, they just believe the total mass delusion, so I'm
[01:03:18.220 --> 01:03:21.380]  going to open the phones up and we got to break here in a moment and come back, I'm
[01:03:21.380 --> 01:03:24.900]  going to give the number out for everybody but that's when the phones are going to open
[01:03:24.900 --> 01:03:31.820]  up and I want to hear from the full audience but the phones are not open yet and I want
[01:03:31.820 --> 01:03:37.580]  to hear from you on all the subjects I've raised, there's another psychological warfare
[01:03:37.580 --> 01:03:43.780]  tactic here where they hype Iraq war for so many years when it finally happens even though
[01:03:43.780 --> 01:03:47.580]  you're against it and though they're lying about WMD's you're like hurry up and get it
[01:03:47.580 --> 01:03:53.540]  over with, it's kind of like a few times in school I'd have the bully in my last period
[01:03:53.540 --> 01:03:59.060]  class with me saying you know I'm going to beat you up after school and after a while
[01:03:59.060 --> 01:04:03.420]  you're like well I can't wait for the bell to ring for this to happen, I mean I remember
[01:04:03.420 --> 01:04:08.980]  being a few times being I guess in the lunch room a few periods before school ended or
[01:04:08.980 --> 01:04:16.340]  one time the guy was in my math class, last class I had of the day, I guess both times
[01:04:16.340 --> 01:04:20.580]  were in seventh grade or maybe eighth grade and I was just, I remember even though the
[01:04:20.580 --> 01:04:24.500]  kid had flunked in one case like three grades it was a lot bigger than me, he'd been threatening
[01:04:24.500 --> 01:04:29.580]  me at lunch I was kind of scared but I was tired of the day taking so long I was like
[01:04:29.580 --> 01:04:33.580]  hurry up then I was kind of happy to go out behind the school by the end of it I was
[01:04:33.580 --> 01:04:41.420]  finding him and it's the same psychological thing that they always hype it and hype it
[01:04:41.420 --> 01:04:45.780]  and hype it so it becomes a self-fulfilling prophecy, again that's a psychological warfare
[01:04:45.780 --> 01:04:51.740]  tactic, a self-fulfilling prophecy where you just expect it to happen and so you almost
[01:04:51.740 --> 01:04:55.460]  acquiesce to it and I knew that was one of their psychological warfare tactics about
[01:04:55.460 --> 01:04:59.660]  a decade ago, looked it up in psychology and actually found it was one of their tactics.
[01:05:25.820 --> 01:05:30.460]  an endless supply of nutrient dense food for you and your family and here's the best part
[01:05:30.460 --> 01:05:34.780]  these seeds have not been genetically modified in any way and you actually get enough seeds
[01:05:34.780 --> 01:05:40.580]  to plant a full acre crisis garden so visit them today at survivalseedbank.com that's
[01:05:40.580 --> 01:05:52.300]  survivalseedbank.com or give them a call at 877-327-0365 that's 877-327-0365 remember
[01:05:52.300 --> 01:05:58.700]  in a real crisis non-hybrid seeds are the ultimate barter item this is alex jones for survivalseedbank.com
[01:06:22.300 --> 01:06:36.420]  I drink all the fluoride don't I bury my kids for you don't I oh the troops are dying of
[01:06:36.420 --> 01:06:40.940]  the du and they just bury them real quiet because they're patriotic and trying to save
[01:06:40.940 --> 01:06:48.100]  the troops is unpatriotic because I'm the bad man I'm on my youtube channel with 180
[01:06:48.100 --> 01:06:52.500]  million views on just one of our channels in youtube of course is hijacked it with all
[01:06:52.500 --> 01:07:00.540]  their messages about the about the the super bowl that's now the groper bowl but here's
[01:07:00.540 --> 01:07:04.780]  the deal I want to open the phones up after this segment for the entirety of the rest
[01:07:04.780 --> 01:07:09.660]  of the second hour today if you're just joining us I'm alex jones your host here every sunday
[01:07:09.660 --> 01:07:14.980]  four to six p.m. central back weekdays 11 a.m. to 2 p.m. and we're on an over a hundred
[01:07:14.980 --> 01:07:24.540]  a.m. and fm's now weekday show over 60 on the sunday show and simulcast on xm 166 weekdays
[01:07:24.540 --> 01:07:30.420]  live and of course you can always listen to the free streams and info wars dot com the
[01:07:30.420 --> 01:07:34.820]  free podcast is uploaded every day in the listen section of info wars dot com and present
[01:07:34.820 --> 01:07:41.020]  planet dot com and of course you can watch it present planet dot tv ok let me just do
[01:07:41.020 --> 01:07:44.900]  this let me just tell you some of what's coming up after i get the calls hitler would have
[01:07:44.900 --> 01:07:54.340]  loved the singularity mind-blowing benefits of merging human brains and computers and
[01:07:54.340 --> 01:08:01.620]  that's a daily mail story politico it's romney versus paul in main ron paul's focus on delegates
[01:08:01.620 --> 01:08:08.300]  not must win states wall street journal beginning into that occupy austin evicted i happen to
[01:08:08.300 --> 01:08:12.940]  be downtown last night a business meeting i walk out of the restaurant here's occupy
[01:08:12.940 --> 01:08:20.540]  marching protest and there were more uh police than occupiers continuing here iranian warships
[01:08:20.540 --> 01:08:27.140]  docket saudi poured un once world tax to help the poor and again our story went all over
[01:08:27.140 --> 01:08:33.980]  the web friday but it was and i saw comments on some neocon blogs that reposted our article
[01:08:33.980 --> 01:08:41.860]  saying jones is making this up the third paragraph is a link to the u n and to the desert news
[01:08:41.860 --> 01:08:48.460]  mainstream news with the headline u n leaders consider world tax to fund social protection
[01:08:48.460 --> 01:08:55.060]  services oh you gotta help women with the u n raping forces i mean every u n pcb force
[01:08:55.060 --> 01:08:58.540]  out there is known for kidnapping kids you name it i mean they have the worst record
[01:08:58.540 --> 01:09:02.780]  out there but it's always it's for the women and children we need a global tax and global
[01:09:02.780 --> 01:09:06.900]  regulations and a global court run by the big mega banks that have bankrupted all your
[01:09:06.900 --> 01:09:12.260]  countries through derivatives and and and then even on my own website but then even
[01:09:12.260 --> 01:09:19.700]  on other big neocon sites where they post my articles they post our articles and then
[01:09:19.700 --> 01:09:25.780]  they call us liars i mean there is a world government it's unelected it's out of control
[01:09:25.780 --> 01:09:31.980]  and its goal is hegemonic control so that once it's got that control to reduce our population
[01:09:31.980 --> 01:09:41.420]  i mean that's sunday times of london headline elite meet in secret to discuss overpopulation
[01:09:41.420 --> 01:09:50.220]  and then it's ted turner george soros the rockefellers bill gates warren buffet all
[01:09:50.220 --> 01:09:56.100]  saying world government and for sterilization and they're doing it through the food and
[01:09:56.100 --> 01:10:00.620]  water and they get funny and then run around other philanthropists all day it's frustrating
[01:10:00.620 --> 01:10:05.420]  now here's the toll free number to join us is different in the weekday number we're
[01:10:05.420 --> 01:10:16.380]  open the funds now 877789 alex 877789 alex first time callers 8777892539 first time
[01:10:16.380 --> 01:10:24.860]  callers today i want to give everybody a chance to uh to uh get involved on air with us here
[01:10:24.860 --> 01:10:31.580]  so again i want to hear from you on all the issues i've covered now here's my problem
[01:10:31.580 --> 01:10:35.940]  i don't just say i'm going to come on the radio show and give you proof that government
[01:10:35.940 --> 01:10:43.220]  is preparing and selling and think tanks are preparing and selling stage terror attacks
[01:10:43.220 --> 01:10:48.820]  in america and europe and israel to blame domestic groups and tie the domestic groups
[01:10:48.820 --> 01:10:55.740]  and claim that right wingers work with al-qaeda which is like saying the cook lux clan works
[01:10:55.740 --> 01:11:03.460]  with the n double acp i mean it is it is it's like saying oil and water mix it uh no no
[01:11:03.460 --> 01:11:10.100]  they don't this is the type of ridiculousness that we deal with so i did a little bit of
[01:11:10.100 --> 01:11:16.460]  uh pulling up old articles today before i got into this and we have videos we have links
[01:11:16.460 --> 01:11:20.860]  to all this in the articles if you're new lister don't just think oh this is wild yeah truth
[01:11:20.860 --> 01:11:25.780]  is stranger than fiction write this down and go look it up clinton i obama needs oklahoma
[01:11:25.780 --> 01:11:36.340]  city bombing to reconnect with american people and that was on chris mathews he said that
[01:11:36.340 --> 01:11:40.860]  former clinton night and deputy operative democratic operative mark pin and we've got
[01:11:40.860 --> 01:11:44.780]  all the quotes about how much a terror attack would help them then they put out fundraising
[01:11:44.780 --> 01:11:50.260]  letters saying the attacks coming soon and we're going to blame it on the ron paul people
[01:11:50.260 --> 01:12:03.700]  ok now continuing here's another one us intel director prepares public for false flag event
[01:12:03.700 --> 01:12:08.860]  now this is just from february 1st a few days ago info wars dot com toddy cartelucci see
[01:12:08.860 --> 01:12:12.900]  we have writers who live in the real world so they actually read with the cfr brookings
[01:12:12.900 --> 01:12:17.700]  institution and ran corporations say because they actually write the papers that are then
[01:12:17.700 --> 01:12:23.500]  adopted in by the pentagon and by the white house and then they have the quotes here you
[01:12:23.500 --> 01:12:29.700]  might want to go read them where they say we need to have a provocation whatever it takes
[01:12:29.700 --> 01:12:33.620]  to say that i ran attacked us that's what we need to get this new war launched and sells
[01:12:33.620 --> 01:12:38.900]  the public that's on pages eighty four and eighty five of which path to persia that's
[01:12:38.900 --> 01:12:46.340]  brookings institute we've got the same documents same statements by cfr ran corporation they're
[01:12:46.340 --> 01:12:52.300]  all in this article i mean just dozens of links to them saying it video all of now clapper
[01:12:52.300 --> 01:13:02.540]  goes on the head of the national security for obama clapper is in here saying the same
[01:13:02.540 --> 01:13:07.700]  thing it would be far more preferable the united states could cite as an iranian provocation
[01:13:07.700 --> 01:13:12.300]  justification for the air strikes before launching them clearly the more outrageous the more deadly
[01:13:12.300 --> 01:13:15.380]  and the more unprovoked the iranian action the better off the united states would be
[01:13:15.380 --> 01:13:22.540]  i mean this is all thinly thinly veiled but i thought i would go further before i got
[01:13:22.540 --> 01:13:27.260]  back into that here's curts latest article today us and israel set stage for false flag
[01:13:27.260 --> 01:13:32.340]  attack on iran days after clapper puts out this report saying we need a big provocation
[01:13:32.340 --> 01:13:38.780]  we need to be hit and hit hard he comes out publicly not in a white paper to the insiders
[01:13:38.780 --> 01:13:42.820]  that's public but i think we're animals and don't read it are you an animal do you do
[01:13:42.820 --> 01:13:49.780]  you read what they say and he he says oh my gosh al qaeda with iran of course the two
[01:13:49.780 --> 01:13:56.820]  groups are opposite and hate each other she died and what hobbyist are going to hit america
[01:13:56.820 --> 01:14:01.940]  and we got to give all our rights up and iran's going to hit us preemptively yeah exactly
[01:14:01.940 --> 01:14:05.940]  what iran wants is to be attacked that's why they've let israel the u.s. and england blow
[01:14:05.940 --> 01:14:12.500]  up power plants military bases generals police stations and dams and launch stucks net attacks
[01:14:12.500 --> 01:14:17.860]  iran has laid there and taken it all but now oh my gosh they're going to blow stuff up here
[01:14:17.860 --> 01:14:25.140]  oh yeah that's that's a really that's exactly what they're going to do but again they know
[01:14:25.140 --> 01:14:30.140]  it's childlike football heads are like blow up iran get them Arabs they're not even Arabs
[01:14:30.140 --> 01:14:33.500]  i mean they know that and of course it's all going to be used domestically to take your
[01:14:33.500 --> 01:14:38.500]  liberties as well all this anti-terror stuff you're told that you know that's for muslims
[01:14:38.500 --> 01:14:42.500]  or whatever it's all about gun owners conservators and libertarians those documents have come
[01:14:42.500 --> 01:14:48.060]  out and and and all the new movies product placement movies like source code it's blonde
[01:14:48.060 --> 01:14:54.300]  haired blue eyed guys with american flags with nukes blowing up chicago law abiding citizens
[01:14:54.300 --> 01:14:59.900]  same thing every movie i see that's action now the bad guy and and and homeland security
[01:14:59.900 --> 01:15:04.260]  is running tv ads where all the terrorists in more than 20 different variants are white
[01:15:04.260 --> 01:15:09.540]  guys with minorities reporting them the point is it's a rollout it's branding they're branding
[01:15:09.540 --> 01:15:14.940]  everything off of al-qaeda to the john deere cap wears and in the drills i've been at
[01:15:14.940 --> 01:15:19.100]  the urban warfare drills it's guys in john deere hats it's not about muslims you're
[01:15:19.100 --> 01:15:22.740]  trained as tribalists that we're taking the rights because the muslims you're like good
[01:15:22.740 --> 01:15:27.700]  kill them all you know the good old boys are parking lot and all the racial terms that
[01:15:27.700 --> 01:15:31.620]  they're allowed to use on talk radio can't use any other racial or religious slurs but
[01:15:31.620 --> 01:15:37.940]  you can use those it's all for you idiot the drones all of it homeland security all of
[01:15:37.940 --> 01:15:42.340]  it homeland security is run by foreign banks that hate the second amendment and hate america
[01:15:42.340 --> 01:15:46.540]  and hate freedom and they know how to manipulate you and to give it up your own rights they
[01:15:46.540 --> 01:15:50.820]  hold up sock puppet al-qaeda they control on record they've given libya and everywhere
[01:15:50.820 --> 01:15:55.980]  else and then you basically slit your wrist and say take my birthright of freedom because
[01:15:55.980 --> 01:16:03.340]  i love hating muslims when you're the target you've heard alex explaining how the silver
[01:16:03.340 --> 01:16:08.700]  lungs generator infuses the respiratory system with yourself produced colloidal silver solutions
[01:16:08.700 --> 01:16:12.460]  yet many are unaware of the entire function of the silver lung system and how it has been
[01:16:12.460 --> 01:16:17.780]  designed to deliver your silver solutions anywhere in or on the body my name is mario
[01:16:17.780 --> 01:16:22.620]  safaldi and i'm the developer of the silver lungs generator not only does the silver
[01:16:22.620 --> 01:16:27.540]  lung system produce endless colloidal and ionic silver solutions it also comes equipped with
[01:16:27.540 --> 01:16:32.180]  the proper applicators and devices needed to deliver your silver solutions directly
[01:16:32.180 --> 01:16:40.220]  to key target areas this includes the eyes ears nose lungs topically to the skin and
[01:16:40.220 --> 01:16:44.740]  orally for the digestive system be sure to watch our new seven minute video tour of the
[01:16:44.740 --> 01:16:51.740]  silver lung system at www.silverlungs.com to learn more about how the silver lung system
[01:16:51.740 --> 01:17:00.860]  works as well we are always ready to answer any questions you may have that's www.silverlungs.com
[01:17:00.860 --> 01:17:05.180]  i've been telling you about e-foods direct for a while now here are my top 10 reasons
[01:17:05.180 --> 01:17:10.020]  to stock up on food from e-foods direct number 10 the food i get from e-foods direct taste
[01:17:10.020 --> 01:17:15.100]  great number nine the e-foods meals are easy to prepare eight e-foods direct delivers the
[01:17:15.100 --> 01:17:20.420]  food right to my front door seven most of these meals cost less than two dollars six
[01:17:20.420 --> 01:17:25.580]  with their large variety i can eat it every day five i always have access to high quality
[01:17:25.580 --> 01:17:31.380]  and delicious food number four e-foods products don't spoil so i never waste any food three
[01:17:31.380 --> 01:17:37.020]  e-foods uses only safe healthy ingredients number two i have my own food supply and don't
[01:17:37.020 --> 01:17:41.700]  depend on the grocery store and the number one reason i promote e-foods direct is they
[01:17:41.700 --> 01:17:47.500]  build special offers just for my listeners folks don't wait get prepared now we all need
[01:17:47.500 --> 01:17:53.940]  to be self-sufficient call e-foods direct at 800-409-5633 and ask for the alex jones special
[01:17:53.940 --> 01:18:01.060]  call e-foods direct at 800-409-5633 or e-foods direct dot com forward slash alex i had
[01:18:01.060 --> 01:18:05.300]  tried everything i'd cut back the amount of food i was eating i was lifting weights and
[01:18:05.300 --> 01:18:10.300]  jogging but nothing was working my body was literally starving for minerals and trace
[01:18:10.300 --> 01:18:15.780]  elements as well as key vitamins and as soon as i had that i immediately could eat half
[01:18:15.780 --> 01:18:20.980]  of what i was eating previously and be satisfied now there are hundreds of great products at
[01:18:20.980 --> 01:18:26.460]  info wars team dot com but i want to point out the three that have helped me lose thirty
[01:18:26.460 --> 01:18:34.820]  seven pounds in just two months products like beyond tangy tangerine pollen burst and rebound
[01:18:34.820 --> 01:18:38.820]  when i started taking the tangy tangerine and other products every day i lost more than
[01:18:38.820 --> 01:18:44.580]  thirty seven pounds in just two months now that's results i want to challenge my listeners
[01:18:44.580 --> 01:18:49.700]  to go to info wars team dot com and to order just three of their products and you will
[01:18:49.700 --> 01:18:55.380]  see the changes in the way you look feel and in your appetite almost immediately start
[01:18:55.380 --> 01:19:01.580]  your journey to health and wellness today info wars team dot com when you're out on
[01:19:01.580 --> 01:19:09.100]  the road the last place you want to be is on the road but if the unfortunate happens
[01:19:09.100 --> 01:19:16.820]  you'll be glad you were wearing diamond gussets there's a place down in tennis scene where
[01:19:16.820 --> 01:19:26.540]  they make blue diamond gusset jeans they so pride in every stitch guarantee you love
[01:19:26.540 --> 01:19:34.620]  the way they fit they put a diamond gusset in the crotch where you need it most blue
[01:19:34.620 --> 01:19:43.620]  diamond gussets got it other stone we turned jeans inside out diamond gusset jeans made
[01:19:43.620 --> 01:19:49.100]  in the usa with unparalleled quality our defender motorcycle jeans combine gusset comfort with
[01:19:49.100 --> 01:19:54.660]  kevlar protection so you can ride all day with confidence order yours at gusset dot
[01:19:54.660 --> 01:20:05.420]  com diamond gusset jeans got it others don't coast to coast direct from austin you're
[01:20:05.420 --> 01:20:26.980]  listening to the alex jones broadcasting network network all right i want to go to your phone
[01:20:26.980 --> 01:20:33.980]  calls but i haven't even scratched the surface on this i ran situation i ran has been overthrown
[01:20:33.980 --> 01:20:44.580]  at least twice in the last 70 years by england england wanted under angle american oil all
[01:20:44.580 --> 01:20:51.900]  of their oil they said you don't get any of the money and that's all part of history but
[01:20:51.900 --> 01:20:57.740]  now the west wants this new war is a political diversion to europe collapsing the banking
[01:20:57.740 --> 01:21:02.060]  takeover all the things that are happening and the west wants to be able to stage terror
[01:21:02.060 --> 01:21:08.860]  attacks to then roll the tsa on the streets poses saviors and every time i talk about
[01:21:08.860 --> 01:21:13.100]  this people go well why does government like a terror attack that doesn't make any sense
[01:21:13.100 --> 01:21:20.220]  like their children why did hitler fire bomb his own capital building after he got elected
[01:21:20.220 --> 01:21:25.580]  to declare martial law to declare emergency it's the oldest trick in the books and don't
[01:21:25.580 --> 01:21:30.380]  act like you don't understand this but but if you still don't understand i have links
[01:21:30.380 --> 01:21:35.780]  to them saying it on television clinton night obama needs okc bombing to reconnect with
[01:21:35.780 --> 01:21:40.700]  american people you can go watch the clip chris matthew's hardball with the clinton
[01:21:40.700 --> 01:21:45.980]  advisor on their saying a terror attack would really help the president obama looks strong
[01:21:45.980 --> 01:21:52.460]  i have another one here robert supero in the financial times of london top clinton official
[01:21:52.460 --> 01:21:57.020]  only terror attack and save obama quote the bottom line here is that americans don't believe
[01:21:57.020 --> 01:22:02.220]  in president obama's leadership said supero adding he has to find some way between now
[01:22:02.220 --> 01:22:09.180]  and november 2012 i'm demonstrating that he's a leader who can command confidence in short
[01:22:09.180 --> 01:22:13.420]  of a new 9 11 event or oklahoma city i can't think of how he could do that what do you
[01:22:13.420 --> 01:22:20.020]  think war with iran will be an october surprise i mean don't act like well why would government
[01:22:20.020 --> 01:22:25.180]  do that and i go well hitler blip is on instagram you know gulf atonk and to get us into vietnam
[01:22:25.180 --> 01:22:31.900]  and you're like but why well i don't know you choose not to understand and then i've
[01:22:31.900 --> 01:22:37.580]  got clapper on tv two days ago saying terrorists are about to hit us iran's got terrorist everywhere
[01:22:37.580 --> 01:22:42.260]  give up all your rights we've got to attack iran they're about to hit us meanwhile he's
[01:22:42.260 --> 01:22:46.060]  writing for the brookings institute about how great a terror attack would be and we've
[01:22:46.060 --> 01:22:53.260]  got the quotes and the link to it again when they talk to each other here's a letter sent
[01:22:53.260 --> 01:23:01.100]  to augment energied september 2006 2007 almost five years ago by gary hart and published
[01:23:01.100 --> 01:23:05.820]  in the huffington post and we confronted gary hart about this it's in my film truth rising
[01:23:05.820 --> 01:23:12.180]  if you want to watch the video it's online too just typing gary hart confronted uh over
[01:23:12.180 --> 01:23:18.140]  iran false flag and he says hey dick chaney will stage a terror attack on you you better
[01:23:18.140 --> 01:23:25.060]  do exactly what you told we stage the gulf of tonkin we stage the main event listen public
[01:23:25.060 --> 01:23:31.900]  letter and you better do what you're told now it turns out i had a cia source ray mcgovern
[01:23:31.900 --> 01:23:37.740]  top cia analyst reagan and bush at the same time say the word is chaney wants to blow
[01:23:37.740 --> 01:23:43.380]  up us ships with fake us ships painted up like iranian two years later after chaney
[01:23:43.380 --> 01:23:48.260]  was out of office it came out in new yorker magazine cy harsh two time Pulitzer prize
[01:23:48.260 --> 01:23:52.180]  winner his white house source said actually the national security council stopped the
[01:23:52.180 --> 01:23:57.700]  vice president on his own he already had us patrol boats painted up like iranian boats
[01:23:57.700 --> 01:24:01.900]  and was going to blow up a us destroyer but they stopped him because they thought they
[01:24:01.900 --> 01:24:09.820]  could get caught they thought it was too bold why because we're watching them we're watching
[01:24:09.820 --> 01:24:19.100]  them you just type in cy harsh it's on youtube a speech to says chaney wanted to stage attack
[01:24:19.100 --> 01:24:26.540]  on her own ships and watch the video but here is gary hart top globalist he's in the cfr
[01:24:26.540 --> 01:24:31.660]  he had the heart rubbing commission that created homeland security called for it years before
[01:24:31.660 --> 01:24:41.260]  said we could use 9 11 to create a new world order remember that clip and until we produced
[01:24:41.260 --> 01:24:45.420]  the letter to heart in person he said i never wrote that letter and we said here is the
[01:24:45.420 --> 01:24:50.020]  letter and he went oh i did write that and started sweating goes uh well i i don't want
[01:24:50.020 --> 01:24:54.500]  to discuss it i i i that was rock meant energy you know why'd you put it in the oven and post
[01:24:54.500 --> 01:25:00.100]  like we're idiots and we don't know what this means folks go read it for yourself unsolicited
[01:25:00.100 --> 01:25:06.460]  advice of the government iran having been post september twenty sixty thousand seven
[01:25:06.460 --> 01:25:10.980]  he goes on to say you just think is the iraq war isn't popular we just got caught lying
[01:25:10.980 --> 01:25:18.400]  about wmds we won't stage something go read it go read it go read it i just read to you
[01:25:18.400 --> 01:25:23.620]  white house advisor supero talking about how great a new oklahoma city or nine eleven
[01:25:23.620 --> 01:25:32.180]  would be but go read the go read all these articles i mean go read the new one us and
[01:25:32.180 --> 01:25:38.540]  israel set stage for false flag iran attack remember peanut september twentieth two thousand
[01:25:38.540 --> 01:25:47.340]  document remember the peanut document dick cheney wrote it project for the american century
[01:25:47.340 --> 01:25:52.140]  was on their website for like eight years until they pulled it a few years ago but it's
[01:25:52.140 --> 01:25:56.980]  all over the news new york times written about it it's real he says we need to use race specific
[01:25:56.980 --> 01:26:02.260]  bio weapons on people to get the media to back it that was in there in this one document
[01:26:02.260 --> 01:26:06.940]  was so crazy we need to have a new pearl harbor to blame on the middle east and we're going
[01:26:06.940 --> 01:26:11.660]  to invade afghanistan and then iraq and it's got to be at least three thousand dead like
[01:26:11.660 --> 01:26:16.180]  pearl harbor they killed almost exactly three thousand nine eleven i mean these guys are
[01:26:16.180 --> 01:26:24.980]  like can hit holes in one and they sit there like we are complete morons and put out public
[01:26:24.980 --> 01:26:34.820]  documents saying this that there's the document minus a pearl harbor catalyzing event we won't
[01:26:34.820 --> 01:26:40.100]  be able to take over the world packs americana but they don't mean america taking over they
[01:26:40.100 --> 01:26:46.180]  mean the special interest that have hijacked the country and taken us over i see so many
[01:26:46.180 --> 01:26:51.620]  good old boys they're like you know see a jet fly over a b2 bomber or whatever one time
[01:26:51.620 --> 01:26:56.540]  flew over in austin i was at a fourth of july event and uh and they're always good old
[01:26:56.540 --> 01:27:03.260]  boys going yeah like pride in it you paid for that pal it works for the bankers though
[01:27:03.260 --> 01:27:11.300]  oh oh and since i mentioned that told you this was coming they've now got regular predator
[01:27:11.300 --> 01:27:17.220]  and reaper drones over the u.s. and are announcing that they're going to start killing u.s. citizens
[01:27:17.220 --> 01:27:22.860]  remember they announced that in congress lindsay graham said you bet the ndaa of effects americans
[01:27:22.860 --> 01:27:28.540]  will kill you i want you to be scared and when you say i want a lawyer you'll say shut
[01:27:28.540 --> 01:27:35.860]  up you don't get nothing remember that clipping pull it up and then they cut to one of the
[01:27:35.860 --> 01:27:40.860]  other sponsors senator leverman all creepy all sweaty he said they're going i want people
[01:27:40.860 --> 01:27:47.180]  to be scared i want to be scared i mean it's like jeffrey dommer or something i mean you're
[01:27:47.180 --> 01:27:50.940]  seeing it front row seat and they know they can just dangle terrorism terrorists going
[01:27:50.940 --> 01:27:54.500]  to get you every time i'm around i was at the business meeting this week somebody's like
[01:27:54.500 --> 01:28:01.580]  alexis 911 inside job stuff come on and i looked at him and i said look i don't want
[01:28:01.580 --> 01:28:07.380]  to debate you about this you know al-qaeda has been given libya i know i know but you
[01:28:07.380 --> 01:28:11.420]  know they're being given control of syria they're pushing them and you know they you
[01:28:11.420 --> 01:28:15.940]  know it's a big brzezinski brags the government the u.s. government created it nato runs it
[01:28:15.940 --> 01:28:23.100]  i know i don't look you look you don't want to have an adult discussion okay then don't
[01:28:23.100 --> 01:28:28.980]  try to debate me i know it's fun to hate people that don't look like you and get scared of
[01:28:28.980 --> 01:28:34.740]  them you can still hate them but just admit who they work for here it is u.s. guys can
[01:28:34.740 --> 01:28:43.620]  see more drones they have funded a wall street journal reports 60 plus billion dollars you
[01:28:43.620 --> 01:28:51.580]  find the actual number here i had it yeah 63 billion the lion's share of it is the drones
[01:28:51.580 --> 01:28:56.540]  targeting you and your family watching everything you do all right your calls are straight ahead
[01:28:56.540 --> 01:29:04.580]  i promise we'll be right back hi folks this is alex jones i'm looking for people that
[01:29:04.580 --> 01:29:10.340]  have the wisdom to spot savings opportunity and recognize risk saving means to make money
[01:29:10.340 --> 01:29:14.620]  the cow been pure soap company can save you thousands of dollars and give you good old
[01:29:14.620 --> 01:29:19.700]  fashioned real soaps that are triple concentrated and twice as good as what you're using now
[01:29:19.700 --> 01:29:25.860]  soaps made from vegetable and coconut oils that contain no useless dyes for fumes deodorants
[01:29:25.860 --> 01:29:31.020]  or antibacterials your risk is the hundreds of hazardous toxic detergents that give you
[01:29:31.020 --> 01:29:36.580]  rashes itching sores and deteriorating clothing called lint if you want something better if
[01:29:36.580 --> 01:29:39.900]  you want something you've never had before you had to do something you've never done
[01:29:39.900 --> 01:29:47.220]  before getting a free catalog is easy by calling 800-340-7091 or see calvin on the web at five
[01:29:47.220 --> 01:29:54.460]  star soap dot com take charge of your health now by calling 800-340-7091 or see calvin
[01:29:54.460 --> 01:30:02.540]  on the web at five star soap dot com i've been telling you about e-foods direct for
[01:30:02.540 --> 01:30:07.420]  a while now here are my top ten reasons to stock up on food for me foods direct number
[01:30:07.420 --> 01:30:12.300]  ten the food i get from e-foods direct taste great number nine the e-foods meals are easy
[01:30:12.300 --> 01:30:17.420]  to prepare eight e-foods direct delivers the food right to my front door seven most of
[01:30:17.420 --> 01:30:22.060]  these meals cost less than two dollars six with their large variety i can eat it every
