[00:00:01.000 --> 00:00:16.000]  Intro
[01:48:44.059 --> 01:48:50.980]  The government is a consortium of corporate tentacles and its operatives.
[01:48:50.980 --> 01:48:56.019]  And then within that strata, there are good people, there are bad people, there are asleep
[01:48:56.019 --> 01:48:57.460]  people.
[01:48:57.460 --> 01:49:00.220]  There's all sorts of folks.
[01:49:00.220 --> 01:49:02.660]  The good news is we're able to promote a message of freedom.
[01:49:02.660 --> 01:49:03.660]  We start to win.
[01:49:03.660 --> 01:49:11.620]  But if you remember last October, before last, like a year and a half ago.
[01:49:11.620 --> 01:49:16.580]  I went on air and I said the Russians are going to invade Ukraine in February.
[01:49:17.640 --> 01:49:19.640]  I said by late February.
[01:49:19.640 --> 01:49:26.640]  Well, that's because the Russians were already building up forces and the Russians were already in a battle with the U.S. forces.
[01:49:26.640 --> 01:49:35.640]  And I just know so many people in the military and know so many people that are involved that I didn't just get it from one source or two or three or five.
[01:49:35.640 --> 01:49:39.640]  They all said by the end of February we're told the Russians are going to invade.
[01:49:39.640 --> 01:49:45.640]  And I was talking to people very close to me who are retired Army who were just talking to their sons.
[01:49:45.640 --> 01:49:48.640]  I said by the end of February we're told the Russians are going to invade.
[01:49:46.270 --> 01:49:50.270]  Who are already there, and I'm going to leave it at that.
[01:49:51.840 --> 01:49:53.840]  And it wasn't like, oh, here's big Intel.
[01:49:53.840 --> 01:49:56.840]  It's like, we're really worried about Junior.
[01:49:56.840 --> 01:49:58.840]  This is my family.
[01:49:58.840 --> 01:50:03.840]  He's in Army Special Operations, and he's over there, and I'm like, where?
[01:50:03.840 --> 01:50:04.840]  Well, we can't say.
[01:50:04.840 --> 01:50:08.840]  He won't say, but it's dangerous.
[01:50:08.840 --> 01:50:10.840]  I'm like, Ukraine?
[01:50:10.840 --> 01:50:13.840]  I'm not going to say.
[01:50:13.840 --> 01:50:15.840]  He won't tell us, but yeah, it's Ukraine.
[01:50:15.840 --> 01:50:18.840]  He just, you know, there's casualties on both sides.
[01:50:18.840 --> 01:50:21.840]  They're fighting Russians.
[01:50:21.840 --> 01:50:27.840]  And then I talk to people I know in the military who have sons in the military,
[01:50:27.840 --> 01:50:30.840]  and they're like, yeah, where's your son over there?
[01:50:30.840 --> 01:50:33.840]  Army Special Operations leader.
[01:50:33.840 --> 01:50:35.840]  Oh, he's in Poland.
[01:50:35.840 --> 01:50:37.840]  I go, your son's not in Poland.
[01:50:37.840 --> 01:50:38.840]  He's in Ukraine.
[01:50:38.840 --> 01:50:40.840]  How do you know that?
[01:50:40.840 --> 01:50:44.840]  And then this guy was Special Forces, you know, whole nine yards,
[01:50:44.840 --> 01:50:47.840]  decades in the military, and he's like, how do you know that?
[01:50:47.840 --> 01:50:49.840]  I didn't tell you that.
[01:50:49.840 --> 01:50:51.840]  I'm like, so your son's in Ukraine?
[01:50:51.840 --> 01:50:53.840]  Pretty heavy battles?
[01:50:53.840 --> 01:50:55.840]  He's like, yeah, we're praying every day.
[01:50:55.840 --> 01:50:56.840]  It's bad.
[01:50:56.840 --> 01:50:58.840]  It's heavy.
[01:50:58.840 --> 01:51:01.840]  They're losing people.
[01:51:01.840 --> 01:51:06.840]  And so I just kept going, hey, so have they tried to hire you to go over there?
[01:51:06.840 --> 01:51:08.840]  Talking to another guy.
[01:51:08.840 --> 01:51:09.840]  Yeah, how do you know that?
[01:51:09.840 --> 01:51:11.840]  I was actually over there training them five years ago.
[01:51:11.840 --> 01:51:12.840]  Yeah.
[01:51:12.840 --> 01:51:13.840]  How the hell do you know all this?
[01:51:13.840 --> 01:51:15.840]  Because, I mean, I'm on the ground, folks.
[01:51:15.840 --> 01:51:17.840]  The best intelligence is on the ground.
[01:51:17.840 --> 01:51:20.840]  So I'm the only person that told you the Russians were going to invade,
[01:51:20.840 --> 01:51:25.840]  and I just got it because I'm immersed in military people.
[01:51:25.840 --> 01:51:27.840]  Their sons are over there killing Russians.
[01:51:27.840 --> 01:51:28.840]  They're getting killed.
[01:51:28.840 --> 01:51:31.840]  That's why there's helicopter accidents every week in Kentucky.
[01:51:31.840 --> 01:51:33.840]  Folks, those aren't helicopter accidents.
[01:51:33.840 --> 01:51:35.840]  Those are dead people.
[01:51:36.110 --> 01:51:42.630]  So, that's what's going on here, ladies and gentlemen.
[01:51:42.630 --> 01:51:50.070]  I talked to dozens of people now that have been hired or are about to be hired or whose
[01:51:50.070 --> 01:51:53.910]  family was hired to go over there.
[01:51:53.910 --> 01:51:58.389]  And so, I don't need Cy Hirst to tell me a month ago that there's U.S. Special Forces.
[01:51:58.389 --> 01:52:00.309]  I don't need leaked documents to say it.
[01:52:00.309 --> 01:52:02.509]  I know what's going on.
[01:52:02.509 --> 01:52:12.849]  And I told you over and over and over again, there are thousands of U.S. troops under NATO,
[01:52:12.849 --> 01:52:16.150]  under security company auspices over there.
[01:52:16.150 --> 01:52:18.309]  We are in a direct war.
[01:52:18.309 --> 01:52:20.670]  Putin's not fighting the Ukrainians.
[01:52:20.670 --> 01:52:21.670]  They're the main group.
[01:52:21.670 --> 01:52:29.910]  Putin is fighting a coalition of more than 50 countries, and it's escalating, and it's
[01:52:29.910 --> 01:52:31.309]  leading a nuclear war.
[01:52:31.309 --> 01:52:33.349]  We're at war with Russia.
[01:52:33.349 --> 01:52:37.070]  But I'm not telling you that today because it's all over the news.
[01:52:37.070 --> 01:52:41.990]  AP, Reuters, everywhere, oh, U.S. government documents say U.S. Special Forces leading
[01:52:41.990 --> 01:52:45.830]  the attack in Ukraine.
[01:52:45.830 --> 01:52:46.830]  Ukraine war.
[01:52:46.830 --> 01:52:50.630]  Leaks show Western Special Forces on the ground, BBC.
[01:52:50.630 --> 01:52:51.630]  Breaking.
[01:52:51.630 --> 01:52:55.570]  Leaked U.S. defense documents show Western forces on the ground in Ukraine, and countries
[01:52:55.570 --> 01:52:59.230]  are named in the leaked document.
[01:52:59.230 --> 01:53:03.910]  Just in, classified doc leaks appears to be physical theft, not a cyber leak.
[01:53:03.910 --> 01:53:07.910]  Report, U.S.-coordinated failed Ukrainian assault on nuclear power plant.
[01:53:08.150 --> 01:53:17.269]  So our archivist, I just asked this morning, you already got it together, here's a small
[01:53:17.269 --> 01:53:23.150]  spattering of yours truly in the last year, 14, 15 months, telling you U.S. troops are
[01:53:23.150 --> 01:53:24.150]  fighting Russians.
[01:53:24.150 --> 01:53:25.150]  Here it is.
[01:53:25.150 --> 01:53:32.450]  Of course, there's massive amounts of weapons, and you know U.S. troops are in Ukraine.
[01:53:32.450 --> 01:53:33.450]  You know they're in Ukraine.
[01:53:33.450 --> 01:53:35.190]  You know they train Ukrainians.
[01:53:35.190 --> 01:53:37.389]  You know NATO forces are there.
[01:53:37.389 --> 01:53:43.190]  Australians are there, Brits are there, Germans are there, Dutch are there, and it is a full-on
[01:53:43.190 --> 01:53:44.190]  war.
[01:53:44.190 --> 01:53:47.250]  They've got a bunch of former British and U.S. generals all over the news, I got a stack
[01:53:47.250 --> 01:53:51.490]  of them right here saying, time to go ahead and just have war with Russia, time to go
[01:53:51.490 --> 01:53:55.610]  ahead and just send in the U.S. military, time to take the A-10s out of mothballs and
[01:53:55.610 --> 01:53:57.490]  just kill all the Russians.
[01:53:57.490 --> 01:54:01.809]  And you know the State Department and CIA and NATO are all there training these troops
[01:54:01.809 --> 01:54:02.809]  right now.
[01:54:02.809 --> 01:54:05.250]  It's been going on even before the Russians invaded.
[01:54:05.250 --> 01:54:10.110]  Americans are in charge of the war, says French journalist who returned from Ukraine.
[01:54:10.110 --> 01:54:16.710]  A French journalist who returned from Ukraine after arriving with volunteer fighters told
[01:54:16.710 --> 01:54:23.389]  broadcaster CNews that Americans are directly in charge of the war on the ground.
[01:54:23.389 --> 01:54:30.790]  The assertion was made by Le Figaro's senior international correspondent, Georges Malbrandt.
[01:54:30.790 --> 01:54:37.490]  It continues, Malbrandt said he had accompanied French volunteer fighters, two of whom had
[01:54:37.490 --> 01:54:39.089]  previously fought against ISIS.
[01:54:39.089 --> 01:54:46.170]  I had the surprise, and so did they, to discover that to be able to enter the Ukrainian army,
[01:54:46.170 --> 01:54:49.210]  well, it's the Americans who are in charge, he said.
[01:54:49.210 --> 01:54:53.889]  The video's posted right there on Infowars.com, you can watch it.
[01:54:53.889 --> 01:54:58.290]  Adding that he and the volunteers almost got, quote, arrested by the Americans who asserted
[01:54:58.290 --> 01:54:59.290]  they were in charge.
[01:54:59.290 --> 01:55:03.589]  The journalist then revealed that they were forced to sign a contract until the end of
[01:55:03.589 --> 01:55:04.589]  the war.
[01:55:04.589 --> 01:55:05.589]  And who is in charge?
[01:55:05.589 --> 01:55:06.589]  It's the Americans.
[01:55:06.589 --> 01:55:11.750]  I saw them own eyes, he said, adding, I thought I was with the international brigades and
[01:55:11.750 --> 01:55:14.230]  I found myself facing the Pentagon.
[01:55:14.230 --> 01:55:18.790]  And they're announcing that they're already sending in Polish and U.S. troops who are
[01:55:18.790 --> 01:55:23.150]  fighting, and I just talked to some military people this morning who just returned.
[01:55:23.150 --> 01:55:25.469]  They said it's full on like World War II.
[01:55:25.469 --> 01:55:29.030]  Just absolute destruction, dead bodies everywhere.
[01:55:29.769 --> 01:55:34.250]  Americans annihilating, Russians getting annihilated, just tank battles, I mean, this is full on
[01:55:34.250 --> 01:55:35.250]  war, folks.
[01:55:35.250 --> 01:55:39.610]  That's why you're not seeing a lot of it or hearing about it, it is just full on war.
[01:55:39.610 --> 01:55:41.570]  We're at war with Russia right now.
[01:55:41.570 --> 01:55:52.530]  Since October of last year, the U.S. troops have been directly, not just training Ukrainians
[01:55:52.530 --> 01:55:58.170]  in Ukraine, but also in Poland, with all sorts of high-tech class A weapons, but they've
[01:55:58.269 --> 01:56:11.269]  also been in the field commanding them and directing them and piloting short-range drones.
[01:56:11.269 --> 01:56:16.870]  But now, because the losses on the U.S. side are starting to become quite large, they're
[01:56:16.870 --> 01:56:19.870]  going to go ahead and admit that the U.S. is officially at war with Russia.
[01:56:19.870 --> 01:56:32.170]  Maybe we should get the clip where I told you in October, a year and a half ago, that
[01:56:32.170 --> 01:56:35.170]  the war would start in February.
[01:56:35.170 --> 01:56:39.410]  The point is, I'm not blowing smoke up your rear ends here, okay?
[01:56:39.410 --> 01:56:45.009]  So when I tell you this is leading to nuclear war, it's guaranteed on the path we're on.
[01:56:45.009 --> 01:56:46.969]  So yeah, we have crazy people running tanks.
[01:56:46.969 --> 01:56:47.969]  Okay.
[01:56:48.070 --> 01:56:50.070]  We're going to go to break.
[01:56:50.070 --> 01:56:51.070]  We're going to go to Mike Adams.
[01:56:51.070 --> 01:56:55.750]  We're going to go to the exclusive footage from the Darien Gap in Central and South America
[01:56:55.750 --> 01:56:56.750]  and the whole U.N. invasion.
[01:56:56.750 --> 01:57:04.790]  In fact, guys, go ahead and print the old articles, Soros, AP, NBC funding $1,000, $2,000
[01:57:04.790 --> 01:57:09.269]  debit cards for illegals to come in through the Darien Gap.
[01:57:09.269 --> 01:57:12.030]  Everybody knows about this, but nobody goes down there.
[01:57:12.030 --> 01:57:13.549]  Well, we have the footage.
[01:57:13.549 --> 01:57:14.670]  We have all that.
[01:57:14.670 --> 01:57:16.690]  It's coming up next hour.
[01:57:16.670 --> 01:57:23.230]  With Mr. Yan and Mr. Adams.
[01:57:23.230 --> 01:57:25.630]  Please remember, we're listener supported.
[01:57:25.630 --> 01:57:28.270]  We have the Alex Jones for President shirt, it's a fun shirt.
[01:57:28.270 --> 01:57:30.470]  We have the Trump mugshot shirt.
[01:57:30.470 --> 01:57:32.510]  We have the Infowars products.
[01:57:32.510 --> 01:57:35.750]  We have a TurboForce back in stock, sold out for eight months.
[01:57:35.750 --> 01:57:39.230]  That's powerful long-term energy, you're going to get 10-hour clean energy.
[01:57:39.230 --> 01:57:40.230]  Infowarsstore.com.
[01:57:40.230 --> 01:57:45.230]  We also have the 1776 isosterone boost and Pain MD, they're amazing.
[01:57:46.440 --> 01:57:57.160]  If Alex Jones runs for president in the Republican Party, he has a chance of winning.
[01:57:57.160 --> 01:58:04.000]  If you just tuned in, you may be noticing I'm wearing an Alex Jones for president 2024
[01:58:04.000 --> 01:58:05.000]  shirt.
[01:58:05.000 --> 01:58:08.040]  I am not seriously planning to run for president.
[01:58:08.040 --> 01:58:12.120]  This is an idea of the crew had to have a triggering shirt, kind of next level Alex
[01:58:12.120 --> 01:58:13.120]  Jones was right.
[01:58:13.120 --> 01:58:17.639]  There's Infowars.com in the back, Alex Jones for president 2024 on the front.
[01:58:17.639 --> 01:58:18.639]  It's a fundraiser shirt.
[01:58:18.639 --> 01:58:21.280]  It's made out of really nice fabric, it's high quality.
[01:58:21.280 --> 01:58:24.719]  And it is a exclusive shirt to Infowars.com.
[01:58:24.719 --> 01:58:26.559]  And when the shirts are gone, they're gone.
[01:58:26.559 --> 01:58:32.280]  We're doing one run of Alex Jones for president 2024 shirts.
[01:58:32.280 --> 01:58:35.960]  And we'll have a historic memento, be able to spread the word, meet a lot of like minded
[01:58:35.960 --> 01:58:36.960]  people.
[01:58:36.960 --> 01:58:39.320]  And you'll be able to keep us on the air.
[01:58:39.320 --> 01:58:40.320]  No way.
[01:58:40.320 --> 01:58:41.320]  No way.
[01:58:41.320 --> 01:58:42.320]  That's a bridge too far.
[01:58:42.519 --> 01:58:43.799]  No, it can't be.
[01:58:43.799 --> 01:58:49.519]  And I said on national television that he was going to win at Infowars.com.
[01:58:49.519 --> 01:58:54.960]  Hydrofluorosilicic acid is the third most deadly acid on earth.
[01:58:54.960 --> 01:58:57.660]  And they've got our children drinking that.
[01:58:57.660 --> 01:59:03.400]  This is a psychotic death cult, period, case closed, out to get you and your family.
[01:59:03.400 --> 01:59:08.400]  We sell the Alexa pure breeze made by the My Patriot Supply Ready Hour group.
[01:59:08.400 --> 01:59:11.679]  It's been around about 15 years, became the biggest company in the last six.
[01:59:12.040 --> 01:59:16.040]  They went out, hired engineers, reverse engineered the fancy best water filter system out there
[01:59:16.040 --> 01:59:17.360]  that sells for twice the price.
[01:59:17.360 --> 01:59:21.240]  And they made it as good in all the studies.
[01:59:21.240 --> 01:59:24.919]  It reduces things to non detectable levels, thousands of chemicals, but you can go pay
[01:59:24.919 --> 01:59:25.919]  two or three times.
[01:59:25.919 --> 01:59:28.799]  There's four or five other filters out there that are just as good.
[01:59:28.799 --> 01:59:33.160]  We sell the very best highest grade water filtration system for half the price of leading
[01:59:33.160 --> 01:59:34.160]  competitor.
[01:59:34.160 --> 01:59:39.440]  And the media says we're bad and a cult for telling you you should filter your water.
[01:59:39.440 --> 01:59:41.200]  You should also filter your shower water.
[01:59:41.719 --> 01:59:42.719]  It's another way you absorb this crap.
[01:59:42.719 --> 01:59:44.200]  But I'm done talking about that.
[01:59:44.200 --> 01:59:48.280]  The point is you get the filters at Infowarsstore.com, they're discounted right now, finally back
[01:59:48.280 --> 01:59:49.280]  in stock.
[01:59:52.280 --> 01:59:56.280]  If you are receiving this transmission, you are the resistance.
[01:59:56.360 --> 02:00:15.360]  The United States has been at war with Russia for nine years, Ukraine spilled over now and
[02:00:15.360 --> 02:00:17.360]  threatens to destroy the planet.
[02:00:17.360 --> 02:00:22.000]  Mike Adams will break down exclusive information on the U.N. invasion launched out of Central
[02:00:22.000 --> 02:00:24.919]  and South America coming up next segment.
[02:00:24.919 --> 02:00:28.679]  But as promised, I want to hear more of the powerful interview last night, 30 minutes
[02:00:28.679 --> 02:00:29.679]  long.
[02:00:29.679 --> 02:00:30.679]  It's up on Infowars.com.
[02:00:30.679 --> 02:00:32.919]  President Trump and the great Carlson.
[02:00:32.919 --> 02:00:33.919]  Here's more of that report.
[02:00:33.919 --> 02:00:35.839]  I would have been out faster than them.
[02:00:35.839 --> 02:00:37.519]  We would have had all the equipment.
[02:00:37.519 --> 02:00:39.719]  We would have had the American citizens.
[02:00:39.719 --> 02:00:40.839]  We left hostages.
[02:00:40.839 --> 02:00:45.280]  We left Americans behind many, I think many more than you think.
[02:00:45.280 --> 02:00:47.440]  And we had 13 soldiers killed.
[02:00:47.440 --> 02:00:53.240]  And nobody ever mentions the fact that we had many maimed so badly, no arms, no legs.
[02:00:53.559 --> 02:00:56.080]  Their face was obliterated.
[02:00:56.080 --> 02:00:57.679]  This is the way this guy got out.
[02:00:57.679 --> 02:00:59.400]  We would have gotten out with dignity and strength.
[02:00:59.400 --> 02:01:00.400]  We were going to.
[02:01:00.400 --> 02:01:04.480]  But I was taking 100 percent of I said, I want every nail.
[02:01:04.480 --> 02:01:06.360]  I want every screw.
[02:01:06.360 --> 02:01:07.360]  I want the tents.
[02:01:07.360 --> 02:01:09.679]  They said, sir, the tents are very hard to take out.
[02:01:09.679 --> 02:01:11.200]  I said, I want the tents.
[02:01:11.200 --> 02:01:12.360]  I want the tanks.
[02:01:12.360 --> 02:01:13.360]  I want the planes.
[02:01:13.360 --> 02:01:14.799]  I want everything.
[02:01:14.799 --> 02:01:17.000]  And a couple of them fought me on it like Millie.
[02:01:17.000 --> 02:01:20.400]  He said, sir, I think it's cheaper to leave the equipment behind.
[02:01:20.400 --> 02:01:23.280]  I said, let me ask you, we have a plane that cost 100 million dollars.
[02:01:23.280 --> 02:01:24.280]  It's sitting there.
[02:01:24.280 --> 02:01:26.280]  All it needs is a tank of gas.
[02:01:26.280 --> 02:01:27.280]  Right.
[02:01:27.280 --> 02:01:28.719]  Give me a little jet fuel.
[02:01:28.719 --> 02:01:33.580]  We'll fly it to Pakistan or any place else, or we'll fly it directly home.
[02:01:33.580 --> 02:01:36.040]  You say it's cheaper to leave 100 million dollar plan.
[02:01:36.040 --> 02:01:37.040]  Sure.
[02:01:37.040 --> 02:01:38.919]  I think overall it's cheaper.
[02:01:38.919 --> 02:01:40.879]  These are idiots we're dealing with.
[02:01:40.879 --> 02:01:43.839]  They left eighty five billion dollars worth of equipment.
[02:01:43.839 --> 02:01:47.839]  They left our American citizens behind and they move the military at first.
[02:01:47.839 --> 02:01:49.879]  No, you move the military at last.
[02:01:49.879 --> 02:01:52.040]  I did a little skit with a five year old kid.
[02:01:52.040 --> 02:01:54.040]  I said, let me ask you, here's the situation.
[02:01:54.040 --> 02:01:55.400]  I explained the situation.
[02:01:55.400 --> 02:02:00.559]  I said, would you take the military out first or would you take it out last?
[02:02:00.559 --> 02:02:04.559]  I take it out last five year old.
[02:02:04.559 --> 02:02:08.360]  But they took the military out first and they were afraid of our military.
[02:02:08.360 --> 02:02:10.559]  When I was there, they were afraid.
[02:02:10.559 --> 02:02:15.000]  We didn't have one soldier killed in 18 months.
[02:02:15.000 --> 02:02:17.599]  Not one soldier was killed in 18 months.
[02:02:17.599 --> 02:02:20.200]  And then we got out like we surrendered.
[02:02:20.200 --> 02:02:24.160]  I think it was the single most embarrassing day in the history of our country.
[02:02:24.160 --> 02:02:25.160]  It was totally their fault.
[02:02:25.160 --> 02:02:30.080]  They didn't go by anything because, you know, we had a system of getting out.
[02:02:30.080 --> 02:02:34.799]  But if the Taliban in particular, the Taliban, because that's where the action was.
[02:02:34.799 --> 02:02:35.799]  Right.
[02:02:35.799 --> 02:02:38.759]  When I called Abdul, the press went crazy.
[02:02:38.759 --> 02:02:40.400]  The fake news went crazy.
[02:02:40.400 --> 02:02:41.879]  Why did he call an enemy?
[02:02:41.879 --> 02:02:44.080]  I said, well, it's Jesse James.
[02:02:44.080 --> 02:02:45.799]  I used to ask him, why did he rob banks?
[02:02:45.799 --> 02:02:47.799]  He said, that's where the money is.
[02:02:47.799 --> 02:02:49.759]  Why did I call the head of the Taliban?
[02:02:49.759 --> 02:02:52.559]  Because that's where the killing was.
[02:02:52.559 --> 02:02:53.559]  And he's there now.
[02:02:53.559 --> 02:02:54.559]  Abdul.
[02:02:54.559 --> 02:02:55.559]  I'm sure he likes me.
[02:02:55.559 --> 02:02:56.559]  Call me.
[02:02:56.559 --> 02:02:57.559]  Your Excellency.
[02:02:57.559 --> 02:02:58.559]  I don't know if he calls Biden.
[02:02:58.559 --> 02:02:59.559]  Your Excellency.
[02:02:59.559 --> 02:03:00.559]  Probably.
[02:03:00.559 --> 02:03:02.280]  I mean, you know, they're one of the largest arms dealers now in the world.
[02:03:02.280 --> 02:03:05.599]  They're selling the eighty five billion dollars worth of because they only need five percent
[02:03:05.599 --> 02:03:06.599]  of it.
[02:03:06.599 --> 02:03:07.920]  Of course, they're selling the equipment.
[02:03:07.920 --> 02:03:08.920]  They're one of the largest.
[02:03:08.920 --> 02:03:15.679]  I think second arms deals are brand new helicopters, brand new airplanes, brand new tanks.
[02:03:16.559 --> 02:03:18.959]  Unbelievable what we left behind.
[02:03:18.959 --> 02:03:22.040]  We ran and there was no reason to.
[02:03:22.040 --> 02:03:23.040]  I had them.
[02:03:23.040 --> 02:03:25.639]  I could have stayed there for five years if I wanted to.
[02:03:25.639 --> 02:03:26.639]  I want out.
[02:03:26.639 --> 02:03:28.480]  Twenty one years was enough.
[02:03:28.480 --> 02:03:29.480]  I wanted out.
[02:03:29.480 --> 02:03:32.000]  We should have been there in the first place.
[02:03:32.000 --> 02:03:36.080]  But when I see what happens, when I see the level of stupidity and because of that, it's
[02:03:36.080 --> 02:03:38.440]  all a big web because of that.
[02:03:38.440 --> 02:03:43.120]  I think Putin, who would have never gone into Ukraine when I was there, would have never
[02:03:43.120 --> 02:03:48.959]  I talked to him about it often would have never, ever done that when he saw that I wasn't
[02:03:48.959 --> 02:03:49.959]  there.
[02:03:49.959 --> 02:03:53.040]  And he saw these fools, these stupid people.
[02:03:53.040 --> 02:03:57.759]  And think of that the way they left Afghanistan and nobody was fired.
[02:03:57.759 --> 02:04:01.639]  I fired a lot of people because if they didn't do a good job at farming, I asked you, talk
[02:04:01.639 --> 02:04:03.120]  to Putin about Ukraine.
[02:04:03.120 --> 02:04:04.559]  What did you say to him?
[02:04:04.559 --> 02:04:06.879]  I could see that he loved it.
[02:04:06.879 --> 02:04:08.879]  And I said he loved Ukraine.
[02:04:08.879 --> 02:04:12.360]  He considers it to be a part of Russia.
[02:04:12.480 --> 02:04:14.280]  Yeah, I said this is important.
[02:04:14.280 --> 02:04:15.280]  We'll get to more of this.
[02:04:15.280 --> 02:04:17.040]  I'm a host a little bit into the fourth hour.
[02:04:17.040 --> 02:04:18.040]  We'll get to more of this.
[02:04:18.040 --> 02:04:20.040]  But you see where they missed the point.
[02:04:20.040 --> 02:04:22.200]  Trump's smart, but he doesn't get it.
[02:04:22.200 --> 02:04:25.160]  There's incompetency by design.
[02:04:25.160 --> 02:04:28.879]  The globalists wanted to give all those weapons over because those are weapons we lose and
[02:04:28.879 --> 02:04:30.879]  they can spend more money.
[02:04:30.879 --> 02:04:32.599]  But it's also to build the Taliban back up.
[02:04:32.599 --> 02:04:34.719]  You have to go back in there later.
[02:04:34.719 --> 02:04:39.120]  So he's like, they're idiots to fly a tank out for fifty thousand dollars.
[02:04:39.120 --> 02:04:40.120]  It's worth five million.
[02:04:40.120 --> 02:04:41.719]  Why are you doing this?
[02:04:41.719 --> 02:04:43.280]  Because it was a plan.
[02:04:43.280 --> 02:04:49.400]  And of course, they pulled out of Afghanistan to look weak, to get Putin to invade.
[02:04:49.400 --> 02:04:51.559]  You know, the CIA leaked these new documents.
[02:04:51.559 --> 02:04:52.559]  You know, that's all a bunch of crap.
[02:04:52.559 --> 02:04:53.559]  We'll be right back.
[02:04:53.559 --> 02:04:54.559]  Stay with us.
[02:04:54.559 --> 02:05:04.240]  They decided to not perp walking, not put him in handcuffs, not do a mugshot because
[02:05:04.240 --> 02:05:05.759]  they knew that that would help Trump.
[02:05:05.759 --> 02:05:08.040]  Didn't they know this would backfire?
[02:05:08.040 --> 02:05:09.519]  We were waiting for the mugshot.
[02:05:09.519 --> 02:05:10.759]  We learned today they wouldn't have it.
[02:05:10.759 --> 02:05:17.080]  So we've made our own and it says political prisoner with an image of President Trump.
[02:05:17.080 --> 02:05:19.519]  The shirt is being printed now in Texas.
[02:05:19.519 --> 02:05:22.080]  It will be shipping out to you in one week.
[02:05:22.080 --> 02:05:28.280]  Political prisoner with Trump on the front there in a mugshot jail background.
[02:05:28.280 --> 02:05:29.280]  It's a fundraiser shirt.
[02:05:29.280 --> 02:05:33.440]  It says InfoWars.com on the back of the shirt.
[02:05:33.440 --> 02:05:34.759]  We also have Alex Jones for president.
[02:05:34.759 --> 02:05:36.080]  No, I'm not running for president.
[02:05:36.080 --> 02:05:38.559]  It's a really nice navy blue, high quality shirt.
[02:05:38.559 --> 02:05:39.559]  Red, white and blue.
[02:05:39.559 --> 02:05:40.559]  Alex Jones for president.
[02:05:40.559 --> 02:05:41.559]  Twenty twenty four.
[02:05:41.559 --> 02:05:43.920]  It's a fun conversational piece and a limited edition shirt.
[02:05:43.920 --> 02:05:45.719]  Great way to fund the operation.
[02:05:45.719 --> 02:05:54.360]  So get your Alex Jones for president and Trump mugshot shirts at InfoWars.com or by calling
[02:05:54.360 --> 02:06:06.519]  toll free triple eight two five three three one three nine from the front lines of the
[02:06:07.519 --> 02:06:08.519]  Information War.
[02:06:08.519 --> 02:06:09.519]  It's Alex Jones.
[02:06:09.519 --> 02:06:10.519]  All right.
[02:06:10.519 --> 02:06:11.519]  Ladies and gentlemen, Alex Jones here back live.
[02:06:11.519 --> 02:06:12.519]  Thank you so much for joining us.
[02:06:12.519 --> 02:06:13.519]  We're into the third hour today.
[02:06:13.519 --> 02:06:14.519]  All right.
[02:06:14.519 --> 02:06:30.879]  The great Michael Young, famous special forces officer, author, researcher, world traveler
[02:06:30.879 --> 02:06:35.360]  is in the Darien Gap right there on the border of Central and South America.
[02:06:35.360 --> 02:06:38.160]  He's over 50 miles of a deathtrap.
[02:06:38.160 --> 02:06:42.799]  The U.N. ships the people in from Africa, ships them in from the Middle East, ships
[02:06:42.799 --> 02:06:45.440]  them in from Asia.
[02:06:45.440 --> 02:06:50.759]  And then sends them through the Darien Gap at giant refugee centers where they then organize
[02:06:50.759 --> 02:06:56.160]  them in Panama, send them up to Guatemala and then into Mexico.
[02:06:56.160 --> 02:07:00.879]  And Michael Young's been working with Jordan Peterson and he's also been working with Mike
[02:07:00.879 --> 02:07:04.879]  Adams teaming up with two great, really smart people.
[02:07:05.400 --> 02:07:11.160]  And yeah, I have the stack of articles right here of Reuters and AP four or five years
[02:07:11.160 --> 02:07:17.599]  ago where George Soros gives billions of dollars of U.S. aid from the State Department.
[02:07:17.599 --> 02:07:18.599]  He doesn't give the money.
[02:07:18.599 --> 02:07:20.000]  It's like Bill Gates doesn't give any money away.
[02:07:20.000 --> 02:07:21.759]  He gets government money and does it.
[02:07:21.759 --> 02:07:24.240]  It's all tax exempt.
[02:07:24.240 --> 02:07:30.400]  And they give $5,000 debit cards on average people in Africa to get on a plane and fly
[02:07:30.400 --> 02:07:34.759]  to South America because the other countries won't let them do it.
[02:07:35.639 --> 02:07:40.799]  And then they go across the Darien Gap into Central America and they get raped.
[02:07:40.799 --> 02:07:45.639]  You saw the numbers in a State Department report six, seven years ago, 80 percent of
[02:07:45.639 --> 02:07:50.360]  girls and women are raped on their way.
[02:07:50.360 --> 02:07:51.360]  Eighty percent.
[02:07:51.360 --> 02:07:53.679]  Where are the feminists on that?
[02:07:53.679 --> 02:07:57.679]  And then once they get there, just like they did the last 15 years in Europe, they organized
[02:07:57.679 --> 02:07:58.719]  to bring across the border.
[02:07:58.719 --> 02:08:01.240]  And Biden said, if I get elected, immediately arrest the border.
[02:08:01.240 --> 02:08:04.519]  So let me show you some of these headlines and Mike Adams can explain where the Darien
[02:08:04.519 --> 02:08:08.240]  Gap is, what Michael Yan is getting and more.
[02:08:08.240 --> 02:08:15.440]  This is UPI, United Press International, George Soros MasterCard Partners on Refugee Aid Delivery.
[02:08:15.440 --> 02:08:21.639]  Gives them debit cards, $5,000 on average to get to South America, $2,000 to get into
