[00:00.000 --> 00:20.000]  If you are receiving this transmission, you are the resistance.
[2:03:54.000 --> 2:03:56.000]  And they are embedded into tunnels.
[2:03:56.000 --> 2:04:03.000]  But you could, once you've eliminated control of the air there, that you could set up combat air patrols.
[2:04:03.000 --> 2:04:06.000]  And every time they come out, I mean, you can blast the tunnel entrances.
[2:04:06.000 --> 2:04:10.000]  We know where they are with cruise missiles to make it so that they can't roll out of those tunnels.
[2:04:10.000 --> 2:04:12.000]  You can take down that artillery.
[2:04:12.000 --> 2:04:15.000]  It's not going to be easy, and they're going to get off some shots to Seoul.
[2:04:15.000 --> 2:04:23.000]  But I think if they do this right, they can neuter North Korea's military capacity within three days.
[2:04:23.000 --> 2:04:28.000]  Well, I meant to finish this segment, but I've got to do five more with it, and I'll try to just shut up and let you talk.
[2:04:28.000 --> 2:04:36.000]  I want to ask you about how we get peace, how that could be done, and hopefully, but if a war happens, again, the timeframe and what you expect the North to do.
[2:04:36.000 --> 2:04:38.000]  And again, they know Trump is serious.
[2:04:38.000 --> 2:04:44.000]  I hope Russia and China of this happen to stand down, because as much as I like Trump and what he's doing against the globalists,
[2:04:44.000 --> 2:04:52.000]  I know they're even upset about what he wants to do with North Korea, it's almost like careful what you ask for, then he's his own man and wants to take out North Korea.
[2:04:52.000 --> 2:04:54.000]  Wow, we'll talk about it straight ahead.
[2:04:54.000 --> 2:04:58.000]  Mike and Arizona are on the air worldwide. Go ahead.
[2:04:58.000 --> 2:05:00.000]  Oh, Alex, you can rent any day of the week.
[2:05:00.000 --> 2:05:10.000]  Thank you, sir, for doing what you do and being a patriot and doing your best to save America and encouraging us as fellow patriots to do that in our local areas as well.
[2:05:10.000 --> 2:05:17.000]  And as a longtime InfoWars listener, I want to say thanks for the awesome brain force, Anthroplex.
[2:05:17.000 --> 2:05:20.000]  My girlfriend would like to say thanks for the Anthroplex, too.
[2:05:20.000 --> 2:05:25.000]  I use the Biotru Selenium, the Super Blue toothpaste for you folks who aren't big normal toothpaste fans.
[2:05:25.000 --> 2:05:27.000]  The Super Blue is awesome.
[2:05:27.000 --> 2:05:30.000]  And thank you so much, Alex, for the InfoWars Life products.
[2:05:30.000 --> 2:05:33.000]  They are quality. I can't wait to get some more.
[2:05:33.000 --> 2:05:36.000]  And thank you so much for doing that for us to keep us healthy.
[2:05:36.000 --> 2:05:37.000]  Absolutely.
[2:05:37.000 --> 2:05:45.000]  Because then we could all, as educated patriots, help our other countrymen and women understand that there's bigger problems going on.
[2:05:45.000 --> 2:05:50.000]  And if we can get our houses in order and be good to each other and ourselves, we can take our country back.
[2:06:15.000 --> 2:06:27.000]  All right, Joe Scalsen is leaving us here in just a few minutes.
[2:06:27.000 --> 2:06:37.000]  We have another guest joining us, the head of GAB, that Google, Facebook, Twitter are saying just ban a true open social network.
[2:06:37.000 --> 2:06:39.000]  I mean, it's an incredible censorship.
[2:06:39.000 --> 2:06:49.000]  Joe Scalsen is the editor at worldaffairsbrief.com, just great information, just recapping other key points then about preparations for war at the timetable.
[2:06:49.000 --> 2:06:52.000]  And hopefully, how can there be peace?
[2:06:52.000 --> 2:06:59.000]  Well, the only way that you're going to have peace with North Korea in the mix is to take out their military capacity.
[2:06:59.000 --> 2:07:00.000]  Trump is determined to do that.
[2:07:00.000 --> 2:07:02.000]  There was no doubt in his speech yesterday.
[2:07:02.000 --> 2:07:04.000]  He says, I'm going to handle the North Korean problem.
[2:07:04.000 --> 2:07:10.000]  Now, that said, all the globalist advisors around here were trying to stop this military strike.
[2:07:10.000 --> 2:07:12.000]  They know that Russian China aren't ready.
[2:07:12.000 --> 2:07:25.000]  And so they basically want to defer this until the next decade when Russian China are ready in the middle to the early part of the decade is when their weapons systems will be coming online.
[2:07:25.000 --> 2:07:28.000]  They'll be able to really threaten the United States.
[2:07:28.000 --> 2:07:36.000]  But Trump knows that Kim is a real threat, even McMaster knows this, I watched his MPR interview with Judy Woodruff.
[2:07:36.000 --> 2:07:40.000]  And she was point blank with him and she said, look, what's changed now?
[2:07:40.000 --> 2:07:44.000]  I mean, North Korea is an existential threat to the United States.
[2:07:44.000 --> 2:07:46.000]  Why are you waiting to strike?
[2:07:46.000 --> 2:07:49.000]  And he would not commit to say we're going to strike.
[2:07:49.000 --> 2:07:56.000]  And the reason he wasn't going to commit is he didn't want to telegraph to North Korea the imminency of what they're planning militarily.
[2:07:56.000 --> 2:08:00.000]  But he kept dancing around the question when she said, well, why are you talking diplomacy?
[2:08:00.000 --> 2:08:06.000]  I mean, Kim Jong-un has said he's not going to negotiate his nuclear weapons or his missiles.
[2:08:06.000 --> 2:08:08.000]  And so what's stopping you from striking?
[2:08:08.000 --> 2:08:10.000]  And he wouldn't answer that.
[2:08:10.000 --> 2:08:12.000]  And I think that's from a military standpoint.
[2:08:12.000 --> 2:08:15.000]  He doesn't want to say that it is imminent.
[2:08:15.000 --> 2:08:24.000]  Now, that said, the timetable for this strike in North Korea is most likely after the Winter Olympics.
[2:08:24.000 --> 2:08:30.000]  Because if you strike North Korea before, from right now through, and I don't think it's going to be in Christmas time,
[2:08:30.000 --> 2:08:36.000]  but even in January, there's no way this war is going to wind down before two or three months,
[2:08:36.000 --> 2:08:38.000]  even if you devastate their military.
[2:08:38.000 --> 2:08:40.000]  I mean, there's going to be a lot of mopping up to do.
[2:08:40.000 --> 2:08:44.000]  I don't think the U.S. wants to send actual troops into North Korea,
[2:08:44.000 --> 2:08:52.000]  but you may have to do something in terms of stabilizing and getting the DMZ to make sure that all those tunnels are collapsed and that type of thing.
[2:08:52.000 --> 2:08:54.000]  So that would interfere with the Winter Olympics.
[2:08:54.000 --> 2:09:04.000]  So I think this is the timetable for diplomacy, for Tillerson and the globalists to get China to twist Kim Jong-un's arm to degree to something.
[2:09:04.000 --> 2:09:09.000]  Now, if he does agree to something and Trump puts off the strike, Trump is going to be watching like a hawk.
[2:09:09.000 --> 2:09:17.000]  He's going to say, you know, I will give you two or three months, but if he starts to back out of these things, we're not going to go that far.
[2:09:17.000 --> 2:09:20.000]  And the middle strike will be back on in the springtime.
[2:09:20.000 --> 2:09:22.000]  By the way, I mean, you're a well-researched guy.
[2:09:22.000 --> 2:09:26.000]  You've been accurate on 95% of what you predicted and talked about.
[2:09:26.000 --> 2:09:31.000]  But you normally were against both Iraq wars.
[2:09:31.000 --> 2:09:35.000]  You've been against basically everything we've seen the globalists do.
[2:09:35.000 --> 2:09:41.000]  But it sounds like you're in agreement with Trump's thinking on this.
[2:09:41.000 --> 2:09:42.000]  A, is that true?
[2:09:42.000 --> 2:09:49.000]  And B, who do you think is then giving him this different advice to get away from the strategic patients that we've seen for 30 years?
[2:09:49.000 --> 2:09:54.000]  Well, it's not really strategic patients.
[2:09:54.000 --> 2:09:58.000]  The globalists have been really pacifying the West about North Korea.
[2:09:58.000 --> 2:10:00.000]  I just meant the name of their program, the name of their...
[2:10:00.000 --> 2:10:03.000]  Absolutely. Absolutely, Alex.
[2:10:03.000 --> 2:10:05.000]  You were right.
[2:10:05.000 --> 2:10:10.000]  I am for taking out North Korea militarily.
[2:10:10.000 --> 2:10:15.000]  We're past the point where we can take out China and Russia militarily.
[2:10:15.000 --> 2:10:21.000]  We're going to have to wait until they make the first move of preemptive strike on America before you retaliate.
[2:10:21.000 --> 2:10:25.000]  Because we, the globalists, have given them all the military technology.
[2:10:25.000 --> 2:10:28.000]  We gave Russia the first uranium.
[2:10:28.000 --> 2:10:32.000]  So you're saying take out the trigger that the globalists are planning to use for the really big one.
[2:10:32.000 --> 2:10:34.000]  Get strong now in the face of it.
[2:10:34.000 --> 2:10:36.000]  Stop the nuclear war.
[2:10:36.000 --> 2:10:37.000]  That's right.
[2:10:37.000 --> 2:10:44.000]  And get your new missiles online and stop this rigmarole about de-arming and de-nuclearizing your military forces.
[2:10:44.000 --> 2:10:49.000]  We've taken our three-minute-man warheads off those missiles and replaced it with a single warhead.
[2:10:49.000 --> 2:10:53.000]  That's a 300% reduction in...
[2:10:53.000 --> 2:10:58.000]  Or a three-times reduction in nuclear throwaway by our missiles.
[2:10:58.000 --> 2:11:03.000]  But I think it's important to realize that even if he goes to war with North Korea,
[2:11:03.000 --> 2:11:06.000]  if he doesn't do it right, there's going to be a lot of damage to South Korea.
[2:11:06.000 --> 2:11:08.000]  There will be another South Korean war.
[2:11:08.000 --> 2:11:14.000]  But I'm predicting the Russian China aren't ready yet to take it to a full nuclear war against the United States.
[2:11:14.000 --> 2:11:18.000]  And so what we're going to do is see another Korean war.
[2:11:18.000 --> 2:11:25.000]  What I think the globalists will do if that happens is they'll try to stop Trump from actually winning the war.
[2:11:25.000 --> 2:11:30.000]  They'll try to go for another ceasefire, like we had in 1953,
[2:11:30.000 --> 2:11:37.000]  so that you preserve this trigger to once again come off in the next decade when it's supposed to.
[2:11:37.000 --> 2:11:38.000]  That's what I think.
[2:11:38.000 --> 2:11:39.000]  In the meantime...
[2:11:39.000 --> 2:11:46.000]  Could a targeted decapitation kill Kim Jong-un and then make a deal with the generals to phase out what they've done,
[2:11:46.000 --> 2:11:48.000]  like East Germany, West Germany?
[2:11:48.000 --> 2:11:49.000]  I don't think so.
[2:11:49.000 --> 2:11:52.000]  And the reason I don't is because Kim Jong-un is a puppet.
[2:11:52.000 --> 2:11:54.000]  China is controlling North Korea.
[2:11:54.000 --> 2:11:56.000]  The generals listen to China.
[2:11:56.000 --> 2:12:00.000]  They make sure, I mean, they have to play up to Kim Jong-un.
[2:12:00.000 --> 2:12:04.000]  But believe me, China runs North Korea and they would install someone else.
[2:12:04.000 --> 2:12:07.000]  Because remember, it's the perfect trigger event.
[2:12:07.000 --> 2:12:13.000]  You have some other nations start the war so that Russia and China don't have to do it and get the blame directed.
[2:12:13.000 --> 2:12:17.000]  Just like Trump's got the ships all going back and forth in front, just...
[2:12:17.000 --> 2:12:20.000]  I mean, that's got to send a message to China and everybody else.
[2:12:20.000 --> 2:12:24.000]  I mean, you see Putin trying to say, hey, let's not have a war. Everybody stop. Everybody stop.
[2:12:24.000 --> 2:12:26.000]  I mean, you can really see the concern.
[2:12:26.000 --> 2:12:28.000]  That's right. They are concerned.
[2:12:28.000 --> 2:12:33.000]  So that's why I'm saying I wouldn't put a past Russia and China to twist North Korea's arm
[2:12:33.000 --> 2:12:36.000]  and say, you know, make any kind of promise, you can break it later,
[2:12:36.000 --> 2:12:41.000]  but make a promise to make this military attack go away until the globalists who have assured us
[2:12:41.000 --> 2:12:44.000]  they want to get rid of Trump can make Trump go away.
[2:12:44.000 --> 2:12:46.000]  And that's a very real possibility.
[2:12:46.000 --> 2:12:51.000]  If that doesn't happen, if Trump doesn't buy into this phony diplomacy,
[2:12:51.000 --> 2:12:55.000]  then we're going to see military action before the spring is over.
[2:12:55.000 --> 2:12:58.000]  All right, worldaffairsbrief.org. Everybody should subscribe.
[2:12:58.000 --> 2:13:01.000]  Also, a lot of the articles are on the site for free, really interesting information.
[2:13:01.000 --> 2:13:04.000]  And I appreciate you joining us, Joe Scalzen.
[2:13:04.000 --> 2:13:10.000]  May I add one thing? Alex, your listeners can get a free sample issue of the World Affairs Brief
[2:13:10.000 --> 2:13:14.000]  by emailing me at editoratworldaffairsbrief.com.
[2:13:14.000 --> 2:13:18.000]  This Friday, I'm going to be talking not only about this North Korea threat,
[2:13:18.000 --> 2:13:25.000]  but also the blockbuster revelations about the Bundy prosecution being charged by whistleblower
[2:13:25.000 --> 2:13:27.000]  with extreme prejudice.
[2:13:27.000 --> 2:13:33.000]  The case is almost ready to be dismissed. Another victory for the American patriots.
[2:13:33.000 --> 2:13:36.000]  Amazing. Thank you.
[2:13:36.000 --> 2:13:41.000]  Well, I'd say we should pray on this North Korea thing because it's so out of control.
[2:13:41.000 --> 2:13:44.000]  The globalists set North Korea up with China.
[2:13:44.000 --> 2:13:46.000]  And the whole thing is just unraveling.
[2:13:46.000 --> 2:13:48.000]  And you want a real president, you got one.
[2:13:48.000 --> 2:13:50.000]  It doesn't mean I even totally agree with this.
[2:13:50.000 --> 2:13:52.000]  I understand why Trump's doing it.
[2:13:52.000 --> 2:13:57.000]  It's just, I just hope those idiots in North Korea and the Communist Chinese back off
[2:13:57.000 --> 2:14:00.000]  because I can feel it and I can see it.
[2:14:00.000 --> 2:14:05.000]  The United States has got a new sheriff in town and they're getting ready to hit him.
[2:14:05.000 --> 2:14:11.000]  And I'd like to keep living, but I wish the Rothschilds hadn't created communism.
[2:14:11.000 --> 2:14:13.000]  Wish they hadn't overthrown Russia.
[2:14:13.000 --> 2:14:15.000]  I wish they hadn't done any of this.
[2:14:15.000 --> 2:14:17.000]  But that's why we're in this position.
[2:14:17.000 --> 2:14:24.000]  Globalists. They got to run everything. Don't pay until they blow it all up.
[2:14:24.000 --> 2:14:27.000]  Soros has been caught in the WikiLeaks wanting to blow up Israel.
[2:14:27.000 --> 2:14:31.000]  They're just crazy people. Crazy people.
[2:14:31.000 --> 2:14:35.000]  We're going to go to break and come back and talk to our next guest, Andrew Torba,
[2:14:35.000 --> 2:14:39.000]  founder of the very successful gab.ai, which they've been in the news, Facebook, Google,
[2:14:39.000 --> 2:14:42.000]  saying we want it banned. We want, we want them off the web.
[2:14:42.000 --> 2:14:45.000]  Imagine, you say, oh, you know, we just banned you on Facebook.
[2:14:45.000 --> 2:14:49.000]  And we have, we have our company's rights. Now they say we want gab banned.
[2:14:49.000 --> 2:14:52.000]  They're just horrible monopoly pigs.
[2:14:52.000 --> 2:14:55.000]  Briefly, please support the broadcast.
[2:14:55.000 --> 2:14:58.000]  Pray for the broadcast. We're praying for you. We're in this together.
[2:14:58.000 --> 2:15:01.000]  And please get the products at m4store.com.
[2:15:01.000 --> 2:15:04.000]  We have 50% off on close to 100 items that are our best sellers.
[2:15:04.000 --> 2:15:06.000]  Many items are 67% off.
[2:15:06.000 --> 2:15:08.000]  They're lost leaders like our high quality colloidal silver.
[2:15:08.000 --> 2:15:11.000]  I want you to see how great it is for topical, but also sore throats.
[2:15:11.000 --> 2:15:12.000]  You name it.
[2:15:12.000 --> 2:15:15.000]  I mean, it works forever. They just like anabox and work for everything.
[2:15:15.000 --> 2:15:19.000]  There's another tool out there and brain force plus now 20% more.
[2:15:19.000 --> 2:15:22.000]  That's 50% off alpha power, a new incredible product.
[2:15:22.000 --> 2:15:26.000]  I believe it'd be our best seller stamina, libido, endurance brain.
[2:15:26.000 --> 2:15:28.000]  You name it. 50% off.
[2:15:28.000 --> 2:15:32.000]  When everybody's getting for their friends and family is fluoride free toothpaste.
[2:15:32.000 --> 2:15:34.000]  Help get them off that bad fluoride toothpaste.
[2:15:34.000 --> 2:15:38.000]  And it's also again, empowered and bold in the four to five colloidal silver and iodine.
[2:15:38.000 --> 2:15:41.000]  All super blue products, 50% off m4store.com.
[2:15:41.000 --> 2:15:43.000]  50% off pre-shipping.
[2:15:43.000 --> 2:15:45.000]  You are the resistance.
[2:15:45.000 --> 2:15:48.000]  You find the operation and you get great products at the same time and win-win.
[2:15:48.000 --> 2:16:14.000]  So thank you all for doing your Christmas shopping and beating the crowds m4store.com.
[2:16:14.000 --> 2:16:18.000]  You're getting soap products twice as good as what you're using now.
[2:16:18.000 --> 2:16:20.000]  Earth friendly and natural soaps.
[2:16:20.000 --> 2:16:22.000]  Your family deserves the best.
[2:16:22.000 --> 2:16:24.000]  Happiness is fivestarsoap.com.
[2:16:24.000 --> 2:16:27.000]  Why not put your money up the drain for a change?
[2:16:27.000 --> 2:16:33.000]  See them at fivestarsoap.com or call 1-800-340-7091 for a catalog.
[2:16:33.000 --> 2:16:40.000]  Calben Soap Company can save you thousands of dollars and give you good old fashioned real soaps that are triple concentrated.
[2:16:40.000 --> 2:16:43.000]  Soaps made from vegetable and coconut oils.
[2:16:43.000 --> 2:16:47.000]  See their full selection of soaps at fivestarsoap.com.
[2:16:47.000 --> 2:17:14.000]  That's fivestarsoap.com or call 1-800-340-7091 for a catalog.
[2:17:17.000 --> 2:17:19.000]  My blood pressure has normalized.
[2:17:19.000 --> 2:17:21.000]  My diabetes has totally improved.
[2:17:21.000 --> 2:17:25.000]  Everyone is telling me now how much healthier I look and I'm telling everyone how much healthier I feel.
[2:17:25.000 --> 2:17:28.000]  I recommend heart and body extract to everyone.
[2:17:28.000 --> 2:17:36.000]  Anybody over 40 in the North American continent should be using this product as a preventative to keep their cardiovascular system healthy.
[2:17:36.000 --> 2:17:47.000]  For your two month supply today by calling 866-295-5305 that's 866-295-5305 or order online hbextract.com.
[2:17:47.000 --> 2:18:07.000]  Please listen carefully because I'm about to point out three things that will save you a lot of money while you get high quality products and fund the info war.
[2:18:07.000 --> 2:18:19.000]  We give you 10% off on your order at infowarstore.com.
[2:18:19.000 --> 2:18:24.000]  We're giving you free shipping on all orders above $50.
[2:18:24.000 --> 2:18:38.000]  Listers have been requesting this for years because it's so easy to forget to reorder the products that you need each month.
[2:18:38.000 --> 2:18:55.000]  As you know I coined the term 360 win and with the new auto ship feature at infowarslife.com this is a sure win.
[2:18:55.000 --> 2:19:15.000]  I want to plow into all of this that I'm going to spend a few minutes here first just encouraging listeners to understand that when you buy t-shirts or water filtration systems or books or videos or other material from infowarstore.com you are funding the revolution.
[2:19:15.000 --> 2:19:28.000]  I mean I cannot say it any clearer and so it is essential that you purchase the products at infowarstore.com and I want to thank everybody that has but we've got the best fluoride free toothpaste with colloidal silver and with high quality atomic iodide in it.
[2:19:28.000 --> 2:19:30.000]  You cannot beat that for children and adults.
[2:19:30.000 --> 2:19:33.000]  We've got the best mouthwash designed by Dr. Jones.
[2:19:33.000 --> 2:19:36.000]  That's my dad with colloidal silver and iodine as well.
[2:19:36.000 --> 2:19:53.000]  That's infowarslife.com or AAA2533139 and your purchase of the products stands with us, stands with America, stands with Trump, stands against the globalists and their satanic pedophile armies and that's who they are and they know we know who they are and they're coming back against us so we need your support.
[2:20:06.000 --> 2:20:32.000]  Welcome back, I am your host Alex Jones.
[2:20:32.000 --> 2:20:36.000]  The articles I'm about to show you tie into our next guest.
[2:20:36.000 --> 2:20:46.000]  French mayor's panic as migrants overwhelm cities beg French President Macron for help.
[2:20:46.000 --> 2:20:51.000]  Dozens of new videos of people being killed, stabbed, murdered, burned up.
[2:20:51.000 --> 2:20:54.000]  Just one article, zero hedge.com upon infowars.com.
[2:20:54.000 --> 2:21:06.000]  Sweden migrant charged with ruthless gang rape of women walk free, well why not, it's like San Francisco, shoot a woman in the back, as long as she's white, it's a good thing and that's a white jury doing that of course.
[2:21:06.000 --> 2:21:26.000]  Swedish police banned from describing criminals color or race, they're passing laws in Europe and that ties into this, Facebook, Twitter, YouTube, all of them, you show the knockout game in Chicago or Austin, Texas, you would show a local clip of local news with six black guys beating up a white guy.
[2:21:26.000 --> 2:21:38.000]  For no reason, screaming FU Trump supporter, they banned even local Fox News, because you're not allowed to show that, because the left is pushing this.
[2:21:38.000 --> 2:21:46.000]  So attack in Nuremberg and you've got the African migrant, you know, all the free welfare and stuff is enough, he's walking around his underwear on the street.
[2:21:46.000 --> 2:21:52.000]  She's a guy with his back turned to him, goes and punches 70 something year old man, then kicks him in the face, stomps on his head, the guys fight for his life.
[2:21:52.000 --> 2:21:58.000]  And if he dies, you know, the migrants not going to even get any jail time, because he killed a German.
[2:21:58.000 --> 2:22:01.000]  And that's a good thing, according to the Green Party and everybody over there.
[2:22:01.000 --> 2:22:09.000]  Some of the women are getting raped and stuff, they just said, well, it's your fault, just learn to enjoy it, because they're leftists, they're conquerors, they're here to enslave you, they're here to break your will.
[2:22:09.000 --> 2:22:11.000]  You have to understand, they know what they're doing.
[2:22:11.000 --> 2:22:23.000]  Andrew Torbub is a CEO of a cocoon, a cocoon, and is a Republican and a Christian. Remember 2016, he was banned from being a contributor.
[2:22:23.000 --> 2:22:26.000]  And then it just goes on.
[2:22:26.000 --> 2:22:42.000]  For being a build a wall contributor, the creator of gab.ai comes in the wake of a rash of censorship and unexplained account closures of people who post Republican libertarian thoughts in social networks, including Twitter and Facebook.
[2:22:42.000 --> 2:22:48.000]  The actions have been called Orwellian and come with little explanation and with no appeal process.
[2:22:48.000 --> 2:22:56.000]  What happens here, a little bit of my text here got cut off there, so I'm going to have him introduce himself better, but he's been in studio for a while.
[2:22:56.000 --> 2:23:08.000]  Gab exploded and now with a straight face, they've gone from denying they were censoring years ago to saying, yes, we're going to ban anything we don't like, anything we don't control.
[2:23:08.000 --> 2:23:14.000]  Twitter suspends Britain first leader, who President Trump retweeted.
[2:23:14.000 --> 2:23:18.000]  Here are the alt-right bigots getting purged from Twitter.
[2:23:18.000 --> 2:23:23.000]  There's Vice News praising a purge of free speech before they would just deny it.
[2:23:23.000 --> 2:23:28.000]  Facebook suspends user for calling for quote, sensible migration policies.
[2:23:28.000 --> 2:23:30.000]  There you go. That's info wars.com.
[2:23:30.000 --> 2:23:36.000]  Well, Joseph Watson, and it's all being handed over to the UN, these globalist groups.
[2:23:36.000 --> 2:23:38.000]  And then Ajipai gets lied about what he did.
[2:23:38.000 --> 2:23:40.000]  He just reversed Obama era stuff.
[2:23:40.000 --> 2:23:41.000]  It's massive censorship.
[2:23:41.000 --> 2:23:43.000]  It's in the legislation.
[2:23:43.000 --> 2:23:46.000]  So again, Andrew Torbott, gab.ai.
[2:23:46.000 --> 2:23:48.000]  Thank you for joining us.
[2:23:48.000 --> 2:23:49.000]  Thanks for having me, Alex.
[2:23:49.000 --> 2:23:52.000]  And I think you hit it right on the head.
[2:23:52.000 --> 2:23:55.000]  You know, these people do not want the free flow of information.
[2:23:55.000 --> 2:24:00.000]  They do not want videos like you showed in the opening of the segment to be shared.
[2:24:00.000 --> 2:24:02.000]  They don't want people knowing the truth.
[2:24:02.000 --> 2:24:08.000]  And the populist uprising, the nationalist uprising that's going on around the world is going to continue.
[2:24:08.000 --> 2:24:15.000]  They see that their technology platforms are being used to propel truth, to propel information, to propel alternative news.
[2:24:15.000 --> 2:24:17.000]  And that's why they're starting to crack down.
[2:24:17.000 --> 2:24:24.000]  And I think that they're going to continue to crack down in preparation for the 2018 midterms and for the 2020 presidential election as well.
[2:24:24.000 --> 2:24:26.000]  And, you know, hit me.
[2:24:26.000 --> 2:24:36.000]  They want to shut down new sites more than ever because as they shut down free speech on theirs, it's going to automatically drive them to you so they can't allow you to exist while they're censoring.
[2:24:36.000 --> 2:24:40.000]  That's why Google, Facebook and Twitter have openly called for you being shut down.
[2:24:40.000 --> 2:24:41.000]  Absolutely.
[2:24:41.000 --> 2:24:46.000]  You know, the left has always said, well, if you don't like it, these are private companies and they're allowed to ban whoever they want.
[2:24:46.000 --> 2:24:47.000]  Go and build your own.
[2:24:47.000 --> 2:24:49.000]  And that's exactly what we did.
[2:24:49.000 --> 2:25:00.000]  And now we have Apple and Google, this duopoly, who controls 98% of the mobile app distribution marketplace saying, well, you're not allowed to participate in the free market because we said so.
[2:25:00.000 --> 2:25:02.000]  We don't like what your users are posting.
[2:25:02.000 --> 2:25:11.000]  Even though you can find hate speech and objectionable content, especially geared towards whites on, you know, Twitter, Tumblr, Reddit, Facebook, anywhere you look.
[2:25:11.000 --> 2:25:15.000]  Or sexualization of children, torturing animals, anything degenerate.
[2:25:15.000 --> 2:25:24.000]  But if it's like, hey, let's all work together and standing as Black Lives Matter funded by the Nazi collaborator, George Soros, they ban that because it's, it's, it's unifying.
[2:25:24.000 --> 2:25:26.000]  They really want to ban that.
[2:25:26.000 --> 2:25:27.000]  Well, here's the thing.
[2:25:27.000 --> 2:25:38.000]  I mean, you know, just a few weeks ago, we've been seeing, you know, YouTube, there was a massive pedophilia ring and they were making, you know, hundreds of thousands of dollars on these explicit videos that were being shown to children.
[2:25:38.000 --> 2:25:43.000]  We see child exploitation happening on Periscope, which is Twitter's live streaming app.
[2:25:43.000 --> 2:25:45.000]  You know, all of this is allowed to happen.
[2:25:45.000 --> 2:25:58.000]  You know, these companies are allowed to have apps that exploit our children and, you know, we're not allowed to have apps because, you know, of hate speech or objectionable content or any other subjective terms that they like to throw around.
[2:25:58.000 --> 2:26:02.000]  And let's talk about who they said last year they were going to hire.
[2:26:02.000 --> 2:26:05.000]  And now they've done it to police Facebook, Google, Twitter.
[2:26:05.000 --> 2:26:09.000]  I mean, they formally hired former Stasi people, East German secret police.
[2:26:09.000 --> 2:26:13.000]  They've been hiring Soros' people, Southern Property Law Center, ADL.
[2:26:13.000 --> 2:26:17.000]  I mean, they are literally hiring the opposition to free speech.
[2:26:17.000 --> 2:26:20.000]  The most hardcore left is to run it.
[2:26:20.000 --> 2:26:21.000]  Absolutely.
[2:26:21.000 --> 2:26:28.000]  The ADL is very closely tied with policing speech and trying to stop, quote unquote, hate speech on the internet.
[2:26:28.000 --> 2:26:37.000]  We see, you know, companies like Snopes, which are, you know, far left fact checkers, quote unquote, they're not even really trying to hide it.
[2:26:37.000 --> 2:26:43.000]  In fact, I think it was yesterday a Twitter executive came out and said, it's no longer possible to stand up for all speech.
[2:26:43.000 --> 2:26:47.000]  So again, you know, like you said earlier in the segment, they're not even trying to hide this anymore.
[2:26:47.000 --> 2:26:51.000]  They are openly against free speech and they want to shut people down.
[2:26:51.000 --> 2:26:55.000]  And in the free marketplace of ideas, the best ideas are always going to win.
[2:26:55.000 --> 2:26:58.000]  And that's why they're forced to censor the better ideas.
[2:26:58.000 --> 2:27:04.000]  Well, they can't have people actually tune in to us being inclusive and liking everybody and just promoting free speech.
[2:27:04.000 --> 2:27:08.000]  And that's why they're panicking because they want to demonize who we are.
[2:27:08.000 --> 2:27:13.000]  I mean, all over national news, they attack me constantly, but then shut down my response.
[2:27:13.000 --> 2:27:16.000]  They want to create the straw man while silencing the real thing.
[2:27:16.000 --> 2:27:21.000]  Did you see the hearings a month ago in the House Intelligence Committee and Armed Services Committees?
[2:27:21.000 --> 2:27:26.000]  Multiple ones where they said, don't worry, we're censoring info wars in live time.
[2:27:26.000 --> 2:27:27.000]  Yeah, absolutely.
[2:27:27.000 --> 2:27:28.000]  It's happening, Alex.
[2:27:28.000 --> 2:27:29.000]  I mean, here's the thing.
[2:27:29.000 --> 2:27:30.000]  They're doing the same thing to us.
[2:27:30.000 --> 2:27:33.000]  They tried to call us the Twitter for racist, the Twitter for Nazi.
[2:27:33.000 --> 2:27:34.000]  Oh, I know.
[2:27:34.000 --> 2:27:37.000]  And Google came out and Twitter and said ban gab.ai.
[2:27:37.000 --> 2:27:42.000]  I mean, and then meanwhile you've got liberal, conservative Christian devil worshipper.
[2:27:42.000 --> 2:27:46.000]  You're just saying, hey, as long as you're not saying kill somebody, you're posting child porn.
[2:27:46.000 --> 2:27:47.000]  You can do it.
[2:27:47.000 --> 2:27:48.000]  That's what it should be.
[2:27:48.000 --> 2:27:49.000]  Absolutely.
[2:27:49.000 --> 2:27:51.000]  From day one, we said, all are welcome.
[2:27:51.000 --> 2:27:52.000]  This is about free speech.
[2:27:52.000 --> 2:27:54.000]  This is about individual liberty.
[2:27:54.000 --> 2:28:01.000]  This is about empowering users to decide what they want to see and don't want to see and not allowing some corporation to decide that for them.
[2:28:01.000 --> 2:28:04.000]  And, you know, that's something that Silicon Valley just can't have.
[2:28:04.000 --> 2:28:06.000]  You know, so they're trying to shut us down in every way possible.
[2:28:06.000 --> 2:28:10.000]  Well, at the same time, you know, trying to preach, oh, we need net neutrality.
[2:28:10.000 --> 2:28:15.000]  Well, newsflash, the net is not neutral today and gab is a living example of that.
[2:28:15.000 --> 2:28:18.000]  In fact, the FCC even cited us as an example.
[2:28:18.000 --> 2:28:19.000]  That was my next point.
[2:28:19.000 --> 2:28:22.000]  Aji Pi said, look what you're doing to gab or, or Congress people.
[2:28:22.000 --> 2:28:27.000]  I mean, he says, how dare you claim I'm censored when I haven't done that.
[2:28:27.000 --> 2:28:32.000]  Absolutely, Alex, it's disgusting and we're going to continue to fight for free speech for everybody on the web.
