[00:00:15.756 --> 00:00:17.263]  Tomorrow's news, today.
[02:15:09.349 --> 02:15:10.629]  But people think they're talking in my ear?
[02:15:10.629 --> 02:15:11.590]  No, they're not.
[02:15:11.590 --> 02:15:15.931]  They should be talking in my ear more, not like once a day or whatever.
[02:15:15.931 --> 02:15:17.192]  I don't know, we have time to play it now.
[02:15:17.192 --> 02:15:18.432]  We'll go to break, we'll play it.
[02:15:18.432 --> 02:15:23.795]  But I mean, you talk about satanics, oh baby, come on, I've already done it twice, do it again.
[02:15:24.315 --> 02:15:27.376]  And once I've got you three times, over and over.
[02:15:27.376 --> 02:15:30.297]  Oh, the blood clots, the heart attacks, sweetheart.
[02:15:30.297 --> 02:15:32.477]  I'll let you go outside your house if you take it.
[02:15:32.477 --> 02:15:34.638]  If you rub the lotion on your skin.
[02:15:34.638 --> 02:15:37.879]  If you don't rub the lotion on the skin, I'm gonna spray water on you.
[02:15:37.879 --> 02:15:40.200]  You're in my pit now, baby!
[02:15:40.200 --> 02:15:50.263]  We'll be right back, stay with us.
[02:15:50.263 --> 02:15:51.023]  And your phone calls.
[02:15:55.236 --> 02:16:12.962]  Hey everybody, Confused about... In late August, InfoWars saw an explosion of orders because our audience understands that the globalists are destabilizing the planet by design and are attempting to cause an economic and financial collapse worldwide.
[02:16:12.962 --> 02:16:16.623]  Now ladies and gentlemen, storable food has always been something that's important to have.
[02:16:16.623 --> 02:16:23.325]  It's a check box that everybody needs to have taken care of right along with water filtration, self-defense, and a relationship with God.
[02:16:23.945 --> 02:16:28.028]  But now more than ever, you need to get your storable food orders in now.
[02:16:28.028 --> 02:16:30.770]  We're ready to ship to you within 24 hours of your order.
[02:16:30.770 --> 02:16:31.570]  It's high quality.
[02:16:31.570 --> 02:16:34.792]  It's very, very low cost at infowarestore.com.
[02:16:34.792 --> 02:16:42.157]  Because in the future, you're going to see more food supply shortages and you're going to see food supply price increases that are already taking place.
[02:16:42.157 --> 02:16:46.080]  So lock in your storable food now at a lower price and fund the info war.
[02:16:46.400 --> 02:16:46.821]  That's right.
[02:16:56.587 --> 02:16:58.828]  Why do my enemies hate me so much?
[02:16:58.828 --> 02:17:00.409]  Why do the globalists hate you so much?
[02:17:00.409 --> 02:17:03.291]  Why do they hate America so much?
[02:17:03.291 --> 02:17:10.735]  Because it's an idea of freedom that their tyrannical system that they're pushing cannot coexist with.
[02:17:10.735 --> 02:17:11.655]  It's very, very simple.
[02:17:11.655 --> 02:17:23.522]  For their world government, their anti-human, post-human, eugenic system to flourish, freedom and liberty and due process and justice and God-fearing systems must fail.
[02:17:24.302 --> 02:17:26.843]  So sure, you didn't start a fight with Bill Gates.
[02:17:26.843 --> 02:17:29.804]  You didn't start a fight with David Rockefeller.
[02:17:29.804 --> 02:17:31.745]  You didn't start a fight with the UN.
[02:17:31.745 --> 02:17:34.766]  They started a fight with you.
[02:17:34.766 --> 02:17:43.309]  And they're not gonna back down, and they're not gonna go away, and they're not going to ever stop their attacks until they have the fear of God put into them.
[02:17:43.969 --> 02:17:49.595]  The average person still doesn't even know about the New World Order, or about globalism, or about corporate fascism.
[02:17:49.595 --> 02:17:56.501]  And it's not until people understand that, and that we're under attack, that we have any chance of beating these people.
[02:17:56.501 --> 02:17:57.302]  Alright, ladies and gentlemen.
[02:17:58.769 --> 02:18:00.170]  Keep us on air.
[02:18:00.170 --> 02:18:02.711]  We'll continue to bring you the banned guests.
[02:18:02.711 --> 02:18:06.572]  We'll continue to bring the information that no one else will touch.
[02:18:06.572 --> 02:18:07.352]  Keep us on air.
[02:18:07.352 --> 02:18:08.633]  Go to InfoWarsStore.com.
[02:18:08.633 --> 02:18:22.178]  The new supplements that we have, the latest in the InfoWars Life Supplement line, the Vitamin D3 with Calcium Gummies, the Vitamin C with Zinc, and the Whole Food Multivitamins, or if you buy the Combo Pack with all three at InfoWarsStore.com.
[02:18:22.178 --> 02:18:24.639]  And you know, I'm telling you, the Vitamin D Gummies,
[02:18:25.677 --> 02:18:27.439]  This is a great thing for your kids.
[02:18:27.439 --> 02:18:28.119]  They're going to love it.
[02:18:28.119 --> 02:18:29.841]  They're going to love the taste of the gummies.
[02:18:29.841 --> 02:18:31.242]  It's healthy.
[02:18:31.242 --> 02:18:32.744]  So that's just a great thing for kids.
[02:18:32.744 --> 02:18:34.325]  I mean, we could just do marketing campaigns.
[02:18:34.325 --> 02:18:36.507]  I think for kids, that'd be great.
[02:18:36.507 --> 02:18:37.408]  Calcium, good for them.
[02:18:37.408 --> 02:18:37.888]  The vitamin D.
[02:18:39.184 --> 02:18:42.207]  So, that's at InfoWarsStore.com.
[02:18:42.207 --> 02:18:44.850]  And again, it's your support there that keeps us on the air.
[02:18:44.850 --> 02:18:53.078]  So, the supplements, the shirts, the air filters, the water filters, the emergency food supplies, the emergency supplies at InfoWarsStore.com.
[02:18:53.078 --> 02:18:54.700]  Your support there keeps us on the air.
[02:18:54.700 --> 02:18:58.143]  We cannot thank you enough.
[02:18:58.143 --> 02:19:01.546]  What are champions made of?
[02:19:01.546 --> 02:19:02.688]  Here's a man who can show you.
[02:19:09.241 --> 02:19:10.841]  AAA-253-3139, AAA-253-3139, AAA-253-3139 is the InfoWars store hotline.
[02:19:10.841 --> 02:19:12.122]  AAA-253-3139, AAA-253-3139, AAA-253-3139 is the InfoWars store hotline.
[02:19:12.122 --> 02:19:13.082]  AAA-253-3139 is the InfoWars store hotline.
[02:19:13.082 --> 02:19:14.362]  AAA-253-3139 is the InfoWars store... Wait!
[02:19:14.362 --> 02:19:15.743]  AAA-253-3139 is the InfoWars store hotline.
[02:19:15.743 --> 02:19:16.563]  AAA-253-3139 is the InfoWars store...
[02:19:35.447 --> 02:19:38.908]  InfoWarsStore.com is simply the best.
[02:19:38.908 --> 02:19:41.649]  InfoWarsStore.com beats out all the rest.
[02:19:41.649 --> 02:19:41.729]  888-253-3139.
[02:19:41.729 --> 02:19:41.809]  888-253-3139.
[02:19:41.809 --> 02:19:42.069]  888-253-3139.
[02:19:42.069 --> 02:19:43.549]  Use the InfoWarsStore online.
[02:19:43.549 --> 02:19:43.669]  888-253-3139.
[02:19:43.669 --> 02:19:43.789]  888-253-3139.
[02:19:43.789 --> 02:19:43.889]  888-253-3139.
[02:19:43.889 --> 02:19:45.029]  That's InfoWarsStore.com.
[02:19:45.029 --> 02:19:48.970]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[02:20:51.650 --> 02:20:55.952]  Stand up and be counted for what you are about to receive.
[02:20:55.952 --> 02:21:04.716]  All right, let's go right to your phone calls on this live December 2nd, Thursday transmission.
[02:21:04.716 --> 02:21:06.097]  What a time to be alive.
[02:21:06.097 --> 02:21:09.158]  History's happening right now in front of us.
[02:21:09.158 --> 02:21:19.223]  We got Ian, JR, Kyle, Jason, Kate, David, Savarino, Bob, Jordan, and Clown Car.
[02:21:20.287 --> 02:21:26.232]  From New York, we're going to take all the calls in the order that they were received.
[02:21:26.232 --> 02:21:28.734]  Let's go ahead and talk to Jordan in New Jersey.
[02:21:28.734 --> 02:21:33.878]  Welcome.
[02:21:33.878 --> 02:21:35.540]  How's it going, Jordan?
[02:21:35.540 --> 02:21:36.921]  He just dropped right as I went to him.
[02:21:36.921 --> 02:21:37.722]  Wow.
[02:21:37.722 --> 02:21:40.344]  Okay, let's go to FEMA Region 10.
[02:21:40.344 --> 02:21:42.005]  Let's go to Kyle.
[02:21:42.005 --> 02:21:42.626]  You're on the air.
[02:21:42.626 --> 02:21:42.906]  Welcome.
[02:21:48.339 --> 02:21:49.920]  You know, this happens every once in a while.
[02:21:49.920 --> 02:21:53.582]  A couple times a year, we have a phone system failure.
[02:21:53.582 --> 02:21:55.623]  We have a computer phone system, and it just does this.
[02:21:55.623 --> 02:21:56.804]  So, it's fun.
[02:21:56.804 --> 02:21:58.064]  I wanted to play the clip earlier.
[02:21:58.064 --> 02:21:59.565]  Couldn't play it.
[02:21:59.565 --> 02:22:00.806]  Now we can't take calls.
[02:22:00.806 --> 02:22:03.927]  What I've always noticed is problems cascade.
[02:22:03.927 --> 02:22:07.289]  You know, here in the Great Reset, and that's what they want.
[02:22:07.289 --> 02:22:13.553]  Can you imagine all this complex technology, if it actually starts breaking down?
[02:22:13.553 --> 02:22:15.894]  You know, I forgot I was supposed to play this.
[02:22:18.609 --> 02:22:19.390]  We already tried earlier.
[02:22:19.390 --> 02:22:20.611]  We're going to try it again now.
[02:22:20.611 --> 02:22:21.512]  This is our big day.
[02:22:21.512 --> 02:22:22.433]  This is the big moment.
[02:22:22.433 --> 02:22:24.015]  This is the big thing.
[02:22:24.015 --> 02:22:29.481]  British Health Secretary coaxes double jab reporter into getting third shot.
[02:22:29.481 --> 02:22:33.306]  Bizarre footage out of the UK shows British Health Secretary
[02:22:36.158 --> 02:22:42.642]  Sajid Javid pressuring a vaccinated reporter to get the third COVID jab.
[02:22:42.642 --> 02:22:51.647]  Despite the fact that it erases your immunity, the third shot in Israeli studies accelerates that, gives you no protection, he's just there saying, take it, take it, take it!
[02:22:51.647 --> 02:22:58.311]  Because if you'll take the third, you'll take the fourth, you'll take the fifth, you'll take the sixth, you'll take the 20th, you'll take the 87 millionth.
[02:22:58.311 --> 02:23:00.773]  I mean, this is just crazy.
[02:23:00.773 --> 02:23:01.133]  Here it is.
[02:23:02.056 --> 02:23:02.979]  Have you got boosted yet?
[02:23:02.979 --> 02:23:04.764]  No, I'm 64 and I've still not had it.
[02:23:04.764 --> 02:23:05.125]  You haven't?
[02:23:05.125 --> 02:23:05.767]  Why not?
[02:23:05.767 --> 02:23:09.559]  Well, partly because I got COVID at the Hartlepool by-election.
[02:23:10.504 --> 02:23:11.505]  You should be okay now.
[02:23:11.505 --> 02:23:15.688]  And so I didn't have my second till the 14th of June.
[02:23:15.688 --> 02:23:18.570]  So under the six-month rule, that takes to the 14th of December.
[02:23:18.570 --> 02:23:19.871]  But under the new rule, you'll be okay.
[02:23:19.871 --> 02:23:20.411]  Yeah, exactly.
[02:23:20.411 --> 02:23:22.193]  You'll come back here later this week.
[02:23:22.193 --> 02:23:22.773]  Yeah.
[02:23:22.773 --> 02:23:24.614]  What time do they open here?
[02:23:24.614 --> 02:23:26.236]  Uh, they open till eight, I think.
[02:23:26.236 --> 02:23:28.017]  In fact, they might give it to you now if you walk in.
[02:23:28.017 --> 02:23:28.557]  You think so?
[02:23:28.557 --> 02:23:29.158]  Yeah, yeah.
[02:23:29.158 --> 02:23:29.818]  Yeah.
[02:23:29.818 --> 02:23:31.860]  I've got to go back to work, though.
[02:23:31.860 --> 02:23:32.800]  No, just do it.
[02:23:32.800 --> 02:23:34.202]  Can you make me a promise?
[02:23:34.202 --> 02:23:34.762]  Sorry?
[02:23:34.762 --> 02:23:35.322]  Make me a promise.
[02:23:35.322 --> 02:23:35.803]  Just go and do it now.
[02:23:36.755 --> 02:23:38.376]  This is a total cult!
[02:23:59.445 --> 02:24:07.927]  Wanting to rape your body, wanting to get everybody under peer pressure, because they've learned psychologically the average person will not admit they're wrong when they're conned.
[02:24:07.927 --> 02:24:10.747]  Now we have a horrible, horrible announcement.
[02:24:10.747 --> 02:24:14.288]  Some terrible video to play, but we knew it was coming.
[02:24:14.288 --> 02:24:16.269]  We have several Joe Biden videos.
[02:24:16.269 --> 02:24:20.509]  One, he makes sick jokes about Fauci and his wife.
[02:24:20.509 --> 02:24:25.911]  At least it's not about his daughters and granddaughters.
[02:24:25.911 --> 02:24:27.311]  And how Fauci's really the president.
[02:24:28.595 --> 02:24:30.176]  That clip's in a moment.
[02:24:30.176 --> 02:24:33.397]  But the first clip just came out, just happened a few minutes ago.
[02:24:33.397 --> 02:24:37.079]  It's on Infowars.com.
[02:24:37.079 --> 02:24:45.662]  Biden says he'll do everything in his diseased brain who doesn't read bills, who doesn't read what he's signing.
[02:24:45.662 --> 02:24:46.563]  We have that new video.
[02:24:47.728 --> 02:25:03.806]  to make sure under fives get the shot even though statistically nobody died under five even if you believe the official story and there's all these hundred-to-one side effects for any benefits I mean just talk about doubling down he'll do everything in his power
[02:25:05.316 --> 02:25:08.838]  They've already fired the boards on the FDA and CDC to do this.
[02:25:08.838 --> 02:25:14.121]  He'll do everything in his power to get the FDA to approve for children under five.
[02:25:14.121 --> 02:25:16.182]  And then once they're approved, they're mandatory.
[02:25:16.182 --> 02:25:18.143]  And they try to make them take them at birth.
[02:25:18.143 --> 02:25:19.743]  When your kid dies, they just laugh at you.
[02:25:19.743 --> 02:25:23.826]  It's all a big, sick, satanic ritual.
[02:25:23.826 --> 02:25:25.787]  My God.
[02:25:25.787 --> 02:25:26.807]  We won't stand up for the children.
[02:25:26.807 --> 02:25:27.708]  Nobody will stand up for us.
[02:25:27.708 --> 02:25:29.208]  Here it is.
[02:25:29.208 --> 02:25:30.029]  I have a three-year-old.
[02:25:31.184 --> 02:25:34.005]  Is there going to be a time that that can, am I going to be okay?
[02:25:34.005 --> 02:25:34.945]  Is she going to be okay?
[02:25:34.945 --> 02:25:36.785]  Or is he going to be okay?
[02:25:36.785 --> 02:25:43.207]  And let me say this, I strongly support the independent scientific review of vaccine uses for children under five.
[02:25:43.207 --> 02:25:54.230]  We can't take shortcuts with that scientific work, but I'll do everything in my power to support the FDA to do this safely and quickly as possible when we get around to that point.
[02:25:55.037 --> 02:26:05.880]  What a creepy, evil, demonic... Oh, I agree, the safe, independent, outside, independent review, total opposite, pharma, revolving door, with the very same people.
[02:26:05.880 --> 02:26:08.260]  I mean, this is a rape!
[02:26:08.260 --> 02:26:09.661]  A bio-weapon rape!
[02:26:09.661 --> 02:26:11.021]  And you're like, why would they do that?
[02:26:11.021 --> 02:26:13.402]  Because they like to kill people, because they're sick freaks!
[02:26:14.062 --> 02:26:19.745]  They see resources, and money, and numbers, and see a social services net that you've invested in.
[02:26:19.745 --> 02:26:20.905]  Well, how about we just get rid of police?
[02:26:20.905 --> 02:26:21.666]  Let everybody kill them.
[02:26:21.666 --> 02:26:22.786]  We've got private security.
[02:26:22.786 --> 02:26:28.689]  Why don't we just cut off their social security, and their Medicaid, and their Medicare, and their pensions?
[02:26:28.689 --> 02:26:30.850]  Why don't we just devalue all their currency?
[02:26:30.850 --> 02:26:38.874]  You know, we ran this Ponzi scheme to take over, and it says we've all got billions in our bank accounts, but if these people have their way, we won't.
[02:26:38.874 --> 02:26:40.495]  Well, let's just kill everyone!
[02:26:40.495 --> 02:26:43.036]  That's the oldest trick in the book!
[02:26:48.103 --> 02:26:50.464]  And of course, they're always reordering, reordering.
[02:26:50.464 --> 02:27:01.146]  Remember last year, they reordered until 2027 in Canada?
[02:27:01.146 --> 02:27:05.307]  And I said, watch, they're going to announce forced booster shots because they already freaking ordered it all!
[02:27:05.307 --> 02:27:07.388]  It's all preordained!
[02:27:10.199 --> 02:27:11.060]  They admit it is!
[02:27:11.060 --> 02:27:13.361]  It's all a sick plan!
[02:27:13.361 --> 02:27:22.628]  And then, it collapses civilization with all the sick people, they fire everybody else that won't take it, then that breaks things down, and they get what they want, because we won't take the poison shot.
[02:27:22.628 --> 02:27:30.653]  And I'm not saying take the poison shot, but you get the real effect is, a third of the workforce gets fired or quits, now stuff really collapses.
[02:27:30.653 --> 02:27:32.734]  Which was their goal.
[02:27:32.734 --> 02:27:34.055]  And who do they blame for the collapse?
[02:27:34.055 --> 02:27:37.438]  The unvaccinated, when they're the ones that ordered the system that did it.
[02:27:38.547 --> 02:27:49.055]  The key is exposing that they are behind it and it's their plan and having a revelation of this understanding and then they get hung at Nuremberg 2 and we restart civilization and go to the next level.
[02:27:49.055 --> 02:27:51.036]  Or we all die and sit here like idiots.
[02:27:51.036 --> 02:27:58.122]  And if you are lazy and if you don't care about others and you don't think of yourself as big, you deserve to die and they will kill you.
[02:27:58.122 --> 02:28:00.484]  As for me and mine, we're fighting.
[02:28:00.484 --> 02:28:00.844]  Here it is.
[02:28:02.833 --> 02:28:06.334]  I've seen more of Dr. Fauci than I have my wife.
[02:28:06.334 --> 02:28:09.056]  We kid each other, but... There you look.
[02:28:09.056 --> 02:28:10.116]  Who's president?
[02:28:10.116 --> 02:28:11.957]  Fauci.
[02:28:11.957 --> 02:28:17.579]  But all kidding aside, I sincerely mean it.
[02:28:17.579 --> 02:28:19.280]  All kidding aside, I sincerely mean it.
[02:28:19.280 --> 02:28:23.501]  I'll give my wife sexually, do a gangbang with all these people, these satanic orgies.
[02:28:23.501 --> 02:28:24.322]  That's nothing.
[02:28:24.322 --> 02:28:26.123]  Then I have sex with my children, my grandchildren.
[02:28:26.123 --> 02:28:27.143]  I mean, it's all on record.
[02:28:27.143 --> 02:28:28.864]  He screws his grandchildren.
[02:28:28.864 --> 02:28:31.845]  I mean, that's who the president is, is a puppet that rapes children.
[02:28:33.337 --> 02:28:34.357]  It's total hell on earth.
[02:28:34.357 --> 02:28:40.300]  I mean, who do you think would inject people with deadly poison and say, I really want to give it to three-year-olds?
[02:28:40.300 --> 02:28:46.242]  He wants to stick his metal needle of rape, of genetic rape, and murder the DNA.
[02:28:46.242 --> 02:28:49.404]  Not just rape the child, he wants to murder them.
[02:28:49.404 --> 02:28:51.284]  He wants to murder your children.
[02:28:51.284 --> 02:28:52.045]  He's a murderer!
[02:28:55.114 --> 02:28:58.575]  If you're concerned about the power grid and... Let's go ahead and take another call.
[02:28:58.575 --> 02:29:00.616]  Let's talk to Malcolm in Tennessee.
[02:29:00.616 --> 02:29:01.036]  Welcome.
[02:29:01.036 --> 02:29:01.756]  Hello, Alex?
[02:29:01.756 --> 02:29:02.376]  Yes, Malcolm.
[02:29:02.376 --> 02:29:06.637]  Alright, I'll make this quick and real short where the other Patriots can get on the line.
[02:29:06.637 --> 02:29:11.218]  Uh, Alex, I have to promote one thing from one of your co-hosts, Owen Schroyer.
[02:29:11.218 --> 02:29:14.219]  Super male vitality and brain force plus.
[02:29:14.219 --> 02:29:16.840]  Mix those two together, you're an unstoppable tank.
[02:29:17.100 --> 02:29:18.901]  Supramel Vitality really, really works.
[02:29:18.901 --> 02:29:23.805]  It's cold-pressed herbs and natural compounds that have never been heated up.
[02:29:23.805 --> 02:29:30.570]  And so, it has a dramatic effect compared to powdered versions that also work quite well, but just aren't as strong.
[02:29:30.570 --> 02:29:32.412]  This is like a very fine wine.
[02:29:32.412 --> 02:29:34.553]  In fact, each batch is different.
[02:29:34.553 --> 02:29:36.955]  Sometimes it's super strong, sometimes it's just okay.
[02:29:36.955 --> 02:29:40.278]  People are like, why are you selling something and admitting sometimes the batch isn't as strong?
[02:29:40.278 --> 02:29:41.198]  That's just how it is.
[02:29:41.198 --> 02:29:41.859]  It's how it works.
[02:29:42.580 --> 02:29:46.589]  Uh, so, it's always good, it's just sometimes it's like super strong.
[02:29:46.589 --> 02:29:50.397]  But yeah, if you want the Rolls Royce at a decent price, then this is it.
[02:29:57.208 --> 02:30:08.955]  So, when I first started taking Survival Shield, basically I was 275 pounds, I was overweight, I had brain fog like you wouldn't believe, I was barely holding on to a job, and I heard Dr. Group on your show and I listened to it.
[02:30:08.955 --> 02:30:11.697]  So the first one I got was the original Survival Shield, the X1.
[02:30:12.597 --> 02:30:26.240]  It worked pretty good, and then shortly thereafter, you came out with XT, you know, with a deep root source, you know, and I got really excited about that, so I took it, and man, in two weeks, I went from brain fog to, like, literally, like, my brain was enlightened, you know?
[02:30:26.240 --> 02:30:35.501]  I could think again, I could connect with people again, and over the course of the next couple of years, I got my health back, and I religiously take basically all of your supplements.
[02:30:35.501 --> 02:30:37.882]  They're all absolutely amazing supplements.
[02:30:37.882 --> 02:30:39.002]  The one I like recently,
[02:30:39.002 --> 02:30:40.344]  Beautifully said, brother.
[02:30:40.344 --> 02:30:42.386]  I thank you so much for your call, and Godspeed.
[02:30:57.284 --> 02:31:02.647]  The purpose of fear is to call us into action, and there is plenty to be afraid of today.
[02:31:02.647 --> 02:31:12.052]  Half the population has lined up for an untested, deadly, and debilitating experimental injection because they were told to be afraid of an invisible asymptomatic disease.
[02:31:12.692 --> 02:31:22.660]  The perpetrators of all this have clearly stated their goal of having 80% of the population hooked up to an artificial intelligence hive mind in less than nine years.
[02:31:22.660 --> 02:31:29.425]  For those of us who have awoken from the spell, we know this is all really happening and it's unbelievably unsettling to see.
[02:31:29.425 --> 02:31:30.866]  But there is only two things to do.
[02:31:31.967 --> 02:31:35.128]  We continue sounding the alarm because it's a numbers game.
[02:31:35.128 --> 02:31:38.429]  If enough people awaken from the cult spell, then we win.
[02:31:38.429 --> 02:31:43.831]  But even when we win, and we eventually will, the days of convenience are soon coming to an end.
[02:31:43.831 --> 02:31:45.652]  And so, we must prepare.
[02:31:45.652 --> 02:31:55.696]  Get up to a year's worth of storable foods, water filtration, survival gear, seeds, shortwave radios, and life-saving knowledge at InfoWareStore.com.
[02:31:59.142 --> 02:32:04.106]  If you only knew the power of the dark side.
[02:32:04.106 --> 02:32:11.032]  Join Bill Gates and together we will defeat humanity.
[02:32:11.032 --> 02:32:17.036]  Then our gods will reward us with eternal life.
[02:32:17.036 --> 02:32:19.899]  That's basically the ethos of the globalists.
[02:32:21.610 --> 02:32:22.952]  They must first play God.
[02:32:22.952 --> 02:32:29.403]  They must first prove that they are the fittest in their social Darwinistic system.
[02:32:29.403 --> 02:32:30.825]  And, in a way, they're right.
[02:32:30.825 --> 02:32:33.970]  If we let them lie to us and dumb us down and poison us...
[02:32:34.858 --> 02:32:36.819]  Destroy our children's futures.
[02:32:36.819 --> 02:32:38.501]  The evidence is overwhelming and out in the open.
[02:32:38.501 --> 02:32:42.223]  We really deserve what's happened to us.
[02:32:42.223 --> 02:32:44.044]  So I ask you now.
[02:32:44.044 --> 02:32:48.727]  Are you going to step up and expose the New World Order even more?
[02:32:48.727 --> 02:32:52.350]  I know I'm pledging to step up and redouble my efforts.
[02:32:52.350 --> 02:32:57.994]  The front lines of the fight is infowars.gov.
[02:32:57.994 --> 02:33:02.597]  Leading a frontal assault on the lies of the New World Order.
[02:33:02.597 --> 02:33:03.878]  It's Alex Jones.
[02:33:10.683 --> 02:33:17.485]  The idea of a lockdown just two years ago was unthinkable.
[02:33:17.485 --> 02:33:19.806]  I told you that.
[02:33:19.806 --> 02:33:22.587]  The plan.
[02:33:22.587 --> 02:33:24.948]  The Alex Jones Show.
[02:33:24.948 --> 02:33:26.909]  Because there is a war on.
[02:33:26.909 --> 02:33:28.389]  Or you're mine.
[02:33:28.389 --> 02:33:36.052]  I said by the winter of 2021 it will be the unvaccinated that they will lock down.
[02:33:36.052 --> 02:33:39.593]  Then the forced inoculations, the roundups, and then the terror attacks.
[02:33:40.689 --> 02:34:03.938]  Against police, against military, against Pfizer, against Moderna, that they themselves will stage to blame us and start the full persecution and the armed conflict, which will bring down Europe and bring down the United States in a fiery war, Australia, and they believe the bankers will sit offshore and we kill each other five, ten years while China takes over the planet.
[02:34:09.013 --> 02:34:16.338]  And then out of that, they'll finally come with the big banks, and after everybody's done starving to death and saving, just turn your guns in and pledge allegiance to us.
[02:34:16.338 --> 02:34:19.700]  We will give you the new global social credit score.
[02:34:19.700 --> 02:34:20.801]  And that's where we're going to go.
[02:34:20.801 --> 02:34:23.783]  That's what's going to happen.
[02:34:23.783 --> 02:34:35.551]  Every one of you, I don't care if you're a firefighter, a school teacher, an FBI agent, an astronomer, a factory worker, a farmer, a rancher, a psychologist, somebody that works at McDonald's.
[02:34:39.775 --> 02:34:45.977]  You are about to go through this hell.
[02:34:45.977 --> 02:34:48.998]  And the German military is going to march out and force the injector.
[02:34:48.998 --> 02:34:52.359]  They say every two months with a new shot until you die.
[02:34:52.359 --> 02:34:54.620]  Everybody will Stockholm Syndrome out and be part of it.
[02:34:54.620 --> 02:34:57.661]  And just we agree and just hope they don't die.
[02:34:57.661 --> 02:35:02.243]  That's where we are.
[02:35:02.243 --> 02:35:06.744]  So I don't want the truck bombings of the Pfizer facility.
[02:35:06.744 --> 02:35:07.945]  They're going to do it themselves themselves.
[02:35:09.437 --> 02:35:11.459]  I don't want any of this.
[02:35:11.459 --> 02:35:13.682]  And hey, we got Joe Rogan awake saying no.
[02:35:13.682 --> 02:35:15.184]  We got Tucker Carlson awake saying no.
[02:35:15.184 --> 02:35:16.485]  We got so many others.
[02:35:16.485 --> 02:35:21.110]  We need Congress and governors to just come out and say, this is a world government, new world order takeover.
[02:35:21.110 --> 02:35:21.811]  It's globalism.
[02:35:21.811 --> 02:35:23.773]  Address it head on and say no.
[02:35:23.773 --> 02:35:26.416]  And just tell the public in a press conference, Governor Abbott.
[02:35:27.148 --> 02:35:33.973]  Governor DeSantis, if you're really with us, about what's going down and what's happening, and then everybody will rally behind you and we'll stop it.
[02:35:33.973 --> 02:35:43.100]  But only admitting you're in a war with the UN and the global corporations doing this do we have a chance to beat it.
[02:35:43.100 --> 02:35:49.865]  But if we have the leadership to say no to all this, it'll be easily defeated.
[02:35:51.069 --> 02:35:53.170]  And I can tell you, and I want to go to your calls now.
[02:35:53.170 --> 02:35:56.732]  I'll go 15 minutes to the next hour, guest hosts can push over, they understand.
[02:35:56.732 --> 02:36:00.054]  I promise you with all these calls.
[02:36:00.054 --> 02:36:05.898]  I promise you that it's going to be better to stand up to this than to submit to it.
[02:36:05.898 --> 02:36:09.460]  You don't need me to tell you that, you already know it.
[02:36:09.460 --> 02:36:14.723]  But I promise you, more importantly, that their program's not going well.
[02:36:14.723 --> 02:36:16.183]  Here's the problem.
[02:36:16.183 --> 02:36:17.724]  They don't give up.
[02:36:17.724 --> 02:36:20.306]  And so as it falls apart, they're going to double down.
[02:36:21.391 --> 02:36:23.792]  This is going to be extremely explosive.
[02:36:23.792 --> 02:36:30.315]  Do not kill anybody offensively, but guard yourself now for real.
[02:36:30.315 --> 02:36:30.795]  This is it.
[02:36:30.795 --> 02:36:37.398]  Because I mean, killing military and police, the globalists, that's their main target.
[02:36:37.398 --> 02:36:40.139]  They want to use them in an attack against us to knock them out.
[02:36:41.858 --> 02:36:46.402]  And it's the same way they get the companies to fire all their key employees to break the civilization down.
[02:36:46.402 --> 02:36:52.167]  This is globalist war by finance banks that are sitting back waiting for the collapse to then come in and take over.
[02:36:52.167 --> 02:37:02.155]  That's in the IMF World Bank documents that came out in 2002 where I told you the next plan is to implode our economies in the first world like they've already done in the third world because that was in the documents.
[02:37:02.155 --> 02:37:04.937]  And Greg Palast of the BBC got those secret documents and released them.
[02:37:06.681 --> 02:37:09.423]  What was the 100-point plan of the IMF and World Bank?
[02:37:09.423 --> 02:37:12.845]  We have the plans to the frickin' Death Star!
[02:37:12.845 --> 02:37:17.027]  We know how to beat them!
[02:37:17.027 --> 02:37:17.928]  I mean, let me tell you something.
[02:37:17.928 --> 02:37:25.853]  Unless you're worth $20 million and got an armored underground fortress in New Zealand, you're not protected from this.
[02:37:25.853 --> 02:37:29.035]  These are nihilists that want to commit suicide but want to take us with them.
[02:37:32.253 --> 02:37:35.595]  So people tell me, Jones, you've got courage taking them on.
[02:37:35.595 --> 02:37:36.996]  Courage?
[02:37:36.996 --> 02:37:38.456]  This is the opposite of courage.
[02:37:38.456 --> 02:37:44.199]  I am not a coward, but I don't want to die and have my children die.
[02:37:44.199 --> 02:37:45.060]  I don't want them to win.
[02:37:45.060 --> 02:37:46.681]  This is self-preservation.
[02:37:46.681 --> 02:37:52.864]  So it looks like I have all this courage to fight these people and I'm not worried about, we're all dead if they win.
[02:37:52.864 --> 02:37:56.746]  What are you talking about?
[02:37:56.746 --> 02:38:00.568]  There's been a few famous cases, movies made about it, documented cases, I forget the names.
[02:38:01.872 --> 02:38:22.381]  Where a pretty good sized ocean liner or ship turns over and there's a bunch of people stuck in it and it's sinking in the next few hours and somebody's got to swim 100 yards, 200 yards in the dark through a ship to get out, they hope through a bulkhead to then get to the surface and turn the pumps on and save the ship.
